ai.yavar.mavencl	copper-ai-android-sdk	0.0.1		N/A
io.data2viz.d2v	d2v-contour-iossimulatorarm64	0.10.5	metadata	cbd7eee32651739644c9c02600fb28e95e1acd43
io.data2viz.d2v	d2v-contour-iossimulatorarm64	0.10.6		N/A
io.data2viz.d2v	d2v-contour-iossimulatorarm64	0.10.6	metadata	079c3de9519c5ecabfcae60cb5bb5d895acfdcb3
io.data2viz.d2v	d2v-contour-iossimulatorarm64	0.10.7		N/A
io.data2viz.d2v	d2v-contour-iossimulatorarm64	0.10.7	metadata	5234f0e327a00113d0b0c98fa8d66b5c7a53d4bb
io.data2viz.d2v	d2v-contour-iossimulatorarm64	10.0.3		N/A
io.data2viz.d2v	d2v-contour-iossimulatorarm64	10.0.3	metadata	e592533800ddc9f52cc3b961ce94b0194ed1b985
io.data2viz.d2v	d2v-contour-iossimulatorarm64	10.0.4		N/A
io.data2viz.d2v	d2v-contour-iossimulatorarm64	10.0.4	metadata	f421f3996bfce3808dbac1bf0ebde6ef46d27698
io.github.adven27	env-samba	5.5.0		eb01694be4b9164e5b611befa9fb58a45b00ebc9
io.github.adven27	env-samba	5.5.1		1f6dfd685197ad061e85d4085cdf030be7ce0d5f
io.github.alien-tools	roseau-parent	0.1.0		N/A
io.github.cloudstars	lowcode-commons-parent	0.1		N/A
io.github.cloudstars	lowcode-commons-parent	0.1.1-RELEASE		N/A
io.github.cloudstars	lowcode-commons-parent	0.1.2-RELEASE		N/A
io.github.developerdomjones	BankShotsContracts	0.0.1		52703cbaf29f141bdb76d2730b163361e2716318
io.github.hengyunabc	endpoints-spring-boot-starter	0.0.1		d04ce878cc0429adec07424b74f899bd84e08152
io.github.jamoamo	webjourney-test	0.0.1		869c893bf1836d5123ece97e6f21bb0b3818d876
io.github.khubaibkhan4	alert-kmp-jvm	0.0.1		465696f001a1292e633dca88507ab4102535dd75
io.github.khubaibkhan4	alert-kmp-jvm	0.0.2		465696f001a1292e633dca88507ab4102535dd75
io.github.khubaibkhan4	alert-kmp-jvm	0.0.3		f327a85412d842901d5d9d49d1b547ad4cac2d2a
io.github.khubaibkhan4	alert-kmp-jvm	0.0.4		f327a85412d842901d5d9d49d1b547ad4cac2d2a
io.github.khubaibkhan4	alert-kmp-jvm	0.0.5		f327a85412d842901d5d9d49d1b547ad4cac2d2a
io.github.khubaibkhan4	alert-kmp-jvm	0.0.6		c4ba6d0712842c91d5f8adbb850fff7af424c931
io.github.khubaibkhan4	alert-kmp-jvm	0.0.7		c4ba6d0712842c91d5f8adbb850fff7af424c931
io.github.khubaibkhan4	alert-kmp-jvm	0.0.8		c4ba6d0712842c91d5f8adbb850fff7af424c931
io.github.khubaibkhan4	alert-kmp-jvm	1.0.4		c4ba6d0712842c91d5f8adbb850fff7af424c931
io.github.khubaibkhan4	alert-kmp-jvm	1.0.5		c4ba6d0712842c91d5f8adbb850fff7af424c931
io.github.khubaibkhan4	alert-kmp-jvm	1.0.6		c4ba6d0712842c91d5f8adbb850fff7af424c931
io.github.khubaibkhan4	alert-kmp-jvm	1.0.7		c4ba6d0712842c91d5f8adbb850fff7af424c931
io.github.khubaibkhan4	alert-kmp-jvm	1.0.8		0da84bff9e756899e54493413c61520746649bb6
io.github.khubaibkhan4	alert-kmp-jvm	2.0.0		0da84bff9e756899e54493413c61520746649bb6
io.github.newur	parent-archetype	0.6		6c2085c949e48faa8744be582291af8b8e280049
io.github.newur	parent-archetype	0.7		3706b7193f93b9a2d19ad2f8909d54773b605ac0
io.github.selectorrr	keycloak-spring-boot-starter	1.1		3541db02a27138f959b785c834013ccb992ea7cc
io.github.selectorrr	keycloak-spring-boot-starter	1.2		f450490f108930fd26980bed3d44da3b0853e34c
io.github.selectorrr	keycloak-spring-boot-starter	1.3		c6466708ec6416084df53131b1c92e36bc9957eb
io.github.selectorrr	keycloak-spring-boot-starter	1.4		24de437f9cef5f734b7a0f5a7e95928cf39d5181
io.github.selectorrr	keycloak-spring-boot-starter	1.5		e7b8fdc1c5888f2a1220021646c37890e28f8103
io.github.selectorrr	keycloak-spring-boot-starter	1.6		6f4b27608c626fbf50670b0c6bf6cea88469dbec
io.github.selectorrr	keycloak-spring-boot-starter	1.7		377c318a74e203e74cd0662c0d7458a04a476c92
io.github.selectorrr	keycloak-spring-boot-starter	1.8		205ad982fcc57938d418909500f4b3f412b0ebc5
io.ight	annotation-linuxx64	0.0.1		N/A
io.ight	annotation-linuxx64	0.0.2		N/A
io.ktor	ktor-sse-watchosarm64	3.0.0		43ff2a6f2c54f80cf9e6b7ae274c5e890f3c56f7
io.ktor	ktor-sse-watchosarm64	3.0.0	metadata	647b7b6c1b8c1e786743a8d5e903a14edb713074
io.ktor	ktor-sse-watchosarm64	3.0.0-beta-1		ca02d0ec7d31c96ca772521922c92628160f0aeb
io.ktor	ktor-sse-watchosarm64	3.0.0-beta-1	metadata	1ce4b2dcf9f10a2b5c84b45142e25937a16e51bf
io.ktor	ktor-sse-watchosarm64	3.0.0-beta-2		21228960791644f831d5ce4ded28cfe3ecfd78bb
io.ktor	ktor-sse-watchosarm64	3.0.0-beta-2	metadata	dfcc300e416e785151cc45136213ce107a6d5a31
io.ktor	ktor-sse-watchosarm64	3.0.0-rc-1		6c073b49e43e6b75e2ce2dbd1100b13c2439ed0a
io.ktor	ktor-sse-watchosarm64	3.0.0-rc-1	metadata	d97efdaf541e62b3576752466825266f08c8b1fa
io.ktor	ktor-sse-watchosarm64	3.0.0-rc-2		cbbcde96cd3af2ecd14c3c6afbd7882c11651832
io.ktor	ktor-sse-watchosarm64	3.0.0-rc-2	metadata	efa22d2ec23cd52e805bf618c0cae583ddd1eefa
io.ktor	ktor-sse-watchosarm64	3.0.1		1134552c2c7bb4c04b7b6883dc87d27ebb8c7070
io.ktor	ktor-sse-watchosarm64	3.0.1	metadata	e8872fa432c29169e56c7955821b22b05d683b73
io.ktor	ktor-sse-watchosarm64	3.0.2		2a996d9c56e92d60461c2d00aede742aabeb14cd
io.ktor	ktor-sse-watchosarm64	3.0.2	metadata	58eb75bf354eda32d28ae84446b4c8ea1b66a529
io.ktor	ktor-sse-watchosarm64	3.0.3		78090417e879b83baec4c6f0b22ca6252514ce96
io.ktor	ktor-sse-watchosarm64	3.0.3	metadata	6a5a7f24934ab750a6638361216109a23a0cdc73
io.ktor	ktor-sse-watchosarm64	3.1.0		3a519cf647ff62f18bda0553f656d9705d0626ca
io.ktor	ktor-sse-watchosarm64	3.1.0	metadata	358b108ac0272a0be4dc4fc7325b260d60395a35
io.ktor	ktor-sse-watchosarm64	3.1.1		36750fc966d2885b8b05306b37ebc72dbdb107f3
io.ktor	ktor-sse-watchosarm64	3.1.1	metadata	1088f8eeb502584b8027645f641706a86a283ff1
io.ktor	ktor-sse-watchosarm64	3.1.2		f22d34df8cedce1d674308283698c9d454aa54dc
io.ktor	ktor-sse-watchosarm64	3.1.2	metadata	e951a3efdc64911ca199f02b6ed9eade24aa3d71
io.ktor	ktor-utils-js	1.0.0		8b4e8e6e6dacc507254c380aa06fbfeb5bab8236
io.ktor	ktor-utils-js	1.0.0-rc		69f9e538a68e1983980b2897f997587499bf1366
io.ktor	ktor-utils-js	1.0.1		028dc7eb076cf40853550ec6a62ab648f8576fcf
io.ktor	ktor-utils-js	1.1.0		75751db191696dc26983c029499ce9893b8130bf
io.ktor	ktor-utils-js	1.1.1		dfa55323318f065ed58b183320e5b54d7d02141e
io.ktor	ktor-utils-js	1.1.2		bfdd20c2e074d5e9082095578bc325a3c582cc29
io.ktor	ktor-utils-js	1.1.3		825d7665bded1ceddc5cfaab83e33d371e2f45e0
io.ktor	ktor-utils-js	1.1.4		c88c255911a9f026dedbe4e09148de64b669b5f1
io.ktor	ktor-utils-js	1.2.0		821bc2ec7cf3749addae824711445d32ec1999ef
io.ktor	ktor-utils-js	1.2.0-rc		e9c73767db79645ec69a4fb286e2d54e535097d1
io.ktor	ktor-utils-js	1.2.0-rc2		923edb4a75b57d8f8dfe418ce8c9a2c255480354
io.ktor	ktor-utils-js	1.2.1		68640ef6d2b88ca05d10568e3dabba176a164e99
io.ktor	ktor-utils-js	1.2.2		1f8380134199f133933a90ad7fccd0babbc994dd
io.ktor	ktor-utils-js	1.2.3		83a134f3bd3d4703c2b61575057f9f604edb1603
io.ktor	ktor-utils-js	1.2.3-rc		f15d15a66d41f20a9d8c31a6c4c710c58b3cbe75
io.ktor	ktor-utils-js	1.2.4		c0bb959d7e091fa845b54f92e591e547f8b62871
io.ktor	ktor-utils-js	1.2.5		f26f59b0789fd4dcd3daa024864ac7a16ebb6cc7
io.ktor	ktor-utils-js	1.2.6		e9cc7c244604a93de595e2ecff535ceb7b8194d9
io.ktor	ktor-utils-js	1.3.0		efac2576158e6b02a49c2eb674d76f8cb628f242
io.ktor	ktor-utils-js	1.3.0-rc		483f046be8c0e7d20c7348eee40ca862e7c0b60f
io.ktor	ktor-utils-js	1.3.0-rc2		0af50e7537345a5bff09e77655443b4d26a2945b
io.ktor	ktor-utils-js	1.3.1		5a526e351f0c75354665f369d2b07ffd8bc32507
io.ktor	ktor-utils-js	1.3.2-1.4.0-rc		b50bb64e322ebb8f4a4d00c7136e11e55015e127
io.ktor	ktor-utils-js	1.4.0		8cab524e00c069fb5f6b44d7c022f950be8efeb4
io.ktor	ktor-utils-js	1.4.1		1a2bb2e43a0a7300a261ba92245cd1e1c74ce783
io.ktor	ktor-utils-js	1.4.2		e3847910322de8e07728d8854ffaebb0f6c50c92
io.ktor	ktor-utils-js	1.4.3		73b72d15553eb0a03c88aca665b5d5a002712ed0
io.ktor	ktor-utils-js	1.5.0		a4f0076f997ec1cd80d7eb87e016541b41ec98fd
io.ktor	ktor-utils-js	1.5.1		56bc6677617ebcb11ba24e0097c4db261463b505
io.ktor	ktor-utils-js	1.5.2		7a520822b01b3e0f21e7007bd021894606bcea3f
io.ktor	ktor-utils-js	1.5.3		e87fe7bb73614d3609e0d413f0d6ae76a70dc306
io.ktor	ktor-utils-js	1.5.4		326232b16687f0aa85f3a1c4c052479fd74447f2
io.ktor	ktor-utils-js	1.6.0		40b7f6021673195add80968b29a8ca082998ccd1
io.ktor	ktor-utils-js	1.6.1		a7d48d19bd2dd265f5be71a8f30c5b780dfe90c3
io.ktor	ktor-utils-js	1.6.2		6296a37de1495a095701e93628610c35b8007106
io.ktor	ktor-utils-js	1.6.3		7dda59a9de4d5289b796cbc4a3d38b43f34f93b3
io.ktor	ktor-utils-js	1.6.4		47d2eb2dd0c11e38bc5f09e60b87297933821fa8
io.ktor	ktor-utils-js	1.6.5		4fdfc5ffde0c116c15a82e6b4833dee64ea2bb2f
io.ktor	ktor-utils-js	1.6.6		832cc23d228af09a04108bdfdc663c93f4d262cf
io.ktor	ktor-utils-js	1.6.7		6b80610e7ff7a51184d04e8c4da415ac46c8d77c
io.ktor	ktor-utils-js	1.6.8		3af1d18795cab1c503bcd58b6c472da3b320158e
io.ktor	ktor-utils-js	2.0.0		07a25930e9af22d8ece9d650da80f3ff7a5e68a7
io.ktor	ktor-utils-js	2.0.0-beta-1		63c547292f6e8afa30c292a908b299c86160bda5
io.ktor	ktor-utils-js	2.0.0-rc-1		c2fc85cf27ba035230ee3815b6f327921b8646bd
io.ktor	ktor-utils-js	2.0.1		9df5f325341f40d5fd3048538f91eaf13ce98202
io.ktor	ktor-utils-js	2.0.2		5b88fc2f703f30b475c031a4f1b5b384b88ee950
io.ktor	ktor-utils-js	2.0.3		8f9a3aa16c3f37b3df5d743d9cd7227954a55fb8
io.ktor	ktor-utils-js	2.1.0		9bc210f5c0f66b48f5e24197afb2d07f7156ae1a
io.ktor	ktor-utils-js	2.1.1		05eb15b99f0b9a8a088c2a1ce3630b41fabd974b
io.ktor	ktor-utils-js	2.1.2		76002d4a7ccdf4e87eab6cb5dfc5fb09d509d6e2
io.ktor	ktor-utils-js	2.1.3		e4c069ad4fd48d4be0d1809d8c00918f49e43259
io.ktor	ktor-utils-js	2.2.0		7171a310b142343f283042d27290831ee1e291ca
io.ktor	ktor-utils-js	2.2.1		1446ef2167b2307ecdc8d4185c4cc7564d9f4477
io.ktor	ktor-utils-js	2.2.2		1446ef2167b2307ecdc8d4185c4cc7564d9f4477
io.ktor	ktor-utils-js	2.2.3		1446ef2167b2307ecdc8d4185c4cc7564d9f4477
io.ktor	ktor-utils-js	2.2.4		1446ef2167b2307ecdc8d4185c4cc7564d9f4477
io.ktor	ktor-utils-js	2.3.0		N/A
io.ktor	ktor-utils-js	2.3.1		N/A
io.ktor	ktor-utils-js	2.3.10		N/A
io.ktor	ktor-utils-js	2.3.11		N/A
io.ktor	ktor-utils-js	2.3.12		N/A
io.ktor	ktor-utils-js	2.3.13		N/A
io.ktor	ktor-utils-js	2.3.2		N/A
io.ktor	ktor-utils-js	2.3.3		N/A
io.ktor	ktor-utils-js	2.3.4		N/A
io.ktor	ktor-utils-js	2.3.5		N/A
io.ktor	ktor-utils-js	2.3.6		N/A
io.ktor	ktor-utils-js	2.3.7		N/A
io.ktor	ktor-utils-js	2.3.8		N/A
io.ktor	ktor-utils-js	2.3.9		N/A
io.ktor	ktor-utils-js	3.0.0		N/A
io.ktor	ktor-utils-js	3.0.0-beta-1		N/A
io.ktor	ktor-utils-js	3.0.0-beta-2		N/A
io.ktor	ktor-utils-js	3.0.0-rc-1		N/A
io.ktor	ktor-utils-js	3.0.0-rc-2		N/A
io.ktor	ktor-utils-js	3.0.1		N/A
io.ktor	ktor-utils-js	3.0.2		N/A
io.ktor	ktor-utils-js	3.0.3		N/A
io.ktor	ktor-utils-js	3.1.0		N/A
io.ktor	ktor-utils-js	3.1.1		N/A
io.ktor	ktor-utils-js	3.1.2		N/A
io.micronaut.build.internal.bom-checker	io.micronaut.build.internal.bom-checker.gradle.plugin	5.0.0		N/A
io.micronaut.build.internal.bom-checker	io.micronaut.build.internal.bom-checker.gradle.plugin	5.0.1		N/A
io.micronaut.build.internal.bom-checker	io.micronaut.build.internal.bom-checker.gradle.plugin	5.0.2		N/A
io.micronaut.build.internal.bom-checker	io.micronaut.build.internal.bom-checker.gradle.plugin	5.0.3		N/A
io.micronaut.build.internal.bom-checker	io.micronaut.build.internal.bom-checker.gradle.plugin	5.1.0		N/A
io.micronaut.build.internal.bom-checker	io.micronaut.build.internal.bom-checker.gradle.plugin	5.1.1		N/A
io.micronaut.build.internal.bom-checker	io.micronaut.build.internal.bom-checker.gradle.plugin	5.1.2		N/A
io.micronaut.build.internal.bom-checker	io.micronaut.build.internal.bom-checker.gradle.plugin	5.1.3		N/A
io.micronaut.build.internal.bom-checker	io.micronaut.build.internal.bom-checker.gradle.plugin	5.2.0		N/A
io.micronaut.build.internal.bom-checker	io.micronaut.build.internal.bom-checker.gradle.plugin	5.2.1		N/A
io.micronaut.build.internal.bom-checker	io.micronaut.build.internal.bom-checker.gradle.plugin	5.2.2		N/A
io.micronaut.build.internal.bom-checker	io.micronaut.build.internal.bom-checker.gradle.plugin	5.2.3		N/A
io.micronaut.build.internal.bom-checker	io.micronaut.build.internal.bom-checker.gradle.plugin	5.3.0		N/A
io.micronaut.build.internal.bom-checker	io.micronaut.build.internal.bom-checker.gradle.plugin	5.3.1		N/A
io.micronaut.build.internal.bom-checker	io.micronaut.build.internal.bom-checker.gradle.plugin	5.3.10		N/A
io.micronaut.build.internal.bom-checker	io.micronaut.build.internal.bom-checker.gradle.plugin	5.3.11		N/A
io.micronaut.build.internal.bom-checker	io.micronaut.build.internal.bom-checker.gradle.plugin	5.3.12		N/A
io.micronaut.build.internal.bom-checker	io.micronaut.build.internal.bom-checker.gradle.plugin	5.3.13		N/A
io.micronaut.build.internal.bom-checker	io.micronaut.build.internal.bom-checker.gradle.plugin	5.3.14		N/A
io.micronaut.build.internal.bom-checker	io.micronaut.build.internal.bom-checker.gradle.plugin	5.3.15		N/A
io.micronaut.build.internal.bom-checker	io.micronaut.build.internal.bom-checker.gradle.plugin	5.3.16		N/A
io.micronaut.build.internal.bom-checker	io.micronaut.build.internal.bom-checker.gradle.plugin	5.3.17		N/A
io.micronaut.build.internal.bom-checker	io.micronaut.build.internal.bom-checker.gradle.plugin	5.3.18		N/A
io.micronaut.build.internal.bom-checker	io.micronaut.build.internal.bom-checker.gradle.plugin	5.3.2		N/A
io.micronaut.build.internal.bom-checker	io.micronaut.build.internal.bom-checker.gradle.plugin	5.3.3		N/A
io.micronaut.build.internal.bom-checker	io.micronaut.build.internal.bom-checker.gradle.plugin	5.3.4		N/A
io.micronaut.build.internal.bom-checker	io.micronaut.build.internal.bom-checker.gradle.plugin	5.3.5		N/A
io.micronaut.build.internal.bom-checker	io.micronaut.build.internal.bom-checker.gradle.plugin	5.3.6		N/A
io.micronaut.build.internal.bom-checker	io.micronaut.build.internal.bom-checker.gradle.plugin	5.3.7		N/A
io.micronaut.build.internal.bom-checker	io.micronaut.build.internal.bom-checker.gradle.plugin	5.3.8		N/A
io.micronaut.build.internal.bom-checker	io.micronaut.build.internal.bom-checker.gradle.plugin	5.3.9		N/A
io.micronaut.build.internal.bom-checker	io.micronaut.build.internal.bom-checker.gradle.plugin	5.4.0		N/A
io.micronaut.build.internal.bom-checker	io.micronaut.build.internal.bom-checker.gradle.plugin	5.4.1		N/A
io.micronaut.build.internal.bom-checker	io.micronaut.build.internal.bom-checker.gradle.plugin	5.4.10		N/A
io.micronaut.build.internal.bom-checker	io.micronaut.build.internal.bom-checker.gradle.plugin	5.4.2		N/A
io.micronaut.build.internal.bom-checker	io.micronaut.build.internal.bom-checker.gradle.plugin	5.4.3		N/A
io.micronaut.build.internal.bom-checker	io.micronaut.build.internal.bom-checker.gradle.plugin	5.4.4		N/A
io.micronaut.build.internal.bom-checker	io.micronaut.build.internal.bom-checker.gradle.plugin	5.4.5		N/A
io.micronaut.build.internal.bom-checker	io.micronaut.build.internal.bom-checker.gradle.plugin	5.4.6		N/A
io.micronaut.build.internal.bom-checker	io.micronaut.build.internal.bom-checker.gradle.plugin	5.4.7		N/A
io.micronaut.build.internal.bom-checker	io.micronaut.build.internal.bom-checker.gradle.plugin	5.4.8		N/A
io.micronaut.build.internal.bom-checker	io.micronaut.build.internal.bom-checker.gradle.plugin	5.4.9		N/A
io.openepcis	openepcis-document-validation-quarkus-rest-app	0.9.2		fbb30bf85770dd96b04c549d63e46fc1db8ffb9d
io.openliberty.features	io.openliberty.internal.versionless.mpJwt-1.1	24.0.0.10		N/A
io.openliberty.features	io.openliberty.internal.versionless.mpJwt-1.1	24.0.0.11		N/A
io.openliberty.features	io.openliberty.internal.versionless.mpJwt-1.1	24.0.0.12		N/A
io.openliberty.features	io.openliberty.internal.versionless.mpJwt-1.1	24.0.0.8		N/A
io.openliberty.features	io.openliberty.internal.versionless.mpJwt-1.1	24.0.0.9		N/A
io.openliberty.features	io.openliberty.internal.versionless.mpJwt-1.1	25.0.0.1		N/A
io.openliberty.features	io.openliberty.internal.versionless.mpJwt-1.1	25.0.0.2		N/A
io.openliberty.features	io.openliberty.internal.versionless.mpJwt-1.1	25.0.0.3		N/A
io.openliberty.features	io.openliberty.internal.versionless.mpJwt-1.1	25.0.0.4		N/A
io.qtjambi	qtjambi-webenginewidgets-debuginfo-linux-x64	5.15.17		bbf4290992df3451c412248f8b83b66e3de1ab9f
io.qtjambi	qtjambi-webenginewidgets-debuginfo-linux-x64	5.15.18		454ce2305308c0391d31d98487b2c65d44ee9fdf
io.qtjambi	qtjambi-webenginewidgets-debuginfo-linux-x64	5.15.20		56eba77984c60dbf7fae618160cf74707aaae2a3
io.qtjambi	qtjambi-webenginewidgets-debuginfo-linux-x64	5.15.23		4bd72cce85dadc164fa3f7eb081d17a5be46dbe6
io.qtjambi	qtjambi-webenginewidgets-debuginfo-linux-x64	5.15.24		a3685ea9f7fca9c3a1f1850c92dbcff8062cdfb2
io.qtjambi	qtjambi-webenginewidgets-debuginfo-linux-x64	6.5.10		baa5aa40fc3cdde7d5de28699a551baca3d6e7f3
io.qtjambi	qtjambi-webenginewidgets-debuginfo-linux-x64	6.5.3		e8db8b7651ea0659a9403c6708492101787bbc32
io.qtjambi	qtjambi-webenginewidgets-debuginfo-linux-x64	6.5.4		a77d235ec8879f2a729df57a091359c5e6eae633
io.qtjambi	qtjambi-webenginewidgets-debuginfo-linux-x64	6.5.5		61f7837bc89b308b00e104248f23d838e7a65ff3
io.qtjambi	qtjambi-webenginewidgets-debuginfo-linux-x64	6.5.6		454f01034378e4c4c5a0435403edb3db3167336c
io.qtjambi	qtjambi-webenginewidgets-debuginfo-linux-x64	6.5.7		4606ed57da2cf42da2dcb36a6a97b25eb94cc581
io.qtjambi	qtjambi-webenginewidgets-debuginfo-linux-x64	6.5.8		dbe39e1004d58513f342d0ee3dd4611721e1edab
io.qtjambi	qtjambi-webenginewidgets-debuginfo-linux-x64	6.5.9		8f38fd6bfd3d3d918a7df62d89976a3446bbdd7d
io.qtjambi	qtjambi-webenginewidgets-debuginfo-linux-x64	6.6.0		ae2f0b26c613cb158c06c0873aa898d9ffddf333
io.qtjambi	qtjambi-webenginewidgets-debuginfo-linux-x64	6.6.1		2848b25f4af38f6310bd21cf305ba9b9d0912be5
io.qtjambi	qtjambi-webenginewidgets-debuginfo-linux-x64	6.6.2		0b8a304e0d3f85de4fa72468c646a5fd9aa343f2
io.qtjambi	qtjambi-webenginewidgets-debuginfo-linux-x64	6.6.3		1ee2c0af1365aa8e862c48efc5bf14df4e714dcd
io.qtjambi	qtjambi-webenginewidgets-debuginfo-linux-x64	6.7.0		ac5b6a762b32973efbf17903480f2f818e824953
io.qtjambi	qtjambi-webenginewidgets-debuginfo-linux-x64	6.7.1		ec745869e14dcc9a0c95addf84733236b50f5c1f
io.qtjambi	qtjambi-webenginewidgets-debuginfo-linux-x64	6.7.2		efe5cc47bf4f649dc173b56cb9857b0451859b11
io.qtjambi	qtjambi-webenginewidgets-debuginfo-linux-x64	6.7.3		5d22fa0603f8b7e69926379b23c2ee2e2c8dfec1
io.qtjambi	qtjambi-webenginewidgets-debuginfo-linux-x64	6.8.0		1d444de5816c3deb6a8598f576f1552a33af07f4
io.qtjambi	qtjambi-webenginewidgets-debuginfo-linux-x64	6.8.1		3df0e837458de1d5bb0ff4ee58c73373de160c73
io.qtjambi	qtjambi-webenginewidgets-debuginfo-linux-x64	6.8.2		64638268098e034ddade5fed0988f3a2541e8b2e
io.qtjambi	qtjambi-webenginewidgets-debuginfo-linux-x64	6.8.3		32b4196af972f1f96048dcb143da0ed5f85fff3b
io.quarkus	quarkus-oidc-token-propagation-common-parent	3.19.0		N/A
io.quarkus	quarkus-oidc-token-propagation-common-parent	3.19.0.CR1		N/A
io.quarkus	quarkus-oidc-token-propagation-common-parent	3.19.1		N/A
io.quarkus	quarkus-oidc-token-propagation-common-parent	3.19.2		N/A
io.quarkus	quarkus-oidc-token-propagation-common-parent	3.19.3		N/A
io.quarkus	quarkus-oidc-token-propagation-common-parent	3.19.4		N/A
io.quarkus	quarkus-oidc-token-propagation-common-parent	3.20.0		N/A
io.quarkus	quarkus-oidc-token-propagation-common-parent	3.20.0.CR1		N/A
io.quarkus	quarkus-oidc-token-propagation-common-parent	3.21.0		N/A
io.quarkus	quarkus-oidc-token-propagation-common-parent	3.21.0.CR1		N/A
io.quarkus	quarkus-oidc-token-propagation-common-parent	3.21.1		N/A
io.quarkus	quarkus-oidc-token-propagation-common-parent	3.21.2		N/A
io.quarkus	quarkus-oidc-token-propagation-common-parent	3.21.3		N/A
io.quarkus	quarkus-oidc-token-propagation-common-parent	3.21.4		N/A
io.quarkus	quarkus-oidc-token-propagation-common-parent	3.22.0		N/A
io.quarkus	quarkus-oidc-token-propagation-common-parent	3.22.0.CR1		N/A
io.quarkus	quarkus-oidc-token-propagation-common-parent	3.22.1		N/A
io.trino	trino-elasticsearch	351		8bcf2c6d815930bc8ed5e42d3b7fcc93c9fb6a1a
io.trino	trino-elasticsearch	352		13ba19eb86560a4c2278c08329efc973b7ee0d47
io.trino	trino-elasticsearch	353		addacf058280da0e57f62f12cb419717b771a77c
io.trino	trino-elasticsearch	354		d6e70063adff9d3c96a12bd311fd1d5963455277
io.trino	trino-elasticsearch	355		ce0e7b7e36c4d6f46b1229592ae6517ab6d5ac44
io.trino	trino-elasticsearch	356		0beba52a5f84c4a820a653099142da94ff30911a
io.trino	trino-elasticsearch	357		4f2b41f97c09ca417d46a083962e2c24581704b3
io.trino	trino-elasticsearch	358		19f5166b53b78c5de6f2446b90997ece04b7c1ed
io.trino	trino-elasticsearch	359		fead87581580c4b7608c89a6194de997230f20c8
io.trino	trino-elasticsearch	360		3f3c50ccf5d6f83a59e0d615c35f7616a08792ad
io.trino	trino-elasticsearch	361		5f91d38b494c754dd969ad4e4bc4276e7edda95b
io.trino	trino-elasticsearch	362		7f702ed658f7e9a50e4a9123b617b76e8d0b01e9
io.trino	trino-elasticsearch	363		fcbeafda2bae0b47b4f46a774d3262e84ebf1cb8
io.trino	trino-elasticsearch	364		2e1bd13c8aaf83d23356319998048b7f8eb280d4
io.trino	trino-elasticsearch	365		610de6e21e5278e9dc801cac35e475a366642fbe
io.trino	trino-elasticsearch	366		1bbb6338aec4950ff98ef6e0b3e83af1205b9a9a
io.trino	trino-elasticsearch	367		773f85867aeff7a06780918a148dcf7ee8b13cd7
io.trino	trino-elasticsearch	368		121cfd9c6b67a3949ad141ed0bd7990f9dd80c52
io.trino	trino-elasticsearch	369		e73b10913f3c2ddc55855eb3ae1e411a8e03b6bb
io.trino	trino-elasticsearch	370		b3c12bc011ab1bfb57ff066ead187d797a69e65c
io.trino	trino-elasticsearch	371		6aaa06334eacda91b83eee6d201cf4475a4b7872
io.trino	trino-elasticsearch	372		f5c96106df2ebe2ea15d24f7a8b99a7f955adf43
io.trino	trino-elasticsearch	373		40e0237ccd30a713cc4866427eaafe7a54f3dfe1
io.trino	trino-elasticsearch	374		f28ebdc90a3d2bd6b15fb0b3b23ea7ef758b5c26
io.trino	trino-elasticsearch	375		a3217b55071dc202b67cf4cce696d91c7b0c3e57
io.trino	trino-elasticsearch	376		38b9c14feee4ab3492efb50ee8fc9ff15bf93a4e
io.trino	trino-elasticsearch	377		62ab8af6496e6a5b85079c660fb013b4fb01d6ab
io.trino	trino-elasticsearch	378		4f744b3fca119a05670180903c302f8b5bc37422
io.trino	trino-elasticsearch	379		d311a6a0338775d98cfaf4cac52a691cc71f1c43
io.trino	trino-elasticsearch	380		6cde410fd1c08473af265c8b81bb70934116e50a
io.trino	trino-elasticsearch	381		56d4f2e3b45f72b2f8d74c2ffd7daf7ffed0548e
io.trino	trino-elasticsearch	382		e2c748cd6d9b00773023ff490aef88f58165b7ba
io.trino	trino-elasticsearch	383		0c812c6b722c23680373cca82fac6094b19cae6a
io.trino	trino-elasticsearch	384		ea19a3b81b7383a5595ebecc795998a6bff631e7
io.trino	trino-elasticsearch	385		ea813017768832e3b744950bc65e73241f7225c8
io.trino	trino-elasticsearch	386		f3f8f41b80417f7d7bfaa4107dc686510f6d20a6
io.trino	trino-elasticsearch	387		054428e6763d079968269316b871663290f185d6
io.trino	trino-elasticsearch	388		976bb9416bd9e90aaefead1f06ae0aca6205f549
io.trino	trino-elasticsearch	389		d682cc903f774e3a25c95ba727ba0a3395ba84d7
io.trino	trino-elasticsearch	390		152af912aa5b7427c5bcfd4cf41cf05df4cfea38
io.trino	trino-elasticsearch	391		e14a3bd5e591935f074f90230969085cb26a534d
io.trino	trino-elasticsearch	392		31dca10eff5969802da1b470c056d757abbaa743
io.trino	trino-elasticsearch	393		68be5828c56ab3818cfa506a9f19e3979e614000
io.trino	trino-elasticsearch	394		3c9d5135dc4cefed418c5eb28fb684b5a36dcbc8
io.trino	trino-elasticsearch	395		8d53cf0f12c97275dadc89093bfd88a903ba4ed4
