cn.spatiotemporal	spatiotemporal-commons-register	1.0.0-RELEASE		b745ebc771faf945484bcb6b32718a38dc4077ec
com.wire	lithium	3.3.5		8a76ed28a3dc90d0b522c386c6690c65e8517dd9
com.wire	lithium	3.3.6		595f75c19781a727947d76d69a3af0a534117e05
com.wire	lithium	3.3.7		89f8025a4b7879ac608ea2ac2847f1f20c60fe0c
com.wire	lithium	3.4.0		320db6528dd9f17157cafc2323ff1e105dac837d
com.wire	lithium	3.4.1		fb87889172a531a944842b76c36505aa6d7d2a14
com.wire	lithium	3.4.2		886b78f4d06767e09646fae11a11b670b94bb9d3
com.wire	lithium	3.4.3		82ffa24623480b1c4444d720e494a7dbdf7b2289
com.wire	lithium	3.4.4		109b3f5d2ff6f086e47f61d9a68dc1653a6608f5
com.wire	lithium	3.4.5		a6a91c0ff2e65aef79c86013ee75e79943400a49
com.wire	lithium	3.4.6		49bcfb371abeae701de778ca814db2c15647ac7d
com.wire	lithium	3.4.7		3622e23e89d88b47223fc69d2bdd3bd1c5bc2beb
com.wire	lithium	3.4.8		e4772ba94488b81ba4186aafa4eaa6b232cf4bfd
com.wire	lithium	3.5.1		7d56333d24cdf53b167c8cb2ff153c54a801c8f0
com.wire	lithium	3.5.2		7045caa835d499a0ccb090ad11b109a0fca09796
com.wire	lithium	3.5.4		e7d1837ba459079941154c5fc4e25814181f0806
com.wire	lithium	3.5.5		5a9acfd5ba394d2ea6d776bb151d940ad6acc676
com.wire	lithium	3.6.0		b8cb13ee22ab241f572b0366d13b7e7782389545
com.wire	lithium	3.6.1		96122e62b2f737d8f822d313362e161e5fc088a0
com.wire	lithium	3.6.2		07c574ed0af69cf945d0a10987540d6438bc3346
com.wire	lithium	3.6.3		62c2e8a106b27848e69e18fcfbc1c941fd2b8143
com.wire	lithium	3.6.4		f222092da5510b27afafe1d56eda34c7c9cdafb0
com.yandex.pay	core-navigation	2.0.0		N/A
com.yandex.pay	core-navigation	2.1.0		N/A
com.yandex.pay	core-navigation	2.1.0-alpha01		N/A
com.yandex.pay	core-navigation	2.3.0-alpha02		N/A
com.yandex.pay	core-navigation	2.3.0-alpha03		N/A
com.yandex.pay	core-navigation	2.3.10		N/A
com.yandex.pay	core-navigation	2.3.3		N/A
com.yandex.pay	core-navigation	2.3.4		N/A
com.yandex.pay	core-navigation	2.3.5		N/A
com.yandex.pay	core-navigation	2.3.6		N/A
com.yandex.pay	core-navigation	2.3.7		N/A
com.yandex.pay	core-navigation	2.3.8		N/A
com.yandex.pay	core-navigation	2.3.9		N/A
com.yandex.pay	core-navigation	2.3.9.1		N/A
com.yandex.pay	core-navigation	2.4.0		N/A
com.yandex.pay	core-navigation	2.4.0-alpha		N/A
com.yandex.pay	core-navigation	2.5.0		N/A
com.yandex.pay	core-navigation	2.6.0		N/A
com.yandex.pay	core-navigation	2.7.0		N/A
community.flock.wirespec.plugin.arguments	arguments-linuxx64	0.10.0		N/A
community.flock.wirespec.plugin.arguments	arguments-linuxx64	0.10.1		N/A
community.flock.wirespec.plugin.arguments	arguments-linuxx64	0.10.10		N/A
community.flock.wirespec.plugin.arguments	arguments-linuxx64	0.10.11		N/A
community.flock.wirespec.plugin.arguments	arguments-linuxx64	0.10.12		N/A
community.flock.wirespec.plugin.arguments	arguments-linuxx64	0.10.13		N/A
community.flock.wirespec.plugin.arguments	arguments-linuxx64	0.10.14		N/A
community.flock.wirespec.plugin.arguments	arguments-linuxx64	0.10.15		N/A
community.flock.wirespec.plugin.arguments	arguments-linuxx64	0.10.17		N/A
community.flock.wirespec.plugin.arguments	arguments-linuxx64	0.10.20		N/A
community.flock.wirespec.plugin.arguments	arguments-linuxx64	0.10.21		N/A
community.flock.wirespec.plugin.arguments	arguments-linuxx64	0.10.22		N/A
community.flock.wirespec.plugin.arguments	arguments-linuxx64	0.10.24		N/A
community.flock.wirespec.plugin.arguments	arguments-linuxx64	0.10.25		N/A
community.flock.wirespec.plugin.arguments	arguments-linuxx64	0.10.3		N/A
community.flock.wirespec.plugin.arguments	arguments-linuxx64	0.10.4		N/A
community.flock.wirespec.plugin.arguments	arguments-linuxx64	0.10.5		N/A
community.flock.wirespec.plugin.arguments	arguments-linuxx64	0.10.7		N/A
community.flock.wirespec.plugin.arguments	arguments-linuxx64	0.10.8		N/A
community.flock.wirespec.plugin.arguments	arguments-linuxx64	0.10.9		N/A
community.flock.wirespec.plugin.arguments	arguments-linuxx64	0.11.0		N/A
community.flock.wirespec.plugin.arguments	arguments-linuxx64	0.11.2		N/A
community.flock.wirespec.plugin.arguments	arguments-linuxx64	0.11.5		N/A
community.flock.wirespec.plugin.arguments	arguments-linuxx64	0.11.8		N/A
community.flock.wirespec.plugin.arguments	arguments-linuxx64	0.11.9		N/A
community.flock.wirespec.plugin.arguments	arguments-linuxx64	0.12.0		N/A
community.flock.wirespec.plugin.arguments	arguments-linuxx64	0.12.1		N/A
community.flock.wirespec.plugin.arguments	arguments-linuxx64	0.12.4		N/A
community.flock.wirespec.plugin.arguments	arguments-linuxx64	0.12.5		N/A
community.flock.wirespec.plugin.arguments	arguments-linuxx64	0.12.7		N/A
community.flock.wirespec.plugin.arguments	arguments-linuxx64	0.12.9		N/A
community.flock.wirespec.plugin.arguments	arguments-linuxx64	0.13.0		N/A
community.flock.wirespec.plugin.arguments	arguments-linuxx64	0.13.1		N/A
community.flock.wirespec.plugin.arguments	arguments-linuxx64	0.14.10		N/A
community.flock.wirespec.plugin.arguments	arguments-linuxx64	0.14.3		N/A
community.flock.wirespec.plugin.arguments	arguments-linuxx64	0.9.10		N/A
community.flock.wirespec.plugin.arguments	arguments-linuxx64	0.9.15		N/A
community.flock.wirespec.plugin.arguments	arguments-linuxx64	0.9.18		N/A
community.flock.wirespec.plugin.arguments	arguments-linuxx64	0.9.19		N/A
community.flock.wirespec.plugin.arguments	arguments-linuxx64	0.9.20		N/A
community.flock.wirespec.plugin.arguments	arguments-linuxx64	0.9.21		N/A
community.flock.wirespec.plugin.arguments	arguments-linuxx64	0.9.23		N/A
community.flock.wirespec.plugin.arguments	arguments-linuxx64	0.9.28		N/A
community.flock.wirespec.plugin.arguments	arguments-linuxx64	0.9.5		N/A
community.flock.wirespec.plugin.arguments	arguments-linuxx64	0.9.6		N/A
community.flock.wirespec.plugin.arguments	arguments-linuxx64	0.9.8		N/A
community.flock.wirespec.plugin.arguments	arguments-linuxx64	0.9.9		N/A
de.sciss	lucreevent-artifact_2.10	2.7.1		cee48d68b3ca064ff4cf6547505340a52a51d1a6
de.sciss	lucreevent-artifact_2.10	2.7.2		08f17de605f63eb08c2b302d8e6c6f81f09160d5
de.sciss	lucreevent-artifact_2.10	2.7.3		b8680639b65a141dc9553e5c0aad02bb260b7e2e
de.sciss	lucreevent-artifact_2.10	2.7.4		a6ea46e7b18957c4415b5ff089e19fca89b6d65e
de.sciss	lucreevent-artifact_2.10	2.7.5		2150b77cf0ba80fc51ad57e7d85a1791ea8728a5
dev.langchain4j	langchain4j-web-search-engine-tavily	0.31.0		8318ab4c366c1d7e40f7af7cce8bd9c337d740fc
dev.langchain4j	langchain4j-web-search-engine-tavily	0.32.0		084684752f88469b6b6d11eb11bd27015edc8c31
dev.langchain4j	langchain4j-web-search-engine-tavily	0.33.0		95a2837d66b0e4253b234f5d46b385764eec8ff3
dev.langchain4j	langchain4j-web-search-engine-tavily	0.34.0		49d489c8dca7239bfeb6cfa77f1a5b1072baeb65
dev.langchain4j	langchain4j-web-search-engine-tavily	0.35.0		7169bd1d8f8539e7e52d17608f18b2af551b8c01
dev.langchain4j	langchain4j-web-search-engine-tavily	0.36.0		516e9f1412317b16bd36eec0cb01e7eb960165d6
dev.langchain4j	langchain4j-web-search-engine-tavily	0.36.1		f62efc36cc9688fb68442f4f092861f51747698f
dev.langchain4j	langchain4j-web-search-engine-tavily	0.36.2		ad7fdef7d25c309bc3ad4184b5ca2e29f0f10152
dev.langchain4j	langchain4j-web-search-engine-tavily	1.0.0-alpha1		8727708d0c48b7603bb35c5182b5720723c44359
dev.langchain4j	langchain4j-web-search-engine-tavily	1.0.0-beta1		f5ada0ba829c90a60c3d3dca4d2416622e370f97
dev.langchain4j	langchain4j-web-search-engine-tavily	1.0.0-beta2		4d15276df783750a8d734efe05c14eb7e4c02955
dev.langchain4j	langchain4j-web-search-engine-tavily	1.0.0-beta3		e41689b748256ae49b29ad71865dd7298fa2622c
dev.langchain4j	langchain4j-web-search-engine-tavily	1.0.0-beta4		867f2c9b618864e6f559758271b27313a6966357
exo	exoplatform.services.project-manager.api	1.0		87c37840a444b26e2c400fb2947666af6b489b01
io.aubay.fase	modules	0.1.0		N/A
io.aubay.fase	modules	0.1.1		N/A
io.aubay.fase	modules	0.2.0		N/A
io.aubay.fase	modules	0.2.1		N/A
io.aubay.fase	modules	0.3.0		N/A
io.aubay.fase	modules	0.3.1		N/A
io.aubay.fase	modules	0.3.2		N/A
io.aubay.fase	modules	0.3.3		N/A
io.aubay.fase	modules	0.3.4		N/A
io.aubay.fase	modules	0.3.5		N/A
io.aubay.fase	modules	0.3.6		N/A
io.aubay.fase	modules	0.3.7		N/A
io.github.adven27	env-db-elastic	5.0.2		fe95a9f87a055eaa550ecab22a1e04e66d381ae3
io.github.adven27	env-db-elastic	5.1.0		2bcfc17765f98d44e2fd87cc64b3eda1541e3880
io.github.adven27	env-db-elastic	5.1.1		3ee0ae00909566f3e4c27a56ae6019f2ff562afe
io.github.adven27	env-db-elastic	5.2.0		a3b7ee2deecbd8256db145bb729452c1bff02fc1
io.github.adven27	env-db-elastic	5.3.0		192aa3bcc8a73762f7d165593703cb905f139e8d
io.github.adven27	env-db-elastic	5.4.0		fa6cf9063cd5c9c412c81d52883ca5512865c32e
io.github.adven27	env-db-elastic	5.5.0		b9593f183f315ffe42978d363c8221bd4a53e146
io.github.adven27	env-db-elastic	5.5.1		fc00b1aa5360a5351ecbc31181ece8a1eb1d9fc6
io.github.dokar3	chiptextfield-core-android	0.7.0-alpha02		N/A
io.github.dokar3	chiptextfield-core-android	0.7.0-alpha03		N/A
io.github.dokar3	chiptextfield-core-android	0.7.0-alpha04		N/A
io.github.dokar3	chiptextfield-core-android	0.7.0-alpha05		N/A
io.github.harvies.charon	charon-dlock-api	0.0.6		ca2fc1ab18ecfbf17d17d57866b1cd67791f95f1
io.github.janmalch	ktor-revfile-core-mingwx64	0.2.0		N/A
io.github.panpf.sketch4	sketch-compose-resources-desktop	4.0.0		3d5a578a880c78f82b54ef0cdefd5b7dc0d82a8d
io.github.panpf.sketch4	sketch-compose-resources-desktop	4.0.0-alpha01		d94103d720333a8b5ab2a8f036bd693c69b67baf
io.github.panpf.sketch4	sketch-compose-resources-desktop	4.0.0-alpha02		b55c36ded7b08bd6b067888d29d83b37cb2ffe58
io.github.panpf.sketch4	sketch-compose-resources-desktop	4.0.0-alpha03		a345314ab3f4d4bcccb55fb05cffe49d5dc2145e
io.github.panpf.sketch4	sketch-compose-resources-desktop	4.0.0-alpha04		6c25d25e30f2169db04e05ad4cbc1ddca3984ac8
io.github.panpf.sketch4	sketch-compose-resources-desktop	4.0.0-alpha05		d6996632d313f44f96c8824efeccbeb230f8fa53
io.github.panpf.sketch4	sketch-compose-resources-desktop	4.0.0-alpha06		d6996632d313f44f96c8824efeccbeb230f8fa53
io.github.panpf.sketch4	sketch-compose-resources-desktop	4.0.0-alpha07		d6996632d313f44f96c8824efeccbeb230f8fa53
io.github.panpf.sketch4	sketch-compose-resources-desktop	4.0.0-alpha08		17c4a31438b5065ed51a41736dc0ac71c5a21619
io.github.panpf.sketch4	sketch-compose-resources-desktop	4.0.0-beta01		3d5a578a880c78f82b54ef0cdefd5b7dc0d82a8d
io.github.panpf.sketch4	sketch-compose-resources-desktop	4.0.0-beta02		3d5a578a880c78f82b54ef0cdefd5b7dc0d82a8d
io.github.panpf.sketch4	sketch-compose-resources-desktop	4.0.0-beta03		3d5a578a880c78f82b54ef0cdefd5b7dc0d82a8d
io.github.panpf.sketch4	sketch-compose-resources-desktop	4.0.0-rc01		3d5a578a880c78f82b54ef0cdefd5b7dc0d82a8d
io.github.panpf.sketch4	sketch-compose-resources-desktop	4.0.1		3d5a578a880c78f82b54ef0cdefd5b7dc0d82a8d
io.github.panpf.sketch4	sketch-compose-resources-desktop	4.0.2		3d5a578a880c78f82b54ef0cdefd5b7dc0d82a8d
io.github.panpf.sketch4	sketch-compose-resources-desktop	4.0.3		3d5a578a880c78f82b54ef0cdefd5b7dc0d82a8d
io.github.panpf.sketch4	sketch-compose-resources-desktop	4.0.4		3d5a578a880c78f82b54ef0cdefd5b7dc0d82a8d
io.github.panpf.sketch4	sketch-compose-resources-desktop	4.0.5		3d5a578a880c78f82b54ef0cdefd5b7dc0d82a8d
io.github.reporting-solutions.nl	org.eclipse.birt.report.engine.emitter.config.html.nl1	4.8.0		7f1f9530329b4f6b4e1bb0d27913d8bb6e639cb7
io.github.ryunen344.mutton	auto-mutton-recipe-jvm	1.0.0		72b7f76a960ac747ed364dd484ef4cf7ebe00d3a
io.github.ryunen344.mutton	auto-mutton-recipe-jvm	1.0.0-alpha01		72b7f76a960ac747ed364dd484ef4cf7ebe00d3a
io.github.ryunen344.mutton	auto-mutton-recipe-jvm	1.0.1		72b7f76a960ac747ed364dd484ef4cf7ebe00d3a
io.github.ryunen344.mutton	auto-mutton-recipe-jvm	1.0.2		064825c3f4dac8ce1190d5864e367fcba9595a6a
io.github.ryunen344.mutton	auto-mutton-recipe-jvm	1.1.0		064825c3f4dac8ce1190d5864e367fcba9595a6a
io.github.ryunen344.mutton	auto-mutton-recipe-jvm	1.1.1		cd0259fa7df83aadf190f6bd04cefb92e7243998
io.github.tokuhirom.momiji	momiji-ipadic-code-js	0.0.2		N/A
io.github.vinceglb	auto-launch	0.1.0		b94fe605ea8ff0f68f3feab065ae0b7d67860964
io.github.vinceglb	auto-launch	0.2.0		b94fe605ea8ff0f68f3feab065ae0b7d67860964
io.github.vinceglb	auto-launch	0.3.0		b94fe605ea8ff0f68f3feab065ae0b7d67860964
io.github.vinceglb	auto-launch	0.4.0		b94fe605ea8ff0f68f3feab065ae0b7d67860964
io.github.vinceglb	auto-launch	0.5.0		b94fe605ea8ff0f68f3feab065ae0b7d67860964
io.github.vinceglb	auto-launch	0.5.1		b94fe605ea8ff0f68f3feab065ae0b7d67860964
io.github.vinceglb	auto-launch	0.6.0		28cbbd267e2cdbea0a637d71db8f57b788a419c0
io.github.xiaobaicz	store-mem	1.0.5		69c60960dd50a02ee14e20e1931ccf4e4ac3b7a7
io.github.xiaobaicz	store-mem	1.0.6		f167964191a41b560d7645b4f377a3d4e87d31ac
io.github.xiaobaicz	store-mem	1.0.7		79657aa43e6d466117a7f35b7b61403d91de94b3
io.github.xiaobaicz	store-mem	1.0.8		76a23af37546827acb6d0760e36e1d63f612ef3b
io.github.xiaobaicz	store-mem	1.1.0		9d4423b3acc1cc00da23d78c9b622bcc1b53a23e
io.github.xiaobaicz	store-mem	1.1.1		e48a26aac099f88d69bfef209f131c5d5eacc670
io.github.xiaobaicz	store-mem	2.0.0		N/A
io.github.zero88	jpa-ext	0.9.0		4751b7ac795870036dab4d21196e1500c49fbde3
io.github.zero88	jpa-ext	1.0.0		e36099f8ae0c9e7963134927a1e67bd6cb148b5a
io.github.zero88	jpa-ext	1.0.0-alpha1		94eafeb000b9468bc5d5037383f4ff2e8741deec
io.github.zero88	jpa-ext	1.0.0-alpha2		9f143523b846be09373cf9692fb68c75bfeffbac
io.rsocket.kotlin	rsocket-transport-ktor-websocket-internal-iossimulatorarm64	0.16.0		N/A
io.rsocket.kotlin	rsocket-transport-ktor-websocket-internal-iossimulatorarm64	0.16.0	metadata	e823ef6ab79e415b9abf3ce69158299d09531197
io.rsocket.kotlin	rsocket-transport-ktor-websocket-internal-iossimulatorarm64	0.20.0		N/A
io.rsocket.kotlin	rsocket-transport-ktor-websocket-internal-iossimulatorarm64	0.20.0	metadata	ebfb24e3d7134495c213470c402d17bcfd33c631
io.toolsplus	atlassian-connect-play-api_2.12	0.1.0		85c06fab7861be0d16396323a9fe993f65ea7c8a
io.toolsplus	atlassian-connect-play-api_2.12	0.1.1		1a359bc006aab3d8508b79f41473723cbf34b2d5
io.toolsplus	atlassian-connect-play-api_2.12	0.1.10		b6b664d90b240a42880c7e7ba8fca35f972bb112
io.toolsplus	atlassian-connect-play-api_2.12	0.1.11		00159be7b2e37224bd988d678b37dab359fe6199
io.toolsplus	atlassian-connect-play-api_2.12	0.1.12		33b1304466429998cd451822237afeb372d99313
io.toolsplus	atlassian-connect-play-api_2.12	0.1.13		f33b701007d913984e0b971bd73f9894b5a7fe04
io.toolsplus	atlassian-connect-play-api_2.12	0.1.2		d52f56461b2220eca3b0ff53733e2c95df2480f2
io.toolsplus	atlassian-connect-play-api_2.12	0.1.3		71b092e980b801ab146acb97c52bbe03ca30cbd2
io.toolsplus	atlassian-connect-play-api_2.12	0.1.4		ecfed006badd813a7f28b53b1bf1603ee078fbad
io.toolsplus	atlassian-connect-play-api_2.12	0.1.5		721c959b3b24e447e9edb645a9a6e5586f295ee1
io.toolsplus	atlassian-connect-play-api_2.12	0.1.6		9f8500b10ee790a234fb179a0facc15303d3298d
io.toolsplus	atlassian-connect-play-api_2.12	0.1.7		88153597e25c6a6050c6ef7aee60bad7331867fd
io.toolsplus	atlassian-connect-play-api_2.12	0.1.8		6410c41e42126fa623a6fd8cff92d47e747a8320
io.toolsplus	atlassian-connect-play-api_2.12	0.1.9		66f42981d83d1a4a311ae880160e265f02991450
ir.metrix	deeplink	1.2.0		N/A
ir.metrix	deeplink	1.2.0-beta4		N/A
ir.metrix	deeplink	1.2.0-beta5		N/A
ir.metrix	deeplink	1.2.0-beta6		N/A
ir.metrix	deeplink	1.2.0-beta7		N/A
ir.metrix	deeplink	1.2.1		N/A
ir.metrix	deeplink	1.3.0		N/A
ir.metrix	deeplink	1.4.0		N/A
ir.metrix	deeplink	1.5.0		N/A
ir.metrix	deeplink	1.5.1		N/A
ir.metrix	deeplink	1.5.2		N/A
ir.metrix	deeplink	1.5.3		N/A
ir.metrix	deeplink	1.5.4		N/A
ir.metrix	deeplink	1.5.5		N/A
ir.metrix	deeplink	1.5.6		N/A
ir.metrix	deeplink	1.6.0		N/A
ir.metrix	deeplink	1.6.0.alpha		N/A
ir.metrix	deeplink	1.6.1.alpha		N/A
ir.metrix	deeplink	1.6.2.alpha		N/A
ir.metrix	deeplink	2.0.0		N/A
ir.metrix	deeplink	2.0.0.beta		N/A
ir.metrix	deeplink	2.0.0.beta5		N/A
ir.metrix	deeplink	2.0.0.beta60		N/A
ir.metrix	deeplink	2.0.0.beta61		N/A
ir.metrix	deeplink	2.0.0.beta62		N/A
ir.metrix	deeplink	2.0.0.beta7		N/A
ir.metrix	deeplink	2.0.0.beta8		N/A
ir.metrix	deeplink	2.0.0.beta9		N/A
ir.metrix	deeplink	2.1.0		N/A
ir.metrix	deeplink	2.1.1		N/A
ir.metrix	deeplink	2.1.2		N/A
ir.metrix	deeplink	2.2.0		N/A
ir.metrix	deeplink	2.2.1		N/A
ir.metrix	deeplink	2.2.10		N/A
ir.metrix	deeplink	2.2.11		N/A
ir.metrix	deeplink	2.2.12		N/A
ir.metrix	deeplink	2.2.13		N/A
ir.metrix	deeplink	2.2.14		N/A
ir.metrix	deeplink	2.2.3		N/A
ir.metrix	deeplink	2.2.4		N/A
ir.metrix	deeplink	2.2.5		N/A
ir.metrix	deeplink	2.2.6		N/A
ir.metrix	deeplink	2.2.7		N/A
ir.metrix	deeplink	2.2.8		N/A
ir.metrix	deeplink	2.2.9		N/A
ir.metrix	deeplink	2.3.0		N/A
ir.metrix	deeplink	2.4.0		N/A
ir.metrix	deeplink	2.4.1		N/A
it.tidalwave.bluemarine2.testsets	gracenote-metadata-iTunes-fg-20160504-2	20161220-1340		N/A
it.unibo.collektive	collektive-dsl-watchossimulatorarm64	22.0.0		N/A
it.unibo.collektive	collektive-dsl-watchossimulatorarm64	22.0.0	metadata	47e7ece0fc1b212dd7468d9b1bd0bf4e976bcfd4
it.unibo.collektive	collektive-dsl-watchossimulatorarm64	22.0.1		N/A
it.unibo.collektive	collektive-dsl-watchossimulatorarm64	22.0.1	metadata	abf96e4a653b6737e318128098a164d2312fcfb4
it.unibo.collektive	collektive-dsl-watchossimulatorarm64	22.1.0		N/A
it.unibo.collektive	collektive-dsl-watchossimulatorarm64	22.1.0	metadata	29d38307b61dace2d2d96a037a614b16e13d066d
it.unibo.collektive	collektive-dsl-watchossimulatorarm64	22.2.0		N/A
it.unibo.collektive	collektive-dsl-watchossimulatorarm64	22.2.0	metadata	1489a1b26d666fff34d9acf2e9bcf7f2ab1cc09c
it.unibo.collektive	collektive-dsl-watchossimulatorarm64	22.3.0		N/A
it.unibo.collektive	collektive-dsl-watchossimulatorarm64	22.3.0	metadata	67eab1fe1cf85f4dcca9cfb0d21185697b806540
it.unibo.collektive	collektive-dsl-watchossimulatorarm64	22.3.1		N/A
it.unibo.collektive	collektive-dsl-watchossimulatorarm64	22.3.1	metadata	41eee8c83af4c8baff42e69f5bde507c7ee8a1f3
it.unibo.collektive	collektive-dsl-watchossimulatorarm64	22.3.2		N/A
it.unibo.collektive	collektive-dsl-watchossimulatorarm64	22.3.2	metadata	33062b13151ca250b6435d763d0c270f83953d99
it.unibo.collektive	collektive-dsl-watchossimulatorarm64	23.0.3		N/A
it.unibo.collektive	collektive-dsl-watchossimulatorarm64	23.0.3	metadata	11bf8317989802e396bd44d6d7c4878c5cb9436a
it.unibo.collektive	collektive-dsl-watchossimulatorarm64	23.0.4		N/A
it.unibo.collektive	collektive-dsl-watchossimulatorarm64	23.0.4	metadata	913d0efc9a5d2fc808da3bcd5d713807ceb13539
it.unibo.collektive	collektive-dsl-watchossimulatorarm64	24.0.0		N/A
it.unibo.collektive	collektive-dsl-watchossimulatorarm64	24.0.0	metadata	02d1babc135f013660649e7e203c4413ac8dce2d
it.unibo.collektive	collektive-dsl-watchossimulatorarm64	24.0.1		N/A
it.unibo.collektive	collektive-dsl-watchossimulatorarm64	24.0.1	metadata	ebb2ff08d74fb66acf6f06b523d1769e3e2ef797
it.unibo.collektive	collektive-dsl-watchossimulatorarm64	24.0.2		N/A
it.unibo.collektive	collektive-dsl-watchossimulatorarm64	24.0.2	metadata	ac1242ca95f23af825e070921972463815910ac9
it.unibo.collektive	collektive-dsl-watchossimulatorarm64	24.0.3		N/A
it.unibo.collektive	collektive-dsl-watchossimulatorarm64	24.0.3	metadata	9051ab6dc1a814c602ff13137d109f1b8d91c222
me.gulya.sqldelight	async-extensions-macosarm64	2.0.2-wasm-web-worker-1		N/A
me.gulya.sqldelight	async-extensions-macosarm64	2.0.2-wasm-web-worker-1	metadata	2ad14aed781c4a73ed4dbb421966d408a0a06686
me.gulya.sqldelight	async-extensions-macosarm64	2.0.2-wasm-web-worker-2		N/A
me.gulya.sqldelight	async-extensions-macosarm64	2.0.2-wasm-web-worker-2	metadata	2ad14aed781c4a73ed4dbb421966d408a0a06686
me.gulya.sqldelight	async-extensions-macosarm64	2.0.2-wasm-web-worker-3		N/A
me.gulya.sqldelight	async-extensions-macosarm64	2.0.2-wasm-web-worker-3	metadata	2ad14aed781c4a73ed4dbb421966d408a0a06686
me.gulya.sqldelight	async-extensions-macosarm64	2.1.0-wasm		N/A
me.gulya.sqldelight	async-extensions-macosarm64	2.1.0-wasm	metadata	2ad14aed781c4a73ed4dbb421966d408a0a06686
net.kodein.cup	cup-laser-wasm-js	1.0.0-Beta-01		N/A
net.kodein.cup	cup-laser-wasm-js	1.0.0-Beta-02		N/A
net.kodein.cup	cup-laser-wasm-js	1.0.0-Beta-03		N/A
net.kodein.cup	cup-laser-wasm-js	1.0.0-Beta-04		N/A
net.kodein.cup	cup-laser-wasm-js	1.0.0-Beta-05		N/A
net.kodein.cup	cup-laser-wasm-js	1.0.0-Beta-06		N/A
net.kodein.cup	cup-laser-wasm-js	1.0.0-Beta-07		N/A
net.kodein.cup	cup-laser-wasm-js	1.0.0-Beta-08		N/A
net.kodein.cup	cup-laser-wasm-js	1.0.0-Beta-09		N/A
net.kodein.cup	cup-laser-wasm-js	1.0.0-Beta-10		N/A
net.kodein.cup	cup-laser-wasm-js	1.0.0-Beta-11		N/A
org.apache.airavata	airavata-gfac-gram	0.12		1f7a4f7580e29711da247202a83e2c855efb3efd
org.apache.airavata	airavata-gfac-gram	0.13		a206f252eaba6caaf187720ce5e666b4d649ba6a
org.apache.camel.k	camel-k-itests-loader-js	1.10.0		fe18f6760fdf5cacdf6d789ff000a776bdee06bf
org.apache.camel.k	camel-k-itests-loader-js	1.11.0		d1987ce0153b9acae9dfbb4501391155228b577b
org.apache.camel.k	camel-k-itests-loader-js	1.12.0		7ed96c8f4f12387ee31d3fb34b8be59161fa6613
org.apache.camel.k	camel-k-itests-loader-js	1.13.0		bdc82f1462685800e86ad805dc6547ba6ce74e2a
org.apache.camel.k	camel-k-itests-loader-js	1.14.0		687fc71c99be5ce40defef2f0149503261ded076
org.apache.camel.k	camel-k-itests-loader-js	1.15.0		50bad22245adee4bbd65962d55209966a22f7fdc
org.apache.camel.k	camel-k-itests-loader-js	1.15.1		ebb3708aed3c90d6aedda50c840135e445c59e14
org.apache.camel.k	camel-k-itests-loader-js	1.15.2		d992ab4ee5b3069af31fd238b462d76d7ec8de1a
org.apache.camel.k	camel-k-itests-loader-js	1.16.0		8e5059bd65d5c9ec39a297f149bba8d15786a4d8
org.apache.camel.k	camel-k-itests-loader-js	1.17.0		79d4ea6c9b8595c94fb491947de3b2dd2258b8a1
org.apache.camel.k	camel-k-itests-loader-js	1.17.1		ad1c85df62a745fb39d2b99653b9cc5b94079b2d
org.apache.camel.k	camel-k-itests-loader-js	1.6.0		ce55d33a450453c60173e53370d385339528e2d3
org.apache.camel.k	camel-k-itests-loader-js	1.7.0		ced892630622fc2b4bf75634d9337e7f00d3018b
org.apache.camel.k	camel-k-itests-loader-js	1.8.0		82a51af228fc82ddd751ff57cbbc15a9586921a7
org.apache.camel.k	camel-k-itests-loader-js	1.9.0		d1b83684fbb4f1469d030609da27b7fc47e152e0
org.apache.camel.k	camel-k-itests-loader-js	1.9.1		3cffc45cc82f668a644269539af162e9b3936bb6
org.apache.camel.k	camel-k-itests-loader-js	2.16.0		62d5db306fce08b7c07e364505b6d00dab0232ea
org.apache.camel.k	camel-k-itests-loader-js	3.15.0		5a5394b218a00397721955e7f2542a06f71694e0
org.apache.camel.k	camel-k-itests-loader-js	3.15.2		56a166a82e1f3084f0f169980e4afdfca2357677
org.apache.camel.k	camel-k-itests-loader-js	3.15.3		1566ddf1f67bbfd9698f6e38e48aeb4e0b7a79d5
org.apache.camel.k	camel-k-itests-loader-js	3.2.0		fa561e7709d1c00dfa699c8adca8d308dbfb0f82
org.apache.camel.k	camel-k-itests-loader-js	3.2.3		d07354f0c9cdc174fb0876edcd542413fba341c3
org.apache.camel.k	camel-k-itests-loader-js	3.6.0		e72f3fea1a90df02d44be0499826841823eb6786
org.apache.camel.k	camel-k-itests-loader-js	3.8.1		e3756257386047507c223e12a5479ee1ac28dfde
org.apache.dubbo	dubbo-registry-etcd3	2.7.1		522a03e0463adc29ea8ad7433859008ed3a2bf51
org.apache.dubbo	dubbo-registry-etcd3	2.7.10		9c89a5ca677cffe54a5063f8506e855f8ecc5b73
org.apache.dubbo	dubbo-registry-etcd3	2.7.11		a0d3ef924e4c3f1dcc7e64be12d5946d3e5bf644
org.apache.dubbo	dubbo-registry-etcd3	2.7.12		612bf6a4f09ce96cab13d9d378adab4e5c95c341
org.apache.dubbo	dubbo-registry-etcd3	2.7.13		4453370de331c75a88e15c852aaa5f1f143da858
