ch.epfl.lamp	scala-grading-plugin_2.11.1	0.3		38dc92e19da5351c014ba389eb5991e236cc314e
com.alibaba	druid	1.1.13		72c4574db6d13728ae18cc4faa0acda6cf24ba8a
com.alibaba	druid	1.1.14		7da2a28585ee9d44ba9af7cfd8da545f8b26723c
com.alibaba	druid	1.1.15		db63500ca0de593447664b73a7c2fbc53229a560
com.alibaba	druid	1.1.16		09488f5d8acd59100eef9a4362b512ec42eec08b
com.alibaba	druid	1.1.17		4e3ef60d8c917d34d9c60437059822d3cd318058
com.alibaba	druid	1.1.18		97b38144235523e563b722e8316948f6fef8ab27
com.alibaba	druid	1.1.19		506413d3d0910db914a934f71d354502f9b947f9
com.alibaba	druid	1.1.2		ee952fe2b136c4effdcbfdc0cd1914c9064a9aba
com.alibaba	druid	1.1.20		bf430ebf6a26f39242575b9d8eda041d8e47b576
com.alibaba	druid	1.1.21		5b2a163e69c4afd223ca6f6f5ac440eec92c0249
com.alibaba	druid	1.1.22		e9a95990e0271f070904cd0724ca10612a4f32d2
com.alibaba	druid	1.1.23		e9de7bccb6ca18bac1e64fd4f94c697a28e520be
com.alibaba	druid	1.1.24		2ce9499ac81b4e845839dc1ad19f4f228a57eefc
com.alibaba	druid	1.1.3		6005f11b05b5b0b3fe0b63eb578b66a4e2347577
com.alibaba	druid	1.1.4		328b0d33097c2501d35fb0202baab7e429c460a9
com.alibaba	druid	1.1.5		5d9dbaa3d2471173ea6ef6d06eb8137f1fc2ef2c
com.alibaba	druid	1.1.6		996fccd9e30c10e113d4893f77aaddf88c819f8b
com.alibaba	druid	1.1.7		8da503e38b2619f5c5f6c275ea806623b5f89aac
com.alibaba	druid	1.1.8		6cbde0a3f377eabbb596d167347b5487180e6753
com.alibaba	druid	1.1.9		23be2c8a594e18717f85c8f50cb7954ab53beb25
com.alibaba	druid	1.2.0		30dd031e91380cbe95692f6fcb299b4ad868b629
com.alibaba	druid	1.2.1		9bb8bc7f8aa8d5adbdce9cb9ae2296ba44ae6be9
com.alibaba	druid	1.2.10		e84c3570ba510026192700fcd278f0e862228c5b
com.alibaba	druid	1.2.11		a0cf817d1c565f9b1ac02cde158194d412dd5691
com.alibaba	druid	1.2.12		4a0fae6b86d44fe949496f5c14000405e711f8c3
com.alibaba	druid	1.2.13		d366499f8bade7551873a7951cb4ca43d66a3ec0
com.alibaba	druid	1.2.13-SNSAPSHOT		e5a0a10fb716901392546cc84e1c30f6efe8418f
com.alibaba	druid	1.2.14		ad6b794b578e5aeedd23819ac6277ce3fa6f8346
com.alibaba	druid	1.2.15		d3456487bb3c0f70a95bfc6c1d116d5d114add4b
com.alibaba	druid	1.2.16		2289287d4481a0937f8bbaeb50094cc30f9c8d2e
com.alibaba	druid	1.2.17		9922ed9cd98daa46605f90d0ff39e6a3089f9656
com.alibaba	druid	1.2.18		8e51d637521bd822f5f81f1cfda47f1b5b44c415
com.alibaba	druid	1.2.19		7651533496a25f5cbae84d5786ba07af4624bb9f
com.alibaba	druid	1.2.2		6c14b9969e9b9cdb68b558de2928c718d29892d2
com.alibaba	druid	1.2.20		77a3321f30d1858699797a878464f4d91c9feda5
com.alibaba	druid	1.2.21		8da54654ecd5a889e621199969ff5bb7af3ee4d8
com.alibaba	druid	1.2.22		43f78a055d3af10fd3a0264ed7a3a8b5592bb117
com.alibaba	druid	1.2.23		f5645ca2bb70f5143a6f8f30e966d0c6464013c6
com.alibaba	druid	1.2.24		a5d1bb8da9a0ca711d76ccb69f140581a755efab
com.alibaba	druid	1.2.3		8406d0133027f019eda7beb469fa8a1cb3c14b0d
com.alibaba	druid	1.2.4		91248d61633fc54ac325ab7f83253fe80d44051d
com.alibaba	druid	1.2.5		2eb1baffe7fb0a328694fa0f69e7b7d8d9e90b07
com.alibaba	druid	1.2.6		c06ad210f56d63ebac26f5508c2ba75e3e4f0ed4
com.alibaba	druid	1.2.7		fb899366627032a7f8cfbe39b4adca3e492229bf
com.alibaba	druid	1.2.8		15662decd6f0a4e28babaa6e96604b3d51551b62
com.alibaba	druid	1.2.9		1019c77634341b3b2dafe553a71c1874a7dce570
com.bladecoder.engine	blade-engine	0.3.1		135cfae7fd5d15559e0326d6ac568edc6d6a005a
com.bladecoder.engine	blade-engine	0.3.2		891b312f39744d13a5e1caf37920c85da7019582
com.bladecoder.engine	blade-engine	0.4.0		4ebb3ebd2dfdceb6ebe6434746a853cc676ecf40
com.bladecoder.engine	blade-engine	0.5.0		d154cc39a5487c97ed2016869112a9e940b1af11
com.bladecoder.engine	blade-engine	0.6.0		aa31e904ba6d21f736b2e8576f3ea7aecf300d01
com.bladecoder.engine	blade-engine	0.6.1		2cf757a04437a586b0d8f4bf9acb820d8592e796
com.bladecoder.engine	blade-engine	0.6.2		bda49f6980ecb96d5120912598db44ba791bd795
com.bladecoder.engine	blade-engine	0.6.3		fefe986b03942a4eaf576f05b78a4f0f888c0dbf
com.bladecoder.engine	blade-engine	0.6.4		4f5f7739aebb589dbd10f39d1813d11a83a7b88e
com.bladecoder.engine	blade-engine	0.6.5		3809694d9c872882ac25f861bc4045fa9b58fd03
com.bladecoder.engine	blade-engine	0.6.6		a050ffb475c2121bb4a53b9e5b0cd86f651260e5
com.bladecoder.engine	blade-engine	0.6.7		bf366d85cd51c1a94578f9538241dc1ca9b98c2d
com.bladecoder.engine	blade-engine	0.6.9		9ca3a26e46a76d2ba8bd512e3b505c493a494acc
com.bladecoder.engine	blade-engine	0.7.0		79030898b7b29df39cfc564e9b3f4423b61286cd
com.bladecoder.engine	blade-engine	0.7.1		50feeda0619f2879875ad868c9db7a5e6d9395a6
com.bladecoder.engine	blade-engine	0.7.2		988d42b18f0c2855639bc8e3f60d8e548f68159c
com.bladecoder.engine	blade-engine	0.8.0		b002ea505d13403bd2fa55d60865f1edba0c2bd8
com.bladecoder.engine	blade-engine	0.8.1		68b65eb660314008e4cdec48467cb171017e0e00
com.bladecoder.engine	blade-engine	0.8.10		1f7ba2e712f54e994e9b993f6f545279d723258c
com.bladecoder.engine	blade-engine	0.8.2		15d778671ba55d95aa3a9daf7987886308b922a0
com.bladecoder.engine	blade-engine	0.8.3		7fe1d7e356eed8c803a83ae0ff4956c50fa67499
com.bladecoder.engine	blade-engine	0.8.4		a2be2cca32ca6b3fcdbde3713f383d811cea72d0
com.bladecoder.engine	blade-engine	0.8.5		f0497a4cf695411133b9620ba715963138712f48
com.bladecoder.engine	blade-engine	0.8.6		e46b673df5b83fddb1861adfbc5159a34cf7ec89
com.bladecoder.engine	blade-engine	0.8.7		320060f36e21a00830bfe59a1c0a656a1126294e
com.bladecoder.engine	blade-engine	0.8.8		1fdb9caf1c0d329a05dd9d0f5f717fe0b0c20b90
com.bladecoder.engine	blade-engine	0.8.9		eb2ece9e3717221f114221c3fa3db3bbb6febe4d
com.bladecoder.engine	blade-engine	0.9.0		e2032f48ef35c68b7e4446b50e9f1f815d2d1f47
com.bladecoder.engine	blade-engine	0.9.1		3e1ecda0040dd6b017c9998727e81df36c945552
com.bladecoder.engine	blade-engine	0.9.10		0066f9916df6472491f6f5d26d9b8b6df288803b
com.bladecoder.engine	blade-engine	0.9.11		10a08f5e90ed1c3ce8bfd562214e5b6233524608
com.bladecoder.engine	blade-engine	0.9.12		134d1fdfbaf592af1007bdf0e7fb600e08c5d896
com.bladecoder.engine	blade-engine	0.9.13		f96827786d9b79fc51c51caaa2880d17547bd7d7
com.bladecoder.engine	blade-engine	0.9.14		e30821690992fc1e1dcf7d0c7878df236c1be744
com.bladecoder.engine	blade-engine	0.9.15		76c0215d7269536a1fed001654cd4b2dbbf16506
com.bladecoder.engine	blade-engine	0.9.16		23f27d4db65851d6da4765ff2550b9119e2175f8
com.bladecoder.engine	blade-engine	0.9.17		4cac610f836a3163b53d54d06a269fe5eea7f30b
com.bladecoder.engine	blade-engine	0.9.18		1b7d74b700d652eebf85545a0c8b7dd481e425f2
com.bladecoder.engine	blade-engine	0.9.19		d187e3468ecfa0af0eb94a351d59601bea87b81f
com.bladecoder.engine	blade-engine	0.9.2		bdc83d634fff69f44c259a2b8181fdb78437255b
com.bladecoder.engine	blade-engine	0.9.3		12f4e2cf8ee402331dac18b4e1a9c963cb1be11e
com.bladecoder.engine	blade-engine	0.9.4		b5586756c5bdea249b6f8f5316595314b6c16119
com.bladecoder.engine	blade-engine	0.9.5		bd750de6d7f1c6f68b48ea01b84eb199f200e5e2
com.bladecoder.engine	blade-engine	0.9.6		584f360369d4190e3b323d5b91ded2425456c7c3
com.bladecoder.engine	blade-engine	0.9.7		939f92cadb4a6679adef6ed43ab5dbac171b5376
com.bladecoder.engine	blade-engine	0.9.8		5ebd6478196ebbd55c65877fdf4472e8e47a7fe0
com.bladecoder.engine	blade-engine	0.9.9		e1b5c805df62f236dd7f1ae099471b3e56561cea
com.bladecoder.engine	blade-engine	1.0.0		13d6a6faedecb053547bdc43042d5be2237d6f08
com.bladecoder.engine	blade-engine	1.0.1		0587e1f75a3265e6e4819c89983bf6f37ff472df
com.bladecoder.engine	blade-engine	1.0.10		3608d49d41b3a56cf392db425739d7af1838c3bb
com.bladecoder.engine	blade-engine	1.0.11		abcae9e70c02fd407d500f3068301242c49167a7
com.bladecoder.engine	blade-engine	1.0.12		0413ab0d74f704dc4f6609145fe21465e0e12773
com.bladecoder.engine	blade-engine	1.0.13		4e1aea5a951b0213c31018a4760e316fff21522b
com.bladecoder.engine	blade-engine	1.0.2		058aa246658ad722a0ac1ef52fa25ff05fba6f4c
com.bladecoder.engine	blade-engine	1.0.3		f1132394d379f5fda6be3c0454e121fdc5907754
com.bladecoder.engine	blade-engine	1.0.4		31abaf9d6a8ed532d4317461355ba6879dcc05b4
com.bladecoder.engine	blade-engine	1.0.5		49007d1de7c14e9bc2dbe0fd817c769b479f130b
com.bladecoder.engine	blade-engine	1.0.6		21df512dcbb737bee951ba0fbc64d336ed244e6c
com.bladecoder.engine	blade-engine	1.0.7		7783ff40606e3d8341fdb4daf665806584ca5f13
com.bladecoder.engine	blade-engine	1.0.8		ae39dcb7a7f0dd01afc918b797c9c143815e81a8
com.bladecoder.engine	blade-engine	1.0.9		370ba99390c08217653c755e29d072d2f8467342
com.bladecoder.engine	blade-engine	1.1.0		c8f4e3274319cf7c98fd827d429c0c86d0c4a381
com.bladecoder.engine	blade-engine	1.1.1		30497c73aa3501f449178ddae1133bbf4870cb43
com.bladecoder.engine	blade-engine	1.2.0		4a973cc48e94045210b7a9d7caf9f59e596644bd
com.bladecoder.engine	blade-engine	1.2.1		7360c24a95b548b8d48cd4c9e6b09efa0ae8f3ec
com.bladecoder.engine	blade-engine	1.2.2		eeb3765cac97fec2929c7afaccc0659ab96d5c9a
com.bladecoder.engine	blade-engine	1.2.3		220f732d38e031145a7a65738abfff35bdc98451
com.bladecoder.engine	blade-engine	1.2.4		6f36a55e912a9f54c5b6bc05d7299dfbe3a746e7
com.bladecoder.engine	blade-engine	1.2.5		21d3993d485f2496383604fa0f745cc6a46e38f2
com.bladecoder.engine	blade-engine	1.2.6		b863eadad753e47178d5ad720800201faf0ee37c
com.bladecoder.engine	blade-engine	1.2.7		72aa666bc9a514df7cd5e62294a4b3454f872f36
com.bladecoder.engine	blade-engine	1.3.0		49c3468b7435c31fcd08be6ba63da7b56724ea4b
com.bladecoder.engine	blade-engine	1.3.1		92ed27d31e2a1e3608c532181fe9222930b237f6
com.bladecoder.engine	blade-engine	1.3.2		5e7f3a3de6ec351a19e913734061bddc48de7e2e
com.bladecoder.engine	blade-engine	1.3.3		eaf80b9301e3ed01f05510dee8d2c72b5a5b9c11
com.bladecoder.engine	blade-engine	1.3.4		0273281227ab1f4b083ee8d0e3c709a45444b5eb
com.bladecoder.engine	blade-engine	1.3.5		994366f2b016493c0f03664b8163946c6600f698
com.bladecoder.engine	blade-engine	2.0.0		c04cae034b482b9ab964ec19800f8fb85a25445e
com.bladecoder.engine	blade-engine	2.0.1		6b0c9545e994564561609216d7a3154b51da400c
com.bladecoder.engine	blade-engine	2.0.2		2f3a966ac8b91f04c9107529d801d61ccf9d80b5
com.bladecoder.engine	blade-engine	2.0.3		b4e991d7faa7a15ed8661537a807d7e4f2a15bb1
com.bladecoder.engine	blade-engine	2.0.4		b94c0fcac4ec1064407bdb5c7b4e1d99a1e8eb26
com.bladecoder.engine	blade-engine	2.0.5		ce685b586733c7f5b197c5f77328f7fd564e6fad
com.bladecoder.engine	blade-engine	2.0.6		09207ed416558b2c01b32c9a8fab50029b3bfefe
com.bladecoder.engine	blade-engine	2.0.7		9e8259df130e6e47a48decbee5cd7d5309c6f8c7
com.bladecoder.engine	blade-engine	2.0.8		3a20f1bc1d8272a69672f57ceef999390d870ec2
com.bladecoder.engine	blade-engine	2.0.9		79285082d4add93ec83b61cbf1841526f82180ea
com.bladecoder.engine	blade-engine	2.1.0		fe5eb07c3488b287bf40d5850a8508bbc7b3f934
com.bladecoder.engine	blade-engine	2.1.1		8f09accb5c5122fba20ea9782ad84ea39db7224f
com.bladecoder.engine	blade-engine	2.1.2		5ca95c73ad3f248049b0c64c4ead95b8731b41d4
com.bladecoder.engine	blade-engine	2.1.3		0b5f8f122c83c0986521a925b4465e9a400fd555
com.bladecoder.engine	blade-engine	2.1.4		069f70f614aa9954caf8884704223e2c824711b8
com.bladecoder.engine	blade-engine	2.2.0		40bb23952b10edf746e49f7496ee8899b8849e5f
com.bladecoder.engine	blade-engine	3.0.0		8837c326bf712c8d364293a72a26a8b47e2149d7
com.bladecoder.engine	blade-engine	3.0.1		51aed7495b67d9862719a8a5587937e194b9475f
com.bladecoder.engine	blade-engine	3.0.2		dae9e56132e3ecfc4376ae4a80c7a8088819556a
com.bladecoder.engine	blade-engine	3.1.0		524ecb53ef0682e1681316d94017d8caa1ff1e50
com.bladecoder.engine	blade-engine	3.1.1		008294b8b519682c268e362edf7bd5115f3ce983
com.bladecoder.engine	blade-engine	3.1.2		1cf5c8c79469ba4e996d51d3e66edd7ef1d639b0
com.bladecoder.engine	blade-engine	3.2.0		a348671ac46af561b064a5530549a5a3349bfcde
com.bladecoder.engine	blade-engine	3.2.1		278f123476e697c5c1ed62c07844e9baed04e26b
com.bladecoder.engine	blade-engine	3.2.2		9360cbfe1c77afcdea18e63525b869f4f6e88ccf
com.bladecoder.engine	blade-engine	3.2.3		6c8d710ff8288e581e1f93a5a529d2bb7c477be2
com.bladecoder.engine	blade-engine	3.2.4		fd18b8bb5f0c2b867596cb1db165f641ef76a818
com.bladecoder.engine	blade-engine	3.2.5		b8e2af038b1141a81ffd3a0f44b48b125cc91e09
com.bladecoder.engine	blade-engine	4.0.0		ce2a2bbfa7c544e864621cdb87c4f70ec1d8c612
com.bladecoder.engine	blade-engine	4.0.1		c76ae9915fce70e09c1b3829bc1c3432c30b9a8b
com.bladecoder.engine	blade-engine	4.0.2		513450512a0f99aa5b50bf05389a4824fd1435d6
com.bladecoder.engine	blade-engine	4.1.0		891a92cac8daaf21864596fbb5a4016510895532
com.bladecoder.engine	blade-engine	4.2.0		d35a4d7bce14790b07d1b39d9c3b36a01b3461b2
com.bladecoder.engine	blade-engine	4.3.0		2ffb4529fd62f0aaea5768e135b75d4519c24117
com.bladecoder.engine	blade-engine	4.3.1		faf072a662cadb34ec1a549194746c7288b6280f
com.cedarsoft.serialization.generator	serializer-generator-maven-plugin	1.0.3		8d4aeb7fc71dea722454e7ea5fd0e4dbcfde41cf
com.cedarsoft.serialization.generator	serializer-generator-maven-plugin	2.0.0		c920a6c62191a112d64ac81aa5a6e2709881534d
com.cedarsoft.serialization.generator	serializer-generator-maven-plugin	2.1.0		713d88871a60dd4fe183f0132c135efdfb835b57
com.cedarsoft.serialization.generator	serializer-generator-maven-plugin	3.0.0		043d65c7f336d088febddadcdbfd7624e7efd60b
com.cedarsoft.serialization.generator	serializer-generator-maven-plugin	3.0.1		bc2cfbf27440cdd61212123636a0e4582554c524
com.cedarsoft.serialization.generator	serializer-generator-maven-plugin	4.0.0		64dbafe2be92165d0b64a39737653fb164f45ac0
com.cedarsoft.serialization.generator	serializer-generator-maven-plugin	4.0.1		b45e36425fb8ea1dc1126409c20f513464026423
com.cedarsoft.serialization.generator	serializer-generator-maven-plugin	4.0.2		ba37dfe591e3cd3cc9f30dc843fdf7a2310f8533
com.cedarsoft.serialization.generator	serializer-generator-maven-plugin	4.0.3		5332746c453bef0c658ccb9dc49d57f1cdaf7fb6
com.cedarsoft.serialization.generator	serializer-generator-maven-plugin	4.0.4		94d74439e643fa4040d50a8cf683719fdbc1cc60
com.cedarsoft.serialization.generator	serializer-generator-maven-plugin	4.0.5		954ba3e280c168bced366889cff9ff3973001e74
com.cedarsoft.serialization.generator	serializer-generator-maven-plugin	4.0.6		033f4acb35525a84051bc704f12f4e5b9edb3c73
com.cedarsoft.serialization.generator	serializer-generator-maven-plugin	4.0.7		63c1d436b699b80fb664226a9eaf32496c887256
com.cedarsoft.serialization.generator	serializer-generator-maven-plugin	4.1.0		01881e99c7a50d9d032dfcc045f1cbfb35a7549f
com.cedarsoft.serialization.generator	serializer-generator-maven-plugin	4.1.1		49cb989aeaea6ff6f0cd28c39effa23f65e3a6e4
com.cedarsoft.serialization.generator	serializer-generator-maven-plugin	4.1.2		7192493a203cc46baa280a968cbd66cb01b47126
com.cedarsoft.serialization.generator	serializer-generator-maven-plugin	4.1.3		c9963245450146f91cd4ca95d3f8b3b8103333b6
com.cedarsoft.serialization.generator	serializer-generator-maven-plugin	4.1.4		da603e0bc229cb9d746fba11f9cd0bab93ee4a2b
com.cedarsoft.serialization.generator	serializer-generator-maven-plugin	4.1.5		ac2c1366efbd74bcfa13e23776e17f55edfe9ccb
com.cedarsoft.serialization.generator	serializer-generator-maven-plugin	5.0.0		e729bd0edcb30a68bb81bb6987cd25d21b729017
com.cedarsoft.serialization.generator	serializer-generator-maven-plugin	6.0.0		c89853b14782b27ae02704a652736b8e14dad1f3
com.cedarsoft.serialization.generator	serializer-generator-maven-plugin	6.1.0		c6c19bb19e08c3e0effc3ddcd7f5c4ed4d457366
com.getansa	kmp-customer-public	0.0.5		c61b3c51f41ebf7f5d6c9b8c4dc8d9654246bf59
com.getansa	kmp-customer-public	0.0.6		c61b3c51f41ebf7f5d6c9b8c4dc8d9654246bf59
com.getansa	kmp-customer-public	0.0.7		c61b3c51f41ebf7f5d6c9b8c4dc8d9654246bf59
com.getansa	kmp-customer-public	0.12.0		c5c1c13c0743836e9da58c204d5ae8978e96e5be
com.getansa	kmp-customer-public	0.13.0		c5c1c13c0743836e9da58c204d5ae8978e96e5be
com.getansa	kmp-customer-public	0.24.0		9147bea454e9d02adcc692a2a2cd8765ece38d0c
com.getansa	kmp-customer-public	0.24.1		9147bea454e9d02adcc692a2a2cd8765ece38d0c
com.getansa	kmp-customer-public	0.24.10		9147bea454e9d02adcc692a2a2cd8765ece38d0c
com.getansa	kmp-customer-public	0.24.11		9147bea454e9d02adcc692a2a2cd8765ece38d0c
com.getansa	kmp-customer-public	0.24.12		9147bea454e9d02adcc692a2a2cd8765ece38d0c
com.getansa	kmp-customer-public	0.24.13		9147bea454e9d02adcc692a2a2cd8765ece38d0c
com.getansa	kmp-customer-public	0.24.17		9147bea454e9d02adcc692a2a2cd8765ece38d0c
com.getansa	kmp-customer-public	0.24.18		9147bea454e9d02adcc692a2a2cd8765ece38d0c
com.getansa	kmp-customer-public	0.24.2		9147bea454e9d02adcc692a2a2cd8765ece38d0c
com.getansa	kmp-customer-public	0.24.3		9147bea454e9d02adcc692a2a2cd8765ece38d0c
com.getansa	kmp-customer-public	0.24.4		9147bea454e9d02adcc692a2a2cd8765ece38d0c
com.getansa	kmp-customer-public	0.24.5		4480b08085b48d0f56ab88cd8d99e770c19f645b
com.getansa	kmp-customer-public	0.24.6		9147bea454e9d02adcc692a2a2cd8765ece38d0c
com.getansa	kmp-customer-public	0.24.7		9147bea454e9d02adcc692a2a2cd8765ece38d0c
com.getansa	kmp-customer-public	0.24.8		9147bea454e9d02adcc692a2a2cd8765ece38d0c
com.getansa	kmp-customer-public	0.24.9		9147bea454e9d02adcc692a2a2cd8765ece38d0c
com.getansa	kmp-customer-public	0.25.0		9147bea454e9d02adcc692a2a2cd8765ece38d0c
com.getansa	kmp-customer-public	0.26.0		9147bea454e9d02adcc692a2a2cd8765ece38d0c
com.getansa	kmp-customer-public	0.27.0		9147bea454e9d02adcc692a2a2cd8765ece38d0c
com.getansa	kmp-customer-public	0.28.0		9147bea454e9d02adcc692a2a2cd8765ece38d0c
com.getansa	kmp-customer-public	0.29.0		f1f99607d7968e33a227a25040bfeb1c77a2c9a5
com.getansa	kmp-customer-public	0.30.0		f1f99607d7968e33a227a25040bfeb1c77a2c9a5
