activemq	xsdlib	20050407		bafe37188ccc6b64e8fd7be6ac362f9fa6a13315
org.apache.skywalking	library-buffer	6.1.0		27b1e1edc3496221af0d6e152c09abf2c7a08bbf
org.apache.skywalking	library-buffer	6.2.0		f798dfbb1d961badfe0c46120ca5e86ae1fbed29
org.apache.skywalking	library-buffer	6.3.0		ec178f964f0b4c74e0b8f9083a7bb5a990a8b384
org.apache.skywalking	library-buffer	6.4.0		8fb87c8745b2cf61e78c33ca9181ce069c0fe617
org.apache.skywalking	library-buffer	6.5.0		f7c753975b0d5ba471aee088f14356a3c92de4cf
org.apache.skywalking	library-buffer	6.6.0		51d6dc4c1a4ffc63f29a46590cf86259f0ad5407
org.apache.skywalking	library-buffer	7.0.0		65766c165cd97d1295744d8478a01f054230b0b4
org.codehaus.mojo	properties-maven-plugin	1.0-alpha-1		12f43f69f36bd3601ec8985f0c4877edf0af6f27
org.codehaus.mojo	properties-maven-plugin	1.0-alpha-2		2040fb9e69fada5dc45d4105d1bb8f2ef8b47fbe
org.codehaus.mojo	properties-maven-plugin	1.0.0		7392058bd0fb579f9ab788f287499732514b9f4b
org.codehaus.mojo	properties-maven-plugin	1.1.0		68625ab28e25c95c028b6598ea2e8edc7f3d6069
org.codehaus.mojo	properties-maven-plugin	1.2.0		8912b473824d34a1d7fec243a31f31b3ba2477a7
org.codehaus.mojo	properties-maven-plugin	1.2.1		88f2a21bd056ecf795ce7129f0b25e5912ec7c61
org.codehaus.service-conduit	sca4j-maven-host	0.4.2		7894772b500002af6709fffa46e27451ddb3f929
org.codehaus.service-conduit	sca4j-maven-host	0.9.0		2f63583f6fd14034b8858fc454c0e53234fd5331
org.codehaus.service-conduit	sca4j-maven-host	0.9.1		f72d10294c5c0f40499b37d92aa47b073c798285
org.codehaus.service-conduit	sca4j-maven-host	0.9.2		ab2fab32a623a887705622eac7995fe692d4fe42
org.codehaus.service-conduit	sca4j-maven-host	0.9.3		c16e378c4afe44ed803eb94ee09f8ef4b9c9a942
org.codehaus.service-conduit	sca4j-maven-host	0.9.4		1d25559072866a11d255755323eff3174d43fb70
org.codehaus.service-conduit	sca4j-maven-host	0.9.5		e3422529ccc9a9f49758ee0e8e7fefeeac3dfb0c
org.codehaus.service-conduit	sca4j-maven-host	0.9.6		a4e8817e9295e26c30f20b8e58c58604871f33b2
org.codehaus.service-conduit	sca4j-maven-host	0.9.8		bef3dbad685eb7f569ef67b08305bde190679da7
org.codehaus.service-conduit	sca4j-maven-host	0.9.9		7db24f8dc4a35a1985b028c81d498799c12d9e30
org.eclipse.edc	ids-transform-v1	0.0.1-20230220.patch1		09b1da7fdfad1a0c3798135521ebc6ffedf210b4
org.eclipse.edc	ids-transform-v1	0.0.1-milestone-7		0fed4d36c8a81d87ddabbd2d76b7a93d7c6c450f
org.eclipse.edc	ids-transform-v1	0.0.1-milestone-8		fbdbaf9debee19ba5b043c2cccf5deafe1e204b4
org.eclipse.edc	ids-transform-v1	0.0.1-milestone-9		ddd2be67b8e1fa1a88cad115bdd907860c6820b9
org.hawkular.alerts	hawkular-alerts-bus	0.0.2		1c60ea15e8ca41afd6ca02405b357b4aea2078af
org.hawkular.alerts	hawkular-alerts-bus	0.0.3		ba2e2fcca516132247bfb7304dc1e438824faad9
org.hawkular.alerts	hawkular-alerts-bus	0.0.4		aa2700eba6aea8edfceed112bce001e1a3dc4041
org.hawkular.alerts	hawkular-alerts-bus	0.0.5		b11e534d90e79476ef87ff204ba14d691eee5388
org.hawkular.alerts	hawkular-alerts-bus	0.1.0.Final		a165b05085b0df856e28ab6d31fc9f42b3713824
org.hawkular.alerts	hawkular-alerts-bus	0.2.0.Final		f697f647ada9490fb6ad14d9ea245b2816739962
org.hawkular.alerts	hawkular-alerts-bus	0.2.1.Final		79037a5d18029c219502a4f584259f9e4290b240
org.hawkular.alerts	hawkular-alerts-bus	0.3.0.Final		824a259246944f0b5b8a56643a7c192712056566
org.hawkular.alerts	hawkular-alerts-bus	0.3.1.Final		a135916df79bb013970219421e8b756527db0c79
org.hawkular.alerts	hawkular-alerts-bus	0.3.2.Final		3cfa4c7826ab90c23553e287cd84974fc4f24089
org.hawkular.alerts	hawkular-alerts-bus	0.3.3.Final		392421f1454d9b76872ecd70760ff664ecb7fa4d
org.hawkular.alerts	hawkular-alerts-bus	0.4.0.Final		0ea07d0e8251512510db249c5b5fd0e5bce29b42
org.hawkular.alerts	hawkular-alerts-bus	0.4.1.Final		54627b597e7769a176de531dcf6a4c35b2cbf511
org.hawkular.alerts	hawkular-alerts-bus	0.5.0.Final		798bad572cf085f8da729c2762de3552d5200f67
org.hawkular.alerts	hawkular-alerts-bus	0.6.0.Final		9e5359a49d5365d6561b63eef50682fa0d75f42a
org.hawkular.alerts	hawkular-alerts-bus	0.7.0.Final		e91f9d52276cfcbdaf677720d03779a4b4bc9b89
org.hawkular.alerts	hawkular-alerts-bus	0.7.1.Final		fe126f1cc98c75d1132747019d784679a5f1c5b1
org.hawkular.alerts	hawkular-alerts-bus	0.8.0.Final		ef1c33665bde293c25dcbab923d8c3bd1beb6a08
org.hawkular.alerts	hawkular-alerts-bus	0.8.1.Final		74b422319634cbc490ef3570f756b8e3430681e8
org.hawkular.alerts	hawkular-alerts-bus	0.8.2.Final		db35c8f8a099a69fec8867ea39b3578a97e68be4
org.hawkular.alerts	hawkular-alerts-bus	1.0.0.Final		a4dbc28765fa80462e09b0434a89668830f70472
org.hawkular.alerts	hawkular-alerts-bus	1.0.1.Final		c1d53d8423f33956817dc3310cc08ba8e4c88012
org.hawkular.alerts	hawkular-alerts-bus	1.0.2.Final		8d9d792b34178d36c92b918b43996e830fe96e75
org.hawkular.alerts	hawkular-alerts-bus	1.1.0.Final		2a2188f9cb5fa4bfdb78d956ab37549398397e5c
org.hawkular.alerts	hawkular-alerts-bus	1.1.1.Final		33101a4e10697fb413040a4dd26f61a6a5aa1e39
org.hawkular.alerts	hawkular-alerts-bus	1.1.2.Final		8d36ee7d2d649311358f120dc7c910e69f5a83da
org.hawkular.alerts	hawkular-alerts-bus	1.1.3.Final		81e6d28bf84015cf5e2a6b9c431e7bca7ec3490f
org.hawkular.alerts	hawkular-alerts-bus	1.1.4.Final		898b534320329c70155828879b0ea2e1870151ca
org.hawkular.alerts	hawkular-alerts-bus	1.2.0.Final		e71b9e4996a446ba0c0574b38a8c663320772e52
org.hawkular.alerts	hawkular-alerts-bus	1.2.1.Final		a362d29816bd57f8ffead26ecee48452ec9219b5
org.hawkular.alerts	hawkular-alerts-bus	1.2.2.Final		ad56566743e4b15b9d07392f4c2234372f128c73
org.hawkular.alerts	hawkular-alerts-bus	1.3.0.Final		c1bee2d6464b47f5cefcaa14ee201ec6cfc39708
org.hawkular.alerts	hawkular-alerts-bus	1.3.1.Final		734c031b54723fb441f81fc6bc7cacd75a3d04ca
org.hawkular.alerts	hawkular-alerts-bus	1.3.2.Final		a16d57a94d94ae3928699de2e37d8d9727bdbc88
org.hawkular.alerts	hawkular-alerts-bus	1.3.3.Final		01c9df98aaf9c37a542ccf3bdc10b804f32b827a
org.hawkular.alerts	hawkular-alerts-bus	1.3.4.Final		384d03701110558ab8eb1bd7d7b6bfdd7fcca30c
org.hawkular.alerts	hawkular-alerts-bus	1.4.0.Final		c88f7219da5607a3d17de4c225823f163f5a3dd8
org.hawkular.alerts	hawkular-alerts-bus	1.5.0.Final		f79c678a3b165b0179f0e97ec3c8ac4204dbf0f4
org.hawkular.alerts	hawkular-alerts-bus	1.5.1.Final		4e2502f2330ca371e8d28e9775e998d9dafac8d2
org.hawkular.alerts	hawkular-alerts-bus	1.5.2.Final		95e679db5c35ded22aa680805b2678172561bcdd
org.hawkular.alerts	hawkular-alerts-bus	1.5.3.Final		6719aebf7545635746e5b1c55c8a9a122921ace6
org.hawkular.alerts	hawkular-alerts-bus	1.5.4.Final		87c02c0fbb12cf2fefbcb7a289bffaf1fafafe25
org.http4k	http4k-connect-amazon-firehose-fake	5.1.1.0		132027dcdfc5f76d2bb5b0f8059eba6a37dc1ddf
org.http4k	http4k-connect-amazon-firehose-fake	5.1.2.0		52436a12fae7bff4bc58a86b42e2969740207722
org.http4k	http4k-connect-amazon-firehose-fake	5.1.3.0		fdfdf41c2cba6a287b08935536fd6a18ab2da397
org.http4k	http4k-connect-amazon-firehose-fake	5.1.4.0		d1e8da8e6c4b7a6c821303835c6186283a01b508
org.http4k	http4k-connect-amazon-firehose-fake	5.1.5.0		0e997508c694dc47a08b93bfe24ab71c5ccf8c3c
org.http4k	http4k-connect-amazon-firehose-fake	5.1.6.0		79cb8c6d3b404d2c0b96a0c3088300b856dff76f
org.http4k	http4k-connect-amazon-firehose-fake	5.1.6.1		67793ad5acc118157a427c1cb92f8e08140bee4d
org.http4k	http4k-connect-amazon-firehose-fake	5.1.6.2		6a95505eec849679fa4e29f34caee0fb82ad8569
org.http4k	http4k-connect-amazon-firehose-fake	5.10.0.0		7f0db4f63d72ea2a3f1e91ba1720ce4a60e97750
org.http4k	http4k-connect-amazon-firehose-fake	5.10.1.0		c8be8f37a02b2cff4525204e37047936a74b8797
org.http4k	http4k-connect-amazon-firehose-fake	5.11.0.0		ee05eecfba7c433dcc1252af1f6308cd2c3c86af
org.http4k	http4k-connect-amazon-firehose-fake	5.12.0.0		28c1fd5c057784a6e6efee80d6ed9d5edf301c9b
org.http4k	http4k-connect-amazon-firehose-fake	5.12.1.0		edbe019feb0bde5c92fb7d15ab5fab16c7d19e44
org.http4k	http4k-connect-amazon-firehose-fake	5.12.2.0		0dbf67afe68cdcf8152cbf8c2d8282628c9d9dae
org.http4k	http4k-connect-amazon-firehose-fake	5.13.0.0		6c595aaf37f4ee1dd610dbadd8b66b859f410071
org.http4k	http4k-connect-amazon-firehose-fake	5.14.0.0		da588071dd05c1cb4fa76d8bcfd11d010069087d
org.http4k	http4k-connect-amazon-firehose-fake	5.15.0.0		80d95fe6905c8d402400ac852481196ae7b736f0
org.http4k	http4k-connect-amazon-firehose-fake	5.16.0.0		6eeec56f7a87b8feb74abf43c930270b0095dad0
org.http4k	http4k-connect-amazon-firehose-fake	5.16.0.1		f4720923cdf3f225492ba59b48f955320f60f514
org.http4k	http4k-connect-amazon-firehose-fake	5.16.0.2		2cd231c5633e9762c450c47e60ac93db00338c6c
org.http4k	http4k-connect-amazon-firehose-fake	5.17.0.0		1ada4dda9a20ce61d4f624e905979eacd3bd0c5f
org.http4k	http4k-connect-amazon-firehose-fake	5.17.0.1		663c4d4456e48c25c934ed69d318aa7d8736c069
org.http4k	http4k-connect-amazon-firehose-fake	5.17.0.2		9b8d63a5cc74c0adfcee4db97f02d1bfabb417d9
org.http4k	http4k-connect-amazon-firehose-fake	5.17.1.0		03b933f8c8ea2c673bef1ee15eb697387619dd03
org.http4k	http4k-connect-amazon-firehose-fake	5.17.1.1		4317abc4f5de301d0c4364b12f6aeaa1316950e8
org.http4k	http4k-connect-amazon-firehose-fake	5.18.0.0		75165e986dfdada9a16b796561a701fb2c7bba67
org.http4k	http4k-connect-amazon-firehose-fake	5.19.0.0		c40c78cfb2ab2bec06251a46d722264271a98327
org.http4k	http4k-connect-amazon-firehose-fake	5.19.0.1		bdde92ef742fbbd5d32802bcf9546ca13cbdc6ab
org.http4k	http4k-connect-amazon-firehose-fake	5.19.0.2		bdb01e9a058a7e3148e1e3eeda6588d3ee590faa
org.http4k	http4k-connect-amazon-firehose-fake	5.2.0.0		c48897afa3a3cddf7cf006f6ab4fc0875165434c
org.http4k	http4k-connect-amazon-firehose-fake	5.2.2.0		b4b2fdf0fb83595032f19ed09a467aab70cd2598
org.http4k	http4k-connect-amazon-firehose-fake	5.2.3.0		3a1cfc635b3011d3a7562cadc85dd28ef43b6f4d
org.http4k	http4k-connect-amazon-firehose-fake	5.2.4.0		3a41fe08b482dd0fcb60b0259cee28dbe696ae25
org.http4k	http4k-connect-amazon-firehose-fake	5.2.5.0		e787d147c9b8d926b0f1e50704b7b6d40fc09695
org.http4k	http4k-connect-amazon-firehose-fake	5.20.0.0		0def7aa256cb8aa372c1ac49a16fee1cc90f6f31
org.http4k	http4k-connect-amazon-firehose-fake	5.21.0.0		f0940faef274ad360f7f62fd18e89eaeb5216dfb
org.http4k	http4k-connect-amazon-firehose-fake	5.22.0.00		8fb46e7ed057301178d0479ea2785b5042cd610b
org.http4k	http4k-connect-amazon-firehose-fake	5.22.1.0		731442f32fca0f0c572d59b9225bc471e3fe6ea1
org.http4k	http4k-connect-amazon-firehose-fake	5.23.0.0		633177f3e381c3d22f40fd3a8a9311322b33908d
org.http4k	http4k-connect-amazon-firehose-fake	5.24.0.0		a3e02fe35c9ed8f6a49c41cbd394181df26f3ba1
org.http4k	http4k-connect-amazon-firehose-fake	5.24.1.0		2a76f6e6a3079d9271b1d14a29add01e36420a96
org.http4k	http4k-connect-amazon-firehose-fake	5.25.0.0		3820c7ae4a942c8319b8016e0f537fb4dd4d70eb
org.http4k	http4k-connect-amazon-firehose-fake	5.25.1.0		2b460971e7684506c1f3ddfb5f46bddfa6cbff0d
org.http4k	http4k-connect-amazon-firehose-fake	5.26.0.0		09a2fb1c627e86d26c01699ad2c8302c74529b26
org.http4k	http4k-connect-amazon-firehose-fake	5.26.0.1		352b6704c6bb127f6b98a702c5e3504e8f17c31f
org.http4k	http4k-connect-amazon-firehose-fake	5.26.0.2		6aee23df0d71a38b800d4a45761a1adc01cb6bbc
org.http4k	http4k-connect-amazon-firehose-fake	5.3.0.0		8e5265e652c3e67846aa93b99c242900785f178e
org.http4k	http4k-connect-amazon-firehose-fake	5.35.0.0		f4a4762745566406303ddf40d625842f038011d3
org.http4k	http4k-connect-amazon-firehose-fake	5.35.1.0		60c1ebab2e5fb71267893ff1a3aab1284c768260
org.http4k	http4k-connect-amazon-firehose-fake	5.35.2.0		917a55f8147432fb415f26327d0e8ba45a62b47c
org.http4k	http4k-connect-amazon-firehose-fake	5.35.3.0		74aad605e18dac9fb50c3546ae19ccc65931b17c
org.http4k	http4k-connect-amazon-firehose-fake	5.35.4.0		6e2cbad2598b6a4e2c4ff880bd0c3b0f74e27e7e
org.http4k	http4k-connect-amazon-firehose-fake	5.35.5.0		56776a1126aa5d0222a3be0b9e56b85b87204297
org.http4k	http4k-connect-amazon-firehose-fake	5.36.0.0		18f14ea0f3b03cd6af42ae6c51cc73e3e14a8235
org.http4k	http4k-connect-amazon-firehose-fake	5.37.0.0		4fc51e51d10624b359029206f66f78ebf5d4847f
org.http4k	http4k-connect-amazon-firehose-fake	5.37.1.0		e1bfa74e075a277ec302adc649dcc824416cd577
org.http4k	http4k-connect-amazon-firehose-fake	5.37.1.1		1cf93ff3d92e126c4d4abe2e638fdcf98e526e88
org.http4k	http4k-connect-amazon-firehose-fake	5.38.0.0		1ef94c17fe209b72e552bed27e650c7777922f80
org.http4k	http4k-connect-amazon-firehose-fake	5.39.0.0		eeecf25db8b9cd48240f82a7e5b6b1dea7bbc976
org.http4k	http4k-connect-amazon-firehose-fake	5.4.0.0		7b061fdc105144c30587b7f8b826aefd4571318d
org.http4k	http4k-connect-amazon-firehose-fake	5.40.0.0		66546595a9d4ca930d63c724bb66b5b61f5a3518
org.http4k	http4k-connect-amazon-firehose-fake	5.41.0.0		f3dd4b50224f8e593e34307ed4b4019e0583deb9
org.http4k	http4k-connect-amazon-firehose-fake	5.42.0.0		35733386fe3b34bb563e152c16f02b27e75f4a08
org.http4k	http4k-connect-amazon-firehose-fake	5.43.0.0		d5b206dc94f00d68cd55004acff952d645740358
org.http4k	http4k-connect-amazon-firehose-fake	5.44.0.0		c6296275cd79081d3692982965eb7e342a154b97
org.http4k	http4k-connect-amazon-firehose-fake	5.44.1.0		219fdb6ff202228024df6abf43cbb322c1d282da
org.http4k	http4k-connect-amazon-firehose-fake	5.44.2.0		826ec70a2a56dbdbf286717fe483ac339b3224f4
org.http4k	http4k-connect-amazon-firehose-fake	5.44.3.0		447cfe1f0a5abf51c6e8d66f86ff873ff2230b83
org.http4k	http4k-connect-amazon-firehose-fake	5.45.0.0		622b7e28132a2fcaace69977b72907fa030cf83e
org.http4k	http4k-connect-amazon-firehose-fake	5.45.1.0		2d11fbf053c3889d469c085690484a04b7ae5e05
org.http4k	http4k-connect-amazon-firehose-fake	5.45.2.0		6d3bb32a8b5aac252815fcc2c695a31a44cc3d60
org.http4k	http4k-connect-amazon-firehose-fake	5.46.0.0		2e9df4c4057e438ba4f3f92fe5872ee132e41deb
org.http4k	http4k-connect-amazon-firehose-fake	5.47.0.0		dc0ab6dcb79494754bd3be908cf1faeca532d27b
org.http4k	http4k-connect-amazon-firehose-fake	5.5.0.0		5007f64c55d6b1f164b54fb8536c23d015d1c39a
org.http4k	http4k-connect-amazon-firehose-fake	5.5.0.1		968f43f146ae69118b56724adc0e722405dfc571
org.http4k	http4k-connect-amazon-firehose-fake	5.5.1.0		ad9635c133baa7cffbcb10d2ea5339e3233efbe1
org.http4k	http4k-connect-amazon-firehose-fake	5.6.0.0		5093188b53f910aec6253653500c7b76ba0445d5
org.http4k	http4k-connect-amazon-firehose-fake	5.6.10.0		d26a4af12e2a5db8c72813097d29b5ab004a1840
org.http4k	http4k-connect-amazon-firehose-fake	5.6.11.0		1c0e2da515583e2d90674a058dff37b042ae4eb3
org.http4k	http4k-connect-amazon-firehose-fake	5.6.12.0		881c34315bc4aabd13655704e7cd05e88676094e
org.http4k	http4k-connect-amazon-firehose-fake	5.6.13.0		4a1bbdb696f6a1ebe617f560451e93cead044a43
org.http4k	http4k-connect-amazon-firehose-fake	5.6.14.0		3b7104513ec8752c63dfbedb2eca113c96a7eae2
org.http4k	http4k-connect-amazon-firehose-fake	5.6.15.0		9857212861ecfb16d073d408e01965168b62d0d7
org.http4k	http4k-connect-amazon-firehose-fake	5.6.2.0		25bb0e5d8e1d91f744d36f152e0126f3e0e73a8b
org.http4k	http4k-connect-amazon-firehose-fake	5.6.3.0		bb29ccedfc12bedb02e98c4001e579935d2ceb32
org.http4k	http4k-connect-amazon-firehose-fake	5.6.4.0		3e003fba4c69846f836f903424133aa45cdc9092
org.http4k	http4k-connect-amazon-firehose-fake	5.6.5.0		bff58c92a19dc5ef044ca7b30289081d12d4aff8
org.http4k	http4k-connect-amazon-firehose-fake	5.6.6.0		2d60cca8b34df3403e03b3ceb0107956a3307e58
org.http4k	http4k-connect-amazon-firehose-fake	5.6.7.0		88b05973d67b3f5441e891b2e0a6fa92f6ce26ad
org.http4k	http4k-connect-amazon-firehose-fake	5.6.8.0		d9157d2dae4ddf64c79c73fce24b83deee9d9e15
org.http4k	http4k-connect-amazon-firehose-fake	5.6.8.2		dda235addc083593f522d9fb41142c8130bf3d07
org.http4k	http4k-connect-amazon-firehose-fake	5.6.9.0		4ddac0d8895da683bf30858fc568ea15346b0708
org.http4k	http4k-connect-amazon-firehose-fake	5.7.0.0		cc523e53d6c164cc8595468719c6c5fa71d3eb36
org.http4k	http4k-connect-amazon-firehose-fake	5.8.0.0		968bb7181f84ed4fa93ac4a73f67679618082ad8
org.http4k	http4k-connect-amazon-firehose-fake	5.9.0.0		517a01e5ca50b91c1f746bcde427ecbfbde58b12
org.http4k	http4k-connect-amazon-firehose-fake	6.0.0.0		d473fdb734f04a500522328e3f76654826f62511
org.http4k	http4k-connect-amazon-firehose-fake	6.0.1.0		26e0232146e7151ebf66bdb7cb068b932816665c
org.http4k	http4k-connect-amazon-firehose-fake	6.1.0.0		fd6a5a023dc9c12a43ccd4842c2ce0dc2bca0598
org.http4k	http4k-connect-amazon-firehose-fake	6.1.0.1		bae5803daf7ab8cff16870e4627d8a59fa6c7471
org.http4k	http4k-connect-amazon-firehose-fake	6.2.0.0		35a4fb5a98419b62026b59d346e1d76474ae2ab8
org.http4k	http4k-connect-amazon-firehose-fake	6.4.0.0		8e2c6cee022f16b24c1786e75d7f4edd03e08b2d
org.http4k	http4k-connect-amazon-firehose-fake	6.4.1.0		68ef7d2f40dd2d7caadb4bdcc0ec60497bfef3ec
org.http4k	http4k-connect-amazon-firehose-fake	6.5.0.0		a76f92819994c2f203b68e8adbbaa27d069269c3
org.http4k	http4k-connect-amazon-firehose-fake	6.5.1.0		4f9c2827a1a296be7dbc5908d3d6834776426033
org.http4k	http4k-connect-amazon-firehose-fake	6.5.2.0		0e5cfc533d9773e7d6c79949a879c1741c56edca
org.http4k	http4k-connect-amazon-firehose-fake	6.5.3.0		d31020758c6f4cf3052c16211859ce29e779109a
org.http4k	http4k-connect-amazon-firehose-fake	6.5.4.0		1c5c235c96fffc50c7d4793f8e79a27409096dd8
org.http4k	http4k-connect-amazon-firehose-fake	6.5.5.0		626ff82665fef376d57649496c63e8b45e366ed5
org.http4k	http4k-connect-amazon-firehose-fake	6.5.5.1		8b6d237c826f8b70bb5e54ddbe120e0030e80342
org.http4k	http4k-connect-amazon-firehose-fake	6.5.6.0		81f9194d51d41bb3e20cb85c20da51a3351487d0
org.http4k	http4k-connect-amazon-firehose-fake	6.5.6.1		cf43e1dddb00cd9c494e30da6b3f8c0b0a28042b
org.http4k	http4k-connect-amazon-firehose-fake	6.6.0.0		a2af8c84f580df3e3989dfa0376e47a161363534
org.http4k	http4k-connect-amazon-firehose-fake	6.6.0.1		f24d92ea15a7622b2e4f4c175b3835c1841129b3
org.http4k	http4k-connect-amazon-firehose-fake	6.6.1.0		fc491abf47a3206980cb29693261eac6844adb02
org.http4k	http4k-connect-amazon-firehose-fake	6.7.0.0		4e3c71f40e754e4322bcd1b87c3b3578d58bdb3d
org.http4k	http4k-connect-amazon-firehose-fake	6.8.0.0		b66e03ae7e319a00f6632b8656c0e9f1019b2b2f
org.http4k	http4k-connect-amazon-firehose-fake	6.8.1.0		4e2e27223f9cb01cdd964c078010fa563fbb42c4
org.http4k	http4k-connect-amazon-firehose-fake	6.9.0.0		49c61101e30c8ebf05efa91cbe8f0231e923dc29
org.http4k	http4k-connect-amazon-firehose-fake	v6.3.0.0		6b441851a517e71c206c894d40d212e3a4c8ca6b
org.http4k	http4k-connect-amazon-firehose-fake	v6.4.1.0		23f33aab7d03a534ddd88b77a7e56f264e97fea4
org.jblabs	spring-message-outbox-parent	0.0.3		N/A
org.jboss.eap.additional.testsuite	eap-additional-testsuite-source-distribution	1.0.0.Final		b1c2ce7d2b065ef0385482c8a9ca6208169cefd7
org.jboss.eap.additional.testsuite	eap-additional-testsuite-source-distribution	1.0.1.Final		47e5d586fecc16eba6495c1e53b03dcbbd71089f
org.jboss.eap.additional.testsuite	eap-additional-testsuite-source-distribution	1.0.2.Final		9befc5066c911181ea1c48c5b89a242b17a13557
org.jboss.eap.additional.testsuite	eap-additional-testsuite-source-distribution	1.0.3.Final		50aaded13affd6c0bbc6f8dd38a409265a0fe140
org.jboss.eap.additional.testsuite	eap-additional-testsuite-source-distribution	1.0.4.Final		357142ff48bf976c53006ecded98df778c763957
org.jboss.eap.additional.testsuite	eap-additional-testsuite-source-distribution	1.0.5.Final		2635809028b9d814e5f2691aa258699a40ce7812
org.jboss.eap.additional.testsuite	eap-additional-testsuite-source-distribution	1.0.6.Final		26b752d2c4b6f88ac71390582a29d7c9e6eb9dcb
org.jboss.eap.additional.testsuite	eap-additional-testsuite-source-distribution	1.0.7.Final		cae6fabafdf46641786abedb5f54697960016784
org.jboss.eap.additional.testsuite	eap-additional-testsuite-source-distribution	1.0.9.Final		721c8457a3979a97af0c276a3470d9612ad06d6f
org.jboss.eap.additional.testsuite	eap-additional-testsuite-source-distribution	2.0.0.Final		3b41bee740c3e45e6ded83663e4e8a7e67ddb90c
org.jboss.eap.additional.testsuite	eap-additional-testsuite-source-distribution	2.1.0.Final		60ba0a05ffa74a01ac144eaf3bd40274861a49fe
org.jboss.eap.additional.testsuite	eap-additional-testsuite-source-distribution	2.2.0.Final		1d6b958e201f6f095dce00e2f9d40458e2272632
org.jboss.eap.additional.testsuite	eap-additional-testsuite-source-distribution	2.3.0.Final		3126d5bee080dff28f62fafb39f47b9b6d385c93
org.jboss.eap.additional.testsuite	eap-additional-testsuite-source-distribution	2.4.0.Final		2cf5f9f07fb132d9509fe25993d6a1fba38489e5
org.jboss.eap.additional.testsuite	eap-additional-testsuite-source-distribution	2.5.0.Final		602b4f0b72eb6c185538bcb2b605c322a2d35713
org.jboss.eap.additional.testsuite	eap-additional-testsuite-source-distribution	2.6.0.Final		9cfc388405205a2af57a0a630777f5b55570aa64
org.jboss.eap.additional.testsuite	eap-additional-testsuite-source-distribution	2.7.0.Final		5f532269762652830e3ddf3121d77b88a018c339
org.jboss.eap.additional.testsuite	eap-additional-testsuite-source-distribution	2.8.0.Final		470c9b833a578363d301b4eb9b9b9895188904ed
org.jboss.eap.additional.testsuite	eap-additional-testsuite-source-distribution	2.9.0.Final		3a3f5a07746271fdc9bf5dfc73b9cd574e346634
org.jboss.eap.additional.testsuite	eap-additional-testsuite-source-distribution	2.9.1.Final		e8a7e17a6b17f5738f4743227653269985deb994
org.jboss.eap.additional.testsuite	eap-additional-testsuite-source-distribution	2.9.2.Final		a525b968fd88cd2cec51a15822a20230daff65da
org.jboss.eap.additional.testsuite	eap-additional-testsuite-source-distribution	3.0.0.Final		e8e2e643b373995c4695786a9c413486778c6735
org.kie.kogito	jitexecutor-dmn	1.10.0.Final		120a168d7f52a8513c199bb40a2317eded088efd
org.kie.kogito	jitexecutor-dmn	1.11.0.Final		911187879e41883121e134eb9351b1606e721e4e
org.kie.kogito	jitexecutor-dmn	1.11.1.Final		072695708db024a325b666313d9ed6050c15a986
org.kie.kogito	jitexecutor-dmn	1.12.0.Final		f0f99ff82a7e938ad40432a456acb928a5f42953
org.kie.kogito	jitexecutor-dmn	1.13.0.Final		de62778dd36ec46cf5b7cb79aa3cb0614b1bc978
org.kie.kogito	jitexecutor-dmn	1.14.0.Final		0efd2355be9c09a2dcf107d9dd7ff958c73cc4b9
org.kie.kogito	jitexecutor-dmn	1.14.1.Final		8083a72c807a8fcca4675fe0a377ffbbf45cd4c2
org.kie.kogito	jitexecutor-dmn	1.15.0.Final		9509f87ff62812acc4e3871e7d958a317a8d47f8
org.kie.kogito	jitexecutor-dmn	1.16.0.Final		7aeb24e481ef7bdfb893ff746ec50405695411ee
org.kie.kogito	jitexecutor-dmn	1.16.1.Final		9aad76671cdecbae5061f35594fcd7aafe9197d6
org.kie.kogito	jitexecutor-dmn	1.17.0.Final		dcb33f434579177b707b202a57a1d6037c495418
org.kie.kogito	jitexecutor-dmn	1.18.0.Final		bb899b011926c7eb117ff9bcaffb36d02c59b2ed
org.kie.kogito	jitexecutor-dmn	1.19.0.Final		5076a4ac582ce12671a7a4e8d358605d2dd363ac
org.kie.kogito	jitexecutor-dmn	1.2.0.Final		c0c8c893c12bc995d347f264250a843e18b0c89d
org.kie.kogito	jitexecutor-dmn	1.20.0.Final		e5ed6e4be7a3f8b4cdad2604d95f3d7fcddfb9cc
org.kie.kogito	jitexecutor-dmn	1.21.0.Final		d317d60460870f3f8f9cceb60181d1a61a871892
org.kie.kogito	jitexecutor-dmn	1.22.0.Final		b27fc74abc9cb1a8481bc7776b4b2f94c6b0c52c
org.kie.kogito	jitexecutor-dmn	1.22.1.Final		2c53b360df6141f130adf273811b03119f8d3ae9
org.kie.kogito	jitexecutor-dmn	1.23.0.Final		df45033fabca85ee3f555c8129c2d2ad6e409fe7
org.kie.kogito	jitexecutor-dmn	1.24.0.Final		01c374ba97f1f2b90500e8b1641f7aacf480bcf3
org.kie.kogito	jitexecutor-dmn	1.24.1.Final		6a1cd6e747c9bd69f59a077bd5e27ae73490432f
org.kie.kogito	jitexecutor-dmn	1.25.0.Final		8c318f97e2c715ea52316c80d9b4d8320359391c
org.kie.kogito	jitexecutor-dmn	1.26.0.Final		a55e2464ec24d58fd2c0e5632825fc6e4a4b13f7
