au.com.dius	core	4.0.0-beta.0		22375fc9c9508bebc0be7119ce3996b3c8a859af
org.projectnessie.nessie	nessie-bom	0.53.0		N/A
org.projectnessie.nessie	nessie-bom	0.53.1		N/A
org.projectnessie.nessie	nessie-bom	0.54.0		N/A
org.projectnessie.nessie	nessie-bom	0.55.0		N/A
org.projectnessie.nessie	nessie-bom	0.56.0		N/A
org.projectnessie.nessie	nessie-bom	0.57.0		N/A
org.projectnessie.nessie	nessie-bom	0.58.0		N/A
org.projectnessie.nessie	nessie-bom	0.58.1		N/A
org.projectnessie.nessie	nessie-bom	0.59.0		N/A
org.projectnessie.nessie	nessie-bom	0.60.0		N/A
org.projectnessie.nessie	nessie-bom	0.60.1		N/A
org.projectnessie.nessie	nessie-bom	0.61.0		N/A
org.projectnessie.nessie	nessie-bom	0.62.0		N/A
org.projectnessie.nessie	nessie-bom	0.62.1		N/A
org.projectnessie.nessie	nessie-bom	0.63.0		N/A
org.projectnessie.nessie	nessie-bom	0.64.0		N/A
org.projectnessie.nessie	nessie-bom	0.65.0		N/A
org.projectnessie.nessie	nessie-bom	0.65.1		N/A
org.projectnessie.nessie	nessie-bom	0.66.0		N/A
org.projectnessie.nessie	nessie-bom	0.67.0		N/A
org.projectnessie.nessie	nessie-bom	0.68.0		N/A
org.projectnessie.nessie	nessie-bom	0.69.0		N/A
org.projectnessie.nessie	nessie-bom	0.69.1		N/A
org.projectnessie.nessie	nessie-bom	0.69.2		N/A
org.projectnessie.nessie	nessie-bom	0.70.0		N/A
org.projectnessie.nessie	nessie-bom	0.70.1		N/A
org.projectnessie.nessie	nessie-bom	0.70.2		N/A
org.projectnessie.nessie	nessie-bom	0.70.3		N/A
org.projectnessie.nessie	nessie-bom	0.71.0		N/A
org.projectnessie.nessie	nessie-bom	0.71.1		N/A
org.projectnessie.nessie	nessie-bom	0.72.0		N/A
org.projectnessie.nessie	nessie-bom	0.72.1		N/A
org.projectnessie.nessie	nessie-bom	0.72.2		N/A
org.projectnessie.nessie	nessie-bom	0.72.4		N/A
org.projectnessie.nessie	nessie-bom	0.73.0		N/A
org.projectnessie.nessie	nessie-bom	0.74.0		N/A
org.projectnessie.nessie	nessie-bom	0.75.0		N/A
org.projectnessie.nessie	nessie-bom	0.76.0		N/A
org.projectnessie.nessie	nessie-bom	0.76.1		N/A
org.projectnessie.nessie	nessie-bom	0.76.2		N/A
org.projectnessie.nessie	nessie-bom	0.76.3		N/A
org.projectnessie.nessie	nessie-bom	0.76.4		N/A
org.projectnessie.nessie	nessie-bom	0.76.5		N/A
org.projectnessie.nessie	nessie-bom	0.76.6		N/A
org.projectnessie.nessie	nessie-bom	0.77.0		N/A
org.projectnessie.nessie	nessie-bom	0.77.1		N/A
org.projectnessie.nessie	nessie-bom	0.78.0		N/A
org.projectnessie.nessie	nessie-bom	0.79.0		N/A
org.projectnessie.nessie	nessie-bom	0.80.0		N/A
org.projectnessie.nessie	nessie-bom	0.81.0		N/A
org.projectnessie.nessie	nessie-bom	0.81.1		N/A
org.projectnessie.nessie	nessie-bom	0.82.0		N/A
org.projectnessie.nessie	nessie-bom	0.83.0		N/A
org.projectnessie.nessie	nessie-bom	0.83.1		N/A
org.projectnessie.nessie	nessie-bom	0.83.2		N/A
org.projectnessie.nessie	nessie-bom	0.90.1		N/A
org.projectnessie.nessie	nessie-bom	0.90.2		N/A
org.projectnessie.nessie	nessie-bom	0.90.4		N/A
org.projectnessie.nessie	nessie-bom	0.91.0		N/A
org.projectnessie.nessie	nessie-bom	0.91.1		N/A
org.projectnessie.nessie	nessie-bom	0.91.2		N/A
org.projectnessie.nessie	nessie-bom	0.91.3		N/A
org.projectnessie.nessie	nessie-bom	0.92.0		N/A
org.projectnessie.nessie	nessie-bom	0.92.1		N/A
org.projectnessie.nessie	nessie-bom	0.93.1		N/A
org.projectnessie.nessie	nessie-bom	0.94.0		N/A
org.projectnessie.nessie	nessie-bom	0.94.1		N/A
org.projectnessie.nessie	nessie-bom	0.94.2		N/A
org.projectnessie.nessie	nessie-bom	0.94.3		N/A
org.projectnessie.nessie	nessie-bom	0.94.4		N/A
org.projectnessie.nessie	nessie-bom	0.95.0		N/A
org.projectnessie.nessie	nessie-bom	0.96.0		N/A
org.projectnessie.nessie	nessie-bom	0.96.1		N/A
org.projectnessie.nessie	nessie-bom	0.97.0		N/A
org.projectnessie.nessie	nessie-bom	0.97.1		N/A
org.projectnessie.nessie	nessie-bom	0.98.0		N/A
org.projectnessie.nessie	nessie-bom	0.99.0		N/A
org.springframework.geode	spring-geode-starter-logging	1.3.0.RELEASE		95a647964e4ddcd634e687722acaac82a8d2f767
org.springframework.geode	spring-geode-starter-logging	1.3.1.RELEASE		5ed52492346e1985f3f8a8ac06f58498f8b928f7
org.springframework.geode	spring-geode-starter-logging	1.3.10.RELEASE		62fc6555cb1898bc34c214ed61a23f5d81a10cbd
org.springframework.geode	spring-geode-starter-logging	1.3.11.RELEASE		2932c16c809cc9d69bcf3bb6e04e9db0d5da49db
org.springframework.geode	spring-geode-starter-logging	1.3.12.RELEASE		d0d44b3779c9f3114d298e1c38f597a795fdc92c
org.springframework.geode	spring-geode-starter-logging	1.3.2.RELEASE		13f510f42be69074dc38c4ce99a6c4c9b9f0b8ea
org.springframework.geode	spring-geode-starter-logging	1.3.3.RELEASE		1b896fb9b046b803e42b21d6e7c0a56e50630ecc
org.springframework.geode	spring-geode-starter-logging	1.3.4.RELEASE		64e732e9fa318f3c4e242411421a41c4dd671771
org.springframework.geode	spring-geode-starter-logging	1.3.5.RELEASE		ed3e2fe24b777fa887e9cafb69de699dddd033fd
org.springframework.geode	spring-geode-starter-logging	1.3.6.RELEASE		dede893b3543bc0c48b79d4a9e74a3c51b409e51
org.springframework.geode	spring-geode-starter-logging	1.3.7.RELEASE		2f087db34d01b300de75c435b0b5bdb8bf96a35c
org.springframework.geode	spring-geode-starter-logging	1.3.8.RELEASE		0ad42e2b5d8b17b2a0a00790a525524a4a5052de
org.springframework.geode	spring-geode-starter-logging	1.3.9.RELEASE		e05b1b48871e943deb9616ae5f0a1c958c5f9929
org.springframework.geode	spring-geode-starter-logging	1.4.0		443488a50d075227c4d9a72dbca84e21d73f559a
org.springframework.geode	spring-geode-starter-logging	1.4.1		e13973336e659ead41db7599c074d92910afd7ca
org.springframework.geode	spring-geode-starter-logging	1.4.10		f9c2b7988ab18cd22f9bc95814b22f5d56d346da
org.springframework.geode	spring-geode-starter-logging	1.4.11		7f673d6f9ca82f0ea1dc86f53e581fcfa9bb5abe
org.springframework.geode	spring-geode-starter-logging	1.4.12		37388af4d371292763d133d6760acc2392cb6a90
org.springframework.geode	spring-geode-starter-logging	1.4.13		5d142f8a504775c13980d20d6796700c9fbdb1a6
org.springframework.geode	spring-geode-starter-logging	1.4.2		221d433487530ab1d437dc68bb1dca46312880c3
org.springframework.geode	spring-geode-starter-logging	1.4.3		88c5f41af259ece6cb45864b05a7d683734c6e86
org.springframework.geode	spring-geode-starter-logging	1.4.4		5bdcdc2591dff2345cc01e2b875608d2d809959e
org.springframework.geode	spring-geode-starter-logging	1.4.5		818a07445051473329044042fa42802659e79723
org.springframework.geode	spring-geode-starter-logging	1.4.6		f0df75ae7476c8cebf378c520ebfd16d12476ef0
org.springframework.geode	spring-geode-starter-logging	1.4.7		8aeb044f1e412b636e03cfc6285bace5a2e57bcd
org.springframework.geode	spring-geode-starter-logging	1.4.8		92fc5f682bdd22a50e70e028b2ce090c05e28abf
org.springframework.geode	spring-geode-starter-logging	1.4.9		621376678e5712e1216b1cb9512044ce0486a503
org.springframework.geode	spring-geode-starter-logging	1.5.0		e324582516befce4ecb91ef25a3ff4c911694b09
org.springframework.geode	spring-geode-starter-logging	1.5.1		32a040f9d2ce43aa37a183a2f4b2f14941c84bbf
org.springframework.geode	spring-geode-starter-logging	1.5.10		894480fec318f707d95ae12624d622ab672f9ed3
org.springframework.geode	spring-geode-starter-logging	1.5.11		933dc451e8660a4368863677ab3dee2c1408635c
org.springframework.geode	spring-geode-starter-logging	1.5.12		dd63ae07de96dc9084382f7e7962e2d77b0b9650
org.springframework.geode	spring-geode-starter-logging	1.5.13		e37ed89e8a637ad47dd1b3374a24fae72f5f04db
org.springframework.geode	spring-geode-starter-logging	1.5.14		e29fbe3780b3510790de82296152d31ddbfb2f68
org.springframework.geode	spring-geode-starter-logging	1.5.2		08dba8377dd27be0cfb3957bcb31f2cacfd8fd38
org.springframework.geode	spring-geode-starter-logging	1.5.3		4e138aacfb3eed77b394587fb0dd468054580142
org.springframework.geode	spring-geode-starter-logging	1.5.4		0066fb86bd5818c3d4c0d0a6bfb0ea692f90ae76
org.springframework.geode	spring-geode-starter-logging	1.5.5		f29a31e82243768f2520836144871442c3a5b0e5
org.springframework.geode	spring-geode-starter-logging	1.5.6		f8371f1f701ecaa675e5a357ca43a404db4fa6b4
org.springframework.geode	spring-geode-starter-logging	1.5.7		c48ea80d7892c06038fd49a79966195a96fbc9eb
org.springframework.geode	spring-geode-starter-logging	1.5.8		f494fa1d5837efca2d51c4135474359307c5a546
org.springframework.geode	spring-geode-starter-logging	1.5.9		f5f01c823693a258f443a53c982e9818a8f87050
org.springframework.geode	spring-geode-starter-logging	1.6.0		d4856fd44c3e7ef78d28a93ed51ffd432eb23f4e
org.springframework.geode	spring-geode-starter-logging	1.6.1		3b9e3a98a4520c34c501075920e834160093bcb1
org.springframework.geode	spring-geode-starter-logging	1.6.10		b7e67f35d07ee3742e07fd57317f08e97bb5c59c
org.springframework.geode	spring-geode-starter-logging	1.6.11		ee31d69403e0ae08315fe05f8cdf2c55929ff62a
org.springframework.geode	spring-geode-starter-logging	1.6.12		105d5f5ee064fdb55d7959252dbe2782804f54b6
org.springframework.geode	spring-geode-starter-logging	1.6.13		0a6b4a4c1cccfa0fac4fe7a00490f8dac32c817c
org.springframework.geode	spring-geode-starter-logging	1.6.14		35eef29f7c5b709a90ddff0c3ffffe091d5e6b41
org.springframework.geode	spring-geode-starter-logging	1.6.2		5660db58f0bb92b4b6f5cd354d60706ab163eaef
org.springframework.geode	spring-geode-starter-logging	1.6.3		ace934b8d8f7b712f5f8f547ab6602112098ed89
org.springframework.geode	spring-geode-starter-logging	1.6.4		a6595253f9b7bd4d10e7679d944b6065d8c2465e
org.springframework.geode	spring-geode-starter-logging	1.6.5		1a713db40c2ed359f66f889269a55fcd73a163c3
org.springframework.geode	spring-geode-starter-logging	1.6.6		75b1c2760b2ee5a1ea5e2d427893b1d1f4f458be
org.springframework.geode	spring-geode-starter-logging	1.6.7		1092fa3f7e9b9c26f6685f5e4bd3b43a687ec1d3
org.springframework.geode	spring-geode-starter-logging	1.6.8		b1b19a587ad2ac94e49361942698b2d43f8e2ea1
org.springframework.geode	spring-geode-starter-logging	1.6.9		26dc873c64c8996ee85c8e792e5369d072b1425a
org.springframework.geode	spring-geode-starter-logging	1.7.0		ab2b74f42d39a8b15c591da665bf8227f07f6191
org.springframework.geode	spring-geode-starter-logging	1.7.1		637dab2c93e962dd0f81aef1c1c5bfd12a161802
org.springframework.geode	spring-geode-starter-logging	1.7.2		32051891b8f050116836f2d91aa25079606915e7
org.springframework.geode	spring-geode-starter-logging	1.7.3		190e2a314149006ed5514cf83b799cb2805cb65a
org.springframework.geode	spring-geode-starter-logging	1.7.4		5d55fcb5efce70db75b000f5b2f2e5e6011a4192
org.springframework.geode	spring-geode-starter-logging	1.7.5		ac0c304b07422b07ca282764fda46c5ce5b735c3
org.terasoluna.gfw.blank	terasoluna-gfw-multi-web-blank-mybatis3-mybatis3-archetype	5.6.0.RC4		a66d341040f686927c62811503b2cb0a5060ef47
org.to2mbn	jmccc-yggdrasil-authenticator	2.4		b4cacbb5db52dcfee2e3aac64e05f76bb35d182d
org.to2mbn	jmccc-yggdrasil-authenticator	2.4-beta-2		157e7d07c9c3624da10716b0827fa99208171675
org.to2mbn	jmccc-yggdrasil-authenticator	2.4-beta-3		804f58cd14e36b7f505fb123f64601178d13392c
org.to2mbn	jmccc-yggdrasil-authenticator	2.5-beta-1		bd6f3f84c18e71414c1ec2de54d249fbdf8ad986
pl.fhframework.fhbr	fhbr-refdata-validator	4.10.4		047a1a0f280dfe38b4cd353580d7c1fd6194c082
pl.fhframework.fhbr	fhbr-refdata-validator	4.10.401		7df4d51c4ad8609dddb0b90c52b64450fe6ec536
pl.fhframework.fhbr	fhbr-refdata-validator	4.10.5		43f685a565568e8e6c227dfaef57aedf6d5c09c8
pl.fhframework.fhbr	fhbr-refdata-validator	4.10.7		5506810924936ba4030ba148e419b0de7544c0c2
pl.fhframework.fhbr	fhbr-refdata-validator	4.10.8		6ec8336dabde58f746738ec5d16e15123404fa51
pro.dagen	datagenerator	1.0.2		a002637145ab4040bb2184c0efa6497b5216f9c2
pro.dagen	datagenerator	1.1.0		2f58607970fdf748fd59e2e7e487405e5651734f
pro.dagen	datagenerator	1.2.0		fcb197f239bce8a1a54c52599109eda7c1aab778
se.swedenconnect.schemas.cert	authcontextinfo-schemas-parent	1.0.1		N/A
se.swedenconnect.schemas.cert	authcontextinfo-schemas-parent	2.0.0		N/A
se.swedenconnect.schemas.cert	authcontextinfo-schemas-parent	2.0.1		N/A
se.swedenconnect.schemas.cert	authcontextinfo-schemas-parent	3.0.0		N/A
se.swedenconnect.schemas.cert	authcontextinfo-schemas-parent	3.0.1		N/A
se.swedenconnect.schemas.cert	authcontextinfo-schemas-parent	3.0.2		N/A
software.amazon.glue	schema-registry-examples	1.0.1		dc6809aa4e214606761602533aa84a942f4b9d03
software.amazon.glue	schema-registry-examples	1.0.2		3affaa1b744c7c71e12a0a75110eaef51ae1a005
software.amazon.glue	schema-registry-examples	1.1.0		91f63deaedbeea72289dabab1b81ea37034be3c2
software.amazon.glue	schema-registry-examples	1.1.1		b660a36a93cd351cafdc0f761b79575560c040d6
software.amazon.glue	schema-registry-examples	1.1.10		c303b10a0df404041861dd251502ec184338bbf2
software.amazon.glue	schema-registry-examples	1.1.11		3a3c223fa36d55e1ddd6455ae75763d15cb146d8
software.amazon.glue	schema-registry-examples	1.1.12		e6edbd166ae021718ef6cf230a3b4f1cc1daa004
software.amazon.glue	schema-registry-examples	1.1.13		f25f531e87a1d92f9fa0d87ef7027b22961294c2
software.amazon.glue	schema-registry-examples	1.1.14		c707942caab989fe61dd8450b9d114c38dd858ce
software.amazon.glue	schema-registry-examples	1.1.15		a42f936b8a2b467f1063ec941150cd7cc6629858
software.amazon.glue	schema-registry-examples	1.1.16		196c2e764a3219d4e337046adba4d7c3016b5c51
software.amazon.glue	schema-registry-examples	1.1.17		73102b5e7398a9cdee8decdb39b824fd82b2bc18
software.amazon.glue	schema-registry-examples	1.1.18		87916f0b508bd38c31f02d89f1bc463020c2dba7
software.amazon.glue	schema-registry-examples	1.1.19		d3fe220db286bc5b25d84a98cab02f1203fb9513
software.amazon.glue	schema-registry-examples	1.1.2		010a5f192c0d71c86d906a9650e612a24bd6f94a
software.amazon.glue	schema-registry-examples	1.1.20		26cc44e2258e9f0b64ef0efe16d74ef54cd2aa18
software.amazon.glue	schema-registry-examples	1.1.21		a392e4cf0e124200098f892cfc28f156809578ee
software.amazon.glue	schema-registry-examples	1.1.22		bdcbf823d01cd9716ef9df7deb3b96f2affa2753
software.amazon.glue	schema-registry-examples	1.1.23		4b5ea1e4f0e59ab5f722358d13c19e6ec858a6a1
software.amazon.glue	schema-registry-examples	1.1.3		b4d1902dbfe8bec8f5a1c60a667940c108ca6a1a
software.amazon.glue	schema-registry-examples	1.1.4		fb731854abc8e716015564b8359f5e346485b37e
software.amazon.glue	schema-registry-examples	1.1.5		80c32753eff7afa20d0219f74b74bbe9506533d5
software.amazon.glue	schema-registry-examples	1.1.6		261a55bc8561e51895125a34be0dc319f11f66bc
software.amazon.glue	schema-registry-examples	1.1.7		28a974a95f9d9f1cf6329e8fe580e45cb5a2ae7b
software.amazon.glue	schema-registry-examples	1.1.8		91d6412e3aa819c36ac6625167466535cad55caf
software.amazon.glue	schema-registry-examples	1.1.9		6d7dac3505245cdfa699e72478657a108748f0c5
systems.dennis	sd-shared-sequence-mongo	1.0.0		eaf3d9a6d561e4f162d233429ec90565dced8b0d
xyz.jetdrone	hot-reload	0.0.1		ba087835169907dbedcb131ecacc7fb80dc61efc
xyz.jetdrone	hot-reload	0.0.2		a1eaab34541284312b744f858ba6a9d371d90020
xyz.jetdrone	hot-reload	0.0.3		aded4f62a2a74bba4269dd376b336ba99c02451e
xyz.jetdrone	hot-reload	0.0.4		b4015f8db03a75235e682e0c2e02d23a65d0e12e
xyz.jetdrone	hot-reload	0.0.5		48c0556fa31fef8efe567b4cd9c07e18502e6a42
