at.released.wasm-sqlite-driver	sqlite-wasm-emscripten-aot-349-jvm	0.7		4247928b49288a749adfbd8753b409be2f6bcafe
com.finbourne	identity-sdk	2.0.126		a84acab62fde3da7f113cab4dc506cc9b4ef7365
com.finbourne	identity-sdk	2.0.127		b1ef1a33215a92ba88ac219aa61dcc009a339882
com.finbourne	identity-sdk	2.0.128		2f4b19fa2bb388043c5dc862b4a24a67b057821c
com.finbourne	identity-sdk	2.0.129		66f36e9ddfc18df2b6eb52db1a71e11852026cec
com.finbourne	identity-sdk	2.0.13		75f4832a9329389d3532beb2acb5cd040b9afc72
com.finbourne	identity-sdk	2.0.130		f61007ce74e2837f03b141e2e18039c3b49aed82
com.finbourne	identity-sdk	2.0.131		bac1634421636d45956349528b9b4fbf44f9ca4b
com.finbourne	identity-sdk	2.0.132		d65f853cbd6dd3b19834d757d52bb0018b22082d
com.finbourne	identity-sdk	2.0.133		8480816dd2128d69f4b3bdc26197f36cff2168f9
com.finbourne	identity-sdk	2.0.134		8fac56cbfc008c7dbebe62f0f7a7fd1dfadc4dc1
com.finbourne	identity-sdk	2.0.135		8ba926cd7692817a4263bc723b08b7e3c3602b49
com.finbourne	identity-sdk	2.0.136		9737028fd04fcff64d0e4010169de5d21fdaf529
com.finbourne	identity-sdk	2.0.137		a3c596ffbf16904897b65c518055475af7d51631
com.finbourne	identity-sdk	2.0.138		b9d6ac17c370190d91bd0bbf2dcb6e58ebadf58e
com.finbourne	identity-sdk	2.0.139		f1a3a1a52b28f6387c30d7c63ff78c63a400fb4d
com.finbourne	identity-sdk	2.0.14		af3d3912a2249e3957ea871d411bffed582ab989
com.finbourne	identity-sdk	2.0.140		427b7b4eb1e8d981b8a7e1586c7c5fdef38b2407
com.finbourne	identity-sdk	2.0.141		940c7a828e78d5ac39e7dfe65843402d7ee56652
com.finbourne	identity-sdk	2.0.142		4172cbf4656614dcd185c2c8e3cb67eb4f0d1771
com.finbourne	identity-sdk	2.0.143		ac879150f9992f17b1a9f6fc37f9289c9f86d045
com.finbourne	identity-sdk	2.0.144		8f89b79c4f2f545dd18821e84efde944ac602080
com.finbourne	identity-sdk	2.0.145		6f1e3565b750070451f2edb01e231e7791e3e52a
com.finbourne	identity-sdk	2.0.146		e7975ea3deb3d14b1e95927705a1d1634945556a
com.finbourne	identity-sdk	2.0.147		3399ab1b82312f6bf8ce896b8c4e996479173814
com.finbourne	identity-sdk	2.0.148		8b37bba3d1c51d8a98249f2029fe3d57a769dfad
com.finbourne	identity-sdk	2.0.149		6f2b7814bdb0439c39dfefa944442492cd10195f
com.finbourne	identity-sdk	2.0.15		82818a292b84d9464fc7cec27af937e02162afec
com.finbourne	identity-sdk	2.0.150		23b3e4db7772190e252eac4b4557ac10121e0ff7
com.finbourne	identity-sdk	2.0.151		063c4f401f3450ba648d3c27e731918e58f28622
com.finbourne	identity-sdk	2.0.152		038a6feb3d0037e5b85f2a96c25d1eb8b0e9a7fa
com.finbourne	identity-sdk	2.0.153		76f9235e18bcc3bf6aa245fc851934f9ba183c33
com.finbourne	identity-sdk	2.0.154		847f67ede29bc5863bfb93b41b40fc7a84ddb69c
com.finbourne	identity-sdk	2.0.155		4fca37a3fdfb93d43946b88b5765b5bfb6ae1394
com.finbourne	identity-sdk	2.0.156		a52205f42d546fc9fe14e385b11dcf2fa744a66d
com.finbourne	identity-sdk	2.0.16		506c20c05e4c217370143d24755934b248642cb8
com.finbourne	identity-sdk	2.0.161		49c66c93ad697e9f9d1f52eec00a76a089c8d4b1
com.finbourne	identity-sdk	2.0.162		eea41b755c28a65a8fa0316806bc7420db113700
com.finbourne	identity-sdk	2.0.163		ac33d4314854c885bf0de581f9a43aa3130b7a52
com.finbourne	identity-sdk	2.0.164		f26de59fc95c6a48eba40d887239a31849df7111
com.finbourne	identity-sdk	2.0.165		cbd062145c9856088ec1ff80174f504b869a0ce5
com.finbourne	identity-sdk	2.0.166		2cd4eea6d9e030030705c79e23841d1321603d87
com.finbourne	identity-sdk	2.0.167		15665a7956933de2970ee7109a8b450db3a54b3b
com.finbourne	identity-sdk	2.0.168		006d709288307f51da9d84cbc187fde273cf3bd1
com.finbourne	identity-sdk	2.0.169		652863c9c6836a8ddd33f9ed826194f7d544c904
com.finbourne	identity-sdk	2.0.17		29998344390088985623768e211902d9f96bee09
com.finbourne	identity-sdk	2.0.170		e06885fa5628e019c799be8cbfcd31dd00e9c9f2
com.finbourne	identity-sdk	2.0.171		f9c27423a3ce84f71597cb186a9cda1ce0cd2df5
com.finbourne	identity-sdk	2.0.172		336518ac3109f97a93b09afe90784cf7c4766878
com.finbourne	identity-sdk	2.0.173		507417e8b4dfb3afd10734a5a567d307ceb3ba05
com.finbourne	identity-sdk	2.0.174		278cf076c5eb809e897b5be36834878d886c5b2c
com.finbourne	identity-sdk	2.0.175		f1d5e98aff3159243c66c45aa1c00e6feaf8b656
com.finbourne	identity-sdk	2.0.18		77ff8b3041265fbb1dae0fbdeb4c588d7b116727
com.finbourne	identity-sdk	2.0.19		85f7da2bfdf9ef5442b5de21358543bffe87d87e
com.finbourne	identity-sdk	2.0.2		499f5d58b6faa8601cba72035f4a13a4507ac9cd
com.finbourne	identity-sdk	2.0.20		9a13666d460e5f6046d1c0892f6c9c9895c0eae9
com.finbourne	identity-sdk	2.0.21		caf554044968404d62699b67702f7931a1350296
com.finbourne	identity-sdk	2.0.22		ea132f9427bf3e902f5b7a5cfde7d7179584beed
com.finbourne	identity-sdk	2.0.23		34d62ff07f5b6d0e6cd7f33e60c5328b3dcad75a
com.finbourne	identity-sdk	2.0.24		0034ec9862aadc1f2b74651fbce65e89a5d2c089
com.finbourne	identity-sdk	2.0.25		5d651ea40da486cb47eab3aab18e2844315d0943
com.finbourne	identity-sdk	2.0.26		84259bc447620e771d2490fa3ee0f989553d0b18
com.finbourne	identity-sdk	2.0.27		a5786e97527ecca9a802e88ba2fd396c7b83c532
com.finbourne	identity-sdk	2.0.28		6844a6a1c47f9a5834c9cd7a53e03c346cd72975
com.finbourne	identity-sdk	2.0.29		8842c4852031ff9fef080f9d7df27190c62831bf
com.finbourne	identity-sdk	2.0.3		5978c1ea6c8c102ba609fada2b61856ffcf446be
com.finbourne	identity-sdk	2.0.30		1e3c94b8dfbc4913d52ff3f14caccff0f0debcc9
com.finbourne	identity-sdk	2.0.31		62a1fd05dbbe90078067ed0830f0663abfeceb63
com.finbourne	identity-sdk	2.0.32		38fcf0bbb10720152fed7eb11d9e766e178e3fe9
com.finbourne	identity-sdk	2.0.33		fa4885c6374994d238a91e61cf2d540fc4025e63
com.finbourne	identity-sdk	2.0.34		c627093fa5db7b3c453532b37aef0729fff1f5a9
com.finbourne	identity-sdk	2.0.35		1ca2f3a695798d02d0ea85367f88b51218d8b197
com.finbourne	identity-sdk	2.0.36		07c9785f02798b52338afaade5ffdeff9dc9cf7b
com.finbourne	identity-sdk	2.0.37		57b2c70d868212a725b64cc13b3902dfcfcf994d
com.finbourne	identity-sdk	2.0.38		6b1779ff889812644ca6fb739ac687b3061b791e
com.finbourne	identity-sdk	2.0.39		db3a56e20e92183617cee317d192b246dc966b6d
com.finbourne	identity-sdk	2.0.4		95e946877940d16098f93662814f6d9a61599c88
com.finbourne	identity-sdk	2.0.40		9ae808ca69fecce2b4d89fb239d13e6d05d4d467
com.finbourne	identity-sdk	2.0.41		0548b56e729b2b8bb9e10fee4f7a41d944180373
com.finbourne	identity-sdk	2.0.42		ad333a3be7b08302ade344232faa89c75e57c0cb
com.finbourne	identity-sdk	2.0.43		bfa9e7116f47238473bc577987ede4dd310f4cdf
com.finbourne	identity-sdk	2.0.44		a759c6b0abad15f6d03dc6aa1f33b063457b9871
com.finbourne	identity-sdk	2.0.45		30c6cf330dd7792b14612720113604f96a764d55
com.finbourne	identity-sdk	2.0.46		127941999e3b334535d665cf3b422c75f59c5277
com.finbourne	identity-sdk	2.0.47		18f1e344e62fa580e9fe5c512222824b0cf52036
com.finbourne	identity-sdk	2.0.48		e4603233c1d3969c29eb34946c1018d20ca677c3
com.finbourne	identity-sdk	2.0.49		9546689bf7fecc3dafa164c102ae445f3756198e
com.finbourne	identity-sdk	2.0.5		e84dd5d709fedba4a2d535190816d5fc635d1ce5
com.finbourne	identity-sdk	2.0.50		d6d9ff699dd68341451632087f8a61cae609ad3d
com.finbourne	identity-sdk	2.0.51		3b543736f231b538b224ef82bb86b9752a8132db
com.finbourne	identity-sdk	2.0.52		37d2ca682effcaa74ab4e36c8a47c0565729429a
com.finbourne	identity-sdk	2.0.53		e9568dab1ee14a37eeddbeaeae3de6debdb4b9c9
com.finbourne	identity-sdk	2.0.54		9210a1ee5e73a70e9cf23031dec490c1c8667977
com.finbourne	identity-sdk	2.0.55		15b01338239b03f83e0eb845c628707841fc2ebe
com.finbourne	identity-sdk	2.0.56		8026fd4db1587af137540ae352fb6ebb2c7f5a64
com.finbourne	identity-sdk	2.0.57		291009a73d6163e5b1dc026aa3f8caa294207556
com.finbourne	identity-sdk	2.0.58		e27eb3b06f7f8ee5213000d04a0dc07c3a9c3ec9
com.finbourne	identity-sdk	2.0.59		83915e6c04a9799f5804cdb36fe68280afa584ab
com.finbourne	identity-sdk	2.0.6		7efe67dea5f2aeb48abecdab3a3565063fdc19f9
com.finbourne	identity-sdk	2.0.60		604a42430b040a8ddab40ad78bb52e1891931f68
com.finbourne	identity-sdk	2.0.61		ac723e210472c581345bad8afbbbcfefa7b7d3cc
com.finbourne	identity-sdk	2.0.62		dce2f2026a5d9c6e00669e1bd933448197584e25
com.finbourne	identity-sdk	2.0.63		fa370cfd4eebf26a3c701c86622958594199465f
com.finbourne	identity-sdk	2.0.64		fd931fa6315a8bbddea4cbdc76ab453564e8a640
com.finbourne	identity-sdk	2.0.65		261773cc4020c60713eb41d01a78a8d292fa3bf4
com.finbourne	identity-sdk	2.0.66		445abcc91e6e91c05703dc9a0283bb4baaa0ff31
com.finbourne	identity-sdk	2.0.67		97459a7995963ae53d576bf690c43c7dc06a98b4
com.finbourne	identity-sdk	2.0.68		c4a20811c967fec5b2a2ed4731581872c2181a81
com.finbourne	identity-sdk	2.0.69		61e94e068baf80eb2061d00bc2bb122d58f28496
com.finbourne	identity-sdk	2.0.7		053383256d558c878c05c06177e48fa82772c94d
com.finbourne	identity-sdk	2.0.70		784dc450dde5c6fd5dd8e772e632e3a01ff3898f
com.finbourne	identity-sdk	2.0.71		172119d330c95c3742dfb546142436ec30d2486a
com.finbourne	identity-sdk	2.0.72		da88772255c3867874ee3ae31d9f51aaa60ef691
com.finbourne	identity-sdk	2.0.73		14a1904700f33c62b46efb2e557ca08e75c988ea
com.finbourne	identity-sdk	2.0.74		b406f42ce0b6df8aa56e35bf882473858139e155
com.finbourne	identity-sdk	2.0.75		5ea0dbd1a7e0f6f2ee9dc8a6600676d153bf1d68
com.finbourne	identity-sdk	2.0.76		1cc731b74c21750024b87d916e49d1622d27bf3e
com.finbourne	identity-sdk	2.0.77		09ef1a034189293c1aef30171dd32cd96146d3da
com.finbourne	identity-sdk	2.0.78		9e503bd9a6a05ca35ad1318c6585c6a5a5a9bad6
com.finbourne	identity-sdk	2.0.79		37261ffcc7f1e2af4d4cd2e9d15fb7d09b9b958d
com.finbourne	identity-sdk	2.0.8		c10f72092c4ad492ec5c309cd800306229cf3976
com.finbourne	identity-sdk	2.0.80		c668d8055f2b0c5eefc9672bfb0c82771afc9cb4
com.finbourne	identity-sdk	2.0.81		86cbcce364b28e74a8609a9de3fb445c279c5194
com.finbourne	identity-sdk	2.0.82		f8517385f704bbe94a8d1d5ded159a33edf44d18
com.finbourne	identity-sdk	2.0.83		9a17aced7c2d5e8560d13afc7290011d543a6513
com.finbourne	identity-sdk	2.0.84		34f6527a6f6ea2b9f0e72c3c45eac46e5dbb42dd
com.finbourne	identity-sdk	2.0.88		e80f8357bb9e0e5cb6e94879e2508f7a87ee10f2
com.finbourne	identity-sdk	2.0.89		c6c9f90e1b8e9388f931e5e76583d3b0902967fd
com.finbourne	identity-sdk	2.0.9		363c68fca8646365b407a4c7e1c43a53d9d0aba2
com.finbourne	identity-sdk	2.0.90		b75d0a9ce430900cfe16c003d476206671e982a1
com.finbourne	identity-sdk	2.0.91		60b0218715e19784832e29152ce66f7031aba860
com.finbourne	identity-sdk	2.0.92		ff09735247dfb31585fcb5eca02cce3bdb6cd94c
com.finbourne	identity-sdk	2.0.93		73d0cd46cea03084a58de0365f8b65f1da60bfdb
com.finbourne	identity-sdk	2.0.94		9e8f2a4f60011dd4315410e613741b0be22c82c5
com.finbourne	identity-sdk	2.0.95		106b3b0617e28b777522cdf78399f1622e1690ea
com.finbourne	identity-sdk	2.0.96		6f829a68a961ca7d425a1377cfb04413afc80469
com.finbourne	identity-sdk	2.0.97		60fdfc520146fc445bf9d96ddb95f1dc4a9c5964
com.finbourne	identity-sdk	2.0.98		b41f31d2ffae21475a3c9e7d9fa26abddcd58841
com.finbourne	identity-sdk	2.0.99		b0132b83e72ed4dbf2d51f16fc8b310590ccbf1b
com.github.cheukbinli	original-tool	1.0-release		N/A
com.github.cheukbinli	original-tool	1.0.0.1-RELEASE		N/A
com.github.cheukbinli	original-tool	1.0.0.2-RELEASE		N/A
com.github.cheukbinli	original-tool	1.0.0.2a-RELEASE		N/A
com.github.cheukbinli	original-tool	1.0.0.2b-RELEASE		N/A
com.github.cheukbinli	original-tool	1.0.0.2d-RELEASE		N/A
com.github.cheukbinli	original-tool	1.0.0.2e-RELEASE		N/A
com.github.cheukbinli	original-tool	1.0.0.2h-RELEASE-RELEASE		N/A
com.github.cheukbinli	original-tool	1.0.0.2i-RELEASE		N/A
com.github.cheukbinli	original-tool	1.0.0.3-RELEASE		N/A
com.github.cheukbinli	original-tool	1.0.0.3.2-RELEASE		N/A
com.github.cheukbinli	original-tool	1.0.0.3.3-RELEASE		N/A
com.github.cheukbinli	original-tool	1.0.0.3.4-RELEASE		N/A
com.github.cheukbinli	original-tool	1.0.0.3.5-RELEASE		N/A
com.github.cheukbinli	original-tool	1.0.0.3.6-RELEASE		N/A
com.github.cheukbinli	original-tool	1.0.0.3.8-RELEASE		N/A
com.github.koori69	horizon-excel	1.0.0		7684c0eed319dd51cbb21aff5557863b081c613d
com.github.koori69	horizon-excel	1.0.1		7882c3d72d00b166e1cf4fa7a0abe9f3c54ddd76
com.github.koori69	horizon-excel	1.0.2		d3fc1bbd7bbd1ba180273c5e9c6a3f153774ce8f
com.github.monnetproject	framework.services	1.18.4		d9d6aac7a33b4f20fa4d9c7daa42e2fca9074282
com.github.plokhotnyuk.jsoniter-scala	jsoniter-scala-core_2.12	0.29.0		2a5ef3fcff2fafc0556c346e3002da9373ecef0d
com.github.plokhotnyuk.jsoniter-scala	jsoniter-scala-core_2.12	0.29.1		b700109a8d75acb0e85233a63b0d0249211d7053
com.github.plokhotnyuk.jsoniter-scala	jsoniter-scala-core_2.12	0.29.10		00d90a8b28fc17ec20d9d5206ad48ff12d461c9e
com.github.plokhotnyuk.jsoniter-scala	jsoniter-scala-core_2.12	0.29.11		3f86f367b7984fb94fafaa05192a4d94d3befcda
com.github.plokhotnyuk.jsoniter-scala	jsoniter-scala-core_2.12	0.29.12		ebf0ec78c2d9ef5e3dcccae8cd6199f6aae4e263
com.github.plokhotnyuk.jsoniter-scala	jsoniter-scala-core_2.12	0.29.13		b85063511352c82bff8800ce9e09bacc8dbe01aa
com.github.plokhotnyuk.jsoniter-scala	jsoniter-scala-core_2.12	0.29.14		07af2a3dfa10d64d83c467c3dea765ed115fd509
com.github.plokhotnyuk.jsoniter-scala	jsoniter-scala-core_2.12	0.29.15		b75d9e223e87f83cf52899b5c710b0bf37472357
com.github.plokhotnyuk.jsoniter-scala	jsoniter-scala-core_2.12	0.29.16		7bb217d4c41d5947710ff9b030e8bd73058085c2
com.github.plokhotnyuk.jsoniter-scala	jsoniter-scala-core_2.12	0.29.17		e372081b36f799c2bb30c3ca539fe679d345171c
com.github.plokhotnyuk.jsoniter-scala	jsoniter-scala-core_2.12	0.29.18		8137cf6e510387c1e7e567dfe97cf5872b208fa4
com.github.plokhotnyuk.jsoniter-scala	jsoniter-scala-core_2.12	0.29.19		1d2d6b550bd34b01f7454c0e769005478271bf9d
com.github.plokhotnyuk.jsoniter-scala	jsoniter-scala-core_2.12	0.29.2		24ea74c579c9aee4d9aca1655d943f6e872c723a
com.github.plokhotnyuk.jsoniter-scala	jsoniter-scala-core_2.12	0.29.20		e9077f0763d1620277300016a910282e9967e8db
com.github.plokhotnyuk.jsoniter-scala	jsoniter-scala-core_2.12	0.29.21		7f4af85f55f24cf1c047f7fd261fe4229590d644
com.github.plokhotnyuk.jsoniter-scala	jsoniter-scala-core_2.12	0.29.22		d2beea5ddb6bd43cb46b7accde12dacff210059f
com.github.plokhotnyuk.jsoniter-scala	jsoniter-scala-core_2.12	0.29.3		7232b636c5776e2c332614d4b6eb38cb8eff6b4d
com.github.plokhotnyuk.jsoniter-scala	jsoniter-scala-core_2.12	0.29.4		2bb14a1f6fa818342e6c5b5b31b8c40857835732
com.github.plokhotnyuk.jsoniter-scala	jsoniter-scala-core_2.12	0.29.5		5ede5ae58150517fda5591b867609036d6164b58
com.github.plokhotnyuk.jsoniter-scala	jsoniter-scala-core_2.12	0.29.6		c9cfd863080b21060cbe80b1c4b4434f3601c61a
com.github.plokhotnyuk.jsoniter-scala	jsoniter-scala-core_2.12	0.29.7		c611c64978fca0ad0b83fe07646cea16996a44be
com.github.plokhotnyuk.jsoniter-scala	jsoniter-scala-core_2.12	0.29.8		a598e01337f042a32246006e1d9e1e42a8eaf1a9
com.github.plokhotnyuk.jsoniter-scala	jsoniter-scala-core_2.12	0.29.9		e960414e3d7b67e6744587df7e4acc768c168321
com.github.plokhotnyuk.jsoniter-scala	jsoniter-scala-core_2.12	0.30.0		7d12226e206dcc01098a293a4841d663954f2429
com.github.plokhotnyuk.jsoniter-scala	jsoniter-scala-core_2.12	0.30.1		568f3fe8b69b7b7e23c6b0f540183117191ac36c
com.github.plokhotnyuk.jsoniter-scala	jsoniter-scala-core_2.12	0.31.0		611b37e4eeeeb029d1bdebd36fd852d18f3d1b32
com.github.plokhotnyuk.jsoniter-scala	jsoniter-scala-core_2.12	0.31.1		9de2e56a16d4d53e3f4659fb2af0cfc66543d91f
com.github.plokhotnyuk.jsoniter-scala	jsoniter-scala-core_2.12	0.31.2		3f2926359f5d7d68ae2371fe890be1a4cac5cea4
com.github.plokhotnyuk.jsoniter-scala	jsoniter-scala-core_2.12	0.31.3		6747225beff1a6666527c786319b8b38814cb77c
com.github.plokhotnyuk.jsoniter-scala	jsoniter-scala-core_2.12	0.32.0		5abe502b524dddd9dc15b3a26712d798efb97f31
com.github.plokhotnyuk.jsoniter-scala	jsoniter-scala-core_2.12	0.32.1		5f5c73945e030dda8a3386ece4ce2d64cb7d14da
com.github.plokhotnyuk.jsoniter-scala	jsoniter-scala-core_2.12	0.33.0		44fe71ee1497de5ff9884c07746b238a8b88b978
com.github.plokhotnyuk.jsoniter-scala	jsoniter-scala-core_2.12	0.34.0		869c2e876b1b4e692d5f39c30cbf8513eb68b23a
com.github.plokhotnyuk.jsoniter-scala	jsoniter-scala-core_2.12	0.34.1		187422b632ca7340223f1e09be34f0a5b8da7108
com.github.plokhotnyuk.jsoniter-scala	jsoniter-scala-core_2.12	0.35.0		5fbdeaea17bb1caeb01b8e01ca1a5df3cfa028a2
com.github.plokhotnyuk.jsoniter-scala	jsoniter-scala-core_2.12	0.36.0		b4b896bf4197120c68cdc3661e0861d72a150caa
com.github.plokhotnyuk.jsoniter-scala	jsoniter-scala-core_2.12	0.36.1		d81fb4d4429d1bd4b785ff9cae6b02871118095f
com.github.plokhotnyuk.jsoniter-scala	jsoniter-scala-core_2.12	0.36.10		d998308ebf2b7ce5a0665d68cf3b3542d0da2e79
com.github.plokhotnyuk.jsoniter-scala	jsoniter-scala-core_2.12	0.36.2		e6a8edaa4e32e1d295e40a947bdeb6e06dbb1c52
com.github.plokhotnyuk.jsoniter-scala	jsoniter-scala-core_2.12	0.36.3		0fade718ca21f197638b1b5b0b9137bebd1c698d
com.github.plokhotnyuk.jsoniter-scala	jsoniter-scala-core_2.12	0.36.4		2e4b66fa42e6fed199509cafef8b7ab2d61329c4
com.github.plokhotnyuk.jsoniter-scala	jsoniter-scala-core_2.12	0.36.5		480c2365b8fb334e9245ac5ebf4a741a96eb665a
com.github.plokhotnyuk.jsoniter-scala	jsoniter-scala-core_2.12	0.36.6		148cb16a618947b35631bb0fdd147c436ea2c72a
com.github.plokhotnyuk.jsoniter-scala	jsoniter-scala-core_2.12	0.36.7		6bae0768bdb0fc2b9ab05d9b9c4afe14e3b8c175
com.github.plokhotnyuk.jsoniter-scala	jsoniter-scala-core_2.12	0.36.8		b8fb10086d7ac4598566dfe8f2249bbc38157fa7
com.github.plokhotnyuk.jsoniter-scala	jsoniter-scala-core_2.12	0.36.9		fbd42a0036f80a6166792ab29124af90b92b3a4e
com.github.plokhotnyuk.jsoniter-scala	jsoniter-scala-core_2.12	0.37.0		50b9014cca6380cfa01a4336d4616432aae40a09
com.github.plokhotnyuk.jsoniter-scala	jsoniter-scala-core_2.12	0.37.1		0132dc7f68fa2d00169456d2d24ba20245f25068
com.github.plokhotnyuk.jsoniter-scala	jsoniter-scala-core_2.12	0.37.2		044db5b798ba3743f05e58bf34e30fd925160af8
com.github.plokhotnyuk.jsoniter-scala	jsoniter-scala-core_2.12	0.37.3		ede94b0ec6669ac8335b167d42c5c3ad3430539b
com.github.plokhotnyuk.jsoniter-scala	jsoniter-scala-core_2.12	0.37.4		0b0677cf4fa4e96ed02bd19d2313aeecb4677dfd
com.github.plokhotnyuk.jsoniter-scala	jsoniter-scala-core_2.12	0.37.5		c6de03972b2299c793410bc4780acc65c0fd9b89
com.github.plokhotnyuk.jsoniter-scala	jsoniter-scala-core_2.12	0.37.6		d1dca2883b8f59f8404151a3ec15fe037b873d00
com.github.plokhotnyuk.jsoniter-scala	jsoniter-scala-core_2.12	0.37.7		44980088b763dbbb2a345397f80d968903b4d03c
com.github.plokhotnyuk.jsoniter-scala	jsoniter-scala-core_2.12	0.37.8		3acb3b5ea8141d8749679aa3c13c9151146bc77e
com.github.plokhotnyuk.jsoniter-scala	jsoniter-scala-core_2.12	0.38.0		48461fe432212586b362b9649ed07d9bb14183e8
com.github.plokhotnyuk.jsoniter-scala	jsoniter-scala-core_2.12	0.39.0		8ee20a0a6db42552f9bb36ebf6d3b7008409b6f0
com.github.plokhotnyuk.jsoniter-scala	jsoniter-scala-core_2.12	0.40.0		c78ffa48041034e9be7e8304f57f45404d280a31
com.github.plokhotnyuk.jsoniter-scala	jsoniter-scala-core_2.12	0.41.0		a0ebbac15849e67bd832f08de209b8551eb09d2d
com.github.plokhotnyuk.jsoniter-scala	jsoniter-scala-core_2.12	0.42.0		ec2c91475fdfb2d26152e96296680eb8060daf72
com.github.plokhotnyuk.jsoniter-scala	jsoniter-scala-core_2.12	0.42.1		df4367266e6a463bb23ab90220517689acc4c754
com.github.plokhotnyuk.jsoniter-scala	jsoniter-scala-core_2.12	0.43.0		77aab41b6b24ae5f39846b709aff4956c388543b
com.github.plokhotnyuk.jsoniter-scala	jsoniter-scala-core_2.12	0.43.1		b2428bcff022e1e3fa58d97c50b5200e700a2f93
com.github.plokhotnyuk.jsoniter-scala	jsoniter-scala-core_2.12	0.43.2		180f61d6b4311b3c3399d5f957b5f22b6fb383e2
com.github.plokhotnyuk.jsoniter-scala	jsoniter-scala-core_2.12	0.44.0		e95818df2bf7c7c4c468cc85a2817c5cb2d2ce20
com.github.plokhotnyuk.jsoniter-scala	jsoniter-scala-core_2.12	0.44.1		1aa6428f051f4ac0a8276b5b1d5f8a30f7c9f838
com.github.plokhotnyuk.jsoniter-scala	jsoniter-scala-core_2.12	0.44.2		e614b6267970bf7baccb39032710c002a61fd05f
com.github.plokhotnyuk.jsoniter-scala	jsoniter-scala-core_2.12	0.44.3		6c5dacd0813048aef4199049dd7cca368f2f514c
com.github.plokhotnyuk.jsoniter-scala	jsoniter-scala-core_2.12	0.44.4		6d789f6e1905cf3f99a7704430ec4d8a2749bfef
com.github.plokhotnyuk.jsoniter-scala	jsoniter-scala-core_2.12	0.45.0		4cb0a61560f74eeed9cf28431a32ce0b7bccc070
com.github.plokhotnyuk.jsoniter-scala	jsoniter-scala-core_2.12	0.45.1		a8199e87db9af479dbacbd18b405903f00dc64e1
com.github.plokhotnyuk.jsoniter-scala	jsoniter-scala-core_2.12	0.45.2		d8aed106c50eef66247685eaef6a431940925672
com.github.plokhotnyuk.jsoniter-scala	jsoniter-scala-core_2.12	0.46.0		38459e0ebd8f2c17ffbc76447baba5c32b43af19
com.github.plokhotnyuk.jsoniter-scala	jsoniter-scala-core_2.12	0.46.1		b74b9780809d5d0cf532fb8098a96df609a4f6e2
com.github.plokhotnyuk.jsoniter-scala	jsoniter-scala-core_2.12	0.46.2		84a59e2632343773ae379aa1c9301c473db47181
com.github.plokhotnyuk.jsoniter-scala	jsoniter-scala-core_2.12	0.46.3		301f1557b9d61d814eef5a37ec697e0d6ffd3788
com.github.plokhotnyuk.jsoniter-scala	jsoniter-scala-core_2.12	0.46.4		d2b36f8669f307bc885ae6e73041f5fe90ef149f
com.github.plokhotnyuk.jsoniter-scala	jsoniter-scala-core_2.12	0.47.0		5f50864ef30c3ae09b8019262e57957220972d12
com.github.plokhotnyuk.jsoniter-scala	jsoniter-scala-core_2.12	0.48.0		027ef32d33bc25011af81048899729ca52e0529d
com.github.plokhotnyuk.jsoniter-scala	jsoniter-scala-core_2.12	0.48.1		7de6a7cf37aa4bee08c5abf5bd44d7b536f0570d
com.github.plokhotnyuk.jsoniter-scala	jsoniter-scala-core_2.12	0.48.2		597c0ccbf021552f4f65eca5b2bfe7fd22b3ad7c
com.github.plokhotnyuk.jsoniter-scala	jsoniter-scala-core_2.12	0.48.3		25a2b8d6c9f3bc3d4f5c87d60c379bad4379344c
com.github.plokhotnyuk.jsoniter-scala	jsoniter-scala-core_2.12	0.49.0		de09a5049b530f28e035c5615a3aff507f05eb27
com.github.plokhotnyuk.jsoniter-scala	jsoniter-scala-core_2.12	0.49.1		e9caf186cc84dbe69bfb77201e1916d5ed5bbf28
com.github.plokhotnyuk.jsoniter-scala	jsoniter-scala-core_2.12	0.50.0		7f8863cd087c56f8d0d3fcb1b9cea7829df73b9a
com.github.plokhotnyuk.jsoniter-scala	jsoniter-scala-core_2.12	0.50.1		9f36adb8fea3939d91362c1b04ffe1d5e85adc29
com.github.plokhotnyuk.jsoniter-scala	jsoniter-scala-core_2.12	0.51.0		b556bebffb28994ad3ed77f78bf919ee36882588
com.github.plokhotnyuk.jsoniter-scala	jsoniter-scala-core_2.12	0.51.1		46641ac0b9ad3f2e1e373e86ccdde87d47341200
com.github.plokhotnyuk.jsoniter-scala	jsoniter-scala-core_2.12	0.51.2		98558ade448c8b3418ae6cc66ccaf6f924d05c4e
com.github.plokhotnyuk.jsoniter-scala	jsoniter-scala-core_2.12	0.51.3		d4907c1f022c9db59ea596d0d508e94f8ec6eb73
com.github.plokhotnyuk.jsoniter-scala	jsoniter-scala-core_2.12	0.51.4		ed11e4de6f86dc0cb8ad6f73a87a12b8d947a748
com.github.plokhotnyuk.jsoniter-scala	jsoniter-scala-core_2.12	0.51.5		ddaf31e75641131db59c2b4beb730d96964ade50
com.github.plokhotnyuk.jsoniter-scala	jsoniter-scala-core_2.12	0.52.0		6ac255d1c93432abed2eec1bb0262fc0fe5bac3b
com.github.plokhotnyuk.jsoniter-scala	jsoniter-scala-core_2.12	0.52.1		bc050b7e1accb82ac1284180881a98f3cc7825cf
