app.summation.android	android-client	1.0		dc884fb9892f5da325b9374ee24cae05f9ed1169
org.wildfly	wildfly-clustering-web-infinispan	26.0.1.Final		bad957ab451b1c630df0d9f952417623a1c01af4
org.wildfly	wildfly-clustering-web-infinispan	26.1.0.Beta1		750484aa8c297bdb7dbded50081b2c8c886514ce
org.wildfly	wildfly-clustering-web-infinispan	26.1.0.Final		64e64572b1c33fe904306b2669e9b4036bdf258a
org.wildfly	wildfly-clustering-web-infinispan	26.1.1.Final		1d99635e97d4ac57e5c3e1bee2cd5f049635254e
org.wildfly	wildfly-clustering-web-infinispan	26.1.2.Final		a1b26340d01ef1efd9457da8f2f16a3eeadb0523
org.wildfly	wildfly-clustering-web-infinispan	26.1.3.Final		440e8576f690b17f1fa16ea558bd1fbf65362927
org.wildfly	wildfly-clustering-web-infinispan	27.0.0.Alpha1		a06b846d5578719a652caa87132f113c7e33f052
org.wildfly	wildfly-clustering-web-infinispan	27.0.0.Alpha2		8ea7e3edc94c253c2ae1cc3c4c27da9086c94b8b
org.wildfly	wildfly-clustering-web-infinispan	27.0.0.Alpha3		267fb6fac5775d9d24172e8747acf6e5858192ca
org.wildfly	wildfly-clustering-web-infinispan	27.0.0.Alpha4		21f51de6adda4e85e711f2f309ab8594cc99c8fe
org.wildfly	wildfly-clustering-web-infinispan	27.0.0.Alpha5		0e84e21daf75330ca10bd42b539f3a7dafbf9943
org.wildfly	wildfly-clustering-web-infinispan	27.0.0.Beta1		5d2f83b11b8daa10f6a8fc506ba2d2fc01de0d06
org.wildfly	wildfly-clustering-web-infinispan	27.0.0.Final		ad4d441b5aa23983ce1c98de46f4be66d488fa93
org.wildfly	wildfly-clustering-web-infinispan	27.0.1.Final		a68c6edc3c9eef5094096cf94be80f2d2484ec46
org.wildfly	wildfly-clustering-web-infinispan	28.0.0.Beta1		4e5384a0d743df784d0790d537e78c396cb1be2a
org.wildfly	wildfly-clustering-web-infinispan	28.0.0.Final		2a5b25dda29783829f72ff864c72b13871409e40
org.wildfly	wildfly-clustering-web-infinispan	28.0.1.Final		bfd0702c4b93fa700dc2830bd05f37ca79db85b6
org.wildfly	wildfly-clustering-web-infinispan	29.0.0.Alpha1		c2575ad04e230235258d0516181843ea3aa019d1
org.wildfly	wildfly-clustering-web-infinispan	29.0.0.Beta1		28fdec7a07d5be28e369b76b84a5d9bdff490dbe
org.wildfly	wildfly-clustering-web-infinispan	29.0.0.Final		e744c77496cc9b5de7745dee54f3a6712e53f4d1
org.wildfly	wildfly-clustering-web-infinispan	29.0.1.Final		ce7d5ee2a66510af89b6ef6d0c01bc08da97ac3c
org.wildfly	wildfly-clustering-web-infinispan	30.0.0.Beta1		04c9a9c55849c4a41bcdea5e098202583cc7fdbc
org.wildfly	wildfly-clustering-web-infinispan	30.0.0.Final		dc7306a64e96030962cb880846e5ff67fadf2cdf
org.wildfly	wildfly-clustering-web-infinispan	30.0.1.Final		cd23a4d2c12b4960aac8c093fa26f18ba66b0f93
org.wildfly	wildfly-clustering-web-infinispan	31.0.0.Beta1		6d62ed3bf226090b1d8ce13ab83dc5979d31244e
org.wildfly	wildfly-clustering-web-infinispan	31.0.0.Final		d6b6c6a9d024bd5ee651641110ebdf4a57e884c1
org.wildfly	wildfly-clustering-web-infinispan	31.0.1.Final		cbee7710008e6c6419b80c925094a5c7a7931084
org.wildfly	wildfly-clustering-web-infinispan	32.0.0.Beta1		53e300daebd8708d71c55ec848d44fff22d5e09e
org.wildfly	wildfly-clustering-web-infinispan	32.0.0.Final		f28f5f5023777aecd5902790f2ad2fac59793afb
org.wildfly	wildfly-clustering-web-infinispan	32.0.1.Final		a5e8e01f953ffc38eab5321c1c23dccb5a2fe977
org.wildfly	wildfly-clustering-web-infinispan	33.0.0.Beta1		a4118985e2b9bd220c351038a57ef642140f0995
org.wildfly	wildfly-clustering-web-infinispan	33.0.0.Final		b95645e5c31b6b785251c4b709b43257028d5f91
org.wildfly	wildfly-clustering-web-infinispan	33.0.1.Final		6311b2bfc902b47f61fc37e8de896bdea67ae901
org.wildfly	wildfly-clustering-web-infinispan	33.0.2.Final		2d5ee61df8456f88af0d2ae33759b2c7cf5bcfc1
org.wildfly	wildfly-clustering-web-infinispan	8.0.0.Alpha1		4ad151baaed2ac091ca062d993590ce0a228cc23
org.wildfly	wildfly-clustering-web-infinispan	8.0.0.Alpha2		458e975a602e711b53c179c136559227bb3427b6
org.wildfly	wildfly-clustering-web-infinispan	8.0.0.Alpha3		324f73b15898f842cfa0335f6418c7a92d8d671f
org.wildfly	wildfly-clustering-web-infinispan	8.0.0.Alpha4		7701edc2489ed8bc0ca22ea4d081f30efb579d46
org.wildfly	wildfly-clustering-web-infinispan	8.0.0.Beta1		6432b41a2ede3d4681a0d3a4484172b10c8bbd41
org.wildfly	wildfly-clustering-web-infinispan	8.0.0.CR1		eefe3d7dc5deb6aaf5da8c42ab811072692e53dd
org.wildfly	wildfly-clustering-web-infinispan	8.0.0.Final		3aec8e406bc3c0a392e01b4bfeeee699c2a561e8
org.wildfly	wildfly-clustering-web-infinispan	8.1.0.CR1		b12ef5d2738d0d36d2ee20e6e4cd7a1a012612b7
org.wildfly	wildfly-clustering-web-infinispan	8.1.0.CR2		8c725e084a5b14a1411c448709dee13f0a5e7b9c
org.wildfly	wildfly-clustering-web-infinispan	8.1.0.Final		8b62f0e9c148eb40cba2058483ce3ed9499d4c08
org.wildfly	wildfly-clustering-web-infinispan	8.2.0.Final		156bd23ba232dfd48b77c5dcb24d6e43eb81630c
org.wildfly	wildfly-clustering-web-infinispan	8.2.1.Final		187c2f3e3d248330effbe006892631e5174448a4
org.wildfly	wildfly-clustering-web-infinispan	9.0.0.Alpha1		2b3270f488ecb294aafd0691d10653f0e3cfbc4f
org.wildfly	wildfly-clustering-web-infinispan	9.0.0.Beta1		41a765aceb71f2a6555f54abcf7e587d83c8af03
org.wildfly	wildfly-clustering-web-infinispan	9.0.0.Beta2		d2be0967aa887d5746a1acc5c5cb1c1dc7078bf0
org.wildfly	wildfly-clustering-web-infinispan	9.0.0.CR1		fc661d382a7b38fbef1924c7a403275b19ef600d
org.wildfly	wildfly-clustering-web-infinispan	9.0.0.CR2		4789b20a02de9b23d2d1a15e2e32a11a861a995f
org.wildfly	wildfly-clustering-web-infinispan	9.0.0.Final		1ad5d10bdd800fbfe1d5ddd498394aeba81110f9
org.wildfly	wildfly-clustering-web-infinispan	9.0.1.Final		59c11bcee4aa341bb8b151deca47919402f0860b
org.wildfly	wildfly-clustering-web-infinispan	9.0.2.Final		218b625224296dab75293ec3291451469fff94ce
org.wildfly.camel	wildfly-camel-example-distro	2.2.0.redhat-620133		N/A
org.wildfly.extras.sunstone	sunstone-core-wildfly	2.1.0		1b4d75fe880c108b9ab2c50d8e273c88eb58799e
org.wildfly.extras.sunstone	sunstone-core-wildfly	2.1.1		0b537eb19f033ac756dbf61b416e61f34b576809
org.wildfly.extras.sunstone	sunstone-core-wildfly	2.1.2		349f7fdddadce9b2fb0d6f756ed04e5983286dde
org.wildfly.extras.sunstone	sunstone-core-wildfly	2.1.3		46d7069f0679409a548ef297d957db8f4f03945c
org.wildfly.extras.sunstone	sunstone-core-wildfly	2.2.0		b81ff5fab97103dc1a733277c374430fdd0a689e
org.wso2.carbon.commons	org.wso2.carbon.messageflows.ui	4.10.0		23c5e4e4a767139c69f7aa9e8b0dde8425787e62
org.wso2.carbon.commons	org.wso2.carbon.messageflows.ui	4.10.1		241f63cfbcfc87f36b4ec63fd209fc5338235ceb
org.wso2.carbon.commons	org.wso2.carbon.messageflows.ui	4.10.3		6c9f87af6bb9c214b61978826f9f37ea2fa8b693
org.wso2.carbon.commons	org.wso2.carbon.messageflows.ui	4.10.8		f0ac8522ee552c1359566f86c1a2bc43244d3da1
org.wso2.carbon.commons	org.wso2.carbon.messageflows.ui	4.3.0		64b9c1f85fc3aaa73eae7d18bc7d51516c6d1f64
org.wso2.carbon.commons	org.wso2.carbon.messageflows.ui	4.3.1		a6e1d4f05f00bdf4736348936227cd5284907e8f
org.wso2.carbon.commons	org.wso2.carbon.messageflows.ui	4.3.2		a038496b6e3723e500dac44499a34777b8e3857e
org.wso2.carbon.commons	org.wso2.carbon.messageflows.ui	4.3.3		a6eaf6f184ac9abcbdc8788a32487d7765f379ae
org.wso2.carbon.commons	org.wso2.carbon.messageflows.ui	4.3.4		e318fc46683b3e9fd037f43a542c93a764a5d289
org.wso2.carbon.commons	org.wso2.carbon.messageflows.ui	4.3.5		84628af15ec5dd0bfbee89efa793da5d38a5ab7d
org.wso2.carbon.commons	org.wso2.carbon.messageflows.ui	4.3.6		96a9aa3dfd7806484de1b019d632f7d01c6f3c8d
org.wso2.carbon.commons	org.wso2.carbon.messageflows.ui	4.4.0		aea3d6f2a35248f5650c2bb51d110842a876ced1
org.wso2.carbon.commons	org.wso2.carbon.messageflows.ui	4.4.1		8adfe00b81a5358187a50c8d2bc5bfa4133470cd
org.wso2.carbon.commons	org.wso2.carbon.messageflows.ui	4.4.2		18bc2a9603bbec781b149326efca3911efb645c2
org.wso2.carbon.commons	org.wso2.carbon.messageflows.ui	4.4.3		5fcab8c6e484929747b9140abeec0cc00dbf3500
org.wso2.carbon.commons	org.wso2.carbon.messageflows.ui	4.4.4		e2806cf190d0f5604f2372d6be4b5c0be0efa986
org.wso2.carbon.commons	org.wso2.carbon.messageflows.ui	4.4.5		95ae2ad5410d419882a361de9f8f971009c6c644
org.wso2.carbon.commons	org.wso2.carbon.messageflows.ui	4.4.6		1723784269c3b762c8afd7700515121049e6bf4e
org.wso2.carbon.commons	org.wso2.carbon.messageflows.ui	4.4.7		c4a8b4805d6af74dbae5e03b04575a16205fc624
org.wso2.carbon.commons	org.wso2.carbon.messageflows.ui	4.4.8		1b0b063d73dca2d1d7644b84705f6a13d9167dc1
org.wso2.carbon.commons	org.wso2.carbon.messageflows.ui	4.4.9		a3a32833d3976375a0771ac2be36662adabd47d5
org.wso2.carbon.commons	org.wso2.carbon.messageflows.ui	4.5.0		a129bad756562201deb0046c9e4cceb5fcc8c1d8
org.wso2.carbon.commons	org.wso2.carbon.messageflows.ui	4.5.0-alpha1		8bc78ad820b02cd2fe2a8527974c96d342173740
org.wso2.carbon.commons	org.wso2.carbon.messageflows.ui	4.5.0-beta1		1bd0798d055c1e6506c61aff560fd11e4753a582
org.wso2.carbon.commons	org.wso2.carbon.messageflows.ui	4.5.1		5246459e2c1f95217df503ecc59c886607e4e428
org.wso2.carbon.commons	org.wso2.carbon.messageflows.ui	4.5.10		33f3c6be575ea6a22ad59e5efa413decb4fbabe3
org.wso2.carbon.commons	org.wso2.carbon.messageflows.ui	4.5.11		6d6dc441f7b39d00cf219cd87bfe6884fbd66cc3
org.wso2.carbon.commons	org.wso2.carbon.messageflows.ui	4.5.12		987599c032155c00567a62f614fbeb952ee07b87
org.wso2.carbon.commons	org.wso2.carbon.messageflows.ui	4.5.2		ff1c6a2e05039381a06f89c83776e89487a2cbdb
org.wso2.carbon.commons	org.wso2.carbon.messageflows.ui	4.5.3		990030cfbe103f9dbfd228b2a4c2abd6bb28a54c
org.wso2.carbon.commons	org.wso2.carbon.messageflows.ui	4.5.4		07ce6e01ea8d9e281f8c09eb3fe0943d4a6269e1
org.wso2.carbon.commons	org.wso2.carbon.messageflows.ui	4.5.5		6aafbbe51ce26186801b4692b35b89cfac1f9e6a
org.wso2.carbon.commons	org.wso2.carbon.messageflows.ui	4.5.7		4a1e722393825ad7baf82cce018cd39fb32022aa
org.wso2.carbon.commons	org.wso2.carbon.messageflows.ui	4.5.8		238d92ba01f26387936440bd1c0cde78ab38ec2f
org.wso2.carbon.commons	org.wso2.carbon.messageflows.ui	4.5.9		a6e553d190a8cc9f028d53036d0e017fbbc4c952
org.wso2.carbon.commons	org.wso2.carbon.messageflows.ui	4.6.0		02a5981bc8ae4a54cfe0a371089c8b7cdf86d4f3
org.wso2.carbon.commons	org.wso2.carbon.messageflows.ui	4.6.1		925dc3635ca3103e47a7d975660383ec83f3763b
org.wso2.carbon.commons	org.wso2.carbon.messageflows.ui	4.6.10		9bf022cd46d9b04b9cb370624ea19ce58f2300a8
org.wso2.carbon.commons	org.wso2.carbon.messageflows.ui	4.6.11		94477239eac9c71b25072f8c71912117e832a37f
org.wso2.carbon.commons	org.wso2.carbon.messageflows.ui	4.6.12		4d5d34f27dbff70a909e7a8f95771aa96a49b236
org.wso2.carbon.commons	org.wso2.carbon.messageflows.ui	4.6.13		7f235fae00c45c88e323d604501ed91955037658
org.wso2.carbon.commons	org.wso2.carbon.messageflows.ui	4.6.14		6b2c3581ac12bdf132528709e8f57a002a11a1c6
org.wso2.carbon.commons	org.wso2.carbon.messageflows.ui	4.6.15		bf87807f1d614f1acfd248966a99c23207644c75
org.wso2.carbon.commons	org.wso2.carbon.messageflows.ui	4.6.16		d34902423fd3aeced9e2848765f7d50337a90386
org.wso2.carbon.commons	org.wso2.carbon.messageflows.ui	4.6.17		18a7e632e586f6f96b1fbdfeeb53383fd03bbb82
org.wso2.carbon.commons	org.wso2.carbon.messageflows.ui	4.6.18		3f12c7d86f16bd687964dec573b69bee3aed25a1
org.wso2.carbon.commons	org.wso2.carbon.messageflows.ui	4.6.19		e75c6bef51d2717861adbbd3867efe57d5499f75
org.wso2.carbon.commons	org.wso2.carbon.messageflows.ui	4.6.2		108932da2521ea6ec7a3a68bcc8e26dd0d8aa8f6
org.wso2.carbon.commons	org.wso2.carbon.messageflows.ui	4.6.20		61b433a681739c349fedeab3f9a007738094e29e
org.wso2.carbon.commons	org.wso2.carbon.messageflows.ui	4.6.21		393659288111962d348a853cd3cdd25c0eb5787c
org.wso2.carbon.commons	org.wso2.carbon.messageflows.ui	4.6.22		470d700a44eeb84b6f0abee4609a94370563c7c9
org.wso2.carbon.commons	org.wso2.carbon.messageflows.ui	4.6.23		d6d0278f01215f9ea62180cb9c5198a5c506de5b
org.wso2.carbon.commons	org.wso2.carbon.messageflows.ui	4.6.24		5f77e780c482782a0cc9ebaab1e1a4f6317918f4
org.wso2.carbon.commons	org.wso2.carbon.messageflows.ui	4.6.25		3673b37b05d3eed8538b80b559bb9b8d98d25f13
org.wso2.carbon.commons	org.wso2.carbon.messageflows.ui	4.6.26		afd5f67b5826da5cf01a6990879cee6bb7a64b1b
org.wso2.carbon.commons	org.wso2.carbon.messageflows.ui	4.6.27		9eb69106979172e1ca2d44717aabd1f458548f82
org.wso2.carbon.commons	org.wso2.carbon.messageflows.ui	4.6.28		3bcbf5dfffdc24bc1d15b149651cd890d6d1736f
org.wso2.carbon.commons	org.wso2.carbon.messageflows.ui	4.6.29		ba09a166725a19b728f097a9d87b6bb19499e48f
org.wso2.carbon.commons	org.wso2.carbon.messageflows.ui	4.6.3		a1bccd83b032c053251e41bb24c7a3b467aa064a
org.wso2.carbon.commons	org.wso2.carbon.messageflows.ui	4.6.30		d270aa4ca2a19e2f2ac5098de7e9aac5d925e5a8
org.wso2.carbon.commons	org.wso2.carbon.messageflows.ui	4.6.31		9a51ce28a4dcab035e27f07c65e2fa25f81ba57c
org.wso2.carbon.commons	org.wso2.carbon.messageflows.ui	4.6.32		88dc762e2108265bffa6efa5998006fa5ce5e603
org.wso2.carbon.commons	org.wso2.carbon.messageflows.ui	4.6.33		5be414161fd81e7d4cbcd5d7b966efba52ba3de9
org.wso2.carbon.commons	org.wso2.carbon.messageflows.ui	4.6.34		3e8efaf05104cb80e2f6e8f8248fdfa425af56a2
org.wso2.carbon.commons	org.wso2.carbon.messageflows.ui	4.6.35		e2b526bbec85f50bc5c0760fd828271fdc1ae9ef
org.wso2.carbon.commons	org.wso2.carbon.messageflows.ui	4.6.36		70200f015d695b47fed24f40f48a49e9ed15e1b5
org.wso2.carbon.commons	org.wso2.carbon.messageflows.ui	4.6.37		cd011f8ef1f61df39eab5ec7170510f1ee77495d
org.wso2.carbon.commons	org.wso2.carbon.messageflows.ui	4.6.38		9d7c90e93c9743f3efe756415324b3d632e9cb8f
org.wso2.carbon.commons	org.wso2.carbon.messageflows.ui	4.6.39		48cc00c9df845d5e65fc1e8fcce02f20b87eb199
org.wso2.carbon.commons	org.wso2.carbon.messageflows.ui	4.6.4		47b85899b3f3e2d738a7be933d63aaaf46704fef
org.wso2.carbon.commons	org.wso2.carbon.messageflows.ui	4.6.40		581c33ad2a31c5f180734ee0770eaee6346bf577
org.wso2.carbon.commons	org.wso2.carbon.messageflows.ui	4.6.41		04e0e7716119c117d665ab3340ed8e08b3b8a3b8
org.wso2.carbon.commons	org.wso2.carbon.messageflows.ui	4.6.42		ee0dc670b7170fe9bc218e065ad14fcb0cc281d2
org.wso2.carbon.commons	org.wso2.carbon.messageflows.ui	4.6.43		da5bb6cfd6a84339d2937b67648472e70b5c6c76
org.wso2.carbon.commons	org.wso2.carbon.messageflows.ui	4.6.44		2eb6840f9d2d491ea3d7cea900ec0e2c422b312e
org.wso2.carbon.commons	org.wso2.carbon.messageflows.ui	4.6.45		d2a868251f714a2e8356d13537d8c986e80e542b
org.wso2.carbon.commons	org.wso2.carbon.messageflows.ui	4.6.46		9a4f91f2f673af783ff5b6488d4bdd5b1833ac07
org.wso2.carbon.commons	org.wso2.carbon.messageflows.ui	4.6.47		ddcac8cff0646f198f5c41eb5017a064d1c5168b
org.wso2.carbon.commons	org.wso2.carbon.messageflows.ui	4.6.48		b722956e46527135c1efc2e70dae2aebae60c6ea
org.wso2.carbon.commons	org.wso2.carbon.messageflows.ui	4.6.49		0ddb8f4663d9320b7253408771d979d34f09843c
org.wso2.carbon.commons	org.wso2.carbon.messageflows.ui	4.6.5		d0e058b8f829aa6d4dfd87c8cd841bb8755d9f09
org.wso2.carbon.commons	org.wso2.carbon.messageflows.ui	4.6.50		e8aa6d7fa7bc4cb7723e8e3b491601c3f3dde5eb
org.wso2.carbon.commons	org.wso2.carbon.messageflows.ui	4.6.51		070083c7aaaf9ae6b31a916840040494bba30856
org.wso2.carbon.commons	org.wso2.carbon.messageflows.ui	4.6.52		c040575d2f9f30b09b5309dfba039c20cfe8a694
org.wso2.carbon.commons	org.wso2.carbon.messageflows.ui	4.6.53		9e1d52f029fc73157752b57d1e4790b2d82c163d
org.wso2.carbon.commons	org.wso2.carbon.messageflows.ui	4.6.54		b6faaf7105506a681f21181ffdc5824bb4dd0aea
org.wso2.carbon.commons	org.wso2.carbon.messageflows.ui	4.6.55		da2328d7c171f47c7f3a1c7008402b6bf0a81661
org.wso2.carbon.commons	org.wso2.carbon.messageflows.ui	4.6.56		75028e806135041feb3eea7da2530683ca8a2fcc
org.wso2.carbon.commons	org.wso2.carbon.messageflows.ui	4.6.57		5e232896a0e9e093ade3ba1fab4221c507a80bfb
org.wso2.carbon.commons	org.wso2.carbon.messageflows.ui	4.6.58		967f3e07ac22240312cd43b52527468faab37668
org.wso2.carbon.commons	org.wso2.carbon.messageflows.ui	4.6.59		89f6f59192823f29497bfd0c9c0fb1563f27e2f8
org.wso2.carbon.commons	org.wso2.carbon.messageflows.ui	4.6.6		6c6c5300581f2d543ce73b2a797e54379ffc1f63
org.wso2.carbon.commons	org.wso2.carbon.messageflows.ui	4.6.60		edd555ed944b93cfd5c01b1247e2c6b51cb46d69
org.wso2.carbon.commons	org.wso2.carbon.messageflows.ui	4.6.61		0f648b5b3d9850d11a04adb48e729304c872988b
org.wso2.carbon.commons	org.wso2.carbon.messageflows.ui	4.6.62		47eb2e340ad5d8b655dac92dc1bca05884bd5404
org.wso2.carbon.commons	org.wso2.carbon.messageflows.ui	4.6.63		bbbbe9f97e007ad85a3a7470d1fe8ab9bb883aeb
org.wso2.carbon.commons	org.wso2.carbon.messageflows.ui	4.6.64		34aa02562946632a30ff39fa1254f4d7eb12c4f9
org.wso2.carbon.commons	org.wso2.carbon.messageflows.ui	4.6.65		8f335f3eb98568c466ee1dcb5395b5bac1a7686a
org.wso2.carbon.commons	org.wso2.carbon.messageflows.ui	4.6.7		65195eae8b659b270d0cc7e0243b39be695f3feb
org.wso2.carbon.commons	org.wso2.carbon.messageflows.ui	4.6.8		eef36d8ae024dae3ca281ca3104b007023a0dfae
org.wso2.carbon.commons	org.wso2.carbon.messageflows.ui	4.6.9		21b7c4862d0dd0533aca95f385b34b2cf3ffcc45
org.wso2.carbon.commons	org.wso2.carbon.messageflows.ui	4.7.12		5a14071c6c305ea8943ee318a49fb80e28e3bba8
org.wso2.carbon.commons	org.wso2.carbon.messageflows.ui	4.7.13		ee30341334eef5d7883a2b4b499b0ac58b4fa132
org.wso2.carbon.commons	org.wso2.carbon.messageflows.ui	4.7.20		b93e2c6a7edfd990e84f237274779971a480fc0b
org.wso2.carbon.commons	org.wso2.carbon.messageflows.ui	4.7.21		bd7136fb85f3be51d61d15e984f94e6329f79a90
org.wso2.carbon.commons	org.wso2.carbon.messageflows.ui	4.7.22		b0bb9f73fd5340b6f18310f8680638663cdebe45
org.wso2.carbon.commons	org.wso2.carbon.messageflows.ui	4.7.24		ac7b8d7a91c25f3b42c506a2e0f254d9bf2d1462
org.wso2.carbon.commons	org.wso2.carbon.messageflows.ui	4.7.25		91a405510436da54a2b7fe248c36d8fb762e680f
org.wso2.carbon.commons	org.wso2.carbon.messageflows.ui	4.7.26		96b9935b234d659f26587782bd4c48c1c31cf2dc
org.wso2.carbon.commons	org.wso2.carbon.messageflows.ui	4.7.27		e92404d67b8351685a0a292550248481f648fd91
org.wso2.carbon.commons	org.wso2.carbon.messageflows.ui	4.7.28		d0dd8c0efd51cccdf8d03656dfaf18744dd41d5b
org.wso2.carbon.commons	org.wso2.carbon.messageflows.ui	4.7.29		e35657684803b541399fccdaae000be659f67ab4
org.wso2.carbon.commons	org.wso2.carbon.messageflows.ui	4.7.30		fc6d1f2954954c1c9f3a3ab4129dcc734439fbbc
org.wso2.carbon.commons	org.wso2.carbon.messageflows.ui	4.7.31		e030950fcd90a756e63abb9e1a82f2e46f8c3582
org.wso2.carbon.commons	org.wso2.carbon.messageflows.ui	4.7.32		6101b50a029c7928ab452649a5e6b951cda918a0
org.wso2.carbon.commons	org.wso2.carbon.messageflows.ui	4.7.33		cc63d61bddfd62e473dde03c2c35d5db2c94246d
org.wso2.carbon.commons	org.wso2.carbon.messageflows.ui	4.7.34		069147cb7d25d3cffd642ecc03f0ab10b6cac898
org.wso2.carbon.commons	org.wso2.carbon.messageflows.ui	4.7.35		b4c6809d2915ba1cfd99ed8a6801b87c5e8f7c99
org.wso2.carbon.commons	org.wso2.carbon.messageflows.ui	4.7.36		55494010b9cc1eb5e8c764c9d10a9086f4525b09
org.wso2.carbon.commons	org.wso2.carbon.messageflows.ui	4.7.37		628e4cecf827f44ad001954a20c9fdc4950a7724
org.wso2.carbon.commons	org.wso2.carbon.messageflows.ui	4.7.38		4d8fe46dbccfdf43a02e49f8f4fab53219e5c31e
org.wso2.carbon.commons	org.wso2.carbon.messageflows.ui	4.7.39		f720c82dfb98db35a541f7ae0debe7894c5781b0
org.wso2.carbon.commons	org.wso2.carbon.messageflows.ui	4.7.40		7ecbd8f3c2b4158fe7774e493db9c59ae4435003
org.wso2.carbon.commons	org.wso2.carbon.messageflows.ui	4.7.41		1bafab0f5779dd14c2d134371e62f7b042ae585e
org.wso2.carbon.commons	org.wso2.carbon.messageflows.ui	4.7.42		8d94d19894f1ac01759b448425df9d0a8f30489c
org.wso2.carbon.commons	org.wso2.carbon.messageflows.ui	4.7.43		59db4e2c4b919f71779e44d7ce6aa285dd82c3d6
org.wso2.carbon.commons	org.wso2.carbon.messageflows.ui	4.7.45		b8b9c35adab0bd0e154ec76b5afc0340e441e80b
org.wso2.carbon.commons	org.wso2.carbon.messageflows.ui	4.7.46		a26628169d135b98a8963b85a6f2f652b016a7be
org.wso2.carbon.commons	org.wso2.carbon.messageflows.ui	4.7.47		85f345f691ebf1d26eb8ba779be5d950f9319b3c
org.wso2.carbon.commons	org.wso2.carbon.messageflows.ui	4.7.50		25f598fed186061c049d420dc2be2100db3d364e
org.wso2.carbon.commons	org.wso2.carbon.messageflows.ui	4.8.0		e98fae2d1016254f1ad916d8f65955816fcfc46c
org.wso2.carbon.commons	org.wso2.carbon.messageflows.ui	4.8.8		0ffe05e579a6040f3c997889c965fd1b651ce23a
org.wso2.carbon.commons	org.wso2.carbon.messageflows.ui	4.9.0		98b08a42c56c2f0acc672761a70721d8e4b6293f
org.wso2.carbon.commons	org.wso2.carbon.messageflows.ui	4.9.1		07922fccad1a77dec8f092b0a94a97fedd12ea9a
org.wso2.carbon.commons	org.wso2.carbon.messageflows.ui	4.9.10		a7b2d4f64a211f550ef464b1bc58e7a2da1eba64
org.wso2.carbon.commons	org.wso2.carbon.messageflows.ui	4.9.2		2ac8588abd2cad07676291df13ecc358cf8c984e
org.wso2.carbon.commons	org.wso2.carbon.messageflows.ui	4.9.3		92ff43cdf005888f0fc142e059475d56053b4454
org.wso2.carbon.commons	org.wso2.carbon.messageflows.ui	4.9.6		f212b5b591a7fdfe56ac08eca164f17eba12f0ae
org.wso2.carbon.commons	org.wso2.carbon.messageflows.ui	4.9.7		0cc3a524659399fc3c90270022eb95d29cf50e87
org.zalando	emsig	0.4.0		ec23257eb3e99c1e6d4e1a9eeaf86732f0338be0
org.zalando	emsig	0.5.0		e76139d6a9c497ee0e71073d46c4341ddaa28c81
org.zenframework.z8.dependencies	z8-dependencies	2.0		N/A
se.vgregion.oppna-program-account-activation	oppna-program-account-activation-core-bc-composite-svc	1.0		e45d7d0b9a5a865f6c9707ff2c8a68e7f5d72f1d
se.vgregion.oppna-program-account-activation	oppna-program-account-activation-core-bc-composite-svc	1.1		03278c9ff214f17bf4720cc6b267e66a6aad0908
se.vgregion.oppna-program-account-activation	oppna-program-account-activation-core-bc-composite-svc	1.2		83b6ac8091385d289ba652cf3832d921e0ef8ec4
tz.co.asoft	geo-countries-watchosarm32	2.0.16		N/A
tz.co.asoft	geo-countries-watchosarm32	2.0.16	metadata	af8f6a03e6dd0e0c1772af4c2071e02f97e7888a
tz.co.asoft	geo-countries-watchosarm32	2.0.17		N/A
tz.co.asoft	geo-countries-watchosarm32	2.0.17	metadata	d2bb94eda29b711626219287939e0518c16e021a
tz.co.asoft	geo-countries-watchosarm32	2.0.18		N/A
tz.co.asoft	geo-countries-watchosarm32	2.0.18	metadata	7d32ecc0c95986b96863bf4dc996bfa353968c93
wang.ramboll	ramboll-extend-data-cache-spring-autoconfigure	1.0.0-Alpha.2		aff4b08c9f09b7a1a411ca8c4b6f337f36e41a80
