au.net.causal.shoelaces	shoelaces-logconfig-integration-tests-common	2.0		N/A
org.http4k	http4k-template-pug4j	5.14.0.0		3639f3eaed972328ffc2c880e12950643a795020
org.http4k	http4k-template-pug4j	5.14.1.0		c2fff482e969cb3f4c46ceedc5f205bd2e8a0ba6
org.http4k	http4k-template-pug4j	5.14.2.0		bc6fce3a3b665af6e613916a9ecc96355322c611
org.http4k	http4k-template-pug4j	5.14.4.0		60219b0d3391b1a476352cc667036da32fe14e47
org.http4k	http4k-template-pug4j	5.14.5.0		d439ee29ec8341b6b669380840576f1a0e18b640
org.http4k	http4k-template-pug4j	5.15.0.0		e04461c093f9848aff2fc7620efa10225e26c77a
org.http4k	http4k-template-pug4j	5.16.0.0		080e7b0f67d5f7b1317f33927be0fc0f7a9feb58
org.http4k	http4k-template-pug4j	5.16.1.0		656850057060cde064f420898bfa1537932a706f
org.http4k	http4k-template-pug4j	5.16.2.0		e0301e028a93c4b3d8fe1c0a20c36295c04f1ed7
org.http4k	http4k-template-pug4j	5.17.0.0		30272bc6f7c9bf62d8df5df1fea9ab798b405c8d
org.http4k	http4k-template-pug4j	5.18.1.0		3847d13d5344b5380550849e70a1dee5f3093b6a
org.http4k	http4k-template-pug4j	5.18.2.0		8ab4027927ab57c5c9752eaa404f9f5b048a5376
org.http4k	http4k-template-pug4j	5.19.0.0		1979ac5af86ad2538a197add9331f62b26782763
org.http4k	http4k-template-pug4j	5.20.0.0		0a31609500967f4999c8680c32839aac4594dba1
org.http4k	http4k-template-pug4j	5.21.0.0		92d162b74ab2a38554d60f479f4bc25d64d801d0
org.http4k	http4k-template-pug4j	5.21.1.0		8d4244d4f900ada047d5e592da8ca4cb093f2ffc
org.http4k	http4k-template-pug4j	5.21.2.0		8fa685e86b3e4ded6871d3b65a88c0de44947e7f
org.http4k	http4k-template-pug4j	5.22.0.0		79f514d52125c04bce5f0cb40a4861d73934ee96
org.http4k	http4k-template-pug4j	5.23.0.0		4c20040fb808f372c06653e624a89f8c24ac4239
org.http4k	http4k-template-pug4j	5.24.0.0		7e54db4cf362f6990b55ab7577aab119ebce307c
org.http4k	http4k-template-pug4j	5.24.1.0		c54c3ae9f2235f48a697d6c2304b67eecf3d0bf9
org.http4k	http4k-template-pug4j	5.25.0.0		3bd04f32e8b41f85fc7da3cf29343fbc5066405b
org.http4k	http4k-template-pug4j	5.26.0.0		70e5481adf5d8205c3a95c87cf795fb4f6f5f9f8
org.http4k	http4k-template-pug4j	5.26.1.0		fd555ff1c1fa24582f4c848befb85df6a6294fa9
org.http4k	http4k-template-pug4j	5.27.0.0		b3e12ea02aba1085849e85f87bce744b5b91514e
org.http4k	http4k-template-pug4j	5.28.0.0		22e05b8e63dafae3e9280dfea3da4872638e1f70
org.http4k	http4k-template-pug4j	5.28.1.0		44bfbe8e8484bced91fc310964e9b5359b290bc6
org.http4k	http4k-template-pug4j	5.29.0.0		c1c535f039c3c544ab7203bdcf61fac84a5dc58c
org.http4k	http4k-template-pug4j	5.30.0.0		362858258226365d6f5418568a8e9d878844411d
org.http4k	http4k-template-pug4j	5.30.1.0		c719b1b6bbe478f4a8b679b508d13da531df1543
org.http4k	http4k-template-pug4j	5.31.0.0		651f4cf6b40f7c905578fb7168d22888fc179bc2
org.http4k	http4k-template-pug4j	5.31.1.0		f6a57f60198fd28c93e381f8f1dd7871ad197645
org.http4k	http4k-template-pug4j	5.32.0.0		2e28c00ecf4534dcaa8b3b82b4db9f2d021597e2
org.http4k	http4k-template-pug4j	5.32.1.0		e4df689acba7a65bb879c14190e580e27f6b311b
org.http4k	http4k-template-pug4j	5.32.2.0		81b5fc3280992868e65d6c52eb0591cc296e94c3
org.http4k	http4k-template-pug4j	5.32.3.0		f2124d9a8229eae5dfe8c1e5539667c9da4f7527
org.http4k	http4k-template-pug4j	5.32.4.0		e895eccda4a93eb1dec7068dc503338fc919d811
org.http4k	http4k-template-pug4j	5.33.0.0		365f3defd21fa6d504be20f26f339c414af29d97
org.http4k	http4k-template-pug4j	5.33.0.1		6048dc201e8435491a78b01f3ec621ac9ea1de7a
org.http4k	http4k-template-pug4j	5.33.1.0		750a60a8ec33ae036d24144adf43239014e7703c
org.http4k	http4k-template-pug4j	5.34.0.0		dbdff20884367b260c12a85a2a46a037a35dc28f
org.http4k	http4k-template-pug4j	5.34.1.0		c8a3d8394bab2efaaba251b6a48faf76364fa889
org.http4k	http4k-template-pug4j	5.35.0.0		009c3e182d995a2abcd285c154d18b44d62648e6
org.http4k	http4k-template-pug4j	5.35.1.0		ad2aec806a8350ddfbed1c223167224041ef60ac
org.http4k	http4k-template-pug4j	5.35.2.0		3925340f00d34d4e20867f9c7df009b8b4e460b9
org.http4k	http4k-template-pug4j	5.35.3.0		a4c4ff2d145b7a6704caf5070c03cd476ebbc74f
org.http4k	http4k-template-pug4j	5.35.4.0		e2a1277cecdf8954475550d964b2d5b12aefd965
org.http4k	http4k-template-pug4j	5.35.5.0		63956eb5a9e18c32fe5312ccaa93041a72229f44
org.http4k	http4k-template-pug4j	5.36.0.0		667478923e6e83a52c3abfc7799568e1d0098a07
org.http4k	http4k-template-pug4j	5.37.0.0		7037226d9af584d7dd31a8299485d46efc7f9570
org.http4k	http4k-template-pug4j	5.37.1.0		9bf7b6d7c7529cf11da03fd7af657961a0d7a08b
org.http4k	http4k-template-pug4j	5.37.1.1		59672db755e2ebc83133e2d104969550ca07eb80
org.http4k	http4k-template-pug4j	5.38.0.0		1b501d3f7d6e0d634b463c8785624fdf912f885d
org.http4k	http4k-template-pug4j	5.39.0.0		701a2576cda53d838bd2d35629da88311caff855
org.http4k	http4k-template-pug4j	5.40.0.0		3271be2e6f0c8758d58e84bc7c9cf8cd941a6a2f
org.http4k	http4k-template-pug4j	5.41.0.0		e30bf61c57740ac23f3f06da85bebcf14131e1f1
org.http4k	http4k-template-pug4j	5.42.0.0		60abe3a7876378e82a719c3c8ce5f01290932a5b
org.http4k	http4k-template-pug4j	5.43.0.0		eaf6cf88a86bdd031b2a474641e633c01d906e66
org.http4k	http4k-template-pug4j	5.44.0.0		33b1471c02d65c93a00eebcb966eb556033c8a51
org.http4k	http4k-template-pug4j	5.44.1.0		e4db68b14f687584b98dd6d8a6b87c84a0c865da
org.http4k	http4k-template-pug4j	5.44.2.0		4c76ece5436a9611a740a2221ca7b14cdc36c05b
org.http4k	http4k-template-pug4j	5.44.3.0		54f389281e478ac2e3b3b37f1964480e1f908006
org.http4k	http4k-template-pug4j	5.45.0.0		0ff3d3790ab121cec9d12d275ca51281f5222f16
org.http4k	http4k-template-pug4j	5.45.1.0		09746d0c1518d6206c7c2d0d1c8fb6b5e92723eb
org.http4k	http4k-template-pug4j	5.45.2.0		acb686a09b41da55f063693c9a121b5129da93cf
org.http4k	http4k-template-pug4j	5.46.0.0		250741d258a6647d56f88ed6d85647199e9eb940
org.http4k	http4k-template-pug4j	5.47.0.0		02a14de14fd9e4827547cf7af551c5695f6b61e2
org.http4k	http4k-template-pug4j	6.0.0.0		9bb49f419a0262c2ea707a2e52ae61be6608e83a
org.http4k	http4k-template-pug4j	6.0.1.0		65346093d2c54aae90083b1f03382d7dbb5ce84d
org.http4k	http4k-template-pug4j	6.1.0.0		826fe1f5f337eab6f37e3f393c3dd45f785b95d9
org.http4k	http4k-template-pug4j	6.1.0.1		7fec0e7533aa559df9478f16a2f5dc145e6d32d0
org.http4k	http4k-template-pug4j	6.2.0.0		921ed547bdcb41f686ced8ddd1f5274f146c9032
org.http4k	http4k-template-pug4j	6.4.0.0		65c2a0a7cf4b068a3158b3ae4ab30108d8acd76f
org.http4k	http4k-template-pug4j	6.4.1.0		974903544d79b0e4c237b2597d3d11401a042a0d
org.http4k	http4k-template-pug4j	6.5.0.0		55de92d90d8fe5bbf451875ce3dc9c52fc0bda3f
org.http4k	http4k-template-pug4j	6.5.1.0		d9173a3483f59e7cda57212781312f5d5ac1410c
org.http4k	http4k-template-pug4j	6.5.2.0		8f7b73a6c67d9eb3fe7e80b7fb55d169cbcb94e8
org.http4k	http4k-template-pug4j	6.5.3.0		b6a73382f9f47fe9c3355476b17588b4ce6b8042
org.http4k	http4k-template-pug4j	6.5.4.0		984019b1e4a856e229078d3bd5a0cecb63a73635
org.http4k	http4k-template-pug4j	6.5.5.0		8e9595a2295bd56ac3427ac3893c04d19d1c5f5f
org.http4k	http4k-template-pug4j	6.5.5.1		a0581479e7c333375b64b91cb7e5d06bede294e7
org.http4k	http4k-template-pug4j	6.5.6.0		b3bf29ff277a06bcf1a5c27a4d876b655137b8f1
org.http4k	http4k-template-pug4j	6.5.6.1		88540b9e568ae85bf49aa6a678865da9add1decd
org.http4k	http4k-template-pug4j	6.6.0.0		e0d01cb2bd7d3eb124d9e9e847cbc5bf0b73ca31
org.http4k	http4k-template-pug4j	6.6.0.1		d8dd05ff4fa97a9668a33bc2315dc1ca3d89f767
org.http4k	http4k-template-pug4j	6.6.1.0		e387e56bffd54f67244239b73b0f70e5e9f0bb88
org.http4k	http4k-template-pug4j	6.7.0.0		3d8865778b73e0bfcdcdca4d25991fb0b0dd2e9f
org.http4k	http4k-template-pug4j	v6.3.0.0		a4df4da3d5ebca4298f8987da01061f1613f3a42
org.http4k	http4k-template-pug4j	v6.4.1.0		2a5243a47382a7f4faf2111136ab028956d89e77
org.iris-events	quarkus-iris-integration-tests	5.0.0		1f458675e9adeda6052f8bcb553bd955bb8c3f8c
org.iris-events	quarkus-iris-integration-tests	5.0.1		94a2742c99384716804d713d2bbc45750557bfcb
org.iris-events	quarkus-iris-integration-tests	5.0.10		8a820ac8415405bd96a8208ab29aa21cf36d8802
org.iris-events	quarkus-iris-integration-tests	5.0.2		fbed7b8e6853a29727dac7cb92b3c1ae235a9299
org.iris-events	quarkus-iris-integration-tests	5.0.3		ca7d00aaabf46431bf90632cb2937f3df954c07b
org.iris-events	quarkus-iris-integration-tests	5.0.6		96717c070a0ad7e6710ca83d30dcc43e01cd50f1
org.iris-events	quarkus-iris-integration-tests	5.0.7		1aedf96b4341b7178e2ac249b088c073b35f017a
org.iris-events	quarkus-iris-integration-tests	5.0.8		274d5effd172fd0c776bdc1fd4e14af9d512215d
org.iris-events	quarkus-iris-integration-tests	5.0.9		735a5458c58a0fa42d1873623b767746a2d2c6a4
org.iris-events	quarkus-iris-integration-tests	6.0.0		26c8f808aad29be9ae3b12a6537acc8b3d1801b3
org.iris-events	quarkus-iris-integration-tests	6.0.1		8a575c4521171bb232915668bfb8f10e3fcf68e1
org.iris-events	quarkus-iris-integration-tests	6.0.2		48bab4076f1e9ab816d6b4628238b28f320c5127
org.iris-events	quarkus-iris-integration-tests	6.0.3		8d607dabe2e7c5fe54184f7e54d8a5635dc0d81e
org.iris-events	quarkus-iris-integration-tests	6.0.4		eedff131144099798329c89a0cc32db88cb64728
org.iris-events	quarkus-iris-integration-tests	6.1.0		df7f5fde508d605605971a777c7ee491a0643819
org.iris-events	quarkus-iris-integration-tests	6.1.1		75f700ffcfb5ccb822af2342fb8b6f0eb6d2c692
org.iris-events	quarkus-iris-integration-tests	6.1.2		c963f16f791ebe19cdac99adf1e1057490b1e33f
org.iris-events	quarkus-iris-integration-tests	6.1.3		29d30b6dd3c853c996e9de16b1cd0fa320e580e8
org.iris-events	quarkus-iris-integration-tests	6.1.4		60ebefe0c0951111f177b4583e2f03cdbaea53bf
org.iris-events	quarkus-iris-integration-tests	6.1.5		b874bce73b0e783b508de9d2743ec9c8539047c6
org.iris-events	quarkus-iris-integration-tests	6.1.7		6c73f87c3f5f201e54da8923d500da2e9a2e920c
org.iris-events	quarkus-iris-integration-tests	6.1.8		0c026fdcf42ab54e7888c25c6fb94ce7a121a436
org.iris-events	quarkus-iris-integration-tests	6.2.0		b51d7f3db0559e42fb91ac37704cb3f5a2990bca
org.iris-events	quarkus-iris-integration-tests	6.2.1		b9f58d2c45b35e0bc3e772873a3053dcf09dca31
org.iris-events	quarkus-iris-integration-tests	6.2.3		45203f8684048ca6018132b4412ef88898737ab0
org.iris-events	quarkus-iris-integration-tests	6.2.4		d30aec7da63affe5bbb0f5a73c07132cee57828a
org.jetbrains.androidx.core	core-uri-iossimulatorarm64	1.0.0-alpha01		N/A
org.jetbrains.androidx.core	core-uri-iossimulatorarm64	1.0.0-alpha01	metadata	2ad14aed781c4a73ed4dbb421966d408a0a06686
org.jetbrains.androidx.core	core-uri-iossimulatorarm64	1.1.0-alpha02		N/A
org.jetbrains.androidx.core	core-uri-iossimulatorarm64	1.1.0-alpha02	metadata	2ad14aed781c4a73ed4dbb421966d408a0a06686
org.jetbrains.androidx.core	core-uri-iossimulatorarm64	1.1.0-alpha03		N/A
org.jetbrains.androidx.core	core-uri-iossimulatorarm64	1.1.0-alpha03	metadata	2ad14aed781c4a73ed4dbb421966d408a0a06686
org.jreleaser	jreleaser-resource-bundle	1.10.0		12f5e5e85b215ff0362e4e738335130d879ddf27
org.jreleaser	jreleaser-resource-bundle	1.11.0		031d71f0fe68a1b3bbd0250bdc8202693514be59
org.jreleaser	jreleaser-resource-bundle	1.12.0		c93f16915320530cf30a9679542d09b2b2f4803d
org.jreleaser	jreleaser-resource-bundle	1.13.0		b30f0403af437024db3b98bf6c78e81511e41fa8
org.jreleaser	jreleaser-resource-bundle	1.13.1		25d85f3c51a9ecd9c8ed2a1f53f535115de5037f
org.jreleaser	jreleaser-resource-bundle	1.14.0		1423fb5191f22b465a0d6f4ad91f4071fe0b8363
org.jreleaser	jreleaser-resource-bundle	1.15.0		5271fc361101e80006a997537f657f73c58573bc
org.jreleaser	jreleaser-resource-bundle	1.16.0		c73e719f20d68f964f9a6d8d0044a0b0a9ef99aa
org.jreleaser	jreleaser-resource-bundle	1.17.0		e1f1cc97283b44a80d5dd931f850b1f48d4b4093
org.jreleaser	jreleaser-resource-bundle	1.18.0		8060f9681d8a8b50a252299a0e90e19edae15f71
org.jreleaser	jreleaser-resource-bundle	1.3.0		e51b63b2cdcd4469c8de018f1543fcdfd5388149
org.jreleaser	jreleaser-resource-bundle	1.3.1		655dd43a4de913ae286457540a70fc9e6d546c44
org.jreleaser	jreleaser-resource-bundle	1.4.0		79ba5ed03dab55ade46af0384c6afe871490bf2c
org.jreleaser	jreleaser-resource-bundle	1.5.0		10c82127141ab345244e72846faad9b0fa06c073
org.jreleaser	jreleaser-resource-bundle	1.5.1		a51e14b10f7028b9eb062b4dad1c39a0c0aaf076
org.jreleaser	jreleaser-resource-bundle	1.6.0		050aba092fa794e0cb91158de894a97aff581356
org.jreleaser	jreleaser-resource-bundle	1.7.0		10853a677ad9f4876c2a597a7d217998fbc2bc54
org.jreleaser	jreleaser-resource-bundle	1.8.0		f933baf1c6e665bd107b2d6e7c975c3c016beb05
org.jreleaser	jreleaser-resource-bundle	1.9.0		28168842036c05223a24b7be48888ab6671eb28d
org.kotlincrypto.endians	endians-macosarm64	0.1.0		N/A
org.kotlincrypto.endians	endians-macosarm64	0.1.0	metadata	dc946bd632d427223e4ca66579825c41ad8a55a2
org.kotlincrypto.endians	endians-macosarm64	0.2.0		N/A
org.kotlincrypto.endians	endians-macosarm64	0.2.0	metadata	2ad14aed781c4a73ed4dbb421966d408a0a06686
org.kotlincrypto.endians	endians-macosarm64	0.3.0		N/A
org.kotlincrypto.endians	endians-macosarm64	0.3.0	metadata	2ad14aed781c4a73ed4dbb421966d408a0a06686
org.kotlincrypto.endians	endians-macosarm64	0.3.1		N/A
org.kotlincrypto.endians	endians-macosarm64	0.3.1	metadata	2ad14aed781c4a73ed4dbb421966d408a0a06686
org.kotlincrypto.endians	endians-macosarm64	0.3.2		N/A
org.kotlincrypto.endians	endians-macosarm64	0.3.2	metadata	2ad14aed781c4a73ed4dbb421966d408a0a06686
org.openrewrite	rewrite-java-test	7.35.0		76e9d720b7da6ba4705919fd76b16709051a4d89
org.openrewrite	rewrite-java-test	7.36.0		8eb3cc1cacf8313634f975103cf9081d7c8a1b8d
org.openrewrite	rewrite-java-test	7.36.1		47bd036fbddd92136c5373e43b52716c26ca8421
org.openrewrite	rewrite-java-test	7.37.0		7d5fb05e52aacee049ad63f51c49223001717888
org.openrewrite	rewrite-java-test	7.37.1		b4ad000e4052df4bd2ba3d831e9ee2a83cd2e232
org.openrewrite	rewrite-java-test	7.37.2		156ff6ba34427cac318b4c4d0d6852c2da85c352
org.openrewrite	rewrite-java-test	7.37.3		4ab1ceef9971b039fa619fdc20c87229ac3fe603
org.openrewrite	rewrite-java-test	7.38.0		04fb7795a55f4e959af43c55b28e488636fc1326
org.openrewrite	rewrite-java-test	7.39.0		be987af17c2d2d134978407b35e3762d81a37b12
org.openrewrite	rewrite-java-test	7.39.1		869677031eede5ea28f3108d72697748a0961a33
org.openrewrite	rewrite-java-test	7.40.0		a9c01df8c35760af0a79bba7737decf2d2c111d7
org.openrewrite	rewrite-java-test	7.40.1		b7989d0b7af58f3591b03c7b6860e1a0b5759195
org.openrewrite	rewrite-java-test	7.40.2		8a00d214af58d25e5148e1adad2a924c5af00de3
org.openrewrite	rewrite-java-test	7.40.3		77fb889a99fafc31a1041f62e8203cef1652a7a3
org.openrewrite	rewrite-java-test	7.40.4		aa2ee9b96e2a41ac913e3de79e904ff6ba5f4469
org.openrewrite	rewrite-java-test	7.40.5		65be9ac4072b1d536b72014fed7a0c3c28ea06ee
org.openrewrite	rewrite-java-test	7.40.6		81da3828bf693dd824b4d87d9b696d0f897e2737
org.openrewrite	rewrite-java-test	7.40.7		684334a4b64b4422dcce117e71c2d2cd7d519093
org.openrewrite	rewrite-java-test	7.40.8		987be5851bfc2a0b98f56d4d45bb0bb22664ecce
org.openrewrite	rewrite-java-test	8.0.0		f08dc1a7e65239e4cf0b8478da3c86058448fd75
org.openrewrite	rewrite-java-test	8.1.0		74656a11d996cd27a17cf096618d4dbbe1f99b81
org.openrewrite	rewrite-java-test	8.1.1		272a0f1ab93d98c5fe3df930220aa219ed810424
org.openrewrite	rewrite-java-test	8.1.10		9b0632635a3fcfb09f3c452eac662c3e4ba85110
org.openrewrite	rewrite-java-test	8.1.11		e190ff3eabbb1e0b8f1445cf4c825a4dde112571
org.openrewrite	rewrite-java-test	8.1.12		e5b76120702f5b5f3b8d9ac97137e3fbe498b112
org.openrewrite	rewrite-java-test	8.1.13		52f91b2b71fe522942923f3c2784eb58d98482d3
org.openrewrite	rewrite-java-test	8.1.14		ee1ef1827b45ff230aa61f6afdf0c9622f0fb8c1
org.openrewrite	rewrite-java-test	8.1.15		fc4897b1e6883d26411ef8159704309dac4963d4
org.openrewrite	rewrite-java-test	8.1.2		7f71ea31a9e27d4ec8aad4473991617e4e1ac4e3
org.openrewrite	rewrite-java-test	8.1.3		eedda781ada616a8e2bae6e796a7d6dd00e6d90b
org.openrewrite	rewrite-java-test	8.1.4		566cafce34adb2b36c78dc9983f574dd987bbe93
org.openrewrite	rewrite-java-test	8.1.5		37ef3ff5a31730a57f43baeec313e847d52c9136
org.openrewrite	rewrite-java-test	8.1.6		68b6185d6e092d01bd75047214ca2784048e76e4
org.openrewrite	rewrite-java-test	8.1.7		f103df18e678b2ec84298af75bca3c3abe465328
org.openrewrite	rewrite-java-test	8.1.8		253e5ed9d9219c2297729d8771940555fa1f3241
org.openrewrite	rewrite-java-test	8.1.9		4b412b5adb225236f1632530500020c45d39e521
org.openrewrite	rewrite-java-test	8.10.0		b55047fd52246b7bd549063b3888ff11dc6f801c
org.openrewrite	rewrite-java-test	8.10.1		b6c32f4b61619f559fd0e483870abf0b55ff8744
org.openrewrite	rewrite-java-test	8.11.0		bb561844f5ac3ee390ee90db90a741a48da5dc6c
org.openrewrite	rewrite-java-test	8.11.1		4f5e1a39e4252a2ee0e6d6ef05c21c77209368a0
org.openrewrite	rewrite-java-test	8.11.2		3eb958235c6b05d87d86dd3457c734620fe5f01a
org.openrewrite	rewrite-java-test	8.11.3		9e2c1622fd1eceb044e8ccd8e1344fc70f3f06b9
org.openrewrite	rewrite-java-test	8.11.4		9cc9c61dd0ca603d6657c89c60a5a9234dc5c432
org.openrewrite	rewrite-java-test	8.11.5		679f49a33cd4d899edc0062688e4105bebb224e2
org.openrewrite	rewrite-java-test	8.12.0		071208a1757d89b2e91138d37d54afa0b6c66fe4
org.openrewrite	rewrite-java-test	8.13.0		432fe8cbe005b870f9edc7ffcb4abc0789470f8e
org.openrewrite	rewrite-java-test	8.13.1		9f6e3afd782bc6c1e3fae5476e49cc5ddf301960
org.openrewrite	rewrite-java-test	8.13.2		9693c88993bc4b741073daa5496c37bf32db4174
org.openrewrite	rewrite-java-test	8.13.3		aa47c4359920438a3bf5a04acb11b22798b17113
org.openrewrite	rewrite-java-test	8.13.4		47418792d049ed561d1e36618580301784a16db8
org.openrewrite	rewrite-java-test	8.13.5		8794c0701c400b908a7bac0e2eac76eea7555b1a
org.openrewrite	rewrite-java-test	8.13.6		71515031c62fe2a5c487d815449dd8ed72cb3d99
org.openrewrite	rewrite-java-test	8.13.7		d2f0f25f0691b638c5a90114a3bf4a184d89e157
org.openrewrite	rewrite-java-test	8.13.8		7d59c065eacdd393ed827fc25cdb3856fe0afed9
org.openrewrite	rewrite-java-test	8.14.0		22389883de96131d4d543311987b060792812f64
org.openrewrite	rewrite-java-test	8.14.1		c2b930678bd00fa6fb60a8307658ac2cb5ab1773
org.openrewrite	rewrite-java-test	8.14.2		c74cfc447332d42c7d658c4a5cbdf20b086b1abd
org.openrewrite	rewrite-java-test	8.14.3		0ae981fbe68aa511328687b3fcc99523ac3e7a4d
org.openrewrite	rewrite-java-test	8.14.4		c5ad021abb52a57eccf698a48b676a45bd0800d0
org.openrewrite	rewrite-java-test	8.15.0		29da183bf21e31459a699da8e5280c3f23c8953b
org.openrewrite	rewrite-java-test	8.15.1		caa46defa628ae14312679e77e9bb37d29688d03
org.openrewrite	rewrite-java-test	8.15.2		04e870c9e750b012955b64ab5710fca5ffedac6c
org.openrewrite	rewrite-java-test	8.16.0		b2ba9ca392069eaf8c3bb62a09a3cb13792eaeba
org.openrewrite	rewrite-java-test	8.17.0		5208c68e5da4904f89fab7cf4910140ac1499d9e
org.openrewrite	rewrite-java-test	8.17.1		d1a26202f4fb12410d9247300dc9465117f7dce0
org.openrewrite	rewrite-java-test	8.18.0		6a1612889c7dbc1a817998394d8cc6e24d8967b4
org.openrewrite	rewrite-java-test	8.18.1		2c48e05bb0f91a946407a38a14a6df6ede1a6030
org.openrewrite	rewrite-java-test	8.18.2		9f3cd5c9e38e9520e7b015ca20ccc9583a580332
org.openrewrite	rewrite-java-test	8.19.0		40e2f572729b709056b0761623300ecfe0b61fc0
org.openrewrite	rewrite-java-test	8.2.0		96a8cddecb8fedfc0d3bad41186736d7cca4b176
org.openrewrite	rewrite-java-test	8.20.0		b107b3cf446bdd7ae47bddfcdeb1549984c3a368
org.openrewrite	rewrite-java-test	8.21.0		9ab1907048d47d38642c2daef130664aa234ff0b
org.openrewrite	rewrite-java-test	8.22.0		87d2bc79a4a76c2e58ffe1ca8a5080a207df8b13
org.openrewrite	rewrite-java-test	8.23.0		0187c2cf8407613afa6d747142cff184bdf34cac
org.openrewrite	rewrite-java-test	8.23.1		bdec01cb91e88fab3f68e51bfc31ff7c7dad0854
org.openrewrite	rewrite-java-test	8.23.2		354fc0c88cff9477582ce94dccb37f15894aaa27
org.openrewrite	rewrite-java-test	8.23.3		3accc2469f6e1df2b8caada91472f99318c0f404
org.openrewrite	rewrite-java-test	8.24.0		8844e1e4ce9603a5febb9bcfde57ea4e4bb253f4
org.openrewrite	rewrite-java-test	8.25.0		a43a3c9d6e95fafcaef394c8001fd8bcbb814726
org.openrewrite	rewrite-java-test	8.26.0		4487be5df81ff63db97a44554f866a81a40b9de5
org.openrewrite	rewrite-java-test	8.27.0		3abffe34f07579cc7ea0fa0a3b9ef9ddfe0f7f88
org.openrewrite	rewrite-java-test	8.27.1		68eaf0086d7f1419c60801bfdb2e4a85159cd27f
org.openrewrite	rewrite-java-test	8.27.2		10d2bfbd84bebdc2dc672145460e81c5616bf351
org.openrewrite	rewrite-java-test	8.27.3		5e18450437ae9eff5de7bb2ed1b4c19d424b9ac3
org.openrewrite	rewrite-java-test	8.27.4		3a65c478e60aae14d47f985177d28093880b308b
org.openrewrite	rewrite-java-test	8.28.0		f483771f3a83eae5e8adcd80dad4055275584403
org.openrewrite	rewrite-java-test	8.28.1		948c8fe5c47dd8dcf491fd0d64687f434545ed5e
org.openrewrite	rewrite-java-test	8.29.0		e490688661eb80a943f511eed51f59db99bb57a2
org.openrewrite	rewrite-java-test	8.3.0		f078822fd56e02f330e993cb60605562af06733d
org.openrewrite	rewrite-java-test	8.30.0		3ec4f8893665a07db31909e8de87954fe855912d
org.openrewrite	rewrite-java-test	8.31.1		f04e688c578f4333362e2d4a8a98f6fa08a3269a
org.openrewrite	rewrite-java-test	8.32.0		5762f7ceba4676f30d795574a15d939ad14d76cc
org.openrewrite	rewrite-java-test	8.32.1		160aa91d8414d1be7f25865a8d3754bac969a481
org.openrewrite	rewrite-java-test	8.33.0		056990819f35fb16705a91dfcda5ef37e6154ea2
org.openrewrite	rewrite-java-test	8.33.1		fe8d325f686a7399039748648ff509115ab2a2f0
org.openrewrite	rewrite-java-test	8.33.2		dbc2cea5694df06191c0776f0ee49a28f86c455b
org.openrewrite	rewrite-java-test	8.33.3		7e77dcdceeb11badd8e065d93d34dec78c35851b
org.openrewrite	rewrite-java-test	8.33.4		ce5b1122b28d6cae87689eb107559ff1f916637b
org.openrewrite	rewrite-java-test	8.33.5		cabe1ad095b894ef26bd592ab9d108c28e6e5f40
org.openrewrite	rewrite-java-test	8.33.6		5e4e9efab6af069c59d25aa9401a2ea6f4273b0c
org.openrewrite	rewrite-java-test	8.33.7		f7535dc6b45e2568c2d0257fa10a182545741c06
org.openrewrite	rewrite-java-test	8.33.8		a240ac3378084b5d2cdcc106a74e3f459c671a21
org.openrewrite	rewrite-java-test	8.34.0		ae9cd747a8610e01032615ab27d9359ec8305573
org.openrewrite	rewrite-java-test	8.34.1		ac0eb12bff8a59d690bafb9b1aa390c4e5b80d47
org.openrewrite	rewrite-java-test	8.34.2		f2fea894ddc7cc1a0e7bef27fa7973afca29b12c
org.openrewrite	rewrite-java-test	8.34.3		168ee63864737ac2d12bc78088f532f913b63092
org.openrewrite	rewrite-java-test	8.34.4		a76b46cf738418dd64ec235b8099f8bdff6bad08
org.openrewrite	rewrite-java-test	8.35.0		f4f0f7d93316d230c56ee9155c0062a51029e726
org.openrewrite	rewrite-java-test	8.35.1		c3042dbebfc01e2995269ca9f98f6fcafd876cb7
org.openrewrite	rewrite-java-test	8.35.2		2270520fe2348bc31703a0dc7818fd3af4a2a34c
org.openrewrite	rewrite-java-test	8.35.3		8d5c6a2c6c0a50b94d6c765e9733cd80571d4ed3
org.openrewrite	rewrite-java-test	8.35.4		462056787aa7ee1fef72759007a18982375a8a8d
org.openrewrite	rewrite-java-test	8.36.0		21d1054ddbc357b3ad329c4bdc6e19736134c891
org.openrewrite	rewrite-java-test	8.37.0		507e918421906aef2e4d21017d2e1ba4812780e7
org.openrewrite	rewrite-java-test	8.37.1		29800f679769976faade5d84929c58649b4a8e8c
org.openrewrite	rewrite-java-test	8.37.2		a3602068f6c74de939cb6e9ff9e8036c8f6574cb
org.openrewrite	rewrite-java-test	8.37.3		0e35ec48897a4f2051b64f8aebe96ec7c986b23a
org.openrewrite	rewrite-java-test	8.37.4		f9d1a6668769b15781fec323cf985879868cc6e0
org.openrewrite	rewrite-java-test	8.38.0		37755005d0a633cb2d20b666118defbd5335eb9a
org.openrewrite	rewrite-java-test	8.38.1		f1a9ca87173465b0632c4af0bb536aeb53f1e4d9
org.openrewrite	rewrite-java-test	8.38.2		a5e93491e1d2ace81be5c90161636608041fcdda
