au.net.causal.shoelaces	shoelaces-logconfig-integration-tests-common	2.0		N/A
com.softicar.platform	platform-common-core	15.0.0		025c94d2d006f634dca1be7603150001808d6ae2
com.softicar.platform	platform-common-core	16.0.0		cb7e9256761ed5266204223b90d53148bcd34f98
com.softicar.platform	platform-common-core	16.0.0+patch1		bba0809f207422061b8296b19cee87900f684a0a
com.softicar.platform	platform-common-core	16.0.0+patch2		521dc9a8faa4cee1027303c8b927c4d1960c71c2
com.softicar.platform	platform-common-core	16.0.0+patch3		c911169d2497d771aae52a1d63c5b762af3501d3
com.xiaoazhai	ali-pay	0.1.3		4836e37a4b1a9316b7816a08f44272806517fa7f
com.xiaoazhai	ali-pay	0.1.4		6104657df47b4911e16ac0908ae32d97c467343b
com.xiaoazhai	ali-pay	0.1.6		77586083502f904ec5e5095f4b70f4dbcc7e9ba1
com.xiaoazhai	ali-pay	0.1.7		ae80e3e9e8be04b107dc7b18a89708806084eec7
com.xiaoazhai	ali-pay	0.1.8		f338caacb00896e9c4fc0f1c95f3dcad65da3abe
de.dentrassi.eclipse.neoscada.hmi	org.eclipse.scada.da.ui.widgets	0.2.1		ced8545449ae462adf40649ac2fd26c9ad5fbbe9
eu.hurion.vaadin.heroku	vaadin-for-heroku	0.1.0		c75a79e800be5dc1b0a0684e46e72de9310c06e7
eu.hurion.vaadin.heroku	vaadin-for-heroku	0.2		0ad7290083ba7bce5e226ce34edc9dbc4b6d1686
eu.hurion.vaadin.heroku	vaadin-for-heroku	0.3		2b3751a83fe28671a138c12b9664e20d019d5423
eu.hurion.vaadin.heroku	vaadin-for-heroku	0.4		66e293918362e44e1b7423373e5159b7f94c395e
eu.hurion.vaadin.heroku	vaadin-for-heroku	1.0		455516e9a4a8cdda727bb2b1bdae4dbcc2b2bba8
in.ejava	rest.plugin.core	1.0.0		b8b6df03321af7b331264ea78c99213d65d734a8
in.ejava	rest.plugin.core	1.0.1		b4a566c1c61342c0ff05eaca79226c3b62a59493
io.github.amitkma	kmpalette-core-jvm	unspecified		f61740b5ba851525ad057de85a1e47fc5c32cf62
io.github.hylkeb	susstatemachine-mingwx64	1.1.0		N/A
io.github.hylkeb	susstatemachine-mingwx64	1.1.1		N/A
io.github.msdk	msdk-featdet-openms	0.0.8		f06888c5100d26d5d1158e6150a9fe8498d8b6a2
io.github.msdk	msdk-featdet-openms	0.0.9		fb34e8f09baeac7258227b00e7560b28e840153e
io.github.panpf.tools4a	tools4a-permission-ktx	1.0.0		N/A
io.github.panpf.tools4a	tools4a-permission-ktx	1.0.0-rc03		N/A
io.github.rhdunn	xqt-platform-xml-linuxarm64	0.2.0		N/A
io.github.stackableregiments	lift-authentication_2.11	0.2.0		be07f64bca0409037204113cc359a1b5ea6635f9
io.github.stackableregiments	lift-authentication_2.11	0.3.0		0bd69a57d798539daf67409a86eabb414e72637c
io.github.stackableregiments	lift-authentication_2.11	0.4.0		0f4c6a6b1842708ecf68850d26ad59f474c64b0e
io.helidon.integrations.neo4j	helidon-integrations-neo4j-metrics	2.3.0		b755d17bf020b08f41d5076d1a034375edda3d0f
io.helidon.integrations.neo4j	helidon-integrations-neo4j-metrics	2.3.1		266b84b12e1dd940c10427381ca5888ff83ac10f
io.helidon.integrations.neo4j	helidon-integrations-neo4j-metrics	2.3.2		d6d3b03bd1751b27e5c557572bac9d7b7fca293c
io.helidon.integrations.neo4j	helidon-integrations-neo4j-metrics	2.3.3		2d6e28ddfaf47310124a2fa5f3f4a83f8d34db23
io.helidon.integrations.neo4j	helidon-integrations-neo4j-metrics	2.3.4		03cf80089282f45150b9ca0bc7e7543ba0b45d72
io.helidon.integrations.neo4j	helidon-integrations-neo4j-metrics	2.4.0		96ae1e87279d1e772a113e2b2ebc810bd121edc7
io.helidon.integrations.neo4j	helidon-integrations-neo4j-metrics	2.4.1		0c8c2fd94c4aa666181601c67da68c954aaf6e5b
io.helidon.integrations.neo4j	helidon-integrations-neo4j-metrics	2.4.2		b9832731d831102a028a3bc7934387e606df2e95
io.helidon.integrations.neo4j	helidon-integrations-neo4j-metrics	2.5.0		389c1172f3cde2ca7c3709a952b72f8de196f44e
io.helidon.integrations.neo4j	helidon-integrations-neo4j-metrics	2.5.1		2f770ee8a3a5c6c6e42b0ef85fa0e9acc29a3a24
io.helidon.integrations.neo4j	helidon-integrations-neo4j-metrics	2.5.2		311fe431326526bfa530d35aebbfcfcfd4639d30
io.helidon.integrations.neo4j	helidon-integrations-neo4j-metrics	2.5.3		549cd978a9724af4835b41b2af0e7c1acffa85a2
io.helidon.integrations.neo4j	helidon-integrations-neo4j-metrics	2.5.4		c49289860901f803ed6a855300f0e7ae99300cb9
io.helidon.integrations.neo4j	helidon-integrations-neo4j-metrics	2.5.5		94569a64c398d310a9cf81f544502d12e75cb20d
io.helidon.integrations.neo4j	helidon-integrations-neo4j-metrics	2.5.6		bf91efda4db35babb7fcdbcf8cdad5086db7cd56
io.helidon.integrations.neo4j	helidon-integrations-neo4j-metrics	2.6.0		b813a771d540196b3e4a27c9ff20cf3bc2cd2b18
io.helidon.integrations.neo4j	helidon-integrations-neo4j-metrics	2.6.1		ffbe3a5dbfbfd0292022e88848819121dcfc20ff
io.helidon.integrations.neo4j	helidon-integrations-neo4j-metrics	2.6.10		0ec5c7f438757ce4dddbe6e262ef322715b2f8ed
io.helidon.integrations.neo4j	helidon-integrations-neo4j-metrics	2.6.11		9a02cd35073857f77de71f6b7270cb05f26a9dc1
io.helidon.integrations.neo4j	helidon-integrations-neo4j-metrics	2.6.2		3f03b27b44f80c87acdf510be2e9bbb9a9f6e313
io.helidon.integrations.neo4j	helidon-integrations-neo4j-metrics	2.6.3		dc635b6c4d2de769e5ad59cb396c94842d703ff1
io.helidon.integrations.neo4j	helidon-integrations-neo4j-metrics	2.6.4		b09b4ecb524867bc939e521dc14450aafa7fe8a6
io.helidon.integrations.neo4j	helidon-integrations-neo4j-metrics	2.6.5		e31de48dfa2c54f28559114ed663d3b41d74af1a
io.helidon.integrations.neo4j	helidon-integrations-neo4j-metrics	2.6.6		c5d94ae44596706b747a12387d915657a3cf5c2d
io.helidon.integrations.neo4j	helidon-integrations-neo4j-metrics	2.6.7		83bc23aa3f5463a941cfe3ffe165c90d0ecd5621
io.helidon.integrations.neo4j	helidon-integrations-neo4j-metrics	2.6.8		ce85a33e2b394a6db6268deb8219c0b59e82a949
io.helidon.integrations.neo4j	helidon-integrations-neo4j-metrics	2.6.9		12558606d630eaa2f6b589b2b1026609772d0af0
io.helidon.integrations.neo4j	helidon-integrations-neo4j-metrics	3.0.0		3bde23f0022372b00a08d17f10f2ca024974cc1b
io.helidon.integrations.neo4j	helidon-integrations-neo4j-metrics	3.0.0-M1		4c75199792171984e2fe7e35b7894b701cfc6a4a
io.helidon.integrations.neo4j	helidon-integrations-neo4j-metrics	3.0.0-M2		73a0a93ca12a01dc62720c3f8bc6d8c19190c49b
io.helidon.integrations.neo4j	helidon-integrations-neo4j-metrics	3.0.0-RC1		2f075da013e13e8cd5af66c7d9ff4f29fac40c4b
io.helidon.integrations.neo4j	helidon-integrations-neo4j-metrics	3.0.0-RC2		50cdc1f013aedcd976b4080968385a53a81b6243
io.helidon.integrations.neo4j	helidon-integrations-neo4j-metrics	3.0.1		e63ddf3d49921200ed144cea590c7651ebed7bad
io.helidon.integrations.neo4j	helidon-integrations-neo4j-metrics	3.0.2		b3fa3656233177cbe911fed8346af6b94b0a4920
io.helidon.integrations.neo4j	helidon-integrations-neo4j-metrics	3.1.0		8471fbb78f6db9c638db55bb387d1b09ec84ccea
io.helidon.integrations.neo4j	helidon-integrations-neo4j-metrics	3.1.1		ee97a0380bbc2217857a03fbeddc73c59c789b69
io.helidon.integrations.neo4j	helidon-integrations-neo4j-metrics	3.1.2		13d4d800d084caa8033d08260fa86fe48cd3d224
io.helidon.integrations.neo4j	helidon-integrations-neo4j-metrics	3.2.0		592b948e063ac30cb213bb767637f067a77893a8
io.helidon.integrations.neo4j	helidon-integrations-neo4j-metrics	3.2.1		5f3232506305645be8d7fa346fc56de58bf20179
io.helidon.integrations.neo4j	helidon-integrations-neo4j-metrics	3.2.10		8241f97b17064092364ea765fb9817cd00fdd506
io.helidon.integrations.neo4j	helidon-integrations-neo4j-metrics	3.2.11		9bd17047e65d7dfb301062b389dffa56ac13afee
io.helidon.integrations.neo4j	helidon-integrations-neo4j-metrics	3.2.12		7c858b7b5b41b8c293180c33b821f8dc1e6dff13
io.helidon.integrations.neo4j	helidon-integrations-neo4j-metrics	3.2.2		4927165c587431a50ba29f2e85e0033d8a4dd675
io.helidon.integrations.neo4j	helidon-integrations-neo4j-metrics	3.2.3		591d762902f53f98bccb79ab36e7c18b217f7cf8
io.helidon.integrations.neo4j	helidon-integrations-neo4j-metrics	3.2.4		dc3dc37521b71acf518914b1a85b08f22beffbfb
io.helidon.integrations.neo4j	helidon-integrations-neo4j-metrics	3.2.5		0e6252718c35b567b4a12c52e85509e916c47f49
io.helidon.integrations.neo4j	helidon-integrations-neo4j-metrics	3.2.6		64363f91689db3a5113f5c00e88b2e80c4ba6f2a
io.helidon.integrations.neo4j	helidon-integrations-neo4j-metrics	3.2.7		117c6e7125892482cfd2d27e735ec0ce9b474e76
io.helidon.integrations.neo4j	helidon-integrations-neo4j-metrics	3.2.8		cccf5b833c1771e5d648b882644d185bce67d0d4
io.helidon.integrations.neo4j	helidon-integrations-neo4j-metrics	3.2.9		d92c83f421039d1e87d8079b79f9d479eb8dd30e
io.helidon.integrations.neo4j	helidon-integrations-neo4j-metrics	4.0.0		c78d28e1a1c933583db64b5f46f998b913e2fd30
io.helidon.integrations.neo4j	helidon-integrations-neo4j-metrics	4.0.0-ALPHA1		cdc66c84d2efc79dc961bfc333ef116bd3a51186
io.helidon.integrations.neo4j	helidon-integrations-neo4j-metrics	4.0.0-ALPHA2		e867f5701092988886be43ae512a308722b566e7
io.helidon.integrations.neo4j	helidon-integrations-neo4j-metrics	4.0.0-ALPHA3		89145504f24b416ff3858ad94925edf54ec6977c
io.helidon.integrations.neo4j	helidon-integrations-neo4j-metrics	4.0.0-ALPHA4		bbe9e1a2d40889b419d083628870fdbadcb177a8
io.helidon.integrations.neo4j	helidon-integrations-neo4j-metrics	4.0.0-ALPHA5		1613c0572cdcf13df97c16017f4f485558c05bc2
io.helidon.integrations.neo4j	helidon-integrations-neo4j-metrics	4.0.0-ALPHA6		c5fc0e11e5276b90c556ecd34e69f42d10c89b9d
io.helidon.integrations.neo4j	helidon-integrations-neo4j-metrics	4.0.0-M1		8447c1134a796ab61877336c9c61256586edd64b
io.helidon.integrations.neo4j	helidon-integrations-neo4j-metrics	4.0.0-M2		da695e4abf9315f0731741d1cef915a39e670ea7
io.helidon.integrations.neo4j	helidon-integrations-neo4j-metrics	4.0.0-RC1		3be4af638df4d045718c5d4d757b059f8d130182
io.helidon.integrations.neo4j	helidon-integrations-neo4j-metrics	4.0.0-RC2		e3ee82c4c141fd45d7b25b9d2e4085e698b24413
io.helidon.integrations.neo4j	helidon-integrations-neo4j-metrics	4.0.1		a6c5ab80abfa6b6621b65d0c51d7ab1d60408f9a
io.helidon.integrations.neo4j	helidon-integrations-neo4j-metrics	4.0.10		a086a41843ee80eb06d714f5319c8d7a2c2e8502
io.helidon.integrations.neo4j	helidon-integrations-neo4j-metrics	4.0.11		388dd5278f3e7c8ca91b4dc42f332bdd13a2fc36
io.helidon.integrations.neo4j	helidon-integrations-neo4j-metrics	4.0.12		58443aab92cc7f0bbe5cdde8dd26eeead737c5f1
io.helidon.integrations.neo4j	helidon-integrations-neo4j-metrics	4.0.2		56b95d08e3569f65e1cf01515685ed565163700e
io.helidon.integrations.neo4j	helidon-integrations-neo4j-metrics	4.0.3		86e2eaa508933e6da39cd8166a91c2400e16b4ae
io.helidon.integrations.neo4j	helidon-integrations-neo4j-metrics	4.0.4		daba1f7250772c7381c5cd0b990749b959939c39
io.helidon.integrations.neo4j	helidon-integrations-neo4j-metrics	4.0.5		e090ff01eedd7d09c1b229b96575ac0993acd323
io.helidon.integrations.neo4j	helidon-integrations-neo4j-metrics	4.0.6		c15f7f55fd116602768036a7be53f7af5f1e5bee
io.helidon.integrations.neo4j	helidon-integrations-neo4j-metrics	4.0.7		2439790ddbc3dea39027ad50ed2f815dcef1cc50
io.helidon.integrations.neo4j	helidon-integrations-neo4j-metrics	4.0.8		20ae0e342aee5294b19d0460dd0a477d3eb779b7
io.helidon.integrations.neo4j	helidon-integrations-neo4j-metrics	4.0.9		7e9a33a9f8228d56f08c254502cf1405e8191793
io.helidon.integrations.neo4j	helidon-integrations-neo4j-metrics	4.1.0		2d71069ea936cde71c6be41ccada0d4cfafa636c
io.helidon.integrations.neo4j	helidon-integrations-neo4j-metrics	4.1.1		8f4eb54f082aaec2ae3a808ea2abb7400d9fe805
io.helidon.integrations.neo4j	helidon-integrations-neo4j-metrics	4.1.2		4726249a8c0a7d5118a807fba53c3398f0f0bdb3
io.helidon.integrations.neo4j	helidon-integrations-neo4j-metrics	4.1.3		28b14ff796971b26ff141a41cfa00c454644d8b1
io.helidon.integrations.neo4j	helidon-integrations-neo4j-metrics	4.1.4		73085689cee27f3e3138a1e5d4a5fb5a79f95744
io.helidon.integrations.neo4j	helidon-integrations-neo4j-metrics	4.1.5		d59d01c3767be4c533693d22d4a2f1b1a481f750
io.helidon.integrations.neo4j	helidon-integrations-neo4j-metrics	4.1.6		2f4d40fffb899f0e66d031abbbf202e4b4b3f75e
io.helidon.integrations.neo4j	helidon-integrations-neo4j-metrics	4.1.7		48c93c0cf958151cfed4778cedb678c765d9c503
io.helidon.integrations.neo4j	helidon-integrations-neo4j-metrics	4.2.0		a7bd09e1150b824f06f35267cd9b57a9b5aed4cf
io.helidon.integrations.neo4j	helidon-integrations-neo4j-metrics	4.2.1		e3ab13daae3a5d34a10556c202df6c3deb0df54f
io.jooby	jooby-avaje-inject	3.1.0		8a2c85006ebd6cb9f2db49b9ad3c0a8c9e04b722
io.jooby	jooby-avaje-inject	3.1.1		9de6cc1c44ccb536292d00754e9734cf45be6394
io.jooby	jooby-avaje-inject	3.1.2		e430e1f9f4df165a02bf2965d82d277fb3046959
io.jooby	jooby-avaje-inject	3.1.3		f8a0705cb826bfd93b266b7707376c8674422e61
io.jooby	jooby-avaje-inject	3.1.4		df45fde329ad123c31211e6b5bed6df230f6fe24
io.jooby	jooby-avaje-inject	3.2.0		38da8963dd745c4a9d921339ca18b0967045c26a
io.jooby	jooby-avaje-inject	3.2.1		fec5e60e88cd82d481b8fd47a563a9784bf4e146
io.jooby	jooby-avaje-inject	3.2.2		77c3cd43a50301cae89313ffb3e751406b5ee371
io.jooby	jooby-avaje-inject	3.2.3		e289529dc17cf230105745e9738bfa425705d9e1
io.jooby	jooby-avaje-inject	3.2.4		85fbd1bdb35d372b1aa6d721e9a80cb0c8d637c3
io.jooby	jooby-avaje-inject	3.2.5		517d978c40599ce9b11d23ce6d4431719c0d2c1e
io.jooby	jooby-avaje-inject	3.2.6		7d781c47d55a01bfd886b6245067d1fea49e50ce
io.jooby	jooby-avaje-inject	3.2.7		a2fb037700f4f24f330a9d6e6abe184fc7cf8e37
io.jooby	jooby-avaje-inject	3.2.8		3ed3dd82b3056b637da919096a4d44550803eddb
io.jooby	jooby-avaje-inject	3.2.9		b241a4d3e454a99dfc65fc924986fb3f0fe52e67
io.jooby	jooby-avaje-inject	3.3.0		a88e4e88f44dc643651d7410b925277b210aa061
io.jooby	jooby-avaje-inject	3.3.1		a7cdbefa2d58c85f673eec3c45bd38873d7efba1
io.jooby	jooby-avaje-inject	3.4.0		372aecc20c6e5b1860eb277767f1273b86e794ee
io.jooby	jooby-avaje-inject	3.4.1		3fcbe18a8695b328bedaaaa2be782b15b43181d4
io.jooby	jooby-avaje-inject	3.4.2		c886065b3157d164a71b1d2d69a52ab69af6f6a7
io.jooby	jooby-avaje-inject	3.4.3		9c51b2f3e9df39eb87f64bb57195c5dcd4e63f75
io.jooby	jooby-avaje-inject	3.5.0		987fad60c9db8501b930d29f0443db05ad411ad0
io.jooby	jooby-avaje-inject	3.5.1		760b9cf814953b45a55c19d191c980e374e3070a
io.jooby	jooby-avaje-inject	3.5.2		36e9c0b5493c67fa9b2d79e15e2203112ea0fe7c
io.jooby	jooby-avaje-inject	3.5.3		7334e47077b359295f7b9cad6a60218a15333407
io.jooby	jooby-avaje-inject	3.5.4		dccf8de67cc0d11d4f24ab34713ad84821360733
io.jooby	jooby-avaje-inject	3.5.5		9c40b6b519463ab9fde14a77bc136b87e1045a9b
io.jooby	jooby-avaje-inject	3.6.0		2ee86875c63fe2ea5ebe333699fb5c4b7e9fd09f
io.jooby	jooby-avaje-inject	3.6.1		2180cec7d1e18e2ab52dfb3609cccc7dd31a1d13
io.jooby	jooby-avaje-inject	3.7.0		4931e972859969d3c224f41f21d047c72e5a1442
io.leopard.boot	leopard-boot-jetty	0.9.20		ae2d405f69ae112beaf0f2664f525be68ba5d7c4
io.smallrye.llm	smallrye-llm-langchain4j-config-mpconfig	0.0.1		1523b79bda88fc3fb6f133bc710a880b2fd0a102
io.smallrye.llm	smallrye-llm-langchain4j-config-mpconfig	0.0.2		5b39b6ab31d8e4dab819463ffbf7df8a6c8fbcb8
