au.net.causal.shoelaces	shoelaces-jdbc-integration-tests-app-derby	2.0		N/A
org.anyline	anyline-data-jdbc-cudb	8.7.2-20240831		604d82e6e4c506b9a5c6899b39db27d0a714bffd
org.anyline	anyline-data-jdbc-cudb	8.7.2-20240901		5d25f778ab583f5ac794c0542ac2dc7a29dc5b44
org.anyline	anyline-data-jdbc-cudb	8.7.2-20240905		f9371cd9b050e605aa6e2647d8cfafcfbe6ecd3e
org.anyline	anyline-data-jdbc-cudb	8.7.2-20240909		bd73b4faf67527668bf2c3b4b97c4bc2346fdf97
org.anyline	anyline-data-jdbc-cudb	8.7.2-20240911		6288781feaa01370ccb7f6a976d3b7af7144f1b1
org.anyline	anyline-data-jdbc-cudb	8.7.2-20240912		af65eb2d4beb1d4a34089f56cbaebf1740540c77
org.anyline	anyline-data-jdbc-cudb	8.7.2-20240916		6084013fb7ad2e57cb0d098cff180011d46c2fdb
org.anyline	anyline-data-jdbc-cudb	8.7.2-20240923		914391edd92c06595498a6eeebba42f62b75f2f1
org.anyline	anyline-data-jdbc-cudb	8.7.2-20240925		67738369a6f0f4a999d1708cb4078ae516303abd
org.anyline	anyline-data-jdbc-cudb	8.7.2-20240930		950f728a648bc418eb01de2181c91d620eb8da9a
org.anyline	anyline-data-jdbc-cudb	8.7.2-20241012		4034fe364d23409a96b3f840e3e6724a976852c3
org.anyline	anyline-data-jdbc-cudb	8.7.2-20241016		078a7a114373c7822a1495a2870fdaeac7ca1ffa
org.anyline	anyline-data-jdbc-cudb	8.7.2-20241022		a1fea723cc8e38b51fc6ecc06a4c2a9ece678e89
org.anyline	anyline-data-jdbc-cudb	8.7.2-20241107		1d1079121f2c57af9bf3c526a500572ab9a78480
org.anyline	anyline-data-jdbc-cudb	8.7.2-20241120		fe2051b21f9772b75d92288428525b8311560d83
org.anyline	anyline-data-jdbc-cudb	8.7.2-20250101		7f8eb28902b830c6a49a8be5f3655a317b70fac7
org.anyline	anyline-data-jdbc-cudb	8.7.2-20250107		e81a543753cd5719c42eb670efbbb146f27ceb5b
org.anyline	anyline-data-jdbc-cudb	8.7.2-20250108		e47ba0ab52826b6972ee99aeb12b66998448af70
org.anyline	anyline-data-jdbc-cudb	8.7.2-20250110		40ea58094aa18df4b4dcd5164fb1b1283173a6c9
org.anyline	anyline-data-jdbc-cudb	8.7.2-20250212		a178913e52e524de4be7beffb7dee3747a016648
org.anyline	anyline-data-jdbc-cudb	8.7.2-20250225		f40250878d1a26d3555faea4466a531cc3d9c455
org.anyline	anyline-data-jdbc-cudb	8.7.2-20250312		5bdb9edc45dfd3364ec8c38db69b1cfd30a3908a
org.anyline	anyline-data-jdbc-cudb	8.7.2-20250401		8d0c4d1f67c9700214aad12664fc33bc2b90031c
org.anyline	anyline-data-jdbc-cudb	8.7.2-20250404		343c70dbe3ec36ec8af3813a2d6cd0ac71faf77f
org.anyline	anyline-data-jdbc-cudb	8.7.2-20250502		9678cf658845ba58cee7596b1f2db8fe61d804a9
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk11-20240816		872af4230218aeb34f05916aba1a307738ea7aba
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk11-20240826		d6f1704c163658f9226e0c16db720e7ccd49bf23
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk11-20240827		626a683a9a2e398da9abd23472c738f377a8001c
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk11-20240911		34305d4c23e5b4babef38cdcc28d30369f97df38
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk11-20240912		2033304fc00a1184f7a19c1512996f6269b8f7b0
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk11-20241015		a382c5364af189764a84feb0b088da8d1c1e1a3d
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk11-20241022		7f2b8e37f0c2994f085b4ca233a6757652dc92b6
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk11-20241231		38590ce93a1b07ba41492b2c86ed4d09042beb5e
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk11-20250102		617e072ed30db452a2695f9fc9d99a98b71bc087
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk11-20250108		e9024536963e8ec12de4390743eaf684181d1725
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk11-20250312		c09e5cdbd5b607c03fe235538ce985cb66055250
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk11-20250404		c52b4bdd7b7adeeb88f70fcee5bbc1c523281138
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk17-20240501		a18ab8b93472bdd19f237ceefa6b4290e6094281
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk17-20240505		cc3e392668a0ae4f12aaac84f09c0ce0bf4a1607
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk17-20240506		1123322c64ec9a550e2c900955628643024ecc87
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk17-20240507		130b482e115629a05392081a6c312cdaaadcd847
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk17-20240508		74fd3bd3c51a03c3ea8be86bfa685b37cba4d728
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk17-20240509		b82292bbc4652325db8634857fde2d9398e023d7
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk17-20240511		0b5c7d5a8ff7172091b6d7811ace4bcd0ed7be3f
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk17-20240515		d97accc4dbbc6272ebce9146ba1a8e8a7d0c0bf0
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk17-20240516		0e84686495dbfc826e0a6d7ae2aa23d888cba65b
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk17-20240517		6cd18c843f7d6cb5249b7084497cbee01f080c61
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk17-20240518		f42484f297d1ca7bd0c46d62167e73f6d1f266e4
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk17-20240521		b48095de0041cd57d16f46d903e97b12c98777ca
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk17-20240522		eec38f628054ff4d291eea0f29cc501f5bcc5d5d
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk17-20240528		b9546e531928ff9e224f624c0d5e9f504e1fb64a
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk17-20240530		929d114bc036acdfbb7a4f9f410d98acbac5d7a0
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk17-20240606		c69248995713bb3a0d31998793f4df488171830e
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk17-20240607		b774f9422dcc3a2717620eb8c770e2b195cdde08
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk17-20240611		e8f75d22031c782db7a0c460cc3ae5e873eb0159
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk17-20240612		8066fa887b843cf623c4e638e7408c3371516b9c
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk17-20240616		58cb572935c6345f26c0e719a7e94380746e0d9e
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk17-20240617		7665ab85d814461d42bd48d7e711f503c114f46b
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk17-20240618		c47be37a9be0f568fcc2115656314fd6916bc561
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk17-20240619		08414b942e7d6add0fc82c71cdce211011065f93
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk17-20240620		43c799e9dd10c43d11f6eb7a2503c3fe16539b71
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk17-20240621		e71b66201f34fa2f3634d03fe90cbb0e9fc37478
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk17-20240623		d61d84edf6f97a7cbecff941c239be687ffd6a3b
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk17-20240626		cb9b2332287d9c322e652007402dbb33f0bb14eb
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk17-20240627		af0ed75fe52fee2269b4415d9efd764366f45b78
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk17-20240701		447e26a73c534516929f0afdabf2e9d1b6c5c02a
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk17-20240705		94b2b883a67985af01216723a311c23cf314748f
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk17-20240706		4b63942659796ad4ee55fa1946b7d5085934bd39
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk17-20240707		3f816e151b49c08f4eab7c906b7cc38574a652f7
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk17-20240708		6f817652f432566bf950556799e6da5878191d20
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk17-20240709		2b3c4b8b72039758fe6b5b354e07a95df56214a5
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk17-20240712		d0f00fe7caefcbddb57d130130560a53301f35f9
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk17-20240715		4ae9d2432abc23acef6ed587cc9b3155fa914d8d
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk17-20240716		9f5f57fc65088026770f93d2f42ceea91b1b01c1
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk17-20240717		d015b0c265161a44e5578b37c14e25656e1e8cf5
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk17-20240718		ab713ac06fa7cd8a0ddf85f77dce674eb334bdc1
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk17-20240719		bbc8ca94c2fb90347df055447dc2aea3593402a4
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk17-20240720		e69e2b66b41ec864926b6d37a171784e23f7de04
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk17-20240722		82e7ced39dd8b42bc69edcd1949064ae47f4b334
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk17-20240725		73bd941d1a5b76ed40c3a245e990874401c46317
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk17-20240726		5fb353b96ea40fbc4bfaa5ee4affba59eb94ce63
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk17-20240727		cdfb82bb29d67a1d7eca2af21458a31d64c4b0b4
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk17-20240728		2311aad1d8d0e128186516d67a45e842c91939ca
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk17-20240730		0c4c0cd7c3f06466f2e3888744d83a9c7d99cf5d
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk17-20240801		b5d9bd51a9bb9b2abea061f9e7e9e1daaa6cd3f0
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk17-20240805		4a7935b353e70f8c9ac5a6da7ebe3b9260ac67f1
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk17-20240807		54caf9b6e19630650d57595122972da0ea089204
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk17-20240808		b39d928882e53198ce625b55e1fdacf48c0b99b2
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk17-20240809		a59fd3ce800d9086f2fadb75260f03753a0401af
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk17-20240815		8e3f55a4c29e3bbc2b4a2634a7ee0416dc779e07
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk17-20240819		20cc41e2fe83d8fa3b6551e906c42bb65bb8823b
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk17-20240827		c8e07e90ac94acc4f013b694d8a84e206204e6db
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk17-20240830		92bdb3b585115a0c5383b92a4e7872c750f90013
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk17-20240902		67cc8329b1dbfaed6afd0a8ce4b39a34508f5c77
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk17-20240911		2e229a9ad72f0c06b8187f268184f60acb8b4617
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk17-20240912		4aae7e196c45c90c30e37e1eb9dfc3bfe8ff4e74
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk17-20240920		3bc4c618425017985e15148dcceddc2b65ba6c25
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk17-20240925		c6cfc1c513a6596f21ae8d6dd43ed7d379ab6912
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk17-20240930		569a2f0242759513c9ed49f74e8b4c09d2a1e0f0
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk17-20241015		3194cac470fe8781d2039748db9456c7a25b08be
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk17-20241125		7822298cd8f7f96ae3be5143fcd2c9a2ab405fa6
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk17-20241231		15345b65445b82751fe90748f870e113efea6afe
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk17-20250101		efa3b36dd6e70b397c0f47daf33cd94777c9d138
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk17-20250102		4c11ce4b3910a8adaf5899031f8c00a77b29acf7
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk17-20250108		66ed47bac7161ba5b646ae4c01cdb5a5897f2967
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk17-20250109		91e1fab4c2d63dee234ca232f1b89dc5ce3381c2
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk17-20250212		8a3a0bb001286e5baa9d8f45acf152536daa885d
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk17-20250312		12e477e46acffb75b074798f976d5d874ec28905
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk17-20250404		d8a7f9f6b514d2fa1aa7fb756784b829b4f2b0e3
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk21-20240501		7fa2288a860940e7ef2a449fbabe6b5843c6d3d0
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk21-20240505		4da5af6d217c190636753d69e9989bef3fd0dd5c
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk21-20240506		af231ef8140e626f31aeb9ba5179d2be10fecd7a
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk21-20240507		8c874019188942c2b1d8ba49055279b3bf38935a
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk21-20240508		0b89860bbdd3c2af6a5f7d887c852e1e2bbca167
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk21-20240509		c3fd770150a0f1c5f5f3d53ee67115c1a2f9b5e4
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk21-20240511		f1b9141639abbee32e406a429ced612605cbd260
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk21-20240515		f3304d3f390d7a7330fe08d2ee3d720c5a959ded
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk21-20240516		2396aae65ffa31c6da549c784a3d2795467f7afe
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk21-20240517		dbfbd7498bb8ec30387d089050b3a313b8a7f7c6
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk21-20240518		04203a880eb597b9da58948c897e4a052de93996
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk21-20240520		4f77c980ae2179e4253e4867da8905ab8c339bd5
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk21-20240521		3e651e7b288984e5e72228d4051a190529249526
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk21-20240522		f642d210d933221710197faef6839e4a10e418f5
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk21-20240523		b84556d29a2671d9a0c6cd806abc5b7a9e548184
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk21-20240525		212b7be2e9177acb110b788b4441193c0d54fa5f
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk21-20240528		f170e79baea52e5271b1a19cfaa46195f867a744
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk21-20240530		2f2115ff2c6b6d9d095c4af4141b45d334c7c2c7
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk21-20240606		721b108bc5c263cf6142f57ae4a5a2d17dc136f8
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk21-20240607		2392e63e24124384c4c298c4a09f03e40d79984b
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk21-20240611		d55987c9a1fa9fbe5377855699da52ccfd12c4d8
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk21-20240612		c42656d800a0f1d78584ee01b481655327abe1f4
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk21-20240613		10e1dbdf1e28dbe542b29e771303be39ce7743e2
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk21-20240616		ca25698bddca1502144a27d85b9876fb6f814d66
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk21-20240617		8a4fc4194f3e222652b682725a8c26e756f61427
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk21-20240618		7177096b6eecfd8f26dcec8b4307efbc63c8d7fe
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk21-20240619		f91df57c9ae47ad6d09f61df5b430ac25055e2d4
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk21-20240621		d273357fe49ce8ad3c4366bd1de093dcd027af20
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk21-20240623		17b0f241b28f54856c167d7e55bbb8f6079e3153
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk21-20240626		e67a07a0526dd6de7f326eb199657e5b9f0f521d
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk21-20240627		cb074366189e3767c333395fcabb4ed29b4f1712
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk21-20240701		e466041494bca6602801bd125e7085581e9588d8
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk21-20240702		afa172668e08a1d85ab92d29b78f101e256a4930
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk21-20240705		9c218a96504c0f72213e3db8ac8370cde852af09
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk21-20240706		c3d1963ec29cc2c475d2ff02aad2f42824bd5d6a
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk21-20240707		0ff116bda297e21f59abaff32b73dece8e620ad6
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk21-20240708		2a9f2a75b21a8a156aed89c796f7f5c234d4b7f6
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk21-20240709		8fff7604b0955a6e627eff7ae09ff4b836930bb4
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk21-20240710		8d9ae188c172cb6aed7ea5cac587e4970b7e7898
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk21-20240712		6ba3e822e12d2f6ec757cc28976cfccbe50fedca
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk21-20240715		65cd798e04cb3542c0b0c3da52cd06f8e73e9d98
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk21-20240716		03467546b6ddeb77ad6571427426bd0f9ca6a69e
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk21-20240717		a444a02a4f7e18877d644d919e60d86247e99fcb
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk21-20240718		cab6c5f4a84e80d06a5238eb81cb01a16d7335dc
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk21-20240719		ab425224a53c4ed41def6460ef6966f49ad7f993
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk21-20240720		8f492843f7e10ac58c3e5760eaf17a094c9aaf4d
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk21-20240722		2abd7caf6677a3b43b0051430b5b5efce2411f08
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk21-20240726		6ebf68231da7715606ea6b3e549f4b52b9d3d2f1
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk21-20240727		4602fc63c9cf41549f718677f5864ee9512dba18
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk21-20240728		de306c20df55958188853989fe0efb63e0b58ab8
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk21-20240730		64055074aed0cf0701697ff183becf3849f9b8b1
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk21-20240801		122641c29bdbb964e2f9933780f1a1fe828b7731
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk21-20240805		e48305acad242a596c4d37677854a05166f3ac3d
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk21-20240807		e465778207dcc5eba391fee7e829f0851f10e74c
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk21-20240808		9ad6cd3e222bdb435eaf37aa6c997d398ef14702
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk21-20240809		5ca524315b92b194e3be9214de86cee53d3e3894
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk21-20240815		b9d6a9fc0a87cdf1489873dc0fbe3ef9f0e755ce
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk21-20240819		61da32f119168f1b93f841069352c8c76f39fcb7
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk21-20240827		79b20975cd78edd7d3e0599e2113859f14eb6b7c
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk21-20240902		5857e7333f7f118c2738848f434625a24ef2c11f
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk21-20240911		86e8ea10625d5d87474b9da8f4c5438e4a592e5f
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk21-20240912		81ef58d422436b6c9a289953f51cb931f482048d
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk21-20240916		a696870fb557419b08cc7aeaa1d4a63400e80bb5
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk21-20240925		046a9f670fab8bfa5b101d600e5752848a0f3e60
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk21-20240930		a4a803c3d7ef944c5073ed90195b3c5828277748
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk21-20241009		f35692634c8e88b5df97caca048e98fcfcfc4534
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk21-20241010		cacba8e36422e0f242b77ef8e057f2ec5e28b2ec
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk21-20241015		436c1c276921200374112dac2699a63caa34ff27
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk21-20241016		f39a5b75af791990cfc8bb8b289d3b7f0e12793a
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk21-20241018		3b7bbaac2c593efeaa0c5ba10b60ba6fc2ad9d38
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk21-20241022		9a79b0d20fbd30056019a07b7d54d08e08d23ef3
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk21-20241025		6e34328b9bf99ce4cdfa77d90214a0714cde6596
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk21-20241203		b5d3e3d2b90a7c4f720eb4dcbc125294f26beb71
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk21-20241231		be961cb06ebb13e4d5cdc770d12250b033f77030
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk21-20250102		b7db2aeacd182df295643fab2abe8d4b4a32832d
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk21-20250108		4ada16a36d215a453b4c23c430ce9818e5f5d5ec
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk21-20250109		7e25c1795e83fd03bc7d4c6c97fa97b9137978f5
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk21-20250212		3eb2b034a88d10a2edea3a125efadf4bdf9127aa
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk21-20250312		f0d5a2d87d11ac856d7ca0788f4e6f69c16ea995
org.anyline	anyline-data-jdbc-cudb	8.7.2-jdk21-20250404		0c484ccc8f721c124ca97d934295b8f08955bb2d
org.apache.flink	flink-sql-connector-tidb-cdc	3.1.0		8cce6e6ef14ad262e3c5a1126d33a4b6b0200336
org.apache.flink	flink-sql-connector-tidb-cdc	3.1.1		78cb9f83af2c06e4cb93f4b1782ea50347bbcee7
org.apache.flink	flink-sql-connector-tidb-cdc	3.2.0		2ca9d7849b07058b7208f6f9da518b2ce96a492b
org.apache.flink	flink-sql-connector-tidb-cdc	3.2.1		b91fc8053efe05700a7f86c3a83d37758f46737a
org.apache.flink	flink-sql-connector-tidb-cdc	3.3.0		d0b68319e5664584c98a7b8e2a65e8e4497b276b
org.apache.groovy	groovy-xml	4.0.0		9cc6ed4a11740cb86bd483e374aa355fdc754ff6
org.apache.groovy	groovy-xml	4.0.0	groovydoc	37992bf15b27304e7309ef0f2a8fdcc51f4f25e7
org.apache.groovy	groovy-xml	4.0.0-alpha-1		e7947ebe4dc36caac9f3d60f4a65d87561a29558
org.apache.groovy	groovy-xml	4.0.0-alpha-1	groovydoc	641ef8adb5e9aab11784e18cc269d31ed491cf33
org.apache.groovy	groovy-xml	4.0.0-alpha-3		edbabc65437a47cf4cabc071fafd9ab9674740dd
org.apache.groovy	groovy-xml	4.0.0-alpha-3	groovydoc	6eebe3c5cb8873979507067f20d743247924e5c6
org.apache.groovy	groovy-xml	4.0.0-beta-1		ac2ca98bac6855f1ceda34cd12797b99d1b199bd
org.apache.groovy	groovy-xml	4.0.0-beta-1	groovydoc	a796fb6618d02ff9fe46042cc8b8bb9c788381e9
org.apache.groovy	groovy-xml	4.0.0-beta-2		b1e82e2421ad09c09a1b63c56d1d8372e06f5b18
org.apache.groovy	groovy-xml	4.0.0-beta-2	groovydoc	8bc3a7f0b6f3face6a6a374f3c692579d9eeda31
org.apache.groovy	groovy-xml	4.0.0-rc-1		d8f9ffe82a6616b6e4eb4bd72203634e4fec145b
org.apache.groovy	groovy-xml	4.0.0-rc-1	groovydoc	b31531d9815ca528bfc8739b52550e575c81457c
org.apache.groovy	groovy-xml	4.0.0-rc-2		7b7a57b69f92ee8320e98beea317fc2e5cdfcc1d
org.apache.groovy	groovy-xml	4.0.0-rc-2	groovydoc	48a4e2a93e83a66b475a8909864cf1d03b0b7095
org.apache.groovy	groovy-xml	4.0.1		7346b1b748aa3653299deb2f3666254b4c04fd06
org.apache.groovy	groovy-xml	4.0.1	groovydoc	4566154dc25022136be8dfb1dddc3642b37c516b
org.apache.groovy	groovy-xml	4.0.10		3062cb8a84f99c6700052ca68fb809d2629ade39
org.apache.groovy	groovy-xml	4.0.10	groovydoc	95676e756996f172c8690e5be6919ff780a65011
org.apache.groovy	groovy-xml	4.0.11		33d5152f9e54ace739e9f09137bc967657de50e7
org.apache.groovy	groovy-xml	4.0.11	groovydoc	551b4e592f9c470771498e89a0730f1de4ee3b9e
org.apache.groovy	groovy-xml	4.0.12		2c4ee6bcc1ad56225d0d242c2d5ee646a4994ca1
org.apache.groovy	groovy-xml	4.0.12	groovydoc	b0c7fb6a0228ea80f9b977f05b91ce810cc07573
org.apache.groovy	groovy-xml	4.0.13		91049d5769c104c97677ab37c815b321a4399114
org.apache.groovy	groovy-xml	4.0.13	groovydoc	4ae3d92a7dec31fbbb0cc1c48c449bc45ad8dde4
org.apache.groovy	groovy-xml	4.0.14		d26f685667f515cb9de0167699d4d02a03073a9d
org.apache.groovy	groovy-xml	4.0.14	groovydoc	e6ebc30fc40e6f6526e7e65516cea23ab9e97326
org.apache.groovy	groovy-xml	4.0.15		bc39fcee710695a20c200a409a53745ff82fe060
org.apache.groovy	groovy-xml	4.0.15	groovydoc	bbc07dbf5518c2d0a5958eb3ffc3dfd5c5962cd0
org.apache.groovy	groovy-xml	4.0.16		bcdc17895f0125721ff11d9a051b2fa77f2b262e
org.apache.groovy	groovy-xml	4.0.16	groovydoc	77025eac5195f8f1f82b7452cf1374cfd86203ee
org.apache.groovy	groovy-xml	4.0.17		ec98b5f3356c8d3211a466e45100a896a3d1a3e8
org.apache.groovy	groovy-xml	4.0.17	groovydoc	173ac3a6ab7ddd02d59db96ec4b68c5e8a764ed9
