br.com.thiagomoreira.liferay.plugins.setup-brazilian-regions-app	setup-brazilian-regions-hook	1.0.0		N/A
com.coditory.sherlock	sherlock-mongo-rxjava	1.0.1		24616bd38b5808159c19e15cfa5661cb11b87f94
com.coditory.sherlock	sherlock-mongo-rxjava	1.0.2		84bcad0b974a70679e861bda61fe04663ff075a0
com.coditory.sherlock	sherlock-mongo-rxjava	1.0.3		08f855346fa8f4b00dd8c65263d52290e430aeee
com.distelli.monitor	task-monitor-api	10.0.0		49eddc2c7774e4d1b62a5efd3b68f4fd72103d4e
com.distelli.monitor	task-monitor-api	10.0.1		83def72852745763a12f25591481e0461f5511ca
com.distelli.monitor	task-monitor-api	10.0.2		864edf211551661bdb1beca720ecd0291432bd9f
com.distelli.monitor	task-monitor-api	10.0.3		dbe9d896d78443a11df8d4a5fbbd6a2878ee92ae
com.distelli.monitor	task-monitor-api	10.0.4		01f3ece44cde2ea96ce445828e03dc4eae0ab77d
com.distelli.monitor	task-monitor-api	9.1.0		bd5245c36440babb32efe06b4a28983a32bd2383
com.distelli.monitor	task-monitor-api	9.10.0		06d24159d5cce1eb1fb8064aedf08fdae57bd124
com.distelli.monitor	task-monitor-api	9.11.0		6cae61ea5c6c6ed4c131fffd36fbc1ea7c07bfc8
com.distelli.monitor	task-monitor-api	9.11.1		df8a885f3e2c045684cc8542b88d176950f36311
com.distelli.monitor	task-monitor-api	9.12.0		e6dc6853fbfc587875c68eb29b294da151c6bea0
com.distelli.monitor	task-monitor-api	9.13.0		9aff57ffa84e7cc55e5af82951b52a6c7cc22a5d
com.distelli.monitor	task-monitor-api	9.13.1		3cc018b72950d632fd5ad1e26ef6c45da45a9ee2
com.distelli.monitor	task-monitor-api	9.13.2		188b06ff36351b71f1f2da37c196860c679fc41c
com.distelli.monitor	task-monitor-api	9.13.3		1c8f6ff648397371ddfb14d596510a81cc389642
com.distelli.monitor	task-monitor-api	9.14.0		331018683491f6ee8e1af6da0bcddb265437deaa
com.distelli.monitor	task-monitor-api	9.15.0		6ff393060ecd441ded64bf81270cdab9322ffe4c
com.distelli.monitor	task-monitor-api	9.15.1		9df74c2d51cda6ed4494ea25ed54701f7ef2bc62
com.distelli.monitor	task-monitor-api	9.15.2		a899a78ebd15671a141d0741d21b7a31295c3cca
com.distelli.monitor	task-monitor-api	9.15.3		67af2b17de0b39c53b04dfc032e703a38ece9c6f
com.distelli.monitor	task-monitor-api	9.15.4		f4d00a00a86fb20a1094b85f837bb3023320cffd
com.distelli.monitor	task-monitor-api	9.15.5		9907e0cbb45b821e8b50989f1d6385a0836ff303
com.distelli.monitor	task-monitor-api	9.15.6		5d20cccafe7af3f7d3cd75691fa6cb6ac6cd6dbe
com.distelli.monitor	task-monitor-api	9.15.7		fddbb236be727b6ac94f5ebea4ba665a93cb8989
com.distelli.monitor	task-monitor-api	9.15.8		c8962de50cafafc8749bfd83916a47065a9f9038
com.distelli.monitor	task-monitor-api	9.16.0		81ac0d171d2f0586511c01c73fe8a063042bc8c8
com.distelli.monitor	task-monitor-api	9.16.1		00675d817244811ee147e2f1e51433990ce8b486
com.distelli.monitor	task-monitor-api	9.17.0		bb4086915d052baf26280af8ef8bc8f5b831a67d
com.distelli.monitor	task-monitor-api	9.17.1		2d61ccf9a460aefa4d423d4d452fc0d8f384dcdc
com.distelli.monitor	task-monitor-api	9.18.0		b9ccc6283af2130811da12dd1c11ef67364ca8a7
com.distelli.monitor	task-monitor-api	9.19.0		ac3ce03f5c54e633e6532832a3bddeb955404d71
com.distelli.monitor	task-monitor-api	9.19.1		8c535a790fa3aa19e0ab76161876f7d32b72d9da
com.distelli.monitor	task-monitor-api	9.19.2		8ccc72d0b4698338676cad5e9ac24547a7a359c7
com.distelli.monitor	task-monitor-api	9.2.0		a054d14cb44cd2f6bf9074e8df404e6d15f1ebb9
com.distelli.monitor	task-monitor-api	9.3.0		3520d96880582885c3137a67bac5912db398b3c3
com.distelli.monitor	task-monitor-api	9.3.1		26647ed4c73b828e2ac885867fb78d228c819753
com.distelli.monitor	task-monitor-api	9.3.2		ad6d47dbb41443b1fad31e425a011efb28d8e94e
com.distelli.monitor	task-monitor-api	9.3.3		2c6acf8f3cf71023e347a1366ab86e05c3fe0a8f
com.distelli.monitor	task-monitor-api	9.4.0		a6538e2944b4156b0f34d92e5b5dc0a6cd8ebc9f
com.distelli.monitor	task-monitor-api	9.5.0		74735319ea884e9e8043eb0a2079b090ed24eb1d
com.distelli.monitor	task-monitor-api	9.5.1		0e7099a09d43a49232c131317df4207d60c0a927
com.distelli.monitor	task-monitor-api	9.5.2		1243fc6915bc8e42d7eefa8570b399f38a32b0da
com.distelli.monitor	task-monitor-api	9.5.3		f8ef987c395844f2a929063d549776bd9b25977a
com.distelli.monitor	task-monitor-api	9.5.4		8460983fd3de9d283d07a489c51c88550f2ce72b
com.distelli.monitor	task-monitor-api	9.5.5		bebb46516c34b8ca0a4c5e98beef73f9a2362d24
com.distelli.monitor	task-monitor-api	9.5.6		0b61a5476fce5c7681c94d927abc80457103ed44
com.distelli.monitor	task-monitor-api	9.5.7		ca3090d7bbdd85c06b5b2f77771d1d41b3577dd4
com.distelli.monitor	task-monitor-api	9.5.8		a9d23b67d4bf84575d0d67ec822222e2d7199547
com.distelli.monitor	task-monitor-api	9.6.0		c76642fa8293450473b150a04c4ca79f4f67fb74
com.distelli.monitor	task-monitor-api	9.6.1		e8abae982a48305823863488734543deae1b0bb8
com.distelli.monitor	task-monitor-api	9.7.0		7cf1be5eb20e7d1cac5316cb9d96fed461169726
com.distelli.monitor	task-monitor-api	9.7.1		827f34c48c849d6dfda1238b578893d003825919
com.distelli.monitor	task-monitor-api	9.8.0		72e73cfb00c27dace69f2dea4779b30c5d9e07f8
com.distelli.monitor	task-monitor-api	9.9.0		ffc857959dfe51437240cb9a84a6a9930bc3abaf
com.github.cloudml.zen	zen-parent_2.11	0.1		N/A
com.github.cloudml.zen	zen-parent_2.11	0.1.1		N/A
com.github.estigma88	jdhtuq-communication-api	2.0.0		4eaa1d348ddb318e71c860fefec9ed637e03d448
com.github.estigma88	jdhtuq-communication-api	3.0.0		528285112b16e70fb2e349995ae98e2b1eb05bfd
com.github.estigma88	jdhtuq-communication-api	3.0.1		8541b6138052cf93f38f6a32c39a9ff8550cabe1
com.github.eye2web	model-mapper	1.0.0		6b28c0c6b525a67a1f841045103a96b3bccb5c64
com.github.eye2web	model-mapper	2.0.0		650dbb295265e437469f46eeed8318175d78de09
com.github.eye2web	model-mapper	2.1.0		09649c27057754d327dfc8d9f80b922cdd2c2ca1
com.github.eye2web	model-mapper	2.2.0		6bd7b5f3d4549b41d533caf36918a59593af5525
com.github.eye2web	model-mapper	2.2.1		c49f76a18ada331e74e22960cb21342fe030f39f
com.github.lkoskela.jsptest	jsptest	0.21		N/A
com.github.to-ithaca	libra_2.12	0.2.0		68b44ea60390a85e727253068f3301d052d5370c
com.github.to-ithaca	libra_2.12	0.3.0		7e2f996e6bc10956b95460e81b5dd65ee0f0bc61
com.github.to-ithaca	libra_2.12	0.4.0		6dcb97ec656fed66cb20aba25a3966b27abaaae0
com.github.to-ithaca	libra_2.12	0.5.0		7b237701bad86929f929ba10b6bdbd8c05a114ce
com.github.to-ithaca	libra_2.12	0.6.0		1f53be2d8c81ced541e1285fa1e420f3a45bb45e
com.github.to-ithaca	libra_2.12	0.7.0		4dbec44c41c94afb01d6ac2bb9d56ea62e0dba84
com.github.valdr	valdr-bean-validation-parent	1.0.0		N/A
com.github.valdr	valdr-bean-validation-parent	1.0.0-rc2		N/A
com.github.valdr	valdr-bean-validation-parent	1.0.0-rc3		N/A
com.github.valdr	valdr-bean-validation-parent	1.1.0		N/A
com.github.valdr	valdr-bean-validation-parent	1.1.1		N/A
com.github.valdr	valdr-bean-validation-parent	1.1.2		N/A
com.github.valdr	valdr-bean-validation-parent	1.1.3		N/A
com.github.valdr	valdr-bean-validation-parent	2.0.0		N/A
com.gojek.parquet	parquet-scrooge_2.12	1.11.2		b813d2e8ef98ca0064cec2f4e7e18c29505a22ea
com.gojek.parquet	parquet-scrooge_2.12	1.11.3		dcf34e1af6cb8306e7126cf39d7e9f791ddb73cf
com.gojek.parquet	parquet-scrooge_2.12	1.11.4		0db69a93fccacd5448125003b33bec4a533a5300
com.gojek.parquet	parquet-scrooge_2.12	1.11.5		1cd5927c3c6ba97a1b884756a437ed75c62d6fd5
com.gojek.parquet	parquet-scrooge_2.12	1.11.6		d321d8e1559d7e1e2485df57396c292dbeafedf6
com.gojek.parquet	parquet-scrooge_2.12	1.11.8		176152f94dddc7a55e0a80438b72923d7a235a71
com.gojek.parquet	parquet-scrooge_2.12	1.11.9		ce5df27f33d54c78e9280a4c26ef480228d5ef6b
com.healthy-chn.security	healthy-common-qcloud-sms	1.1.0.RELEASE		9e903869e461e700d77f95153a67058280bdc395
com.healthy-chn.security	healthy-common-qcloud-sms	1.1.1.RELEASE		49d8a00895f39ac8c7706ba384eb596d92821414
com.healthy-chn.security	healthy-common-qcloud-sms	1.1.2.RELEASE		57bba4f52e49a37ff0618382988b1ece07a71e99
com.healthy-chn.security	healthy-common-qcloud-sms	1.2.0.RELEASE		3968fb0e9c16f2ea0aeac1918c9d41922d25123e
com.healthy-chn.security	healthy-common-qcloud-sms	1.2.1.RELEASE		88aaacdfaaa7d06721a21ce7e22b59be8dc2b6d6
com.holon-platform.jaxrs	holon-jaxrs-client	5.0.0		0486a0788d1f6e9bbca8847a971d1ab7644e4b39
com.holon-platform.jaxrs	holon-jaxrs-client	5.0.1		163943ea88e7552c7538e9b0b75774131652d81c
com.holon-platform.jaxrs	holon-jaxrs-client	5.0.2		74d0b075fb6479966cb4051ff4f4b30a6a9063f1
com.holon-platform.jaxrs	holon-jaxrs-client	5.0.3		91f5c3db19ae78b12aa9f41caf6b73c704e1ad7c
com.holon-platform.jaxrs	holon-jaxrs-client	5.0.4		1ad0aa6e0a3ad3b89d7c2408da50a1e191d91983
com.holon-platform.jaxrs	holon-jaxrs-client	5.0.5		17d001787ae38a41207f1fff7bf6622e455dd546
com.holon-platform.jaxrs	holon-jaxrs-client	5.1.0		559a09a9aebb3835e3a232d7bd55425646f8f79e
com.holon-platform.jaxrs	holon-jaxrs-client	5.1.1		76e659cb315e8b9037b882291b1460ca3c5c410d
com.holon-platform.jaxrs	holon-jaxrs-client	5.1.2		312dd51299dbc1dd9be60ba4aca80004bc4c8194
com.holon-platform.jaxrs	holon-jaxrs-client	5.2.0		6266274abf7e760aac5ea382b23a13ceb13b79c3
com.holon-platform.jaxrs	holon-jaxrs-client	5.2.0-alpha1		a20e4db4cc689dc2596dc4ca20aa5b3af67e2715
com.holon-platform.jaxrs	holon-jaxrs-client	5.2.0-alpha2		13e5d1e72e13530500e3910f15a5a993068b9407
com.holon-platform.jaxrs	holon-jaxrs-client	5.2.0-rc1		f0d67ec0217586be9f104ab4f340337aa047e76e
com.holon-platform.jaxrs	holon-jaxrs-client	5.2.0-rc2		1b6b5f5b640286d1c89c992fd8e3901c7f034c62
com.holon-platform.jaxrs	holon-jaxrs-client	5.2.1		5248cf03bcc0d0599c5d4fbfb87f24387117b391
com.holon-platform.jaxrs	holon-jaxrs-client	5.2.2		e181adc5fbdfae57ba9ac42bd69b982800dccf6d
com.holon-platform.jaxrs	holon-jaxrs-client	5.2.3		70e9e87b179b3b0e92df01863a3aaf3bd9871a8a
com.holon-platform.jaxrs	holon-jaxrs-client	5.2.4		7d03626ba33fb736c1f979f4ac451ac7e118af47
com.holon-platform.jaxrs	holon-jaxrs-client	5.3.0		19319d33ee9075bc83a0c8c6bfd7214704f92a63
com.holon-platform.jaxrs	holon-jaxrs-client	5.4.0		370c6986217cfffe2ef56cfdd4d2f0204cf00b5b
com.holon-platform.jaxrs	holon-jaxrs-client	5.4.1		814d537815e5d97c19030c2e641a8e94120450ca
com.holon-platform.jaxrs	holon-jaxrs-client	5.5.0		14d85b2768fd901223887b001354282fc179ed61
com.holon-platform.jaxrs	holon-jaxrs-client	5.7.0		b5e560c03375f05f5a330285e382a64889ccbc80
com.ibm.websphere.appserver.features	heritageAPIs-1.1	22.0.0.1		N/A
com.ibm.websphere.appserver.features	heritageAPIs-1.1	22.0.0.10		N/A
com.ibm.websphere.appserver.features	heritageAPIs-1.1	22.0.0.11		N/A
com.ibm.websphere.appserver.features	heritageAPIs-1.1	22.0.0.12		N/A
com.ibm.websphere.appserver.features	heritageAPIs-1.1	22.0.0.13		N/A
com.ibm.websphere.appserver.features	heritageAPIs-1.1	22.0.0.2		N/A
com.ibm.websphere.appserver.features	heritageAPIs-1.1	22.0.0.3		N/A
com.ibm.websphere.appserver.features	heritageAPIs-1.1	22.0.0.4		N/A
com.ibm.websphere.appserver.features	heritageAPIs-1.1	22.0.0.5		N/A
com.ibm.websphere.appserver.features	heritageAPIs-1.1	22.0.0.6		N/A
com.ibm.websphere.appserver.features	heritageAPIs-1.1	22.0.0.7		N/A
com.ibm.websphere.appserver.features	heritageAPIs-1.1	22.0.0.8		N/A
com.ibm.websphere.appserver.features	heritageAPIs-1.1	22.0.0.9		N/A
com.ibm.websphere.appserver.features	heritageAPIs-1.1	23.0.0.1		N/A
com.ibm.websphere.appserver.features	heritageAPIs-1.1	23.0.0.10		N/A
com.ibm.websphere.appserver.features	heritageAPIs-1.1	23.0.0.11		N/A
com.ibm.websphere.appserver.features	heritageAPIs-1.1	23.0.0.12		N/A
com.ibm.websphere.appserver.features	heritageAPIs-1.1	23.0.0.2		N/A
com.ibm.websphere.appserver.features	heritageAPIs-1.1	23.0.0.3		N/A
com.ibm.websphere.appserver.features	heritageAPIs-1.1	23.0.0.4		N/A
com.ibm.websphere.appserver.features	heritageAPIs-1.1	23.0.0.5		N/A
com.ibm.websphere.appserver.features	heritageAPIs-1.1	23.0.0.6		N/A
com.ibm.websphere.appserver.features	heritageAPIs-1.1	23.0.0.7		N/A
com.ibm.websphere.appserver.features	heritageAPIs-1.1	23.0.0.8		N/A
com.ibm.websphere.appserver.features	heritageAPIs-1.1	23.0.0.9		N/A
com.ibm.websphere.appserver.features	heritageAPIs-1.1	24.0.0.1		N/A
com.ibm.websphere.appserver.features	heritageAPIs-1.1	24.0.0.10		N/A
com.ibm.websphere.appserver.features	heritageAPIs-1.1	24.0.0.11		N/A
com.ibm.websphere.appserver.features	heritageAPIs-1.1	24.0.0.12		N/A
com.ibm.websphere.appserver.features	heritageAPIs-1.1	24.0.0.2		N/A
com.ibm.websphere.appserver.features	heritageAPIs-1.1	24.0.0.3		N/A
com.ibm.websphere.appserver.features	heritageAPIs-1.1	24.0.0.4		N/A
com.ibm.websphere.appserver.features	heritageAPIs-1.1	24.0.0.5		N/A
com.ibm.websphere.appserver.features	heritageAPIs-1.1	24.0.0.6		N/A
com.ibm.websphere.appserver.features	heritageAPIs-1.1	24.0.0.7		N/A
com.ibm.websphere.appserver.features	heritageAPIs-1.1	24.0.0.8		N/A
com.ibm.websphere.appserver.features	heritageAPIs-1.1	24.0.0.9		N/A
com.ibm.websphere.appserver.features	heritageAPIs-1.1	25.0.0.1		N/A
com.ibm.websphere.appserver.features	heritageAPIs-1.1	25.0.0.2		N/A
com.ibm.websphere.appserver.features	heritageAPIs-1.1	25.0.0.3		N/A
com.ibm.websphere.appserver.features	heritageAPIs-1.1	25.0.0.4		N/A
com.identityblitz	log-lib	0.1.1		62b7d84c1294f9d6ad39e31ed965a4785fd62f76
com.infobip.kafkistry	kafkistry-events	0.0.4		f68731ecd1ff85ece0dc12510278b1ce1c1e9dce
com.infobip.kafkistry	kafkistry-events	0.1.0		8f45a2233477527d065649a0d9e0b2b8e3fa3830
com.infobip.kafkistry	kafkistry-events	0.1.1		ef74cf8875b6ceb3d504975f210013a367187bbc
com.infobip.kafkistry	kafkistry-events	0.3.0		996dacf3c9ca805552243c2820d3e41c3af46c3c
com.infobip.kafkistry	kafkistry-events	0.4.0		395bbfb0f03c444461e81b7b4ce86f2fc86acc9b
com.infobip.kafkistry	kafkistry-events	0.4.1		83685840e26f8244f6513732c3976c3c7232d4ea
com.infobip.kafkistry	kafkistry-events	0.4.2		8f5e33c4f4047fa95724508a1ae76be2b14f0764
com.infobip.kafkistry	kafkistry-events	0.5.0		804b3141572df4e6f6c152fd622d99d91e8165b1
com.infobip.kafkistry	kafkistry-events	0.5.1		b9d326c525639989a5cdbc12cee9405260338fcc
com.infobip.kafkistry	kafkistry-events	0.6.0		84e99f80e4d836e96301620cf0798ef3b38ce94e
com.infobip.kafkistry	kafkistry-events	0.6.1		ec1b7159e0d63ce8bcb1d9dd39a663548fff0f54
com.infobip.kafkistry	kafkistry-events	0.7.0		c62b15afd0d834048e577351c11df425b2234382
com.infobip.kafkistry	kafkistry-events	0.8.0		2ba2408671c5fb854cb3cc5f543493bff792a6ab
com.infobip.kafkistry	kafkistry-events	0.9.0		dab43956a976b273b7a872b38db9869c2e250dd0
com.infobip.kafkistry	kafkistry-events	0.9.1		2409b35962d331d72db3ced458b6133f77004899
com.infobip.kafkistry	kafkistry-events	0.9.2		5e9e375e9581cbcdd1a01d7d9bc270bb8d5b6769
com.io7m.jserial	io7m-jserial-core	0.1.0		c6c1ff869f79c66972f547e8edcadc64db2099cb
com.javiersc.kotlin	kotlin-test-testng-wasm-js	0.1.0		N/A
com.javiersc.kotlin	kotlin-test-testng-wasm-js	0.1.0-alpha.16		N/A
com.javiersc.kotlin	kotlin-test-testng-wasm-js	0.1.0-alpha.17		N/A
com.javiersc.kotlin	kotlin-test-testng-wasm-js	0.2.0		N/A
com.javiersc.kotlin	kotlin-test-testng-wasm-js	0.2.1		N/A
com.javiersc.kotlin	kotlin-test-testng-wasm-js	0.3.0		N/A
com.javiersc.kotlin	kotlin-test-testng-wasm-js	0.4.0		N/A
com.javiersc.kotlin	kotlin-test-testng-wasm-js	0.5.0		N/A
com.javiersc.kotlin	kotlin-test-testng-wasm-js	0.6.0		N/A
com.liferay	com.liferay.map.taglib.freemarker.contributor	1.0.0		4d1a1d00d6bd13be6753521946d38696d4a9d3b6
com.liferay	com.liferay.map.taglib.freemarker.contributor	2.0.0		3fa0c7be28fa202d7598c3ea68c23ee067ce4f85
com.liferay	com.liferay.object.storage.sugarcrm	1.0.0		21c6bdbfd20a51a71e7bf6cab4e92404d316ed26
com.liferay	com.liferay.object.storage.sugarcrm	1.0.1		398342a6b376180d30fcf2a81bc33a6fe32be0de
com.liferay	com.liferay.object.storage.sugarcrm	1.0.2		32cd47879bb991448700b7b984865ab1884066ae
com.liferay	com.liferay.object.storage.sugarcrm	1.0.3		f5ba1612ac35a3736318444d4a1c8bfe1826fd9f
com.lucidchart	lucid-aspell_2.11	2.0		f8e92b9efc5004dcd5023bf5f4d4eaa3540e3d7e
com.lucidchart	lucid-aspell_2.11	2.0	native-x86_64	f781a309807b834e7c086738afa9caab69eba99d
com.lucidchart	lucid-aspell_2.11	2.0.0		2b737bab65bd55389fecb65b93306ea64a52b898
com.lucidchart	lucid-aspell_2.11	2.0.0	native-x86_64	06017a8399c91059fbc05cce2938977a6653e438
com.pingcap.tispark	tispark-assembly-3.2_2.12	3.0.0		a260a367cc7092df324c447902f51570fc90b9e9
com.pingcap.tispark	tispark-assembly-3.2_2.12	3.0.1		dfb8cd7c6b3b4e71c52cb2ca0193067dfe6197e0
com.pingcap.tispark	tispark-assembly-3.2_2.12	3.0.2		8a14f782dd55727bb3de7386dbdef08a150907ef
com.pingcap.tispark	tispark-assembly-3.2_2.12	3.0.3		c01acda27c2a31f5cd911afb3d23c480d91aa4aa
com.pingcap.tispark	tispark-assembly-3.2_2.12	3.1.0		986e8c2655fc1333c3a3c08181b42c884399abf4
com.pingcap.tispark	tispark-assembly-3.2_2.12	3.1.1		c4bc27b990712bec35a4da2f1977525f84fb3918
com.pingcap.tispark	tispark-assembly-3.2_2.12	3.1.2		a835eba53151c9ee0c8a1f7f21326fbb857c5376
com.pingcap.tispark	tispark-assembly-3.2_2.12	3.1.3		d7a9550c90e60729ff25dc80ab315791e6598069
com.pingcap.tispark	tispark-assembly-3.2_2.12	3.1.4		20ed6022230ffcee36cdeda5b9dd1fd964546adf
com.pingcap.tispark	tispark-assembly-3.2_2.12	3.1.5		f932497c046e8f48227e2b7c38df31ca7679331a
com.pingcap.tispark	tispark-assembly-3.2_2.12	3.1.6		1ed9181d084d59b1032fc31a9bb7294d407f59f3
com.pingcap.tispark	tispark-assembly-3.2_2.12	3.1.7		57ec9d6419c63615f9a57e9424d1ae87a5d163e5
com.pingcap.tispark	tispark-assembly-3.2_2.12	3.2.0		8019cdaffa6c6ee807e5c62ef50b39b40f121ce3
com.pingcap.tispark	tispark-assembly-3.2_2.12	3.2.1		c44f32ce2796bc2dadfaf26ac6ab13c35afff55f
com.pingcap.tispark	tispark-assembly-3.2_2.12	3.2.2		4078ff9925ea383f62a1ba9b4711669d3e30fe8d
com.pingcap.tispark	tispark-assembly-3.2_2.12	3.2.3		4f7420cc47c18a913c1a7e8e4d934b4022809a5c
com.taxonic.carml	carml-join-storage	0.4.0		f646d34cd122d9b7ce406da4068c34ff99976338
com.taxonic.carml	carml-join-storage	0.4.0-beta-1		e64bbc5b89e1904a23cfab120f0317018c5353e8
com.taxonic.carml	carml-join-storage	0.4.0-beta-2		724622dd447053304ee77e9bb9e7abb759b55a26
com.taxonic.carml	carml-join-storage	0.4.0-beta-4		f5b7b2830514145cbbd00df57414df7fa4a23f7d
com.taxonic.carml	carml-join-storage	0.4.0-beta-5		7a6d59f53ad72c86f99451e8a7567e736093c4e8
com.tuplejump	play-yeoman_2.11	0.7.1		ece3f6ecbf5db59f9ae01068abca1b40205c8b04
com.tuplejump	play-yeoman_2.11	0.8.0		5c074ccb8b82d2dc0a97ba5584febc9a70490ffc
com.tuplejump	play-yeoman_2.11	0.8.1		6891b7845f595786737f4eeac37e559be726a301
com.tuplejump	play-yeoman_2.11	0.9.0		22451d1c6c346b5a1daee77caea6d6005d7e7605
com.turn	shapeshifter	1.0.0		d8d4d32375db02fd70cd7c3215915d7c7983b2ef
com.turn	shapeshifter	1.1.0		9aa20d6c927599ac7bcb5e7af51367c5ac621c3a
com.turn	shapeshifter	1.1.1		44091ad118e9dbd7a498a51d55e58b66d1c60143
com.twitter	bijection-util_2.10	0.3.0		1668d00736fe375d3ad2db6bf25a5ac550ac52fd
com.twitter	bijection-util_2.10	0.4.0		d59215fd5464e8eb001f060e716b7e703a221407
com.twitter	bijection-util_2.10	0.5.0		6ac694c7881ea328f057d2b1ecb6b9aa262cb089
com.twitter	bijection-util_2.10	0.5.1		d315807c6b500ef0ea0208c7b1e67122e577e5ff
com.twitter	bijection-util_2.10	0.5.2		df42d77e1406cfc9cf1129e5cd3035419a5c0be9
com.twitter	bijection-util_2.10	0.5.3		b79d6cf562581b16149a1a77b8942bd2a41e0359
com.twitter	bijection-util_2.10	0.5.4		93367aee139bf199b8b7a20d4b87a0bd5b139ae8
com.twitter	bijection-util_2.10	0.6.0		79646a4d23bda8a3c6fd0464746c2b49befa604a
