app.softwork	kotlinx-serialization-flf-wasm-js	0.0.20		N/A
ch.epfl.lamp	dotty-library_0.5	0.5.0-bin-20171023-e1365d9-NIGHTLY		4f319a711ebb6b411377d11e4f63047de020799d
ch.epfl.lamp	dotty-library_0.5	0.5.0-bin-20171024-431f0fc-NIGHTLY		87876cd295e47fddad795a0d06ac683d03a88dbb
ch.epfl.lamp	dotty-library_0.5	0.5.0-bin-20171025-3eff831-NIGHTLY		9b252eb0126936b563210f1297cb6fa776bfa944
ch.epfl.lamp	dotty-library_0.5	0.5.0-bin-20171026-0202822-NIGHTLY		69349e14dc93be12ff5d8b606120301b6dc6ea81
ch.epfl.lamp	dotty-library_0.5	0.5.0-bin-20171027-68cc7ee-NIGHTLY		0a38366cb8baa85450a66c19f629dc1658df045c
ch.epfl.lamp	dotty-library_0.5	0.5.0-bin-20171029-ec54e63-NIGHTLY		842dbee62e2e21fe812fb5c4c20a9c6b220b9f5b
ch.epfl.lamp	dotty-library_0.5	0.5.0-bin-20171030-6398448-NIGHTLY		66c06127f28b779b7ba06adc7897257285a02a86
ch.epfl.lamp	dotty-library_0.5	0.5.0-bin-20171031-3a72da6-NIGHTLY		723b047ac3d527a1a6b11a467880e2b0f2e06eca
ch.epfl.lamp	dotty-library_0.5	0.5.0-bin-20171101-dfe45fc-NIGHTLY		5fab9bc361af8ca3638dcd03c154cd782142323c
ch.epfl.lamp	dotty-library_0.5	0.5.0-bin-20171102-cbb481c-NIGHTLY		96f40ff02dbe871f0329e50389c857a224ce9833
ch.epfl.lamp	dotty-library_0.5	0.5.0-bin-20171103-22ff8a4-NIGHTLY		a181f4409d46bf31c8dfbd75640abf7a685e4835
ch.epfl.lamp	dotty-library_0.5	0.5.0-bin-20171106-45387e2-NIGHTLY		4b4af0e6478ce06d776a2630d418ade5639a30e8
ch.epfl.lamp	dotty-library_0.5	0.5.0-bin-20171107-42577bb-NIGHTLY		9831c19f305fa95d3bd17e09ebc3e4aa8c95cebe
ch.epfl.lamp	dotty-library_0.5	0.5.0-bin-20171108-28f6c3f-NIGHTLY		a2cf5a0e1b5d94405d9fb50dba13bd6a7a8c22c4
ch.epfl.lamp	dotty-library_0.5	0.5.0-bin-20171113-8b78497-NIGHTLY		567e8a450ea20be4e5719be85bbc80fe0484dfaa
ch.epfl.lamp	dotty-library_0.5	0.5.0-bin-20171114-f728134-NIGHTLY		18d4ecf53aa8f63a06ded18ac8e8acde88735f17
ch.epfl.lamp	dotty-library_0.5	0.5.0-bin-20171115-745fae6-NIGHTLY		df3101d5cdd644e02be4b86a308c7b4a420eb04d
ch.epfl.lamp	dotty-library_0.5	0.5.0-bin-20171116-96d8661-NIGHTLY		666588b306446bb293235f016e8b8396b8a94e2a
ch.epfl.lamp	dotty-library_0.5	0.5.0-bin-20171117-0155804-NIGHTLY		662dde3bc78da3d9d1ce7b55b5e089a6e0844f01
ch.epfl.lamp	dotty-library_0.5	0.5.0-bin-20171118-b4e8acd-NIGHTLY		2c06a09f0cb73c7ecc4ea8c87c84a00f794ecbc6
ch.epfl.lamp	dotty-library_0.5	0.5.0-bin-20171119-4fefb64-NIGHTLY		1659509429ac6930935ea6faacff9d86a2f361ea
ch.epfl.lamp	dotty-library_0.5	0.5.0-bin-20171120-c48f7b0-NIGHTLY		3fb968eaa5b3dab669268d10618376536538d4c6
ch.epfl.lamp	dotty-library_0.5	0.5.0-bin-20171121-1d24b19-NIGHTLY		3bcea1e38382d55fa0664932cf7e69e2215c86df
ch.epfl.lamp	dotty-library_0.5	0.5.0-bin-20171122-331bc47-NIGHTLY		ed1c38a7178972ec1505086242c3777d8dcbf5c8
ch.epfl.lamp	dotty-library_0.5	0.5.0-bin-20171123-6cceefc-NIGHTLY		e9f2f6d6e44498bbe78dd5c8cb432a5a65c2a342
ch.epfl.lamp	dotty-library_0.5	0.5.0-bin-20171124-7fa8a93-NIGHTLY		721f47cc464b0277f3f1ef32b3f4b42e1d6db385
ch.epfl.lamp	dotty-library_0.5	0.5.0-bin-20171127-924234f-NIGHTLY		05d28fe23a0b98d874961a7df7d8df7ab5f405f1
ch.epfl.lamp	dotty-library_0.5	0.5.0-bin-20171128-41cc996-NIGHTLY		ba419fd92b2332dc5b03256801ee62f4ca1e983a
ch.epfl.lamp	dotty-library_0.5	0.5.0-bin-20171128-e98ee92-NIGHTLY		de5bd2a9ada889c01a6dfe311fe674a86f10b430
co.aurasphere.botmill	botmill-core	1.0.0		6c8957b6a90f5cce44667ec310abd335123168b6
co.aurasphere.botmill	botmill-core	1.0.1		d2df062fd43facb9e47b0a486fd0204af052074f
co.aurasphere.botmill	botmill-core	1.0.2		3c57065e55815c524f627ca5e6debbcaca4f62a2
co.touchlab.skie	configuration-annotations-2.0.20-macosarm64	0.10.0		N/A
co.touchlab.skie	configuration-annotations-2.0.20-macosarm64	0.10.0	metadata	b18fe4c36ee96433de49e83b441a3a8d3b6e4487
co.touchlab.skie	configuration-annotations-2.0.20-macosarm64	0.10.1		N/A
co.touchlab.skie	configuration-annotations-2.0.20-macosarm64	0.10.1	metadata	5104d2427faa0182f520215102650cff18a0de87
co.touchlab.skie	configuration-annotations-2.0.20-macosarm64	0.10.2-preview.2.1.20		N/A
co.touchlab.skie	configuration-annotations-2.0.20-macosarm64	0.10.2-preview.2.1.20	metadata	29e2fc550e4d234f26f0f68367974247258b6a90
co.touchlab.skie	configuration-annotations-2.0.20-macosarm64	0.9.0		N/A
co.touchlab.skie	configuration-annotations-2.0.20-macosarm64	0.9.0	metadata	e7a65a8ca57f9169eb8e9f8f7e5b6924ce6176b0
co.touchlab.skie	configuration-annotations-2.0.20-macosarm64	0.9.0-RC.3		N/A
co.touchlab.skie	configuration-annotations-2.0.20-macosarm64	0.9.0-RC.3	metadata	25974dcf59662e70fe0230453856911a21f6e7b4
co.touchlab.skie	configuration-annotations-2.0.20-macosarm64	0.9.0-RC.4		N/A
co.touchlab.skie	configuration-annotations-2.0.20-macosarm64	0.9.0-RC.4	metadata	9cf2305d399af66575b369d65ed65de7b2b7a437
co.touchlab.skie	configuration-annotations-2.0.20-macosarm64	0.9.0-RC.5		N/A
co.touchlab.skie	configuration-annotations-2.0.20-macosarm64	0.9.0-RC.5	metadata	da40ed0f809839706237cf594afa0c670782b1c4
co.touchlab.skie	configuration-annotations-2.0.20-macosarm64	0.9.1		N/A
co.touchlab.skie	configuration-annotations-2.0.20-macosarm64	0.9.1	metadata	5444a8d779a8fdb0b24469bb164dc9eb756ac992
co.touchlab.skie	configuration-annotations-2.0.20-macosarm64	0.9.2		N/A
co.touchlab.skie	configuration-annotations-2.0.20-macosarm64	0.9.2	metadata	00d68a958fe91e07aa9a9fb4a7c4c940bfff6c3f
co.touchlab.skie	configuration-annotations-2.0.20-macosarm64	0.9.3		N/A
co.touchlab.skie	configuration-annotations-2.0.20-macosarm64	0.9.3	metadata	9e7e01bdf3f99895ec23ce137c9ece5c0d7d4dc2
co.touchlab.skie	configuration-annotations-2.0.20-macosarm64	0.9.4		N/A
co.touchlab.skie	configuration-annotations-2.0.20-macosarm64	0.9.4	metadata	6d86b97832fd2492615b97a4eaf144bdb27020d4
co.touchlab.skie	configuration-annotations-2.0.20-macosarm64	0.9.5		N/A
co.touchlab.skie	configuration-annotations-2.0.20-macosarm64	0.9.5	metadata	14b10be020938bb83c90407c86da01eb79cfded6
com.47deg.xef	tokenizer-js	0.0.1-alpha.1		N/A
com.47deg.xef	tokenizer-js	0.0.1-alpha.2		N/A
com.amazonaws	aws-java-sdk-translate	1.11.1000		3d8fc97867c4c6743a42e0a1b9f6ecda0cd90592
com.amazonaws	aws-java-sdk-translate	1.11.1001		0546ec9862a28f4506e93a0877b49eaf2d86f5fd
com.amazonaws	aws-java-sdk-translate	1.11.1002		6bae7189c538eb9f075aa378077dc8fc942c7625
com.amazonaws	aws-java-sdk-translate	1.11.1003		15f5ec00c96cf63c7637741f1b2047e9fee54e50
com.amazonaws	aws-java-sdk-translate	1.11.1004		ee2557a041394ad17706035e107a6ca17574934f
com.amazonaws	aws-java-sdk-translate	1.11.1005		a0611c16af1c15fe0f1616419ce8dfa19e1f449f
com.amazonaws	aws-java-sdk-translate	1.11.1006		0a92db64804ab4c724a057a33355d298d8797749
com.amazonaws	aws-java-sdk-translate	1.11.1007		4e75b5721c1dd83f0ba9ebc8d77304a78cc9c1b2
com.amazonaws	aws-java-sdk-translate	1.11.1008		7c6496a30bfde2421678e8c063876ac65e3aa075
com.amazonaws	aws-java-sdk-translate	1.11.1009		1ace74b96d240161d1ca493966719000eaf7fc9d
com.amazonaws	aws-java-sdk-translate	1.11.1010		e9a087a98c9d1b40360c7ad3f2fd035c9bb3755f
com.amazonaws	aws-java-sdk-translate	1.11.1011		f8c2ac2a3d66efa50b07b7c1d41ebe2402082c21
com.amazonaws	aws-java-sdk-translate	1.11.1012		2bc6f271ee8f4cdf75aa21184daaeafcd4fdd553
com.amazonaws	aws-java-sdk-translate	1.11.1013		8cb8a93e8ffa6062fe93aca7ec0d4a886f12e5d1
com.amazonaws	aws-java-sdk-translate	1.11.1014		e951e1e9be5083cc2b68376836367bf65a4fc39d
com.amazonaws	aws-java-sdk-translate	1.11.1015		dc65b4842e23faec14d76fd1806443f45c36bef5
com.amazonaws	aws-java-sdk-translate	1.11.1016		6b1a3acb935ef9bb0b259f2899e2ad12cf974758
com.amazonaws	aws-java-sdk-translate	1.11.1017		c90f5d3fcedde73a8ee2499b61850ba208920559
com.amazonaws	aws-java-sdk-translate	1.11.1018		954869b96bd4f947de34bb175b7b8e6c68b7146c
com.amazonaws	aws-java-sdk-translate	1.11.1019		ef56dfc80a5a89938a4c82613d5e1ee0a3cec2d2
com.amazonaws	aws-java-sdk-translate	1.11.1020		51e0cdb6a1f050cb0d981d384ec715fb39141c95
com.amazonaws	aws-java-sdk-translate	1.11.1021		adb3eda65778d86437e96e58a47f07a25a198011
com.amazonaws	aws-java-sdk-translate	1.11.1022		39adeae7ae0efc4a1ab9198d3fa5fe5104bfca30
com.amazonaws	aws-java-sdk-translate	1.11.1023		8e31dff0b3a903141872724cbfdbf790609e0bc9
com.amazonaws	aws-java-sdk-translate	1.11.1024		75f993de0e97d015041e6d749e1aa2f26ea9e4ca
com.amazonaws	aws-java-sdk-translate	1.11.1025		451dc64b8d90a8b7ca3f58bea9364e8c6f25fe68
com.amazonaws	aws-java-sdk-translate	1.11.1026		2e01b4e89f481ae90b91f20e3ec68e12aee567cd
com.amazonaws	aws-java-sdk-translate	1.11.1027		ad6acd43eef9174db0883b6722d97a93b1408f21
com.amazonaws	aws-java-sdk-translate	1.11.1028		a8386877c692b8531d52c5e98e68df08bc0e214f
com.amazonaws	aws-java-sdk-translate	1.11.1029		919bf42c36728b553e0ceb5143fc5dc07f8fd06d
com.amazonaws	aws-java-sdk-translate	1.11.1030		4e8d9210403d4c82201ae68be70669c7efb64f55
com.amazonaws	aws-java-sdk-translate	1.11.1031		ce24801703d238431230379d93cbe6f1f189b204
com.amazonaws	aws-java-sdk-translate	1.11.1032		2258fd6dd93d5495f82f2de09a9550e1ff528fec
com.amazonaws	aws-java-sdk-translate	1.11.1033		bd162cd537305dffda66963a549083ae02c79cf4
com.amazonaws	aws-java-sdk-translate	1.11.1034		263216be0fcf945625aaca7df3502e249a811212
com.amazonaws	aws-java-sdk-translate	1.11.238		7a8e151ca21afbdd0174a3985fa5cc0c35b071cc
com.amazonaws	aws-java-sdk-translate	1.11.239		177f2786a30352770398c72802498b416b40a159
com.amazonaws	aws-java-sdk-translate	1.11.240		bbb2754fe37926a440e6c3146c6bbbcb8de8c994
com.amazonaws	aws-java-sdk-translate	1.11.241		999e1da789e9ead8fb11d6a011b14bd18028da45
com.amazonaws	aws-java-sdk-translate	1.11.242		c3bc2bd14870828a314aeebe1329c8ef01373cb4
com.amazonaws	aws-java-sdk-translate	1.11.243		f797a3d46aded10bab82b6d640337abb91558d59
com.amazonaws	aws-java-sdk-translate	1.11.244		62f1fde7a5494ce61714249ef420c10c5f9feb4e
com.amazonaws	aws-java-sdk-translate	1.11.245		a6e5b8dfe4ca9bae0e95b5216b5e239c8fe9e88d
com.amazonaws	aws-java-sdk-translate	1.11.246		c09db2bf971f804d327890fbea26b9245d55f4e4
com.amazonaws	aws-java-sdk-translate	1.11.247		93dd1de80e996bb74f77a526230dcf1d039ae262
com.amazonaws	aws-java-sdk-translate	1.11.248		2fe0fa3ff2cec796a3fcae8ea4bb7f19e6bd2c2e
com.amazonaws	aws-java-sdk-translate	1.11.249		db8c0a488de77509bfe220fbaace9a70dc9b1e6c
com.amazonaws	aws-java-sdk-translate	1.11.250		d2c8bf3f7d90ba127a8a51c5856173a4a987a658
com.amazonaws	aws-java-sdk-translate	1.11.251		c65638b530d6470b00e9f14b41960358b08b7be7
com.amazonaws	aws-java-sdk-translate	1.11.252		6e0969d90a4a859083b64c010f28cef99231866c
com.amazonaws	aws-java-sdk-translate	1.11.253		cc45ec0e1272a17ba2f5be65a953f5190ed21476
com.amazonaws	aws-java-sdk-translate	1.11.254		3719744e80bee24d68e288379ac0e8310575144d
com.amazonaws	aws-java-sdk-translate	1.11.255		eed6f32a3f4c8a4ebb9968c4620faaeae5831cbd
com.amazonaws	aws-java-sdk-translate	1.11.256		4fcd4eb0cc35c927018e29cc7ea5b3b11e3d3948
com.amazonaws	aws-java-sdk-translate	1.11.257		5c3e8ad165ae13c12794ee4383f8624e2d185ec1
com.amazonaws	aws-java-sdk-translate	1.11.258		e6545feb1075130199b69a4e30378f160ef1a8a2
com.amazonaws	aws-java-sdk-translate	1.11.259		c549e3d49b3c9141b49e389980b2278141f595d2
com.amazonaws	aws-java-sdk-translate	1.11.260		67b7c4d7e7a60fe0aac04522aa3b91749b665a5e
com.amazonaws	aws-java-sdk-translate	1.11.261		423832c54a477bcf82447e81aa7f2153f5e79db2
com.amazonaws	aws-java-sdk-translate	1.11.262		57b2ffa25585093d52dc957bc4946700a1349c7d
com.amazonaws	aws-java-sdk-translate	1.11.263		2d5f56f88bc6332cb03a0f81943f1bb79af1cf54
com.amazonaws	aws-java-sdk-translate	1.11.264		680b9181d0f5f66d0287fe35d8581482022f94b5
com.amazonaws	aws-java-sdk-translate	1.11.265		77baa12966dd0c9e7cc7691ba550428d0f7afcaa
com.amazonaws	aws-java-sdk-translate	1.11.266		df95cbfed865a9435820ef8be3278c3ab40f96e6
com.amazonaws	aws-java-sdk-translate	1.11.267		2294f6abe92d000fbcfa8bacd9f80faba973300a
com.amazonaws	aws-java-sdk-translate	1.11.268		dbdd217fb1151e2cb5735fbde888be54dd57e87e
com.amazonaws	aws-java-sdk-translate	1.11.269		f95b77a397ea5806978b5124690c45d9c81f0a5d
com.amazonaws	aws-java-sdk-translate	1.11.270		68d85fe540d296082e42803fdb5414e92136f99e
com.amazonaws	aws-java-sdk-translate	1.11.271		6cf3ac8e619e60413b7ac1292ce95d926823881a
com.amazonaws	aws-java-sdk-translate	1.11.272		9a4d49d4f0f778d2b951beea4570ad994f89fa84
com.amazonaws	aws-java-sdk-translate	1.11.273		fdcc96a067bcd22cd14361fed2c76a2dadba51ec
com.amazonaws	aws-java-sdk-translate	1.11.274		9edca4ec5fbe074eda564e1bca0343f8ff77032e
com.amazonaws	aws-java-sdk-translate	1.11.275		6e14176a913e3f35009a326359e5434a7e479f50
com.amazonaws	aws-java-sdk-translate	1.11.276		7acce1c63e820f00ee1948e0629f0f1619321032
com.amazonaws	aws-java-sdk-translate	1.11.277		dedde2cf5256ec9e265048f0ff7cc051557612b9
com.amazonaws	aws-java-sdk-translate	1.11.278		8ebe0f2e446a91ca1385fa01d036d828d6c5a0b8
com.amazonaws	aws-java-sdk-translate	1.11.279		d99b3f22606c881ec876f28c93c7a982d7558d47
com.amazonaws	aws-java-sdk-translate	1.11.280		102feb8e800529088bedcf583945b5c04cf86bb8
com.amazonaws	aws-java-sdk-translate	1.11.281		97944295574d629addad980693f11731b373d9ac
com.amazonaws	aws-java-sdk-translate	1.11.282		c770543633ed78a88cac09a48c1f80f3fd74d786
com.amazonaws	aws-java-sdk-translate	1.11.283		54caa90b99913789390e9d573b050853faeb4054
com.amazonaws	aws-java-sdk-translate	1.11.284		32a8460f0ce4be6aef381b0951b02686b254ac7f
com.amazonaws	aws-java-sdk-translate	1.11.285		ca726eb8421d3e27974d13d669177121979dc343
com.amazonaws	aws-java-sdk-translate	1.11.286		1f074d2bb42ee6ecdd2e6742eb78e93a96d297d1
com.amazonaws	aws-java-sdk-translate	1.11.287		829904b34fce8158f30d0b8c63841c3e7a76be8b
com.amazonaws	aws-java-sdk-translate	1.11.288		b2061b2b88f6e017f437a6a187985fb1580b2ed1
com.amazonaws	aws-java-sdk-translate	1.11.289		30bf447302a58b35a9f35a6b40fd5e8ba568221f
com.amazonaws	aws-java-sdk-translate	1.11.290		bcd7d74df6b9696c3cebd045eb6fb1cf0c4b2f72
com.amazonaws	aws-java-sdk-translate	1.11.291		113ad4d4f77f922e8d6528aeeceece519910c06c
com.amazonaws	aws-java-sdk-translate	1.11.292		d480f37e65ab90fb0cb0a03301c60fc103a92d3a
com.amazonaws	aws-java-sdk-translate	1.11.293		776b9fff1abcc6dee7e9cade719cb6b13c46c2f8
com.amazonaws	aws-java-sdk-translate	1.11.294		6d8d8e3c81492671ce688ce3d8026b6a3fb13a7f
com.amazonaws	aws-java-sdk-translate	1.11.295		f40a7607534e72052cca15ea699b7f39eb20df06
com.amazonaws	aws-java-sdk-translate	1.11.296		4a27c7e2d85780cb8f2e013fdb3bed7b47829d3b
com.amazonaws	aws-java-sdk-translate	1.11.297		3517c26b99275560b770950234336b25bcb52673
com.amazonaws	aws-java-sdk-translate	1.11.298		42a26579376ab3c141aca81f395ef5c344782ccb
com.amazonaws	aws-java-sdk-translate	1.11.299		66b25d7cfc54914302e44ba3894e7ced54008998
com.amazonaws	aws-java-sdk-translate	1.11.300		3845ae620cca970051f9633d3d60e04f4f9552bd
com.amazonaws	aws-java-sdk-translate	1.11.301		65434caa26ccdadbfb54dc783711162f503dc2c6
com.amazonaws	aws-java-sdk-translate	1.11.302		e8d1d72e9a7813b8ad6873a82a559423d6900f6f
com.amazonaws	aws-java-sdk-translate	1.11.303		dfff9ce0608d44bb0b199571d7427d47cba8a65b
com.amazonaws	aws-java-sdk-translate	1.11.304		47c304693ccbc9ce1f2a309f6e226e1dd5f65c59
com.amazonaws	aws-java-sdk-translate	1.11.305		59419b35819a8624a1d9ef3af228407d2b9f9488
com.amazonaws	aws-java-sdk-translate	1.11.306		1157291315257ecdf3c6b760a4d4e2bf4050f303
com.amazonaws	aws-java-sdk-translate	1.11.307		b0f64d3a2bd0871133159c2b10c9b87230c1e1f2
com.amazonaws	aws-java-sdk-translate	1.11.308		150cf70f8987346d7334768dba2bc6f4f3a193fe
com.amazonaws	aws-java-sdk-translate	1.11.309		7ae0a1835505f0c3e76538207e5020782609057b
com.amazonaws	aws-java-sdk-translate	1.11.310		fc354b95f29bac2e95fee82cc272abedb69261c8
com.amazonaws	aws-java-sdk-translate	1.11.311		c5e995470bb88299bba35e1c6cd76ffa45f68e19
com.amazonaws	aws-java-sdk-translate	1.11.312		65bc4ec95e72b674c00cf321f338997c8b848327
com.amazonaws	aws-java-sdk-translate	1.11.313		e078bddebecb7c0b3d55b052c7fd856eb56e7d49
com.amazonaws	aws-java-sdk-translate	1.11.314		7b0bf5a7cca3098d553498fa25567aaacc59d2e5
com.amazonaws	aws-java-sdk-translate	1.11.315		8993919c421d98361f99eced8cfa3eb2b908ed0b
com.amazonaws	aws-java-sdk-translate	1.11.316		d08b7b1dd6b5960b2b17d6ea25d556e433b9f11a
com.amazonaws	aws-java-sdk-translate	1.11.317		425f54034efb6895d1c27ea6af3d993e46136714
com.amazonaws	aws-java-sdk-translate	1.11.318		281eb06bb78461ad4bbc7dd52299ae521cb1667a
com.amazonaws	aws-java-sdk-translate	1.11.319		136ee9bd1b34c2b7ffc92bf6d1f767faae522e07
com.amazonaws	aws-java-sdk-translate	1.11.320		8414dad6abf0230aa2f839835e8102e5d351b362
com.amazonaws	aws-java-sdk-translate	1.11.321		64a2e6c1a6e52328cc9b6c5e2b1df147a6a1c157
com.amazonaws	aws-java-sdk-translate	1.11.322		1c5abaa9c4bba8e3c9c386c991d5204a58114f1a
com.amazonaws	aws-java-sdk-translate	1.11.323		0b3747b3456d470769b62382152eb64be60fd3d1
com.amazonaws	aws-java-sdk-translate	1.11.324		a4a31d19412c9cef87090f32856b0834aa39964a
com.amazonaws	aws-java-sdk-translate	1.11.325		01faf361439b4c1ac923dab0ed6e2d60776240ee
com.amazonaws	aws-java-sdk-translate	1.11.326		0e5fa11ebfd1a02852fee8c6216160f485c778db
com.amazonaws	aws-java-sdk-translate	1.11.327		b3b738afbb36e6790b62712c491e151f2c1ad57f
com.amazonaws	aws-java-sdk-translate	1.11.328		e386d50fedee73565c7fece03d88ec1c61c3aead
com.amazonaws	aws-java-sdk-translate	1.11.329		8e998634d44c247d713e8577462d13ad27ab6161
com.amazonaws	aws-java-sdk-translate	1.11.330		8e9f32a8791d257b44fbb8d5f24769fe7bba4622
com.amazonaws	aws-java-sdk-translate	1.11.331		92eaf604beaa1f13f9681addb86ef4a896003b02
com.amazonaws	aws-java-sdk-translate	1.11.332		fbd696aee2f335e0242f2cbf0ad70784190982b5
com.amazonaws	aws-java-sdk-translate	1.11.333		59d5ba8c65d08f59528d716dd735c37647357434
com.amazonaws	aws-java-sdk-translate	1.11.334		6d9736a66fb8cf0944d61eb7fdc1c5745fe49312
com.amazonaws	aws-java-sdk-translate	1.11.335		070380683f9ad07fee507829b902f738be68053f
com.amazonaws	aws-java-sdk-translate	1.11.336		ba8aa894c9c2907dd3677e177a2dd28ccbf66535
com.amazonaws	aws-java-sdk-translate	1.11.337		86ff786e4f29d02a2089e13eebd8e8015dca2597
com.amazonaws	aws-java-sdk-translate	1.11.338		66a33ecbaf685e94c88c72e8e9adbe11870a83c6
com.amazonaws	aws-java-sdk-translate	1.11.339		49cf16d1e18e5af3a683349bba80381723bf7600
com.amazonaws	aws-java-sdk-translate	1.11.340		8210a1e81a520f1f6d315192da21c7fcc733d675
com.amazonaws	aws-java-sdk-translate	1.11.341		c321cb48585a68d39fbd727c1e30bd16c7c91f2e
com.amazonaws	aws-java-sdk-translate	1.11.342		30477a57ab8e429823adac0e8857659e40acdd36
com.amazonaws	aws-java-sdk-translate	1.11.343		1e7c72835c8b2768406e3616862aae626e345a82
com.amazonaws	aws-java-sdk-translate	1.11.344		107713418b62007eca7881fccacc00c7b6c3d144
com.amazonaws	aws-java-sdk-translate	1.11.345		a4622b9210a258cf19c0522f44b52057bf5858c8
com.amazonaws	aws-java-sdk-translate	1.11.346		7aebccb9f8a8f41a264184d6f0808e15337abf7a
com.amazonaws	aws-java-sdk-translate	1.11.347		3bdabf0ea73f74ab9428eb15328528e683380ab4
com.amazonaws	aws-java-sdk-translate	1.11.348		d5c9331bb3b302ad00cd60e1a33c0633cb2a919a
com.amazonaws	aws-java-sdk-translate	1.11.349		dfbff67fa1ad5e2dad8bd5e11adf278220348256
com.amazonaws	aws-java-sdk-translate	1.11.350		6343c5011694f0d545be94101ae21f4eedf92ac2
com.amazonaws	aws-java-sdk-translate	1.11.351		563c51f2005c95df4e703a70e0b1ec25d9f16054
com.amazonaws	aws-java-sdk-translate	1.11.352		b7db6cd2fe571ea1762d10ef4436da33e4ebb3fc
com.amazonaws	aws-java-sdk-translate	1.11.353		0de9a7f3fdfea2600f038a653c8dc978959c7f4d
com.amazonaws	aws-java-sdk-translate	1.11.354		4318b8276faa356dce21c4e941010feae6259752
com.amazonaws	aws-java-sdk-translate	1.11.355		b1b3affc46b0ddefab482920029c0ca7ce7514cd
com.amazonaws	aws-java-sdk-translate	1.11.356		464ee3348e9b3c315c950e004bfa09879c166389
com.amazonaws	aws-java-sdk-translate	1.11.357		39eb2ef088a4b457e436af31f1dd7793215c38c0
com.amazonaws	aws-java-sdk-translate	1.11.358		09911f10ea7dad11e51d6ab2453e4532081a6a22
com.amazonaws	aws-java-sdk-translate	1.11.359		c5101172245c4f87c2eed55b14b6e7b7db45759b
com.amazonaws	aws-java-sdk-translate	1.11.360		4d8ee1296e3484026e833324d875c7a282c2a82f
com.amazonaws	aws-java-sdk-translate	1.11.361		59148633c0a09ab910a75303732251472fb0dd44
com.amazonaws	aws-java-sdk-translate	1.11.362		322039ac98fe62775875e4f2f88eca7b78b11adf
com.amazonaws	aws-java-sdk-translate	1.11.363		8161d358fce0b5214150fe07c357835b989f4569
com.amazonaws	aws-java-sdk-translate	1.11.364		96167d600eb43fd4385152935a662ed1c0b45724
com.amazonaws	aws-java-sdk-translate	1.11.365		f251a0486e376c3a43a117191e51ee88b5ebba94
