at.asitplus.wallet	ehic-jvm	1.0.0		11df66ec0f3c715d6d6ed952fe50105b68bc6a4e
com.lightbend.rp	reactive-lib-service-discovery-lagom14-java_2.11	0.8.2		1e4193dc1b83cba8e23ca4fb5d9b8cb01951c5d3
com.lightbend.rp	reactive-lib-service-discovery-lagom14-java_2.11	0.9.0		9936d4c50cd821f9b0d4842c56330c5c9c1095be
com.lightbend.rp	reactive-lib-service-discovery-lagom14-java_2.11	0.9.1		6dced6e4377abcb80fbfa5f65a42a1030d805b14
com.lightbend.rp	reactive-lib-service-discovery-lagom14-java_2.11	0.9.2		3655cdaac2d63e938c3cfdfedb7cba349406cf9c
com.lightbend.rp	reactive-lib-service-discovery-lagom14-java_2.11	0.9.3		fc25dc4d3aa3431837b95407e12e42e36a81e2db
com.lightbend.rp	reactive-lib-service-discovery-lagom14-java_2.11	1.6.0		540dcba317d7af436c86fea6197fa30044a1f843
com.lightbend.rp	reactive-lib-service-discovery-lagom14-java_2.11	1.7.0		5ee3ede890932c45ae18a85cbbfc0ae48cb978c9
com.lightbend.rp	reactive-lib-service-discovery-lagom14-java_2.11	1.7.0-M1		9e15f106de6b7e457b3f73305b50ba9965533dcc
com.linkedin.isolation-forest	isolation-forest_3.4.1_2.12	3.0.3		cd67c57c4c59b145925363bcc9850f89d75ff4e1
com.meizu.flyme.internet	publish-plugin	1.6		bca7c89c3e22eb968e11d85307bf16ee6c0108e3
com.meizu.flyme.internet	publish-plugin	1.7		0dd6ce9b34ec4d95622768f32391731536060357
com.meizu.flyme.internet	publish-plugin	2.2		104f158448fee3895e3858cf35f6b0df4119fcaf
com.meizu.flyme.internet	publish-plugin	2.3		cd0619eeaa96563aa7ba2b3df94bc14596c9f2f4
com.milesight.beaveriot	integration	1.0.0		2c87611d10ab4ec1e1e375830da740c7008c6fb8
com.plusmobileapps	konnectivity-android-debug	0.1-alpha01		N/A
com.sap.cloud.s4hana.cloudplatform	core	1.0.0		68cf2bed226f3807b8b773b17e33f758a4e1a9de
com.sap.cloud.s4hana.cloudplatform	core	1.1.1		05b3ea1990fbcd2398fcf80d19954e4cc1f2a9b5
com.sap.cloud.s4hana.cloudplatform	core	1.1.2		818a4ad00ce13755a2b95e4070a10af3400abcdf
com.sap.cloud.s4hana.cloudplatform	core	1.10.0		c0d15004494d375ba2ef75a105e5196b24e92f69
com.sap.cloud.s4hana.cloudplatform	core	1.11.1		00712f44d5f9668096ab95b33f99d79eaa5c09c6
com.sap.cloud.s4hana.cloudplatform	core	1.2.0		1f295b132abd455994775ad3744c6e14ed68a4df
com.sap.cloud.s4hana.cloudplatform	core	1.3.0		e572df73e3df77733f3cd712f421560cd92a3506
com.sap.cloud.s4hana.cloudplatform	core	1.4.0		1897f47b8b0db127aa1183355a2a87d01e5d1727
com.sap.cloud.s4hana.cloudplatform	core	1.5.0		ff5049f5600ec21a8ed20734b3640767e475f233
com.sap.cloud.s4hana.cloudplatform	core	1.6.0		af1052e7faf9f1e60ea64059df133301c2658a6f
com.sap.cloud.s4hana.cloudplatform	core	1.7.1		9d63306f915d363defb8741b06f75f850f5a92da
com.sap.cloud.s4hana.cloudplatform	core	1.8.0		13f7dad9cb5a51dd47623675b1b353142f4c8acd
com.sap.cloud.s4hana.cloudplatform	core	1.9.2		4a4fab9223d1656760c04978736d1ff94b9278bb
com.sap.cloud.s4hana.cloudplatform	core	1.9.3		25bb551f4dfbb8c7422e2a25e42f2057a1d37be1
com.sap.cloud.s4hana.cloudplatform	core	1.9.4		087d0240b52b11b57b0d0728c86d00854ec1405e
com.sap.cloud.s4hana.cloudplatform	core	2.0.0		4b69f255434423f619752454e60c116e46d20ca7
com.sap.cloud.s4hana.cloudplatform	core	2.0.0-M3		e84dbf1d4b8d0c2102168cd67c316358928e2c6c
com.sap.cloud.s4hana.cloudplatform	core	2.1.0		0e1c117b51187a213efc2584a70cb59e00d69722
com.sap.cloud.s4hana.cloudplatform	core	2.1.1		80206bf43aa985c97e08523ca3ff631792e01b3d
com.sap.cloud.s4hana.cloudplatform	core	2.1.2		55ed19b353d7d2d689a70c685c077a5d0f9a5b01
com.sap.cloud.s4hana.cloudplatform	core	2.10.0		ccbab6a1db134ab69ad190410efd91d083f5f3e9
com.sap.cloud.s4hana.cloudplatform	core	2.11.1		090936e6a80ea6c540ae926c38751f4374e104f8
com.sap.cloud.s4hana.cloudplatform	core	2.12.0		6de7f988fbb8cb94abe2421d5656db1791082053
com.sap.cloud.s4hana.cloudplatform	core	2.13.2		b8694dc3677a31be5d73c2e383849527cb11ca5a
com.sap.cloud.s4hana.cloudplatform	core	2.13.3		3463a53c37167d34b27c42f51bb6beaa70f73dbe
com.sap.cloud.s4hana.cloudplatform	core	2.14.0		4b28e648af51569ae2859ac1265946088636d29c
com.sap.cloud.s4hana.cloudplatform	core	2.15.0		a15f1c235e31170e37552b7fabc4afcf05340ba8
com.sap.cloud.s4hana.cloudplatform	core	2.16.0		66d5cc2d005376e2196e25d6213d428f516aa975
com.sap.cloud.s4hana.cloudplatform	core	2.17.0		87474cc7cfa783acf7bd015e6616097bb3cdc8dd
com.sap.cloud.s4hana.cloudplatform	core	2.18.0		1d1c52ca5807395894d8d5cc5733b9c3a6332286
com.sap.cloud.s4hana.cloudplatform	core	2.18.1		3517911aec34af3a8e8eb1345b5061963935de45
com.sap.cloud.s4hana.cloudplatform	core	2.19.0		fbca3ee8f83a1fe087fe05de735d35dec3a53088
com.sap.cloud.s4hana.cloudplatform	core	2.19.1		5b1c58204467576f97f4707b78d0cd9f30f6e24a
com.sap.cloud.s4hana.cloudplatform	core	2.19.2		a414b673050ef7edb3122253502e75e22d0e941c
com.sap.cloud.s4hana.cloudplatform	core	2.2.0		fa93380981a052df9dcc4e98538aaa9b159bed05
com.sap.cloud.s4hana.cloudplatform	core	2.20.0		dc47ac0a95c41a6815a1773b01ab25da0593c2de
com.sap.cloud.s4hana.cloudplatform	core	2.20.1		47ec0c97b357df28e9abb968fdb08b0ac966c36f
com.sap.cloud.s4hana.cloudplatform	core	2.20.2		58ae2ce9799ad06e901a719681c58e66a1b3d9de
com.sap.cloud.s4hana.cloudplatform	core	2.21.0		a4e0bfa073c2b6f76edf061113ed6729c0330f44
com.sap.cloud.s4hana.cloudplatform	core	2.22.0		6da273b08bc50167ef197a3d78ffb29af1d8b056
com.sap.cloud.s4hana.cloudplatform	core	2.22.1		4f9379a46bfa8ce3dc63ccd498765c3592d7bfc0
com.sap.cloud.s4hana.cloudplatform	core	2.23.0		dbcfbe1eed9b2ec170d7551a1e5d632dded17e8e
com.sap.cloud.s4hana.cloudplatform	core	2.24.0		c9ffd3f7e923516a213f09e20415f13713164bd7
com.sap.cloud.s4hana.cloudplatform	core	2.25.0		5ccbb40263da88d422ad0ed38f67e0daf32ab0c7
com.sap.cloud.s4hana.cloudplatform	core	2.26.0		babe8e4579b2f7d4cdee5c2a2c557e94bd8f34f9
com.sap.cloud.s4hana.cloudplatform	core	2.27.0		5f4bcb5cf9c9fee20901e9f9e5f0057cbd6c5df9
com.sap.cloud.s4hana.cloudplatform	core	2.28.0		5afce66c33cdf986a9b252458f31b3779edb60e8
com.sap.cloud.s4hana.cloudplatform	core	2.3.1		11990ac0cf42260fc46552dc099b54f1f1bd66a0
com.sap.cloud.s4hana.cloudplatform	core	2.4.1		0fe6c69f1c11ea0cf4bc876074e9d2754a95e452
com.sap.cloud.s4hana.cloudplatform	core	2.4.2		1b430d12b3697998edfd84894e4f80cc4a27c844
com.sap.cloud.s4hana.cloudplatform	core	2.5.0		51bd84d255e9769f13d28f5b9f562a5134df5fb2
com.sap.cloud.s4hana.cloudplatform	core	2.6.1		e53d77a59a2c47f3214ac699a8226215d5de8ce6
com.sap.cloud.s4hana.cloudplatform	core	2.7.0		9530f6cd1c6776f6e4eaeb65b2dda4ab67941ffa
com.sap.cloud.s4hana.cloudplatform	core	2.8.0		6359fd567c43d84493fe7e8295867fe6e7d291c5
com.sap.cloud.s4hana.cloudplatform	core	2.8.1		98dc0d158dc13050f49275c2928bf227bea023c7
com.sap.cloud.s4hana.cloudplatform	core	2.9.0		99ead52067dfc5100d5e9a242d975c2fddac79f6
com.sap.cloud.s4hana.cloudplatform	core	2.9.1		3ed672d3bc139a9fd444abd169c3bb16e58ca61a
com.softwaremill.magnolia1_3	magnolia_native0.5_3	1.3.10		c9f3ecc16a49450199f104497b1ee08f040b4199
com.softwaremill.magnolia1_3	magnolia_native0.5_3	1.3.11		3123d75ca9017edfe37eee122b837a0dafc761be
com.softwaremill.magnolia1_3	magnolia_native0.5_3	1.3.12		c5e38163276786f7e53d75347f703d44e17ea878
com.softwaremill.magnolia1_3	magnolia_native0.5_3	1.3.13		100ddead93d1b55914759447f9737f3f0bfdb2e8
com.softwaremill.magnolia1_3	magnolia_native0.5_3	1.3.14		c2837a9877254445635c6bc82193530ced137b79
com.softwaremill.magnolia1_3	magnolia_native0.5_3	1.3.15		19a76535e4cf9940cc4c9ec04731290ec9120690
com.softwaremill.magnolia1_3	magnolia_native0.5_3	1.3.16		539fe7261656734c7707d1ec15a96eb852b6ef2e
com.softwaremill.magnolia1_3	magnolia_native0.5_3	1.3.5		48299e3c63d9c676b9d3f030c84d5d7f50fb2017
com.softwaremill.magnolia1_3	magnolia_native0.5_3	1.3.6		bf19e12e96bf5dd0950921bcbdfa4d80b35de2e7
com.softwaremill.magnolia1_3	magnolia_native0.5_3	1.3.7		f0860b1c10f6c03a5522249cb5c8bdc970c8013d
com.softwaremill.magnolia1_3	magnolia_native0.5_3	1.3.8		8a861f40277eff874be724c641a6a564a9716200
com.softwaremill.magnolia1_3	magnolia_native0.5_3	1.3.9		45ec792f00bc898913cd56d7f7b720368e2a559d
com.twitter	bijection-guava_2.10	0.3.0		1fbd5fc5f3121a7821637a64fe4dd723cda7483b
com.twitter	bijection-guava_2.10	0.4.0		666e61d84edf4665d19bc7cc9801da03a9bd19cf
com.twitter	bijection-guava_2.10	0.5.0		c28eb3786d4c37c7ab12677df8c974cf424314bf
com.twitter	bijection-guava_2.10	0.5.1		8fc624a995cf9aa17b2b969ce7334f0daab5d4e4
com.twitter	bijection-guava_2.10	0.5.2		8f521a982ca71116142bdef38beb71017e581c38
com.twitter	bijection-guava_2.10	0.5.3		0fc10f45aa2980d641551c03b2fda4ebd6718739
com.twitter	bijection-guava_2.10	0.5.4		55047d5afa1da2a8e99f43fc3dd6920c6171753f
com.twitter	bijection-guava_2.10	0.6.0		54c0a1768267abc189366857e50f81c904e37c1d
com.twitter	bijection-guava_2.10	0.6.1		9d5e2bb21c1bdd2b4c2b0bb927c0bc4ac0bc4ef6
com.twitter	bijection-guava_2.10	0.6.2		ba08371afa041d7a05966f713c4b8266ad8a5f99
com.twitter	bijection-guava_2.10	0.6.3		6ed2122fa3d2713e92c0d8bac6772982741f968d
com.twitter	bijection-guava_2.10	0.7.0		d8d315adfbf3eb9b0edeeaffe39c107fbb47949b
com.twitter	bijection-guava_2.10	0.7.1		57c9a379dde00211a771522b1f007cb279c3e76a
com.twitter	bijection-guava_2.10	0.7.2		7677d1aae94643642f1b839a4b0d1018fdfa0ee8
com.twitter	bijection-guava_2.10	0.8.0		bf5776e18e045bf3e3dedb895b7a12541369870e
com.twitter	bijection-guava_2.10	0.8.1		9b55972249ad6a589aa6d91e31751618856937c4
com.twitter	bijection-guava_2.10	0.9.0		afa961113252bd374a1bd55b5167757ff8be2157
com.twitter	bijection-guava_2.10	0.9.1		96e6979126ef26f1bb5ba167ca25a0bfabd5e1bf
com.twitter	bijection-guava_2.10	0.9.2		4521cc84c025efb190f95c06bee53bcec728462e
com.twitter	bijection-guava_2.10	0.9.3		ee381fc57d108aca551b463d9a5dd3d1eba32bc0
com.twitter	bijection-guava_2.10	0.9.4		3c0d01d3bc2fbbc3968ddb8214b1b11bbc24f598
com.twitter	bijection-guava_2.10	0.9.5		01a0bb5c63b481cacd53639da15771162eaaa0b6
com.twitter	bijection-guava_2.10	0.9.6		2367f1d9a9ae286747da61e821a5ea2733104ee3
com.vektorsoft.demux	demux	0.10.0		N/A
com.vektorsoft.demux	demux	0.10.1		N/A
com.vektorsoft.demux	demux	0.11.0		N/A
com.vektorsoft.demux	demux	0.20.0		N/A
com.vektorsoft.demux	demux	0.3.1		N/A
com.vektorsoft.demux	demux	0.4.0		N/A
com.vektorsoft.demux	demux	0.5.0		N/A
com.vektorsoft.demux	demux	0.6.0		N/A
com.vektorsoft.demux	demux	0.6.1		N/A
com.vektorsoft.demux	demux	0.6.2		N/A
com.vektorsoft.demux	demux	0.6.3		N/A
com.vektorsoft.demux	demux	0.6.4		N/A
com.vektorsoft.demux	demux	0.7.0		N/A
com.vektorsoft.demux	demux	0.7.1		N/A
com.vektorsoft.demux	demux	0.7.2		N/A
com.vektorsoft.demux	demux	0.7.3		N/A
com.vektorsoft.demux	demux	0.8.0		N/A
com.vektorsoft.demux	demux	0.8.1		N/A
com.vektorsoft.demux	demux	0.8.2		N/A
com.vektorsoft.demux	demux	0.8.3		N/A
com.vektorsoft.demux	demux	0.8.4		N/A
com.vektorsoft.demux	demux	0.8.5		N/A
com.vektorsoft.demux	demux	0.9.0		N/A
com.vektorsoft.demux	demux	0.9.1		N/A
com.vektorsoft.demux	demux	0.9.2		N/A
com.virjar	hermes-api	1.0.0		N/A
com.virjar	hermes-api	1.0.1		N/A
com.virjar	hermes-api	1.0.2		N/A
com.virjar	hermes-api	1.0.3		N/A
com.virjar	hermes-api	1.0.4		N/A
com.virjar	hermes-api	1.0.5		N/A
com.virjar	hermes-api	1.0.7		N/A
com.virjar	hermes-api	1.0.8		N/A
com.virjar	hermes-api	1.0.9		N/A
de.javakaffee.msm	memcached-session-manager-tc8	1.8.0		b5994838bd127300a9f1111652e513f0f3b8c30c
de.javakaffee.msm	memcached-session-manager-tc8	1.8.1		7c6ba9dabb51b8d4a3b6179d9b2196bfd3ed065e
de.javakaffee.msm	memcached-session-manager-tc8	1.8.2		bc9482e8878997e3e6703783260ab0260c547c64
de.javakaffee.msm	memcached-session-manager-tc8	1.8.3		0bf13b18a2bd33b7f49c2be6c0706e8123ed4a0e
de.javakaffee.msm	memcached-session-manager-tc8	1.9.0		0fadd789fb43496aa58b24805e65045d9dfd3e4d
de.javakaffee.msm	memcached-session-manager-tc8	1.9.0-RC1		7d034a7dcbace423d02c0411d1e7904d73929a30
de.javakaffee.msm	memcached-session-manager-tc8	1.9.1		17c76132ec8de8457f955a1f4a3d580bb5e30863
de.javakaffee.msm	memcached-session-manager-tc8	1.9.2		6b485e61d7f3f48b8ebb5faa77c2c6861ec41dc0
de.javakaffee.msm	memcached-session-manager-tc8	1.9.3		945e530f4b1dd22832c569f44df4ff46a0e3cffe
de.javakaffee.msm	memcached-session-manager-tc8	1.9.4		4a06f56f41eb3d09931259c1d2c293ff9a3394e3
de.javakaffee.msm	memcached-session-manager-tc8	1.9.5		1557f91a88a7309f7aeccdc255c80b5cfa9f8a35
de.javakaffee.msm	memcached-session-manager-tc8	1.9.6		d7700a7ff946139f8588b659d075e28ff690df2d
de.javakaffee.msm	memcached-session-manager-tc8	1.9.7		5deaf1e89d45c4b2067e5200fc4b2444b699a968
de.javakaffee.msm	memcached-session-manager-tc8	2.0.0		993fa32b3c85a3ebac14ccb45a6f982699079bb8
de.javakaffee.msm	memcached-session-manager-tc8	2.1.0		c5192a7dfc0441718274d9ee2c5c67a8723bf0b9
de.javakaffee.msm	memcached-session-manager-tc8	2.1.1		12bec1cd796baf7dac4b986b2369b722a5cbd49b
de.javakaffee.msm	memcached-session-manager-tc8	2.2.0		991ca2e139d8087cd9a0b7dfaa0fd1eaf2969c70
de.javakaffee.msm	memcached-session-manager-tc8	2.3.0		0c72f32e30227aaf19261ad2ba182e713e60912c
de.javakaffee.msm	memcached-session-manager-tc8	2.3.2		8871ce25056ed518d907a4001b4cecf60fc483d2
de.javakaffee.msm	memcached-session-manager-tc8	y		d4c5ea07f3ea16c67d936e81ac8f6fe70f12076c
dev.nesk.akkurate	akkurate-test-androidnativearm64	0.10.0		N/A
dev.nesk.akkurate	akkurate-test-androidnativearm64	0.11.0		N/A
dk.apaq.printing	printing-facade-basic	1.1		864e61cc41faf857bb5d8b1e9ced7ec12949b2a0
dk.apaq.printing	printing-facade-basic	1.2		d0b0ce8cd20eb18759f4312a302b91fd1d66cf29
dk.apaq.printing	printing-facade-basic	1.2.1		f9063ba392df56843f1446cd8d67267807406c9b
dk.apaq.printing	printing-facade-basic	1.2.2		1872151d1c7dfae5e66a22a569bddc355b8f612b
dk.apaq.printing	printing-facade-basic	1.2.4		10628b726116f88836c0801106e7f916b180e921
dk.apaq.printing	printing-facade-basic	1.2.5		5cccb4030996462c028c5971acfbcda278cb6eae
dk.apaq.printing	printing-facade-basic	1.2.6		f727f93602ae7c3158064b0f25cfbe668f3d1102
fun.awooo.dive	dive-cache-guava	0.0.9		5492072d336b845fc1e013a806a5707ff15027b7
group.liquido	data-buffer-spring-boot-starter	1.0		66178a4771fa9be5fe97e876287a9139b7f97ef7
io.arkitik.ktx.radix	ktx-radix-development-usecase	v1.3.0		72771c8c63a5eeefebcf05acf6bb0655754aad8f
io.aubay.fase	modules-firefox	0.1.0		0a35b42c8ca6bcd4eabc5e183fff67398788f6a0
io.aubay.fase	modules-firefox	0.1.1		6387dd919145d61ab6d49e71161d012b957dd8bb
io.aubay.fase	modules-firefox	0.2.0		72709eb576a8589d07b61c46577d2049862cc055
io.aubay.fase	modules-firefox	0.2.1		3678a8d952f0dc32c24e5b6575001a7b4d9f3905
io.aubay.fase	modules-firefox	0.3.0		7bb0e85c9f4942094587a67d92191fe34a3cb6ee
io.aubay.fase	modules-firefox	0.3.1		c6e4264c4058444dfeaf265c13cfe7283082264a
io.aubay.fase	modules-firefox	0.3.2		8602e7729bc8a84092cdda478f95163ccbb71d3f
io.aubay.fase	modules-firefox	0.3.3		a6e61272abab01e03634a839cc4c60becdd1947f
io.aubay.fase	modules-firefox	0.3.4		cf7747dd8de47f3e731482421cd36d78447be789
io.aubay.fase	modules-firefox	0.3.5		64565e8f60776f39b147842b095cb688ff734000
io.aubay.fase	modules-firefox	0.3.6		71e2450b84d6986403a6996a235014fb2687fe10
io.aubay.fase	modules-firefox	0.3.7		6950b64f49b0aab8b8485bac18c6f7def7c93683
io.fabric8.funktion.connector	connector-chronicle-engine	1.1.20		2aec4df9d212f3e6e380ffc4393e042709bee47b
io.fabric8.funktion.connector	connector-chronicle-engine	1.1.21		b59870ec6d9717a271590a1c36086cc680fc7462
io.fabric8.funktion.connector	connector-chronicle-engine	1.1.22		b38f62ff11c207ca6c28deac08b1f8ce4141680e
io.fabric8.funktion.connector	connector-chronicle-engine	1.1.23		d7e258585c62eefb0210af7f6daadc34636db367
io.fabric8.funktion.connector	connector-chronicle-engine	1.1.24		9d6f7f47068bf776e15845ad748cfa4c2dd99345
io.fabric8.funktion.connector	connector-chronicle-engine	1.1.27		98e2034f15cc6df57e31fe9c7ad3d3edb7b68ab7
io.fabric8.funktion.connector	connector-chronicle-engine	1.1.28		64625e56a8942c7345e8d1ddfc656224bf10230f
io.fabric8.funktion.connector	connector-chronicle-engine	1.1.29		6c3871b33c68d48441e0bd1f7170978b62378fe1
io.fabric8.funktion.connector	connector-chronicle-engine	1.1.30		253d34bd08995373f48b24de1d09ed1d7de2adfb
io.fabric8.funktion.connector	connector-chronicle-engine	1.1.31		6c23bc592eecb27fd3101d084f5fc8ad3ad16784
io.fabric8.funktion.connector	connector-chronicle-engine	1.1.36		4fc5cd71374622d3a9be7e5b5b71b37c92e05956
io.fabric8.funktion.connector	connector-chronicle-engine	1.1.37		c59291851b1f3ed75cb9c57048437d58c3ef1833
io.fabric8.funktion.connector	connector-chronicle-engine	1.1.39		cf640cc1de0bfe1978ace1761ffe020aacd2d876
io.fabric8.funktion.connector	connector-chronicle-engine	1.1.41		2727b4d9331a2c832b4f583201a1ef2e9852888d
io.fabric8.funktion.connector	connector-chronicle-engine	1.1.42		3e4b61db1a35e36e0be89ec8d0e8271517549af0
io.fabric8.funktion.connector	connector-chronicle-engine	1.1.44		60f9cd547a63adaa4a5eb49893df86c16428466a
io.fabric8.funktion.connector	connector-chronicle-engine	1.1.53		fef4f098e7281b85632849b5fdc624e1f1778c48
io.fabric8.funktion.connector	connector-chronicle-engine	1.1.55		fbdbb83015bf78aa463a7376fa0f0ec279b0b8af
io.fabric8.funktion.connector	connector-chronicle-engine	1.1.9		8da48d379150fd9ef1ffed40a86a2fb238d1574c
io.github.alexgladkov	odyssey-compose-android-debug	0.0.1		N/A
io.github.alexgladkov	odyssey-compose-android-debug	0.1.0		N/A
io.github.alexgladkov	odyssey-compose-android-debug	0.1.1		N/A
io.github.alexgladkov	odyssey-compose-android-debug	0.1.2		N/A
io.github.alexgladkov	odyssey-compose-android-debug	0.1.3		N/A
io.github.alexgladkov	odyssey-compose-android-debug	0.1.4		N/A
io.github.alexgladkov	odyssey-compose-android-debug	0.2.0		N/A
io.github.alexgladkov	odyssey-compose-android-debug	0.2.1		N/A
io.github.alexgladkov	odyssey-compose-android-debug	0.3.0		N/A
io.github.alexgladkov	odyssey-compose-android-debug	0.3.1		N/A
io.github.alexgladkov	odyssey-compose-android-debug	0.3.2		N/A
io.github.alexgladkov	odyssey-compose-android-debug	0.4.0		N/A
io.github.alexgladkov	odyssey-compose-android-debug	0.4.1		N/A
io.github.alexgladkov	odyssey-compose-android-debug	0.4.2		N/A
io.github.alexgladkov	odyssey-compose-android-debug	0.5.0		N/A
io.github.alexgladkov	odyssey-compose-android-debug	1.0.0		N/A
io.github.alexgladkov	odyssey-compose-android-debug	1.0.0-beta		N/A
io.github.alexgladkov	odyssey-compose-android-debug	1.0.0-beta02		N/A
io.github.alexgladkov	odyssey-compose-android-debug	1.0.0-beta03		N/A
io.github.alexgladkov	odyssey-compose-android-debug	1.0.0-beta04		N/A
io.github.alexgladkov	odyssey-compose-android-debug	1.0.0-beta05		N/A
io.github.alexgladkov	odyssey-compose-android-debug	1.0.0-beta06		N/A
io.github.alexgladkov	odyssey-compose-android-debug	1.0.0-beta07		N/A
io.github.alexgladkov	odyssey-compose-android-debug	1.0.0-beta08		N/A
io.github.alexgladkov	odyssey-compose-android-debug	1.0.0-beta09		N/A
io.github.alexgladkov	odyssey-compose-android-debug	1.0.0-beta09-native		N/A
io.github.alexgladkov	odyssey-compose-android-debug	1.0.0-beta11		N/A
io.github.alexgladkov	odyssey-compose-android-debug	1.0.0-beta12		N/A
io.github.alexgladkov	odyssey-compose-android-debug	1.0.0-beta13		N/A
io.github.alexgladkov	odyssey-compose-android-debug	1.0.0-beta14		N/A
io.github.alexgladkov	odyssey-compose-android-debug	1.0.0-beta15		N/A
io.github.alexgladkov	odyssey-compose-android-debug	1.0.1		N/A
io.github.alexgladkov	odyssey-compose-android-debug	1.1.0		N/A
io.github.alexgladkov	odyssey-compose-android-debug	1.1.0-alpha08		N/A
io.github.alexgladkov	odyssey-compose-android-debug	1.1.0-dev-preview		N/A
io.github.alexgladkov	odyssey-compose-android-debug	1.2.0		N/A
io.github.alexgladkov	odyssey-compose-android-debug	1.3.0		N/A
io.github.alexgladkov	odyssey-compose-android-debug	1.3.0-beta01		N/A
io.github.alexgladkov	odyssey-compose-android-debug	1.3.0-beta02		N/A
io.github.alexgladkov	odyssey-compose-android-debug	1.3.0-beta04		N/A
io.github.alexgladkov	odyssey-compose-android-debug	1.3.0-native		N/A
io.github.alexgladkov	odyssey-compose-android-debug	1.3.1		N/A
io.github.alexgladkov	odyssey-compose-android-debug	1.3.2		N/A
io.github.alexgladkov	odyssey-compose-android-debug	1.3.20		N/A
io.github.alexgladkov	odyssey-compose-android-debug	1.3.200-native-experimental		N/A
io.github.alexgladkov	odyssey-compose-android-debug	1.3.3		N/A
io.github.alexgladkov	odyssey-compose-android-debug	1.3.300-native-experimental		N/A
io.github.alexgladkov	odyssey-compose-android-debug	1.3.400-native-experimental		N/A
io.github.alexgladkov	odyssey-compose-android-debug	1.3.60		N/A
io.github.alexgladkov	odyssey-compose-android-debug	1.3.61		N/A
io.github.joesteven	kwalletconnect-macosx64	1.0.0		N/A
io.github.joesteven	kwalletconnect-macosx64	1.0.0	metadata	2540fbc852696a593645b96797d4d1f0326988de
io.github.joesteven	kwalletconnect-macosx64	1.0.0-dev		N/A
io.github.joesteven	kwalletconnect-macosx64	1.0.0-dev	metadata	721a9c657a367591f7771d701623b8900dc824c0
io.github.joesteven	kwalletconnect-macosx64	1.0.0-dev03		N/A
io.github.joesteven	kwalletconnect-macosx64	1.0.0-dev03	metadata	4348cf822a2848c12206b14bde25e581c64d0917
io.github.joesteven	kwalletconnect-macosx64	1.0.0-dev04		N/A
io.github.joesteven	kwalletconnect-macosx64	1.0.0-dev04	metadata	4224edac713b8263a7853ec9e76559895bfa1fb7
io.github.joesteven	kwalletconnect-macosx64	1.0.1-dev		N/A
io.github.joesteven	kwalletconnect-macosx64	1.0.1-dev	metadata	77a18b64f24a9c8c26d30a5eba766785d96bdc92
io.github.joesteven	kwalletconnect-macosx64	1.0.2-dev		N/A
io.github.joesteven	kwalletconnect-macosx64	1.0.2-dev	metadata	c8341ced9d06ae76a9a60d383911c7a6e155b38f
io.github.joesteven	kwalletconnect-macosx64	1.0.3-dev		N/A
io.github.joesteven	kwalletconnect-macosx64	1.0.3-dev	metadata	5774b65c97faa0fb3078b576058ad8ac9a7f37ec
io.github.joesteven	kwalletconnect-macosx64	1.1.0		N/A
io.github.joesteven	kwalletconnect-macosx64	1.1.0	metadata	099219b21892099e8f6967e9b5351367179873ea
io.github.joesteven	kwalletconnect-macosx64	1.1.1		N/A
io.github.joesteven	kwalletconnect-macosx64	1.1.1	metadata	febf079be3fe51cdd72dd93ded637d0b378ecb24
io.github.joesteven	kwalletconnect-macosx64	1.1.2		N/A
io.github.joesteven	kwalletconnect-macosx64	1.1.2	metadata	43d1407a7260e6421faffe6d72a87170d84b03ec
io.github.joesteven	kwalletconnect-macosx64	1.1.3		N/A
io.github.joesteven	kwalletconnect-macosx64	1.1.3	metadata	4221c1bf2d5adbcbe648c3fa523d8b1a78bb2684
io.github.luca992.getenv-kt	getenv-iosx64	0.1.0		N/A
io.github.luca992.getenv-kt	getenv-iosx64	0.1.0	metadata	e3cc1622d1878fd7533949737ecfe9713bb35286
io.github.luca992.getenv-kt	getenv-iosx64	0.2.0		N/A
io.github.luca992.getenv-kt	getenv-iosx64	0.2.0	metadata	9c91c51369a118a9f97e38425a400729764acd41
io.github.luca992.getenv-kt	getenv-iosx64	0.3.0		N/A
io.github.luca992.getenv-kt	getenv-iosx64	0.3.0	metadata	73011afe75dcc4570ff0c5b5ae4ec9faebf90128
io.github.luca992.getenv-kt	getenv-iosx64	0.4.0		N/A
io.github.luca992.getenv-kt	getenv-iosx64	0.4.0	metadata	929d23b3d93723b151cfcc07a96bc562b2c54b87
io.github.msdk	msdk-search	0.0.1		N/A
io.github.springboot-addons	spring-boot-starter-httpclient-actuator	1.0.0		40dad301cb602592da2e23252c9e661db254513e
io.github.springboot-addons	spring-boot-starter-httpclient-actuator	1.0.1		198c5284b89863466961cdf1663f8bb4d15b1d2e
io.github.springboot-addons	spring-boot-starter-httpclient-actuator	1.0.2		c58f23160d41d401188144036d98e9004007b306
io.github.springboot-addons	spring-boot-starter-httpclient-actuator	1.0.3		8cb1a263abe158ce28c7401197e179e1f86694f0
io.github.springboot-addons	spring-boot-starter-httpclient-actuator	1.0.4		9f01d660639d7d09dcfdb2c9716601863c452025
io.github.springboot-addons	spring-boot-starter-httpclient-actuator	1.0.5		91c6d5d17071d544555fde953cdaaf774cf8b117
io.github.springboot-addons	spring-boot-starter-httpclient-actuator	1.0.7		bad9f584c91c7132571b8079b69cecf5f0068b96
