app.mustats.apolostudio	color-picker-compose-jvm	0.0.0		eae5fc71e6d63b59a9fb9feea8b1a5cd926286d4
org.apache.camel.quarkus	camel-quarkus-support-google-cloud-parent	3.2.0		N/A
org.apache.camel.quarkus	camel-quarkus-support-google-cloud-parent	3.2.1		N/A
org.apache.camel.quarkus	camel-quarkus-support-google-cloud-parent	3.2.2		N/A
org.apache.camel.quarkus	camel-quarkus-support-google-cloud-parent	3.2.3		N/A
org.apache.camel.quarkus	camel-quarkus-support-google-cloud-parent	3.20.0		N/A
org.apache.camel.quarkus	camel-quarkus-support-google-cloud-parent	3.22.0		N/A
org.apache.camel.quarkus	camel-quarkus-support-google-cloud-parent	3.4.0		N/A
org.apache.camel.quarkus	camel-quarkus-support-google-cloud-parent	3.5.0		N/A
org.apache.camel.quarkus	camel-quarkus-support-google-cloud-parent	3.6.0		N/A
org.apache.camel.quarkus	camel-quarkus-support-google-cloud-parent	3.7.0		N/A
org.apache.camel.quarkus	camel-quarkus-support-google-cloud-parent	3.8.0		N/A
org.apache.camel.quarkus	camel-quarkus-support-google-cloud-parent	3.8.1		N/A
org.apache.camel.quarkus	camel-quarkus-support-google-cloud-parent	3.8.2		N/A
org.apache.camel.quarkus	camel-quarkus-support-google-cloud-parent	3.8.3		N/A
org.apache.camel.quarkus	camel-quarkus-support-google-cloud-parent	3.8.4		N/A
org.apache.camel.quarkus	camel-quarkus-support-google-cloud-parent	3.9.0		N/A
org.apache.nifi.registry	nifi-registry-assembly	0.1.0		N/A
org.apache.nifi.registry	nifi-registry-assembly	0.2.0		N/A
org.apache.nifi.registry	nifi-registry-assembly	0.3.0		N/A
org.apache.nifi.registry	nifi-registry-assembly	0.4.0		N/A
org.apache.nifi.registry	nifi-registry-assembly	0.5.0		N/A
org.apache.nifi.registry	nifi-registry-assembly	0.7.0		N/A
org.apache.nifi.registry	nifi-registry-assembly	0.8.0		N/A
org.apache.nifi.registry	nifi-registry-assembly	1.14.0		N/A
org.apache.nifi.registry	nifi-registry-assembly	1.15.0		N/A
org.apache.nifi.registry	nifi-registry-assembly	1.15.1		N/A
org.apache.nifi.registry	nifi-registry-assembly	1.15.2		N/A
org.apache.nifi.registry	nifi-registry-assembly	1.15.3		N/A
org.apache.nifi.registry	nifi-registry-assembly	1.16.0		N/A
org.apache.nifi.registry	nifi-registry-assembly	1.16.1		N/A
org.apache.nifi.registry	nifi-registry-assembly	1.16.2		N/A
org.apache.nifi.registry	nifi-registry-assembly	1.16.3		N/A
org.apache.nifi.registry	nifi-registry-assembly	1.17.0		N/A
org.apache.nifi.registry	nifi-registry-assembly	1.18.0		N/A
org.apache.nifi.registry	nifi-registry-assembly	1.19.0		N/A
org.apache.nifi.registry	nifi-registry-assembly	1.19.1		N/A
org.apache.nifi.registry	nifi-registry-assembly	1.20.0		N/A
org.apache.nifi.registry	nifi-registry-assembly	1.21.0		N/A
org.apache.nifi.registry	nifi-registry-assembly	1.22.0		N/A
org.apache.nifi.registry	nifi-registry-assembly	1.23.0		N/A
org.apache.nifi.registry	nifi-registry-assembly	1.23.1		N/A
org.apache.nifi.registry	nifi-registry-assembly	1.23.2		N/A
org.apache.nifi.registry	nifi-registry-assembly	1.24.0		N/A
org.apache.nifi.registry	nifi-registry-assembly	1.25.0		N/A
org.apache.nifi.registry	nifi-registry-assembly	1.26.0		N/A
org.apache.nifi.registry	nifi-registry-assembly	1.27.0		N/A
org.apache.nifi.registry	nifi-registry-assembly	1.28.0		N/A
org.apache.nifi.registry	nifi-registry-assembly	1.28.1		N/A
org.apache.nifi.registry	nifi-registry-assembly	2.0.0		N/A
org.apache.nifi.registry	nifi-registry-assembly	2.0.0-M1		N/A
org.apache.nifi.registry	nifi-registry-assembly	2.0.0-M2		N/A
org.apache.nifi.registry	nifi-registry-assembly	2.0.0-M3		N/A
org.apache.nifi.registry	nifi-registry-assembly	2.0.0-M4		N/A
org.apache.nifi.registry	nifi-registry-assembly	2.1.0		N/A
org.apache.nifi.registry	nifi-registry-assembly	2.2.0		N/A
org.apache.nifi.registry	nifi-registry-assembly	2.3.0		N/A
org.apache.nifi.registry	nifi-registry-assembly	2.4.0		N/A
org.apache.servicemix	shared-libraries	2010.02		N/A
org.apache.servicemix	shared-libraries	2011.01		N/A
org.apache.servicemix	shared-libraries	2011.02		N/A
org.apache.servicemix	shared-libraries	2011.02.1		N/A
org.apache.servicemix	shared-libraries	2013.01		N/A
org.axonframework.extensions.tracing	axon-tracing-parent	4.0-M1		N/A
org.axonframework.extensions.tracing	axon-tracing-parent	4.1-M1		N/A
org.axonframework.extensions.tracing	axon-tracing-parent	4.10.0		N/A
org.axonframework.extensions.tracing	axon-tracing-parent	4.11.0		N/A
org.axonframework.extensions.tracing	axon-tracing-parent	4.2-M1		N/A
org.axonframework.extensions.tracing	axon-tracing-parent	4.3		N/A
org.axonframework.extensions.tracing	axon-tracing-parent	4.3.1		N/A
org.axonframework.extensions.tracing	axon-tracing-parent	4.4		N/A
org.axonframework.extensions.tracing	axon-tracing-parent	4.5		N/A
org.axonframework.extensions.tracing	axon-tracing-parent	4.5.1		N/A
org.axonframework.extensions.tracing	axon-tracing-parent	4.5.2		N/A
org.axonframework.extensions.tracing	axon-tracing-parent	4.6.0		N/A
org.axonframework.extensions.tracing	axon-tracing-parent	4.6.1		N/A
org.axonframework.extensions.tracing	axon-tracing-parent	4.7.0		N/A
org.axonframework.extensions.tracing	axon-tracing-parent	4.8.0		N/A
org.axonframework.extensions.tracing	axon-tracing-parent	4.9.0		N/A
org.bouncycastle	bcmail-debug-jdk18on	1.73		e6c5ccf0171c287e530423225c7ac0e96f48b506
org.bouncycastle	bcmail-debug-jdk18on	1.74		c1e7cb90ba89ba876bd578d7cffdab8a4d5d4c19
org.bouncycastle	bcmail-debug-jdk18on	1.75		e59801c00f0ace380214e0a8c0464546b35660b6
org.bouncycastle	bcmail-debug-jdk18on	1.76		b256601d09ffc8ac414ca49993c380a188be3210
org.bouncycastle	bcmail-debug-jdk18on	1.77		2a1ccf0adc79ec0a245baf952d5d5983e6e52043
org.bouncycastle	bcmail-debug-jdk18on	1.78		afb4417cf603e376914e74f80515ac678ef59902
org.bouncycastle	bcmail-debug-jdk18on	1.78.1		550c69c165a820786642f324fec7edad15f3ae7a
org.bouncycastle	bcmail-debug-jdk18on	1.79		5906b83a61ce2b119a46b560b1b805f6f494a71e
org.catools	catools.bom	0.1.39		N/A
org.catools	catools.bom	0.1.40		N/A
org.catools	catools.bom	0.1.41		N/A
org.catools	catools.bom	0.1.42		N/A
org.catools	catools.bom	0.1.43		N/A
org.catools	catools.bom	0.1.44		N/A
org.catools	catools.bom	0.1.45		N/A
org.catools	catools.bom	0.1.46		N/A
org.catools	catools.bom	0.1.47		N/A
org.catools	catools.bom	0.1.48		N/A
org.catools	catools.bom	0.1.49		N/A
org.catools	catools.bom	1.0.0		N/A
org.catools	catools.bom	1.0.1		N/A
org.catools	catools.bom	2.0.0		N/A
org.dromara	soul-spring-boot-starter-plugin-alibaba-dubbo	2.2.0		adcb2caf96148347b72d234a1cef8f61f8829dc2
org.dromara	soul-spring-boot-starter-plugin-alibaba-dubbo	2.2.1		3d67ddb33e3a8e5a11c74eceaf5be6c877036f20
org.dromara	soul-spring-boot-starter-plugin-alibaba-dubbo	2.3.0-RELEASE		f0a18af58df58558d23c289e5c8e9217017ed050
org.elypia.comcord	validation	2.0.0		bebdf268129deba5a9dc34bf23bd62537ec0688c
org.finos.tracdap	tracdap-lib-test	0.4.10		4779724fbdd9724491e5fe93d8192eb23359c8a6
org.finos.tracdap	tracdap-lib-test	0.4.3		a6ecc1feba5eca4c7de78554623cca86db780860
org.finos.tracdap	tracdap-lib-test	0.4.4		850be6d0f367a8fd7952eae6ac5860d85f059b56
org.finos.tracdap	tracdap-lib-test	0.4.5		21f6e986c1e8bad9e918261a26648f1139464343
org.finos.tracdap	tracdap-lib-test	0.4.6		411bc5b1cc8b14f77f69e7cb1cea3c748650dd68
org.finos.tracdap	tracdap-lib-test	0.4.7		8de2c07ad9744714b84af6314bf44f0a6ff4874e
org.finos.tracdap	tracdap-lib-test	0.4.8		498eefaa6b44c8e04b7e33ad20d22bf58d7ad6d7
org.finos.tracdap	tracdap-lib-test	0.4.9		35a6de768b61e7f992a64664a315bd781e9a2761
org.finos.tracdap	tracdap-lib-test	0.5.0		425fc1c997b57dcb5f376688b475b9f5ca230a1f
org.finos.tracdap	tracdap-lib-test	0.5.0-rc.1		63be4f74b364ae65fb69e59de41ee0337e99d699
org.finos.tracdap	tracdap-lib-test	0.5.0-rc.2		9d26b5766dc695bacf16a9623264e0e37b121a3f
org.finos.tracdap	tracdap-lib-test	0.5.0-rc.3		c35ca22ef126527f0b539ff91980925427dbbca6
org.finos.tracdap	tracdap-lib-test	0.5.0-rc.4		f6e97d6b529ee1df96995d5baaae1ebb652d4d27
org.finos.tracdap	tracdap-lib-test	0.5.1		b181511f81f011cf54bc39ac71156497a5ab0f78
org.finos.tracdap	tracdap-lib-test	0.5.10		0a214f06d9c57db73313802b0bbf199c047ad72f
org.finos.tracdap	tracdap-lib-test	0.5.11		daaea9440fde1bf7782a499dba8feebef0e9992b
org.finos.tracdap	tracdap-lib-test	0.5.18		be7f492e6a151a345f32d4cb61ce0a904a3e84b9
org.finos.tracdap	tracdap-lib-test	0.5.19		435ee752794e9df4e038b82a94f78f69eca78f15
org.finos.tracdap	tracdap-lib-test	0.5.2		6a1f995c655368c444907f0676594542877df36b
org.finos.tracdap	tracdap-lib-test	0.5.20		14f98ef0f6d99c044617ac2182d60496587fec76
org.finos.tracdap	tracdap-lib-test	0.5.21		0e00534853adb3db102bf44b4c4bcd8a083d5fcd
org.finos.tracdap	tracdap-lib-test	0.5.22		4990e383afb5e373fcab1086312318560acd221f
org.finos.tracdap	tracdap-lib-test	0.5.23		6d35cafec31f9d396e7303d6c500ddb0230e1715
org.finos.tracdap	tracdap-lib-test	0.5.24		a659847b1a1ccbe773b20715448b49a2dd974240
org.finos.tracdap	tracdap-lib-test	0.5.25		d33a71ece38c93b12554fcb7232239af049ad828
org.finos.tracdap	tracdap-lib-test	0.5.27		f8ce4faeb178574dbaa8a4b1a15c4e4b1165740b
org.finos.tracdap	tracdap-lib-test	0.5.28		d6c7e00df501398b946c4c7bf085ebf6127ab620
org.finos.tracdap	tracdap-lib-test	0.5.29		aa78c55bba3b8fc99a80a1eecfc68b897e6421d3
org.finos.tracdap	tracdap-lib-test	0.5.3		65eff0864165bcf0eb64e01ffd66cc33d746cb1d
org.finos.tracdap	tracdap-lib-test	0.5.30		3de7bf25f50eba328f53409f623ffc4ce1111883
org.finos.tracdap	tracdap-lib-test	0.5.4		94b642c2984a71769424ac51cffcd4149022b3e3
org.finos.tracdap	tracdap-lib-test	0.5.5		2a2b6a79db62bd1358b00274bf30ba41d3df23af
org.finos.tracdap	tracdap-lib-test	0.5.6		3bde1a0b4010b2ed3424ce7a0dceb5875b352206
org.finos.tracdap	tracdap-lib-test	0.5.7		2fd735f730b1ac68dea6e1e959e179f9ca3968a7
org.finos.tracdap	tracdap-lib-test	0.5.8		83d9dfd2397464e7fe6f77d8da7f1d6c4c56522f
org.finos.tracdap	tracdap-lib-test	0.5.9		311d3fe6c267164cb2763d9da2b82aa619a6757d
org.finos.tracdap	tracdap-lib-test	0.6.0		e0c17a1a622567cfe4e10a3d5af8210522031f0f
org.finos.tracdap	tracdap-lib-test	0.6.0-rc1		8dbca32a6af5e94ff9cc84bb1af7c703b9ce507f
org.finos.tracdap	tracdap-lib-test	0.6.0-rc2		d92bed9045ae75fe1d88a0abb33886efcb5544a0
org.finos.tracdap	tracdap-lib-test	0.6.0-rc3		9bba423395dc42a384c22ae2bdc699178a5c524d
org.finos.tracdap	tracdap-lib-test	0.6.1		c4ffc1e9abdf82847114f27c7bcffdbe16c51f2f
org.finos.tracdap	tracdap-lib-test	0.6.1-dev2		fce3a0f8786079012e9eb19d48d3c7f475aee89e
org.finos.tracdap	tracdap-lib-test	0.6.1-dev3		2a87d2b5972775750d1c2aa7f66fd698be523541
org.finos.tracdap	tracdap-lib-test	0.6.2		6ea95dbe653d87cb3944daeadac550359b043ddb
org.finos.tracdap	tracdap-lib-test	0.6.3		deed8258d9e1041da68e36685a165acd1d0f446d
org.finos.tracdap	tracdap-lib-test	0.6.4		afd4de57c14082c096dd2fed6115d6329b72ecd4
org.finos.tracdap	tracdap-lib-test	0.6.5		d39a3ef7bb2bef3a47ac70ada5e2a5f22c8ffd21
org.finos.tracdap	tracdap-lib-test	0.6.6		b106d00f7dd65246f010b876878af69e5f8b1abf
org.finos.tracdap	tracdap-lib-test	0.7.0		a5cee9f9af23657cdc7031fa5e888fee7a8c53e4
org.finos.tracdap	tracdap-lib-test	0.7.0-rc1		238479b4d42c6ff8b8420090bf304679eb027f59
org.finos.tracdap	tracdap-lib-test	0.7.1		971fde6493225d1dd28bcb55efce15ddff5f6591
org.fusesource.scalate	scalate-page_2.10	1.6.0		54fba85648b81ed00a6237b63458321540527a82
org.fusesource.scalate	scalate-page_2.10	1.6.1		c58b6b7d4a31ce17869da2d2ca78ca12edf04490
org.glassfish.main.osgi-platforms	osgi-container	4.0		6494e7c715c7312df4d5d60bb232fbc8b433e26e
org.glassfish.main.osgi-platforms	osgi-container	4.0-b72		5bfa82c8ed31eddba4ce010e86f332969fa5226c
org.glassfish.main.osgi-platforms	osgi-container	4.0-b90		512c24b1765e414d486ce1eb0acb26884dd15894
org.glassfish.main.osgi-platforms	osgi-container	4.1		68aced315939074dfd8849365934b56214bb1879
org.glassfish.main.osgi-platforms	osgi-container	4.1.1		e761a00824990691f7e49cdc801138d3e79d0079
org.glassfish.main.osgi-platforms	osgi-container	4.1.2		e7b4ede18b8eb32f396400504a22e75abdd481bf
org.glassfish.main.osgi-platforms	osgi-container	5.0		f0a4ae6130cfd7b2acb5920457c714f4a1c222b8
org.glassfish.main.osgi-platforms	osgi-container	5.0.1		c65ebd990aa09b3f6678dab873b7e6bb986ebc36
org.glassfish.main.osgi-platforms	osgi-container	5.1.0		e84e5ddd1d6d7d5f8cb582efed71ba10bc5d2c2d
org.glassfish.main.osgi-platforms	osgi-container	5.1.0-RC1		9fd43e1f6730ff797a63a5cc39d8f8f8d29f7145
org.glassfish.main.osgi-platforms	osgi-container	5.1.0-RC2		68409cac58f606fce57936a0ab1e9ade299466f5
org.glassfish.main.osgi-platforms	osgi-container	6.0.0		8c3c3fec2aa93a9812e2fb2e9bd5128ceb9cce05
org.glassfish.main.osgi-platforms	osgi-container	6.0.0-M1		9fad5ba7ed2116539241ad25192bdf283c962a77
org.glassfish.main.osgi-platforms	osgi-container	6.0.0-RC1		c03f205d355fdd1bc98106dc377a7ff74ce74db6
org.glassfish.main.osgi-platforms	osgi-container	6.0.0-RC2		6d9851f3484638d8b57a810bdbe8c17d63905215
org.glassfish.main.osgi-platforms	osgi-container	6.0.0-RC3		5246696eb637595961bc19f7f00ddec8253888ae
org.glassfish.main.osgi-platforms	osgi-container	6.0.0-RC4		2e505c850e69c780af216409e9ca834f8e9bcbdc
org.glassfish.main.osgi-platforms	osgi-container	6.1.0		3a95e09d614968b761d7d80b51ab792a566debea
org.glassfish.main.osgi-platforms	osgi-container	6.2.0		382f707045dea405736ad2fb886ed5df810ce7b7
org.glassfish.main.osgi-platforms	osgi-container	6.2.1		f36017c182a77861ca0a21ea737f02457c92ecff
org.glassfish.main.osgi-platforms	osgi-container	6.2.2		c06f01fd44c0c042b77dbb05843133a034f0912e
org.glassfish.main.osgi-platforms	osgi-container	6.2.3		915c91637fda21bfff12330f6d68893b70cd191e
org.glassfish.main.osgi-platforms	osgi-container	6.2.4		1818454ba2ac784527f5494d51c5204252570f81
org.glassfish.main.osgi-platforms	osgi-container	6.2.5		968140b7514c9ebd6bec0862c5e864c6dc5249d9
org.glassfish.main.osgi-platforms	osgi-container	7.0.0		5920c50dd8309ff1bfe7880b9e6659e2be90096b
org.glassfish.main.osgi-platforms	osgi-container	7.0.0-M1		2465e0e64dcfc56709095873c187b6930e6fe8e7
org.glassfish.main.osgi-platforms	osgi-container	7.0.0-M10		c298d0352fcda9a13ed58d664d9fa1d8483ccdcf
org.glassfish.main.osgi-platforms	osgi-container	7.0.0-M2		7ebb8a32c16447f7014122ead58ef326234177d3
org.glassfish.main.osgi-platforms	osgi-container	7.0.0-M3		061020d79ad863feda8e8aa3c7f4972daa59690a
org.glassfish.main.osgi-platforms	osgi-container	7.0.0-M4		6af7ae0f6924ce4a2442e932d0962f77a26b345a
org.glassfish.main.osgi-platforms	osgi-container	7.0.1		4732a560b6fd7060c33a3590b9a2ede25dd4ed90
org.glassfish.main.osgi-platforms	osgi-container	7.0.10		7eafa9253eccc5dcec471975d36af7ebde9fe9c6
org.glassfish.main.osgi-platforms	osgi-container	7.0.11		c689007134357eab05722d057c74c86b5cffc2bd
org.glassfish.main.osgi-platforms	osgi-container	7.0.12		548d14a2db4cbfd16c1aa4c02c74b597ff97cce5
org.glassfish.main.osgi-platforms	osgi-container	7.0.13		654fd12da77e48406c4158f3b1f6ec3c4aabc7ad
org.glassfish.main.osgi-platforms	osgi-container	7.0.14		1129dfc3b1504e795f916ed516df0542639a3173
org.glassfish.main.osgi-platforms	osgi-container	7.0.15		2c2a957a56bf38a1d8df9e6e2a63dc81cef0c9c4
org.glassfish.main.osgi-platforms	osgi-container	7.0.16		9d79b9685145bcd53a0f0abd7d3e2a0ce0bd52d3
org.glassfish.main.osgi-platforms	osgi-container	7.0.17		0f4e1f22497150e449cfdf2e2bd2612bc5eb0226
org.glassfish.main.osgi-platforms	osgi-container	7.0.18		76599875a373b7a102265ad45c543ca7c526cd89
org.glassfish.main.osgi-platforms	osgi-container	7.0.19		2f017f4d8f90bb51437c78ef14315e940ecc00bd
org.glassfish.main.osgi-platforms	osgi-container	7.0.2		2ca9bcd10d391e66c9e164a483475e2acea7a97b
org.glassfish.main.osgi-platforms	osgi-container	7.0.20		0e52938427300f5f059bdae7f5f142fa33a7185b
org.glassfish.main.osgi-platforms	osgi-container	7.0.21		a2915b5e5f0246f9b834d78d9c527e0258f27832
org.glassfish.main.osgi-platforms	osgi-container	7.0.22		481db718032b9631998c8edf2b693e6b5f334efd
org.glassfish.main.osgi-platforms	osgi-container	7.0.23		3b310eed768489029ce4ba9e92112613e334fba3
org.glassfish.main.osgi-platforms	osgi-container	7.0.24		2c8b0391feb5c57cff385814b58386ff6c18df2b
org.glassfish.main.osgi-platforms	osgi-container	7.0.3		159a1a303476957d73464513d19a57814ca46895
org.glassfish.main.osgi-platforms	osgi-container	7.0.4		1860b5680ba692029f26e87ab7457f4736499572
org.glassfish.main.osgi-platforms	osgi-container	7.0.5		cf1b1af0fe6c950dde81062ea23b6be0c5b38580
org.glassfish.main.osgi-platforms	osgi-container	7.0.6		035f22f01250bcaaaac756c3ab55b5e71936dfb9
org.glassfish.main.osgi-platforms	osgi-container	7.0.7		94b242de65ca84df1d335b1e2ba38469b74de4b4
org.glassfish.main.osgi-platforms	osgi-container	7.0.8		e303631660a7db1b7f77041bafc69d7e8f73acac
org.glassfish.main.osgi-platforms	osgi-container	7.0.9		671dd847edf763fa70e6e8ea1547496dbae1e706
org.glassfish.main.osgi-platforms	osgi-container	8.0.0-JDK17-M10		f2af30036b8e800002b69446457b9338ef86eaab
org.glassfish.main.osgi-platforms	osgi-container	8.0.0-JDK17-M5		973dd8ed911fb18136c96992e65dda9daf0d3972
org.glassfish.main.osgi-platforms	osgi-container	8.0.0-JDK17-M6		62eebc26e38538d74a050dea44377987152959bc
org.glassfish.main.osgi-platforms	osgi-container	8.0.0-JDK17-M7		f47aadfb171d5371701db1b584ad0951c2b68078
org.glassfish.main.osgi-platforms	osgi-container	8.0.0-JDK17-M9		73287bc41da3f7a8d87df10c3f6eebfe2b1dbca9
org.glassfish.main.osgi-platforms	osgi-container	8.0.0-M1		7ff2071d7054d4881d434e166203e158c03579c7
org.glassfish.main.osgi-platforms	osgi-container	8.0.0-M10		ece0841c44628cf65d56e344586f022c6925f28e
org.glassfish.main.osgi-platforms	osgi-container	8.0.0-M11		7da2fada76fab0f52e9c2429d7d1f3f43fe491cc
org.glassfish.main.osgi-platforms	osgi-container	8.0.0-M2		e8acca3ac52e7b256f612701a8332e9667561244
org.glassfish.main.osgi-platforms	osgi-container	8.0.0-M3		cb8432876bedd3eecfe5c69347da9163e0c3aac0
org.glassfish.main.osgi-platforms	osgi-container	8.0.0-M5		c892dce17584a30e84f4ababf66e81d193540bc1
org.glassfish.main.osgi-platforms	osgi-container	8.0.0-M6		e02906a5c379a769e911f1dbb34e475139ea106e
org.glassfish.main.osgi-platforms	osgi-container	8.0.0-M7		5ad6953623a91d794329327ad564ab9a26e81770
org.glassfish.main.osgi-platforms	osgi-container	8.0.0-M8		0792605780a9db1a0448d4c908d615ea55d892ea
org.glassfish.main.osgi-platforms	osgi-container	8.0.0-M9		c959d8817e0d8927967efade362fb4b442b02944
org.hansken.plugin.extraction	plugin-super-pom-base	0.6.1		N/A
org.hansken.plugin.extraction	plugin-super-pom-base	0.6.2		N/A
org.hansken.plugin.extraction	plugin-super-pom-base	0.6.3		N/A
org.hansken.plugin.extraction	plugin-super-pom-base	0.7.0		N/A
org.hansken.plugin.extraction	plugin-super-pom-base	0.7.1		N/A
org.hansken.plugin.extraction	plugin-super-pom-base	0.7.2		N/A
org.hansken.plugin.extraction	plugin-super-pom-base	0.7.3		N/A
org.hansken.plugin.extraction	plugin-super-pom-base	0.7.4		N/A
org.hansken.plugin.extraction	plugin-super-pom-base	0.8.0		N/A
org.hansken.plugin.extraction	plugin-super-pom-base	0.8.1		N/A
org.hansken.plugin.extraction	plugin-super-pom-base	0.8.2		N/A
org.hansken.plugin.extraction	plugin-super-pom-base	0.8.3		N/A
org.hansken.plugin.extraction	plugin-super-pom-base	0.9.0		N/A
org.hansken.plugin.extraction	plugin-super-pom-base	0.9.1		N/A
org.hansken.plugin.extraction	plugin-super-pom-base	0.9.2		N/A
org.hansken.plugin.extraction	plugin-super-pom-base	0.9.3		N/A
org.hansken.plugin.extraction	plugin-super-pom-base	0.9.4		N/A
org.hansken.plugin.extraction	plugin-super-pom-base	0.9.5		N/A
org.hdiv	hdiv-core	2.0.3		a13e23e881af27855f6fd2baa718de3ab86b67b2
org.hdiv	hdiv-core	2.0.4		47a69c0dfb1cccb76f3f50661ad9e6c6b721d208
org.hdiv	hdiv-core	2.1.0		921b0aa087c1f8d16d37a279fca1ce08d69220f5
org.hdiv	hdiv-core	2.1.1		da3b801abfb2be41291edfaa04803247b0a163ee
org.hdiv	hdiv-core	2.1.10		8be1926d4226adeb4e72d28496619b8deb651ddf
org.hdiv	hdiv-core	2.1.11		972e9151104ad87457c934b4f021800460c390c9
org.hdiv	hdiv-core	2.1.12		63f033f6b894da7f33c811fa074cbf108bfbc03b
org.hdiv	hdiv-core	2.1.13		863b2879328f303fb23bfd4a1ddfa723f5a75abe
org.hdiv	hdiv-core	2.1.2		de6cd6781dd5e12d62eb4717c6b99babbf5b122a
org.hdiv	hdiv-core	2.1.3		f7ab5a2dbbbe7f52e4129bd23915a0383603b761
org.hdiv	hdiv-core	2.1.4		e0d8c553ae2de3a65c53e911a0d4c4911aa5fb93
org.hdiv	hdiv-core	2.1.5		27c8784c40e91a19c621813b9adbbc2edf55d448
org.hdiv	hdiv-core	2.1.6		ed297ef7fa056387e2caed44dfa01b597bde9202
org.hdiv	hdiv-core	2.1.7		a0280976589dc8fb420e61422184cfe76bbf50df
org.hdiv	hdiv-core	2.1.7.RC1		0f9881d37e77635c28d837028e71e4ab8a9dce9b
org.hdiv	hdiv-core	2.1.7.RC2		e28bbefd1b231c0d3641075803f67e038452fb15
org.hdiv	hdiv-core	2.1.7.RC3		3803d3abe1db1cecb0a6cd59cdd94e7a6f7ea0c8
org.hdiv	hdiv-core	2.1.7.RC4		6d8c09737a56f068c98e813f2d60a7d045cf731e
org.hdiv	hdiv-core	2.1.8		c205eeff0cb0ae0d1e3c34a4ab3587fb221a2d4e
org.hdiv	hdiv-core	2.1.8.RC1		e72558feab191c9bf4f19940409e6cf70dcae82d
org.hdiv	hdiv-core	2.1.9		c097f0028bcb7d241d3be3c58a75f18196536edf
org.hdiv	hdiv-core	3.0.0		9a405f4c6f6491c3a9948a8d3b4ad2677bd64c10
org.hdiv	hdiv-core	3.1.0		e981c5447f853379ed75a2430a70e98abf46e768
org.hdiv	hdiv-core	3.1.1		f0eb92a48555e06c280940c40db0a7dd0f3189ff
org.hdiv	hdiv-core	3.2.0		1d8f46b7233cfe3c41bcb026df048197c774fa96
org.hdiv	hdiv-core	3.3.0		706ff465477e4822b81e25d222136eb31ba12539
org.hdiv	hdiv-core	3.4.0		32de50dfc65b88502bbc5e8a05531b65f06a50f9
org.hdiv	hdiv-core	3.5.0		387f53177b9a71b28f7f4f089370c047d227998b
org.hdiv	hdiv-core	3.5.0.RC1		b9ed0ce1c98fb276c8288577ce1d855f62b9971d
org.hdiv	hdiv-core	3.5.0.RC2		e05475d835c71e638ca7db810529203472f10bea
org.hdiv	hdiv-core	3.5.0.RC3		ed0eff84e9a5c3aca88b4e3c6d5579d4b9244718
org.hdiv	hdiv-core	3.5.1		5d24c4ba0807ac48eea6fc5f0a596d2d92b87688
org.hdiv	hdiv-core	3.5.2		870f2e07012bbaf1cd2bbdf4e54f9bf3224ccafa
org.jooby	jooby-thymeleaf	1.0.1		6aa5664840fd193aae517102c6211009e9219d40
org.jooby	jooby-thymeleaf	1.0.2		bd4c211874ec952ad60b71d1db4ab8eafed7c2ea
org.jooby	jooby-thymeleaf	1.0.3		5b1a02fa773ddda17e2954674220c420d7313d1c
org.jooby	jooby-thymeleaf	1.1.0		bd475169a2d2cbc0d670af858e0ba4527b996d43
org.jooby	jooby-thymeleaf	1.1.1		17dcd15e47bb2c57f591bf3f8608c8d2396be252
org.jooby	jooby-thymeleaf	1.1.2		79211f04899796250bc38a54858aabcaa81fc321
org.jooby	jooby-thymeleaf	1.1.3		3833ebafa8589d6fa6914f8420676a4842c2f4f2
org.jooby	jooby-thymeleaf	1.2.0		96376c0ddd2c9121ce355775a8af7ed054070077
org.jooby	jooby-thymeleaf	1.2.1		8510a8c747c33d5c83f7c4ade4a757cbf5c627c9
org.jooby	jooby-thymeleaf	1.2.2		a153025d48b4464f4fb8f2a850b14bb96df8481c
org.jooby	jooby-thymeleaf	1.2.3		be87d2f2c02ccd3cfe8f7d664dd7e30c14770a86
org.jooby	jooby-thymeleaf	1.3.0		be1f5be05c1cf9b02676c00eaabdadbe28220de0
org.jooby	jooby-thymeleaf	1.4.0		8a8900da3c3cdb2257b19c7bfec5ecff38c116a4
org.jooby	jooby-thymeleaf	1.4.1		707be1a4440c8b2e5b2bca0d0f501d96db0b0b64
org.jooby	jooby-thymeleaf	1.5.0		4f575d0be004532b33f908511348cace8d74406a
org.jooby	jooby-thymeleaf	1.5.1		2493db1099801333055a96e9bd9754737c0c01a0
org.jooby	jooby-thymeleaf	1.6.0		dfe57d2e13c45ee34ca981ab730ded8790741cb8
org.jooby	jooby-thymeleaf	1.6.1		8a836ef1849b1cc75fa374ac4ec3e18eb0f3bb70
org.jooby	jooby-thymeleaf	1.6.2		9d9a7362ed2cc836b3e42500ca879fe724b5679b
org.jooby	jooby-thymeleaf	1.6.3		888469c592b0c59f596238e4b37f0ccf20211ef7
org.jooby	jooby-thymeleaf	1.6.4		a3b53f2d764d92a74eb95f8ff95ed7a725bd0e21
org.jooby	jooby-thymeleaf	1.6.5		b1776f20c101abc83eaaf72496386a09a8d8a6ea
org.jooby	jooby-thymeleaf	1.6.6		53cc40f79369a712f75162d8402cff2fa77836d6
