black.door	jose-2.13.0_2.13	0.3.0-M1		96d7ec582e952522f19c902d665f3ac2df87c26f
com.assertthat.plugins	assertthat-bdd-maven-plugin	1.7.4		3f5d482336e9c1543db76ead40a2b1c0e705dc8d
com.azure.spring	spring-integration-azure-eventhubs	4.0.0		33e7f4cbcf48fbbe73e097e3a862d9ea0560c9f8
com.azure.spring	spring-integration-azure-eventhubs	4.0.0-beta.2		5b924afd94ec10de09e23e8954211417fd662bb3
com.azure.spring	spring-integration-azure-eventhubs	4.0.0-beta.3		e8ca7d259a015c9049efc1ba3e43e174ef7347a9
com.azure.spring	spring-integration-azure-eventhubs	4.1.0		fe2480f6ff79562161a754da1230150107023727
com.azure.spring	spring-integration-azure-eventhubs	4.10.0		3f02c44eae69746f939ba11c0ce46a9d6b9514e1
com.azure.spring	spring-integration-azure-eventhubs	4.11.0		e157b26a2c846fda08b832e61b9bc877b40d522e
com.azure.spring	spring-integration-azure-eventhubs	4.12.0		ea9d3342593f219d58f93ced5083169f0dd69bb0
com.azure.spring	spring-integration-azure-eventhubs	4.13.0		9e0dd7ae1e6efff66d1a185935619ef4388c37f8
com.azure.spring	spring-integration-azure-eventhubs	4.14.0		dbbc7fd964b70a8de674ff2c9722f1c56ac2df7f
com.azure.spring	spring-integration-azure-eventhubs	4.15.0		4bf4219090c3ea653a674eb3df8b1d99dcd80b28
com.azure.spring	spring-integration-azure-eventhubs	4.16.0		d92d975bdc8e6c25717846a367cb3c943d0a7693
com.azure.spring	spring-integration-azure-eventhubs	4.17.0		04155a9c478491be6c078b6cbca4b8d19fdf8ccd
com.azure.spring	spring-integration-azure-eventhubs	4.18.0		e3351e90c1d10c9638fc18acdfbfd640026b2a60
com.azure.spring	spring-integration-azure-eventhubs	4.19.0		dc7f40e3d41a3a63fc0f86a60cf34fcec238d0d2
com.azure.spring	spring-integration-azure-eventhubs	4.2.0		82ed347a38c77879cfec22f4c91a43e18c4e0970
com.azure.spring	spring-integration-azure-eventhubs	4.20.0		66ed2576ef14b0c35a2744ef663b500094e77e4e
com.azure.spring	spring-integration-azure-eventhubs	4.3.0		04f032251125f4880bc1e26267e54d7fcd7e9448
com.azure.spring	spring-integration-azure-eventhubs	4.4.0		c393703f59d3a5fa5fc260253c7fb8d6b689c972
com.azure.spring	spring-integration-azure-eventhubs	4.4.1		83c438bc03303d14a6940010261cdeeedd4c6ab8
com.azure.spring	spring-integration-azure-eventhubs	4.5.0		92e30c28beba41f72897030efbfe20b5a24c0417
com.azure.spring	spring-integration-azure-eventhubs	4.5.0-beta.1		845e15a0508ba694b18a0e11d2b6c196fb514e38
com.azure.spring	spring-integration-azure-eventhubs	4.6.0		c3ace7dfaa739c37dadfa98880dd44a979342a03
com.azure.spring	spring-integration-azure-eventhubs	4.7.0		3861922959ab9e2d94f15924574678d51fd490c2
com.azure.spring	spring-integration-azure-eventhubs	4.8.0		4ce92b715fbee1bb83c98dc2e245b68d60c5b79b
com.azure.spring	spring-integration-azure-eventhubs	4.9.0		d8e212a2d2b716ce0a958cac80e0ab6fe1244fb4
com.azure.spring	spring-integration-azure-eventhubs	4.9.0-beta.1		3aa176ded09da64c024fd6096cf03318082bf486
com.azure.spring	spring-integration-azure-eventhubs	5.0.0		94e4b3fa1283e96649b392e46aea1f1e4a0fce77
com.azure.spring	spring-integration-azure-eventhubs	5.1.0		ef3f84ca459752cdc8e9ec34a9cfca9622f9092e
com.azure.spring	spring-integration-azure-eventhubs	5.10.0		5ada57e863aa2e1f99a24d20ccbad2ee1d2c46a1
com.azure.spring	spring-integration-azure-eventhubs	5.11.0		c20df27b32672d05036a1b5657dd037a3ed27ad1
com.azure.spring	spring-integration-azure-eventhubs	5.12.0		cbbb3de1b804e49605b025c701160ce3092bfb4d
com.azure.spring	spring-integration-azure-eventhubs	5.12.0-beta.1		0f153bdd1170505fdefad826328fe000c6a1e79e
com.azure.spring	spring-integration-azure-eventhubs	5.13.0		69b1b1c1bef98959d707df3fb1a9827efbe74dbe
com.azure.spring	spring-integration-azure-eventhubs	5.14.0		bd0cde88fb147232b454d1285e5f508080f68a1d
com.azure.spring	spring-integration-azure-eventhubs	5.15.0		88af4e55de6207f74f80bf7ae8f88db2c6c0588e
com.azure.spring	spring-integration-azure-eventhubs	5.16.0		86ad054fc8598a35d70607ca342c16c74d63c4ff
com.azure.spring	spring-integration-azure-eventhubs	5.17.0		bbc5d893d5f4f5f215078705b5d80dbcd4a4f70b
com.azure.spring	spring-integration-azure-eventhubs	5.17.1		22c519de186ab1427e7752968bfee33e642c6984
com.azure.spring	spring-integration-azure-eventhubs	5.18.0		e75f4e7be69aaafbfe3b3f1d939c2ede070075ec
com.azure.spring	spring-integration-azure-eventhubs	5.19.0		9c110830e0b2fbdb7ebcdbdf292adf2970f6f58a
com.azure.spring	spring-integration-azure-eventhubs	5.2.0		758a0793a9b2e8596394113a01ef40dfb70d3401
com.azure.spring	spring-integration-azure-eventhubs	5.20.0		8dfdebc1053b1b49366d326cb927c9e05eb26ac9
com.azure.spring	spring-integration-azure-eventhubs	5.20.1		c7dd419ed1b8789a2662333cc2367f9e256c54ad
com.azure.spring	spring-integration-azure-eventhubs	5.21.0		7210ff3b4d58528036dc69ea345cddaff07d48a1
com.azure.spring	spring-integration-azure-eventhubs	5.22.0		50bffbdc418ea7ae2209026958fa67f494fac16e
com.azure.spring	spring-integration-azure-eventhubs	5.3.0		6ee15647a191d2b2342974926ecadedd72d7d952
com.azure.spring	spring-integration-azure-eventhubs	5.4.0		45a4b34b8239ee9d85c4003a630a874f19501560
com.azure.spring	spring-integration-azure-eventhubs	5.5.0		eaf24a33488b0e9f00d8c00f4ef462401e791fac
com.azure.spring	spring-integration-azure-eventhubs	5.6.0		afe1dda4c831fc98fba49541a0f777c3881837d7
com.azure.spring	spring-integration-azure-eventhubs	5.7.0		3424d1629d3868d777c27f1294596c193cff9fba
com.azure.spring	spring-integration-azure-eventhubs	5.8.0		c94e6368cb577055da0e95ee5a6639de4adecee8
com.azure.spring	spring-integration-azure-eventhubs	5.9.0		25cfd60b17b04f0381a7863da4cd58b3a41899a8
com.azure.spring	spring-integration-azure-eventhubs	5.9.1		1088298d392bb8879ca818fbee0d030d6d805538
com.azure.spring	spring-integration-azure-eventhubs	6.0.0-beta.1		9eed5ad8d8889d856e7c3c05c10c7a35c9cc384e
com.azure.spring	spring-integration-azure-eventhubs	6.0.0-beta.2		21635711b3808ed3749da9559c3bbdc0e27f1453
com.azure.spring	spring-integration-azure-eventhubs	6.0.0-beta.3		b862e7b00d1aaad9386f9007eaeaabc4b20e484a
com.azure.spring	spring-integration-azure-eventhubs	6.0.0-beta.4		f1636e8368a70e9822ea3b8d558e9308c2f6dc23
com.blazebit	blaze-query-connector-google-gcp-compute	1.0.2		7f19cdcf15145a9a5a89ec7129c80768124c612a
com.blazebit	blaze-query-connector-google-gcp-compute	1.0.3		17e6d574bfd929fd85f6f66ef6bf45d8077c5122
com.blazebit	blaze-query-connector-google-gcp-compute	1.0.4		40f0472e6f85c7dc89a374f404deab654d0a225c
com.blazebit	blaze-query-connector-google-gcp-compute	1.0.5		af382a6513e07f0ffd8d450ac4332e6e67205178
com.blazebit	blaze-query-connector-google-gcp-compute	1.0.6		a39fd665f0ad01fe26203d8b449c4f8bc156756c
com.divpundir.filetools	filetools	0.1.0		680badffab3c71edbf125ae3c8d731eb995429f8
com.divpundir.filetools	filetools	0.2.0		63e8941e80b651abfc3e411e658e0287a1fabb8f
com.divpundir.filetools	filetools	0.2.1		e378c477642821817597dc548bba0aa875b429d7
com.divpundir.filetools	filetools	0.2.2		aec1afdd233eb0b9fdbbb080576341efee5a65f0
com.eggybytes	eggy-android	0.0.1		N/A
com.eggybytes	eggy-android	1.0.2		N/A
com.eggybytes	eggy-android	1.0.3		N/A
com.eggybytes	eggy-android	1.0.4		N/A
com.eggybytes	eggy-android	1.0.5		N/A
com.eggybytes	eggy-android	1.0.6		N/A
com.epam.drill.plugins	test2code-plugin	0.8.0-76		N/A
com.epam.drill.plugins	test2code-plugin	0.8.0-77		N/A
com.epam.drill.plugins	test2code-plugin	0.8.0-78		N/A
com.epam.drill.plugins	test2code-plugin	0.8.0-78-fix-skip-js-coverage-serialize.0		N/A
com.epam.drill.plugins	test2code-plugin	0.8.0-79		N/A
com.epam.drill.plugins	test2code-plugin	0.8.0-remove-active-scope.0		N/A
com.epam.drill.plugins	test2code-plugin	0.8.0-remove-active-scope.1		N/A
com.epam.drill.plugins	test2code-plugin	0.8.1		N/A
com.github.dbrach77	testmvncentral	1.0.6		031373cfa9d54a7330a279c276807125904a5fa9
com.github.dbrach77	testmvncentral	1.0.7		be14373d2b3737fba8fb95ced65ff88e59cd6b17
com.github.eagoo	config-annotation_2.11	0.3.5		f7391a6bd533fd2a49391b19b7c94513180d0a78
com.github.fobid	linkable-text	0.1.0		N/A
com.github.fobid	linkable-text	0.1.2		N/A
com.github.fobid	linkable-text	0.1.3		N/A
com.github.fobid	linkable-text	0.1.4		N/A
com.github.fobid	linkable-text	0.2.0		N/A
com.github.harmonicinc-com	extension-rtmp	2.11.${env.BUILD_NUMBER}		N/A
com.github.harmonicinc-com	extension-rtmp	2.11.11		N/A
com.github.harmonicinc-com	extension-rtmp	2.11.12		N/A
com.github.harmonicinc-com	extension-rtmp	2.11.21		N/A
com.github.harmonicinc-com	extension-rtmp	2.11.25		N/A
com.github.harmonicinc-com	extension-rtmp	2.11.26		N/A
com.github.harmonicinc-com	extension-rtmp	2.11.28		N/A
com.github.harmonicinc-com	extension-rtmp	2.11.29		N/A
com.github.harmonicinc-com	extension-rtmp	2.11.3		N/A
com.github.harmonicinc-com	extension-rtmp	2.11.30		N/A
com.github.harmonicinc-com	extension-rtmp	2.11.31		N/A
com.github.harmonicinc-com	extension-rtmp	2.11.32		N/A
com.github.harmonicinc-com	extension-rtmp	2.11.36		N/A
com.github.harmonicinc-com	extension-rtmp	2.11.4		N/A
com.github.harmonicinc-com	extension-rtmp	2.11.9		N/A
com.github.harmonicinc-com	extension-rtmp	2.13.12		N/A
com.github.harmonicinc-com	extension-rtmp	2.13.13		N/A
com.github.harmonicinc-com	extension-rtmp	2.13.5		N/A
com.github.harmonicinc-com	extension-rtmp	2.13.6		N/A
com.github.harmonicinc-com	extension-rtmp	2.13.8		N/A
com.github.harmonicinc-com	extension-rtmp	2.13.9		N/A
com.github.ice-zero-cat	jpa	0.0.1		cfef30efc29b453fbc8edbf2fd06f706510fb94e
com.github.ice-zero-cat	jpa	0.0.2		196c7a979ffeb912960284983db14661668f7573
com.github.manodj-sfdc	travis-test	0.0.6		34e1a9e3fcf28bd3b1a80934243282f6b11e6f1b
com.github.ngeor	yak4j	0.0.3		N/A
com.github.ngeor	yak4j	0.0.4		N/A
com.github.ngeor	yak4j	0.0.5		N/A
com.github.ngeor	yak4j	0.1.0		N/A
com.github.ngeor	yak4j	0.1.1		N/A
com.github.ngeor	yak4j	0.2.0		N/A
com.github.ngeor	yak4j	0.3.0		N/A
com.github.ngeor	yak4j	0.4.0		N/A
com.github.ngeor	yak4j	0.4.1		N/A
com.github.ngeor	yak4j	0.5.0		N/A
com.github.ngeor	yak4j	0.5.1		N/A
com.github.ngeor	yak4j	0.6.0		N/A
com.github.ngeor	yak4j	0.7.0		N/A
com.github.ngeor	yak4j	0.7.1		N/A
com.github.ngeor	yak4j	0.8.0		N/A
com.github.ngeor	yak4j	0.9.0		N/A
com.github.ngeor	yak4j	0.9.1		N/A
com.github.openstack4j.core.connectors	openstack4j-connectors	3.10		N/A
com.github.openstack4j.core.connectors	openstack4j-connectors	3.11		N/A
com.github.openstack4j.core.connectors	openstack4j-connectors	3.12		N/A
com.github.openstack4j.core.connectors	openstack4j-connectors	3.3		N/A
com.github.openstack4j.core.connectors	openstack4j-connectors	3.4		N/A
com.github.openstack4j.core.connectors	openstack4j-connectors	3.5		N/A
com.github.openstack4j.core.connectors	openstack4j-connectors	3.6		N/A
com.github.openstack4j.core.connectors	openstack4j-connectors	3.7		N/A
com.github.openstack4j.core.connectors	openstack4j-connectors	3.8		N/A
com.github.openstack4j.core.connectors	openstack4j-connectors	3.9		N/A
com.github.sebhoss.bom	clojure-bom	2015.11.01		N/A
com.github.sebhoss.bom	clojure-bom	2015.11.04		N/A
com.github.sebhoss.bom	clojure-bom	2015.11.22		N/A
com.github.sebhoss.bom	clojure-bom	2016.01.17		N/A
com.github.sebhoss.bom	clojure-bom	2016.02.07		N/A
com.github.sebhoss.bom	clojure-bom	3.0.0		N/A
com.github.sebhoss.bom	clojure-bom	3.0.1		N/A
com.github.sebhoss.bom	clojure-bom	3.0.2		N/A
com.github.sebhoss.bom	clojure-bom	3.0.3		N/A
com.github.sebhoss.bom	clojure-bom	3.0.4		N/A
com.github.sebhoss.bom	clojure-bom	3.0.5		N/A
com.github.thorbenkuck	release-parent	2		N/A
com.github.thorbenkuck	release-parent	3		N/A
com.github.thorbenkuck	release-parent	4		N/A
com.github.thorbenkuck	release-parent	5		N/A
com.github.vindell	spring-boot-starter-flyway-plus4.x	1.0.4.RELEASE		184ce0f451f151c5081e32e4d09b25393d11343a
com.github.xenoby	tools_2.10	0.3.6-16-g2519ab6690		85a21e064f305f73fcc84dbdb86124c15af3334f
com.github.xenoby	tools_2.10	0.3.6-20-g0afae98f36		bb041a6f2f51c11423a84ea59f9fc6a2eec57b8e
com.guicedee	guicedee-projects	0.70.0.1		N/A
com.guicedee	guicedee-projects	0.70.0.1-rc13		N/A
com.guicedee	guicedee-projects	0.70.0.1-rc14		N/A
com.guicedee	guicedee-projects	0.70.0.1-rc15		N/A
com.guicedee	guicedee-projects	0.70.0.1-rc2		N/A
com.guicedee	guicedee-projects	0.70.0.1-rc3		N/A
com.guicedee	guicedee-projects	0.70.0.1-rc4		N/A
com.guicedee	guicedee-projects	0.70.0.1-rc5		N/A
com.guicedee	guicedee-projects	0.70.0.2		N/A
com.guicedee	guicedee-projects	0.70.0.3		N/A
com.guicedee	guicedee-projects	0.70.0.4		N/A
com.guicedee	guicedee-projects	0.70.0.5		N/A
com.guicedee	guicedee-projects	0.70.0.6		N/A
com.guicedee	guicedee-projects	0.70.0.7		N/A
com.guicedee	guicedee-projects	1.0.0.0		N/A
com.guicedee	guicedee-projects	1.0.1.0		N/A
com.guicedee	guicedee-projects	1.0.1.0-jre12		N/A
com.guicedee	guicedee-projects	1.0.1.0-jre13		N/A
com.guicedee	guicedee-projects	1.0.1.0-jre8		N/A
com.guicedee	guicedee-projects	1.0.1.1		N/A
com.guicedee	guicedee-projects	1.0.1.1-jre12		N/A
com.guicedee	guicedee-projects	1.0.1.1-jre13		N/A
com.guicedee	guicedee-projects	1.0.1.1-jre8		N/A
com.guicedee	guicedee-projects	1.0.1.2		N/A
com.guicedee	guicedee-projects	1.0.1.3		N/A
com.guicedee	guicedee-projects	1.0.1.3-jre12		N/A
com.guicedee	guicedee-projects	1.0.1.3-jre13		N/A
com.guicedee	guicedee-projects	1.0.1.3-jre8		N/A
com.guicedee	guicedee-projects	1.0.1.4		N/A
com.guicedee	guicedee-projects	1.0.1.4-jre12		N/A
com.guicedee	guicedee-projects	1.0.1.4-jre13		N/A
com.guicedee	guicedee-projects	1.0.1.4-jre8		N/A
com.guicedee	guicedee-projects	1.0.1.5		N/A
com.guicedee	guicedee-projects	1.0.1.5-jre12		N/A
com.guicedee	guicedee-projects	1.0.1.5-jre13		N/A
com.guicedee	guicedee-projects	1.0.1.5-jre8		N/A
com.guicedee	guicedee-projects	1.0.1.6		N/A
com.guicedee	guicedee-projects	1.0.1.6-jre12		N/A
com.guicedee	guicedee-projects	1.0.1.6-jre13		N/A
com.guicedee	guicedee-projects	1.0.1.7		N/A
com.guicedee	guicedee-projects	1.0.1.7-jre12		N/A
com.guicedee	guicedee-projects	1.0.1.7-jre13		N/A
com.guicedee	guicedee-projects	1.0.1.7-jre8		N/A
com.guicedee	guicedee-projects	1.0.10.0		N/A
com.guicedee	guicedee-projects	1.0.10.0-jre13		N/A
com.guicedee	guicedee-projects	1.0.10.0-jre14		N/A
com.guicedee	guicedee-projects	1.0.10.1		N/A
com.guicedee	guicedee-projects	1.0.10.1-jre14		N/A
com.guicedee	guicedee-projects	1.0.10.3		N/A
com.guicedee	guicedee-projects	1.0.10.3-jre14		N/A
com.guicedee	guicedee-projects	1.0.10.4		N/A
com.guicedee	guicedee-projects	1.0.10.4-jre12		N/A
com.guicedee	guicedee-projects	1.0.10.4-jre13		N/A
com.guicedee	guicedee-projects	1.0.10.4-jre14		N/A
com.guicedee	guicedee-projects	1.0.11.0-jre14		N/A
com.guicedee	guicedee-projects	1.0.11.2-jre14		N/A
com.guicedee	guicedee-projects	1.0.11.5		N/A
com.guicedee	guicedee-projects	1.0.11.5-jre12		N/A
com.guicedee	guicedee-projects	1.0.11.5-jre14		N/A
com.guicedee	guicedee-projects	1.0.11.6-jre14		N/A
com.guicedee	guicedee-projects	1.0.11.7		N/A
com.guicedee	guicedee-projects	1.0.11.7-jre12		N/A
com.guicedee	guicedee-projects	1.0.11.7-jre14		N/A
com.guicedee	guicedee-projects	1.0.12.0		N/A
com.guicedee	guicedee-projects	1.0.12.0-jre12		N/A
com.guicedee	guicedee-projects	1.0.12.0-jre13		N/A
com.guicedee	guicedee-projects	1.0.12.0-jre14		N/A
com.guicedee	guicedee-projects	1.0.12.0-jre8		N/A
com.guicedee	guicedee-projects	1.0.12.1		N/A
com.guicedee	guicedee-projects	1.0.12.1-jre12		N/A
com.guicedee	guicedee-projects	1.0.12.1-jre14		N/A
com.guicedee	guicedee-projects	1.0.12.2		N/A
com.guicedee	guicedee-projects	1.0.12.2-jre12		N/A
com.guicedee	guicedee-projects	1.0.12.2-jre14		N/A
com.guicedee	guicedee-projects	1.0.12.3		N/A
com.guicedee	guicedee-projects	1.0.12.3-jre12		N/A
com.guicedee	guicedee-projects	1.0.12.3-jre13		N/A
com.guicedee	guicedee-projects	1.0.12.3-jre14		N/A
com.guicedee	guicedee-projects	1.0.12.4		N/A
com.guicedee	guicedee-projects	1.0.12.4-jre12		N/A
com.guicedee	guicedee-projects	1.0.12.4-jre13		N/A
com.guicedee	guicedee-projects	1.0.12.4-jre14		N/A
com.guicedee	guicedee-projects	1.0.12.4-jre8		N/A
com.guicedee	guicedee-projects	1.0.12.5		N/A
com.guicedee	guicedee-projects	1.0.12.5-jre14		N/A
com.guicedee	guicedee-projects	1.0.13.0		N/A
com.guicedee	guicedee-projects	1.0.13.0-jre12		N/A
com.guicedee	guicedee-projects	1.0.13.0-jre13		N/A
com.guicedee	guicedee-projects	1.0.13.0-jre14		N/A
com.guicedee	guicedee-projects	1.0.13.0-jre8		N/A
com.guicedee	guicedee-projects	1.0.13.1		N/A
com.guicedee	guicedee-projects	1.0.13.1-jre13		N/A
com.guicedee	guicedee-projects	1.0.13.1-jre14		N/A
com.guicedee	guicedee-projects	1.0.13.1-jre8		N/A
com.guicedee	guicedee-projects	1.0.13.2		N/A
com.guicedee	guicedee-projects	1.0.13.2-jre12		N/A
com.guicedee	guicedee-projects	1.0.13.2-jre13		N/A
com.guicedee	guicedee-projects	1.0.13.2-jre14		N/A
com.guicedee	guicedee-projects	1.0.13.2-jre8		N/A
com.guicedee	guicedee-projects	1.0.13.3		N/A
com.guicedee	guicedee-projects	1.0.13.3-jre14		N/A
com.guicedee	guicedee-projects	1.0.13.4		N/A
com.guicedee	guicedee-projects	1.0.13.4-jre12		N/A
com.guicedee	guicedee-projects	1.0.13.4-jre13		N/A
com.guicedee	guicedee-projects	1.0.13.4-jre14		N/A
com.guicedee	guicedee-projects	1.0.13.5		N/A
com.guicedee	guicedee-projects	1.0.13.5-jre12		N/A
com.guicedee	guicedee-projects	1.0.13.5-jre14		N/A
com.guicedee	guicedee-projects	1.0.13.5-jre8		N/A
com.guicedee	guicedee-projects	1.0.14.0-RC1-jre14		N/A
com.guicedee	guicedee-projects	1.0.14.0-RC1-jre8		N/A
com.guicedee	guicedee-projects	1.0.14.1		N/A
com.guicedee	guicedee-projects	1.0.14.1-jre12		N/A
com.guicedee	guicedee-projects	1.0.14.1-jre13		N/A
com.guicedee	guicedee-projects	1.0.14.1-jre14		N/A
com.guicedee	guicedee-projects	1.0.14.1-jre8		N/A
com.guicedee	guicedee-projects	1.0.14.3-jre8		N/A
com.guicedee	guicedee-projects	1.0.14.4-jre14		N/A
com.guicedee	guicedee-projects	1.0.14.4-jre8		N/A
com.guicedee	guicedee-projects	1.0.15.1		N/A
com.guicedee	guicedee-projects	1.0.15.1-jre12		N/A
com.guicedee	guicedee-projects	1.0.15.1-jre13		N/A
com.guicedee	guicedee-projects	1.0.15.1-jre14		N/A
com.guicedee	guicedee-projects	1.0.15.1-jre8		N/A
com.guicedee	guicedee-projects	1.0.15.2		N/A
com.guicedee	guicedee-projects	1.0.15.2-jre12		N/A
com.guicedee	guicedee-projects	1.0.15.2-jre14		N/A
com.guicedee	guicedee-projects	1.0.15.2-jre8		N/A
com.guicedee	guicedee-projects	1.0.15.3-jre14		N/A
com.guicedee	guicedee-projects	1.0.15.3-jre8		N/A
com.guicedee	guicedee-projects	1.0.15.4		N/A
com.guicedee	guicedee-projects	1.0.15.4-jre14		N/A
com.guicedee	guicedee-projects	1.0.15.4-jre8		N/A
com.guicedee	guicedee-projects	1.0.15.5		N/A
com.guicedee	guicedee-projects	1.0.15.5-jre14		N/A
com.guicedee	guicedee-projects	1.0.15.5-jre8		N/A
com.guicedee	guicedee-projects	1.0.16.0		N/A
com.guicedee	guicedee-projects	1.0.16.0-jre14		N/A
com.guicedee	guicedee-projects	1.0.16.0-jre8		N/A
com.guicedee	guicedee-projects	1.0.17.0		N/A
com.guicedee	guicedee-projects	1.0.17.0-jre14		N/A
com.guicedee	guicedee-projects	1.0.17.1		N/A
com.guicedee	guicedee-projects	1.0.17.1-jre14		N/A
com.guicedee	guicedee-projects	1.0.17.1-jre8		N/A
com.guicedee	guicedee-projects	1.0.18.0		N/A
com.guicedee	guicedee-projects	1.0.18.0-jre14		N/A
com.guicedee	guicedee-projects	1.0.18.0-jre15		N/A
com.guicedee	guicedee-projects	1.0.18.0-jre8		N/A
com.guicedee	guicedee-projects	1.0.18.1		N/A
com.guicedee	guicedee-projects	1.0.18.1-jre14		N/A
com.guicedee	guicedee-projects	1.0.18.1-jre15		N/A
com.guicedee	guicedee-projects	1.0.18.1-jre8		N/A
com.guicedee	guicedee-projects	1.0.19.0		N/A
com.guicedee	guicedee-projects	1.0.19.0-jre14		N/A
com.guicedee	guicedee-projects	1.0.19.0-jre15		N/A
com.guicedee	guicedee-projects	1.0.19.1		N/A
com.guicedee	guicedee-projects	1.0.19.1-jre12		N/A
com.guicedee	guicedee-projects	1.0.19.1-jre13		N/A
com.guicedee	guicedee-projects	1.0.19.1-jre14		N/A
com.guicedee	guicedee-projects	1.0.19.1-jre15		N/A
com.guicedee	guicedee-projects	1.0.19.1-jre8		N/A
com.guicedee	guicedee-projects	1.0.19.10		N/A
com.guicedee	guicedee-projects	1.0.19.10-jre12		N/A
com.guicedee	guicedee-projects	1.0.19.10-jre14		N/A
com.guicedee	guicedee-projects	1.0.19.10-jre15		N/A
com.guicedee	guicedee-projects	1.0.19.10-jre8		N/A
com.guicedee	guicedee-projects	1.0.19.11		N/A
com.guicedee	guicedee-projects	1.0.19.11-jre14		N/A
com.guicedee	guicedee-projects	1.0.19.11-jre8		N/A
com.guicedee	guicedee-projects	1.0.19.12-jre14		N/A
com.guicedee	guicedee-projects	1.0.19.12-jre8		N/A
com.guicedee	guicedee-projects	1.0.19.13		N/A
com.guicedee	guicedee-projects	1.0.19.13-jre14		N/A
com.guicedee	guicedee-projects	1.0.19.13-jre15		N/A
com.guicedee	guicedee-projects	1.0.19.13-jre8		N/A
com.guicedee	guicedee-projects	1.0.19.2		N/A
com.guicedee	guicedee-projects	1.0.19.2-jre13		N/A
com.guicedee	guicedee-projects	1.0.19.2-jre14		N/A
com.guicedee	guicedee-projects	1.0.19.2-jre15		N/A
com.guicedee	guicedee-projects	1.0.19.2-jre8		N/A
com.guicedee	guicedee-projects	1.0.19.3		N/A
com.guicedee	guicedee-projects	1.0.19.3-jre13		N/A
com.guicedee	guicedee-projects	1.0.19.3-jre14		N/A
com.guicedee	guicedee-projects	1.0.19.3-jre15		N/A
com.guicedee	guicedee-projects	1.0.19.3-jre8		N/A
com.guicedee	guicedee-projects	1.0.19.4		N/A
com.guicedee	guicedee-projects	1.0.19.4-jre14		N/A
com.guicedee	guicedee-projects	1.0.19.4-jre15		N/A
com.guicedee	guicedee-projects	1.0.19.4-jre8		N/A
com.guicedee	guicedee-projects	1.0.19.5		N/A
com.guicedee	guicedee-projects	1.0.19.5-jre14		N/A
com.guicedee	guicedee-projects	1.0.19.5-jre15		N/A
com.guicedee	guicedee-projects	1.0.19.5-jre8		N/A
com.guicedee	guicedee-projects	1.0.19.6		N/A
com.guicedee	guicedee-projects	1.0.19.6-jre14		N/A
com.guicedee	guicedee-projects	1.0.19.6-jre8		N/A
com.guicedee	guicedee-projects	1.0.19.7-jre14		N/A
com.guicedee	guicedee-projects	1.0.19.7-jre8		N/A
com.guicedee	guicedee-projects	1.0.19.8-jre8		N/A
com.guicedee	guicedee-projects	1.0.19.9		N/A
