cn.p00q.dblogin	client	1.0		967f73a69779c97fd50d818baa78fd210ad95388
org.jboss.weld.servlet	weld-servlet	2.0.2.Final		e415448422e7be4b3724a57c68f36bc72fbbf065
org.jboss.weld.servlet	weld-servlet	2.0.2.Final	jboss5	e18f2a6449fb72ee417107336782d85f9d900270
org.jboss.weld.servlet	weld-servlet	2.0.2.Final	jboss5-sources	32b9c61e7bf808c5905037c13eaafff7575d7a1d
org.jboss.weld.servlet	weld-servlet	2.0.3.Final		82e9133e3c56e7fb2ac6489c65337b1f7d584396
org.jboss.weld.servlet	weld-servlet	2.0.3.Final	jboss5	47c0865adaebcd3f2706c9ca15a00a6499f2aa7c
org.jboss.weld.servlet	weld-servlet	2.0.3.Final	jboss5-sources	dd51bd838b02c708006c23f535e76d6ce78be279
org.jboss.weld.servlet	weld-servlet	2.0.4.Final		59da5c309be9197d03882bbd6dc505706d05144b
org.jboss.weld.servlet	weld-servlet	2.0.4.Final	jboss5	320b7e12248b5223df29f6d16d72cbe20a479deb
org.jboss.weld.servlet	weld-servlet	2.0.4.Final	jboss5-sources	0a3f6c79b5ae23902f13e4369b33db89f08065a8
org.jboss.weld.servlet	weld-servlet	2.0.5.Final		42b3b1aaaacab81b81e5a6b7956bc372fbd1e2ba
org.jboss.weld.servlet	weld-servlet	2.0.5.Final	jboss5	5e2f33c5e39c373fa3ab0f1f82934f35dba16ee5
org.jboss.weld.servlet	weld-servlet	2.0.5.Final	jboss5-sources	9be996e69c29878a186e20aa3a24257dd9e0ff88
org.jboss.weld.servlet	weld-servlet	2.1.0.Alpha1		c260c5bdad15d9285f1fef7c38a5eeb6ef2eb92d
org.jboss.weld.servlet	weld-servlet	2.1.0.Alpha1	jboss5	d2192e151e6c2ed27c252aaa9c391a155f805206
org.jboss.weld.servlet	weld-servlet	2.1.0.Alpha1	jboss5-sources	3b3f20286dd47d8e5a52af1e938b4f55a112ae45
org.jboss.weld.servlet	weld-servlet	2.1.0.Beta1		e569bc0d60cfe6ebde2c092889d2a9079303d54a
org.jboss.weld.servlet	weld-servlet	2.1.0.Beta1	jboss5	3181a1684ebcc7953b3a6dfbf6cff5bb7101fb14
org.jboss.weld.servlet	weld-servlet	2.1.0.Beta1	jboss5-sources	e915a52b57fe31145352f1ce6a3181619ea9ca8d
org.jboss.weld.servlet	weld-servlet	2.1.0.Beta2		e124feb773e0ef45dd033ea7f0c5a76fcbb4ebd4
org.jboss.weld.servlet	weld-servlet	2.1.0.Beta2	jboss5	7db6a87d2e0c1b7c0f52139ae8b71e2afad7c2b1
org.jboss.weld.servlet	weld-servlet	2.1.0.Beta2	jboss5-sources	c5c8e95fa3f4873c8cb7bcb5e87fdb63d6606854
org.jboss.weld.servlet	weld-servlet	2.1.0.CR1		b86b1777fd37e8cd8639670c81d9bcab4717d7ad
org.jboss.weld.servlet	weld-servlet	2.1.0.Final		dab2f653bb7694efcc2042afe95e61473154bb64
org.jboss.weld.servlet	weld-servlet	2.1.1.Final		a17322bd27bf512cda513cc12eb4ae6146dd5a0c
org.jboss.weld.servlet	weld-servlet	2.1.2.Final		ac09dfd48b0cdb2d1e9cfdcdb37c7eb03fd32c50
org.jboss.weld.servlet	weld-servlet	2.2.0.Alpha1		6428754c3bb04ee466fed4e66fd04cedfdd7a7ad
org.jboss.weld.servlet	weld-servlet	2.2.0.Alpha2		a02b414148cda8fb310ad1edfea3c5efbbcb33b1
org.jboss.weld.servlet	weld-servlet	2.2.0.Beta1		3b9faefeea0843dcfc1b9c7d6c9166f4fcdd68ff
org.jboss.weld.servlet	weld-servlet	2.2.0.Beta2		9017173ac69c416fea85f17e6b44c40cdb7d7ad8
org.jboss.weld.servlet	weld-servlet	2.2.0.CR1		114e27b58e92b53ac8e04bf1ac4ca50b7725a74e
org.jboss.weld.servlet	weld-servlet	2.2.0.CR2		17fcb8ae48b310c990c0bdd9426690ab573a13e9
org.jboss.weld.servlet	weld-servlet	2.2.0.Final		301d9ae1775d733be2d94bbd70a631c925c3d2d2
org.jboss.weld.servlet	weld-servlet	2.2.0.SP1		f11bd439cb58adf86b04b4883700913991e9a370
org.jboss.weld.servlet	weld-servlet	2.2.0.SP2		445043976e74b504726cfc2dfcd4f11da03397a5
org.jboss.weld.servlet	weld-servlet	2.2.1.Final		f952d0d446a7063362e7de6aadb59a99452c6d1b
org.jboss.weld.servlet	weld-servlet	2.2.10.Final		1cd4d52e97706eb54cb6c784c1d274094c9194b0
org.jboss.weld.servlet	weld-servlet	2.2.10.SP1		3c03c1361933de58a1091238fc1aa0d4add69d08
org.jboss.weld.servlet	weld-servlet	2.2.11.Final		a1de9f2b157b35831c030d29d0508966fbb12d34
org.jboss.weld.servlet	weld-servlet	2.2.12.Final		38ea73825a88e866f839b496df2a336f1bdbcf97
org.jboss.weld.servlet	weld-servlet	2.2.13.Final		098f05ed27c68b9fb5fcaf16f8c20f2518cae210
org.jboss.weld.servlet	weld-servlet	2.2.14.Final		0b0539b93d1ccb00bc18bb56d1d799137aadda0a
org.jboss.weld.servlet	weld-servlet	2.2.15.Final		a6517f3dd7e629c289ccc95d41eaf89613ae00e2
org.jboss.weld.servlet	weld-servlet	2.2.16.Final		575ff14beb22480f4d0d0c688a56704eceaaebf6
org.jboss.weld.servlet	weld-servlet	2.2.16.SP1		375e32afaa47dd73fe2e4e46402f1a6b24f7a0ae
org.jboss.weld.servlet	weld-servlet	2.2.2.Final		5eeb52ede1c1f65624212215164725fd69f4dca4
org.jboss.weld.servlet	weld-servlet	2.2.3.Final		70cf003d82a354b9b75a3fdf852d6241be7627bf
org.jboss.weld.servlet	weld-servlet	2.2.4.Final		f66ba2aacc4492860b316fdb7dbc00e0bfabccc9
org.jboss.weld.servlet	weld-servlet	2.2.5.Final		9feb127465f8e40d2cf0b3b6f26610976bab9c2f
org.jboss.weld.servlet	weld-servlet	2.2.6.Final		eeca23a0bfa4f960ce17e9b1cbbc591156e77bfb
org.jboss.weld.servlet	weld-servlet	2.2.7.Final		c0649bed547eed6f846451f228615fb1bedff270
org.jboss.weld.servlet	weld-servlet	2.2.8.Final		60c59db6d571f117870a14ab5e97580456398388
org.jboss.weld.servlet	weld-servlet	2.2.9.Final		65b539eebfb1a1670a7e8ff8f44b7fa4bf61d1e3
org.jboss.weld.servlet	weld-servlet	2.3.0.Beta1		93773e3cc13a7b5afa0243492c90479091ac8ab4
org.jboss.weld.servlet	weld-servlet	2.3.0.Beta2		08aeb33c2c72945d16036d271e64738f5386469a
org.jboss.weld.servlet	weld-servlet	2.3.0.Beta3		c1dbadd8215fa44ffc2bed8efbd52cf493a0ffb8
org.jboss.weld.servlet	weld-servlet	2.3.0.CR1		d19849fb1a83c89e11f8fb6e7a0261a4d43e1a53
org.jboss.weld.servlet	weld-servlet	2.3.0.CR2		fc9e03529def01b0e63186d9c5cf9c89f7d573eb
org.jboss.weld.servlet	weld-servlet	2.3.0.Final		2de6f2c0fe8ac87641502795d68408a9d74e5137
org.jboss.weld.servlet	weld-servlet	2.3.1.Final		7080465c91f27188ddef1c67b5159c7e57e9cd25
org.jboss.weld.servlet	weld-servlet	2.3.2.Final		04996a928c69a0318961f7c4b6eda6ea5b13402d
org.jboss.weld.servlet	weld-servlet	2.3.3.Final		d822b84e9679bb5cc46e34336b25f40d73448e58
org.jboss.weld.servlet	weld-servlet	2.3.4.Final		f4e4ec36e3b6021a1803273925d6e352d32de3ed
org.jboss.weld.servlet	weld-servlet	2.3.5.Final		dc6d3014006dc2a23879af6406fd57fcc5b9cd14
org.jboss.weld.servlet	weld-servlet	2.4.0.CR1		266bfbdabcb9b0f7243dec7e67effeb2eeff1a8a
org.jboss.weld.servlet	weld-servlet	2.4.0.Final		793e061db423ba562aa0e6fca3d642ec345c283a
org.jboss.weld.servlet	weld-servlet	2.4.1.Final		3ab9ad24aa98b9e151feb143dbdadfd910161b28
org.jboss.weld.servlet	weld-servlet	2.4.2.Final		3a88f6ffe0c134bf3fc9da746e7525547990fef9
org.jboss.weld.servlet	weld-servlet	2.4.2.SP1		0d7aa14027411c3de52757d2bc1da82fe77a5ab9
org.jboss.weld.servlet	weld-servlet	2.4.3.Final		5cb07858477dfb96b6e6999a6fc84626b80ae50f
org.jboss.weld.servlet	weld-servlet	2.4.4.Final		dbe15ea64ea4a0caa2c8c5c6536b7d5b700c211b
org.jboss.weld.servlet	weld-servlet	2.4.5.Final		27bc193caeb9ea76c3f79d9e5b05489876b5480d
org.jboss.weld.servlet	weld-servlet	2.4.6.Final		aa3f361a994640f637851d1016c030efbb0b9de6
org.jboss.weld.servlet	weld-servlet	2.4.7.Final		53b8bd6e04849ec34fd24f15e2580873b839a45c
org.jboss.weld.servlet	weld-servlet	2.4.8.Final		77d2f4fad0bdffdeb4091cdd931be16b9b1790b6
org.jboss.weld.servlet	weld-servlet	3.0.0.Alpha1		34bb9417e880c8dfd451bb419cbd26b4a73b8ef4
org.jtools	jtools-mappings	1.3		1cab4bf5fcc8867152725b45b4c6e36efa3b2c8a
org.kie.j2cl.tools.xml.mapper	common	0.7		8af33dfc5171859b15c1d57b24ae83985eb65ace
org.kie.j2cl.tools.xml.mapper	common	0.8		edf3f4a1826ed1b3c16a669215b1159c1c393d46
org.kie.j2cl.tools.xml.mapper	common	0.9		3ce189c703315470f62a494e49a5cbf35547f1d8
org.kie.modules	com-h2database-h2-main	6.1.0.Beta1		N/A
org.kie.modules	com-h2database-h2-main	6.1.0.Beta2		N/A
org.kie.modules	com-h2database-h2-main	6.1.0.Beta3		N/A
org.kie.modules	com-h2database-h2-main	6.1.0.Beta4		N/A
org.kie.modules	com-h2database-h2-main	6.1.0.CR1		N/A
org.kie.modules	com-h2database-h2-main	6.1.0.CR2		N/A
org.kie.modules	com-h2database-h2-main	6.1.0.Final		N/A
org.kie.modules	com-h2database-h2-main	6.2.0.Beta1		N/A
org.kie.modules	com-h2database-h2-main	6.2.0.Beta2		N/A
org.kie.modules	com-h2database-h2-main	6.2.0.Beta3		N/A
org.kie.modules	com-h2database-h2-main	6.2.0.CR1		N/A
org.kie.modules	com-h2database-h2-main	6.2.0.CR2		N/A
org.kie.modules	com-h2database-h2-main	6.2.0.CR3		N/A
org.kie.modules	com-h2database-h2-main	6.2.0.CR4		N/A
org.kie.modules	com-h2database-h2-main	6.2.0.Final		N/A
org.kie.modules	com-h2database-h2-main	6.3.0.CR1		N/A
org.kie.modules	com-h2database-h2-main	6.3.0.CR2		N/A
org.kie.modules	com-h2database-h2-main	6.3.0.Final		N/A
org.kie.modules	com-h2database-h2-main	6.4.0.Beta1		N/A
org.kie.modules	com-h2database-h2-main	6.4.0.Beta2		N/A
org.kie.modules	com-h2database-h2-main	6.4.0.CR1		N/A
org.kie.modules	com-h2database-h2-main	6.4.0.CR2		N/A
org.kie.modules	com-h2database-h2-main	6.4.0.Final		N/A
org.kie.modules	com-h2database-h2-main	6.5.0.Beta1		N/A
org.kie.modules	com-h2database-h2-main	6.5.0.CR1		N/A
org.kie.modules	com-h2database-h2-main	6.5.0.CR2		N/A
org.kie.modules	com-h2database-h2-main	6.5.0.Final		N/A
org.maraist	scala-automata_3	0.2.0		127aae6c71191577e5f29473c63059c02d69bfbd
org.maraist	scala-automata_3	0.3.0		57bdde66e0873cc5e2c2f2090367f95763a97095
org.mvnpm	rehype-raw	5.1.0		6040187b470102fa69d81fbe6890a51a608c2ffc
org.mvnpm	rehype-raw	7.0.0		44414f46e1532450d894df8caed96498095334a3
org.octopusden.octopus.confluence	confluence-markdown-macro	2.0.1		ae24ec77ed75f04db077f66473d6ddba15ef2d63
org.opencadc	caom2-persist	2.4.1		63b44bbfc12b44b2938f9a78a9ab286e8cf2bfb4
org.opencadc	caom2-persist	2.4.2		c221343b19d041ea6f1d086ab2f75ddbca74a72d
org.opencadc	caom2-persist	2.4.3		e327ae1d72c8de3b258cfc7e712b98e7fd9e5541
org.opencadc	caom2-persist	2.4.4		38678bdb648e8689ee52163f437ffa15b446c766
org.opencadc	caom2-persist	2.5.0		8602d1ba6c30975492d8a50e1df11517d1731b16
org.rapidpm.microservice	rapidpm-microservice-modules-optionals-metrics-health	0.0.4		07a71bbaa0a0a71ad5dbb185eb40ad11f680bcfc
org.rapidpm.microservice	rapidpm-microservice-modules-optionals-metrics-health	0.0.5		0586ea997bbd7f4514bcd2d9a1c899e2c4f064c1
org.rapidpm.microservice	rapidpm-microservice-modules-optionals-metrics-health	0.0.6		9c4530c208d5b9916bc21e06f6c577a1818a1e79
org.rapidpm.microservice	rapidpm-microservice-modules-optionals-metrics-health	0.0.7		2c1dcd6cc53f2aafc307c0d26cd353a3c3cb9947
org.rapidpm.microservice	rapidpm-microservice-modules-optionals-metrics-health	0.1.0		652aaa696d338b404617ca660d2c571defebccfb
org.rapidpm.microservice	rapidpm-microservice-modules-optionals-metrics-health	0.5.0		593f590c44706ea153f4310c91b357b7ad388e3c
org.rapidpm.microservice	rapidpm-microservice-modules-optionals-metrics-health	0.6.0		f9cf31d65ece0218339688f7af224224198f54a7
org.rapidpm.microservice	rapidpm-microservice-modules-optionals-metrics-health	0.7.0		9070a7e41fdb254b3a2c4fe26387338eaea7cbd2
org.rapidpm.microservice	rapidpm-microservice-modules-optionals-metrics-health	0.8.0		e5a57934b664d0cedddf3cac70873320204002d2
org.rapidpm.microservice	rapidpm-microservice-modules-optionals-metrics-health	0.8.1		bf8cf117ea0c35aea92db5a49365f7b8ad558082
org.rapidpm.microservice	rapidpm-microservice-modules-optionals-metrics-health	0.9.0		66c27a1111ce3128f32e7222c00f60770e90c721
org.rapidpm.microservice	rapidpm-microservice-modules-optionals-metrics-health	0.9.1		b754e474cff8b508a27a4f703da8d46e6e43e793
org.rapidpm.microservice	rapidpm-microservice-modules-optionals-metrics-health	1.0.0		d9a36d4933e0d820e02ed5ff8aa6f171a1101e6b
org.rapidpm.microservice	rapidpm-microservice-modules-optionals-metrics-health	1.0.1		ab8262e5ddac72f95721308139f74fe80cb3700b
org.rapidpm.microservice	rapidpm-microservice-modules-optionals-metrics-health	1.0.2		0935df741caf380365ac9b51e60bb71de21827fa
org.rapidpm.microservice	rapidpm-microservice-modules-optionals-metrics-health	1.0.3		6a179304061b6b8f3d63a9b382de1297324ecd1c
org.rapidpm.microservice	rapidpm-microservice-modules-optionals-metrics-health	1.0.4		676432b92489c81344beb2342caa6ecccef2ad1c
org.rapidpm.microservice	rapidpm-microservice-modules-optionals-metrics-health	1.0.5		4374f375756f53be1d934a7143d71de17f8ea57c
org.rapidpm.microservice	rapidpm-microservice-modules-optionals-metrics-health	1.0.6		24fad789e3c1a5fd2cedddd9f384b38ccc7489bc
org.rapidpm.microservice	rapidpm-microservice-modules-optionals-metrics-health	1.0.7-01		cae57219b3518b82a732995a9ddcd0b69f7b0c1f
org.rapidpm.microservice	rapidpm-microservice-modules-optionals-metrics-health	1.1.0		f3d198b5722f9449a777408e454d816fb881b001
org.rapidpm.microservice	rapidpm-microservice-modules-optionals-metrics-health	1.1.1		61b58fb23309fd53e1c34aaec740075f1d2e62c0
org.webjars.npm	videojs-ie8	1.1.2		dfc3f0f3d6f4f27a6d353848269e63c95008eb8a
tech.amwal.payment	core-network	1.0.0		N/A
tech.amwal.payment	core-network	1.0.0-SNAPSHOT1		N/A
tech.amwal.payment	core-network	1.0.0-beta13		N/A
tech.amwal.payment	core-network	1.0.0-beta14		N/A
tech.amwal.payment	core-network	1.0.0-beta15		N/A
tech.amwal.payment	core-network	1.0.0-beta16		N/A
tech.amwal.payment	core-network	1.0.0-beta17		N/A
tech.amwal.payment	core-network	1.0.0-beta18		N/A
tech.amwal.payment	core-network	1.0.0-rc1		N/A
tech.amwal.payment	core-network	1.0.0-rc2		N/A
tech.amwal.payment	core-network	1.0.0-rc3		N/A
tech.amwal.payment	core-network	1.0.0-rc4		N/A
tech.amwal.payment	core-network	1.0.0-rc5		N/A
tech.amwal.payment	core-network	1.0.0-rc6		N/A
tech.amwal.payment	core-network	1.0.0-rc7		N/A
tech.amwal.payment	core-network	1.0.0-rc8		N/A
tech.amwal.payment	core-network	1.0.0-rc9		N/A
tz.co.asoft	captain-navigator-api-js	2.0.17		N/A
tz.co.asoft	captain-navigator-api-js	2.0.18		N/A
tz.co.asoft	captain-navigator-api-js	3.0.11		N/A
tz.co.asoft	captain-navigator-api-js	3.0.12		N/A
tz.co.asoft	captain-navigator-api-js	3.0.13		N/A
tz.co.asoft	captain-navigator-api-js	3.0.14		N/A
tz.co.asoft	captain-navigator-api-js	3.0.15		N/A
tz.co.asoft	captain-navigator-api-js	3.0.3		N/A
tz.co.asoft	captain-navigator-api-js	3.0.4		N/A
tz.co.asoft	captain-navigator-api-js	3.0.5		N/A
tz.co.asoft	captain-navigator-api-js	3.0.6		N/A
tz.co.asoft	captain-navigator-api-js	3.0.7		N/A
tz.co.asoft	captain-navigator-api-js	3.0.8		N/A
tz.co.asoft	captain-navigator-api-js	3.0.9		N/A
