br.com.objectos	metainf-annotations	0.4.0		ff706e50d3e2f8c52c63cedf96b67b124e1ceee3
com.daml	canton-community-ledger-ledger-common_2.13	3.2.0-snapshot.20240731.13212.0.v7a8fc129		cfe37ea46dd453b605cc3b63cc3ef300e7ad73e0
com.daml	canton-community-ledger-ledger-common_2.13	3.2.0-snapshot.20240806.13214.0.vcae13a95		cfe37ea46dd453b605cc3b63cc3ef300e7ad73e0
com.daml	canton-community-ledger-ledger-common_2.13	3.2.0-snapshot.20240807.13218.0.vd721044a		cfe37ea46dd453b605cc3b63cc3ef300e7ad73e0
com.daml	canton-community-ledger-ledger-common_2.13	3.2.0-snapshot.20240807.13220.0.v04e4207c		cfe37ea46dd453b605cc3b63cc3ef300e7ad73e0
com.daml	canton-community-ledger-ledger-common_2.13	3.2.0-snapshot.20240809.13222.0.vbff35dd8		cfe37ea46dd453b605cc3b63cc3ef300e7ad73e0
com.daml	canton-community-ledger-ledger-common_2.13	3.2.0-snapshot.20240812.13223.0.v0892bde9		cfe37ea46dd453b605cc3b63cc3ef300e7ad73e0
com.daml	canton-community-ledger-ledger-common_2.13	3.2.0-snapshot.20240813.13227.0.v36158334		df00ab91943f21844dd33bce855569cc6c6af078
com.daml	canton-community-ledger-ledger-common_2.13	3.2.0-snapshot.20240814.13230.0.vc62dc41c		df00ab91943f21844dd33bce855569cc6c6af078
com.daml	canton-community-ledger-ledger-common_2.13	3.2.0-snapshot.20240819.13232.0.vee0b4864		3fad8ae422840d4f64ce0bf8767b18cba7f53f33
com.daml	canton-community-ledger-ledger-common_2.13	3.2.0-snapshot.20240820.13236.0.v0a04bc86		3fad8ae422840d4f64ce0bf8767b18cba7f53f33
com.daml	canton-community-ledger-ledger-common_2.13	3.2.0-snapshot.20240821.13240.0.v921076df		3fad8ae422840d4f64ce0bf8767b18cba7f53f33
com.daml	canton-community-ledger-ledger-common_2.13	3.2.0-snapshot.20240823.13245.0.v94a3b038		3fad8ae422840d4f64ce0bf8767b18cba7f53f33
com.daml	canton-community-ledger-ledger-common_2.13	3.2.0-snapshot.20240826.13246.0.v731c2169		3fad8ae422840d4f64ce0bf8767b18cba7f53f33
com.daml	canton-community-ledger-ledger-common_2.13	3.2.0-snapshot.20240828.13250.0.va2f696f1		3fad8ae422840d4f64ce0bf8767b18cba7f53f33
com.daml	canton-community-ledger-ledger-common_2.13	3.2.0-snapshot.20240829.13251.0.v6feb8661		3fad8ae422840d4f64ce0bf8767b18cba7f53f33
com.daml	canton-community-ledger-ledger-common_2.13	3.2.0-snapshot.20240830.13253.0.v941e64d3		3fad8ae422840d4f64ce0bf8767b18cba7f53f33
com.daml	canton-community-ledger-ledger-common_2.13	3.2.0-snapshot.20240902.13259.0.ve761e1c9		30451c259cad4f44a3f79487238fa770b8b984f3
com.daml	canton-community-ledger-ledger-common_2.13	3.2.0-snapshot.20240903.13262.0.v3aa75f32		30451c259cad4f44a3f79487238fa770b8b984f3
com.daml	canton-community-ledger-ledger-common_2.13	3.2.0-snapshot.20240904.13265.0.v94dded4b		30451c259cad4f44a3f79487238fa770b8b984f3
com.daml	canton-community-ledger-ledger-common_2.13	3.2.0-snapshot.20240905.13269.0.va692a472		30451c259cad4f44a3f79487238fa770b8b984f3
com.daml	canton-community-ledger-ledger-common_2.13	3.2.0-snapshot.20240906.13270.0.ve036c095		30451c259cad4f44a3f79487238fa770b8b984f3
com.daml	canton-community-ledger-ledger-common_2.13	3.2.0-snapshot.20240909.13271.0.vb36d19bf		d11e65ea1b15d0de33e9fcb06f65f0135c429c72
com.daml	canton-community-ledger-ledger-common_2.13	3.2.0-snapshot.20240910.13273.0.v5aea9c00		d11e65ea1b15d0de33e9fcb06f65f0135c429c72
com.daml	canton-community-ledger-ledger-common_2.13	3.2.0-snapshot.20240911.13275.0.vd3870a7a		d11e65ea1b15d0de33e9fcb06f65f0135c429c72
com.daml	canton-community-ledger-ledger-common_2.13	3.2.0-snapshot.20240912.13277.0.vc7b21f42		d11e65ea1b15d0de33e9fcb06f65f0135c429c72
com.daml	canton-community-ledger-ledger-common_2.13	3.2.0-snapshot.20240913.13280.0.v56da0114		d11e65ea1b15d0de33e9fcb06f65f0135c429c72
com.daml	canton-community-ledger-ledger-common_2.13	3.2.0-snapshot.20240916.13283.0.v8189fb98		6b34b065343c4d3a1e702fa5b3aa259b19bd2579
com.daml	canton-community-ledger-ledger-common_2.13	3.2.0-snapshot.20240917.13285.0.v42a8ed1c		6b34b065343c4d3a1e702fa5b3aa259b19bd2579
com.daml	canton-community-ledger-ledger-common_2.13	3.2.0-snapshot.20240918.13288.0.vf7ab9d21		6b34b065343c4d3a1e702fa5b3aa259b19bd2579
com.daml	canton-community-ledger-ledger-common_2.13	3.2.0-snapshot.20240919.13294.0.v7478fda2		93925e7534188ce5fab7a1b686a7355aa7cec23c
com.daml	canton-community-ledger-ledger-common_2.13	3.2.0-snapshot.20240920.13296.0.ve7cb1a11		93925e7534188ce5fab7a1b686a7355aa7cec23c
com.daml	canton-community-ledger-ledger-common_2.13	3.2.0-snapshot.20240923.13299.0.ve7401ae3		af4f2f77e1d4e03c60f9187fb9ac6b84bb151613
com.daml	canton-community-ledger-ledger-common_2.13	3.2.0-snapshot.20240925.13306.0.ve7373f5d		af4f2f77e1d4e03c60f9187fb9ac6b84bb151613
com.daml	canton-community-ledger-ledger-common_2.13	3.2.0-snapshot.20240925.13309.0.v56252c2d		af4f2f77e1d4e03c60f9187fb9ac6b84bb151613
com.daml	canton-community-ledger-ledger-common_2.13	3.2.0-snapshot.20240926.13315.0.v0b735331		af4f2f77e1d4e03c60f9187fb9ac6b84bb151613
com.daml	canton-community-ledger-ledger-common_2.13	3.2.0-snapshot.20240927.13322.0.v0ccfc472		59d341d4062e74441795d55f577e0489fb6d0712
com.daml	canton-community-ledger-ledger-common_2.13	3.2.0-snapshot.20240930.13323.0.v244737e7		0ff853c64b9ee48ed484580b899673f78e16e681
com.daml	canton-community-ledger-ledger-common_2.13	3.2.0-snapshot.20241001.13325.0.vdeefd01c		0ff853c64b9ee48ed484580b899673f78e16e681
com.daml	canton-community-ledger-ledger-common_2.13	3.2.0-snapshot.20241002.13330.0.v61622c66		ad15cbb1fbc6dc344cb70f56e489902010df751a
com.daml	canton-community-ledger-ledger-common_2.13	3.2.0-snapshot.20241003.13332.0.v751c4b30		ad15cbb1fbc6dc344cb70f56e489902010df751a
com.daml	canton-community-ledger-ledger-common_2.13	3.2.0-snapshot.20241004.13333.0.v076d0888		ad15cbb1fbc6dc344cb70f56e489902010df751a
com.daml	canton-community-ledger-ledger-common_2.13	3.2.0-snapshot.20241007.13334.0.v0c487441		3a39b9bd889c3c98d05d95ff24751e5e16b9c467
com.daml	canton-community-ledger-ledger-common_2.13	3.2.0-snapshot.20241008.13339.0.v921c3118		812466062a7f483034142f6f9642122faa8f76ad
com.daml	canton-community-ledger-ledger-common_2.13	3.2.0-snapshot.20241009.13341.0.v2cfc11da		750cd536d98fa10cc1b4329d2b4b33b3baae9ff8
com.daml	canton-community-ledger-ledger-common_2.13	3.2.0-snapshot.20241010.13346.0.v7916cbc0		750cd536d98fa10cc1b4329d2b4b33b3baae9ff8
com.daml	canton-community-ledger-ledger-common_2.13	3.2.0-snapshot.20241011.13348.0.v5251db3e		f8e06656aa48a9e7f64b5dea28d6b6e97875509c
com.daml	canton-community-ledger-ledger-common_2.13	3.2.0-snapshot.20241014.13351.0.ve5b28791		9c1284cb03777a95943a751d43ed871a4fa2a8a2
com.daml	canton-community-ledger-ledger-common_2.13	3.2.0-snapshot.20241015.13354.0.v57163ed0		9c1284cb03777a95943a751d43ed871a4fa2a8a2
com.daml	canton-community-ledger-ledger-common_2.13	3.2.0-snapshot.20241016.13356.0.v9758b97f		9c1284cb03777a95943a751d43ed871a4fa2a8a2
com.daml	canton-community-ledger-ledger-common_2.13	3.2.0-snapshot.20241018.13363.0.v6c393cb8		719003226477f1c00c58f19f0e893dac43c81798
com.daml	canton-community-ledger-ledger-common_2.13	3.2.0-snapshot.20241021.13365.0.v3f43ae4e		7d056967e44a627a5163f32cb538f48c3a3fb72e
com.daml	canton-community-ledger-ledger-common_2.13	3.2.0-snapshot.20241022.13369.0.vbfd1215d		06c66979f01546f05934e339cf43608d0d470a22
com.daml	canton-community-ledger-ledger-common_2.13	3.2.0-snapshot.20241023.13376.0.v32b8927b		06c66979f01546f05934e339cf43608d0d470a22
com.daml	canton-community-ledger-ledger-common_2.13	3.2.0-snapshot.20241024.13380.0.vde51d7d5		68800f05a719c945d7f253d6f9fc1a7220c1306d
com.daml	canton-community-ledger-ledger-common_2.13	3.2.0-snapshot.20241025.13383.0.va5eb2291		c57b1f2179d00675b177f6d52739344a86432f11
com.daml	canton-community-ledger-ledger-common_2.13	3.2.0-snapshot.20241029.13386.0.vbea5e444		c57b1f2179d00675b177f6d52739344a86432f11
com.daml	canton-community-ledger-ledger-common_2.13	3.2.0-snapshot.20241030.13391.0.v4cb88332		9be5cf1f7212f43165a517bdb48c77ef77ff86f6
com.daml	canton-community-ledger-ledger-common_2.13	3.2.0-snapshot.20241031.13398.0.vf95d2607		9be5cf1f7212f43165a517bdb48c77ef77ff86f6
com.daml	canton-community-ledger-ledger-common_2.13	3.2.0-snapshot.20241101.13399.0.v923d65b1		9be5cf1f7212f43165a517bdb48c77ef77ff86f6
com.daml	canton-community-ledger-ledger-common_2.13	3.2.0-snapshot.20241106.13400.0.vad854047		9be5cf1f7212f43165a517bdb48c77ef77ff86f6
com.daml	canton-community-ledger-ledger-common_2.13	3.2.0-snapshot.20241111.13401.0.v7e9180fc		a5dc8eed1b47fc4e650358b6014169ae76e06797
com.daml	canton-community-ledger-ledger-common_2.13	3.2.0-snapshot.20241112.13402.0.v6fdc079a		a5dc8eed1b47fc4e650358b6014169ae76e06797
com.daml	canton-community-ledger-ledger-common_2.13	3.2.0-snapshot.20241114.13404.0.v77a554eb		e6fb665d637e5c0a8b099775559130053362188c
com.daml	canton-community-ledger-ledger-common_2.13	3.2.0-snapshot.20241115.13403.0.vecaedd49		a5dc8eed1b47fc4e650358b6014169ae76e06797
com.daml	canton-community-ledger-ledger-common_2.13	3.2.0-snapshot.20241118.13404.0.v58f5117c		0e6c70ca554f02c3bdbc5f309104159da211a915
com.daml	canton-community-ledger-ledger-common_2.13	3.2.0-snapshot.20250121.13405.0.v4ebe6fd3		0e6c70ca554f02c3bdbc5f309104159da211a915
com.daml	canton-community-ledger-ledger-common_2.13	3.2.0-snapshot.20250121.13405.1.v4ebe6fd3		0e6c70ca554f02c3bdbc5f309104159da211a915
com.daml	canton-community-ledger-ledger-common_2.13	3.2.0-snapshot.20250206.13406.0.ve23b19ba		842efe554477e9ccb90951f4d12b65ea1234c93e
com.daml	canton-community-ledger-ledger-common_2.13	3.3.0-adhoc.20250313.13657.0.vd9049657		a81fc082375d77fd20964e2ba953bbb87f32c2b0
com.daml	canton-community-ledger-ledger-common_2.13	3.3.0-adhoc.20250314.13658.0.v2ae85555		a81fc082375d77fd20964e2ba953bbb87f32c2b0
com.daml	canton-community-ledger-ledger-common_2.13	3.3.0-adhoc.20250314.13658.0.v6a20867c		a81fc082375d77fd20964e2ba953bbb87f32c2b0
com.daml	canton-community-ledger-ledger-common_2.13	3.3.0-adhoc.20250327.13687.0.v3a79a55e		e1c28de5941a6ab63cd2d3b631994511f78854c1
com.daml	canton-community-ledger-ledger-common_2.13	3.3.0-adhoc.20250327.13688.0.vbdeb0d51		e1c28de5941a6ab63cd2d3b631994511f78854c1
com.daml	canton-community-ledger-ledger-common_2.13	3.3.0-snapshot.20241105.13403.0.v5a68f112		9be5cf1f7212f43165a517bdb48c77ef77ff86f6
com.daml	canton-community-ledger-ledger-common_2.13	3.3.0-snapshot.20241105.13406.0.vcd84c5b5		9be5cf1f7212f43165a517bdb48c77ef77ff86f6
com.daml	canton-community-ledger-ledger-common_2.13	3.3.0-snapshot.20241106.13410.0.vdb30e2ac		9be5cf1f7212f43165a517bdb48c77ef77ff86f6
com.daml	canton-community-ledger-ledger-common_2.13	3.3.0-snapshot.20241107.13413.0.v0f73be65		0a494454fff9255da15380cb0fec1206ef8e38b4
com.daml	canton-community-ledger-ledger-common_2.13	3.3.0-snapshot.20241108.13416.0.vba14c443		129f118b5955cb97c630bac6b9a3e864118dd066
com.daml	canton-community-ledger-ledger-common_2.13	3.3.0-snapshot.20241111.13420.0.v06161db3		129f118b5955cb97c630bac6b9a3e864118dd066
com.daml	canton-community-ledger-ledger-common_2.13	3.3.0-snapshot.20241112.13422.0.vf18106b1		e6fb665d637e5c0a8b099775559130053362188c
com.daml	canton-community-ledger-ledger-common_2.13	3.3.0-snapshot.20241113.13425.0.v3e1a44cf		e6fb665d637e5c0a8b099775559130053362188c
com.daml	canton-community-ledger-ledger-common_2.13	3.3.0-snapshot.20241114.13430.0.v633be11b		b237e0ad2c497da64bd5b4a72a6e9f5df3e144a4
com.daml	canton-community-ledger-ledger-common_2.13	3.3.0-snapshot.20241115.13432.0.v61b7537a		b237e0ad2c497da64bd5b4a72a6e9f5df3e144a4
com.daml	canton-community-ledger-ledger-common_2.13	3.3.0-snapshot.20241118.13433.0.v479ec769		b237e0ad2c497da64bd5b4a72a6e9f5df3e144a4
com.daml	canton-community-ledger-ledger-common_2.13	3.3.0-snapshot.20241120.13437.0.ve77bcc67		b237e0ad2c497da64bd5b4a72a6e9f5df3e144a4
com.daml	canton-community-ledger-ledger-common_2.13	3.3.0-snapshot.20241120.13438.0.vbe4e5c74		a50cffbf04a67f3fe53d83f91998b7927142479f
com.daml	canton-community-ledger-ledger-common_2.13	3.3.0-snapshot.20241121.13440.0.vde667d4f		e5fbea9b596fbe8e5d2d9056c6c40c81aee0ee15
com.daml	canton-community-ledger-ledger-common_2.13	3.3.0-snapshot.20241122.13446.0.v4b8a0ace		e5fbea9b596fbe8e5d2d9056c6c40c81aee0ee15
com.daml	canton-community-ledger-ledger-common_2.13	3.3.0-snapshot.20241125.13451.0.v119998f3		e5fbea9b596fbe8e5d2d9056c6c40c81aee0ee15
com.daml	canton-community-ledger-ledger-common_2.13	3.3.0-snapshot.20241126.13454.0.v007db5c8		d08d817896a38cde04b71ea626f86707a1e06864
com.daml	canton-community-ledger-ledger-common_2.13	3.3.0-snapshot.20241127.13455.0.vf4db6795		d08d817896a38cde04b71ea626f86707a1e06864
com.daml	canton-community-ledger-ledger-common_2.13	3.3.0-snapshot.20241129.13457.0.v7e8a89bc		d08d817896a38cde04b71ea626f86707a1e06864
com.daml	canton-community-ledger-ledger-common_2.13	3.3.0-snapshot.20241202.13460.0.va91d7ace		34da91dcd7dc6460c1e16791e1249760ad2f1487
com.daml	canton-community-ledger-ledger-common_2.13	3.3.0-snapshot.20241204.13462.0.vb44fd73d		34da91dcd7dc6460c1e16791e1249760ad2f1487
com.daml	canton-community-ledger-ledger-common_2.13	3.3.0-snapshot.20241205.13466.0.v7dac8607		34da91dcd7dc6460c1e16791e1249760ad2f1487
com.daml	canton-community-ledger-ledger-common_2.13	3.3.0-snapshot.20241206.13470.0.vbb8ba5c7		34da91dcd7dc6460c1e16791e1249760ad2f1487
com.daml	canton-community-ledger-ledger-common_2.13	3.3.0-snapshot.20241209.13473.0.v75341a8a		00413632c16df2dacb6a362a091419840e500c66
com.daml	canton-community-ledger-ledger-common_2.13	3.3.0-snapshot.20241210.13474.0.vb904458d		00413632c16df2dacb6a362a091419840e500c66
com.daml	canton-community-ledger-ledger-common_2.13	3.3.0-snapshot.20241211.13475.0.vec347556		00413632c16df2dacb6a362a091419840e500c66
com.daml	canton-community-ledger-ledger-common_2.13	3.3.0-snapshot.20241212.13477.0.ve4fa5907		00413632c16df2dacb6a362a091419840e500c66
com.daml	canton-community-ledger-ledger-common_2.13	3.3.0-snapshot.20241212.13479.0.va9f5f91b		00413632c16df2dacb6a362a091419840e500c66
com.daml	canton-community-ledger-ledger-common_2.13	3.3.0-snapshot.20241213.13481.0.vd934c2f9		00413632c16df2dacb6a362a091419840e500c66
com.daml	canton-community-ledger-ledger-common_2.13	3.3.0-snapshot.20241216.13485.0.va69e378b		00413632c16df2dacb6a362a091419840e500c66
com.daml	canton-community-ledger-ledger-common_2.13	3.3.0-snapshot.20241218.13489.0.v0b3a5a73		7e6d36ab979f979195abf7337cc3772949eea467
com.daml	canton-community-ledger-ledger-common_2.13	3.3.0-snapshot.20241218.13493.0.v00a49d59		7e6d36ab979f979195abf7337cc3772949eea467
com.daml	canton-community-ledger-ledger-common_2.13	3.3.0-snapshot.20241219.13494.0.v31045c53		7e6d36ab979f979195abf7337cc3772949eea467
com.daml	canton-community-ledger-ledger-common_2.13	3.3.0-snapshot.20241220.13496.0.v964b91f8		7e6d36ab979f979195abf7337cc3772949eea467
com.daml	canton-community-ledger-ledger-common_2.13	3.3.0-snapshot.20250106.13498.0.v4c96c1de		dc587b2fead1cb1fa326cf7d4936e77272bd6ecc
com.daml	canton-community-ledger-ledger-common_2.13	3.3.0-snapshot.20250107.13499.0.va4b46430		8a2022e0a3a840b0162c87dd4ab8f0f1e04e365b
com.daml	canton-community-ledger-ledger-common_2.13	3.3.0-snapshot.20250108.13501.0.v245910f3		28ff273249aa1fa6f33333bb934986fa291f090f
com.daml	canton-community-ledger-ledger-common_2.13	3.3.0-snapshot.20250114.13517.0.vd68c3a6d		038b73e495da259781cb2bfe57c534c427dba440
com.daml	canton-community-ledger-ledger-common_2.13	3.3.0-snapshot.20250115.13519.0.vbe41e0ad		038b73e495da259781cb2bfe57c534c427dba440
com.daml	canton-community-ledger-ledger-common_2.13	3.3.0-snapshot.20250116.13522.0.v577ae96d		19a8bf4e4a27505117de3b8f51038bedbc66210b
com.daml	canton-community-ledger-ledger-common_2.13	3.3.0-snapshot.20250117.13525.0.v9e9dcacc		f1656cbf3dc25f52b69809197b94d6c83352e039
com.daml	canton-community-ledger-ledger-common_2.13	3.3.0-snapshot.20250120.13527.0.v2040bc28		f1656cbf3dc25f52b69809197b94d6c83352e039
com.daml	canton-community-ledger-ledger-common_2.13	3.3.0-snapshot.20250121.13534.0.v390a77a1		f1656cbf3dc25f52b69809197b94d6c83352e039
com.daml	canton-community-ledger-ledger-common_2.13	3.3.0-snapshot.20250122.13536.0.vb8824671		f1656cbf3dc25f52b69809197b94d6c83352e039
com.daml	canton-community-ledger-ledger-common_2.13	3.3.0-snapshot.20250122.13543.0.v2d9d24e7		f1656cbf3dc25f52b69809197b94d6c83352e039
com.daml	canton-community-ledger-ledger-common_2.13	3.3.0-snapshot.20250123.13549.0.vf8fb0961		f1656cbf3dc25f52b69809197b94d6c83352e039
com.daml	canton-community-ledger-ledger-common_2.13	3.3.0-snapshot.20250124.13555.0.v9e07c6a4		f1656cbf3dc25f52b69809197b94d6c83352e039
com.daml	canton-community-ledger-ledger-common_2.13	3.3.0-snapshot.20250127.13563.0.v3820f584		f1656cbf3dc25f52b69809197b94d6c83352e039
com.daml	canton-community-ledger-ledger-common_2.13	3.3.0-snapshot.20250128.13565.0.v0e46e9d7		f1656cbf3dc25f52b69809197b94d6c83352e039
com.daml	canton-community-ledger-ledger-common_2.13	3.3.0-snapshot.20250129.13568.0.vb8b75be1		f1656cbf3dc25f52b69809197b94d6c83352e039
com.daml	canton-community-ledger-ledger-common_2.13	3.3.0-snapshot.20250130.13571.0.v7142e2e1		9abf85594c43af910771756a8c627486d9ed3681
com.daml	canton-community-ledger-ledger-common_2.13	3.3.0-snapshot.20250131.13576.0.v120de20a		9abf85594c43af910771756a8c627486d9ed3681
com.daml	canton-community-ledger-ledger-common_2.13	3.3.0-snapshot.20250204.13578.0.vffb6e0c5		bad3b89f4d878492afcc7465851b113c714e811f
com.daml	canton-community-ledger-ledger-common_2.13	3.3.0-snapshot.20250205.13582.0.vd52a2470		bad3b89f4d878492afcc7465851b113c714e811f
com.daml	canton-community-ledger-ledger-common_2.13	3.3.0-snapshot.20250206.13585.0.vb9047f3d		f1de39bd098c4b1234e513845f928e5a357413e1
com.daml	canton-community-ledger-ledger-common_2.13	3.3.0-snapshot.20250207.13591.0.v943894f7		f1de39bd098c4b1234e513845f928e5a357413e1
com.daml	canton-community-ledger-ledger-common_2.13	3.3.0-snapshot.20250210.13596.0.v9b6d5061		5e23e3b8556344ba2078944eb3d719da8d5c57c1
com.daml	canton-community-ledger-ledger-common_2.13	3.3.0-snapshot.20250211.13600.0.vce3140e2		5e23e3b8556344ba2078944eb3d719da8d5c57c1
com.daml	canton-community-ledger-ledger-common_2.13	3.3.0-snapshot.20250212.13604.0.v257137ad		5e23e3b8556344ba2078944eb3d719da8d5c57c1
com.daml	canton-community-ledger-ledger-common_2.13	3.3.0-snapshot.20250213.13610.0.vc419d427		5e23e3b8556344ba2078944eb3d719da8d5c57c1
com.daml	canton-community-ledger-ledger-common_2.13	3.3.0-snapshot.20250214.13611.0.v8a5fd608		5e23e3b8556344ba2078944eb3d719da8d5c57c1
com.daml	canton-community-ledger-ledger-common_2.13	3.3.0-snapshot.20250217.13619.0.vcfb7fe36		5711282b2b86f0144bed4711cce0d12e1142ce95
com.daml	canton-community-ledger-ledger-common_2.13	3.3.0-snapshot.20250218.13621.0.vd1c09c20		5711282b2b86f0144bed4711cce0d12e1142ce95
com.daml	canton-community-ledger-ledger-common_2.13	3.3.0-snapshot.20250219.13625.0.vbd7e542a		4f040f9139aaabc2033d54e90edc61798ef2fd3a
com.daml	canton-community-ledger-ledger-common_2.13	3.3.0-snapshot.20250221.13626.0.v450e992e		975eb895b0d0ffb21abe7d5646e310ccd1b68627
com.daml	canton-community-ledger-ledger-common_2.13	3.3.0-snapshot.20250224.13628.0.vb89d2086		975eb895b0d0ffb21abe7d5646e310ccd1b68627
com.daml	canton-community-ledger-ledger-common_2.13	3.3.0-snapshot.20250225.13633.0.vc397a212		b175f88241f94651dd57e3b10cc3b75225f83224
com.daml	canton-community-ledger-ledger-common_2.13	3.3.0-snapshot.20250226.13635.0.vcf9c485c		b175f88241f94651dd57e3b10cc3b75225f83224
com.daml	canton-community-ledger-ledger-common_2.13	3.3.0-snapshot.20250227.13636.0.vdeaa9235		581ec2e4242a1f267bab3942aadf3b98aa7cbd99
com.daml	canton-community-ledger-ledger-common_2.13	3.3.0-snapshot.20250228.13638.0.v9c77ba46		581ec2e4242a1f267bab3942aadf3b98aa7cbd99
com.daml	canton-community-ledger-ledger-common_2.13	3.3.0-snapshot.20250303.13639.0.v5635b3c3		581ec2e4242a1f267bab3942aadf3b98aa7cbd99
com.daml	canton-community-ledger-ledger-common_2.13	3.3.0-snapshot.20250305.13642.0.v5518c9e8		581ec2e4242a1f267bab3942aadf3b98aa7cbd99
com.daml	canton-community-ledger-ledger-common_2.13	3.3.0-snapshot.20250306.13643.0.v7aa8cb70		97a67b2c18f61c95939137af47b8e363d64feba9
com.daml	canton-community-ledger-ledger-common_2.13	3.3.0-snapshot.20250307.13644.0.v931032be		97a67b2c18f61c95939137af47b8e363d64feba9
com.daml	canton-community-ledger-ledger-common_2.13	3.3.0-snapshot.20250310.13645.0.v9fed1085		97a67b2c18f61c95939137af47b8e363d64feba9
com.daml	canton-community-ledger-ledger-common_2.13	3.3.0-snapshot.20250310.13649.0.va93ff55f		97a67b2c18f61c95939137af47b8e363d64feba9
com.daml	canton-community-ledger-ledger-common_2.13	3.3.0-snapshot.20250311.13652.0.vfbb85b04		a81fc082375d77fd20964e2ba953bbb87f32c2b0
com.daml	canton-community-ledger-ledger-common_2.13	3.3.0-snapshot.20250312.13655.0.vcb3db312		a81fc082375d77fd20964e2ba953bbb87f32c2b0
com.daml	canton-community-ledger-ledger-common_2.13	3.3.0-snapshot.20250313.13657.0.v7b206338		a81fc082375d77fd20964e2ba953bbb87f32c2b0
com.daml	canton-community-ledger-ledger-common_2.13	3.3.0-snapshot.20250314.13661.0.v3525acf7		a81fc082375d77fd20964e2ba953bbb87f32c2b0
com.daml	canton-community-ledger-ledger-common_2.13	3.3.0-snapshot.20250315.13662.0.veab85ae6		14715ab9f2a1443c7e7fb7c8f95468144542cd6a
com.daml	canton-community-ledger-ledger-common_2.13	3.3.0-snapshot.20250317.13663.0.vf985f5f6		14715ab9f2a1443c7e7fb7c8f95468144542cd6a
com.daml	canton-community-ledger-ledger-common_2.13	3.3.0-snapshot.20250318.13666.0.v38d45c57		14715ab9f2a1443c7e7fb7c8f95468144542cd6a
com.daml	canton-community-ledger-ledger-common_2.13	3.3.0-snapshot.20250319.13669.0.v5aecc9e6		14715ab9f2a1443c7e7fb7c8f95468144542cd6a
com.daml	canton-community-ledger-ledger-common_2.13	3.3.0-snapshot.20250320.13670.0.vf4457f09		14715ab9f2a1443c7e7fb7c8f95468144542cd6a
com.daml	canton-community-ledger-ledger-common_2.13	3.3.0-snapshot.20250320.13673.0.vf3b741c2		977a549eb0505ba5013d5b99c3abaf900744b08b
