ai.nextbillion	nb-gestures-android	0.0.1		N/A
dev.zio	zio-interop-cats_2.12	23.0.0.6		3c8ba05c918f74820417e20cb3a24f5e63a437b3
dev.zio	zio-interop-cats_2.12	23.0.0.7		b5419f0facd217f1078eead2d108ed3c30bcc359
dev.zio	zio-interop-cats_2.12	23.0.0.8		a77efa8f3f027b7c0388312f46ead61e134a9d8e
dev.zio	zio-interop-cats_2.12	23.0.03		f928f9be7e9e3de072835569e1ec8b8e73f1bc86
dev.zio	zio-interop-cats_2.12	23.1.0.0		07b84c23da991285f6e6d6d5ba21d8038a3a743d
dev.zio	zio-interop-cats_2.12	23.1.0.1		65c68abfb65552e36c44dfc0a51349482edd6d8d
dev.zio	zio-interop-cats_2.12	23.1.0.2		5c1dd3ef7c27fabe8e07920d530044c8b1072c88
dev.zio	zio-interop-cats_2.12	23.1.0.3		8ae54a97967e91fbfb85a068c3b6af9db6075bff
dev.zio	zio-interop-cats_2.12	23.1.0.4		66a0ed8861c634b2dc4ceccf407481b4cd9948f1
dev.zio	zio-interop-cats_2.12	23.1.0.5		6a50d70d79fda4d818498ec87435ebc5ae81b615
dev.zio	zio-interop-cats_2.12	3.0.2.0		f7c5e5269421cc777e7f3fedc6d897bf7cc310df
dev.zio	zio-interop-cats_2.12	3.1.1.0		b4d4a26f4520a29b500cfc64cfcbb64d1c21b489
dev.zio	zio-interop-cats_2.12	3.2.9.0		7e95d8ff518095c3883dfec12fbb34d78103bfd6
dev.zio	zio-interop-cats_2.12	3.2.9.1		09cd406ac1c9064cae0156e6040193efbede44b6
dev.zio	zio-interop-cats_2.12	3.3.0		ef9e1ddc63e4fca6257ba11c97b59222a0e7eef9
dev.zio	zio-interop-cats_2.12	3.3.0-RC1		2103f62d66643ab254bb66280a2c2a7249bb5420
dev.zio	zio-interop-cats_2.12	3.3.0-RC2		6a4cfe6789ff9dde6b0300dd62e7c17f04c17632
dev.zio	zio-interop-cats_2.12	3.3.0-RC3-2		252c6b670b425e974d3d708757ba80bfbd386239
dev.zio	zio-interop-cats_2.12	3.3.0-RC4		6dcd6599a37e463971466d2713b77a0ff10e618b
dev.zio	zio-interop-cats_2.12	3.3.0-RC5		fee6c0fd39f9b74242c6354cc8bde73c3b8b0342
dev.zio	zio-interop-cats_2.12	3.3.0-RC6		1c4dfac87d548a3053a995d061cd500ab34cc82d
dev.zio	zio-interop-cats_2.12	3.3.0-RC7		51c3ab13527064f0cd84a4a8f7422534569ea273
io.arrow-kt	arrow-core-serialization-jvm	1.2.0		1e307ca2fd34f5dccb2cb7139b28f6c4ecad3053
io.arrow-kt	arrow-core-serialization-jvm	1.2.1		89cd870349d275ea28a8149e324e42836ded2786
io.arrow-kt	arrow-core-serialization-jvm	1.2.2		ab0025dc223cda1514d6583961b6add3a69b377e
io.arrow-kt	arrow-core-serialization-jvm	1.2.3		ab0025dc223cda1514d6583961b6add3a69b377e
io.arrow-kt	arrow-core-serialization-jvm	1.2.4		ab0025dc223cda1514d6583961b6add3a69b377e
io.arrow-kt	arrow-core-serialization-jvm	2.0.0		4c6139b50236657bdbb6f9c157159ab6c2268b05
io.arrow-kt	arrow-core-serialization-jvm	2.0.0-alpha.3		c05d495e6f6862e2cc906451c5056e3684669c6e
io.arrow-kt	arrow-core-serialization-jvm	2.0.0-alpha.4		a15a2e69645239e69800ae119cc1bb1c9015e21e
io.arrow-kt	arrow-core-serialization-jvm	2.0.0-beta.1		4c6139b50236657bdbb6f9c157159ab6c2268b05
io.arrow-kt	arrow-core-serialization-jvm	2.0.0-beta.2		4c6139b50236657bdbb6f9c157159ab6c2268b05
io.arrow-kt	arrow-core-serialization-jvm	2.0.0-beta.3		4c6139b50236657bdbb6f9c157159ab6c2268b05
io.arrow-kt	arrow-core-serialization-jvm	2.0.0-rc.1		4c6139b50236657bdbb6f9c157159ab6c2268b05
io.arrow-kt	arrow-core-serialization-jvm	2.0.1		b9a025e85c6eaf8cd7ed8c350e1cc1bdba164969
io.arrow-kt	arrow-core-serialization-jvm	2.0.1-alpha.1		2d580a1fefc3b96bb500458950e62d7ee4c79a3d
io.arrow-kt	arrow-core-serialization-jvm	2.1.0		633431ed25b2ac478bd7d7407f74d6a96d7c1b64
io.arrow-kt	arrow-core-serialization-jvm	2.1.1		84b21114aed8a3ed33a4e183706427bc3fe37208
io.chris-kipp	mill-giter8_mill0.10_2.13	0.1.0		87cbd271f7d25c0532fd50c9338876ca0cc3769a
io.chris-kipp	mill-giter8_mill0.10_2.13	0.2.0		d5163bb6a74d9691003e7a7729c702abb4faeacf
io.chris-kipp	mill-giter8_mill0.10_2.13	0.2.1		f63395ef2878fb548aa532cb353739d89cf7c11e
io.chris-kipp	mill-giter8_mill0.10_2.13	0.2.2		30559f609c215b021e5f28a2de92b08ee3f2a121
io.chris-kipp	mill-giter8_mill0.10_2.13	0.2.3		6e101d53ea68366e1a04c6c60042dcf64d986320
io.chris-kipp	mill-giter8_mill0.10_2.13	0.2.4		93909b2f36e756c396bdea65984b53ef5df3aeee
io.chris-kipp	mill-giter8_mill0.10_2.13	0.2.5		b8b9196dc25c3f68f541db0eac1a47104c1caf02
io.chris-kipp	mill-giter8_mill0.10_2.13	0.2.6		6ac5cf906211e6f56577cab64714dd15caddbd49
io.chris-kipp	mill-giter8_mill0.10_2.13	0.2.7		2b6426c19585a10282ddc06f4855b53647171997
io.gitee.gzcltech.mvp	redisclient-library	2.0.0-RC5		bd7353cd151208751fe3c73dc9776cd0318b799e
io.gitee.gzcltech.mvp	redisclient-library	2.0.0-RC9		cf5e6abfe2e545aa93f00a215c8b1d8eb5035d83
io.github.agora-snapshot	FcrUIScene	3.1.0		N/A
io.github.agora-snapshot	FcrUIScene	3.1.1		N/A
io.github.agora-snapshot	FcrUIScene	3.2.0.1		N/A
io.github.agora-snapshot	FcrUIScene	3.2.0.2		N/A
io.github.agora-snapshot	FcrUIScene	3.2.0.3		N/A
io.github.agora-snapshot	FcrUIScene	3.4.0		N/A
io.github.agora-snapshot	FcrUIScene	3.4.0.1		N/A
io.github.agora-snapshot	FcrUIScene	3.4.0.2		N/A
io.github.agora-snapshot	FcrUIScene	3.5.0		N/A
io.github.agora-snapshot	FcrUIScene	3.5.5		N/A
io.github.alexarchambault.windows-ansi	windows-ansi	0.0.1		7310720972446694d016a3fdfae2b7a87dcdfc51
io.github.alexarchambault.windows-ansi	windows-ansi	0.0.2		56377d330048651d0469fcc190401e7473e1d221
io.github.alexarchambault.windows-ansi	windows-ansi	0.0.3		88d91608d42da1ee2bdb6e5a95fa205f7e71936a
io.github.alexarchambault.windows-ansi	windows-ansi	0.0.4		4775d6a3a18fe4524a532200aaff17d90642d25e
io.github.alexarchambault.windows-ansi	windows-ansi	0.0.5		8ebd4736b4892e4fb84b1954ecf4f5e25dd32abc
io.github.alexarchambault.windows-ansi	windows-ansi	0.0.6		69a959708d19e8ea885986d0baab3015f9c3520f
io.github.amdbstacks	positional-strings	1.0.0		053e3a9e32c194e28260bdb97444d275e3359e78
io.github.dadino.quickstart3	core	0.10.1		N/A
io.github.dadino.quickstart3	core	0.11.0		N/A
io.github.dadino.quickstart3	core	0.11.1		N/A
io.github.dadino.quickstart3	core	0.11.2		N/A
io.github.dadino.quickstart3	core	0.11.3		N/A
io.github.dadino.quickstart3	core	0.11.4		N/A
io.github.dadino.quickstart3	core	0.11.5		N/A
io.github.dadino.quickstart3	core	0.11.6		N/A
io.github.dadino.quickstart3	core	0.12.0		N/A
io.github.dadino.quickstart3	core	0.12.1		N/A
io.github.dadino.quickstart3	core	0.12.2		N/A
io.github.dadino.quickstart3	core	0.12.3		N/A
io.github.dadino.quickstart3	core	0.12.4		N/A
io.github.dadino.quickstart3	core	0.12.5		N/A
io.github.dadino.quickstart3	core	0.12.6		N/A
io.github.dadino.quickstart3	core	0.12.7		N/A
io.github.dadino.quickstart3	core	0.12.8		N/A
io.github.dadino.quickstart3	core	0.12.9		N/A
io.github.dadino.quickstart3	core	0.13.0		N/A
io.github.dadino.quickstart3	core	0.13.1		N/A
io.github.dadino.quickstart3	core	0.13.4		N/A
io.github.dadino.quickstart3	core	0.14.0		N/A
io.github.dadino.quickstart3	core	0.14.2		N/A
io.github.dadino.quickstart3	core	0.14.3		N/A
io.github.dadino.quickstart3	core	0.14.5		N/A
io.github.dadino.quickstart3	core	0.14.6.3		N/A
io.github.dadino.quickstart3	core	0.14.7		N/A
io.github.dadino.quickstart3	core	0.14.9		N/A
io.github.dadino.quickstart3	core	0.15.0		N/A
io.github.dadino.quickstart3	core	0.16.0		N/A
io.github.dadino.quickstart3	core	0.16.1		N/A
io.github.dadino.quickstart3	core	0.16.2		N/A
io.github.ecsoya	spring-fabric-gateway	1.0.0		93bcac9b5e1ef6464857010956115664288c452f
io.github.ecsoya	spring-fabric-gateway	1.0.1		10cbab3741e8f1aba97090484649bccfc5b4f274
io.github.ecsoya	spring-fabric-gateway	1.0.2		4fd0676f908c2b653cb7fa36fb31f2af44206400
io.github.ecsoya	spring-fabric-gateway	1.0.3		7ed8840682503f31b898f376613d123749afc45f
io.github.ecsoya	spring-fabric-gateway	1.0.4		6337e5b4faaeb73868620d9bc094771603bd15ab
io.github.ecsoya	spring-fabric-gateway	1.0.5		87b2f15eba3f0b5466b31f407606dab63cc06bb8
io.github.ecsoya	spring-fabric-gateway	1.0.6		797544233801ec50a90cdab51e67ee938ec6fee9
io.github.ecsoya	spring-fabric-gateway	2.0.0		5911261963a4fcf370b8ee48ba44bff833b93b69
io.github.ecsoya	spring-fabric-gateway	2.0.1		d4720f402131b6b65ea7fdb57bdf2c785c818908
io.github.ecsoya	spring-fabric-gateway	2.0.2		62c8a19733ef6819100bb90edfabe784f2a3d773
io.github.gaoding-inc	gd-open-client	0.0.1		4604d96aeef62b618816a4aaf67e7c9e4b3bccf1
io.github.gaoding-inc	gd-open-client	1.0.0		1f271c72aea425f612a491c3c3fbc3ef9b98bae3
io.github.gaoding-inc	gd-open-client	1.0.1		59a72ecae9e185bd436a50c9527d7a4a777d21aa
io.github.gaoding-inc	gd-open-client	1.0.2		ff2d4187ca7a525e7549f65cb40a7fa59f175d50
io.github.gaoding-inc	gd-open-client	1.0.3		bd0c915661567de42423a00b2da4eaa1e1743af5
io.github.gaoding-inc	gd-open-client	1.0.3.1		2d2332753d79446b9cc6e372ff76198c2e584797
io.github.gaoding-inc	gd-open-client	1.0.4		f7d8b56ae5dcac9417417f49af272ec23fb5ff2c
io.github.gaoding-inc	gd-open-client	1.0.4.1		9de4049c0cad54eab8e5f9536d7aa2752b762174
io.github.gaoding-inc	gd-open-client	1.0.5		7916c476ce41c4f92d07328689f363389a2ef3b0
io.github.gaoding-inc	gd-open-client	1.0.6		58b05b7cd357d3c69914dc7623cca7f341f7a87d
io.github.gaoding-inc	gd-open-client	1.0.7		3dfe49a83fbec61233a3f33f575c8895f776bac5
io.github.phoenixorigin	DependencyInjector	1.0.0		57a9475d85d44ffc47ca8b9e95aa1d12ca502086
io.github.phoenixorigin	DependencyInjector	1.0.1		f10f2ff5ab0c477af2458947a97e1e707f3862c2
io.github.phoenixorigin	DependencyInjector	1.0.2		398c3be2aaa892c566a691539ba2d574a287c3b4
io.github.phoenixorigin	DependencyInjector	1.0.3		221bb6925d808b962bd50e1bd78c553698c35258
io.github.phoenixorigin	DependencyInjector	1.0.4		eb7161a892cad9d89ef66da6cf054efd95d27344
io.github.phoenixorigin	DependencyInjector	1.0.5		6430e999a2dee1d07a646f25dfeb2177a4f48973
io.github.phoenixorigin	DependencyInjector	1.0.6		61fb0c4f658a60d1150ebfcd80630bffa37432a9
io.github.stream29	json-schema-generator-wasm-js	1.0.0		N/A
io.github.stream29	json-schema-generator-wasm-js	1.0.1		N/A
io.github.stream29	json-schema-generator-wasm-js	1.0.2		N/A
io.github.stream29	json-schema-generator-wasm-js	1.0.3		N/A
io.github.stream29	json-schema-generator-wasm-js	1.0.4		N/A
io.github.stream29	json-schema-generator-wasm-js	1.0.5		N/A
io.github.vigoo	desert-cats_2.13	0.2.0		88bcecf22e13ca1c9e04f4f8335952c253f787d9
io.github.vigoo	desert-cats_2.13	0.2.2		9e4344d188e699cc5bc88a156548f086e7c0f2e5
io.github.vigoo	desert-cats_2.13	0.2.3		80d96c2104ab28f91c44ffd26eb9f92d4d047788
io.github.vigoo	desert-cats_2.13	0.3.0		96b93f62a4abace5b87c99e6201477e5345357b8
io.github.vigoo	desert-cats_2.13	0.3.1		41b70ef550d6fe7807fe8a96e3a9c1f38b0e2097
io.github.vigoo	desert-cats_2.13	0.3.2		355826cfd90973a65cf69714004b2d5220c2cfc8
io.github.vigoo	desert-cats_2.13	0.3.3		af5f1fa83b7b92be257a9f21d6f597af7fe27c48
io.github.vigoo	desert-cats_2.13	0.3.5		290d46ff1934cec50d11eca28a9ff169ca97b739
io.github.vigoo	desert-cats_2.13	0.3.6		ee8b8ca9172247957a63c4b93c882f87b38716b4
io.quarkiverse.roq	quarkus-roq-plugin-markdown	1.0.2		5132ee554b648f6cdfeeb23450bfd54f0d6a58d9
io.quarkiverse.roq	quarkus-roq-plugin-markdown	1.0.3		59a61a1fa722c398dd372ab40f1ebc469c2e37a5
io.quarkiverse.roq	quarkus-roq-plugin-markdown	1.0.4		484f6d823be8b3795a49e5216ec1cb03f5ab3db4
io.quarkiverse.roq	quarkus-roq-plugin-markdown	1.0.5		fc0c3337f7d65a50bd04242bdfc5c6af492788b1
io.quarkiverse.roq	quarkus-roq-plugin-markdown	1.0.6		9c772afed2958d11b87d7f52a3def80f6a8c7f05
io.quarkiverse.roq	quarkus-roq-plugin-markdown	1.0.7		8c92e7defa4fa1f08040a14d976baa19ec163fc3
io.quarkiverse.roq	quarkus-roq-plugin-markdown	1.0.8		218c6ed6e9c4d9852ed8bd8cda0f145de9d333a5
io.quarkiverse.roq	quarkus-roq-plugin-markdown	1.0.9		e475a258bcf3f0c7079fe762c95b37479998c363
io.quarkiverse.roq	quarkus-roq-plugin-markdown	1.1.0		8098ecf3260f9986c1b97cdf38e75fea6f939152
io.quarkiverse.roq	quarkus-roq-plugin-markdown	1.1.1		0dd6603dfbd8e7ecbc6b3b878c7eb203db6fefff
io.quarkiverse.roq	quarkus-roq-plugin-markdown	1.1.2		2e8a6e8bf13a9d4909f4934c6f83557ed347641b
io.quarkiverse.roq	quarkus-roq-plugin-markdown	1.2.0		4d4d227083edd087f73ea94c56999d9ff9b09c54
io.quarkiverse.roq	quarkus-roq-plugin-markdown	1.3.0		9fcfddf7290e2460f1258c2e285b100c7d582f95
io.quarkiverse.roq	quarkus-roq-plugin-markdown	1.3.0.Alpha2		468ecf60876ccbde0a2070fc65e621b00cf7cf01
io.quarkiverse.roq	quarkus-roq-plugin-markdown	1.3.1		b7f65b58d903181b5cea0219509596f29d881bbf
io.quarkiverse.roq	quarkus-roq-plugin-markdown	1.3.2		b907b8690a0c4a106b0ac34c9424d52eec9ce61b
io.quarkiverse.roq	quarkus-roq-plugin-markdown	1.3.3		37fe8c029c77d4ee4a856f555c70bc381e4e2336
io.quarkiverse.roq	quarkus-roq-plugin-markdown	1.4.0		f5bb7cada531aaebaf8e1af59275edee6259a60c
io.quarkiverse.roq	quarkus-roq-plugin-markdown	1.5.0		a562ba2b1ca585564cfac124d3cfb85de210ec4f
io.quarkiverse.roq	quarkus-roq-plugin-markdown	1.5.1		0757635324d63ae09738711e6969e65987cb559f
io.quarkiverse.roq	quarkus-roq-plugin-markdown	1.5.2		683a46cbdee9ce2e2db3f937b17b5ae017194ea2
io.winterframework	winter-oss-parent	1		N/A
jp.fintan.keel	keel-spring-enhance-samples	1.0.0		N/A
jp.fintan.keel	keel-spring-enhance-samples	2.0.0		N/A
me.ramswaroop.jbot	jbot-core	3.0.0		2ba7cda9221dd7d0ba73a6cc6caff553c825eda7
mockobjects	alt-j1.4-j2ee1.2	0.07		1f470af474ef754cb71394f4aef0577055999b5c
net.axay	spigot-language-kotlin	1.0.0		d129e6c7413eab0e1f22fd1d00ba067b1fdb7df0
net.axay	spigot-language-kotlin	1.0.0	plugin	d073a94b2f938c5ff561d61166bfb7e83b486ad7
net.axay	spigot-language-kotlin	1.0.1		32d7b7063ddbe298d2cf27443894d78916d0c483
net.axay	spigot-language-kotlin	1.0.1	plugin	8a468fc43947658bfeb4c0b7f85718f1c36029dd
net.axay	spigot-language-kotlin	1.0.2		37db538b811095a984d1842016987c859b7c076f
net.axay	spigot-language-kotlin	1.0.3		32f4ebe668517f3d9862c6dee820cbea4caa4f8c
net.axay	spigot-language-kotlin	1.0.3	plugin	58c266864f9ea3abf80029396ea9390a5aff4656
net.officefloor.editor	net.officefloor.gef.section.tests	3.13.0		e5985f0e5c94e03e35a4f846a507dc9696c3ddd3
net.officefloor.editor	net.officefloor.gef.section.tests	3.14.0		67c8087c46b7d3e19f285ba5f6148d604ed1e2fc
net.officefloor.editor	net.officefloor.gef.section.tests	3.15.0		4f387fe1819d277b1d15f68ea3f19c9488584584
net.officefloor.editor	net.officefloor.gef.section.tests	3.16.0		67eeacddbdb38d4bed4bddbd769ef3dfb418bcf7
net.officefloor.editor	net.officefloor.gef.section.tests	3.17.0		03a9b1a64adccae86ab397f96d75549911fb2dad
net.officefloor.editor	net.officefloor.gef.section.tests	3.18.0		0571e3d01576555f648b015cb6068d4b33e6c79f
net.officefloor.editor	net.officefloor.gef.section.tests	3.19.0		be1d3485ff54679f3fa7722abde684a9e7bc0ed2
net.officefloor.editor	net.officefloor.gef.section.tests	3.20.0		962dc4135f8e1407b67ef46db1112e9db2e07c11
net.officefloor.editor	net.officefloor.gef.section.tests	3.21.0		423c96776e80a41812b0782d92ef27b24453c557
net.officefloor.editor	net.officefloor.gef.section.tests	3.22.0		41f9738cfa3c4c28fe10aba11cf775f37a880bc4
net.officefloor.editor	net.officefloor.gef.section.tests	3.23.0		60f9a8cb13966ca29e44e5c8f6d00985d9dcd97a
net.officefloor.editor	net.officefloor.gef.section.tests	3.24.0		34d4f120271d457b30dc1b6ccadbd44e63a96735
net.officefloor.editor	net.officefloor.gef.section.tests	3.25.0		b3a1b04f8641eae479c734935a56b9b8734fef77
net.officefloor.editor	net.officefloor.gef.section.tests	3.26.0		9fb84b562afd5eb792aae0f175852cd67419c14c
net.officefloor.editor	net.officefloor.gef.section.tests	3.27.0		6ed12bbafc20b2c036f0047341601bb7e3ec69f3
net.officefloor.editor	net.officefloor.gef.section.tests	3.28.0		bdbe10b72cfec6edd7ae4c7cb15258a16ac43725
net.officefloor.editor	net.officefloor.gef.section.tests	3.28.1		c5e6cac61662f4da14e43de2ca391fd33d3bd436
net.officefloor.editor	net.officefloor.gef.section.tests	3.28.2		abb9af205bdef96dd150e95605aff888549b28de
net.officefloor.editor	net.officefloor.gef.section.tests	3.29.0		7abee1329be084fc6e86f929b938aa7bb7c2399b
net.officefloor.editor	net.officefloor.gef.section.tests	3.30.0		fcbda7bb007247a3fa00ad3f80bd5998b7c02ee8
net.officefloor.editor	net.officefloor.gef.section.tests	3.30.2		079a02e123ac58425bc876e8f9cd829d912c1ad5
net.officefloor.editor	net.officefloor.gef.section.tests	3.31.0		5dd7112dd98b2a81046892ca40669ac148f24ad1
net.officefloor.editor	net.officefloor.gef.section.tests	3.32.0		0447c3d202d536dde071a2b85b47dce5c8e2e78c
net.officefloor.editor	net.officefloor.gef.section.tests	3.33.0		8097447b05ac08e8349d39c75a574508ac8820e3
net.officefloor.editor	net.officefloor.gef.section.tests	3.34.0		7f11bd710bb6decf676b24af6d9728746d8a3389
net.officefloor.editor	net.officefloor.gef.section.tests	3.35.0		9bcb8d4782dc8c6a98e1cad4e3aa748d0570be4a
net.officefloor.editor	net.officefloor.gef.section.tests	3.36.0		297d52abf517d8e66345a09d5331c36018347e32
net.officefloor.editor	net.officefloor.gef.section.tests	3.37.0		7d87625f862f845d88307a157dffdc90854872b2
net.officefloor.editor	net.officefloor.gef.section.tests	3.38.0		3d81c89684fad208fa77e98bb61ddaf8a1aea82e
net.officefloor.editor	net.officefloor.gef.section.tests	3.39.0		b3c8c4ac283980cf0d1e70f8813a3f497a51f01a
net.officefloor.editor	net.officefloor.gef.section.tests	3.40.0		a2a517ce0deabfb81384866c53d7f746d1fc53e9
org.apache.camel.kafkaconnector	camel-mongodb-source-kafka-connector	1.0.0		a06978dbb66a64a333658b0bc3260675cade7455
org.apache.camel.kafkaconnector	camel-mongodb-source-kafka-connector	3.18.1		84cccf434d443db5f7d7cc9ad5a09f014b03355f
org.apache.camel.kafkaconnector	camel-mongodb-source-kafka-connector	3.18.2		81e3a2536473c54f7fcf654460d73037ec737db5
org.apache.camel.kafkaconnector	camel-mongodb-source-kafka-connector	3.19.0		03902ac4766038b6ff1842778a1c86da80aaaf58
org.apache.camel.kafkaconnector	camel-mongodb-source-kafka-connector	3.20.0		031d4855e3ab705fcf764db3e8994f485f717e0c
org.apache.camel.kafkaconnector	camel-mongodb-source-kafka-connector	3.20.3		b6da91e419f61cab37ea5141c4abfac77d8ff605
org.apache.camel.kafkaconnector	camel-mongodb-source-kafka-connector	3.20.6		975326ff1b8e8a24570a9ef3d61157334c492124
org.apache.camel.kafkaconnector	camel-mongodb-source-kafka-connector	3.21.0		77ad53990dea869a59b5d2034e2406aac8ede68b
org.apache.camel.kafkaconnector	camel-mongodb-source-kafka-connector	4.0.0		5372ec462bff6f74cb9ed282ade1c06e665a098a
org.apache.camel.kafkaconnector	camel-mongodb-source-kafka-connector	4.0.3		7244248bb8e5400fd9c91a6790835c79ff5ba270
org.apache.camel.kafkaconnector	camel-mongodb-source-kafka-connector	4.10.2		c8f173c1b1e0ee51f98b01755331b07fca8fc582
org.apache.camel.kafkaconnector	camel-mongodb-source-kafka-connector	4.10.3		dac036c754886c1776eec8790bb2f43e27d640ed
org.apache.camel.kafkaconnector	camel-mongodb-source-kafka-connector	4.11.0		566317a214263b315a3b104e3d2b5ee6f10d6f3d
org.apache.camel.kafkaconnector	camel-mongodb-source-kafka-connector	4.4.2		f92eb5426ab84a273d08e2e3e0b1a5a6b3eeed78
org.apache.camel.kafkaconnector	camel-mongodb-source-kafka-connector	4.4.3		c0c87e87921d57ad45e27e623dc82f0d4db68236
org.apache.camel.kafkaconnector	camel-mongodb-source-kafka-connector	4.8.0		1032213db01bea3e326ff0e96516cc73c8e8425c
org.apache.camel.kafkaconnector	camel-mongodb-source-kafka-connector	4.8.3		ca0f7e23ec679ca9fdcf71402fd35ffb65bc79a9
org.apache.camel.kafkaconnector	camel-mongodb-source-kafka-connector	4.8.5		f695ef5dc3f5191b25572076da5b7790fa8fa3b5
org.apache.seata	seata-bom	2.1.0		N/A
org.apache.seata	seata-bom	2.2.0		N/A
org.apache.seata	seata-bom	2.3.0		N/A
org.apache.skywalking	apm-dubbo-plugin	5.0.0-GA		548393e5788798d1dfc5bed899e3781ba9033018
org.apache.skywalking	apm-dubbo-plugin	5.0.0-RC2		b0704e6a2bfbc5a51d6a4820a7149c67828128ef
org.apache.skywalking	apm-dubbo-plugin	5.0.0-alpha		08cbb68df52681128e95ba536f8a24a4cf65c07e
org.apache.skywalking	apm-dubbo-plugin	5.0.0-beta		304d6a5cbb3666774b031512ccb0e6200fe7296e
org.apache.skywalking	apm-dubbo-plugin	5.0.0-beta2		83f10f7e5960e546568ed17c5d159a6d6ee5a5f9
org.apache.skywalking	apm-dubbo-plugin	6.0.0-GA		46d5416c458773f59c3fe655114fe4abcbeed8d0
org.apache.skywalking	apm-dubbo-plugin	6.0.0-alpha		b75d9cfab54eba0631b97400164636b13066a719
org.apache.skywalking	apm-dubbo-plugin	6.0.0-beta		c699d3cc8fa0e23c90d026130de54b2d2261bc88
org.apache.skywalking	apm-dubbo-plugin	6.1.0		8ea33d833a181f3477cc659fb76f615497c3f1ae
org.apache.skywalking	apm-dubbo-plugin	6.2.0		b0f426f040576620da0bc713e7aea67b972d28f9
org.apache.skywalking	apm-dubbo-plugin	6.3.0		2c5f321158fcda385101de84591388f01b338a6d
org.apache.skywalking	apm-dubbo-plugin	6.4.0		2371dd26817908219a8ddc8c1494b4d5f41933fe
org.apache.skywalking	apm-dubbo-plugin	6.5.0		148c6f46d56f38da72ae58a3abd46cf8826eeea8
org.apache.skywalking	apm-dubbo-plugin	6.6.0		33d6df28f1076b94e571104c89ab3be1a65d0634
org.apache.skywalking	apm-dubbo-plugin	7.0.0		2d2c49050c77203d579ca3801203a6aee13c7060
org.apache.skywalking	apm-dubbo-plugin	8.0.0		ed6b96aa715fba21b8877c046f43d6a7c23f193c
org.apache.skywalking	apm-dubbo-plugin	8.0.1		03c341344d0b407a8d25819abb77d1bfbfeeb776
org.apache.skywalking	apm-dubbo-plugin	8.1.0		a8abdd08528c711c285057e27c603d149aad8556
org.apache.skywalking	apm-dubbo-plugin	8.10.0		a1c5d280adb22dca981ea0381cfccfbfe654bf60
org.apache.skywalking	apm-dubbo-plugin	8.11.0		0be8e715c71a4da04039cfc1a7db768d540c3ca9
org.apache.skywalking	apm-dubbo-plugin	8.12.0		01858f363dde80878f01c97003acd071c9a3e5be
org.apache.skywalking	apm-dubbo-plugin	8.13.0		a45afeefd186688a60b18c765e7acd892302ad10
org.apache.skywalking	apm-dubbo-plugin	8.14.0		e9523869157d54e710011b1ae674095a3c27ed49
org.apache.skywalking	apm-dubbo-plugin	8.15.0		fb3517351ae82a8cc94e753aa6b2b2829797ab09
org.apache.skywalking	apm-dubbo-plugin	8.16.0		22278ed6b54d231112a0a06cc6dcb36e4cbe07c8
org.apache.skywalking	apm-dubbo-plugin	8.2.0		6dd6f656f506e88595fe63f8d21d7a2802928f18
org.apache.skywalking	apm-dubbo-plugin	8.3.0		90ae5399eacea70884ce518b46446506d6ae3763
org.apache.skywalking	apm-dubbo-plugin	8.4.0		ec4ab090cf5a48a3a3007740927595d2bdcd38d5
org.apache.skywalking	apm-dubbo-plugin	8.5.0		4f8a8b7d522463515a96cb4c8ed1696a4af5f859
org.apache.skywalking	apm-dubbo-plugin	8.6.0		e14fe591ede0d148477bbbf175565c372e2516f4
org.apache.skywalking	apm-dubbo-plugin	8.7.0		25dccfddf001b38b86e66369782349267f35d169
org.apache.skywalking	apm-dubbo-plugin	8.8.0		e4ce9a115cdbd88d0e14810c2c1cc75529d5e624
org.apache.skywalking	apm-dubbo-plugin	8.9.0		8c0c094410c084eacb85976b9b6784bec04c8219
org.apache.skywalking	apm-dubbo-plugin	9.0.0		672cb93b875896fc7807fad822e8e719dfd454a2
org.apache.skywalking	apm-dubbo-plugin	9.1.0		94b22822fbba8c9df87a03681870d77c1e9a4d5e
org.apache.skywalking	apm-dubbo-plugin	9.2.0		3c6dc9e41dd7ee8d04ddfdc07331facc70973664
org.apache.skywalking	apm-dubbo-plugin	9.3.0		3966d1a6ffb1329691b65cf3a700bd6064a12338
org.apache.skywalking	apm-dubbo-plugin	9.4.0		7b2343a18b34ab12c087cd6b0cff1fa5e64a6e76
org.codelibs.fess	fess-ds-box	12.6.0		1ef45b5db0e5269d82815da568b68dd259f6ee13
org.codelibs.fess	fess-ds-box	12.7.0		49f5f4de0be2187b99cf13037b4f7b397e256f15
org.codelibs.fess	fess-ds-box	12.7.1		cfe33347093de9de7c6cb382193e1fe57035af20
org.codelibs.fess	fess-ds-box	13.0.0		dbc4ec53a84bdcb7ed46539d830e2c9f707d6ef8
org.codelibs.fess	fess-ds-box	13.1.0		255e4ee6cab85ad4c5ec1bde4ba26660edcffedd
org.codelibs.fess	fess-ds-box	13.10.0		686bb5c2e1350be425b9ee11cd86076ef26ee83c
org.codelibs.fess	fess-ds-box	13.11.0		95607d01bccada420aa88b7aeee29cf106b4d282
org.codelibs.fess	fess-ds-box	13.12.0		628fc3365489f4f5b6768d28cb513da53ac08057
