au.csiro	elk-distribution-parent	0.5.0		N/A
cloud.orbit	orbit-redis-cluster	1.4.0-oldredisson		0ecee8e085c94b330fe5b31e24b4d2062620fabe
cloud.orbit	orbit-redis-cluster	1.4.0-rc1		ee999ec209b6316e08c66193fa8e71bf3afe5875
cloud.orbit	orbit-redis-cluster	1.4.0-rc2		bff2d3c78ef9d3c6efb3d0c149c20394cbf1bbe8
cloud.orbit	orbit-redis-cluster	1.5.0		2bccc54f706703f5b9452d8a37cb1102e30c8e0e
cloud.orbit	orbit-redis-cluster	1.5.1		a5a45e259a98c509659603da00af0714a0ab4900
cn.herodotus.stirrup	logic-module-sas-jpa	3.3.0.0		2454542365e6b3c5470adf2e22f8b98c7ceed7b7
cn.herodotus.stirrup	logic-module-sas-jpa	3.3.0.1		a487b583976997b42d5495276f99cd8317bfd642
com.aliyun	config20190108	1.0.0		e39b331437a82fed781ff7e24561beacf4e42f9f
com.aliyun	config20190108	1.0.1		49a3ef0b9499cb55dc8f845965048ff99fd0b19b
com.aliyun	config20190108	1.0.3		35c7dde31d022ded36b4bf58ece17f6482eea15c
com.aliyun	config20190108	2.0.1		2ddbf1fb6a89a5202a78182a8eb0011d0ff28907
com.aliyun	config20190108	2.0.2		08ad17cf536e7e4fb9df85852c93c77da4c733e5
com.aliyun	config20190108	2.0.3		22b2744614b6005d1d3e39bbdaccd6485ca7254f
com.aliyun	config20190108	2.0.5		ff1b5c5cc7c0bab2e0a770aa1c96d5980e6c43d5
com.aliyun	config20190108	2.0.6		e52877501e02abf59e645f3dd4ffa0ada6347780
com.aliyun	config20190108	2.0.7		a04df619a5f3c56ea7dff1de600c5a67925835f5
com.aliyun	config20190108	2.0.7	shaded	98d8e6a5a1ccdac6f75289f88a82300b67e39180
com.aliyun	config20190108	2.0.8		93acad176df2217de17cca84f74af0ab22e9244e
com.aliyun	config20190108	2.0.8	shaded	e363dba5948d827b0e06fe38678d8c2cc3e81d39
com.aliyun	config20190108	2.0.9		8882089bd358eb36c3523bd881869686418bcc96
com.aliyun	config20190108	2.0.9	shaded	14270f0df143dfdd4c84a83ec0d5d31302eb1a97
com.aliyun	config20190108	2.1.0		88bd09f345ee985015c77222fadd58614da30b01
com.aliyun	config20190108	2.1.0	shaded	54b8d6f60d54a0d54ed19890551a760751c12232
com.aliyun	config20190108	2.1.1		2b1f92a37a6f6616b73627402121a46979fa0594
com.aliyun	config20190108	2.1.1	shaded	82a0447f216c87bb6c4142eaad51c90f6fd1c99e
com.anaptecs.jeaf.security	jeaf-security-api-project	1.5.0		N/A
com.anaptecs.jeaf.security	jeaf-security-api-project	1.5.1		N/A
com.anaptecs.jeaf.security	jeaf-security-api-project	1.5.2		N/A
com.anaptecs.jeaf.security	jeaf-security-api-project	1.5.3		N/A
com.anaptecs.jeaf.security	jeaf-security-api-project	1.6.0		N/A
com.anaptecs.jeaf.security	jeaf-security-api-project	1.6.1		N/A
com.anaptecs.jeaf.security	jeaf-security-api-project	1.6.10		N/A
com.anaptecs.jeaf.security	jeaf-security-api-project	1.6.11		N/A
com.anaptecs.jeaf.security	jeaf-security-api-project	1.6.12		N/A
com.anaptecs.jeaf.security	jeaf-security-api-project	1.6.2		N/A
com.anaptecs.jeaf.security	jeaf-security-api-project	1.6.3		N/A
com.anaptecs.jeaf.security	jeaf-security-api-project	1.6.4		N/A
com.anaptecs.jeaf.security	jeaf-security-api-project	1.6.5		N/A
com.anaptecs.jeaf.security	jeaf-security-api-project	1.6.6		N/A
com.anaptecs.jeaf.security	jeaf-security-api-project	1.6.7		N/A
com.anaptecs.jeaf.security	jeaf-security-api-project	1.6.8		N/A
com.anaptecs.jeaf.security	jeaf-security-api-project	1.6.9		N/A
com.anaptecs.jeaf.security	jeaf-security-api-project	1.8.0		N/A
com.apachat	circularbutton-android	1.0.3		N/A
com.fasterxml	jackson-xml-databind	0.5.0		358e37da964dd7524b782cb2b94a07f54fede5a9
com.fasterxml	jackson-xml-databind	0.5.2		54740c8eedd403bf59fb7bd5657dad11e476e5cb
com.fasterxml	jackson-xml-databind	0.5.3		ae1ae4a149c9a1388d7e1a39c3916bee62eb9aa7
com.fasterxml	jackson-xml-databind	0.6.0		9dce16c65a7fca38e02d1c03e3f524e8b63e121d
com.fasterxml	jackson-xml-databind	0.6.1		33308e221aa02913d88abeff5aa72d0599198418
com.fasterxml	jackson-xml-databind	0.6.2		1e414fc8615f8b1aef8c069bb3593ec8d2743e00
com.gccloud	dashboard-core	0.0.1.2023070401.Alpha		35f21ebaf5fc32f45ae89c8096a2aed5a62e5416
com.gccloud	dashboard-core	0.0.1.2023070402.Alpha		cb48acbce5dc6ea69dec415671f8fba7bc3c4ff7
com.gccloud	dashboard-core	0.0.1.2023070702.Alpha		62afe07e47e8bbc1acdfcacbaf7a31b5aa97a408
com.gccloud	dashboard-core	0.0.1.2023071001.Alpha		c972cad259482e90a9c707791184ba63d60ed200
com.gccloud	dashboard-core	0.0.1.2023071101.Alpha		87de0b5a6987231de9cb1b8aaa47604918078bff
com.gccloud	dashboard-core	1.0.0.RELEASE		a34a13ddc643f7880deac4d0fa954e2b2023b284
com.gccloud	dashboard-core	1.0.1.2023071901.Alpha		b6d682335db0a39e239b792d9f37d51728d3653c
com.gccloud	dashboard-core	1.0.1.2023072001.Alpha		8131f67f5b4e666d87bc86f111728da6f91da810
com.gccloud	dashboard-core	1.0.1.2023072401.Alpha		457cbfd8794041301e22a6e6be2fa17c22b37358
com.gccloud	dashboard-core	1.0.1.2023072501.Alpha		4413f29c560cfcaad77c63f597f93aac283f8e16
com.gccloud	dashboard-core	1.0.1.2023072601.Alpha		232c568326ab8fb0b68dd7e013e4d000412e400c
com.gccloud	dashboard-core	1.0.1.2023072801.Alpha		b39593e65f55dce2008b314b7e493c2ff0ac2b29
com.gccloud	dashboard-core	1.0.1.2023080101.Alpha		e7111552e3bbc3edfc25ba4388c8eed112b467dc
com.gccloud	dashboard-core	1.0.1.2023080301.Alpha		9f47882d6fc388e1d093be67a76e6552f8f436c6
com.gccloud	dashboard-core	1.0.1.2023080901.Alpha		4406bfccfc61aa45ee57bde614f976eacc386933
com.gccloud	dashboard-core	1.0.1.2023081101.Alpha		e210489860a93a5e1eb1f90017614e6f031a1864
com.gccloud	dashboard-core	1.0.1.2023083001.Alpha		23679a827e748fda6814cf5c7d90da8c71759c85
com.gccloud	dashboard-core	1.0.1.2023101001.Alpha		b64af6fa9ae126c29966e04f8d22d7fe32719108
com.gccloud	dashboard-core	1.0.1.2023101101.Alpha		05e84273847a6cf06d645be97a08bfcc6ff4ae53
com.gccloud	dashboard-core	1.0.1.2023102501.Alpha		fd6f68e9bb1da655b0d70e31f2bb8f1648492c8d
com.gccloud	dashboard-core	1.0.1.2023102601.Alpha		9e9da63d353b4de0bb39d25b7ca3a297da61b6e1
com.gccloud	dashboard-core	1.0.1.2023110201.Alpha		add1f168986994504ac854221a3ab705922526ba
com.gccloud	dashboard-core	1.0.1.2023122801.Alpha		69e5b0443a017236a60911751f82088022780664
com.gccloud	dashboard-core	1.0.1.2024062701		232e65b133772c5c1306321d6f8ed2e7061b4d2b
com.github.ayberkcansever	mercury	1.0.0		91c62d91f9b83ffbe16870ad35f0927d2f546b5c
com.github.bingoohuang	blackcat-maven-plugin	0.0.2		c2c736f336963dac61e28134b450a0700648132e
com.github.bingoohuang	blackcat-maven-plugin	0.0.7		bccbdac6cb45775156d833ca9848cc341dae9916
com.github.boybeak	RichEditor	1.2.6		N/A
com.github.freshconnect	yogurtcat-server-common	0.0.4-RELEASE		75496870a71e5ee774aa804ec09ba63fd1c4c892
com.github.houbb	fulltext-search-api	0.3.0		52146003ab8e1017fd45fc98244d4bcd9a50066b
com.github.rnett.krosstalk	krosstalk-base-mingwx86	1.3.0		N/A
com.github.rnett.krosstalk	krosstalk-base-mingwx86	1.3.0	metadata	b4e4e61d30d01543057f9d9e626ef80f8d8487e5
com.github.rnett.krosstalk	krosstalk-base-mingwx86	1.4.0		N/A
com.io7m.certusine	com.io7m.certusine	0.0.1		N/A
com.io7m.certusine	com.io7m.certusine	0.0.10		N/A
com.io7m.certusine	com.io7m.certusine	0.0.2		N/A
com.io7m.certusine	com.io7m.certusine	0.0.3		N/A
com.io7m.certusine	com.io7m.certusine	0.0.4		N/A
com.io7m.certusine	com.io7m.certusine	0.0.5		N/A
com.io7m.certusine	com.io7m.certusine	0.0.6		N/A
com.io7m.certusine	com.io7m.certusine	0.0.7		N/A
com.io7m.certusine	com.io7m.certusine	0.0.8		N/A
com.io7m.certusine	com.io7m.certusine	0.0.9		N/A
com.io7m.certusine	com.io7m.certusine	1.0.0		N/A
com.io7m.certusine	com.io7m.certusine	1.1.0		N/A
com.io7m.certusine	com.io7m.certusine	2.0.0		N/A
com.io7m.certusine	com.io7m.certusine	3.0.0		N/A
com.io7m.certusine	com.io7m.certusine	3.1.0		N/A
com.io7m.certusine	com.io7m.certusine	3.2.0		N/A
com.iteaj	izone-sofa-parent	1.1.0		N/A
com.iteaj	izone-sofa-parent	1.1.3		N/A
com.iteaj	izone-sofa-parent	1.2.0		N/A
com.iteaj	izone-sofa-parent	1.2.1		N/A
com.librato.rollout	rollout	0.1		825d7627cf6ce17373899cd09a16e95476c7bab6
com.librato.rollout	rollout	0.1.1		cacd4f42e64e0d0b138e2991de9ce76a5f565254
com.librato.rollout	rollout	0.10		ff82013178424cb1c6ec4be50f29ae3ac2e0c930
com.librato.rollout	rollout	0.11		c25ce6662d7f051796f2d664fbbdab105311df1c
com.librato.rollout	rollout	0.12		98c560004ee7ebff6f95a56b943a9a7b97e156e9
com.librato.rollout	rollout	0.13		e5e5ce3809449fbf22647880df5df718f4e9177f
com.librato.rollout	rollout	0.14		ab2c3090f508c8013ca15263c003a4582297b45c
com.librato.rollout	rollout	0.15		183a9e6af7cf07ea757e83d1eb287ea921698eb9
com.librato.rollout	rollout	0.16		8dfa2dea5d7a08152821570137d84ded593a2499
com.librato.rollout	rollout	0.2		344a1b5164c79e5c797ed93954f2295434ea6dcd
com.librato.rollout	rollout	0.3		ea6f14378ce337d4bdd6633d038adc1bdf1563c7
com.librato.rollout	rollout	0.4		2267db936c6afbf646db1c9a55964f6291011e9e
com.librato.rollout	rollout	0.5		685a2275472e9ebc7afdbb272d34bab63249fbe5
com.librato.rollout	rollout	0.6		5047d5cc7e0ced9348c680c659bfb067c93bbec3
com.librato.rollout	rollout	0.7		70ef907f054e55b5d860dfd15416e4e1b662b2bc
com.librato.rollout	rollout	0.8		4b296aac1d95ad9eed9cce4a1685369148af1ce7
com.librato.rollout	rollout	0.9		3217d4b92930257f6f471bae3627877ec4573f8e
com.liferay	com.liferay.portal.settings.authentication.ntlm.web	1.0.0		c9add99e0f70ac6f9256984b7a64baaee4d6aa1e
com.liferay	com.liferay.portal.settings.authentication.ntlm.web	1.0.1		99afe445bd8b40df6658388c62f4d4cfdcfd6089
com.liferay	com.liferay.portal.settings.authentication.ntlm.web	1.0.10		0cd02a1d4a6a0a69971c8474698ec18b0c957ec6
com.liferay	com.liferay.portal.settings.authentication.ntlm.web	1.0.10	jspc	82925c5e86f437e7ee3da086ac32697f07493c17
com.liferay	com.liferay.portal.settings.authentication.ntlm.web	1.0.11		0f4a176b7dcae758ee2872d2eb274be2399db03a
com.liferay	com.liferay.portal.settings.authentication.ntlm.web	1.0.11	jspc	56158a27ac56d13e7961d296647951ba07dd9124
com.liferay	com.liferay.portal.settings.authentication.ntlm.web	1.0.12		386126d8f4f742aabd2db0a691ae26ee174f5b43
com.liferay	com.liferay.portal.settings.authentication.ntlm.web	1.0.12	jspc	90f8f7acb533fbacd07935f03e4675d90a707dd1
com.liferay	com.liferay.portal.settings.authentication.ntlm.web	1.0.13		5ba04009c4222b449d73bf9213fabc8bf5107484
com.liferay	com.liferay.portal.settings.authentication.ntlm.web	1.0.13	jspc	33aeddc3c0932a15472a21b06a4dda5a996f266f
com.liferay	com.liferay.portal.settings.authentication.ntlm.web	1.0.14		06396871e706340bab2f13c17c87bfd09e36ab0f
com.liferay	com.liferay.portal.settings.authentication.ntlm.web	1.0.14	jspc	95241966d21771eb7907010156ed5b81c800b304
com.liferay	com.liferay.portal.settings.authentication.ntlm.web	1.0.15		bd8dbf4612c1d0bb8a69d6bdffbfaca7f68b33e9
com.liferay	com.liferay.portal.settings.authentication.ntlm.web	1.0.15	jspc	a194759321dbc7fa3c5922e59164c7868c7c18f1
com.liferay	com.liferay.portal.settings.authentication.ntlm.web	1.0.16		b7afb76ff2ce39297405b73de06bd289b8627a50
com.liferay	com.liferay.portal.settings.authentication.ntlm.web	1.0.16	jspc	f17aa54b3de0d5c5b43181424e2556fc5be3d015
com.liferay	com.liferay.portal.settings.authentication.ntlm.web	1.0.17		b0005583b9c48d5c78ba26c94b0dc52b7ed3edd1
com.liferay	com.liferay.portal.settings.authentication.ntlm.web	1.0.17	jspc	20333aac2798b36ac11b9311b99cfa4333768db6
com.liferay	com.liferay.portal.settings.authentication.ntlm.web	1.0.18		9ded10ac9ab5b8fb3ea5667abd936d42eebb5953
com.liferay	com.liferay.portal.settings.authentication.ntlm.web	1.0.18	jspc	aa9a00c744431692cb6a6be8009766246e57e99d
com.liferay	com.liferay.portal.settings.authentication.ntlm.web	1.0.19		5b43d1c293a8d5b09c2384d4de22f3851ef38506
com.liferay	com.liferay.portal.settings.authentication.ntlm.web	1.0.19	jspc	c19ec90de28f13e4917c9f53194f4771c35f8c1e
com.liferay	com.liferay.portal.settings.authentication.ntlm.web	1.0.2		96d475d3d19efd8b8e00024139fdb792acf873d7
com.liferay	com.liferay.portal.settings.authentication.ntlm.web	1.0.20		c8e34411dde57c362b034ec3f05b7ab5325ea70c
com.liferay	com.liferay.portal.settings.authentication.ntlm.web	1.0.20	jspc	d74969ce2cce8b30fd0e766780dda898dd057b11
com.liferay	com.liferay.portal.settings.authentication.ntlm.web	1.0.21		cc44bf249b4ba5d94e703db92b26a5721120d756
com.liferay	com.liferay.portal.settings.authentication.ntlm.web	1.0.21	jspc	2b129e8ab0225f4bc7b5d7bd3db86f5da763c89e
com.liferay	com.liferay.portal.settings.authentication.ntlm.web	1.0.22		b664a332732d7649a2a69d76118dff6157f8e1d8
com.liferay	com.liferay.portal.settings.authentication.ntlm.web	1.0.22	jspc	ad27ef34569fad523b9d101528b023406484aa38
com.liferay	com.liferay.portal.settings.authentication.ntlm.web	1.0.23		5fe2661da4c67b5747c78f65ef3825f20c878170
com.liferay	com.liferay.portal.settings.authentication.ntlm.web	1.0.23	jspc	3d69acbd711845ff78bc9bac72f97c2d3666006a
com.liferay	com.liferay.portal.settings.authentication.ntlm.web	1.0.3		277a3dcf61c872f1f0ea3d1ff51426e256a60789
com.liferay	com.liferay.portal.settings.authentication.ntlm.web	1.0.4		0f2e8666fb62cb2442b6c5ff150b97ab7fc8c192
com.liferay	com.liferay.portal.settings.authentication.ntlm.web	1.0.4	jspc	ff069f1ebb2d44c26f26b4996bb107d491193968
com.liferay	com.liferay.portal.settings.authentication.ntlm.web	1.0.5		7c329a0eea3a945b285e0f8f2550f271fc4afba3
com.liferay	com.liferay.portal.settings.authentication.ntlm.web	1.0.5	jspc	0b1436ab1ba8db000d9130d1ec0654e5f5914ada
com.liferay	com.liferay.portal.settings.authentication.ntlm.web	1.0.6		c6d2430dddc4120830142fc17c9b79b7f6552b55
com.liferay	com.liferay.portal.settings.authentication.ntlm.web	1.0.6	jspc	e34c0d872f15b72a7bd4aaa71f5d2b2c4464495e
com.liferay	com.liferay.portal.settings.authentication.ntlm.web	1.0.7		09258f2ff196a9591202183e7e5466e7129e471b
com.liferay	com.liferay.portal.settings.authentication.ntlm.web	1.0.7	jspc	2f3231f2ef7a77d9f9721c60bec58bdd797d99d4
com.liferay	com.liferay.portal.settings.authentication.ntlm.web	1.0.8		3c662d47bbd174277b2a3b6b596255ba5c1f02bb
com.liferay	com.liferay.portal.settings.authentication.ntlm.web	1.0.8	jspc	f58a91679ddfdd12d253aebe8b82edb53860f3a9
com.liferay	com.liferay.portal.settings.authentication.ntlm.web	1.0.9		1ee9a6b98e1b47c9a5187de14b4c445656add4ce
com.liferay	com.liferay.portal.settings.authentication.ntlm.web	1.0.9	jspc	39d653b08598f66998c2ee8c13264858bedbb9fe
com.liferay	com.liferay.portal.settings.authentication.ntlm.web	2.0.0		8cbee397f03932fb4391dc3e09288c1d2e4b2002
com.liferay	com.liferay.portal.settings.authentication.ntlm.web	2.0.0	jspc	4a5b0d2c07f88b503ef0663a02fd7a55aab7eda4
com.liferay	com.liferay.portal.settings.authentication.ntlm.web	2.0.1		74252b39e94a01482a3768f4afee49a31aa46da6
com.liferay	com.liferay.portal.settings.authentication.ntlm.web	2.0.1	jspc	079b0a6e2b1b7905bf4c44f4d7c0ec17223e14df
com.liferay	com.liferay.portal.settings.authentication.ntlm.web	2.0.10		31ecc365bd141242525fc0ec8aac47d757f9dd64
com.liferay	com.liferay.portal.settings.authentication.ntlm.web	2.0.10	jspc	e00b9dfe00e5d99cc8e58a994bd1a5696eeebb34
com.liferay	com.liferay.portal.settings.authentication.ntlm.web	2.0.2		16a4c53e15039a7ecee7e95028e6f042bd66b2e9
com.liferay	com.liferay.portal.settings.authentication.ntlm.web	2.0.2	jspc	0440382287d48d5892895e955664a42c79bcbffe
com.liferay	com.liferay.portal.settings.authentication.ntlm.web	2.0.3		92f01b5d4ee75fbb5079d75fa1fec77f61404c3f
com.liferay	com.liferay.portal.settings.authentication.ntlm.web	2.0.3	jspc	e92440657d47dd46b91eb0ee4ed98fecadd277b7
com.liferay	com.liferay.portal.settings.authentication.ntlm.web	2.0.4		71cf544395e079438691c8f904f14755460aeb36
com.liferay	com.liferay.portal.settings.authentication.ntlm.web	2.0.4	jspc	72dc1aa0624fc12420964e368eb4002a50759581
com.liferay	com.liferay.portal.settings.authentication.ntlm.web	2.0.5		ddf02f65a72d87bed32c24ba6754dbd4f17fe6ef
com.liferay	com.liferay.portal.settings.authentication.ntlm.web	2.0.5	jspc	fe7c487e63a4c1c1aa09b3f4f11485026ad1ae01
com.liferay	com.liferay.portal.settings.authentication.ntlm.web	2.0.6		718bbb85ede34691800f4dcbdbec3f8221392a3a
com.liferay	com.liferay.portal.settings.authentication.ntlm.web	2.0.6	jspc	b002052ae69ec7546d603d0e07ee4a59e32264bf
com.liferay	com.liferay.portal.settings.authentication.ntlm.web	2.0.7		3447e0c5f07dd786121ed99a56aea1787b6f044b
com.liferay	com.liferay.portal.settings.authentication.ntlm.web	2.0.7	jspc	44febf8c034289068cf1bf103ef8bd5d83332526
com.liferay	com.liferay.portal.settings.authentication.ntlm.web	2.0.8		e91e3d5f3381859c69b836bfc94ef7a7c07c7e8d
com.liferay	com.liferay.portal.settings.authentication.ntlm.web	2.0.8	jspc	1a4bce68e2a215ac6034c929ce26405ef683b824
com.liferay	com.liferay.portal.settings.authentication.ntlm.web	2.0.9		903b72b1af60d11f64f0a91a8e7847b7e058ae95
com.liferay	com.liferay.portal.settings.authentication.ntlm.web	2.0.9	jspc	cc157583d40400132b9acef2d2b12262691649c8
com.liferay	org.eclipse.osgi	3.10.200-20150904.172142-1.LIFERAY-PATCHED-1		f96ebbbae23223ff9ef7b08d7b6afbeafbba0c1d
com.liferay	org.eclipse.osgi	3.10.200-20150904.172142-1.LIFERAY-PATCHED-2		5c041482149717479fb296a689d39a1f6d4c5358
com.liferay	org.eclipse.osgi	3.10.200-20150904.172142-1.LIFERAY-PATCHED-3		9f2f65c27e1857c56dc6b0ab16db9fd2f56dce6c
com.liferay	org.eclipse.osgi	3.10.200-20150904.172142-1.LIFERAY-PATCHED-4		c6d15e03fd52aa82c60c4484a9230c29fcea904a
com.liferay	org.eclipse.osgi	3.10.200-20150904.172142-1.LIFERAY-PATCHED-5		17654d752a28b1d457c15ab62255f72678fc76e3
com.liferay	org.eclipse.osgi	3.13.0.LIFERAY-PATCHED-1		cfaf95b2e99fa1c5b9e5d00169567be85ffb018f
com.liferay	org.eclipse.osgi	3.13.0.LIFERAY-PATCHED-10		523bc799ca172f2cbf9992be5ac223db5ef015ff
com.liferay	org.eclipse.osgi	3.13.0.LIFERAY-PATCHED-11		10fdae1322b61dcc69629023985b49eefb1e55b5
com.liferay	org.eclipse.osgi	3.13.0.LIFERAY-PATCHED-12		55876e4ec26d3210c61e5a93f71f61c15fc97d31
com.liferay	org.eclipse.osgi	3.13.0.LIFERAY-PATCHED-13		cb15d79158d7fad0979355905a475f2b669495d3
com.liferay	org.eclipse.osgi	3.13.0.LIFERAY-PATCHED-14		c0641bb920cb4107b5e5949c0986f7c499f067dc
com.liferay	org.eclipse.osgi	3.13.0.LIFERAY-PATCHED-15		b1d27162ae932b65077cc6f26a4c8adafec08985
com.liferay	org.eclipse.osgi	3.13.0.LIFERAY-PATCHED-16		56e6af5191ca2311fa1b4410b17d838a1973ad9e
com.liferay	org.eclipse.osgi	3.13.0.LIFERAY-PATCHED-17		4d192e996a801148654a75f347337f8b2c7bad8b
com.liferay	org.eclipse.osgi	3.13.0.LIFERAY-PATCHED-18		03677720d95aa94777b817d37012b594f8ad57cf
com.liferay	org.eclipse.osgi	3.13.0.LIFERAY-PATCHED-19		d05a69be611b1f79aeee9c09cfc9bd587ddbdda5
com.liferay	org.eclipse.osgi	3.13.0.LIFERAY-PATCHED-2		2e4d7b0cffc00ec8afd2cd6802fe3e280cc8e68a
com.liferay	org.eclipse.osgi	3.13.0.LIFERAY-PATCHED-20		a793779c704083826bb27e29501c783ea4ffaa9a
com.liferay	org.eclipse.osgi	3.13.0.LIFERAY-PATCHED-21		67a5abdf5cac852bc7c480419d6dfcebe2f3e3a2
com.liferay	org.eclipse.osgi	3.13.0.LIFERAY-PATCHED-22		4f067666932e29730127df05e19ba36c48c75b36
com.liferay	org.eclipse.osgi	3.13.0.LIFERAY-PATCHED-23		0fe2182d42687ca238b52a8fe1d8bcd1604a7dba
com.liferay	org.eclipse.osgi	3.13.0.LIFERAY-PATCHED-24		383e1b23653ae998a4508f0c4020233e62752f62
com.liferay	org.eclipse.osgi	3.13.0.LIFERAY-PATCHED-25		51c0254a025d52abe7388a973660ce6d32728351
com.liferay	org.eclipse.osgi	3.13.0.LIFERAY-PATCHED-26		5ccd780403cdb858397d751a4ccc72657015f7f5
com.liferay	org.eclipse.osgi	3.13.0.LIFERAY-PATCHED-27		6e5a13e296f66ed005f979d6fdd79e8932faea30
com.liferay	org.eclipse.osgi	3.13.0.LIFERAY-PATCHED-28		9aea4ae6f356ead0f3ceb32d654ac41d16dd54b4
com.liferay	org.eclipse.osgi	3.13.0.LIFERAY-PATCHED-3		bd561f94946761174fb0c16769183ef9e4f2d6cc
com.liferay	org.eclipse.osgi	3.13.0.LIFERAY-PATCHED-4		815a2cfee347034e2226edfa8bcb0085cd15841f
com.liferay	org.eclipse.osgi	3.13.0.LIFERAY-PATCHED-5		20ebbd2b7853e8f08a1da55a2eef8a50587798b2
com.liferay	org.eclipse.osgi	3.13.0.LIFERAY-PATCHED-6		48f6d846317f4d63d77c9fff768e41e3dbf08526
com.liferay	org.eclipse.osgi	3.13.0.LIFERAY-PATCHED-7		d14b0ae6ad26a85a2a59c0ce9ad7d21dfaddd26d
com.liferay	org.eclipse.osgi	3.13.0.LIFERAY-PATCHED-8		6361d1c7667be7f94dc751d071cff44014dbdc43
com.liferay	org.eclipse.osgi	3.13.0.LIFERAY-PATCHED-9		06f44c27507fff013df894d301c29d02ad35341c
com.marcnuri.yakc	kubernetes-client	0.0.0		c26020e6fb53dd85a8bc08ba3ead4b27dcc9c057
com.marcnuri.yakc	kubernetes-client	0.0.1		7a5570305ed00017f1098c23a2bbabca11c61753
com.marcnuri.yakc	kubernetes-client	0.0.10		36373c2dabec8184bb353ac07d44c37fa9afb328
com.marcnuri.yakc	kubernetes-client	0.0.11		3e4939cdcf532e0ba69de0a141bede2634e567ce
com.marcnuri.yakc	kubernetes-client	0.0.12		cc91b1d6054eab941bae6eb5425e29fd5e6e9b48
com.marcnuri.yakc	kubernetes-client	0.0.13		996e6a8421338192944c9725eae3c25f8935e29a
com.marcnuri.yakc	kubernetes-client	0.0.14		b16db71979e7f2f32e3d0708af37a79ce279c8fc
com.marcnuri.yakc	kubernetes-client	0.0.15		71ea8626a66d52c37a168af18baace0992ddd62f
com.marcnuri.yakc	kubernetes-client	0.0.16		375dd700cfc210e132565fda7a8023266f0d6b35
com.marcnuri.yakc	kubernetes-client	0.0.17		3dac028682041d7a830b0a10b86c96987e14101d
com.marcnuri.yakc	kubernetes-client	0.0.18		2e1fb5a90e51598eacaf1aa52f506adce3075dd9
com.marcnuri.yakc	kubernetes-client	0.0.19		6cbbc96eabaf124405a3285da5345b702c89d3bc
com.marcnuri.yakc	kubernetes-client	0.0.2		070bcb00b201047f76b40c57684749a0fdb4f0e5
