org.apereo.cas	cas-server-support-digest-authentication	6.5.0-RC4	-	14ba57cbd1c5c71976e326227ea0b3af216513df
org.apereo.cas	cas-server-support-digest-authentication	6.5.0-RC5	-	10c2ac7add2b48b396c5418a851de90ec0f97f22
org.apereo.cas	cas-server-support-digest-authentication	6.5.1	-	de55b3850e4c9ffc3bc0fe4460551d56ed561431
org.apereo.cas	cas-server-support-digest-authentication	6.5.2	-	8982fc1c657bf600f8ad4bee6d62671da4389990
org.apereo.cas	cas-server-support-digest-authentication	6.5.3	-	872137dac294d7b5bcc83004a602070db493b7a1
org.apereo.cas	cas-server-support-digest-authentication	6.5.4	-	6b62a20f8be6676536baba795b4ba82580fb4034
org.apereo.cas	cas-server-support-digest-authentication	6.5.5	-	dfb5e6fb0865037ffbc9f817e2faf52be4a4abb6
org.apereo.cas	cas-server-support-digest-authentication	6.5.6	-	ddc4db1f8ddb2c9e8d49feaa895b3bf78d3f24d4
org.apereo.cas	cas-server-support-digest-authentication	6.5.7	-	4a4a1bd084a4e519331c7901b027d1c40127d953
org.apereo.cas	cas-server-support-digest-authentication	6.5.8	-	06dccd3cc4d1d1ee1a8fc07b070803d7d4ad34b1
org.apereo.cas	cas-server-support-digest-authentication	6.5.9	-	53e3545a7a28e38e6c3da7ce2bf2eaa63f844afc
org.apereo.cas	cas-server-support-digest-authentication	6.5.9.1	-	326670f91e32c5359f14dcee82769ec0ac2a4e03
org.apereo.cas	cas-server-support-digest-authentication	6.5.9.2	-	f26a38bb3ea2f3858736f38e6b8dee226fd22611
org.apereo.cas	cas-server-support-digest-authentication	6.5.9.3	-	0be8f777375fd20ab199fc9273272d97546d7cd4
org.apereo.cas	cas-server-support-digest-authentication	6.5.9.4	-	23e7c078c1f687a02ddfa7fd05907559b35f0a06
org.apereo.cas	cas-server-support-digest-authentication	6.6.0	-	4e046bb261682f8e3064e950a5185c111a7a1c7e
org.apereo.cas	cas-server-support-digest-authentication	6.6.0-RC1	-	2617e204cb408726339cc0870f9c7d60c42a066b
org.apereo.cas	cas-server-support-digest-authentication	6.6.0-RC2	-	cd59c6011435243e40ff0e3d0e0deb479b7582ba
org.apereo.cas	cas-server-support-digest-authentication	6.6.0-RC3	-	338a84aa61117042bee4705ea3cbbefc794b641f
org.apereo.cas	cas-server-support-digest-authentication	6.6.0-RC4	-	2288bcd45c53b4f9778c5e439d032729ee523077
org.apereo.cas	cas-server-support-digest-authentication	6.6.0-RC5	-	87a586a99c043893e7718f7b180575e1ae3720a8
org.apereo.cas	cas-server-support-digest-authentication	6.6.1	-	b7ea92d139ab5e0d17f46979a264c2982bcf34b3
org.apereo.cas	cas-server-support-digest-authentication	6.6.10	-	a2cecee69082c051704ac921a463de00ed068f23
org.apereo.cas	cas-server-support-digest-authentication	6.6.11	-	71af0a7ce66dee7b6ca8d9817ea36d17b30b2e4d
org.apereo.cas	cas-server-support-digest-authentication	6.6.12	-	a4207d4806ed877f51606809f5fe620c13b00322
org.apereo.cas	cas-server-support-digest-authentication	6.6.13	-	1eae5144afdbbd9920438c597f3f3d544c3c0d47
org.apereo.cas	cas-server-support-digest-authentication	6.6.14	-	69dc53be306ab06f8a82909b1052af4762450303
org.apereo.cas	cas-server-support-digest-authentication	6.6.15	-	7944e1ea436d3e2494fa06210adc425953094007
org.apereo.cas	cas-server-support-digest-authentication	6.6.15.1	-	3d83508d3d37b69f395b7dcc3cbab1ea2e861df6
org.apereo.cas	cas-server-support-digest-authentication	6.6.15.2	-	b7c1abc854d1ff58a65d6d41de0ee56f192e36b3
org.apereo.cas	cas-server-support-digest-authentication	6.6.2	-	b4b430cfd5aad5a2dbce18c95e3342f838f3b072
org.apereo.cas	cas-server-support-digest-authentication	6.6.3	-	056a3b280fcf4241cb912c912e6e6fd3a79d6de3
org.apereo.cas	cas-server-support-digest-authentication	6.6.4	-	3c400846c9b1f3ebc5c7e9d08c859c2ab7d45ee6
org.apereo.cas	cas-server-support-digest-authentication	6.6.5	-	d602d72f7301c28b8e88ad60da405f9c612ecdcc
org.apereo.cas	cas-server-support-digest-authentication	6.6.6	-	adc3388e65a48e02ab037f6d5364935273a84955
org.apereo.cas	cas-server-support-digest-authentication	6.6.7	-	820351a3618aa2954004c6ea3ba890cf8949839d
org.apereo.cas	cas-server-support-digest-authentication	6.6.8	-	3f2a6f43093113e2a3e1d4a44165be35947e8ddc
org.apereo.cas	cas-server-support-digest-authentication	6.6.9	-	a9904342d167a1c3942aa97adfbf12b587c2714b
org.apereo.cas	cas-server-support-digest-authentication	v6.4.0-RC5	-	800a7e40be310b1a6cc7597f4cb73bd10040b6a7
org.apereo.cas	cas-server-support-digest-authentication	v6.4.0-RC6	-	a0a0e9024e06b5bfa851624db257ed3822310214
org.deeplearning4j	deeplearning4j-play_2.11	0.7.0	-	0931a7084e9de18537a8e936b5c490180c734fbe
org.deeplearning4j	deeplearning4j-play_2.11	0.7.1	-	253a8ca1e99ee6c96f64490e1e49e7655a108f7a
org.deeplearning4j	deeplearning4j-play_2.11	0.7.2	-	7851d2aa10dbbe73bf01297279030be6a05553bc
org.deeplearning4j	deeplearning4j-play_2.11	0.8.0	-	d892090304867b78d7636dde6d8876951d04911e
org.deeplearning4j	deeplearning4j-play_2.11	0.9.0	-	a3923e170e14f702132ba877919570b8b983b8db
org.deeplearning4j	deeplearning4j-play_2.11	0.9.1	-	d1151a0a77078bb11660a72ae274277c26418a7b
org.deeplearning4j	deeplearning4j-play_2.11	1.0.0-alpha	-	a1c2303c7fb231fee006bf6b2674c4058531e420
org.deeplearning4j	deeplearning4j-play_2.11	1.0.0-beta	-	35f2f761a8bdedc79d0d85450e4d36e0dcb8f0ba
org.deeplearning4j	deeplearning4j-play_2.11	1.0.0-beta2	-	664f96c96f296d8f5bef5625fa0ad4debaaec3e2
org.deeplearning4j	deeplearning4j-play_2.11	1.0.0-beta3	-	210a0bec7daa99e3260aad8e7d5ad9d157a9bc86
org.deeplearning4j	deeplearning4j-play_2.11	1.0.0-beta4	-	2a682ecdef7f1799a395a32616ddc0543588b935
org.deeplearning4j	deeplearning4j-play_2.11	1.0.0-beta5	-	06bae8321b53f05317f429c4ab20579998da345c
org.eclipse.edc	dsp-catalog-validation-lib	0.10.0	-	880226c47336d85f7356914ed5fb7ff52db55d95
org.eclipse.edc	dsp-catalog-validation-lib	0.10.1	-	c323d251174718ba4180e48732062c3ea276b733
org.eclipse.edc	dsp-catalog-validation-lib	0.11.0	-	ef9bbc763b0d05118a2fab8f9f321b124fef3f2b
org.eclipse.edc	dsp-catalog-validation-lib	0.11.1	-	2b6f68f1bbe18fae66b03692e5f447df4085153c
org.eclipse.edc	dsp-catalog-validation-lib	0.12.0	-	111138fd01d80cf1da7b51149a37a8675b541d1e
org.fusesource.hawtbuf	hawtbuf	1.0	-	0a0482bcc14f503a32bb49a69e1b081250792c6d
org.fusesource.hawtbuf	hawtbuf	1.1	-	4a886b9e789f70d9e7f072e2370cb17c90e3b1c3
org.fusesource.hawtbuf	hawtbuf	1.10	-	a20907168eb4f05c8f777e1671d8070cd06715e4
org.fusesource.hawtbuf	hawtbuf	1.11	-	8f0e50ad8bea37b84b698ec40cce09e47714a63e
org.fusesource.hawtbuf	hawtbuf	1.2	-	eb921ac304bc93342d470622848854b027001d91
org.fusesource.hawtbuf	hawtbuf	1.3	-	0daeedd97809e853cf40caa325d52c78891dcef0
org.fusesource.hawtbuf	hawtbuf	1.4	-	d090924d1320716baaa763e538f6eb5013625672
org.fusesource.hawtbuf	hawtbuf	1.5	-	69115787f576747122b3e737ba662e1c365c75f3
org.fusesource.hawtbuf	hawtbuf	1.6	-	fa3f297b89e332ff28ed00cfbd20e1e5f8b9666b
org.fusesource.hawtbuf	hawtbuf	1.7	-	d6a9508beaea9fe0f5f22a6872ee738b9c34770e
org.fusesource.hawtbuf	hawtbuf	1.8	-	921c304d02e27c036c9907818cf47103aae66106
org.fusesource.hawtbuf	hawtbuf	1.9	-	4a42b835d1df77db8c9a144a11ebb4600a372f5f
org.glassfish.provider	gfprobe-provider-client	3.0	-	074b177337540998fe989463f8ab60cadf379662
org.glassfish.provider	gfprobe-provider-client	3.0.0-b001	-	15d92d2da2f31484c50a123ca12bea41f5578d9f
org.glassfish.provider	gfprobe-provider-client	3.0.0-b002	-	ac34b55ab0ae0917c0aa4117af9933496728196a
org.glassfish.provider	gfprobe-provider-client	3.0.0-b003	-	67b20859241bd097b7d1187099f63883cafede5a
org.glassfish.provider	gfprobe-provider-client	3.0.0-b004	-	b5d7e618437c61fb6e120c095696ddfff0a48ebc
org.glassfish.provider	gfprobe-provider-client	3.0.0-b005	-	b615feef818c0c8038ffc393ca816600f6571305
org.glassfish.provider	gfprobe-provider-client	3.0.0-b006	-	48daeaf88e60579f754b6a87a82010bae7540fa0
org.glassfish.provider	gfprobe-provider-client	3.0.0-b007	-	28c2f809cbc26c9906ce4d29c598f1d99a6304a6
org.glassfish.provider	gfprobe-provider-client	3.0.0-b008	-	33d96967c9962edce6376b55eb3800e44740e94b
org.ifinalframework.data	final-data-core	1.2.0	-	510d8f0566cdc128096514b5279d19a37c5b05cb
org.ifinalframework.data	final-data-core	1.2.0-alpha	-	f46669d52412615d191e9e8df28e5a0f5d6377b3
org.ifinalframework.data	final-data-core	1.2.1	-	29da06ecaa061158735dc0638ab74a7661a189f1
org.ifinalframework.data	final-data-core	1.2.1-alpha	-	2d6494270bd7f1d403aed411e06c3ef1b3e92e42
org.ifinalframework.data	final-data-core	1.2.2	-	34dc7bb2ac5f33ca97ca3393143b43d6e1129a13
org.ifinalframework.data	final-data-core	1.2.3	-	412469488ab83eac1036e041fdc61a04d22948af
org.ifinalframework.data	final-data-core	1.2.4	-	a75786a00973d11225bfc798ad5e8eded5e809d9
org.ifinalframework.data	final-data-core	1.3.0	-	68c89762bf8ac2ec2be511f24a4b58f47b5d5fdb
org.ifinalframework.data	final-data-core	1.3.1	-	5881472e5e1bd3464aa3296945858444238a3b0e
org.ifinalframework.data	final-data-core	1.3.2	-	aaa3205f0efa83a723020f7bd5ad3063d9546d39
org.ifinalframework.data	final-data-core	1.3.4	-	ff4409a8f145116d4fabbd794667a00cb7c3a1d9
org.ifinalframework.data	final-data-core	1.3.5	-	6471ab03efd82ed49073cbd3fa934ab1ed335e9e
org.ifinalframework.data	final-data-core	1.4.0	-	6bd139952f024f7156a91ada503aa84a2a82dedd
org.ifinalframework.data	final-data-core	1.4.1	-	2dcc47fdac16259b20def4cae0708d415c52e7d5
org.ifinalframework.data	final-data-core	1.4.2	-	c806974984f36d0d351401818f4b1ed481e2ed39
org.ifinalframework.data	final-data-core	1.5.0	-	8e9fa0afa956223ee303a3a206c4cd822efd3cf1
org.ifinalframework.data	final-data-core	1.5.1	-	c268e185b420125d165cd74e5883b6f4c13cbcef
org.ifinalframework.data	final-data-core	1.5.2	-	30b1581f9b9c69eb6d6dae30b2d16c3c3a6a3684
org.ifinalframework.data	final-data-core	1.5.3	-	4e142af26f1ae25e22f8878d13fe1208dd180bc0
org.ifinalframework.data	final-data-core	1.5.4	-	3a6f0aeb32e345174e804c8bdcc89960fbc7e869
org.ifinalframework.data	final-data-core	1.5.5	-	35e11cc19fa6fe80b228a06360b9897a9b31238a
org.ifinalframework.data	final-data-core	1.5.5-alpha	-	5d076c44ce5d803689305cba5ceedc60948b497e
org.julienrf	faithful_sjs0.6_2.13	2.0.0	-	ce2f30485b00e5b12327fce5c241e7628469682b
org.julienrf	faithful_sjs0.6_2.13	2.0.0-M1	-	4bb7a74115bea912d45e35f30ff17f21b3e1b783
org.kevoree.mwg.plugins	mljs	1	-	2ec380f0916bdffec882cffe207aac31b32432a4
org.kevoree.mwg.plugins	mljs	2	-	54771db5e97d2c9799d1c6ada5d3614a86e818ca
org.kevoree.mwg.plugins	mljs	3	-	9dacd47b13499850435011d3fa443fa2c2e7c937
org.kevoree.mwg.plugins	mljs	4	-	5bf0514dce5f2ba141445b242f905b2c3848701f
org.kevoree.mwg.plugins	mljs	5	-	f0c1b6658a28d25d402fe35e9c019fd745f3ab43
org.kevoree.mwg.plugins	mljs	6	-	df4434a15a1a6bbfde3db6fb73fd3756ee17509a
org.kie.guvnor	guvnor-project-config-editor-client	6.0.0.Alpha8	-	b52ca7899721c23e8de571b6afd2e4df167467f5
org.kie.guvnor	guvnor-project-config-editor-client	6.0.0.Alpha9	-	6fd7f735e9253535e1c2bd80772c148a362f68a1
org.kie.guvnor	guvnor-project-config-editor-client	6.0.0.Beta1	-	e3e7023e7e95f2febaf8538d358a1ccf62cfc0ac
org.kie.guvnor	guvnor-project-config-editor-client	6.0.0.Beta2	-	2da43e5c24948ae835bdd902f6dd4bced68adba5
org.milyn.edi.unedifact	d08a-mapping	1.0	-	7190033a86fa58f0d309f82dc72642ad9252cecd
org.milyn.edi.unedifact	d08a-mapping	1.4	-	eb86aa7ee950fb94f87cddd7eb9d1da44cfbdb6d
org.milyn.edi.unedifact	d08a-mapping	1.4.1	-	a99bd93c2c9f04fe541a2b1b03735a6d6251ff83
org.milyn.edi.unedifact	d08a-mapping	1.4.2	-	91b3d063c88ef5592fc5ddb41c78b0f3a26a30b2
org.milyn.edi.unedifact	d08a-mapping	1.5	-	1cfd3387dd663ef1a13d62ffd391153e995bcf3b
org.milyn.edi.unedifact	d08a-mapping	1.5.1	-	e817882ad6a0953c3e658431c8b06d18e6a43e7e
org.milyn.edi.unedifact	d08a-mapping	1.5.2	-	416c12958d9eb53669c05ddf2426ebcc4705f2c5
org.milyn.edi.unedifact	d08a-mapping	1.6	-	fb1cee2002e24c27658dd14114d6ef0ce1727101
org.milyn.edi.unedifact	d08a-mapping	1.7.0	-	6aadd72caf1049e2048574c90d9c88f5d5314fd8
org.milyn.edi.unedifact	d08a-mapping	1.7.1.0	-	a712eeb60b9a2444f1f7c4d77ed22349bd270e27
org.opendaylight.l2switch.hosttracker	hosttracker-model	0.1.0-Helium	-	954e0776e13ea3d65d63549759b73367dcb73ee5
org.opendaylight.l2switch.hosttracker	hosttracker-model	0.1.1-Helium-SR1	-	2b7dde4a9ac07c2829b23989c0f1aca69b4337d8
org.opendaylight.l2switch.hosttracker	hosttracker-model	0.1.1-Helium-SR1.1	-	cdf525039f16be0bdeb01d84f6b9a914a37ce265
org.opendaylight.l2switch.hosttracker	hosttracker-model	0.1.2-Helium-SR2	-	246e212470a02986ec72ffbb41d4a87f1c3a3f61
org.opendaylight.l2switch.hosttracker	hosttracker-model	0.1.3-Helium-SR3	-	628f9178e97a3a11e1efc3ea364fdf7b51605c6b
org.opendaylight.l2switch.hosttracker	hosttracker-model	0.1.4-Helium-SR4	-	90c92bf016b619574cec234f2fed440ffe1722e3
org.opendaylight.l2switch.hosttracker	hosttracker-model	0.2.0-Lithium	-	fd558197b62094df12f64f497d39633a2f2b45b1
org.opendaylight.l2switch.hosttracker	hosttracker-model	0.2.1-Lithium-SR1	-	7a7d2462e1f9f0303a336cdb6662a101a62f6cca
org.opendaylight.l2switch.hosttracker	hosttracker-model	0.2.2-Lithium-SR2	-	d7ebc9fffd9b826356923da233f74e6619c3c410
org.opendaylight.l2switch.hosttracker	hosttracker-model	0.2.3-Lithium-SR3	-	b45bf6db35780d3d851931967bb87a1d2e084308
org.opendaylight.l2switch.hosttracker	hosttracker-model	0.2.4-Lithium-SR4	-	3f4fbb4f6123adfb5c540404e76a3b30888da10b
org.opendaylight.l2switch.hosttracker	hosttracker-model	0.3.0-Beryllium	-	c70dc013b7ed7023ae304b3aa2369c1fef52940d
org.opendaylight.l2switch.hosttracker	hosttracker-model	0.3.1-Beryllium-SR1	-	7dfcbc0b467f3810a6771fc6466ec73a7dabb906
org.opendaylight.l2switch.hosttracker	hosttracker-model	0.3.2-Beryllium-SR2	-	f1a9c9f97315a5237e800fe2e4cef0bd5a2a9fed
org.opendaylight.l2switch.hosttracker	hosttracker-model	0.3.3-Beryllium-SR3	-	cb10568af425d73d9f45d731015156bd276623a2
org.opendaylight.l2switch.hosttracker	hosttracker-model	0.3.4-Beryllium-SR4	-	38b9417dcda60899dc351e161012e69644042550
org.opendaylight.l2switch.hosttracker	hosttracker-model	0.4.0-Boron	-	54fed7ccadad8b35b3071ba91036de280969fe66
org.opendaylight.l2switch.hosttracker	hosttracker-model	0.4.1-Boron-SR1	-	822ae1b747cb55ae1d07a7c69fc99c9f934c7a07
org.opendaylight.l2switch.hosttracker	hosttracker-model	0.4.2-Boron-SR2	-	e6858b6dc5c2ddc43458a764c88f51d985551c70
org.opendaylight.l2switch.hosttracker	hosttracker-model	0.4.3-Boron-SR3	-	32da23d2c772dd31b6dc54aea02e08c9b336c292
org.opendaylight.l2switch.hosttracker	hosttracker-model	0.4.4-Boron-SR4	-	f1a26d1bf0b91faa3a11aa45ce84e661e3f2f3d2
org.opendaylight.l2switch.hosttracker	hosttracker-model	0.5.0-Carbon	-	e7005f9533420c1acf1f5c283b5f9c93d212ab01
org.opendaylight.l2switch.hosttracker	hosttracker-model	0.5.1-Carbon	-	bc62005e1240c41871eded01ef6f6d6dfe7a31e6
org.opendaylight.l2switch.hosttracker	hosttracker-model	0.5.2-Carbon	-	84554f8a3d071574fd9351c459c4f0de253a8343
org.opendaylight.l2switch.hosttracker	hosttracker-model	0.5.3-Carbon	-	e6b5a7fed655de2589fe877ed07d412171bc53c6
org.opendaylight.l2switch.hosttracker	hosttracker-model	0.5.4-Carbon	-	a68a4523a7d41ab06fee433fcb94e9f651ccd665
org.opendaylight.l2switch.hosttracker	hosttracker-model	0.6.0	-	a87f89c51830f0133ca81e7194e9284ef054ab5e
org.opendaylight.l2switch.hosttracker	hosttracker-model	0.6.1	-	50e59b6420aecd2633dad3cc46c380cfd39b25fe
org.opendaylight.l2switch.hosttracker	hosttracker-model	0.6.2	-	a2d98759527117dd6d0c1a58283bfb1a17d408a6
org.opendaylight.l2switch.hosttracker	hosttracker-model	0.6.3	-	a4d419717347e33faf0947be82c032fdb869da12
org.opendaylight.l2switch.hosttracker	hosttracker-model	0.7.0	-	225fd1ec5c675f463ed36efffe43e6dd63b20572
org.opendaylight.l2switch.hosttracker	hosttracker-model	0.7.1	-	fef6fc70c4e8578562b121096bdbc27a53eea2d5
org.opendaylight.l2switch.hosttracker	hosttracker-model	0.7.2	-	08fd9fc874a109475b3ce6f1612b04c6bc5e645f
org.opendaylight.l2switch.hosttracker	hosttracker-model	0.7.3	-	15da80e3418f1f8a5645e0bd0546bc5b937e3c65
org.opendaylight.l2switch.hosttracker	hosttracker-model	0.7.4	-	072b16319c4d8a1e674f6deec95ac73f6c45d73f
org.openidentityplatform.openidm	openidm-external-rest	6.0.0	-	5b5ca9f612bce1d43953eb785cd0e73540b352ca
org.openidentityplatform.openidm	openidm-external-rest	6.0.1	-	2fd15b5f479a0a081449bdfd61789acc1ef48b75
org.openidentityplatform.openidm	openidm-external-rest	6.0.2	-	4b14ddfe269e0928647a122de62d84b08b0c2759
org.openidentityplatform.openidm	openidm-external-rest	6.1.0	-	514e0638e49fd97e3c14ac91ae1824c653cb6879
org.openidentityplatform.openidm	openidm-external-rest	6.1.1	-	f6ada6dc2a4a61a130798cbc407ec5f98c5f7a4b
org.openidentityplatform.openidm	openidm-external-rest	6.1.2	-	2255c1ea31766868c247c2b702a18e9c7dd6216a
org.openidentityplatform.openidm	openidm-external-rest	6.2.0	-	a69ccb990c53e5c3c98edbbc15e5c3487c4e9812
org.openidentityplatform.openidm	openidm-external-rest	6.2.1	-	d5340ea9fc24d2244d9dcb12a3fcf47d2858d32f
org.openidentityplatform.openidm	openidm-external-rest	6.2.2	-	c69adeae8646904cd1b4598b5c63d101b538a7f1
org.openidentityplatform.openidm	openidm-external-rest	6.2.3	-	309ae4588ee503147cd31a6bf96cd9858007a28f
org.openidentityplatform.openidm	openidm-external-rest	6.2.4	-	740ebd47ab02f84d8b1d79efc8f2c5a5b7e1688a
org.openidentityplatform.openidm	openidm-external-rest	6.2.5	-	0e352e46b73c813990e47d8512140fae46123f48
org.sakaiproject.kernel	kernel-site	1.3.0	-	58426aca19d148ea0d27b9d9224103be77973f05
org.sakaiproject.kernel	kernel-site	1.3.0-b03	-	bffa705e012976d32e4f3bc878bb8bcd6f6c625f
org.sakaiproject.kernel	kernel-site	1.3.0-b04	-	5fbbc51f70a1f804ba69809ef202a1fa97612df5
org.sakaiproject.kernel	kernel-site	1.3.0-b06	-	12e3c1ecec34a2ba9ee2deafd61cfaa6f4779d0f
org.sakaiproject.kernel	kernel-site	1.3.0-b07	-	f2f2ec06526b70d6862117d4033c009d4c443239
org.sakaiproject.kernel	kernel-site	1.3.0-rc01	-	39b276218857821a0e34b0043a8baf33ed09f602
org.sakaiproject.kernel	kernel-site	1.3.0-rc02	-	f206402a2214504e627ddc8852b4d0dfb317e26a
org.sakaiproject.kernel	kernel-site	1.3.0-rc03	-	f4235d473a3885a4b44e9e0127b4b920534a2ca1
org.sakaiproject.kernel	kernel-site	1.3.1	-	e7f5843e3e8b5b60797597877fc8ae3fc056bd0e
org.sakaiproject.kernel	kernel-site	1.3.2	-	9aaba207050a0ce59dab4d7f0c15b02b3be20bd1
org.sakaiproject.kernel	kernel-site	1.3.3	-	773555adc6d09568af16bc1c2f072a503c714bd1
org.scalatestplus	selenium-4-6_2.10	3.2.14.0	-	b96da05e29922484e29489c565a544aa3f2879f2
org.scalatra	scalatra-twirl_2.13	2.7.0	-	63df45257ae6fe3678a4c4faed1f68ec82ae2761
org.scalatra	scalatra-twirl_2.13	2.7.0-RC1	-	506f43ae1369b51ef027ff1ae426d5f61c661b44
org.scalatra	scalatra-twirl_2.13	2.7.1	-	7dd2b401fa2ca0d90bf71781a11b6c973209eb4b
org.scalatra	scalatra-twirl_2.13	2.8.0	-	c900612ccb64f2482fa3981f38b67b6cffb0432e
org.scalatra	scalatra-twirl_2.13	2.8.1	-	2f96c022f80b8ae561173a781a08014ca1144c07
org.scalatra	scalatra-twirl_2.13	2.8.2	-	adc4095da97963020a544f780291641c17e093cd
org.scalatra	scalatra-twirl_2.13	2.8.3	-	4570dd3154872f80167c1f9ba896901b29552078
org.scalatra	scalatra-twirl_2.13	2.8.4	-	f406884d2ada9ec1d68c9a2630cb225244da90ed
org.scalatra	scalatra-twirl_2.13	3.0.0-M1	-	7ee6c9021a0443eaa615321a241dddca2c041ca2
org.scalatra	scalatra-twirl_2.13	3.0.0-M2	-	1fcadb24cc6c0cd384ca4f6256899ac8f0c7d1d6
org.scalatra	scalatra-twirl_2.13	3.0.0-M3	-	7801c0995a06bf89281dce9572eab9a45f9721ab
org.scalatra	scalatra-twirl_2.13	3.0.0-M4	-	4b506a033f31d6e434afb1e12f0f8bad5e098955
org.scalatra	scalatra-twirl_2.13	3.0.0-M4-jakarta	-	646752c77fffbc832033c22bb6b1c64edf03df51
org.scalatra	scalatra-twirl_2.13	3.0.0-M5-jakarta	-	e563bf8d813a5884762875072d34e553391aed47
org.scalatra	scalatra-twirl_2.13	3.0.0-M5-javax	-	465831ea40fcac9832ffe4096722da8b54e68dbf
org.seedstack.addons.cci	cci	1.0.0	-	059db62f10ba285ded3df1bb117add3150c57f3b
org.seedstack.addons.cci	cci	1.0.1	-	22143f0a6faa5b5d5fc74151679190c09d8aafc1
org.seedstack.addons.cci	cci	1.1.0	-	bfd5de3b35ca635b4fce14e0ec66bbec126def5d
org.springframework.ai	spring-ai-starter-mcp-client-webflux	1.0.0-M7	-	c69549bf2fc8f511be3abe09322cae5525902a63
org.springframework.ai	spring-ai-starter-mcp-client-webflux	1.0.0-M8	-	b72d3822c6d5f7b573876bda8c9845850b22bfef
org.typelevel	cats-parse_sjs1_3.0.0-M1	0.1-30-3637d52	-	7dc377ade9f7c8c6378e3a5493976c9f7bd39dc1
org.typelevel	cats-parse_sjs1_3.0.0-M1	0.1-31-923a513	-	9bed8a96f119e0aa22abc000a250f47b058ceadf
org.typelevel	cats-parse_sjs1_3.0.0-M1	0.1-33-504a556	-	edc5b90e7989b85613580471e46b70b7fa1944a3
org.typelevel	cats-parse_sjs1_3.0.0-M1	0.2-1-5c55841	-	c9ab347a128a9c8c8241c00886077c39b962dc6c
org.typelevel	cats-parse_sjs1_3.0.0-M1	0.2-2-454127f	-	c7c486ddbdc4e1001a76426f93ff39919c4ee10d
org.typelevel	cats-parse_sjs1_3.0.0-M1	0.2-3-6b35d6e	-	6d30c46f9661378930d8ddab56d1d09918eea7eb
org.typelevel	cats-parse_sjs1_3.0.0-M1	0.2-34-848b05d	-	54f0437fa971eca0343ddfd546581784fae2ce38
org.typelevel	cats-parse_sjs1_3.0.0-M1	0.2-35-b456c60	-	a19022d8cf3657b173d03f001fba60f56aeb12a3
org.typelevel	cats-parse_sjs1_3.0.0-M1	0.2-38-a7fb824	-	abc762a6414c8e13d0ee313c3e18a03decbbe123
org.typelevel	cats-parse_sjs1_3.0.0-M1	0.2-39-6daeefc	-	012baf61ca53080f3ed61a61b17c206c5a4697f2
org.typelevel	cats-parse_sjs1_3.0.0-M1	0.2-4-e0d1226	-	b9f051937a8973e16b9bf57de4be1cb929acc6d0
org.typelevel	cats-parse_sjs1_3.0.0-M1	0.2-40-bd8cef4	-	23989d50cd41cbcf7435e7aa46dfca1941784e0a
org.typelevel	cats-parse_sjs1_3.0.0-M1	0.2-41-437af75	-	e801c25589a814346fc14db7f4a79a37c7f5b9e0
org.typelevel	cats-parse_sjs1_3.0.0-M1	0.2-5-5e80a95	-	2bca635563d8598c518976e4b6ce173ea678ddf6
org.typelevel	cats-parse_sjs1_3.0.0-M1	0.2-6-9db5bd8	-	25f0671200db3da31ec1e30d4f2eb3dbf9a9c959
org.typelevel	cats-parse_sjs1_3.0.0-M1	0.2-7-1d9136d	-	c8fd3882ec36dd84e43fceb56a4c8caccf997393
org.typelevel	cats-parse_sjs1_3.0.0-M1	0.2-8-15d42dd	-	88da42760274e3d58dcce323652eba38d80c5cb8
org.typelevel	cats-parse_sjs1_3.0.0-M1	0.2-9-3e79914	-	c9c1d154445398cfc9450f9d98b67376bcb795c4
org.typelevel	cats-parse_sjs1_3.0.0-M1	0.2.0	-	8b6df40de1974fb928c705c6f9eded50096f05f0
org.typelevel	cats-parse_sjs1_3.0.0-M1	0.3-10-ef9c471	-	97a6f65358e36c49d7afd3eaf79d84b711bc398f
org.typelevel	cats-parse_sjs1_3.0.0-M1	0.3-11-1fae2eb	-	c70875fd3b2e71565be217dae272a275f073b31b
org.typelevel	cats-parse_sjs1_3.0.0-M1	0.3-12-378d838	-	acd1ae3c8d85cc0bbf775e040dff91d98482ba93
org.typelevel	cats-parse_sjs1_3.0.0-M1	0.3-13-18d8538	-	a002ec2f89284d2a1d7fcc9baef11aed6366017f
org.webjars.npm	levelup	0.18.6	-	4f175f77a301d2201f1ec138d795ce929073c09c
org.webjars.npm	levelup	1.3.1	-	78a64badefcd8107cbee953ba7e64c49f6661097
org.webjars.npm	levelup	3.0.1	-	c750608ee6cf68bbb8d47fa2916c29e3d2db5caa
org.webjars.npm	levelup	4.4.0	-	5f2e5f1e283e08969bb839f3f85c7370b0049ef4
org.webjars.npm	tachyons-opacity	1.1.0	-	9c5a55b88280676aef2764a5f805c5f0f5ddc494
org.webjars.npm	twind__cdn	1.0.8	-	a45d3f90acdb5ab0e844733aa34229647d441b5b
org.wicketstuff	dojo-api	1.4.16	-	11c1f8745258368dfa4c9daf4130231eddfdd726
org.wicketstuff	dojo-api	1.4.16.1	-	9c32cc5f236f1a980aebd9257947665445062cef
org.wicketstuff	dojo-api	1.4.17	-	3920ba25dc5743d99fa880753598cbd2f394dc96
org.wicketstuff	dojo-api	1.4.17.1	-	9eb68a403e263f3daa7099f09ae0ef27222c1400
org.wicketstuff	dojo-api	1.4.17.2	-	8f1cddb4fc4ea6e784febbc539d403b07dd96b99
