ai.realengine	realengine	1.0.0	-	5cd1eb44be6f9451608d51a5ab74f75cc99fa70d
org.bardframework.commons	common-redis	3.9.1	-	c4e834571dbf56fb331aef8548be34ec19da42c7
org.bardframework.commons	common-redis	3.9.11	-	5f9ebbf8cc629538ec80ccedeaee135749ccca06
org.beangle.data	beangle-data-hibernate_2.12	4.3.4	-	680de5c14dd11ab85459eb3a59aa0c9f57adc6f5
org.beangle.data	beangle-data-hibernate_2.12	4.4.0	-	0158d7bac2b0ca2efb9eb3e51e6824bcfcbb321d
org.beangle.data	beangle-data-hibernate_2.12	4.4.1	-	86bb0936448e38eddac7a7d99a0aac9af938e8c7
org.beangle.data	beangle-data-hibernate_2.12	4.4.2	-	acaacca9f5435142f7c45248c30138d651d2daa2
org.beangle.data	beangle-data-hibernate_2.12	4.4.3	-	303df427b7e438adc5fe8f0235f5769eb4830eb1
org.beangle.data	beangle-data-hibernate_2.12	5.0.0	-	0fd120c351b3146c8fb287307bb027f867539a1e
org.beangle.data	beangle-data-hibernate_2.12	5.0.0.M1	-	9a5ee8204daa148fcf92e0e8e10f84474451e907
org.beangle.data	beangle-data-hibernate_2.12	5.0.0.M2	-	70da9b9182501826856d5f22e04b1fe3396fcffb
org.beangle.data	beangle-data-hibernate_2.12	5.0.0.M3	-	ef6894b4cdaa2d530317fe931b2c15ec1ddb7435
org.beangle.data	beangle-data-hibernate_2.12	5.0.0.M4	-	b5d09124c9ad247f246bd058a3bc0602344dae17
org.beangle.data	beangle-data-hibernate_2.12	5.0.0.M5	-	2bb5deb1d253e89a84b7ea38fb85dc408f9b5481
org.beangle.data	beangle-data-hibernate_2.12	5.0.0.M6	-	a5890b40f694365e55ae5c61f033e711b8469dca
org.beangle.data	beangle-data-hibernate_2.12	5.0.1	-	0feca3e4e0c2c5779a8bccdc961182fe84c4b406
org.beangle.data	beangle-data-hibernate_2.12	5.0.10	-	ff24fd0981de45b6e5738f6cf4bb01bb4a2110ba
org.beangle.data	beangle-data-hibernate_2.12	5.0.11	-	9f4ef7c9044b57f5f7d991f38e347ef7fc22107a
org.beangle.data	beangle-data-hibernate_2.12	5.0.2	-	15ae26e2c808bb96c1171788d5b30e6df54564f1
org.beangle.data	beangle-data-hibernate_2.12	5.0.3	-	c35ab4e2905fa05ec682e6accad223c0053a2108
org.beangle.data	beangle-data-hibernate_2.12	5.0.4	-	e16eb1dd35d02e6fac67fd59c07e781e5d5f4838
org.beangle.data	beangle-data-hibernate_2.12	5.0.5	-	2953f52fbe1f11c612f879c0af56697c152920f4
org.beangle.data	beangle-data-hibernate_2.12	5.0.6	-	6a912bf9087b23ce87939e6c4a216cc0045b3cf1
org.beangle.data	beangle-data-hibernate_2.12	5.0.7	-	0a909c88079591b0e5cda9cb67f9bc7ab05d27af
org.beangle.data	beangle-data-hibernate_2.12	5.0.8	-	4c10aa6de480048fcf71f87d31fe94c770b05567
org.beangle.data	beangle-data-hibernate_2.12	5.0.9	-	3971d73e7ce394313174f89405783f2ea5ee9360
org.beangle.data	beangle-data-hibernate_2.12	5.1.0	-	e1fe953cbb7b8c2ba211c6b589c39235226a115e
org.beangle.data	beangle-data-hibernate_2.12	5.1.1	-	e7e2a7f22168eb2724de6d20febbdf5430d29f96
org.beangle.data	beangle-data-hibernate_2.12	5.1.2	-	8a5cf8d74d2ecccaff95b1c307541c3560fe167e
org.beangle.data	beangle-data-hibernate_2.12	5.1.3	-	4910c903c7de4ddbb51844a8759f8a1a8a847284
org.beangle.data	beangle-data-hibernate_2.12	5.1.4	-	048b0eb6495e8636980504e6ee70ae23a0981352
org.beangle.data	beangle-data-hibernate_2.12	5.1.5	-	8363d99c7efc52243fc801bf1e0c955c1e62b065
org.beangle.data	beangle-data-hibernate_2.12	5.1.6	-	5da2bed18c9365d2212af1c9bcd6788fefd2c754
org.beangle.data	beangle-data-hibernate_2.12	5.1.7	-	859791d6ddfb21ce3f346368ad033f5b4725768c
org.bedework.deploy	wfmodulesutil	1.0.0	-	74486d37038540934155f70134169da6f287bd37
org.bedework.deploy	wfmodulesutil	1.0.1	-	08b281a5e5f1059b2b6c4fccf20e397df09f05a1
org.bedework.deploy	wfmodulesutil	1.0.10	-	b16b7d8b47157c599434e979dbe3cac81391ebbd
org.bedework.deploy	wfmodulesutil	1.0.2	-	7bb5504e5653500b254d014b35a87c5c0ddd404a
org.bedework.deploy	wfmodulesutil	1.0.3	-	5f2a6196eba07d524573f80cd56ede14591c1c0c
org.bedework.deploy	wfmodulesutil	1.0.4	-	27ff18aa8abef2f48f059214c09bd60e4d7a0793
org.bedework.deploy	wfmodulesutil	1.0.5	-	5c16b1d27efc7323e434820c5e75ac29093969b8
org.bedework.deploy	wfmodulesutil	1.0.6	-	bf7fc139388fd651cdc695f4a8245c68984113c1
org.bedework.deploy	wfmodulesutil	1.0.7	-	bea7099c998e9b66695e0837a0da931b82e674cc
org.bedework.deploy	wfmodulesutil	1.0.8	-	df9241c48e8b7f84526fcdd92f693e1442b30ee4
org.bedework.deploy	wfmodulesutil	1.0.9	-	3e5c85a8eb1fdbff62a9fbbfb8c70c2a82ab1bb3
org.biopax.paxtools	paxtools-query	4.3.1	-	6eacc9d00b3547c8e6d03971b5af133f93822898
org.biopax.paxtools	paxtools-query	5.0.0	-	4f898d5a5f5b3aac524a711ee40fc40555d49107
org.biopax.paxtools	paxtools-query	5.0.0-beta1	-	6e0af1773f201b620ac05d372b90613e4c51603c
org.biopax.paxtools	paxtools-query	5.0.1	-	8b405e28468e91ebe18e75e08cceb8d8c3e24c0d
org.biopax.paxtools	paxtools-query	5.1.0	-	2a67a06f0d193f8b43da02b6fa472ad5296cffb8
org.biopax.paxtools	paxtools-query	5.2.1	-	511f78671589f652b333e6a7949b548e05a4465a
org.biopax.paxtools	paxtools-query	5.2.2	-	08c2d00fbab83f3817a8955f13a1ccf57525b171
org.biopax.paxtools	paxtools-query	5.3.0	-	911fd10518d215f93f939e5cfa641f9d2a329963
org.biopax.paxtools	paxtools-query	6.0.0	-	64881f892be916d7bb0c10c13785f58a0f078806
org.bitbucket.pshirshov.izumitk	geoip_2.12	1.2.101	-	e09fe9ff4156742dec8d18eea588a1d1582693c1
org.bitbucket.pshirshov.izumitk	geoip_2.12	1.2.104	-	bf96f7c79faa9936ebf1dae2086134fe05c482e5
org.bitbucket.pshirshov.izumitk	geoip_2.12	1.2.105	-	914d3dad901f71ce1d9b36477758943b22f0a408
org.bitbucket.pshirshov.izumitk	geoip_2.12	1.2.106	-	e38ed1e9b37e83e490891c399881631b79391319
org.bitbucket.pshirshov.izumitk	geoip_2.12	1.2.107	-	06b1d37bff997d3bdce016410b826e56c6bca92b
org.bitbucket.pshirshov.izumitk	geoip_2.12	1.2.108	-	d4f4886a7edddbfde79b55efb32af4d406b6e3de
org.bitbucket.pshirshov.izumitk	geoip_2.12	1.2.109	-	9919e3b477ddfa2f9a7449fe816c71344fb7212e
org.bitbucket.pshirshov.izumitk	geoip_2.12	1.2.89	-	216e6112afebb1a52811cd035906fe94f2e69c3c
org.bitbucket.pshirshov.izumitk	geoip_2.12	1.2.90	-	fff743295d9ff3345d70979b47b56e5641cb1b70
org.bitbucket.pshirshov.izumitk	geoip_2.12	1.2.91	-	8cd22a596d3a63aa80fb5c43a833ba6c4882cb4c
org.bitbucket.pshirshov.izumitk	geoip_2.12	1.2.92	-	8a9003a73f42e1cbc0b92e1c840a0924ce352b24
org.bitbucket.pshirshov.izumitk	geoip_2.12	1.2.93	-	acfdb45f37da87f0224efa94564bbbbf4803c461
org.bitbucket.pshirshov.izumitk	geoip_2.12	1.2.96	-	a4b6de030b1aeb2e3e1b224ada36e0e501e3c976
org.bitbucket.pshirshov.izumitk	geoip_2.12	1.2.98	-	68199cf1bb1badf0bb925dfec13587d4123e5d8e
org.bitbucket.pshirshov.izumitk	geoip_2.12	1.2.99	-	a61a4b5d0f6226207238ee4503c9fa216e3930d6
org.bitlap	scala-macro-tools_2.13	0.3.4	-	7d8e38e8216194c3d025c15a259b6066f3b6c971
org.blocks4j.commons	blocks4j-commons-metrics3	1.2.10	-	caa0734200bcdc69c391bf8304749ab40d494b0a
org.blocks4j.commons	blocks4j-commons-metrics3	1.2.5	-	ab994c70305fe86a80fa991b5e1ac948645f0850
org.blocks4j.commons	blocks4j-commons-metrics3	1.2.6	-	8adbd754651cda02f0623b47b420bd8a026e17f4
org.blocks4j.commons	blocks4j-commons-metrics3	1.2.7	-	93e39e7d13ee9ccfba44beddc2dda2e399551048
org.blocks4j.commons	blocks4j-commons-metrics3	1.2.8	-	587fc85563b3ffdfcb60fb7a51e9b797859b0005
org.blocks4j.commons	blocks4j-commons-metrics3	1.2.9	-	3cc145cf510dab627f3c2825c01b1d31dc6fd467
org.bndly.common.rest	org.bndly.common.rest.servlet-impl	1.0.0	-	dbef36f1ad038bce8939c72f725061f3902f1b71
org.bndly.common.rest	org.bndly.common.rest.servlet-impl	1.0.1	-	527068a7c0ace11a99e93b98398c5fb4cda5810e
org.bndly.common.rest	org.bndly.common.rest.servlet-impl	1.0.2	-	0b683394c738d9a6bce3c300ec750bd7ee3df4f8
org.bndly.common.rest	org.bndly.common.rest.servlet-impl	1.0.3	-	c081bee11eb6b824d7ee2a15546e012ec257b4fe
org.bndly.common.rest	org.bndly.common.rest.servlet-impl	1.0.4	-	c242cc814c0249c94eb586f142fc383a399c09bc
org.bndly.common.rest	org.bndly.common.rest.servlet-impl	1.0.5	-	17a9c8b89cd30c4ba9a0d45037e151f6ba958c9d
org.bndly.common.rest	org.bndly.common.rest.servlet-impl	1.0.6	-	ea81bbc2d8289a539211c80f9cb3e83222780a67
org.codehaus.fabric3	fabric3-extension	0.1	-	fe7e52b08b6d71dcd5b93a26270788330493b509
org.codehaus.fabric3	fabric3-extension	0.2	-	3f084b519dea21b0375d03aacda5cf997fb8af9d
org.codehaus.fabric3	fabric3-extension	0.3	-	d6be64a6cf97170e9d9457e52066fb5eee6076c4
org.codehaus.fabric3	fabric3-extension	0.3.1	-	871a7b718d8d04893e4a214a8eb0b9714c0b1252
org.codehaus.fabric3	fabric3-extension	0.4	-	6d904d542430dad8f89ad319a4555d0b3385abe6
org.corefine.common	common-web	1.4.5	-	4f221cd716dfb4f943c903107ce36bed2bb9930b
org.corefine.common	common-web	1.4.6	-	8074479a99288df873775618f6b4da15a63eb044
org.corefine.common	common-web	1.4.8	-	b8f5351dd89e804b5ff22f06b8302cc401c34477
org.corefine.common	common-web	1.5.0	-	6eecd57751fad3cc83257e5e0a94082a1be24b68
org.corefine.common	common-web	1.5.1	-	11330df39a98eee7671f78ff8b7b051687d898c5
org.corefine.common	common-web	1.5.2	-	7760cda24ae2a9ce6f33eb8a8647cea7f2e5d811
org.danbrough.klog	klog-js	0.0.1-alpha25	-	d9b960166a44f53431f8b39a8e43bf5573afaf24
org.danbrough.ktor	ktor-events	2.1.1	-	25f2799ab744c1bd89ffa240ea7bfbac451c356c
org.danbrough.ktor	ktor-events	2.1.1	2.1.1-all	f8fa9a406d1e57284fa956adc1ba99e08151f809
org.danbrough.ktor	ktor-events	2.1.1a	-	f75ef850963aa718337b1b77570040ec3a11d7f2
org.danbrough.ktor	ktor-events	2.1.1a	2.1.1a-all	a65a1e5b72e10910f7361195cda3dc8675b1706c
org.danbrough.ktor	ktor-events	2.2.3	-	f21310b4c3c729d5a8dc7276447d9df7ba1edf27
org.danbrough.ktor	ktor-events	2.2.3	2.2.3-all	74e2aac5bc551141d55a245854696951694e67ee
org.danbrough.ktor	ktor-events	2.2.4	-	8dae9987d16b34a7227ea688d86481792511f428
org.danbrough.ktor	ktor-events	2.2.4	2.2.4-all	21e359ef4d25e9fc95c20bcb8ce4d58e5052cf73
org.demoiselle.jee	demoiselle-core	3.0.0	-	88b82e2aca51fb51fa2c438fa64572cda03025d0
org.demoiselle.jee	demoiselle-core	3.0.0-BETA1	-	04c7fe64d3452e6299d36841edd8751d97d14ded
org.demoiselle.jee	demoiselle-core	3.0.0-BETA2	-	ab6206080d0b512217aca52723c5785352c61fcb
org.demoiselle.jee	demoiselle-core	3.0.0-BETA3	-	1bb469c3732d9e0afb1d746a33a31808da446529
org.demoiselle.jee	demoiselle-core	3.0.0-RC1	-	c2fe20a5d339e4cf997a98a62a573955ded29f4e
org.demoiselle.jee	demoiselle-core	3.0.1	-	2f1a54594a0a0a6f30410137125ebccd7835b449
org.demoiselle.jee	demoiselle-core	3.0.2	-	fa17c8e94025a8bf84e4c7f461d8b562070bf489
org.demoiselle.jee	demoiselle-core	3.0.2-RC1	-	fd6710693a9b1e2828b707e380e24d25a484d3f1
org.demoiselle.jee	demoiselle-core	3.0.2-RC2	-	af109702cea9369a445c7ee9e6ab9c74718d19f2
org.demoiselle.jee	demoiselle-core	3.0.2-RC3	-	59811bcb651d800e6cb56786a9edfefbcf08eaf6
org.demoiselle.jee	demoiselle-core	3.0.3	-	aca82dc88dac6139083ccd2df58f158a20951435
org.demoiselle.jee	demoiselle-core	3.0.4	-	a454aacf33d8000262a2de2f94c21350c8d728cc
org.dishevelled	dsh-iconbundle-tools	1.0	-	79c1a5845729d2aef8a1b628fc524c322a8c3061
org.drewcarlson	ktsoup-fs-macosarm64	0.3.0	0.3.0-metadata	8547dbd0208635477862f4d3f13df845c722981e
org.drewcarlson	ktsoup-fs-macosarm64	0.4.0	0.4.0-metadata	f6e59173d3f9efd1cea7d3287a970070eee6bdc7
org.dromara.dynamictp	dynamic-tp-spring-boot-starter-adapter-brpc	1.0.8-beta	-	6a84d5f7f8083263d1c8ceefc5dc269dfa45813c
org.dromara.dynamictp	dynamic-tp-spring-boot-starter-adapter-brpc	1.0.9-beta	-	59b0c0c880b25a676076e533a8c8ded1336fe692
org.dromara.dynamictp	dynamic-tp-spring-boot-starter-adapter-brpc	1.1.0-beta	-	b8e41e2ca96c8bd270843a25484536adb5848c3d
org.dromara.dynamictp	dynamic-tp-spring-boot-starter-adapter-brpc	1.1.3	-	5faaa5fa379f44dacbcaeac180879205c4e538bf
org.dromara.dynamictp	dynamic-tp-spring-boot-starter-adapter-brpc	1.1.3.2	-	958d60b39639a08ba674bfcb0557f54464ca0724
org.dromara.dynamictp	dynamic-tp-spring-boot-starter-adapter-brpc	1.1.4	-	09a2957c2077841e00ec31df404b72ef87524f5b
org.dromara.dynamictp	dynamic-tp-spring-boot-starter-adapter-brpc	1.1.4.1	-	74936be4729ade77b38e23f2eb56b9aec1fad28e
org.dromara.dynamictp	dynamic-tp-spring-boot-starter-adapter-brpc	1.1.5	-	e9cc2822094a0b8b96b1f0e12ed21c730e733a56
org.dromara.dynamictp	dynamic-tp-spring-boot-starter-adapter-brpc	1.1.6	-	504382276b3098bb4740be702dd8d485139194c9
org.dromara.dynamictp	dynamic-tp-spring-boot-starter-adapter-brpc	1.1.6-3.x	-	8b8a624798be79468d31a0932a7a46e5be5591c2
org.dromara.dynamictp	dynamic-tp-spring-boot-starter-adapter-brpc	1.1.6-3.x-alpha	-	674f6ef2c86f8088e68613e317d13cb86c119b6e
org.dromara.dynamictp	dynamic-tp-spring-boot-starter-adapter-brpc	1.1.6.1	-	326ea90bf6bd5b739c69d9e0bf01fba11983d9c6
org.dromara.dynamictp	dynamic-tp-spring-boot-starter-adapter-brpc	1.1.6.1-3.x	-	3be1395e10f19756935c6801c25c394c09210808
org.dromara.dynamictp	dynamic-tp-spring-boot-starter-adapter-brpc	1.1.7	-	5ba4ce61d96944040d8c58b30235dbfcaa1e18a9
org.dromara.dynamictp	dynamic-tp-spring-boot-starter-adapter-brpc	1.1.7-3.x	-	31eb673fc3a6ab2f806ee234e560334d65e9f45a
org.dromara.dynamictp	dynamic-tp-spring-boot-starter-adapter-brpc	1.1.8	-	b062138685ab684b0d33b44b99b3cbd8e6968e31
org.dromara.dynamictp	dynamic-tp-spring-boot-starter-adapter-brpc	1.1.8-3.x	-	f01ad86f5342daa4606da880433d2097d449fcf0
org.dromara.dynamictp	dynamic-tp-spring-boot-starter-adapter-brpc	1.1.8-beta	-	7d1a63a8f10ce2431504663d6787ad88cae112cc
org.dromara.dynamictp	dynamic-tp-spring-boot-starter-adapter-brpc	1.1.8.1	-	fb0b44616b19683e282be6b9ccefe58ffc2e25d9
org.dromara.dynamictp	dynamic-tp-spring-boot-starter-adapter-brpc	1.1.8.1-3.x	-	90b8f266346f47f4c9451dd177d41bf8746fde80
org.dromara.dynamictp	dynamic-tp-spring-boot-starter-adapter-brpc	1.1.9	-	ae27b99f6a95aaa67ebd60d735e631cd9e5faf2e
org.dromara.dynamictp	dynamic-tp-spring-boot-starter-adapter-brpc	1.1.9-3.x	-	e1e00338963fb85cb1dc24e3024cec94135dce0b
org.dromara.dynamictp	dynamic-tp-spring-boot-starter-adapter-brpc	1.1.9.1	-	ff5f79c6e8c34f0a23b9d4ad35a15a27ff12def0
org.dromara.dynamictp	dynamic-tp-spring-boot-starter-adapter-brpc	1.1.9.1-3.x	-	e47d64da800792c7338f650447daa742c1fb744f
org.eclipse.birt.runtime.3_7_1	org.eclipse.emf.ecore.xmi	2.7.0	-	a4fb6e7f4a834d801dda3448e6c5c807908c5e87
org.eclipse.collections	junit-trait-runner	7.0.1	-	c6c17753bae777d67a1dfb379bfdaf46ddbc990b
org.eclipse.dirigible	dirigible-group-runtime-javascript	3.2.0	-	66a4db4449c48f276641f9e8fac03f79e3a10aff
org.eclipse.dirigible	dirigible-group-runtime-javascript	3.2.1	-	9d3465afc3640c78dd4f4bd1a22deb37889dccdc
org.eclipse.dirigible	dirigible-group-runtime-javascript	3.2.2	-	6dc4f9385cc48883843ba1eb6284e5c16ceb0fd8
org.eclipse.dirigible	dirigible-group-runtime-javascript	3.2.3	-	a48987632256009ec077906bfb49f60e14cd3cfd
org.eclipse.dirigible	dirigible-group-runtime-javascript	3.2.4	-	0fa1139199713b2a5108b0e65a600a8041c0b6af
org.eclipse.dirigible	dirigible-group-runtime-javascript	3.2.5	-	7902113c4bbc88dd97435f3885b5f65666ca3417
org.eclipse.dirigible	dirigible-group-runtime-javascript	3.2.6	-	690be43a5ff8015fdedff024c83f0ee903474d0f
org.eclipse.dirigible	dirigible-group-runtime-javascript	3.2.7	-	c2ce3da5bd00844ca97bb469070538475ed2c846
org.eclipse.dirigible	dirigible-group-runtime-javascript	3.2.8	-	bae8cb20f26d2ed1adc34930b41243a180c089cc
org.eclipse.dirigible	dirigible-group-runtime-javascript	3.2.9	-	604f6e6900188f478ffd2f47d91bbe83d6eba736
org.eclipse.dirigible	dirigible-group-runtime-javascript	3.3.0	-	acd3f628402bbedb0d2e3cd57b50d226405ac357
org.eclipse.dirigible	dirigible-group-runtime-javascript	3.3.1	-	5fd119a54e80262acc2dc12808dd07dd352d4e7f
org.eclipse.dirigible	dirigible-group-runtime-javascript	3.3.2	-	eeabb171a349a0854c982306c016ec95c08eec46
org.eclipse.dirigible	dirigible-group-runtime-javascript	3.3.3	-	e2aff4bd13d5acc99a2ed92709483a356f8530ca
org.eclipse.dirigible	dirigible-group-runtime-javascript	3.4.0	-	40dd903ae141468aed33c1ce4808cd44f07bde86
org.eclipse.dirigible	dirigible-group-runtime-javascript	3.5.0	-	2419030afa7771cc8b6ef951ac4dab97b83be475
org.eclipse.dirigible	dirigible-group-runtime-javascript	3.5.1	-	8c567fae761939e857abb1772cd7c78113c9fc33
org.eclipse.dirigible	dirigible-group-runtime-javascript	3.5.2	-	f19c9860bf1ee4fac9114aca51f8e91892a0f014
org.eclipse.dirigible	dirigible-group-runtime-javascript	4.0.0	-	a199f731facfb0e7749d9b46e885f310a820c2a7
org.eclipse.dirigible	dirigible-group-runtime-javascript	4.1.0	-	6238a236ba2012101a795e8bdea98b5a3ffc510e
org.eclipse.dirigible	dirigible-group-runtime-javascript	4.2.0	-	8c2727abfa0182683ddb4f88cb3dbb02ac41b22d
org.eclipse.dirigible	dirigible-group-runtime-javascript	4.3.0	-	b7dd347ed3c452a43d0eb444a011c5f20efb88a1
org.eclipse.dirigible	dirigible-group-runtime-javascript	4.4.0	-	f5df0c63210b8a73a97cbd8324deb0a19f8a716e
org.eclipse.dirigible	dirigible-group-runtime-javascript	4.5.0	-	e328b615a4b3193debb4c05fc95c34a9b171bc3b
org.eclipse.dirigible	dirigible-group-runtime-javascript	4.6.0	-	781eee31bb04bb7a5094fc5fb088619ee0eca06b
org.eclipse.dirigible	dirigible-group-runtime-javascript	5.0.0	-	d230cd2c5e42223268fbe85a54b3d2aef3df65c2
org.eclipse.dirigible	dirigible-group-runtime-javascript	5.1.0	-	a1c46977e1e2bc6d4a564f421935e466704725cd
org.eclipse.dirigible	dirigible-group-runtime-javascript	5.10.0	-	d0e6fbcfa04b566b6e54778494e2368222f20b8e
org.eclipse.dirigible	dirigible-group-runtime-javascript	5.10.1	-	ccd3a0733f99ded93020398122d3851602d71b7d
org.eclipse.dirigible	dirigible-group-runtime-javascript	5.10.2	-	ae69dc5f2a53afbef7663cb1ed506f55efdb10a5
org.eclipse.dirigible	dirigible-group-runtime-javascript	5.10.3	-	cf583e33e04d279fdbfc054ab08a761d34871ef3
org.eclipse.dirigible	dirigible-group-runtime-javascript	5.11.0	-	fe53df1f5cdf05e0edff808a80e166a648c0b265
org.eclipse.dirigible	dirigible-group-runtime-javascript	5.11.1	-	b7839f883b2dea4c75a5ad4d3d5fca189b214b62
org.eclipse.dirigible	dirigible-group-runtime-javascript	5.11.2	-	28196a1bca6ee454530ff94596176c03a4c0c8f4
org.eclipse.dirigible	dirigible-group-runtime-javascript	5.11.3	-	49d4d6505dccdd8f42b154680dad97ec7cd03179
org.eclipse.dirigible	dirigible-group-runtime-javascript	5.11.4	-	b6c6cdb0f75aeeaf41bdb58538cfdeb94b0b49cb
org.eclipse.dirigible	dirigible-group-runtime-javascript	5.11.5	-	920ef163e030d7b93265c925302b8b260fc311c3
org.eclipse.dirigible	dirigible-group-runtime-javascript	5.11.6	-	9f6f54df4d4ad658f814b05aa92c2009e4ce7166
org.eclipse.dirigible	dirigible-group-runtime-javascript	5.11.7	-	5bd1fbf83912c0ec2551d64fbec42cc575194dc0
org.eclipse.dirigible	dirigible-group-runtime-javascript	5.11.8	-	59b451c88aea6237c469ed844d616d06e8c23336
org.eclipse.dirigible	dirigible-group-runtime-javascript	5.12.0	-	3bd582e309fa17c91f61e6924278147275496062
org.eclipse.dirigible	dirigible-group-runtime-javascript	5.12.1	-	4f4b5e0315d301da6763215aebabe8552f2d9af2
org.eclipse.dirigible	dirigible-group-runtime-javascript	5.12.10	-	ffee6e9355d87f3e2d334a160601aebe8309befd
org.eclipse.dirigible	dirigible-group-runtime-javascript	5.12.11	-	66cda2846bef1ad40f60604e9094d8096a4a8a7c
org.eclipse.dirigible	dirigible-group-runtime-javascript	5.12.12	-	9ccba8565a077593aec1edad32eba9efc4e9af88
org.eclipse.dirigible	dirigible-group-runtime-javascript	5.12.13	-	21c60605061d4ac9b2b22073a66e79f75a74af97
org.eclipse.dirigible	dirigible-group-runtime-javascript	5.12.14	-	2d33433b50a376cdf83108dea7410b862fe014f0
org.eclipse.dirigible	dirigible-group-runtime-javascript	5.12.15	-	1c2bc222519048ccf02817f98b28ee40b4a6680c
org.eclipse.dirigible	dirigible-group-runtime-javascript	5.12.16	-	1f1bc34cddbe01f9e0ab3680df38d5cdecc8118f
org.eclipse.dirigible	dirigible-group-runtime-javascript	5.12.17	-	aa1992a41df71d6dedd09ab678dd127777996bdf
org.eclipse.dirigible	dirigible-group-runtime-javascript	5.12.18	-	c5042cb654028b6d1a1d17725f97f1f86a2bfe4d
org.eclipse.dirigible	dirigible-group-runtime-javascript	5.12.2	-	294bbfb655c8961b35de5861153546e98f68db96
org.eclipse.dirigible	dirigible-group-runtime-javascript	5.12.20	-	0d4e8ec7e5cc093451e4e15b2090659d71a75915
org.eclipse.dirigible	dirigible-group-runtime-javascript	5.12.3	-	71c5d8fcb3cb402c0e768c7c9a40c8a607f98d66
org.eclipse.dirigible	dirigible-group-runtime-javascript	5.12.4	-	164695d066671968073b5b3223de272cc86999b4
org.eclipse.dirigible	dirigible-group-runtime-javascript	5.12.5	-	d06196df804b4910226bf377a615751fe053d84c
org.eclipse.dirigible	dirigible-group-runtime-javascript	5.12.6	-	adda1e777499f7d88c839aa2edbe7e1e2fe5ab76
org.eclipse.dirigible	dirigible-group-runtime-javascript	5.12.7	-	6b30060f7b7e7d26cbabe13431b2d82936ccb617
org.eclipse.dirigible	dirigible-group-runtime-javascript	5.12.8	-	841c5f759af9b2090c6c13d5cf9b3cda9e2dfb2c
org.eclipse.dirigible	dirigible-group-runtime-javascript	5.12.9	-	f5729e1233691fe2d581ebbfd743acd6f339de89
org.eclipse.dirigible	dirigible-group-runtime-javascript	5.2.0	-	5d60b557f90b8c03a34d46c378777733e74ba243
org.eclipse.dirigible	dirigible-group-runtime-javascript	5.3.0	-	64876fb8c820b71a5a104d44f12140565c360f7f
org.eclipse.dirigible	dirigible-group-runtime-javascript	5.4.0	-	3f813acb9607074de756d72014fb2c489f52a0b6
org.eclipse.dirigible	dirigible-group-runtime-javascript	5.5.0	-	55fe84c596f8100efed69ae9d1d7c5b148d66592
org.eclipse.dirigible	dirigible-group-runtime-javascript	5.6.0	-	a5b6384baa17e28c2316a37d5c70c5d829763bd7
org.eclipse.dirigible	dirigible-group-runtime-javascript	5.7.0	-	0a97d881b8843e3ca07d1134bf2828fd7824464f
org.eclipse.dirigible	dirigible-group-runtime-javascript	5.7.1	-	5aaebac98a483b4bf50f89d40afd8e93abcc924f
org.eclipse.dirigible	dirigible-group-runtime-javascript	5.8.0	-	c00c5adc2714d7dc5b0df76c387e39a130bdc323
org.eclipse.dirigible	dirigible-group-runtime-javascript	5.8.1	-	ea8a20f0b6fdcbc7de3b55be4bd7483270696d9e
org.eclipse.dirigible	dirigible-group-runtime-javascript	5.8.2	-	506e0db277a01bcaac310965d4f5a01ba347325a
org.eclipse.dirigible	dirigible-group-runtime-javascript	5.8.3	-	b130211e5fb8de003d5cbb676884e01fced4dbca
org.eclipse.dirigible	dirigible-group-runtime-javascript	5.8.4	-	640d5d1b09bcab525daf0641aad16cc752c5cf47
org.eclipse.dirigible	dirigible-group-runtime-javascript	5.9.0	-	554226ec371a742c5c7c3bb127bed43476ff633e
org.eclipse.dirigible	dirigible-group-runtime-javascript	5.9.1	-	f145002286eaf20508b15034dbdda4512bb09bc0
org.eclipse.dirigible	dirigible-group-runtime-javascript	5.9.2	-	b58ef46c4a275de9df1d22e4fb2ab0dddb5e620b
org.eclipse.dirigible	dirigible-group-runtime-javascript	5.9.3	-	bed7e9cb4cf07cc891deb88997256bafc431bec6
org.eclipse.hono	hono-adapter-lora	2.0.0	-	b1a71c32ccac2dec6b9126c72ce16dc5ae97aefb
org.eclipse.hono	hono-adapter-lora	2.0.1	-	5aa6b0d0818567fdcaa8a75d3b9ea3d69ad3219e
org.eclipse.hono	hono-adapter-lora	2.0.2	-	865800bbb49b0f5418dcb8041185600d31e780cf
org.eclipse.hono	hono-adapter-lora	2.0.3	-	e39925bb352de842d3024c38cc2478576b0f25e1
org.eclipse.hono	hono-adapter-lora	2.1.0	-	1b79791fe974a2a9c0666e652ff379f18228ab6b
org.eclipse.hono	hono-adapter-lora	2.1.1	-	5853d1f25a9968854708a377eb4ad10c172fa06f
org.eclipse.hono	hono-adapter-lora	2.3.0	-	29a0b698d426adae66f74dd6e39c75eb8a49595d
org.eclipse.hono	hono-adapter-lora	2.3.1	-	4730f4c9e5f9326345bb163b98e6107d44c40de3
org.eclipse.hono	hono-adapter-lora	2.3.2	-	88c81e895a989fd8db4917944388fe0411c1c422
org.eclipse.hono	hono-adapter-lora	2.4.0	-	102e7dd7caa570394b3e72aefd40398e686b98dd
