app.softwork	ratelimit-linuxx64	0.2.1		N/A
dev.galasa	dev.galasa.framework.api.cps	0.37.0		06c886b2653a497895331d4b24c166afbb178711
dev.galasa	dev.galasa.framework.api.cps	0.38.0		845a7fd544c07399b4e6284c4e0ff231d7d9a19f
dev.galasa	dev.galasa.framework.api.cps	0.39.0		9f6b3bceebcab6933a00bf27c097e8b9a431ab04
dev.galasa	dev.galasa.framework.api.cps	0.40.0		6d4557132e9b0c8a0ac205aac7aa13daab220804
dev.galasa	dev.galasa.framework.api.cps	0.9.0		86296fcea6e84c1827e557e2672229e7fd64adfe
dk.au.ece.vdmj	quickcheck	4.5.0		fdeb5666a4a38056a999d0bc8ababc1a43e17a66
dk.au.ece.vdmj	quickcheck	4.5.0-P		d0310f3951b16d1c3732892a80fd7020a575377f
dk.au.ece.vdmj	quickcheck	4.6.0		be00954d72e8d8a9da73f6d977e31c6a38657f41
dk.au.ece.vdmj	quickcheck	4.6.0-P		7c88d05b5b7d0973882a7490f5780df042877ab9
es.upm.etsisi	cf4j	2.1.0		af6f24fcd2dbc440ba302bd73048f3c42098972c
es.upm.etsisi	cf4j	2.1.1		6663baca48b38d8a9f9278f873e1faf1bb440868
es.upm.etsisi	cf4j	2.1.2		05fea447d1432e7a92371cb544f9aa31c4d2fdf0
es.upm.etsisi	cf4j	2.2.1		93738ddd8c8d19f7dad9796f9067b242f7823fa8
es.upm.etsisi	cf4j	2.2.2		9670289e551b82f74396b5f4238fb6ee5fc3240e
es.upm.etsisi	cf4j	2.2.3		de04b7b702065d5dc62587228d9f2764cb4274ac
es.upm.etsisi	cf4j	2.2.4		f0063febec6ceed848cb479e5d04140a612ad130
es.upm.etsisi	cf4j	2.2.5		2671b8980dbc83ba0fefa3623285de643c7b434c
es.upm.etsisi	cf4j	2.2.6		ee8495284801ec0d908b849a9676264b0edb5f39
es.upm.etsisi	cf4j	2.2.7		09e875fb2516b98941f434c6802fba4b602e74dc
es.upm.etsisi	cf4j	2.3.0		7f5826cc188c69085b18c7469cca17650ed270fc
hu.blackbelt.judo.tatami	judo-tatami-asm-validation	1.1.0		af20bc01f996be0100df0eb573990ac126bd2f41
hu.blackbelt.judo.tatami	judo-tatami-asm-validation	1.1.1		d537fec74c451818d68e4b5662e78089e5b653a5
hu.blackbelt.judo.tatami	judo-tatami-asm-validation	1.1.2		d6af5f2a2b08cb5e0cdcd05b4521a9e96d45075c
hu.blackbelt.judo.tatami	judo-tatami-asm-validation	1.1.3		5556e1408eb09f7d0755cd5cf74bb45c12a3f3b0
hu.blackbelt.judo.tatami	judo-tatami-asm-validation	1.1.4		e711c43c485fd4bd039f16ccae79c43ed2a99e81
hu.blackbelt.judo.tatami	judo-tatami-asm-validation	1.1.5		bb33066c755c555e82784c786cb43f0824b58e62
hu.blackbelt.karaf.features	jdbc-features	1.0.0		N/A
hu.blackbelt.karaf.features	jdbc-features	1.0.1		N/A
hu.blackbelt.karaf.features	jdbc-features	1.0.2		N/A
hu.blackbelt.karaf.features	jdbc-features	2.0.0		N/A
hu.blackbelt.karaf.features	jdbc-features	2.0.1		N/A
io.bitbucket.mikescorporation	mkeyboard	0.3.0-preAlpha		N/A
io.bitbucket.mikescorporation	mkeyboard	0.3.1-preAlpha		N/A
io.github.abaddon.testcontanier	hbasetestcontainers	0.0.10		d1fa1dda245185eee586db78c3e23bcb71f1368b
io.github.alexzhirkevich	cupertino-icons-extended-android	0.1.0-alpha01		N/A
io.github.alexzhirkevich	cupertino-icons-extended-android	0.1.0-alpha02		N/A
io.github.alexzhirkevich	cupertino-icons-extended-android	0.1.0-alpha03		N/A
io.github.alexzhirkevich	cupertino-icons-extended-android	0.1.0-alpha04		N/A
io.github.argonariod	hammer-mirai-help	1.0.0		ce96ad6ffe7c1ede9b4fb8ad792c3b4bdc5fc061
io.github.jinlongliao	commons-serialize	1.0.0.release		N/A
io.github.jinlongliao	commons-serialize	1.0.1.release		N/A
io.github.mshdabiola	model	0.0.12		5d0e36eb2a5f830835713d8292e372834aad8791
io.github.mshdabiola	model	0.0.13		5d0e36eb2a5f830835713d8292e372834aad8791
io.github.mshdabiola	model	0.0.14		83c0b2a7c65f2bae5fd380406f0c909815364d67
io.github.tweener	alarmee-iossimulatorarm64	1.0.0		N/A
io.github.tweener	alarmee-iossimulatorarm64	1.0.0	metadata	f1d2e95404480f4d975279e2bd1a1433b32d878a
io.github.tweener	alarmee-iossimulatorarm64	1.0.1		N/A
io.github.tweener	alarmee-iossimulatorarm64	1.0.1	metadata	a8a96f70a3188e5cd745587890da03ab18b790af
io.github.tweener	alarmee-iossimulatorarm64	1.1.0		N/A
io.github.tweener	alarmee-iossimulatorarm64	1.1.0	metadata	1a4ec46bfc7790c53612da1868c1bbcf6dc4df33
io.github.tweener	alarmee-iossimulatorarm64	1.2.0		N/A
io.github.tweener	alarmee-iossimulatorarm64	1.2.0	metadata	de1c37583f3553161ac462929404de396f03a53b
io.github.tweener	alarmee-iossimulatorarm64	1.3.0		N/A
io.github.tweener	alarmee-iossimulatorarm64	1.3.0	metadata	af18624d23d4186ba3f851ab79d785db1e0cbeaf
io.github.tweener	alarmee-iossimulatorarm64	1.3.1		N/A
io.github.tweener	alarmee-iossimulatorarm64	1.3.1	metadata	827109f2fd494ad37057154c6219c6e192d67ad5
io.github.tweener	alarmee-iossimulatorarm64	1.3.2		N/A
io.github.tweener	alarmee-iossimulatorarm64	1.3.2	metadata	994600756717704016eea07a4502b605bca91f2d
io.github.tweener	alarmee-iossimulatorarm64	1.3.3		N/A
io.github.tweener	alarmee-iossimulatorarm64	1.3.3	metadata	443b8815062a3f69b728eef037ccf80c72cff401
io.github.tweener	alarmee-iossimulatorarm64	1.3.4		N/A
io.github.tweener	alarmee-iossimulatorarm64	1.3.4	metadata	6a9c1142c4921e9aac4be7c8e55ee0c452762f05
io.github.tweener	alarmee-iossimulatorarm64	1.4.0		N/A
io.github.tweener	alarmee-iossimulatorarm64	1.4.0	metadata	42b7c0f051906560ecec6f75ac0774673f53e3f6
io.github.tweener	alarmee-iossimulatorarm64	1.4.1		N/A
io.github.tweener	alarmee-iossimulatorarm64	1.4.1	metadata	1631c4dd092bf3a9f74a10bd6694baceeb5bd2b8
io.github.tweener	alarmee-iossimulatorarm64	1.5.0		N/A
io.github.tweener	alarmee-iossimulatorarm64	1.5.0	metadata	c3614ff19f2c254073735c7e07036df9b2a7a8ce
io.github.tweener	alarmee-iossimulatorarm64	1.6.0		N/A
io.github.tweener	alarmee-iossimulatorarm64	1.6.0	metadata	3df01974c6a4ef720b113ad7b5aaadd4f2985075
io.github.tweener	alarmee-iossimulatorarm64	1.6.1		N/A
io.github.tweener	alarmee-iossimulatorarm64	1.6.1	metadata	850e9090405455be96203753e70d14ad3b5f91b4
io.github.tweener	alarmee-iossimulatorarm64	1.6.2		N/A
io.github.tweener	alarmee-iossimulatorarm64	1.6.2	metadata	441d8515c11507a4a98ac722398d750b2c3862f9
io.github.uratera	slider	1.0.0		N/A
io.github.uratera	slider	1.0.1		N/A
io.github.uratera	slider	1.0.2		N/A
io.github.vladcar	example	1.3.0		8654c2d5902fa83b33ea45edcda6f089a9c94c04
io.github.vladcar	example	2.0.0		4977d34ec71b75e6d62ec167ad77fd33f1162f02
io.github.vladcar	example	2.0.1		1e4a8d95c6dfe5cc0d6c2145778eaf3d8f5442d2
io.github.vladcar	example	2.0.2		df7981c7d7e4189f798c74b254c8787cecaaa87f
io.github.wowaxj	demo4	0.0.1		7dbb9ecc347d83a9c8e1681f84ec45a8006a85f9
io.ktor	ktor-server-body-limit-androidnativearm64	3.0.0		7ab3cf2ce807d4fe89b6b8375e2121d8b470cc4e
io.ktor	ktor-server-body-limit-androidnativearm64	3.0.1		5c1662c9c1582e6dde6210bb9d6efffe1ba4f861
io.ktor	ktor-server-body-limit-androidnativearm64	3.0.2		057370c1020f2d25214d09c107f7b04123ea41cf
io.ktor	ktor-server-body-limit-androidnativearm64	3.0.3		236087ee15f55d590c390e85d9d16ac87fedbeca
io.ktor	ktor-server-body-limit-androidnativearm64	3.1.0		9c7456da174d38dc8cfa227d13bfbbe79543366f
io.ktor	ktor-server-body-limit-androidnativearm64	3.1.1		fede44b0f1487dd925915b259a422d3750f6e495
io.ktor	ktor-server-body-limit-androidnativearm64	3.1.2		172e44830bfeb3f400ad7e966c8eaff6a24e4c3b
io.ktor	ktor-server-hsts-wasm-js	3.0.0		N/A
io.ktor	ktor-server-hsts-wasm-js	3.0.0-rc-1		N/A
io.ktor	ktor-server-hsts-wasm-js	3.0.0-rc-2		N/A
io.ktor	ktor-server-hsts-wasm-js	3.0.1		N/A
io.ktor	ktor-server-hsts-wasm-js	3.0.2		N/A
io.ktor	ktor-server-hsts-wasm-js	3.0.3		N/A
io.ktor	ktor-server-hsts-wasm-js	3.1.0		N/A
io.ktor	ktor-server-hsts-wasm-js	3.1.1		N/A
io.ktor	ktor-server-hsts-wasm-js	3.1.2		N/A
io.mosip.kernel	kernel-licensekeygenerator-misp	1.0.5		d45a13700d2096b65d1baa2f26a983ca271d73fd
io.mosip.kernel	kernel-licensekeygenerator-misp	1.0.6		d8a0d1aed738545704c4df63b1a4a93b07914bdb
io.mosip.kernel	kernel-licensekeygenerator-misp	1.1.2		7c3fe62e1e168480881fe5a2da04387016d8eb95
io.mosip.kernel	kernel-licensekeygenerator-misp	1.1.2-rc2		c8259f483618eb11597afd67e97189859d240210
io.mosip.kernel	kernel-licensekeygenerator-misp	1.1.2-rc3		de0f3887b842086dcef77eda1f50733f42ed194e
io.mosip.kernel	kernel-licensekeygenerator-misp	1.1.3		290f31411a2536f14488f57b8d78a858fa5e31f3
io.mosip.kernel	kernel-licensekeygenerator-misp	1.1.3-rc1		f4fab503f7fb9963f25ace3d6fc3d639e5c16e50
io.mosip.kernel	kernel-licensekeygenerator-misp	1.1.3-rc2		407eb9082018d007b215b32b4d44072a3f47ee48
io.mosip.kernel	kernel-licensekeygenerator-misp	1.1.4		4c5f9f65b8fb22447faa650a2cae25159780fb3a
io.mosip.kernel	kernel-licensekeygenerator-misp	1.1.4-rc1		8efb240d126ec97fe15b8785519a4e8cb4dd9b86
io.mosip.kernel	kernel-licensekeygenerator-misp	1.1.5		48f07fda56468abc428d33f0db00c866d6706edc
io.mosip.kernel	kernel-licensekeygenerator-misp	1.1.5-rc1		c2cc0eb9fa94fa8a36fbfb68ecbd56e626f0491f
io.mosip.kernel	kernel-licensekeygenerator-misp	1.1.5.1		2bcc04c9f8b93e3e0b9563ba0fb44f4cec3a25cc
io.mosip.kernel	kernel-licensekeygenerator-misp	1.1.5.2		1b6e3b9b190a6573861624c3e74d22eb0763e387
io.mosip.kernel	kernel-licensekeygenerator-misp	1.1.5.3		8819bfd144cca16afc9fb0450270dc790748c588
io.mosip.kernel	kernel-licensekeygenerator-misp	1.2.0		01553eb4bb7875dcd83c76923383ddd86b20f74b
io.mosip.kernel	kernel-licensekeygenerator-misp	1.2.0-prerel		8582bd4a1816bff26a434aa7777a207d4ea2f288
io.mosip.kernel	kernel-licensekeygenerator-misp	1.2.0-rc1		b5b1df2f5db6c4d152b179b5ef3bc08e32772bb5
io.mosip.kernel	kernel-licensekeygenerator-misp	1.2.0.1		128b41b04f65b3c045f56c5ba5e0f7b0d61e0930
io.mosip.kernel	kernel-licensekeygenerator-misp	1.2.0.1-B1		37297487922e2d47d02092684616790b7b64daa4
io.mosip.kernel	kernel-licensekeygenerator-misp	1.2.0.1-B2		eb050a30c4896c6b92634229692e5b30fc6abff5
io.mosip.kernel	kernel-licensekeygenerator-misp	1.3.0-beta.1		9b14bfab81784d4889f21df2c3eb9a1d927c59d3
io.mosip.kernel	kernel-licensekeygenerator-misp	1.3.0-beta.2		6412e5634d6882ec8d86072878887f1c8bbc0c2b
io.shulie.takin	takin-common-command-channel	common-1.7.0		e6e9531ff2b6c5c3460ed887371e78f836c5684e
io.shulie.takin	takin-common-command-channel	common-1.7.1		266c79d6a3ef60c4ac6663f089167d2770f65fe1
io.shulie.takin	takin-common-command-channel	common-1.7.1-jdk-1.6		0759ed966a9c4db7070740e9cf1304fb102fe5fc
io.shulie.takin	takin-common-command-channel	common-1.7.2		6cd1809c090690f9b491eb3eb4ff086895d125d4
io.shulie.takin	takin-common-command-channel	common-1.7.3		037cff271c358b6d478597d6b0282a13722ebd2f
io.shulie.takin	takin-common-command-channel	common-1.7.4		04df8b24ed2c094a4e1fa35882e334916d945313
io.shulie.takin	takin-common-command-channel	common-1.7.5		5ecb1030af556aed4009db3e26a1bfe1e9625082
io.vacco.flatbread	flatbread	0.1.0		81a262b01438a6e52dde7e75ed050044aa9ad169
io.vacco.flatbread	flatbread	0.1.1		d2663d4575c1a9486047de68ab2c173322c09f78
io.vacco.flatbread	flatbread	0.1.2		6bea05f7a040d7df2d8717723803e104037f11ca
io.vacco.flatbread	flatbread	0.1.3		f44b4bbbf1cfca010e61fe58c53f33cea095955b
io.vacco.flatbread	flatbread	0.1.4		1e95658c565087730fad9968fb92216ed3ce6ae7
org.apache.dubbo	dubbo-remoting-http3	3.3.0		78c1817d6ae637987434f2109d5edbc8ce083a8b
org.apache.dubbo	dubbo-remoting-http3	3.3.0-beta.4		4957af6e0d57050bfea9bf7000be0af421b1cc35
org.apache.dubbo	dubbo-remoting-http3	3.3.0-beta.5		0f4ec0d33bef42ffeb5bd92af2f14ce49b831e14
org.apache.dubbo	dubbo-remoting-http3	3.3.1		90b8e2976a1cb1a31fb94acf54e9afcddd86965b
org.apache.dubbo	dubbo-remoting-http3	3.3.2		25c3f08502caee6032be98a19c740a6445ea612b
org.apache.dubbo	dubbo-remoting-http3	3.3.3		07f94edf5aab39f4ef1f0633756bba9b2c795b41
org.apache.dubbo	dubbo-remoting-http3	3.3.4		2fdaf1723db2dfb6bf2be2762986bf6d52d87d69
org.apache.opennlp	opennlp-models-test	1.0.0		a7ff0040dd81afa2454ddf79bec5753d6aadd64a
org.apache.opennlp	opennlp-models-test	1.0.1		19f62ceb15b948561a08567d38afb1d7f1dd18d8
org.apache.opennlp	opennlp-models-test	1.1.0		6bf8e0501aa9172a6b1d97467d39aad103b6966d
org.apache.opennlp	opennlp-models-test	1.2.0		d6d107191be8ace8176b9a68cc7f673b580d87c3
org.apache.tez	tez-common	0.10.0		580606f14ce631dee857a2d9041181decb1882ce
org.apache.tez	tez-common	0.10.1		634bf0b380d6240c43dea61adcc651d0589e69c7
org.apache.tez	tez-common	0.10.2		c9f08248ea0121b3da893aa07276a7e0478466de
org.apache.tez	tez-common	0.10.3		87005c28be56d8e9f651b1be02b7912032ae18db
org.apache.tez	tez-common	0.10.4		0d2b21952eecd4c78831e2ee6719211252a942a9
org.apache.tez	tez-common	0.2.0		55d061878459f2ba1a3a5eac1fe496dfe1c0a710
org.apache.tez	tez-common	0.3.0-incubating		42679b990459b9fe996f7ce57813f7ef26c94a70
org.apache.tez	tez-common	0.4.0-incubating		835a47d14a8cf57584b17bd29de6dce12e8acf33
org.apache.tez	tez-common	0.4.1-incubating		12484cb58de0465f55134a150699d8ab61b7429f
org.apache.tez	tez-common	0.5.0		3acac92b1696d077c66439b4b438132331e7229c
org.apache.tez	tez-common	0.5.1		d36282d8ec5fe62caf776c182f46276b0b10438b
org.apache.tez	tez-common	0.5.2		98ec8736439e6e0d6295f60d0710e19a21ee810b
org.apache.tez	tez-common	0.5.3		a3d4a95195839dc5b798cf20314507f05ee0e229
org.apache.tez	tez-common	0.5.4		fb3fdeab2ca317b3e7ad1d77ecb3d502ece68c57
org.apache.tez	tez-common	0.6.0		a09fa4accb404809b526c03927cacaa1392074ca
org.apache.tez	tez-common	0.6.1		67f2d3971fc58a4f7ff34b8bd828fdf6054e6e66
org.apache.tez	tez-common	0.6.2		2b6e194f37e7a9931e8f2f732fd167c20395adb5
org.apache.tez	tez-common	0.7.0		2d2b0419560173a07cd3c0df53c1a8c7e49c584d
org.apache.tez	tez-common	0.7.1		1603671221e8aaaa3b8c2aa017b5528af208831e
org.apache.tez	tez-common	0.8.0-alpha		aa7fc1eb1f9b0517a339c8fb718aa900bd03bae5
org.apache.tez	tez-common	0.8.1-alpha		5df664f118c1fb10a2c7ce632c26847c96c9dbdf
org.apache.tez	tez-common	0.8.2		4427ae19d3905803d37c76dcb7e2f17f8c6338ab
org.apache.tez	tez-common	0.8.3		59f3c56b9620622d79c993e7d4abcb70f7135c71
org.apache.tez	tez-common	0.8.4		00233bbe90f4a5e2ce242a452f5396fe0cf9c45a
org.apache.tez	tez-common	0.8.5		193ac5da44681773aa080b4f2428c888b6ab4cb4
org.apache.tez	tez-common	0.9.0		e02315021c8d3c14395c01f016f5f17b273343c7
org.apache.tez	tez-common	0.9.1		1a3ad6957c9b9cc422ab37df61246015566d0022
org.apache.tez	tez-common	0.9.2		6af445f9171e43511471962b162289b25fb7a168
org.bitbucket.bradleysmithllc.etlunit	informatica	1.6.10		558d7fcbc2d6795be708eb8e983db61b8f4ee90c
org.bitbucket.bradleysmithllc.etlunit	informatica	1.6.11		4c4864cd28bde57d28f35fdaa3f12c94d017d12f
org.bitbucket.bradleysmithllc.etlunit	informatica	1.6.12		31330404b1c75e3404078a86d9204ea6878b6622
org.bitbucket.bradleysmithllc.etlunit	informatica	1.6.13		550ad22ef3efd0713394f517f1226176f11703e5
org.bitbucket.bradleysmithllc.etlunit	informatica	1.7.0		7dd45a8d3cf2a2ebf938622ff3ce76d4f04ee717
org.bitbucket.bradleysmithllc.etlunit	informatica	1.7.1		63faad391f944848a6c2ec3560ea630ca6b5e1bf
org.bitbucket.bradleysmithllc.etlunit	informatica	1.7.2		46890913b9406d1f75749c2c9583378ee9e3157b
org.bitbucket.bradleysmithllc.etlunit	informatica	1.7.3		1f7e82a723a6a2a73f6fd01a4b35e7d66b06fe3e
org.bitbucket.bradleysmithllc.etlunit	informatica	1.8.0		1c500af3fc9f42d1cda24b60d3ed3b1db273cbb9
org.bitbucket.bradleysmithllc.etlunit	informatica	1.8.1		2e3de74ddd8f4909fed675fc3d792ab93f5da2a1
org.bitbucket.bradleysmithllc.etlunit	informatica	1.8.11		1af1f2ee35af9ecf8db1609b69b9fc52b7b3230b
org.bitbucket.bradleysmithllc.etlunit	informatica	1.8.12		1e5164f0e430508858253261a44083a03f68d3a0
org.bitbucket.bradleysmithllc.etlunit	informatica	1.8.13		34f25f92b18fc96391b0ebe30382f30e9e2d963d
org.bitbucket.bradleysmithllc.etlunit	informatica	1.8.14		c6a27a7f25e48a8e09b590447bc7edc844857ee0
org.bitbucket.bradleysmithllc.etlunit	informatica	1.8.15		def43b82d4f6656f78fe77875c50cce44bdfb9bc
org.bitbucket.bradleysmithllc.etlunit	informatica	1.8.16		e3b9a47f08ee1e75c909c7659aea08cb15b9cd4e
org.bitbucket.bradleysmithllc.etlunit	informatica	1.8.2		83c7c280ab92c5e90e62790717655585c5f8a399
org.bitbucket.bradleysmithllc.etlunit	informatica	1.8.3		4b01627f6f8a8a31b5de210bc56a8154dcbdde32
org.bitbucket.bradleysmithllc.etlunit	informatica	1.8.4		5183b65ff98c9227413bbf4f685e2935fb9c7eea
org.bitbucket.bradleysmithllc.etlunit	informatica	1.8.5		d78a6ef6543054482fb449a08f6e9dee593045e5
org.bitbucket.bradleysmithllc.etlunit	informatica	1.8.6		00162e2464d3d477d5397677e2c62000afb7bcaa
org.bitbucket.bradleysmithllc.etlunit	informatica	1.8.7		716f24ed37c4d4605e57db4085153b86ee3f0252
org.bitbucket.bradleysmithllc.etlunit	informatica	1.8.8		1101ff48d8f6a33ead7de89e0ca6eef1a4bab231
org.bitbucket.bradleysmithllc.etlunit	informatica	1.8.9		c3060db245fa59c48f97430fa948bb8a782a4052
org.codehaus.griffon.plugins	griffon-ebean-core	2.1.0		d7ffe4a38ce2a280ecf5158f4a091643a5c9b52a
org.fabric3	fabric3-jaxb	2.5.0		bdda26f380488d0d04723e8ef8cca3d2f34ab987
org.fabric3	fabric3-jaxb	2.5.1		9a8558768919bc7a3fa2dfd3b1bd3300999cb978
org.fabric3	fabric3-jaxb	2.5.2		d8225f494b1545c16272c300e2502dda8f22bd90
org.fabric3	fabric3-jaxb	2.5.3		02116d0a2744a97f95e805fcd5923349df4d79ce
org.fabric3	fabric3-jaxb	3.0.0		19487b74471f19d3e2838b0dca611cb688e070dc
org.imixs.workflow	imixs-adapters	1.6.2		N/A
org.imixs.workflow	imixs-adapters	2.0.0		N/A
org.imixs.workflow	imixs-adapters	2.0.1		N/A
org.imixs.workflow	imixs-adapters	2.0.2		N/A
org.imixs.workflow	imixs-adapters	2.1.0		N/A
org.imixs.workflow	imixs-adapters	2.1.1		N/A
org.imixs.workflow	imixs-adapters	2.2.0		N/A
org.imixs.workflow	imixs-adapters	2.2.1		N/A
org.imixs.workflow	imixs-adapters	2.2.2		N/A
org.imixs.workflow	imixs-adapters	2.2.3		N/A
org.imixs.workflow	imixs-adapters	2.2.4		N/A
org.imixs.workflow	imixs-adapters	2.2.5		N/A
org.imixs.workflow	imixs-adapters	2.2.6		N/A
org.imixs.workflow	imixs-adapters	2.2.7		N/A
org.imixs.workflow	imixs-adapters	2.2.8		N/A
org.imixs.workflow	imixs-adapters	2.3.0		N/A
org.imixs.workflow	imixs-adapters	2.3.1		N/A
org.imixs.workflow	imixs-adapters	2.3.2		N/A
org.imixs.workflow	imixs-adapters	2.3.3		N/A
org.imixs.workflow	imixs-adapters	3.0.0		N/A
org.imixs.workflow	imixs-adapters	3.0.1		N/A
org.imixs.workflow	imixs-adapters	3.0.2		N/A
org.imixs.workflow	imixs-adapters	3.0.3		N/A
org.imixs.workflow	imixs-adapters	3.1.0		N/A
org.kevoree.modeling	org.kevoree.modeling.microframework.databases.leveldb	4.0.0		6400585e789663896cb78e0600fd3a66d2d9fa0c
org.kevoree.modeling	org.kevoree.modeling.microframework.databases.leveldb	4.0.1		97851d3957d247d886e6c7a0398518020bfc1cd3
org.kevoree.modeling	org.kevoree.modeling.microframework.databases.leveldb	4.1.0		bf0c93b8e1a2f43cb010811bf1ac7174305b05fd
org.kevoree.modeling	org.kevoree.modeling.microframework.databases.leveldb	4.10.0		4d9f26242deaf76772b786c150a4ffe38defec85
org.kevoree.modeling	org.kevoree.modeling.microframework.databases.leveldb	4.10.1		dcce8a49c11c110029db8f2d19746a4e635ae109
org.kevoree.modeling	org.kevoree.modeling.microframework.databases.leveldb	4.11.0		3a266941fc932fe4757d00b333015e12c574e9e0
org.kevoree.modeling	org.kevoree.modeling.microframework.databases.leveldb	4.2.0		b1a01acf5983edadaa4003c8595e969ac9bbd0ec
org.kevoree.modeling	org.kevoree.modeling.microframework.databases.leveldb	4.3.0		c17a2e4af24a48861b4a0d2b745732eab2768550
org.kevoree.modeling	org.kevoree.modeling.microframework.databases.leveldb	4.3.1		0763d9c8710e1b40b3eb4e08971f93b3a049c102
org.kevoree.modeling	org.kevoree.modeling.microframework.databases.leveldb	4.3.2		941b396baab5da03f526123c8cf3591c0aedfac0
org.kevoree.modeling	org.kevoree.modeling.microframework.databases.leveldb	4.4.0		ed34d1a3ef3c3017db98790a5cb0175a459f3a49
org.kevoree.modeling	org.kevoree.modeling.microframework.databases.leveldb	4.5.0		8c46a66685c54c09b64573f39f589ea832e577a6
org.kevoree.modeling	org.kevoree.modeling.microframework.databases.leveldb	4.5.1		458747d6740220e9892b55871bba48629a65d2dd
org.kevoree.modeling	org.kevoree.modeling.microframework.databases.leveldb	4.5.2		2d345169fabb2c9e10d58d33124489e76077ab65
org.kevoree.modeling	org.kevoree.modeling.microframework.databases.leveldb	4.6.0		8752f56d80fb24940d8afe655a254af1c30f5f51
org.kevoree.modeling	org.kevoree.modeling.microframework.databases.leveldb	4.7.0		c4777751a184cc022dd4324eddc12c9ce3d305c8
org.kevoree.modeling	org.kevoree.modeling.microframework.databases.leveldb	4.8.0		a105c56dd5caec863769fe7175118bb1b38505e8
org.kevoree.modeling	org.kevoree.modeling.microframework.databases.leveldb	4.8.1		a842a306f4576133d72b267473f677618979795c
org.kevoree.modeling	org.kevoree.modeling.microframework.databases.leveldb	4.9.0		7bd2117af3a8be887b1b3aac6d34922fff322874
org.kevoree.modeling	org.kevoree.modeling.microframework.databases.leveldb	4.9.1		dd550149591f3bd5777d2c0e63d9f8be3591775c
org.kie	compilation-manager	8.24.0.Beta		N/A
org.kie	compilation-manager	8.24.1.Beta		N/A
org.kie	kie-eap-integration-core	6.0.1.Final		4452a1a91665b6c59d4aa101b0fb4f152de2e7bf
org.mobicents.servers.jainslee.xmpp	mobicents-slee-xmpp	2.8.1		N/A
org.mobicents.servers.jainslee.xmpp	mobicents-slee-xmpp	2.8.2		N/A
org.mvnpm	lodash._reescape	3.0.0		a641914f8b30c80c131af07981f09cd5b7ee2189
org.onosproject	onos-app-vtnweb	1.3.0		bc53ee04c14fded2b1e6246207c46b901c459e35
org.openidentityplatform.openam	openam-cli	14.5.2		N/A
org.openidentityplatform.openam	openam-cli	14.5.3		N/A
org.openidentityplatform.openam	openam-cli	14.5.4		N/A
org.openidentityplatform.openam	openam-cli	14.6.1		N/A
org.openidentityplatform.openam	openam-cli	14.6.2		N/A
org.openidentityplatform.openam	openam-cli	14.6.3		N/A
org.openidentityplatform.openam	openam-cli	14.6.4		N/A
org.openidentityplatform.openam	openam-cli	14.6.5		N/A
org.openidentityplatform.openam	openam-cli	14.6.6		N/A
org.openidentityplatform.openam	openam-cli	14.7.0		N/A
org.openidentityplatform.openam	openam-cli	14.7.1		N/A
org.openidentityplatform.openam	openam-cli	14.7.2		N/A
org.openidentityplatform.openam	openam-cli	14.7.3		N/A
org.openidentityplatform.openam	openam-cli	14.7.4		N/A
org.openidentityplatform.openam	openam-cli	14.8.1		N/A
org.openidentityplatform.openam	openam-cli	14.8.2		N/A
org.openidentityplatform.openam	openam-cli	14.8.3		N/A
org.openidentityplatform.openam	openam-cli	14.8.4		N/A
org.openidentityplatform.openam	openam-cli	15.0.0		N/A
org.openidentityplatform.openam	openam-cli	15.0.1		N/A
org.openidentityplatform.openam	openam-cli	15.0.2		N/A
org.openidentityplatform.openam	openam-cli	15.0.3		N/A
org.openidentityplatform.openam	openam-cli	15.0.4		N/A
org.openidentityplatform.openam	openam-cli	15.1.0		N/A
org.openidentityplatform.openam	openam-cli	15.1.1		N/A
org.openidentityplatform.openam	openam-cli	15.1.2		N/A
org.openidentityplatform.openam	openam-cli	15.1.3		N/A
org.openidentityplatform.openam	openam-cli	15.1.4		N/A
org.openidentityplatform.openam	openam-cli	15.1.5		N/A
org.openidentityplatform.openam	openam-cli	15.1.6		N/A
org.scalameta	mtags_2.13.11	0.11.12		8874ef70f75d27047866fca9a9ab829ffda91d1a
org.scalameta	mtags_2.13.11	1.0.0		f8c4ae31fee22c1d9a8a6b29b99445aa0fbc2577
org.scalameta	mtags_2.13.11	1.0.1		98909df9a6c11fb971b0636a492b647cf5fdff25
org.scalameta	mtags_2.13.11	1.1.0		76ee3315374a6c827933d8b6726ed2c7298ab347
org.scalameta	mtags_2.13.11	1.2.0		c8eb86b74a81f703404cd759d50d177feb5ca6f1
org.scalameta	mtags_2.13.11	1.2.1		1d1e337d8559fa5154d742a007fb8d6e461fba68
org.scalameta	mtags_2.13.11	1.2.2		a00530bc0bc2c344abecd8f5c48bd774738a0832
org.scalameta	mtags_2.13.11	1.3.0		3c930f0717d332c8f69042b0d3b34137d2ea222b
org.scalameta	mtags_2.13.11	1.3.1		dd1fd05189d62a02ee338bcfd55be93a66c7348d
org.scalameta	mtags_2.13.11	1.3.2		6817d3ed9edb375fe9b714be80b9619d6cbcd218
org.scalameta	mtags_2.13.11	1.3.3		d10846db324e0767669075d19425870feba52a94
org.scalameta	mtags_2.13.11	1.3.4		7a6d3685e9baacb6b3a7fa76aaace0b5e62be8d2
