activation	activation	1.0.2		N/A
io.github.alon-sage.hardkore	hardkore-graphql-server	0.5.3		3deb44c569782f6de4411bd54c0a2c3586d7280f
io.github.alon-sage.hardkore	hardkore-graphql-server	0.5.4		4dce3c9c16e1548ef4641008be640231f2a4042c
io.github.alon-sage.hardkore	hardkore-graphql-server	0.5.5		2581f24a00a7cd2ad66729ce73a0f383b9d91c4f
io.github.alon-sage.hardkore	hardkore-graphql-server	0.5.6		1891b72a436529bde5532e10ad6f5a55a360baab
io.github.amrhassan	httpc_2.12	0.3.1		2faad137e7d865b471559ee9b1e436597e9f3444
io.github.amrhassan	httpc_2.12	0.3.2		a83105547bda4afc993d2d979fd4a21d0ed64f52
io.github.asakaev	leftpad-core_2.13	0.1.10		6911e3fd43ccb146328a2bd1c0675fcd6b462891
io.github.asakaev	leftpad-core_2.13	0.1.11		a5eea046b9e9eeb560e8e757882f3da1dffeffb7
io.github.asakaev	leftpad-core_2.13	0.1.4		f26312b2a443cddafb3f75d9aee7b405d44c63c8
io.github.asakaev	leftpad-core_2.13	0.1.5		64cb2f3f3a8988cc712efb8117ba28d4b127adb6
io.github.asakaev	leftpad-core_2.13	0.1.6		fee730b10a2e443730cd9dca93e78ca289abe218
io.github.asakaev	leftpad-core_2.13	0.1.7		f78615e376f51e23d97e4a7ca5b29c301c5abb7f
io.github.asakaev	leftpad-core_2.13	0.1.8		771598aba7231c8524f47898e62359801444cd78
io.github.asakaev	leftpad-core_2.13	0.1.9		ce88de2dea809685569b723376cd2e7cf0858789
io.github.cherrio-llc	sheets-db	0.0.1		021ee6056bb24154b3ab5a06996db96ca7b0de07
io.github.cherrio-llc	sheets-db	0.0.2		6e3f589acb28d12b9cb2964db69882b34ca43a52
io.github.cherrio-llc	sheets-db	0.0.3		6e3f589acb28d12b9cb2964db69882b34ca43a52
io.github.cherrio-llc	sheets-db	0.0.4		6e3f589acb28d12b9cb2964db69882b34ca43a52
io.github.devngho	kmarkdown-androidnativearm32	0.2.4		N/A
io.github.luca992	ipfs-api-linuxx64	0.17.0		N/A
io.github.luca992	ipfs-api-linuxx64	0.18.0		N/A
io.github.luca992	ipfs-api-linuxx64	0.18.1		N/A
io.github.luca992	ipfs-api-linuxx64	0.18.1-1.6.21		N/A
io.github.luca992	ipfs-api-linuxx64	0.19.0		N/A
io.github.luca992	ipfs-api-linuxx64	0.19.0-1.6.21		N/A
io.github.luca992	ipfs-api-linuxx64	0.19.1		N/A
io.github.luca992	ipfs-api-linuxx64	0.19.1-1.6.21		N/A
io.github.luca992	ipfs-api-linuxx64	0.19.2		N/A
io.github.luca992	ipfs-api-linuxx64	0.20.0		N/A
io.github.luca992	ipfs-api-linuxx64	0.20.1		N/A
io.github.luca992	ipfs-api-linuxx64	0.20.2		N/A
io.github.luca992	ipfs-api-linuxx64	0.21.0		N/A
io.github.luca992	ipfs-api-linuxx64	0.21.1		N/A
io.github.luca992	ipfs-api-linuxx64	0.21.2		N/A
io.github.luca992	ipfs-api-linuxx64	0.21.3		N/A
io.github.luca992	ipfs-api-linuxx64	0.21.4		N/A
io.github.luca992	ipfs-api-linuxx64	0.21.5		N/A
io.github.luca992	ipfs-api-linuxx64	1.0.0-rc		N/A
io.github.ngchinhow	kraken-common	2.0.0		05a88e7bf2d2e31867d909b1ad92480aba8fdc29
io.github.pcmind	leveldb-benchmark	0.11		510e4ac0a234565b4abae4913cd3050b9489287f
io.github.pcmind	leveldb-benchmark	0.12		a63a8958734e0f7de4a8ca09a6624bb8bcc5c243
io.github.pcmind	leveldb-benchmark	1.0		5c8bfd1f686be2c0c62bfe1d7ec731c5309a9682
io.github.pcmind	leveldb-benchmark	1.1		97dc84e10a88836a9a839bbf6aa8eb55ef8ef846
io.github.pcmind	leveldb-benchmark	1.2		057861ee8bda5591c54609fff9cfd12196ea6e2d
io.github.reporting-solutions.nl	org.eclipse.birt.report.designer.ui.lib.explorer.nl1	4.8.0		fc88e28584c8afca9b476d996b289f6dbb59c8f2
io.github.thebesteric.framework.switchlogger	switch-logger-core	0.0.1		2d6a7b3454511da36c6a458b989a9d59971fcc74
io.github.thebesteric.framework.switchlogger	switch-logger-core	0.0.2		550bdd6ee3329d40fec4cb59058b88b4f9bfaf03
io.github.thebesteric.framework.switchlogger	switch-logger-core	1.0.0-RELEASE		6c6529516968564ea2c86fb3f469f66581afe089
io.github.thebesteric.framework.switchlogger	switch-logger-core	1.0.1		3b0b6dd76bdf7d33dab91e18f2d54f8230773691
io.github.thebesteric.framework.switchlogger	switch-logger-core	1.0.2		cdbdf495b8779cd82e1d57383cb0e10d40f9f71b
io.github.thebesteric.framework.switchlogger	switch-logger-core	1.0.3		65559f58e14dd64817b9f8fba9dd665abaa49896
io.github.thebesteric.framework.switchlogger	switch-logger-core	1.0.4		d9af0f67cb3faa3f3c9f6059d2dbb26b946e26ab
io.helidon.dbclient	helidon-dbclient-health	2.0.0		d228c5cb9a879e36dedb26aea373d3a687af670e
io.helidon.dbclient	helidon-dbclient-health	2.0.0-M1		044f87451f92db3eaa43a93523cc006445c99438
io.helidon.dbclient	helidon-dbclient-health	2.0.0-M2		c6b3cafaa40ba216b97bd0073d342f58020aa461
io.helidon.dbclient	helidon-dbclient-health	2.0.0-M3		a8ba4955491e58a77508a0367acc5383d1041043
io.helidon.dbclient	helidon-dbclient-health	2.0.0-M4		80bf25729650b508e4b52b7ae37c15921781a443
io.helidon.dbclient	helidon-dbclient-health	2.0.0-RC1		66f9ae83a7611ec92bcc2789c42dfea6cb942781
io.helidon.dbclient	helidon-dbclient-health	2.0.0-RC2		754d51916bb807a3e4b800dafcbf6e3d1acbee7a
io.helidon.dbclient	helidon-dbclient-health	2.0.1		bfa342b404849db42ba387b62750783f1f828879
io.helidon.dbclient	helidon-dbclient-health	2.0.2		47b8b1e04c55f95249085f1c46fe4f7e9639c8da
io.helidon.dbclient	helidon-dbclient-health	2.1.0		a5fcd98d7f272554c9dcd5fea52b21cfd9e17ebb
io.helidon.dbclient	helidon-dbclient-health	2.2.0		390481ec0535ede209329c935cbab8c825a31963
io.helidon.dbclient	helidon-dbclient-health	2.2.1		8961d9508db9a01e19febec79988486c3438d998
io.helidon.dbclient	helidon-dbclient-health	2.2.2		d27a623225db3c01353e3f78277892ec7ddfdd4b
io.helidon.dbclient	helidon-dbclient-health	2.3.0		c1cd0c729ffa2f9c4c97e8476ff694ee958d18d2
io.helidon.dbclient	helidon-dbclient-health	2.3.1		427f9e412d3027c0b65f0643e0b491e811d4ca0e
io.helidon.dbclient	helidon-dbclient-health	2.3.2		d745c7f1774da8b3e82635796bed850e59be5845
io.helidon.dbclient	helidon-dbclient-health	2.3.3		102ea9d7a3d3a4899e06804d317cf24ea5312cc8
io.helidon.dbclient	helidon-dbclient-health	2.3.4		8e0bb16e2ec181e6aaef16bdcfc9ef7587d19e12
io.helidon.dbclient	helidon-dbclient-health	2.4.0		eeb54f1837cbbec50a6a6eb0da68a1f377b69c3a
io.helidon.dbclient	helidon-dbclient-health	2.4.1		47bfa8b7d6c2f8334656294ed59c810e30d95edc
io.helidon.dbclient	helidon-dbclient-health	2.4.2		fa77eee0ee3a71c835f3b9340a70036ea5735ed7
io.helidon.dbclient	helidon-dbclient-health	2.5.0		52316eb6baf2f576791f86d60d05c16437a9b2d7
io.helidon.dbclient	helidon-dbclient-health	2.5.1		e182f4c807e4395804bd6d342486029c1b287053
io.helidon.dbclient	helidon-dbclient-health	2.5.2		66d0ae2778be513b6a6c28d845c0df55210e63db
io.helidon.dbclient	helidon-dbclient-health	2.5.3		f2504a464a67f2ab08180fa6c1c85a28e7c6b129
io.helidon.dbclient	helidon-dbclient-health	2.5.4		5dcdf81b72f4e7904b66bc02590e49caf2fd118c
io.helidon.dbclient	helidon-dbclient-health	2.5.5		69f02d5cda90767cb56921242672b5ccbe0c8a64
io.helidon.dbclient	helidon-dbclient-health	2.5.6		b092ba185415d977f8e30abcd1a4d9a9bf6f6624
io.helidon.dbclient	helidon-dbclient-health	2.6.0		bb801199c1a00964c9e59d4bb3f6526339af0521
io.helidon.dbclient	helidon-dbclient-health	2.6.1		e826c8aefecda21eef464d508610680a36a9ad72
io.helidon.dbclient	helidon-dbclient-health	2.6.10		fed27963bbe189f403664ffd75748799a71b3251
io.helidon.dbclient	helidon-dbclient-health	2.6.11		5412f247c0b339dc310664f7e4f4d2d62bf29358
io.helidon.dbclient	helidon-dbclient-health	2.6.2		b7a2238c03f55d69b615552ba619b645a6797e47
io.helidon.dbclient	helidon-dbclient-health	2.6.3		c7e69e91f46b5c5162a53bc6b23b6e8da4787260
io.helidon.dbclient	helidon-dbclient-health	2.6.4		ec6b69902d7042c060d36f15a329fb2f8ec79ec6
io.helidon.dbclient	helidon-dbclient-health	2.6.5		859c5ad6ba96e92db6db10fc9073a890e5cffcfb
io.helidon.dbclient	helidon-dbclient-health	2.6.6		72e4c3fa1b13f287e8b6e26ab688feb44bd5fbc6
io.helidon.dbclient	helidon-dbclient-health	2.6.7		2f760a862258f9022c860f553983db44e6d36452
io.helidon.dbclient	helidon-dbclient-health	2.6.8		1874583e8e0ce17d271faa498c04eab00e8b8803
io.helidon.dbclient	helidon-dbclient-health	2.6.9		447afee43112e3951da718ec2fd811c84b745b9e
io.helidon.dbclient	helidon-dbclient-health	3.0.0		f286ca8e546560c9f3b30ce660b7ce4b60cc642f
io.helidon.dbclient	helidon-dbclient-health	3.0.0-M1		7eb7592194fcac8998aa1404bc0227bea9fd9b40
io.helidon.dbclient	helidon-dbclient-health	3.0.0-M2		e504f9c64c05f4bd0b2af6a8723ce20e94808f59
io.helidon.dbclient	helidon-dbclient-health	3.0.0-RC1		3267c97e3cccd4c93d7c24e9566dbd3643edbb4b
io.helidon.dbclient	helidon-dbclient-health	3.0.0-RC2		1c2b56cdf79fe04f0403a9de7c34c147a703a0fd
io.helidon.dbclient	helidon-dbclient-health	3.0.1		93d71e14e7c665fb66e524eafa4904b980dfa322
io.helidon.dbclient	helidon-dbclient-health	3.0.2		722249b2ca344e94dd1b8dd5eb4c0c8eb274797e
io.helidon.dbclient	helidon-dbclient-health	3.1.0		0d3b0353e04c45baf1b6aaec073e598b6e36b696
io.helidon.dbclient	helidon-dbclient-health	3.1.1		46016d5e40f33011f8315723bcc853b19e79a1a2
io.helidon.dbclient	helidon-dbclient-health	3.1.2		bf239a0a166b2235bc851b396c8088fd26c84679
io.helidon.dbclient	helidon-dbclient-health	3.2.0		98383db5bec43e9ac6ca2bd2609e46cb8467de2d
io.helidon.dbclient	helidon-dbclient-health	3.2.1		1956b8a2c41ac3d076879cfde631c494478bcaab
io.helidon.dbclient	helidon-dbclient-health	3.2.10		d5b6be6db301838d83e041a3e6870d1e325aacfd
io.helidon.dbclient	helidon-dbclient-health	3.2.11		9c2e7693b4120c024f71cf51427c44025809c38a
io.helidon.dbclient	helidon-dbclient-health	3.2.12		617e604bd718ec3557e77bd3ad55e8c4ceacc617
io.helidon.dbclient	helidon-dbclient-health	3.2.2		0ad48b9ad3465c9ee39ede282c5f4eec87941c95
io.helidon.dbclient	helidon-dbclient-health	3.2.3		cad2dc99a6a17c1a66155e3e5cdba2723e51efdb
io.helidon.dbclient	helidon-dbclient-health	3.2.4		c63ba87c83cff689694ecb49c9a7e4dbc4925f14
io.helidon.dbclient	helidon-dbclient-health	3.2.5		72b495b25d6ef2c29377ad56a2e16513b974dd10
io.helidon.dbclient	helidon-dbclient-health	3.2.6		50e9e24514884bc19206626f5f906542d3e9e8e1
io.helidon.dbclient	helidon-dbclient-health	3.2.7		a799e8950b2134f5bb35ba6f5516f3b41c9299a9
io.helidon.dbclient	helidon-dbclient-health	3.2.8		89f82963da9161db4120d13a8fada6bb216c04fd
io.helidon.dbclient	helidon-dbclient-health	3.2.9		e7ad73b3db8c2b9fd123a1e057327f5a9fab986f
io.helidon.dbclient	helidon-dbclient-health	4.0.0		f044a935b0fd39d29f8b7b9b964f3a2641ca157a
io.helidon.dbclient	helidon-dbclient-health	4.0.0-M1		67211305c7eebf5d5a9f8311b98f0c6e5b6d70c5
io.helidon.dbclient	helidon-dbclient-health	4.0.0-M2		f8fece0662e64ad774562ccdb467b0c08e26f386
io.helidon.dbclient	helidon-dbclient-health	4.0.0-RC1		f6f17045bb54d87ae46a0e1a5ddc7bf9a2fcaa7d
io.helidon.dbclient	helidon-dbclient-health	4.0.0-RC2		59eb97c760b045f885d5e99cbae0937f7294967f
io.helidon.dbclient	helidon-dbclient-health	4.0.1		dcad99dc1fa157bc8dbec56a880458625651159a
io.helidon.dbclient	helidon-dbclient-health	4.0.10		9011cb84f78fe1724cbe722a8ffa31211503f18a
io.helidon.dbclient	helidon-dbclient-health	4.0.11		5192863a9d3256583310a56338f8d199edc607c3
io.helidon.dbclient	helidon-dbclient-health	4.0.12		61143085d49dd967eef1df07dd525e467ebdc515
io.helidon.dbclient	helidon-dbclient-health	4.0.2		ceafcebaf3abd79220e6bdfe667127a78f35a828
io.helidon.dbclient	helidon-dbclient-health	4.0.3		fd5ba521ccc4974dabc33a5f70ca7321350e0190
io.helidon.dbclient	helidon-dbclient-health	4.0.4		63bffebf5dcfead2089074697e9dc2a4e0f489e2
io.helidon.dbclient	helidon-dbclient-health	4.0.5		d7fa4d7f9786c49522616de02f8300724e544cde
io.helidon.dbclient	helidon-dbclient-health	4.0.6		0030b811f0554ee1d86c6b2c07b84a5c22bccbf1
io.helidon.dbclient	helidon-dbclient-health	4.0.7		57f74ebb8388723015582583246e6f1a7d6f5ab0
io.helidon.dbclient	helidon-dbclient-health	4.0.8		9ec27bda6ee5d4b2c2e1431f715fe186a50262bf
io.helidon.dbclient	helidon-dbclient-health	4.0.9		c97f8d5613b3fb2669228b11ce6bb4ddafaeaa87
io.helidon.dbclient	helidon-dbclient-health	4.1.0		6ca6407b2eba11307016efa71ddf8dcdf9e846ea
io.helidon.dbclient	helidon-dbclient-health	4.1.1		4435adcac93fe487aaee542e32270f2a52e477d8
io.helidon.dbclient	helidon-dbclient-health	4.1.2		24f28b0f5333936cdf4b7ba59b156b3c783c2405
io.helidon.dbclient	helidon-dbclient-health	4.1.3		62f47bfe964e387b27a06da82425fe17eaa12858
io.helidon.dbclient	helidon-dbclient-health	4.1.4		e7a9628a3f05a4d03222da58360119b122645bde
io.helidon.dbclient	helidon-dbclient-health	4.1.5		f5bbb0024c6057244fa537069fd25dece600af4a
io.helidon.dbclient	helidon-dbclient-health	4.1.6		f34f8051fd5ecccbed526cc1bbf89000690d8c04
io.helidon.dbclient	helidon-dbclient-health	4.1.7		66ded76abd5b61034061f0e6abcfc6f29a8dcd1c
io.helidon.dbclient	helidon-dbclient-health	4.2.0		067be4e13e707126c7bdcbd1a60d55ec12cf1e47
io.helidon.dbclient	helidon-dbclient-health	4.2.1		3d440fe4b279c6787a9dc9b151b778c42a35029e
io.jstach.rainbowgum	rainbowgum-disruptor	0.2.0		c3c74c7348bd8fda5e19eabff4e9428accde0b01
io.jstach.rainbowgum	rainbowgum-disruptor	0.3.0		5a72a8e73e8c6c8335c8443821b5876a0be742a6
io.jstach.rainbowgum	rainbowgum-disruptor	0.4.0		5835b1aa3289460bfb3bb84c3a75c7412ef4f22d
io.jstach.rainbowgum	rainbowgum-disruptor	0.4.1		0ccd9b4b09c797625b01e0da5a916b52e157d06c
io.jstach.rainbowgum	rainbowgum-disruptor	0.5.0		393b647d0f99a543012356a5627427647c65d13f
io.jstach.rainbowgum	rainbowgum-disruptor	0.6.0		fb86d15c21c1d0969ac92e0fc3d8c43ac8821361
io.jstach.rainbowgum	rainbowgum-disruptor	0.6.1		fb21483a72328203c8f8b68a0190085eeec6846e
io.jstach.rainbowgum	rainbowgum-disruptor	0.6.2		0c466c34d5235af2313eaa892b3cb2773bae60fb
io.jstach.rainbowgum	rainbowgum-disruptor	0.7.0		1375d6e343a16fbfeb0a6e0e16425afcd4df74ba
io.jstach.rainbowgum	rainbowgum-disruptor	0.7.1		66bdbbfa0f163ec14f85296e4bbe400799124573
io.jstach.rainbowgum	rainbowgum-disruptor	0.8.0		05a9909725bf35e42a12b8798d6ab7b8c0c3940d
io.jstach.rainbowgum	rainbowgum-disruptor	0.8.1		d4fda98f9bc47eab2064640a60280960758eda4e
io.kotest.extensions	kotest-property-arrow-iossimulatorarm64	1.2.0		N/A
io.kotest.extensions	kotest-property-arrow-iossimulatorarm64	1.2.1		N/A
io.kotest.extensions	kotest-property-arrow-iossimulatorarm64	1.2.2		N/A
io.kotest.extensions	kotest-property-arrow-iossimulatorarm64	1.2.3		N/A
io.kotest.extensions	kotest-property-arrow-iossimulatorarm64	1.2.4		N/A
io.kotest.extensions	kotest-property-arrow-iossimulatorarm64	1.2.5		N/A
io.kotest.extensions	kotest-property-arrow-iossimulatorarm64	1.2.5	metadata	c446fa90e6d305e0226635e137d8e2a638bb0b32
io.kotest.extensions	kotest-property-arrow-iossimulatorarm64	1.3.0		N/A
io.kotest.extensions	kotest-property-arrow-iossimulatorarm64	1.3.0	metadata	180f110de0a7c56c2cd6753dbcd0a27b4eac2ced
io.kotest.extensions	kotest-property-arrow-iossimulatorarm64	1.3.2		N/A
io.kotest.extensions	kotest-property-arrow-iossimulatorarm64	1.3.2	metadata	24ad77ff1b5e3912e1570ff5a4e9f83ffebf1a09
io.kotest.extensions	kotest-property-arrow-iossimulatorarm64	1.3.3		N/A
io.kotest.extensions	kotest-property-arrow-iossimulatorarm64	1.3.3	metadata	d49a9153301dad8d9f4c48deac8db6ffb4309746
io.kotest.extensions	kotest-property-arrow-iossimulatorarm64	1.4.0		N/A
io.kotest.extensions	kotest-property-arrow-iossimulatorarm64	1.4.0	metadata	0b7bf2a0ff37ba860fd8c6443b29795e7a8ab400
io.kotest.extensions	kotest-property-arrow-iossimulatorarm64	2.0.0		N/A
io.kotest.extensions	kotest-property-arrow-iossimulatorarm64	2.0.0	metadata	0ec0d012d1f2f3328e686d3f0a4dc6952cc0cf2b
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-vbsinst	3.0.0		ac83cd2f74068231c89ac4219bee8456985185b6
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-vbsinst	3.0.0-M10		69aa685163428a83102947b037c184925dd5c316
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-vbsinst	3.0.0-M11		59e9a5602a6c403a1b0f1baaa45b04870e404ad4
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-vbsinst	3.0.0-M12		2f9278549dcddb1eb6307029e628bf1e6fbfd047
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-vbsinst	3.0.0-M13		627a9b709c91a98beb6264fec686b6d1581c10e0
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-vbsinst	3.0.0-M14		e4c9ea9c0d46519fba41f051ab73bb4569b97656
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-vbsinst	3.0.0-M3		eb1634ab923ee84bf5475acf9cc6d0334f5b2004
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-vbsinst	3.0.0-M4		14d89a887d14a0ab4096550967e566c3113c0bc3
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-vbsinst	3.0.0-M5		0f679d1a980e32fdbcf20fca1408e250058e39e5
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-vbsinst	3.0.0-M6		6eed4ab0f46415b84ee3800921e77d262f7033a1
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-vbsinst	3.0.0-M7		41483c22cb83ba17f91c668d990501f00f909b42
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-vbsinst	3.0.0-M8		0e9e9322e3244413c3cf70044b922eb1f702f621
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-vbsinst	3.0.0-M9		94203fca812b17333a8ba29bc6c0526caaab05ab
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-vbsinst	3.0.1		25ea34cedd50d718270804ade7435b453c39d275
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-vbsinst	3.0.2		cd7c477c59adb7ec056c8414f517ee5813fffefc
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-vbsinst	3.0.3		81646f27a4ef232f4e2e5e4f671eaefdfabf00a5
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-vbsinst	3.0.4		e78137e665ea9b11af0af026d51074e4c2fe8c77
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-vbsinst	3.0.5		e222f54511e21009b9434a5e5beb774e43078dca
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-vbsinst	3.0.6		2a0d06bee6766f72ebf2fe1b0910c456ebca5b8d
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-vbsinst	3.0.7		22ea8368728f6faac4e6cf42a3a45af432133776
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-vbsinst	3.1.0		2824eba972ada80f3466ba967e2a35f32102a7e7
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-vbsinst	3.2.0		df662d5ca641b0829cd87430ed3ae91acf33a1a8
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-vbsinst	3.3.0		96fbece50d5eded06e58138103e4093a60c3f7e0
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-vbsinst	3.4.0		c92fdc04dd83c12f5f481e470729963a93ddd44e
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-vbsinst	3.5.0		0fa90cb8dba02ff3bfcb9fb92d297b63877a84ce
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-vbsinst	3.5.1		69c07fcb887aa461360446ccb6b57e4266878c1f
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-vbsinst	3.6.0		6e7fdd22673af60c5dcd0aca3cba2399ac333b93
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-vbsinst	3.6.1		2a5a9f4604e0703d3821f0dd2a7a80e27df94172
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-vbsinst	3.6.2		06bfc1e625f8ba53ce706994d6ba55e950bae6c6
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-vbsinst	3.7.0		3d2dde4511726c8f60e45a300c20a7aa5009da04
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-vbsinst	3.7.1		639af14ad0ddcb0a5ff688d397b76a2b0f1e1ac2
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-vbsinst	3.7.2		96a411c6ed46790f2e10623328424c3a0bf0cbb6
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-vbsinst	3.8.0		d4bb90fc55fc15d58da0412f8e1dfa80a2c00ec6
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-vbsinst	3.9.0		5c4e3b1c8035ba1f16b2729639236e8f0e768bf9
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-vbsinst	3.9.1		ed2f9b3ab924e7490b690641780fe77dd08abbdd
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-vbsinst	4.0.0		80ee3c6e649d4b0c18c9ebb840f6bb00acfc6135
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-vbsinst	4.1.0		3a012ba407284fccdea02783909279f6fdc4000d
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-vbsinst	4.1.1		77089fd2a6c64d83a020028917701db87e836f4f
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-vbsinst	4.2.0		9cc4e4389b5b4d67f09a726393d82b1480001c81
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-vbsinst	4.2.1		49e5c5e195fdbd5e57500372649ace55c01609bc
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-vbsinst	4.3.0		b2ebdeaf9aadc92e4a0e9aa83c9b0e0a99bf687a
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-vbsinst	4.3.1		10a335e6aa3fe70785cbd14a41dd008bbdd5220a
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-vbsinst	4.3.10		34d62066faeee6c010d136469204e9edba47385d
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-vbsinst	4.3.11		55ad9d6e8d91829c31599f0e09ef714f824b16cb
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-vbsinst	4.3.2		d5d837dcb73366c29653712ee13ea7a3792f2a91
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-vbsinst	4.3.3		f33472703043c71d66dcbc5f3b478cc32f7e24c9
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-vbsinst	4.3.4		004751f7b369e4d926612e1ff3e53f46be660ef2
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-vbsinst	4.3.5		a41988d748c288900c5a26faa4572b89eb253099
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-vbsinst	4.3.6		32fa6dd8942e965cc262527f660ba626ded1a8db
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-vbsinst	4.3.7		8aa1664b35eef772168add83bf7cb128d83c5a58
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-vbsinst	4.3.8		467b54f214ff7413eacd83c6590a2df1a4fd9a90
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-vbsinst	4.3.9		28332f35edd96be7df8fef2bd0d6bbe3d511aa90
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-vbsinst	5.0.0		050702218111fb346f4ef5d644c96674837bddd6
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-vbsinst	5.0.1		f3b52a46304aef9fea4f9ff19b7f86d3c55e30cd
io.miragon.miranum	element-template-api	0.1.0		5ff0de208cb3d80b251c770767f6d8a3764d6e95
io.miragon.miranum	element-template-api	0.2.0		1b0ac111e92938cea5b2e98f8c536581ac2acf46
io.miragon.miranum	element-template-api	0.3.0		b34dec40b61ce831ac90541c43463d6239627fed
io.miragon.miranum	element-template-api	0.4.0		c2b1eef0f2f04c9692b59c859c5bf7a043d5f505
io.miragon.miranum	element-template-api	0.5.0		ac44b1cf11c9d72c2b45a1a79d4be0f5afe7d3df
io.mozocoin	mozo-sdk	0.2.4		N/A
io.mozocoin	mozo-sdk	0.2.4-beta04		N/A
io.mozocoin	mozo-sdk	0.2.4-beta05		N/A
io.mozocoin	mozo-sdk	0.2.4-beta06		N/A
io.mozocoin	mozo-sdk	0.2.4-beta07		N/A
io.mozocoin	mozo-sdk	0.2.4-beta08		N/A
io.mozocoin	mozo-sdk	0.2.4-beta09		N/A
io.mozocoin	mozo-sdk	0.2.4-beta10		N/A
io.mozocoin	mozo-sdk	0.2.4-beta11		N/A
io.mozocoin	mozo-sdk	0.2.4-beta12		N/A
io.mozocoin	mozo-sdk	0.2.4-beta13		N/A
io.mozocoin	mozo-sdk	0.2.4-beta14		N/A
io.mozocoin	mozo-sdk	0.2.4-beta15		N/A
io.mozocoin	mozo-sdk	0.2.4-beta16		N/A
io.mozocoin	mozo-sdk	0.2.4-beta17		N/A
io.mozocoin	mozo-sdk	0.2.4-beta18		N/A
io.mozocoin	mozo-sdk	0.2.4-beta19		N/A
io.mozocoin	mozo-sdk	0.2.4-beta20		N/A
io.mozocoin	mozo-sdk	0.2.5		N/A
io.mozocoin	mozo-sdk	0.2.5-alpha01		N/A
io.mozocoin	mozo-sdk	0.2.5-alpha02		N/A
io.mozocoin	mozo-sdk	0.2.5-alpha03		N/A
io.mozocoin	mozo-sdk	0.2.5-alpha04		N/A
io.mozocoin	mozo-sdk	0.2.5-alpha05		N/A
io.mozocoin	mozo-sdk	0.2.5-alpha06		N/A
io.mozocoin	mozo-sdk	0.2.5-alpha08		N/A
io.mozocoin	mozo-sdk	0.2.5-alpha09		N/A
io.mozocoin	mozo-sdk	0.2.5-alpha11		N/A
io.mozocoin	mozo-sdk	0.2.5-alpha12		N/A
io.mozocoin	mozo-sdk	0.2.5-beta01		N/A
io.mozocoin	mozo-sdk	0.2.5-beta02		N/A
