at.asitplus	android-attestation-versionCatalog	1.5.2		N/A
org.wso2.carbon.identity.conditional.auth.entgra	org.wso2.carbon.identity.conditional.auth.config.entgra	0.0.1472		57880ae7853c7da38cfb0d35293e1edde3602f67
org.wso2.carbon.identity.conditional.auth.entgra	org.wso2.carbon.identity.conditional.auth.config.entgra	0.0.1473		2904bf86150b1352986d8c337303ef4f4078d6ce
org.wso2.carbon.identity.conditional.auth.entgra	org.wso2.carbon.identity.conditional.auth.config.entgra	0.0.1474		166f10b5e361c06f3a2e2e477208003cc5c5c247
org.wso2.carbon.identity.conditional.auth.entgra	org.wso2.carbon.identity.conditional.auth.config.entgra	0.0.1475		6c6ffd63cf375646ef70aea6ed1cf59cad7d99f3
org.wso2.carbon.identity.conditional.auth.entgra	org.wso2.carbon.identity.conditional.auth.config.entgra	0.0.1476		3e90bb25295299549b8446a8e5c2bbbaae9e1f29
org.wso2.carbon.identity.conditional.auth.entgra	org.wso2.carbon.identity.conditional.auth.config.entgra	0.0.1477		da92ddaa119168dca36e195b03c498cea6a50f54
org.wso2.carbon.identity.conditional.auth.entgra	org.wso2.carbon.identity.conditional.auth.config.entgra	0.0.1478		56b2783f2f55eaa5af06dfeb18a37651c27252e0
org.wso2.carbon.identity.conditional.auth.entgra	org.wso2.carbon.identity.conditional.auth.config.entgra	0.0.1479		ff0e2d6f1d246d4261a16ce5a6a3ec7842de3237
org.wso2.carbon.identity.conditional.auth.entgra	org.wso2.carbon.identity.conditional.auth.config.entgra	0.0.1480		e09b32a1aba4b3f66c1601df54b66d002b633ca8
org.wso2.carbon.identity.conditional.auth.entgra	org.wso2.carbon.identity.conditional.auth.config.entgra	0.0.1481		60f42355b32559372ab5f27eadc666b3ecbc3be6
org.wso2.carbon.identity.conditional.auth.entgra	org.wso2.carbon.identity.conditional.auth.config.entgra	0.0.1482		f5b646595585b5728fbe768a486bbfc1d7e7a87c
org.wso2.carbon.identity.conditional.auth.entgra	org.wso2.carbon.identity.conditional.auth.config.entgra	0.0.1483		ef42ed40346bcdeefc04dcd81ee962037d00b4a1
org.wso2.carbon.identity.conditional.auth.entgra	org.wso2.carbon.identity.conditional.auth.config.entgra	0.0.1484		4c7975a8abe32db1f5c297a8140c7fc0ea6495d3
org.wso2.carbon.identity.conditional.auth.entgra	org.wso2.carbon.identity.conditional.auth.config.entgra	0.0.1485		653ffddccf040473178d56d9d30ac8e1dcc558d6
org.wso2.carbon.identity.conditional.auth.entgra	org.wso2.carbon.identity.conditional.auth.config.entgra	0.0.1486		d722124274afde70db0fa8fe05d22c3ff8716caf
org.wso2.carbon.identity.conditional.auth.entgra	org.wso2.carbon.identity.conditional.auth.config.entgra	0.0.1487		5018ab00b31061c22959e53bb4b0fa55cb8549b8
org.wso2.carbon.identity.conditional.auth.entgra	org.wso2.carbon.identity.conditional.auth.config.entgra	0.0.1488		e3b02cc778020b7036810e3014f2b7e72cf49672
org.wso2.carbon.identity.conditional.auth.entgra	org.wso2.carbon.identity.conditional.auth.config.entgra	0.0.1489		248b71b411a91803a459a01ad21a6e54dcd0ed43
org.wso2.carbon.identity.conditional.auth.entgra	org.wso2.carbon.identity.conditional.auth.config.entgra	0.0.1490		17e169f68669d9a226c04010e23e839de4dc2283
org.wso2.carbon.identity.conditional.auth.entgra	org.wso2.carbon.identity.conditional.auth.config.entgra	0.0.1491		32ab31c8d7816c76035ac67f2a9ec28a11516d61
org.wso2.carbon.identity.conditional.auth.entgra	org.wso2.carbon.identity.conditional.auth.config.entgra	0.0.1492		72924612cf53f748c96194904145d363338f93f6
org.wso2.carbon.identity.conditional.auth.entgra	org.wso2.carbon.identity.conditional.auth.config.entgra	0.0.1493		dd09138aca6d602db1330e672afa6b7f5c2ad5c2
org.wso2.carbon.identity.conditional.auth.entgra	org.wso2.carbon.identity.conditional.auth.config.entgra	0.0.1494		db853d630543b990f0627f5fb91d5f5b8c6efb02
org.wso2.carbon.identity.conditional.auth.entgra	org.wso2.carbon.identity.conditional.auth.config.entgra	0.0.1495		90d297e88434aae19b79b5300ba12174139cc8a1
org.wso2.carbon.identity.conditional.auth.entgra	org.wso2.carbon.identity.conditional.auth.config.entgra	0.0.1496		8fe7739ea0b7109aadebd92d38ec8431aef520d3
org.wso2.carbon.identity.conditional.auth.entgra	org.wso2.carbon.identity.conditional.auth.config.entgra	0.0.1497		d86dc1854cf987283e9966b3840ec23ff84d2ab1
org.wso2.carbon.identity.conditional.auth.entgra	org.wso2.carbon.identity.conditional.auth.config.entgra	0.0.1498		42fb04bc114f4f93ac35637ee27d9f6e3a2cf072
org.wso2.carbon.identity.conditional.auth.entgra	org.wso2.carbon.identity.conditional.auth.config.entgra	0.0.1499		f9517c49ca8198c4d1f62ebc5525cb4bb3fcdc75
org.wso2.carbon.identity.conditional.auth.entgra	org.wso2.carbon.identity.conditional.auth.config.entgra	0.0.15		53f3347235d03e9e594efc84a56a08b018d0a091
org.wso2.carbon.identity.conditional.auth.entgra	org.wso2.carbon.identity.conditional.auth.config.entgra	0.0.1500		e79a81d671998c229f4e9ff49838bdc8b94d799c
org.wso2.carbon.identity.conditional.auth.entgra	org.wso2.carbon.identity.conditional.auth.config.entgra	0.0.1501		a5096a723cf0a08f1ec91e618e812a067d859930
org.wso2.carbon.identity.conditional.auth.entgra	org.wso2.carbon.identity.conditional.auth.config.entgra	0.0.1502		1f70c222b0eee0c33c95b4f294e2b97cdff98290
org.wso2.carbon.identity.conditional.auth.entgra	org.wso2.carbon.identity.conditional.auth.config.entgra	0.0.1503		caec977a083cac941e63a626f15035e42b3cea29
org.wso2.carbon.identity.conditional.auth.entgra	org.wso2.carbon.identity.conditional.auth.config.entgra	0.0.1504		6ac80e1b8827baffc8c24a6f0dac809210088122
org.wso2.carbon.identity.conditional.auth.entgra	org.wso2.carbon.identity.conditional.auth.config.entgra	0.0.1505		61083fec9e531c6f4cfb1a6a372236051b235cfa
org.wso2.carbon.identity.conditional.auth.entgra	org.wso2.carbon.identity.conditional.auth.config.entgra	0.0.1506		5a82433f542aa36b800bd60cf9843246c2646320
org.wso2.carbon.identity.conditional.auth.entgra	org.wso2.carbon.identity.conditional.auth.config.entgra	0.0.1507		976c39b8217558d8a576b844709a41aba685a103
org.wso2.carbon.identity.conditional.auth.entgra	org.wso2.carbon.identity.conditional.auth.config.entgra	0.0.1508		da318b6601c126fc035e38d774377b9ade25f72a
org.wso2.carbon.identity.conditional.auth.entgra	org.wso2.carbon.identity.conditional.auth.config.entgra	0.0.1509		5582154a47fbc842d27d7768d7907b97eb35c792
org.wso2.carbon.identity.conditional.auth.entgra	org.wso2.carbon.identity.conditional.auth.config.entgra	0.0.1510		ab4cf5ab83d0259d6b8f222eccdb484b4e1f6c84
org.wso2.carbon.identity.conditional.auth.entgra	org.wso2.carbon.identity.conditional.auth.config.entgra	0.0.1511		5330827f2bfb4630658fe6196ae812025e36f1e6
org.wso2.carbon.identity.conditional.auth.entgra	org.wso2.carbon.identity.conditional.auth.config.entgra	0.0.1512		f6bebd717acc6fbb206a0a2fded02f595a025b30
org.wso2.carbon.identity.conditional.auth.entgra	org.wso2.carbon.identity.conditional.auth.config.entgra	0.0.1513		20dc417a2e5a3f5f3b8be6a88ea7e1e59703f368
org.wso2.carbon.identity.conditional.auth.entgra	org.wso2.carbon.identity.conditional.auth.config.entgra	0.0.1514		168e68c4dca5bc45278dd549cb0193be88300000
org.wso2.carbon.identity.conditional.auth.entgra	org.wso2.carbon.identity.conditional.auth.config.entgra	0.0.1515		1937095a9d48dfe1e4c168b716bae6e2efaee401
org.wso2.carbon.identity.conditional.auth.entgra	org.wso2.carbon.identity.conditional.auth.config.entgra	0.0.1516		2930991172249e2278c6df7a93b7b3be3b678c15
org.wso2.carbon.identity.conditional.auth.entgra	org.wso2.carbon.identity.conditional.auth.config.entgra	0.0.1517		b401863f8fcaf92bbfecf94e34947c18d93459a0
org.wso2.carbon.identity.conditional.auth.entgra	org.wso2.carbon.identity.conditional.auth.config.entgra	0.0.1518		ecab1f8715e1062b2aa79c377669726f5e86f35b
org.wso2.carbon.identity.conditional.auth.entgra	org.wso2.carbon.identity.conditional.auth.config.entgra	0.0.1519		2717f5536108b5943c5bf6bf213cae0f42e21b7c
org.wso2.carbon.identity.conditional.auth.entgra	org.wso2.carbon.identity.conditional.auth.config.entgra	0.0.1520		622250142423672c36de3ca5970592763b816130
org.wso2.carbon.identity.conditional.auth.entgra	org.wso2.carbon.identity.conditional.auth.config.entgra	0.0.1521		8082bdeeef9ead7d3fbb02f0a93bd7894be96e97
org.wso2.carbon.identity.conditional.auth.entgra	org.wso2.carbon.identity.conditional.auth.config.entgra	0.0.1522		9ce7b1fdea2e3f3b73833b214be5fda5a6c6d0cf
org.wso2.carbon.identity.conditional.auth.entgra	org.wso2.carbon.identity.conditional.auth.config.entgra	0.0.1523		9bb217828520b2c7b814c1cacf9737cbc7f202fe
org.wso2.carbon.identity.conditional.auth.entgra	org.wso2.carbon.identity.conditional.auth.config.entgra	0.0.1524		383dd101d8abab3fb3ead3012033e94b6a8bd3a8
org.wso2.carbon.identity.conditional.auth.entgra	org.wso2.carbon.identity.conditional.auth.config.entgra	0.0.1525		0b1486445b0fada5008994275d297f5ca90eb429
org.wso2.carbon.identity.conditional.auth.entgra	org.wso2.carbon.identity.conditional.auth.config.entgra	0.0.1526		6be4c50132b7b31f9308be55e26dcf16b504dd03
org.wso2.carbon.identity.conditional.auth.entgra	org.wso2.carbon.identity.conditional.auth.config.entgra	0.0.1527		84d95229abe9d56c0514bcda372f217c24627c3e
org.wso2.carbon.identity.conditional.auth.entgra	org.wso2.carbon.identity.conditional.auth.config.entgra	0.0.1528		84b050886af67ee4ecda98d2a73ab27cd6077211
org.wso2.carbon.identity.conditional.auth.entgra	org.wso2.carbon.identity.conditional.auth.config.entgra	0.0.1529		4f6367fc80a9a7ae6ecc42a6c42fa92ed7c6241f
org.wso2.carbon.identity.conditional.auth.entgra	org.wso2.carbon.identity.conditional.auth.config.entgra	0.0.1530		cdfc9cf3ff1ae2da7128d264bc7895c1de7d0502
org.wso2.carbon.identity.conditional.auth.entgra	org.wso2.carbon.identity.conditional.auth.config.entgra	0.0.1531		889d94d256260b9419aa17caf60f267735b18cf6
org.wso2.carbon.identity.conditional.auth.entgra	org.wso2.carbon.identity.conditional.auth.config.entgra	0.0.1532		ba2b3ae316f7be24a5117a6379e38b08ef20a4d5
org.wso2.carbon.identity.conditional.auth.entgra	org.wso2.carbon.identity.conditional.auth.config.entgra	0.0.1533		c42b044a528a5ed95857c06d80dbd377b5dda75b
org.wso2.carbon.identity.conditional.auth.entgra	org.wso2.carbon.identity.conditional.auth.config.entgra	0.0.1534		7680fbd93f3bf790768ab9215c055aff6ec84391
org.wso2.carbon.identity.conditional.auth.entgra	org.wso2.carbon.identity.conditional.auth.config.entgra	0.0.1535		29c7b9137c3db9005c48bc468c5a79c1f71b9505
org.wso2.carbon.identity.conditional.auth.entgra	org.wso2.carbon.identity.conditional.auth.config.entgra	0.0.1536		6b4c28fdddacfa697ec7877bc9e68582decdc016
org.wso2.carbon.identity.conditional.auth.entgra	org.wso2.carbon.identity.conditional.auth.config.entgra	0.0.1537		4c49fe8b3958b9b874e10d5535ae46f22b63077f
org.wso2.carbon.identity.conditional.auth.entgra	org.wso2.carbon.identity.conditional.auth.config.entgra	0.0.1538		8360a03df0b28e968205a585d4f7c1529394a609
org.wso2.carbon.identity.conditional.auth.entgra	org.wso2.carbon.identity.conditional.auth.config.entgra	0.0.1539		b01d96acb5d4d446e525746d1f1daedc03204e3b
org.wso2.carbon.identity.conditional.auth.entgra	org.wso2.carbon.identity.conditional.auth.config.entgra	0.0.1540		275d704a64071ba2a10e67ed59312f05ba0a4551
org.wso2.carbon.identity.conditional.auth.entgra	org.wso2.carbon.identity.conditional.auth.config.entgra	0.0.1541		e96c570d9d55b3bda4ef7eec3ff7a0cc3d946f19
org.wso2.carbon.identity.conditional.auth.entgra	org.wso2.carbon.identity.conditional.auth.config.entgra	0.0.1542		164517e87aba99dd09d24ac07347b85b38b84361
org.wso2.carbon.identity.conditional.auth.entgra	org.wso2.carbon.identity.conditional.auth.config.entgra	0.0.1543		17db5abdee6211d2d1bc482db3b64c72bfca41cf
org.wso2.carbon.identity.conditional.auth.entgra	org.wso2.carbon.identity.conditional.auth.config.entgra	0.0.1544		df8578edd77be9d0d62a8d435d4032cdc6c7a847
org.wso2.carbon.identity.conditional.auth.entgra	org.wso2.carbon.identity.conditional.auth.config.entgra	0.0.1545		107dcada36f26ff24c94d0834d08c8d784057fc1
org.wso2.carbon.identity.conditional.auth.entgra	org.wso2.carbon.identity.conditional.auth.config.entgra	0.0.1546		1bd36e9dc0c39f160fb53ed5dacf8cdbb2346956
org.wso2.carbon.identity.conditional.auth.entgra	org.wso2.carbon.identity.conditional.auth.config.entgra	0.0.1547		727f62e5d450050cb536a9e41fa502854924f8cf
org.wso2.carbon.identity.conditional.auth.entgra	org.wso2.carbon.identity.conditional.auth.config.entgra	0.0.1548		fb2b465552bc92d47024fa9a45c0d4245a366233
org.wso2.carbon.identity.conditional.auth.entgra	org.wso2.carbon.identity.conditional.auth.config.entgra	0.0.1549		ebc6ac97c54e77f2c03a8c4086e204592df5dab6
org.wso2.carbon.identity.conditional.auth.entgra	org.wso2.carbon.identity.conditional.auth.config.entgra	0.0.1550		a8ea5fed8c753cc7e687d20b6684b3a6606fc441
org.wso2.carbon.identity.conditional.auth.entgra	org.wso2.carbon.identity.conditional.auth.config.entgra	0.0.1551		8289bcc0ea94559b1f4bf7bd87ae5fa9228c0590
org.wso2.carbon.identity.conditional.auth.entgra	org.wso2.carbon.identity.conditional.auth.config.entgra	0.0.16		8de2a9d702d2014a682c251fc82f6a9e2db44df9
org.wso2.carbon.identity.conditional.auth.entgra	org.wso2.carbon.identity.conditional.auth.config.entgra	0.0.18		1752dc9d9b34433c9fa90fe46920fdff602b481a
org.wso2.carbon.identity.conditional.auth.entgra	org.wso2.carbon.identity.conditional.auth.config.entgra	0.0.19		7b95e0ea2201c8ec46119aa18f9bb69cca0d65a8
org.wso2.carbon.identity.conditional.auth.entgra	org.wso2.carbon.identity.conditional.auth.config.entgra	0.0.2		d165909aa73dddfdc4fb7ed9236581f1f22f252c
org.wso2.carbon.identity.conditional.auth.entgra	org.wso2.carbon.identity.conditional.auth.config.entgra	0.0.20		713a47a173751296b66074605fdeac289a6d7840
org.wso2.carbon.identity.conditional.auth.entgra	org.wso2.carbon.identity.conditional.auth.config.entgra	0.0.21		d2800e2a8f3d7b35afa9d0afa76e1868a67f2ae5
org.wso2.carbon.identity.conditional.auth.entgra	org.wso2.carbon.identity.conditional.auth.config.entgra	0.0.22		1bd6af77719198a81ebd2aa01afa7c4850a3d9db
org.wso2.carbon.identity.conditional.auth.entgra	org.wso2.carbon.identity.conditional.auth.config.entgra	0.0.23		bea2ab79ad473fd855b12734265222b14890a335
org.wso2.carbon.identity.conditional.auth.entgra	org.wso2.carbon.identity.conditional.auth.config.entgra	0.0.24		95ddb8b1f145635f9f4e67514e05a5fa7ca8cc0a
org.wso2.carbon.identity.conditional.auth.entgra	org.wso2.carbon.identity.conditional.auth.config.entgra	0.0.25		643e369751b62fc55ba37b8ef03a118f1baa2dba
org.wso2.carbon.identity.conditional.auth.entgra	org.wso2.carbon.identity.conditional.auth.config.entgra	0.0.26		258918156c63ed68c4b9411c0641bf60dee442aa
org.wso2.carbon.identity.conditional.auth.entgra	org.wso2.carbon.identity.conditional.auth.config.entgra	0.0.27		ee84e6b4a304a7c38628df010fddd857f40f9661
org.wso2.carbon.identity.conditional.auth.entgra	org.wso2.carbon.identity.conditional.auth.config.entgra	0.0.28		cecdc91a708086e55d350827744a54a357821eaa
org.wso2.carbon.identity.conditional.auth.entgra	org.wso2.carbon.identity.conditional.auth.config.entgra	0.0.29		5769204e2221ca3cb2f63ae9c34a043c036d8545
org.wso2.carbon.identity.conditional.auth.entgra	org.wso2.carbon.identity.conditional.auth.config.entgra	0.0.3		aa3405979127d6883340766e4ddf70771bfe6fe8
org.wso2.carbon.identity.conditional.auth.entgra	org.wso2.carbon.identity.conditional.auth.config.entgra	0.0.30		106365beaba2f1c1121051e7284d22e8ca04c989
org.wso2.carbon.identity.conditional.auth.entgra	org.wso2.carbon.identity.conditional.auth.config.entgra	0.0.31		e4a7e3b1d13d8477255b4d4c9bb2ead4ec739135
org.wso2.carbon.identity.conditional.auth.entgra	org.wso2.carbon.identity.conditional.auth.config.entgra	0.0.32		401c3a071ac4b7fc5a62f1558bf0fd0f2a5794e6
org.wso2.carbon.identity.conditional.auth.entgra	org.wso2.carbon.identity.conditional.auth.config.entgra	0.0.33		083dccedfd1bc6d1ad67970388850a7ccd1a671a
org.wso2.carbon.identity.conditional.auth.entgra	org.wso2.carbon.identity.conditional.auth.config.entgra	0.0.34		e7a3953d58d3f5739cfa1c38291faea2f53c9787
org.wso2.carbon.identity.conditional.auth.entgra	org.wso2.carbon.identity.conditional.auth.config.entgra	0.0.35		7b0ebae77af49ac62fb7ee367f64a80d216b2966
org.wso2.carbon.identity.conditional.auth.entgra	org.wso2.carbon.identity.conditional.auth.config.entgra	0.0.36		5a40ac69d3d4686e3c31377b79e52d7bdaad6065
org.wso2.carbon.identity.conditional.auth.entgra	org.wso2.carbon.identity.conditional.auth.config.entgra	0.0.37		4b5daed1cbd783ce3b0c1dc35f0f50dd86132366
org.wso2.carbon.identity.conditional.auth.entgra	org.wso2.carbon.identity.conditional.auth.config.entgra	0.0.38		c42951b44f36a288fb5445f2d63fdb1a99f15d6f
org.wso2.carbon.identity.conditional.auth.entgra	org.wso2.carbon.identity.conditional.auth.config.entgra	0.0.4		089ea9361aa81e0a6ddd96dd529953f0779cdedc
org.wso2.carbon.identity.conditional.auth.entgra	org.wso2.carbon.identity.conditional.auth.config.entgra	0.0.40		559c6af55002d5da59ddf6ce7fe8d2bdb0d7030a
org.wso2.carbon.identity.conditional.auth.entgra	org.wso2.carbon.identity.conditional.auth.config.entgra	0.0.41		74b7d5f056f142f45692ea9963e683a180829a10
org.wso2.carbon.identity.conditional.auth.entgra	org.wso2.carbon.identity.conditional.auth.config.entgra	0.0.42		ce8f662d748891486c31f1bf1b6ec944a67f49d3
org.wso2.carbon.identity.conditional.auth.entgra	org.wso2.carbon.identity.conditional.auth.config.entgra	0.0.43		f525b2c51cdbafa7e2f1ca6a86dca5c853fa1273
org.wso2.carbon.identity.conditional.auth.entgra	org.wso2.carbon.identity.conditional.auth.config.entgra	0.0.44		c9ec9a388ceb081dcc77ccabf8a082894117eb4b
org.wso2.carbon.identity.conditional.auth.entgra	org.wso2.carbon.identity.conditional.auth.config.entgra	0.0.45		f0c109bacd35a565cfba2ff5167cb47455c2b479
org.wso2.carbon.identity.conditional.auth.entgra	org.wso2.carbon.identity.conditional.auth.config.entgra	0.0.46		d6ed41e23248669bcfff4418661a00e088bf0dfb
org.wso2.carbon.identity.conditional.auth.entgra	org.wso2.carbon.identity.conditional.auth.config.entgra	0.0.47		b19887cf136c2bc8319e314a1fe928c1ad5c6e88
org.wso2.carbon.identity.conditional.auth.entgra	org.wso2.carbon.identity.conditional.auth.config.entgra	0.0.48		0398b50c0edbdd1b23f6fd77eac64256781fb19f
org.wso2.carbon.identity.conditional.auth.entgra	org.wso2.carbon.identity.conditional.auth.config.entgra	0.0.5		d79ae00b6af7c20136d46a7141451ced8039c726
org.wso2.carbon.identity.conditional.auth.entgra	org.wso2.carbon.identity.conditional.auth.config.entgra	0.0.50		288c996141cbfdae2653b4fac6ee9df8215a2e59
org.wso2.carbon.identity.conditional.auth.entgra	org.wso2.carbon.identity.conditional.auth.config.entgra	0.0.51		34d961aa39ed9675b6dc0c81662d91787159c474
org.wso2.carbon.identity.conditional.auth.entgra	org.wso2.carbon.identity.conditional.auth.config.entgra	0.0.52		3595388af22b38453022fdf114896e1c1fb6ea00
org.wso2.carbon.identity.conditional.auth.entgra	org.wso2.carbon.identity.conditional.auth.config.entgra	0.0.53		d26f32ddcd7242aa2d4d69452e2aeb81a6403c4c
org.wso2.carbon.identity.conditional.auth.entgra	org.wso2.carbon.identity.conditional.auth.config.entgra	0.0.54		8c733f691a5e7be74ee7a321832d21f8f4fca03e
org.wso2.carbon.identity.conditional.auth.entgra	org.wso2.carbon.identity.conditional.auth.config.entgra	0.0.55		f2036dac800ed6a2254571870781255816e4c4e8
org.wso2.carbon.identity.conditional.auth.entgra	org.wso2.carbon.identity.conditional.auth.config.entgra	0.0.56		8940d6879289882a0e5e3a03c032fba17ac9b0d8
org.wso2.carbon.identity.conditional.auth.entgra	org.wso2.carbon.identity.conditional.auth.config.entgra	0.0.57		18915b6b0c47b31324d406e99508a5edb77b9aae
org.wso2.carbon.identity.conditional.auth.entgra	org.wso2.carbon.identity.conditional.auth.config.entgra	0.0.58		e11f75a6eaefca0633b0ec8b230b9b2da68e4ca5
org.wso2.carbon.identity.conditional.auth.entgra	org.wso2.carbon.identity.conditional.auth.config.entgra	0.0.59		9cd6cf94e3992093f3fc178980a7a20c35d6bd0f
org.wso2.carbon.identity.conditional.auth.entgra	org.wso2.carbon.identity.conditional.auth.config.entgra	0.0.6		56e5b4cd546484981221c00f47dda36fad9febd2
org.wso2.carbon.identity.conditional.auth.entgra	org.wso2.carbon.identity.conditional.auth.config.entgra	0.0.60		9fa43139967c3d7ac66377d145b34a97b2ec3c61
org.wso2.carbon.identity.conditional.auth.entgra	org.wso2.carbon.identity.conditional.auth.config.entgra	0.0.61		7948c4bbf8b91d6770501f003eb86fd14605385e
org.wso2.carbon.identity.conditional.auth.entgra	org.wso2.carbon.identity.conditional.auth.config.entgra	0.0.62		7a15700663032f7af3827a7d57fdddfd3f604946
org.wso2.carbon.identity.conditional.auth.entgra	org.wso2.carbon.identity.conditional.auth.config.entgra	0.0.63		ef379e253ca87f2da57c2886027071a228384b55
org.wso2.carbon.identity.conditional.auth.entgra	org.wso2.carbon.identity.conditional.auth.config.entgra	0.0.64		a2b6d02a857ef443bff4d28fab4058d8dcca10f8
org.wso2.carbon.identity.conditional.auth.entgra	org.wso2.carbon.identity.conditional.auth.config.entgra	0.0.65		b122c4e5e764d372f9f7085051b348d8b30aedf9
org.wso2.carbon.identity.conditional.auth.entgra	org.wso2.carbon.identity.conditional.auth.config.entgra	0.0.66		eca2d1e32f550c5786d9a926eb32fb722f65df08
org.wso2.carbon.identity.conditional.auth.entgra	org.wso2.carbon.identity.conditional.auth.config.entgra	0.0.67		970ce1f6e3aeefbdcb155856486e36dc41ba3302
org.wso2.carbon.identity.conditional.auth.entgra	org.wso2.carbon.identity.conditional.auth.config.entgra	0.0.68		9f23c444f7052c7801451044df57ffc6f73af0ee
org.wso2.carbon.identity.conditional.auth.entgra	org.wso2.carbon.identity.conditional.auth.config.entgra	0.0.69		a52448da5dd6244b78169eeb726768df0b01b4d3
org.wso2.carbon.identity.conditional.auth.entgra	org.wso2.carbon.identity.conditional.auth.config.entgra	0.0.7		f029f184ba213913b82bdb3a86f1543594055121
org.wso2.carbon.identity.conditional.auth.entgra	org.wso2.carbon.identity.conditional.auth.config.entgra	0.0.8		fc5f078255b3ff8b23ef1d1f623d96bd00979ad0
org.wso2.carbon.identity.conditional.auth.entgra	org.wso2.carbon.identity.conditional.auth.config.entgra	0.0.9		3517c9ee32589960e547872c9484c71020aa64eb
org.xwiki.commons	xwiki-commons-tool-spoon-tests	12.10		0a086f8c40f54deb3f4cb8201a0e4b0e3170b5ab
org.xwiki.commons	xwiki-commons-tool-spoon-tests	12.10.1		4efcc1c16c707070a7538b1ddbbd8b294f99d686
org.xwiki.commons	xwiki-commons-tool-spoon-tests	12.10.10		e1668427862130ebf624cdcc7efdfc679ead8090
org.xwiki.commons	xwiki-commons-tool-spoon-tests	12.10.11		1077aa6009e2cf74ac0c0a5133d3ecdcbbae15de
org.xwiki.commons	xwiki-commons-tool-spoon-tests	12.10.2		9ca4d031eda2248c352118ed227528d4c4b8f1b4
org.xwiki.commons	xwiki-commons-tool-spoon-tests	12.10.3		dd10270c2034dce357df5049ab0a40c5be29c82d
org.xwiki.commons	xwiki-commons-tool-spoon-tests	12.10.4		1f1d453e982bccfb2fa03977e573e015ab5fe358
org.xwiki.commons	xwiki-commons-tool-spoon-tests	12.10.5		8e0a072cdd4ed472a2482d6ab65dcfbb419b63b2
org.xwiki.commons	xwiki-commons-tool-spoon-tests	12.10.6		788ecf30776cae9f5059969f662d12c1cf0a2833
org.xwiki.commons	xwiki-commons-tool-spoon-tests	12.10.7		8436c52bd439fa662244b3771d5db0cdef428c83
org.xwiki.commons	xwiki-commons-tool-spoon-tests	12.10.8		b1442211d8c9d71da15d0e5296fac8c7a3ccdc2d
org.xwiki.commons	xwiki-commons-tool-spoon-tests	12.10.9		82f0848a9bea31b46fdf04cbca5a5030fb8d7d9e
org.xwiki.commons	xwiki-commons-tool-spoon-tests	12.2		d4faf770884736d57f779c66f46f576157eaee27
org.xwiki.commons	xwiki-commons-tool-spoon-tests	12.2.1		2537d907f94a4efbb33589b183a8533725b19815
org.xwiki.commons	xwiki-commons-tool-spoon-tests	12.3		0c257ea701b4930c326d316d9bedf6052effb021
org.xwiki.commons	xwiki-commons-tool-spoon-tests	12.3-rc-1		a5bed4ea17436838188ec9889ae07dece7da6cd1
org.xwiki.commons	xwiki-commons-tool-spoon-tests	12.4		8aeb4a690a4e9a0688e5f845e152a2b4ecc2d8f8
org.xwiki.commons	xwiki-commons-tool-spoon-tests	12.4-rc-1		2e9a4515dd6f314f457c0243e6f495efd66a281e
org.xwiki.commons	xwiki-commons-tool-spoon-tests	12.5		72c72a95fb17cdd16eb3938faf207e3d4d0a860e
org.xwiki.commons	xwiki-commons-tool-spoon-tests	12.5-rc-1		c7783d6214e5378d22845dbb88660bdbddabc969
org.xwiki.commons	xwiki-commons-tool-spoon-tests	12.5.1		a96951503bf9a8d84b3610879d84e57a3f764683
org.xwiki.commons	xwiki-commons-tool-spoon-tests	12.6		5c8138c347c2c640ba2b4716ad5e78e723e66c02
org.xwiki.commons	xwiki-commons-tool-spoon-tests	12.6.1		6f228cadc9a24a22345b60ec8644d2555b37ea92
org.xwiki.commons	xwiki-commons-tool-spoon-tests	12.6.2		41c8f73aae8e331200ea9e2a365dc8edc4039ab9
org.xwiki.commons	xwiki-commons-tool-spoon-tests	12.6.3		fd281e4ee794c7eb547acad98172012841a16c1b
org.xwiki.commons	xwiki-commons-tool-spoon-tests	12.6.4		2492947afea8c1034c3d3dc3faf58914287d982e
org.xwiki.commons	xwiki-commons-tool-spoon-tests	12.6.5		dc785981562c3f5411edf4675bb76416a93274bd
org.xwiki.commons	xwiki-commons-tool-spoon-tests	12.6.6		e6f7e941a61803729d32e3e0293b3c95ad13668e
org.xwiki.commons	xwiki-commons-tool-spoon-tests	12.6.7		1b1ceb6016016b4253516764538a559b69e7cb0b
org.xwiki.commons	xwiki-commons-tool-spoon-tests	12.6.8		45bf25aef3f68b2f4232f95b34b37708f23c5dbb
org.xwiki.commons	xwiki-commons-tool-spoon-tests	12.7		4519bc908d071ef5bec15b2ae1539a418488ff56
org.xwiki.commons	xwiki-commons-tool-spoon-tests	12.7-rc-1		57bd5999ee575b641fe9e23c489a2b4040399f0f
org.xwiki.commons	xwiki-commons-tool-spoon-tests	12.7.1		a61f9b314492336e735753a889bc764e30fd1370
org.xwiki.commons	xwiki-commons-tool-spoon-tests	12.8		e6093942166fa9d134114ec73627434920983786
org.xwiki.commons	xwiki-commons-tool-spoon-tests	12.8-rc-1		669ca118798039b7f51939a3df53c66a5179abd7
org.xwiki.commons	xwiki-commons-tool-spoon-tests	12.9		bda029a4aaf9fc12f5e8086099d449cbfb5e74d4
