at.released.wasm-sqlite-driver	sqlite-android-wasm-emscripten-icu-aot-349	0.7		bcd7a7e6804a5cacdea41f950d058cb0b8724518
ca.uhn.hapi.fhir	hapi-fhir-checkstyle	7.4.4		886fbec75c9798ed5121de59cfcd05476bf9248e
ca.uhn.hapi.fhir	hapi-fhir-checkstyle	7.4.5		10f2b107795cbe22706a311ae54c3422ab125f60
ca.uhn.hapi.fhir	hapi-fhir-checkstyle	7.6.0		21b2fd2ab6c17864fbb1c9eb4c3f63f86d248a5c
ca.uhn.hapi.fhir	hapi-fhir-checkstyle	7.6.1		a79e71d026e8122d098bc0effab72de9c192d3bc
ca.uhn.hapi.fhir	hapi-fhir-checkstyle	8.0.0		518ce0625480c3f152327dd3a7a4d1c42548350b
ch.epfl.lamp	dotty-language-server_0.2	0.2.0		ad70048d781a51910e671c234a640528f96307ce
ch.epfl.lamp	dotty-language-server_0.2	0.2.0-RC1		3e44cbd7c1627cba03212b98a52a6cebfbec8e08
ch.epfl.lamp	dotty-language-server_0.2	0.2.0-bin-20170530-b5d4926-NIGHTLY		2352ece7c5a07da4aff65889123d60a21be8c1ec
ch.epfl.lamp	dotty-language-server_0.2	0.2.0-bin-20170531-5d9e31b-NIGHTLY		a97b1baa35d888bf4ed35495388daabdd270165e
ch.epfl.lamp	dotty-language-server_0.2	0.2.0-bin-20170601-ca5b489-NIGHTLY		b84f82635951bc4c7585aa1632b00615038cd66c
ch.epfl.lamp	dotty-language-server_0.2	0.2.0-bin-20170602-f1eba24-NIGHTLY		c7c6cce4277144164450ddb1501a97633e139bcd
ch.epfl.lamp	dotty-language-server_0.2	0.2.0-bin-20170603-fa1f23f-NIGHTLY		1e6034b72e8ceda7ec3f6608a4fbf681ff83bb44
ch.epfl.lamp	dotty-language-server_0.2	0.2.0-bin-20170605-92b2561-NIGHTLY		447987eb4da2e36c9059b311e43d2aa2e3dad054
ch.epfl.lamp	dotty-language-server_0.2	0.2.0-bin-20170605-fa9f8b2-NIGHTLY		2f2f5fed8a2f9c1bc4e5f8c2f383cdf51f00d35a
ch.epfl.lamp	dotty-language-server_0.2	0.2.0-bin-20170606-6c20773-NIGHTLY		85e120cd230ad0bb9e3652d8a1ef2db60198b019
ch.epfl.lamp	dotty-language-server_0.2	0.2.0-bin-20170608-0c11376-NIGHTLY		5f586a925bf9ba43f646d4c072a4f6ed657b29ff
ch.epfl.lamp	dotty-language-server_0.2	0.2.0-bin-20170609-c804620-NIGHTLY		4dfdf1101d9eb782340b76d0bf889e552565221e
ch.epfl.lamp	dotty-language-server_0.2	0.2.0-bin-20170610-4f77655-NIGHTLY		82f81ac1bb44676139a902ffb756bf67229d5ee1
ch.epfl.lamp	dotty-language-server_0.2	0.2.0-bin-20170611-0311967-NIGHTLY		9bbc925157c3dfc34cd9164afd643ba86de50648
ch.epfl.lamp	dotty-language-server_0.2	0.2.0-bin-20170612-cee829f-NIGHTLY		2b0c52716e6ec356d6cb8ecb03b6668ebe8f157b
ch.epfl.lamp	dotty-language-server_0.2	0.2.0-bin-20170613-243e439-NIGHTLY		24ac50c5c696206a2893c5bc69a502fee1cde907
ch.epfl.lamp	dotty-language-server_0.2	0.2.0-bin-20170614-8ddfcaf-NIGHTLY		d951a5490ddf85abb6c9879b514f1029d1a00b5b
ch.epfl.lamp	dotty-language-server_0.2	0.2.0-bin-20170615-21b3149-NIGHTLY		49642be8e41ada23a5a31bd0cc650ebad2542237
ch.epfl.lamp	dotty-language-server_0.2	0.2.0-bin-20170618-3330992-NIGHTLY		61d3b8bf2a65d57a2e95d05ab14870bc828e3196
ch.epfl.lamp	dotty-language-server_0.2	0.2.0-bin-20170619-6ade705-NIGHTLY		cededc7e7a37b8227d5e2bc79fbdba3893bddc6c
ch.epfl.lamp	dotty-language-server_0.2	0.2.0-bin-20170620-1d05796-NIGHTLY		44ac3beb73d32daa75ab1d5106f71a0c33b6bdc4
ch.epfl.lamp	dotty-language-server_0.2	0.2.0-bin-20170622-7381e9d-NIGHTLY		1e8db5dfa96c37ea21693cf6fb4f2cb346f7f3b8
ch.epfl.lamp	dotty-language-server_0.2	0.2.0-bin-20170624-281416b-NIGHTLY		b57b124f5ea0724cfbb1a44d50bea775fdccbdf4
ch.epfl.lamp	dotty-language-server_0.2	0.2.0-bin-20170625-45e4030-NIGHTLY		32ae151a4d5cf14747b6c6963b2c2c57e9e12f63
ch.epfl.lamp	dotty-language-server_0.2	0.2.0-bin-20170626-618f826-NIGHTLY		31f403490b3fb7901b7148b6203d2636fdf5e317
ch.epfl.lamp	dotty-language-server_0.2	0.2.0-bin-20170627-bf1082d-NIGHTLY		53e0e290b7793abe1879cc5136cfa883f1f0a7d1
ch.epfl.lamp	dotty-language-server_0.2	0.2.0-bin-20170629-425c8c1-NIGHTLY		90068741514f196e9a4cef29a6bd340773c5878e
ch.epfl.lamp	dotty-language-server_0.2	0.2.0-bin-20170630-3bfe849-NIGHTLY		84f0c14a10cf8fcf5aa97773ba0a3cb7472a9e5e
ch.epfl.lamp	dotty-language-server_0.2	0.2.0-bin-20170703-e52095a-NIGHTLY		218d55a26ede8b52778bd86ab5fa789b1176022e
ch.epfl.lamp	dotty-language-server_0.2	0.2.0-bin-20170704-0a7e6c9-NIGHTLY		d3688fe86aacc09a519efb4fd1f3587e9c81d5a0
ch.epfl.lamp	dotty-language-server_0.2	0.2.0-bin-20170705-7820b5f-NIGHTLY		571cc0e5caa6b716a03156018d94cffc0c8d3af7
ch.epfl.lamp	dotty-language-server_0.2	0.2.0-bin-20170706-a9b7beb-NIGHTLY		397daeacf450a48a5fd4f60e344b26e6922f0316
ch.epfl.lamp	dotty-language-server_0.2	0.2.0-bin-20170708-1392444-NIGHTLY		c7acaea7c3e2e699c676cb042de69cccaa1004de
ch.epfl.lamp	dotty-language-server_0.2	0.2.0-bin-20170709-23e64a3-NIGHTLY		e86815dbb1469ac92bc815c389cddb5b3f2a2db5
ch.epfl.lamp	dotty-language-server_0.2	0.2.0-bin-20170710-8a42e27-NIGHTLY		456ceb144e2434ef89f70363297a5fc8f201ea4a
cn.aotcloud	acloud-safe	1.0.0		8d8f7ce0f1623ae77f0c4babc80dc4987aa9944e
cn.aotcloud	acloud-safe	1.0.1		ee810a0aa331912b11f68b40f224f74bc8aa1506
cn.aotcloud	acloud-safe	1.0.2		a6ded08a5f482cd4f9c019b8081ef98c41158407
cn.aotcloud	acloud-safe	1.0.3		72b29515c4502e142102950c7768136879774b36
cn.aotcloud	acloud-safe	1.0.4		b3592c8968a048df452d090ecdd4a446d8b001c6
cn.aotcloud	acloud-safe	1.0.5		60a1505ba9b78da1cfb116937b652e757a6c5f7e
cn.aotcloud	acloud-safe	1.0.6		9958f9290e04bc52f9f7a18723fdd3a60d9b8ce8
cn.aotcloud	acloud-safe	1.0.7		1cb2082d087eeb9d93c40b8cf4b219de74969f7c
cn.aotcloud	acloud-safe	1.1.0		cc487e6088c6e42605e6d0c4e64f4ff424d7aebc
cn.aotcloud	acloud-safe	1.1.1		1e3b7d9e98320252a00a0e779dedc166eee5579e
cn.aotcloud	acloud-safe	1.1.2		48669ce570a2492bab87133e33c4f11f0b1c72ed
cn.aotcloud	acloud-safe	1.1.3		70fdae60dc691c9277ca90359003ffb0ad0a1652
cn.aotcloud	acloud-safe	1.1.4		d16f87585a0ab34756650f83ac513353825ee9ea
cn.aotcloud	acloud-safe	1.1.5		7bf77e0358368c20a64e5e5b568cdc3509dfab1d
cn.bestwu.simpleframework	simpleframework-web	0.1.31		eb35ad08ee4be19e14203f9d08b6c5e1ea64ceea
cn.bestwu.simpleframework	simpleframework-web	0.1.32		6930e4e31606cf5854474023236eb8cef81b853c
cn.bestwu.simpleframework	simpleframework-web	0.1.33		b37d9ea56480fd9c0072c7e1a4b1b7ef4c89029a
cn.com.jeeweb	jeeweb-ehcache	2.0.0		37e827e1ed181e6a54ecaf695dba87d1bcc7ea21
co.touchlab.skie	runtime-kotlin-2.0.0-watchosarm32	0.10.0		N/A
co.touchlab.skie	runtime-kotlin-2.0.0-watchosarm32	0.10.0	metadata	eda5aa29fa916fa6ebfa61b4308d0c7007db6a7e
co.touchlab.skie	runtime-kotlin-2.0.0-watchosarm32	0.10.1		N/A
co.touchlab.skie	runtime-kotlin-2.0.0-watchosarm32	0.10.1	metadata	f69dd51332c8ec65d6d1682a13291fb0000d6822
co.touchlab.skie	runtime-kotlin-2.0.0-watchosarm32	0.10.2-preview.2.1.20		N/A
co.touchlab.skie	runtime-kotlin-2.0.0-watchosarm32	0.10.2-preview.2.1.20	metadata	adf05f4772834a8fccd1997ce3a08daf81eb9ec2
co.touchlab.skie	runtime-kotlin-2.0.0-watchosarm32	0.9.0		N/A
co.touchlab.skie	runtime-kotlin-2.0.0-watchosarm32	0.9.0	metadata	fb15b31bd7703ae399b5d16cc841adc8f7a918a1
co.touchlab.skie	runtime-kotlin-2.0.0-watchosarm32	0.9.0-RC.1		N/A
co.touchlab.skie	runtime-kotlin-2.0.0-watchosarm32	0.9.0-RC.1	metadata	47137332130981440b19dd8c99fc9e7175252835
co.touchlab.skie	runtime-kotlin-2.0.0-watchosarm32	0.9.0-RC.3		N/A
co.touchlab.skie	runtime-kotlin-2.0.0-watchosarm32	0.9.0-RC.3	metadata	ad9b4be8d662733763e5e7c779ef10370c137c9f
co.touchlab.skie	runtime-kotlin-2.0.0-watchosarm32	0.9.0-RC.4		N/A
co.touchlab.skie	runtime-kotlin-2.0.0-watchosarm32	0.9.0-RC.4	metadata	8c414f929f3d021ff37d33b9a3ea766276341b6b
co.touchlab.skie	runtime-kotlin-2.0.0-watchosarm32	0.9.0-RC.5		N/A
co.touchlab.skie	runtime-kotlin-2.0.0-watchosarm32	0.9.0-RC.5	metadata	6ba71a4a010be8424f1f2910d39f54f28e46271d
co.touchlab.skie	runtime-kotlin-2.0.0-watchosarm32	0.9.1		N/A
co.touchlab.skie	runtime-kotlin-2.0.0-watchosarm32	0.9.1	metadata	fab6d75ee9efd480d40cb4bc7ecdeeb1ce6a5c16
co.touchlab.skie	runtime-kotlin-2.0.0-watchosarm32	0.9.2		N/A
co.touchlab.skie	runtime-kotlin-2.0.0-watchosarm32	0.9.2	metadata	547795adc6abaf7b90179200f5eec10dd04c4143
co.touchlab.skie	runtime-kotlin-2.0.0-watchosarm32	0.9.3		N/A
co.touchlab.skie	runtime-kotlin-2.0.0-watchosarm32	0.9.3	metadata	be73e819b4156f5be0722c58063da5e9977a934c
co.touchlab.skie	runtime-kotlin-2.0.0-watchosarm32	0.9.4		N/A
co.touchlab.skie	runtime-kotlin-2.0.0-watchosarm32	0.9.4	metadata	9f194c34f3adf6b1e97ca18426e30b7a33f824a0
co.touchlab.skie	runtime-kotlin-2.0.0-watchosarm32	0.9.5		N/A
co.touchlab.skie	runtime-kotlin-2.0.0-watchosarm32	0.9.5	metadata	2844b1541dad4da806f70de9943b5d17a9b84265
com.aoindustries	noc-monitor-book	1.0.0		d7b73c73ef278386920fd9208ad75d1f231e9520
com.aoindustries	noc-monitor-book	1.0.2		015db05f32ac65ea76155d0130713f3512982043
com.aoindustries	noc-monitor-book	1.0.3		2cd0da9c80192ef9aeb34481a91e5fc9b1c95da8
com.aoindustries	noc-monitor-book	1.0.4		831026e9cecc3c2ac1c50bb079c8ef3f30c40de2
com.aoindustries	noc-monitor-book	1.0.5		5d5ab1b341dce0e26d870ccc9efd83528671022a
com.aoindustries	noc-monitor-book	1.1.0		a817bf67b33780bde5a8552c6965874f67510d7c
com.aoindustries	noc-monitor-book	1.1.1		65d51c5495bc8cceaed2a5558d470267642f1920
com.aoindustries	noc-monitor-book	1.1.2		c1251bf6554c3a45946a79b9f2b41e0f7b42678f
com.aoindustries	noc-monitor-book	1.1.3		441c55db02f85e63648e22d5a217d32bd6a27432
com.aoindustries	noc-monitor-book	1.2.0		3aa061416a1a8a9baf2964d8c39c6a5bc4faeda8
com.aoindustries	noc-monitor-book	1.3.0		bbab74598bf16cb9160abacdf371a892c6cd7979
com.aoindustries	noc-monitor-book	1.3.1		b3f4e7b99adab2884d5c561fa57bfd0d7f41156e
com.aoindustries	noc-monitor-book	1.4.0		c971cfbe67ab066243137a7491ff21a67d22712c
com.aoindustries	noc-monitor-book	1.4.1		a11d493cfb730aea51dc4e2c28fc4bef64103aef
com.aoindustries	noc-monitor-book	1.4.2		3914379f5e2f14926e7a66732ed63fa1c218f544
com.blazebit	blaze-persistence-examples-quarkus-testsuite-base	1.5.0		3f7817119e70249caeb4f8a10425e94182719c46
com.blazebit	blaze-persistence-examples-quarkus-testsuite-base	1.5.0-Alpha2		de7cf56c749554849a771a462a10762380218bce
com.blazebit	blaze-persistence-examples-quarkus-testsuite-base	1.5.0-Alpha3		adb56c7ff57dd00854b43326090ad53c8710fbc1
com.blazebit	blaze-persistence-examples-quarkus-testsuite-base	1.5.0-Alpha4		4bb6cb632fc23c26641fdae468feea308abdedf0
com.blazebit	blaze-persistence-examples-quarkus-testsuite-base	1.5.0-Alpha5		a3646c290fc38d73513681fb97ccea38c4c152b0
com.blazebit	blaze-persistence-examples-quarkus-testsuite-base	1.5.1		2f8c18ea61f7b39082331ccdd5fb9254d03633ba
com.blazebit	blaze-persistence-examples-quarkus-testsuite-base	1.6.0		67e258fd6518b0ce4ddba4b5a1be9f8fb6094521
com.blazebit	blaze-persistence-examples-quarkus-testsuite-base	1.6.0-Alpha1		8017e2b4e240a2d370cdf3289e2a7353f26bf5c8
com.blazebit	blaze-persistence-examples-quarkus-testsuite-base	1.6.0-Alpha2		96d162b6fff635188fc060294836e697f327c146
com.blazebit	blaze-persistence-examples-quarkus-testsuite-base	1.6.1		61bf30f4666de14fc57833e393aefce239d51648
com.blazebit	blaze-persistence-examples-quarkus-testsuite-base	1.6.10		bf9ddd56330fe3ef49a15512fb26d6c660be3954
com.blazebit	blaze-persistence-examples-quarkus-testsuite-base	1.6.11		757724469bb7c55cc371bf245355b60f80301b4a
com.blazebit	blaze-persistence-examples-quarkus-testsuite-base	1.6.12		38357d9443f129b6e95e209a0c9b51143568145a
com.blazebit	blaze-persistence-examples-quarkus-testsuite-base	1.6.13		6d2343490f1ff9838e651b479204dc7d9d096de6
com.blazebit	blaze-persistence-examples-quarkus-testsuite-base	1.6.14		b6414d0baf7a95dacaa07c4b8de787ce4005ff12
com.blazebit	blaze-persistence-examples-quarkus-testsuite-base	1.6.15		85f3d1952fa6c0711f341c6c6cb850ffc1bab2f5
com.blazebit	blaze-persistence-examples-quarkus-testsuite-base	1.6.2		c8874978d4fe8374a06e22175e82b577871784cf
com.blazebit	blaze-persistence-examples-quarkus-testsuite-base	1.6.3		b56afdf39c22ee3b323754c668a15d2c30e50bc4
com.blazebit	blaze-persistence-examples-quarkus-testsuite-base	1.6.4		1e7273bf08d89332c62da99d8d157df947bf25f9
com.blazebit	blaze-persistence-examples-quarkus-testsuite-base	1.6.5		d14d291a2b062aa3c967152a8f2ccfdb9a122e3c
com.blazebit	blaze-persistence-examples-quarkus-testsuite-base	1.6.6		f8a37479fb3f5311caca4985d4ade68b77bbb9c1
com.blazebit	blaze-persistence-examples-quarkus-testsuite-base	1.6.7		ca2d0a2eecb223844611cff5d6a587471b687618
com.blazebit	blaze-persistence-examples-quarkus-testsuite-base	1.6.8		dd2da31b7f0984e1e51f924de8c852b65f662bcc
com.blazebit	blaze-persistence-examples-quarkus-testsuite-base	1.6.9		92f90a133d5b4f5e0897f3f071fc63ce203e8390
com.busymachines	busymachines-commons-result_2.12	0.3.0-M2		4f87d2a4676b4bb9e2f9e6f0f29a7ce021b9b3a4
com.capacitorjs	osgeolocation-android	0.0.1		N/A
com.clouway.util	gaevents	1.0		a514f8bb45a885b995d94ca5b00aa0aeda3652e2
com.covisint.platform.user	user-parent	1.0.0.RELEASE		N/A
com.dadapush.client	dadapush-client	1.0.0		7660f358031f58138905ee9f2070c438e16b7a7c
com.dottydingo.tracelog	tracelog	1.0.0		bb342fcb8c09f0e444c366805e3b9b1803e3590a
com.github.davidmoten	xjc-maven-plugin	0.1		6e531eaf1bdacc8bf472ae8e15968b263f0feab8
com.github.davidmoten	xjc-maven-plugin	0.1.2		2b6fe4704fb5e170db5d64af6a1939790b05f5bc
com.github.davidmoten	xjc-maven-plugin	0.1.3		85348699d67d17985b7bc7b6ca04796f57ab4956
com.github.jenly1314.AndroidKTX	activity-ktx	1.0.0		N/A
com.github.lafa.tikaNoExternal	tika-java7	1.0.0		d9eac3d9df475011cdb3aa543836881b6e354dc7
com.github.lafa.tikaNoExternal	tika-java7	1.0.10		ab282ff511381e7b0d4d26fb5c4e18a47a294653
com.github.lafa.tikaNoExternal	tika-java7	1.0.11		846d9da019496ecd3762bc783ab5573b273e666f
com.github.lafa.tikaNoExternal	tika-java7	1.0.12		71d992743b41394efd6b6334f12be7556ba69e61
com.github.lafa.tikaNoExternal	tika-java7	1.0.14		7d23ce5f7b49634f1e4f226e8517c83b3989d163
com.github.lafa.tikaNoExternal	tika-java7	1.0.15		c4b38894a270328221d2447e987be771a3bd77e5
com.github.lafa.tikaNoExternal	tika-java7	1.0.16		cc28556b7c15b642c1bae5221907af6763cb626f
com.github.lafa.tikaNoExternal	tika-java7	1.0.17		e4c1e16e996fbcfe830a78e72d6c8a87ca70df73
com.github.lafa.tikaNoExternal	tika-java7	1.0.18		8b539602f7dd2b3b0b53e3baac68f47adf5ae39e
com.github.lafa.tikaNoExternal	tika-java7	1.0.4		9d6e7cd88038ad49bae6f644bb195d590d397f08
com.github.lafa.tikaNoExternal	tika-java7	1.0.5		0cc1ae2691ccd4686b7dea86fad7e557c179125d
com.github.lafa.tikaNoExternal	tika-java7	1.0.6		86e503d1760d51b73eee9689cf8702b5e3bbe23c
com.github.lafa.tikaNoExternal	tika-java7	1.0.7		60dc25a38b843267599233d5e5aeae9ef1eb1dce
com.github.lafa.tikaNoExternal	tika-java7	1.0.8		82bc63c82bcbc8b844ce7b5387e1f792a0d2add2
com.github.lafa.tikaNoExternal	tika-java7	1.0.9		61537885008dddce8b66d7624eedb62a5b2398f1
com.github.tommyettinger	regexodus	0.1.10		7b524b5cc4c5f2317e4faa807f2143ba69daadf6
com.github.tommyettinger	regexodus	0.1.11		d62478bf685a41f723eb03eebd00fe775fef7843
com.github.tommyettinger	regexodus	0.1.12		a51f0f0ff3304c85a6b2dee0f23f3b82bd65654b
com.github.tommyettinger	regexodus	0.1.13		6b983171efabe725ed29de22e328ef37b7ebd68e
com.github.tommyettinger	regexodus	0.1.14		f4d72726b37a25fc08dd074d3c33384432a954b4
com.github.tommyettinger	regexodus	0.1.15		fe40beb95c05328d83940848c25314b980a59e72
com.github.tommyettinger	regexodus	0.1.16		7701e6c04f1134e1df884b66819ce234a86a5b43
com.github.tommyettinger	regexodus	0.1.17		26c2ddd58de5b948b86747565a4d754b93233bf7
com.github.tommyettinger	regexodus	0.1.18		14dce14a2cdf857ca0591745e83349939dcc4e61
com.github.tommyettinger	regexodus	0.1.19		7491f4fb3d851c5f2c08fc7e679bcc2d39fb9d37
com.github.tommyettinger	regexodus	0.1.3		4c22ef64fddf69f05a3cd706d7f165434c319734
com.github.tommyettinger	regexodus	0.1.4		40c4b18d6640ff8a13745782b6133352550c2c0a
com.github.tommyettinger	regexodus	0.1.5		7d35c13e476bce1296565c0534f1402923538b1e
com.github.tommyettinger	regexodus	0.1.6		db9f54c5d1cac394d4fe9150f0d417c945f1504c
com.github.tommyettinger	regexodus	0.1.7		252731c0a49e237a10ef2f65f9e3f83aea621574
com.github.tommyettinger	regexodus	0.1.8		02c576eadeb210e51877eaaa4eea58ebae5727dc
com.github.tommyettinger	regexodus	0.1.9		9db6dc2fdfba8951ea2591192ad2c482aedeae96
com.gregorpurdy.ident	isin-zio_2.13	0.1.0		142dc7fb9f29f89b29c631b8fd7856ca165328f6
com.huanshankeji	compose-multiplatform-html-unified-material2-iosarm64	0.5.0		N/A
com.huanshankeji	compose-multiplatform-html-unified-material2-iosarm64	0.5.0	metadata	ea40dd60af3942c387bc9e4345085050668ae1f9
com.jameswald.skinnylatte	espresso-runner	1.1-r1		N/A
com.jameswald.skinnylatte	espresso-runner	1.1-r2		N/A
com.jwebmp	commons-fileupload	0.63.0.14		841b85f98676b4ff212c8cc9f83503984998e457
com.jwebmp	commons-fileupload	0.63.0.16		56c7abeaf417a6c07f836a56d313020de1530b8a
com.jwebmp	commons-fileupload	0.63.0.17		481f4d1eb1a150005e2f2d81d79f08f3753e9d76
com.jwebmp	commons-fileupload	0.63.0.19		124be0f4dba95a874621705c6d79a0de99ef4f00
com.jwebmp	commons-fileupload	0.63.0.54		9325711a9c37594df3ec44ae1e0e06c001cd726a
com.jwebmp	commons-fileupload	0.63.0.60		67d0b6b9a1d1b8f404cd6447ff6300556616132b
com.jwebmp	commons-fileupload	0.63.0.61		3a09386f2b29563dc627313fa2965ea0a2faeb8e
com.jwebmp	commons-fileupload	0.65.0.2		648b64c3cb232eaad7863d527533243f91bba073
com.jwebmp	commons-fileupload	0.65.0.3		809f2febd4d7574f8763cb922043306b516d8d5b
com.jwebmp	commons-fileupload	0.66.0.1		a42527c1db2998c74721008c590317558a079f3b
