aero.champ	cargojson	1.0		f37a0a83adfd408d8cf44059ac4b1a57e8dc7eee
com.corbado	corbado-java	1.0.4		85a43f4e08300e26e489ce41c80b6d9d299ed296
com.corbado	corbado-java	1.0.5		8f6d1b28ee2cb76e9bea949450a65af58ee0560f
com.corbado	corbado-java	1.0.6		5b7822e00ea90497ed5ef1d0ab55955e767b1bff
com.corbado	corbado-java	2.0.0b		bcf6a14504c0d7da6156687037b1f2c64fe2c41a
com.danidemi	template-generator-maven-plugin	0.0.2		a3b4d7ff768f4bff303beda52f91115e2b58124a
com.danidemi	template-generator-maven-plugin	0.0.3		395f7ff8dce12160278bcab8589136458589dc01
com.danidemi	template-generator-maven-plugin	0.0.4		159af688fe7dcd7f657478f275f80a9c9ba9e740
com.danidemi	template-generator-maven-plugin	0.0.5		c4caef43d1d5e76d2ac230898346859f7873c6ab
com.danidemi	template-generator-maven-plugin	0.0.7		c7e890683bd6dfece1ad9881b56f8e2c0030735d
com.eygraber	jsonpathkt-core-watchossimulatorarm64	3.0.0		N/A
com.eygraber	jsonpathkt-core-watchossimulatorarm64	3.0.0	metadata	34b7712b5229f3c02824d06fe201f2ac7a618b8f
com.eygraber	jsonpathkt-core-watchossimulatorarm64	3.0.1		N/A
com.eygraber	jsonpathkt-core-watchossimulatorarm64	3.0.1	metadata	976004e355767800f5bb6766a8b256582da0da38
com.eygraber	jsonpathkt-core-watchossimulatorarm64	3.0.2		N/A
com.eygraber	jsonpathkt-core-watchossimulatorarm64	3.0.2	metadata	ab7fdd9ad650cab83e843489707b007e1ced4fe5
com.farao-community.farao	gridacapa-output-data-bridge	1.0.0		a38dd112436769afeba06760bbc07e1c87c47995
com.fifty-five.cargo	google-analytics	1.0.1		N/A
com.fifty-five.cargo	google-analytics	1.0.1-beta		N/A
com.fifty-five.cargo	google-analytics	1.0.2		N/A
com.fifty-five.cargo	google-analytics	2.0.0-beta		N/A
com.futureble.native	rainbow	1.0.0		098f85df892944a8fcf9994599cbb05a7aaebc66
com.futureble.native	rainbow	1.1.0		4083489e73c8957e76edfe9aab9f9c9917af283b
com.futureble.native	rainbow	1.2.0		343aca818050150ce7f87e4b25ba6b6663eb7ac6
com.futureble.native	rainbow	1.3.0		24eeda7d1335ed5de6e0038d53a4536e0dbf7e74
com.futureble.native	rainbow	1.3.1		2a6206f543e24d34ed035a84d5e262d34ad57be3
com.futureble.native	rainbow	1.3.2		5b18a01278dc2932f4c1d3207f61be5b4b9f500d
com.futureble.native	rainbow	1.3.3		161f8ce3d32a701dd2767e111282c78b048782b7
com.futureble.native	rainbow	1.4.0		b4f7bbdd04f7d1823d9f3a463bb0b925c3f4baba
com.ge.research.semtk	sparqlGraphLibrary	2.2.1		0ca86777cc5b26500b97662b74775d59b65c2f24
com.ge.research.semtk	sparqlGraphLibrary	2.2.2		4c9341f32b9990c36ac76eceac6b98186a234f4a
com.gitee.chinasoft_ohos	ParallaxPager	1.0.0		N/A
com.github.dasniko	keycloak-spi-bom	19.0.0		N/A
com.github.dasniko	keycloak-spi-bom	19.0.2		N/A
com.github.dasniko	keycloak-spi-bom	20.0.0		N/A
com.github.dasniko	keycloak-spi-bom	21.0.0		N/A
com.github.dasniko	keycloak-spi-bom	21.1.0		N/A
com.github.dasniko	keycloak-spi-bom	22.0.0		N/A
com.github.dasniko	keycloak-spi-bom	23.0.0		N/A
com.github.dasniko	keycloak-spi-bom	24.0.0		N/A
com.github.dasniko	keycloak-spi-bom	24.0.3		N/A
com.github.dasniko	keycloak-spi-bom	25.0.0		N/A
com.github.dasniko	keycloak-spi-bom	25.0.1		N/A
com.github.dasniko	keycloak-spi-bom	26.0.0		N/A
com.github.dasniko	keycloak-spi-bom	26.1.0		N/A
com.github.dasniko	keycloak-spi-bom	26.1.1		N/A
com.github.dasniko	keycloak-spi-bom	26.2.0		N/A
com.github.dwickern	scala-nameof_sjs1.0-RC2_2.12	2.0.0		a378c89702090e079b9da7471885db231e5f8f38
com.github.houbb	converter-core	0.2.0		034ba567e86fe79d3fa66aabd986e95c130bdc88
com.github.mheath	syslog-netty-codec	0.1		ea46af5275a9b02756c0dd5c455ab6cce41d557e
com.github.mheath	syslog-netty-codec	0.2		1c144a695c6afedc96dca67cea1ba307d60ade24
com.github.mheath	syslog-netty-codec	0.2.1		2ff2bcb354e06e8b695c24592c6fe67aa8790075
com.github.mheath	syslog-netty-codec	0.3		15cc93c982d4178c93299bbac831c3269e7e78ec
com.github.reibitto	sbt-test-shards_2.12_1.0	0.2.0		14c5fc6eb47f0330465e62e6ca142c88036596e2
com.github.rubinchen.lint.auto.plug	lintauto	0.5.1		c3af7fd3a8ad1c30af7eb6c8627e8056d4e557d1
com.github.scopt	scopt_native0.5_2.13	4.1.0		b61672e44ee182bcdf6baad5a58a5ffed5175b82
com.github.stefanliebenberg	soy-annotations	1.0		d54615c4212b511294219859d9237707af4aa4cc
com.github.stefanliebenberg	soy-annotations	1.1		6b84fcb6fcdd45e682b800518aae5977e0ef251a
com.google.api.grpc	grpc-google-cloud-cloudsupport-v2	0.1.0		4f460069298031c3f8e2c7738dd7e3d738887f3c
com.google.api.grpc	grpc-google-cloud-cloudsupport-v2	0.11.0		70e104386ab2e2f5e2d65987b89b74f2917bcf42
com.google.api.grpc	grpc-google-cloud-cloudsupport-v2	0.12.0		11c94b58607129bc5e09543ee6c4418ae2d069b7
com.google.api.grpc	grpc-google-cloud-cloudsupport-v2	0.13.0		1c80f1f67026f34ce1c7a4f47c87b1083ff33e5d
com.google.api.grpc	grpc-google-cloud-cloudsupport-v2	0.14.0		57727bb3b6459bd772e98b72ae3503f79446c8e9
com.google.api.grpc	grpc-google-cloud-cloudsupport-v2	0.15.0		8f8ee9cf14143697f358538c5e345a12cb88896d
com.google.api.grpc	grpc-google-cloud-cloudsupport-v2	0.16.0		aae17751a8ff94c7e51362d0d57a0f6c7005dc11
com.google.api.grpc	grpc-google-cloud-cloudsupport-v2	0.17.0		6710d454ad9f6a764b168e7b2e6c5658505ffa6d
com.google.api.grpc	grpc-google-cloud-cloudsupport-v2	0.18.0		bd869f5aa4452376ffbd7587303343c895262fef
com.google.api.grpc	grpc-google-cloud-cloudsupport-v2	0.19.0		3e583c543fff76de81acba6bd30227def2b77ec4
com.google.api.grpc	grpc-google-cloud-cloudsupport-v2	0.2.0		1f844d6f9ea3e21676447961e20a044e3c9adb08
com.google.api.grpc	grpc-google-cloud-cloudsupport-v2	0.20.0		642a1ce8a9b3c66169b250f24966afcdaaabd166
com.google.api.grpc	grpc-google-cloud-cloudsupport-v2	0.21.0		2c661bcb722edc38bcfc36238f827cd6570c793f
com.google.api.grpc	grpc-google-cloud-cloudsupport-v2	0.22.0		e5b28762e830577c1fdba28af3108d1a37b5d188
com.google.api.grpc	grpc-google-cloud-cloudsupport-v2	0.23.0		bd1764cda813ade81474b11bf3042a5744357393
com.google.api.grpc	grpc-google-cloud-cloudsupport-v2	0.24.0		a27b11aa799b310c7e028a5525f94faa75c061bc
com.google.api.grpc	grpc-google-cloud-cloudsupport-v2	0.25.0		ef491def9c90f9f1f1033b9a8faf595a84dee1f5
com.google.api.grpc	grpc-google-cloud-cloudsupport-v2	0.26.0		17edd2c95cde2c131c453685cd9cf340edfe53d5
com.google.api.grpc	grpc-google-cloud-cloudsupport-v2	0.27.0		70df701c3a86664173ad81249f2a510166c37993
com.google.api.grpc	grpc-google-cloud-cloudsupport-v2	0.28.0		3003ee6f77fc77d85e6aabf24974275d88230b9d
com.google.api.grpc	grpc-google-cloud-cloudsupport-v2	0.29.0		0e5644cffa7c1e52506ff29ee24ca239c07e7f1d
com.google.api.grpc	grpc-google-cloud-cloudsupport-v2	0.3.0		eefbb6dc97ffa1a2fc13c75ac80c18fecfc9da6d
com.google.api.grpc	grpc-google-cloud-cloudsupport-v2	0.30.0		48101fa03ba062f4aaeb2da73e4c3d3be46ffe62
com.google.api.grpc	grpc-google-cloud-cloudsupport-v2	0.31.0		8ea228b5c510bf2495d0f1f2178ecba8bc4b5423
com.google.api.grpc	grpc-google-cloud-cloudsupport-v2	0.32.0		48ff3cbec0493d137c104bb2280680ee185e08df
com.google.api.grpc	grpc-google-cloud-cloudsupport-v2	0.33.0		b9fc77cf95a36768a3aee3db582dcd72209dbc26
com.google.api.grpc	grpc-google-cloud-cloudsupport-v2	0.35.0		1d11feacd7d689624fa018031238708711063bb1
com.google.api.grpc	grpc-google-cloud-cloudsupport-v2	0.36.0		0b4f189db94dd24c8c755ed59dbaaa8ad7f6959e
com.google.api.grpc	grpc-google-cloud-cloudsupport-v2	0.37.0		f0a2b763618c779ea61f794624ce4b949368bf3d
com.google.api.grpc	grpc-google-cloud-cloudsupport-v2	0.38.0		05f0a6b35c9d6335de57ccd55aaf31530fd09279
com.google.api.grpc	grpc-google-cloud-cloudsupport-v2	0.39.0		efb9180b81c3fd762584d158cd1fd42e4e479af2
com.google.api.grpc	grpc-google-cloud-cloudsupport-v2	0.4.0		597464e88e84f1335992d0f026549b48e0ff9b8c
com.google.api.grpc	grpc-google-cloud-cloudsupport-v2	0.40.0		bf078ee344276f57f265a7342f338515c5dfadf6
com.google.api.grpc	grpc-google-cloud-cloudsupport-v2	0.41.0		39e8a84b46a0ad49d397cc0f000190b0cd5c077e
com.google.api.grpc	grpc-google-cloud-cloudsupport-v2	0.42.0		4f5e7dfeb6c4f728258ec98f33a452da49610e37
com.google.api.grpc	grpc-google-cloud-cloudsupport-v2	0.43.0		848ded38398981039e30e9900a0ea4614a48c586
com.google.api.grpc	grpc-google-cloud-cloudsupport-v2	0.44.0		d8e49fcf01b4be7bf6f24d2f82d68203a9bc3722
com.google.api.grpc	grpc-google-cloud-cloudsupport-v2	0.45.0		d0c2332804aff80972312cc4d18d90723ee0e481
com.google.api.grpc	grpc-google-cloud-cloudsupport-v2	0.5.0		302e464102fd9878ced01f9697375c00d7743cbe
com.google.api.grpc	grpc-google-cloud-cloudsupport-v2	0.6.0		70096780103f7d751e1f0699eaed7ebdf72a5989
com.google.api.grpc	grpc-google-cloud-cloudsupport-v2	0.7.0		91817457d573f95f136b687c64202a27979a31e0
com.google.api.grpc	grpc-google-cloud-cloudsupport-v2	0.8.0		5eb2aa471fc4d7eddb5f3205e321d6894b278cab
com.huaweicloud	spring-cloud-starter-huawei-nacos-gateway	1.10.11-2021.0.x		29fea82cb0fe1a48eae90e86352cad6dd01c28ce
com.huaweicloud	spring-cloud-starter-huawei-nacos-gateway	1.10.12-2021.0.x		94a0cf2bb719464d259180af831da377e70238f2
com.huaweicloud	spring-cloud-starter-huawei-nacos-gateway	1.10.13-2021.0.x		296afd1e496c6d77a0dfc18d348f2e6e270519f7
com.huaweicloud	spring-cloud-starter-huawei-nacos-gateway	1.11.0-2021.0.x		569689414d3e0594b41c25efb5d3610a4b6177c7
com.huaweicloud	spring-cloud-starter-huawei-nacos-gateway	1.11.0-2022.0.x		ebb28e1fcf7e512d2d96d93aa8f75c43af7c2d08
com.huaweicloud	spring-cloud-starter-huawei-nacos-gateway	1.11.1-2021.0.x		dab7f3e41cea9e7df65f34f3946adc01ec4778e1
com.huaweicloud	spring-cloud-starter-huawei-nacos-gateway	1.11.1-2022.0.x		5a2af4b4d67cdd1d5741048759a94f5f8a9fe3a5
com.huaweicloud	spring-cloud-starter-huawei-nacos-gateway	1.11.10-2021.0.x		dae7d71b7b723ce1b4bb7ee54883f6e3fe2130dd
com.huaweicloud	spring-cloud-starter-huawei-nacos-gateway	1.11.10-2022.0.x		2c923eaa35c8a3b9cf38dd749e9147385bba8969
com.huaweicloud	spring-cloud-starter-huawei-nacos-gateway	1.11.10-2023.0.x		cb6015997b757b595402d756a066ac31f8b9aa39
com.huaweicloud	spring-cloud-starter-huawei-nacos-gateway	1.11.10-2024.0.x		05d720e1f889b71a02f8c514a440c7aa75812706
com.huaweicloud	spring-cloud-starter-huawei-nacos-gateway	1.11.11-2021.0.x		79499f0920f766142fb33207b5a05636fcbd0ed7
com.huaweicloud	spring-cloud-starter-huawei-nacos-gateway	1.11.11-2023.0.x		527de9a8ae28d536dc4181e724bef967477ddd03
com.huaweicloud	spring-cloud-starter-huawei-nacos-gateway	1.11.11-2024.0.x		a979d5e6d34276623bd5b418419805cb5ac53591
com.huaweicloud	spring-cloud-starter-huawei-nacos-gateway	1.11.2-2021.0.x		0914351f3708691f6bc73aa8fe884377f39c3388
com.huaweicloud	spring-cloud-starter-huawei-nacos-gateway	1.11.2-2022.0.x		54cd1a73a12586107f11e55820a1de094fe27b11
com.huaweicloud	spring-cloud-starter-huawei-nacos-gateway	1.11.3-2021.0.x		61f55471beab407e7819b75786f420fe2be7bf9a
com.huaweicloud	spring-cloud-starter-huawei-nacos-gateway	1.11.3-2022.0.x		54a4f09c8eb107f519127b673d80d590ebac74a7
com.huaweicloud	spring-cloud-starter-huawei-nacos-gateway	1.11.4-2021.0.x		486e857a4bc09471a1dfcebfc7d9b6bf4c1c6176
com.huaweicloud	spring-cloud-starter-huawei-nacos-gateway	1.11.4-2022.0.x		51205e4d5e2edc28555f45309ee0d4c53b61d27a
com.huaweicloud	spring-cloud-starter-huawei-nacos-gateway	1.11.5-2021.0.x		b01a754d9726784e8f2c9c0581287fe83bdcda3d
com.huaweicloud	spring-cloud-starter-huawei-nacos-gateway	1.11.5-2022.0.x		ce7d69c60968250668348fb8b28abdc01f6d8a14
com.huaweicloud	spring-cloud-starter-huawei-nacos-gateway	1.11.6-2021.0.x		b759161190935cb92f1728e4f7f4fd814ae7bf23
com.huaweicloud	spring-cloud-starter-huawei-nacos-gateway	1.11.6-2022.0.x		ac6e6f877d9ec4cbf42a7dd5a29590ba363678ad
com.huaweicloud	spring-cloud-starter-huawei-nacos-gateway	1.11.6-2023.0.x		91a4777ac7745c7a10283275118e9e1d36359104
com.huaweicloud	spring-cloud-starter-huawei-nacos-gateway	1.11.7-2021.0.x		8ac5d65e348aee226b0fd66de8494f28ee7c9a4e
com.huaweicloud	spring-cloud-starter-huawei-nacos-gateway	1.11.7-2022.0.x		241c27e9a59a113314c1ca9e31e9fe53f31db5e0
com.huaweicloud	spring-cloud-starter-huawei-nacos-gateway	1.11.7-2023.0.x		04075a3bfa693556938d7b51f15980013d98b0c1
com.huaweicloud	spring-cloud-starter-huawei-nacos-gateway	1.11.8-2021.0.x		f72c56cf11ffc1c019a17156cc2afc125f017d7f
com.huaweicloud	spring-cloud-starter-huawei-nacos-gateway	1.11.8-2022.0.x		892dc20a80834f6d8540b835e36f7ae5156025e5
com.huaweicloud	spring-cloud-starter-huawei-nacos-gateway	1.11.8-2023.0.x		fc059c67be24cdd637e2b0ff7939f0fdeeb1762c
com.huaweicloud	spring-cloud-starter-huawei-nacos-gateway	1.11.9-2021.0.x		93fc3fe6829ba893ea8da21f6924006dccad399f
com.huaweicloud	spring-cloud-starter-huawei-nacos-gateway	1.11.9-2022.0.x		71562c382144f604d6f18fb6a5aef7081d790fc4
com.huaweicloud	spring-cloud-starter-huawei-nacos-gateway	1.11.9-2023.0.x		66973d66d70e5ba153245f2680cb0b0e8ffdb20c
com.jfinalplus	jfinal-plus-spring	0.0.1		8b49763bde43e950a5821914159034533ab505b3
com.jkoolcloud.tnt4j.streams	tnt4j-streams-wmq	1.0.0		42ce136c5b6bd710853476565e4539e6dd6245b5
com.jkoolcloud.tnt4j.streams	tnt4j-streams-wmq	1.1.0		182d6e84ee0d9a965df6179d1e34e657408f6f72
com.jkoolcloud.tnt4j.streams	tnt4j-streams-wmq	1.10.0		b532f698690ffa021a494f99fcbcff37dc6a18e9
com.jkoolcloud.tnt4j.streams	tnt4j-streams-wmq	1.10.1		ae29e009bd9ed911d4959a38154ff6ab4ac753f3
com.jkoolcloud.tnt4j.streams	tnt4j-streams-wmq	1.10.2		f8eb78b83d1f8d36381c154868c192e9aca02a31
com.jkoolcloud.tnt4j.streams	tnt4j-streams-wmq	1.10.3		6ae50551b09cce254534c640d6993ba10a3887c6
com.jkoolcloud.tnt4j.streams	tnt4j-streams-wmq	1.10.3.1		08e3eb69d5a7c4623c3fe4728dceaae96e417f0d
com.jkoolcloud.tnt4j.streams	tnt4j-streams-wmq	1.11.0		d465114d3831f4fdfeca2ec0bc542ce2c31f5687
com.jkoolcloud.tnt4j.streams	tnt4j-streams-wmq	1.11.1		de0111b33592f0b713d314d53fd68ecbfd31127e
com.jkoolcloud.tnt4j.streams	tnt4j-streams-wmq	1.11.2		eeb73611b853abdc247b61428034331048b2491a
com.jkoolcloud.tnt4j.streams	tnt4j-streams-wmq	1.11.3		ebbee3f28f9b7088755ff23b9f9620866de64861
com.jkoolcloud.tnt4j.streams	tnt4j-streams-wmq	1.11.4		1a62363fe80e43e427f2254edf999329fddb10ba
com.jkoolcloud.tnt4j.streams	tnt4j-streams-wmq	1.11.5		6c38eff529b7eef6c11c9cf12215440796103133
com.jkoolcloud.tnt4j.streams	tnt4j-streams-wmq	1.11.6		7a5da8a7a167f4817f17e6fae0d538ab491de3de
com.jkoolcloud.tnt4j.streams	tnt4j-streams-wmq	1.11.7		cbcf8cc6f676df40b44a8c875501c939f3365f76
com.jkoolcloud.tnt4j.streams	tnt4j-streams-wmq	1.11.8		99b5f1d1aa616c3c2fc6265436a6cfe9a46ad4b6
com.jkoolcloud.tnt4j.streams	tnt4j-streams-wmq	1.11.8.1		5394e1a4e6244d3674febef2062e193fe6c02e8e
com.jkoolcloud.tnt4j.streams	tnt4j-streams-wmq	1.12.0		1fe2b2b959e0b8b69f9a1e7f02c901249b046dfb
com.jkoolcloud.tnt4j.streams	tnt4j-streams-wmq	1.12.1		8b7d0386ec7f1b8c052b721f43e258b71a877fd7
com.jkoolcloud.tnt4j.streams	tnt4j-streams-wmq	1.12.2		d4b2af7868e05a93ea39c06e7f2154d4d78f9501
com.jkoolcloud.tnt4j.streams	tnt4j-streams-wmq	1.12.3		2b8c2d625f0ded2099058348584173e6bba4b7e4
com.jkoolcloud.tnt4j.streams	tnt4j-streams-wmq	1.13.0		5ecb46d8c4bc44345c29917659b2fda80b1a1040
com.jkoolcloud.tnt4j.streams	tnt4j-streams-wmq	1.13.1		fda049385637a6b2fa64183c361131a72abfb2f8
com.jkoolcloud.tnt4j.streams	tnt4j-streams-wmq	1.13.2		4a813b105c3c31fadffcef492d18fcb278280462
com.jkoolcloud.tnt4j.streams	tnt4j-streams-wmq	1.14.0		58e308ac53ec53472bf971691e9df31618249bad
com.jkoolcloud.tnt4j.streams	tnt4j-streams-wmq	1.14.1		674b61ee8bcf3b55fe026c5aa1fc849c5a91e49a
com.jkoolcloud.tnt4j.streams	tnt4j-streams-wmq	1.14.2		8120a01f1a091c10174df509dbf54ba6b9321e41
com.jkoolcloud.tnt4j.streams	tnt4j-streams-wmq	1.14.3		f5eb377ae6db634db882a157778a618f7a883888
com.jkoolcloud.tnt4j.streams	tnt4j-streams-wmq	1.15.0		12c9e67726a037d87a72b715148c0d03375586e4
com.jkoolcloud.tnt4j.streams	tnt4j-streams-wmq	1.15.1		29f358fa7dc9e70893852539be3eb5a62838b834
com.jkoolcloud.tnt4j.streams	tnt4j-streams-wmq	1.15.1.1		adb7669c6f4dd5d8f82b2d8bae61d7d2e8be234d
com.jkoolcloud.tnt4j.streams	tnt4j-streams-wmq	1.15.2		c44fe209d4f5c1a8f47fdb8f746533973a8de859
com.jkoolcloud.tnt4j.streams	tnt4j-streams-wmq	1.2.0		328107f856ae5559ba97cb818030796595fd4960
com.jkoolcloud.tnt4j.streams	tnt4j-streams-wmq	1.2.1		22113aed5bc14200d2bd0eaa2a1e93a26772c44b
com.jkoolcloud.tnt4j.streams	tnt4j-streams-wmq	1.3.0		e4d2be3129e6d5de0cf86ec7c24835db0bf939cd
com.jkoolcloud.tnt4j.streams	tnt4j-streams-wmq	1.3.1		9ca53743899d8e7e9994033ef81ee32991b8bb6a
com.jkoolcloud.tnt4j.streams	tnt4j-streams-wmq	1.4.0		52915b678d549ef63a5d464b676f373d8f549ddb
com.jkoolcloud.tnt4j.streams	tnt4j-streams-wmq	1.5.0		0c353f460c7db87017337984a66bb9620bddff6a
com.jkoolcloud.tnt4j.streams	tnt4j-streams-wmq	1.5.1		8baa8c824acb1a654d98685d8f0842e576b6aa05
com.jkoolcloud.tnt4j.streams	tnt4j-streams-wmq	1.6.0		7ee7a905af9f196b72c12388757592950b723f5c
com.jkoolcloud.tnt4j.streams	tnt4j-streams-wmq	1.6.1		c8cef17ea75547cb60bedf13377bc9caadc8396b
com.jkoolcloud.tnt4j.streams	tnt4j-streams-wmq	1.7.0		0f7243584864ad4f50c4edeb95898d5159928b8a
