ai.djl.spring	djl-spring-boot-starter-mxnet-win-x86_64	0.2	-	49a8727882a6bbbd7a7a547b759ee883d142d564
ai.tock	tock-nlp-entity-rest	20.3.2	-	d53e81e5ec3eac341b4cbf697ed4ab6c334fdff9
ai.tock	tock-nlp-entity-rest	20.3.2-1	-	f7955de573362aeafb15de075ae6fc9df44bdbee
ai.tock	tock-nlp-entity-rest	20.3.2-2	-	9418590ae9bd954c5c493529ca8ffd2d3dae9446
ai.tock	tock-nlp-entity-rest	20.3.3	-	9279120be252583bba57edaa4ebf7cc106dd670b
ai.tock	tock-nlp-entity-rest	20.3.4	-	3d5231345e0e5f3b83e0620f5f78457989ade9a9
ai.tock	tock-nlp-entity-rest	20.9.0	-	43901552f0686f403a76be09e198b274ff33333e
ai.tock	tock-nlp-entity-rest	20.9.1	-	ae8fd58bc31da6bd29d632912c76d336bc36dc6b
ai.tock	tock-nlp-entity-rest	20.9.2	-	8e0c336300099f5d54e10725635e78f211e4f2ad
ai.tock	tock-nlp-entity-rest	20.9.2-1	-	ae3d4d453ee72870dcc95f70cd374bb9bef21cf0
ai.tock	tock-nlp-entity-rest	20.9.3	-	4d4f9a0986fa7407b527932ac3b3832c260cc17f
ai.tock	tock-nlp-entity-rest	21.3.0	-	d7a22c117c9733aae48103147e7e9feb209f796e
ai.tock	tock-nlp-entity-rest	21.3.1	-	cc0f98bcb87464a71c717bbb933c2faeca6802ae
ai.tock	tock-nlp-entity-rest	21.3.2	-	081261b8d972d630ba8a28170861cbb8e90d9ee8
ai.tock	tock-nlp-entity-rest	21.3.3	-	9c947b2ff05ed54db09e51ce854186dcfabf6ba9
ai.tock	tock-nlp-entity-rest	21.3.4	-	5fff43fce2705d7213b21db9c5ba9e81b3b0098b
ai.tock	tock-nlp-entity-rest	21.3.5	-	d8328cfd22c1614b617c454f259ca16b88d3ae31
ai.tock	tock-nlp-entity-rest	21.9.0	-	1b09246fc6b07a5439dc158e4ce3278877ee8436
ai.tock	tock-nlp-entity-rest	21.9.1	-	148ac9fb9646623fb0df2c35a6de371391505777
ai.tock	tock-nlp-entity-rest	21.9.2	-	4de3cc9811d2e1369316aa6a7aab8f6e9efcf429
ai.tock	tock-nlp-entity-rest	21.9.3	-	39a313636cb19228726cdcc05326579bb52c1644
ai.tock	tock-nlp-entity-rest	21.9.4	-	f256268cafc416612c4d93941b4239d08d77cbb2
ai.tock	tock-nlp-entity-rest	21.9.5	-	b73c68ed92216f935f2a92fd425028ab2a287a85
ai.tock	tock-nlp-entity-rest	21.9.6	-	59c3cc0987d34b404ad396a0d9e4bf7d52053b6c
ai.tock	tock-nlp-entity-rest	22.3.0	-	27ab757f81dac9716f099c6d3bea05072ed4ce5a
ai.tock	tock-nlp-entity-rest	22.3.1	-	0ac78c849652e8441d971ca5733ef6998bff576e
ai.tock	tock-nlp-entity-rest	22.3.2	-	a29a4e31a505a65079698d9859a8fcfcebb8caa3
ai.tock	tock-nlp-entity-rest	22.9.0	-	76b3c069466af482790b6b49e1f887fd5ce5f2fe
ai.tock	tock-nlp-entity-rest	22.9.1	-	8bc76be8ae4e66ed685e67cc33d42e0b7f77f442
ai.tock	tock-nlp-entity-rest	22.9.2	-	cba0cd6bbc391394db250b3838f34ff3368d2c16
ai.tock	tock-nlp-entity-rest	22.9.3	-	1600b3d6f5801c52afffb9862528a12ecf737413
ai.tock	tock-nlp-entity-rest	22.9.4	-	1e57c7eea64bd3f8a2c5ccde1b163774a23381af
ai.tock	tock-nlp-entity-rest	22.9.5	-	515085ca5849402db1e4ae521d33e5cb7efff327
ai.tock	tock-nlp-entity-rest	23.3.0	-	4c421d3c063dde0dea9f76060b4230dcb9c02ee0
ai.tock	tock-nlp-entity-rest	23.3.1	-	a01944071eeedaaae895f279969f089453e3a72c
ai.tock	tock-nlp-entity-rest	23.3.2	-	3bc18f5d17818dab6a91d0a4d4a20f2f79bc323b
ai.tock	tock-nlp-entity-rest	23.3.3	-	69102450fe9092ed4ee1068a3c718abc493577c3
ai.tock	tock-nlp-entity-rest	23.3.4	-	b1111a5b9d9bf916b81a605b75bf7943bf6a7476
ai.tock	tock-nlp-entity-rest	23.9.0	-	450c73b8a53d78c62524898bb4d0faf1b25a61e5
ai.tock	tock-nlp-entity-rest	23.9.1	-	9131ef898175bdd1aa1ec339a6a7aa60103a8a89
ai.tock	tock-nlp-entity-rest	23.9.2	-	5d5416b800721d93789ac5b10adca664b1e6c38e
ai.tock	tock-nlp-entity-rest	24.3.0	-	5a2444a786e0f8a2c28ee0de068223e317186a7d
ai.tock	tock-nlp-entity-rest	24.3.1	-	f9ce2be5094540677c88be92c503a91a1b45b660
ai.tock	tock-nlp-entity-rest	24.3.2	-	35741223adc1f1e6a56bb5e15ddcc9759c5c967d
ai.tock	tock-nlp-entity-rest	24.3.3	-	531e765f8abce8a5a2c655bb6db973c29e97a751
ai.tock	tock-nlp-entity-rest	24.3.4	-	eca1c5f288aabe45b3865dee17022dc3833fa866
ai.tock	tock-nlp-entity-rest	24.3.5	-	10b86ea7f8072d9e1896f8251fe39d3b38b24fa3
ai.tock	tock-nlp-entity-rest	24.3.6	-	3e6b3ebbdf6936976b324a6138f4fca6e0d8276e
ai.tock	tock-nlp-entity-rest	24.9.0	-	afc3a62a4c1b28e79dbfff0e4e76313ec9370e63
ai.tock	tock-nlp-entity-rest	24.9.1	-	176461149810898c766b2aba2f73ee1222e47a2b
ai.tock	tock-nlp-entity-rest	24.9.2	-	81f6f8d238ad8f5cf073ce869a2b67c1cbb0753d
ai.tock	tock-nlp-entity-rest	24.9.3	-	2b33f693e1fd03bfc47e6ed6f7446eca8a766b17
ai.tock	tock-nlp-entity-rest	24.9.4	-	8074d48c2a03281887cbb63f6757443324fcc279
ai.tock	tock-nlp-entity-rest	24.9.5	-	87889f8eb45ba8171e317b86016fb3b1c7295c6c
ai.tock	tock-nlp-entity-rest	24.9.6	-	b85c4ae1764b74b400548d24f1d3327f1af49ad2
ai.tock	tock-nlp-entity-rest	24.9.7	-	f41664701221d41da530f1d57a727a725bb70c7c
ai.tock	tock-nlp-entity-rest	24.9.8	-	3180136c3f107676019acc878fc6a972cf8d24f7
ai.tock	tock-nlp-entity-rest	25.3.0	-	ee80bab9cdc789cde4e721bc5e3f3b26b7856f81
ai.tock	tock-nlp-entity-rest	25.3.1	-	719ffe7aaef854b84414eeccc91fd5f41192ee58
ai.tock	tock-nlp-entity-rest	25.3.2	-	9cbc055c4abd9bfc9e5cf9c475950b1cfe3b4372
app.cash.redwood	redwood-protocol-host-jvm	0.10.0	-	1b811619d7640318997acb0fc5994aa43ede4a55
app.cash.redwood	redwood-protocol-host-jvm	0.11.0	-	6fdf5708b8bcd07c11535525ace155c98bed5c08
app.cash.redwood	redwood-protocol-host-jvm	0.12.0	-	c74af08c92d932615aed9bb2397f1da33c24f0c2
app.cash.redwood	redwood-protocol-host-jvm	0.13.0	-	b9f3effd2ceb28ec28c3d679d459bf869851178b
app.cash.redwood	redwood-protocol-host-jvm	0.14.0	-	6966869f9b9a09ff428d4b0b514f15761c124efb
app.cash.redwood	redwood-protocol-host-jvm	0.15.0	-	ac1d835e5b051b1b38674223091c1b6fe16c3c20
app.cash.redwood	redwood-protocol-host-jvm	0.16.0	-	80221c8ac834dc001b3a75602724369f36029361
app.cash.redwood	redwood-protocol-host-jvm	0.17.0	-	0b1ad4f14774c6211c648f095c3d83f394e28996
app.cash.redwood	redwood-protocol-host-jvm	0.8.0	-	aec1b1a497bf1dd5978fd065cafd7520089461e6
app.cash.redwood	redwood-protocol-host-jvm	0.9.0	-	d628deeb7157e76bd9de327e3f1fd4fdbf21f78d
app.softwork	kotlinx-serialization-flf-tvossimulatorarm64	0.0.1	0.0.1-metadata	ec3ada4a66ae55533013f4878315f726b3fc3788
app.softwork	kotlinx-serialization-flf-tvossimulatorarm64	0.0.10	0.0.10-metadata	2c588e5a364f97b77bfbd05a71395962672f2296
app.softwork	kotlinx-serialization-flf-tvossimulatorarm64	0.0.11	0.0.11-metadata	0808f22502587072ff0e3a91767f16b6042987ef
app.softwork	kotlinx-serialization-flf-tvossimulatorarm64	0.0.12	0.0.12-metadata	49c1d3bd529e34d6fbf29a02e12565f5729eb631
app.softwork	kotlinx-serialization-flf-tvossimulatorarm64	0.0.13	0.0.13-metadata	7f67c079db6082713bae10f9229f63c8268979d9
app.softwork	kotlinx-serialization-flf-tvossimulatorarm64	0.0.15	0.0.15-metadata	242240f60a84e4a97da61d8830dd355c7497236f
app.softwork	kotlinx-serialization-flf-tvossimulatorarm64	0.0.16	0.0.16-metadata	30f82b6257648895d6be5b9516f74026ae6069e7
app.softwork	kotlinx-serialization-flf-tvossimulatorarm64	0.0.17	0.0.17-metadata	7fa7cb4e39f7aadb083981d4770aa9352f65487c
app.softwork	kotlinx-serialization-flf-tvossimulatorarm64	0.0.18	0.0.18-metadata	2ed1e5c5c2e02683484a8ea0a9b816d7f1d8ecbe
app.softwork	kotlinx-serialization-flf-tvossimulatorarm64	0.0.2	0.0.2-metadata	d28ff4581062af7b9db87fd82ad5ba0c4fac65c6
app.softwork	kotlinx-serialization-flf-tvossimulatorarm64	0.0.3	0.0.3-metadata	8f0ac2d0043cd9f5d6889b923eaf335c1c0cc42f
app.softwork	kotlinx-serialization-flf-tvossimulatorarm64	0.0.4	0.0.4-metadata	f928aa5547776d30abeec5115d0bd530b65c11ec
app.softwork	kotlinx-serialization-flf-tvossimulatorarm64	0.0.5	0.0.5-metadata	8081083179dcd3a3e45d04fc535eda3a73db2518
app.softwork	kotlinx-serialization-flf-tvossimulatorarm64	0.0.6	0.0.6-metadata	9e8a750392a2910bd32b68abe8afd256b360ac92
app.softwork	kotlinx-serialization-flf-tvossimulatorarm64	0.0.7	0.0.7-metadata	3a63ec20fa351740f801a6425ee479cf96c3c352
app.softwork	kotlinx-serialization-flf-tvossimulatorarm64	0.0.8	0.0.8-metadata	24d1b421f5a4d55c63c33892996a8da7ec2e8244
app.softwork	kotlinx-serialization-flf-tvossimulatorarm64	0.0.9	0.0.9-metadata	20c1b5739d14796eb41b3a0558dcbb19b2a507e5
aws.sdk.kotlin	codecommit	0.10.0-beta	-	2fd7bf15db11f901b52c2f69e3c7879c102374cd
aws.sdk.kotlin	codecommit	0.10.1-beta	-	01474bcd91c0948aa26c5b3e6d9fbf066542fd01
aws.sdk.kotlin	codecommit	0.11.0-beta	-	9fc7d1032dec2d86041d65ffa932bffa54d4ef24
aws.sdk.kotlin	codecommit	0.12.0-beta	-	369ff1c27e8ee349ca3b673a2ec01bf1d7626c12
aws.sdk.kotlin	codecommit	0.13.0-beta	-	860a46a9789c7fb3a7bbc2c0f17969ee8c08016c
aws.sdk.kotlin	codecommit	0.13.1-beta	-	0710fb558f63884bb6dd8f9c50642045e37bd0bd
aws.sdk.kotlin	codecommit	0.14.0-beta	-	60675699f2fd9973fe0616e3cb4b7e826a969fa6
aws.sdk.kotlin	codecommit	0.14.1-beta	-	7d255502df6e78e7980ad7955b072b415f9cad0f
aws.sdk.kotlin	codecommit	0.14.2-beta	-	52093f1beb312b25ab216ea5e267bb588717795f
aws.sdk.kotlin	codecommit	0.14.3-beta	-	1ef42acf6dbe4292d61fcf1be7bcc58f2776343e
aws.sdk.kotlin	codecommit	0.14.4-beta	-	036ae209c3d917475f3885dabc7c50f15cd4f7e5
aws.sdk.kotlin	codecommit	0.15.0	-	2f11263322f539c033fd0fa7bb036d46fdd05761
aws.sdk.kotlin	codecommit	0.15.1-beta	-	58e60c3a45bd79263639d786923f01e40eed7191
aws.sdk.kotlin	codecommit	0.15.2-beta	-	1dba4b2293bd536805d362a80901a680c5541e4b
aws.sdk.kotlin	codecommit	0.16.0	-	470338a73cf96d810c871a6ec7f3386b0ede5440
aws.sdk.kotlin	codecommit	0.16.1-beta	-	b7f0bd5a136bd25ddd64d07f6d8a680eafb850b6
aws.sdk.kotlin	codecommit	0.16.2-beta	-	93e22463295326229a1fd9d97a8771b4a7002b82
aws.sdk.kotlin	codecommit	0.16.3-beta	-	11372392bcb53d52e6ae813cbcc65714e8c06cb8
aws.sdk.kotlin	codecommit	0.16.4-beta	-	bc68d67fb209005933304313fea3e42bb1e26615
aws.sdk.kotlin	codecommit	0.16.5-beta	-	eae1c08b1e3eaf63273902fce17955aa3c9c599b
aws.sdk.kotlin	codecommit	0.16.6-beta	-	e5eebe3303efb8fff3fd0accc34c5ba47480a65c
aws.sdk.kotlin	codecommit	0.16.7-beta	-	25250b25707421e318d5bcb8236713657b288f43
aws.sdk.kotlin	codecommit	0.17.0-beta	-	59b99fcdb0259c573223fbbe9c225db18cd3d275
aws.sdk.kotlin	codecommit	0.17.1-beta	-	c7864836af353acdd16b839e79c833575ed314af
aws.sdk.kotlin	codecommit	0.17.10-beta	-	153377bcdc1128d0a1e96d95530ae22185c04d9e
aws.sdk.kotlin	codecommit	0.17.10-beta	0.17.10-beta-all	80750bff6868003cb60645a102e7bcb0f06bc219
aws.sdk.kotlin	codecommit	0.17.11-beta	-	0beb168148bfae431f969f3c8c4d4dd8eca6fdd5
aws.sdk.kotlin	codecommit	0.17.11-beta	0.17.11-beta-all	49f5036960a79e26f0125405b826183ed536e866
aws.sdk.kotlin	codecommit	0.17.12-beta	-	1457b99234426ea6ef9aecfad10cf78b11776fa2
aws.sdk.kotlin	codecommit	0.17.12-beta	0.17.12-beta-all	8827972a7bfdbfc975ee24e388e1f91e51ac1288
aws.sdk.kotlin	codecommit	0.17.2-beta	-	f16e368753375099eb7bc2d682a386d0848a1d92
aws.sdk.kotlin	codecommit	0.17.3-beta	-	59fd0e148a2165d4ce81ba65aa69bbbb15d5ee9f
aws.sdk.kotlin	codecommit	0.17.4-beta	-	9f594787f78f25cca8fc4d1313365ff2ad4d3e0c
aws.sdk.kotlin	codecommit	0.17.5-beta	-	97d1cb9530130dd5b78d52b63cd1c04b26a4acb0
aws.sdk.kotlin	codecommit	0.17.6-beta	-	43d4e4ef8d0013005a2421adb62bc1c01d42efdc
aws.sdk.kotlin	codecommit	0.17.7-beta	-	5298eccbc73be33b2c0231133a10d636f809b399
aws.sdk.kotlin	codecommit	0.17.8-beta	-	9bc80d4e09a75bd31d373918daadc336f0b5fe15
aws.sdk.kotlin	codecommit	0.17.8-beta	0.17.8-beta-all	7b2d4996f97b62e259621efac14e7c43d35f5133
aws.sdk.kotlin	codecommit	0.17.9-beta	-	af59a38658c6275731f171d0dce825df11973b9f
aws.sdk.kotlin	codecommit	0.17.9-beta	0.17.9-beta-all	0f4eecfb6979e51dbcf36d3df1747686441a43bc
aws.sdk.kotlin	codecommit	0.18.0-beta	-	224442d4e7ecb67bdfc02009efda971041a06267
aws.sdk.kotlin	codecommit	0.18.0-beta	0.18.0-beta-all	8f649cf0b6beb5c6d8fd2ce30c208ba75a087bfc
aws.sdk.kotlin	codecommit	0.19.0-beta	-	ed7238fa6e925303f39efe1339b857061b64ff00
aws.sdk.kotlin	codecommit	0.19.0-beta	0.19.0-beta-all	4966cd90632232270f0e996759a22194ad4ee743
aws.sdk.kotlin	codecommit	0.19.1-beta	-	0c2e35f9e9969932b178637280a42199c6111bdb
aws.sdk.kotlin	codecommit	0.19.1-beta	0.19.1-beta-all	86b4f86ff1c7fd9218b72e597961119f5d66499b
aws.sdk.kotlin	codecommit	0.19.2-beta	-	da36f8d2c8f59307a2836325b2c618caec8e6e03
aws.sdk.kotlin	codecommit	0.19.2-beta	0.19.2-beta-all	9a8cd3d1d8401491d87330dec05a66e383e57892
aws.sdk.kotlin	codecommit	0.19.3-beta	-	03fb77d8deb85a0435e101d757b97eb9308d28fc
aws.sdk.kotlin	codecommit	0.19.3-beta	0.19.3-beta-all	1b1e99ecfb2aa487f87f60e0296c69e5a6a5c972
aws.sdk.kotlin	codecommit	0.19.4-beta	-	a28ef22db6039a2b03a94da93bc0913ec95fc952
aws.sdk.kotlin	codecommit	0.19.4-beta	0.19.4-beta-all	598204c1b1300a2e433943caa67164d2e33d8f31
aws.sdk.kotlin	codecommit	0.19.5-beta	-	cf827d84f9100d1b81cf2f9be2d7fbeee9ae9763
aws.sdk.kotlin	codecommit	0.19.5-beta	0.19.5-beta-all	bccc0eb0aaa388126ede636f6867bb42caed2d6c
aws.sdk.kotlin	codecommit	0.20.0-beta	-	7a5e94d2f9b63b839e63d929398b7a9658b664cf
aws.sdk.kotlin	codecommit	0.20.0-beta	0.20.0-beta-all	2cecd0e0812259177422f50ccc49e7dbbc227f5c
aws.sdk.kotlin	codecommit	0.20.1-beta	-	7f51d6f85b9888eb8a64a2f6074231db7a133b4a
aws.sdk.kotlin	codecommit	0.20.1-beta	0.20.1-beta-all	2cecd0e0812259177422f50ccc49e7dbbc227f5c
aws.sdk.kotlin	codecommit	0.20.2-beta	-	9f2f9eb3f6574ddd010b2e90866ac04bb04b193a
aws.sdk.kotlin	codecommit	0.20.2-beta	0.20.2-beta-all	27ffaf80d7a4f3c94ee534b1bef0643b57c8f585
aws.sdk.kotlin	codecommit	0.20.3-beta	-	2ddec99ecef99066b12ca5abd2cd22580445563f
aws.sdk.kotlin	codecommit	0.20.3-beta	0.20.3-beta-all	27ffaf80d7a4f3c94ee534b1bef0643b57c8f585
aws.sdk.kotlin	codecommit	0.21.0-beta	-	f7f37bb5f3ea39a7fa9fa458a73afc870dd2ee78
aws.sdk.kotlin	codecommit	0.21.0-beta	0.21.0-beta-all	27ffaf80d7a4f3c94ee534b1bef0643b57c8f585
aws.sdk.kotlin	codecommit	0.21.1-beta	-	dbc45ed4f78311568741cb0bfb305a6d03b7608e
aws.sdk.kotlin	codecommit	0.21.1-beta	0.21.1-beta-all	27ffaf80d7a4f3c94ee534b1bef0643b57c8f585
aws.sdk.kotlin	codecommit	0.21.2-beta	-	f94778630353781a9d4dd8bce975c5e4652b996f
aws.sdk.kotlin	codecommit	0.21.2-beta	0.21.2-beta-all	27ffaf80d7a4f3c94ee534b1bef0643b57c8f585
aws.sdk.kotlin	codecommit	0.21.3-beta	-	3e87b8215fd7602f9edc54e5631df556e92b8a24
aws.sdk.kotlin	codecommit	0.21.3-beta	0.21.3-beta-all	27ffaf80d7a4f3c94ee534b1bef0643b57c8f585
aws.sdk.kotlin	codecommit	0.21.4-beta	-	748a6d104db9653548c16d7f7b2223a98c00bd04
aws.sdk.kotlin	codecommit	0.21.4-beta	0.21.4-beta-all	27ffaf80d7a4f3c94ee534b1bef0643b57c8f585
aws.sdk.kotlin	codecommit	0.21.5-beta	-	b77fa724d023f1640c3a179d294b89149b061ee3
aws.sdk.kotlin	codecommit	0.21.5-beta	0.21.5-beta-all	27ffaf80d7a4f3c94ee534b1bef0643b57c8f585
aws.sdk.kotlin	codecommit	0.22.0-beta	-	3fbe2ee4d45e455c73c317c2b36573cfe8e55aca
aws.sdk.kotlin	codecommit	0.22.0-beta	0.22.0-beta-all	27ffaf80d7a4f3c94ee534b1bef0643b57c8f585
aws.sdk.kotlin	codecommit	0.22.1-beta	-	6f7f55292f87e330ddca82f4a0d6c242741cb01b
aws.sdk.kotlin	codecommit	0.22.1-beta	0.22.1-beta-all	27ffaf80d7a4f3c94ee534b1bef0643b57c8f585
aws.sdk.kotlin	codecommit	0.23.0-beta	-	03f4c45e38b2a9078a2b13ade3fb181c8a4f22a5
aws.sdk.kotlin	codecommit	0.23.0-beta	0.23.0-beta-all	27ffaf80d7a4f3c94ee534b1bef0643b57c8f585
aws.sdk.kotlin	codecommit	0.24.0-beta	-	1a1dc662d97956b6ff76699477d4a2039a209b15
aws.sdk.kotlin	codecommit	0.24.0-beta	0.24.0-beta-all	27ffaf80d7a4f3c94ee534b1bef0643b57c8f585
aws.sdk.kotlin	codecommit	0.25.0-beta	-	e615e616633913dd97aa7fcaac2c55da41b5f4f5
aws.sdk.kotlin	codecommit	0.25.0-beta	0.25.0-beta-all	27ffaf80d7a4f3c94ee534b1bef0643b57c8f585
aws.sdk.kotlin	codecommit	0.26.0-beta	-	7ae0f96dfae4dc4d70d140106203a870eb2862ef
aws.sdk.kotlin	codecommit	0.26.0-beta	0.26.0-beta-all	27ffaf80d7a4f3c94ee534b1bef0643b57c8f585
aws.sdk.kotlin	codecommit	0.26.1-beta	-	c1fcc4416e813e6c2dbe72bed44969d3a37dc933
