app.cash.treehouse	treehouse-display-js	0.1.0		N/A
io.shaka	naive-http-server_2.11	13		da176a8b6c7fa44884bb6562c6e3aa289e9bcad1
io.shaka	naive-http-server_2.11	14		33dc34d8177d22200c767a13c53a5a5b2d7fb677
io.shaka	naive-http-server_2.11	15		fb276a75d74ca544dbf10a9ee830697e9efc094d
io.shaka	naive-http-server_2.11	16		2e89e4da332bc724d1b836f3ca74e0fde44c9f44
io.shaka	naive-http-server_2.11	18		163d6c64f1364fe362846adc36c91f92c71d6fad
io.shaka	naive-http-server_2.11	21		2b285c94d697c379e5caaf3c5e5a70e032b0e41f
io.shaka	naive-http-server_2.11	23		402eea74249d4240ceedf495ff1440769426ad28
io.shaka	naive-http-server_2.11	24		135e83c8ee59153c3cb1e44faf04f0370c617993
io.shaka	naive-http-server_2.11	26		95f98462a941bbd5c73f6e62854c06ade536a52a
io.shaka	naive-http-server_2.11	28		6818b5a98001cde861c8d6e74b6fe56d124c8e86
io.shaka	naive-http-server_2.11	29		20bef5ada9048e78c4a839c49f9b392dc3577ef2
io.shaka	naive-http-server_2.11	3		8434ecbb971d44bf3fdd4cbca7785a76d748dd88
io.shaka	naive-http-server_2.11	9		d37b8a4a218d734e77f9af6b12db4c82a02c9f83
it.cnr.isti.domoware.cyberdomo	cyberdomo	1		N/A
it.cnr.isti.domoware.cyberdomo	cyberdomo	1.0.1		N/A
net.liftmodules	oauth-mapper_2.9.1-1	2.5-M1-1.1		39171ea82ffadb4ca5a41638cc25098f3d198a5f
net.liftmodules	oauth-mapper_2.9.1-1	2.5-M2-1.1		a52894aafecb68080c616c97a806f7ef67f1591a
net.liftmodules	oauth-mapper_2.9.1-1	2.5-M3-1.1		e550424b7d0f3e0447c76ca0edfca89248efcd58
net.liftmodules	oauth-mapper_2.9.1-1	2.5-M4-1.2		c17088acf93f4d5e24506faeb16eece523ed7670
net.liftmodules	oauth-mapper_2.9.1-1	2.5-RC1-1.2		a7366569dc99b4ab770568c50d27970ada4cd329
net.liftmodules	oauth-mapper_2.9.1-1	2.5-RC2-1.2		8c7a4068978186c9dc34bc4cf6f64747b2340d34
net.liftmodules	oauth-mapper_2.9.1-1	2.5-RC4-1.2		fdd9340de4207901653c909070ab270d32772a50
org.anarres.graphviz	graphviz-builder-jgrapht	1.0.10		b70e24e2234438ff534e7315c2e6297395ca1d9e
org.anarres.graphviz	graphviz-builder-jgrapht	1.0.11		a90765ef5311ac008c1c17611398ead908186cb7
org.anarres.graphviz	graphviz-builder-jgrapht	1.0.12		2d7778a2cb2cc5a2b4e9b41f70efaf5ebba59b94
org.anarres.graphviz	graphviz-builder-jgrapht	1.0.5		cc381510e2ccb83cf4146e2555b1355880fa4424
org.anarres.graphviz	graphviz-builder-jgrapht	1.0.6		0276c1753d324e569ac364199b33555daf158081
org.anarres.graphviz	graphviz-builder-jgrapht	1.0.7		df3e04df6723ad052d1a318fa4f987b521201c1e
org.anarres.graphviz	graphviz-builder-jgrapht	1.0.8		4eb86d22b3e3372697f6fcd6cbc5fea79306540b
org.anarres.graphviz	graphviz-builder-jgrapht	1.0.9		bb858dc80394d6dfc954096a9d25853d26030780
org.apache.amoro	amoro-mixed-hive	0.8.0-incubating		b402e7328f9b27379308112189666879a135d55b
org.apache.camel.karaf	camel-redis	4.10.3		aee1b31e87b9c47a30e60dec38dd57f736e004e0
org.apache.camel.karaf	camel-redis	4.7.0		cb25106013ace8ae12fd7ed1444b29471b70505b
org.apache.camel.karaf	camel-redis	4.8.1		e351d8b9a929d8c0626d49a456c00e034bdef7e6
org.apache.camel.karaf	camel-redis	4.8.2		d01163d185fb02610399a11801633e7996518c06
org.apache.camel.karaf	camel-redis	4.8.5		8ea2439d671e84fff76a0f8847d2b258934abe8d
org.apache.camel.karaf	camel-redis	4.8.6		25825f9c88bd4fdb6b23107b81e8da73375af758
org.apache.camel.karaf	camel-redis	4.9.0		8f3213f271e54f10173985996acfb784271fbcfc
org.apache.camel.quarkus	camel-quarkus-redis	1.6.0		7679b8cf46c1e417e33fc0747605aab92b3c414e
org.apache.camel.quarkus	camel-quarkus-redis	1.7.0		abff68e6dcb0a5f1ae17da9891fc624b73e08d8b
org.apache.camel.quarkus	camel-quarkus-redis	1.8.0		01ebc2735a6bbb47584eb0ab0ca2ba351fed1144
org.apache.camel.quarkus	camel-quarkus-redis	1.8.1		7298a0632e17fa7be76767e98f05ff9733f2686c
org.apache.camel.quarkus	camel-quarkus-redis	2.0.0		3a30d36cf2c81b224d66c3ea5e728e4b64096bd1
org.apache.camel.quarkus	camel-quarkus-redis	2.0.0-M1		7cf252febc16a3a607b93daa1a3a8d46154df656
org.apache.camel.quarkus	camel-quarkus-redis	2.0.0-M2		ffa35be2a2095a1074d23b2e8d01945514ae952f
org.apache.camel.quarkus	camel-quarkus-redis	2.1.0		595ce8c404441a99ffa38c85d84b5dc42d09f2cf
org.apache.camel.quarkus	camel-quarkus-redis	2.10.0		b91924e25cb19ab37b79544bc70af34679926c6d
org.apache.camel.quarkus	camel-quarkus-redis	2.11.0		adecdba2bd272ed57a6f3163120f3c98b6b519cb
org.apache.camel.quarkus	camel-quarkus-redis	2.12.0		d7d6f59404703e3f374259596b72544acc4ab241
org.apache.camel.quarkus	camel-quarkus-redis	2.13.0		0167a9b953e2d902c7687cfe025e68e110b58673
org.apache.camel.quarkus	camel-quarkus-redis	2.13.1		00ecbc980ae6d088305bc08961daaf57ffb7bc9d
org.apache.camel.quarkus	camel-quarkus-redis	2.13.2		9a9465450caa83fc5f05b7dd6a05815d75347797
org.apache.camel.quarkus	camel-quarkus-redis	2.13.3		abb8e231e606ca973ba28df1333fdd7ef2f08a3f
org.apache.camel.quarkus	camel-quarkus-redis	2.14.0		3b278cfc96c644a2cf00c78801df02ff65acb055
org.apache.camel.quarkus	camel-quarkus-redis	2.15.0		dddd3f8bac94b01aa8e3a0b14c777965303a0325
org.apache.camel.quarkus	camel-quarkus-redis	2.16.0		99e753fdf3be2d69ca9fc61a41386845c4873dd6
org.apache.camel.quarkus	camel-quarkus-redis	2.2.0		83b4550c812984166805cc9641d0d06ab6698fdd
org.apache.camel.quarkus	camel-quarkus-redis	2.2.1		603bdd2e331f8761abed0e1334242f304ec3e864
org.apache.camel.quarkus	camel-quarkus-redis	2.3.0		2a0d9bf824a3b198e1641dda0e4b2fee6c58663d
org.apache.camel.quarkus	camel-quarkus-redis	2.4.0		6111daf7f175b37368b79ee343b76aa27f3fc57f
org.apache.camel.quarkus	camel-quarkus-redis	2.5.0		2c825d9313c6c1bdd5496efbf41fa77421603028
org.apache.camel.quarkus	camel-quarkus-redis	2.6.0		5d3bf2988ffc88a9afa336a5c05f8ad842e74af9
org.apache.camel.quarkus	camel-quarkus-redis	2.7.0		681c6d8ac96af05a4dbe1c253a74787a6adad478
org.apache.camel.quarkus	camel-quarkus-redis	2.7.1		6adc6b8f27b58d5e405f6e6ae980e73ab802ebbd
org.apache.camel.quarkus	camel-quarkus-redis	2.7.2		9f78bd5e8ed3894a1bf46fd80c5b56f48460ad8a
org.apache.camel.quarkus	camel-quarkus-redis	2.8.0		da51873f32d08bf7e3b0f5a742c5d373b48f5138
org.apache.camel.quarkus	camel-quarkus-redis	2.8.0-M1		ae0f205ad22017e3fc4e82339d232a849327ce54
org.apache.camel.quarkus	camel-quarkus-redis	2.9.0		7e08fdb78569053d02bc8130ec33a43ba6d95257
org.apache.camel.quarkus	camel-quarkus-redis	3.0.0-M1		d27afb02b8e7397cc9e0e3e9ba1046618f29d2bb
org.apache.camel.quarkus	camel-quarkus-redis	3.0.0-M2		ac3ce045ae76da26d2f8207016f26daac3e228fe
org.apache.camel.quarkus	camel-quarkus-redis	3.0.0-RC1		46e59fd7a23f238da351d8a4e7e3a3ee92ec2aa4
org.apache.camel.quarkus	camel-quarkus-redis	3.0.0-RC2		3783945dc7de0e31501b467e0b2bf71e72f39059
org.apache.camel.quarkus	camel-quarkus-redis	3.10.0		335da8d2bfc1ba172bafe5eb4825b5a08bb82e26
org.apache.camel.quarkus	camel-quarkus-redis	3.11.0		1fe902c3caa4821d7daccafcba036fd75ed77165
org.apache.camel.quarkus	camel-quarkus-redis	3.12.0		82ec84ebfc39323234175fc842d74780b371005e
org.apache.camel.quarkus	camel-quarkus-redis	3.13.0		7ed7ca0f0bdd87a668d042bb7ff9f536ae24f7c5
org.apache.camel.quarkus	camel-quarkus-redis	3.14.0		5a404e2916a1fe8c89c54a3bb8b5ed98dd21402a
org.apache.camel.quarkus	camel-quarkus-redis	3.15.0		1db527fc99029b4fa6244f3da21624903c0cef3b
org.apache.camel.quarkus	camel-quarkus-redis	3.15.1		554c22df67ce13fb84efa4d3d4a0d42bcbbfd2e3
org.apache.camel.quarkus	camel-quarkus-redis	3.15.2		0fa841ca78fa8b179fbdcc4cc4e90ff61b25e9c8
org.apache.camel.quarkus	camel-quarkus-redis	3.15.3		48a12671b63d912a9e431cd0aa20bffdf4c33195
org.apache.camel.quarkus	camel-quarkus-redis	3.16.0		8ad349f8f9ea31e15619f4a9a5ac2ac05a6092bc
org.apache.camel.quarkus	camel-quarkus-redis	3.17.0		7abcc12d44a0d04ab7c324a308ae74360ef4b3b5
org.apache.camel.quarkus	camel-quarkus-redis	3.18.0		37a4415ce843f18355c1aa26e398733b204a8fd1
org.apache.camel.quarkus	camel-quarkus-redis	3.19.0		1072140db4d71231abea7d111dd712fbbd302569
org.apache.camel.quarkus	camel-quarkus-redis	3.2.0		0d6b997ee85670664d196e1646ca99d7eed8a7b8
org.apache.camel.quarkus	camel-quarkus-redis	3.2.1		ff66affaa82d8d89a0dcf749e8ed154ba85d1be7
org.apache.camel.quarkus	camel-quarkus-redis	3.2.2		f5d176e62eb6f1ffc3d0590e4954903a19810793
org.apache.camel.quarkus	camel-quarkus-redis	3.2.3		d592932a95ff2926dd8aa907f68ddb4aca9494d5
org.apache.camel.quarkus	camel-quarkus-redis	3.20.0		ca70526aff37a88308795973705618077886c499
org.apache.camel.quarkus	camel-quarkus-redis	3.20.1		4fcf9079d7a12816c5714a934adaa90828e90932
org.apache.camel.quarkus	camel-quarkus-redis	3.22.0		c37f2cd5691f4da8ae194e2456775ab378bf2c62
org.apache.camel.quarkus	camel-quarkus-redis	3.4.0		cbf37fb6c98996e122182159bdede34f1ab8df19
org.apache.camel.quarkus	camel-quarkus-redis	3.5.0		c774dda1a8cbb8f7c2c6bae511e2537b70bce91e
org.apache.camel.quarkus	camel-quarkus-redis	3.6.0		6ef279f0a7bbdda5939f0170580379d0edc2bb81
org.apache.camel.quarkus	camel-quarkus-redis	3.7.0		6e55c37af32bc17d7852443ebe09b4f7d1c6d4be
org.apache.camel.quarkus	camel-quarkus-redis	3.8.0		17ff580d8fcb08ce4bb1076eda30fe4175ac6694
org.apache.camel.quarkus	camel-quarkus-redis	3.8.1		7a0e74050f1e7202a6c2a6e13728ce5f0a3e1940
org.apache.camel.quarkus	camel-quarkus-redis	3.8.2		ad7074b850796393014b661115334e8413431a35
org.apache.camel.quarkus	camel-quarkus-redis	3.8.3		8b9e7d692227a856953b59627fe68da2cddffa42
org.apache.camel.quarkus	camel-quarkus-redis	3.8.4		ef4c5399ffb91092b5b5c9f779c7123f71e24e3d
org.apache.camel.quarkus	camel-quarkus-redis	3.9.0		35a8115e0e3e96aecec6f9ac26861da767d58660
org.apache.cxf.dosgi.systests	cxf-dosgi-ri-systests-singlebundle-distro	1.0		fde4fc7125afb87128be45a4f650676c7566c904
org.apache.cxf.dosgi.systests	cxf-dosgi-ri-systests-singlebundle-distro	1.1		9877646a09b63732952bf2a182df928bd7cf0d35
org.apache.kyuubi	kyuubi-spark-connector-hive_2.12	1.10.0		4796f3c17374f8ff22bcd318f03878d5cc68bafe
org.apache.kyuubi	kyuubi-spark-connector-hive_2.12	1.10.1		f2c9faa98d502a796930bff6ec300fab565ea2b4
org.apache.kyuubi	kyuubi-spark-connector-hive_2.12	1.7.0		4ba20f1a78146bfaec81d65be29a6fab6a706bb4
org.apache.kyuubi	kyuubi-spark-connector-hive_2.12	1.7.1		7e0a71de22fb3509cefff498a16cd951fa633593
org.apache.kyuubi	kyuubi-spark-connector-hive_2.12	1.7.2		4a321e6a02a9c7d0c4c90abc8ee31a866596efd3
org.apache.kyuubi	kyuubi-spark-connector-hive_2.12	1.7.3		c826585f71a6fc2b7f22e1c5be74870291601d79
org.apache.kyuubi	kyuubi-spark-connector-hive_2.12	1.7.4		9f667b1a9cac8082f4fee7fcde2c02aa265763da
org.apache.kyuubi	kyuubi-spark-connector-hive_2.12	1.8.0		f452b6836d3d8cfc0ce8f4444685009625ac633f
org.apache.kyuubi	kyuubi-spark-connector-hive_2.12	1.8.1		dfcf8db27d193cb5cb93677689fe96ab190e21f4
org.apache.kyuubi	kyuubi-spark-connector-hive_2.12	1.8.2		76b40244e4ee4c56744f84736506d763535e02a7
org.apache.kyuubi	kyuubi-spark-connector-hive_2.12	1.8.3		a05280a198117212813cb0da110ab080cbbcad1c
org.apache.kyuubi	kyuubi-spark-connector-hive_2.12	1.9.0		2833f37309872b5b549684bf42c3f2353613f83d
org.apache.kyuubi	kyuubi-spark-connector-hive_2.12	1.9.1		d431def5a03d8a1f3654e4273caddb7bbf25b814
org.apache.kyuubi	kyuubi-spark-connector-hive_2.12	1.9.2		e8ce71f4bbc4896cd4a5e503a7efc9a70dcfb62f
org.apache.kyuubi	kyuubi-spark-connector-hive_2.12	1.9.3		9d89f3cdcc16c673bc3c9a4d447954aa57e180bd
org.apache.pekko	pekko-connectors-ftp_2.13	1.0.0		576ed168fe8b5ea4f09bd3f3723099da31e84996
org.apache.pekko	pekko-connectors-ftp_2.13	1.0.1		aaed2731c806260d505b24d1bc3179140f953929
org.apache.pekko	pekko-connectors-ftp_2.13	1.0.2		57048a881d26a298b60db9f3da25e50b9f4c5070
org.apache.pekko	pekko-connectors-ftp_2.13	1.1.0		c1f6fba8b9c36ca3f7d54b8cc9bd23c343f7b3c5
org.apache.pekko	pekko-connectors-ftp_2.13	1.1.0-M1		b79028cda427fd28a16a78c5bcf40d2ededf573f
org.apache.tika	tika-parser-xml-module	2.0.0		55acd97aba984c53adb9b25e4e918556e89e32ca
org.apache.tika	tika-parser-xml-module	2.0.0-ALPHA		26af7271112728ff5c90bec240739aa999e2e07b
org.apache.tika	tika-parser-xml-module	2.0.0-BETA		eb2962b5221fe6bf0bb45cebafb2d58baed65a72
org.apache.tika	tika-parser-xml-module	2.1.0		4400886c5e59abbdec825547dbafec958c4d7db0
org.apache.tika	tika-parser-xml-module	2.2.0		c66847c8813aeb0547df34b1c95ab9d3552f80f1
org.apache.tika	tika-parser-xml-module	2.2.1		95f044f52354709785b337ef7ac2299182915ca5
org.apache.tika	tika-parser-xml-module	2.3.0		6191d0b9b60707c33e7ad983e10c69643ce232db
org.apache.tika	tika-parser-xml-module	2.4.0		181647dc6b748be73410f8a624a8b279f2e75407
org.apache.tika	tika-parser-xml-module	2.4.1		ded9172747ed3862bead597d376ce6200712e399
org.apache.tika	tika-parser-xml-module	2.5.0		ea857dd65f78ee427d47f5625b941dafcc1d17a2
org.apache.tika	tika-parser-xml-module	2.6.0		78c87fa7ca0177a06ed9199751e44e88cc953cf3
org.apache.tika	tika-parser-xml-module	2.7.0		66dce12be3ebb9cc92378a2188b61bf75d9a93eb
org.apache.tika	tika-parser-xml-module	2.8.0		0a6acd24188a6e867b1a992dfdeacefcf3055389
org.apache.tika	tika-parser-xml-module	2.9.0		9c733edc92f93af657b1eebe82c0aca69a1dfc13
org.apache.tika	tika-parser-xml-module	2.9.1		aa2eae90cfc929703413026457f5f6d15d997796
org.apache.tika	tika-parser-xml-module	2.9.2		ff707716c0c4748ffeb21996aefa8d269b3eab5b
org.apache.tika	tika-parser-xml-module	2.9.3		8244c899e94e4c1bddbc9e29e0985e326d78f695
org.apache.tika	tika-parser-xml-module	2.9.4		785786bf9f0e161868ed0ca35d4d68e774de7c94
org.apache.tika	tika-parser-xml-module	3.0.0		32534537c5ae25bb1cfb272106f04280ea2ac7c7
org.apache.tika	tika-parser-xml-module	3.0.0-BETA		397ca3a5e5f0549dcd8a319a645a43ccbdee20a8
org.apache.tika	tika-parser-xml-module	3.0.0-BETA2		adfc793e24f8785510e31c0c834541df1d883f14
org.apache.tika	tika-parser-xml-module	3.1.0		4f887fe4404e2e574dc1bf34c942469fa83c80a3
org.codeartisans.qipki	qipki-ca-tests	1.0		de868bcbe992b55b42902822e3a27821c0d5d46b
org.graniteds	granite-server-toplink	3.0.0.GA		96585bd6aea4a8c021f0304e0b1167824f343909
org.graniteds	granite-server-toplink	3.0.0.RC1		886537b8ce0ea066bec25d710f11a6830bb5551f
org.graniteds	granite-server-toplink	3.0.1.GA		9997dffbdf5a5767b91f495bc3823ee3ebc26edb
org.graniteds	granite-server-toplink	3.0.2.GA		7e767f6cf5ae1aad7f3c343c19851d22557622ba
org.graniteds	granite-server-toplink	3.0.3.GA		a3eb28fbfbfa8ea4a15622da52583770fb9367c0
org.graniteds	granite-server-toplink	3.0.4.GA		45690f77f8e213f3f0a0d867283a587f68920db5
org.graniteds	granite-server-toplink	3.1.0.GA		4865a87d14a428c0be8cc39989fd6d49a1507c5f
org.graniteds	granite-server-toplink	3.1.0.M1		994576dfe6cc8fd4631bdf66ef8542dfe13fb619
org.graniteds	granite-server-toplink	3.1.0.RC1		a56aee7013f8ae227ba6363b8316299c6441c462
org.graniteds	granite-server-toplink	3.1.1.GA		6ce5db3442c006934dda2266ee4bfb30323cbcde
org.jupiter-rpc	jupiter-registry-zookeeper	1.2.0		2fd8f6f41d70e77375a2bfb4b603f4479197c88a
org.jupiter-rpc	jupiter-registry-zookeeper	1.2.1		7724386f156ec8e34706404a3cc4f2176535903d
org.jupiter-rpc	jupiter-registry-zookeeper	1.2.10		43b36607a4ecdc8b26354383c415db79ca7a8934
org.jupiter-rpc	jupiter-registry-zookeeper	1.2.11		1e44475588a8b5bf6fee6537540fddd6b9de67ce
org.jupiter-rpc	jupiter-registry-zookeeper	1.2.12		3ddec864b1c893843f872c9fffa34f1e6bcd1a9f
org.jupiter-rpc	jupiter-registry-zookeeper	1.2.13		d22086ad0dc8385c2b7394bd2c0768258497a65f
org.jupiter-rpc	jupiter-registry-zookeeper	1.2.14		03d3c5cb441b14a93c466478b8366059d636c6dd
org.jupiter-rpc	jupiter-registry-zookeeper	1.2.15		f8f7c5a052dffd7c6284afebb1a69b616c54fc5c
org.jupiter-rpc	jupiter-registry-zookeeper	1.2.16		6f0fe5e67a6e407435ae62431326e46d10ddbff5
org.jupiter-rpc	jupiter-registry-zookeeper	1.2.17		6366a373a1c65c0f2c1b0efecb1778c03d5a1da8
org.jupiter-rpc	jupiter-registry-zookeeper	1.2.18		26bc463ba2ec9d1a8cb5eba07732d091195904a7
org.jupiter-rpc	jupiter-registry-zookeeper	1.2.18.Beta		3ffb57b64fae51ee6fce69065609d8b4645744c1
org.jupiter-rpc	jupiter-registry-zookeeper	1.2.18.Beta2		245b50861bdf2facd34d345d5d1a10a4b7d29cce
org.jupiter-rpc	jupiter-registry-zookeeper	1.2.18.Beta3		b0317b1e2e91a37768a03190fd79f509c3a7562a
org.jupiter-rpc	jupiter-registry-zookeeper	1.2.18.Beta4		9ce4fb678cd18648f281f48a930dec5394af10de
org.jupiter-rpc	jupiter-registry-zookeeper	1.2.19		1b6a8d078e17920b1d6ea5437291023013a82dbe
org.jupiter-rpc	jupiter-registry-zookeeper	1.2.19.Beta1		7043f6d46bffaf1974536f808c5f90aff1fff242
org.jupiter-rpc	jupiter-registry-zookeeper	1.2.19.Beta2		18764e88988ba57ffc99f71656e9281d1fe2b558
org.jupiter-rpc	jupiter-registry-zookeeper	1.2.19.Beta3		033b7ef241e198c5e66483aa24cc139b0b344e20
org.jupiter-rpc	jupiter-registry-zookeeper	1.2.2		592fecc755a072eaf908b627ed0dc52b574ac3f9
org.jupiter-rpc	jupiter-registry-zookeeper	1.2.20		a882727232511ae06028c74b5df3f9f926504827
org.jupiter-rpc	jupiter-registry-zookeeper	1.2.21		cf72e784cbf65d74404d57dd373cec14980348a9
org.jupiter-rpc	jupiter-registry-zookeeper	1.2.22		b9062c5e7f147e395cf20dcd3898318c59c6fe75
org.jupiter-rpc	jupiter-registry-zookeeper	1.2.23		b4cce5c8662f857cc1a51f9ab4e8d88f4d0b740b
org.jupiter-rpc	jupiter-registry-zookeeper	1.2.24		f5ac901abc0dca325eceada248d44bf14df310ec
org.jupiter-rpc	jupiter-registry-zookeeper	1.2.25		bbaa9b24f5f55c58af732909da7b2a14f5c74714
org.jupiter-rpc	jupiter-registry-zookeeper	1.2.26		dfba686ccc58d3c07903230c5c4339385ed3fbd0
org.jupiter-rpc	jupiter-registry-zookeeper	1.2.3		8349d84347809180fa003e8a32b2cd48c681f48e
org.jupiter-rpc	jupiter-registry-zookeeper	1.2.4		6c5d0b3798b497d7760b0fe5402101086e1683d0
org.jupiter-rpc	jupiter-registry-zookeeper	1.2.5		abaf7125a99557eadaec04f65f93e314987b50e8
org.jupiter-rpc	jupiter-registry-zookeeper	1.2.6		6ecaaa75de17e4742387530932cad87d56af8ca5
org.jupiter-rpc	jupiter-registry-zookeeper	1.2.7		65ebdf3e32f64ce6f6bfd2cd28da8663bbe3b4e3
org.jupiter-rpc	jupiter-registry-zookeeper	1.2.8		77270d812afcb437db551bb332b73ce3ac370016
org.jupiter-rpc	jupiter-registry-zookeeper	1.2.9		85a5af968aed0cc76b9ea63869baeab57302ddb7
org.jupiter-rpc	jupiter-registry-zookeeper	1.3.0		1d0a66f0211858c7dc5a6fa9d634d946241ce782
org.jupiter-rpc	jupiter-registry-zookeeper	1.3.1		a378ace6aca8a6b5eb67242c2d36cfe4344cd246
org.jupiter-rpc	jupiter-registry-zookeeper	1.3.1-beta-1		acadb891a614755bf39f87cda927b0e98acb6b56
org.jupiter-rpc	jupiter-registry-zookeeper	1.3.1-beta-2		78253c83de28957c5602f45ea742f68c0b7db5cc
org.kie.guvnor	guvnor-guided-scorecard-editor	6.0.0.Alpha7		N/A
org.kie.guvnor	guvnor-guided-scorecard-editor	6.0.0.Alpha8		N/A
org.kie.guvnor	guvnor-guided-scorecard-editor	6.0.0.Alpha9		N/A
org.kie.guvnor	guvnor-guided-scorecard-editor	6.0.0.Beta1		N/A
org.kie.guvnor	guvnor-guided-scorecard-editor	6.0.0.Beta2		N/A
org.kie.kogito	kogito-addons-mail	1.10.0.Final		9836e27b343e5ebd2b25ab8fd8e453bbc2e284ce
org.kie.kogito	kogito-addons-mail	1.11.0.Final		b19796f0098868359f3fadf3e44e861cf1f3275c
org.kie.kogito	kogito-addons-mail	1.11.1.Final		4923fa5c85c8aa035aca8ef2f589133b04dcc680
org.kie.kogito	kogito-addons-mail	1.12.0.Final		a070d883be390ae81414912e5d20a6065fd28ab4
org.kie.kogito	kogito-addons-mail	1.13.0.Final		66b71bf0f88c089fe1da57d34ee3712f97de98e2
org.kie.kogito	kogito-addons-mail	1.14.0.Final		18c4509ba046002d0ecfdaf357a494270950fe70
org.kie.kogito	kogito-addons-mail	1.14.1.Final		43ab49c7fbf0199eb1e2d82f4edd40206c954f79
org.kie.kogito	kogito-addons-mail	1.15.0.Final		7dd14d2b4fa27b487efbba08d0da1558b7fbf453
org.kie.kogito	kogito-addons-mail	1.16.0.Final		c5fb6f1b139bb0f8aad546a4c222a932df0a9601
org.kie.kogito	kogito-addons-mail	1.16.1.Final		ba0e051f42ad841d79fec1c0c96f5274cf4753cb
org.kie.kogito	kogito-addons-mail	1.17.0.Final		3fdad594d12630d41e59fe511355c12f0912cac9
org.kie.kogito	kogito-addons-mail	1.18.0.Final		7c3b62b6906c944e049a3261d609a2c79f874fc5
org.kie.kogito	kogito-addons-mail	1.19.0.Final		92e8c8b536a0ef25880186b47dabf64bf496e86e
org.kie.kogito	kogito-addons-mail	1.20.0.Final		b99dc650b9111b29d516fd62b55b487777887817
org.kie.kogito	kogito-addons-mail	1.21.0.Final		fb26685fa820368f2cc53b311cfe2a724d0549a2
org.kie.kogito	kogito-addons-mail	1.22.0.Final		42317b26bef5c9c6fe98e969d81600adfe47afe3
org.kie.kogito	kogito-addons-mail	1.22.1.Final		e818ae1a48fa9f448fb989e897f89ed20f5a3544
org.kie.kogito	kogito-addons-mail	1.23.0.Final		281aeb5ae619a442e6b00b2acefd4aa6d9216cc8
org.kie.kogito	kogito-addons-mail	1.24.0.Final		4e843e72bf0030d3063ef3171c3bdcfad05e929a
org.kie.kogito	kogito-addons-mail	1.24.1.Final		566a46e86c4c9b4a219621bd51c4e6e4317040a8
org.kie.kogito	kogito-addons-mail	1.25.0.Final		4aac707e33bbdfb69a7d9ee2a1e44f7e14ab0824
org.kie.kogito	kogito-addons-mail	1.26.0.Final		73bf944fe913bdd29c98a6ba600251be49ec8478
org.kie.kogito	kogito-addons-mail	1.27.0.Final		f22129f3c06d84ad903031e6c22475521106a032
org.kie.kogito	kogito-addons-mail	1.28.0.Final		479e73edb73dc7119d16b31f96a3fcb715864df1
org.kie.kogito	kogito-addons-mail	1.29.0.Final		4af2dfc3d826d35c5924fd94bae73de746d8db7d
org.kie.kogito	kogito-addons-mail	1.30.0.Final		f4dcab308f4b957fd5e5d7e58b5ee2361c570a33
org.kie.kogito	kogito-addons-mail	1.31.0.Final		c07caf9fd5faeeade0d781c4174f97eec0adb378
org.kie.kogito	kogito-addons-mail	1.31.1.Final		cde0cc03a2be0e49868f789736c23e2b5c815b8e
org.kie.kogito	kogito-addons-mail	1.32.0.Final		106f73c3d8171c26bc8c03e7e41df289b5665292
org.kie.kogito	kogito-addons-mail	1.33.0.Final		ca99637a1562d60d1ea627f27a40a8fac0ec485f
org.kie.kogito	kogito-addons-mail	1.34.0.Final		87d11518ac2b7fcb0ebde35d77fd1b3a62963d39
org.kie.kogito	kogito-addons-mail	1.35.0.Final		8f9c69834a936e985aded663ea7865cf684985f8
org.kie.kogito	kogito-addons-mail	1.36.0.Final		392aecfcb965bd2a9b5a771ea7874735734f8534
org.kie.kogito	kogito-addons-mail	1.36.1.Final		8842d25b86c9a95c1842a9c075ccca1d26de4e9c
org.kie.kogito	kogito-addons-mail	1.37.0.Final		a06f5f3e85cb9e1416ba9698025c3440a58569b3
org.kie.kogito	kogito-addons-mail	1.38.0.Final		a8bef43f62085f7d0497b4519cd8c1eb5a4be22a
org.kie.kogito	kogito-addons-mail	1.39.0.Final		43bef19d71f96ae1ff5c1d06bb189325fcaba977
org.kie.kogito	kogito-addons-mail	1.40.0.Final		aeaa0e8424f09cb1fb52ffccd766e002c560642c
org.kie.kogito	kogito-addons-mail	1.40.1.Final		f0317e7709849f7ba6e6df8de688cd861a6781b4
org.kie.kogito	kogito-addons-mail	1.40.2.Final		ea41aafc3cae1532c9a4390487ab9ea4ef255771
org.kie.kogito	kogito-addons-mail	1.41.0.Final		ed615d2b797e7fac6fc371bd0553ff1ecacc3634
org.kie.kogito	kogito-addons-mail	1.42.0.Final		a0d20bf294f364f2ede76989e27bb0e652994b54
org.kie.kogito	kogito-addons-mail	1.43.0.Final		4a15740cdf673063a2519b8ed87e717213fbd32b
org.kie.kogito	kogito-addons-mail	1.44.0.Final		75252fbb0997584912db1d39e2b9386c312e2a85
org.kie.kogito	kogito-addons-mail	1.44.1.Final		87e93614807d48bd3b2defcb13a088ed5a6c3e9e
org.kie.kogito	kogito-addons-mail	1.8.0.Final		c60492882ab879466eded9f6df06f0e60fca917d
org.kie.kogito	kogito-addons-mail	1.9.0.Final		36f7ebc4f08298154f9ce58d32b69835256b1738
org.kie.kogito	kogito-addons-mail	1.9.1.Final		4971793819a27c475739b672518b21675d172445
org.kie.kogito	kogito-addons-mail	2.44.0.Alpha		d6038a239b939607148790e1141766372bc3413c
