cloud.mburger.mb_android_kt	mb_android_kt	0.8.0		N/A
com.eygraber	vice-core-iosarm64	0.9.11	metadata	2d3a3064ccd49ac70ee60ebb65dc3a5f468295c7
com.eygraber	vice-core-iosarm64	0.9.2		N/A
com.eygraber	vice-core-iosarm64	0.9.2	metadata	37bf95daa823a9089fe52db943b91a6df028f9b4
com.eygraber	vice-core-iosarm64	0.9.3		N/A
com.eygraber	vice-core-iosarm64	0.9.3	metadata	3f97aa466b0c442fa2916253652b178beeb8bd08
com.eygraber	vice-core-iosarm64	0.9.4		N/A
com.eygraber	vice-core-iosarm64	0.9.4	metadata	93168217276c3ed93ad18183bd6182a01caca61d
com.eygraber	vice-core-iosarm64	0.9.5		N/A
com.eygraber	vice-core-iosarm64	0.9.5	metadata	a04d21586b35d4543fd68c1c0d88d4efa572671b
com.eygraber	vice-core-iosarm64	0.9.6		N/A
com.eygraber	vice-core-iosarm64	0.9.6	metadata	efa073ea12e3256d606c78d421e1d016ed791fd9
com.eygraber	vice-core-iosarm64	0.9.7		N/A
com.eygraber	vice-core-iosarm64	0.9.7	metadata	de07bc24f589be6eb008a30ac4e91567b4272a24
com.eygraber	vice-core-iosarm64	0.9.8		N/A
com.eygraber	vice-core-iosarm64	0.9.8	metadata	ea2afe155d05aa481ebeb404f1171c5983875de3
com.eygraber	vice-core-iosarm64	0.9.9		N/A
com.eygraber	vice-core-iosarm64	0.9.9	metadata	142e6170cf2799b8d2c59962a8ea68125a7fd40b
com.github.arturopala	buffer-and-slice_native0.4_2.11	1.40.0		8b466da13a2d1771bff1c13823957c10d1301287
com.github.arturopala	buffer-and-slice_native0.4_2.11	1.41.0		200b96dafff003b90b4395cac2d52045e1bde68f
com.github.arturopala	buffer-and-slice_native0.4_2.11	1.51.0		24a9447988f5745e16c12aacf61aa3dc4303349f
com.github.arturopala	buffer-and-slice_native0.4_2.11	1.52.0		f3f38b9e456e2a006cf9b87ae83d5fa975804148
com.github.arturopala	buffer-and-slice_native0.4_2.11	1.53.0		842887b3b3e04a463980a221bb92b8d9839a3ffd
com.github.arturopala	buffer-and-slice_native0.4_2.11	1.54.0		d524066570246fe7b3292d2784b7805223aa83f5
com.github.arturopala	buffer-and-slice_native0.4_2.11	1.55.0		19d2536a15c06adda30457e2d37cfcf9fc339eb3
com.github.arturopala	buffer-and-slice_native0.4_2.11	1.56.0		b581b50e6afad6fa6ab2142c6b80f43c47e2abf7
com.github.arturopala	buffer-and-slice_native0.4_2.11	1.57.0		859b07086e38098abeb154e911217a10d95061ab
com.github.hale-lee	RuleEngine	0.1.0		04c5f9ed0168908eaf8108863eb063fd288eda11
com.github.hale-lee	RuleEngine	0.2.0		6df2cc2682b7c695c66a8d268cd0a32a488c21d8
com.github.veithen.cosmos.bootstrap	org.eclipse.ecf.provider.filetransfer.httpclient4	0.1		2f398dec4ebe4f1b53fe4c59b79f92a2d777a8f4
com.github.veithen.cosmos.bootstrap	org.eclipse.ecf.provider.filetransfer.httpclient4	0.2		2f398dec4ebe4f1b53fe4c59b79f92a2d777a8f4
com.github.veithen.cosmos.bootstrap	org.eclipse.ecf.provider.filetransfer.httpclient4	0.3		2f398dec4ebe4f1b53fe4c59b79f92a2d777a8f4
com.github.wendao76	JoUtils	1.0.0		cbca15ff381382f40fa1457bc8a8b6172ac934ac
com.github.wendao76	JoUtils	1.0.1		0955f5112d302f3b82bf206c12a7f8481a27ec6b
com.github.zengfr.platform	oauth2-sdk-authorization-server	2.7.2.6		9ae500178ee1821d22054b0095dec0448b55f85d
com.google.flogger	flogger-slf4j-backend	0.4		0d211cf0e54bf05bda275c897bb3721614410efc
com.google.flogger	flogger-slf4j-backend	0.5		ad0cb84018b433fc05fd03c47722e68a8d70b38a
com.google.flogger	flogger-slf4j-backend	0.5.1		ad0cb84018b433fc05fd03c47722e68a8d70b38a
com.google.flogger	flogger-slf4j-backend	0.6		ccd2239d7a2704babf447b84c318a76e9b05ac53
com.google.flogger	flogger-slf4j-backend	0.7		60ff0071653d079450d087c82dc4da396e401a6f
com.google.flogger	flogger-slf4j-backend	0.7.1		60ff0071653d079450d087c82dc4da396e401a6f
com.google.flogger	flogger-slf4j-backend	0.7.2		60ff0071653d079450d087c82dc4da396e401a6f
com.google.flogger	flogger-slf4j-backend	0.7.3		60ff0071653d079450d087c82dc4da396e401a6f
com.google.flogger	flogger-slf4j-backend	0.7.4		60ff0071653d079450d087c82dc4da396e401a6f
com.google.flogger	flogger-slf4j-backend	0.8		60ff0071653d079450d087c82dc4da396e401a6f
com.google.flogger	flogger-slf4j-backend	0.9		bda32ad94ad9706e3a6a7ecfad5efa16872f8210
com.hipoom	performance-main-tracer	0.0.1		N/A
com.hipoom	performance-main-tracer	0.0.2		N/A
com.jensfendler	ninja-ebean-ng	0.0.1		N/A
com.lehaine.littlekt	tools-js	0.1.0		N/A
com.lehaine.littlekt	tools-js	0.2.0		N/A
com.lehaine.littlekt	tools-js	0.3.0		N/A
com.lehaine.littlekt	tools-js	0.3.1		N/A
com.lehaine.littlekt	tools-js	0.3.2		N/A
com.lehaine.littlekt	tools-js	0.4.0		N/A
com.lehaine.littlekt	tools-js	0.5.0		N/A
com.lehaine.littlekt	tools-js	0.5.1		N/A
com.lehaine.littlekt	tools-js	0.5.2		N/A
com.lehaine.littlekt	tools-js	0.5.3		N/A
com.lehaine.littlekt	tools-js	0.6.0		N/A
com.lehaine.littlekt	tools-js	0.6.1		N/A
com.lehaine.littlekt	tools-js	0.6.2		N/A
com.lehaine.littlekt	tools-js	0.6.3		N/A
com.lehaine.littlekt	tools-js	0.7.0		N/A
com.lehaine.littlekt	tools-js	0.8.0		N/A
com.lehaine.littlekt	tools-js	0.8.1		N/A
com.lehaine.littlekt	tools-js	0.9.0		N/A
com.mi.dev.mint	bigo-adapter	2.6.2.1.9.2.1		N/A
com.mi.dev.mint	bigo-adapter	2.6.2.1.9.3.0		N/A
com.mi.dev.mint	bigo-adapter	2.6.2.1.9.3.1		N/A
com.mi.dev.mint	bigo-adapter	2.6.2.1.9.3.2		N/A
com.mi.dev.mint	bigo-adapter	2.6.2.1.9.4.0		N/A
com.mi.dev.mint	bigo-adapter	2.6.2.1.9.6.0		N/A
com.mi.dev.mint	bigo-adapter	2.6.2.1.9.6.1		N/A
com.mi.dev.mint	bigo-adapter	2.6.2.1.9.7.0		N/A
com.mi.dev.mint	bigo-adapter	2.8.0.1.9.5.0		N/A
com.mi.dev.mint	bigo-adapter	2.8.0.1.9.6.0		N/A
com.mi.dev.mint	bigo-adapter	2.8.0.1.9.6.1		N/A
com.mi.dev.mint	bigo-adapter	2.8.0.1.9.7.0		N/A
com.mi.dev.mint	bigo-adapter	4.0.2.1.9.10.0		N/A
com.mi.dev.mint	bigo-adapter	4.0.2.1.9.8.0		N/A
com.mi.dev.mint	bigo-adapter	4.4.0.1.9.12.0		N/A
com.mi.dev.mint	bigo-adapter	4.4.0.1.9.13.0		N/A
com.monovore	decline-refined_sjs0.6_2.13.0-M5	0.6.1		ae15f9e51cd7d22eba0231c102c9d953c3756e9b
com.monovore	decline-refined_sjs0.6_2.13.0-M5	0.6.2		f64547ffd7a882601c7072666074cf6be858c872
com.netflix.rxjava	rxjava-android	0.10.1		edcbef312d69f92238ee7bc362ca092e55aae0af
com.netflix.rxjava	rxjava-android	0.11.0		f5abc2bd7855657e513e1491f68e4d29ba97fd5a
com.netflix.rxjava	rxjava-android	0.11.1		125909def8f3ae1456e06a18829ad358a27fd8b8
com.netflix.rxjava	rxjava-android	0.11.3		e7a7391acb8223da2f4c4b25af9452cac2297040
com.netflix.rxjava	rxjava-android	0.12.0		6ddae71b22a88e4d6c14e7e6b2e2435adbc97d8b
com.netflix.rxjava	rxjava-android	0.12.1		fc89bf49c0156bc20cf4ed9f9e6b79c172533dbc
com.netflix.rxjava	rxjava-android	0.12.2		24b89a94fa9db8752bf8b1d377a1df3b847cee78
com.netflix.rxjava	rxjava-android	0.13.0		7c72f1822923c2843d271fd8147522409def3524
com.netflix.rxjava	rxjava-android	0.13.1		5091744c8623b33588d32ab1512642850f88af35
com.netflix.rxjava	rxjava-android	0.13.2		354df2661553998307f63b0c289b9307ffbb505c
com.netflix.rxjava	rxjava-android	0.13.4		d0af3b01e2c6b25a455bea377ed3b5e8656bdda2
com.netflix.rxjava	rxjava-android	0.14.0		bbd80d54f8a4a1ecf0ec0788974fe37c34a8e0ce
com.netflix.rxjava	rxjava-android	0.14.1		56f1d6f49023f964efb3e32c6524636b15667455
com.netflix.rxjava	rxjava-android	0.14.10		2a4f862ee759170a6fd9eda5bb2f1458d57f6edb
com.netflix.rxjava	rxjava-android	0.14.11		024ccdf1660407bcec04aa22c40d7699afa1997f
com.netflix.rxjava	rxjava-android	0.14.2		803f79f49f3bda8dc66151d97f056402ed2b0e4a
com.netflix.rxjava	rxjava-android	0.14.3		26d7d46f71a11fdab2341cc27ee826567decc55d
com.netflix.rxjava	rxjava-android	0.14.4		9770fcb29bd1c7911b65c760788b19c6072e6d80
com.netflix.rxjava	rxjava-android	0.14.5		2a3f238a6610410ad63e6c036577c8db2ac4cd4f
com.netflix.rxjava	rxjava-android	0.14.6		9125edce31b505b6622410f7ee09f9659718dc3a
com.netflix.rxjava	rxjava-android	0.14.7		112686cdc84bdcf7dfabfbf7bfd1554ad9acdd06
com.netflix.rxjava	rxjava-android	0.14.8		e062497c24b8208d05f194f74af8d9656f96af82
com.netflix.rxjava	rxjava-android	0.14.9		3a243fd7ff581f0b49d1786301c317a3a3cc9857
com.netflix.rxjava	rxjava-android	0.15.0		96e76ea558803be19986faae0ccff6e23a1a52ed
com.netflix.rxjava	rxjava-android	0.15.1		a779ee094bd7ff7bcd6a944538e11d1344aeff8e
com.netflix.rxjava	rxjava-android	0.16.0		5ba81bf8f9def7642727a18e222a83950327b225
com.netflix.rxjava	rxjava-android	0.16.1		ee02370ea6810d7b3a8f94d9a7833974c6cd357e
com.netflix.rxjava	rxjava-android	0.17.0		e0b1f6fbbdfdf0eca102788b50f32dbcbe51e520
com.netflix.rxjava	rxjava-android	0.17.0-RC1		f900ebc256bf6f9f9f831bec318f764c7a17e621
com.netflix.rxjava	rxjava-android	0.17.0-RC2		c452fd6d2239299dfd8fde62f3b356582edf64b6
com.netflix.rxjava	rxjava-android	0.17.0-RC3		7c33ef28c205db4c287d711b57d8ad5cbab43221
com.netflix.rxjava	rxjava-android	0.17.0-RC4		055257e300ca15c616aa27575dcbfb2ccaee2e06
com.netflix.rxjava	rxjava-android	0.17.0-RC5		54ddaae753d9c28da7aedff89e41ba8cbabd0723
com.netflix.rxjava	rxjava-android	0.17.0-RC6		d6ded48f5da3a90f3a78fe1ce0e83be78952dfdc
com.netflix.rxjava	rxjava-android	0.17.0-RC7		d6fae8f06e1a5611e2a89ce559cc777abea6a4bd
com.netflix.rxjava	rxjava-android	0.17.1		c529712c2b316846725bda08a1764b893d969cf7
com.netflix.rxjava	rxjava-android	0.17.2		b428ade071f6de3b1af39408572df7db41311590
com.netflix.rxjava	rxjava-android	0.17.3		a3c52e5ffc56f0e3e519682501f41bd277b00bc2
com.netflix.rxjava	rxjava-android	0.17.4		c548bc6ac89e4f624ab2758b27794eb147dee4e6
com.netflix.rxjava	rxjava-android	0.17.5		38c0a26e0ff41f22c1dca3405b55fe7af4d949c4
com.netflix.rxjava	rxjava-android	0.17.6		5ee05a22c96810eb453bb21e63f0c6ea83d9335e
com.netflix.rxjava	rxjava-android	0.18.0		b6e31fe8ab8593b2d263e2c78662ed13d4e7b084
com.netflix.rxjava	rxjava-android	0.18.1		4cc21ecc3ab5e0edd391a7692a27d6210e1f00c6
com.netflix.rxjava	rxjava-android	0.18.2		23ccdaad8e29a489da76d197a575068306b305fa
com.netflix.rxjava	rxjava-android	0.18.3		0f32b2abdc626866b439ca18ed0cb35b8654f220
com.netflix.rxjava	rxjava-android	0.18.4		50cb48dbebf2dec503586fcb268574c0f155cac7
com.netflix.rxjava	rxjava-android	0.19.0		9ad8baeb9e180861e47c96f97a8161a92b29f905
com.netflix.rxjava	rxjava-android	0.19.1		8decce245cca62a1fdfd2ebf3d64647c78a62d67
com.netflix.rxjava	rxjava-android	0.19.2		e6a2bc6ce6350dc70af503087e8d9d5dba4374c1
com.netflix.rxjava	rxjava-android	0.19.4		9314d12e2fb55cf2c5c804b498b3944d441f7cc6
com.netflix.rxjava	rxjava-android	0.19.6		c4a0635d906397bbe144896fa6f6867668cabb40
com.netflix.rxjava	rxjava-android	0.20.0		d0ab46094cc690050f331c9a797e30ade4e1e034
com.netflix.rxjava	rxjava-android	0.20.0-RC1		5bd915c5aaabbd35884e14229f447cfddb149423
com.netflix.rxjava	rxjava-android	0.20.0-RC2		c654d764267632cc4b9233bc362210539df1a62c
com.netflix.rxjava	rxjava-android	0.20.0-RC3		e060b7f2557b7f0aa1efbb39c20f7da7c7474715
com.netflix.rxjava	rxjava-android	0.20.0-RC4		a7693a9a265e9c7cadb1ffea13f93c0fa81b48d5
com.netflix.rxjava	rxjava-android	0.20.0-RC5		a6797872cead5458a7cac3cb3dcd416cd3ba9ef1
com.netflix.rxjava	rxjava-android	0.20.0-RC6		bc5b5a8bb953ba8a5fbbf43b1b60066581037160
com.netflix.rxjava	rxjava-android	0.20.1		4d514f0bbaedd2d1bf68fb8f9530697b2df76ccd
com.netflix.rxjava	rxjava-android	0.20.2		fc7d795d7d4ea7de578f4116b811f2629b592b6e
com.netflix.rxjava	rxjava-android	0.20.3		41b7792f917154e7ce3e99301d4b17973adda5f3
com.netflix.rxjava	rxjava-android	0.20.4		e099d9501cff3c13949489dbb6985b8429c59292
com.netflix.rxjava	rxjava-android	0.20.5		0ba01e375eb953a682dde8c903db6ae19093de7c
com.netflix.rxjava	rxjava-android	0.20.6		85db47b9f7dc39b46987aa436dabd9cd1917d20c
com.netflix.rxjava	rxjava-android	0.20.7		e12fcefbbefd5a9c50585e839449117209128ddf
com.softwaremill.sttp.shared	vertx_2.12	0.4.1		58f33d81a827f416e1ec47e2a7c89c86bea95f38
com.softwaremill.sttp.shared	vertx_2.12	0.4.2		4c746f199a233f4c21dffdb221c3c3faeb1d43d8
com.softwaremill.sttp.shared	vertx_2.12	1.3.14		ccd4cfc993bcfe616aa5230a126eea0394754b67
com.softwaremill.sttp.shared	vertx_2.12	1.3.15		a39b9ceba9a02d19fa515afc188640b83d7fc924
com.softwaremill.sttp.shared	vertx_2.12	1.3.16		8037833d6d243dcb50dc6ec6eee3827688b49018
com.softwaremill.sttp.shared	vertx_2.12	1.3.17		f05a2bf151299c265ee7e81ca308c46b35d03a95
com.softwaremill.sttp.shared	vertx_2.12	1.3.18		e4d697831d173aa9a62056d5478359eb9f155d58
com.softwaremill.sttp.shared	vertx_2.12	1.3.19		4bcb3116266e168270ce28c178b14b34518be8d5
com.softwaremill.sttp.shared	vertx_2.12	1.3.20		6d09f30cd9e996be79539ed4b4cb217fd2b40909
com.softwaremill.sttp.shared	vertx_2.12	1.3.21		ccbfe853e045d0e15f1e8699dde310cf1b460bff
com.softwaremill.sttp.shared	vertx_2.12	1.3.22		979c8be5ef104eb1821506d34062a7055dfd24fc
com.softwaremill.sttp.shared	vertx_2.12	1.4.0		11eb4ddef494b014c872e8e5f1052d8409456c7f
com.softwaremill.sttp.shared	vertx_2.12	1.4.1		76e89c65ab846c87c11a83cc382fd65d79e8610b
com.softwaremill.sttp.shared	vertx_2.12	1.4.2		c8f28d76f427b19605b2b41abc965bffa8c4263a
com.softwaremill.sttp.shared	vertx_2.12	1.5.0		907d2fbdc2dcd51854f42524d0d0500b170895ca
com.tencent.edu	TRealTimePitchSDK	1.0.1.79		N/A
com.tencent.edu	TRealTimePitchSDK	1.0.1.80		N/A
com.typesafe.play	play-grpc-runtime_2.13	0.10.0		b1622251a13e772fa72b58cf211ac5de678fd35e
com.typesafe.play	play-grpc-runtime_2.13	0.11.0		a30b236d27b861dfa9532d1666921e5bc7918e38
com.typesafe.play	play-grpc-runtime_2.13	0.11.1		e93b8df4444f526c04be46f075339269b1991419
com.typesafe.play	play-grpc-runtime_2.13	0.11.1-M1		6a681801af07b8f6d9a45982d09d83dabd83adea
com.wdullaer	materialdatetimepicker	1.0.0		N/A
com.wdullaer	materialdatetimepicker	1.0.1		N/A
com.wdullaer	materialdatetimepicker	1.2.0		N/A
com.wdullaer	materialdatetimepicker	1.2.1		N/A
com.wdullaer	materialdatetimepicker	1.2.2		N/A
com.wdullaer	materialdatetimepicker	1.3.0		N/A
com.wdullaer	materialdatetimepicker	1.3.1		N/A
com.wdullaer	materialdatetimepicker	1.4.0		N/A
com.wdullaer	materialdatetimepicker	1.4.1		N/A
com.wdullaer	materialdatetimepicker	1.4.2		N/A
com.wdullaer	materialdatetimepicker	1.5.0		N/A
com.wdullaer	materialdatetimepicker	1.5.1		N/A
com.wdullaer	materialdatetimepicker	1.5.2		N/A
com.wdullaer	materialdatetimepicker	1.5.3		N/A
com.wdullaer	materialdatetimepicker	1.5.4		N/A
com.wdullaer	materialdatetimepicker	2.0.0		N/A
com.wdullaer	materialdatetimepicker	2.0.1		N/A
com.wdullaer	materialdatetimepicker	2.0.2		N/A
com.wdullaer	materialdatetimepicker	2.1.0		N/A
com.wdullaer	materialdatetimepicker	2.1.1		N/A
com.wdullaer	materialdatetimepicker	2.2.0		N/A
com.wdullaer	materialdatetimepicker	2.3.0		N/A
com.wdullaer	materialdatetimepicker	2.4.0		N/A
com.wdullaer	materialdatetimepicker	2.5.0		N/A
com.wdullaer	materialdatetimepicker	3.0.0		N/A
com.wdullaer	materialdatetimepicker	3.1.0		N/A
com.wdullaer	materialdatetimepicker	3.1.1		N/A
com.wdullaer	materialdatetimepicker	3.1.2		N/A
com.wdullaer	materialdatetimepicker	3.1.3		N/A
com.wdullaer	materialdatetimepicker	3.2.0		N/A
com.wdullaer	materialdatetimepicker	3.2.1		N/A
com.wdullaer	materialdatetimepicker	3.2.2		N/A
com.wdullaer	materialdatetimepicker	3.2.3		N/A
com.wdullaer	materialdatetimepicker	3.3.0		N/A
com.wdullaer	materialdatetimepicker	3.3.1		N/A
com.wdullaer	materialdatetimepicker	3.4.0		N/A
com.wdullaer	materialdatetimepicker	3.4.1		N/A
com.wdullaer	materialdatetimepicker	3.5.0		N/A
com.wdullaer	materialdatetimepicker	3.5.1		N/A
com.wdullaer	materialdatetimepicker	3.5.2		N/A
com.wdullaer	materialdatetimepicker	3.6.0		N/A
com.wdullaer	materialdatetimepicker	3.6.1		N/A
com.wdullaer	materialdatetimepicker	3.6.2		N/A
com.wdullaer	materialdatetimepicker	3.6.3		N/A
com.wdullaer	materialdatetimepicker	3.6.4		N/A
com.wdullaer	materialdatetimepicker	4.0.0		N/A
com.wdullaer	materialdatetimepicker	4.0.1		N/A
com.wdullaer	materialdatetimepicker	4.1.0		N/A
com.wdullaer	materialdatetimepicker	4.1.1		N/A
com.wdullaer	materialdatetimepicker	4.1.2		N/A
com.wdullaer	materialdatetimepicker	4.2.0		N/A
com.wdullaer	materialdatetimepicker	4.2.1		N/A
com.wdullaer	materialdatetimepicker	4.2.2		N/A
com.wdullaer	materialdatetimepicker	4.2.3		N/A
de.bechte.junit	junit-hierarchicalcontextrunner	4.11		98dcade46aa0a54d2f652d658c1ad6c3ce1154c7
de.bechte.junit	junit-hierarchicalcontextrunner	4.11.1		0ea9b1d39fec2c9a2a31039f4ff503085195e781
de.bechte.junit	junit-hierarchicalcontextrunner	4.11.2		a3bdaebf996b3c616f725f0b8f39c41cf2a1a28d
de.bechte.junit	junit-hierarchicalcontextrunner	4.11.3		ba2d933e8d71bfd43e2d310800f630090bbb08dc
de.bechte.junit	junit-hierarchicalcontextrunner	4.12.0		fdbeeaec217b5180150473e224b47f792020a325
de.bechte.junit	junit-hierarchicalcontextrunner	4.12.0-beta-1		599144adb6087661d73624c39e8226a750ea7e65
de.bechte.junit	junit-hierarchicalcontextrunner	4.12.1		e7a587447b01a21762b8c66eeeba8d550bf82e5a
de.bechte.junit	junit-hierarchicalcontextrunner	4.12.2		cfd5a696484c9cbf61f9621978f73cd28052d7bd
eu.joaocosta	minart-sound_native0.4_2.13	0.5.0		11f271129ad5d670305155b136dd766948778983
eu.joaocosta	minart-sound_native0.4_2.13	0.5.0-RC1		5678a3894990cb39ae0fd909583521a6dc374a05
eu.joaocosta	minart-sound_native0.4_2.13	0.5.1		87c94a4cd0a507f08f9c3152296ef626de3d9eec
eu.joaocosta	minart-sound_native0.4_2.13	0.5.2		69ab85088dde229ac7a4b4a9ccd237623ab9454c
eu.joaocosta	minart-sound_native0.4_2.13	0.5.3		567d5415b8ba23b182efabad6b29afaa73bb9669
eu.timepit	refined-shapeless_sjs0.6_2.10	0.9.0		8a521320c6e959977c889a719e812a489dff6f27
eu.timepit	refined-shapeless_sjs0.6_2.10	0.9.1		060084935f0f5ffd83f026b333749b9a52246363
eu.timepit	refined-shapeless_sjs0.6_2.10	0.9.2		65998219c482568a30b86b1c240330d25641725a
gov.nist.secauto.scap.validation	scapval-parent	1.3.6		N/A
