cc.drx	poi_2.13	ee		704dd3f98031dfcf71be1867a4ea486914031881
com.butor	butor-notif-jms	1.0.24		7b2fe7ed15842611c2fc41545b527249d438bc88
com.butor	butor-notif-jms	1.0.25		1845c58afd49b446e62a1f8725d7ba88c31e6d37
com.butor	butor-notif-jms	1.0.27		f77555666ba26d904f572d1f9f200b0bf43527a9
com.butor	butor-notif-jms	1.0.28		486669d2dc1cb9d22f52b1f5d192025eaaf9aeec
com.butor	butor-notif-jms	1.0.29		abcfe83d1c07332350db9ada60108d073d07d653
com.butor	butor-notif-jms	1.0.3		0646899804c7f841b7d9812ace6acd7b04abf3bb
com.butor	butor-notif-jms	1.0.30		684278150080b2a33c499957ae34af92a7eae493
com.butor	butor-notif-jms	1.0.31		41c91dc74c743fe470054109db31cda3e632e8b1
com.butor	butor-notif-jms	1.0.6		e4fc011fa19199ebedba1dd6f2cad69c7114b461
com.butor	butor-notif-jms	1.0.7		182a9e3b397891cbc3c50ffc7cf4fc878895f909
com.butor	butor-notif-jms	1.0.9		6fedd989c629586a52689cb723b87fb3304d5110
com.danieltrinh	scalariform_2.9.3	0.1.5		7fb59c6ee6a35f2ac8ce74ecd6bf7d83ed5252ef
com.danieltrinh	scalariform_2.9.3	0.1.6		353d55e4649bf40eaf4c44f05d9091adb21eef33
com.epam.drill	http-clients-instrumentation-macosx64	0.2.2		N/A
com.epam.drill	http-clients-instrumentation-macosx64	0.2.2	metadata	a09e6a6016c5b52244394ae4281f5d3c83d9bccf
com.github.adedayo.eclipse.sdk	org.eclipse.equinox.metatype	1.4.200		e08ddaf363893d445fe86a98c28c5f3966c971f0
com.github.finagle	finch-core_2.13	0.34.0		b6d309799d1cb3bb34eb404c5081786290393bfd
com.github.finagle	finch-core_2.13	0.34.1		1badc4e686eeed04d6aceff47f29dbd78df69b29
com.github.houbb	chinese-saying	0.0.1		de185dc7e874e4dc482fc782c61ef6e9655a57d0
com.github.imNirav.java.validator	java-validator	1.0.0		3ba50825420dafcf9524749d4b5e9c0d74981500
com.github.imNirav.java.validator	java-validator	1.0.1		de2db68c3677a0091d9b83da53e4cebaa636c726
com.github.javahaohao	base	1.1-RELEASE		075af105b542f2730118615a83eedf7aa237741e
com.github.javahaohao	base	1.2-RELEASE		193f77e75e30bc502fab424229497a1d76ddd71f
com.github.javahaohao	base	1.3-RELEASE		06e7e633136d8f666ed5a4fbbeaaf134c7903062
com.github.javahaohao	base	1.4-RELEASE		9bdeedea12dde438360970fe9e57a32947e569eb
com.github.javahaohao	base	1.5-RELEASE		a2b8558c2d8b2df89705c7e516da30aab6e513ed
com.github.javahaohao	base	1.6-RELEASE		328c0c291059f7857742cfba16645e6889b3ab0c
com.github.javahaohao	base	1.7-RELEASE		b4481de6a6d4b4d3245eff3ed10727085b0854aa
com.github.javahaohao	base	1.9		884cf8374a5f1f31a206f5699a879fd26fac46b1
com.github.javahaohao	base	2.0-RELEASE		be4af7648a13c5a7a6244a0c3d527db5e1363188
com.github.javahaohao	base	2.1-RELEASE		a2b4f20b2b2bcb53d689d8a724050348121c2c74
com.github.javahaohao	base	2.3-RELEASE		5c35dfaeb87bbea1cb7206e957f3884c9193d647
com.github.javahaohao	base	2.4-RELEASE		5c5c8549203075d63a953b1f4359a4c2829702d6
com.github.javahaohao	base	2.5-RELEASE		78d4c1f2e2c51fc7888c8f7bb76016f12f275c1d
com.github.javahaohao	base	2.6-RELEASE		68e119a32f4e4c15c701beff10448597466db97c
com.github.julien-truffaut	monocle-law_2.12	1.3.2		8ca0e4f425fb9603ce3b8e435133cf783744e988
com.github.julien-truffaut	monocle-law_2.12	1.4.0		eaf28a4917118bcb542754d4cf3cab4af2efac4c
com.github.julien-truffaut	monocle-law_2.12	1.4.0-M1		ac12d5f4e780c1410e4a8008b243b22db3d62aa0
com.github.julien-truffaut	monocle-law_2.12	1.4.0-M2		5f45dfed4f7a9816f0d4bd894b050c6e1d031fbe
com.github.julien-truffaut	monocle-law_2.12	1.5.0		97eb580bc646c49d37fe89f5c6e1554ba5bb00c3
com.github.julien-truffaut	monocle-law_2.12	1.5.0-cats		96a626b8ec62fb2a57bfd8851744c6027aa2451e
com.github.julien-truffaut	monocle-law_2.12	1.5.0-cats-M1		2a5cd96b99980735b53773a7b2f46a8a40241543
com.github.julien-truffaut	monocle-law_2.12	1.5.0-cats-M2		1281eb9ece08257caba4491d0729cfc8893d3ff3
com.github.julien-truffaut	monocle-law_2.12	1.5.1-cats		b6d5bd773fbc6d0fe95f090791e3a93d74aa1818
com.github.julien-truffaut	monocle-law_2.12	1.6.0		00148135158136310292ac01113db7beabd914bd
com.github.julien-truffaut	monocle-law_2.12	1.6.0-M1		afff7247916485617c0a7833f68b8c1722ba6489
com.github.julien-truffaut	monocle-law_2.12	1.6.0-M4		8c50820373b9f145e25a73b73e8a328353a9fede
com.github.julien-truffaut	monocle-law_2.12	1.6.0-M5		f72a26d196951cfb8f268f0ca250394db94664cf
com.github.julien-truffaut	monocle-law_2.12	1.6.0-RC1		2e61bf14857a7d427cbf0374a9c6333072b78929
com.github.julien-truffaut	monocle-law_2.12	1.6.3		c3ce30b1cb3ed8dcf3c25f29345201845657433c
com.github.julien-truffaut	monocle-law_2.12	1.7.0		ac7ad4d7503da5546a2a23e0f6819b3b08e6d224
com.github.julien-truffaut	monocle-law_2.12	1.7.3		d7f692eae07f1799bca6275d72759b5ec8331f6b
com.github.julien-truffaut	monocle-law_2.12	2.0.0		905fc2c2506cc91cf69d237e15a97a0f71165b16
com.github.julien-truffaut	monocle-law_2.12	2.0.0-RC1		1fb4202d0238c15ba7d792ae76b7291ff4605fec
com.github.julien-truffaut	monocle-law_2.12	2.0.1		d6144080af6f7ee870eeb89e8e7963a7659bf432
com.github.julien-truffaut	monocle-law_2.12	2.0.2		f5118200e24357ea409b079564b416e49be320bb
com.github.julien-truffaut	monocle-law_2.12	2.0.3		a97487cad009441a108cf668ed03552252f2abb2
com.github.julien-truffaut	monocle-law_2.12	2.0.4		9b2adfe7abcd1c891dab927f3d9d5240294beea6
com.github.julien-truffaut	monocle-law_2.12	2.0.5		6f6f81156c2aa50d718127034013aa965cf20e32
com.github.julien-truffaut	monocle-law_2.12	2.1.0		344797d71b7be9c99e294df66fe3f709b88044af
com.github.qiangbiaoyang	common	0.0.1		N/A
com.github.qiangbiaoyang	common	0.0.2		N/A
com.github.vignesh-iopex	flanklocation	0.9		N/A
com.gu	content-api-scala-client_2.11	8.2		cf725aeceda387c8ad22526aa05806fa3ba63688
com.gu	content-api-scala-client_2.11	8.2.1		27d9694697256d0fcfc8a25bcdd69f049c19e500
com.idea-aedi.zoo	zoo-diy-artifact-grayscale-aspect	1.0.0		66eb029db10ccfd3b078d0d6450bd16827c3cdb2
com.idea-aedi.zoo	zoo-diy-artifact-grayscale-aspect	1.0.1		b6c83217e70b9a15bcf71d2ae27edcb7f6aecbd3
com.idea-aedi.zoo	zoo-diy-artifact-grayscale-aspect	1.0.2		989876653a5e30fc819cf01f6bdcd826efc3528b
com.idea-aedi.zoo	zoo-diy-artifact-grayscale-aspect	1.0.3		2f7bf7ee7ed58fa9a2f0fe501134802d1845c0a1
com.idea-aedi.zoo	zoo-diy-artifact-grayscale-aspect	1.0.4		d85d6c9dfde8a8dc81719d057c331c0224ac5e4b
com.idea-aedi.zoo	zoo-diy-artifact-grayscale-aspect	1.0.5		2c8ed4a3c1f8f60246413066beb35b63a11442ba
com.idea-aedi.zoo	zoo-diy-artifact-grayscale-aspect	1.0.6		2ee502437aa31cf7b88ebe2edc76eee04a1c8534
com.idea-aedi.zoo	zoo-diy-artifact-grayscale-aspect	1.0.7		e63a061e105e17d0578239ef7b3c6603c2c45aae
com.idea-aedi.zoo	zoo-diy-artifact-grayscale-aspect	1.0.8		ad7c0cefa4f6eedb31dd2eaa91cec4a4ef64ad26
com.idea-aedi.zoo	zoo-diy-artifact-grayscale-aspect	1.0.9		8156a51353af34a98aedf43c18e5368e7939f821
com.idea-aedi.zoo	zoo-diy-artifact-grayscale-aspect	1.1.0		85485a843470dd238b00979c27e578280460bfa3
com.idea-aedi.zoo	zoo-diy-artifact-grayscale-aspect	1.1.1		bddeca71ab21ace7d7beb9c7087c141e30b71404
com.idea-aedi.zoo	zoo-diy-artifact-grayscale-aspect	1.1.2		a62961ac9ec14c85fb0766c72eb68ec6acf2e97e
com.idea-aedi.zoo	zoo-diy-artifact-grayscale-aspect	1.1.3		6672306251b854e1fbafc5801137f2f5ce7b0a4c
com.idea-aedi.zoo	zoo-diy-artifact-grayscale-aspect	1.1.5		8bd0c3552d6863c1b44193224f3fb243badc70a1
com.idea-aedi.zoo	zoo-diy-artifact-grayscale-aspect	1.1.6		aaae96d707aa307900e18cbbd3148c27a8084707
com.idea-aedi.zoo	zoo-diy-artifact-grayscale-aspect	1.1.7		1696272a459d26e3e7c8b2d4c31beda3cc5d7876
com.idea-aedi.zoo	zoo-diy-artifact-grayscale-aspect	1.1.8		36e959cc156c6c64d39c77fb7c45913607ea7713
com.idea-aedi.zoo	zoo-diy-artifact-grayscale-aspect	1.1.9		a4ab8981753b1cdecfa29d31fbf0e7aad11fa4b5
com.idea-aedi.zoo	zoo-diy-artifact-grayscale-aspect	1.2.0		dd0fa380e6b4eb8f5158a08141d3bf959afd09c2
com.idea-aedi.zoo	zoo-diy-artifact-grayscale-aspect	1.2.1		086fba5207d325c126d609251f56fd9628c4edcd
com.idea-aedi.zoo	zoo-diy-artifact-grayscale-aspect	1.2.2		ff818cf406d7f8c56e1f00254fa1fc9f6ef7f2d5
com.idea-aedi.zoo	zoo-diy-artifact-grayscale-aspect	1.2.3		566eedf3afb641d80aa762b0817f6bc567612fe3
com.idea-aedi.zoo	zoo-diy-artifact-grayscale-aspect	1.2.4		b2177c6d6517bea87f32dca85607c0b2586c9b69
com.idea-aedi.zoo	zoo-diy-artifact-grayscale-aspect	1.2.5		ff57624c0221ee137e0c398d4559d378119df49a
com.idea-aedi.zoo	zoo-diy-artifact-grayscale-aspect	1.2.6		c7a4a55864f5d869fd25bf991a02dfb8e3e0cd68
com.idea-aedi.zoo	zoo-diy-artifact-grayscale-aspect	1.2.7		d2e19d0733e59f8cb6a262038806425864c6bd21
com.idea-aedi.zoo	zoo-diy-artifact-grayscale-aspect	1.2.8		718ecdeedcadbc7ece80ddd9fa220d303223157d
com.ikingtech.framework	sdk-application-api	1.1.1		9eda2ecf5f9d68d74b9e6ab28537c4f2d06cd5c4
com.ikingtech.framework	sdk-application-api	1.1.10		88360d36a5ae0f658ac6e6bcc3432efa4aef0a92
com.ikingtech.framework	sdk-application-api	1.1.2		d3bff26fa635f8222c9b73c601c11a5aa229710c
com.ikingtech.framework	sdk-application-api	1.1.3		30ed1c45299f474d99e1b2a9438382fcdad45e64
com.ikingtech.framework	sdk-application-api	1.1.4		4b10ab5cae2836a7aece47e317f33b3eccc70bed
com.ikingtech.framework	sdk-application-api	1.1.5		de98648fc9a5a697d6ebce5a8c23b075fa090a26
com.ikingtech.framework	sdk-application-api	1.1.6		5372414ec9c19db818d5522ed41a55e08b6cd86f
com.ikingtech.framework	sdk-application-api	1.1.7		5600ffc4a8cf9ce7439776b0cfdac8152c7b3e1e
com.ikingtech.framework	sdk-application-api	1.1.8		cffd37c14bf26589227350dede84c0d519dc51d1
com.ikingtech.framework	sdk-application-api	1.1.9		fb68265d03fe2bbf78c074a69699b17a3cb5dbd1
com.jashmore	annotation-utils	4.0.0		4909e7a6f7b963e90ece8a0740935cfb1abb3869
com.jashmore	annotation-utils	4.0.0-M1		a2413717cc28681567e80f87b85b8726521b6ec5
com.jashmore	annotation-utils	4.0.0-M2		b3c948ca8d7eedaa31013b879db7bc52e391b10a
com.jashmore	annotation-utils	4.0.0-M4		e50c15156c564145188b02aefea4ede15b610b13
com.jashmore	annotation-utils	4.0.0-M5		cd7a1bd87f7c9f5eb3eaf449b4cef7022ab5f872
com.jashmore	annotation-utils	4.0.0-M6		17bcadd95c006a80efbef2850da62692a2708b6f
com.jashmore	annotation-utils	4.0.0-M7		aa37adcc516db663f9f0c05e018c8ce51e9b7f2c
com.jashmore	annotation-utils	4.0.0-M8		9b0e7f95ace0a2bed0dc6b13bbf5ef03327064f1
com.jashmore	annotation-utils	4.1.0		5f6efe42a73f2ac094aaa20aeccc72c889c95a3f
com.jashmore	annotation-utils	4.2.0		fb9c0381b71482c59c4ab5c45275507bd307c9d5
com.jashmore	annotation-utils	4.3.0		5a20167a14af5158d710e92625e17426f6860f52
com.jashmore	annotation-utils	4.4.0		2ca03c0e54f50596ab7df50b9bffe30a599f4a78
com.jashmore	annotation-utils	5.0.0		02914145bc7a4939edd9e6ab3c615061f887f82c
com.jashmore	annotation-utils	5.1.0		ced8dae067012e8e579349687b4de4bee20b3329
com.jashmore	annotation-utils	6.0.0		bc89c6884f6a157110a09fb985113f782671fdb4
com.jashmore	annotation-utils	7.0.0		a3153af13b312809e26e9924c5c70ff9e1e4c4b9
com.jwebmp.jpms.jackson.module	jackson-module-guice	0.67.0.1		e78af9ae9c688b211a823d61b24be302ebdd0db6
com.jwebmp.jpms.jackson.module	jackson-module-guice	0.67.0.12		115b4d31c56d59f1dd093ad569cda30d7b5a66a1
com.jwebmp.jpms.jackson.module	jackson-module-guice	0.67.0.15		eec886acbc38d4695646ee5adc30f000a0f2ae64
com.jwebmp.jpms.jackson.module	jackson-module-guice	0.67.0.16		5ea9006e0d742308cb66d2f211107b18f6122935
com.jwebmp.jpms.jackson.module	jackson-module-guice	0.67.0.2		1d86d8e1eb114b433b94933f10940f0853b491e7
com.jwebmp.jpms.jackson.module	jackson-module-guice	0.67.0.3		8949dfff1b295b09c52ef82df6868d21ec8a8ed4
com.jwebmp.jpms.jackson.module	jackson-module-guice	0.67.0.4		fe77462591ac66895e45cd6edd37467501463d83
com.jwebmp.jpms.jackson.module	jackson-module-guice	0.67.0.5		cf67f7f63d2feb869bb6ba43339720f6ba8aa155
com.jwebmp.jpms.jackson.module	jackson-module-guice	0.67.0.7		b76518aea236f2aace468d869157eda1b0fcd1b6
com.jwebmp.jpms.jackson.module	jackson-module-guice	0.67.0.9		c09766c21e8167ae939b1e0189c5ae0ad9dfda7e
com.jwebmp.jpms.jackson.module	jackson-module-guice	0.68.0.1		ef7d92221fbf4e946529ecfb202fbc24ec7a28af
com.kennethjorgensen	vertx-mod-riak-persistor	0.3.0		02bfc0ffdc5169d7465b7a8f687b4b0a9c36d126
com.kennethjorgensen	vertx-mod-riak-persistor	0.3.1		c2b37c5a6e3c6973f063d73e37c09f2d4004feb6
com.qiwi.featuretoggle	featuretoggle-feature-manager-test	0.1.0		N/A
com.qiwi.featuretoggle	featuretoggle-feature-manager-test	0.1.1		N/A
com.qiwi.featuretoggle	featuretoggle-feature-manager-test	0.1.2		N/A
com.qiwi.featuretoggle	featuretoggle-feature-manager-test	0.1.3		N/A
com.redis.testcontainers	couchbase	1.15.3		160c057cb7015bc69da1a4a50efb493050e8ad78
com.revolsys.open	com.revolsys.open.doclet	0.20160922.121113-CPF_5_0_0-RELEASE		89a3493eda8c761b0ff94516a0280c763c960898
com.revolsys.open	com.revolsys.open.doclet	0.20161017.115806-CPF_5_0_1-RELEASE		68072040954fffa63f278b0162e0c1088233d803
com.revolsys.open	com.revolsys.open.doclet	0.20161017.172602-CPF_5_0_3-RELEASE		893b04312b92cfbde90d273b3860925a73feb328
com.revolsys.open	com.revolsys.open.doclet	0.20161018.165348-CPF_5_0_2-RELEASE		9ca872b3b6cef0b2207a182c5327d7b20e40a92e
com.revolsys.open	com.revolsys.open.doclet	0.20161020.110825-CPF_5_0_3-RELEASE		03ed948e8cee489871521a7fe8faf658cd2567b1
com.revolsys.open	com.revolsys.open.doclet	0.20161213.150625-GEOMARK_5_0_1-RELEASE		fdddb017f3fda24b3cfc57aceed92c199f118fe3
com.revolsys.open	com.revolsys.open.doclet	0.20161215.071222-GEOMARK_5_0_1-RELEASE		bb8d1f7e7f6cb68fbf3f4b5bb88aeafd764fb4bd
com.revolsys.open	com.revolsys.open.doclet	0.20161221.161418-CPF_5_0_4-RELEASE		2e17095fe6fd365b1e94227ef97752f954ec64d5
com.revolsys.open	com.revolsys.open.doclet	0.20161222.073911-CPF_5_0_5-RELEASE		7cd4ebc403fecdcc6ef62d2bd594a1c839f3e636
com.revolsys.open	com.revolsys.open.doclet	0.20171005.131236-CPF_5_0_6-RELEASE		f347ed7f1d18dde47efaacd593620f21c7ec8eb3
com.revolsys.open	com.revolsys.open.doclet	0.20180228.140703-CPF_5_1_0-RELEASE		6bc5d87660f1855d6eedd9b17ec79a3be84fd40c
com.revolsys.open	com.revolsys.open.doclet	2014.09.08-MTEC3		efae35c34a833dd788e4d792159e1874c63467c2
com.revolsys.open	com.revolsys.open.doclet	2014.09.10-MTEC1		fb46a0c004a37e9424cf817bae3375e74baf5996
com.shopizer	shopizer	2.16.0		N/A
com.thesett	basebuild	0.8-M1		N/A
com.thesett	basebuild	0.8.1		N/A
com.thesett	basebuild	0.8.10		N/A
com.thesett	basebuild	0.8.11		N/A
com.thesett	basebuild	0.8.12		N/A
com.thesett	basebuild	0.8.13		N/A
com.thesett	basebuild	0.8.15		N/A
com.thesett	basebuild	0.8.16		N/A
com.thesett	basebuild	0.8.17		N/A
com.thesett	basebuild	0.8.18		N/A
com.thesett	basebuild	0.8.19		N/A
com.thesett	basebuild	0.8.2		N/A
com.thesett	basebuild	0.8.20		N/A
com.thesett	basebuild	0.8.21		N/A
com.thesett	basebuild	0.8.22		N/A
com.thesett	basebuild	0.8.3		N/A
com.thesett	basebuild	0.8.4		N/A
com.thesett	basebuild	0.8.5		N/A
com.thesett	basebuild	0.8.6		N/A
com.thesett	basebuild	0.8.7		N/A
com.thesett	basebuild	0.8.8		N/A
com.thesett	basebuild	0.8.9		N/A
com.thesett	basebuild	0.9.117		N/A
com.thesett	basebuild	0.9.77		N/A
com.thesett	basebuild	0.9.97		N/A
com.typesafe.akka	akka-cluster_2.13.0-RC1	2.5.22		e12ceec9df783b13f9a62ed341883323ce26cba9
com.walterjwhite.java.infrastructure	property	0.0.17		N/A
com.yammer.dropwizard	dropwizard-auth-ldap	0.0.16		0b842b3f1b06bd806eed33efdbd6e8433ca74d68
com.yammer.dropwizard	dropwizard-auth-ldap	0.0.17		78b63310310f88f58d68491eb104f1a8629906d2
com.yammer.dropwizard	dropwizard-auth-ldap	0.0.18		f611f3ce85fb0e55eba735d494a43c55ca4fda97
com.yammer.dropwizard	dropwizard-auth-ldap	0.0.19		de8f1368d20f99b6499917e94f1a5d0423bab6be
com.yammer.dropwizard	dropwizard-auth-ldap	0.1.0		fa9dfe0c4953f7ad05dc768a6b8e47d6e265a553
com.yammer.dropwizard	dropwizard-auth-ldap	0.1.1		42cde5a1874acd18def4833ca8828134fbbb6b20
com.yammer.dropwizard	dropwizard-auth-ldap	0.1.2		675d004d66161eebf78f14c237d5be595ca27b56
com.yammer.dropwizard	dropwizard-auth-ldap	0.2.0		d86b1fb3f0eaec2a3a01e345337cfdb5cce4f3e8
com.yammer.dropwizard	dropwizard-auth-ldap	0.2.1		21b084f7e42414b342a56f6009990a28decb0516
com.yammer.dropwizard	dropwizard-auth-ldap	0.3.0		0fe7d6322019b84d37f1a7bd5f50924f2e81c7cc
com.yammer.dropwizard	dropwizard-auth-ldap	1.0.0		d80dc876ad45bb84e0290e1ed902031c226d46de
com.yammer.dropwizard	dropwizard-auth-ldap	1.0.1		b9a21b755f2cc18a3c0aa778b8c75027c1e75924
com.yammer.dropwizard	dropwizard-auth-ldap	1.0.2		843485f73f7b6c3324f566a803b276d6baa23640
com.yammer.dropwizard	dropwizard-auth-ldap	1.0.3		102c65eac7bbb6c0e0428d573e4f436ae4bfb5e2
com.yammer.dropwizard	dropwizard-auth-ldap	1.0.4		e635761582b7818f1d91e286bc6674c6a6eedc99
com.yammer.dropwizard	dropwizard-auth-ldap	1.0.5		065153d20e7001bc7cd2576395f1728595a1a387
com.yoohaemin	decrel-ziotest_sjs1_2.13	0.1.0-M1		3b316fca1e6b240c8955fe988ad287a11ef0f5bf
com.yoohaemin	decrel-ziotest_sjs1_2.13	0.1.0-M2		24726c09b393861b054e3008bcbd23a1745b8ec0
com.yoohaemin	decrel-ziotest_sjs1_2.13	0.1.0-M3		b3689e9bb4dbb4d296c0dc94279e5492e7f0e4e8
com.yoohaemin	decrel-ziotest_sjs1_2.13	0.1.0-M4		71adc78c0c397e681b730ff75c7be2cd96f6f268
com.yoohaemin	decrel-ziotest_sjs1_2.13	0.1.0-M5		e77db225411b3af437b19a34853fd6688cafbd19
com.yoohaemin	decrel-ziotest_sjs1_2.13	0.1.0-M6		159a64bb42f5303d637ef8904ed90e03a772a286
com.yoohaemin	decrel-ziotest_sjs1_2.13	0.1.0-M7		4261b27fa83aee82c5f652fb49c594de2b932913
com.yoohaemin	decrel-ziotest_sjs1_2.13	0.1.0-M8		e7df3b4bfc8d2eab280bf4763c2693a87b57c991
com.yoohaemin	decrel-ziotest_sjs1_2.13	0.1.1		24fbe9d43ff8539680c57601e3b59c8b9b835db6
de.ikor.sip.foundation	sip-maven-plugin	2.2.0		98b4e946c152991d35fa9add0212aaba1d33ecb4
de.ikor.sip.foundation	sip-maven-plugin	2.3.0		e3d61d5fe40cc13111dc8c5ed55a79570cf59aa8
de.ikor.sip.foundation	sip-maven-plugin	2.4.0		b9d991e7107d9b0d92fa9be55656148f5ec7db43
de.ikor.sip.foundation	sip-maven-plugin	3.0.0		65f2b32f16080391c7ed8075297d828b9f0a6dae
de.ikor.sip.foundation	sip-maven-plugin	3.1.0		6c52a54c43e28e9469b1438617a775443dbd1da4
de.ikor.sip.foundation	sip-maven-plugin	3.2.0		04b7103627aa02ce078c445b024536faef386497
de.ikor.sip.foundation	sip-maven-plugin	3.3.0		c706c751e5720f04101187951bbe1ba922942d63
de.ikor.sip.foundation	sip-maven-plugin	3.4.0		eea7f34442c480c618624f3b6fc54df345c42b58
de.ikor.sip.foundation	sip-maven-plugin	3.5.0		1a44e7f2f3af24f26d2541f4d6c51a46c03d58f0
de.ikor.sip.foundation	sip-maven-plugin	3.6.0		9226862c142d67c7b85f5a1c6bbbcf6889080ff5
de.ikor.sip.foundation	sip-maven-plugin	3.6.1		8efe15ab71c815960971921c1572c5cd7e302cdb
de.ikor.sip.foundation	sip-maven-plugin	3.6.2		fd2d50ac775538f8f1cd0e3d43539ccb7fddeb61
digital.nedra.commons.starter	subentity-jdbc-dao-starter	1.0		037c4331db41fe65cb3f9e327e321546e265dfc3
digital.nedra.commons.starter	subentity-jdbc-dao-starter	1.1.1		2ebd5e35e235ca13688ab3872d189fc71be0f444
digital.nedra.commons.starter	subentity-jdbc-dao-starter	1.1.2		05ce18ad0642c5fdefaefbdd26d4156a1339432f
digital.nedra.commons.starter	subentity-jdbc-dao-starter	1.2.0		60e3348bff8adfeee390b8f674f989c58c0f9366
digital.nedra.commons.starter	subentity-jdbc-dao-starter	1.2.1		f701507cc373db63d9c517eaf7b86006dcb8a4ea
digital.nedra.commons.starter	subentity-jdbc-dao-starter	1.2.2		2b310ffae256380bac5b6cc7485bbd0ffb9281e2
digital.nedra.commons.starter	subentity-jdbc-dao-starter	1.2.3		6f336d273cc36390dc8c976f6f64abd3f4c8c499
digital.nedra.commons.starter	subentity-jdbc-dao-starter	1.2.4		e49e148b81a8dd0deb82097c70cf8e6dfc3e5dc1
digital.nedra.commons.starter	subentity-jdbc-dao-starter	1.2.5		ece006cc23654a1bf10d7a5465d4ac3f4fd6a205
digital.nedra.commons.starter	subentity-jdbc-dao-starter	1.2.6		768e41c5f61199d6fd68ae373daf3b56f150d539
digital.nedra.commons.starter	subentity-jdbc-dao-starter	2.0.0		c71057b4f37f26ea1d5405ec50f459fe252e5659
digital.nedra.commons.starter	subentity-jdbc-dao-starter	2.0.2		7cd2f136fa0e123842553d5acbab754534c85ef1
digital.nedra.commons.starter	subentity-jdbc-dao-starter	2.0.3		2212e2e67fb7455010a9da05a0e8819b7ffe9d43
digital.nedra.commons.starter	subentity-jdbc-dao-starter	2.0.4		3d57c63adce07a3edfc513e843324a7725b0d82e
digital.nedra.commons.starter	subentity-jdbc-dao-starter	2.0.5		ca941c0c6c3d678091794e6e8547adeff81b2d0b
eu.europa.ec.joinup.sat	jdplus-tramoseats-base-workspace	3.0.0		cd0f999cedd428289f1671826438be203d680fac
eu.europa.ec.joinup.sat	jdplus-tramoseats-base-workspace	3.0.1		3e380dc343a079d4bee9ab558549cf976a27da11
eu.europa.ec.joinup.sat	jdplus-tramoseats-base-workspace	3.0.2		683642cf8db5cb6254d9b0a86896b8e5ec22d533
