biz.netcentric.cq.tools.aemmjml	aemmjml-all-package	0.1.0		N/A
io.ktor	ktor-serialization-kotlinx-protobuf-tvosarm64	2.3.9	metadata	b3c7f49c69ee0e1ec9314feee0507a976bfbc714
io.ktor	ktor-serialization-kotlinx-protobuf-tvosarm64	3.0.0		45c2e06ff9c08629a891c2db115238708957f6c4
io.ktor	ktor-serialization-kotlinx-protobuf-tvosarm64	3.0.0	metadata	9ec463b21650cb32ce52770a112e1a7c58ec44bc
io.ktor	ktor-serialization-kotlinx-protobuf-tvosarm64	3.0.0-beta-1		f916c7ff85c351c289bec1f60043c8bc3326b77f
io.ktor	ktor-serialization-kotlinx-protobuf-tvosarm64	3.0.0-beta-1	metadata	232bee0305f307be65856706ea0a395ecea9eb40
io.ktor	ktor-serialization-kotlinx-protobuf-tvosarm64	3.0.0-beta-2		bd535dca6243606e8b9abd4d4f4066def841e5c7
io.ktor	ktor-serialization-kotlinx-protobuf-tvosarm64	3.0.0-beta-2	metadata	ee97f490947afbf74007b044f472f931323c9b99
io.ktor	ktor-serialization-kotlinx-protobuf-tvosarm64	3.0.0-rc-1		91e46abf8769acaee58ad14ee1bb60b9769f7ed4
io.ktor	ktor-serialization-kotlinx-protobuf-tvosarm64	3.0.0-rc-1	metadata	653666bee1101e084ee75be5aa3357c6a9733568
io.ktor	ktor-serialization-kotlinx-protobuf-tvosarm64	3.0.0-rc-2		7571758e31f838d42e6a90ffdc3847aba90368e9
io.ktor	ktor-serialization-kotlinx-protobuf-tvosarm64	3.0.0-rc-2	metadata	e960d6a634cfd5c80a98a3c112e907c44515d9ff
io.ktor	ktor-serialization-kotlinx-protobuf-tvosarm64	3.0.1		57d2652d2b43c38089bbd6951f0ce826a480e37f
io.ktor	ktor-serialization-kotlinx-protobuf-tvosarm64	3.0.1	metadata	19f4ef46ba487cb1ed719af529387a59a47e2afb
io.ktor	ktor-serialization-kotlinx-protobuf-tvosarm64	3.0.2		1e59b8e22acc6762427469726ae42d9f5f9da35c
io.ktor	ktor-serialization-kotlinx-protobuf-tvosarm64	3.0.2	metadata	bf78bc668e511c7e67ac8a26345b096ac954f02b
io.ktor	ktor-serialization-kotlinx-protobuf-tvosarm64	3.0.3		74da3ed92ca294dc409d9adb358b36a206d532dd
io.ktor	ktor-serialization-kotlinx-protobuf-tvosarm64	3.0.3	metadata	6e12c29ab3f582ff2f7eccb51d217eeef5f01fc2
io.ktor	ktor-serialization-kotlinx-protobuf-tvosarm64	3.1.0		38b81d5f8c655258e9275bb66998610f05005f0c
io.ktor	ktor-serialization-kotlinx-protobuf-tvosarm64	3.1.0	metadata	b4600dc758d66ba1fec61a5f37594dea359dc315
io.ktor	ktor-serialization-kotlinx-protobuf-tvosarm64	3.1.1		2a313294ab7686334049d95e77c55a35b134df98
io.ktor	ktor-serialization-kotlinx-protobuf-tvosarm64	3.1.1	metadata	9c459db59b71f3886a2b05c91cc8f3ac06f2cc87
io.ktor	ktor-serialization-kotlinx-protobuf-tvosarm64	3.1.2		78f209714ebd8d29152b717e1cbea2937a8add94
io.ktor	ktor-serialization-kotlinx-protobuf-tvosarm64	3.1.2	metadata	767595ebc10a580386f1f38564afc3a0dca0d516
io.micronaut.security	micronaut-security-bom	3.10.0		N/A
io.micronaut.security	micronaut-security-bom	3.10.1		N/A
io.micronaut.security	micronaut-security-bom	3.10.2		N/A
io.micronaut.security	micronaut-security-bom	3.11.0		N/A
io.micronaut.security	micronaut-security-bom	3.11.1		N/A
io.micronaut.security	micronaut-security-bom	3.3.0		N/A
io.micronaut.security	micronaut-security-bom	3.3.1		1e23ce9142b10ab494eb56aa1797297d84058031
io.micronaut.security	micronaut-security-bom	3.3.2		N/A
io.micronaut.security	micronaut-security-bom	3.4.0		N/A
io.micronaut.security	micronaut-security-bom	3.4.1		N/A
io.micronaut.security	micronaut-security-bom	3.4.2		N/A
io.micronaut.security	micronaut-security-bom	3.4.3		N/A
io.micronaut.security	micronaut-security-bom	3.5.0		N/A
io.micronaut.security	micronaut-security-bom	3.5.1		N/A
io.micronaut.security	micronaut-security-bom	3.5.2		N/A
io.micronaut.security	micronaut-security-bom	3.5.3		N/A
io.micronaut.security	micronaut-security-bom	3.6.0		N/A
io.micronaut.security	micronaut-security-bom	3.6.1		N/A
io.micronaut.security	micronaut-security-bom	3.6.2		N/A
io.micronaut.security	micronaut-security-bom	3.6.3		N/A
io.micronaut.security	micronaut-security-bom	3.6.4		N/A
io.micronaut.security	micronaut-security-bom	3.6.5		N/A
io.micronaut.security	micronaut-security-bom	3.6.6		N/A
io.micronaut.security	micronaut-security-bom	3.7.0		N/A
io.micronaut.security	micronaut-security-bom	3.7.1		N/A
io.micronaut.security	micronaut-security-bom	3.7.2		N/A
io.micronaut.security	micronaut-security-bom	3.7.3		N/A
io.micronaut.security	micronaut-security-bom	3.7.4		N/A
io.micronaut.security	micronaut-security-bom	3.8.0		N/A
io.micronaut.security	micronaut-security-bom	3.8.1		N/A
io.micronaut.security	micronaut-security-bom	3.8.2		N/A
io.micronaut.security	micronaut-security-bom	3.8.3		N/A
io.micronaut.security	micronaut-security-bom	3.8.4		N/A
io.micronaut.security	micronaut-security-bom	3.9.0		N/A
io.micronaut.security	micronaut-security-bom	3.9.1		N/A
io.micronaut.security	micronaut-security-bom	3.9.2		N/A
io.micronaut.security	micronaut-security-bom	3.9.3		N/A
io.micronaut.security	micronaut-security-bom	3.9.4		N/A
io.micronaut.security	micronaut-security-bom	3.9.5		N/A
io.micronaut.security	micronaut-security-bom	3.9.6		N/A
io.micronaut.security	micronaut-security-bom	3.9.7		N/A
io.micronaut.security	micronaut-security-bom	4.0.0		N/A
io.micronaut.security	micronaut-security-bom	4.0.0-M1		N/A
io.micronaut.security	micronaut-security-bom	4.0.0-M2		N/A
io.micronaut.security	micronaut-security-bom	4.0.0-M3		N/A
io.micronaut.security	micronaut-security-bom	4.0.0-M4		N/A
io.micronaut.security	micronaut-security-bom	4.0.0-M5		N/A
io.micronaut.security	micronaut-security-bom	4.0.0-M6		N/A
io.micronaut.security	micronaut-security-bom	4.0.0-M7		N/A
io.micronaut.security	micronaut-security-bom	4.0.0-M8		N/A
io.micronaut.security	micronaut-security-bom	4.0.0-M9		N/A
io.micronaut.security	micronaut-security-bom	4.0.1		N/A
io.micronaut.security	micronaut-security-bom	4.0.2		N/A
io.micronaut.security	micronaut-security-bom	4.0.3		N/A
io.micronaut.security	micronaut-security-bom	4.0.4		N/A
io.micronaut.security	micronaut-security-bom	4.1.0		N/A
io.micronaut.security	micronaut-security-bom	4.10.0		N/A
io.micronaut.security	micronaut-security-bom	4.10.1		N/A
io.micronaut.security	micronaut-security-bom	4.10.2		N/A
io.micronaut.security	micronaut-security-bom	4.11.0		N/A
io.micronaut.security	micronaut-security-bom	4.11.1		N/A
io.micronaut.security	micronaut-security-bom	4.11.2		N/A
io.micronaut.security	micronaut-security-bom	4.11.3		N/A
io.micronaut.security	micronaut-security-bom	4.12.0		N/A
io.micronaut.security	micronaut-security-bom	4.12.1		N/A
io.micronaut.security	micronaut-security-bom	4.2.0		N/A
io.micronaut.security	micronaut-security-bom	4.3.0		N/A
io.micronaut.security	micronaut-security-bom	4.4.0		N/A
io.micronaut.security	micronaut-security-bom	4.5.0		N/A
io.micronaut.security	micronaut-security-bom	4.5.1		N/A
io.micronaut.security	micronaut-security-bom	4.6.0		N/A
io.micronaut.security	micronaut-security-bom	4.6.1		N/A
io.micronaut.security	micronaut-security-bom	4.6.10		N/A
io.micronaut.security	micronaut-security-bom	4.6.2		N/A
io.micronaut.security	micronaut-security-bom	4.6.3		N/A
io.micronaut.security	micronaut-security-bom	4.6.4		N/A
io.micronaut.security	micronaut-security-bom	4.6.5		N/A
io.micronaut.security	micronaut-security-bom	4.6.6		N/A
io.micronaut.security	micronaut-security-bom	4.6.7		N/A
io.micronaut.security	micronaut-security-bom	4.6.8		N/A
io.micronaut.security	micronaut-security-bom	4.6.9		N/A
io.micronaut.security	micronaut-security-bom	4.7.0		N/A
io.micronaut.security	micronaut-security-bom	4.8.0		N/A
io.micronaut.security	micronaut-security-bom	4.9.0		N/A
io.micronaut.security	micronaut-security-bom	4.9.1		N/A
io.openvalidation	openvalidation-common	0.0.1		4e78e3151a5867ba7b59d0373b764d0b4970a104
io.openvalidation	openvalidation-common	0.0.2		4b8b5c12e7fea0895ddc7ea1e564bd29b3aa61b7
io.openvalidation	openvalidation-common	0.0.3		d52e837e1a71368d8572df50fce232fb960aa6c0
io.openvalidation	openvalidation-common	0.0.4		36038865f7877bf2384b1412ab689044ee0835cc
io.openvalidation	openvalidation-common	0.0.4.1		f2cf105039846105e1e3c955df38752e59fa2368
io.silverspoon	bulldog-board-raspberrypi	0.1.0		50a87d9c09a424d0ff2d0069447e1148fd896960
io.silverspoon	bulldog-board-raspberrypi	0.1.2		b6a426ddaf62fa6347c6610e4e13d2dc2fde2924
io.silverspoon	bulldog-board-raspberrypi	0.2.0		29d001067d77daa492bee66638eec72a199560f4
io.silverspoon	bulldog-board-raspberrypi	0.2.1		0293c2d9f32dbc265e284e90d713a52dfea68723
io.silverspoon	bulldog-board-raspberrypi	0.3.0		63c0c0cc0bee9548181ef8463a141e661df72beb
me.drakeet.support	about-extension	2.0.0		N/A
me.drakeet.support	about-extension	2.0.0-rc5		N/A
me.drakeet.support	about-extension	2.0.1		N/A
me.drakeet.support	about-extension	2.0.2		N/A
me.drakeet.support	about-extension	2.1.0		N/A
me.drakeet.support	about-extension	2.1.1		N/A
me.drakeet.support	about-extension	2.2.0		N/A
me.drakeet.support	about-extension	2.3.0-alpha1		N/A
me.drakeet.support	about-extension	2.3.0-alpha2		N/A
mule	mule-extras-client	1.0		ceb5b542e1e2fb0b5625af70ddbdd3e797a155b3
mule	mule-extras-client	1.0-rc3		ac61e1a73617159465e342c05dcda3404af17456
mule	mule-extras-client	1.1		29a86a4ab953e2c48f876d5bb0261896e847fdac
mule	mule-extras-client	1.1-rc1		c4004774d163f2eb2f36ffc4ac543b280e1ea737
mule	mule-extras-client	1.1.1		883f5c141dbc6f3ec54d6182e7f05e1bdbe1de0c
mule	mule-extras-client	1.2		0fc9de4f8e6fc4466df24476827e13f6afe3bbf4
mule	mule-extras-client	1.3-rc1		decbfa1b91032597d63cc2639c25689c3c9dd98a
mule	mule-extras-client	1.3-rc2		f99894c7a33bd4d47b29412e8450775ccf701089
mule	mule-extras-client	1.3-rc3		e6b3ca45956e684283ca1131e0b08ae605f1c037
mule	mule-extras-client	1.3-rc4		ffff28d79355efeb307f7f0546bee3e363affdcd
net.kozelka.runjar	runjar	0.1.0		N/A
net.nan21.dnet	nan21.dnet.module.fi	1.0.2		N/A
net.nan21.dnet	nan21.dnet.module.fi	1.0.3		N/A
net.nan21.dnet	nan21.dnet.module.fi	1.0.4		N/A
net.nan21.dnet	nan21.dnet.module.fi	1.0.5		N/A
net.nan21.dnet	nan21.dnet.module.fi	1.0.6		N/A
net.orandja.kt	either-iossimulatorarm64	1.2.0		N/A
net.orandja.kt	either-iossimulatorarm64	1.2.0	metadata	f1c0fc9bc5b5ff78b7cfe2d5bd161aff636e3cb4
net.orandja.kt	either-iossimulatorarm64	1.2.1		N/A
net.orandja.kt	either-iossimulatorarm64	1.2.1	metadata	ed107ef6b65e2827ea322fb5d959439f7e8afbde
net.ssehub.easy.producer.external	jlxd-core	1.1		4274322aa3fdf6033f382b9a16d23af418c53c28
org.apache.cocoon	cocoon-ajax-impl	1.0.0		5a56e24b0822405a65229645b1f49bbcadd1d638
org.apache.cocoon	cocoon-ajax-impl	1.0.0-M1		d3ff83bd9e5189b23e3aa535efe73858c0c82035
org.apache.cocoon	cocoon-ajax-impl	1.0.0-M2		2cfb9f7bf69d0b3f30c8ab17e3b3774d7e9aed4b
org.apache.cocoon	cocoon-ajax-impl	1.0.0-M3		36e26fe6928dea48700d263ae18c0cc60016d2f2
org.apache.cocoon	cocoon-ajax-impl	1.0.0-RC1		7ff2309e1a7ae60c680ae0e71249a904ca2bb60c
org.apache.cocoon	cocoon-ajax-impl	2.3.0		24ee5ed438054e4d66977bb02b63db780bc8550e
org.apache.sling	org.apache.sling.nosql.couchbase-client	1.0.0		edc27d6abcf5f418d500904bf86e42446eaa818a
org.apache.sling	org.apache.sling.nosql.couchbase-client	1.0.2		9aa0a2ee689dcafbcd9ad295371f0e89e9273f6d
org.apache.tamaya.ext	tamaya-extensions	0.1-incubating		N/A
org.apache.tamaya.ext	tamaya-extensions	0.2-incubating		N/A
org.apache.tamaya.ext	tamaya-extensions	0.3-incubating		N/A
org.apache.tamaya.ext	tamaya-extensions	0.4-incubating		N/A
org.appspy.perf	org.appspy.perf.servlet.private	1.0		c513686bbbf3dd4895d56ea5963e7d7e86d0957d
org.appspy.perf	org.appspy.perf.servlet.private	1.1		7b060aea3d8ee489fe3a0154f825bc918a3439da
org.beangle.webmvc	beangle-webmvc-core_2.11	0.2.10		cf8150aea2886be86c5dce23853c8d3072165e4e
org.beangle.webmvc	beangle-webmvc-core_2.11	0.2.8		44d59cfd60fbd0daaa8190d7f0be2725cd119b4c
org.beangle.webmvc	beangle-webmvc-core_2.11	0.2.9		d8d6919064e4956b313076f8b68a9e1d8821feb8
org.beangle.webmvc	beangle-webmvc-core_2.11	0.3.0		ff9c14c340414344e5ab097a2fae9df352ee4c8f
org.beangle.webmvc	beangle-webmvc-core_2.11	0.3.1		aefe23c6a06e2f1217bfe7bc3e26120f5e5e66f9
org.beangle.webmvc	beangle-webmvc-core_2.11	0.3.2		53489ea04344eff8ca5bf1d7434cfdc63045f847
org.beangle.webmvc	beangle-webmvc-core_2.11	0.3.3		fe8dba21fa242c618cca7440c467ece688affaab
org.beangle.webmvc	beangle-webmvc-core_2.11	0.3.4		f4201022ea20d50bbd7e502b5be434a7369d417b
org.beangle.webmvc	beangle-webmvc-core_2.11	0.3.5		ebf4d7457f66e5edbc779562e79f886f100de4d5
org.bedework	bw-util-tz	4.1.0		23ed20d2629fad96aff60b5c48cf2db6ef2d148e
org.bedework	bw-util-tz	4.1.1		107e138e773c55e0d5b08551aad8473479e0d59e
org.bedework	bw-util-tz	4.1.2		11625c423ff3ca9c89d79d29b5eb23809322e416
org.bedework	bw-util-tz	4.1.3		6299899416d5fffbbaba9518d6a73abbd9c6fb5a
org.bedework	bw-util-tz	4.1.4		96f1c72c2d28263b4d7e5faa6413f75a91ba612f
org.bedework	bw-util-tz	5.0.0		8c1f87beab8d4b4ddb87291d0f7bd38d0234c75b
org.bedework	bw-util-tz	5.0.1		2d14686ab604838009a9a1426241f8b854d08c1a
org.bedework	bw-util-tz	5.0.2		1c66be2c903f933f87a3f972381947c33e61ec14
org.bndly.common.rest	org.bndly.common.rest.client-api	1.0.0		00405eef5b255aacc8338d06fcdef267142763f0
org.bndly.common.rest	org.bndly.common.rest.client-api	1.0.1		a445d572022c23e3ddbded9a678309654b4a9971
org.bndly.common.rest	org.bndly.common.rest.client-api	1.0.2		a81162f53e9ae69de883170a6d2c74cc35f46d57
org.bndly.common.rest	org.bndly.common.rest.client-api	1.0.3		3050481d963367ef40fa62b033409733aad01b1f
org.bndly.common.rest	org.bndly.common.rest.client-api	1.0.4		8c28d940fc8610a27e01c22e360c4972e637582c
org.bndly.common.rest	org.bndly.common.rest.client-api	1.0.5		c187e58dca41bce2d7f9b0c4961578bfafe29f7f
org.bndly.common.rest	org.bndly.common.rest.client-api	1.0.6		9ab627f32aa2dd48753da9648d660fa494ee7d86
org.cojen	dirmi	1.1.4		f5f9a4df50cff391198c7420fcf83d87efb50ed5
org.dashj	dashj-bls	0.17.5		c485830bf5abe87c07c3a38ae535b7f67f93c898
org.dashj	dashj-bls	0.17.5	bundled	7b4d48b77e6a9c7352aaf18209e2bb26a5a9fa84
org.dashj	dashj-bls	0.18.0		731b0fcc78028390e395044d072edc1711f58711
org.dashj	dashj-bls	0.18.0	bundled	752a9fc2dc4167efa054fab5f999126b8ed4ef80
org.dashj	dashj-bls	0.18.1		f2dd5f572e43cf17012ce1a3583e050b77aadbe6
org.dashj	dashj-bls	0.18.1	bundled	b2aeca6e7c375b6ebeff323ef23d7a69583b84dc
org.dashj	dashj-bls	1.0.0		2b8992780abf24f8c9ae786378c90f616d112fea
org.dashj	dashj-bls	1.0.0	bundled	49030eb9958c486021b164e52b8be37613ac5033
org.dashj	dashj-bls	1.0.1		e63c2c8c384a0ed4ed3e2d6c159b87c7fd8852ff
org.dashj	dashj-bls	1.0.1	bundled	61d82decd47060212b677380cc5b4a2ef6be2070
org.eclipse.che.plugin	che-plugin-gwt-ext-gwt	6.10.0		88f646ca4366c68787ab0234696d7e1aef38d6b6
org.eclipse.che.plugin	che-plugin-gwt-ext-gwt	6.11.0		b2652b1cfadc44d7b601156fd23eb2cd9b6f9f33
org.eclipse.che.plugin	che-plugin-gwt-ext-gwt	6.11.1		3c19931131a419242a66c7f3fd4b12b1d28c8a26
org.eclipse.che.plugin	che-plugin-gwt-ext-gwt	6.12.0		9839c22c4b12fe528846a64e3cc726c83c73a452
org.eclipse.che.plugin	che-plugin-gwt-ext-gwt	6.12.1		2b8a1f9459197d617841310517eb21bdc8e23332
org.eclipse.che.plugin	che-plugin-gwt-ext-gwt	6.12.2		9a6e2aa7b2108cd7252e4e7cbaf1b0928f637eec
org.eclipse.che.plugin	che-plugin-gwt-ext-gwt	6.13.0		7150448de608c07732bf5bec1fe198dad6b9ce77
org.eclipse.che.plugin	che-plugin-gwt-ext-gwt	6.13.1		d8dc74c7743f6217b71181dcf75a895241fb70fb
org.eclipse.che.plugin	che-plugin-gwt-ext-gwt	6.14.0		1fb7e374d0dfe57322258d856be4d0bf11d3425f
org.eclipse.che.plugin	che-plugin-gwt-ext-gwt	6.14.1		5d1a28265e0fbb4ce2415ddd5badadc2cc5ac755
org.eclipse.che.plugin	che-plugin-gwt-ext-gwt	6.14.2		ba376ca57a85b944728e616ddf6b3f5ce164ba1a
org.eclipse.che.plugin	che-plugin-gwt-ext-gwt	6.15.0		d01c542cfe525e0a254d5aa3be5e3d0935bf0e9f
org.eclipse.che.plugin	che-plugin-gwt-ext-gwt	6.16.0		ff0f09a362154c608340fcee504c9c23d4b5c953
org.eclipse.che.plugin	che-plugin-gwt-ext-gwt	6.17.0		ae2639a7fe1d1908066ec96b9b07bdfa3023f259
org.eclipse.che.plugin	che-plugin-gwt-ext-gwt	6.17.1		0c537dc46d09bde2bf2051db60aa8b34a3345ffd
org.eclipse.che.plugin	che-plugin-gwt-ext-gwt	6.18.0		eb51443e01de289e8866e41a64e757f17cbf0799
org.eclipse.che.plugin	che-plugin-gwt-ext-gwt	6.18.1		d527d0350834e231f97e56f62a99d4fe296295fc
org.eclipse.che.plugin	che-plugin-gwt-ext-gwt	6.18.2		e963086ba5375529930a233e8ac1c2cbc14cf033
org.eclipse.che.plugin	che-plugin-gwt-ext-gwt	6.19.0		5af324c218e26a3f7a6101a7ec95e4a5b21bded7
org.eclipse.che.plugin	che-plugin-gwt-ext-gwt	6.19.1		c2499a194af829bb821a7bbfdbc5f205f2febd88
org.eclipse.che.plugin	che-plugin-gwt-ext-gwt	6.19.2		25f6ecce8ac92353a1b588a56f6a41a42b9c6b98
org.eclipse.che.plugin	che-plugin-gwt-ext-gwt	6.19.3		0d802cc5fa07759edff9c7e144dc8f640f510ff9
org.eclipse.che.plugin	che-plugin-gwt-ext-gwt	6.19.4		35b8438cd2330f36976c21a0f4eeb53d25770967
org.eclipse.che.plugin	che-plugin-gwt-ext-gwt	6.19.5		7853ceef9c640dd815e9b88908746a50f0b9e60e
org.eclipse.che.plugin	che-plugin-gwt-ext-gwt	6.19.6		d5880c3e6e1130b6b35d34776526c0514256c069
org.eclipse.che.plugin	che-plugin-gwt-ext-gwt	7.0.0-RC-1.0		29e2b05ff59896023d71b50b0ceaf66c3549b034
org.eclipse.che.plugin	che-plugin-gwt-ext-gwt	7.0.0-RC-1.1		63833d20ce72cba49ad1c46d396f0ba5b643a604
org.eclipse.che.plugin	che-plugin-gwt-ext-gwt	7.0.0-RC-2.0		ebb66ddfb546cbe41b71b1fb26e76d6167ef1345
org.eclipse.che.plugin	che-plugin-gwt-ext-gwt	7.0.0-beta-1.0		87b8f897159c6ae6ad8503d4f39f4695ddbe8003
org.eclipse.che.plugin	che-plugin-gwt-ext-gwt	7.0.0-beta-2.0		1e16f1a1fd43d421b4d89d6b3604609960f76e6a
org.eclipse.che.plugin	che-plugin-gwt-ext-gwt	7.0.0-beta-3.0		4d05be023b11baafb957f89d4114948da1534b54
org.eclipse.che.plugin	che-plugin-gwt-ext-gwt	7.0.0-beta-4.0		8a1b6e0781d0f9d47c03868f6b649fea624dffe2
org.eclipse.che.plugin	che-plugin-gwt-ext-gwt	7.0.0-beta-5.0		3ed2f12fb2807b9c3573ea12523e5ce0986d3fab
org.eclipse.che.plugin	che-plugin-gwt-ext-gwt	7.0.0-rc-3.0		cd79f8fa4ab0c7502d3e6a4e144c67a4eea27013
org.eclipse.neoscada.ide	org.eclipse.scada.configuration.component.common	0.2.0		863d7ceb97ab5074df9963c210fb640ea80184d1
org.hammerlab.adam	core_2.11	0.20.4		38747cd17db3b49657a45febc9d7877662e9bd21
org.hammerlab.adam	core_2.11	0.21.0		d426592af957b2c6f2023df30b894f0ada032a1d
org.hammerlab.adam	core_2.11	0.21.1		a29d0d6ce18a19ccabb929ec05dcd689079d73aa
org.hammerlab.adam	core_2.11	0.21.2		379bd6392f31deb34d6d954ae398384ade87a12f
org.hammerlab.adam	core_2.11	0.23.0		52b82bb5a1514de4848a62570cef4c3af73dac51
org.hammerlab.adam	core_2.11	0.23.1		9a7d63f54ae2026510b7b68bf363833ff4f61977
org.hammerlab.adam	core_2.11	0.23.2		8e8d14674a96e23c9545227d4a4d07ee0778de7b
org.hammerlab.adam	core_2.11	0.23.4		22d7aa63078edfc10f31b0a9c8fca9ccda577c40
org.http4s	http4s-fs2-data-json_3	0.4.0		ce366ab1eec7f187f93018360a08e1d38c357a28
org.jboss.as.legacy.naming	jboss-as-legacy-naming-jnp	1.0.0		24d12c1d8429555130be158f00de54234d21cdeb
org.jboss.as.legacy.naming	jboss-as-legacy-naming-jnp	1.2.0		1210f71212b9e022db90f30173c7634ccf00f595
org.jboss.as.legacy.naming	jboss-as-legacy-naming-jnp	1.2.1		9534058cab85f80f12d9d9dc819590509621b024
org.kodein.di	kodein-di-conf-native_kodein_di_conf_native_linux_arm32_hfp	5.0.1		N/A
org.kodein.di	kodein-di-conf-native_kodein_di_conf_native_linux_arm32_hfp	5.1.0		N/A
org.kodein.di	kodein-di-conf-native_kodein_di_conf_native_linux_arm32_hfp	5.1.1		N/A
org.kodein.di	kodein-di-conf-native_kodein_di_conf_native_linux_arm32_hfp	5.2.0		N/A
org.mobicents.examples	mobicents-slee-connectivity-example-slee-events	2.8.4		80d7a98bd4a196571821254eb65aca2ee6fc3f04
org.mobicents.examples	mobicents-slee-connectivity-example-slee-events	2.8.5		1df816baefc83da8e15130d249cdd64dd0d24141
org.nutz	nutz-plugins-daomapping	1.r.60.r3		0ac1cb68fca9592d01545a416b4c9b13efc2b137
org.nutz	nutz-plugins-daomapping	1.r.60.r4		8bfc2c2f4571ee15c1f14c41b27860bf02be7b69
org.nutz	nutz-plugins-daomapping	1.r.61.r2		bfd054807d5d913015063e696be6f26319caed45
org.nutz	nutz-plugins-daomapping	1.r.62		d599b03affb9416e961bd396341600835a0f5891
org.nutz	nutz-plugins-daomapping	1.r.63		765c6146a6cb6befa4080cd088df1e455d67452e
org.nutz	nutz-plugins-daomapping	1.r.63.r3		8d2a521750496cb1319494af0044a62f824e27c5
org.nutz	nutz-plugins-daomapping	1.r.63.r4		1ca511651b4ce406e28f87ab565b13410054eb7e
org.nutz	nutz-plugins-daomapping	1.r.63.r5		c656b44b0ad49dc678c7fe5e645c67637851cd7b
org.nutz	nutz-plugins-daomapping	1.r.65		8ad1fa2dfd83a53f21ff53409b9580602c3169af
org.nutz	nutz-plugins-daomapping	1.r.66		256e0ceeaeb288a417cfaa2afd50b3c6bff039c5
org.nutz	nutz-plugins-daomapping	1.r.67		8224c1448341b4472cdd323751fa56cc922e2b06
org.nutz	nutz-plugins-daomapping	1.r.68.v20190220		73be5f8e118cebcc99a03dcd4879110cdcf46123
org.nutz	nutz-plugins-daomapping	1.r.68.v20190318		ad32020c9ee5d5fa60fc2e66c6e5078c6e6284f8
org.nutz	nutz-plugins-daomapping	1.r.68.v20190329		856300d379fd75ee537e297c447224a50aaaa4e0
org.nutz	nutz-plugins-daomapping	1.r.68.v20190516		134c94a80368dc9dd0b2a1a8a1cc314ff33fdb78
org.nutz	nutz-plugins-daomapping	1.r.68.v20190621		6c3fa99d5125cc6bd3c3718cd9aaefdeb6a3f90d
org.nutz	nutz-plugins-daomapping	1.r.68.v20190731		d4344e335aaca01946c5401e24b1dbf637878443
org.nutz	nutz-plugins-daomapping	1.r.68.v20191031		add210c775b284e985b746e5afd5b53fb1b4a797
org.nutz	nutz-plugins-daomapping	1.r.68.v20200309		f9971ed4aaf34fb58330454adcd2648f9b0cd4a5
org.nutz	nutz-plugins-daomapping	1.r.68.v20200427		98ae44544bcb8b8418a81f16dd4321e63c820828
org.nutz	nutz-plugins-daomapping	1.r.68.v20201011		b805c54ef9eaa28666b4928e7593838b07605187
org.nutz	nutz-plugins-daomapping	1.r.68.v20201205		53ff8094608b46272112761234e64af593cc21e1
org.nutz	nutz-plugins-daomapping	1.r.69.v20220215		8be93810edae8f4f891787a3061f82a3e6219cdb
org.omnifaces.arquillian	glassfish-client-ee11	1.6		8d08a27080b21b4ecbbeaa7feeb53fd0cb91f648
org.omnifaces.arquillian	glassfish-client-ee11	1.6.1		223f307076c5b5cbb7d821e9c848f3b9a7055328
org.omnifaces.arquillian	glassfish-client-ee11	1.7.1		13d1b9018025f1f84023b137bbeb6b364c3f2895
org.opendaylight.p4plugin	p4plugin-netconf-adapter-aggregator	0.1.0		N/A
org.opendaylight.p4plugin	p4plugin-netconf-adapter-aggregator	0.1.1		N/A
org.opendaylight.p4plugin	p4plugin-netconf-adapter-aggregator	0.1.2		N/A
org.opendaylight.p4plugin	p4plugin-netconf-adapter-aggregator	0.1.3		N/A
org.opendaylight.p4plugin	p4plugin-netconf-adapter-aggregator	0.1.4		N/A
org.ops4j.pax.web.itest	pax-web-itest-container-common	8.0.0		3107022c4ccb45e25520670acc45c5339a913439
org.ops4j.pax.web.itest	pax-web-itest-container-common	8.0.1		f9c321069223d034e45ea162c1ffb5b6f6c4b7c0
org.ops4j.pax.web.itest	pax-web-itest-container-common	8.0.10		899b7f9edeef3b85bb790f1e24710ffcd0b211ad
org.ops4j.pax.web.itest	pax-web-itest-container-common	8.0.11		bff985c9f33a6763e4757648d355eab556214aac
org.ops4j.pax.web.itest	pax-web-itest-container-common	8.0.12		932eb9ff0745ed7dc0c3a8decd2f66cb83cf9e7c
org.ops4j.pax.web.itest	pax-web-itest-container-common	8.0.13		ed69eceb0ae82a3fb78d9146b0db9279b7ea48b6
org.ops4j.pax.web.itest	pax-web-itest-container-common	8.0.14		f2df7afb273b3e2cbb03095217df09606fe4e442
org.ops4j.pax.web.itest	pax-web-itest-container-common	8.0.15		a0476572b69b9dc6d4f77ab69fa8064622e8ced7
org.ops4j.pax.web.itest	pax-web-itest-container-common	8.0.16		06210189159747cb8735bc2b8dd7b538d6d80166
org.ops4j.pax.web.itest	pax-web-itest-container-common	8.0.17		3cd27265f8defa4c17cde8fd6325228088062531
org.ops4j.pax.web.itest	pax-web-itest-container-common	8.0.18		39e73a92601235e794cbc8f66add14df17b5eb9e
org.ops4j.pax.web.itest	pax-web-itest-container-common	8.0.19		457d9deb33ff447951362ebbdd81e4d444117905
