cn.herodotus.oss	aliyun-core	1.1.3		8b0f0147e10dfcb84382d7c55ca0391d31cf5d26
dk.cloudcreate.essentials.components	springdata-mongo-distributed-fenced-lock	0.8.8		296abb2dd8fbb27e507ddd52c90fd5a4d0596ba8
dk.cloudcreate.essentials.components	springdata-mongo-distributed-fenced-lock	0.8.9		a0ab8a11b9b54523f75a5758a31e04ac89591772
dk.cloudcreate.essentials.components	springdata-mongo-distributed-fenced-lock	0.9.0		0418c3965135e3f67b822e85b8612ef69b0c9f07
dk.cloudcreate.essentials.components	springdata-mongo-distributed-fenced-lock	0.9.1		cbb248e6995efbd8ad56b89322bb97c2711d2eba
dk.cloudcreate.essentials.components	springdata-mongo-distributed-fenced-lock	0.9.10		a500bf8ce4016dac5ddb8dcf98d5b77942fcf0dd
dk.cloudcreate.essentials.components	springdata-mongo-distributed-fenced-lock	0.9.11		d501381afce8b3027c4703110420c77c9a765451
dk.cloudcreate.essentials.components	springdata-mongo-distributed-fenced-lock	0.9.12		efbf2929085c45f17f74d68d44e9bcd2a2da3aef
dk.cloudcreate.essentials.components	springdata-mongo-distributed-fenced-lock	0.9.13		a184f2fe0dc5930ed85e619370de2286cfff7ea4
dk.cloudcreate.essentials.components	springdata-mongo-distributed-fenced-lock	0.9.14		0f9e10c9b5406450c962f45200a3fffb02994528
dk.cloudcreate.essentials.components	springdata-mongo-distributed-fenced-lock	0.9.15		fcf66d3651f4a8ac8cb0e03d7042b75dfa696d46
dk.cloudcreate.essentials.components	springdata-mongo-distributed-fenced-lock	0.9.16		dc680ae034f3c8c081ef476283d779d206098a96
dk.cloudcreate.essentials.components	springdata-mongo-distributed-fenced-lock	0.9.17		25ce47c162bf2a62ddd002b081e0af8fee457c7d
dk.cloudcreate.essentials.components	springdata-mongo-distributed-fenced-lock	0.9.18		ca7614acd59efb47418328f760bbbc22f40a7509
dk.cloudcreate.essentials.components	springdata-mongo-distributed-fenced-lock	0.9.19		033828f55593f093892afa75c831f09c753cf293
dk.cloudcreate.essentials.components	springdata-mongo-distributed-fenced-lock	0.9.2		52b1351b43ed87dd97bc384c1e25508ec20043c3
dk.cloudcreate.essentials.components	springdata-mongo-distributed-fenced-lock	0.9.3		63fba49c6527262c65b50d2c1b18e154260e691b
dk.cloudcreate.essentials.components	springdata-mongo-distributed-fenced-lock	0.9.4		5549a9c4a482f003ac323a811384677f1cbb7282
dk.cloudcreate.essentials.components	springdata-mongo-distributed-fenced-lock	0.9.5		1748cfc687e9adb7c7247e7be8cab455a113f768
dk.cloudcreate.essentials.components	springdata-mongo-distributed-fenced-lock	0.9.6		2625194c43e00eb57f52b8e3e30a87e9f3cb8f52
dk.cloudcreate.essentials.components	springdata-mongo-distributed-fenced-lock	0.9.7		2be352b8ea92fca5a5e993c77313042ddbaecddc
dk.cloudcreate.essentials.components	springdata-mongo-distributed-fenced-lock	0.9.8		56e9789115597991cb8d2a339f66f2295460f424
dk.cloudcreate.essentials.components	springdata-mongo-distributed-fenced-lock	0.9.9		973eab93acd74d8742cd3abd072d589f31597d37
edu.byu.hbll.witness	witness-solr	1.0.0		4a4d86567d3977076a940c065b7c1a78bbd8b21f
edu.byu.hbll.witness	witness-solr	1.1.0		a465b124eef7bd217e94bc4e67728d7bab9d56cc
edu.byu.hbll.witness	witness-solr	1.2.0		857150120deeb058b9a7576429a8d032135f4aa3
edu.byu.hbll.witness	witness-solr	1.3.0		c8a474c8b4299aa6d7df27600ca4b79a66d38bfb
eu.codlab	kotlin-kamel-image-ext-iosx64	1.10.0		N/A
eu.codlab	kotlin-kamel-image-ext-iosx64	1.10.0	metadata	6c39bcda6babfb536054c7c896510a41dc960f3a
eu.codlab	kotlin-kamel-image-ext-iosx64	1.11.0		N/A
eu.codlab	kotlin-kamel-image-ext-iosx64	1.11.0	metadata	7aaab82a4bf3c54b4d68944c1b9317e6e9f17d56
eu.codlab	kotlin-kamel-image-ext-iosx64	1.11.1		N/A
eu.codlab	kotlin-kamel-image-ext-iosx64	1.11.1	metadata	7af71d5328d830a8fa5380f01dc518e1ae903488
eu.codlab	kotlin-kamel-image-ext-iosx64	1.12.0		N/A
eu.codlab	kotlin-kamel-image-ext-iosx64	1.12.0	metadata	a3b4f5047d69235966e895286884f31f030f0c75
eu.codlab	kotlin-kamel-image-ext-iosx64	1.13.0		N/A
eu.codlab	kotlin-kamel-image-ext-iosx64	1.13.0	metadata	d94f200e2283e113bc52d65c210c6132a7c12dca
eu.codlab	kotlin-kamel-image-ext-iosx64	1.13.3		N/A
eu.codlab	kotlin-kamel-image-ext-iosx64	1.13.3	metadata	139990b960ee9a52e4e0b4a08a77be036357fcf5
eu.codlab	kotlin-kamel-image-ext-iosx64	1.14.0		N/A
eu.codlab	kotlin-kamel-image-ext-iosx64	1.14.0	metadata	532a5d8cd606e2a50a40def2b01ee973b3a014b7
eu.codlab	kotlin-kamel-image-ext-iosx64	1.14.1		N/A
eu.codlab	kotlin-kamel-image-ext-iosx64	1.14.1	metadata	07f77cec94ef73bfa16c904537090cda8bf52e8f
eu.codlab	kotlin-kamel-image-ext-iosx64	1.14.2		N/A
eu.codlab	kotlin-kamel-image-ext-iosx64	1.14.2	metadata	d7ef1bd5778e9be98161b5415dc4c77bba5900a9
eu.codlab	kotlin-kamel-image-ext-iosx64	1.15.1		N/A
eu.codlab	kotlin-kamel-image-ext-iosx64	1.15.1	metadata	ea3d3b87e309faf83ada3c8b8ef0ea9a43dd6b5a
eu.codlab	kotlin-kamel-image-ext-iosx64	1.15.2		N/A
eu.codlab	kotlin-kamel-image-ext-iosx64	1.15.2	metadata	8a7d0c0deaf2b939939f76518d07307eab2973fb
eu.codlab	kotlin-kamel-image-ext-iosx64	1.16.0		N/A
eu.codlab	kotlin-kamel-image-ext-iosx64	1.16.0	metadata	47cc3536319e4418830a8d654906d5c2945cfb4e
eu.codlab	kotlin-kamel-image-ext-iosx64	1.2.0		N/A
eu.codlab	kotlin-kamel-image-ext-iosx64	1.2.0	metadata	e72ce7dd1008775924d5f056363471cb597ec2db
eu.codlab	kotlin-kamel-image-ext-iosx64	1.3.0		N/A
eu.codlab	kotlin-kamel-image-ext-iosx64	1.3.0	metadata	e9c4fe3db0d72bbfc3f4e4e02442be8e5341a1c5
eu.codlab	kotlin-kamel-image-ext-iosx64	1.3.1		N/A
eu.codlab	kotlin-kamel-image-ext-iosx64	1.3.1	metadata	3f333d878702dbf4d0c5b5c1118ca1550f390fd3
eu.codlab	kotlin-kamel-image-ext-iosx64	1.4.0		N/A
eu.codlab	kotlin-kamel-image-ext-iosx64	1.4.0	metadata	c1fad219dc02fb3e0894bf75d84866e708ab2fed
eu.codlab	kotlin-kamel-image-ext-iosx64	1.5.1		N/A
eu.codlab	kotlin-kamel-image-ext-iosx64	1.5.1	metadata	4592796812f2ed36540b1728ac21ac58dea26b63
eu.codlab	kotlin-kamel-image-ext-iosx64	1.6.0		N/A
eu.codlab	kotlin-kamel-image-ext-iosx64	1.6.0	metadata	45b7e39044849f343a8e21066c2ece3eaf4f7996
eu.codlab	kotlin-kamel-image-ext-iosx64	1.7.0		N/A
eu.codlab	kotlin-kamel-image-ext-iosx64	1.7.0	metadata	5d926caa794613d56cda6f1882ea71a3f22e99ae
eu.codlab	kotlin-kamel-image-ext-iosx64	1.8.0		N/A
eu.codlab	kotlin-kamel-image-ext-iosx64	1.8.0	metadata	251fb4bb255437d0f8beb5f53791663feaf30a35
eu.codlab	kotlin-kamel-image-ext-iosx64	1.8.2		N/A
eu.codlab	kotlin-kamel-image-ext-iosx64	1.8.2	metadata	a90af4f3b346f38a3155ab51bbc315c62511a7b1
eu.codlab	kotlin-kamel-image-ext-iosx64	1.9.0		N/A
eu.codlab	kotlin-kamel-image-ext-iosx64	1.9.0	metadata	cad67452de09a6e6de8a0de01d58d8fe1eb10e21
im.actor	actor-util-testing_2.11	0.0.2		ddcc7f28a046c2c52cda7c56a4ca22459463860e
im.actor	actor-util-testing_2.11	0.0.3		a3f0edf94db25ed6498e1bd271142edd01dfe29d
info.unterrainer.commons	rdb-utils	0.0.1		72caaa8d4b7a2f3c959d03e9760251d481f87b78
info.unterrainer.commons	rdb-utils	0.0.23		f0e9ce2929a6a6aa11903454e870027e9bbcc53c
info.unterrainer.commons	rdb-utils	0.1.1		fc3e3becb7a62348f2ddeeb2ea2e4798c99335ca
info.unterrainer.commons	rdb-utils	0.1.10		0f82a9141ccdf004752200788490052438e36c07
info.unterrainer.commons	rdb-utils	0.1.11		aa38e6d21bf4591577530f1a9d604d04bea9f12e
info.unterrainer.commons	rdb-utils	0.1.12		39b873cbdd9d54da3525a4ea4c8460a686ee5e8d
info.unterrainer.commons	rdb-utils	0.1.13		e1466eb726be82f501c7796f468fd3e264838982
info.unterrainer.commons	rdb-utils	0.1.14		c1d2c6d0bbaaa6d69aee5d08f20145d405598ecb
info.unterrainer.commons	rdb-utils	0.1.14-2-geade9c8		8e8ee1192cae71869d6fc1ad96a4ecc9d1b59e66
info.unterrainer.commons	rdb-utils	0.1.15		b478047452c5382c1402040980604644e483272b
info.unterrainer.commons	rdb-utils	0.1.16		9877cd0c39e866c8990637029550d1819b5175b2
info.unterrainer.commons	rdb-utils	0.1.17		70b82ccfffff024b0543ed7e95fcf6c2a1d5da7c
info.unterrainer.commons	rdb-utils	0.1.18		2b104694e07fa80c3628d7995f32ce9cc5f7d376
info.unterrainer.commons	rdb-utils	0.1.19		2ab5aab60ec66322fb636f454b4670e020ad82a3
info.unterrainer.commons	rdb-utils	0.1.2		28983a333f9efdc09ad15d646c4c1b7612bcda06
info.unterrainer.commons	rdb-utils	0.1.20		dbfc1a91a9fae3dfd2b38b5bd88cb4495259ce1e
info.unterrainer.commons	rdb-utils	0.1.21		5aa510b89dc3c34a3219d2ed188ebc2d66dcf548
info.unterrainer.commons	rdb-utils	0.1.3		7e877cea7717aa97d1b2c0da650e855414c76799
info.unterrainer.commons	rdb-utils	0.1.4		92c912b846f7bb21d96942315def18ac51332db5
info.unterrainer.commons	rdb-utils	0.1.6		dc87ea9f392518fbcc33625af26aaa5437ec6856
info.unterrainer.commons	rdb-utils	0.1.7		cf1f9026b69d7ca644669f47c269481d12c889a2
info.unterrainer.commons	rdb-utils	0.1.8		43052ca5b9cff3c5c364c28ead1945097e168a46
info.unterrainer.commons	rdb-utils	0.2.0		7e1f1f3838f9b1263069aeea8bcf0d3db68aa69a
info.unterrainer.commons	rdb-utils	0.2.1		b2b6f0751d391491bede3818df5d981a8c3623bf
info.unterrainer.commons	rdb-utils	0.2.2		0dfb4def829de1846c477dc6a30d34bed0b5aae5
info.unterrainer.commons	rdb-utils	0.2.3		a16296f24b8aa281c8d78fd54f5d4de6cb7113dc
info.unterrainer.commons	rdb-utils	0.2.4		eae73c2271412cff95fbf7d2bad89c9e204ed25b
info.unterrainer.commons	rdb-utils	0.2.4-2-g11ffd82		7f5172c891c441044599029b4dca53a3596f7ce3
io.coil-kt.coil3	coil-gif	3.0.0		N/A
io.coil-kt.coil3	coil-gif	3.0.0-alpha01		N/A
io.coil-kt.coil3	coil-gif	3.0.0-alpha02		N/A
io.coil-kt.coil3	coil-gif	3.0.0-alpha03		N/A
io.coil-kt.coil3	coil-gif	3.0.0-alpha04		N/A
io.coil-kt.coil3	coil-gif	3.0.0-alpha05		N/A
io.coil-kt.coil3	coil-gif	3.0.0-alpha06		N/A
io.coil-kt.coil3	coil-gif	3.0.0-alpha07		N/A
io.coil-kt.coil3	coil-gif	3.0.0-alpha08		N/A
io.coil-kt.coil3	coil-gif	3.0.0-alpha09		N/A
io.coil-kt.coil3	coil-gif	3.0.0-alpha10		N/A
io.coil-kt.coil3	coil-gif	3.0.0-rc01		N/A
io.coil-kt.coil3	coil-gif	3.0.0-rc02		N/A
io.coil-kt.coil3	coil-gif	3.0.1		N/A
io.coil-kt.coil3	coil-gif	3.0.2		N/A
io.coil-kt.coil3	coil-gif	3.0.3		N/A
io.coil-kt.coil3	coil-gif	3.0.4		N/A
io.coil-kt.coil3	coil-gif	3.1.0		N/A
io.coil-kt.coil3	coil-gif	3.2.0-rc01		N/A
io.coil-kt.coil3	coil-gif	3.2.0-rc02		N/A
io.disquark.immutables	value-annotations	2.9.3		05b773fa2a0ffac9d7ba5ed1f0edb04849edc0f6
io.github.andreypfau	kotlinx-crypto-keccak-tvosx64	0.0.2		N/A
io.github.andreypfau	kotlinx-crypto-keccak-tvosx64	0.0.2	metadata	3708aa41c7cc8450d14f6b093b42508b3be6d668
io.github.andreypfau	kotlinx-crypto-keccak-tvosx64	0.0.3		N/A
io.github.andreypfau	kotlinx-crypto-keccak-tvosx64	0.0.3	metadata	584fc9a3fdd211692006b2999acff738e7d00281
io.github.andreypfau	kotlinx-crypto-keccak-tvosx64	0.0.4		N/A
io.github.andreypfau	kotlinx-crypto-keccak-tvosx64	0.0.4	metadata	7a2856b03eaf835cde76a53a7f7e35ba4f00cbeb
io.github.anioutkazharkova.knn	shared-ios	1.0.0		N/A
io.github.anioutkazharkova.knn	shared-ios	1.0.0	metadata	0d76fc8f768ea4ad01d07aa292a166f5092210d4
io.github.copper-leaf	json-forms-core-js	0.5.0		5ea8c08762d89059c9c9d1918213c0685d0616ea
io.github.copper-leaf	json-forms-core-js	0.6.0		3778bab51063b89df15beba152e9e5704a64f5a0
io.github.copper-leaf	json-forms-core-js	0.7.0		b157348431fec83f481de7ba0f6a65700c006c7f
io.github.dragons96	sp-dependencies	0.0.3		N/A
io.github.dragons96	sp-dependencies	0.0.4		N/A
io.github.greycode	shardingsphere-data-pipeline-dialect	5.3.1.1		N/A
io.github.greycode	shardingsphere-data-pipeline-dialect	5.3.1.2		N/A
io.github.greycode	shardingsphere-data-pipeline-dialect	5.3.1.3		N/A
io.github.greycode	shardingsphere-data-pipeline-dialect	5.3.2.1		N/A
io.github.greycode	shardingsphere-data-pipeline-dialect	5.3.2.2		N/A
io.github.greycode	shardingsphere-data-pipeline-dialect	5.3.2.3		N/A
io.github.greycode	shardingsphere-data-pipeline-dialect	5.3.2.4		N/A
io.github.greycode	shardingsphere-data-pipeline-dialect	5.3.3.1		N/A
io.github.rahulsom	nothing-kotlin	0.3.0-rc.3		6d5e75047f3a8d19ae2acfdac2899c9de0cd9117
io.github.wonderandroid	inappsdk	1.0		N/A
io.github.wonderandroid	inappsdk	1.0.0		N/A
io.github.wonderandroid	inappsdk	1.0.1		N/A
io.github.wonderandroid	inappsdk	1.0.10		N/A
io.github.wonderandroid	inappsdk	1.0.2		N/A
io.github.wonderandroid	inappsdk	1.0.3		N/A
io.github.wonderandroid	inappsdk	1.0.4		N/A
io.github.wonderandroid	inappsdk	1.0.5		N/A
io.github.wonderandroid	inappsdk	1.0.6		N/A
io.github.wonderandroid	inappsdk	1.0.7		N/A
io.github.wonderandroid	inappsdk	1.0.8		N/A
io.github.wonderandroid	inappsdk	1.0.9		N/A
io.github.wonderandroid	inappsdk	1.1.0		N/A
io.mantisrx	mantis-examples-mantis-publish-web-sample	1.3.13		N/A
io.mantisrx	mantis-examples-mantis-publish-web-sample	1.3.14		N/A
io.mantisrx	mantis-examples-mantis-publish-web-sample	1.3.16		N/A
io.mantisrx	mantis-examples-mantis-publish-web-sample	1.3.17		N/A
io.mantisrx	mantis-examples-mantis-publish-web-sample	1.3.18		N/A
io.mantisrx	mantis-examples-mantis-publish-web-sample	1.3.19		N/A
io.mantisrx	mantis-examples-mantis-publish-web-sample	1.3.20		N/A
io.mantisrx	mantis-examples-mantis-publish-web-sample	1.3.21		N/A
io.mantisrx	mantis-examples-mantis-publish-web-sample	1.3.22		N/A
io.mantisrx	mantis-examples-mantis-publish-web-sample	1.3.23		N/A
io.mantisrx	mantis-examples-mantis-publish-web-sample	1.3.24		N/A
io.mantisrx	mantis-examples-mantis-publish-web-sample	1.3.25		N/A
io.mantisrx	mantis-examples-mantis-publish-web-sample	1.3.26		N/A
io.mantisrx	mantis-examples-mantis-publish-web-sample	1.3.3		N/A
io.mantisrx	mantis-examples-mantis-publish-web-sample	1.3.33		N/A
io.mantisrx	mantis-examples-mantis-publish-web-sample	1.3.35		N/A
io.mantisrx	mantis-examples-mantis-publish-web-sample	1.3.36		N/A
io.mantisrx	mantis-examples-mantis-publish-web-sample	1.3.37		N/A
io.mantisrx	mantis-examples-mantis-publish-web-sample	1.3.38		N/A
io.mantisrx	mantis-examples-mantis-publish-web-sample	1.3.39		N/A
io.mantisrx	mantis-examples-mantis-publish-web-sample	1.3.40		N/A
io.mantisrx	mantis-examples-mantis-publish-web-sample	1.3.41		N/A
io.mantisrx	mantis-examples-mantis-publish-web-sample	1.3.42		N/A
io.mantisrx	mantis-examples-mantis-publish-web-sample	1.3.43		N/A
io.mantisrx	mantis-examples-mantis-publish-web-sample	1.3.45		N/A
io.mantisrx	mantis-examples-mantis-publish-web-sample	1.3.46		N/A
io.mantisrx	mantis-examples-mantis-publish-web-sample	1.3.48		N/A
io.mantisrx	mantis-examples-mantis-publish-web-sample	1.3.49		N/A
io.mantisrx	mantis-examples-mantis-publish-web-sample	1.3.5		N/A
io.mantisrx	mantis-examples-mantis-publish-web-sample	1.3.50		N/A
io.mantisrx	mantis-examples-mantis-publish-web-sample	1.3.51		N/A
io.mantisrx	mantis-examples-mantis-publish-web-sample	1.3.52		N/A
io.mantisrx	mantis-examples-mantis-publish-web-sample	1.3.53		N/A
io.mantisrx	mantis-examples-mantis-publish-web-sample	1.3.6		N/A
io.mantisrx	mantis-examples-mantis-publish-web-sample	1.3.7		N/A
io.mantisrx	mantis-examples-mantis-publish-web-sample	1.3.9		N/A
io.nstream	nstream-cluster	4.1.0.3		8e306d378ba40c809c7569a33359d3528ebb6773
io.nstream	nstream-cluster	4.10.18		631d3e0fff7075227e336a8d317d8f26fe77d531
io.nstream	nstream-cluster	4.11.19		aedb93eb7a37da6154c9f30fd9f33aecf1ca680f
io.nstream	nstream-cluster	4.12.20		007ad133c17adbd0f3947c4ca9b6f71478503810
io.nstream	nstream-cluster	4.13.21		bf9a39885eb78d5dd980597abe9c8c811523260d
io.nstream	nstream-cluster	4.14.22		83a29e9ceda99c20be85c2a2c5b654e56376fc51
io.nstream	nstream-cluster	4.15.23		00c5b96ad9a701790adc3be99589589ba510d741
io.nstream	nstream-cluster	4.2.0.4		b8fde3fc4665c185f2eb41d9b7b23847e83c5ef0
io.nstream	nstream-cluster	4.2.0.5		81cfdbd76b1116d33113e4c8bc52ffd256ec671f
io.nstream	nstream-cluster	4.3.6		bb897df54c1900da1414c66ec4f05f022b283797
io.nstream	nstream-cluster	4.4.7		ac8c8d67df7fc23c1750d54656fbbfb4972c4e89
io.nstream	nstream-cluster	4.5.8		207837c77ebaa19aaa937e8cb37f6847deb4640e
io.nstream	nstream-cluster	4.6.9		56d73d7c90ee1e0d2b7fe8d8f5b4eba97b28a456
io.nstream	nstream-cluster	4.7.10		cdd55f93b03d81d82d4320748bb81961018d866d
io.nstream	nstream-cluster	4.8.15		5e68bd00097f74e6ad26e46b400dbe6f1d0ffc03
io.nstream	nstream-cluster	4.9.16		ede97ec431b676cb008ac757f66824c847b3740c
io.nstream	nstream-cluster	4.9.17		c9bd50969c1fdb7413df4a16f2421f9c96e531ea
io.quarkiverse.web-bundler	quarkus-web-bundler-deployment	0.0.1-alpha1		821427507ca816aa2ba108a4d3006c8ee95d2941
io.quarkiverse.web-bundler	quarkus-web-bundler-deployment	0.0.1-alpha2		289bdd08b52c399eb32751ddaffe7ca1244d9be1
io.quarkiverse.web-bundler	quarkus-web-bundler-deployment	0.0.1-alpha3		44f71212164879fdec11590bb0dda1c0362f92ad
io.quarkiverse.web-bundler	quarkus-web-bundler-deployment	0.0.1-alpha4		214dd7c5035d844191619dcc691ef05979fe3eed
io.quarkiverse.web-bundler	quarkus-web-bundler-deployment	1.0.0		4d2e9106179cb12b17b8a90a707795298e7f314a
io.quarkiverse.web-bundler	quarkus-web-bundler-deployment	1.0.0-CR2		5314b8eb43f1e4719d501430cbc82a8776315b98
io.quarkiverse.web-bundler	quarkus-web-bundler-deployment	1.0.0-RC1		92930c9af86c5356af2d9b6293d3af67b2cef738
io.quarkiverse.web-bundler	quarkus-web-bundler-deployment	1.0.1		ed175df4ac07927891827ea422ea2dccf6a66bb9
io.quarkiverse.web-bundler	quarkus-web-bundler-deployment	1.1.0		b4cdd73765e26def1c05605faecd9159ff571a1a
io.quarkiverse.web-bundler	quarkus-web-bundler-deployment	1.1.1		49d554037a573b1e3524a1ff6d2be61e328bd757
io.quarkiverse.web-bundler	quarkus-web-bundler-deployment	1.1.2		c11f5195d58fa813a10fc378559eb9533fa50f40
io.quarkiverse.web-bundler	quarkus-web-bundler-deployment	1.1.3		4549f99e57a98e2d419d46801e93b39f2e74915e
io.quarkiverse.web-bundler	quarkus-web-bundler-deployment	1.1.4		f161f5ed16562198fafd632edd3d7fe4e6a60ee8
io.quarkiverse.web-bundler	quarkus-web-bundler-deployment	1.1.5		0528d44d6d593ed62a3b112419d80efc7142353f
io.quarkiverse.web-bundler	quarkus-web-bundler-deployment	1.1.6		a8f55ee477e745650236042e808ea51769a0d291
io.quarkiverse.web-bundler	quarkus-web-bundler-deployment	1.2.0		7a6b2e0ccabc5487947b05bab0446a40d81ec2c5
io.quarkiverse.web-bundler	quarkus-web-bundler-deployment	1.2.0.CR1		56d28ffd9a7bd933cc25aab4f5d102222fb97aaf
io.quarkiverse.web-bundler	quarkus-web-bundler-deployment	1.2.0.alpha1		9fb949a67580375555f3c9a1c738c820cad36c2a
io.quarkiverse.web-bundler	quarkus-web-bundler-deployment	1.2.0.alpha2		503365fabf858728a9986ee50a31e0c455290c40
io.quarkiverse.web-bundler	quarkus-web-bundler-deployment	1.3.0		40548627e008fd85d42d730ef8be8be38db649bb
io.quarkiverse.web-bundler	quarkus-web-bundler-deployment	1.3.0.CR1		ffed50ade8499952550a93969176457f3beb190b
io.quarkiverse.web-bundler	quarkus-web-bundler-deployment	1.3.0.CR2		a1e48d413c5d59dd096a4b0b194b06efa0ecb9da
io.quarkiverse.web-bundler	quarkus-web-bundler-deployment	1.3.0.CR3		9807e5c61dfa1f93cc57a0c183892cff29a0515c
io.quarkiverse.web-bundler	quarkus-web-bundler-deployment	1.3.1		71c0d8525d1d9e1bb263e759d4ee89f70d240880
io.quarkiverse.web-bundler	quarkus-web-bundler-deployment	1.4.0		93742186d06e14a17b8286af2b9e3bdcb6fbc9e4
io.quarkiverse.web-bundler	quarkus-web-bundler-deployment	1.4.0.CR1		d6016930d3994380c161bad7fb7a29808d71fe6f
io.quarkiverse.web-bundler	quarkus-web-bundler-deployment	1.4.0.CR2		cac47c9eda4af82019de7a8d751a437ac76ed4f3
io.quarkiverse.web-bundler	quarkus-web-bundler-deployment	1.4.0.CR3		fb8f629df5a5c0fdaa5826055887ade36dd5ebe7
io.quarkiverse.web-bundler	quarkus-web-bundler-deployment	1.5.0		766206370d7432b1b83e11d12ae5fb917ad22a87
io.quarkiverse.web-bundler	quarkus-web-bundler-deployment	1.5.0.CR1		020b5f5559aedf8611a1fd53a6ce2d76ef88670b
io.quarkiverse.web-bundler	quarkus-web-bundler-deployment	1.5.0.CR2		e8bfdf574f7061b18fb485f182deede80a01e371
io.quarkiverse.web-bundler	quarkus-web-bundler-deployment	1.5.0.CR3		6c75c1529a70dcea8d1f2896ff569df90afa502f
io.quarkiverse.web-bundler	quarkus-web-bundler-deployment	1.5.0.CR4		2d0a06f93655f12811b3ccb976f3169b1927cf22
io.quarkiverse.web-bundler	quarkus-web-bundler-deployment	1.5.0.CR5		595c6dce8a2fd50e3b278071f843ba904d5a6ed9
io.quarkiverse.web-bundler	quarkus-web-bundler-deployment	1.5.0.CR6		01068406d243a2a49bc4d819b02987e1075ca04f
io.quarkiverse.web-bundler	quarkus-web-bundler-deployment	1.5.1		308724c0782391e5780099f3b01dfad12c2b87d7
io.quarkiverse.web-bundler	quarkus-web-bundler-deployment	1.5.2		6b463105f8532034656cc6c2ce865ac71cc2d398
io.quarkiverse.web-bundler	quarkus-web-bundler-deployment	1.5.3		4e7d356d0c1e0d2b129e4a5c6efb2058b58ab9f7
io.quarkiverse.web-bundler	quarkus-web-bundler-deployment	1.6.0		75562bc7d20c8dba39508a883f662bb99de61bba
io.quarkiverse.web-bundler	quarkus-web-bundler-deployment	1.7.0		acadd0e6aab8b46515205e0dcb3582235549e11b
io.quarkiverse.web-bundler	quarkus-web-bundler-deployment	1.7.0.CR1		00a857086d0cc89b667066152dfeae19d44e0b6b
io.quarkiverse.web-bundler	quarkus-web-bundler-deployment	1.7.1		d78eb39ea1e56dcb2f106c7469b911aa5ff511b8
io.quarkiverse.web-bundler	quarkus-web-bundler-deployment	1.7.2		4c468084b91d65999d80288ac0e0703120ae0909
io.quarkiverse.web-bundler	quarkus-web-bundler-deployment	1.7.3		10375865d32d8c178ef795e055cc119b85c29825
io.quarkiverse.web-bundler	quarkus-web-bundler-deployment	1.8.0		4450a3e8d635500d2ca959b6b21c8c8bcbbfcad2
io.quarkiverse.web-bundler	quarkus-web-bundler-deployment	1.8.1		50989922be3be92a1a669fd71ed4c404113c4361
it.uniroma2.art.semanticturkey	st-dataeu-connector	10.0		dabcfbdc03b4bfa392293a76706307747cfafc5c
it.uniroma2.art.semanticturkey	st-dataeu-connector	10.1		1351c6288da5b3836299eb73938d59f686f4ae08
it.uniroma2.art.semanticturkey	st-dataeu-connector	10.1.1		2b8627c313d1ff316d89085ebed787f236907df7
it.uniroma2.art.semanticturkey	st-dataeu-connector	10.2		23472eb6e5d46caef0374ce281d2e9ae7c3abf20
it.uniroma2.art.semanticturkey	st-dataeu-connector	10.2.1		a4dc8f12a8640e1b2eb4640a2ca896613d2d09fc
it.uniroma2.art.semanticturkey	st-dataeu-connector	11.1		30b7fb714946b1ab67a20d47af88cc46cfd29300
it.uniroma2.art.semanticturkey	st-dataeu-connector	11.2		9d606d8a67f183e46cfbffb4f8a95c6416ebbd36
it.uniroma2.art.semanticturkey	st-dataeu-connector	11.2.1		514d3694d8bca3abca15ad9a5b996342c4b32ae8
it.uniroma2.art.semanticturkey	st-dataeu-connector	11.3		66e9d3d5145864e485f3879d203a3651819ca70f
it.uniroma2.art.semanticturkey	st-dataeu-connector	11.4		6b14d2503f58177c7144b06229ea17c65497f0ca
it.uniroma2.art.semanticturkey	st-dataeu-connector	11.4.1		0f9c207df0b77845dfd7480778f4cba148b5572e
it.uniroma2.art.semanticturkey	st-dataeu-connector	11.4.2		302c819216c8c08eb561c5ef4a6427efb393136b
it.uniroma2.art.semanticturkey	st-dataeu-connector	12.0		7468c0694710803c90d1568cf1b35fc34179ddf3
it.uniroma2.art.semanticturkey	st-dataeu-connector	12.1		0ff5a920f9b2219d88ff05a7d58c524503b98f87
it.uniroma2.art.semanticturkey	st-dataeu-connector	12.1.1		adbeb9bb374b23c80dfa687eb128ddd0483d28e6
it.uniroma2.art.semanticturkey	st-dataeu-connector	12.2		deebcddbd3b28fb8f6e26a01040fba5f0b7952e3
it.uniroma2.art.semanticturkey	st-dataeu-connector	13.0		5b998d64510aea927d57ddc5e74b6f4c3bafed17
it.uniroma2.art.semanticturkey	st-dataeu-connector	13.0.1		44bb407a436a59e1c2790b22582ba82f8faaaaf3
it.uniroma2.art.semanticturkey	st-dataeu-connector	13.1		808311cd3d7176b0a16d269a7ce17f9b37a139b0
it.uniroma2.art.semanticturkey	st-dataeu-connector	14.0		7d89cae7a307ad2785c72703f0691856f46fc3df
li.rudin.rt	rt-jsf	2.7		f13014d36e9601485cfdb4ac8d93007e439da468
li.rudin.rt	rt-jsf	2.8		615bdc81a6ae9fef0af9ca8384939c96c9975cfa
li.rudin.rt	rt-jsf	2.9		455fe1eb2e49a686ec431b57ae4c8dfed960fc92
