beehive	beehive-netui-scoping	1.0-alpha		a9ed56a3e9cde8bd4ca3a976fbf76cb5f1dd1b5c
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	3.8.1		f7cc2bb7341d44e325673f20454a2093bc2495f2
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	3.9.2		e39bf4d0a7764bbcbb0a6ac4ea122d805d6d786b
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	3.9.3		2dd1a6142afcf800177a1146f634d4e26f5b0237
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.0.0		fe0c5719658db5900b7462a46e2e8e2063948c1b
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.1.0		5cbf4ee76a3f70a68e2c91474b7bb44c240fa4db
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.10.0		b17390ec02a82874d16a8f294a5fbd894c450599
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.11.0		fd97537774bbd7ae32b6430765fe8dd473052c6e
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.11.1		f2d854e7820e7bb3578b0b372707596add3d7fbd
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.12.1		abc9c87471d5fd5fa78c672cfa9e9358e84de1cc
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.13.1		b44d3b278430817b8437ea87135049080700e2b2
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.13.2		08c3e38ab97223d1cb728930999621aeba80ac84
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.13.3		593a65e94dece1e259ea01b9b5163f6fc519a036
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.14.1		dd64d5be89c41e6233f3c54bf18f4e7c07483419
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.15.4		d2cf9c34eb640f3b51d76ede7675c85e1b0a1be5
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.15.6		b784d3f58b0939fc3adf9eadf27350bdba3dfba3
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.15.7		c21e62cbc70ae3eec34bfbd12233326260b667da
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.15.8		6d5f5f4be20fe1c925748737a90123e0e88f02d4
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.15.9		dac41f94e440c0030f22a433043485869ebec1d1
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.16.0		03956bd5b78cfa28079e49babaf48c9c4441b6b1
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.16.1		1d88bb4f10ed7ab423bbb3554d9620183b9342ba
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.17.0		de7eb777a61395393447f65af5ac09fb7f1236ee
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.18.2		e674550606780979c9fb960eb00d3c394d171c4d
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.18.3		820d8d516f7678853b5c527a0002d09a21d43856
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.18.4		78d57e4e5fd58b43d58ad6fb66fa8d5947427ac6
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.18.5		0c38da1edc5b0b0981c421ee4a92f8ac49567607
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.19.0		c00912ca378b3d23809f2129dc48dfb60b1e533c
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.2.0		295ce597e81ec687f546dfc984cdacabe9cf1321
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.20.3		cf33a5c0a592e8f60afa43d9ae3a8e854f4ef4b4
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.21.0		40a7d45decc2a52f0a6b23ff712ec5581660a5b5
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.21.1		1d51fcb250c3be833021c747d446b3efc6d3976d
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.22.0		3e531a490b02de4d817820f744a601d34d227152
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.22.1		7898508e85a7e05689c357cacc2ee30f253e0ad2
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.23.0		73d11a831bb164299372d5b6dc114b6a24e69d6b
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.24.0		9b930b2989e93ef33abb592ede7ba37de6a0b435
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.25.0		ce4a0a61f89e57e48ecdb6b2c82d88701b73ee0a
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.25.1		2298f22355f59331b1a5b1bf89dee14347222610
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.25.2		f9ac3048faf7aaea13eee77d6b8199dadd138c58
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.26.0		5b5182530def81fc9ab0566b6dba9e3c2301df76
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.26.3		a04722ef899013c310cddd2ac31111af1cf5e728
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.26.4		c227b7ca82dec12f9709cd7ffbda4f5aced2e6b5
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.26.5		7694d4e201759987749d80125a8b15021797036f
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.26.6		65ca5f919787d7959adcb0f18afdf94486ab0d7e
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.27.0		134481d71377f37b370065f57bceafc885117bf6
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.27.1		ff488b7d4c183211d9c0a8c0130cd5b5a44a2521
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.28.0		da3585e708d97221a62358332b77dd48cf32af14
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.28.1		6e8310b6f3eae1c6cc695b57724698170a40bacf
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.28.2		c1a37db5150a89e29cd933786aab0d2efae67a26
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.29.0		5b7b39526d53886f96c11e3e1980ec4302ac8484
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.29.1		c4f7ef13a5bf4b53ef35a0e290c1b72b1e672415
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.3.1		da0c69d7236545c0bd2851108f3d339561a5ded4
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.3.2		cb42031e62e274a9c6378a68c9536dfa62315e45
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.30.0		65c19f748df4f222e4075e928d13b656022d9eb1
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.30.1		0a47fc1bc55b1bdc8f2f178067918e58252a3f3d
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.30.2		f6c6a19fc5d50e7aacda9390b8152a9001fb94b9
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.30.3		60025c96e024a0cae79dba45339eced11b1ac1db
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.31.1		773e39a48c69e4c10320ee647912f853356c4bef
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.31.2		240810aa24bbcd6ba0194c0f8275f697843f5282
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.31.3		54e23f79351076aae672eb82e9d4d801ea4f2a46
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.32.0		54dbc6b125a3ea4e8cd0618fbbe83a246ff95665
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.32.1		6901a9057240cd28af2cda1d8c87ae29f19e1039
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.32.2		d76460d27c903ec624c8dde60908793e5255628e
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.33.0		2be4d60b6e39b54d688f22bf0eb44a7a169dd9e0
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.33.3		3bce693752f5b90ce8e937ddb54f45d6126fbc8c
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.33.5		d6f834d5ba18b0c1133bc6dfc0507c2e07552505
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.33.6		ba533a7fcd01bd9540c94ba27468e73abcc349d5
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.34.0		56ac497bd9105105cfe0bbde877b6737784a5067
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.35.0		841c967a53b5eca85c24d47f59f39451e150354d
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.35.1		4b4757fabc761f29985bcfbce120932d66cf2898
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.35.2		e8ad68397de05907c19f221f0297930d99732b25
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.35.3		cc6e624812dd051442f27c520662570d87e96554
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.35.4		a3131431189e9efdea2bc3b12e66e692c95c0b23
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.35.5		153be456d26b45b074f34937b48c96ffc8afcc32
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.36.0		0f1fb059517d0e0bf267bb6dddba46c19e54624b
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.37.0		f89d543514ea1878d48c2f8569837fe7caf392f5
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.37.1		e1af84a0b49c347e199dcf1c4aa1e56702d6e4f1
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.37.2		1773e457d379a422c75fc825aa175cc169c3a77f
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.37.7		cb803672235be02a8b433fb3bb04916d5ed7d4e3
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.37.8		3e90b2e01078f4ab1ed1770531b85dac64a0f9c7
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.38.0		6c3576d7e617a76f9bdb5db6c1d7ccc0e1fb0639
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.38.1		17c0201ab1a9a39df50923af2c133bd2becbcf36
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.38.2		1977064d25cc773517851af771ddcd1e954e1a7e
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.38.3		edfdd69e56a6f241747902972c2aeb6a09f30221
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.38.4		572dce7d3e212f8b2ba58fa8d22a84caea1962da
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.39.0		ce14c0752f213cfd72ae7671cc1186a639a7b75a
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.39.1		6077a854c12158185d4cfaadc58bcdacd60b5d0e
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.4.0		eb3d194dfc010944508f594f0086fc81d87ae705
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.4.1		f9a1120770621c6be438da5be19b6fba4ca9b561
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.4.2		81f915b228252af9b6651ecce99098b22a1c93f0
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.4.4		91d11d9e9e88b172c4c6ffe583c591481c00ae35
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.4.5		0163d27c5342d52f9696f94a271ee1b0f846e426
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.4.6		d6f095dbde21626af8dbf69f7dc776a594b04baa
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.4.7		fb7fd3b012c06dc3e374418fad7c04b8a3d0415e
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.4.8		11ecdcbf57f347ff0ff3504b8f84b8918af73359
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.40.0		e69ef655dca756e161611a83133661178c34ec18
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.40.3		31ed8df122296678a835272ec047c4cb507e685b
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.41.0		36165d3474f6c684e29b698154ed6d7b8a5acf45
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.42.0		c793b8ed906f4cad8e00dcd47cb811bf3a9c72f7
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.42.1		543ac4be01a09fce77e7af92cc8bd464f9bb3d91
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.42.2		709e078a5780791c7b10d18c4730443c9632619d
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.42.3		61cb4a8bbc6740e6c16b9bc1f58f802320cceda8
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.42.4		150cff02ba71fe07091b981fdda7ddaa7e1fb00e
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.42.5		0d83af95fe175346dba912244d1293ba60155e78
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.42.6		155de59f44b52647436c6183917637a11151c6ef
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.43.0		aa5e3936480257f4cde53c1dd57dc89e2d0fe737
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.43.1		13a9efaa6040aded93b35692fa4e47ef819505d8
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.43.2		099aab3fd209d32e2d12df05d0341c4991180bea
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.43.3		7c008a6e45bb83b475a80eb76e8c86d103b5a092
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.43.4		b9e597c2987571c19ede80435ea6b2343cf738f5
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.44.0		a8434133fb2e81e79bf38ef015a9d01462e8ab61
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.44.1		d255c707658a795dc6c4f58addf8f908afb2e7e4
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.44.2		69cba718eec3c406cec807bb47ffbad56d25496b
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.44.3		bc0f6afff3255755294e2c8c65f2bb1bf33a6153
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.45.0		6198783ab02739fd116812796971eac1ccf3eddb
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.45.1		05a6ee4456ac93ec4e79d598eed066ba9e7b1661
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.45.2		3dbde26bda9d4e8699548125f23635f404158635
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.46.0		73d41c43d2713753162dd20e1ffdef5492697c97
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.46.1		04916ecd613fdd80561aa3c0253e1f0eb6632c75
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.46.2		2c164def8ce52a4bc2d61a43b58b64b3c83db43c
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.47.0		308d2776f311e5cbb22cbe3e07b5641c45fd57b5
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.47.1		7db216908a380f628cd145ae3c9ae7249a6b381d
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.47.2		cdd92bd2f00cdc96251a0967bf01cd216ae470c1
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.47.3		1d11936d6ffc594cb8c26ad9f819f213e4c84d4e
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.48.0		7d3398df52fcfdb5a2d0d87d06d8b43512cad1c3
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.48.1		47ed8c240d5b164ab52043b18c124b156efbd011
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.48.2		0b0ff6687687391e6ea3fc0235f95cbfccdeefbb
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.49.0		14bc2708ffd9c6073c4f47cd3ac23a461c8e57a7
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.49.1		43a7059d57c7dacc3259aba9f5442d0d5804ab14
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.5.0		d95e64cdb449a1a3a57fc019b2898f53d53f754f
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.50.0		3bc26fef65aef26fecc7b170f5cbe4c22e5a5640
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.50.1		5fbb7505dc05be8c3e1b2f27a2b4a86c8c5f681a
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.51.1		8b73f5600fa5da8803d4b72a15a46cba24f3a976
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.52.0		e74f0ecbb224f4001f5029124a6569e860d9f0e4
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.52.1		9da68db5c71666e30eafba8b6f4b55bbfbfdd086
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.53.0		c652f537b6d74297851dbf5f5f90b0951614b137
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.53.3		4c03903bf9972b55b17e90f354539cb58697f422
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.53.5		d9dbe541fab9eb292100dfb7aa3b3056f180cce1
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.53.8		17195c2d8d4c9b47d23f5d5a1fbb369302375165
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.54.0		69a687c5b9aa76a6fc99eb1ae5d1ad3822886c50
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.54.1		93d0d1527e8ec06d4014b556d8bcd059447144c5
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.55.0		47cff8acd25ba7c10752f292c906a6b0ded13ba9
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.55.1		d288840037beccf894a2b5a3d831ca7524301aa9
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.55.2		f74661eeaae9eb712b7d2f43fe25accca9bb11db
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.55.3		24036da6399e8d74e41314bf97e2901cfa251e03
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.55.4		90f29936461868e9a5bbe355d6ca0838634a9b65
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.56.0		0f365e385d8c99dbfb52b97202aa9f4e386a0992
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.57.0		b3cd3866db8ee6946a41995c7b4da6326717e8fe
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.57.1		2bb627062e8bd53f70089e71bcc9e26e0fc1433b
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.58.0		1b91aeac4119866e639bfc01d7f0ea79f0efcb6c
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.58.1		847998484f3cb46c3a98c7dcfe86d499f9d04d0c
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.59.0		f099e13c619cd27a3f81b2365779512b00753b67
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.6.0		9c773852d81eeab5d2db4cd74dd5d85c842d6177
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.6.1		88df84c8da33e47db799058e3e31b93f2c4a9f78
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.6.2		e54b87fb20a5f895cba4de3085bf3d8d86860e3b
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.60.0		738e5fb50816e0c851b8d581dc7608fe88d5c318
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.61.0		7b45a2a16d65b79296d38c834dcebc3176f36313
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.62.0		4c66cf50af844622ade8600549cb59dd942e2fdf
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.62.1		2064cc8dee1655625688f1ef90fd21e2591f077d
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.63.0		1c5984cc1ea8bc89d976e5fd09e4981f0d1069bc
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.63.1		85f625111b63b7e4091397ed5c330e72f3bbb31f
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.63.2		1a73f97a143c8ffa1bb4e8945c83fec2be2a8c90
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.64.0		3fd90db46d985db35fad5975462706c780dc0156
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.64.1		4976e90280b0f5d76e15d7428c9be7a264e5da46
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.65.0		aa2197e6647ee00f34e772b75984203fb90dfd16
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.65.2		2f56f072d5cf6e0daee71a5a6d31a9c1700a091a
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.65.3		3219d238e875d365dde9e10db9090f4badb3857c
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.66.0		599b60e650961609417aee5af8592474e21e2e38
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.66.1		0535e16444fde94c4278ef4c895b24b85caaa502
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.67.0		9861654b9c201ed75e1643021e93f7eef1b6978a
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.67.1		7814d28cef93b6ed2bfecaee730a0a09559969cf
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.67.10		6c003b7eafde2789b06a4a3b67745bc88fbc294b
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.67.11		629165425af4a586182f9dac235902332a0edae7
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.67.12		0649a130da857126c8a3e6414fb1cd30ada048f0
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.67.2		3d3a90a712fc3e194bab9c4aca68dfe941eb76e9
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.67.3		d6d06c508cf7c04e2f57201663f28fcea5ee309c
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.67.4		3936de60580aa734a6c1cda3d835ffce86bd6548
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.67.5		49a902a7bbbd243a7cb9beb6bbf1f5eb3f64b9fa
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.67.7		3c7715904516a0a0fc6a0d07f7e7f83484c21cd8
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.67.8		43256d01409b0d8dc5520386d4a40740b9b9e536
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.67.9		8a2cf70c5da003f015ec8f46c19b75d136f4e4e7
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.68.0		4381ccde5434c565c0c94f222a76686d8d81393c
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.69.0		64a3f47a7dd66138f5e20c47bd092dfbbc60ceb3
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.69.1		8e0c954d25326983ce2057ba4c60c36743d5cb76
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.69.2		6e3202c87b0ab8103d703bb27e4f421f92e5508e
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.69.3		a5c131cc556caf267cd70c23f2e27c4a88df438e
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.69.4		5a80a4320acd1b1ae9bfb04f75a8aad88e44578f
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.7.0		44880b25c6edcb26a2044f6850be388fdf9b9470
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.7.1		7e2a0b4bae4824847bd8721a5b56784015a6886e
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.70.0		f49bd4cb427634bdc737a3e3e1910d94350c77c1
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.70.1		ce4e63232a2a4f1799c9057a7585c38fd47d8022
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.71.1		c9e1950063a60fe7aa3fcf85b0453cadcaae653b
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.72.0		7c0fcd6bbe28b5c3cce8d89c67ee72b36cc949f0
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.73.0		0732008d2d8fe2ac3b432729bdb91dc0945a193e
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.73.1		102ea7d7e83b09bd666df7f3e5f3f857da2e6e4c
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.74.0		0294c7939c5c86c3d6288204fb51fb3824620c38
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.75.0		6e039321d0d3d30c7070f7acef05483f762fcdb5
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.75.1		0e2c9e28e0cd7c5dad04b8765df23ae2b56d73b3
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.75.3		5a0fb72ae21d8fad6e23adae7767c15ae904a7f6
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.76.0		a2042254965d9f67251d6b6c2c23aefa2f175dce
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.77.0		f24bc367fbf42274f1cefec142b9fd7237059384
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.77.1		6078f2438718068649d140b7e0d4290c83db2843
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.78.0		21ee5f526aef137a1697e0992ad0f127ba3491fd
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.78.1		fd0d3cd542fac135f2f92022bcf4f7a4d183881a
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.78.2		11fefd95897e3dee3055481cee3d84adddcde540
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.78.3		3b2eaf0bfbf9027a974be5c8b28a6a0f4312dcae
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.78.6		becc2fd486d961738956837b040712563145e0e1
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.79.0		90f3bd2505cb4be144962960048cdf4fb7c7d054
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.8.0		7dcfa0c8431a11e372eba510f1aa04d13d756ec9
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.80.0		0df2f29f370ff8618f0eb8ba0e3328fce1267b36
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.81.0		6158e634de350db49341836bba415c298badeb95
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.82.0		6c5101ada9ee8c09c3234ad4bcf00a97198fe0bc
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.82.1		388f0ca135fe1c09bac5d6fae036c47aa5076824
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.83.0		6928336febe460a54dee15eb9afb05837a22b182
org.finos.legend.engine	legend-engine-language-pure-modelManager-sdlc	4.83.1		73b884a3f3e844f9506c78f9058a8487362dacaa
