ca.radiant3	jsonrpc-java	0.0.1		2aa511a6cbc763b085cecad562b6ee68fe810aa3
dev.icerock.moko	maps-google-iosarm64	0.6.0		N/A
dev.icerock.moko	maps-google-iosarm64	0.6.0	metadata	5a07bd239a4fefc57b9d519156ba52571549ba06
io.accur8	a8-shared_sjs1_2.13	0.0.0-20210818_0952_raphsonatype		1b6eb950850fea54b834e0743a62682d7a6059cc
io.adtrace	adtrace-android-xiaomi-referrer	2.5.0		N/A
io.arrow-kt	arrow-optics-compose-jvm	1.2.2		e0b41628739978ff7e1214e1163be7d945b2019f
io.arrow-kt	arrow-optics-compose-jvm	1.2.3		e0b41628739978ff7e1214e1163be7d945b2019f
io.arrow-kt	arrow-optics-compose-jvm	1.2.4		e0b41628739978ff7e1214e1163be7d945b2019f
io.arrow-kt	arrow-optics-compose-jvm	2.0.0		c3a9cefe607132a98577b84244a10b1c1333917d
io.arrow-kt	arrow-optics-compose-jvm	2.0.0-alpha.1		fd8556f838e17861d9a9c7051d4e3242b155ae39
io.arrow-kt	arrow-optics-compose-jvm	2.0.0-alpha.2		fd8556f838e17861d9a9c7051d4e3242b155ae39
io.arrow-kt	arrow-optics-compose-jvm	2.0.0-alpha.3		fd8556f838e17861d9a9c7051d4e3242b155ae39
io.arrow-kt	arrow-optics-compose-jvm	2.0.0-alpha.4		0a19c31087e10b21da325d8bfae184f5afcdb115
io.arrow-kt	arrow-optics-compose-jvm	2.0.0-beta.1		13b0d178f9149d3abea8bdedb0490b9cb3833296
io.arrow-kt	arrow-optics-compose-jvm	2.0.0-beta.2		13b0d178f9149d3abea8bdedb0490b9cb3833296
io.arrow-kt	arrow-optics-compose-jvm	2.0.0-beta.3		c3a9cefe607132a98577b84244a10b1c1333917d
io.arrow-kt	arrow-optics-compose-jvm	2.0.0-rc.1		c3a9cefe607132a98577b84244a10b1c1333917d
io.arrow-kt	arrow-optics-compose-jvm	2.0.1		c3a9cefe607132a98577b84244a10b1c1333917d
io.arrow-kt	arrow-optics-compose-jvm	2.0.1-alpha.1		c3a9cefe607132a98577b84244a10b1c1333917d
io.arrow-kt	arrow-optics-compose-jvm	2.1.0		673b323983cbd2d3cb4e6c0e49b390f478ef3348
io.arrow-kt	arrow-optics-compose-jvm	2.1.1		abb80aa4d9a569603a1088bf1d1035c5916f5f5b
io.continual	continualModelClient	0.2.28		fdeb3fb8cd26d7bd4325c7c18a1dbcfdf919f4b2
io.continual	continualModelClient	0.2.29		27ccc68af7960ed2847b562d766a4da12131ed95
io.continual	continualModelClient	0.2.30		63ddc67fafb46b4ebf2ed1418a9cfea5d50fc756
io.continual	continualModelClient	0.2.31		c038de0b3c504b657cbf54712bc67949d249aa06
io.continual	continualModelClient	0.2.32		10a276d6992fb34c1043d4c68a3b9dbba0fc330e
io.continual	continualModelClient	0.2.33		6311894782a9b85d75950af6657980d64f8decb7
io.continual	continualModelClient	0.2.34		e39e16a67e6990879d137c505a305a6c5b985535
io.continual	continualModelClient	0.2.35		cae165a6be013100021c4503cafba1e9318cadc7
io.continual	continualModelClient	0.2.36		489ad26a4bece475afce9e433f12ea6700ba6ab0
io.continual	continualModelClient	0.2.37		c10216059091a5f1cd62f32a8344a70d41c0bae6
io.continual	continualModelClient	0.2.38		2fe61f49cd71d871c412d1e0fcaa06ab9b5af8ee
io.continual	continualModelClient	0.2.39		754864725ba697147e8e96d5e33cd09fc448ed57
io.continual	continualModelClient	0.2.40		04b96f2cc07375758c10efba51866082e571aee8
io.continual	continualModelClient	0.2.41		d66847d79fdc7123e0cb83a091bf359358b0ecfa
io.continual	continualModelClient	0.2.42		64139ceb8dd67194e6b1efb18cd3f0fb5399c1fc
io.continual	continualModelClient	0.2.43		10232b1426028dab37f87baee29c42cfc939b7e6
io.continual	continualModelClient	0.2.44		4c2aad2cdcf04a2206f77d7ad74afe8b3dcbbc06
io.continual	continualModelClient	0.2.45		68a8030ae980a7c968748375c511a3cbc44d3474
io.continual	continualModelClient	0.2.46		e288bc9889b869ec7f7fa6194052ef72ca91eec2
io.continual	continualModelClient	0.2.47		d73da9c52b5024bc5b813b2232d69f621bd7f194
io.continual	continualModelClient	0.2.48		1f61def087592b0f55d38a87df6c017abc902477
io.continual	continualModelClient	0.2.49		52db68dffba2152c455d4fbd4985976359a2d302
io.continual	continualModelClient	0.2.50		d04581d2471b68889777cba4fb211219b5fc594a
io.continual	continualModelClient	0.2.51		6d258f3ab141951af335083ffde5b46105392f4a
io.continual	continualModelClient	0.2.52		af218b6fa26a1fa7e7a157b3e58d000aa89f26fa
io.continual	continualModelClient	0.2.53		24668c999b299cb8f6f24a7c9abfe3dd266633b8
io.continual	continualModelClient	0.2.54		a04386a121c3ef7a48a0ead4020114ae72eb1eca
io.continual	continualModelClient	0.2.55		9cca9b510f20f2d1622b13b1e1cea87b414a96b3
io.continual	continualModelClient	0.3.0		c14a898943ef0ee82b3bda95d1753d01286a7fc0
io.continual	continualModelClient	0.3.1		9c4dcea14d263c96128ed8cf199c45081c84d64f
io.continual	continualModelClient	0.3.10		a96e692973b7692696feb50db4ef152e6f0df6e0
io.continual	continualModelClient	0.3.11		1b884c90e24712f6b37a04707ec642539dd08e8f
io.continual	continualModelClient	0.3.12		bd17dd4dbd125b9ad52d9f4c45bafc7947e42e8a
io.continual	continualModelClient	0.3.13		5c29e2ecefeff3e239c5c3bc8593fd7fa25a3ec0
io.continual	continualModelClient	0.3.14		35721e1077303e79e0dcbc66c634b8a1c3bc425c
io.continual	continualModelClient	0.3.15		084e61af1c0721c663733118d2ec530ec50b71ca
io.continual	continualModelClient	0.3.16		91b7b2614892f41afa8e0de25e7812e4b26a8ca6
io.continual	continualModelClient	0.3.17		dcf0df494462882f937ef8e4c8e8481e64254e66
io.continual	continualModelClient	0.3.18		0fa0f734af9c6847ad9562a71a8eb7ebc85da15a
io.continual	continualModelClient	0.3.19		1e97dcc7b9a069c49c3cd0624fde470c743d6b1e
io.continual	continualModelClient	0.3.2		823af16f8eb6f46610eb2142a94c89e222250c13
io.continual	continualModelClient	0.3.20		873af3d2e6b8e3192d880b44cfdbe9ba07a649eb
io.continual	continualModelClient	0.3.22		630713873596dda574c0ac171e82ba0e74b4d39d
io.continual	continualModelClient	0.3.23		645cf0f1064435423b51e8f474528624cf0967f3
io.continual	continualModelClient	0.3.24		a2acbf2247fac93a4a9dc050514ae4e9a81577bf
io.continual	continualModelClient	0.3.25		51701cf0a307940e101f12efd3b700347e0950a0
io.continual	continualModelClient	0.3.26		b5e8d2b4a8f43a81ef25a0cc3fbff21a2c3cfeca
io.continual	continualModelClient	0.3.27		42872eb89996a6b6d9121ebb83ea33a38977adcb
io.continual	continualModelClient	0.3.28		d8b8d064a58a8a519ce42a568a57f0b770deaf0c
io.continual	continualModelClient	0.3.29		1c2d6de2c76743b4c06d936159f83d6027f39b59
io.continual	continualModelClient	0.3.3		046e74aadc96093f051709ae3517fe28a56582a0
io.continual	continualModelClient	0.3.30		4b59354c3e081683c89e06e1a913e970f09c5117
io.continual	continualModelClient	0.3.4		253dace18a3c1a6354c7f91855f72ff5500ca767
io.continual	continualModelClient	0.3.8		84144130825ce4f83b6dba6ce7bd1c4a8c5a00ed
io.continual	continualModelClient	0.3.9		a8c94241d117cd6bdce6e4d94abac1479273932b
io.getquill	quill-cassandra-zio_3	3.10.0.Beta1.6		b23717f3c16bc8c8f3a4ed4d66696b320dcc8294
io.getquill	quill-cassandra-zio_3	3.12.0.Beta1.7		36cc8402ce47976f5b946cd15840336cf68ef197
io.getquill	quill-cassandra-zio_3	3.15.0.Beta2.0		b2594433d359dc22b2f78d7a55ae6048b79e0d6b
io.getquill	quill-cassandra-zio_3	3.16.0.Beta2.1		4487c1a88a9e0acf93908dd6aef0bcd48870c47e
io.getquill	quill-cassandra-zio_3	3.16.1.Beta2.2		d831b33355000fd7db41a4f7ed9e074027204fc2
io.getquill	quill-cassandra-zio_3	3.16.3.Beta2.3		85a393cad5079eb79000402189acd731d9451584
io.getquill	quill-cassandra-zio_3	3.16.3.Beta2.4		0bbb8837b98f36f011e772ee52f7b0d88736d8a7
io.getquill	quill-cassandra-zio_3	3.16.3.Beta2.5		13b20bab3caebca8cdf4f60346d8f3745cd0a5e9
io.getquill	quill-cassandra-zio_3	3.16.4-Beta2.7		29393e4cf80b4dec1bad9c0e6aa67c276e179940
io.getquill	quill-cassandra-zio_3	3.16.4-Beta28		a644a7b524cc9aba15ec8a9eb2a1f876b60e6bc5
io.getquill	quill-cassandra-zio_3	3.16.4.Beta2.6		2ed3f5a59a86aa59fcf6450fddbd49d7786f1f64
io.getquill	quill-cassandra-zio_3	3.16.5-Beta29		2caf8f18ed0fc9174c36cb3029629bf6f35409b4
io.getquill	quill-cassandra-zio_3	3.16.5-Beta30		82b9e6e5c97c43f54b37e03dac72071d55f7d05d
io.getquill	quill-cassandra-zio_3	3.17.0-Beta30-RC4		efd09325721860e7eedbd1ff5973465f7847d806
io.getquill	quill-cassandra-zio_3	3.17.0-Beta30-RC5		ef02e09642119bc15187145b058d4fdb7d2cdfed
io.getquill	quill-cassandra-zio_3	3.17.0.Beta3.0-RC1		96599c77e60e916249a0dd76ced2d4eb6c37e827
io.getquill	quill-cassandra-zio_3	3.17.0.Beta3.0-RC2		6d360328607b1ff8aa32081ba44966055e6f8305
io.getquill	quill-cassandra-zio_3	3.17.0.Beta3.0-RC3		df2bde1cee9ebb77e05bface5bd234bd72e51edd
io.getquill	quill-cassandra-zio_3	3.17.0.Beta3.0-RC4		2b87540b48c3af4fb595a9f29a339ef1cab90a6b
io.getquill	quill-cassandra-zio_3	3.18.0		c386ec5f8f070759e24951861ef6239f4ea54b40
io.getquill	quill-cassandra-zio_3	3.19.0		4fbf96a630522c5008ef34aef371e0256d48c078
io.getquill	quill-cassandra-zio_3	4.0.0		0b7cc470bca9f45ff0c5757cf8e0c8ffb31fd908
io.getquill	quill-cassandra-zio_3	4.0.0-RC1		5fc3fd4fd109a9b685b1262d42c284978b4efe1c
io.getquill	quill-cassandra-zio_3	4.0.0-RC2		ea017f3f807862eb44d3bacaaa9878f0c66ad66b
io.getquill	quill-cassandra-zio_3	4.1.0-V2		b229db9f22daae68406f569028511b6a98fca4d9
io.getquill	quill-cassandra-zio_3	4.2.0		06d36bfc772c82d34e40e8daa765c50f56911182
io.getquill	quill-cassandra-zio_3	4.3.0		8d216ff4eb0b35f6c99aeb30308efdce15c6e50b
io.getquill	quill-cassandra-zio_3	4.4.0		689d3e7ebd1f02a38da7e8525281fc9fcbad4c50
io.getquill	quill-cassandra-zio_3	4.4.1		167f5f09bb6498603add35896ab2a26eaa497bdd
io.getquill	quill-cassandra-zio_3	4.5.0		5e71e76531e25f32ec012fc39550f03010249ce7
io.getquill	quill-cassandra-zio_3	4.6.0		3949674d9147930dd0e49bfd1129a9060d7065d7
io.getquill	quill-cassandra-zio_3	4.6.0.1		07d6621ecad92d9c04dd5b205046d61b3ef30995
io.getquill	quill-cassandra-zio_3	4.7.0		064f53c0547052cc37dfa3395544f900631292db
io.getquill	quill-cassandra-zio_3	4.7.3		7f4e1f96e2a4c0a54991a1a520e6c3dcba650fec
io.getquill	quill-cassandra-zio_3	4.8.0		c3c589930b8e198d892987b5dbe69be5925f8ce7
io.getquill	quill-cassandra-zio_3	4.8.1		13137afe3ec2982a638ab2155326e28068c5944f
io.getquill	quill-cassandra-zio_3	4.8.3		af450e9a94fbb3a86320386dbb1a4d1990515710
io.getquill	quill-cassandra-zio_3	4.8.4		ac8f4c8377bc4e3bf2d8b66adcb36ffa6c1ec80c
io.getquill	quill-cassandra-zio_3	4.8.5		86d04157be69deb6bc1ca20070ea12709b5b7d8b
io.getquill	quill-cassandra-zio_3	4.8.6		c464c5636531a2cb8aab3ebf034683019ea36cca
io.github.behzodhalil	meteor-logger	0.1.2		a79a562feb67be9d3353c9d8fc795570af543392
io.github.behzodhalil	meteor-logger	0.2.1		59ad7bc832afa5177892513c89d65a1bd073964f
io.github.behzodhalil	meteor-logger	0.3.0		b6ef9a615d8164aa407209b0d0a635d7f5104b32
io.github.behzodhalil	meteor-logger	0.4.0		b6ef9a615d8164aa407209b0d0a635d7f5104b32
io.github.behzodhalil	meteor-logger	0.4.1		b6ef9a615d8164aa407209b0d0a635d7f5104b32
io.github.behzodhalil	meteor-logger	0.4.3		b6ef9a615d8164aa407209b0d0a635d7f5104b32
io.github.bonede	tree-sitter-svelte	0.11.0		3eeaaed3c330c71e099fa085d93de67b5e235290
io.github.bonede	tree-sitter-svelte	0.11.0a		08860e31c747d456cc78ff593998a774749ab26c
io.github.cs1302uga	cs1302-site-skin	0.1.100		89e3d6a58352ac386ee39b8f21d37900348ee3bc
io.github.cs1302uga	cs1302-site-skin	0.1.101		319b79fc88265bc20d67241fdfb8131bfe4780dc
io.github.cs1302uga	cs1302-site-skin	0.1.102		0ae66e3b6d9fbbd0e2b942650e3e09e8282b75f6
io.github.cs1302uga	cs1302-site-skin	0.1.103		58cd6fa5968d10e445fa9ccdbd2b484eb9088a64
io.github.cs1302uga	cs1302-site-skin	0.1.104		209ccabc16fdb47102ba1314d52ea2c3273da309
io.github.cs1302uga	cs1302-site-skin	0.1.105		9af49fbc8a52a9c71ba1a3431f45c3c9406982a1
io.github.cs1302uga	cs1302-site-skin	0.1.28		65594ee45fadcb1e80a668997cf695def68488fd
io.github.cs1302uga	cs1302-site-skin	0.1.29		1fceff8ff1523c534e7c9e7b11ff6d308f772aa7
io.github.cs1302uga	cs1302-site-skin	0.1.32		a65fdf10e24292da34e5a1a459071bf2f4e10084
io.github.cs1302uga	cs1302-site-skin	0.1.33		1d503f47a16c2785e5cdd37a2004c7fd2368b67e
io.github.cs1302uga	cs1302-site-skin	0.1.34		e83ea60632de180033c2ed185680819fa18c2e4a
io.github.cs1302uga	cs1302-site-skin	0.1.35		2ec8f614f43890fb127b31a93f5385a3765c475f
io.github.cs1302uga	cs1302-site-skin	0.1.55		879c9f3f61b6d98809eb4cfca336c60e8fe951a2
io.github.cs1302uga	cs1302-site-skin	0.1.56		80140e2ca9342204c1cfe166a2db329c2931df9f
io.github.cs1302uga	cs1302-site-skin	0.1.57		465b7fd08ef21e71541450baa6bea1a4db8b13e1
io.github.cs1302uga	cs1302-site-skin	0.1.59		ac05523eca0dd1020759351ebc436a6fe3afeaa9
io.github.cs1302uga	cs1302-site-skin	0.1.60		fba4a2f1132542f9254c0ec1f274ad2d66c4820f
io.github.cs1302uga	cs1302-site-skin	0.1.61		8f6d81c3bdde5706221cbf1dd4d9ae5863c15588
io.github.cs1302uga	cs1302-site-skin	0.1.62		2c2c49c8865db9c519227a0d1d0f1da3b896163b
io.github.cs1302uga	cs1302-site-skin	0.1.63		9558df5b8636b70459a6cdcca3559a724b78b15a
io.github.cs1302uga	cs1302-site-skin	0.1.64		a0eb70bff53cf3c5d4a1d323fa36964aafa70b00
io.github.cs1302uga	cs1302-site-skin	0.1.65		60d970f2e235bbc68495a551d1ed03d0b23a0d54
io.github.cs1302uga	cs1302-site-skin	0.1.66		56cab893b5569a1d5a56d43b65f2e533f09c58d5
io.github.cs1302uga	cs1302-site-skin	0.1.67		c3b6fddf374a0288cbff05c83a13cb083de64a18
io.github.cs1302uga	cs1302-site-skin	0.1.68		f0ca2d868f340e1027aa070cc167630cd4e261c6
io.github.cs1302uga	cs1302-site-skin	0.1.69		0f10a44f3d36091eed17265b01e852ed5212440e
io.github.cs1302uga	cs1302-site-skin	0.1.70		0bd599052a447455bf6dba7d6d4c769c2db4f6f1
io.github.cs1302uga	cs1302-site-skin	0.1.71		725a892bfe4193e7ac0197f6373ebd53a767925e
io.github.cs1302uga	cs1302-site-skin	0.1.72		8c362f0ea6ee8cf0f29bfc148b2b675858de0dfb
io.github.cs1302uga	cs1302-site-skin	0.1.73		d14b861293039b13e545b1d9d90ee64a5eb5cd89
io.github.cs1302uga	cs1302-site-skin	0.1.74		84dd92b0ff8569c6065b41b139be2cebc24293b1
io.github.cs1302uga	cs1302-site-skin	0.1.75		d785863d3a9f3bdf528e821e417609b9697d0419
io.github.cs1302uga	cs1302-site-skin	0.1.76		b95f42ac863a846760844691f49e7f95d1f18d51
io.github.cs1302uga	cs1302-site-skin	0.1.77		464ed37b7f3d133646c5778f4e0eab16267f9dc2
io.github.cs1302uga	cs1302-site-skin	0.1.78		e52acfbcc142d44cdaecba9c17c3d84d3414e8a1
io.github.cs1302uga	cs1302-site-skin	0.1.79		1c93609b96777418949bee458786188c7fe6e2c4
io.github.cs1302uga	cs1302-site-skin	0.1.80		3d0f5912ddfd00e5be711e852324302e0f7f1805
io.github.cs1302uga	cs1302-site-skin	0.1.83		ebc569eef2ecbcf98195923ebbfcba252d9c7ecb
io.github.cs1302uga	cs1302-site-skin	0.1.86		8888d3bb48358d85e6123322807706b9be22c217
io.github.cs1302uga	cs1302-site-skin	0.1.87		255be6a6eebd3235857e90e3435d5a017d750d7c
io.github.cs1302uga	cs1302-site-skin	0.1.88		c9a3a3527699d9553063a2fd6881d3cb0b326739
io.github.cs1302uga	cs1302-site-skin	0.1.89		4553433d24980eb27cdf1f77e25a772752fde549
io.github.cs1302uga	cs1302-site-skin	0.1.90		83bf0c4326e590903d42ec937d2074156972df55
io.github.cs1302uga	cs1302-site-skin	0.1.91		9030f92039d8d61a1347f3724f210d4da053db68
io.github.cs1302uga	cs1302-site-skin	0.1.92		e4f98f3a2d1f93c7e4bd7c3fc4a03241ca80af58
io.github.cs1302uga	cs1302-site-skin	0.1.93		d1acedd1a85b7f95e57bb9180ae6373ff4f1bf76
io.github.cs1302uga	cs1302-site-skin	0.1.94		eaff74a2b956a7f6b5007490d9a71823af222df0
io.github.cs1302uga	cs1302-site-skin	0.1.95		891a45a564c111661c0441fd24465acf2d0f50db
io.github.cs1302uga	cs1302-site-skin	0.1.99		b1cf116b038f072d50dd1c1f60fd25e5cb4a39f8
io.github.elegantdevelopment	AWSCDKFeatureFlags	0.1.1		e14962f080f6b227b5fe9302633503f1ce39ed07
io.github.elegantdevelopment	AWSCDKFeatureFlags	0.1.2		eb9fde342f92a7085fc36075e52d6491d3b2e1e6
io.github.fornewid	placeholder-material-iosx64	2.0.0		N/A
io.github.fornewid	placeholder-material-iosx64	2.0.0	metadata	1ae151df5f5a867369bf45e730df29dc6236dca4
io.github.hellomr3	KmpPictureSelector	0.0.1		519c41e2d532a3e01406183698a06fa688087326
io.github.oliviercailloux	gitjfs-filter	0.0.4		f8cbbd3dcd096d488d6154b83ed4d3ef07e76acf
io.github.picoimmutability	immutability	0.1.0		fc56dd6410da67edd5add39ace02deed2137b9ea
io.github.picoimmutability	immutability	0.1.0	all	4d40db5db1a1311e3d5d62e1d8d6a9cafb9a4cc6
io.github.picoimmutability	immutability	0.1.1		4009edde3f47bb2bd0d713efed6b82b740850bd3
io.github.picoimmutability	immutability	0.1.1	all	457d7bce6457c0db2d29e6832bd6f8cf67d9f01c
io.github.picoimmutability	immutability	0.1.2		a92459f00191c3ffb649898b05a527c0843240d7
io.github.picoimmutability	immutability	0.1.2	all	d24fe72d6c9f1fa5b1bc611fadaed3b05d8ef3df
io.github.picoimmutability	immutability	0.1.3		N/A
io.github.picoimmutability	immutability	0.1.3	all	ce3245ed6b86ac5b403645c14584d9a6cb9a495b
io.github.picoimmutability	immutability	0.1.5		N/A
io.github.picoimmutability	immutability	0.1.5	all	6adec9fba2e9ef72a0c680ac6df9d5f435aaeba5
io.github.picoimmutability	immutability	0.1.6		N/A
io.github.picoimmutability	immutability	0.1.6	all	f951ffe6c2b73bea56f9671a2003a864d6241c6c
io.github.picoimmutability	immutability	0.1.7		N/A
io.github.picoimmutability	immutability	0.1.7	all	00262de8bf4fa5bf05a0940ba7a57e7b93e73979
io.github.weimin96	oss-spring-boot3-starter	0.0l1		987a9ab4049fb3dcfe23175ae018f9c464e3061b
io.github.weimin96	oss-spring-boot3-starter	2.1.2		5803e817b2611fdc4bdfca7916875259dd0caeca
io.github.weimin96	oss-spring-boot3-starter	2.1.3		8e60ff5f630226b35aaa9fd2870cada797bcdfea
io.github.weimin96	oss-spring-boot3-starter	2.1.4		9ab6f8792b2f2a86774e091999a7d35a8374a649
io.github.weimin96	oss-spring-boot3-starter	2.1.5		dfd5b77bb575c52bb67caf12363d3d2f11e4dd41
io.github.weimin96	oss-spring-boot3-starter	2.1.6		a060bfcceb34a6b3ffa8b2ece5636ddf5dabcd4b
io.github.weimin96	oss-spring-boot3-starter	2.1.7		3b84d2a51910b180e9786f5c1496cb171c4e12c6
io.github.weimin96	oss-spring-boot3-starter	2.1.8		590f4436c276f9b32674d384edbe25b15d0aa547
io.kevinlee	logger-f-cats-effect_2.12	0.1.0		f885a361fdfe0227711a1e9d5c1adf98b4309608
io.kevinlee	logger-f-cats-effect_2.12	0.2.0		25e301d7d4046215d8874b794a2960fe0f549a6c
io.kevinlee	logger-f-cats-effect_2.12	0.3.0		38d5d3c7c0906316f2c9ab45a0d9afa4188aa0ca
io.kevinlee	logger-f-cats-effect_2.12	0.3.1		35256f7ee42e03acb1574d7772f16aed9fbba008
io.kevinlee	logger-f-cats-effect_2.12	0.4.0		14f367401c0ccddc2c0a12d2ade98a3ed63167d7
io.kevinlee	logger-f-cats-effect_2.12	1.0.0		328ca59ca67a2fb948c15ad6bb6d13305dac6571
io.kevinlee	logger-f-cats-effect_2.12	1.1.0		6e425c4929dff295f23b9fadc37d694eeedacb74
io.kevinlee	logger-f-cats-effect_2.12	1.10.0		dae4506cb6861cff008d134fd6cb90ca2ed1842f
io.kevinlee	logger-f-cats-effect_2.12	1.11.0		5948e46fdf45df65e3cd85b95f101dd30767c68e
io.kevinlee	logger-f-cats-effect_2.12	1.12.0		44632f8109d94dfee8c9519f4801dbf7b9f87943
io.kevinlee	logger-f-cats-effect_2.12	1.13.0		fe90460906317f7c05e61a54edbcd66a5236f6c3
io.kevinlee	logger-f-cats-effect_2.12	1.14.0		973eaa5ebcf74150dde24065aa4e1ce4056bb5b3
io.kevinlee	logger-f-cats-effect_2.12	1.15.0		fff814bea4e10e56ee2238dbf96f0a519d98abcf
io.kevinlee	logger-f-cats-effect_2.12	1.16.0		6bf00fdb85800bf88d91fba1620ed5d517e82d89
io.kevinlee	logger-f-cats-effect_2.12	1.17.0		9862db6fe8180f8bd6941d38e51a0e7098c0b0da
io.kevinlee	logger-f-cats-effect_2.12	1.18.0		6413fe7350f83e3ac7f00b63170a75c7da737c4a
io.kevinlee	logger-f-cats-effect_2.12	1.19.0		3b38567c81759b8a9b48186381b5df4f90d50dba
io.kevinlee	logger-f-cats-effect_2.12	1.2.0		16350830b2e69c5f8b305ed2e7bf56522176a487
io.kevinlee	logger-f-cats-effect_2.12	1.20.0		403101765d41ce52750976da693e48f572eb6846
io.kevinlee	logger-f-cats-effect_2.12	1.3.0		14b1b230582aaf09713dc6786b5e4448134aa20b
io.kevinlee	logger-f-cats-effect_2.12	1.3.1		0a3cc756d58388f9aaf5669d1b7fea72160a0d68
io.kevinlee	logger-f-cats-effect_2.12	1.4.0		488e70d971efab7c875c8742a7221621446f0b44
io.kevinlee	logger-f-cats-effect_2.12	1.5.0		72751fa6c134f7fb4d08adff2e8439bad5890c04
io.kevinlee	logger-f-cats-effect_2.12	1.6.0		1ca97f6cd044e9be20fab77354fb126358df6735
io.kevinlee	logger-f-cats-effect_2.12	1.7.0		245a8e3ee534b2f1d7812e117f29eae4ec0fe5e3
io.kevinlee	logger-f-cats-effect_2.12	1.8.0		26e0eb7559f221b701937c489924ecb825c12eb3
io.kevinlee	logger-f-cats-effect_2.12	1.9.0		293cbfc630a1a1ddeac1b73d53f1a7c202219391
io.ktor	ktor-client-content-negotiation-iossimulatorarm64	2.0.0		b0b76ef99da30e2e95580334f5b634bed1cee359
io.ktor	ktor-client-content-negotiation-iossimulatorarm64	2.0.0	metadata	755efb33987cfc03f91f15dbe9acbdb239c663b1
io.ktor	ktor-client-content-negotiation-iossimulatorarm64	2.0.0-beta-1		6e2802a002cf41e6af9e1aead2e5549448c52391
io.ktor	ktor-client-content-negotiation-iossimulatorarm64	2.0.0-beta-1	metadata	357a34d1aaaca0c6b8feb032ac69cc115bf4a502
io.ktor	ktor-client-content-negotiation-iossimulatorarm64	2.0.0-rc-1		5f94a5f6c676351f3867ef3edb58079e562ca5ba
io.ktor	ktor-client-content-negotiation-iossimulatorarm64	2.0.0-rc-1	metadata	33dc7d97a3cd745803db591c2b5d4684e7950e3c
io.ktor	ktor-client-content-negotiation-iossimulatorarm64	2.0.1		e78ccfb264ebec1dc9c25f1ca8c1e1e3eaa438eb
io.ktor	ktor-client-content-negotiation-iossimulatorarm64	2.0.1	metadata	4e805aa371aa140d914a23e5c758ad485a51b01d
io.ktor	ktor-client-content-negotiation-iossimulatorarm64	2.0.2		3e35c9dfa6ab1d84455074cc442b981bf417277a
io.ktor	ktor-client-content-negotiation-iossimulatorarm64	2.0.2	metadata	4181127e9a59888b8f01306673bc4ecadcea4cac
io.ktor	ktor-client-content-negotiation-iossimulatorarm64	2.0.3		2cf5070036eb4503e28403575653afbd6debca40
io.ktor	ktor-client-content-negotiation-iossimulatorarm64	2.0.3	metadata	298014dbf3bcda478a434792759c462965b93b39
io.ktor	ktor-client-content-negotiation-iossimulatorarm64	2.1.0		e4280ade4c8a6813954728ac77cc349ad1883336
io.ktor	ktor-client-content-negotiation-iossimulatorarm64	2.1.0	metadata	2338a2dfbc46632b1be41f630560338d93219668
io.ktor	ktor-client-content-negotiation-iossimulatorarm64	2.1.1		198c1337633a2413d6044462639c3dd1f3a0bb4e
io.ktor	ktor-client-content-negotiation-iossimulatorarm64	2.1.1	metadata	751f9815df605231c83553ded0b078871520cd8e
io.ktor	ktor-client-content-negotiation-iossimulatorarm64	2.1.2		5a69257dd37f361e5f030333bc7e5ff6684dd3ed
io.ktor	ktor-client-content-negotiation-iossimulatorarm64	2.1.2	metadata	2a892ec07b6567cc9beb9d1db708f43298246b56
io.ktor	ktor-client-content-negotiation-iossimulatorarm64	2.1.3		8918baf0e54afef8c8b1fbf5951921e36a31079d
io.ktor	ktor-client-content-negotiation-iossimulatorarm64	2.1.3	metadata	a6ced8c14c26416db42bd25d691192eb5cdc0ca1
io.ktor	ktor-client-content-negotiation-iossimulatorarm64	2.2.0		215188ccb6bcaced909b9fff89b746c0a7c024c9
io.ktor	ktor-client-content-negotiation-iossimulatorarm64	2.2.0	metadata	20534316c50a43137de5a9e3d966e5bd62cf7df6
io.ktor	ktor-client-content-negotiation-iossimulatorarm64	2.2.1		0498010af7c9ac9751e0c7b31c6ad256ce38be27
io.ktor	ktor-client-content-negotiation-iossimulatorarm64	2.2.1	metadata	81109939a9562ab1d3f5d1ffe9c4eb2c72a4ade5
io.ktor	ktor-client-content-negotiation-iossimulatorarm64	2.2.2		c82ca70f9e20ca804254c5be0a3abee074f5f674
io.ktor	ktor-client-content-negotiation-iossimulatorarm64	2.2.2	metadata	4ca1225bd3dd7b15405e77c22cbc3559f0efef67
io.ktor	ktor-client-content-negotiation-iossimulatorarm64	2.2.3		a8259f42e361b7ecc4a74e432c4feafca4315926
io.ktor	ktor-client-content-negotiation-iossimulatorarm64	2.2.3	metadata	10e3bda120014fa156540fc95e62cc6afd710603
io.ktor	ktor-client-content-negotiation-iossimulatorarm64	2.2.4		829c53ad229c5bfa7090f4a4c232a1685e95b99c
io.ktor	ktor-client-content-negotiation-iossimulatorarm64	2.2.4	metadata	964c558c4da36afecbd96468cb2139615cab0f8d
io.ktor	ktor-client-content-negotiation-iossimulatorarm64	2.3.0		60831e5236c0b186a57645bba266b94cbcd8b2e7
io.ktor	ktor-client-content-negotiation-iossimulatorarm64	2.3.0	metadata	19e7a78407217159b5b20fb9a10295a9df144282
