at.released.cassettes	cassettes-base-androidnativex64	0.1-alpha01		N/A
com.github.starnowski.posmulten.configuration	configuration-yaml-interpreter	0.6.0		c1a7b48997f8bc776c9b8fb510c3839dad1a1217
com.github.starnowski.posmulten.configuration	configuration-yaml-interpreter	0.7.0		259c85d07f621fa0f2f19e557612e96eb98629b3
com.github.starnowski.posmulten.configuration	configuration-yaml-interpreter	0.7.1		0cfc37e2dc3d1fe422ecdf07ab1805491f3cfa9f
com.github.starnowski.posmulten.configuration	configuration-yaml-interpreter	0.7.2		8687a8d691d46632a5261f244223dbc71a0aa407
com.github.starnowski.posmulten.configuration	configuration-yaml-interpreter	0.8.0		2d7be9e2d57e5b1a39879ad2b4f6cc928be42c67
com.github.starnowski.posmulten.configuration	configuration-yaml-interpreter	0.8.1		c5e6ff38d134301b24aa5e0a88d527b2479b656c
com.github.starnowski.posmulten.configuration	configuration-yaml-interpreter	0.9.0		fb1b625563671bebcd97409a3afdee85aa187cfe
com.github.sxlatgithub.javaglue	javaglue-ext-object	0.0.1		6de126ab38c18a88fa15bdfdbfa56fc307799001
com.iheart	thomas-spark_2.13	1.3.11		dbd32a34d2b589cba8fcac829c7e45940ee681a5
com.iheart	thomas-spark_2.13	1.3.12		e6fadf311596885bbbb7392d37417261c7be0abd
com.iheart	thomas-spark_2.13	1.3.13		615e43df90499c1b1ec16d5196308d0716c767d0
com.iheart	thomas-spark_2.13	1.3.14		ba2dd47799ab12dcba179960ae77a5a9c1323f01
com.iheart	thomas-spark_2.13	1.4.0		29b00102c47a0e942a5dd8f7fc6bdf4939c473ee
com.iheart	thomas-spark_2.13	1.4.1		5e313f881527fe20e20a74e44b3138c63cf8a066
com.iheart	thomas-spark_2.13	1.4.2		a998bdf701e3fe6d96f1bdf6bdc841a30b78e607
com.iheart	thomas-spark_2.13	1.4.3		d2bcdf1691e9b7390d78048b517f9416df1faa05
com.iheart	thomas-spark_2.13	1.4.4		3f3d166acc7ea5eb58a75e9bc24ea612816e90e9
com.iheart	thomas-spark_2.13	1.4.5		9f51f6cff95183f3593d841a5ba437ad220c8395
com.iheart	thomas-spark_2.13	1.4.6		8497f3711e3c25c3f84c53c721eeb1c75719782e
com.iheart	thomas-spark_2.13	1.4.7		a9e0b0bd2d33ce600d799e0a609c4d90f2406394
com.iheart	thomas-spark_2.13	1.4.8		1a653c6039234b7201bac83f3910f00771006640
com.immomo.momomedia	publisher	momo5.1f.medialive.202101271918		N/A
com.immomo.momomedia	publisher	momo5.1f.medialive.20210427105401		N/A
com.immomo.momomedia	publisher	momo5.1f.medialive.20210428156201		N/A
com.immomo.momomedia	publisher	momo5.1f.medialive.20210611135603		N/A
com.immomo.momomedia	publisher	momo5.1f.medialive.20210721152201		N/A
com.immomo.momomedia	publisher	momo5.1f.medialive.20210810152201		N/A
com.immomo.momomedia	publisher	momo5.1f.medialive.20210818183001		N/A
com.immomo.momomedia	publisher	momo5.1f.medialive.2021101916542		N/A
com.immomo.momomedia	publisher	momo5.1f.medialive.20211229193001		N/A
com.immomo.momomedia	publisher	momo5.1f.medialive.20220109193001		N/A
com.immomo.momomedia	publisher	momo5.1f.medialive.20220211153001		N/A
com.immomo.momomedia	publisher	momo5.1f.medialive.20220304142501		N/A
com.immomo.momomedia	publisher	momo5.1f.medialive.20220321152501		N/A
com.immomo.momomedia	publisher	momo5.1f.medialive.20220826122501		N/A
com.immomo.momomedia	publisher	momo5.1f.medialive.20220829182502		N/A
com.immomo.momomedia	publisher	momo5.1f.medialive.20220928214602		N/A
com.immomo.momomedia	publisher	momo5.1f.medialive.20220930174603		N/A
com.immomo.momomedia	publisher	momo5.1f.medialive.20221009184603		N/A
com.immomo.momomedia	publisher	momo5.1f.medialive.20221010164603		N/A
com.immomo.momomedia	publisher	momo5.1f.medialive.20221012122003		N/A
com.immomo.momomedia	publisher	momo5.1f.medialive.20221122182003		N/A
com.immomo.momomedia	publisher	momo5.1f.medialive.20221130122003		N/A
com.immomo.momomedia	publisher	momo5.1f.medialive.20221130162003		N/A
com.immomo.momomedia	publisher	momo5.1f.medialive.20221201122003		N/A
com.immomo.momomedia	publisher	momo5.1f.medialive.20221205162003		N/A
com.immomo.momomedia	publisher	momo5.1f.medialive.20221210142003		N/A
com.immomo.momomedia	publisher	momo5.1f.medialive.20221220182003		N/A
com.immomo.momomedia	publisher	momo5.1f.medialive.20230104182003		N/A
com.immomo.momomedia	publisher	momo5.1f.medialive.20230106122005		N/A
com.immomo.momomedia	publisher	momo5.1f.medialive.20230201132005		N/A
com.immomo.momomedia	publisher	momo5.1f.medialive.20230206142005		N/A
com.immomo.momomedia	publisher	momo5.1f.medialive.20230207190102		N/A
com.immomo.momomedia	publisher	momo5.1f.medialive.20230208170102		N/A
com.immomo.momomedia	publisher	momo5.1f.medialive.20230208204402		N/A
com.immomo.momomedia	publisher	momo5.1f.medialive.20230213192014		N/A
com.immomo.momomedia	publisher	momo5.1f.medialive.20230223142015		N/A
com.immomo.momomedia	publisher	momo5.1f.medialive.20230307182003		N/A
com.immomo.momomedia	publisher	momo5.1f.medialive.20230314122003		N/A
com.immomo.momomedia	publisher	momo5.1f.medialive.20230323142015		N/A
com.immomo.momomedia	publisher	momo5.1f.medialive.20230323152015		N/A
com.immomo.momomedia	publisher	momo5.1f.medialive.20230327122016		N/A
com.immomo.momomedia	publisher	momo5.1f.medialive.20230808144506		N/A
com.immomo.momomedia	publisher	momo5.1f.medialive.20230822112016		N/A
com.immomo.momomedia	publisher	momo5.1f.medialive.20230825112016		N/A
com.immomo.momomedia	publisher	momo5.1f.medialive.20230905102016		N/A
com.immomo.momomedia	publisher	momo5.1f.medialive.20230909122016		N/A
com.immomo.momomedia	publisher	momo5.1f.medialive.20230909122017		N/A
com.immomo.momomedia	publisher	momo5.1f.medialive.20231218122016		N/A
com.immomo.momomedia	publisher	momo5.1f.medialive.20231227122016		N/A
com.immomo.momomedia	publisher	momo5.1f.medialive.20240104122016		N/A
com.immomo.momomedia	publisher	momo5.1f.medialive.20240112122016		N/A
com.immomo.momomedia	publisher	momo5.1f.medialive.20240112122017		N/A
com.immomo.momomedia	publisher	momo5.1f.medialive.20240514102016		N/A
com.immomo.momomedia	publisher	momo5.1f.medialive.20240514172016		N/A
com.immomo.momomedia	publisher	momo5.1f.medialive.20240702182022		N/A
com.immomo.momomedia	publisher	momo5.1f.medialive.20240814202017		N/A
com.immomo.momomedia	publisher	momo5.1f.medialive.20240904122022		N/A
com.immomo.momomedia	publisher	momo5.1f.medialive.20240904172016		N/A
com.immomo.momomedia	publisher	momo5.1f.medialive.20240919122016		N/A
com.immomo.momomedia	publisher	momo5.1f.medialive.20240930112022		N/A
com.immomo.momomedia	publisher	momo5.1f.medialive.20240930112023		N/A
com.immomo.momomedia	publisher	momo5.1f.medialive.20241011172016		N/A
com.immomo.momomedia	publisher	momo5.1f.medialive.20241123162017		N/A
com.immomo.momomedia	publisher	momo5.1f.medialive.20241202122017		N/A
com.immomo.momomedia	publisher	momo5.1f.medialive.20241205182023		N/A
com.immomo.momomedia	publisher	momo5.1f.medialive.20241213182023		N/A
com.immomo.momomedia	publisher	momo5.1f.medialive.20241223185117		N/A
com.immomo.momomedia	publisher	momo5.1f.medialive.20241225182017		N/A
com.immomo.momomedia	publisher	momo5.1f.medialive.20250211112023		N/A
com.immomo.momomedia	publisher	momo5.1f.medialive.20250213152017		N/A
com.indoorvivants.snapshots	snapshots-runtime_sjs1_2.13	0.0.1		efd9822c81b6a74627bb8a55377e2a2981ee5c05
com.indoorvivants.snapshots	snapshots-runtime_sjs1_2.13	0.0.10		7109a65577feed682008c916d647b871345ee7bb
com.indoorvivants.snapshots	snapshots-runtime_sjs1_2.13	0.0.11		5d638b04271da80c2f2dc3d802a3cc9e29c47619
com.indoorvivants.snapshots	snapshots-runtime_sjs1_2.13	0.0.2		adcb5979b4cb1e1e688455114355a2e117f4ee0d
com.indoorvivants.snapshots	snapshots-runtime_sjs1_2.13	0.0.3		b256ccb8d304169e80187240b52da57e04a83ef3
com.indoorvivants.snapshots	snapshots-runtime_sjs1_2.13	0.0.4		4b7afd49a0a3de0fc2d971e12afac745a777ede2
com.indoorvivants.snapshots	snapshots-runtime_sjs1_2.13	0.0.5		dbc9b5d285a0ede1789e0dea44d49c3c6bb66240
com.indoorvivants.snapshots	snapshots-runtime_sjs1_2.13	0.0.6		d46cd3498532c475791f887e5fe41b743c567de0
com.indoorvivants.snapshots	snapshots-runtime_sjs1_2.13	0.0.7		03ef2e2f451136a4ad125bd29ee2146c92264398
com.indoorvivants.snapshots	snapshots-runtime_sjs1_2.13	0.0.8		d7d999bdb31b11cf64a7d3d4118aa9981149ba68
com.indoorvivants.snapshots	snapshots-runtime_sjs1_2.13	0.0.9		21089b4675950ce3fad5255dedb605cdde2eaa4c
com.java-adventures.smarkdown	smarkdown-core	0.2.2		a757210171bf9ad7d689c89ce377505472b88fdc
com.java-adventures.smarkdown	smarkdown-core	0.3		b6f8bec50ecbe1278ccdf48bb645ce54ef8f87f6
com.java-adventures.smarkdown	smarkdown-core	0.4		9facc6bffd4bad7386873740d2a6d73e7ec06b2c
com.java-adventures.smarkdown	smarkdown-core	0.4.1		4cd529a1818825dfea6603edf2e8d069b7714e7a
com.java-adventures.smarkdown	smarkdown-core	0.4.2		2d11efd228765ca0b8f2169f4d321555554dd3cb
com.java-adventures.smarkdown	smarkdown-core	0.4.3		4f9ccb49986bf2afb9769f1d2cc51544bdf11536
com.java-adventures.smarkdown	smarkdown-core	0.5.0		0cbe8c2e560a44c9f2fdb85baa3f6026b789cd81
com.java-adventures.smarkdown	smarkdown-core	0.5.1		7d8bb46897d6cbe6785fbe1a5947bdc8237cb152
com.java-adventures.smarkdown	smarkdown-core	0.6.0		d09ede153556d6bf5a95f9d16c6a5671b2722f65
com.java-adventures.smarkdown	smarkdown-core	0.7.0		5f6b5b6fcdc9f986efc109da4297fe7405e2f5c4
com.java-adventures.smarkdown	smarkdown-core	0.8.0		22154d2844faac0630ab95964f043a821eef38ff
com.jolira	jagent	1.0.0		b09b7539cf518ecbfabf6364135436ff32a75f29
com.jolira	jagent	1.0.1		c550d218589bedaa461c186768ba47ad1aecd09f
com.jolira	jagent	1.0.2		22f38ae9a4f6f35e1748070802d07a4c60b2ebb7
com.lynxal.logging	logging-android	0.0.3		N/A
com.lynxal.logging	logging-android	0.0.4		N/A
com.lynxal.logging	logging-android	0.0.5		N/A
com.lzhpo.nacos	nacos-naming	2.0.4		62e9813b6c74de5cb79c275c267f94d6d7c2721e
com.lzhpo.nacos	nacos-naming	2.1.2		fbfce18e39718a4877b70461f57dcd549be01e3c
com.lzhpo.nacos	nacos-naming	2.2.0		5e36b276d1ea42a9422776827d81d7e149c10ba6
com.mastfrog	giulius-threadpool	2.5.0		0e2d1b9a6716de954998b6c9314fa1b023196330
com.mastfrog	giulius-threadpool	2.6.0		f8cdea78bda0f8b0325d12dbd1969e8f75dfcd36
com.mastfrog	giulius-threadpool	2.6.1		dc9c73b54287635879e672cb0d6b77cecfe0b838
com.mastfrog	giulius-threadpool	2.6.10		cbad0d40198ad491febeb9165ed5ac6fdd538581
com.mastfrog	giulius-threadpool	2.6.11		39dbffd56b8ef1d662c2de30219a3ccbabdb8941
com.mastfrog	giulius-threadpool	2.6.12		bb91f503f5950dbd81c647da30fb6e03b3bd6b2f
com.mastfrog	giulius-threadpool	2.6.13		5dfc4e96d5740d67abbf4b733e3f442e5dfeb823
com.mastfrog	giulius-threadpool	2.6.2		3c637c64e5feca68a362a63b1d1a7b2252ca5e63
com.mastfrog	giulius-threadpool	2.6.3		017f1405247c7d7a0080412feaa4512292e10c13
com.mastfrog	giulius-threadpool	2.6.4		37cc46629f738fd83762d5e3343a1f82065b126f
com.mastfrog	giulius-threadpool	2.6.5		b90ade23d5d9ce2fa04f51fad68f7182a508f217
com.mastfrog	giulius-threadpool	2.6.6		4c174aa73ff09851e13f822036bc549ddadf82ff
com.mastfrog	giulius-threadpool	2.6.7		673aad265eb7164f5d71cc42d2c8ea358bf4f239
com.mastfrog	giulius-threadpool	2.6.8		996a81a71cc25eac80556eee71f50cc5f903d6b8
com.mastfrog	giulius-threadpool	2.6.9		979af3d6f3f8acf124a0365a29ab3e1b312af36f
com.mastfrog	giulius-threadpool	2.7.0		7a7b8933f46aa3d080145363fce3e63a7e4cd8dd
com.mastfrog	giulius-threadpool	2.7.1		b7a6d5ed5e9bb9e9b45c29af74cda472c77747c3
com.mastfrog	giulius-threadpool	2.7.2		3b4aa89c7b572dc21743d01e5f2fd8d26ca9b961
com.mastfrog	giulius-threadpool	2.7.3		16f897e0f9096a2fe2c9d79cb53c5151971e1f94
com.mastfrog	giulius-threadpool	2.8.0		7ebb33406d19ad3527d6e8fa71e281e03bd4ceef
com.mastfrog	giulius-threadpool	2.8.1		50d99830a0b902bd04047a3ed910f76fc9b028e3
com.mastfrog	giulius-threadpool	2.8.2		a5eea6d5ce727944fd7bab88c990d5ec69cbbd3c
com.mastfrog	giulius-threadpool	2.8.3		5195632998ee96b27d40295fcf1543484a11a6f1
com.mastfrog	giulius-threadpool	2.8.4		fde7339fc711589f9d68faecb1b85c1508774223
com.mastfrog	giulius-threadpool	2.8.5		c3011d71d3bfef13fe9829bbccc3b9eb1cfa79c7
com.mastfrog	giulius-threadpool	2.8.6		7bf8a29d76fc8d9380915c4790f8ccbbb65a0d32
com.mastfrog	giulius-threadpool	2.8.7		5aedfb5d6dd70e013b813acee83b7f0fc0ae1cae
com.mastfrog	giulius-threadpool	2.9.0		650e0bcffa5827d8b913a69655ee2a8a5fc8133c
com.mastfrog	giulius-threadpool	2.9.1		1acda3edcf601c47637171a163ae5c5e4cce93ab
com.mastfrog	giulius-threadpool	2.9.2		475c8c7556862db78fa5b1e85fbcfe991bdd0fc8
com.mastfrog	giulius-threadpool	2.9.3		7c6e3af88fe2077f597eb6886af815d5dedee325
com.mastfrog	giulius-threadpool	2.9.4		250add0f19ca32edc6342798b8326a00df3e2152
com.mastfrog	giulius-threadpool	2.9.5		8fa47217be9140efcc252401f93f46e29e4b7eca
com.mastfrog	giulius-threadpool	2.9.6		883923a5744d201b3081d04510d71f472ca8b04d
com.mastfrog	giulius-threadpool	2.9.7		ba67fc1a16f49b8f5071610665528daf77c01195
com.mysterria.lioqu	lioqu-db-core_2.13	1.4		3d7d378b252f2f3093389b71da923339243f60d9
com.oracle.coherence.moditect	moditect-maven-plugin	1.0.0-RC1		dd2d8c5351e81bf09284732d3e2bb3a11064c92a
com.oracle.coherence.moditect	moditect-maven-plugin	1.0.0-RC2		d126534a253658de382eb7ad94f814001aaa3514
com.oracle.coherence.moditect	moditect-maven-plugin	1.0.0-RC3		d2acd4bef230b59bab5fcd02405d179ea330f50e
com.plugatar.xteps2	xteps2	0.1		2ab4e5cbf69d086baf8d7946adf85e4947ff4b7e
com.plugatar.xteps2	xteps2	0.2		09ed5a65e195e233e5a115249701d1e7fa5a35bd
com.plugatar.xteps2	xteps2	1.0		ceacd91886f287eb65d179043ea70f9e470133d8
com.plugatar.xteps2	xteps2	1.1		e7afb24f54f9636f80d48417e59fddc7533e85e9
com.soywiz	korlibs-crypto-wasm-js	6.0.0		N/A
com.soywiz	korlibs-crypto-wasm-js	6.0.0-alpha2		N/A
com.soywiz	korlibs-crypto-wasm-js	6.0.0-alpha3		N/A
com.soywiz	korlibs-crypto-wasm-js	6.0.0-alpha4		N/A
com.soywiz	korlibs-crypto-wasm-js	6.0.0-alpha5		N/A
com.soywiz	korlibs-crypto-wasm-js	6.0.0-alpha6		N/A
com.soywiz	korlibs-crypto-wasm-js	6.0.0-alpha7		N/A
com.soywiz	korlibs-crypto-wasm-js	6.0.0-alpha8		N/A
com.soywiz	korlibs-crypto-wasm-js	6.0.0-alpha9		N/A
com.soywiz	korlibs-crypto-wasm-js	6.0.1		N/A
com.velocidi	apso-caching_2.12	0.15.0		071697e10b519b681e3f9f6901f3d52f0c489078
com.velocidi	apso-caching_2.12	0.15.1		7315087759a92477003ff2f0c3b631f3971c7a87
com.velocidi	apso-caching_2.12	0.15.2		58bebf46d19f00f3c20cffc9b5e7d55b74949e36
com.velocidi	apso-caching_2.12	0.15.3		9d64d083d3322c8039050b0a0d56fecf2dea4c51
com.velocidi	apso-caching_2.12	0.16.0		b5926fadd29da6ab6c564fa73f9bb3b5499fa474
