au.gov.nehta	clinical-document-packaging-library	1.2.5		6402a9e676f98b8349044b5f8312fed538513801
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.jaxrsEJB-1.1	19.0.0.1		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.jaxrsEJB-1.1	19.0.0.10		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.jaxrsEJB-1.1	19.0.0.11		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.jaxrsEJB-1.1	19.0.0.12		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.jaxrsEJB-1.1	19.0.0.2		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.jaxrsEJB-1.1	19.0.0.3		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.jaxrsEJB-1.1	19.0.0.4		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.jaxrsEJB-1.1	19.0.0.5		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.jaxrsEJB-1.1	19.0.0.6		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.jaxrsEJB-1.1	19.0.0.7		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.jaxrsEJB-1.1	19.0.0.8		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.jaxrsEJB-1.1	19.0.0.9		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.jaxrsEJB-1.1	20.0.0.1		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.jaxrsEJB-1.1	20.0.0.10		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.jaxrsEJB-1.1	20.0.0.11		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.jaxrsEJB-1.1	20.0.0.12		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.jaxrsEJB-1.1	20.0.0.2		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.jaxrsEJB-1.1	20.0.0.3		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.jaxrsEJB-1.1	20.0.0.4		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.jaxrsEJB-1.1	20.0.0.5		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.jaxrsEJB-1.1	20.0.0.6		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.jaxrsEJB-1.1	20.0.0.7		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.jaxrsEJB-1.1	20.0.0.8		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.jaxrsEJB-1.1	20.0.0.9		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.jaxrsEJB-1.1	21.0.0.1		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.jaxrsEJB-1.1	21.0.0.10		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.jaxrsEJB-1.1	21.0.0.11		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.jaxrsEJB-1.1	21.0.0.12		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.jaxrsEJB-1.1	21.0.0.2		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.jaxrsEJB-1.1	21.0.0.3		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.jaxrsEJB-1.1	21.0.0.4		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.jaxrsEJB-1.1	21.0.0.5		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.jaxrsEJB-1.1	21.0.0.6		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.jaxrsEJB-1.1	21.0.0.7		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.jaxrsEJB-1.1	21.0.0.8		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.jaxrsEJB-1.1	21.0.0.9		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.jaxrsEJB-1.1	22.0.0.1		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.jaxrsEJB-1.1	22.0.0.10		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.jaxrsEJB-1.1	22.0.0.11		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.jaxrsEJB-1.1	22.0.0.12		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.jaxrsEJB-1.1	22.0.0.13		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.jaxrsEJB-1.1	22.0.0.2		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.jaxrsEJB-1.1	22.0.0.3		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.jaxrsEJB-1.1	22.0.0.4		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.jaxrsEJB-1.1	22.0.0.5		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.jaxrsEJB-1.1	22.0.0.6		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.jaxrsEJB-1.1	22.0.0.7		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.jaxrsEJB-1.1	22.0.0.8		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.jaxrsEJB-1.1	22.0.0.9		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.jaxrsEJB-1.1	23.0.0.1		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.jaxrsEJB-1.1	23.0.0.10		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.jaxrsEJB-1.1	23.0.0.11		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.jaxrsEJB-1.1	23.0.0.12		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.jaxrsEJB-1.1	23.0.0.2		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.jaxrsEJB-1.1	23.0.0.3		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.jaxrsEJB-1.1	23.0.0.4		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.jaxrsEJB-1.1	23.0.0.5		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.jaxrsEJB-1.1	23.0.0.6		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.jaxrsEJB-1.1	23.0.0.7		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.jaxrsEJB-1.1	23.0.0.8		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.jaxrsEJB-1.1	23.0.0.9		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.jaxrsEJB-1.1	24.0.0.1		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.jaxrsEJB-1.1	24.0.0.10		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.jaxrsEJB-1.1	24.0.0.11		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.jaxrsEJB-1.1	24.0.0.12		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.jaxrsEJB-1.1	24.0.0.2		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.jaxrsEJB-1.1	24.0.0.3		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.jaxrsEJB-1.1	24.0.0.4		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.jaxrsEJB-1.1	24.0.0.5		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.jaxrsEJB-1.1	24.0.0.6		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.jaxrsEJB-1.1	24.0.0.7		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.jaxrsEJB-1.1	24.0.0.8		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.jaxrsEJB-1.1	24.0.0.9		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.jaxrsEJB-1.1	25.0.0.1		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.jaxrsEJB-1.1	25.0.0.2		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.jaxrsEJB-1.1	25.0.0.3		N/A
com.ibm.websphere.appserver.features	com.ibm.websphere.appserver.jaxrsEJB-1.1	25.0.0.4		N/A
com.jexbox.connector	jexbox-http	0.0.1		47d9849e236c7b5f72efd55b6d1f2f263ad2cc18
com.mqttsnet.basic	thinglinks-xss-starter	1.0.0		39a4d812f6f90b82ac59c2fe69523107fb5615f7
com.mqttsnet.basic	thinglinks-xss-starter	1.0.1		9dd79e0801ee0cabc9c4bb3be604d9ad0a26133e
com.rbkmoney	payout-manager-proto	1.20-608dd90		0e86732b9c9ef0e36e6249754f67dbcf628144d3
com.rbkmoney	payout-manager-proto	1.20-608dd90	v20	a0411893d73807df9c6a42f52a6058b03b45b0c7
com.rbkmoney	payout-manager-proto	1.21-bdd9888		15e142d609535660114fd67241f36ee6d813ccf9
com.rbkmoney	payout-manager-proto	1.21-bdd9888	v21	f67156f19e54eea09b87f3a360878de2d41ee07e
com.smileframework.bullet	bullet-transport-server	2.0.0-RELEASE		150d04adab3dc48caf7624de86e98aea966fbe2a
com.softwaremill.sttp.model	core_sjs1_3.0.0-RC2	1.4.3		809b1be3b0a253fa1c4ed958679ff4681185f09b
com.soywiz	korlibs-inject-tvossimulatorarm64	5.5.0-alpha1		N/A
com.soywiz	korlibs-inject-tvossimulatorarm64	5.5.0-alpha1	metadata	8aad5a40d34d0533c0a7aeab5d50084bfc80865f
com.soywiz	korlibs-inject-tvossimulatorarm64	5.5.0-alpha2		N/A
com.soywiz	korlibs-inject-tvossimulatorarm64	5.5.0-alpha2	metadata	a0739b00e495777d989617a2b1f63b48b1a26c22
com.soywiz	korlibs-inject-tvossimulatorarm64	5.5.0-alpha3		N/A
com.soywiz	korlibs-inject-tvossimulatorarm64	5.5.0-alpha3	metadata	39096a07968e8635bddc9d197c6a3aa5380c2c14
com.soywiz	korlibs-inject-tvossimulatorarm64	6.0.0		N/A
com.soywiz	korlibs-inject-tvossimulatorarm64	6.0.0	metadata	bba71e6b27303ac6cbc610cd8b93b7d29f8c4b03
com.soywiz	korlibs-inject-tvossimulatorarm64	6.0.0-alpha1		N/A
com.soywiz	korlibs-inject-tvossimulatorarm64	6.0.0-alpha1	metadata	80158652dd5627e9b0a64f8888391b6bf1b767fa
com.soywiz	korlibs-inject-tvossimulatorarm64	6.0.0-alpha2		N/A
com.soywiz	korlibs-inject-tvossimulatorarm64	6.0.0-alpha2	metadata	41fc125130ab7a880aac47602473f961536b233b
com.soywiz	korlibs-inject-tvossimulatorarm64	6.0.0-alpha3		N/A
com.soywiz	korlibs-inject-tvossimulatorarm64	6.0.0-alpha3	metadata	34efdacd263fe4a48af98b384ee70cbded9a6b90
com.soywiz	korlibs-inject-tvossimulatorarm64	6.0.0-alpha4		N/A
com.soywiz	korlibs-inject-tvossimulatorarm64	6.0.0-alpha4	metadata	1ccdc62a9425a06508c49abc542f9bfe5907bde5
com.soywiz	korlibs-inject-tvossimulatorarm64	6.0.0-alpha5		N/A
com.soywiz	korlibs-inject-tvossimulatorarm64	6.0.0-alpha5	metadata	4953787b655962f57bfb754d87095c3fc7ba66ac
com.soywiz	korlibs-inject-tvossimulatorarm64	6.0.0-alpha6		N/A
com.soywiz	korlibs-inject-tvossimulatorarm64	6.0.0-alpha6	metadata	669db5853c3f674af77ff6d6346035432ca4ad36
com.soywiz	korlibs-inject-tvossimulatorarm64	6.0.0-alpha7		N/A
com.soywiz	korlibs-inject-tvossimulatorarm64	6.0.0-alpha7	metadata	276462313a05dc56eca916a7dcb9ba81390a7de1
com.soywiz	korlibs-inject-tvossimulatorarm64	6.0.0-alpha8		N/A
com.soywiz	korlibs-inject-tvossimulatorarm64	6.0.0-alpha8	metadata	d3db367e03aaccb6e4e2d99fa6a22ad5d8482222
com.soywiz	korlibs-inject-tvossimulatorarm64	6.0.0-alpha9		N/A
com.soywiz	korlibs-inject-tvossimulatorarm64	6.0.0-alpha9	metadata	5455702aa11abcb675ce004fa6156c9029ca548c
com.thebrownfoxx	karbon-14-wasm-js	0.14.0		N/A
com.thebrownfoxx	karbon-14-wasm-js	0.14.1		N/A
com.varabyte.kobweb	kobweb-client-server-internal-js	0.20.1		N/A
com.varabyte.kobweb	kobweb-client-server-internal-js	0.20.2		N/A
com.varabyte.kobweb	kobweb-client-server-internal-js	0.20.3		N/A
com.varabyte.kobweb	kobweb-client-server-internal-js	0.20.4		N/A
com.varabyte.kobweb	kobweb-client-server-internal-js	0.20.5		N/A
com.varabyte.kobweb	kobweb-client-server-internal-js	0.20.6		N/A
com.varabyte.kobweb	kobweb-client-server-internal-js	0.21.0		N/A
com.varabyte.kobweb	kobweb-client-server-internal-js	0.21.1		N/A
com.vladsch.flexmark	flexmark-ext-superscript	0.10.0		0656384683127bec08257c556669ccb87275ab95
com.vladsch.flexmark	flexmark-ext-superscript	0.10.1		4b0d4050fd8e7882d05567eca9cfcad48ccad1c6
com.vladsch.flexmark	flexmark-ext-superscript	0.10.2		87b0ef74f972f5fd67423b64758a1aff86831395
com.vladsch.flexmark	flexmark-ext-superscript	0.10.3		c9969f3644ecf4e52f8d12cc54a89104fa85781f
com.vladsch.flexmark	flexmark-ext-superscript	0.11.0		dbf57e207ca65a2ecb6de03e3c1e1739c714ed85
com.vladsch.flexmark	flexmark-ext-superscript	0.11.1		08c1973191d80da8b99c8342e3c410f5fa6a6ab4
com.vladsch.flexmark	flexmark-ext-superscript	0.11.10		280a1ccd3b596689d826c0ef80440b8f1b574802
com.vladsch.flexmark	flexmark-ext-superscript	0.11.2		662738b6a63f2bca5352e0bf83dfe19ec59501c8
com.vladsch.flexmark	flexmark-ext-superscript	0.11.3		7f950a067fe9aeba2cd16c3e2f8ab46114276048
com.vladsch.flexmark	flexmark-ext-superscript	0.11.4		15e16be3e017a9cc81c13a3995855db328395a01
com.vladsch.flexmark	flexmark-ext-superscript	0.11.6		5d77ab06de1fc0774738e936fdabe8368dbd5ddb
com.vladsch.flexmark	flexmark-ext-superscript	0.11.7		3ecd2c3e8969d74b3526318bff32c10ba9d095cc
com.vladsch.flexmark	flexmark-ext-superscript	0.11.8		03920f1d691acf0fb4b4751609fda68ffaecb425
com.vladsch.flexmark	flexmark-ext-superscript	0.11.9		657dadc17f7332a2d80a2dc91e2487923a7311d6
com.vladsch.flexmark	flexmark-ext-superscript	0.12.0		5985f6d309436cc9bde037e09c09d43a94ed3b2b
com.vladsch.flexmark	flexmark-ext-superscript	0.12.1		34c021502a5f202ab30490bf9ebad1e76ac751a4
com.vladsch.flexmark	flexmark-ext-superscript	0.12.2		f7d47425b7857c997f82ca664aefbe15af2d684a
com.vladsch.flexmark	flexmark-ext-superscript	0.12.3		e43523642deffaabf4c943ffcb54bd12c2606195
com.vladsch.flexmark	flexmark-ext-superscript	0.13.0		59ea0f3993bab1b8c5ab5f4109fd315717ca6a5e
com.vladsch.flexmark	flexmark-ext-superscript	0.13.1		44c0ddabe0309c7cd4b145005b1531c699585261
com.vladsch.flexmark	flexmark-ext-superscript	0.13.2		ad7ce70ea19a309e87194b95dda2e5f48721d7f8
com.vladsch.flexmark	flexmark-ext-superscript	0.13.3		959c40f9a587e5a3607eba27f438bd6fd56858f1
com.vladsch.flexmark	flexmark-ext-superscript	0.13.4		68239ea0ff64401571df32e2a4a55b222e7f63ff
com.vladsch.flexmark	flexmark-ext-superscript	0.13.5		5665cff71af820835199afd50acd07d8cd1b041f
com.vladsch.flexmark	flexmark-ext-superscript	0.13.6		c5b4e727c4cdd6a7e1b8801bcd0faacaf3bf1856
com.vladsch.flexmark	flexmark-ext-superscript	0.13.7		8c0a13701ecd75972a29e591327141425887d617
com.vladsch.flexmark	flexmark-ext-superscript	0.14.0		423bceab23a60546e6bf0889c3ef9cbf4ad72f86
com.vladsch.flexmark	flexmark-ext-superscript	0.15.0		f49301f4bd6783593ebc7369cd3d22ab8043a230
com.vladsch.flexmark	flexmark-ext-superscript	0.15.1		cd7e9f205b35ed20e99c00524285e7a119d28985
com.vladsch.flexmark	flexmark-ext-superscript	0.15.2		db32f64eea7139a3022d153443a7d2e7d1135925
com.vladsch.flexmark	flexmark-ext-superscript	0.15.3		af64fec0e19e92633816c2aa2076ce5346b94c5b
com.vladsch.flexmark	flexmark-ext-superscript	0.15.4		186730ee5735071e1c1bb53f23f049460368fcbc
com.vladsch.flexmark	flexmark-ext-superscript	0.16.0		bc0b36be5967aa9ca72e6fd187e2f6568060eec5
com.vladsch.flexmark	flexmark-ext-superscript	0.16.1		63d89e83952ffa4d81b0f537b823103144434699
com.vladsch.flexmark	flexmark-ext-superscript	0.17.0		c159b38f135e811ef7e8c88187e39178181b0857
com.vladsch.flexmark	flexmark-ext-superscript	0.17.1		740afada67a843383020c7ff56e94c563b21b12a
com.vladsch.flexmark	flexmark-ext-superscript	0.17.2		788b21246539fa5c9a47955c27b0f4aee5cf2945
com.vladsch.flexmark	flexmark-ext-superscript	0.17.3		e85f64b4dc886b68ba70b0f79f27cdc3e6de41b0
com.vladsch.flexmark	flexmark-ext-superscript	0.17.4		0eb09f12dcf0b0a46034d4853822286b41315f2a
com.vladsch.flexmark	flexmark-ext-superscript	0.18.0		aadc8eec41c3fa68cc58dc7f85510a0c6aa86d5d
com.vladsch.flexmark	flexmark-ext-superscript	0.18.1		af78901686323f342a407833ef515e98ed983238
com.vladsch.flexmark	flexmark-ext-superscript	0.18.2		1eaabe5749a7690b66e3fd91d66a17ab8ebc59ec
com.vladsch.flexmark	flexmark-ext-superscript	0.18.3		ad57d12bc3a7198aa0dfc09ec6d4f4492d2c010f
com.vladsch.flexmark	flexmark-ext-superscript	0.18.4		7194984651e318b9145422e32192036ee06437b2
com.vladsch.flexmark	flexmark-ext-superscript	0.18.5		9909e2b93dc2bf910133e3888706318c9bb9134d
com.vladsch.flexmark	flexmark-ext-superscript	0.18.6		5ce8a129e1d0fcf1b7f907427faf32db5151de1d
com.vladsch.flexmark	flexmark-ext-superscript	0.18.7		af4fb960da6cd0c00465aba4cc90f520fd2099e4
com.vladsch.flexmark	flexmark-ext-superscript	0.18.8		f0def03afa7741168a4ced7798366a4b49d3655d
com.vladsch.flexmark	flexmark-ext-superscript	0.18.9		f0f7dcab2aa83f4b19788edc21292d891a6c32aa
com.vladsch.flexmark	flexmark-ext-superscript	0.19.0		e6202dbaa24b1d14668caacdcc8f11c8718e963a
com.vladsch.flexmark	flexmark-ext-superscript	0.19.1		3ac839e7ee3f640a727d0d4015c344b98e31b1b2
com.vladsch.flexmark	flexmark-ext-superscript	0.19.2		f7457b04015a6d292fda6a4a0f3444e27a9a116c
com.vladsch.flexmark	flexmark-ext-superscript	0.19.3		7afab61657e32b8fe7cde8a999b3454b722b0960
com.vladsch.flexmark	flexmark-ext-superscript	0.19.4		4b8dd58175ae9efb93da5c9598247ebc770c71fc
com.vladsch.flexmark	flexmark-ext-superscript	0.19.5		e9c19f9becf20dbdc9313ac4e49ac78b58263bb2
com.vladsch.flexmark	flexmark-ext-superscript	0.19.6		ba60304e5db7eeb1d6637c47ff2e9e3cdbf1937a
com.vladsch.flexmark	flexmark-ext-superscript	0.19.8		cbe1964a7dd8d9a3957dfd122a6595079d703cfa
com.vladsch.flexmark	flexmark-ext-superscript	0.20.0		984ccc5d57cb92a010313a93bd5fac26cca87d45
com.vladsch.flexmark	flexmark-ext-superscript	0.20.2		05a4a9ed4da2b0d92e1e7a7a10c0305cb40729a3
com.vladsch.flexmark	flexmark-ext-superscript	0.21.0		1f8f4efe077949ab8fe9b3e0cf7ec6e5584a88b5
com.vladsch.flexmark	flexmark-ext-superscript	0.22.0		0186e4b0ece5bf463f668e4ac5f08cbd0f880c0e
com.vladsch.flexmark	flexmark-ext-superscript	0.22.12		ff2a7c1c8f782476846746e9eccc9bfd49b51c24
com.vladsch.flexmark	flexmark-ext-superscript	0.22.14		b52ebae7aa8a753abd26f1e1cdb0a4c57a65f756
com.vladsch.flexmark	flexmark-ext-superscript	0.22.16		4b93c656ecb415c6a3906f2306bc7dca6565fe48
com.vladsch.flexmark	flexmark-ext-superscript	0.22.18		b46b99a2f4683c8b088c88e6e240c5a6788b71ae
com.vladsch.flexmark	flexmark-ext-superscript	0.22.2		ba16781683bf46b4a103a6aebd059b45b6b28c79
com.vladsch.flexmark	flexmark-ext-superscript	0.22.20		e99af33fdf1f184b67b578e74b67e7201c43c3d8
com.vladsch.flexmark	flexmark-ext-superscript	0.22.22		97d00f637f4c2846d46c37e68e87c41f303598db
com.vladsch.flexmark	flexmark-ext-superscript	0.22.24		36e19c8b801db4b06a7954f426241071b0b77c84
com.vladsch.flexmark	flexmark-ext-superscript	0.22.4		769256e40956c251c1cb812e0d69e55022dd3b21
com.vladsch.flexmark	flexmark-ext-superscript	0.22.6		d0d4cfb297515b6bcb12be7144d7a605ffe82c4c
com.vladsch.flexmark	flexmark-ext-superscript	0.22.8		5f2fe8a4aa03d4154cf4bf837510666322f6032f
com.vladsch.flexmark	flexmark-ext-superscript	0.24.0		497c223697b370975ffbaaa7bdce4386944c8028
com.vladsch.flexmark	flexmark-ext-superscript	0.26.0		12dc5d7234812156e7bb55a5916d1a5f3070e96e
com.vladsch.flexmark	flexmark-ext-superscript	0.26.2		8b9bb09b76135f3391507864d43088145c47d53a
com.vladsch.flexmark	flexmark-ext-superscript	0.26.4		6be77ced1e9e5a8bd990c8b85ba7babac077b4d3
com.vladsch.flexmark	flexmark-ext-superscript	0.27.0		96ad0fa8b33c19859bb5126b6849304b21bac7f7
com.vladsch.flexmark	flexmark-ext-superscript	0.28.0		38a50cd313228100e305a57efd86ad719633160e
com.vladsch.flexmark	flexmark-ext-superscript	0.28.10		6cf60e2eacff3a60cdc39a43977d49fa53cfd7a7
com.vladsch.flexmark	flexmark-ext-superscript	0.28.12		2e22453fc34a08b03e0f518ea7e127eca575dff2
com.vladsch.flexmark	flexmark-ext-superscript	0.28.14		ddcd9d7e33ec6109c9aec593a6330a772039d8c2
com.vladsch.flexmark	flexmark-ext-superscript	0.28.16		ac9c32bbd65be5711a293a08d5c30c980fc4bcdf
com.vladsch.flexmark	flexmark-ext-superscript	0.28.18		ae6dfdcd34bd2b917e3a7fed393834877ed655f4
com.vladsch.flexmark	flexmark-ext-superscript	0.28.2		a6a65fdf6a5bb198f9ba934de78156a1078f30fa
com.vladsch.flexmark	flexmark-ext-superscript	0.28.20		40130bb97cea3c672dc589fa608b77e4cbaa65b8
com.vladsch.flexmark	flexmark-ext-superscript	0.28.22		a0eb314303e50a4d51bba45e3db031ea46a27789
com.vladsch.flexmark	flexmark-ext-superscript	0.28.24		744f90ad8abe8a71568fa60b1767abcfaaff5914
com.vladsch.flexmark	flexmark-ext-superscript	0.28.26		4152cb902689bca093b83049c3e0e286f7bae116
com.vladsch.flexmark	flexmark-ext-superscript	0.28.28		d60244e4119b13e03fe8b80c71010fcd497f37c9
com.vladsch.flexmark	flexmark-ext-superscript	0.28.30		c3b4d7fea9c295685d9669c8ad329bed7154823f
com.vladsch.flexmark	flexmark-ext-superscript	0.28.32		61b0990ce82ea1d88fc81fddb228c516e19b520d
com.vladsch.flexmark	flexmark-ext-superscript	0.28.34		19a95c4ad4bb5f0f3bb035aaf4d63c7c27c81e32
com.vladsch.flexmark	flexmark-ext-superscript	0.28.38		033036ccad70c1ec20d1b750fc71e698c43879f8
com.vladsch.flexmark	flexmark-ext-superscript	0.28.4		7107d55dc62a942371ff63756df448e5d2a563a0
com.vladsch.flexmark	flexmark-ext-superscript	0.28.6		bcaf5bc2d566d4c157d7bbe6b4bff01be600ab01
com.vladsch.flexmark	flexmark-ext-superscript	0.28.8		cdddc4513a594bab10ca6a6608b1482cecdab905
com.vladsch.flexmark	flexmark-ext-superscript	0.30.0		72114e23646756a703a75b81702502968c85f88a
com.vladsch.flexmark	flexmark-ext-superscript	0.32.10		2ce73f3985a05d26d0fd926f01e69cd1697fa0b3
com.vladsch.flexmark	flexmark-ext-superscript	0.32.12		38d17d001d3f748cf50a5707fb225bccc32c7e83
com.vladsch.flexmark	flexmark-ext-superscript	0.32.14		2901f115d581c1de5000ff9c676936037608546a
com.vladsch.flexmark	flexmark-ext-superscript	0.32.16		da7064b16815e6e3b06d6e82961f508c65fa9c7d
com.vladsch.flexmark	flexmark-ext-superscript	0.32.18		660f7dd466e4e46a9ae6eea69f136d2bd92d8115
com.vladsch.flexmark	flexmark-ext-superscript	0.32.2		50f35a7ad548572676d5e3a28488726c2d69d604
com.vladsch.flexmark	flexmark-ext-superscript	0.32.20		56937340b3c9816a1880a06170cfc269ca991782
com.vladsch.flexmark	flexmark-ext-superscript	0.32.22		6fca118aec38d75bd8e0f4400b88590bee7c489e
com.vladsch.flexmark	flexmark-ext-superscript	0.32.24		8e226b6891a78e11a96456c25d6076841374800f
com.vladsch.flexmark	flexmark-ext-superscript	0.32.4		9ad131c9f6bec18e357c9238e78211d88a4474b9
com.vladsch.flexmark	flexmark-ext-superscript	0.32.8		dc7bad50ecfa9c18a1bc48a6ec72ae91db57eb78
com.vladsch.flexmark	flexmark-ext-superscript	0.34.0		d3a3a508150a93b2c2bd5332788b5f90285e1946
com.vladsch.flexmark	flexmark-ext-superscript	0.34.10		1a730a71103cdca98abf9e2f787b3addfc23712d
com.vladsch.flexmark	flexmark-ext-superscript	0.34.12		f030dd8bfba722b8ecc2fb9937795d79ebcdce53
com.vladsch.flexmark	flexmark-ext-superscript	0.34.14		81bcfad2b2141f0d52ac2bda97bedc5e3da2e744
com.vladsch.flexmark	flexmark-ext-superscript	0.34.16		9c3c53c4a5295231ab462f3adfc5cfcb85cb310a
com.vladsch.flexmark	flexmark-ext-superscript	0.34.18		02541211e8e4a6c89ce0a68b07b656d8a19ac282
com.vladsch.flexmark	flexmark-ext-superscript	0.34.2		d92c042d639d3bb2d98c34e80d38fd1bfaf911e9
com.vladsch.flexmark	flexmark-ext-superscript	0.34.22		06d0dada7ed4000a05461ca0de60ac350f65d870
com.vladsch.flexmark	flexmark-ext-superscript	0.34.24		8890995b1f08526175396f99227e6cbab53f1875
com.vladsch.flexmark	flexmark-ext-superscript	0.34.28		85571ce27519a5068fee014827adc8af95219f8d
