ai.grakn.kgms	core	1.4.3		e0d49af654fb61f5f6ccf08e53e868ed2be0232c
com.oracle.oci.sdk	oci-java-sdk-servicemesh	3.25.0		4acc373c6e78f052bc7389e603022f8c302f10ec
com.oracle.oci.sdk	oci-java-sdk-servicemesh	3.25.1		178583681ddd77f24d162ce92df28114130a8195
com.oracle.oci.sdk	oci-java-sdk-servicemesh	3.25.2		58a9966f780791636e5c33613041ce1402113d82
com.oracle.oci.sdk	oci-java-sdk-servicemesh	3.25.3		ca287a9e818b41b2a5685f0fcc90ef952b6a8c9a
com.oracle.oci.sdk	oci-java-sdk-servicemesh	3.25.4		7d25e52da4395735a1f3f807939cae6398168d2c
com.oracle.oci.sdk	oci-java-sdk-servicemesh	3.26.0		df87446e2c6c66aba6f96174a00735a86ea41a08
com.oracle.oci.sdk	oci-java-sdk-servicemesh	3.27.0		faa7bcb6af38a42ebd2b36a3be8a544ce8071af4
com.oracle.oci.sdk	oci-java-sdk-servicemesh	3.28.0		c4e6ee150fefa3fdd9f5df5a3118de496932b114
com.oracle.oci.sdk	oci-java-sdk-servicemesh	3.28.1		d103dcbe6c4efc2c4e3a46dc251e1de12da2fbb9
com.oracle.oci.sdk	oci-java-sdk-servicemesh	3.29.0		6cb7ef7fe12e5ddf0e29ed4da509dc959ca992de
com.oracle.oci.sdk	oci-java-sdk-servicemesh	3.3.0		7c295f1082a9cb6f4223aa5ae6216fcdd7799620
com.oracle.oci.sdk	oci-java-sdk-servicemesh	3.30.0		f37be35c6a14ec559601085b4aadfee306632ff4
com.oracle.oci.sdk	oci-java-sdk-servicemesh	3.31.0		911472c04bbea05b838ab7bc76faab68585f992a
com.oracle.oci.sdk	oci-java-sdk-servicemesh	3.31.1		5f7f1c30c9c2e5f2e251cedc4158cf752d62a981
com.oracle.oci.sdk	oci-java-sdk-servicemesh	3.32.0		5d5779ede842f73bce3f0b130dac5440c84b79ea
com.oracle.oci.sdk	oci-java-sdk-servicemesh	3.32.1		c6522f33f907447bb985150af04778c2346daea2
com.oracle.oci.sdk	oci-java-sdk-servicemesh	3.33.0		af6d6a612ef7b943fd2de158607099457242d36c
com.oracle.oci.sdk	oci-java-sdk-servicemesh	3.34.0		65fda4150175148f846c1c56b51575c1081427c6
com.oracle.oci.sdk	oci-java-sdk-servicemesh	3.34.1		4346d8c307d9fdaa526f38a395d8e205ba9202e5
com.oracle.oci.sdk	oci-java-sdk-servicemesh	3.35.0		c84f3a7817ef565a62e7a78448aa2aab0feb5d75
com.oracle.oci.sdk	oci-java-sdk-servicemesh	3.36.0		520949c472639d7c281a398b9fa591c94a2f35ea
com.oracle.oci.sdk	oci-java-sdk-servicemesh	3.37.0		208ffd4b0df979cab52258828c3dfbf787aa959e
com.oracle.oci.sdk	oci-java-sdk-servicemesh	3.37.1		4b15735884139c3bae542f5bb5e251e2159227bc
com.oracle.oci.sdk	oci-java-sdk-servicemesh	3.37.2		2c99658a50c84f620e67e79fe1123a4359e982f6
com.oracle.oci.sdk	oci-java-sdk-servicemesh	3.38.0		b51ef90319d85efb5988829826a62e7bfb92215e
com.oracle.oci.sdk	oci-java-sdk-servicemesh	3.39.0		761f32bc4ddf2d6c0fe23eb56e39923d9327c3a4
com.oracle.oci.sdk	oci-java-sdk-servicemesh	3.39.1		3cd72509169097c1bd14b5bf5e6539ecba4158db
com.oracle.oci.sdk	oci-java-sdk-servicemesh	3.39.2		18646e49154beca4e2da51f09b8483c1004adcf6
com.oracle.oci.sdk	oci-java-sdk-servicemesh	3.4.0		5c35e6ee4408ef85ab16e6ab3a9d3c9b173a9a4b
com.oracle.oci.sdk	oci-java-sdk-servicemesh	3.40.0		dff814aa4b3104baee2f1232b111ec1b944b3173
com.oracle.oci.sdk	oci-java-sdk-servicemesh	3.41.0		b14824535a447c31fb440a48681f52ee4afa1528
com.oracle.oci.sdk	oci-java-sdk-servicemesh	3.41.1		2df0a6cb28a5c8e6773af5e467bc6e7f4dc7ef9c
com.oracle.oci.sdk	oci-java-sdk-servicemesh	3.41.2		ce68c5505eac9747d58d1afb4b043bcfc4aa9449
com.oracle.oci.sdk	oci-java-sdk-servicemesh	3.41.3		b04b015bc755fc03e501ddd6a7dc077f747c0a18
com.oracle.oci.sdk	oci-java-sdk-servicemesh	3.42.0		65af4e776dbbe8c18944f7889cab6fe8b144c6dd
com.oracle.oci.sdk	oci-java-sdk-servicemesh	3.43.0		c0850c1889e58f3c875d342df2f0ea5d660a67fd
com.oracle.oci.sdk	oci-java-sdk-servicemesh	3.43.1		b7a956d45d9691fabebf6c02a468add53be23d33
com.oracle.oci.sdk	oci-java-sdk-servicemesh	3.43.2		16dfce3eea8331913d1c911e2c6483967e3fe28f
com.oracle.oci.sdk	oci-java-sdk-servicemesh	3.44.0		49596df2592ef83725cbd1ae85199d91e00188ee
com.oracle.oci.sdk	oci-java-sdk-servicemesh	3.44.1		f9340717aefc2c6d052ab6643a1032bc8583e2a1
com.oracle.oci.sdk	oci-java-sdk-servicemesh	3.44.2		4e1a9a8fac14fdcf35317c879649ffc2958d744a
com.oracle.oci.sdk	oci-java-sdk-servicemesh	3.44.3		d8770aa00baace0d70cca7ed91badc6285eb4d62
com.oracle.oci.sdk	oci-java-sdk-servicemesh	3.44.4		44ec66ec36d0f5ad88d06431972c57bc00af66b9
com.oracle.oci.sdk	oci-java-sdk-servicemesh	3.45.0		cfe8ad9a0c5aea631c82b6240d10170674a55166
com.oracle.oci.sdk	oci-java-sdk-servicemesh	3.46.0		fd9574e6a5545fc1c9ebdc96f6a565905fee9440
com.oracle.oci.sdk	oci-java-sdk-servicemesh	3.46.1		78e4c734beadfc973bb3eda22841942204c1d272
com.oracle.oci.sdk	oci-java-sdk-servicemesh	3.47.0		152324c8daed98a6e762a8e8fd426b1f087c75cb
com.oracle.oci.sdk	oci-java-sdk-servicemesh	3.48.0		8da5692c6c50c67aeb23139f063e6f6d3697e5dd
com.oracle.oci.sdk	oci-java-sdk-servicemesh	3.49.0		1a41f6fe2926a9d1511b383e9c4a7308c1b43c42
com.oracle.oci.sdk	oci-java-sdk-servicemesh	3.5.0		784b3da069f47ce9f0d1d5f81bb2bc0bfe78cd01
com.oracle.oci.sdk	oci-java-sdk-servicemesh	3.50.0		ba113dea6d9573f23dd7c74cce4203a706056198
com.oracle.oci.sdk	oci-java-sdk-servicemesh	3.50.1		337692d9189c734cc58c19757d1274a7b721754e
com.oracle.oci.sdk	oci-java-sdk-servicemesh	3.50.2		c71e90564d203bf555d97ed4bba51caca0d2d773
com.oracle.oci.sdk	oci-java-sdk-servicemesh	3.51.0		2715eacca54f60904da48c79914649607dbb10b1
com.oracle.oci.sdk	oci-java-sdk-servicemesh	3.52.0		d37f067ad7a7dd978d216711686b02fcd768db5f
com.oracle.oci.sdk	oci-java-sdk-servicemesh	3.52.1		c432a317e415915a4ce48ce29543efa30057fb99
com.oracle.oci.sdk	oci-java-sdk-servicemesh	3.53.0		0ee3be7c19ec7aa2c6a4b910363d009f87626807
com.oracle.oci.sdk	oci-java-sdk-servicemesh	3.53.1		0ec6a8ec3d30d807e259616a99f9d736394e576d
com.oracle.oci.sdk	oci-java-sdk-servicemesh	3.54.0		210de129ac1e3681ed95513e141c0c2813e2de95
com.oracle.oci.sdk	oci-java-sdk-servicemesh	3.55.0		03589cc675e5bc63048f337fa4666be28173838f
com.oracle.oci.sdk	oci-java-sdk-servicemesh	3.55.1		ffffc7ce7488fed39644e018993f4f618edb2db2
com.oracle.oci.sdk	oci-java-sdk-servicemesh	3.55.2		15d6a682447b73ee5136c762de3ab9eeeb6a9297
com.oracle.oci.sdk	oci-java-sdk-servicemesh	3.55.3		a21727b19513b9b76793353cf597073938bf0c98
com.oracle.oci.sdk	oci-java-sdk-servicemesh	3.56.0		f9524c887566384d193354d013737ca1bd44981e
com.oracle.oci.sdk	oci-java-sdk-servicemesh	3.57.0		a97a1a115a4b8f2f395666085c4107411ce5c765
com.oracle.oci.sdk	oci-java-sdk-servicemesh	3.57.1		f002c05247980d85ad1615176bfbbee5d508c5a8
com.oracle.oci.sdk	oci-java-sdk-servicemesh	3.57.2		3e822000a7a6e19fe5b532d3401cc6b9edc9fc9c
com.oracle.oci.sdk	oci-java-sdk-servicemesh	3.58.0		56593555a9a8229a020e6c4fb14a3722b30297b9
com.oracle.oci.sdk	oci-java-sdk-servicemesh	3.59.0		d93e0e52683c8196317c7c923a71dd49cdf9ad45
com.oracle.oci.sdk	oci-java-sdk-servicemesh	3.6.0		8b2f5e9101e39d3791f0f451769d6a43cb125ba5
com.oracle.oci.sdk	oci-java-sdk-servicemesh	3.60.0		b292e58a3dbf2a0929fdf233910488732e19995c
com.oracle.oci.sdk	oci-java-sdk-servicemesh	3.61.0		3cb2c242aa2a6d894ea5c1a6a1c869b0fcd3100c
com.oracle.oci.sdk	oci-java-sdk-servicemesh	3.62.0		cb18fb91c6203939479549e1105e81e64adb14a7
com.oracle.oci.sdk	oci-java-sdk-servicemesh	3.62.1		f20c062037f7f9c504aa6847f96623f94591a619
com.oracle.oci.sdk	oci-java-sdk-servicemesh	3.63.0		bf94cfcc5c1e113572d2ac66fed9b2ee389f4b37
com.oracle.oci.sdk	oci-java-sdk-servicemesh	3.63.1		3b32ee077ba911ef38345f406f1a04b5bdae0c04
com.oracle.oci.sdk	oci-java-sdk-servicemesh	3.63.2		68fc01eaf5317633f133fa111b914860e4282b71
com.oracle.oci.sdk	oci-java-sdk-servicemesh	3.63.3		8cea8f275e829192ee21cbbbb8cdf0319845e8ad
com.oracle.oci.sdk	oci-java-sdk-servicemesh	3.64.0		94102953db912273f4d0f4e51ffc79261e64e16f
com.oracle.oci.sdk	oci-java-sdk-servicemesh	3.65.0		91850f33560d713d0dc3c282e86cd8367f26379c
com.oracle.oci.sdk	oci-java-sdk-servicemesh	3.7.0		adf0c0b2bcf83653719cb777e33ac6940fde6ac2
com.oracle.oci.sdk	oci-java-sdk-servicemesh	3.8.0		ee16909dbea077bb8d3bb0366209af78cf55ee48
com.oracle.oci.sdk	oci-java-sdk-servicemesh	3.9.0		a5d8acfd7965defab03d7c6fb106fabc9708cb07
com.oracle.oci.sdk	oci-java-sdk-servicemesh	3.9.1		196fe22ef7097b0f42f9b02259594bb0b97c770e
com.pinterest.ktlint	ktlint-cli-reporter-html	1.0.0		848e09c4802946115b64ed24fa362948a634275c
com.pinterest.ktlint	ktlint-cli-reporter-html	1.0.1		6b9fbbc1b9bc26d9a33c00ae6a7f324ad382a751
com.pinterest.ktlint	ktlint-cli-reporter-html	1.1.0		23299651482fa6ba48b21c24ad8cfa3b6864df32
com.pinterest.ktlint	ktlint-cli-reporter-html	1.1.1		322afe4367183d5c79b262b108fe45712dff77db
com.pinterest.ktlint	ktlint-cli-reporter-html	1.2.0		9f2668fc4ad392aa9cad41d04fbe623ffa30b7d6
com.pinterest.ktlint	ktlint-cli-reporter-html	1.2.1		135fb00bc644cfe3360daaa8375fe2e01bfb98ce
com.pinterest.ktlint	ktlint-cli-reporter-html	1.3.0		b80c86c137ff53c3c59b801b70d7ccbbcd59373d
com.pinterest.ktlint	ktlint-cli-reporter-html	1.3.1		c79d91d91ebde82fbf788e883682e3a1c3d1f75a
com.pinterest.ktlint	ktlint-cli-reporter-html	1.4.0		93504f930e5274c858b861d01856e06b7b5d5167
com.pinterest.ktlint	ktlint-cli-reporter-html	1.4.1		5f83cd7d3c729c6eece81ac57b590d817232cbb6
com.pinterest.ktlint	ktlint-cli-reporter-html	1.5.0		434fc99c27f64762611adbbbada77e98d5baf6df
com.softwaremill.common	tagging_sjs1_2.12	2.2.1		ab4dae8200fc460df093e0cd190ba850677926f4
com.softwaremill.common	tagging_sjs1_2.12	2.3.0		90fafa53ec0cd29d5b4bb253dd70901997fc9980
com.softwaremill.common	tagging_sjs1_2.12	2.3.1		fcb93e75e981be57086262febc2787dda998277b
com.softwaremill.common	tagging_sjs1_2.12	2.3.2		dda6b803ca67165d774ad84feac8778dc60d410e
com.softwaremill.common	tagging_sjs1_2.12	2.3.3		9df66081e8d5b1e520db3ee79f417a0117575b4e
com.softwaremill.common	tagging_sjs1_2.12	2.3.4		268085db22ec031e994b475c7901c72ce0ebd771
com.softwaremill.common	tagging_sjs1_2.12	2.3.5		221bc3f99d5ded1021ddea41ce38cd6ba49577c9
com.splendo.kaluga	hud-js	0.1.10		277aa9528214ecff5de2129411bd0dfc188d7b07
com.splendo.kaluga	hud-js	0.1.11		824332b1b4e9d83f65d4f3fc11ef4e53feaf234f
com.splendo.kaluga	hud-js	0.2.0		c0d1753295a79124e1232991667ca0ffa4b6939a
com.splendo.kaluga	hud-js	0.2.1		5da3de4800284663e4225aeb40667923cc2a6251
com.splendo.kaluga	hud-js	0.2.2		46b1b71f181e106c1c1c7c213f0ffbf8470cc856
com.splendo.kaluga	hud-js	0.2.3		71352f615295ae2f8dc56abc74cbdaff89127de6
com.splendo.kaluga	hud-js	0.3.0		b3e14ca4d0d89aa2d272218f9fb715832b6fee2e
com.splendo.kaluga	hud-js	0.4.0		223f939662d59626c9eb9f06cafc0c79d877c71c
com.splendo.kaluga	hud-js	0.5.0		N/A
com.splendo.kaluga	hud-js	1.0.0		N/A
com.splendo.kaluga	hud-js	1.1.0		N/A
com.splendo.kaluga	hud-js	1.2.0		N/A
com.splendo.kaluga	hud-js	1.2.1		N/A
com.splendo.kaluga	hud-js	1.3.0		N/A
com.splendo.kaluga	hud-js	1.3.1		N/A
com.splendo.kaluga	hud-js	1.4.0		N/A
com.splendo.kaluga	test-utils-alerts-androidlib-debug	0.5.0		N/A
com.splendo.kaluga	test-utils-alerts-androidlib-debug	1.0.0		N/A
com.splendo.kaluga	test-utils-alerts-androidlib-debug	1.1.0		N/A
com.splendo.kaluga	test-utils-alerts-androidlib-debug	1.2.0		N/A
com.splendo.kaluga	test-utils-alerts-androidlib-debug	1.2.1		N/A
com.splendo.kaluga	test-utils-alerts-androidlib-debug	1.3.0		N/A
com.splendo.kaluga	test-utils-alerts-androidlib-debug	1.3.1		N/A
com.splendo.kaluga	test-utils-alerts-androidlib-debug	1.4.0		N/A
com.zara4.api	zara4-sdk	1.0.0		56c71fda6c9f88c3bc8de7ed4a88c53ca586f97a
de.team33.patterns	lazy-narvi	1.10.0		67869b79c7eac0f145a3f3774f054e22121f0667
de.team33.patterns	lazy-narvi	1.10.1		66147fc2d99a315c766ef9627f187adb355b73d6
de.team33.patterns	lazy-narvi	1.11.0		6856f532bdce7e0c0d337b284e8120e2ca4a1622
de.team33.patterns	lazy-narvi	1.11.1		2fcd0ae6b9db338d91f851d21f12a624d613a12f
de.team33.patterns	lazy-narvi	1.12.0		560807d1f3a89ebbe6a14e977c448cb521e026b7
de.team33.patterns	lazy-narvi	1.12.2		9b5ccb01f4370b4d75024fe5156927359dd69b80
de.team33.patterns	lazy-narvi	1.13.0		62435933fd009c92203042c81d28239fbd435969
de.team33.patterns	lazy-narvi	1.13.1		3a5e548867e2411b9d91d35cbc96d7b9164b6ce0
de.team33.patterns	lazy-narvi	1.13.2		50947bcbe33033377185e8a67d3177cdd14aefb5
de.team33.patterns	lazy-narvi	1.14.0		e47e568d3bcca0f42feccda396d281d59132a078
de.team33.patterns	lazy-narvi	1.14.1		d2b1735b1ac32ddf620e73e7c41b8fd5057de7c0
de.team33.patterns	lazy-narvi	1.14.2		7c1b1435dd88e9cea7d16cdea8a03e38e770dd64
de.team33.patterns	lazy-narvi	1.15.0		ff90be65e634ff4d73992cdc02888ae89852cfb7
de.team33.patterns	lazy-narvi	1.16.0		5edda8d1131710b0a34a74da2052bd3158e22c97
de.team33.patterns	lazy-narvi	1.17.0		e2a5ae25eb87216481c26a307234196fe0f65ba3
de.team33.patterns	lazy-narvi	1.18.0		c739f323906a3f16462c536204f52b76532bda4d
de.team33.patterns	lazy-narvi	1.18.1		89e96958c02d90ecd847ba271214074467d59fc2
de.team33.patterns	lazy-narvi	1.18.2		ac8ed603984f5139d4b0ee1763dc5ee38489b638
de.team33.patterns	lazy-narvi	1.18.3		7d73c757289b811e26ea4f73b4d51f545df127bb
de.team33.patterns	lazy-narvi	1.19.0		cee251c5930baa4da83ba99de965590ffef144af
de.team33.patterns	lazy-narvi	1.19.1		9ecff28c2a3b4fac734d440d3e37a5c9e0ee3b06
de.team33.patterns	lazy-narvi	1.19.2		7214835e9b99cad264bb365cee1b5e4806d549ca
de.team33.patterns	lazy-narvi	1.19.3		f529e18b66428de6c282c38566f00c7f89541e17
de.team33.patterns	lazy-narvi	1.20.0		b2b94eaeb3b2ff603c73df5b87c83ec963719a03
de.team33.patterns	lazy-narvi	1.21.0		dab2eb197c89a95a09be8ad75f86e0979ab5bf1a
de.team33.patterns	lazy-narvi	1.21.1		06f3b3e1381ad4374c8f037a50b88915e6eeb5ec
de.team33.patterns	lazy-narvi	1.22.0		8cf8919161e5e4d434a23ea609c9d40b44ffadde
de.team33.patterns	lazy-narvi	1.23.0		607b82cd2b3d92daed1567083fbdf830f766c35d
de.team33.patterns	lazy-narvi	1.24.0		68576704847060b1f65f695962d2d6055fec8c38
de.team33.patterns	lazy-narvi	1.24.1		38cf7bb4412a86d476bbe9d8b85fa2a2fbc26f1b
de.team33.patterns	lazy-narvi	1.25.0		4e700504f1fb423f108983e274654af0862486c4
de.team33.patterns	lazy-narvi	1.9.0		2dd77259c6f9d7fc2f85a5a3901f14cc0b070ef0
de.team33.patterns	lazy-narvi	2.0.3		0fb208221f4d166a62a6c907c1ffe7aac114eeaf
de.team33.patterns	lazy-narvi	2.1.0		3ee116135d13b157b3429f44f81b28ba6ab3c3f5
de.team33.patterns	lazy-narvi	2.1.1		3e6f220d1d51df61a15c24782ef16667e94de907
dev.madetobuild.typedconfig	codegen	0.2		922bb8f5615bc45cd21e2333007935d45f9e2cd4
dev.madetobuild.typedconfig	codegen	0.2	all	dd492aa719c8d16a3e4ee45da37979593917daa3
dev.zio	zio-aws-pcs_3	7.28.24.2		05c291313b4464ae8c7c7e7e3d47d656c4d93e19
dev.zio	zio-aws-pcs_3	7.28.26.1		8de87ea9b16e84f4f4e0e8eeb65885d6e4da066d
dev.zio	zio-aws-pcs_3	7.28.29.1		09eb53e49a30747859bc6cd38d64b58cb8e25575
dev.zio	zio-aws-pcs_3	7.28.29.10		88620f4619de4a86949def5e1c984cccad412573
dev.zio	zio-aws-pcs_3	7.28.29.11		20acd435174a1a63c04591b8cd491b54da23a286
dev.zio	zio-aws-pcs_3	7.28.29.12		9236e8373f0705ddbbc218757545a5d1bfedb838
dev.zio	zio-aws-pcs_3	7.28.29.13		ca39dd636acfda22c2eacff2c799334ab3e825d5
dev.zio	zio-aws-pcs_3	7.28.29.14		384532f41a7a97023bb3e4cf6decbde5d4300b10
dev.zio	zio-aws-pcs_3	7.28.29.15		c78718550b734a9333846ad582bb3d24e42a1ef4
dev.zio	zio-aws-pcs_3	7.28.29.16		7207012125068202f9aade1055a549b07464640b
dev.zio	zio-aws-pcs_3	7.28.29.17		c496cc276ea0ccf34bdf44f1b7e85e0e87e139f2
dev.zio	zio-aws-pcs_3	7.28.29.18		086da162f3ce2a16faecd52c4e66d100fc4b50d8
dev.zio	zio-aws-pcs_3	7.28.29.19		46581e256a9ec1a3df83326cc39a98634b97d3c0
dev.zio	zio-aws-pcs_3	7.28.29.2		f88d6354231bd9dc48f4b52296cda3e5a41d2a57
dev.zio	zio-aws-pcs_3	7.28.29.3		9f0b7d1d215b863575cf3fd00412fe34f8f20126
dev.zio	zio-aws-pcs_3	7.28.29.4		5430d134a9d3acddd879ee7e20b2dbde6e6b9d05
dev.zio	zio-aws-pcs_3	7.28.29.5		92a0d31e9a6f826d06bc53ae0a1da0f0e6efe342
dev.zio	zio-aws-pcs_3	7.28.29.6		ccfa0b17ea258577ab550da692b41585d3747f5f
dev.zio	zio-aws-pcs_3	7.28.29.7		78ddee27ee94a8b1803599e4313774b7f024d92c
dev.zio	zio-aws-pcs_3	7.28.29.8		0ecf12d5ea50ad33201b2806fa0ed4a3ad07bfa3
dev.zio	zio-aws-pcs_3	7.28.29.9		a6ffe098eb05d4748c3ac522b1eefd2dc507ab4a
dev.zio	zio-aws-pcs_3	7.30.15.1		6486cfa1f04a198b91c692101495658f44fa3446
dev.zio	zio-aws-pcs_3	7.30.15.2		4c1f475dba4ee59bf8f2ab31467bdabd42dbdb23
dev.zio	zio-aws-pcs_3	7.30.16.1		af6b34c1e2a5bb63f8ed572151dcaba9afa7c822
dev.zio	zio-aws-pcs_3	7.30.16.2		a081f0f197985de0b354e8f62b71f76a5d9957dc
dev.zio	zio-aws-pcs_3	7.30.16.3		4fe6e60b2511a158013f1403aad4b9b81d22be19
dev.zio	zio-aws-pcs_3	7.30.16.4		0d368877e6741d539fbf2581d5998cb5e110a6fb
dev.zio	zio-aws-pcs_3	7.30.20.1		f9219642e6cbf9e7527531a5bb61e94f2222e436
dev.zio	zio-aws-pcs_3	7.30.22.1		cfb8f2fab09921e558c22ccd46e8a1ccd5e97c22
dev.zio	zio-aws-pcs_3	7.30.22.2		999ee2904f2566b5848793cf812322301ec65cc1
dev.zio	zio-aws-pcs_3	7.30.23.1		6c1cc46b818e1dbac65cf65a174667bababfdfb9
dev.zio	zio-aws-pcs_3	7.30.24.1		71a0615fee509a725750a39e8b40cc86c25fbc7e
dev.zio	zio-aws-pcs_3	7.30.24.2		4b18cf65fc00e210d785a2f6ee253eeacf44a71d
dev.zio	zio-aws-pcs_3	7.30.25.1		405e9c8aedcf393add15e48453ccb4c6f72abc10
dev.zio	zio-aws-pcs_3	7.30.26.1		981484229faf6d9a7d8c13e10b5254f535429b7f
dev.zio	zio-aws-pcs_3	7.30.27.1		e9e3ea3de5d5b1d0afc7ff7e57de078596327760
dev.zio	zio-aws-pcs_3	7.30.27.2		dbff67ea9a949a7176958f391b69d8fc8892d738
dev.zio	zio-aws-pcs_3	7.30.29.1		384f3d8d2e4a9330f9bf888de1ed7e1827ebf957
dev.zio	zio-aws-pcs_3	7.30.30.1		0b49e56052c4bb7456aaea2c234f7baf1a8ca270
dev.zio	zio-aws-pcs_3	7.30.31.1		b39c1faf5f44837453d6435048054859dd6d7d20
dev.zio	zio-aws-pcs_3	7.30.31.2		06af4bb64b53c36988339dc4820963b03aa85e96
dev.zio	zio-aws-pcs_3	7.30.32.1		e1d448efcf89cf599dbda63798885e9948a28257
dev.zio	zio-aws-pcs_3	7.30.33.1		38fad1021a6897a2e4521af5c073862a72493125
dev.zio	zio-aws-pcs_3	7.30.34.1		2b646e52c077d616b20fa0fcd0852847ab6708d0
dev.zio	zio-aws-pcs_3	7.30.34.2		10e7ecea26218a7361979fea1d7a7a2ec67d7818
dev.zio	zio-aws-pcs_3	7.30.35.1		2ca2bcaeda21d290ff413a982da6bbbb4026b192
dev.zio	zio-aws-pcs_3	7.30.36.1		ace5886f77612f3f220271cc7d5e222f162b3ef8
dev.zio	zio-aws-pcs_3	7.30.37.1		0a4e71de0be89fd7b792a49e114f5a6894658b50
dev.zio	zio-aws-pcs_3	7.30.38.1		77b2e62f8f653308ea93df0c4144ed9f45715597
dev.zio	zio-aws-pcs_3	7.30.38.2		d4dcb4d4b718e21f9ff397ee01ae72f3a0abd048
dev.zio	zio-aws-pcs_3	7.31.0.1		566eb91f084c85fc323e1f863032659e58386663
dev.zio	zio-aws-pcs_3	7.31.1.1		e2f2c81a93fddbfddceb652d5571278ebdf27b1f
dev.zio	zio-aws-pcs_3	7.31.1.3		da8356ecf82c08e28f4fc2b387ea9142a3796bce
dev.zio	zio-aws-pcs_3	7.31.1.4		2ec3fbaa4d4b01ebbb77374cbbcd70e929fd399d
dev.zio	zio-aws-pcs_3	7.31.1.5		25130d93e2f5a63e0ac50c3a20206bf9b75338a8
dev.zio	zio-aws-pcs_3	7.31.10.1		8346826781d4449a4a7f2e16e53ab42a66ea08f2
dev.zio	zio-aws-pcs_3	7.31.11.1		842f4eca904af85c7a449ce1ca22a68124829698
dev.zio	zio-aws-pcs_3	7.31.13.1		84172245b768a7b847e46a1f1bd623a0316bfbdd
dev.zio	zio-aws-pcs_3	7.31.14.1		0ac09e1c4f2e72a3555c684da833c2c4eb682361
dev.zio	zio-aws-pcs_3	7.31.15.1		1c51a893661af55344c1a3c933c3b41a40051f64
dev.zio	zio-aws-pcs_3	7.31.16.1		a7cd3ddfacf376bed96629f3daec5725500a140e
dev.zio	zio-aws-pcs_3	7.31.16.2		1896f835a222558a65fd0dfa473c8d098b67ca71
dev.zio	zio-aws-pcs_3	7.31.17.1		c84ff4fbe25411bf2c72bf70a5d22013e28b5c3b
dev.zio	zio-aws-pcs_3	7.31.18.1		7f60c5e5dfcdcb5dab627df32cb80356fbe7f870
dev.zio	zio-aws-pcs_3	7.31.19.1		f0b2c027f6bef7ca0555e0a1701321bf8eea0854
dev.zio	zio-aws-pcs_3	7.31.2.1		f68adec545dc0b0dfccb3c13ab57fa59ea24ef31
dev.zio	zio-aws-pcs_3	7.31.20.1		b7ce7587fb8eaf2c46003ee01b0cbfe3a056d3b3
dev.zio	zio-aws-pcs_3	7.31.21.1		e1fd8b4bbab99725dfaf47d2024b1febdd7b370e
dev.zio	zio-aws-pcs_3	7.31.22.1		d0202530b00f0aac0115e0c1b7e96487760a4dad
dev.zio	zio-aws-pcs_3	7.31.22.2		7e001348cd5a1e1503ade862526eb08e1448dce5
dev.zio	zio-aws-pcs_3	7.31.24.1		a61ebece455860204ace6fb784a7b8c327a65128
dev.zio	zio-aws-pcs_3	7.31.25.1		9a006df2c80d16bd2978821503da46ee414b815f
dev.zio	zio-aws-pcs_3	7.31.26.1		f9a5afad6c193c4a0f8cd3ac1483d962e15cb467
dev.zio	zio-aws-pcs_3	7.31.26.2		9299579c2df69529a5ac4123219250e592f98118
dev.zio	zio-aws-pcs_3	7.31.27.1		b7459ffff634d6b606f9097e1a1ae1dc26e1bcad
dev.zio	zio-aws-pcs_3	7.31.28.1		72d637c14c45a5833b0e77a2c38d9a5b25be0c07
dev.zio	zio-aws-pcs_3	7.31.3.1		fdac758be8c4fbdc94cf73ee159885fb70b7de5d
dev.zio	zio-aws-pcs_3	7.31.30.1		03bdfb6cd5bff75733151c9980169fcc409285b7
dev.zio	zio-aws-pcs_3	7.31.30.2		2e2ddcf64969bb3f12f0f52157171fb0cb4cfa67
dev.zio	zio-aws-pcs_3	7.31.4.1		6d7e58dfccf1cff6bb3398f932a23b00a1585c82
dev.zio	zio-aws-pcs_3	7.31.6.1		dcd55866bc3b8eda72ce858c4ef1ea14514f7cfa
dev.zio	zio-aws-pcs_3	7.31.6.2		fda6707673158717525588e79ab153bd3741fa49
dev.zio	zio-aws-pcs_3	7.31.6.3		4a7ae8adc4fe68c84fe884c8a0ca2b0dbcbdd7a3
dev.zio	zio-aws-pcs_3	7.31.7.1		d574711b5818a844cf693befcfec134d5bc0f696
dev.zio	zio-aws-pcs_3	7.31.8.1		d6f7512fce7ea23eaf343cce48363692ab7079dd
dev.zio	zio-aws-pcs_3	7.31.9.1		232c56c735ab00b56c96eadccbe5716cab83e888
edu.amherst.acdc	acrepo-services-ldcache-file	1.0.1		35c6343dc9ef9b6c77749b9639fb993cd9b28b8f
edu.amherst.acdc	acrepo-services-ldcache-file	1.0.2		b5b0889876e157e0cfabc0e3045d73829b1ee0f0
edu.amherst.acdc	acrepo-services-ldcache-file	1.0.3		1f11c7691ae5f5c5dabcaf365eafe6223ab79690
edu.amherst.acdc	acrepo-services-ldcache-file	1.0.4		d6d7558cb1c58e3c267d5c8a84d4ba53b04343f6
edu.amherst.acdc	acrepo-services-ldcache-file	1.0.5		e5a7181679eb787b3c9bd42952fbfeb4d7c53290
edu.amherst.acdc	acrepo-services-ldcache-file	1.0.6		18dee1487ff82186934c77a8536df6d754277ca4
