ai.grakn.kgms	core	1.4.3		e0d49af654fb61f5f6ccf08e53e868ed2be0232c
com.avast	sst-http4s-server-blaze-pureconfig_2.12	0.1.45		37d72211fad0c4fa08df3c4b9cf8dd7c645705cf
com.avast	sst-http4s-server-blaze-pureconfig_2.12	0.1.46		26c869beedeef3fd2789e2dea64191fda09bb44c
com.avast	sst-http4s-server-blaze-pureconfig_2.12	0.1.47		054400817e54489207683aabb4e8e8f7ccecae16
com.avast	sst-http4s-server-blaze-pureconfig_2.12	0.1.48		7c9a1487862287e89ca6e7b216348f316cb7d37f
com.avast	sst-http4s-server-blaze-pureconfig_2.12	0.1.5		5167a5c22023c632331d0f0c5d85625f1b5a389b
com.avast	sst-http4s-server-blaze-pureconfig_2.12	0.1.6		5e964a64d73152eddaeb5b685e3b7cd292baa53d
com.avast	sst-http4s-server-blaze-pureconfig_2.12	0.1.7		5d7c80a15b14422cddb8197d593dcbe13f0ea1a5
com.avast	sst-http4s-server-blaze-pureconfig_2.12	0.1.8		5707d704afb4c541e27475bda8f9ac1f92a75b31
com.avast	sst-http4s-server-blaze-pureconfig_2.12	0.1.9		11d58e846ad7684a35b38436374e6b13e1e942b5
com.avast	sst-http4s-server-blaze-pureconfig_2.12	0.10.0		c21ff5dd3de502b33e0254cab494dfd8da6cb074
com.avast	sst-http4s-server-blaze-pureconfig_2.12	0.10.1		38216a42a008a044fd9d7b4c2613dbceca7a17a2
com.avast	sst-http4s-server-blaze-pureconfig_2.12	0.10.4		bea0f4a1c711a1d96cdf679d6aed9e0617d54f90
com.avast	sst-http4s-server-blaze-pureconfig_2.12	0.10.5		e7b2febce057800e5a1848e7e1a77f716fa86d4f
com.avast	sst-http4s-server-blaze-pureconfig_2.12	0.11.0		d9c359f070b5d8a06ed5ec31d0921c799e7ee1bc
com.avast	sst-http4s-server-blaze-pureconfig_2.12	0.11.1		66a556350ffd58257211ac875598cbdd4cc09ef5
com.avast	sst-http4s-server-blaze-pureconfig_2.12	0.11.2		19ca88930a6c51a41739f4737112253647ba6e09
com.avast	sst-http4s-server-blaze-pureconfig_2.12	0.11.3		136c65a03ff29022a1db5e9761def4f329e2b68d
com.avast	sst-http4s-server-blaze-pureconfig_2.12	0.12.0		db08e4274d0cc36c1422397e4475e6d258f7e2b4
com.avast	sst-http4s-server-blaze-pureconfig_2.12	0.12.1		537df8bafcba743d3472e3cdac5cf319ad0b0de4
com.avast	sst-http4s-server-blaze-pureconfig_2.12	0.12.2		5a23c23331b6a063a493b4542811dcaa27148b01
com.avast	sst-http4s-server-blaze-pureconfig_2.12	0.12.3		166dc3b8a2ed87c98f84128214e50b0d3f5c0084
com.avast	sst-http4s-server-blaze-pureconfig_2.12	0.12.4		606f0fa33293321e98e8ca5284688a300d196aae
com.avast	sst-http4s-server-blaze-pureconfig_2.12	0.12.5		60c78b55b0696f8b3f3f69fc6a9f1645bfaf2130
com.avast	sst-http4s-server-blaze-pureconfig_2.12	0.14.0		225a23318798199f0d03fb6bf338e93bdc50eaed
com.avast	sst-http4s-server-blaze-pureconfig_2.12	0.14.2		12b5dd81ce1d2b5d84c6f71f5598fa6e55c0103c
com.avast	sst-http4s-server-blaze-pureconfig_2.12	0.14.3		f71f248cbe6407bce799c452206b43695ed9e048
com.avast	sst-http4s-server-blaze-pureconfig_2.12	0.14.4		5fae9b014edc4c821d6039ecbc7afb058919347c
com.avast	sst-http4s-server-blaze-pureconfig_2.12	0.14.5		cfd516975e6bda76647940c40fbf05c76f8aaaf6
com.avast	sst-http4s-server-blaze-pureconfig_2.12	0.14.6		afe37d0786094f655dc1396c08b5bc8bb2247e6c
com.avast	sst-http4s-server-blaze-pureconfig_2.12	0.15.0		9f89f20cb043377a77c396887fd6f8a1c0dad8da
com.avast	sst-http4s-server-blaze-pureconfig_2.12	0.15.1		666c1919d67181c0518ce799afb4b64e47659244
com.avast	sst-http4s-server-blaze-pureconfig_2.12	0.15.2		9d2401a37cb48cdf8b3037d15cafd1e9daa85d26
com.avast	sst-http4s-server-blaze-pureconfig_2.12	0.15.3		0ad586a04728007dc8775cf381e9d86d0724751f
com.avast	sst-http4s-server-blaze-pureconfig_2.12	0.15.4		14771a485f708e63eb0089377cbe2b94bf0da559
com.avast	sst-http4s-server-blaze-pureconfig_2.12	0.15.5		3a9678702db75be6afb448b8b92ee34ac481fc0e
com.avast	sst-http4s-server-blaze-pureconfig_2.12	0.15.6		2d4d79e3055a12f1cbc30f3ffee589d6fb88b1ec
com.avast	sst-http4s-server-blaze-pureconfig_2.12	0.15.7		8d95f20d103fc36349385e1a7dfa43937be38a60
com.avast	sst-http4s-server-blaze-pureconfig_2.12	0.15.8		135f6e3e1287ff5779bbf1df70e6199be7469ffd
com.avast	sst-http4s-server-blaze-pureconfig_2.12	0.16.0		fd5e5ca56881538e3cfac7a101bf4bc24ac0f288
com.avast	sst-http4s-server-blaze-pureconfig_2.12	0.16.1		13dc817229024181f890b322338c40042f72b09a
com.avast	sst-http4s-server-blaze-pureconfig_2.12	0.16.2		85bf0ed225091db801cd9b1a3522a7d1d00599c9
com.avast	sst-http4s-server-blaze-pureconfig_2.12	0.16.3		4e8eaef8dbd6ee7e5eca1592aa112c820ab49e3f
com.avast	sst-http4s-server-blaze-pureconfig_2.12	0.17.0		ffbd89c3ce840adb5ec7b058d755fd5df4ba7a34
com.avast	sst-http4s-server-blaze-pureconfig_2.12	0.17.1		011bd4d2a3c6e0a5f18a88951557af1f4c5822e7
com.avast	sst-http4s-server-blaze-pureconfig_2.12	0.17.2		ee977713e99363058b99827d4e9bd4bf6a5167c5
com.avast	sst-http4s-server-blaze-pureconfig_2.12	0.18.0		aeaed2abda0578fa2f5053109162956b1ba64310
com.avast	sst-http4s-server-blaze-pureconfig_2.12	0.18.1		6cb614bd8e627ae0223e5677b32c00c375dd8d21
com.avast	sst-http4s-server-blaze-pureconfig_2.12	0.18.2		d50ece830256332f5fce5e06ac478570dbf011d0
com.avast	sst-http4s-server-blaze-pureconfig_2.12	0.18.3		0fb2a3e16f0b516245c29e601dd834cd9db765ff
com.avast	sst-http4s-server-blaze-pureconfig_2.12	0.18.4		20ba3d5c80751a6ee970b4d024ab1e2c78489537
com.avast	sst-http4s-server-blaze-pureconfig_2.12	0.18.5		f219c674b91ae737fbf1b7b1a02dfaace2950811
com.avast	sst-http4s-server-blaze-pureconfig_2.12	0.18.6		9856cf1c0d81be52b6e697adf8cf14f75011c868
com.avast	sst-http4s-server-blaze-pureconfig_2.12	0.19.0		5137e2709b530c21f60cb0a16cb91518f953fcef
com.avast	sst-http4s-server-blaze-pureconfig_2.12	0.2.0		b9c61cdaff9fd56a557656d8a3b706b0c12cac1b
com.avast	sst-http4s-server-blaze-pureconfig_2.12	0.2.1		88a570b068c133d0fc02e7ca88c1cf6dcd36a683
com.avast	sst-http4s-server-blaze-pureconfig_2.12	0.2.2		abac3e4017534b8aea815fec2a971492e2ea1210
com.avast	sst-http4s-server-blaze-pureconfig_2.12	0.2.3		369f9537e80e5e1ec1c52c2ea2212c5fb8565e44
com.avast	sst-http4s-server-blaze-pureconfig_2.12	0.3.0		a347a3527779f36af3cf362b5324c3546375569d
com.avast	sst-http4s-server-blaze-pureconfig_2.12	0.3.1		45db002ff813c9d678c9f8731b65682a838d197c
com.avast	sst-http4s-server-blaze-pureconfig_2.12	0.3.2		479b1aa22eb9ae75fdf4b24530c6f439af13e53d
com.avast	sst-http4s-server-blaze-pureconfig_2.12	0.3.3		6b7aff0b1bdd50327b7a30fbc2f2d0cd0de44b36
com.avast	sst-http4s-server-blaze-pureconfig_2.12	0.4.1		3b9e9b5343b5c978ee78b6464425671f85c34dc2
com.avast	sst-http4s-server-blaze-pureconfig_2.12	0.4.2		16fbfc2f41f46f8308363e2253087a2fd4722d39
com.avast	sst-http4s-server-blaze-pureconfig_2.12	0.4.3		4dea28cedc1c0675f588586fa0eff9b7d70d7f1a
com.avast	sst-http4s-server-blaze-pureconfig_2.12	0.5.0		a925908863aa5c65f19d3b9feb851dfd6038a7e2
com.avast	sst-http4s-server-blaze-pureconfig_2.12	0.5.1		d9a25602c7a01d60e04c79f86c508555f2d82b6c
com.avast	sst-http4s-server-blaze-pureconfig_2.12	0.5.4		aa17a1adff5b9de6f6215da7ed0c05b6b09a60bf
com.avast	sst-http4s-server-blaze-pureconfig_2.12	0.5.5		7a9ae246b973d30f09b009b8a3b8bcb0e8ccd862
com.avast	sst-http4s-server-blaze-pureconfig_2.12	0.5.6		23f32f52b4bf1f61624d4a5e9acf927a1cb1841e
com.avast	sst-http4s-server-blaze-pureconfig_2.12	0.6.0		a9bcd4632e9555cae6737fc24d24c5cefcb33134
com.avast	sst-http4s-server-blaze-pureconfig_2.12	0.6.1		42d028849263551706e4bce55da6112b609759ef
com.avast	sst-http4s-server-blaze-pureconfig_2.12	0.6.2		3c2bc9d845c0d2f561bba06ed4523144c5eee1dc
com.avast	sst-http4s-server-blaze-pureconfig_2.12	0.6.5		1dcc535ac1d545eb0ab6767ad099cf5c7d1690fe
com.avast	sst-http4s-server-blaze-pureconfig_2.12	0.6.6		80d145ffd9828818278f9949c637a5879c9b31f7
com.avast	sst-http4s-server-blaze-pureconfig_2.12	0.7.0		1b6203d22da538929801fee3c9d56cc1ad7d001e
com.avast	sst-http4s-server-blaze-pureconfig_2.12	0.7.1		06602bddbcad3eb4553078c536f512d3630da839
com.avast	sst-http4s-server-blaze-pureconfig_2.12	0.7.2		3908766844c032316f38df22323b28305563c76a
com.avast	sst-http4s-server-blaze-pureconfig_2.12	0.7.3		306bc7f8fd08aea875bd653d6975435ecbf457bd
com.avast	sst-http4s-server-blaze-pureconfig_2.12	0.8.0		5e471fe17b1f0f306bc7aac5ceedb77782d77bad
com.avast	sst-http4s-server-blaze-pureconfig_2.12	0.9.0		eb876c290bd79cfccf1e32610794c99df5f8c71b
com.avast	sst-http4s-server-blaze-pureconfig_2.12	0.9.1		c96ded4fcd091f5d52cc6b2d5c3838cb78fb81e0
com.github.choonchernlim	choonchernlim-archetype-jar	0.1.0		5c38c558a05d8e7b691158d073d024c3632ff6ce
com.github.choonchernlim	choonchernlim-archetype-jar	2.0.0		94f6cb8d17c0983ffceabf78b1d06279acbed475
com.github.danslapman	morphling_3.0.0-RC1	2.6.0		96149c61c9667e0240b619beb42455ce0f55a6ab
com.github.danslapman	morphling_3.0.0-RC1	2.7.0		e269ffae3a4e0753cbec7a582433cfcf5f73ed45
com.github.meixuesong	live-document-annotation	1.0.0		76eb7282c1de721a793751b0a92011b74afc8e87
com.github.meixuesong	live-document-annotation	1.0.1		257951559babf08186b59c986adc8ffbd63f9443
com.github.meixuesong	live-document-annotation	1.0.2		4fcab6b6f5bbf36125f7fec4826d9afbbed3db13
com.github.meixuesong	live-document-annotation	1.0.3		4ced86101b2f4e7bebe16485d7cc89a59fdd7411
com.github.meixuesong	live-document-annotation	1.1.0		58ffd101b7a1b504d55b1e4e91c4e720a87110b3
com.github.meixuesong	live-document-annotation	1.2.10		951ed2eebec5674418d8ec0ad31ed08e40e65026
com.github.meixuesong	live-document-annotation	1.2.2		N/A
com.github.meixuesong	live-document-annotation	1.2.3		1dd92d1f2064b253669caa8da0c98f7fa90b3dd4
com.github.meixuesong	live-document-annotation	1.2.4		54343ada35b7ca3c886e184e50d620d3dc5195a1
com.github.meixuesong	live-document-annotation	1.2.5		4124d8264bc4613435c101d710a7e47d45721252
com.github.meixuesong	live-document-annotation	1.2.6		7d973a884174c8d797362b2b94806d472d614976
com.github.meixuesong	live-document-annotation	1.2.8		42f94775dfb69a69e0cb51d546ff2e78897b060f
com.github.meixuesong	live-document-annotation	1.2.9		2db6f69a268d1905e045a976df4eb7e6cf6f4624
com.github.meixuesong	live-document-annotation	1.3.0		5fe35372a802d7f77e653021500749b6c34d464a
com.github.meixuesong	live-document-annotation	1.3.1		acb559cc03d00013eb5ba3208f444cc80b8b2ba0
com.github.meixuesong	live-document-annotation	1.3.10		N/A
com.github.meixuesong	live-document-annotation	1.3.11		d8ee77d6e08ec776fc5c56db917aeda83721e18e
com.github.meixuesong	live-document-annotation	1.3.15		3a76c1b1abb780ed45a4aae8ed0dc08a85f45579
com.github.meixuesong	live-document-annotation	1.3.16		8c6297b09c499dab3aeb8b2d951fae10b8c100c9
com.github.meixuesong	live-document-annotation	1.3.2		154b8a29d557682f4ee8a31b1952adc6d0624b7b
com.github.meixuesong	live-document-annotation	1.3.3		dd86c54381a4f15af06ee3054e5a344240cd3288
com.github.meixuesong	live-document-annotation	1.3.6		3fa57fb2a459390091e903eade51d8c7bfc5a4f6
com.github.meixuesong	live-document-annotation	1.3.7		de9d07090ea1db41385e94336513a340a6c2cb12
com.github.meixuesong	live-document-annotation	1.3.8		b831bc3aa4a80e56c8affdb56ec1a053f267b913
com.github.meixuesong	live-document-annotation	1.3.9		f141b1cb2f6155cc2abc6c17e70e1885160d1e72
com.github.meixuesong	live-document-annotation	1.4.0		b0207bc17ec4f5495c23db55c479f4e8e2af83b5
com.github.meixuesong	live-document-annotation	1.4.3		e6411e3fe1d4f1149e9a0b875c5281671cabb6d2
com.github.meixuesong	live-document-annotation	1.4.4		28449927429c96642936ce7a8ab8f5e6029e8ea8
com.github.meixuesong	live-document-annotation	1.5.0		73c91e447b4150074f502506ca30e5f4103840c3
com.github.meixuesong	live-document-annotation	1.5.1		cd47e09f53e2ac163657ac347f4fa389cc5c1771
com.github.meixuesong	live-document-annotation	1.5.2		8e556aa68191f74908d3549cb8cc6ba462d34e04
com.github.meixuesong	live-document-annotation	1.5.3		49ba1a39b62044fccc04f9c725e30ad8f93065e2
com.github.meixuesong	live-document-annotation	1.6.0		27efc3dbf1f8710e37d1ca104fbc3758a9b8650a
com.github.meixuesong	live-document-annotation	1.6.1		ad8634b564ea69898f4a2415920a8930f49007a3
com.github.meixuesong	live-document-annotation	1.6.10		10030ab99283cf41cf0f297a6f2a1106700cfbac
com.github.meixuesong	live-document-annotation	1.6.11		e4240c11e75bed12203639c88d8f0df0b693c386
com.github.meixuesong	live-document-annotation	1.6.12		b59813e9e1bfed11a28fe0a2cff5bdd18293afc9
com.github.meixuesong	live-document-annotation	1.6.13		8058dd7f5cfbf5666746701112a97bc646cb38fe
com.github.meixuesong	live-document-annotation	1.6.14		c13fd3feb8cb1c9cc3e24392a9783dc5911ea892
com.github.meixuesong	live-document-annotation	1.6.15		532dd9b4be75d80fa56980e66f543115d4d6347f
com.github.meixuesong	live-document-annotation	1.6.16		eec02152d3c2fa9d3c15b7db36faa7c562ce39c5
com.github.meixuesong	live-document-annotation	1.6.17		c7bb35154a4451ac33a43d5e3140812466333379
com.github.meixuesong	live-document-annotation	1.6.18		0b98d4641859dddae94adb2b13185cdf06bdc7d1
com.github.meixuesong	live-document-annotation	1.6.19		c2d37bb1d5968f3d1ba76a01d673f9ab1dde5b03
com.github.meixuesong	live-document-annotation	1.6.2		e485cd4a4b8e0c2d99c6e3420cf9998d7ce0e396
com.github.meixuesong	live-document-annotation	1.6.20		6a76e9b6708e4dc2994c640456754112abcad087
com.github.meixuesong	live-document-annotation	1.6.21		0bf484e1e7baa551d9b476080342edb0a35b34d4
com.github.meixuesong	live-document-annotation	1.6.22		cdcf6d73a71ed6de70281559b39651fc682a51a2
com.github.meixuesong	live-document-annotation	1.6.23		af3204640b925e336b49c580b19ccca2dc263169
com.github.meixuesong	live-document-annotation	1.6.24		b5304eed3e593dfaa463fb3e208af0bc82db0747
com.github.meixuesong	live-document-annotation	1.6.25		8bc8b6b5b39c1dbe7fc9b2eca626b00615e8d2c5
com.github.meixuesong	live-document-annotation	1.6.26		1969eb8939eaa4097a32ba054f63f61988c7d66c
com.github.meixuesong	live-document-annotation	1.6.27		e8e40023e347a90a92775436e5ca0d08f3879566
com.github.meixuesong	live-document-annotation	1.6.28		021008900d126e66797574d6f545d6f80e758b91
com.github.meixuesong	live-document-annotation	1.6.29		b2dbd0176c61d4e63c8e1b173c3cfc44d64a8cec
com.github.meixuesong	live-document-annotation	1.6.3		ae06c02a9dc404321c5dbf5650b7b3789db4af68
com.github.meixuesong	live-document-annotation	1.6.30		ade125390da9225ca9e58616482153d3d390490a
com.github.meixuesong	live-document-annotation	1.6.31		4847b3e26cf46fa0152c731631c9e6ba6f159f84
com.github.meixuesong	live-document-annotation	1.6.32		73a6d8bc9a2b32292552ca3b2a147ce68ac1aaae
com.github.meixuesong	live-document-annotation	1.6.33		2bdfccf2815be6be23d962b6eced3a8ed337b2bd
com.github.meixuesong	live-document-annotation	1.6.34		e54c32db7445941110314dc5b9af402d54ef23c5
com.github.meixuesong	live-document-annotation	1.6.4		36c70e88ad9558066da25e0a05fc39e633c46676
com.github.meixuesong	live-document-annotation	1.6.6		3066616fba809bf56360545729a23bcd47511aba
com.github.meixuesong	live-document-annotation	1.6.7		3449f9cbc113494b3577e826119c89358385c07d
com.github.meixuesong	live-document-annotation	1.6.8		780d6a9662ddcdab79e97abc53f4f74e61a21d95
com.github.meixuesong	live-document-annotation	1.6.9		ccbe2ce37293d3acd8a8c3d420d1d0ed37eaf1eb
com.github.meixuesong	live-document-annotation	1.7.1		8638db679fedfda2f6d5d2a88bfa9f0847ac816e
com.github.meixuesong	live-document-annotation	1.7.2		12fedcad7d4613c02039f5cbe06bc8f79f522c77
com.github.meixuesong	live-document-annotation	1.7.3		196c6b4fc62c8eac3599e4d23975b58374a7649e
com.github.meixuesong	live-document-annotation	1.7.4		445ad93c3a6b6c0d05bc84cdff9ac8ea62ace503
com.github.meixuesong	live-document-annotation	1.7.5		4a74722280cc268b19b04c56cfe9d13293864b32
com.github.meixuesong	live-document-annotation	1.7.6		c8be7600828f52f287d3dd7a635b8122a9cbb327
com.github.meixuesong	live-document-annotation	1.8.0		299183314ad864271e2e45e4bf5555c58d66dd5a
com.github.meixuesong	live-document-annotation	1.8.1		15bb44b14de1c0dae09e60907e49eb143f3781dc
com.github.meixuesong	live-document-annotation	1.8.2		7a6993058a35d02ce307c4eb9dd84c38d128bc15
com.google.cloud	google-cloud-datacatalog-spring-starter	4.0.0-preview		4d079f0694cdff3660a7faeb5013d060af35061b
com.google.cloud	google-cloud-datacatalog-spring-starter	4.1.0-preview		6514b5f27f661772ff4ecb9db858118296d8416c
com.google.cloud	google-cloud-datacatalog-spring-starter	4.1.1-preview		61c1d1c4e9743900218c9613762d65ebdbd56197
com.google.cloud	google-cloud-datacatalog-spring-starter	4.1.2-preview		26c12a94074bb65a49f2b1fb16c049b7573a9858
com.google.cloud	google-cloud-datacatalog-spring-starter	4.1.3-preview		36c653a75097af2cd0dccd312fbda6e8d49b1689
com.google.cloud	google-cloud-datacatalog-spring-starter	4.1.4-preview		26efbeb4d410e8d009ee202b94fd403f93307be9
com.google.cloud	google-cloud-datacatalog-spring-starter	4.10.0-preview		712fedb462223c5fb5e95e2e46f2730afe712b58
com.google.cloud	google-cloud-datacatalog-spring-starter	4.10.1-preview		7410919fbd8ebb0efb4d69654c1635096696ce99
com.google.cloud	google-cloud-datacatalog-spring-starter	4.10.10-preview		b4d9f465cfed7e0e0f1b6d1519f91068d0d65757
com.google.cloud	google-cloud-datacatalog-spring-starter	4.10.11-preview		4c046ed6c66edbac56b042e6e350b499cdf9d3d3
com.google.cloud	google-cloud-datacatalog-spring-starter	4.10.12-preview		18330da529546d67bb6ffbf853cf15e050511784
com.google.cloud	google-cloud-datacatalog-spring-starter	4.10.13-preview		54959533f5f78d505b01d5273d9d0a6220c9ac46
