city.smartb.fixers.gradle.d2	city.smartb.fixers.gradle.d2	0.2.0		N/A
cn.monitor4all	log-record-starter	1.5.0		ca6f7cb95a060b68defba472378b5de01e89e154
cn.monitor4all	log-record-starter	1.5.1		eb9addb69af361b01b89cbaa90458a61cea6912d
cn.monitor4all	log-record-starter	1.6.0		1aae500a3e75e4e64a512d7b350fd91d80f16768
cn.monitor4all	log-record-starter	1.6.1		4f21b6caa9bd6e40b6b32be01a76657b9983cdb3
cn.monitor4all	log-record-starter	1.6.2		c263f876ed373069f4fa7a7f491256bbd834fabc
cn.monitor4all	log-record-starter	1.6.3		ef6f2fb091306bc020e812f21f4bb4a26c516cfb
cn.monitor4all	log-record-starter	1.7.0		b42824ed7724d450a3654dee856424b6a9626087
cn.springcloud.gray	spring-cloud-gray-server-plugin-event-longpolling	A.2.0.0		a2c40cdec72ac22b517d9300e2541c73298305b9
cn.springcloud.gray	spring-cloud-gray-server-plugin-event-longpolling	A.2.0.0-RC2		09403c90a8ba69bc2a0496bb1b9e3400e31f46e3
cn.springcloud.gray	spring-cloud-gray-server-plugin-event-longpolling	A.2.0.0.RC1		c2f88531193c7e49ec95a272336c53fe5434e239
cn.springcloud.gray	spring-cloud-gray-server-plugin-event-longpolling	A.2.0.1		39d71c3d65480f35563185e9c27706e287d980ba
cn.springcloud.gray	spring-cloud-gray-server-plugin-event-longpolling	B.1.0.0		c669289355920f3325175fca0b8fad6a1bc6c1e2
cn.springcloud.gray	spring-cloud-gray-server-plugin-event-longpolling	B.1.0.0-RC1		8f64f9894ace44fe9ecb86251067f62f9baa29aa
cn.springcloud.gray	spring-cloud-gray-server-plugin-event-longpolling	B.1.0.0-RC2		221738c443975229f71584e42377ab1fd73d861e
cn.springcloud.gray	spring-cloud-gray-server-plugin-event-longpolling	B.1.0.1		c0623debd57e9e3eb2c8612ee85c15f711088ea9
cn.springcloud.gray	spring-cloud-gray-server-plugin-event-longpolling	C.1.0.0		9a5e554ab2fdd95da6b4b42990162d173135d252
cn.springcloud.gray	spring-cloud-gray-server-plugin-event-longpolling	C.1.0.0-RC1		75bb3efd02775bf9b8b7d9eb8624b031c96aec84
cn.springcloud.gray	spring-cloud-gray-server-plugin-event-longpolling	C.1.0.0-RC2		e63f3f20f03ffdbcc4936acb0e765e1fbf35432d
cn.springcloud.gray	spring-cloud-gray-server-plugin-event-longpolling	C.1.0.1		d6eb6efeaec40d5e991ba33d369ef298a3e93a3a
cn.springcloud.gray	spring-cloud-gray-server-plugin-event-longpolling	D.0.0.1		298b8adf106f1330466dd7ef295d61902dd47448
cn.springcloud.gray	spring-cloud-gray-server-plugin-event-longpolling	D.0.0.2		5c26efe60861dce2909462a6dfe68c1e2fef67fe
cn.springcloud.gray	spring-cloud-gray-server-plugin-event-longpolling	D.0.1.0-Beta-1		0507a5c104d7b4a91f571c7e14445d039f2b5006
cn.springcloud.gray	spring-cloud-gray-server-plugin-event-longpolling	D.0.1.0-Beta-2		b11aa6d11ec9644808131f5b6497b6e61953ef04
cn.springcloud.gray	spring-cloud-gray-server-plugin-event-longpolling	D.0.1.0-Beta-3		6a454c4efc87c92e5b617df7b2a7a02b7d366529
co.fs2	fs2-core_sjs0.6_2.13	1.1.0-M1		a26f8faf3ad472ace8d4e85e6be6e8fbf7a90eaf
co.fs2	fs2-core_sjs0.6_2.13	1.1.0-M2		9a7ea9a22afb781d0c309d3be4d1aae4ffbe991a
co.fs2	fs2-core_sjs0.6_2.13	2.0.0		80f042a895c19e51b1a8b5acd3a12b9a0b2b8412
co.fs2	fs2-core_sjs0.6_2.13	2.0.1		dc07a1c4297b2b9a43a51f5b26cdb5bd96124558
co.fs2	fs2-core_sjs0.6_2.13	2.1.0		9eb36cd1523db8f9f757b1bf6efa679197836203
co.fs2	fs2-core_sjs0.6_2.13	2.2.0		45e8b4534a68ac0ad82ff78543059a16437ce1a9
co.fs2	fs2-core_sjs0.6_2.13	2.2.1		629914d88e3a2d2094273f52339e88c935e56017
co.fs2	fs2-core_sjs0.6_2.13	2.2.2		910002867337eb4d88b6641c692ed91da6614f4e
co.fs2	fs2-core_sjs0.6_2.13	2.3.0		db1cdcb51fdb7b7887a1be92d97911f1cc941ddb
co.fs2	fs2-core_sjs0.6_2.13	2.4.0		ac250e4fd9f6e69ca796cad6dde8fa6084553523
co.fs2	fs2-core_sjs0.6_2.13	2.4.1		30f38e9fe3f30c22313f76d6304b999bc4eb13a9
co.fs2	fs2-core_sjs0.6_2.13	2.4.2		83ce90bf0247bd199275439bc2612a9394f72e13
co.touchlab.skie	configuration-annotations-linuxx64	0.10.0		N/A
co.touchlab.skie	configuration-annotations-linuxx64	0.10.1		N/A
co.touchlab.skie	configuration-annotations-linuxx64	0.10.2-preview.2.1.20		N/A
co.touchlab.skie	configuration-annotations-linuxx64	0.4.13		N/A
co.touchlab.skie	configuration-annotations-linuxx64	0.4.14		N/A
co.touchlab.skie	configuration-annotations-linuxx64	0.4.15		N/A
co.touchlab.skie	configuration-annotations-linuxx64	0.4.15-preview		N/A
co.touchlab.skie	configuration-annotations-linuxx64	0.4.16		N/A
co.touchlab.skie	configuration-annotations-linuxx64	0.4.17		N/A
co.touchlab.skie	configuration-annotations-linuxx64	0.4.18		N/A
co.touchlab.skie	configuration-annotations-linuxx64	0.4.18-preview		N/A
co.touchlab.skie	configuration-annotations-linuxx64	0.4.19		N/A
co.touchlab.skie	configuration-annotations-linuxx64	0.4.20		N/A
co.touchlab.skie	configuration-annotations-linuxx64	0.5.0		N/A
co.touchlab.skie	configuration-annotations-linuxx64	0.5.1		N/A
co.touchlab.skie	configuration-annotations-linuxx64	0.5.1-preview.1.9.20-RC2		N/A
co.touchlab.skie	configuration-annotations-linuxx64	0.5.2		N/A
co.touchlab.skie	configuration-annotations-linuxx64	0.5.3		N/A
co.touchlab.skie	configuration-annotations-linuxx64	0.5.4		N/A
co.touchlab.skie	configuration-annotations-linuxx64	0.5.5		N/A
co.touchlab.skie	configuration-annotations-linuxx64	0.5.6		N/A
co.touchlab.skie	configuration-annotations-linuxx64	0.6.0		N/A
co.touchlab.skie	configuration-annotations-linuxx64	0.6.1		N/A
co.touchlab.skie	configuration-annotations-linuxx64	0.6.2		N/A
co.touchlab.skie	configuration-annotations-linuxx64	0.6.3		N/A
co.touchlab.skie	configuration-annotations-linuxx64	0.6.4		N/A
co.touchlab.skie	configuration-annotations-linuxx64	0.7.0		N/A
co.touchlab.skie	configuration-annotations-linuxx64	0.7.0-preview.2.0.0-RC2		N/A
co.touchlab.skie	configuration-annotations-linuxx64	0.7.0-preview.2.0.0-RC3		N/A
co.touchlab.skie	configuration-annotations-linuxx64	0.7.1		N/A
co.touchlab.skie	configuration-annotations-linuxx64	0.7.1-preview.2.0.0-RC3		N/A
co.touchlab.skie	configuration-annotations-linuxx64	0.7.2		N/A
co.touchlab.skie	configuration-annotations-linuxx64	0.7.2-preview.2.0.0-RC3		N/A
co.touchlab.skie	configuration-annotations-linuxx64	0.8.0		N/A
co.touchlab.skie	configuration-annotations-linuxx64	0.8.1		N/A
co.touchlab.skie	configuration-annotations-linuxx64	0.8.2		N/A
co.touchlab.skie	configuration-annotations-linuxx64	0.8.3		N/A
co.touchlab.skie	configuration-annotations-linuxx64	0.8.4		N/A
co.touchlab.skie	configuration-annotations-linuxx64	0.9.0		N/A
co.touchlab.skie	configuration-annotations-linuxx64	0.9.0-RC.1		N/A
co.touchlab.skie	configuration-annotations-linuxx64	0.9.0-RC.3		N/A
co.touchlab.skie	configuration-annotations-linuxx64	0.9.0-RC.4		N/A
co.touchlab.skie	configuration-annotations-linuxx64	0.9.0-RC.5		N/A
co.touchlab.skie	configuration-annotations-linuxx64	0.9.1		N/A
co.touchlab.skie	configuration-annotations-linuxx64	0.9.2		N/A
co.touchlab.skie	configuration-annotations-linuxx64	0.9.3		N/A
co.touchlab.skie	configuration-annotations-linuxx64	0.9.4		N/A
co.touchlab.skie	configuration-annotations-linuxx64	0.9.5		N/A
com.47deg	memeid4s-cats_3	0.8.0		e1c9daa439de93be2cf7a836b4aecbee7a49a62b
com.adyen.checkout	payeasy	5.0.0		N/A
com.adyen.checkout	payeasy	5.0.0-alpha01		N/A
com.adyen.checkout	payeasy	5.0.0-alpha02		N/A
com.adyen.checkout	payeasy	5.0.0-beta01		N/A
com.adyen.checkout	payeasy	5.0.1		N/A
com.adyen.checkout	payeasy	5.1.0		N/A
com.adyen.checkout	payeasy	5.10.0		N/A
com.adyen.checkout	payeasy	5.2.0		N/A
com.adyen.checkout	payeasy	5.3.0		N/A
com.adyen.checkout	payeasy	5.3.1		N/A
com.adyen.checkout	payeasy	5.4.0		N/A
com.adyen.checkout	payeasy	5.5.0		N/A
com.adyen.checkout	payeasy	5.6.0		N/A
com.adyen.checkout	payeasy	5.7.0		N/A
com.adyen.checkout	payeasy	5.7.1		N/A
com.adyen.checkout	payeasy	5.8.0		N/A
com.adyen.checkout	payeasy	5.9.0		N/A
com.adyen.checkout	payeasy	5.9.1		N/A
com.aliyun	aliyun-java-sdk-ossadmin	2.0.0		4ff98057026b9db50a02d936c5f820c81eeeca60
com.aliyun	aliyun-java-sdk-ossadmin	2.0.1		2158b7b4e67629b6703f5368d34462601ffc1a7c
com.dimafeng	testcontainers-scala-neo4j_2.12	0.35.0		162aab0c556bad50b874169e7cc001dc3bdc1362
com.dimafeng	testcontainers-scala-neo4j_2.12	0.35.1		5cac8436b5da48ca3195ef0e3c6e12e9ffe96e5b
com.dimafeng	testcontainers-scala-neo4j_2.12	0.35.2		d21a7d73928dbb51ea217a52731ed82f7ecf2edc
com.dimafeng	testcontainers-scala-neo4j_2.12	0.36.0		0d9b34c7ae1481a9e8436255c42377d957fddb16
com.dimafeng	testcontainers-scala-neo4j_2.12	0.36.1		cf19180647d7b7d0d807c1d8a41d1e6182f94e6b
com.dimafeng	testcontainers-scala-neo4j_2.12	0.37.0		9ea86f149113754e1d7eaa564c95637cdab4cccd
com.dimafeng	testcontainers-scala-neo4j_2.12	0.38.0		134167cceb4f01088f65f71ecb9abaec5357dbc2
com.dimafeng	testcontainers-scala-neo4j_2.12	0.38.1		8c8985a0c7dd860d4ff0b9002b4828d1124efd29
com.dimafeng	testcontainers-scala-neo4j_2.12	0.38.3		74735eb70ea903c9418153e66eba2c01b55bf7e3
com.dimafeng	testcontainers-scala-neo4j_2.12	0.38.4		bb973272f843d1d767b2206fab08f55265849c5d
com.dimafeng	testcontainers-scala-neo4j_2.12	0.38.5		0983a7b5aca6344005fd491f6a118cfca3523dc1
com.dimafeng	testcontainers-scala-neo4j_2.12	0.38.6		42f8da2dab2e3a19360da31e4df120e8bf5eacbc
com.dimafeng	testcontainers-scala-neo4j_2.12	0.38.7		e455c95f513eb9e945f63f79f8a4740beff22acb
com.dimafeng	testcontainers-scala-neo4j_2.12	0.38.8		d4034f0cedb4d9108b3d8bedef41786cad11f28f
com.dimafeng	testcontainers-scala-neo4j_2.12	0.38.9		871b7c22402285aff8c0daae09abee18ae195f12
com.dimafeng	testcontainers-scala-neo4j_2.12	0.39.0		f91d9f39cba92c80aa113cd5aa802c67d2b430ae
com.dimafeng	testcontainers-scala-neo4j_2.12	0.39.1		42c8a17bec8ff4e07ce28a9a516f8e966dc35aa6
com.dimafeng	testcontainers-scala-neo4j_2.12	0.39.10		f0d85cb29524e355f983d0b737fd66d85e78392a
com.dimafeng	testcontainers-scala-neo4j_2.12	0.39.11		513495bb27c40bd8a4f304141c65fc782a0e172f
com.dimafeng	testcontainers-scala-neo4j_2.12	0.39.12		3067eaf1c85f3a7e5fcb3165e8d047689ac6cb27
com.dimafeng	testcontainers-scala-neo4j_2.12	0.39.2		42ece223843a9a7d75c87ad1a8e47ef7330c0a4d
com.dimafeng	testcontainers-scala-neo4j_2.12	0.39.3		988e86ed33ba6f14756b773695cb7a1433901b4b
com.dimafeng	testcontainers-scala-neo4j_2.12	0.39.4		084a7ec6d0b9159c53c1fcb57ace7140cfbd103e
com.dimafeng	testcontainers-scala-neo4j_2.12	0.39.5		c98c959d5bf91a8426a5e86f0fcda61a8f802891
com.dimafeng	testcontainers-scala-neo4j_2.12	0.39.6		26344109502c1795b1abc6d1ffd83faa2216bbf8
com.dimafeng	testcontainers-scala-neo4j_2.12	0.39.7		621a6feae2a8600a7b8e109f21600d8803494077
com.dimafeng	testcontainers-scala-neo4j_2.12	0.39.8		4089190ffafe17f8cfb6950372cc41b6b50be4b6
com.dimafeng	testcontainers-scala-neo4j_2.12	0.39.9		ab2014dcfe0d67e711acdad6b6ad0ba24ea86a27
com.dimafeng	testcontainers-scala-neo4j_2.12	0.40.0		fa66b5b4ccdfc68ec52e45d2f6e87447f0811ae7
com.dimafeng	testcontainers-scala-neo4j_2.12	0.40.1		fe30da1d8f5bbc3464e7a161802a4aa93115e54a
com.dimafeng	testcontainers-scala-neo4j_2.12	0.40.10		49aaabdda7553089edd0f87e939d6d2d5b6fa504
com.dimafeng	testcontainers-scala-neo4j_2.12	0.40.11		e138a704b102bf16e230d3ccf9d41953b957723a
com.dimafeng	testcontainers-scala-neo4j_2.12	0.40.12		5f7564231b291842eaac3b572c1c2ccec6278039
com.dimafeng	testcontainers-scala-neo4j_2.12	0.40.13		b654c20225dadfa4241b260149fe8d58d5770293
com.dimafeng	testcontainers-scala-neo4j_2.12	0.40.14		c567312d1f27fbaa61b9d51fc2d3645ffa56db3d
com.dimafeng	testcontainers-scala-neo4j_2.12	0.40.15		f7e5d26b16f6428fc44a9d88f1ad3168bee5356c
com.dimafeng	testcontainers-scala-neo4j_2.12	0.40.16		3a5fc734fe2969eaf9bd1c24b26c00f9ac01f962
com.dimafeng	testcontainers-scala-neo4j_2.12	0.40.17		8dd6990b4d5c231d0bfd38a44673ebee9b56e26c
com.dimafeng	testcontainers-scala-neo4j_2.12	0.40.2		b689c8d678dc8292260f855ff4d568e5ad9b0cb6
com.dimafeng	testcontainers-scala-neo4j_2.12	0.40.3		5e7b41bf4efaefb274b4f72f31c52731f333f507
com.dimafeng	testcontainers-scala-neo4j_2.12	0.40.4		a83350d8991d670a9aace2e72f2a63ee5c48528f
com.dimafeng	testcontainers-scala-neo4j_2.12	0.40.5		a998bc163c6e8b759c620cc90cafd57792fc7595
com.dimafeng	testcontainers-scala-neo4j_2.12	0.40.6		b66698abbeffa3520f2411ee27a7a23b528e790b
com.dimafeng	testcontainers-scala-neo4j_2.12	0.40.7		05c98e9ab93a329952f48315ea977796f077b2b1
com.dimafeng	testcontainers-scala-neo4j_2.12	0.40.8		c7999c33b3861b28d89ae2378883f3e92228f456
com.dimafeng	testcontainers-scala-neo4j_2.12	0.40.9		83f5c6c146690fec0e3781894937ab84d17ae978
com.dimafeng	testcontainers-scala-neo4j_2.12	0.41.0		21b1cbf01c5f97e64ade0b08426f3da667fdddf3
com.dimafeng	testcontainers-scala-neo4j_2.12	0.41.1		d3186cd45b5bc026f0e3b917bf6b278b519e8a95
com.dimafeng	testcontainers-scala-neo4j_2.12	0.41.2		a2fffa03127ec129ea17bd573367d5fc5538c378
com.dimafeng	testcontainers-scala-neo4j_2.12	0.41.3		bdcfe0e1fd4b357619a0aec0d64b790d91f4b914
com.dimafeng	testcontainers-scala-neo4j_2.12	0.41.4		69e9f8458a8380703c5c0e9eab2fa7bc6ed74a77
com.dimafeng	testcontainers-scala-neo4j_2.12	0.41.5		96a87aa36e5b6e61dcb87e9f9a5e115683fd0c7a
com.dimafeng	testcontainers-scala-neo4j_2.12	0.41.8		2a9a8f2518ca0417660efc418e82887416b6e113
com.dimafeng	testcontainers-scala-neo4j_2.12	0.43.0		a47fd7a1ac400dbb7d44bb9e79865c995d6fc6a6
com.disneystreaming	weaver-cats-core_3.0.0-M3	0.6.0-M4		7f2fa32342429480ff8b6b7c939dd7b36e9420ef
com.disneystreaming	weaver-cats-core_3.0.0-M3	0.6.0-M5		9ce56665f4fd9a28993d657b28e4672fec48c4eb
com.disneystreaming	weaver-cats-core_3.0.0-M3	0.6.0-M6		e0ae8f89a5c73e6c1f90eece91c118df38ddfbcd
com.disneystreaming	weaver-cats-core_3.0.0-M3	0.7.0-M4		297400b0cef98572c1961acc7d8adb76a4f55a24
com.disneystreaming	weaver-cats-core_3.0.0-M3	0.7.0-M5		1c0bc388fbce2090f2fc078ed57ae093a5b9e927
com.disneystreaming	weaver-cats-core_3.0.0-M3	0.7.0-M6		6c2f7a126b1f514aa4a69582a0f784f608b24202
com.flowtick	graphs-examples_sjs1_2.13	0.4.0		ffea49623dd24c89811f90fd75caa9aaa8f84604
com.flowtick	graphs-examples_sjs1_2.13	0.5.0		0048a2868e7086b82c1a2f1919a3685975b0163f
com.flowtick	graphs-examples_sjs1_2.13	0.6.0		47fff30e4ec67711b28737bc98fed384f97fff39
com.flowtick	graphs-examples_sjs1_2.13	0.7.0		88cfe8665f2e38406fc51649992dd059a48f7888
com.flowtick	graphs-examples_sjs1_2.13	0.8.0		b1c8ed5fd3cff2afe70fb1deb656da4cdb4fbcab
com.flowtick	graphs-examples_sjs1_2.13	0.9.0		07c21d542ccf5ac5e4a530d445c9e0ec64e35129
com.github.emanresusername.js.facade	stemmer_sjs0.6_2.12	0.0.1		058b364394a64e5110809bb9481abd5a7005c7cb
com.github.pengrad	java-telegram-bot-api	1.0.0		15653da3a94c6280f3609de88fcda8e8fb3d4138
com.github.pengrad	java-telegram-bot-api	1.0.1		b7009ed569053f2eac2289f6f07e39d55128968d
com.github.pengrad	java-telegram-bot-api	1.0.2		15ea6b803869df24f298f80242a866374ada05f7
com.github.pengrad	java-telegram-bot-api	1.0.3		674f6325f1408fa210c8441504ec8cda961ff454
com.github.pengrad	java-telegram-bot-api	1.1.0		ff48277131021d10a4aedc1daa567d5fa77f770e
com.github.pengrad	java-telegram-bot-api	1.2.0		aaa33766e9549135d7cb5b4c1ffd241bddf78d3a
com.github.pengrad	java-telegram-bot-api	1.2.1		accd07a35bad47acd284b2d0c36426c65a27212c
com.github.pengrad	java-telegram-bot-api	1.2.2		3c9024aafea7ddfc00f223fce440cdd11e345317
com.github.pengrad	java-telegram-bot-api	1.2.3		2a524d616847814b1b01294f588a96e847b92661
com.github.pengrad	java-telegram-bot-api	1.2.4		142b7f3c3d43b5bcffab8c5e7eee4eb3b3221dbb
com.github.pengrad	java-telegram-bot-api	1.3.0		38762307e1107694b9e83b7cac09167fce8935b1
com.github.pengrad	java-telegram-bot-api	1.3.1		0e4f325a98b4655c4de13a9891f5db8f243094cf
com.github.pengrad	java-telegram-bot-api	1.3.2		9d24678aa1e7a20832ab1baa37808c5f5e5f8b87
com.github.pengrad	java-telegram-bot-api	1.3.3		46bd06781260df5d4c7dd6a6a36ca80f8450d844
com.github.pengrad	java-telegram-bot-api	2.0.0		367d1a0e96f4b25d578b15e1daa5053d87225644
com.github.pengrad	java-telegram-bot-api	2.0.1		3fb4bd2f80ba1d5abee0d40f4fa78e9a957de399
com.github.pengrad	java-telegram-bot-api	2.1.0		3ecf36df9036e56a0e88878a9ef0c33d31131b12
com.github.pengrad	java-telegram-bot-api	2.1.1		c939a3c170c61ab551668b9cfabd363301b865de
com.github.pengrad	java-telegram-bot-api	2.1.2		992d3cdb4cb20cbbae92f372526d6a7173a619d7
com.github.pengrad	java-telegram-bot-api	2.1.3		692e2734a6f08fcc8ceb167ca733d5a8db69b18d
com.github.pengrad	java-telegram-bot-api	2.1.4		c1992cbeb58ac2352b472a431b218c9814a992d0
com.github.pengrad	java-telegram-bot-api	2.3.0		b38bfb6cd5254718c74718ea4aca018ab506181d
com.github.pengrad	java-telegram-bot-api	2.3.1		1ff8de113d47272f17f7fdb73ba6b2943cefe278
com.github.pengrad	java-telegram-bot-api	2.3.1.1		c62013e84e21887217ef8a34d2ee1aac7281fbac
com.github.pengrad	java-telegram-bot-api	2.3.1.2		2b09194482b4a9c9f1624277355a31fe03ea3445
com.github.pengrad	java-telegram-bot-api	3.0.0		5c51685b4271a8fbb335b371ff502910bb0f143a
com.github.pengrad	java-telegram-bot-api	3.0.1		66e9a10ae2fa28b240041626bf80d8c34b7ca7b9
com.github.pengrad	java-telegram-bot-api	3.1.0		7cf738a925e9241b6ee6a9fda0c9c9c82ef18c92
com.github.pengrad	java-telegram-bot-api	3.2.0		4845ec6e4c58f6c4fc18682d3177ebd489cb34a5
com.github.pengrad	java-telegram-bot-api	3.3.0		cc55e3164e7fa640ef18886b6969e6f07d2d907b
com.github.pengrad	java-telegram-bot-api	3.4.0		19a3a490da1b6f627860355dfda13cbee3dca296
com.github.pengrad	java-telegram-bot-api	3.4.1		f5bad93032e85ca07fc1e768c51ae4c856031505
com.github.pengrad	java-telegram-bot-api	3.5.0		ea74dace4fbf517ca0083abda73bd93250e0f441
com.github.pengrad	java-telegram-bot-api	3.5.1		44d96c4899800a1b22c68cfe8e36c471b3e1f2dd
com.github.pengrad	java-telegram-bot-api	3.5.2		7db6f12be2a6931a49038e15746cc6b118907a3e
com.github.pengrad	java-telegram-bot-api	3.6.0		70a18daad9ed8871b9edddd6839df7a3743abd26
com.github.pengrad	java-telegram-bot-api	4.0.0		273c0b5748e08d49ca1db4defd20941281d7119b
com.github.pengrad	java-telegram-bot-api	4.1.0		ca6305823ac58c6973c744339a4ab8ba6754cfbb
com.github.pengrad	java-telegram-bot-api	4.1.1		883fd75d1ecdc84ae2a028c56ea2e67923a0b41e
com.github.pengrad	java-telegram-bot-api	4.2.0		202173191019127337e451f6957c219f84dba4e5
com.github.pengrad	java-telegram-bot-api	4.3.0		3a24e9289f14eba63f5537d58041ca2428ecdfd7
com.github.pengrad	java-telegram-bot-api	4.3.1		b8084ff39a8ec68aa394c585ee8039f9fff7a6fc
com.github.pengrad	java-telegram-bot-api	4.4.0		4997f3530be0b4807b6be33b7d40888fab2abf52
com.github.pengrad	java-telegram-bot-api	4.5.0		8e5dc2364095d8b7977ab779143d195e5c36ec47
com.github.pengrad	java-telegram-bot-api	4.6.0		702f132f224291c8eefc006973cbb255a7f41aed
com.github.pengrad	java-telegram-bot-api	4.7.0		c5f5014e5165b175f0d833a869475b2005d79662
com.github.pengrad	java-telegram-bot-api	4.8.0		d28a034c3e9d88f17a52ac9f80d124115fa8b322
com.github.pengrad	java-telegram-bot-api	4.9.0		7945e249b2e72c9a87794c3985f97c11dde7643e
com.github.pengrad	java-telegram-bot-api	5.0.0		9f2d721cefb6efebbff0bd40ac0f15305d6c1943
com.github.pengrad	java-telegram-bot-api	5.0.1		4bba51bfeb2d4960582b7026ffa5c3962c76ce28
com.github.pengrad	java-telegram-bot-api	5.1.0		dc4d1f4d7aeb5e6834cabd03a191ddb277e50679
com.github.pengrad	java-telegram-bot-api	5.2.0		530e02945700d18da288c8dbb648490a6355a1e6
com.github.pengrad	java-telegram-bot-api	5.3.0		5d02cd93c99b14196eb6d627d4f7e1e814bd0343
com.github.pengrad	java-telegram-bot-api	5.4.0		a3ee60cf74991a47259e43d802e57939ca7aeb83
com.github.pengrad	java-telegram-bot-api	5.5.0		c8e3c6633babae8250c94858029c196b3776c8f0
com.github.pengrad	java-telegram-bot-api	5.6.0		24b5f7a4463729386de8a03044ea0f8228192b63
com.github.pengrad	java-telegram-bot-api	5.7.0		1cd26cd5d67d51dd7b4212ed135fa78d36b059ac
com.github.pengrad	java-telegram-bot-api	6.0.0		a4289208cf13a2f584f592e6aa5530f6f906df7e
com.github.pengrad	java-telegram-bot-api	6.0.1		4bd2cd31f110ad85a0d6a1a9efcbc9db5ebc85ce
com.github.pengrad	java-telegram-bot-api	6.1.0		6780e6bc335a6081562613738c8a6ff3a970bb37
com.github.pengrad	java-telegram-bot-api	6.2.0		d344c5a18b09e3cd10789b74933437c005724392
com.github.pengrad	java-telegram-bot-api	6.3.0		bdab8f54c7ae57bdd28ee5823be7729343e06e6d
com.github.pengrad	java-telegram-bot-api	6.5.0		4950f8519e83633e839d473a3fc01ae97e9d5f1c
com.github.pengrad	java-telegram-bot-api	6.6.0		2470c16ccab4d4e2906389033e938d18630dc25b
com.github.pengrad	java-telegram-bot-api	6.6.1		567615fa67424cace39733fcb1292708202d4f67
com.github.pengrad	java-telegram-bot-api	6.7.0		c2a797f1ee071924aa6a598fba95d254c688cabd
com.github.pengrad	java-telegram-bot-api	6.8.0		749970029d44aa0e68071bea2954f061dd661624
com.github.pengrad	java-telegram-bot-api	6.9.0		2917ec2e069db2e1f7735a9d8f70a646baa0f04d
com.github.pengrad	java-telegram-bot-api	6.9.1		65704c7877c5d3605a04d7633b2cb642ada645c5
com.github.pengrad	java-telegram-bot-api	7.0.0		56941190faf2cfcc412a8437f53fc55c4d3c3d12
com.github.pengrad	java-telegram-bot-api	7.0.1		a8f93b92ef347585a2b7c6bfbbd0c203fc00a22c
com.github.pengrad	java-telegram-bot-api	7.1.0		1ad12f5846b361ad74cbed642b7c554840459399
com.github.pengrad	java-telegram-bot-api	7.1.1		773deacfcf466c23c5bf7ae8228167b6dee00399
com.github.pengrad	java-telegram-bot-api	7.11.0		736bf05962caffe936cdbfe7119eab5e49485645
com.github.pengrad	java-telegram-bot-api	7.2.0		64c32108cf925e82d8accab61ec927d4909ff002
com.github.pengrad	java-telegram-bot-api	7.2.1		3c3ce68a8cdc62d90f6fa3fa38e57a758bf1950d
com.github.pengrad	java-telegram-bot-api	7.4.0		d0d40be6a4b91d7f133c8abbbf02b89b61523dd6
com.github.pengrad	java-telegram-bot-api	7.7.0		a8c2b41ff0f4287722c2384bbea1236a27327184
com.github.pengrad	java-telegram-bot-api	7.8.0		56ca81ad5215220ca6ecd1235455ec3525be0eed
com.github.pengrad	java-telegram-bot-api	7.9.0		d3f5a980763d21bc7b7aa12a057dfb07638cf21f
