ai.whylabs	whylogs-spark-bundle_3.4.2_2.12	0.7.0-a6		608e9a434f1787f776b8c5dca6fba90ede85b3b3
org.keycloak	keycloak-util-embedded-ldap	24.0.3		1598b86886e5a97c35d6a9b712f350377073b64e
org.keycloak	keycloak-util-embedded-ldap	24.0.4		b3ef0fa281e5de4a03547cba88d67bb257e5d812
org.keycloak	keycloak-util-embedded-ldap	24.0.5		f9660cf8a172692a137e7ebcc14b458c85786ccc
org.keycloak	keycloak-util-embedded-ldap	25.0.0		e130c6d7d5dcdec4736a858121881c720e5fdcd3
org.keycloak	keycloak-util-embedded-ldap	25.0.1		5df50f3d6d2ea09cd74f77c2c826603ea5aa3c28
org.keycloak	keycloak-util-embedded-ldap	25.0.2		9bd4c08510cf1b82ae7e444f63a66d48ef103593
org.keycloak	keycloak-util-embedded-ldap	25.0.3		b26625016970453336e263c85ca6755b0c3783f6
org.keycloak	keycloak-util-embedded-ldap	25.0.4		41d8bff512bbddcd65660c7532f11556661b9d95
org.keycloak	keycloak-util-embedded-ldap	25.0.5		1341ff7532a6da76f2f44ad4f08a87d1defd13ba
org.keycloak	keycloak-util-embedded-ldap	25.0.6		95f404ecdca071bbb9a3193a3a258f3d427ea748
org.keycloak	keycloak-util-embedded-ldap	26.0.0		423c3eaa8bd78bfea229fd6dc8e5ac23abc8d6ed
org.keycloak	keycloak-util-embedded-ldap	26.0.1		4a9724402f86b016a6fe7d2c3520094b63f79809
org.keycloak	keycloak-util-embedded-ldap	26.0.2		8837c7d80119c311237ca8bd4494d4149eb71442
org.keycloak	keycloak-util-embedded-ldap	26.0.4		e61eaa4f7ca6863b39f14dd6bc7b4b89ed975dca
org.keycloak	keycloak-util-embedded-ldap	26.0.5		1aaae6a921204e63251988853eb7932578c7b7dd
org.keycloak	keycloak-util-embedded-ldap	26.0.6		145d2fe6449474748ddc360bc8694c9c69470a9b
org.keycloak	keycloak-util-embedded-ldap	26.0.7		9638e2dd1fde22f4ab1280b5120223e8ab8b5268
org.keycloak	keycloak-util-embedded-ldap	26.0.8		a7e66d07f92d2e37c7a4fa5796893b588a5c5b71
org.keycloak	keycloak-util-embedded-ldap	26.1.0		3b02325770e400be13192839ba1c3b3c02ae12d4
org.keycloak	keycloak-util-embedded-ldap	26.1.1		d08f7882280a7cf8a63f0a01131e5060f150e968
org.keycloak	keycloak-util-embedded-ldap	26.1.2		5541ad2529fe5b79fdf9b76562fac2e0ab06e07c
org.keycloak	keycloak-util-embedded-ldap	26.1.3		e51996cdd519e08a6ed0544b4ca8dbe99c2df1c2
org.keycloak	keycloak-util-embedded-ldap	26.1.4		d91d4508b174d42a8f99ce890347ce6cf4740998
org.keycloak	keycloak-util-embedded-ldap	26.1.5		83bbe23d0b6c6051e577ad93918d12b9de656573
org.keycloak	keycloak-util-embedded-ldap	26.2.0		2a220f9230ba30553f5567605e3ea92d42caa522
org.keycloak	keycloak-util-embedded-ldap	26.2.1		94df24118514d7c6b15dcf1760d9238d06f6a84d
org.keycloak	keycloak-util-embedded-ldap	26.2.2		a42fdb184092ca2ed9ea7be4fba9fa71dd695fd1
org.keycloak	keycloak-util-embedded-ldap	3.0.0.CR1		93dff3f8e3c22e8efa055a16ad4c425658ac3ce9
org.keycloak	keycloak-util-embedded-ldap	3.0.0.Final		eeeda4ad183fd23948fd2939de8302284d12a165
org.keycloak	keycloak-util-embedded-ldap	3.1.0.CR1		15e6d51e1afd8017300b1883658347fa6fdb5c71
org.keycloak	keycloak-util-embedded-ldap	3.1.0.Final		a26f76a53d67b2e0d745655c657c9a606c550baa
org.keycloak	keycloak-util-embedded-ldap	3.2.0.CR1		3c40cc1345acbc4e15ed45fd225c54256de131da
org.keycloak	keycloak-util-embedded-ldap	3.2.0.Final		677c1120e3109203e95767f478e41fc13c9df94f
org.keycloak	keycloak-util-embedded-ldap	3.2.1.Final		4cd4606d9781cb182f1c28ae47d8d2ee11735143
org.keycloak	keycloak-util-embedded-ldap	3.3.0.CR1		11c7d466945a5c248b805e97ea0e9122a7d14740
org.keycloak	keycloak-util-embedded-ldap	3.3.0.CR2		68e1220ed98dbba74f2124d69aaabc770926399f
org.keycloak	keycloak-util-embedded-ldap	3.3.0.Final		9b73f37d6fabfb78251a0a2830a44aaa7cb6756f
org.keycloak	keycloak-util-embedded-ldap	3.4.0.CR1		635c0a5c2557185250253070547b3832d5506d3f
org.keycloak	keycloak-util-embedded-ldap	3.4.0.Final		db6bfaf47d09bf683b22079ff96dd32acecb6feb
org.keycloak	keycloak-util-embedded-ldap	3.4.1.CR1		2f762ede1efb03e29d81c50af3e3b035e28f9379
org.keycloak	keycloak-util-embedded-ldap	3.4.1.Final		56fc9a8240e8a59ed06fdcb5b4ac123ed4e15082
org.keycloak	keycloak-util-embedded-ldap	3.4.2.Final		87f4a43385e03d7f8bb785afd9fd7dfeb6eeecc8
org.keycloak	keycloak-util-embedded-ldap	3.4.3.Final		79998109861686adab0b9b2cdc3a559c3ee6e81a
org.keycloak	keycloak-util-embedded-ldap	4.0.0.Beta1		be3a6ad8a310a1abccb5ca49b3788ddca347686c
org.keycloak	keycloak-util-embedded-ldap	4.0.0.Beta2		91ed0f78e28876d9620ad869052853ec62f94f32
org.keycloak	keycloak-util-embedded-ldap	4.0.0.Beta3		e721846e590080c6441733bfadb6c487cd434417
org.keycloak	keycloak-util-embedded-ldap	4.0.0.Final		8d1671d2c3d6d581a548f1dea811848c132032eb
org.keycloak	keycloak-util-embedded-ldap	4.1.0.Final		c9beb900329e5423ef1688d380d94deb7eb373a5
org.keycloak	keycloak-util-embedded-ldap	4.2.0.Final		d4425de49b4c50daa6c4fd3efa824f2d2c90c386
org.keycloak	keycloak-util-embedded-ldap	4.2.1.Final		d758e825202cfe55982c4ca941796144a068dea3
org.keycloak	keycloak-util-embedded-ldap	4.3.0.Final		820c8e1407733da0175c3eb4ba2f733ccf3eb8c5
org.keycloak	keycloak-util-embedded-ldap	4.4.0.Final		96818e62fd24bd875eaca498c79adbd1fc4e8a61
org.keycloak	keycloak-util-embedded-ldap	4.5.0.Final		53953c66be970ba05454c6bbb98d01006b733bd9
org.keycloak	keycloak-util-embedded-ldap	4.6.0.Final		61d8e12d22118fe28971046c6393153651803bfe
org.keycloak	keycloak-util-embedded-ldap	4.7.0.Final		559811b27017900a4b163abe99d4287616b509d2
org.keycloak	keycloak-util-embedded-ldap	4.8.0.Final		ac0e515058ec36d9f2c60d5a10bb2f8b715a001e
org.keycloak	keycloak-util-embedded-ldap	4.8.1.Final		36de92b8dc606f50e2bd37044d2537896a9cc928
org.keycloak	keycloak-util-embedded-ldap	4.8.2.Final		e2e65c19110cdfa9228020a0d4780b7122b615a7
org.keycloak	keycloak-util-embedded-ldap	4.8.3.Final		bc73539d86aada377ed88b4a433c0d1d5c84783f
org.keycloak	keycloak-util-embedded-ldap	5.0.0		ce330c8b00908553cfb7cef5b905ab8b425a8072
org.keycloak	keycloak-util-embedded-ldap	6.0.0		9daa1998d945ab04681f0cfa71d7aa385107e886
org.keycloak	keycloak-util-embedded-ldap	6.0.1		05143b08f871a95127bac2143e236c2fd288c488
org.keycloak	keycloak-util-embedded-ldap	7.0.0		da2fd94119d807d6b027b8ce9a42ba7ed8795e46
org.keycloak	keycloak-util-embedded-ldap	7.0.1		501033352e75c8155c359949e8ab783460440fca
org.keycloak	keycloak-util-embedded-ldap	8.0.0		c6a0163163b97fb68006c313219bdf8cb997b5b2
org.keycloak	keycloak-util-embedded-ldap	8.0.1		d202a14cf041adba0e131c8b0c473bef25a9bd97
org.keycloak	keycloak-util-embedded-ldap	8.0.2		2d16100bc272a303b57b81db50aaf8352679d856
org.keycloak	keycloak-util-embedded-ldap	9.0.0		f78898d4c2234b194f7ef4861727e98a85bc030b
org.keycloak	keycloak-util-embedded-ldap	9.0.2		531c4fb4ca60b91ab578fd5533353771c072de60
org.keycloak	keycloak-util-embedded-ldap	9.0.3		05cec01041a9b08f45d3ced026376cd4a1637048
org.kie.j2cl.tools.external	org.eclipse.text	v20240622-2		a4368afb6aadbb665e2f02e315e00c093a41733f
org.kie.j2cl.tools.external	org.eclipse.text	v20241110-1		730d6aa9c61418ad556770d12757642db1b62546
org.matthicks	mailgun4s_2.12	1.0.1		2d06b57e8e7ccf4e87092d000e19cadfdfda6237
org.matthicks	mailgun4s_2.12	1.0.10		e0aecb47ab529ab5cb47dcf90086c174f530f0fc
org.matthicks	mailgun4s_2.12	1.0.12		31f42bd19326f015e979be3d5fa48fb7e31f6126
org.matthicks	mailgun4s_2.12	1.0.13		b1f280baf09c29fcdad18e27f55c6ecf808e8644
org.matthicks	mailgun4s_2.12	1.0.14		d4fbfa0566ec47f4db5ab0c933e46132c4eb6734
org.matthicks	mailgun4s_2.12	1.0.15		45f7ee1537d23796ce2871c426d4f4c9fb734d06
org.matthicks	mailgun4s_2.12	1.0.16		5540dd4efcfd62a0e629f3b8174e8263e85fdfe7
org.matthicks	mailgun4s_2.12	1.0.18		6cbac5ffa679750e2ed70bb76e1717b5f23670d2
org.matthicks	mailgun4s_2.12	1.0.2		e72c2a188abc8b41eab35fee506f642dbcadb2da
org.matthicks	mailgun4s_2.12	1.0.3		d1e74e4f81b0e5fc269bd3fd09f1ebe9d2f4be78
org.matthicks	mailgun4s_2.12	1.0.4		d31746aee0c1719a0c9b2f03341d1ceb76250363
org.matthicks	mailgun4s_2.12	1.0.5		fd9d6f21fc086124a53db5b58267b87bf45d598a
org.matthicks	mailgun4s_2.12	1.0.6		26b482f2ebb4fd3a2b1447fc2deba1013f9d0961
org.matthicks	mailgun4s_2.12	1.0.7		7009344cbb34a12cfd6e3093168797c8372de356
org.matthicks	mailgun4s_2.12	1.0.8		eeb073c23e9a4dda30cb33add531a8f3c095c05b
org.matthicks	mailgun4s_2.12	1.0.9		9064f78e4763c1734ee7929981ca1c7ceb930449
org.ojbc.bundles.intermediaries	booking-reporting-service-intermediary	1.0.0		1cab1fdde81856927253ce032ca6e8aaff9993f2
org.scalesxml	scales-jaxen_2.10	0.4.4		86f4a251cf32b1dec4ca0224b34b6766f3cec833
org.scalesxml	scales-jaxen_2.10	0.4.5		78c29f53cb78ebba2f4dce181cae0b53e60c34b1
org.scalesxml	scales-jaxen_2.10	0.5.0		ca3e52d882b460044852c178fd01029ca96db18e
org.scalesxml	scales-jaxen_2.10	0.5.0-M1		f70c848feb8f0091d039cc10a8f1f116775de153
org.scalesxml	scales-jaxen_2.10	0.6.0-M1		9cada64f837171db74f15448e1eae4b362ec6f50
org.scalesxml	scales-jaxen_2.10	0.6.0-M2		5d1c888bded828e5e7c82f3d23c0f32f9a089d42
org.scalesxml	scales-jaxen_2.10	0.6.0-M3		a202a88ffec087d17683bc72760130f32f68f93d
org.solovyev.external.com.electriccloud	org.solovyev.external.javac2-maven-plugin	1.0.3		b0e1be43264042470943ac31981d7beb304619b0
org.solovyev.external.com.electriccloud	org.solovyev.external.javac2-maven-plugin	1.0.4		344d5b35d72a25b8e3c5cf68de3515f51a91f872
org.webjars.npm	JSONPath	0.11.0		49b8ee28c82e2cd36afcf8946099800a1d72d6f1
org.webjars.npm	JSONPath	0.11.2		3c911caa2dae4d2451b6bd19b8dd6cd08a46020c
org.webjars.npm	devtools-protocol	0.0.1107588		d226b95711b65f616baf5c1b0f4b7911f64dc2ff
org.webjars.npm	devtools-protocol	0.0.847576		9974e36548aa4da38ab4e77ecb1b6b384cf97c8a
org.webjars.npm	prismarine-auth	1.4.1		ba011555a59317fed927545d10ce3363a4257ffb
pl.msitko	mini-refined_3	0.1.0		7cbdbedd2d9c146dfb220c119b1d3cb1ad180e53
pl.msitko	mini-refined_3	0.1.1-RC1		36ea0c0876722b4173652040eb8c3d4a9af87bb8
pl.msitko	mini-refined_3	0.2.0		d1bc6370c558af458116b3c744208f72af9a6f16
