biz.cgta	otest-sjs_sjs0.6.0-M3_2.10	0.2.0		47a25de0a20efa1eb4f53a8e95334717da24e8d2
net.ozwolf	dropwizard-raml-validator	2.0.0		77445514afbc3acdbcbc74d9b0cdc57a6010dfbc
net.ozwolf	dropwizard-raml-validator	2.1.0		d1d1a0b16e35d2f8bae30135a33abf43a358f39c
net.ozwolf	dropwizard-raml-validator	2.2.0		93a6453109a62b888d5011f26c2825e20ba4143f
net.ozwolf	dropwizard-raml-validator	2.2.1		1b6561096a9a65c5b3442a98b19c6ed1187c590d
net.ozwolf	dropwizard-raml-validator	2.3.0		8f240be385fba556ed0fa439ccda4895b855a7b5
net.ozwolf	dropwizard-raml-validator	2.3.1		cb4a42357dba0e15ebe31312d07aa22b7c708c12
net.ozwolf	dropwizard-raml-validator	3.0.0		9bf412c282975c1dc90f44457fbb1e13c1465d20
net.ozwolf	dropwizard-raml-validator	3.0.1		5f5b373fd943d12c0f087cddaa6b76fd1df3ebfa
network.particle	auth-service	0.0.1		N/A
network.particle	auth-service	0.0.2		N/A
network.particle	auth-service	0.0.3		N/A
network.particle	auth-service	0.0.4		N/A
network.particle	auth-service	0.0.5		N/A
network.particle	auth-service	0.10.0		N/A
network.particle	auth-service	0.10.1		N/A
network.particle	auth-service	0.10.2		N/A
network.particle	auth-service	0.11.0		N/A
network.particle	auth-service	0.11.1		N/A
network.particle	auth-service	0.11.3		N/A
network.particle	auth-service	0.12.0		N/A
network.particle	auth-service	0.12.1		N/A
network.particle	auth-service	0.12.2		N/A
network.particle	auth-service	0.12.3		N/A
network.particle	auth-service	0.12.5		N/A
network.particle	auth-service	0.12.6		N/A
network.particle	auth-service	0.13.0		N/A
network.particle	auth-service	0.13.1		N/A
network.particle	auth-service	0.13.2		N/A
network.particle	auth-service	0.13.4		N/A
network.particle	auth-service	0.13.6		N/A
network.particle	auth-service	0.13.7		N/A
network.particle	auth-service	0.14.0		N/A
network.particle	auth-service	0.14.2		N/A
network.particle	auth-service	0.14.3		N/A
network.particle	auth-service	0.14.4		N/A
network.particle	auth-service	0.14.5		N/A
network.particle	auth-service	0.15.0		N/A
network.particle	auth-service	0.15.1		N/A
network.particle	auth-service	0.15.2		N/A
network.particle	auth-service	0.15.3		N/A
network.particle	auth-service	0.2.0		N/A
network.particle	auth-service	0.2.1		N/A
network.particle	auth-service	0.2.2		N/A
network.particle	auth-service	0.2.3		N/A
network.particle	auth-service	0.3.0		N/A
network.particle	auth-service	0.3.1		N/A
network.particle	auth-service	0.3.2		N/A
network.particle	auth-service	0.4.0		N/A
network.particle	auth-service	0.4.1		N/A
network.particle	auth-service	0.5.1		N/A
network.particle	auth-service	0.5.10		N/A
network.particle	auth-service	0.5.4		N/A
network.particle	auth-service	0.5.5		N/A
network.particle	auth-service	0.5.8		N/A
network.particle	auth-service	0.5.9		N/A
network.particle	auth-service	0.6.0		N/A
network.particle	auth-service	0.6.1		N/A
network.particle	auth-service	0.6.2		N/A
network.particle	auth-service	0.6.3		N/A
network.particle	auth-service	0.6.4		N/A
network.particle	auth-service	0.6.5		N/A
network.particle	auth-service	0.7.0		N/A
network.particle	auth-service	0.7.1		N/A
network.particle	auth-service	0.7.10		N/A
network.particle	auth-service	0.7.11		N/A
network.particle	auth-service	0.7.12		N/A
network.particle	auth-service	0.7.13		N/A
network.particle	auth-service	0.7.14		N/A
network.particle	auth-service	0.7.15		N/A
network.particle	auth-service	0.7.16		N/A
network.particle	auth-service	0.7.20		N/A
network.particle	auth-service	0.7.21		N/A
network.particle	auth-service	0.7.3		N/A
network.particle	auth-service	0.7.4		N/A
network.particle	auth-service	0.7.5		N/A
network.particle	auth-service	0.7.6		N/A
network.particle	auth-service	0.7.7		N/A
network.particle	auth-service	0.7.8		N/A
network.particle	auth-service	0.7.9		N/A
network.particle	auth-service	0.8.11		N/A
network.particle	auth-service	0.8.12		N/A
network.particle	auth-service	0.8.13		N/A
network.particle	auth-service	0.8.14		N/A
network.particle	auth-service	0.8.2		N/A
network.particle	auth-service	0.8.3		N/A
network.particle	auth-service	0.8.4		N/A
network.particle	auth-service	0.8.5		N/A
network.particle	auth-service	0.8.6		N/A
network.particle	auth-service	0.8.7		N/A
network.particle	auth-service	0.9.1		N/A
network.particle	auth-service	0.9.10		N/A
network.particle	auth-service	0.9.11		N/A
network.particle	auth-service	0.9.12		N/A
network.particle	auth-service	0.9.13		N/A
network.particle	auth-service	0.9.14		N/A
network.particle	auth-service	0.9.15		N/A
network.particle	auth-service	0.9.16		N/A
network.particle	auth-service	0.9.17		N/A
network.particle	auth-service	0.9.18		N/A
network.particle	auth-service	0.9.20		N/A
network.particle	auth-service	0.9.21		N/A
network.particle	auth-service	0.9.5		N/A
network.particle	auth-service	0.9.6		N/A
network.particle	auth-service	0.9.7		N/A
network.particle	auth-service	1.0.0		N/A
network.particle	auth-service	1.0.1		N/A
network.particle	auth-service	1.1.0		N/A
network.particle	auth-service	1.1.1		N/A
network.particle	auth-service	1.2.2		N/A
network.particle	auth-service	1.3.1		N/A
network.particle	auth-service	1.3.10		N/A
network.particle	auth-service	1.3.11.1		N/A
network.particle	auth-service	1.3.12		N/A
network.particle	auth-service	1.3.2		N/A
network.particle	auth-service	1.3.3		N/A
network.particle	auth-service	1.3.3.1		N/A
network.particle	auth-service	1.3.5		N/A
network.particle	auth-service	1.3.6		N/A
network.particle	auth-service	1.3.7		N/A
network.particle	auth-service	1.3.8		N/A
network.particle	auth-service	1.4.0		N/A
network.particle	auth-service	1.4.1		N/A
network.particle	auth-service	1.4.11		N/A
network.particle	auth-service	1.4.12		N/A
network.particle	auth-service	1.4.13		N/A
network.particle	auth-service	1.4.14		N/A
network.particle	auth-service	1.4.15		N/A
network.particle	auth-service	1.4.18		N/A
network.particle	auth-service	1.4.19		N/A
network.particle	auth-service	1.4.2		N/A
network.particle	auth-service	1.4.20		N/A
network.particle	auth-service	1.4.21		N/A
network.particle	auth-service	1.4.23		N/A
network.particle	auth-service	1.4.24		N/A
network.particle	auth-service	1.4.25		N/A
network.particle	auth-service	1.4.26		N/A
network.particle	auth-service	1.4.27		N/A
network.particle	auth-service	1.4.28		N/A
network.particle	auth-service	1.4.29		N/A
network.particle	auth-service	1.4.3		N/A
network.particle	auth-service	1.4.30		N/A
network.particle	auth-service	1.4.31		N/A
network.particle	auth-service	1.4.32		N/A
network.particle	auth-service	1.4.34		N/A
network.particle	auth-service	1.4.35		N/A
network.particle	auth-service	1.4.36		N/A
network.particle	auth-service	1.4.37		N/A
network.particle	auth-service	1.4.38		N/A
network.particle	auth-service	1.4.39		N/A
network.particle	auth-service	1.4.41		N/A
network.particle	auth-service	1.4.42		N/A
network.particle	auth-service	1.4.43		N/A
network.particle	auth-service	1.4.45		N/A
network.particle	auth-service	1.4.5		N/A
network.particle	auth-service	1.4.6		N/A
network.particle	auth-service	1.4.7		N/A
network.particle	auth-service	1.4.8		N/A
network.particle	auth-service	1.4.9		N/A
network.particle	auth-service	2.0.1		N/A
network.particle	auth-service	2.0.10		N/A
network.particle	auth-service	2.0.11		N/A
network.particle	auth-service	2.0.2		N/A
network.particle	auth-service	2.0.3		N/A
network.particle	auth-service	2.0.4		N/A
network.particle	auth-service	2.0.5		N/A
network.particle	auth-service	2.0.7		N/A
network.particle	auth-service	2.0.8		N/A
network.particle	auth-service	2.0.9		N/A
network.particle	auth-service	2.1.0		N/A
network.particle	auth-service	2.1.10		N/A
network.particle	auth-service	2.1.11		N/A
network.particle	auth-service	2.1.20		N/A
network.particle	auth-service	2.1.21		N/A
network.particle	auth-service	2.1.22		N/A
network.particle	auth-service	2.1.5		N/A
network.particle	auth-service	2.1.6		N/A
network.particle	auth-service	2.1.7		N/A
network.particle	auth-service	2.1.8		N/A
network.particle	auth-service	2.1.9		N/A
org.andromda.profiles.emf.uml22	andromda-persistence	3.4		N/A
org.apache.bookkeeper	bookkeeper-tools-ledger	4.10.0		788b4d80be40ff40344362353c41baf056af5434
org.apache.bookkeeper	bookkeeper-tools-ledger	4.11.0		dae25cd3acb0e0f2887fbed1edbf83983b2004ac
org.apache.bookkeeper	bookkeeper-tools-ledger	4.11.1		9cd99494049f2bd80f1d791ec0ec61a4027f6ca9
org.apache.bookkeeper	bookkeeper-tools-ledger	4.12.0		2565e14144a613d82e7775bdf57f1218461b2655
org.apache.bookkeeper	bookkeeper-tools-ledger	4.12.1		e28cfbf166ae0cbeba4664f55c3d9f5671a754d8
org.apache.bookkeeper	bookkeeper-tools-ledger	4.13.0		725105bc4437428fae322e1fec95250df0cfb508
org.apache.bookkeeper	bookkeeper-tools-ledger	4.14.0		a12e78985db73e34b0da220af9cf0c70105fcfe5
org.apache.bookkeeper	bookkeeper-tools-ledger	4.14.1		165597036682c28b2911482909d53c44e949e6a8
org.apache.bookkeeper	bookkeeper-tools-ledger	4.14.2		41b7abf63aebce7e412781fc246657c0e93053f2
org.apache.bookkeeper	bookkeeper-tools-ledger	4.14.3		8995757ce296e3f18f8692d45fdca27992d0c8c9
org.apache.bookkeeper	bookkeeper-tools-ledger	4.14.4		14884d867453f5440a820e75404de01a59f53412
org.apache.bookkeeper	bookkeeper-tools-ledger	4.14.5		3d77a907b05191dc0987b0577edace2f626ed039
org.apache.bookkeeper	bookkeeper-tools-ledger	4.14.6		9786e00e64ecde8d3f3c193aa35a52f99fe1e49e
org.apache.bookkeeper	bookkeeper-tools-ledger	4.14.7		e84166a5b3ac82286d2d2dcd332492e1c84aadb8
org.apache.bookkeeper	bookkeeper-tools-ledger	4.14.8		b62e6ca6851ec1f1fc828affefbb5b2a02bad94f
org.apache.bookkeeper	bookkeeper-tools-ledger	4.15.0		bd8adbb9aa04bc3d84646fdb99712753a397094c
org.apache.bookkeeper	bookkeeper-tools-ledger	4.15.1		6e69186bb92012f4f9afb0c35ebe68997cdc38d1
org.apache.bookkeeper	bookkeeper-tools-ledger	4.15.2		073de181c20efebb198e77de3e0f575355549dcc
org.apache.bookkeeper	bookkeeper-tools-ledger	4.15.3		3060a28662a2bb4f6dbde81602705526e4a10d78
org.apache.bookkeeper	bookkeeper-tools-ledger	4.15.4		1c89b71eab66c983bac57415703bba519b042704
org.apache.bookkeeper	bookkeeper-tools-ledger	4.15.5		47c1f35d9c025b5fe106c9f4e041c10e1feb1092
org.apache.bookkeeper	bookkeeper-tools-ledger	4.16.0		082ca75abb9c9055e32c4106477391377180da4a
org.apache.bookkeeper	bookkeeper-tools-ledger	4.16.1		4d10abe9d8e4cbdcefcaaa933872b37a666a9c90
org.apache.bookkeeper	bookkeeper-tools-ledger	4.16.2		b82784c56e6c16bcdc0419e1664e0b7dfd4460c4
org.apache.bookkeeper	bookkeeper-tools-ledger	4.16.3		4932997a50d9ba493ca0c39228782907c8037fe4
org.apache.bookkeeper	bookkeeper-tools-ledger	4.16.4		ec78c052214eb6adf4b02422d5b85f4176f6266b
org.apache.bookkeeper	bookkeeper-tools-ledger	4.16.5		d2839fdd33d5e9fc0bea6db009c170ad08ed0976
org.apache.bookkeeper	bookkeeper-tools-ledger	4.16.6		231224cbb22e126e2c53a2030dd1d7cd53aa1a63
org.apache.bookkeeper	bookkeeper-tools-ledger	4.17.0		241c25396acc2161c53135d11a8ce0848a71ecb2
org.apache.bookkeeper	bookkeeper-tools-ledger	4.17.1		fce699183e6c36d15b403863afb0b51f7f286da6
org.apache.bookkeeper	bookkeeper-tools-ledger	4.8.1		e640f88a02f017d4467eeccdf60858873cc0e49d
org.apache.bookkeeper	bookkeeper-tools-ledger	4.8.2		2b42ac0866ff61a70b14019c4f12437851fcddf9
org.apache.bookkeeper	bookkeeper-tools-ledger	4.9.0		4bb6f70a9515f3c9a3829493822ded4f196d7715
org.apache.bookkeeper	bookkeeper-tools-ledger	4.9.1		a9e34e6c3d6db2e2213d66b4584f7499c2570b7c
org.apache.bookkeeper	bookkeeper-tools-ledger	4.9.2		4ef999fe8375e47e408671ac8ee5003fb56ac94c
org.apache.camel.archetypes	camel-archetype-blueprint	2.10.0		62c19590017871713bf9208994c66075df86d9b3
org.apache.camel.archetypes	camel-archetype-blueprint	2.10.1		390e05f60f3ef564199108b3b7a22a22231131b0
org.apache.camel.archetypes	camel-archetype-blueprint	2.10.2		56536d92d445dfb8895e3eaaa18135f69dca9c2b
org.apache.camel.archetypes	camel-archetype-blueprint	2.10.3		f05d945283c8cf83f1619cba5d6bc7f1ddbd185f
org.apache.camel.archetypes	camel-archetype-blueprint	2.10.4		6ba6b208b0446b888da51323da0d8714bece5807
org.apache.camel.archetypes	camel-archetype-blueprint	2.10.5		1316a018d4173c3434eed3903f1a99905c522bf6
org.apache.camel.archetypes	camel-archetype-blueprint	2.10.6		afb320684813e73ed30bd4d4161f84e0595148a0
org.apache.camel.archetypes	camel-archetype-blueprint	2.10.7		506c7fa77f8e2dc5d43c26c9e8e6a74bfe9d56de
org.apache.camel.archetypes	camel-archetype-blueprint	2.11.0		f43e7b0d9923827f08846c8aab253b5952e21a02
org.apache.camel.archetypes	camel-archetype-blueprint	2.11.1		06182ab6754107782055d1aec06ae89f6ea55eab
org.apache.camel.archetypes	camel-archetype-blueprint	2.11.2		486c8a7d0c23f38347681c9b87fa61c010ade9bd
org.apache.camel.archetypes	camel-archetype-blueprint	2.11.3		6857992b619b3cfe5ff24d5823800b0b0e41fa28
org.apache.camel.archetypes	camel-archetype-blueprint	2.11.4		8f33f408d1e6e74bfe52a8d38d6d0bfea510b1e0
org.apache.camel.archetypes	camel-archetype-blueprint	2.12.0		de000a337528e55d2fa526feec5ce6f1efe3f9fc
org.apache.camel.archetypes	camel-archetype-blueprint	2.12.1		c0943b7abff192ccb3c3b5f8d0e72e415ca3205b
org.apache.camel.archetypes	camel-archetype-blueprint	2.12.2		5851038e0b9f84534226a41f596cdd3b4e5e17cd
org.apache.camel.archetypes	camel-archetype-blueprint	2.12.3		4523e7e011e1d65b569d96814f46d13aed2af69a
org.apache.camel.archetypes	camel-archetype-blueprint	2.12.4		6027cc0f2e3dabdab52aa3938af912930edde929
org.apache.camel.archetypes	camel-archetype-blueprint	2.12.5		90e5a2bc43560cfcb335761ffb66141ca502dd53
org.apache.camel.archetypes	camel-archetype-blueprint	2.13.0		29e00a62620756a3812a110e824d52c07b061b9c
org.apache.camel.archetypes	camel-archetype-blueprint	2.13.1		56bef774d1c259365f5c361cd931bde6c25a8980
org.apache.camel.archetypes	camel-archetype-blueprint	2.13.2		5c934d2b7c50845b86dda41f2a88c5dbe8b0ca34
org.apache.camel.archetypes	camel-archetype-blueprint	2.13.3		e6f8466307b12cb7ff960d45d013ea329da2e111
org.apache.camel.archetypes	camel-archetype-blueprint	2.13.4		de0eebe75ab17a5114476019f10e30e6f97b9f25
org.apache.camel.archetypes	camel-archetype-blueprint	2.14.0		1655117c57df575c056441af783c703b51184414
org.apache.camel.archetypes	camel-archetype-blueprint	2.14.1		80a9f3b063a90ca9f4824ea28b83f77cca7c7d96
org.apache.camel.archetypes	camel-archetype-blueprint	2.14.2		fb5e1cd6faf77d567f012dad900a6d14476bb7c9
org.apache.camel.archetypes	camel-archetype-blueprint	2.14.3		3f3e10da4067660354ac6a4c96c99d1eb90763c2
org.apache.camel.archetypes	camel-archetype-blueprint	2.14.4		3b8a07f4780d5f470d73e9e697beb29decbff2e1
org.apache.camel.archetypes	camel-archetype-blueprint	2.15.0		ec5ab333a2e4a6be52c3dc17abc408a3ab8f0129
org.apache.camel.archetypes	camel-archetype-blueprint	2.15.1		b9b9ac0eb18cbd801b5039d8f45dbb45186b06f2
org.apache.camel.archetypes	camel-archetype-blueprint	2.15.2		77edb39abe92e190c5c1011cbe498f8b32b3cad3
org.apache.camel.archetypes	camel-archetype-blueprint	2.15.3		4df290174972653f7b85ab0f58a5fb2fbcf99864
org.apache.camel.archetypes	camel-archetype-blueprint	2.15.4		577c61d3a9d1acf17e1caf5251513f614c127a76
org.apache.camel.archetypes	camel-archetype-blueprint	2.15.5		25cadc5099b25a7ee998512cf1dd50e7ee4b056e
org.apache.camel.archetypes	camel-archetype-blueprint	2.15.6		3d585d6d3e38ef7feed53b650e91f299fba037e9
org.apache.camel.archetypes	camel-archetype-blueprint	2.16.0		9a730a3f90c58dd6a5054d6511cb055ade4ae0fe
org.apache.camel.archetypes	camel-archetype-blueprint	2.16.1		8df80af66a94980b9587f4a7831fd541ef2d4a2b
org.apache.camel.archetypes	camel-archetype-blueprint	2.16.2		95025c6d2a29618e46b022385e77199273114c4c
org.apache.camel.archetypes	camel-archetype-blueprint	2.16.3		ccf701d7d8b40c61159477760af99a671f842a56
org.apache.camel.archetypes	camel-archetype-blueprint	2.16.4		f324f05949bc4c1d8a0a7ad6bad3cb21a4cce23a
org.apache.camel.archetypes	camel-archetype-blueprint	2.16.5		c5c3a8df7bdefe6ab2c2c651328188f103c4e056
org.apache.camel.archetypes	camel-archetype-blueprint	2.17.0		d7928a0e4e978a8b4da41c791c32f81d4a8b9c80
org.apache.camel.archetypes	camel-archetype-blueprint	2.17.1		ee5304cb9963bd36c2930fbba2e08e06bfc6bc5e
org.apache.camel.archetypes	camel-archetype-blueprint	2.17.2		4c3a73c8a668cf47b299e7aebda955507bca62e9
org.apache.camel.archetypes	camel-archetype-blueprint	2.17.3		455df98285e7c81345aaa03ace1c0a75a918a73d
org.apache.camel.archetypes	camel-archetype-blueprint	2.17.4		d9ce71e789dbe604adf9c467ce85d62995b5f811
org.apache.camel.archetypes	camel-archetype-blueprint	2.17.5		9b218ab3274601e7ad5f9b138193022723761b6b
org.apache.camel.archetypes	camel-archetype-blueprint	2.17.6		f5e95674108c6c57ffddc184d1b889c715427619
org.apache.camel.archetypes	camel-archetype-blueprint	2.17.7		47281234fa0a61f99589485981e84610fe769857
org.apache.camel.archetypes	camel-archetype-blueprint	2.18.0		47a734f03c04f47827584f7f2c44c85963df18f4
org.apache.camel.archetypes	camel-archetype-blueprint	2.18.1		78300a1f091c6232fb616a1b75c0697b6cade616
org.apache.camel.archetypes	camel-archetype-blueprint	2.18.2		487bdbf9f947379b745086611107bd519b744571
org.apache.camel.archetypes	camel-archetype-blueprint	2.18.3		8c0c0c5db1c037479b552109570f4afea667bc90
org.apache.camel.archetypes	camel-archetype-blueprint	2.18.4		30b0be0a85f0960398b7040295b94bf5c28749bf
org.apache.camel.archetypes	camel-archetype-blueprint	2.18.5		8503a96fa63eefbab272d181d6208700a764ea63
org.apache.camel.archetypes	camel-archetype-blueprint	2.19.0		648bcd0fed212ca5873e73fa397cb2a77bf244d1
org.apache.camel.archetypes	camel-archetype-blueprint	2.19.1		c532d11be765a4e6c08097d20d91c84c25b31eee
org.apache.camel.archetypes	camel-archetype-blueprint	2.19.2		1d3efe2258a3d621f64c6785163484ebae6ce790
org.apache.camel.archetypes	camel-archetype-blueprint	2.19.3		57436feeaae195642ddcd102e42f5f963ac55083
org.apache.camel.archetypes	camel-archetype-blueprint	2.19.4		4efbc2c9de2d5be14a0124d8f64a85f773ec2172
org.apache.camel.archetypes	camel-archetype-blueprint	2.19.5		1321a91ff75fb4c539b794568b85d70487969012
org.apache.camel.archetypes	camel-archetype-blueprint	2.20.0		610a941f757c58dc1cdb6f590865697483e7855f
org.apache.camel.archetypes	camel-archetype-blueprint	2.20.1		c4306e57f36aaed1512b14599f457933357196cb
org.apache.camel.archetypes	camel-archetype-blueprint	2.20.2		c563e52745ccf96d5d116d3b1bf67288952f8418
org.apache.camel.archetypes	camel-archetype-blueprint	2.20.3		debf60482740b0f641379e633c32aefb5a7c3624
org.apache.camel.archetypes	camel-archetype-blueprint	2.20.4		86dd22751799435c48103c107d07f045c75f1c2f
org.apache.camel.archetypes	camel-archetype-blueprint	2.21.0		84db07985bfbba2f72303de2db47a048433aa220
org.apache.camel.archetypes	camel-archetype-blueprint	2.21.1		b8697a91c0083429c5f3e5ad498f413b07821b01
org.apache.camel.archetypes	camel-archetype-blueprint	2.21.2		2792482f2a6a1d5da3471ff2f8b63f4ce947720d
org.apache.camel.archetypes	camel-archetype-blueprint	2.21.3		e422096c67fb5e151723eeb9ba2f356c020a0a32
org.apache.camel.archetypes	camel-archetype-blueprint	2.21.4		1d98176574ca44fc0b617016042eb8731fb59484
org.apache.camel.archetypes	camel-archetype-blueprint	2.21.5		a408ca1048584d6935ef8559f3ae4b79a755df28
org.apache.camel.archetypes	camel-archetype-blueprint	2.22.0		28d74c676171d69df62d81ba6ca3cc94dcfa5446
org.apache.camel.archetypes	camel-archetype-blueprint	2.22.1		9377b21b4cc37455e342d79d1c534e78ed5b5a12
org.apache.camel.archetypes	camel-archetype-blueprint	2.22.2		9800b04cd84d30ceb9ddbc5d652301bdbf7254b9
org.apache.camel.archetypes	camel-archetype-blueprint	2.22.3		15d83e3c4cee0172ca6bcb04bff9296d0cc00a02
org.apache.camel.archetypes	camel-archetype-blueprint	2.22.4		27620de5ce2f02b4324c5a16a7431e9fdf40747f
org.apache.camel.archetypes	camel-archetype-blueprint	2.22.5		5c96b8698eebe1242f8b22fcccf3f4b90fdd8978
org.apache.camel.archetypes	camel-archetype-blueprint	2.23.0		f3741859a7a24e786b6009889aa6aa2253b2c17b
org.apache.camel.archetypes	camel-archetype-blueprint	2.23.1		5f0257d885bcb2375cbc1a76467e3e30e13cc077
org.apache.camel.archetypes	camel-archetype-blueprint	2.23.2		1cbc762fd662fbef82039dbfa73daf657086230a
org.apache.camel.archetypes	camel-archetype-blueprint	2.23.3		2bdba635fef02e220c41fbfd028c2b99dff465be
org.apache.camel.archetypes	camel-archetype-blueprint	2.23.4		b813da4c7a828f58b889bd14462ce692b2671197
org.apache.camel.archetypes	camel-archetype-blueprint	2.24.0		32bef95137efdf5b952798b9e9085193a4f87436
org.apache.camel.archetypes	camel-archetype-blueprint	2.24.1		894d5894cb5dcdf4072b3af6ec6775cbf1a5e545
org.apache.camel.archetypes	camel-archetype-blueprint	2.24.2		312ee1de47a125a709f77a5c24888900809a18fd
org.apache.camel.archetypes	camel-archetype-blueprint	2.24.3		418004f17c90e9f1b98098d4583102a9a03d7a73
org.apache.camel.archetypes	camel-archetype-blueprint	2.25.0		16e3b12117707b0667d3cce7e4a1b67cf5791e91
org.apache.camel.archetypes	camel-archetype-blueprint	2.25.1		575f94fc10bd2b1b1076b125be4c8c6ad5aabe8f
org.apache.camel.archetypes	camel-archetype-blueprint	2.25.2		6ac616e22db7b8628ae9b9e48be92019a88de13f
org.apache.camel.archetypes	camel-archetype-blueprint	2.25.3		041da26f5d0c734d5e551571ff1614f2e4f6cfbe
org.apache.camel.archetypes	camel-archetype-blueprint	2.25.4		a6a4f6dd3d536edfe3b04c4190876dc77838adcb
org.apache.camel.archetypes	camel-archetype-blueprint	2.8.0		e08ff97582667c57ed3add4103a221969938e6c3
org.apache.camel.archetypes	camel-archetype-blueprint	2.8.1		bc9eb3cf74456d4839b3cab55a932c15ce8bff38
org.apache.camel.archetypes	camel-archetype-blueprint	2.8.2		6c0d5385667659ffc55e6294bf06f61d3219bba8
org.apache.camel.archetypes	camel-archetype-blueprint	2.8.3		ea352ce6b7fa8f41c08c2782383b508d85479d2c
org.apache.camel.archetypes	camel-archetype-blueprint	2.8.4		65cd58f39197971abc0089812ecaac9907dcc03e
org.apache.camel.archetypes	camel-archetype-blueprint	2.8.5		abd1325508f35ca08b1d0ecfff11e7e0a987ccb7
org.apache.camel.archetypes	camel-archetype-blueprint	2.8.6		6752aede672065a164bb00e39516bbd868652822
org.apache.camel.archetypes	camel-archetype-blueprint	2.9.0		43c5e6707af0bd60f061fb2aa46cd4eedbb1ed77
org.apache.camel.archetypes	camel-archetype-blueprint	2.9.0-RC1		df0e75f495683e1fc13ac3042cead743f4430e06
org.apache.camel.archetypes	camel-archetype-blueprint	2.9.1		7e16429dc4bf79cdd3a218596431345cafd49e82
org.apache.camel.archetypes	camel-archetype-blueprint	2.9.2		7b2ac963c3233d0060ad2ed7c07c14cf5eb3a844
org.apache.camel.archetypes	camel-archetype-blueprint	2.9.3		4e336ad8ebe3a5ef0546e7a63ec431d1edf09019
org.apache.camel.archetypes	camel-archetype-blueprint	2.9.4		97c9ab5b46a917f72d14f29db588f87e606f61ff
org.apache.camel.archetypes	camel-archetype-blueprint	2.9.5		7e8a3a04b67940cf30c6d14054d6c2e63d35a583
org.apache.camel.archetypes	camel-archetype-blueprint	2.9.6		a98decdd32ee7c5faaca7dd5e0b51bf69464717d
org.apache.camel.archetypes	camel-archetype-blueprint	2.9.7		c51b818a13ffd1d7865d51fc60618155a6e275f6
org.apache.camel.archetypes	camel-archetype-blueprint	2.9.8		db2d4a2da8df5d7131a9228b0d2bdb9018ab7489
org.apache.camel.archetypes	camel-archetype-blueprint	3.0.0		acbae580fd239257d9516cf8e4dc0a4c9c5d7f80
org.apache.camel.archetypes	camel-archetype-blueprint	3.0.0-M1		53d501701707b2fa35089c6fd1bde5ca41042a04
org.apache.camel.archetypes	camel-archetype-blueprint	3.0.0-M2		52c240442ba02c4cde9dc43f1f311ec585ac0d76
org.apache.camel.archetypes	camel-archetype-blueprint	3.0.0-M3		6b8c01014843c0fe576b996441a331a7bc75af7b
org.apache.camel.archetypes	camel-archetype-blueprint	3.0.0-M4		58fdf5f63eab12a357df784f9b417af4d8bb1c44
org.apache.camel.archetypes	camel-archetype-blueprint	3.0.0-RC1		dc9aac7f6c6ebbfb9fad4abc3f8054b948411701
org.apache.camel.archetypes	camel-archetype-blueprint	3.0.0-RC2		5294dbc85ae3279a976ec4647159143d844ba557
org.apache.camel.archetypes	camel-archetype-blueprint	3.0.0-RC3		47afdc36ea8811d8d289a4aece9f3fe30b56db36
org.apache.camel.archetypes	camel-archetype-blueprint	3.0.1		713a018205c3d991f6760e0eebdda0b9493cc03f
org.apache.camel.archetypes	camel-archetype-blueprint	3.1.0		d112b9984e48928d5c2c81553961968ca2ecd8dc
org.apache.camel.archetypes	camel-archetype-blueprint	3.10.0		264031e82ef5d23edf177efb8b72e5ac4925badc
org.apache.camel.archetypes	camel-archetype-blueprint	3.11.0		77bd4afea47dc18440fd5d3c12158a99834ce34b
org.apache.camel.archetypes	camel-archetype-blueprint	3.11.1		5a026de96c4f45066307b2a87e9cc7d89e9a4d39
org.apache.camel.archetypes	camel-archetype-blueprint	3.11.2		6b0c3b812c161e01063ceb09f4a702ff5438de3d
org.apache.camel.archetypes	camel-archetype-blueprint	3.11.3		9403e2d7ebdcf86fe3737e6c8da74f8f5ca06c94
org.apache.camel.archetypes	camel-archetype-blueprint	3.11.4		bb13216822e9b9cad41156be1dfabf63c5206b66
org.apache.camel.archetypes	camel-archetype-blueprint	3.11.5		2b5da959b9ddff15432b532079e0a0767a7b4559
org.apache.camel.archetypes	camel-archetype-blueprint	3.11.6		f4de80b31291c285d2c6f1f99607a6a45802a22a
org.apache.camel.archetypes	camel-archetype-blueprint	3.11.7		5ed038833f7bdb2d5e53621804fdf91440dc33b3
org.apache.camel.archetypes	camel-archetype-blueprint	3.12.0		404dc4b65bd8215d9d0b2af71f568c1d155b6f09
org.apache.camel.archetypes	camel-archetype-blueprint	3.13.0		64517c88e91307adb413510055bdfe23580b16ab
org.apache.camel.archetypes	camel-archetype-blueprint	3.14.0		4f703bf95e738fd10acbdcf3282407405018ffe8
org.apache.camel.archetypes	camel-archetype-blueprint	3.14.1		1958be8b6f5bfbaf5e140134bdfa49499aa90033
org.apache.camel.archetypes	camel-archetype-blueprint	3.14.10		14c7128acdaa657e0754ab6f5b8eedb8aece9d52
org.apache.camel.archetypes	camel-archetype-blueprint	3.14.2		c57876ac60edfd0f5f0c20cd747ef3287da07ef6
org.apache.camel.archetypes	camel-archetype-blueprint	3.14.3		25c535163b2c289b5b6323912004d88824d58f14
org.apache.camel.archetypes	camel-archetype-blueprint	3.14.4		1cbdd052b19f3067d6d3b1583dcbd25c69b3f048
