acegisecurity	acegi-security-resin-lib	0.6.1	-	22dce0c8b8c89169364e78b3ffb74e03e661185c
org.refcodes	refcodes-checkerboard-alt-javafx	1.10.3	-	e08590bb70135b363dc8fb1b442a553a3f06bc7e
org.refcodes	refcodes-checkerboard-alt-javafx	1.2.0	-	9f70d82e8afaa5870ae7fcca61fc826f2e32c0fe
org.refcodes	refcodes-checkerboard-alt-javafx	1.2.1	-	ca53c4e103eab2a6291880335902bf823701e176
org.refcodes	refcodes-checkerboard-alt-javafx	1.2.2	-	85985585f4ad4b461ef1e2727f75e8b68c772318
org.refcodes	refcodes-checkerboard-alt-javafx	1.2.3	-	72b5dea81727f0ce5aed5a6f2fedb1ccd5ea6fed
org.refcodes	refcodes-checkerboard-alt-javafx	1.2.4	-	6874fb00b3fc62c613436300da1b0ceb66a935b4
org.refcodes	refcodes-checkerboard-alt-javafx	1.2.5	-	5465a7796b66cbb52bd073ec731be23cfd5c99cc
org.refcodes	refcodes-checkerboard-alt-javafx	1.2.6	-	c21018412d6a39965709d900b3c6267cba29ec85
org.refcodes	refcodes-checkerboard-alt-javafx	1.2.7	-	d57dff88748ab75470dc123167858cb7bcdbd22d
org.refcodes	refcodes-checkerboard-alt-javafx	1.2.8	-	cec73f384ea448e0389f827357bf0449865746b4
org.refcodes	refcodes-checkerboard-alt-javafx	1.2.9	-	f950900e804b1ada275d17d983f0f5ef70d1263c
org.refcodes	refcodes-checkerboard-alt-javafx	1.3.0	-	fa6ec499cba7a74d4e595a8a8f243afbb7db15fb
org.refcodes	refcodes-checkerboard-alt-javafx	1.3.1	-	e60dbc56d456594ce5f6503a2b622c68dbd98007
org.refcodes	refcodes-checkerboard-alt-javafx	1.3.2	-	1e4b401a9bfd2f6d6dc51e3a61dd63587a4b5736
org.refcodes	refcodes-checkerboard-alt-javafx	1.3.3	-	c2b7eeef9a8cc544c48127a2f804b8381de28533
org.refcodes	refcodes-checkerboard-alt-javafx	1.3.4	-	62481419ed02370c3c1a8134084bbef5dbc49b84
org.refcodes	refcodes-checkerboard-alt-javafx	1.3.5	-	cf6c97d07888ae816c39bd9096589d358a41e364
org.refcodes	refcodes-checkerboard-alt-javafx	1.9.9	-	011f5eafc154c915450ddcb7f4dbe3f1aa5f2e6c
org.refcodes	refcodes-checkerboard-alt-javafx	2.0.0	-	ebde274bb13a806ff4e36ea6b2e4ade9f55e019e
org.refcodes	refcodes-checkerboard-alt-javafx	2.0.1	-	b413f855fabcc86e219544810c2139b16f587cbf
org.refcodes	refcodes-checkerboard-alt-javafx	2.0.2	-	f76ef51d01f8f5fb22cd7f43f5c9db8a3f965507
org.refcodes	refcodes-checkerboard-alt-javafx	2.0.3	-	ca7baa2a4872db284df4a5f8ccf2533190c37eef
org.refcodes	refcodes-checkerboard-alt-javafx	2.0.4	-	7748877abd41cebc709f4af002f0c2e7793e53a7
org.refcodes	refcodes-checkerboard-alt-javafx	2.0.5	-	fab85dde04a56a4393f1db6aaedbe5e4807f72f9
org.refcodes	refcodes-checkerboard-alt-javafx	2.1.0	-	b96541573c75640947785853e32a53f9989dd558
org.refcodes	refcodes-checkerboard-alt-javafx	2.1.1	-	663b4dbfe8fa5e2cf82e3abd9a67f83aca33dd9c
org.refcodes	refcodes-checkerboard-alt-javafx	2.1.2	-	883a584628c218e0b54fe1d3b19d803ec7af37c7
org.refcodes	refcodes-checkerboard-alt-javafx	2.1.3	-	eaef8272d25826741230b586e48191cba00a4e4d
org.refcodes	refcodes-checkerboard-alt-javafx	2.1.4	-	aaa78277812c3f1648fb673413f5539d2871199e
org.refcodes	refcodes-checkerboard-alt-javafx	2.1.5	-	fd0af16c31bccb082f9c3f96ac69f69a848a6c5c
org.refcodes	refcodes-checkerboard-alt-javafx	2.1.6	-	57c504d331c76df11a18061443ae6d513c5d8d4a
org.refcodes	refcodes-checkerboard-alt-javafx	2.2.0	-	3feb78d1ff2a7d654bd4979892424967a8e84fe8
org.refcodes	refcodes-checkerboard-alt-javafx	2.2.1	-	eede9c8f2afae41cbcd04d5248a703944f88b04c
org.refcodes	refcodes-checkerboard-alt-javafx	2.2.2	-	66d9ab97089c1f085385fe2013af26917a7f75c9
org.refcodes	refcodes-checkerboard-alt-javafx	3.0.0	-	a470111339dddbbaad03fbd6fac6cffd44663235
org.refcodes	refcodes-checkerboard-alt-javafx	3.0.1	-	ab1d0620bbd89b9a4003bf33e92ede098bf905a4
org.refcodes	refcodes-checkerboard-alt-javafx	3.0.2	-	4432dc7f064408914770cd0926b37b1aba62e7f1
org.refcodes	refcodes-checkerboard-alt-javafx	3.0.3	-	d5cad4b32274f54353ef4decdec5ed1daef94f73
org.refcodes	refcodes-checkerboard-alt-javafx	3.0.4	-	0bd933163169f6497daf404175f8e6a05b4efb0e
org.refcodes	refcodes-checkerboard-alt-javafx	3.0.5	-	d4234e7e6d39946b541a10be8f597fad83ad213d
org.refcodes	refcodes-checkerboard-alt-javafx	3.0.6	-	1163bcbf528ae19d7136e70f4611508f8ffaa4aa
org.refcodes	refcodes-checkerboard-alt-javafx	3.0.7	-	0a05e2da9756951774399882b4d4dc2d0ddf3e1c
org.refcodes	refcodes-checkerboard-alt-javafx	3.0.8	-	5096d7166d18090f7868777bde33a7a0cf24cbec
org.refcodes	refcodes-checkerboard-alt-javafx	3.0.9	-	a46acd4d2c62280829da55d96631b35c9d9dff81
org.refcodes	refcodes-checkerboard-alt-javafx	3.1.0	-	f892076ab95f9496bbc4f334fbf04872800f0906
org.refcodes	refcodes-checkerboard-alt-javafx	3.1.1	-	de2f23d5e82ccab99e1e510244a10f6ecdc22b68
org.refcodes	refcodes-checkerboard-alt-javafx	3.1.2	-	f652a7fdaa2711ba35db8af9850dac32370b5e20
org.refcodes	refcodes-checkerboard-alt-javafx	3.1.3	-	d175eb1d2627dd079688ee7787b81ece72fc7e57
org.refcodes	refcodes-checkerboard-alt-javafx	3.2.2	-	ef2d6f3e425bb77719e62496602e4a764cfda188
org.refcodes	refcodes-checkerboard-alt-javafx	3.2.3	-	a30ccbbc6354a18537ac215271604e4756cbbe8b
org.refcodes	refcodes-checkerboard-alt-javafx	3.2.4	-	99bde5b9d5cadfc0e300f6250d3c5904239ef7d3
org.refcodes	refcodes-checkerboard-alt-javafx	3.2.5	-	5e28dc91e9c4a47d7a6ba931f671135d36f2870a
org.refcodes	refcodes-checkerboard-alt-javafx	3.2.6	-	609805f60728d738bd302c5bad90e2bf75d15c6c
org.refcodes	refcodes-checkerboard-alt-javafx	3.2.7	-	bfdfe0c98d48a59494fc611cc99c3db4ee56c434
org.refcodes	refcodes-checkerboard-alt-javafx	3.2.8	-	7bf4c80fc313624d5e30459fe83f70c54924aca3
org.refcodes	refcodes-checkerboard-alt-javafx	3.2.9	-	a0daf8783ddddd9fe0bc59a31b105239af28e08c
org.refcodes	refcodes-checkerboard-alt-javafx	3.3.0	-	7bf5deb240f8df19cbf362c08aef2b916360d5a2
org.refcodes	refcodes-checkerboard-alt-javafx	3.3.1	-	04f1f8f94956d116f9347bb9e1477965850093a3
org.refcodes	refcodes-checkerboard-alt-javafx	3.3.2	-	2bc0f01ca4fb6079299d2b20a12aacf1e9cb594e
org.refcodes	refcodes-checkerboard-alt-javafx	3.3.3	-	31f61049191ccfe3cc778a66b2b5830f070afd39
org.refcodes	refcodes-checkerboard-alt-javafx	3.3.4	-	44f3e69c4aacf2a8e0f1bc4e3ff6727879a5096f
org.refcodes	refcodes-checkerboard-alt-javafx	3.3.5	-	77f08b61093165eb097e82b87a13a34b7d79eae8
org.refcodes	refcodes-checkerboard-alt-javafx	3.3.6	-	40437ad958addf3b2be9270f3e1086ffa19e7ebf
org.refcodes	refcodes-checkerboard-alt-javafx	3.3.7	-	a593b9cb85df870dec69f3027b65d67bb6d92f19
org.refcodes	refcodes-checkerboard-alt-javafx	3.3.8	-	c87e8edce46db33817ecb5c70536ead57019330a
org.refcodes	refcodes-checkerboard-alt-javafx	3.3.9	-	4f739de4d3327c4472d3bc1456e8b344b8387296
org.refcodes	refcodes-io	0.0.3	-	abdd100a61c6cf92715d5f26ad3940060e99378a
org.refcodes	refcodes-io	0.0.4	-	1334d7d900db36016313b5a643e68bab0cca8ed4
org.refcodes	refcodes-io	0.1.0	-	296d8e6394df7572e857027eb38a05dd6e7f7e24
org.refcodes	refcodes-io	0.2.0	-	b52404feed33a283ff4cc560f2cf15fdf2c08859
org.refcodes	refcodes-io	0.3.0	-	43d7207b3eb42f56783fb5eabd8a2dc56af8ad74
org.refcodes	refcodes-io	0.4.0	-	15ef5546b7b45a39f730af7671e923ad26e8dc62
org.refcodes	refcodes-io	1.0.0	-	a468da20f91178c1747563b85f4ac45c12e957d4
org.refcodes	refcodes-io	1.0.1	-	55add270b0d6e7a9c0344bb2fd4a376295b36c65
org.refcodes	refcodes-io	1.0.2	-	ac315780f697afd7afffb38cf539f8918f61df16
org.refcodes	refcodes-io	1.0.3	-	92a359a2c78d00398449afdbc2b67f160dcb7903
org.refcodes	refcodes-io	1.0.4	-	f2439fa9264df19ae361cbeacbc391924f84ae98
org.refcodes	refcodes-io	1.0.5	-	23964aa6b9705ed0134080ace36ed84d9cfda29a
org.refcodes	refcodes-io	1.1.0	-	dc4df07f05056489094367f61c1ed05cd41225a8
org.refcodes	refcodes-io	1.1.1	-	edea763c9b4f5e82ed18656745c419ed28982883
org.refcodes	refcodes-io	1.1.2	-	3794484dce3dac2d755dd6eccf900eeb72c3b130
org.refcodes	refcodes-io	1.1.3	-	ab8128b27c2d458a8a8ddd3f70784bc9912b771b
org.refcodes	refcodes-io	1.1.4	-	24e5c4c46ecdc2a50ff00053b5f6b444b5be1211
org.refcodes	refcodes-io	1.1.5	-	6d69e0a7f47eef9b8496e82d1ead07d0327ec685
org.refcodes	refcodes-io	1.1.6	-	a55f2231189d82a91ebd3767d184481f01cf0f97
org.refcodes	refcodes-io	1.1.7	-	ab1b1277a8c4aa3dabdc41206a96df0476e816bc
org.refcodes	refcodes-io	1.1.8	-	8a34f745e235b3d9fac69482bae5d86c144e0b77
org.refcodes	refcodes-io	1.1.9	-	c5dc03017d192014cfb8392791812293f068ada4
org.refcodes	refcodes-io	1.10.0	-	943063fb309e55dfe5f9df9901b72d6db3d647ea
org.refcodes	refcodes-io	1.10.1	-	24a95d7e8396d98c82938ca62529c895027a2fc0
org.refcodes	refcodes-io	1.10.2	-	bab357c804b7305780abe5084831820aca35e65c
org.refcodes	refcodes-io	1.10.3	-	7fa116e21618a5bf042dd66eaa8bbf93d6c6d506
org.refcodes	refcodes-io	1.2.0	-	d6cefaf75a40215969a41112c44bfbe25196d0b9
org.refcodes	refcodes-io	1.2.1	-	682e10750d8ab114064a032760cbdd3ecd44098f
org.refcodes	refcodes-io	1.2.2	-	6133d5eeb0c85a35dc8a7d456f4761408e830329
org.refcodes	refcodes-io	1.2.3	-	d9ac58879ab79482217694dc25c5334304f7b15d
org.refcodes	refcodes-io	1.2.4	-	502201065efe38c1318147b562928edd06e510de
org.refcodes	refcodes-io	1.2.5	-	171d0d5fd8cf1a0ca7c87eebb93b3688737ffa30
org.refcodes	refcodes-io	1.2.6	-	daf3829f70999ebe1258ff832c0a24975b9dc725
org.refcodes	refcodes-io	1.2.7	-	fd99aacaf6f19dd304193194df6cfdc2d89ab1f9
org.refcodes	refcodes-io	1.2.8	-	f831f12d5fffaee7003fead77267401f2ca2261d
org.refcodes	refcodes-io	1.2.9	-	574e8a1446e82074f4fe43dbb3f41796ee3287a1
org.refcodes	refcodes-io	1.3.0	-	62190f483d2fbb298b30a97cadcce574d0e140b2
org.refcodes	refcodes-io	1.3.1	-	29df211ff6abbd5b3a9b5ce377da88a2f256c993
org.refcodes	refcodes-io	1.3.2	-	57ecf7fda646df2e1dd8c1aab1ac61b8aad55729
org.refcodes	refcodes-io	1.3.3	-	a31a239770b10d8b7a03a8a25ee2c68809160f0b
org.refcodes	refcodes-io	1.3.4	-	bc37bddd9ea7e7a49851a0fe3eb1fcb380d14b74
org.refcodes	refcodes-io	1.3.5	-	a8e8590fe824165c860489535d64d2d68bff7027
org.refcodes	refcodes-io	1.9.9	-	782be14c1ff8df2f3d662a06a64cb00100928a4e
org.refcodes	refcodes-io	2.0.0	-	7f8cf8fe196e0a6fc6545806216347f18426348f
org.refcodes	refcodes-io	2.0.1	-	d26fd6b867d48022285d504359e2460c00d98274
org.refcodes	refcodes-io	2.0.2	-	17fd6c702ba21e16fcb1e97a963fcf697409f399
org.refcodes	refcodes-io	2.0.3	-	45be32dd0214b27c2886e9467040975337c37b5c
org.refcodes	refcodes-io	2.0.4	-	b0dec7eb22d488239e8c0aaec6bcada5e764c33e
org.refcodes	refcodes-io	2.0.5	-	9f5816ecea61b2a6a1f5f1f45c7690d9e9cf11fc
org.refcodes	refcodes-io	2.1.0	-	17a38eaf3f64984c93f2006fbc0ce70d10ef679f
org.refcodes	refcodes-io	2.1.1	-	96dad51166ccb8269ae09b73a3cdcc91f7732c6e
org.refcodes	refcodes-io	2.1.2	-	c30aa2426322ed4aaaf75382e38cbe5ee3a2dea3
org.refcodes	refcodes-io	2.1.3	-	deb67e1a674b13a43d5c106bdb54bd02e77c53e3
org.refcodes	refcodes-io	2.1.4	-	3bf343c2ae032044c0725e5a391c1480e19273fa
org.refcodes	refcodes-io	2.1.5	-	b679acd984b25b06f8cb2a4a595cccc9b1dc3005
org.refcodes	refcodes-io	2.1.6	-	2828031f15f240a7f70fcd2340a4de0148a4043f
org.refcodes	refcodes-io	2.2.0	-	81e8f08d30db3c9760716b17afdfa8f7cd607028
org.refcodes	refcodes-io	2.2.1	-	aa9dd52fd20f3d7bd6f4f22b1b55ee7394845052
org.refcodes	refcodes-io	2.2.2	-	358c9cee13f64fe289d7d41af46047ccfb3e27b6
org.refcodes	refcodes-io	3.0.0	-	a2a3ccfda2ac3c93990658416b3802a6c091face
org.refcodes	refcodes-io	3.0.1	-	25a4bcc24d50e69bc88dab6077054ff75209376f
org.refcodes	refcodes-io	3.0.2	-	492950a4fc7d4ad4a7e0c4d485e146ff0042bf35
org.refcodes	refcodes-io	3.0.3	-	787e1dc0b30e2b3c308f90db272a6f63e2580ed8
org.refcodes	refcodes-io	3.0.4	-	36ca01042f6944905775f9705c155209b23d404f
org.refcodes	refcodes-io	3.0.5	-	ee1ebe6f97af0017d236a6240a8238b977c69282
org.refcodes	refcodes-io	3.0.6	-	2498efbd95086634b70c4ffc07d4478120eaaed0
org.refcodes	refcodes-io	3.0.7	-	75f9a4191d8e628e3901fded9d2df47c0ebf024b
org.refcodes	refcodes-io	3.0.8	-	bb988896e2f5e7b135a4c09f196cdee1f14fe5f3
org.refcodes	refcodes-io	3.0.9	-	83f84376032e670fed5bedea1e3836e73992f9c5
org.refcodes	refcodes-io	3.1.0	-	dc7d54db6fca6c0e3096ec1dd4253f3cfbbefb0e
org.refcodes	refcodes-io	3.1.1	-	85dca13a4f5286bb2a223263813173862a81daad
org.refcodes	refcodes-io	3.1.2	-	75d620454f35226aad321dc77f8da3a2f7e2b0af
org.refcodes	refcodes-io	3.1.3	-	4c1c6be091d1bf74eae98b12e0e1aa0d4e9219f6
org.refcodes	refcodes-io	3.2.2	-	6877b6a306db6b498bc05a09efddabec2d8faae6
org.refcodes	refcodes-io	3.2.3	-	a8b577a0e63594aaa23f031820c20d9dcc49004e
org.refcodes	refcodes-io	3.2.4	-	c70ceac5fb8e0a4a2caefbddf49120e8c893ec55
org.refcodes	refcodes-io	3.2.5	-	31e82f3003475c9818b8b14bc1df24ebf0d7d008
org.refcodes	refcodes-io	3.2.6	-	3db01f9875f31b000549899cd0a1b0f56d7e425e
org.refcodes	refcodes-io	3.2.7	-	22a99554f64699f9b0ff847246bcd95c8f19cee2
org.refcodes	refcodes-io	3.2.8	-	f19bcac4357d892eb342dac5e760ceb7bc4b2660
org.refcodes	refcodes-io	3.2.9	-	04362c0f87f9ba0b237f02d7cfc10b5d890cc35e
org.refcodes	refcodes-io	3.3.0	-	42fa4244436b1c7651b97b44ba0401b9fabd93a8
org.refcodes	refcodes-io	3.3.1	-	3cf0e80b4650f852992771cf9fae95ce0a68e38c
org.refcodes	refcodes-io	3.3.2	-	db8bd1022eb956bae87ba7db517f28b321a1cafe
org.refcodes	refcodes-io	3.3.3	-	ef7edd5df84f05883835f71ad0c7f2193c10d452
org.refcodes	refcodes-io	3.3.4	-	d0a5fd2fb73aa5c07aa0d8e12d4e1a99ff4a5072
org.refcodes	refcodes-io	3.3.5	-	b9be22b0974fd486a9283f65b964262eb3100e09
org.refcodes	refcodes-io	3.3.6	-	700bebc77b65e156d9e510583e0db5adfc2dbf35
org.refcodes	refcodes-io	3.3.7	-	09f67f21c3ba62b04b05814a5c8a0aec024e7cc3
org.refcodes	refcodes-io	3.3.8	-	5c325486b5ab43e505fcb4ba452334b52402ffd9
org.refcodes	refcodes-io	3.3.9	-	aef22ad43e069142fa7735fcbce70531d5630a63
org.restnext	restnext-util	0.1.0	-	0673376aa819703d6f7bedcc28aeb585b9fe7e96
org.restnext	restnext-util	0.1.1	-	5a4c848a33b80fa114ff6406daca0034941d9ff5
org.restnext	restnext-util	0.2.0	-	c6f8573c2b5025badb60ec8d8ab6f02504135ab8
org.restnext	restnext-util	0.3.0	-	4d8cfd32f007cd2d1f5e5911608a07887a145405
org.restnext	restnext-util	0.3.1	-	0ea0d56488fbf89ece59c16f5d6ffa8d9c9d2c2a
org.restnext	restnext-util	0.3.2	-	7d330d7589c7e7eec00fcacf810236df06158c93
org.restnext	restnext-util	0.3.3	-	54a412486f009663b2e8fa5cc7d168527bca22f1
org.restnext	restnext-util	0.3.4	-	0b555616eabafd358cd697d72abb42c14d1365d6
org.restnext	restnext-util	0.3.5	-	8788de194b1f94f7e7c7f9d93de69494f7e16e07
org.sakaiproject.oauth	oauth-impl	11.0	-	ec9b7690ae8b0f029ea68c581946386d6e126072
org.sakaiproject.oauth	oauth-impl	11.1	-	49485ad322ec479d8cce37f469a223added53519
org.sakaiproject.oauth	oauth-impl	11.2	-	1d1746355ad611add75b78bd2b52a44c15fe4c59
org.sakaiproject.oauth	oauth-impl	11.3	-	a9b3bdbe46c146f58dc4f16eef298d35b84b655d
org.sakaiproject.oauth	oauth-impl	11.4	-	cb1cdd4967446a8db809c57483a9ccda59a33bb0
org.sangria-graphql	sangria-play-json_2.11	0.1.0	-	12ab29e69308cd203a259ff2d75fbf2b20c4029b
org.sangria-graphql	sangria-play-json_2.11	0.2.0	-	aceeb61491f34d0bea55244d39863d3aa3f0b73c
org.sangria-graphql	sangria-play-json_2.11	0.2.1	-	179db76eb133e34944dfd6ca0371a4a17a9a7a13
org.sangria-graphql	sangria-play-json_2.11	0.3.0	-	ad302aa008d054995a9252e153668ae061d929f3
org.sangria-graphql	sangria-play-json_2.11	0.3.1	-	ae1e33cec6fa894460a91b71dc33cf558288f615
org.sangria-graphql	sangria-play-json_2.11	0.3.2	-	0b1db8c091f0f0881c124accfb1cc30dddbcdc7c
org.sangria-graphql	sangria-play-json_2.11	0.3.3	-	5f3c3f93d764c2bb729b81828b80d923a089d400
org.sangria-graphql	sangria-play-json_2.11	1.0.0	-	60979013199c3177f5f5b5ff1929b05cdebd3d20
org.sangria-graphql	sangria-play-json_2.11	1.0.1	-	6122f3c0e4d710508a0e6764e1e2647442c72abd
org.sangria-graphql	sangria-play-json_2.11	1.0.2	-	2678d753b420f0e3b0bd38b41ac333bc3d7768f6
org.sangria-graphql	sangria-play-json_2.11	1.0.3	-	45821821300f5228a8e277a66bc2ade6a2ca99b7
org.sangria-graphql	sangria-play-json_2.11	1.0.4	-	b1be5a770fef0fd30affca5b7d09649b9682ddfc
org.sangria-graphql	sangria-play-json_2.11	1.0.5	-	07ef6cbeac2a5b9ba3bcded0dbf56541ba088820
org.sangria-graphql	sangria-play-json_2.11	2.0.0	-	e2ae61248c0a5ba89e5f1157b4423cee718a9ff5
org.scala-js	scalajs-io_sjs1.0.0-M6_2.11	1.0.0-M6	-	b0775fe7e1e07739ab3625a9763af26903f36668
org.scala-js	scalajs-tools_sjs1.0.0-M2_2.10	1.0.0-M2	-	2b9a303e8e830b9bc4afe64892213fae61382081
org.scala-lang.modules	scala-parser-combinators_2.13.0-M2	1.0.6	-	dd0d8800b359bbacdf3ef32750c40ad5c6f66f41
org.scala-lang.modules	scala-parser-combinators_2.13.0-M2	1.0.7	-	b8b3c868f6d54f4442f76be39088da1a03e56a6c
org.scala-native	test-interface-sbt-defs_native0.3_2.11	0.3.0	-	93e1b4decbb1800e1511efbf41da02cc95e2cb16
org.scala-native	test-interface-sbt-defs_native0.3_2.11	0.3.1	-	b0367c32dfd0be6f1ae30cdc481923659dce509b
org.scala-native	test-interface-sbt-defs_native0.3_2.11	0.3.2	-	b265ac6a363e48a3952f73c44ba5a32c5b8b4269
org.scala-native	test-interface-sbt-defs_native0.3_2.11	0.3.3	-	d7de150f757bdf167c2c9362f5db5403b0128f72
org.scala-native	test-interface-sbt-defs_native0.3_2.11	0.3.4	-	06632e8976e2e05d6e99f9bf931d4b42bdcb9b55
org.scala-native	test-interface-sbt-defs_native0.3_2.11	0.3.5	-	8e0979588ef2cb51ce40e66e33569c2542c1cd66
org.scala-native	test-interface-sbt-defs_native0.3_2.11	0.3.6	-	eaea727202b66664250896d338ffafb71ede6d5d
org.scala-native	test-interface-sbt-defs_native0.3_2.11	0.3.7	-	35f671733288db846e2231176009ede48fb74fec
org.scala-native	test-interface-sbt-defs_native0.3_2.11	0.3.8	-	b95f6ec85b51b7b05fbd385263f7722c6042a484
org.scala-native	test-interface-sbt-defs_native0.3_2.11	0.3.9	-	19c5823e59e545b728bda3f906d5b02523251021
org.scalatest	scalatest-matchers-core_2.13	3.1.0-M1	-	f85e6f0c737b4c778a7c2c71dfce5d1e8bc6d417
org.scalatest	scalatest-matchers-core_2.13	3.1.0-M2	-	731a14ef859e19b2895c1ea049b51fa28e554edc
org.scalatest	scalatest-matchers-core_2.13	3.2.0	-	4549d775e2c85e32e0e8b408829ebe6c230b67b8
org.scalatest	scalatest-matchers-core_2.13	3.2.0-M1	-	c099f77b8c8cee5ec1082b9aaf942f4783c7ffd9
org.scalatest	scalatest-matchers-core_2.13	3.2.0-M2	-	e35a68919f97527ec889b94d8a7b4dea010910aa
org.scalatest	scalatest-matchers-core_2.13	3.2.0-M3	-	a7e6564babbdc7593fa21fd9c877d070bc2255b2
org.scalatest	scalatest-matchers-core_2.13	3.2.0-M4	-	30e5e44569711fbce9babd85f01bb811b6cc0616
org.scalatest	scalatest-matchers-core_2.13	3.2.1	-	2e00b9ae4d6e396322a517f58ffc3e133818ddef
org.scalatest	scalatest-matchers-core_2.13	3.2.10	-	d717120e87930a26a7faf36d6230d1d38f3b3561
org.scalatest	scalatest-matchers-core_2.13	3.2.11	-	ddf6e60e456921dd0596725ee07766e53bb4878b
org.scalatest	scalatest-matchers-core_2.13	3.2.12	-	f3046486eaeedf54972859ec370cabb4fe1377e0
org.scalatest	scalatest-matchers-core_2.13	3.2.12-RC1	-	32079126df3618dee73bfc570814f98796df8e11
org.scalatest	scalatest-matchers-core_2.13	3.2.12-RC2	-	5cc0d4eea71e5ded0823693b4be9fed9461f3c13
org.scalatest	scalatest-matchers-core_2.13	3.2.13	-	a39d085901df0be62e7155f7f4eccfd2f896a8b8
org.scalatest	scalatest-matchers-core_2.13	3.2.14	-	3f1c2d094abd2c052231d756a5167307d89414c6
org.scalatest	scalatest-matchers-core_2.13	3.2.15	-	ddf55051fb2a252e97138cadb18c2fb3b19b1b9a
org.scalatest	scalatest-matchers-core_2.13	3.2.16	-	ba65129f9f78030911cfe4aee77d83eb9aec33ec
org.scalatest	scalatest-matchers-core_2.13	3.2.17	-	9981a5a24c893fe6314c28bcfef602d0a03d2f1c
org.scalatest	scalatest-matchers-core_2.13	3.2.18	-	61fc26d8a20e47eb9668e89626acdaf7f1434d59
org.scalatest	scalatest-matchers-core_2.13	3.2.19	-	a1a6243b90957ddc718ab6e390b4a32e9122936e
org.scalatest	scalatest-matchers-core_2.13	3.2.2	-	b9d15ea36b943b6a4c8e354f34ee620442704f66
org.scalatest	scalatest-matchers-core_2.13	3.2.2-M1	-	05bf0dc8f95ba714a8b62c2c68626fdb32282684
org.scalatest	scalatest-matchers-core_2.13	3.2.2-M2	-	ee2afab9b1837169f07e95345da1b7fe91b91cdb
org.scalatest	scalatest-matchers-core_2.13	3.2.3	-	6c5d3bc49d711f01b561eb13e7714e0e9364a8c8
org.scalatest	scalatest-matchers-core_2.13	3.2.4	-	ca855da0028b48f2cf1c1fce12974b5830d077a7
org.scalatest	scalatest-matchers-core_2.13	3.2.4-M1	-	e7b032b16573b597113ba8bfe9acc9f39a89519b
org.scalatest	scalatest-matchers-core_2.13	3.2.5	-	f5bcc29efd4d25a2d177cf4a9158ddb320c3b299
org.scalatest	scalatest-matchers-core_2.13	3.2.6	-	8daa5d6dbd832b6d0661e0a3259c01cd61f17016
org.scalatest	scalatest-matchers-core_2.13	3.2.7	-	fe0f1cd5e2e38a48cb6caa571bb77dd270112b4a
org.scalatest	scalatest-matchers-core_2.13	3.2.8	-	42902ac61a9d7185122907f94ecd87bb7551b3a9
org.scalatest	scalatest-matchers-core_2.13	3.2.9	-	4457e954c41fa7b44278c36d3510611c624996a9
org.scalatest	scalatest-matchers-core_2.13	3.3.0-SNAP2	-	801a68d95d8f955ebf18e69f2f0586ce999927f7
org.scalatest	scalatest-matchers-core_2.13	3.3.0-SNAP3	-	20b09641146127fcecaa2218c9a5cd047ec78910
org.scalatest	scalatest-matchers-core_2.13	3.3.0-SNAP4	-	939c8904152d4a3a7e5e49e313601ec4f144bf3d
org.scalatest	scalatest-matchers-core_2.13	3.3.0-alpha.1	-	1286ca4686a03da2f89c2ab161a14727ff134397
org.scalatest	scalatest-wordspec_sjs1_3.0.0-RC3	3.2.8	-	ac5f40f406d97dea5a21f69b8b6a5093481eafd3
org.scalatra	scalatra-lift-json_2.9.0	2.0.0	-	8353671059adb29d241d591c69279a505af1d49e
org.scalatra	scalatra-lift-json_2.9.0	2.0.0.M4	-	9c51570fa58618c8eb6d467dae8d6f13b1f94fc0
org.scalatra	scalatra-lift-json_2.9.0	2.0.0.RC1	-	3b001fac6864840558802fd2b9e29ab9ccb37e8c
org.scalatra	scalatra-lift-json_2.9.0	2.0.1	-	7a372bd36637aeba31f7256267385d4be11655d5
org.scalatra	scalatra-lift-json_2.9.0	2.0.2	-	2daa548d0b60bbeee66574245988f57299521387
org.scalatra	scalatra-lift-json_2.9.0	2.0.3	-	2af82d7611754bac8af94d72ffe99553faadde05
org.scalatra.scalate	scalate-less_2.12	1.8.0	-	5d383c60eaa51d0e588a2252c4812956e6c7578d
org.scalatra.scalate	scalate-less_2.12	1.8.0-RC1	-	d2b5be9c696c5526346efcab7329a907cb98da69
org.scalatra.scalate	scalate-less_2.12	1.9.0	-	53d995af00620992e6f4051464261a5c622463f9
org.scalatra.scalate	scalate-less_2.12	1.9.0-RC1	-	b7b5a872e5ad43bacbfa7c5b763a1aaaac8eb8f3
org.scalatra.scalate	scalate-less_2.12	1.9.0-RC2	-	b037a633a0d740533085271f35ce451fafe41aec
org.scalatra.scalate	scalate-less_2.12	1.9.1	-	dff2bdabe863bd41377fa2f0982d4e76061c4ae3
org.scalatra.scalate	scalate-less_2.12	1.9.1-RC1	-	90b199036ff07d1827d4e145fa2d9de62dd8d1b5
org.scalatra.scalate	scalate-less_2.12	1.9.2	-	487ca50598a54cca4930fff50f780367b3cf789f
org.scalatra.scalate	scalate-less_2.12	1.9.3	-	b9da8235c67d849f637e8d646df277b982511d37
org.scalatra.scalate	scalate-less_2.12	1.9.4	-	8bafd4ab9bb0a2677c62d01939c1f9cdb854ad8a
