ant	optional	1.5.4		2675db04b6c07b93e4b7f620131acef398015cf2
com.amazonaws	aws-java-sdk-cloudsearch	1.12.718		b8e435eb44a96c512b2efa8a9e8adb8432982039
com.amazonaws	aws-java-sdk-cloudsearch	1.12.719		4f0093eb02a0b0875976f8f8043d3dcce957d4e1
com.amazonaws	aws-java-sdk-cloudsearch	1.12.72		19147c0a22af9e6af5a9fb5007fb3ac98f7a8138
com.amazonaws	aws-java-sdk-cloudsearch	1.12.720		c7062451f792356bdc8fd6db187c0c97182e95a5
com.amazonaws	aws-java-sdk-cloudsearch	1.12.721		16a7e01aa670c3d02b416d2782594e67c128863e
com.amazonaws	aws-java-sdk-cloudsearch	1.12.722		531578808a34c555a2710f3e0789a60bd3f3883d
com.amazonaws	aws-java-sdk-cloudsearch	1.12.723		32a2e9990c1de77fef036c81eca1430276639de7
com.amazonaws	aws-java-sdk-cloudsearch	1.12.724		3594db55daa964efba0074928b1c6f342d64feb7
com.amazonaws	aws-java-sdk-cloudsearch	1.12.725		cc89f1e906e78cd1501599a557338cfaf302ce45
com.amazonaws	aws-java-sdk-cloudsearch	1.12.726		28f5a70d46315279f63a9aa484d74f380e4b5a95
com.amazonaws	aws-java-sdk-cloudsearch	1.12.727		68033764260bfc456fe4c3a66a6b49a4439f3434
com.amazonaws	aws-java-sdk-cloudsearch	1.12.728		d824db6b38d73e34064abe7f98c66115f45a1a98
com.amazonaws	aws-java-sdk-cloudsearch	1.12.729		3ee7cf2997895f82a604be8d86cc5f0885de98e2
com.amazonaws	aws-java-sdk-cloudsearch	1.12.73		4cb02c259726e99e993986b40ad68ffedd942348
com.amazonaws	aws-java-sdk-cloudsearch	1.12.730		be9159ae9881198916cad09455e513f0972f99ac
com.amazonaws	aws-java-sdk-cloudsearch	1.12.731		efdee7d333a64175bf26d5383736c1de0d39e3cc
com.amazonaws	aws-java-sdk-cloudsearch	1.12.732		4c0952bbbbf34255fa756dfdd9c30ba8937de7a0
com.amazonaws	aws-java-sdk-cloudsearch	1.12.733		f8f2ecbfca465451832a08e308507b9611dbbc3e
com.amazonaws	aws-java-sdk-cloudsearch	1.12.734		b7fcefe8aaf95df92a50b91d0d04a609e2e031e4
com.amazonaws	aws-java-sdk-cloudsearch	1.12.735		c578d23cb62d314d3f0361aa62cb7f595d18b548
com.amazonaws	aws-java-sdk-cloudsearch	1.12.736		96e96e815beb33a89b9f53fc11c822658a119c09
com.amazonaws	aws-java-sdk-cloudsearch	1.12.737		6e93715812ffbda8252e58f627e8da4a9493af69
com.amazonaws	aws-java-sdk-cloudsearch	1.12.738		c4567dbff36e10399fc2fde5d837ba50c9fa28e9
com.amazonaws	aws-java-sdk-cloudsearch	1.12.739		68feb7c021cd785133ca9a98aa8376e3324ecea9
com.amazonaws	aws-java-sdk-cloudsearch	1.12.74		19b984a45f369115d98fdd83f2466bdb04187c40
com.amazonaws	aws-java-sdk-cloudsearch	1.12.740		f6beecee2cb7c3c58d41b8110e34bf4adba3147f
com.amazonaws	aws-java-sdk-cloudsearch	1.12.741		116c30902db4dd9b3c77cf488e03ca5585b25a4c
com.amazonaws	aws-java-sdk-cloudsearch	1.12.742		a194bd327659501c8ba32303a536e41ff261674f
com.amazonaws	aws-java-sdk-cloudsearch	1.12.743		aa38e0d7f79fccfb8bd3d57880c8aa8be3f9eeb9
com.amazonaws	aws-java-sdk-cloudsearch	1.12.744		5dd9fee33dda69dd880430de0f3ac408a9efbed8
com.amazonaws	aws-java-sdk-cloudsearch	1.12.745		d815c2f873547c05faee6643f64f3a5523b67455
com.amazonaws	aws-java-sdk-cloudsearch	1.12.746		9d29cf9562cbd2d1d9503e158fce6a4cc9e6086d
com.amazonaws	aws-java-sdk-cloudsearch	1.12.747		436631892f1fdf6c38e2b3726846eddf66c956b6
com.amazonaws	aws-java-sdk-cloudsearch	1.12.748		5c09ffc0a2031281e94f3245ac5f4fc3e0c0778b
com.amazonaws	aws-java-sdk-cloudsearch	1.12.749		4e60670c20da3a16b8abef1a18eb19c1e462b0b9
com.amazonaws	aws-java-sdk-cloudsearch	1.12.75		c087b91662e4f975776d42d5f66bc918f5db507d
com.amazonaws	aws-java-sdk-cloudsearch	1.12.750		425e22818830986397346ce3b70f10f110f5a620
com.amazonaws	aws-java-sdk-cloudsearch	1.12.751		d7315410e49ec3eec8551ae08730a309c3268aaa
com.amazonaws	aws-java-sdk-cloudsearch	1.12.752		43a830b1d6a57b5206b9d65764c7ec95d19665be
com.amazonaws	aws-java-sdk-cloudsearch	1.12.753		2106fb6089b241606f4488174f2021539b0966f6
com.amazonaws	aws-java-sdk-cloudsearch	1.12.754		b62adeb1d0d7ae56f9282de33c6ae87ba969aa99
com.amazonaws	aws-java-sdk-cloudsearch	1.12.755		56134dd75add4e58bc8dbba69f4d2afe7a76f8e1
com.amazonaws	aws-java-sdk-cloudsearch	1.12.756		941a88a8c0f62aaf6377cda7b7c0ed362cf11df6
com.amazonaws	aws-java-sdk-cloudsearch	1.12.757		80b9147ce47aba7cf41f174a3b5319a2f768ca0f
com.amazonaws	aws-java-sdk-cloudsearch	1.12.758		451aa424d3a4f54192e06b083cd8992fc003a5dc
com.amazonaws	aws-java-sdk-cloudsearch	1.12.759		e565c1c6885fa777a0317bfc4cf7289b8e31a597
com.amazonaws	aws-java-sdk-cloudsearch	1.12.76		d59e4202f48dc6da111c2e842bd03cd49a5727ef
com.amazonaws	aws-java-sdk-cloudsearch	1.12.760		273286cb86e45c7ce1b6030a66aae306834d1f94
com.amazonaws	aws-java-sdk-cloudsearch	1.12.761		767de0485cb01dbd41e06abcca6b4f0e7a8c1eeb
com.amazonaws	aws-java-sdk-cloudsearch	1.12.762		f71be83e12d1973116b3d686c7e5e445114c67b7
com.amazonaws	aws-java-sdk-cloudsearch	1.12.763		616c20343596ee2110c6111b81854b10b3d3ae1d
com.amazonaws	aws-java-sdk-cloudsearch	1.12.764		2219608467e1cb68b622ae6f918917ca5839ccfa
com.amazonaws	aws-java-sdk-cloudsearch	1.12.765		8b6463f2e79a62d7cac367332a6afd5e013848f4
com.amazonaws	aws-java-sdk-cloudsearch	1.12.766		4d0858cce1fbb3f5b1d6367d03d59e6027f0e60e
com.amazonaws	aws-java-sdk-cloudsearch	1.12.767		abc951cf2af6188976d049ca16a73b2af653a76e
com.amazonaws	aws-java-sdk-cloudsearch	1.12.768		69219d16a72cd255bd7f8078301500fc53271d53
com.amazonaws	aws-java-sdk-cloudsearch	1.12.769		ca883838c31f81b4e218cf61220f188d2b39b889
com.amazonaws	aws-java-sdk-cloudsearch	1.12.77		87518ae9685b08ea5c50a3bbf4a8fef1ad810cc0
com.amazonaws	aws-java-sdk-cloudsearch	1.12.770		9c14498f7f8c5612aad9abe428947cf50b7be730
com.amazonaws	aws-java-sdk-cloudsearch	1.12.771		11becd631596fca701fc5b6395c3fe8ad4252cb6
com.amazonaws	aws-java-sdk-cloudsearch	1.12.772		27b1100c644eb4ce91cbeb5368c6d80c567c39a9
com.amazonaws	aws-java-sdk-cloudsearch	1.12.773		dd6ceb0e460e1ba3d522780722f95246fab2c532
com.amazonaws	aws-java-sdk-cloudsearch	1.12.774		d5a5b33f59b8fb61c5966497b3d5bc4097a6cd12
com.amazonaws	aws-java-sdk-cloudsearch	1.12.775		a27771bb74d6c26f35acc620abdbd070b07ccbd2
com.amazonaws	aws-java-sdk-cloudsearch	1.12.776		568833d7861c7630a5ea97bfa53eea6a1aa2ee72
com.amazonaws	aws-java-sdk-cloudsearch	1.12.777		0dd45fbc5afacff20e64a2e07f416b768b9b373d
com.amazonaws	aws-java-sdk-cloudsearch	1.12.778		e3debda577bdd961976bd3b6b59ab1f4d9468581
com.amazonaws	aws-java-sdk-cloudsearch	1.12.779		2e393258c7448bce92e9ecc9879676a68bcda835
com.amazonaws	aws-java-sdk-cloudsearch	1.12.78		c7a82561ab76fc8fc46d6aeeeb4d1c331b60a953
com.amazonaws	aws-java-sdk-cloudsearch	1.12.780		11ab6824176e06491ef75e6ab711c860631bfabf
com.amazonaws	aws-java-sdk-cloudsearch	1.12.781		b400e8c0037e8dfbbdc49cb7ae987e6140fece28
com.amazonaws	aws-java-sdk-cloudsearch	1.12.782		e2f637fae51f1f0dd444456b83329ef5a9994865
com.amazonaws	aws-java-sdk-cloudsearch	1.12.783		599bd2dbf3488ca947d8011182ac52264fbdf807
com.amazonaws	aws-java-sdk-cloudsearch	1.12.79		7cbb1d19744760bfa9ba9a2b57e4c3b554134604
com.amazonaws	aws-java-sdk-cloudsearch	1.12.8		2523674e67075ab3166551cec89fdf58723fa8bd
com.amazonaws	aws-java-sdk-cloudsearch	1.12.80		defcdb9ddb0e0d4c46b93d796f54c482c8907179
com.amazonaws	aws-java-sdk-cloudsearch	1.12.81		a53b2c83479d981cb1e502d55d4e94b60b9d1170
com.amazonaws	aws-java-sdk-cloudsearch	1.12.82		4a943f87a92057a65c13becd019df7f1b79d4566
com.amazonaws	aws-java-sdk-cloudsearch	1.12.83		adc40b4796f0fecdc590dd9ac1b8183c679b787e
com.amazonaws	aws-java-sdk-cloudsearch	1.12.84		79098da0029854f4c870dea0dabd21de0fbd730e
com.amazonaws	aws-java-sdk-cloudsearch	1.12.85		def237cbf788de81ae3a246f02cf21906ee565c6
com.amazonaws	aws-java-sdk-cloudsearch	1.12.86		dfa12e9a88f095a60d0dbad32acced6d5d90d925
com.amazonaws	aws-java-sdk-cloudsearch	1.12.87		13f8981dac8ae409a6e6f4edcca65e3e9e72c43e
com.amazonaws	aws-java-sdk-cloudsearch	1.12.88		1a866a221a6bdd513035ef209f5680452b83ee81
com.amazonaws	aws-java-sdk-cloudsearch	1.12.89		7ddcf70f0a3ca195fdd57ce144b4d6afba1121d2
com.amazonaws	aws-java-sdk-cloudsearch	1.12.9		64574b92fd4463ef476e713d3b16e87075044882
com.amazonaws	aws-java-sdk-cloudsearch	1.12.90		bf1353a7e89e06a26fb69300af47161a41ccf754
com.amazonaws	aws-java-sdk-cloudsearch	1.12.91		9b48efa05d38cde8cf5a0a66b5013359c109ab6e
com.amazonaws	aws-java-sdk-cloudsearch	1.12.92		31950bcffe948f54c9ac71f16e788c345e171f9b
com.amazonaws	aws-java-sdk-cloudsearch	1.12.93		ed333830c65ade059aa706f385a1704514e6cee4
com.amazonaws	aws-java-sdk-cloudsearch	1.12.94		9ba40b4a4526797440c886f55a963f411d6a2dc4
com.amazonaws	aws-java-sdk-cloudsearch	1.12.95		3370788672dacb43bdab5416f12f744545b7f002
com.amazonaws	aws-java-sdk-cloudsearch	1.12.96		416df2122dc101fd53b8ef0bc4f3412c83f2b6e0
com.amazonaws	aws-java-sdk-cloudsearch	1.12.97		825e315c7db3a9ab6c5c6fa5e47fe0be4583c51b
com.amazonaws	aws-java-sdk-cloudsearch	1.12.98		219189b629a3893efffe9b7e02730300e57d2531
com.amazonaws	aws-java-sdk-cloudsearch	1.12.99		4d44849ef2ac3172df6b95239fc3721a02aad42a
com.amazonaws	aws-java-sdk-cloudsearch	1.9.0		617e332f5c1df7a56902ff1c929876fd6a5e4efa
com.amazonaws	aws-java-sdk-cloudsearch	1.9.1		a410717709aa6e5be8b004a01055fcaae1b43902
com.amazonaws	aws-java-sdk-cloudsearch	1.9.10		999d8486a0f873fa39dabd9a89c8524544cd092f
com.amazonaws	aws-java-sdk-cloudsearch	1.9.11		59f99a9681f23a9e76cd1e36f62d6cb06eb0bbf8
com.amazonaws	aws-java-sdk-cloudsearch	1.9.12		9548ef4befed750e428e4e4f11f68607408c89d3
com.amazonaws	aws-java-sdk-cloudsearch	1.9.13		3f7b278bb89b926ec1fd379b943caa2e99156a7b
com.amazonaws	aws-java-sdk-cloudsearch	1.9.14		c26dc991622f05e5df0e066e45bbf091ba580f7a
com.amazonaws	aws-java-sdk-cloudsearch	1.9.15		8a50069b7faca6e2ddddd07a227a3ea1acb97f28
com.amazonaws	aws-java-sdk-cloudsearch	1.9.16		eabee6fe0597bcd994296b9462d69c0cefd7cef8
com.amazonaws	aws-java-sdk-cloudsearch	1.9.17		11d001c6a98c1bfe7a39f8315eacc631ebe5b4d5
com.amazonaws	aws-java-sdk-cloudsearch	1.9.18		67dd1ba024c96099327bdde85e28fb0679fe2b65
com.amazonaws	aws-java-sdk-cloudsearch	1.9.19		301aff770b0ca966563ab632f4fed545e78d6d8a
com.amazonaws	aws-java-sdk-cloudsearch	1.9.2		d927d2ecf5614766ecce8d899cd88bde8756f9c7
com.amazonaws	aws-java-sdk-cloudsearch	1.9.20		92dcfac042755115ca9b732a190814518e6f691b
com.amazonaws	aws-java-sdk-cloudsearch	1.9.20.1		c46df5c91c98b695888ccead09e52269c8fb3bd1
com.amazonaws	aws-java-sdk-cloudsearch	1.9.21		7f01fa5aa0d02cab29d9bc78cbca00be5c3956d2
com.amazonaws	aws-java-sdk-cloudsearch	1.9.22		22e2d6aa5171175040e573cb6307b7affeb3290c
com.amazonaws	aws-java-sdk-cloudsearch	1.9.23		d9043406bb6be7f4532158a60f0b783adff7e547
com.amazonaws	aws-java-sdk-cloudsearch	1.9.24		663dab91a166bfab5e2e65f7b592fad47a36892e
com.amazonaws	aws-java-sdk-cloudsearch	1.9.25		06bd5727032397267238604084ca86011689b2e0
com.amazonaws	aws-java-sdk-cloudsearch	1.9.26		9ab022eebe43964bab3e70cc694a3532a5b853ca
com.amazonaws	aws-java-sdk-cloudsearch	1.9.27		9db4c39f95e20697d35d91f7c42ac81de6ec7134
com.amazonaws	aws-java-sdk-cloudsearch	1.9.28		33ba0c03aff3961b1bb77c6b27f478ca736276b7
com.amazonaws	aws-java-sdk-cloudsearch	1.9.28.1		1fb17e88d3b2d0ea0980e7b5758f98f244cf7dc0
com.amazonaws	aws-java-sdk-cloudsearch	1.9.29		0e97ef2fa2fb83630d1c8c5094ea3f3ef93690b6
com.amazonaws	aws-java-sdk-cloudsearch	1.9.3		cd42f60ea2d3bb75b8a9cec03ac4413ec0eaa02a
com.amazonaws	aws-java-sdk-cloudsearch	1.9.30		565c6b922df4526937639ca05e096298751857ec
com.amazonaws	aws-java-sdk-cloudsearch	1.9.31		00e2393a7f6092f585a02512b5b2b74e1ba18431
com.amazonaws	aws-java-sdk-cloudsearch	1.9.32		7a42b2c1fb9ee07f934d402e08a2ddf1fd94f6c7
com.amazonaws	aws-java-sdk-cloudsearch	1.9.33		dbc1519f3d189fe18b050240d8fb95be671c81dd
com.amazonaws	aws-java-sdk-cloudsearch	1.9.34		a42e1b29fdbba4169683e053005b8e17c37a5160
com.amazonaws	aws-java-sdk-cloudsearch	1.9.35		3afa2714324d4547c6ae652af10255e9d3548bf6
com.amazonaws	aws-java-sdk-cloudsearch	1.9.36		a836a2e3db4a4908dc6c2a779505404f1ab2b39c
com.amazonaws	aws-java-sdk-cloudsearch	1.9.37		4ac6840fa1f767c4bbb0f9a9c5f98dcea8fa0294
com.amazonaws	aws-java-sdk-cloudsearch	1.9.38		4f6a04469ebac3575b1b54054c033e60ae08b9c7
com.amazonaws	aws-java-sdk-cloudsearch	1.9.39		2dbc8ec8d069621dc624d5957faa3592624b124b
com.amazonaws	aws-java-sdk-cloudsearch	1.9.4		e4b8e91f4b3720c801fc741a243574f48b44b8f6
com.amazonaws	aws-java-sdk-cloudsearch	1.9.40		a21d96d563c01473872d0bf20a5b1e6a86eac6d9
com.amazonaws	aws-java-sdk-cloudsearch	1.9.5		b04dabec08d9ee1d2ad2f6541cc797f194842733
com.amazonaws	aws-java-sdk-cloudsearch	1.9.6		4332254bf376ed85909e6f7d04e3df78e10c474c
com.amazonaws	aws-java-sdk-cloudsearch	1.9.7		34362ff9385c391838104225cb280873b76bb7f0
com.amazonaws	aws-java-sdk-cloudsearch	1.9.8		7478885dfee5e63aed1a7c1f8743428e09c14492
com.amazonaws	aws-java-sdk-cloudsearch	1.9.9		571a76a6d29e072369e7bf44cfb4a94bebee50e7
com.aoindustries	ao-io-unix	1.0.0		4c2033abfea767618779c296e9eb89accb9d1580
com.aoindustries	ao-io-unix	1.0.1		68b4f5c37e14b9bea9472046a2f122d31fa713a4
com.aoindustries	ao-io-unix	1.0.2		4f01bf8fee1316b1e62ccd161db57dcbbc001bf5
com.aoindustries	ao-io-unix	2.0.0		7e88d9ab6374909210a0113e71b2df16cb0f9e70
com.aoindustries	ao-io-unix	2.1.0		5eafa4fb3d13a8e0295ebf781b1714c5d55b60fa
com.aoindustries	ao-io-unix	2.2.0		87037c03a2efb0313479ec31bfc1e1cffaef56d2
com.aoindustries	ao-io-unix	2.2.1		956b96c8baed72f96990d61a306fe8bb6d0c3526
com.aoindustries	ao-io-unix	3.0.0		09677bf93137d848a5e849234e23c224a2530085
com.aoindustries	ao-io-unix	3.0.1		9f7038a462c274193b18547c001cca74ae27e884
com.appmattus	connectivity-iosx64	0.1.0		N/A
com.appmattus	connectivity-iosx64	0.1.0	metadata	def8fb695d3dce3b0d8d5f063ac5803f51d87944
com.astutebits	jsquint-pmd	0.1.0		5d9539ec93b6acf8856e84b1b102e32c76ee347b
com.astutebits	jsquint-pmd	0.2.0		137d3ed92ed0542dae0f1e6622e55b92bb6f5e9f
com.astutebits	jsquint-pmd	0.3.0		231baa1aa1a470121a50759989e01de24f1c460c
com.attafitamim.kabin	core-tvossimulatorarm64	0.1.0-alpha01		N/A
com.attafitamim.kabin	core-tvossimulatorarm64	0.1.0-alpha01	metadata	92b864c3f7bea3ad78d29707161b5391d24aab76
com.attafitamim.kabin	core-tvossimulatorarm64	0.1.0-alpha02		N/A
com.attafitamim.kabin	core-tvossimulatorarm64	0.1.0-alpha02	metadata	b29554e8556d971510dcd4b9ad3ea524b8aa5774
com.attafitamim.kabin	core-tvossimulatorarm64	0.1.0-alpha03		N/A
com.attafitamim.kabin	core-tvossimulatorarm64	0.1.0-alpha03	metadata	5eeaa8380cc362b848550ee3f0f9385de7934230
com.attafitamim.kabin	core-tvossimulatorarm64	0.1.0-alpha04		N/A
com.attafitamim.kabin	core-tvossimulatorarm64	0.1.0-alpha04	metadata	68d4ba2f6ea8351799bd759335689544784691e1
com.attafitamim.kabin	core-tvossimulatorarm64	0.1.0-alpha05		N/A
com.attafitamim.kabin	core-tvossimulatorarm64	0.1.0-alpha05	metadata	b84b031e3e4198ecc7464892b0d71785516086b2
com.attafitamim.kabin	core-tvossimulatorarm64	0.1.0-alpha06		N/A
com.attafitamim.kabin	core-tvossimulatorarm64	0.1.0-alpha06	metadata	cdb1de9c97b23159f17718749cb566d08cf40149
com.attafitamim.kabin	core-tvossimulatorarm64	0.1.0-alpha07		N/A
com.attafitamim.kabin	core-tvossimulatorarm64	0.1.0-alpha07	metadata	30dc633b4b40ed05fa0ed4761fdc2cd1dff43087
com.attafitamim.kabin	core-tvossimulatorarm64	0.1.0-alpha08		N/A
com.attafitamim.kabin	core-tvossimulatorarm64	0.1.0-alpha08	metadata	ee80f0ac2135d0c28426a2e1f81b642cb9b2c23e
com.attafitamim.kabin	core-tvossimulatorarm64	0.1.0-alpha09		N/A
com.attafitamim.kabin	core-tvossimulatorarm64	0.1.0-alpha09	metadata	a725dfb3e88281b716e8ce790ad4170d90945f43
com.attafitamim.kabin	core-tvossimulatorarm64	0.1.0-alpha10		N/A
com.attafitamim.kabin	core-tvossimulatorarm64	0.1.0-alpha10	metadata	dba2baf27bd433e58eef899936d82004d669ab9d
com.attafitamim.kabin	core-tvossimulatorarm64	0.1.0-alpha11		N/A
com.attafitamim.kabin	core-tvossimulatorarm64	0.1.0-alpha11	metadata	078eb9bf2c879f647045ce955de2e1fa9e389fe1
com.attafitamim.kabin	core-tvossimulatorarm64	0.1.0-alpha12		N/A
com.attafitamim.kabin	core-tvossimulatorarm64	0.1.0-alpha12	metadata	8c13a771821ea0418da9992f060b7d04a40c431c
com.attafitamim.kabin	core-tvossimulatorarm64	0.1.0-alpha13		N/A
com.attafitamim.kabin	core-tvossimulatorarm64	0.1.0-alpha13	metadata	9d267e21818705a3955f86e03260bfdcb140b3fb
com.attafitamim.kabin	core-tvossimulatorarm64	0.1.0-alpha14		N/A
com.attafitamim.kabin	core-tvossimulatorarm64	0.1.0-alpha14	metadata	19d740501025de16413aa0137f9a4274acdba4af
com.capacitorjs	screen-orientation	5.0.0		N/A
com.capacitorjs	screen-orientation	5.0.1		N/A
com.capacitorjs	screen-orientation	5.0.2		N/A
com.capacitorjs	screen-orientation	5.0.6		N/A
com.capacitorjs	screen-orientation	6.0.0		N/A
com.capacitorjs	screen-orientation	6.0.1		N/A
com.capacitorjs	screen-orientation	6.0.2		N/A
com.capacitorjs	screen-orientation	6.0.3		N/A
com.capacitorjs	screen-orientation	7.0.0		N/A
com.chrishorner	rhythmsticks	1.0.0		f293222598b502b64114a9ce3bccbdea928eb9f5
com.chungkui	big-num-2-str	1.0-bate		77bbdcbcc737892be93409c478dca645013dfa5b
com.chungkui	big-num-2-str	1.1-bate		a71b37b6bffdc453f18ecd6674eb9c06516081aa
com.decathlon.tzatziki	tzatziki-core	1.0.0		73873172a5236ee5da9d1a10ca02d25cf632c61b
com.decathlon.tzatziki	tzatziki-core	1.0.1		4375d8311d4835347c57411175ac36d6f80ff072
com.decathlon.tzatziki	tzatziki-core	1.0.10		7fc8c52e2c820b95ce68ba3811d8a45f413abb8d
com.decathlon.tzatziki	tzatziki-core	1.0.11		75171fa34ed95a092f7da39e83f0e995e0cf8553
com.decathlon.tzatziki	tzatziki-core	1.0.12		2828bcfa1f060504ed7f0305ddf6d382b1599eb4
com.decathlon.tzatziki	tzatziki-core	1.0.13		175751caa480aaeca4c5cb90627f526349163ec6
com.decathlon.tzatziki	tzatziki-core	1.0.14		553658da0a929eab5154cd40882d40b9b8807f2e
com.decathlon.tzatziki	tzatziki-core	1.0.15		a31eeffdd0dd5a4e8d361723666d4d0a8c719d44
com.decathlon.tzatziki	tzatziki-core	1.0.16		f15da8f2f71aef0772a223fb3b562bf14f8f3a35
com.decathlon.tzatziki	tzatziki-core	1.0.17		5bae5760b1c664c841fad3da639fe00a7471d361
com.decathlon.tzatziki	tzatziki-core	1.0.18		2f049b05384bb6e44c5b758e0c4bfa32f4cdfc9a
com.decathlon.tzatziki	tzatziki-core	1.0.19		a3eba873fa48606804f0a2d636c22156020e4a7e
com.decathlon.tzatziki	tzatziki-core	1.0.2		a6e36ea5f42d50cd120471bb8cde4c2fe5b9c376
com.decathlon.tzatziki	tzatziki-core	1.0.20		5f59f52ca9ac19589b8f5aef3fca8c4acca61962
com.decathlon.tzatziki	tzatziki-core	1.0.21		b0e0eac8cafad4eb1a367f2b2ed574141271b85e
com.decathlon.tzatziki	tzatziki-core	1.0.22		951d3de96cdfc9acc2186d47404319ecf4f6604f
com.decathlon.tzatziki	tzatziki-core	1.0.23		0d95234857ef6622bf2b025fd9fd38881eec2346
com.decathlon.tzatziki	tzatziki-core	1.0.24		bbcf6add8c6161fd74849a92fcdcd4b6cefa8581
com.decathlon.tzatziki	tzatziki-core	1.0.25		1a1c1549e5769b5696a55b7163c638cc71614272
com.decathlon.tzatziki	tzatziki-core	1.0.26		1fded36958f6cc8d39cfd9503543bb0f65344902
com.decathlon.tzatziki	tzatziki-core	1.0.27		a88fe76fcefc24884a3bc000f961cc5fa262b8b6
com.decathlon.tzatziki	tzatziki-core	1.0.28		5201c93176daf1553f3dcdfb5ed4596c799883ec
com.decathlon.tzatziki	tzatziki-core	1.0.29		a775e31ba98d0b5f7a80df5da9bb671c4d587a4a
com.decathlon.tzatziki	tzatziki-core	1.0.3		c8bb4ad3a99841bb9ace9aa5e82265bceaa33d27
com.decathlon.tzatziki	tzatziki-core	1.0.30		346163c329362aa7b1fadf40aec62053a21f5054
com.decathlon.tzatziki	tzatziki-core	1.0.32		1da4c9571070ce863581cf2100ce20a9517a8bbb
com.decathlon.tzatziki	tzatziki-core	1.0.33		4393de470ac428667f305272b99ffbd26a639e76
com.decathlon.tzatziki	tzatziki-core	1.0.34		5bfd4719a3eb6e1e87915becb45c540c24083f04
com.decathlon.tzatziki	tzatziki-core	1.0.35		eb07bd3e7d84b2ad0baf96ec6a22325b7b4fb279
com.decathlon.tzatziki	tzatziki-core	1.0.36		634a088222e0b17900f72c75fed8d02db8004873
com.decathlon.tzatziki	tzatziki-core	1.0.37		d0b1871a6931f922de42ea3dcb1066e3a4bd80de
com.decathlon.tzatziki	tzatziki-core	1.0.38		a9eec422c188cdb55093be342ff02b4a48c970f8
com.decathlon.tzatziki	tzatziki-core	1.0.4		d1428beb16660b50e9d75d1e16c4d8ab23010d5f
com.decathlon.tzatziki	tzatziki-core	1.0.41		2718121ba3adb899915770fdffc528887ba2e143
com.decathlon.tzatziki	tzatziki-core	1.0.42		6efc7a1bf8359afeb08256a15c1298d4cb84ce59
com.decathlon.tzatziki	tzatziki-core	1.0.43		d04b7e69bf2f5ee545f8db07964ce9b95ddd3d6b
com.decathlon.tzatziki	tzatziki-core	1.0.44		5ecc7a6be7fcf6d0c97a62bd3ed1e72337ebfb63
com.decathlon.tzatziki	tzatziki-core	1.0.45		26dd36bf9f6af2c37f43f62678b32995fa16b251
com.decathlon.tzatziki	tzatziki-core	1.0.46		723166a8c22cfe452eefcb5fefe8679ae3c860e8
com.decathlon.tzatziki	tzatziki-core	1.0.47		5fb124a70e94e16cf0868e8ba84fa63ded15a922
com.decathlon.tzatziki	tzatziki-core	1.0.48		9c31893b1468ae29af53bc855960a261e4862332
com.decathlon.tzatziki	tzatziki-core	1.0.49		c71adfe1d056aa0ef48dffccf087a1490d660251
com.decathlon.tzatziki	tzatziki-core	1.0.5		16909ff320ac65193ad676cfa5c9e05e634c0998
com.decathlon.tzatziki	tzatziki-core	1.0.50		e35786b1de8aa3503771c74c2e553b76c6943d09
com.decathlon.tzatziki	tzatziki-core	1.0.6		abbda4a6114c06df736d61fa0d06e33413035447
com.decathlon.tzatziki	tzatziki-core	1.0.7		06877eb51dacb129360a007a2839b5436d4fe9d6
com.decathlon.tzatziki	tzatziki-core	1.0.8		10d38759307d546e426e496aea0541cc258a48c8
com.decathlon.tzatziki	tzatziki-core	1.0.9		312a2f17eb7db7ec009c49c96c3a049a92b04f5c
com.decathlon.tzatziki	tzatziki-core	1.1.0		9bf6d1c2b012053ace5ac693976aaaeedc2b5bdd
com.decathlon.tzatziki	tzatziki-core	1.1.1		30a39e43704616b95f38f2eec17e77121235c639
com.decathlon.tzatziki	tzatziki-core	1.1.2		e86bc0e3bc45c9e7be78b3ef405f083c9fc6e7e4
com.decathlon.tzatziki	tzatziki-core	1.1.3		0209d917297b08841bdc04de9efee29062f1983a
com.decathlon.tzatziki	tzatziki-core	1.2.0		194fea69d09cbbbfdb2b06f97f782472399cf7b0
com.decathlon.tzatziki	tzatziki-core	1.2.1		d125edc872669d54e2719170181c2b155cf7109b
com.decathlon.tzatziki	tzatziki-core	1.2.10		c11d105b2eb09f47a78d4de6236ad1fbbe25f300
com.decathlon.tzatziki	tzatziki-core	1.2.11		5b657664ec0f09cec12e2801839a1a53c90077c3
com.decathlon.tzatziki	tzatziki-core	1.2.12		ea32b5431aa5c6e1066a4a81cd65a80b542f9c30
com.decathlon.tzatziki	tzatziki-core	1.2.13		cd29480d20af6ea06c52528ae3d27104acdc87c6
com.decathlon.tzatziki	tzatziki-core	1.2.14		c08a535843519d551417b07ba332b17ca35e92e0
com.decathlon.tzatziki	tzatziki-core	1.2.15		5c39f3da5504db5eca1ac313fa22ed76c658b3f7
com.decathlon.tzatziki	tzatziki-core	1.2.16		5dc414bbda81ec0c40bb7fdc3e7b678935d132e0
com.decathlon.tzatziki	tzatziki-core	1.2.17		808e40a9a59a570617fdbacdff198306b1d6e129
com.decathlon.tzatziki	tzatziki-core	1.2.18		91148a417ec3ac9279a0c44b09422e5742cce3fd
