ai.kognition.pilecv4j	opencv-install-jar	0.16-opencv4.5.2		N/A
org.codehaus.enunciate	enunciate-xfire-rt	1.15-RC2		ed391032ec9e84f9fb253eb4feaa6c9aaee89fd5
org.codehaus.enunciate	enunciate-xfire-rt	1.16		f4005d1f8f26ba6c72f3408f4686b39a7fd24b85
org.codehaus.enunciate	enunciate-xfire-rt	1.16-RC1		7a776884da149ff6dc6dab88ae6c0cb577a64b3f
org.codehaus.enunciate	enunciate-xfire-rt	1.16-RC2		26bdd23a19883a26eb3ee7f0708fee1f33a7b8e0
org.codehaus.enunciate	enunciate-xfire-rt	1.16-RC3		c25fa31a1371e08f87af8003343308b3bef20cad
org.codehaus.enunciate	enunciate-xfire-rt	1.17		a18b0e7178032b0e026cf73a4814bfe621ad01ff
org.codehaus.enunciate	enunciate-xfire-rt	1.17-RC1		3f4bee246993c3ebfcb272d7d354c17c6d5a6129
org.codehaus.enunciate	enunciate-xfire-rt	1.18		622c19dd8236b3e138f66b4131ce2f89753b673f
org.codehaus.enunciate	enunciate-xfire-rt	1.18-RC1		acfff63ed0ba52a6b55db14f2ac0678e586d944f
org.codehaus.enunciate	enunciate-xfire-rt	1.18-RC2		3f873ea36be403846658cf2c48ed365bee61501c
org.codehaus.enunciate	enunciate-xfire-rt	1.19		51d01475510dfa4af43f1d83ecc1d5b844f1246b
org.codehaus.enunciate	enunciate-xfire-rt	1.19-RC1		ffb99d5bd7ddfed0cf85628cc58d5aef5baf9b88
org.codehaus.enunciate	enunciate-xfire-rt	1.19-RC2		ff2afad0d03c43157795597d5f045ec936552cb6
org.codehaus.enunciate	enunciate-xfire-rt	1.20		dfa45f38fab9b85ea43d8c87b8cc9f90a7c730b1
org.codehaus.enunciate	enunciate-xfire-rt	1.20-RC1		6e53b00218d3cd8f991064fbfc76894b99f31a98
org.codehaus.enunciate	enunciate-xfire-rt	1.20-RC2		e2a9ebdd2bf55c1c454190f0af3bad58e465e23e
org.codehaus.enunciate	enunciate-xfire-rt	1.8		13c057ff2d4d77bf4baf65022172caf8308bb9e3
org.codehaus.enunciate	enunciate-xfire-rt	1.8-beta1		901f3c8921f921a398ae702c0882108afacb96cc
org.codehaus.enunciate	enunciate-xfire-rt	1.8.1		e8c0f4dd2903b7b7e1239298040cb166a2b2060c
org.codehaus.enunciate	enunciate-xfire-rt	1.9		75a1187a50d1b8b9d3fa809e8b26d649381eb275
org.codehaus.enunciate	enunciate-xfire-rt	1.9-RC1		162e79cfadb7cfa0c403da129073e54bdb2402b7
org.codehaus.enunciate	enunciate-xfire-rt	1.9-RC2		70de1c5209625236b8e33499e41829d15ead8231
org.dromara	hodor	1.0.0		N/A
org.eclipse.jnosql.databases	jnosql-arangodb	1.0.0		23bc22a057cb5bed1739d57e7c8efb541005e32e
org.eclipse.jnosql.databases	jnosql-arangodb	1.0.1		dddc61a84c4ec65ed76b9d417cdad8dc875c68a7
org.eclipse.jnosql.databases	jnosql-arangodb	1.0.2		1b843e6a01067047dcfac6cf1eaa278a5a5f925b
org.eclipse.jnosql.databases	jnosql-arangodb	1.0.3		6d2c5164492b285c82f30bcd1da267d40ed98cdd
org.eclipse.jnosql.databases	jnosql-arangodb	1.0.4		394317857aa1f460caaa2b8fa82cc928f1a6e628
org.eclipse.jnosql.databases	jnosql-arangodb	1.1.0		12c7ca5364f714dc313b6ec9fdea7d69e6502ff8
org.eclipse.jnosql.databases	jnosql-arangodb	1.1.1		8b35e6895c6dc8933c791bbcd31a25781c735e39
org.eclipse.jnosql.databases	jnosql-arangodb	1.1.1-RC1		cec2e36a187178fc1c1821605243e7f3e0defae5
org.eclipse.jnosql.databases	jnosql-arangodb	1.1.2		797c04a17a0157ebe363fa02adc1b0146cd17702
org.eclipse.jnosql.databases	jnosql-arangodb	1.1.3		8fa81274440ca5ae37f5e9787089b5d3ca26f396
org.eclipse.jnosql.databases	jnosql-arangodb	1.1.4		1b6f810d6af2f56e8c8cd226db239404e4619601
org.eclipse.jnosql.databases	jnosql-arangodb	1.1.5		1eb536ca8d472aae6142f907463ff37d2a0f9ba5
org.eclipse.jnosql.databases	jnosql-arangodb	1.1.6		36b48838c05e2ce534d501c7dee4bc858dd196bb
org.eclipse.jnosql.databases	jnosql-arangodb	1.1.7		7ac2b75ec2647e4eff4d390ed376f74d4d436d3e
org.eclipse.neoscada.core	org.eclipse.scada.core.server.common	0.3.0		3c21da326bf605d83d344b31b095d9a364f5043d
org.eclipse.neoscada.hmi	org.eclipse.scada.vi.ui.viewer.ext	0.1.0		2639da941673411be4a925be3caa7740d9f08554
org.finos.morphir	morphir-core-macros_2.13	0.3.0-M1		ad4c7a7e1dedfc2437e7c2491e495a0747b29f56
org.finos.morphir	morphir-core-macros_2.13	0.3.0-M3		a641be4753aec0606988920377318ba3dd5139ec
org.finos.morphir	morphir-core-macros_2.13	0.3.0.M2		e48f6d18c56bb871f5e0cf0dfb869f27b61abca9
org.finos.symphony.toolkit.tools	teamcity-symphony-integration	7.20.0		N/A
org.finos.symphony.toolkit.tools	teamcity-symphony-integration	7.20.1		N/A
org.finos.symphony.toolkit.tools	teamcity-symphony-integration	7.20.2		N/A
org.finos.symphony.toolkit.tools	teamcity-symphony-integration	7.20.3		N/A
org.finos.symphony.toolkit.tools	teamcity-symphony-integration	7.20.4		N/A
org.flockdata	fd-security	0.98.4		aa3d0797d8c24927ec1c8c5d0fa3277c504bae21
org.flockdata	fd-security	0.98.5		e239e0426e2ccb5acabb26601c421b4a905aef17
org.flockdata	fd-security	0.98.6		5422b2d86aabc940d06ad4e43349c3102bccf8f7
org.flockdata	fd-security	0.98.7		ed0c98d62e118e6a340bc8c2921ec1f2da07650a
org.flockdata	fd-security	0.98.8		e866e31d15fff29c4252b2e86dd3f6be2c3419e9
org.flockdata	fd-security	0.98.9		677ddf641bc2600df0504b97bc178fb7606c888c
org.hibernate.ogm	hibernate-ogm-infinispan-remote	5.1.0.Beta1		803c48507ab0c55296bce318336d30df0c166527
org.hibernate.ogm	hibernate-ogm-infinispan-remote	5.1.0.Beta2		0b204775696459c0207e17a7314fac4e1a2d0db3
org.hibernate.ogm	hibernate-ogm-infinispan-remote	5.1.0.Beta3		2b5f5d65568b5cc5f577a0bca0cffc88d26d96b7
org.hibernate.ogm	hibernate-ogm-infinispan-remote	5.1.0.CR1		a8aa57820824e3d49afa7b3c15f519c0fe923039
org.hibernate.ogm	hibernate-ogm-infinispan-remote	5.1.0.Final		ae5ce52872fefb3a7565c1b3216b0804cf722690
org.hibernate.ogm	hibernate-ogm-infinispan-remote	5.2.0.Alpha1		9df73fca61e0db39b16506c6c4aae17b2bb7f6aa
org.hibernate.ogm	hibernate-ogm-infinispan-remote	5.2.0.Beta1		9976a573973deb601eb9bcc0c1009717b72091f9
org.hibernate.ogm	hibernate-ogm-infinispan-remote	5.2.0.CR1		9b45740f0740daad4a1fe0c6f215adc2a42eef51
org.hibernate.ogm	hibernate-ogm-infinispan-remote	5.2.0.Final		3a745a197204444ea450b06f0965b4a5e8f1d715
org.hibernate.ogm	hibernate-ogm-infinispan-remote	5.3.0.CR1		ee079c26980208e5797355d3b0cb5545d25bb7ba
org.hibernate.ogm	hibernate-ogm-infinispan-remote	5.3.0.Final		ee6047eb0175b087e3ccfdea8214b88d16422404
org.hibernate.ogm	hibernate-ogm-infinispan-remote	5.3.1.Final		ee3572a9ad8d0044b4dde96f2b249aadf7616114
org.hibernate.ogm	hibernate-ogm-infinispan-remote	5.4.0.Alpha1		4467c93aae283edff84969263dccd0a768176fab
org.hibernate.ogm	hibernate-ogm-infinispan-remote	5.4.0.Beta1		c5a0d79eaa8b84f52f7d28394135483a73980c2f
org.hibernate.ogm	hibernate-ogm-infinispan-remote	5.4.0.Beta2		8e48ef3a8c9ccb90afca1f10823a00c3c3fc5002
org.hibernate.ogm	hibernate-ogm-infinispan-remote	5.4.0.CR1		38e49b1c457cd49c84f648958d33a7ffe5724a98
org.hibernate.ogm	hibernate-ogm-infinispan-remote	5.4.0.Final		00f30a5125b17990012bcd4610392eaabd35cb15
org.hibernate.ogm	hibernate-ogm-infinispan-remote	5.4.1.Final		1083947254b3de400c611b81fd0cc758f91ce8cf
org.hibernate.ogm	hibernate-ogm-infinispan-remote	5.4.2.Final		fbc72b0d8d70dcd97e91528b3e73d2adf12ed185
org.kathrynhuxtable.maven.skins	green-site-skin	1.0		6aadc3fe820b1fb6fec167bd80d78ec3899a6e21
org.kathrynhuxtable.maven.skins	green-site-skin	1.1		82df8af9edc5cb0662d0dbd09ef1af65df2bd2e7
org.onosproject	onos-of-provider-link	1.0.0		c8cd88283dea61ae321abcebd1b6b697be65826f
org.onosproject	onos-of-provider-link	1.0.1		ff0599461c9f1eb7c51de9cd9901ab60d49e6e93
org.onosproject	onos-of-provider-link	1.1.0		aa3d1d009766308af4bd374b23315994ee84d2e7
org.opentmf.client	opentmf-basic-webclient-provider	1.1.1		7a3394910dff2bda57151d4af1351e1f48fbc9ae
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	3.0.0		f4871cb4be7e0105ca4dec57fcf34c4e606f421a
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	3.0.0.M1		4b6724b5e620c19c5716de63aa1704a5b17b13cb
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	3.0.0.M2		99000b7004d65b57710299176ee7f73e95f72bb5
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	3.0.0.M3		b2eee262a8ce6385df251fb8fd74c794d413927a
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	3.0.0.RC		c29bcbfbebbbd07318e7db4f509a9aab48ddab50
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	3.0.1		6cb0d7799360a113d03e214e32ce83b97c788f0f
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	3.0.10		1f7e13844be698d0663385bfeda4f3ca389dfb32
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	3.0.2		171f026c21ae2ba5b9f14b1318ae74d64dc92aa9
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	3.0.3		36cc5b9f57b174ec0d3788edc787ffd805aa787e
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	3.0.4		5407fffb9cddee56ee5a659327a5357287633ecb
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	3.0.5		e207fc7361a72e25f785c41f30bbf6006e512ca1
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	3.0.6		d12f1182f8707b8c79f6fe1e6527885f59335e65
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	3.0.7		358d4af2cf13cf85714bb6bd922bb9f8c9b30a6b
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	3.0.8		660afbc270134ad5b9cf4577f8029f676b131aa3
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	3.0.9		d62887ab55bc47b5610778f30883b3b61c42e9eb
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	3.1.0		4ac1d026dd3ec4169b33187f3bdb00a0e3927a4d
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	3.1.1		8d2cde7659aba87b80843b2b6a1d8cd488bcb96f
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	3.1.2		50a55444260fb41986c4bd5854fd13ca8678600c
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	3.1.3		3fd5eecdef4d9e4f4057081978da67747bc5fe12
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	3.1.4		31c54254a01f3885875c400d915e72400eecaa0f
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	3.1.5		059cf34964cd54e55811e9f9b92fadefdd8a274c
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	3.1.6		4fe66e2683a96066a24f3acbd23f6c3b949e852f
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	3.2.0		ec5c9795f1aa279a2d984ae806e1fc08a87766da
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	3.2.1		787e979380446738da0ec43a3977acf9839ce63f
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	3.2.2		2feef4bd2dc3b071e2231b5e3d88ae4669eb652e
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	3.2.3		3f07a325965f1326ecee1bb50acafa0827410ecc
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	3.2.4		711bf07b0b9e20652a697a287964684e67236f37
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	3.2.5		069664fae3f54ce45114e422711e7dac4727b4ca
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	3.2.6		91a5f85078e408a7767def0a650b76181d3db1dd
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	3.2.7		dd6fb371edc69a6792382bbe1ba40fa9500d6175
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	3.2.8		179bd3507565ed93079ff86797dc554114c57b9c
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	3.2.9		9a92e47fb3e3f4fc678c40c9afc20b953ccd902d
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	3.3.0		dc58b71327ec75b25d10ab36795cd5d0c67480ad
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	3.3.1		6b9992a948ccdc803ef025ca787caa67cb237f75
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	3.3.2		0c478bbce0e6395b5229748a10d73471ac2f8230
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	4.0.0		21b06c3e7b3380b9852cff94a8a69e9693f97abd
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	4.0.1		94fdb90ad50c906bf6a3bfbb72f2d881fcfdee0d
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	4.0.2		2b296a409ae5869f419fdaf86bd7e495f3311512
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	4.1.0		36d07ecb7169e35aa8bad340e7ea757eec361e89
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	4.1.1		19ef8c0ebe968e043169138accde3055338e76c7
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	4.1.2		22b76ef2e03ffbf53ef03ad35d2fc71885259b13
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	4.1.3		4efa4df0ffa3b8b9a4f51616e6eab47c2ac21e68
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	4.1.4		204e13b53ad51dfdde25a7de3149d9aeb1f52379
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	4.2.0		ecf91f51bd9a716a493c8d8ccf5bbf83f92db62c
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	4.2.1		2f590c223dc60cdddbf32ebacfe683789c74dd82
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	4.2.2		c9429b2249f9b6cc894aebc0d33af641869a9cd4
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	4.2.3		1369e402be72a02d64a2ff1276e369d1a23be20e
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	4.2.4		7200b94c000b1f34a5fac79d25dbdb7f479206ee
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	4.2.5		c0c7be4a835e82dfd0d1b13502ea5dd75ea03aec
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	4.2.6		f0eae320e169afd5fff86a7a7be707ce98680b51
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	4.2.7		cdb1e1b149d6c89a5f5122bea7741805cc80c6ad
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	4.2.8		2bf55a4c73532504ca528093bdcd373cc5451359
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	4.3.0		0c7d662ccc0b30a45c6115f211863c3844e0a4ff
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	4.3.1		707224ef54285c25edc2ec5c5491480ee88832e0
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	4.3.2		662ce39b7a022555a5ed5a224df2f0a584d96b29
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	4.3.3		9a3e78bdc5ff240f4514efce8c2cc8632a8ce20a
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	4.3.4		abf6310f2bede5888a4935d758fd9a4a98996f2b
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	4.3.5		9a4f4fccb221bad083ab826b0ad8566ca23ac48c
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	4.3.6		e650a55c83d673dff5f33ff4eac5c6fb3591e908
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	4.4.0		89e6ba6fecf1a27e561a09bf4cf5821b5e516fad
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	4.4.1		d4d9810e206d0ca1464ec5eddd80ff74b73057cd
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	4.4.2		9a85a96065f317fa54a2ea8d000ed955d2a995dc
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	6.0.0		e88d3e668c91f7c0b8f13f400030441c36949ded
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	6.0.1		a3ddad37a245ffc6ab77558fc1f1e954e54908e5
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	6.0.10		233a1659ed12ac8c7a53836e93e518fecc3181db
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	6.0.11		10a6d2eb6e9e0ed1291493839a8a6ccc9e560514
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	6.0.12		83a85852655f41566a2939b00eff2590dd782919
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	6.0.2		13b545a8045cb7409ccf9eef55029f0f69994682
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	6.0.3		739e47b65cfd8f515bfb1c690411e0e33bff1bee
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	6.0.4		0bcb9943a8c6be93f279421a3ecf9752e5de0dec
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	6.0.5		59a84c91791f875861d77721798f28f2631d63c3
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	6.0.6		86f967d427e6f5259b9db7dd267254c1bad93bb2
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	6.0.7		77aaa96a93cb1e0002044b34d8d1dd82a20c2172
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	6.0.8		0a0073f701e8237070becf9af42eddec83133179
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	6.0.9		19c22585f3dc665147977736f9f8a399df2f40cb
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	6.1.0		715b852bd7c20a1551141d9e8d5b1d7a27935cb6
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	6.1.1		f67a343f6e45662dffa7bc5c828e39fd13c36f52
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	6.1.2		743af36529bcb0f758bb1ff7218e18ca407d4f66
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	7.0.0		4cadffea82f14ffb1ab1475303f02f12f9181441
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	7.1.0		c956a617a632a85c7d750c50b427e16c7e61a380
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	7.1.1		72ecddebdae84254d266e4a6c93b86ddbd18029a
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	7.2.0		1e2a1975e97367be57d488bb5d6642dcdab9e536
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	7.2.1		0bcbad00bdcdf70415a355c824dd344c21cfdc32
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	7.2.10		527923e36e65d048e43603b0e0b0653ab697d278
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	7.2.11		99a1dfe95f6d03fb04ca209917507dc11cf4c726
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	7.2.12		e2c8182e71694df3964f8739cc27a8f9b82f03e5
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	7.2.13		407a04fffa86a3976fe79ecb6a7a0a66ae13db41
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	7.2.14		2cd190878fdaeca5d68d0d1a388c312c942fca63
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	7.2.15		704aef72ce4853b08688fda050c01ebc6b2411f1
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	7.2.16		159eb829073f188f31438c3425b44c9a8fe742b0
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	7.2.17		86d56878643b99e71cff6948b869daf6dd50a102
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	7.2.18		a30c1141346b135848260441b09b3dd39dbe207e
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	7.2.19		61b0bf75c102dc40ab39553d18abe2c473c256fb
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	7.2.2		51d14a45ffeb9591a862825f6cfc1068921da315
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	7.2.20		f2f6bf888d0ad0407dd79939200840ee325b91e1
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	7.2.21		0d136908fafef1ad146b1d429bf49ce086710e7c
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	7.2.22		39d2be787f5c9f5394e0658c34e00c2a7889f110
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	7.2.23		d5cfe33b77364cf1bc453d05f26b7bbed47dd3f8
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	7.2.24		490baae62764297ab1a6dc9d58934ff34d5b9c8b
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	7.2.25		5ef07c63d69b6716c740a31afbee80180881ecd6
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	7.2.26		422d7dd3860f38e9bc9d4028041218911aea3036
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	7.2.27		1b187602086fcc6ea86c730580e4b9fc4ccb329b
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	7.2.28		7492c0ce69a96209fcb68eaaa3e19775b9f5637c
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	7.2.29		aa45da7fc21cae0e5ede9b5acb1309aa50bf7b64
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	7.2.3		5daf98b14c1e2c21ab9248e563c650cb1a803674
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	7.2.30		044e9e5b0b6d89be4e64e13cc154b4bacb9cf651
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	7.2.4		01eebe5f17a9a639b2d5b56d7a5ee2659a04636c
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	7.2.5		ff7b0f42ebebddebae87a75931d6a50286fbad24
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	7.2.6		59a9e5a33a49f3636a8475da1377333093da7c97
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	7.2.7		2dc99fea114609aaa976ec5022e71e27dcaed2aa
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	7.2.8		b5f50f34aac42a83b6b93922c6b3461f82771759
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	7.2.9		58c74a8f3cb2df7904a2bcae95d76e47b62a82e4
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	7.3.0		028b023f8cec5e095c59c8436929ad2ab601508d
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	7.3.1		87dcc2e585f3fe184025ee4c79f09ee82e8b9eea
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	7.3.10		25ddb0059d140fa92eb585a54ad088b8d6844825
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	7.3.11		de34eb79082286c56e6525ea7a7f8136e0d84528
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	7.3.12		bc032b43897f5ec3df9cac099d20c94dd5d93476
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	7.3.13		0d126ef275c46a17ba311e4ce6615d5c6f7c6d21
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	7.3.14		76ff00df0ac0bcecc7b53974b98424de2508dd39
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	7.3.15		4c5edc7686189197eab091819121d28009688d5c
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	7.3.16		730627a9b67ab791d47ef5d3cbb51d511c766970
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	7.3.17		ab205f4fe7d387c419198a9c3e0d49bfb7fe1008
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	7.3.18		b590ff53ac40265c9d250e86216facf1d11655c8
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	7.3.19		5e6857498a339310c03cb0a05ca71e6cc98336cc
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	7.3.2		9aaa932445d7bdf5f2093a09e4228b62a4edffc5
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	7.3.20		020e31297473d0c551ddd9ba17470547b9da499b
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	7.3.21		5131666d84c74d12d5fff4410f854f85cccfdd6f
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	7.3.22		cd24ae7ad2c559a1a4c04640b60529c108799bfa
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	7.3.23		456459e3af43872322300d8743e5c3f663524fb8
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	7.3.24		3c2f2b3f4d8e9ea3658dbfe1d8fb1864d7e673bd
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	7.3.25		8865ce547fe2908d61f66f58e3c946449c920d14
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	7.3.26		238a9798b6e9367193b0cdedff40aeec200cc81c
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	7.3.27		3c98f06b6ee8a402ec6a91a548c94bf94cb8a2b9
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	7.3.28		3103dd1969b804d1d25c728b9b409dd6404d41e8
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	7.3.29		3e1b6c8b40b87c4f38fa11c44aaf81ff147df163
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	7.3.3		ba308ba9a4e9bc80936ff30329ee4b0a82d2e95b
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	7.3.4		2fb97b2b8a4ca9c4d8a6555a7fef82498d89bf24
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	7.3.5		c0670811a6e0310ba0b0bfad62df4cc82ba84a6a
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	7.3.6		448073778ed069c08718095eb12456e5e1531eae
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	7.3.7		ed5fedca2995705ac0ca659077e05a10a251ab84
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	7.3.8		f67093fa8d2e374641e692620c60c458686e6a3e
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	7.3.9		08150bacce975834122dacc210492e6f24529a7a
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	7.4.0		2cc8ac6275e8fc42dafd40a740274d21bbcb0390
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	7.4.1		ac6fe6b0248f73fd1610bd551d223910c3b9aa80
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	7.4.2		5786516759d9d8ee7006935ca249692b1dc77cb6
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	7.4.3		1613af14d089d889e9dd8996d9f2330917a63808
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	7.4.4		0b8ec134109ba84b786b4278362097c61ff381ae
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	7.4.5		547e468eafb0533c9cf10d42f0e520ad4ac4161a
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	7.4.6		b89e0125cd740435b69a748d3a4eb96cb085732e
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	8.0.0		5bd4b588cf4d59684052f9c37dbbdc36bfa5edf8
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	8.0.1		71d23841fb9b50af14006a4c53c46d5231efa811
org.ops4j.pax.web.samples	helloworld-jsp-noclasses	8.0.10		400861e02377cf20f0569c62a1f8379caff44343
