ai.wanaku	wanaku-tool-service-sqs	0.0.4		780400b60fd9a1d7d18fbbebad4048ad40cf3cd5
me.proton.core	event-manager	9.14.0		N/A
me.proton.core	event-manager	9.15.0		N/A
me.proton.core	event-manager	9.16.0		N/A
me.proton.core	event-manager	9.16.1		N/A
me.proton.core	event-manager	9.17.0		N/A
me.proton.core	event-manager	9.17.1		N/A
me.proton.core	event-manager	9.18.0		N/A
me.proton.core	event-manager	9.19.0		N/A
me.proton.core	event-manager	9.2.0		N/A
me.proton.core	event-manager	9.2.1		N/A
me.proton.core	event-manager	9.2.2		N/A
me.proton.core	event-manager	9.3.0		N/A
me.proton.core	event-manager	9.3.1		N/A
me.proton.core	event-manager	9.4.0		N/A
me.proton.core	event-manager	9.4.1		N/A
me.proton.core	event-manager	9.5.0		N/A
me.proton.core	event-manager	9.6.0		N/A
me.proton.core	event-manager	9.7.0		N/A
me.proton.core	event-manager	9.7.1		N/A
me.proton.core	event-manager	9.8.0		N/A
me.proton.core	event-manager	9.8.1		N/A
me.proton.core	event-manager	9.9.0		N/A
me.proton.core	event-manager	9.9.1		N/A
me.proton.core	event-manager	9.9.2		N/A
me.proton.core	event-manager	9.9.3		N/A
net.java.truevfs	truevfs-comp-jmx	0.10		0d95fa4cbd52da004694c1935eecc0b04b860582
net.java.truevfs	truevfs-comp-jmx	0.10.1		e082ef4b7e0831842cd31782a23cc3f58e865064
net.java.truevfs	truevfs-comp-jmx	0.10.2		b1ae8ec23517bae62c294809d8f4ede075a6d721
net.java.truevfs	truevfs-comp-jmx	0.10.3		5d3a925364032af0fdb37d6c120d05a59e33c01a
net.java.truevfs	truevfs-comp-jmx	0.10.4		1128afbb1f62715fcc500fa433366adba7bd1941
net.java.truevfs	truevfs-comp-jmx	0.10.5		2b0344c47b9ec9ecf53861269107de54b59797f0
net.java.truevfs	truevfs-comp-jmx	0.10.6		6edf2c524bcd1e6b5387d097db4c6f78ed19e27e
net.java.truevfs	truevfs-comp-jmx	0.10.7		e3626864c43344e5224330ec911acdd3dc8e6463
net.java.truevfs	truevfs-comp-jmx	0.10.8		d2cd67ff4ec732042ad0dbe0ce393a22d39d59d1
net.java.truevfs	truevfs-comp-jmx	0.10.9		05fcba67019283b27933025e1a226edf7da76712
net.java.truevfs	truevfs-comp-jmx	0.11.0		345944d4ad8c78c16a8e772c7ed08fcd15ae9a69
net.java.truevfs	truevfs-comp-jmx	0.11.1		d86854fc9a7a0d8a7114ecb805418cb5ed207b17
net.java.truevfs	truevfs-comp-jmx	0.12.0		476c89e8432e1579c9f076aceda1b3a8179c1ff7
net.java.truevfs	truevfs-comp-jmx	0.12.1		a359722d6e90e9a2cd686995fa90391787f8803f
net.java.truevfs	truevfs-comp-jmx	0.12.2		90679c76df7623560d9015e1aefd9ee56839c314
net.java.truevfs	truevfs-comp-jmx	0.13.0		64aea9d1e69f188ac0e5ab8712f436d492177615
net.java.truevfs	truevfs-comp-jmx	0.13.1		2a17a490ec61d8917c4608b8bf38b85ff108c06a
net.java.truevfs	truevfs-comp-jmx	0.14.0		bdc121207dfbec77c1fa68a27c95c1c06b10ac25
net.java.truevfs	truevfs-comp-jmx	0.9		87171ac004f57b875af09a540c48a048ad8e055a
net.java.truevfs	truevfs-comp-jmx	0.9.1		ffe196e76c20e54b4d33deb645b093e25ef9a368
net.java.truevfs	truevfs-comp-jmx	0.9.2		4a7341d7fe45b88537f7fa7f93621da49500fe73
net.java.truevfs	truevfs-comp-jmx	0.9.3		6431a8a00bdf41909c23044ee8063d26022a3a54
net.sf.jasperreports	jasperreports-jdt	7.0.0		94f3c43d5dd651b166f658f378b01d03e94fbc4c
net.sf.jasperreports	jasperreports-jdt	7.0.1		06c583cf73bcb75e7016fc038bbaadffdbd2be10
net.sf.jasperreports	jasperreports-jdt	7.0.2		3ee67f0e49edd7ca14b458727058a460b34b7093
net.sf.jasperreports	jasperreports-jdt	7.0.3		f170b32370956254439053dd48ae8c1ad3a2854b
nl.future-edge	simple-jmx	1.0-RC1		b0963223bf2e3c966b42a953af9f782ce8d5a6c5
nl.future-edge	simple-jmx	1.0-RC2		6f6633556e1fc05abda4784568b37c13895847a3
nl.future-edge	simple-jmx	1.0.0		bc3a1826e10bb2977021b514215b83820c33b5fe
nl.future-edge	simple-jmx	1.0.1		ba541f128d437c122bd9d363ff4ef11b2e00ac4c
nl.future-edge	simple-jmx	1.0.2		ff6c309ad2112671c8ccf5eadbadaa87831201eb
nl.grons	metrics-scala_2.9.2	2.1.2		b0b37e1a0e1c930ad95e9a72913d898402fd6967
nl.grons	metrics-scala_2.9.2	2.1.3		7da5025f428dc0732fb3d43010548ef442cba1b9
nl.grons	metrics-scala_2.9.2	2.1.4		8e0ebbc9816ad5d413db91579629aa81e3d33742
nl.grons	metrics-scala_2.9.2	2.1.5		a0f2c2512827da84f727413d22ef985b10913ed7
nl.grons	metrics-scala_2.9.2	2.2.0		c41378be3faa9e2483f8b64e97857a875c55102e
nl.grons	metrics-scala_2.9.2	3.0.0		920e6c9839f0e24fcd876638ba074f811b7f0aa5
nl.grons	metrics-scala_2.9.2	3.0.1		376c3156d3ff7c19dc9330d3628e92a6d9b2ec88
nl.grons	metrics-scala_2.9.2	3.0.2		4b21bb7034e8667e50517b30f50c623f3fdbf310
nl.grons	metrics-scala_2.9.2	3.0.3		a95b625f803bc9415381d83d2f3dca06a7b1c212
nl.grons	metrics-scala_2.9.2	3.0.4		8a59468766f7129da5322f02d57e75986eb8a6fd
nl.grons	metrics-scala_2.9.2	3.0.5		adc6a4f30c72da9ee3c6325e31c7775d25e86800
nl.grons	metrics-scala_2.9.2	3.1.0		10ffdc739984ec08e98524c78b5e9b7c7c610e01
org.apache.beam	beam-sdks-java-io-kafka-kafka-222	2.47.0		0ad36455ad88af034ede1c5897cb2832e04a83a2
org.apache.beam	beam-sdks-java-io-kafka-kafka-222	2.48.0		75053d2b0e5669ba9374cdee53b9dd3183049eee
org.apache.beam	beam-sdks-java-io-kafka-kafka-222	2.49.0		2f0ea43ae15cbed3a71585c541776f446f209530
org.apache.camel	camel-aws2-sns	3.1.0		e97eb40286a2434d93366cd4f3b1a9ee39f97a35
org.apache.camel	camel-aws2-sns	3.10.0		abc613048c5164ca8e5287e6ddc8f1c68644d3f9
org.apache.camel	camel-aws2-sns	3.11.0		bc4a4c3ef9d66fece3b415f8b7eb19bb20df20f2
org.apache.camel	camel-aws2-sns	3.11.1		ca84c42ce4a7138c58fcb3cf29256ad206b8f7fd
org.apache.camel	camel-aws2-sns	3.11.2		a5be1b5cebc3cfea268896e4cd1fa0445c422ec0
org.apache.camel	camel-aws2-sns	3.11.3		1b9df966c3d862e938c7cf0807407f368bd09932
org.apache.camel	camel-aws2-sns	3.11.4		ea5054b8d1f39ffdd3b06a933fa2a7430128746b
org.apache.camel	camel-aws2-sns	3.11.5		4e5094574d6acb69687029147efdaaeaff692d07
org.apache.camel	camel-aws2-sns	3.11.6		8c0056db7cbf6bd831262ba4c6c63b037f118b17
org.apache.camel	camel-aws2-sns	3.11.7		c369d4909c204790d3d25c1d6dc39039e5fe874f
org.apache.camel	camel-aws2-sns	3.12.0		389be35b1ef77d0d9ec011af0f3ae4a07f72d68f
org.apache.camel	camel-aws2-sns	3.13.0		5eb78b9d5d3952aed5728eef3fb7e22467c3ea7f
org.apache.camel	camel-aws2-sns	3.14.0		3124e5ad9046254e7a4d30514a5d289e0fdec02b
org.apache.camel	camel-aws2-sns	3.14.1		4c46c352cdb3db8d5c72c9fff0655e2e66022052
org.apache.camel	camel-aws2-sns	3.14.10		6adc2971d12224162eb45815a5258b49f2f9f8eb
org.apache.camel	camel-aws2-sns	3.14.2		eb788c8a231d99feea5962a835a4ec497a3cc495
org.apache.camel	camel-aws2-sns	3.14.3		babebcdc55f5bb330ddb950fe3d27356d3ae7adb
org.apache.camel	camel-aws2-sns	3.14.4		c1255c28c4628c70ebe895354b2180af0650ce65
org.apache.camel	camel-aws2-sns	3.14.5		7630add96478efab5b84f201f908e5c4385f6a90
org.apache.camel	camel-aws2-sns	3.14.6		0d02ce4f19a5a6e469767454160e8697b0fae466
org.apache.camel	camel-aws2-sns	3.14.7		7db55c477bf34ff4ef761deef8842f7f3b5275be
org.apache.camel	camel-aws2-sns	3.14.8		0799880b0652219dc21b93501b5e071cab1da5da
org.apache.camel	camel-aws2-sns	3.14.9		2f95d0466c6ae8eba43ff2f529a36c4773550c2e
org.apache.camel	camel-aws2-sns	3.15.0		d192fa0fdf598cccc15470642df16ab17e3294b2
org.apache.camel	camel-aws2-sns	3.16.0		262188b0cd64e95eb0d8a3a4620bfc0cb762a01c
org.apache.camel	camel-aws2-sns	3.17.0		6cc29f3e0e10a5f9f66d6928bda3bf0c471185dd
org.apache.camel	camel-aws2-sns	3.18.0		bffd1d39ab9bae71191a75fc7ed254a7d7ed570d
org.apache.camel	camel-aws2-sns	3.18.1		5657b3052d6a5fa191bb754534104eb20400f582
org.apache.camel	camel-aws2-sns	3.18.2		9edd38e379816e25cc7021a7c4a83eca113ef4ec
org.apache.camel	camel-aws2-sns	3.18.3		45b1f49fdddc8e666768b6193d3d8e6a27fdd035
org.apache.camel	camel-aws2-sns	3.18.4		1f03efa30aafd5a8b67f7353345954baaa1525a5
org.apache.camel	camel-aws2-sns	3.18.5		0c2153d27d1732ecdbdada4011b00e3f5f1fe05a
org.apache.camel	camel-aws2-sns	3.18.6		d5f8e72d7323ab563b3e500f95039d79535f1f44
org.apache.camel	camel-aws2-sns	3.18.7		df8730318066430efeecacc7e98c8b9d0b586976
org.apache.camel	camel-aws2-sns	3.18.8		c3e440414a2aecbf08553183cc6decd7a24c03ac
org.apache.camel	camel-aws2-sns	3.19.0		9196cbb11cea9229147399d69d31b8efcbae7d90
org.apache.camel	camel-aws2-sns	3.2.0		a430e2cdbe93f0b07b0cfaecb12c0e818c10fe9e
org.apache.camel	camel-aws2-sns	3.20.0		efdb0acdfaecc32167629647a47b800b23e83236
org.apache.camel	camel-aws2-sns	3.20.1		14df02d7893426d48b48061902296590db68e3cc
org.apache.camel	camel-aws2-sns	3.20.2		2082ddc8f3db6a140a43ff71f38b5c0f3dbacd10
org.apache.camel	camel-aws2-sns	3.20.3		403b585fe77cc606c460686ffdffe3b488c39b19
org.apache.camel	camel-aws2-sns	3.20.4		d41c742fa68b2d65d8c1abbf0ee657bb34a4e719
org.apache.camel	camel-aws2-sns	3.20.5		f6c4db0c472226db7383b2c90e37a1ab5612940c
org.apache.camel	camel-aws2-sns	3.20.6		26f5a247a2ab6af8aa6d10448b88cbb7c72fb300
org.apache.camel	camel-aws2-sns	3.20.7		09dcf620b4fec589c945d52fa963798507196d70
org.apache.camel	camel-aws2-sns	3.20.8		5e082e0f13c66592515c6e61c688de44d0c2ef8d
org.apache.camel	camel-aws2-sns	3.20.9		0a9c68e7a2316cfe8b83b2beb51f7f0231e128b4
org.apache.camel	camel-aws2-sns	3.21.0		a68713ba68f95bddc6daa8fd7fe88c1c0f45a456
org.apache.camel	camel-aws2-sns	3.21.1		327d1d1ec8f129a658edafeb469d6488fa10e56d
org.apache.camel	camel-aws2-sns	3.21.2		aae0c86f67290f61a11c9166b1aaa9a39f46066c
org.apache.camel	camel-aws2-sns	3.21.3		5f910b4b609534d749c85aee62505f28c328bae6
org.apache.camel	camel-aws2-sns	3.21.4		f951d7827851ec92868a5c735a134ff77d7d5b6b
org.apache.camel	camel-aws2-sns	3.21.5		37e2d93c28a8a023859ee750551f9fdcc8390047
org.apache.camel	camel-aws2-sns	3.22.0		417743da4f54de92e9924d2927813c370a3fd359
org.apache.camel	camel-aws2-sns	3.22.1		340660a2521478a328c5918932d3733a587923cf
org.apache.camel	camel-aws2-sns	3.22.2		13ab54e71c29fc0fb5a9928c63f3a77f0e278972
org.apache.camel	camel-aws2-sns	3.22.3		293815fb0ce4e9b54ebea737fd02ee0d86568aa1
org.apache.camel	camel-aws2-sns	3.22.4		e79848651beac46b0f2c1474087a433beb33e084
org.apache.camel	camel-aws2-sns	3.3.0		ba388e67a1bf425db6529165f89581687ed70b81
org.apache.camel	camel-aws2-sns	3.4.0		66216f6c30eddfaa5744cc60c9dd5b67ccdbc4b6
org.apache.camel	camel-aws2-sns	3.4.1		ca281315dba189331187697f002bd5f136074799
org.apache.camel	camel-aws2-sns	3.4.2		6863d9bca72cbdd3bec714d091a0dbf1ebbb3da6
org.apache.camel	camel-aws2-sns	3.4.3		a0c470fda4aa56dc94bb5600220ab547e1b887e7
org.apache.camel	camel-aws2-sns	3.4.4		86f05b272666530194ae27088fa73ead8ed42713
org.apache.camel	camel-aws2-sns	3.4.5		fa329bf566873e21fb0bd2119c73095f2753eae1
org.apache.camel	camel-aws2-sns	3.4.6		29239c91b663b50d3e156b219e8fce3f7b5fe9c4
org.apache.camel	camel-aws2-sns	3.5.0		887c72d9ee15d9bb7e7a70bc2f6813a888d63310
org.apache.camel	camel-aws2-sns	3.6.0		9f596d0957aece6dbf63244e8fff4b12332ac277
org.apache.camel	camel-aws2-sns	3.7.0		2f50464a220ce4f305c96cbabba6e0929d01284b
org.apache.camel	camel-aws2-sns	3.7.1		8e42578afc24f765c3f04e0722b2a1284f768bc4
org.apache.camel	camel-aws2-sns	3.7.2		a8cf69a64139dbce1b406f9de16c487f4c8e0dd4
org.apache.camel	camel-aws2-sns	3.7.3		cf71223ec4ef9e5f196d2e539362e9aabe7c4244
org.apache.camel	camel-aws2-sns	3.7.4		fdd38cfa07fdde6a701e8a406c73ee278d7f5691
org.apache.camel	camel-aws2-sns	3.7.5		bba935dd979f1c030c7d9dfa91ef3b0c7a440ae2
org.apache.camel	camel-aws2-sns	3.7.6		71fe902b54882ee7ea9f2d2828f3104f93f26744
org.apache.camel	camel-aws2-sns	3.7.7		de8f9e0b61028f2feefb912f1f9803eb1aaa351f
org.apache.camel	camel-aws2-sns	3.8.0		7cf6577db19362c5ba495ebb58515ba7b55deba8
org.apache.camel	camel-aws2-sns	3.9.0		65d5c4543665e86eaddea3cfbf7d7a75d9146ceb
org.apache.camel	camel-aws2-sns	4.0.0		3ceaed5b11a916cd52a653b3aef89d613b012548
org.apache.camel	camel-aws2-sns	4.0.0-M1		c1756ab5059ffc23bc1ca3264b19667f6b1e0bf4
org.apache.camel	camel-aws2-sns	4.0.0-M2		9cc91f5a78b2e00e044ff4fa0cda56efc04798bb
org.apache.camel	camel-aws2-sns	4.0.0-M3		445838b89fb5ea0a4994650c884016156713205b
org.apache.camel	camel-aws2-sns	4.0.0-RC1		0caadd7687d550a19d80f504f59e54ecbd2d3632
org.apache.camel	camel-aws2-sns	4.0.0-RC2		e40711a31a94680c533ad4c73ffd5bf7ab804dea
org.apache.camel	camel-aws2-sns	4.0.1		24a0c65eb200dc1f222f43edb7b4df5ce48cd430
org.apache.camel	camel-aws2-sns	4.0.2		a759d1f311eeec15272e87693d6ae2fb6a316992
org.apache.camel	camel-aws2-sns	4.0.3		1c14d3f1b5b80b84d2a3505bd3c6a9b0fb772986
org.apache.camel	camel-aws2-sns	4.0.4		19bc17048ba15c02dd4c94346fd71e48c2ecf41e
org.apache.camel	camel-aws2-sns	4.0.5		ef6c4ab6fd9215a9b716c9abed85206c829e09a7
org.apache.camel	camel-aws2-sns	4.0.6		4272573cd8b3d557822ef1c3cb8631296200d456
org.apache.camel	camel-aws2-sns	4.1.0		eabf0869e41588cd7c1eb03b26160a505725d899
org.apache.camel	camel-aws2-sns	4.10.0		f6f21a2daddc2a5e2588697ac1644c04bd23d8f8
org.apache.camel	camel-aws2-sns	4.10.1		b810e05ad33ac1198739af11d50ffe021fc7dad7
org.apache.camel	camel-aws2-sns	4.10.2		628cd3a603bc8eb062ab47e8cda50cb5b4df8312
org.apache.camel	camel-aws2-sns	4.10.3		18cae4af0005698e8aa862229dff3bdfbad6991c
org.apache.camel	camel-aws2-sns	4.10.4		221859f25c3b2b407d3eafabcca42f02133de04e
org.apache.camel	camel-aws2-sns	4.11.0		5ac3920ea78ede81b751fc101a92dc8e72c69345
org.apache.camel	camel-aws2-sns	4.2.0		352f5a147200b90315a44c4412eaf1e29a91497c
org.apache.camel	camel-aws2-sns	4.3.0		b5f111239e0b798328cac3114a11e048cd21cccf
org.apache.camel	camel-aws2-sns	4.4.0		0e8a49956359f02ebed5eaa45b7104db5d9e2030
org.apache.camel	camel-aws2-sns	4.4.1		2bb5575eefa60187e47b16fc48d56126a4b11809
org.apache.camel	camel-aws2-sns	4.4.2		c369c8fbf503a26600d0c8d086f42f2c43ffab1a
org.apache.camel	camel-aws2-sns	4.4.3		404246b0f642e194510d858792524d0a570e6e1a
org.apache.camel	camel-aws2-sns	4.4.4		adf633016fe45a0bf77761c7b8480ddb15f30e94
org.apache.camel	camel-aws2-sns	4.4.5		d1a3ba3b03de588a6b7eafbd80b36992e4934af2
org.apache.camel	camel-aws2-sns	4.5.0		4532ebe5d1d14904b2b5c697d5ed0302c5e6022d
org.apache.camel	camel-aws2-sns	4.6.0		3cceef858a4c633ac0a866f9702c21fd10afd5d0
org.apache.camel	camel-aws2-sns	4.7.0		66480620d342f630582a75713c66b8653b379de7
org.apache.camel	camel-aws2-sns	4.8.0		bbd2c213a510e6b361420c8f21dc3f63716b6b15
org.apache.camel	camel-aws2-sns	4.8.1		631b7dd8af4f48f10a4d328d8d2f26dc7731ce08
org.apache.camel	camel-aws2-sns	4.8.2		b34a1ab12aeff11fb49fef6c65f4ed06273f5031
org.apache.camel	camel-aws2-sns	4.8.3		4aafc410fe5c51b2a2f37616847187dcd25ebe5f
org.apache.camel	camel-aws2-sns	4.8.4		72cd1748e844bb5687c24b62f8f0f3a123e84f1a
org.apache.camel	camel-aws2-sns	4.8.5		c851743236c693d82760e7aab1eeb549bc4e6230
org.apache.camel	camel-aws2-sns	4.8.6		9e28450c46a6499205388bfd692389a943e8186e
org.apache.camel	camel-aws2-sns	4.9.0		b2c693f29d6ef6955dc2b9529825ae1b216ef085
org.apache.karaf.examples	karaf-soap-example-api	4.2.1		686a8da3551a384abd7c7aa7e4fd371e58ebafd0
org.apache.karaf.examples	karaf-soap-example-api	4.2.10		c7e04ba7fad6f6e1ef08ae5337f461d5ee1ab5af
org.apache.karaf.examples	karaf-soap-example-api	4.2.11		2ae5f634795a4967a031827f602b4965c097a396
org.apache.karaf.examples	karaf-soap-example-api	4.2.12		f227f2b88431ceb7711d110707b034c29536ad41
org.apache.karaf.examples	karaf-soap-example-api	4.2.13		066fdba2d464cbf6edb6c120406dc9d41aff69d7
org.apache.karaf.examples	karaf-soap-example-api	4.2.14		1be178405b1c52bed7df2946d8533f0c0783fb0e
org.apache.karaf.examples	karaf-soap-example-api	4.2.15		aef970b9bd177287e848d58422a1a8ec300cd59a
org.apache.karaf.examples	karaf-soap-example-api	4.2.16		8f4c0465d4d429a3f6eea2d21b30c5717f89b5d7
org.apache.karaf.examples	karaf-soap-example-api	4.2.2		57ff7d35019d9e56576b9bfd67ac5b6ae4ae5b0a
org.apache.karaf.examples	karaf-soap-example-api	4.2.3		ef42a5d2e213a18a81fa6fb50a75c57e7fecbfa5
org.apache.karaf.examples	karaf-soap-example-api	4.2.4		260365e15f0a283cde2bfd83d691bd784196441f
org.apache.karaf.examples	karaf-soap-example-api	4.2.5		6b61309e27623eb34e5897e7d043614515d2d1da
org.apache.karaf.examples	karaf-soap-example-api	4.2.6		1a53f071261f659169f3ff1b33b486ee2dc29793
org.apache.karaf.examples	karaf-soap-example-api	4.2.7		58cab787a950ba18849c64b3f7e63eda5d7b6c9f
org.apache.karaf.examples	karaf-soap-example-api	4.2.8		c2d6f448369caf604fd073005cde0a52316f3dbe
org.apache.karaf.examples	karaf-soap-example-api	4.2.9		0f47cd496c38119ac68d689519389f23fab8a5cd
org.apache.karaf.examples	karaf-soap-example-api	4.3.0		d5070b2f5943a94864ab8646d2fb19038545d7d8
org.apache.karaf.examples	karaf-soap-example-api	4.3.0.RC1		6cc6a79d4800950204e2f57d6611b60946878aeb
org.apache.karaf.examples	karaf-soap-example-api	4.3.1		7615b60ff85ee184ca20dab9661f30167ca002cf
org.apache.karaf.examples	karaf-soap-example-api	4.3.10		5d1c88ec2fb60791986e62acbc5ee7a69007dd0d
org.apache.karaf.examples	karaf-soap-example-api	4.3.2		e60d678e3faafda78fc39edd897c2205ab116a65
org.apache.karaf.examples	karaf-soap-example-api	4.3.3		ff0cf702f04b10c1f2cc16a82bd5471303486e35
org.apache.karaf.examples	karaf-soap-example-api	4.3.4		6950af8315ee45164a9ae482fd65202b08fe31fd
org.apache.karaf.examples	karaf-soap-example-api	4.3.5		130c6f46a8b369d9d16e9d93bcd7959109507396
org.apache.karaf.examples	karaf-soap-example-api	4.3.6		b9a1af1ca63be246c6c2528336cb8596f9321373
org.apache.karaf.examples	karaf-soap-example-api	4.3.7		b62622f3dcd5e0f1922e243e5d9fa3b89528823b
org.apache.karaf.examples	karaf-soap-example-api	4.3.8		3bd18e665cd7b6d2cd0efb6c27e3f6f09a214380
org.apache.karaf.examples	karaf-soap-example-api	4.3.9		5e243592590d654f582c58bd9436ddc7abcdb9d0
org.apache.karaf.examples	karaf-soap-example-api	4.4.0		f14622cd814424538fa800c9f15e16833e5165f5
org.apache.karaf.examples	karaf-soap-example-api	4.4.1		61b11773dcd1764a28f708a9c4f651131be4a3b6
org.apache.karaf.examples	karaf-soap-example-api	4.4.2		e76324f56366a1db12f9f0732bd76eb8a42b048a
org.apache.karaf.examples	karaf-soap-example-api	4.4.3		ae325f09cfcb4f7c880ea7cbc5572620d77da051
org.apache.karaf.examples	karaf-soap-example-api	4.4.4		2a0eb86023d1a248b8a03cde5cbdcbd02a5e10b5
org.apache.karaf.examples	karaf-soap-example-api	4.4.5		57ffea50e1a1479966039142fbd0b12bb12f04c4
org.apache.karaf.examples	karaf-soap-example-api	4.4.6		119f217123baeb327beab7291d1d4df94a39bfff
org.apache.karaf.examples	karaf-soap-example-api	4.4.7		7fd6fa421e9376f8b68a52345872441cc7c7d61b
org.apache.streampipes	streampipes-client-api	0.93.0		6ed719fa3f7e90df2f6357eec27fa807217427b4
org.apache.streampipes	streampipes-client-api	0.95.0		9b5985f3c3c3b0bf475cb665cee1d2a8af42b1d5
org.apache.streampipes	streampipes-client-api	0.95.1		d98412ac3d48243cf5f28066f2bbdb7c96d29d5d
org.apache.streampipes	streampipes-client-api	0.97.0		585a851943b8dadb8ef4f383ca53efb7c2a20fa8
org.beigesoft	beige-uml-android	2.1.10		6f0ce3349b55b76eb472a30ff754071d817af297
org.beigesoft	beige-uml-android	2.1.11		84faaaf0966469f696f56a16d70e60e68580787c
org.beigesoft	beige-uml-android	2.1.9		c43bceca3f719772b87603f45b7ad786a3f40b8e
org.drools	drools-pmml	6.1.0.Beta1		6396affaa7f8d330c2f28aa8be73ee01f16140a9
org.drools	drools-pmml	6.1.0.Beta2		57c8bee525549a3aaf77d42b1a63f0dc5bf61778
org.drools	drools-pmml	6.1.0.Beta3		81a4f58b639d9bf6af6b65dd1183e67f7d9e48af
org.drools	drools-pmml	6.1.0.Beta4		5ab1eceabbafe7cf61c57c669ca6f4432219d9cb
org.drools	drools-pmml	6.1.0.CR1		34c63c884491c4e0bffb3be04d8804b470451acf
org.drools	drools-pmml	6.1.0.CR2		87f5e0bb50a56e11e1e4ff9ad719d91bf9323082
org.drools	drools-pmml	6.1.0.Final		47d60b8ecd466f96dbffc2bfa421b1512681ce27
org.drools	drools-pmml	6.2.0.Beta1		26ecdd97dedfd98a3d0bca632bdf36314bb8c928
org.drools	drools-pmml	6.2.0.Beta2		48d943b8d606026dc8fa8fc261d41600b5bbf3cd
org.drools	drools-pmml	6.2.0.Beta3		807d48e75e46c766d13688ee67df21f4e078f947
org.drools	drools-pmml	6.2.0.CR1		805ccd7bf7eabd204f36cd54ce7832e8e1eab449
org.drools	drools-pmml	6.2.0.CR2		5bdf92d0e71768ac5b991806f911e82b1af3921d
org.drools	drools-pmml	6.2.0.CR3		00bafd99e90cab75cb6638e22ec3dfb12bb8cd4d
org.drools	drools-pmml	6.2.0.CR4		53a693d1deb9290a18080e6328eef58d341111aa
org.drools	drools-pmml	6.2.0.Final		ec5c417c11c290fa16098a29799fdd4f568908c8
org.drools	drools-pmml	6.3.0.Beta1		90b2d6868be6d8ab776e4aef0fd8ddc472ecb01a
org.drools	drools-pmml	6.3.0.Beta2		c25b5fbb5bf69e9509c37250d7d9a8062bd2b5db
org.drools	drools-pmml	6.3.0.CR1		e603a3d274442746e3b21c04928fb9c549dbf604
org.drools	drools-pmml	6.3.0.CR2		7e95cb82e98efdb0e80db1bd45335b9d85928317
org.drools	drools-pmml	6.3.0.Final		e81e50c359f2390c58123f7a9f50a59b5bd9f289
org.drools	drools-pmml	6.4.0.Beta1		279a43e7f9c5fa535be28018c471684abf1f994c
org.drools	drools-pmml	6.4.0.Beta2		118780d8aa2038e239deb11b0cd4f8ab8f7a5a43
org.drools	drools-pmml	6.4.0.CR1		e0e8fa1f84ecbec4c8bed2a18ab5442812bd33d8
org.drools	drools-pmml	6.4.0.CR2		3d6f92afcc593d0bd97bc2ce3cde7986050cd263
org.drools	drools-pmml	6.4.0.Final		cd395a8af419b85dd414e0011ebb6268fd5fb175
org.drools	drools-pmml	6.5.0.Beta1		fcac87307c6acf5038724143771e9fdbd3b73971
org.drools	drools-pmml	6.5.0.CR1		f6ee1f7427a7dc48b9699d3349e12a84a0aaafc4
org.drools	drools-pmml	6.5.0.CR2		71045f250f974bb5af31ddfa3662dd2669fccebb
org.drools	drools-pmml	6.5.0.Final		ba0627b4bb355de5fdf10ae70f6f1e78eda455ed
org.drools	drools-pmml	7.0.0.Beta1		30dbf10007b76093a33e34854490086d9350c89a
org.drools	drools-pmml	7.0.0.Beta2		0f9a034269140cdd5e1098788bb7755b7664dee0
org.drools	drools-pmml	7.0.0.Beta3		fc7d2725d99958ea29121b04327bd224f3f70d88
org.drools	drools-pmml	7.0.0.Beta4		2d198e742f33d6a5fba8c7538f274e2dd81077ba
org.drools	drools-pmml	7.0.0.Beta5		4975ae9f69206ecd6732db304f16c21d795fe36d
org.drools	drools-pmml	7.0.0.Beta6		b185af13af6e9835a4a9bb8dfd745fbb9d5bbdda
org.drools	drools-pmml	7.0.0.Beta7		cf441df665c91d9a61912ccbf681975921ddcfae
org.drools	drools-pmml	7.0.0.Beta8		b842a08672db6493b61425c9aefaa360ef56891f
org.drools	drools-pmml	7.0.0.CR1		4ee1d49a33f9ca824fe703e17dede6f72331500f
org.drools	drools-pmml	7.0.0.CR2		0c9f60ff0e57f5149de5942d6e492fcfb77bb651
org.drools	drools-pmml	7.0.0.CR3		56ce9284ff26656eed1e407cb0ac8cd76b80c03f
org.drools	drools-pmml	7.0.0.Final		32208e6c7735c4da8dfe46f0d87f2527e452e302
org.drools	drools-pmml	7.1.0.Beta1		630cdf9c0395365a0299bdfc30a98fa1b8a30d4a
org.drools	drools-pmml	7.1.0.Beta2		72d5d3313ab593cd6774efa2119737393dab7202
org.drools	drools-pmml	7.1.0.Beta3		ae174f4006794c6e3545e4d082f66b7ca64deb7f
org.drools	drools-pmml	7.1.0.Final		d0bf4a031a574c88c1ec37f241491a7d12386502
org.drools	drools-pmml	7.2.0.Final		73431f2d90597dc4be3270c613b1089ae67721af
org.drools	drools-pmml	7.3.0.Final		12c38d3c57242bd42ac289fb2da85cf6dbb798e9
org.drools	drools-pmml	7.4.0.Final		301ff2bcb893410d5364fe1aa1097d5ced74364a
org.drools	drools-pmml	7.4.1.Final		81ae7c181bc97a1c028695b7feb0bcb74fab34e4
org.drools	drools-pmml	7.5.0.Final		e8fddddcc0c16b53db08002b75a0f55289fc66ab
org.drools	drools-pmml	7.5.0.t018		2664844cec422a0ef1c1882f96f611e1e8e4147e
