at.yawk.valda	valda-dexlib2	1.0.0		45a36e11d8d3a41d9a3d2e1d32a2c1f81e5ebf99
ch.epfl.lamp	scala-compiler	0.24.0-bin-20200420-c560211-NIGHTLY		8342ce2d4fbbf13d66b910a3e120daed2a553f73
ch.epfl.lamp	scala-compiler	0.24.0-bin-20200421-5ec51f2-NIGHTLY		102b92564f86c2e35d07cb0b55594ada9d8df62b
ch.epfl.lamp	scala-compiler	0.24.0-bin-20200422-0db5976-NIGHTLY		6fb63c9f3923e8c21a8d2f67820a0cbfb49aa16f
ch.epfl.lamp	scala-compiler	0.24.0-bin-20200423-38cb5e3-NIGHTLY		5d513d7ff30bd72381db249ff3a46b147890bdd8
ch.epfl.lamp	scala-compiler	0.24.0-bin-20200424-17d1633-NIGHTLY		4949fd9acc25d20753813a4cfe7c72bf36cdc873
ch.epfl.lamp	scala-compiler	0.24.0-bin-20200425-f2e5fd0-NIGHTLY		718c032361ad5c7fa99837b1a67c46ed8202d324
ch.epfl.lamp	scala-compiler	0.24.0-bin-20200426-1be5c23-NIGHTLY		fa992a8267135e27fe2cab29b9aaac645e6fec7a
ch.epfl.lamp	scala-compiler	0.25.0		4ed2ce6dc50fd694811821bb184384ea803fe51d
ch.epfl.lamp	scala-compiler	0.25.0-RC1		1d9c8cbe0df3cb5ec7455aec3e0711855f95c5ac
ch.epfl.lamp	scala-compiler	0.25.0-RC2		0e18dac2d1af6429b9cd0d6e0ad4d9c3a0e3aa1d
ch.epfl.lamp	scala-compiler	0.25.0-bin-20200427-66f335c-NIGHTLY		f11593a13255bd698233db38951f2c944d0b6bc2
ch.epfl.lamp	scala-compiler	0.25.0-bin-20200428-d436677-NIGHTLY		7e4d709891191cc44f272326f0f4fa2128df4b5b
ch.epfl.lamp	scala-compiler	0.25.0-bin-20200429-c5a76f0-NIGHTLY		073c7ea8a84da79802962f32f61e8885fd535acc
ch.epfl.lamp	scala-compiler	0.25.0-bin-20200430-6f51dbb-NIGHTLY		5a3095688ed11c2b94efe8860713a3bd6bf2026f
ch.epfl.lamp	scala-compiler	0.25.0-bin-20200501-d1185c3-NIGHTLY		0792a91f137c95c7a7f5276c171289e3c459720f
ch.epfl.lamp	scala-compiler	0.25.0-bin-20200502-1f9bca3-NIGHTLY		79c5e85f3d9023ba2dbb61973d851e2658eccd09
ch.epfl.lamp	scala-compiler	0.25.0-bin-20200504-11760ea-NIGHTLY		81b79d8932df321374fb9a5870a23fd6451d4db8
ch.epfl.lamp	scala-compiler	0.25.0-bin-20200506-4da1f25-NIGHTLY		1166f5930f7a221dc720cd507e1c8377816f692c
ch.epfl.lamp	scala-compiler	0.25.0-bin-20200506-93ef012-NIGHTLY		6aaaf144d68f9b34211b6fa2df65cd733fa97720
ch.epfl.lamp	scala-compiler	0.25.0-bin-20200507-0e5f9dd-NIGHTLY		1cc96539df8b7331e243de5c534c181fda9d3f84
ch.epfl.lamp	scala-compiler	0.25.0-bin-20200508-f5b1d79-NIGHTLY		0397691c5d30107f1c761b4c2c3d6ed9d062383f
ch.epfl.lamp	scala-compiler	0.25.0-bin-20200510-3937ddb-NIGHTLY		aec4ddbd8b59ca704eb632a334b59db152fd685e
ch.epfl.lamp	scala-compiler	0.25.0-bin-20200510-5154641-NIGHTLY		4fe6f575e439efbea7b255621407dd1919170d9a
ch.epfl.lamp	scala-compiler	0.25.0-bin-20200511-5fb865b-NIGHTLY		3fb2765c7fdbd6327f8a4cd89c16e9a97b9a3072
ch.epfl.lamp	scala-compiler	0.25.0-bin-20200512-f807eee-NIGHTLY		47c6100210fdbeda98385609f9cd1e096f8784b5
ch.epfl.lamp	scala-compiler	0.25.0-bin-20200513-363dd03-NIGHTLY		0f12e808e729f856d56422c28b7f266cf118a766
ch.epfl.lamp	scala-compiler	0.25.0-bin-20200516-9450bf2-NIGHTLY		67bb359eca48b84feff62f7de3df927c641a2ffb
ch.epfl.lamp	scala-compiler	0.25.0-bin-20200518-b5eded6-NIGHTLY		755cb53ebd4d00d63ff1ecba50dcdcb5cf8a137d
ch.epfl.lamp	scala-compiler	0.25.0-bin-20200523-5358651-NIGHTLY		816fef738048292e64ceff658366530b54e19daf
ch.epfl.lamp	scala-compiler	0.25.0-bin-20200603-cc8d6c3-NIGHTLY		d5897402e5a2a9d7882b519b6276e6491a35df78
ch.epfl.lamp	scala-compiler	0.25.0-bin-20200604-2fbefb0-NIGHTLY		74afdc502eee4791603806cb2a62d1c6c0a214a0
ch.epfl.lamp	scala-compiler	0.25.0-bin-20200606-31879e5-NIGHTLY		513a6c85b597b74c2b46d3020ef33b62f235e92f
ch.epfl.lamp	scala-compiler	0.25.0-bin-20200607-345c8bc-NIGHTLY		b9aea20573c60e40cb50c6ead7b81f72ec068cb8
ch.epfl.lamp	scala-compiler	0.25.0-bin-20200608-fa84627-NIGHTLY		48d2029391e31307fce0fdc85ad191853d2f585e
ch.epfl.lamp	scala-compiler	0.25.0-bin-20200609-a3b417b-NIGHTLY		136f6886839162344cea61826f57e72e46ddcedc
ch.epfl.lamp	scala-compiler	0.26.0		a2dd80fe6c54cfdb44401120ac13e1741885cb01
ch.epfl.lamp	scala-compiler	0.26.0-RC1		96e4bbad6a84b7e56aa29ec4038080e29a0f2e28
ch.epfl.lamp	scala-compiler	0.26.0-bin-20200610-4b39622-NIGHTLY		0a5aeb12328b5489e35e0df7e8a4d8310cd3369e
ch.epfl.lamp	scala-compiler	0.26.0-bin-20200611-eb34c6c-NIGHTLY		62b2157337a7763d9a40958c4c1dd2bdeb4dd8a8
ch.epfl.lamp	scala-compiler	0.26.0-bin-20200612-0ee0557-NIGHTLY		c6b26411016266cf6863d053e0e5dc7dee7b2a77
ch.epfl.lamp	scala-compiler	0.26.0-bin-20200614-b5b41b4-NIGHTLY		93a7e6d55871de1f7a094bf184cf5d325fb619a7
ch.epfl.lamp	scala-compiler	0.26.0-bin-20200615-a8c27ee-NIGHTLY		372126ae94162abfaf71f9f037e8cc40d36ac19a
ch.epfl.lamp	scala-compiler	0.26.0-bin-20200616-348e9db-NIGHTLY		ee92533f146bf38cb1aea574faab83dd1054bb21
ch.epfl.lamp	scala-compiler	0.26.0-bin-20200617-6b03fbd-NIGHTLY		560a975f588a35f4410888f1e648a0e14f821dba
ch.epfl.lamp	scala-compiler	0.26.0-bin-20200618-de75713-NIGHTLY		91d3f69bf8ef4a6d7c8c4099e340a19c3f741d62
ch.epfl.lamp	scala-compiler	0.26.0-bin-20200622-a3543f2-NIGHTLY		ac80547465da8eb282e668134d7f664b41236773
ch.epfl.lamp	scala-compiler	0.26.0-bin-20200623-a938fc8-NIGHTLY		2cf137d6bbfb3bcc5c01877db1a2f06315ade5d6
ch.epfl.lamp	scala-compiler	0.26.0-bin-20200624-3a4f2ee-NIGHTLY		3002889e411d74c4b9153e52b4a52dc66b87ce28
ch.epfl.lamp	scala-compiler	0.26.0-bin-20200625-3112800-NIGHTLY		7af0d0b1aca1585a2bc69e64e8e674767255274c
ch.epfl.lamp	scala-compiler	0.26.0-bin-20200627-50df4d2-NIGHTLY		9781dd9b9fc523c726f6039d2b955d5c098101d9
ch.epfl.lamp	scala-compiler	0.26.0-bin-20200629-8c5a58f-NIGHTLY		f8a3f55aabf8443f4955d471f8b54709668f563e
ch.epfl.lamp	scala-compiler	0.26.0-bin-20200630-6cbb458-NIGHTLY		8ef2508153297d505b4761000151f775bd788d26
ch.epfl.lamp	scala-compiler	0.26.0-bin-20200702-ffd6a58-NIGHTLY		afe5ef20c8f0ef6d4f0c5308b84494325b276d58
ch.epfl.lamp	scala-compiler	0.26.0-bin-20200703-2dd1c93-NIGHTLY		f3abdd2e192f03ccf9622c6b56fe7f380f651830
ch.epfl.lamp	scala-compiler	0.26.0-bin-20200706-7723864-NIGHTLY		9fb0f1daef80a4299860d8b9b2fba1c22891c025
ch.epfl.lamp	scala-compiler	0.26.0-bin-20200707-25a48dd-NIGHTLY		d0d544fce7fb5533cebee6ceea695e2b3abf9ee3
ch.epfl.lamp	scala-compiler	0.26.0-bin-20200708-78ba7d5-NIGHTLY		6c401e506b5c70428f9657cde28458c17dfa5e4f
ch.epfl.lamp	scala-compiler	0.26.0-bin-20200709-480f95f-NIGHTLY		db8a872723142b45dba7c135799b67c497864b50
ch.epfl.lamp	scala-compiler	0.26.0-bin-20200710-a162b7b-NIGHTLY		3ddbc0f86f6703dc8446cd3d7cfcd9c36adf122d
ch.epfl.lamp	scala-compiler	0.26.0-bin-20200712-3456e85-NIGHTLY		09b12f04c6a117da2cb13a07a2f1f4a3f51a182e
ch.epfl.lamp	scala-compiler	0.26.0-bin-20200713-5cdfd31-NIGHTLY		51240d16d8af6e3d80d40ee44581a6d9bf006f95
ch.epfl.lamp	scala-compiler	0.26.0-bin-20200714-001817c-NIGHTLY		6c92d4f7e73d833c50b1d49f2a8da785858fab1b
ch.epfl.lamp	scala-compiler	0.26.0-bin-20200716-03aa171-NIGHTLY		2d86a4854272aa3da6641966825045b1d87efcc4
ch.epfl.lamp	scala-compiler	0.26.0-bin-20200717-86cc7f8-NIGHTLY		0dbbfabd20bd07265c49407bd55a72f951f3ad0f
ch.epfl.lamp	scala-compiler	0.26.0-bin-20200718-c753ca3-NIGHTLY		76bef2fdc415d1128cfaa0dad002c302e8700e37
ch.epfl.lamp	scala-compiler	0.26.0-bin-20200719-21a90aa-NIGHTLY		d178db13b10eceb123da5ceb8b3b533dccb0e23c
ch.epfl.lamp	scala-compiler	0.27.0-RC1		11e4aef6a9de66738790c675ee292003c92f6133
ch.epfl.lamp	scala-compiler	0.27.0-bin-20200723-eb3b0ac-NIGHTLY		95fbda804ec96e05dc5b141997a3b8582c5268ea
ch.epfl.lamp	scala-compiler	0.27.0-bin-20200724-fd18546-NIGHTLY		d4ce654de5ac52651561cded1cc3ecf447454c2e
ch.epfl.lamp	scala-compiler	0.27.0-bin-20200725-89f42f4-NIGHTLY		b5b5ad6d624f2f7700f6162ab0f95621e399af93
ch.epfl.lamp	scala-compiler	0.27.0-bin-20200727-e24a0b7-NIGHTLY		39c94ccabde87820519f8c3d678e3201a1fb5e47
ch.epfl.lamp	scala-compiler	0.27.0-bin-20200728-63b84cb-NIGHTLY		1e8603ca452cc18dd0fbcc159b5885036c7040e3
ch.epfl.lamp	scala-compiler	0.27.0-bin-20200729-86a92e4-NIGHTLY		a43a6e7e6c99569825ac784b0882ad6044e5d368
ch.epfl.lamp	scala-compiler	0.27.0-bin-20200730-316d218-NIGHTLY		ee96d549b83fd62f5cbb847d933f205ecfdfe7b3
ch.epfl.lamp	scala-compiler	0.27.0-bin-20200731-bb23fea-NIGHTLY		4275886618e0075bf6a9b3135a9d29ffb5062b96
ch.epfl.lamp	scala-compiler	0.27.0-bin-20200803-0655346-NIGHTLY		588bb6dcfdf469e690fe29ddf628ef4c690fa140
ch.epfl.lamp	scala-compiler	0.27.0-bin-20200804-0cdf13a-NIGHTLY		ecb485bb37e6c4dee977bfcc724e1b9eebddf7d6
ch.epfl.lamp	scala-compiler	0.27.0-bin-20200805-64cecda-NIGHTLY		bfb7407639dbd1f66ecbb39f534385a13579c66d
ch.epfl.lamp	scala-compiler	0.27.0-bin-20200806-b8825a2-NIGHTLY		8ab3d1e19d7cbc103b516e9d0db4e3640092075c
ch.epfl.lamp	scala-compiler	0.27.0-bin-20200807-dfcc0b1-NIGHTLY		427fae8dde5397c70812602bcab8b1c12aeb0415
ch.epfl.lamp	scala-compiler	0.27.0-bin-20200810-74ba21c-NIGHTLY		eb7fcebd8602f91c947c71417faf17920c072baf
ch.epfl.lamp	scala-compiler	0.27.0-bin-20200811-56c8e7b-NIGHTLY		d5538876cf509cff9f2b428e23e5384285e6d292
ch.epfl.lamp	scala-compiler	0.27.0-bin-20200812-28069b6-NIGHTLY		903d942ec8132cd6fd7946f467ecf45de9109789
ch.epfl.lamp	scala-compiler	0.27.0-bin-20200813-550e969-NIGHTLY		11b5bac93ad273d1b48ad40c3b580dc159d32c7f
ch.epfl.lamp	scala-compiler	0.27.0-bin-20200814-a92473b-NIGHTLY		03ab4a61c4e3111d77523e192198e8a77fc832f6
ch.epfl.lamp	scala-compiler	0.27.0-bin-20200815-0e67451-NIGHTLY		262816ba19e91f80f07c5bc1f43ab77aebfc069f
ch.epfl.lamp	scala-compiler	0.27.0-bin-20200816-15a6c8b-NIGHTLY		7ce93bb2d98e6208be347c623077690775bc328d
ch.epfl.lamp	scala-compiler	0.27.0-bin-20200817-15ae0aa-NIGHTLY		3a2497e77f3b83c4db029eef85ddcff9591da9cf
ch.epfl.lamp	scala-compiler	0.27.0-bin-20200818-64a239f-NIGHTLY		b3ba539ece566662e4d6d6258b617b6d707dfef4
ch.epfl.lamp	scala-compiler	0.27.0-bin-20200819-6e6f67b-NIGHTLY		447cf6cd151dbcc387bc4d3558c850eeec2b0e74
ch.epfl.lamp	scala-compiler	0.27.0-bin-20200820-1431be2-NIGHTLY		dff3c2a7759beab228217ea531934492c68ab86f
ch.epfl.lamp	scala-compiler	0.27.0-bin-20200821-387c562-NIGHTLY		552f6cdf1de325b447d4cab595414dabc6bfc677
ch.epfl.lamp	scala-compiler	0.27.0-bin-20200822-0d36979-NIGHTLY		222cb101f9c26ff80314ede0f527158f5bc34468
ch.epfl.lamp	scala-compiler	0.27.0-bin-20200824-239254a-NIGHTLY		30e425df23e9ed1ac3bc26f27263fbc13b58ea56
ch.epfl.lamp	scala-compiler	0.27.0-bin-20200826-2e58a66-NIGHTLY		c86774c5a58b31f9578a66fc4b9b57f93a0629a1
ch.epfl.lamp	scala-compiler	0.28.0-bin-20200827-757e431-NIGHTLY		28e5c646a14083a00121d1da9fbfdb40d622c89b
ch.epfl.lamp	scala-compiler	0.28.0-bin-20200828-4c99388-NIGHTLY		8a4189b1f638fd21d58acf5567927fdbda79a35b
ch.epfl.lamp	scala-compiler	0.28.0-bin-20200901-0d22c74-NIGHTLY		8b8ba402dde5bfe39c717ccdfcc6adb572b25756
ch.epfl.lamp	scala-compiler	0.28.0-bin-20200902-95a6b44-NIGHTLY		fefd17580219eb8cae98b03879b6792a2dc5d95b
ch.epfl.lamp	scala-compiler	0.28.0-bin-20200903-b3f908d-NIGHTLY		143c45109f184e365d68236961a113faf902b873
ch.epfl.lamp	scala-compiler	0.28.0-bin-20200904-1ab71c1-NIGHTLY		8f0e83b1a4ed25b3ef0633cac7b8026fcf86af37
ch.epfl.lamp	scala-compiler	0.28.0-bin-20200905-8c94870-NIGHTLY		4dc820fbd947c7d910fec2fc1e22fd94ffd4b6b1
ch.epfl.lamp	scala-compiler	0.28.0-bin-20200907-101e620-NIGHTLY		f34b551b1d3efbef96c7346a1f07bac80ba6a14c
ch.epfl.lamp	scala-compiler	0.28.0-bin-20200908-ce48f5a-NIGHTLY		12a41347af817f96a603d0be00194758473f666a
ch.epfl.lamp	scala-compiler	0.28.0-bin-20200911-b226ff1-NIGHTLY		3faa3c37ff06836d6024d8e7d3016e5ab5a2cdcb
ch.epfl.lamp	scala-compiler	0.28.0-bin-20200914-cbb05c8-NIGHTLY		298317ef17b41ea05038946dffe2efdcbb8bfa5d
ch.epfl.lamp	scala-compiler	0.28.0-bin-20200915-5c422e2-NIGHTLY		cb20f4ded3cd676a673beb7ba35a987b4931a16b
ch.epfl.lamp	scala-compiler	0.28.0-bin-20200916-a05fc4b-NIGHTLY		b9f2cd72855158563b8a6408563b79f69cce7cb5
ch.epfl.lamp	scala-compiler	0.28.0-bin-20200918-333ab8e-NIGHTLY		bb53603896f8763934a7d333fdc779604fca0c0c
ch.epfl.lamp	scala-compiler	0.28.0-bin-20200920-e99793e-NIGHTLY		24bf41c8e6deea18aba6c25398ec4edb8317941c
ch.epfl.lamp	scala-compiler	0.28.0-bin-20200921-18578b3-NIGHTLY		178da7487526306021d3c42bc0afd048699b3fdd
ch.epfl.lamp	scala-compiler	0.28.0-bin-20200923-af1b4a0-NIGHTLY		40d593edcc667de9af08e5f4a9f5a57532b48589
ch.epfl.lamp	scala-compiler	0.28.0-bin-20200924-7ee3a20-NIGHTLY		2cda7a4b397e07a2927d2e94d078a594852d9ca6
ch.epfl.lamp	scala-compiler	0.28.0-bin-20200925-f4528ce-NIGHTLY		1a81224469b5cdb442b8dec7872c00a2dfe75346
ch.epfl.lamp	scala-compiler	0.28.0-bin-20200927-d084b8b-NIGHTLY		cd72872df412c22179819a6de9198367165a7a32
ch.epfl.lamp	scala-compiler	0.28.0-bin-20200928-09eaed7-NIGHTLY		5d4e1da6ce1a1dc983f7235d5b0c4f27cfe98fb3
ch.epfl.lamp	scala-compiler	0.28.0-bin-20200930-c40ef6e-NIGHTLY		653af5e2c3a547e0255e0d0a8dd8535f6444d049
ch.epfl.lamp	scala-compiler	0.28.0-bin-20201001-119e1de-NIGHTLY		b149ab4793aa94483e9fc0d52d036411e42c7b36
ch.epfl.lamp	scala-compiler	0.28.0-bin-20201003-7f46c25-NIGHTLY		26144f912fb956f4c9e0c8c853b534253cbe79a9
ch.epfl.lamp	scala-compiler	0.28.0-bin-20201005-f0bbd95-NIGHTLY		5b6e56c7a2602b300d0b41d94a08a3d7afdb9868
ch.epfl.lamp	scala-compiler	0.28.0-bin-20201006-99548bd-NIGHTLY		3aa88bcb17259a9175dedaaa4b0bcc3880cbdf4b
ch.epfl.lamp	scala-compiler	0.28.0-bin-20201007-17f7558-NIGHTLY		6add2bb8e3145e4150a351fd69ded39e8d3a22ab
ch.epfl.lamp	scala-compiler	0.28.0-bin-20201008-64315b7-NIGHTLY		83395a97c6f6d9a477108194079bb5a7180e10d4
ch.epfl.lamp	scala-compiler	0.28.0-bin-20201009-b22331e-NIGHTLY		5e21583f107a825d502da4cc2434de62917dcd4f
ch.epfl.lamp	scala-compiler	0.28.0-bin-20201013-68a7c03-NIGHTLY		2656639ad7692226643458aa5469776432cef3b1
ch.epfl.lamp	scala-compiler	0.28.0-bin-20201014-ca67e4d-NIGHTLY		0079c91d5a7607ba695072c2294180acdca037a1
ch.epfl.lamp	scala-compiler	0.3.0-RC1		583793cf2081253c91844ba28154c9ffcf106a27
ch.epfl.lamp	scala-compiler	0.3.0-RC1-bin-20170821-9ee1734-NIGHTLY		7250fbf2b06456ccc4087b9bd83378d56610e181
ch.epfl.lamp	scala-compiler	0.3.0-RC2		6aaea89c4ecfb1fe59bad2e90658fd70ad1d1a54
ch.epfl.lamp	scala-compiler	0.3.0-bin-20170711-5e8a387-NIGHTLY		d2f10a48db6b2a484bb956c43d731479ab6ab588
ch.epfl.lamp	scala-compiler	0.3.0-bin-20170712-5e05d3f-NIGHTLY		7ed0da1ffef0780331a79acdab91a85935c267b7
ch.epfl.lamp	scala-compiler	0.3.0-bin-20170713-5ba8ea3-NIGHTLY		35e8774e05dacddb5a2a5fca6c9dea907bf9bf2b
ch.epfl.lamp	scala-compiler	0.3.0-bin-20170715-0734ce9-NIGHTLY		c96843f179de63326a7849dfc0b1ead0ac242879
ch.epfl.lamp	scala-compiler	0.3.0-bin-20170716-76df105-NIGHTLY		44cb27e52302638ee768eb90b0d981fd205bea67
ch.epfl.lamp	scala-compiler	0.3.0-bin-20170717-26a697b-NIGHTLY		756e6df5aa986354b3058c8ff1341c00eda0dea7
ch.epfl.lamp	scala-compiler	0.3.0-bin-20170718-d121ad5-NIGHTLY		cb853ad3d36a56692ad2818477e3cd4ed9137680
ch.epfl.lamp	scala-compiler	0.3.0-bin-20170719-9b99107-NIGHTLY		29450fd90aadb19d91b522b1083496abe8123c00
ch.epfl.lamp	scala-compiler	0.3.0-bin-20170720-4f60767-NIGHTLY		36dbc1bd7bb61ed450c7389289cb8afee230090f
ch.epfl.lamp	scala-compiler	0.3.0-bin-20170721-d7faafa-NIGHTLY		01ed8b15a0c68624862811dd8d2674e5e48cb39d
ch.epfl.lamp	scala-compiler	0.3.0-bin-20170724-4ecb1f7-NIGHTLY		293dfba3ea52a6e7e7e635931aaacea6ec688e57
ch.epfl.lamp	scala-compiler	0.3.0-bin-20170725-b7cafd8-NIGHTLY		4db28724a14d5ae416877dc84b1224c553eba34d
ch.epfl.lamp	scala-compiler	0.3.0-bin-20170726-9fd4d31-NIGHTLY		5959d898144067da290c22eef1b2a6a8beb9a959
ch.epfl.lamp	scala-compiler	0.3.0-bin-20170727-3d9080c-NIGHTLY		88102758cf3c00b8781ba8c9b450da553861993d
ch.epfl.lamp	scala-compiler	0.3.0-bin-20170729-df4b3dd-NIGHTLY		6017e12dab5ce0e33076a6f2474925d91b6c77cb
ch.epfl.lamp	scala-compiler	0.3.0-bin-20170731-d916343-NIGHTLY		51c967b2a38ad44d6c54540ff37f5d77238f6d24
ch.epfl.lamp	scala-compiler	0.3.0-bin-20170802-4dc27d2-NIGHTLY		d2ee8d4b15864401c9865bc37066112418dbb60b
ch.epfl.lamp	scala-compiler	0.3.0-bin-20170803-8a0b2ad-NIGHTLY		02f47fc31e2dca2951deb80a14379eff72b65eb4
ch.epfl.lamp	scala-compiler	0.3.0-bin-20170804-f0f2818-NIGHTLY		87fc5572e38eb62db4e54f7f1ff61b074837a724
ch.epfl.lamp	scala-compiler	0.3.0-bin-20170805-972f6d5-NIGHTLY		32c1934792fb998f64945bff51654c0e04a436b4
ch.epfl.lamp	scala-compiler	0.3.0-bin-20170808-a662424-NIGHTLY		188f8e2b82c6eb168b217240ce19ca387045ffc6
ch.epfl.lamp	scala-compiler	0.3.0-bin-20170809-95efbb1-NIGHTLY		f2ee6f23bbaed20a51c3db05e472ab6d64188c8d
ch.epfl.lamp	scala-compiler	0.3.0-bin-20170810-4ef7950-NIGHTLY		78c96e9c086774c12306e60dd60c7aa49dc94b33
ch.epfl.lamp	scala-compiler	0.3.0-bin-20170815-8b8baba-NIGHTLY		517f793b5203df462175271a84696a1400c5fc81
ch.epfl.lamp	scala-compiler	0.3.0-bin-20170817-fed2dc2-NIGHTLY		0f4c9225665fad4204d69215f4b08de1f4c7fbd7
ch.epfl.lamp	scala-compiler	0.3.0-bin-20170818-9f5711f-NIGHTLY		6b521612e64419be0fe87e68da32e22f98fd6690
ch.epfl.lamp	scala-compiler	0.4.0-RC1		c80a4e1c31c71590ddfed9ff5a27396955be7336
ch.epfl.lamp	scala-compiler	0.4.0-bin-20170823-bb2f409-NIGHTLY		2f3d3d01af0765d7771d47a2c1b48ecf369af3a1
ch.epfl.lamp	scala-compiler	0.4.0-bin-20170823-d70b8f4-NIGHTLY		e509575a1b772674ec0fbf6fbec6cd3618e03a63
ch.epfl.lamp	scala-compiler	0.4.0-bin-20170824-4366453-NIGHTLY		58647c27eec35d129db6836e123b73d745128560
ch.epfl.lamp	scala-compiler	0.4.0-bin-20170825-f89e618-NIGHTLY		cbada2a8c2d9810a7fc4fd30a064cd55ebdc657c
ch.epfl.lamp	scala-compiler	0.4.0-bin-20170828-8429b7b-NIGHTLY		84b6da11c6a230dbdbb8f84e3b6164aef4668364
ch.epfl.lamp	scala-compiler	0.4.0-bin-20170831-8ca8cd9-NIGHTLY		2cda84142abf0f4bbf049702d328b79706830c83
ch.epfl.lamp	scala-compiler	0.4.0-bin-20170904-8f15b2a-NIGHTLY		a89e0a6f616e54ebd4f98b9865f26f5c95f201a1
ch.epfl.lamp	scala-compiler	0.4.0-bin-20170905-52cd082-NIGHTLY		c316d5892eb0a9006dfc364a0ef3c392bbcc03b7
ch.epfl.lamp	scala-compiler	0.4.0-bin-20170907-129cd1e-NIGHTLY		400047b67403b25a303c4e4ac430eed7634bbccd
ch.epfl.lamp	scala-compiler	0.4.0-bin-20170908-a60b9cd-NIGHTLY		f3c5fc8b18d4fd23c17d5f14629b738a73607df2
ch.epfl.lamp	scala-compiler	0.4.0-bin-20170910-a3aa6e0-NIGHTLY		447520ca7063138878fd30549bb2ae91d286683d
ch.epfl.lamp	scala-compiler	0.4.0-bin-20170911-b300826-NIGHTLY		912431f96b6450bff8f0b81bb6f9b0cacc064467
ch.epfl.lamp	scala-compiler	0.4.0-bin-20170912-2516575-NIGHTLY		ed1d6d08d037c97c6d5cc3b051819ca30b8b313a
ch.epfl.lamp	scala-compiler	0.4.0-bin-20170913-68907a5-NIGHTLY		b62c9b05d7cdd3115ea8d6684fc6e2227b73fced
ch.epfl.lamp	scala-compiler	0.4.0-bin-20170914-58ca93d-NIGHTLY		5494f4286b2ddf5b426484cdd663905c8414ef50
ch.epfl.lamp	scala-compiler	0.4.0-bin-20170915-d46d7a3-NIGHTLY		b3c462f27c92678bbeaa0e0b1c3557a91198af61
ch.epfl.lamp	scala-compiler	0.4.0-bin-20170916-657385b-NIGHTLY		32f24e8f47c9f54f11fbf93880f33d66c4226ff6
ch.epfl.lamp	scala-compiler	0.4.0-bin-20170917-74c835d-NIGHTLY		6f47bca2a481f8e2576b4258a49dd21e0c05d840
ch.epfl.lamp	scala-compiler	0.4.0-bin-20170919-660fab6-NIGHTLY		7e56a48fc9ae128a8834e0a5dab16d70dcdd2fbe
ch.epfl.lamp	scala-compiler	0.4.0-bin-20170920-0ddf48e-NIGHTLY		fbdc1fe34e87cfb62cdd84bf2185bc6444d0537f
ch.epfl.lamp	scala-compiler	0.4.0-bin-20170921-0c673e7-NIGHTLY		12a7374ad5b611e92f09bc79ed176120bac918ed
ch.epfl.lamp	scala-compiler	0.4.0-bin-20170922-3ef4f9b-NIGHTLY		f03731114bc09d55069136f81ab4bdb36d784884
ch.epfl.lamp	scala-compiler	0.4.0-bin-20170925-d365291-NIGHTLY		445e24cb36ea69f80809092eeab980bd3b2162fc
ch.epfl.lamp	scala-compiler	0.4.0-bin-20170926-2b9d346-NIGHTLY		217f04841bce0d545461f0c0b7cba4bee9f36b11
ch.epfl.lamp	scala-compiler	0.4.0-bin-20170927-1f5343c-NIGHTLY		9ae641a9b21b3f73a62a41a860b4c279172666a3
ch.epfl.lamp	scala-compiler	0.4.0-bin-20170928-7bf86d2-NIGHTLY		a84dbe41c2df8d1928636bd51590bc8274c88a39
ch.epfl.lamp	scala-compiler	0.4.0-bin-20170929-58b5203-NIGHTLY		12ac130c3f2123f03784ea44df8a05a3083e3d0c
ch.epfl.lamp	scala-compiler	0.4.0-bin-20170930-be01457-NIGHTLY		900d553d5d06c0933db6d1889b57baeeccb12f2e
ch.epfl.lamp	scala-compiler	0.4.0-bin-20171001-1dda6e1-NIGHTLY		710d3da8d1f77ec8726d3a50edd14d6dbcf9cbc7
ch.epfl.lamp	scala-compiler	0.4.0-bin-20171003-432ceac-NIGHTLY		3b7b4b377432d4bbd964ed14b1a688b50b36e61b
ch.epfl.lamp	scala-compiler	0.4.0-bin-20171005-4aa13b0-NIGHTLY		285ec320777a42ab514e5fd572d54ace1ee5d98a
ch.epfl.lamp	scala-compiler	0.4.0-bin-20171005-af528a1-NIGHTLY		08137ebecb7e4f90017c4cb5e76179f8039da624
ch.epfl.lamp	scala-compiler	0.4.0-bin-20171006-ed22c31-NIGHTLY		7518b6d13e3c90adb3faf69f7d27b7218dbd3e94
ch.epfl.lamp	scala-compiler	0.4.0-bin-20171007-d52f98c-NIGHTLY		b64ae0e4a1649ab7f603894caea4f24f2dd1e2ac
ch.epfl.lamp	scala-compiler	0.4.0-bin-20171008-badc855-NIGHTLY		f7f30c0d933be97acace96d5460058d5734d2f6c
ch.epfl.lamp	scala-compiler	0.4.0-bin-20171009-953a385-NIGHTLY		70c8c40a80ad79c528e8e07c5671e052ce12bc18
ch.epfl.lamp	scala-compiler	0.4.0-bin-20171013-a886cd4-NIGHTLY		3a7bc08ba50ef42b781ef382f673de9b3ae7f45e
ch.epfl.lamp	scala-compiler	0.5.0-RC1		57d2bc704e02630d15f80498ceb6a531a1de021a
ch.epfl.lamp	scala-compiler	0.5.0-bin-20171016-dd1882b-NIGHTLY		d5f02b57c6cb6ad9ae51f1428b989929910865ed
