at.released.cassettes.plugin.base	at.released.cassettes.plugin.base.gradle.plugin	0.1-alpha01		N/A
dev.zio	zio-aws-ivschat_2.12	5.17.224.2		16f1e0df092ac4b5bf4765010cdd055643564a8b
dev.zio	zio-aws-ivschat_2.12	5.17.224.3		64a396278459ebf875bafb27d883c4ce689b626a
dev.zio	zio-aws-ivschat_2.12	5.17.224.4		364b4cc280798fc20f026907e03ea635031a2ca6
dev.zio	zio-aws-ivschat_2.12	5.17.225.1		ef19fb64c19ab08c6e1dcc841e9a2fbb466cc2bb
dev.zio	zio-aws-ivschat_2.12	5.17.225.2		8cb55ca7f27a360e9e7f612f507384a6e0e7ea54
dev.zio	zio-aws-ivschat_2.12	5.17.233.1		df195cb35f9ac9f71095a42aea72f3e325d359f6
dev.zio	zio-aws-ivschat_2.12	5.17.234.1		d7fcf9ab38131b74211a20040c845cc71061f31a
dev.zio	zio-aws-ivschat_2.12	5.17.239.1		f2d845607f13deab176bc45701a7ed4220ba511e
dev.zio	zio-aws-ivschat_2.12	5.17.239.4		9367f474fc90fb34ece3a7e8a9703617ef8520c7
dev.zio	zio-aws-ivschat_2.12	5.17.252.1		95cbbfa44f353e739cf6d847cb5eb63f89f5d2d6
dev.zio	zio-aws-ivschat_2.12	5.17.257.1		d251c1c689f93dd6298aceb17874aacf1659baf6
dev.zio	zio-aws-ivschat_2.12	5.17.265.1		2d5a36c7151929f6e8dac57aca361cc943fa5bd4
dev.zio	zio-aws-ivschat_2.12	5.17.267.1		c3d6740a6d60f53b0ab840cffe6fd56e976925ec
dev.zio	zio-aws-ivschat_2.12	5.17.267.4		d606f38bce80d11c722bda38a5fcab062fab72ff
dev.zio	zio-aws-ivschat_2.12	5.17.267.6		7b2bc10605f7480e55e7e7ea5ed01a9222a5d54d
dev.zio	zio-aws-ivschat_2.12	5.17.267.7		a8dd4c293de969d1c55e00890c46b18e1a35006a
dev.zio	zio-aws-ivschat_2.12	5.17.269.1		509112c8c9eb5dbaeadb341967a6bb852923d384
dev.zio	zio-aws-ivschat_2.12	5.17.271.1		921ffb53a535888c1c20f837f27737a79b758d09
dev.zio	zio-aws-ivschat_2.12	5.17.280.1		bc263281898d93ac82046c7d04effcb44e219661
dev.zio	zio-aws-ivschat_2.12	5.17.295.1		e0f14dbb677761f182b6092779aee677c67bfef6
dev.zio	zio-aws-ivschat_2.12	5.17.295.10		d386d8d5539f8b1468464865b407534ed3fd67da
dev.zio	zio-aws-ivschat_2.12	5.17.295.11		5bb59c4c4d0728e97c94f5a22f63e417c98c51c2
dev.zio	zio-aws-ivschat_2.12	5.17.295.12		5a10f221a63979b1f31821127e3c3050f8c8eac1
dev.zio	zio-aws-ivschat_2.12	5.17.295.13		76abd49d4fb0d1db61c68af680961fa523ec3d93
dev.zio	zio-aws-ivschat_2.12	5.17.295.14		4aaca7cb58c4d3fa1ba6fa1de9b546087102ef69
dev.zio	zio-aws-ivschat_2.12	5.17.295.15		b8255e09bb196985adf96e9943655cb1c892c83b
dev.zio	zio-aws-ivschat_2.12	5.17.295.16		78f40515e962cf3a10100ace41db0a0491f8a020
dev.zio	zio-aws-ivschat_2.12	5.17.295.17		cede8e202e75e4d65eebcf6a6edc3e9b7326d6cc
dev.zio	zio-aws-ivschat_2.12	5.17.295.18		f4ce3097ec07ef31a2d5bebc1319836f13e90dee
dev.zio	zio-aws-ivschat_2.12	5.17.295.19		179da698bf1357b82b20332cb57e92027dc99047
dev.zio	zio-aws-ivschat_2.12	5.17.295.2		c8d8f61f46241ae33f06089ba34ba470b6ee7aba
dev.zio	zio-aws-ivschat_2.12	5.17.295.20		bfe75614794e933ad9b8431fc3e972e072480a4f
dev.zio	zio-aws-ivschat_2.12	5.17.295.22		77536b5f521bc8fa0caacc745d41b114437e1247
dev.zio	zio-aws-ivschat_2.12	5.17.295.3		991f7ffb3e1b51e61fc00d025712d4607b278efe
dev.zio	zio-aws-ivschat_2.12	5.17.295.4		56ebf2bcac50e2b0ed86f2e0669c8eb55c85b55d
dev.zio	zio-aws-ivschat_2.12	5.17.295.5		3c820c17a2cd13f675d93036c2d98398f3b2e457
dev.zio	zio-aws-ivschat_2.12	5.17.295.6		646c13d7ba3089be123da9bd66155d59219ebde9
dev.zio	zio-aws-ivschat_2.12	5.17.295.8		c8b8e019bbf4c3a6b1da48d87fe87042544a876a
dev.zio	zio-aws-ivschat_2.12	5.17.295.9		af193c40c5c042155623234920dee52048b20bdc
dev.zio	zio-aws-ivschat_2.12	5.19.12.1		623fa1af9b707430e628397b94e732ec60c076d5
dev.zio	zio-aws-ivschat_2.12	5.19.17.1		0ab1f0dbdbaba294ffdd266f602f09f446f6b2cf
dev.zio	zio-aws-ivschat_2.12	5.19.17.2		df74811c2d2c7fecc57041b8d71ded67c4c573d5
dev.zio	zio-aws-ivschat_2.12	5.19.26.1		6df55d6dff0dbfb038d55e51cc36a172ede26cb5
dev.zio	zio-aws-ivschat_2.12	5.19.31.1		0d0fef2d42ebf9b94ddd1a8cd0c0b9020353f2f0
dev.zio	zio-aws-ivschat_2.12	5.19.31.2		f3748a0e36e59cde09dc7a648219db3bb1788147
dev.zio	zio-aws-ivschat_2.12	5.19.31.3		21ffdc9779371994bcb03f5562564f34b6336e4d
dev.zio	zio-aws-ivschat_2.12	5.19.31.4		ab0748c69b98fb09bf78acd0aae4f13f102a49fc
dev.zio	zio-aws-ivschat_2.12	5.19.31.5		75db1119c53520fec53301e4f6e0e085a2c53ceb
dev.zio	zio-aws-ivschat_2.12	5.19.33.1		18688ed6e61b9051cbee03662f481b7ad2acd14e
dev.zio	zio-aws-ivschat_2.12	5.19.33.2		8ecf8ab8f30bc63c88f43444a6cce4fd6750ca74
dev.zio	zio-aws-ivschat_2.12	5.19.7.1		452ee3bfcf79a3e1d1bf2ec20887aae3a29a2cf1
dev.zio	zio-aws-ivschat_2.12	5.19.7.2		7cb9e714bca7cca1daaa4938e191dc3fb390ac29
dev.zio	zio-aws-ivschat_2.12	5.19.7.3		43dc11e38dce046974e8e19c112cac59ee0f26c6
dev.zio	zio-aws-ivschat_2.12	5.19.7.4		d7e9b225ab078516e7d1deee1759adc63ca3d46e
dev.zio	zio-aws-ivschat_2.12	5.19.7.5		df09bd0b239c1d5e879ae5c1d2f6ec7c95bbfab9
dev.zio	zio-aws-ivschat_2.12	5.19.7.6		2b114941380deb2de760a3ac6edc0f122bea5ab0
dev.zio	zio-aws-ivschat_2.12	5.19.8.1		ac7929cb1519697f37e04c31dd20873e2dc55b0c
dev.zio	zio-aws-ivschat_2.12	5.19.8.2		7a443fee6d9a90a65e38c89fe1dfebeeb97857bb
dev.zio	zio-aws-ivschat_2.12	5.19.8.3		f2e0ac62f360dd6b7faab1fc8b343f1226faef0e
dev.zio	zio-aws-ivschat_2.12	5.19.8.4		309d2f5f5906230aaadd08586f394f58399fbe94
dev.zio	zio-aws-ivschat_2.12	5.20.17.1		f5596da66d43a2c1cf4a795a4a04aecaa12096bf
dev.zio	zio-aws-ivschat_2.12	5.20.17.2		d76ab3648458ab31b9320fe3c85d733ba94792ff
dev.zio	zio-aws-ivschat_2.12	5.20.22.1		53e876cf6aa73ee11fd9efd7ac42a4b7abedcc35
dev.zio	zio-aws-ivschat_2.12	5.20.22.2		b8d945949a69d1f259d51bcdb49a8a6a97fd2745
dev.zio	zio-aws-ivschat_2.12	5.20.22.3		efb79e59266c6de0e57900234de72c74045016bb
dev.zio	zio-aws-ivschat_2.12	5.20.32.1		d322574123d7318ac724657def7cbcb5f9f0f406
dev.zio	zio-aws-ivschat_2.12	5.20.32.2		5036db74100b829ca18c9c9f9ac02f9da0b98572
dev.zio	zio-aws-ivschat_2.12	5.20.37.1		77189aa86d4bb4d46eb79bf2a542ceff02285098
dev.zio	zio-aws-ivschat_2.12	5.20.42.1		f515cf658a4148fd2def1174cfadc3f69dda954c
dev.zio	zio-aws-ivschat_2.12	5.20.7.1		0543024ece930383e41f7ea8167864fc6a0e2410
dev.zio	zio-aws-ivschat_2.12	5.20.7.2		dec14f0333e5f8df7c4e7ac086981951995d08e7
dev.zio	zio-aws-ivschat_2.12	5.20.7.3		d7c746bf0935e9b0f1b37e65724eb84dd7f2d4bd
dev.zio	zio-aws-ivschat_2.12	6.20.103.1		c4005d803786cec6b69cdbe213180456a0f5bd75
dev.zio	zio-aws-ivschat_2.12	6.20.103.2		c3c151a33a703e426d9064863c69f99ecb076e39
dev.zio	zio-aws-ivschat_2.12	6.20.115.1		25395da5c1193d2505a4ebfda40cea0a75d9ef6f
dev.zio	zio-aws-ivschat_2.12	6.20.115.2		68b92773d871395b87339ff51e75ec7a2e73459d
dev.zio	zio-aws-ivschat_2.12	6.20.120.1		c68bdaa48c3f4899bfae9844db8e7d89fbc6947e
dev.zio	zio-aws-ivschat_2.12	6.20.149.1		a6cb8c04fcfae25e2b01ff73d95c29e0fbbc16c6
dev.zio	zio-aws-ivschat_2.12	6.20.149.2		73305b14bf66802a25f2d14ecb25bf8f7400e8d7
dev.zio	zio-aws-ivschat_2.12	6.20.162.1		d244f5977feee840bfe29f4ed136fdf1c13cebaa
dev.zio	zio-aws-ivschat_2.12	6.20.162.2		c4548bfba379d05af9e4da1d0112287b84e9fd5e
dev.zio	zio-aws-ivschat_2.12	6.20.42.1		a1cf577af0379d5555887d441b52fe98537dea5d
dev.zio	zio-aws-ivschat_2.12	6.20.42.2		0b640400072b42328fb43518246c693da99e0dd3
dev.zio	zio-aws-ivschat_2.12	6.20.47.1		a96812ff9347dff3ab8af1c0a2419e64dbe88da9
dev.zio	zio-aws-ivschat_2.12	6.20.56.2		ea1636f6cf618459da3cf8426ed8d89366346ccd
dev.zio	zio-aws-ivschat_2.12	6.20.58.1		9c3a736828611d5b6e0c0879fd0c8f654684fb83
dev.zio	zio-aws-ivschat_2.12	6.20.58.2		251f5084f3ac0dbda1cfb61bce9b62276f097810
dev.zio	zio-aws-ivschat_2.12	6.20.58.3		9ab49dd2b0cda272c82eab77c7271ad1e1ebc4e2
dev.zio	zio-aws-ivschat_2.12	6.20.61.1		5df85a3eb341b4531c879edcfb8cdfc159099338
dev.zio	zio-aws-ivschat_2.12	6.20.69.1		703b98cb268cbc0263def58edc19273c9a4cddc2
dev.zio	zio-aws-ivschat_2.12	6.20.69.2		37f29afc04406c8d2f98a0aa1a65c3288c75301f
dev.zio	zio-aws-ivschat_2.12	6.20.74.1		2608ac87f544275504fb6fee2291011842ad0c0d
dev.zio	zio-aws-ivschat_2.12	6.20.74.2		0d5192f8d1c106b859a4bb20c4c616d1261d8553
dev.zio	zio-aws-ivschat_2.12	6.20.78.1		fd00e5895087c23131b33bb1ed5888b34bfd41b6
dev.zio	zio-aws-ivschat_2.12	6.20.78.2		aa86c605175dd090fa0b15b56dde05fd8251b6c4
dev.zio	zio-aws-ivschat_2.12	6.20.78.3		043e33cc6f8e2f60d5a456e65e2ec88ce34cdff0
dev.zio	zio-aws-ivschat_2.12	6.20.83.1		7060158b1035dbc3cb97ee7038f1fb65f157c274
dev.zio	zio-aws-ivschat_2.12	6.20.83.2		dee6b1ad4bb84b8736aa820dd208c7157a380eee
dev.zio	zio-aws-ivschat_2.12	6.20.97.2		71ac1650614e47d481fb157b608866bf43e90391
dev.zio	zio-aws-ivschat_2.12	7.21.15.1		c1be8560a90663975343740543df9e45d4e052e4
dev.zio	zio-aws-ivschat_2.12	7.21.15.10		3b566bc670e428f6395dbb9d990d6729fd8bf027
dev.zio	zio-aws-ivschat_2.12	7.21.15.11		0998acb01e625f9f7469e4e1e5b0b6342aa3c931
dev.zio	zio-aws-ivschat_2.12	7.21.15.12		42f49809f644697973ad338c9855a12df43f4899
dev.zio	zio-aws-ivschat_2.12	7.21.15.13		8cbd5fa6085f38836b3a5a884dc8303eccfa6080
dev.zio	zio-aws-ivschat_2.12	7.21.15.15		182254b354c0bcfb741340e9fb73219bcfc7756e
dev.zio	zio-aws-ivschat_2.12	7.21.15.2		f8cad32bea945ee1b60efb7452ee6546d9d7afe8
dev.zio	zio-aws-ivschat_2.12	7.21.15.3		89b3e32e735e5976fe89c94fe12f8693b88cc9ee
dev.zio	zio-aws-ivschat_2.12	7.21.15.4		3a3efc7766e60fe95432b82db3634105fe8a5ff9
dev.zio	zio-aws-ivschat_2.12	7.21.15.5		ee1650f43f8f87f1461c61ebbf752a80a2bbe34b
dev.zio	zio-aws-ivschat_2.12	7.21.15.7		6cecea82356db8363d91cbd92572239fd7b87101
dev.zio	zio-aws-ivschat_2.12	7.21.15.8		6ed6123e6bcf33c1b8165be4e706e9040055ff94
dev.zio	zio-aws-ivschat_2.12	7.21.15.9		31e31ba9b4fecc50c2265f3da3b0087da52d285a
dev.zio	zio-aws-ivschat_2.12	7.28.24.2		1cb60d9ce220d9ad4e0b0843b7c980050b2892d6
dev.zio	zio-aws-ivschat_2.12	7.28.26.1		8f084ff4ce2dc3a79fe908669987422a08f328f0
dev.zio	zio-aws-ivschat_2.12	7.28.29.1		b0611b81cded7fbb7db25eee19f7f040f020e1cd
dev.zio	zio-aws-ivschat_2.12	7.28.29.10		67176184b891bed75beba01060c53c551da6789f
dev.zio	zio-aws-ivschat_2.12	7.28.29.11		7bc459fce9e30e0f03fffd4c9db7c6b6db9ebab7
dev.zio	zio-aws-ivschat_2.12	7.28.29.12		4840f04f16adce1ff4ac0c90a6c8192ac1b24855
dev.zio	zio-aws-ivschat_2.12	7.28.29.13		4b3e41aa9c4dd6d785c0502096b1b170e9fc9270
dev.zio	zio-aws-ivschat_2.12	7.28.29.14		f7286ed509b6ca5379ff3f712c1851e33b6a4ff4
dev.zio	zio-aws-ivschat_2.12	7.28.29.15		bf113a2ea9756b3512d2f31866bcf54c655c3edb
dev.zio	zio-aws-ivschat_2.12	7.28.29.16		55a14ff89fc9296a21219b24dd444d2d36bd16c5
dev.zio	zio-aws-ivschat_2.12	7.28.29.17		ca3e70f90f29e0dd15b5bfc9f4895c764916741b
dev.zio	zio-aws-ivschat_2.12	7.28.29.18		ebd889809d7f22cb14e68caad01d739497d9ad89
dev.zio	zio-aws-ivschat_2.12	7.28.29.19		a36fed1dea5d72ea741d40912086a8a83a6ac74c
dev.zio	zio-aws-ivschat_2.12	7.28.29.2		121ae586ac2c03811c84eed3991d000638b662d6
dev.zio	zio-aws-ivschat_2.12	7.28.29.3		abfce583743934b4207e0119f17e1167820c111d
dev.zio	zio-aws-ivschat_2.12	7.28.29.4		7ab61256abb9e63cf47a49227f311b7967bc5d81
dev.zio	zio-aws-ivschat_2.12	7.28.29.5		e0e7a86c7de810880800ac5306100d5ef43a069b
dev.zio	zio-aws-ivschat_2.12	7.28.29.6		9f6af693597086fa4de55939bbc5e1f2ababadbf
dev.zio	zio-aws-ivschat_2.12	7.28.29.7		02c2254e3d162343471aa13cb5d2bc535e018b80
dev.zio	zio-aws-ivschat_2.12	7.28.29.8		156142976cf495bb990f3631a494225ee215c578
dev.zio	zio-aws-ivschat_2.12	7.28.29.9		368ba739b8f50164c83ddb5c2ce67c08cad6f09d
dev.zio	zio-aws-ivschat_2.12	7.30.15.1		e3b3d01afff64fd33576ed5401a3e63623af1d27
dev.zio	zio-aws-ivschat_2.12	7.30.15.2		bd4cb3966f345e62fa5b79da6e42d47d9fe7114e
dev.zio	zio-aws-ivschat_2.12	7.30.16.1		ddbcbdef5935941f1c9f0e32d17a6ac296be3d9c
dev.zio	zio-aws-ivschat_2.12	7.30.16.2		5c427209f0016e03dabcc52677f048aafe13702e
dev.zio	zio-aws-ivschat_2.12	7.30.16.3		464ad047104df2347416e84e5892e9f4678f15ec
dev.zio	zio-aws-ivschat_2.12	7.30.16.4		bf703368ffb9831d262dd0d3c3d131595c5c492a
dev.zio	zio-aws-ivschat_2.12	7.30.20.1		9389e1898a8056a950319f2ed9bb63ab59e5a8ec
dev.zio	zio-aws-ivschat_2.12	7.30.22.1		c41b9578a4e2e6ae133739120cb7bb9d1a524458
dev.zio	zio-aws-ivschat_2.12	7.30.22.2		4f18f1d49e96b9366fbba10c1045c1bebc418630
dev.zio	zio-aws-ivschat_2.12	7.30.23.1		e252951128cd2f16e1ce645e286ef184b33ebf7f
dev.zio	zio-aws-ivschat_2.12	7.30.24.1		9a4e1a105726aad77afce960d649da408a2011dc
dev.zio	zio-aws-ivschat_2.12	7.30.24.2		9cf17c986f2097fa89977e29e7940c5dbf6c73b2
dev.zio	zio-aws-ivschat_2.12	7.30.25.1		6974eb5a5c4aacdc6278cc3de23d57f1777e00f3
dev.zio	zio-aws-ivschat_2.12	7.30.26.1		6f331afb13a0ac5a81195ab3955e449aa97f843b
dev.zio	zio-aws-ivschat_2.12	7.30.27.1		3bab7edb146276f413a0926f70eeb2f74c06c2bb
dev.zio	zio-aws-ivschat_2.12	7.30.27.2		f79d8aa7cbbb519c7a837eb4a72c1b7fe7aa6216
dev.zio	zio-aws-ivschat_2.12	7.30.29.1		395122e29503889738d3c25739e1c9d1d17f8d82
dev.zio	zio-aws-ivschat_2.12	7.30.30.1		e6e40768963c0c1aac6f835d4a15acec1f18d1a8
dev.zio	zio-aws-ivschat_2.12	7.30.31.1		a1a9f387a9cac4de5ae0d15c1ea066a002289a57
dev.zio	zio-aws-ivschat_2.12	7.30.31.2		c069169faba6c6474f10232b8de9b75ea4963266
dev.zio	zio-aws-ivschat_2.12	7.30.32.1		b3f602fcf0bf4716a6d1e69818aec9e8719d3e40
dev.zio	zio-aws-ivschat_2.12	7.30.33.1		d0259bebf4d6f8c93feb9afb8a63bbfed769703e
dev.zio	zio-aws-ivschat_2.12	7.30.34.1		c7ec1edc375df8ec2ccfa76ee1fc488c765487f0
dev.zio	zio-aws-ivschat_2.12	7.30.34.2		70490bea80a83be7899c4f677c6809e90a606d9c
dev.zio	zio-aws-ivschat_2.12	7.30.35.1		897505e759a9f9f93c43f4c8b4c2b0dc091e421b
dev.zio	zio-aws-ivschat_2.12	7.30.36.1		876f3e7d5081c0f38349396743e71e88468d1403
dev.zio	zio-aws-ivschat_2.12	7.30.37.1		139316301e3b4aa6c3a9180c3fc023e8803256c1
dev.zio	zio-aws-ivschat_2.12	7.30.38.1		d669ef8e604a5d6292495f2c41e1197ee9b00e19
dev.zio	zio-aws-ivschat_2.12	7.30.38.2		e07f390cabe9b95770704aa05a679615882520c2
dev.zio	zio-aws-ivschat_2.12	7.31.0.1		35d429359cd15e40f22628d795d9e3494d1ac2e6
dev.zio	zio-aws-ivschat_2.12	7.31.1.1		5bbe18a6b327f0d017af485a59b4e348ba40e3d5
dev.zio	zio-aws-ivschat_2.12	7.31.1.3		46a071c15812fca3dc57dd167339eb8d0da8d71e
dev.zio	zio-aws-ivschat_2.12	7.31.1.4		2ce4135d480b6671484c8d3cdab82d2c8bbf60e4
dev.zio	zio-aws-ivschat_2.12	7.31.1.5		61d5ba6c86622ec19edede6e85363519568a2b07
dev.zio	zio-aws-ivschat_2.12	7.31.10.1		7826d0365f995bfb574d353e0c4e106748b0270d
dev.zio	zio-aws-ivschat_2.12	7.31.11.1		d46f700db759260e21f35873d2d1eeb3ec66c1b4
dev.zio	zio-aws-ivschat_2.12	7.31.13.1		612bcef6022db56b77f33d7a40037c2c7ad53179
dev.zio	zio-aws-ivschat_2.12	7.31.14.1		f1bd0e114720b8492a9dbab80f917084a347cb99
dev.zio	zio-aws-ivschat_2.12	7.31.15.1		2da678a436e47ec77073a89c10c1298fd75ece6e
dev.zio	zio-aws-ivschat_2.12	7.31.16.1		ecd4f29f07cc4aacd59b60f01349b787595f050f
dev.zio	zio-aws-ivschat_2.12	7.31.16.2		29f619f3d46256b20a13ee27022e718c6e535d40
dev.zio	zio-aws-ivschat_2.12	7.31.17.1		3dfb4c40facbb52270ab3bc877ddd24b5f5b4ffa
dev.zio	zio-aws-ivschat_2.12	7.31.18.1		7ee431472cec8fb309022f074279b62199259fea
dev.zio	zio-aws-ivschat_2.12	7.31.19.1		636edc288deda6eebdbd1589052ccc5f69536e27
dev.zio	zio-aws-ivschat_2.12	7.31.2.1		dabfde3e55f8446ede36b8430064f5a25e50b6d2
dev.zio	zio-aws-ivschat_2.12	7.31.20.1		735867e30e24a1fcf3a4fd825d98461389d96292
dev.zio	zio-aws-ivschat_2.12	7.31.21.1		9d7bd5f61ad08afb44ff9655c9fd4dcddb4dc169
dev.zio	zio-aws-ivschat_2.12	7.31.22.1		a662cd39d17e465441cb230b54ccb06448f81777
dev.zio	zio-aws-ivschat_2.12	7.31.22.2		7ce92e30cd17b56fa56c31b8161d831d89ccf1f6
dev.zio	zio-aws-ivschat_2.12	7.31.24.1		a0d473121176286a724b6ea2517d1d3a762942d1
dev.zio	zio-aws-ivschat_2.12	7.31.25.1		28bccb658e8bd92fd3aed024d5307c7c347eec14
dev.zio	zio-aws-ivschat_2.12	7.31.26.1		a1920cf38a0d53beb601e3d9a884366fe8ba37f4
dev.zio	zio-aws-ivschat_2.12	7.31.26.2		93ab9362b3ab5f0e7f05c88378710210fbcb2089
dev.zio	zio-aws-ivschat_2.12	7.31.27.1		12c68bc552a677606c8e0e242f73bc07aca0746e
dev.zio	zio-aws-ivschat_2.12	7.31.28.1		f9587fb9c68972fb2447f69293207f65bfcf8228
dev.zio	zio-aws-ivschat_2.12	7.31.3.1		49fc6e92377e2eaf5fd96966cd3c19fecfa14356
dev.zio	zio-aws-ivschat_2.12	7.31.30.1		37fd028888c79851146fff3ee4bea53d00267208
dev.zio	zio-aws-ivschat_2.12	7.31.4.1		57181806cf605e08526423097e630ed65dc0a7e9
dev.zio	zio-aws-ivschat_2.12	7.31.6.1		d50ba4f5ac8d21ddf849a109bc8369c05205454f
dev.zio	zio-aws-ivschat_2.12	7.31.6.2		8a0f030ec139df9fe60bfb6a0fa8a272e76ddc6c
dev.zio	zio-aws-ivschat_2.12	7.31.6.3		3836d0306769d563a31d106dc1796c930b6f6fc7
dev.zio	zio-aws-ivschat_2.12	7.31.7.1		787ae138ecc7c6857618a58a33705531b5551383
dev.zio	zio-aws-ivschat_2.12	7.31.8.1		830aba8576853a7942a7b43ae61dcff00ac9745a
dev.zio	zio-aws-ivschat_2.12	7.31.9.1		7978cd05b98781f1ae1cab4db72931f3a95f25de
dev.zio	zio-metrics-connectors_2.12	2.0.0		9015ed5274239fd6cb2d62516a261545aa1e4676
dev.zio	zio-metrics-connectors_2.12	2.0.0-RC6		ac4b48650321561debc3a3662b5097a2d5277a8b
dev.zio	zio-metrics-connectors_2.12	2.0.1		7ae96f2feccd589c4ac33d268e30f29b467222b3
dev.zio	zio-metrics-connectors_2.12	2.0.2		a43bfb7f8c13c801447bbaf125898c2826961622
dev.zio	zio-metrics-connectors_2.12	2.0.3		98ddfc1a17d078ec5045b48d6187f6ed151ddeae
dev.zio	zio-metrics-connectors_2.12	2.0.4		ba3ae73b3ba3ff9217ff3f2b863a987327a9e35a
dev.zio	zio-metrics-connectors_2.12	2.0.5		cadc3af8d37b29087a429887e810be599a40c24f
dev.zio	zio-metrics-connectors_2.12	2.0.6		bf85f6d0caf97c7b454129520b2ab2708b2c3c27
dev.zio	zio-metrics-connectors_2.12	2.0.7		b45ff0589fb351f2f502c0346e0cf71b66bc7d8e
dev.zio	zio-metrics-connectors_2.12	2.0.8		62f5f5cda3ab5647a2d368e0856e067be663ac38
dev.zio	zio-metrics-connectors_2.12	2.1.0		ac582929f373ae92792e887103eb69d677133207
dev.zio	zio-metrics-connectors_2.12	2.2.0		87491696e287790d141e2fc8f95b8c7ec2f82783
dev.zio	zio-metrics-connectors_2.12	2.2.1		e68b541570673a0f4a13a7b46508d95366e37e09
dev.zio	zio-metrics-connectors_2.12	2.3.0		6373fc0ee63a127bdfb0c34e107331c499eda754
dev.zio	zio-metrics-connectors_2.12	2.3.1		b4dfe95e210fdc24f02b0dfd87b7db8211f4bf5d
fr.velossity.osgi	NativeAdapter	1.0.10		927615c2b6f8b1f3cff045664684d700a9d238c7
fr.velossity.osgi	NativeAdapter	1.0.11		78497221a0cca7fe7fa8b2c672c6e1d105e3d66a
fr.velossity.osgi	NativeAdapter	1.0.12		ed14578c6f14311eb327e044e93d2a302d8e6bca
fr.velossity.osgi	NativeAdapter	1.0.14		17c397b47b5213953ab3a17bcb81a4921119235d
io.arrow-kt	arrow-mtl	0.10.0		e1eca1e77c89cf1d3df96e172e0503aa8b303a28
io.arrow-kt	arrow-mtl	0.10.1		7ee4546ba2bea3446177f013bedb8f8690c9bacf
io.arrow-kt	arrow-mtl	0.10.2		ca387fa1734164b3a4ae732f098ae19ef6e5e710
io.arrow-kt	arrow-mtl	0.10.3		416a0b12153d34059f008245e95cc29edcf06618
io.arrow-kt	arrow-mtl	0.10.4		21cf03aa930882c2dc35d3a6077efb5186f7032e
io.arrow-kt	arrow-mtl	0.10.5		0a65707d00f673b546387e70d419b98a4101c7d2
io.arrow-kt	arrow-mtl	0.11.0		0b2b087a8321f930c33922a8127b6ab7800fde13
io.arrow-kt	arrow-mtl	0.5.5		150613bf4550e4ac84219158ce989c197e8c5dc8
io.arrow-kt	arrow-mtl	0.6.0		04e98af26e5c6cb403bad1717faddf8861f5554e
io.arrow-kt	arrow-mtl	0.6.1		aaecc42783c62c3e750819c8607860b3af8e48c6
io.arrow-kt	arrow-mtl	0.7.0		907d4b03d42dc7cbd31280ef1debb76b72687b19
io.arrow-kt	arrow-mtl	0.7.1		fca08dec4315e88dcc6adf8a4e9bba35b2251e87
io.arrow-kt	arrow-mtl	0.7.2		34702bfb03023398f12ec762c13e4adb7ecdea31
io.arrow-kt	arrow-mtl	0.7.3		6c466ef3deb7449fd58f141911a5aa223a88aebe
io.arrow-kt	arrow-mtl	0.8.0		b22b2e0ce656b9f4f8ad03c46f21743ca987ca26
io.arrow-kt	arrow-mtl	0.8.1		c33bef49e74877704ef13c5722163da16a59f6d4
io.arrow-kt	arrow-mtl	0.8.2		97a10050d3a2ec16d2f00c7f4ed213c7c213688b
io.arrow-kt	arrow-mtl	0.9.0		0ac7422f995705d0380f2081f225755cfb9a0fa4
io.bitbucket.devworldturk	testBuildTurk	1.0		N/A
io.burkard	aws-cdk-scala-lakeformation_2.13	0.1.2		556afc3320eeacc45b30553b6d1cb3a2fe12efa0
io.burkard	aws-cdk-scala-lakeformation_2.13	0.1.3		d1124f6189e1e04c8e89ed7bcdcdd37bdc8fea7a
io.burkard	aws-cdk-scala-lakeformation_2.13	0.1.4		1902dee988d291359d9409dfb09b470bf945cabe
io.burkard	aws-cdk-scala-lakeformation_2.13	0.1.5		25ec0e790614b304b494500a90a7facb6313fb10
io.burkard	aws-cdk-scala-lakeformation_2.13	0.1.6		08a1b3177aeb42d98bd6695486539a95c8503c54
io.burkard	aws-cdk-scala-lakeformation_2.13	0.1.7		f59a71667eac07e5ecbce5d9f3fd3057b602c227
io.burkard	aws-cdk-scala-lakeformation_2.13	0.2.0		0a35d57371fa36725d79d58320b8833a37898a32
io.burkard	aws-cdk-scala-lakeformation_2.13	0.3.0		48349c783c7b45a2e53bf673076746e317ae4fc8
io.burkard	aws-cdk-scala-lakeformation_2.13	0.4.0		3cc2ce720533c562c809d4bdea4c4f25e5e2e263
io.burkard	aws-cdk-scala-lakeformation_2.13	0.4.1		e68f9686ed2b29e3c9e0b3bef0eea88b932d4317
io.burkard	aws-cdk-scala-lakeformation_2.13	0.5.0		0cbd15f4bb8e4c2af5fb5d5beb39d135c66f14e8
io.burkard	aws-cdk-scala-lookoutvision_3	0.1.2		054190a389ec4cb088bbaee446483963c1583c6f
io.burkard	aws-cdk-scala-lookoutvision_3	0.1.3		f0ca07a4dd5a6aeb711df3e49c030ad3b870640a
io.burkard	aws-cdk-scala-lookoutvision_3	0.1.4		5e5ec9a308d4b45d6c7c57ba67810a1971f21ab5
io.burkard	aws-cdk-scala-lookoutvision_3	0.1.5		c9f06a3eb30106b9acde357178494296e20436fb
