cn.rtast.rob	ronebot-uuid-mingwx64	2.9.2		N/A
io.codemodder	codemodder-plugin-pmd	0.70.0		be28adbfe737b9cbd295743391a084065edf122e
io.codemodder	codemodder-plugin-pmd	0.70.1		ce6ab6b95b08e7d38c8722f2d74f2c16546451f0
io.codemodder	codemodder-plugin-pmd	0.70.2		168acbd1052fbf944bb4b577f9c560acf08df318
io.codemodder	codemodder-plugin-pmd	0.70.3		57ebaa9fb2f4e6c14bc97ad4b5fe6674551c267f
io.codemodder	codemodder-plugin-pmd	0.70.4		13502c6cfb7faf4b6e3cd99570c54ce8a5858026
io.codemodder	codemodder-plugin-pmd	0.70.5		a13866a1ee41d15032e699e044f556473a66b8c8
io.codemodder	codemodder-plugin-pmd	0.70.6		b882c71b5a1489be21587dd90516ae899963c084
io.codemodder	codemodder-plugin-pmd	0.71.0		c8baceca244cdd15460d567bf7f0b4baf2252522
io.codemodder	codemodder-plugin-pmd	0.71.1		745e0ccc971fd4acc3397725f0e4945735c50644
io.codemodder	codemodder-plugin-pmd	0.72.0		68dd8dcbf81519f49040070531c9c5f9f4a41219
io.codemodder	codemodder-plugin-pmd	0.72.1		c86e78fc27e03df79fd8945fb262ffde03cc65f2
io.codemodder	codemodder-plugin-pmd	0.72.2		5226620c7cbfa2d6d94eb51c6f2b8659b04fa8ac
io.codemodder	codemodder-plugin-pmd	0.73.1		7c7f2cd1b8146bba1d3225320946a3e4d5cc8387
io.codemodder	codemodder-plugin-pmd	0.73.2		7d9cf0b01396bc9b71f55270f4bc2681bc96db50
io.codemodder	codemodder-plugin-pmd	0.74.1		b99d8921c2417e7f7a7e96bcab8696eef5b223c3
io.codemodder	codemodder-plugin-pmd	0.75.1		77118000f60c9bb3fd234c82bfb692062e4c9fc0
io.codemodder	codemodder-plugin-pmd	0.76.0		e54d54c3cb6fafea5bc87b99c40cac01e6fd033c
io.codemodder	codemodder-plugin-pmd	0.77.0		6652426318ede39e16955df533a4d8761e209b51
io.codemodder	codemodder-plugin-pmd	0.78.0		1a50c5d8d4c94024c9fe74a8d0dae042fc63e17c
io.codemodder	codemodder-plugin-pmd	0.79.0		9e592587ee1375574c82da63008d2eed2fdb74cb
io.codemodder	codemodder-plugin-pmd	0.80.0		d9d59fd057231b080d24fac5320c5dad5775f64b
io.codemodder	codemodder-plugin-pmd	0.81.0		ee859d41e796949e022866fb9cb01b2b605601ba
io.codemodder	codemodder-plugin-pmd	0.82.0		23bd9bd238cf68fb426103b8dd45a279956382b1
io.codemodder	codemodder-plugin-pmd	0.83.0		ce88f8e938428a9fe8a555efaad7d5340b61fb94
io.codemodder	codemodder-plugin-pmd	0.84.0		38056f1e4667702dcc4aee19bda9bc5473edfd61
io.codemodder	codemodder-plugin-pmd	0.84.1		160ea62d2271f2203aa1f903771f93b226ea535f
io.codemodder	codemodder-plugin-pmd	0.84.2		53a37e9eb5661f06e11739f5813700f8105f113b
io.codemodder	codemodder-plugin-pmd	0.85.0		f6f684826e0bd69c73564a6c0c36c3984a9ad467
io.codemodder	codemodder-plugin-pmd	0.86.0		7b816507163a9fa217de6d2009257e1078d9e5a9
io.codemodder	codemodder-plugin-pmd	0.86.1		bd1a9ff5928785acdd1604b2023e5742fa32d6ad
io.codemodder	codemodder-plugin-pmd	0.88.0		6fcb5b43d142ceb3413afc6a4ba42f45ef93fe77
io.codemodder	codemodder-plugin-pmd	0.88.1		0a145ab8a5a949ee0cfa45a634fb4e5693117f94
io.codemodder	codemodder-plugin-pmd	0.89.0		df546464b3f117aec0fd8cf0deef4e83a7248a11
io.codemodder	codemodder-plugin-pmd	0.89.1		a39518b7eff6811541c5fc0a2a8ece02aa3d4545
io.codemodder	codemodder-plugin-pmd	0.89.2		f80ad7ec926e9af01b74de06d337c74691e4cddb
io.codemodder	codemodder-plugin-pmd	0.90.0		07846bff7cfae38f647c42feeb72efbf6344d1df
io.codemodder	codemodder-plugin-pmd	0.90.1		391f0f89c627ae073fde93d3e39e723afa2d39c2
io.codemodder	codemodder-plugin-pmd	0.91.0		2dbde73fe2a81decf1d44add45d04cb91b06c451
io.codemodder	codemodder-plugin-pmd	0.92.0		11813d34922ad6df9ce83009d763294bb914cd3d
io.codemodder	codemodder-plugin-pmd	0.92.1		41b093d5d5ad5a2f6ab7d776112e8e0e23aca25b
io.codemodder	codemodder-plugin-pmd	0.92.2		d3cd6a298d65a12c87a936c3f541e930b7154307
io.codemodder	codemodder-plugin-pmd	0.92.3		69f96a8a0f1343cce9542afb1616e3c5390f4f3f
io.codemodder	codemodder-plugin-pmd	0.93.0		206cc374af2bd9505472b17594641e0c5cca098d
io.codemodder	codemodder-plugin-pmd	0.93.1		f3463fcf3b7d99a17b2a18b2c8a57524705bc05f
io.codemodder	codemodder-plugin-pmd	0.94.0		459cd2c2e8c821ae64d8035bc0d0acd59375efba
io.codemodder	codemodder-plugin-pmd	0.94.1		813dff4545a9ebd3f66b1da96ddbbb39a85cf825
io.codemodder	codemodder-plugin-pmd	0.95.0		e02bb6129ba35b7e16c71e1c4d9e2de0d3de1d9a
io.codemodder	codemodder-plugin-pmd	0.96.0		671d370fc3ca2684a869b2b3646e236102c5db8f
io.codemodder	codemodder-plugin-pmd	0.97.0		7c903bfc8a9d443af668cdfeb2906d7f76b67b2f
io.codemodder	codemodder-plugin-pmd	0.97.1		037491c64510492ae6ab21f7613d016aa13d5e85
io.codemodder	codemodder-plugin-pmd	0.97.2		94c3da361fbfc60af2536afd3b1260645159057b
io.codemodder	codemodder-plugin-pmd	0.97.3		2bc2bf1ca8e7c648554fe9ad797aad2e90fe0a71
io.codemodder	codemodder-plugin-pmd	0.97.4		9ebf3888c74e3d150b07beb2ec12b0bc0a18c594
io.codemodder	codemodder-plugin-pmd	0.97.5		67c089e64b80435d86c07e238c87ed8a44393dc6
io.codemodder	codemodder-plugin-pmd	0.97.6		e2413a241b20d4585b611325580d22c0873d3874
io.codemodder	codemodder-plugin-pmd	0.97.7		6e902379d1090923d4f33b15bef4bfe2067e0ec2
io.codemodder	codemodder-plugin-pmd	0.97.8		6dc95fbd6ee2cb261c5187f47501d9509829b6a7
io.codemodder	codemodder-plugin-pmd	0.97.9		00cd90e219db9784b39a826aae4f51a0b236866c
io.codemodder	codemodder-plugin-pmd	0.98.0		65ce07d69922786667a54df3913d1a02f7b99762
io.codemodder	codemodder-plugin-pmd	0.98.1		ca87d14d4666c5b6d0286e3b1ffc86fea684654b
io.codemodder	codemodder-plugin-pmd	0.98.2		a76394dd47c886cf3f1b235c29b31e3fb92a0784
io.codemodder	codemodder-plugin-pmd	0.98.3		4ef6e080bee37a2be5dfb498549a51ec93c8b5aa
io.codemodder	codemodder-plugin-pmd	0.98.4		d733b566546fe5608b9497b1cecddb064d4d0264
io.codemodder	codemodder-plugin-pmd	0.98.5		e174f1e42383bb59c5061f12bed93a2809c5e21b
io.codemodder	codemodder-plugin-pmd	0.98.6		2e7f5b259a4d49b592823fb8bdd5383c2a1f45ed
io.codemodder	codemodder-plugin-pmd	0.98.7		fbcf2916cb0fd03f86a252853dbbb2868dcc83b8
io.codemodder	codemodder-plugin-pmd	0.98.8		9b8ffd73c3d63fcfaf27c17b479311a6d2e0e4a1
io.codemodder	codemodder-plugin-pmd	0.98.9		dc038f8e72e136bfb8c7ab5afb5ea8e50824026a
io.codemodder	codemodder-plugin-pmd	0.99.0		0d86c3369924417282c625abc1c8ad8ace9818a2
io.codemodder	codemodder-plugin-pmd	v0.72.2		b1e808059e628d6e4c5903c6386e396f0022462f
io.codemodder	codemodder-plugin-pmd	v0.78.0		28343e928a24ffff8983c4a2c52d6dde7189c080
io.codemodder	codemodder-plugin-pmd	v0.87.0		09055d87c29a954f749d5475b0e4295df6082e84
io.codemodder	codemodder-plugin-pmd	v0.91.0		b6510991ed4cafb0b1e79e4046ec5e06d1d5280e
io.confound	confound-system-jndi-provider	0.7.0		c6cd4d4f73a9757a01172d39c9f7398e9ae1e254
io.confound	confound-system-jndi-provider	0.7.1		bdcf1af441ec595c1206851a730536d02dc46afc
io.confound	confound-system-jndi-provider	0.7.2		4ec9d31a361ea04fe4dacbd21e10ae5b557de856
io.confound	confound-system-jndi-provider	0.7.3		76e6341c6dcb84a1896156fa06498f47f9bc7aa8
io.confound	confound-system-jndi-provider	0.7.4		7cd5e09e01c2bb7c75795e7ef8325ae984e80745
io.confound	confound-system-jndi-provider	0.8.0		559c8f06ea3774269baf522b3955a8ca6dbcc494
io.eventuate.local.java	eventuate-client-java-spring-jdbc	0.35.0.RELEASE		fe4f26cbea24fd765de694b670441042779684d1
io.eventuate.local.java	eventuate-client-java-spring-jdbc	0.36.0.RELEASE		27b68aebe0aefffe79fd2376c4e5feb17eedd238
io.eventuate.local.java	eventuate-client-java-spring-jdbc	0.37.0.RELEASE		f3deeb730e0d447d2513397cda39d74af0f2f3a3
io.eventuate.local.java	eventuate-client-java-spring-jdbc	0.38.0.RELEASE		1f48489afd9e1f8febe4d5e3bf4c5916914e9c65
io.eventuate.local.java	eventuate-client-java-spring-jdbc	0.39.0.RELEASE		106545eda90adaf0d6dda0aa5d24c8cf4871887d
io.eventuate.local.java	eventuate-client-java-spring-jdbc	0.40.0.RELEASE		a1c38cd4cd8c4b4b81080503aad9a310fc657699
io.eventuate.local.java	eventuate-client-java-spring-jdbc	0.41.0.RELEASE		fa3d401220bfce1bc3798cd1b08e21713faa3d58
io.eventuate.local.java	eventuate-client-java-spring-jdbc	0.42.0.RELEASE		72a1e8dd3561e0540ed5fad092e062bdd1fdb495
io.eventuate.local.java	eventuate-client-java-spring-jdbc	0.43.0.RELEASE		3cb479b9f275216622fd99df1362175ca7bcc412
io.funktional	pillars-db-doobie_3	0.5.0		c7a99e80dc8f741172c166d0a4282351f6a6c03e
io.funktional	pillars-db-doobie_3	0.5.1		400cb0966680be97e35dd5e588beb052e3686647
io.gitee.hihopeorg	RxAndroidBle.rxohos	1.0.0		N/A
io.github.alexzhirkevich	cupertino-icons-extended-js	0.1.0-alpha01		N/A
io.github.alexzhirkevich	cupertino-icons-extended-js	0.1.0-alpha02		N/A
io.github.alexzhirkevich	cupertino-icons-extended-js	0.1.0-alpha03		N/A
io.github.alexzhirkevich	cupertino-icons-extended-js	0.1.0-alpha04		N/A
io.github.copper-leaf	thistle-android	2.0.0		c93a33b165c0547079299688c32d99b0436ea713
io.github.copper-leaf	thistle-android	2.0.0	all	9e98cef69864ea353c2048614b7c3f5f8bc2f963
io.github.copper-leaf	thistle-android	2.0.1		d22a22b41dc213474884e32abf302a35c62b27c8
io.github.copper-leaf	thistle-android	2.0.1	all	7d547cd27ef1291b007e98c9b4cc839e2546c63b
io.github.copper-leaf	thistle-android	2.0.2		24fef44b66ec6578b12f04767943fafbc1618c91
io.github.copper-leaf	thistle-android	2.0.2	all	b7b6ca27fc98c0430b3c2c6ca37152c22f05f1ed
io.github.copper-leaf	thistle-android	3.1.0		c8fdc18c62eb911c939ff20a4456fa340a50bedf
io.github.copper-leaf	thistle-android	3.1.0	all	5771d431e48e35d4f5759fcb87aa52d786dc3c52
io.github.copper-leaf	thistle-android	4.0.0		8e34acd75749cb3b744de57658488a11315618e7
io.github.copper-leaf	thistle-android	4.0.1		8e34acd75749cb3b744de57658488a11315618e7
io.github.delirius325	jmeter.backendlistener.elasticsearch	2.2.2		6a139624f7f6b02e3fe404d674f9a99181ed9a89
io.github.delirius325	jmeter.backendlistener.elasticsearch	2.2.3		4f8c57721f346d6c4128ff252cdf05e1c1282686
io.github.delirius325	jmeter.backendlistener.elasticsearch	2.2.4		c421e4dc3e93a8045578b5dfcdc34ad3af4a47fe
io.github.delirius325	jmeter.backendlistener.elasticsearch	2.2.5		af37670687602e2418d3ba7e4705d3e0a1cc65bf
io.github.delirius325	jmeter.backendlistener.elasticsearch	2.3.0		79317a3bfce01724decccdd11adf27cdd2d6336d
io.github.delirius325	jmeter.backendlistener.elasticsearch	2.3.1		6bc2532643f314518b53298e6c5d9fcc4f755f2a
io.github.delirius325	jmeter.backendlistener.elasticsearch	2.3.2		a928048c57d7e693688b16ab4110fe8202e0cabf
io.github.delirius325	jmeter.backendlistener.elasticsearch	2.3.3		09e4b0f72892a5393d0142994f011e6ade9c2cca
io.github.delirius325	jmeter.backendlistener.elasticsearch	2.4.0		819ecd03e0fe054a4cff8ecde47938ed11add5e2
io.github.delirius325	jmeter.backendlistener.elasticsearch	2.4.1		5e38229fc2c2e50309e5dd7b3e116346903c047f
io.github.delirius325	jmeter.backendlistener.elasticsearch	2.4.2		859d735b97ce129757a7860cb6e9503103f6caec
io.github.delirius325	jmeter.backendlistener.elasticsearch	2.4.3		319d6eaeb6d07eed6dd2d35f194fd3e04ab30bb3
io.github.delirius325	jmeter.backendlistener.elasticsearch	2.5.0		0f7962703b4c575c039933cad918e553ecb141ee
io.github.delirius325	jmeter.backendlistener.elasticsearch	2.5.1		01727744fc71b9f6f7273bad5eedc6523d63f01e
io.github.delirius325	jmeter.backendlistener.elasticsearch	2.5.2		3dc657ca5824f1b40c8ce0d67b1fb66570903826
io.github.delirius325	jmeter.backendlistener.elasticsearch	2.5.3		24cb66a858dcf40955dd2632ceb4686d0b12f3cc
io.github.delirius325	jmeter.backendlistener.elasticsearch	2.5.4		5599738acb8a0040734a949f38bfe492a1e83366
io.github.delirius325	jmeter.backendlistener.elasticsearch	2.6.0		41b2e22c631ff93dd5d429dbe924d952c4080792
io.github.delirius325	jmeter.backendlistener.elasticsearch	2.6.1		b937726b90523e5ee34d45ce6362cdac8fb2adb1
io.github.delirius325	jmeter.backendlistener.elasticsearch	2.6.7		a6456a03be6f0b215df48e7638b8587e057be6e6
io.github.delirius325	jmeter.backendlistener.elasticsearch	2.6.8		d982ebd45f95e2554323794e55e3da42c8ee79a1
io.github.devngho	kt_kisopenapi-ksp-annotations-tvosx64	0.2.10		N/A
io.github.devngho	kt_kisopenapi-ksp-annotations-tvosx64	0.2.10	metadata	5a34c19489730ba18b212819d00df23c4f7a6336
io.github.devngho	kt_kisopenapi-ksp-annotations-tvosx64	0.2.8		N/A
io.github.devngho	kt_kisopenapi-ksp-annotations-tvosx64	0.2.8	metadata	9de8b8c2af774e909aeb314465828fb8ba2b5c24
io.github.devngho	kt_kisopenapi-ksp-annotations-tvosx64	0.2.9		N/A
io.github.devngho	kt_kisopenapi-ksp-annotations-tvosx64	0.2.9	metadata	c7d739e4bc738fc80c272f1348d43b85b64d67b2
io.github.fuquanming	fqm-spring-boot-starter-lock-zookeeper	1.0.0		b8c6b7bf20346e0efabec962ae74cd1cc71739bc
io.github.fuquanming	fqm-spring-boot-starter-lock-zookeeper	1.0.1		1971e9423e9ae02801e8031b9f7d413012d28ae9
io.github.fuquanming	fqm-spring-boot-starter-lock-zookeeper	1.0.2		c625394905711bdf811fb860447d5da5074e6b37
io.github.fuquanming	fqm-spring-boot-starter-lock-zookeeper	1.0.3		a60717034175aeb907910e1bc130010f4f9e9147
io.github.fuquanming	fqm-spring-boot-starter-lock-zookeeper	1.0.4		20f701fa457c55e847155763cc68bcc4244eac40
io.github.spekka	spekka-context_2.13	0.1.0		fa900b954eea360ce381496d8601ed6d7813cd3b
io.github.spekka	spekka-context_2.13	0.1.0-rc1		4a5e2f5ca88a93b50bddbbc0ab666958810e2257
io.github.spekka	spekka-context_2.13	0.1.0-rc2		947a1e744cadaaea491b6236d0cb9aec815dca50
io.github.spekka	spekka-context_2.13	0.1.1		d01f1a97f9a707eb037a2bb24ff13f7909faf320
io.github.spekka	spekka-context_2.13	0.1.1-RC1		dee3d4c9b2375a846316c0f63573a44c343b563a
io.github.spekka	spekka-context_2.13	0.1.1-RC2		2ebd53699626c0eeb8ecb2ee90cc77f670fb003b
io.github.spekka	spekka-context_2.13	0.1.1-RC3		cb7bb1d8d1d9d1477f60d7d02316e6397630ad7d
io.github.spekka	spekka-context_2.13	0.1.1-RC4		93218b328f60b114d31cd187ae15fb457366cb41
io.github.spekka	spekka-context_2.13	0.1.1-RC5		d8b52b6636f631567a133468c5d96cdca746b58d
io.github.wonderandroid	iaasdk	1.0.0		N/A
io.github.wonderandroid	iaasdk	1.0.0_test		N/A
io.github.wonderandroid	iaasdk	1.0.0_test1		N/A
io.github.wonderandroid	iaasdk	1.0.0_test10		N/A
io.github.wonderandroid	iaasdk	1.0.0_test11		N/A
io.github.wonderandroid	iaasdk	1.0.0_test2		N/A
io.github.wonderandroid	iaasdk	1.0.0_test3		N/A
io.github.wonderandroid	iaasdk	1.0.0_test4		N/A
io.github.wonderandroid	iaasdk	1.0.0_test5		N/A
io.github.wonderandroid	iaasdk	1.0.0_test6		N/A
io.github.wonderandroid	iaasdk	1.0.0_test7		N/A
io.github.wonderandroid	iaasdk	1.0.0_test8		N/A
io.github.wonderandroid	iaasdk	1.0.0_test9		N/A
io.github.wonderandroid	iaasdk	1.0.1		N/A
io.github.wonderandroid	iaasdk	1.0.2		N/A
io.github.wonderandroid	iaasdk	1.0.3		N/A
io.github.wonderandroid	iaasdk	1.0.3.10		N/A
io.github.wonderandroid	iaasdk	1.0.3.11		N/A
io.github.wonderandroid	iaasdk	1.0.3.12		N/A
io.github.wonderandroid	iaasdk	1.0.3.13		N/A
io.github.wonderandroid	iaasdk	1.0.3.14		N/A
io.github.wonderandroid	iaasdk	1.0.3.16		N/A
io.github.wonderandroid	iaasdk	1.0.3.17		N/A
io.github.wonderandroid	iaasdk	1.0.3.18		N/A
io.github.wonderandroid	iaasdk	1.0.3.19		N/A
io.github.wonderandroid	iaasdk	1.0.3.1_test		N/A
io.github.wonderandroid	iaasdk	1.0.3.2		N/A
io.github.wonderandroid	iaasdk	1.0.3.2_test		N/A
io.github.wonderandroid	iaasdk	1.0.3.3_test		N/A
io.github.wonderandroid	iaasdk	1.0.3.3_test1		N/A
io.github.wonderandroid	iaasdk	1.0.3.3_test2		N/A
io.github.wonderandroid	iaasdk	1.0.3.3_test3		N/A
io.github.wonderandroid	iaasdk	1.0.3.3_test4		N/A
io.github.wonderandroid	iaasdk	1.0.3.4		N/A
io.github.wonderandroid	iaasdk	1.0.3.5		N/A
io.github.wonderandroid	iaasdk	1.0.3.6		N/A
io.github.wonderandroid	iaasdk	1.0.3.7		N/A
io.github.wonderandroid	iaasdk	1.0.3.8		N/A
io.github.wonderandroid	iaasdk	1.0.3.9		N/A
io.github.wonderandroid	iaasdk	1.0.3_test		N/A
io.github.wonderandroid	iaasdk	1.0.4		N/A
io.github.wonderandroid	iaasdk	1.0.4.1		N/A
io.gravitee.policy	gravitee-policy-html-json	0.1.0		64a40c448a59477b8d0adf636eb513757f186467
io.gravitee.policy	gravitee-policy-html-json	0.2.0		309f7ddcf768b8110e2a94e969b1607079be4863
io.gravitee.policy	gravitee-policy-html-json	1.0.0		a9f3fd5c9ea75f739e0eea04ce32ee89907649c8
io.gravitee.policy	gravitee-policy-html-json	1.0.1		dae281227b3c6ed1b4d327a9a530f827db454856
io.gravitee.policy	gravitee-policy-html-json	1.1.0		821ea34060d2fc4e8585da1ca592e19343def893
io.gravitee.policy	gravitee-policy-html-json	1.2.0		93fd15d488318c595d2040a6a2aeb9c6ded7d475
io.gravitee.policy	gravitee-policy-html-json	1.3.0		b3d733f724ec3198fb4e7f0723f270a6b9930f3c
io.gravitee.policy	gravitee-policy-html-json	1.4.0		7f506ababe598568f8ff65cf79b8eb96b896780f
io.gravitee.policy	gravitee-policy-html-json	1.5.0		f7074f9d19387c4e38d9159e71d95a79e5bcc854
io.gravitee.policy	gravitee-policy-html-json	1.6.0		b2d3cb97d704de2b9b625f7b64f983264c1552c9
io.gravitee.policy	gravitee-policy-html-json	1.6.2		3053499edd40b7f4c87a1b917a43f3212e60cef7
io.gravitee.policy	gravitee-policy-html-json	1.6.3		936758181b261c00247b747b7b23e941d2467ffd
io.ionic	liveupdates	0.0.1-alpha1		N/A
io.ionic	liveupdates	0.0.1-alpha2		N/A
io.ionic	liveupdates	0.0.1-alpha3		N/A
io.ionic	liveupdates	0.0.1-alpha4		N/A
io.ionic	liveupdates	0.0.5		N/A
io.ionic	liveupdates	0.0.6		N/A
io.ionic	liveupdates	0.0.7		N/A
io.ionic	liveupdates	0.0.8		N/A
io.ionic	liveupdates	0.1.0		N/A
io.ionic	liveupdates	0.1.1		N/A
io.ionic	liveupdates	0.2.0		N/A
io.ionic	liveupdates	0.2.1		N/A
io.ionic	liveupdates	0.2.2		N/A
io.ionic	liveupdates	0.4.0		N/A
io.ionic	liveupdates	0.4.1		N/A
io.ionic	liveupdates	0.5.0		N/A
io.ionic	liveupdates	0.5.0-beta-1		N/A
io.ionic	liveupdates	0.5.0-beta-2		N/A
io.ionic	liveupdates	0.5.0-beta-3		N/A
io.ionic	liveupdates	0.5.1		N/A
io.ionic	liveupdates	0.5.2		N/A
io.ionic	liveupdates	0.5.3		N/A
io.ionic	liveupdates	0.5.4		N/A
io.ionic	liveupdates	0.5.5		N/A
io.jpower.kcp	kcp-netty	1.1.0		ec0be92edc3c285ebd2c9962588b60d23fc09991
io.jpower.kcp	kcp-netty	1.2.0		4326de15504a090f47f0f379871e8cd275a8c20e
io.jpower.kcp	kcp-netty	1.2.1		b0fcf053dc83a95d5a6ba9bc7cfbc184267d5eb2
io.jpower.kcp	kcp-netty	1.3.0		2ad5acc348ced36ac884eb7d801b2556296d35a5
io.jpower.kcp	kcp-netty	1.3.1		25768794a4f1a0c57efae8ac6aa23b42c02aefc9
io.jpower.kcp	kcp-netty	1.3.2		ccd03f0f974c84e1545bebaa422d843a0d1ec5d3
io.jpower.kcp	kcp-netty	1.3.3		3d47e2e7ebf0f80115a4b6d485486c45bee00c68
io.jpower.kcp	kcp-netty	1.3.4		7137a3b6c4416ad664aba950f4af019da21f27e3
io.jpower.kcp	kcp-netty	1.4.0		7a22041f4280be98c3916c04c817014a4358d828
io.jpower.kcp	kcp-netty	1.4.1		bd4c4437fe8a8a6f09c51c629a73125fa6fb0977
io.jpower.kcp	kcp-netty	1.4.10		220956f87377a412e530a4f5142ed37b18184f2e
io.jpower.kcp	kcp-netty	1.4.11		ed79a512769697560b850884b06c0d93ccd5a6fe
io.jpower.kcp	kcp-netty	1.4.12		14ecb1673132d6bfe4c1c6998752892fe47c161f
io.jpower.kcp	kcp-netty	1.4.13		df18dffc8df83296b30fc419988cbd29e03b1233
io.jpower.kcp	kcp-netty	1.4.2		ac212c64e7a9d4792729ed79fba0006a78edbba2
io.jpower.kcp	kcp-netty	1.4.3		0e98ba98e0a43e602b4f812b9cbdd47fdb83a292
io.jpower.kcp	kcp-netty	1.4.6		f7f57e3f21242f0aa0f6c6c2dbcc053931b5a426
io.jpower.kcp	kcp-netty	1.4.7		cd76b137274a924b659e6044d3a5dbee717deb49
io.jpower.kcp	kcp-netty	1.4.8		e07c240ebfd721e030dd4ae77be9c23ae737c10d
io.jpower.kcp	kcp-netty	1.4.9		69a38631fa765ee920cc61629bee58016426153d
io.jpower.kcp	kcp-netty	1.5.0		64cee4988d1e5f4a46a8e8a39c4b93794ff54919
io.jpower.kcp	kcp-netty	1.5.2		3e8afb476e14c4c3aac685591ae8a85f00b3d67f
io.kotest	kotest-assertions-arrow-watchossimulatorarm64	6.0.0.M2		N/A
io.kotest	kotest-assertions-arrow-watchossimulatorarm64	6.0.0.M2	metadata	2ad14aed781c4a73ed4dbb421966d408a0a06686
io.kotest	kotest-assertions-arrow-watchossimulatorarm64	6.0.0.M3		N/A
io.kotest	kotest-assertions-arrow-watchossimulatorarm64	6.0.0.M3	metadata	2ad14aed781c4a73ed4dbb421966d408a0a06686
io.kotest	kotest-assertions-arrow-watchossimulatorarm64	6.0.0.M4	metadata	2ad14aed781c4a73ed4dbb421966d408a0a06686
io.playn	playn-java-swt	2.0		f63eb6447ac7658d9959302c6c69b82527ed92cb
io.playn	playn-java-swt	2.0-rc1		9d79accd0f2a45e69e0d2c7a337e7d7ebd9618d2
io.playn	playn-java-swt	2.0-rc2		5fdb54a5586212611afecd4d403268f1d3c2a71a
io.playn	playn-java-swt	2.0-rc3		477ec0ae49a2e1d11341c0cc715fd7bf330ecb0e
io.playn	playn-java-swt	2.0-rc4		2260760d289885d1bfcb66846856544a8deeba3d
io.playn	playn-java-swt	2.0.1		03c16236c3f17afac41627999ec84f697369dad8
io.playn	playn-java-swt	2.0.2		8621e83855562ab8fdbbcf349c54f746f01d2ea4
io.playn	playn-java-swt	2.0.3		4133ee5d0ebe882c5671bbbd4d81b179d8efdd54
io.playn	playn-java-swt	2.0.4		c10c9073edee84053747400a596063c0de9169d4
io.playn	playn-java-swt	2.0.5		c3603fd6395b229b2a602068fa0e984a6fdac7ac
io.playn	playn-java-swt	2.0.6		be02824c67c4033ef5cd89b2216129904aa70b6b
io.playn	playn-java-swt	2.0.7		e1eaf0df903d1f0ff77788d0050b0e3bb322e1fc
io.playn	playn-java-swt	2.0.8		fabacae429d6c75563f41ebc6fb10eb9e0e6420c
maxq	maxq	0.94		ddeb2a4ea20e41ac8a14d4a38adf24d522319112
me.bazhenov.groovy-shell	groovy-shell-parent	1.2		N/A
me.bazhenov.groovy-shell	groovy-shell-parent	1.3		N/A
me.bazhenov.groovy-shell	groovy-shell-parent	1.4		N/A
me.bazhenov.groovy-shell	groovy-shell-parent	1.5		N/A
me.bazhenov.groovy-shell	groovy-shell-parent	1.6		N/A
me.bazhenov.groovy-shell	groovy-shell-parent	1.7		N/A
me.bazhenov.groovy-shell	groovy-shell-parent	1.7.1		N/A
me.bazhenov.groovy-shell	groovy-shell-parent	1.7.2		N/A
me.bazhenov.groovy-shell	groovy-shell-parent	1.7.3		N/A
me.bazhenov.groovy-shell	groovy-shell-parent	2.0.0		N/A
me.bazhenov.groovy-shell	groovy-shell-parent	2.0.1		N/A
me.bazhenov.groovy-shell	groovy-shell-parent	2.0.2		N/A
me.bazhenov.groovy-shell	groovy-shell-parent	2.0.3		N/A
me.bazhenov.groovy-shell	groovy-shell-parent	2.1.0		N/A
me.bazhenov.groovy-shell	groovy-shell-parent	2.1.1		N/A
me.bazhenov.groovy-shell	groovy-shell-parent	2.2.0		N/A
me.bazhenov.groovy-shell	groovy-shell-parent	2.2.1		N/A
me.bazhenov.groovy-shell	groovy-shell-parent	2.2.2		N/A
me.bazhenov.groovy-shell	groovy-shell-parent	2.2.3		N/A
net.databinder	dispatch-http_2.9.0.RC1	0.7.8		9f2715d2ee0ae442a0432c9dde88ecea1797cef4
net.databinder	dispatch-http_2.9.0.RC1	0.8.0		170447783969389161d3712dd9dc66cdd201b1a3
net.databinder	dispatch-http_2.9.0.RC1	0.8.0.Beta5		eb6ceeabda81e534378b66ed820bb464d0ff90c0
net.databinder	unfiltered-scalatest_2.9.0-1	0.3.3		59ba800cc1d6969bd44cb7fa48f30ae877a7ca44
net.databinder	unfiltered-scalatest_2.9.0-1	0.3.4		14753eb1f9c1c9a9771d9fb40733690d964f2848
net.databinder	unfiltered-scalatest_2.9.0-1	0.4.0		7756ce07ae9fda5a6a952d90ecff3acdc97dc52d
net.databinder	unfiltered-scalatest_2.9.0-1	0.4.1		91519746edc8f0d7e67847474331ef366e0c1191
net.databinder	unfiltered-scalatest_2.9.0-1	0.5.0		63252b7e72f0fefdebefbedca01ef989d632a3e9
net.databinder	unfiltered-scalatest_2.9.0-1	0.5.1		65337c72f0faaf3576ed0bb46f410bbd68ceba8c
net.databinder	unfiltered-scalatest_2.9.0-1	0.5.2		47f901ab64f20d61b4c15f047e177b389d9d1dd1
net.databinder	unfiltered-scalatest_2.9.0-1	0.5.3		cd62bae6ef97f78778b49d6cef5b588188a0963b
net.databinder	unfiltered-scalatest_2.9.0-1	0.6.0		89722db2b519ce3dc2ad8393f3279f07bb2cfcc6
net.databinder	unfiltered-scalatest_2.9.0-1	0.6.1		6577f03220bc93f34f6e115a38c383679a94a890
