axis2	axis2-jibx	1.0		d9606be24c8500f9a33e39cfe45b4015d2a1b121
com.google.apis	google-api-services-privateca	v1beta1-rev20220707-1.32.1		565a79579d29c2276f1b0226eee732b54bd0a527
com.google.apis	google-api-services-privateca	v1beta1-rev20220707-2.0.0		2a6f84393b102f3c7a3e798a33cab0264556c50e
com.google.apis	google-api-services-privateca	v1beta1-rev20220804-2.0.0		96242a5aefd2653a5a2169d567256ab12467ebed
com.google.apis	google-api-services-privateca	v1beta1-rev20220825-2.0.0		a0646fecf4624bd073e4d5e1c656ee13189b4aa3
com.google.apis	google-api-services-privateca	v1beta1-rev20220915-2.0.0		dc73f06e1dbf918fe1d31b9af268ad385d889719
com.google.apis	google-api-services-privateca	v1beta1-rev20230202-2.0.0		129260d0e635d8ebae5eeeea0a94c93997da0163
com.google.apis	google-api-services-privateca	v1beta1-rev20230315-2.0.0		4029c358598068118bb78b2b3b154ce418056763
com.google.apis	google-api-services-privateca	v1beta1-rev20230403-2.0.0		d826ab9f253c30c3e8b97afc4833c96077762c22
com.google.apis	google-api-services-privateca	v1beta1-rev20230419-2.0.0		41680e5ad8af4870bdde81eadbbf0af939f6b640
com.google.apis	google-api-services-privateca	v1beta1-rev20230620-2.0.0		5c7f260dabc837e97e13275886cc612424130e96
com.google.apis	google-api-services-privateca	v1beta1-rev20230809-2.0.0		4bda5341073f55b816a5c903e2996cdb572cf8d2
com.google.apis	google-api-services-privateca	v1beta1-rev20240103-2.0.0		c3acc9a0e7c65818571c5c5b9443616323717809
com.google.apis	google-api-services-privateca	v1beta1-rev20240129-2.0.0		4c4037b74707f5593c63ce9d832f2912edc9bea9
com.google.apis	google-api-services-privateca	v1beta1-rev20241204-2.0.0		22761b8cf9c8a168fe858ab7755b0bcd1c03458c
com.google.apis	google-api-services-privateca	v1beta1-rev20250326-2.0.0		16e735978cc5d8e551c22f90b64e4ccd0596f635
com.huanshankeji	kotlin-common-web-iosarm64	0.5.0		N/A
com.huanshankeji	kotlin-common-web-iosarm64	0.5.0	metadata	c7c7d3d8dd0e6aee115787f34010c196fcac28c0
com.huanshankeji	kotlin-common-web-iosarm64	0.5.1		N/A
com.huanshankeji	kotlin-common-web-iosarm64	0.5.1	metadata	20c0764689e952f3faff34db9e78c640738707e7
com.huanshankeji	kotlin-common-web-iosarm64	0.6.0		N/A
com.huanshankeji	kotlin-common-web-iosarm64	0.6.0	metadata	8289f58c59e5b601822b4ec495c2f818ca622334
com.huanshankeji	kotlin-common-web-iosarm64	0.6.1		N/A
com.huanshankeji	kotlin-common-web-iosarm64	0.6.1	metadata	32bc92497bf70092f44ce796d6f1efab9cbe189d
com.lucidchart	sbt-scalafmt-coursier_2.12_1.0	1.10		ca315d8059e499fb0db4fabfe29d315389f29b0f
com.lucidchart	sbt-scalafmt-coursier_2.12_1.0	1.11		c95222bc719dd69eaee92b04f71cd0dda1c08a42
com.lucidchart	sbt-scalafmt-coursier_2.12_1.0	1.12		d5fa1e369663afb2a742f59fd8e566d45fb22e50
com.lucidchart	sbt-scalafmt-coursier_2.12_1.0	1.13		7a2c7542c471c587acad9e2e68d911e263996adb
com.lucidchart	sbt-scalafmt-coursier_2.12_1.0	1.14		4b7af589e0dc836cdd4ff1b6135a58f34ef9c53e
com.lucidchart	sbt-scalafmt-coursier_2.12_1.0	1.15		8790b1e717046f4bd19f224b709e2ce8a4e6788c
com.lucidchart	sbt-scalafmt-coursier_2.12_1.0	1.16		9d4b402558705d490557f764647f218b0074ff73
com.lucidchart	sbt-scalafmt-coursier_2.12_1.0	1.9		70a09db306eebdd1f1a25d58bc99484d07cf877a
com.merkle.oss.magnolia	magnolia-templatebuilder	1.5.10		447bf3d6a5ebf44275ed55a1e5548da7f3abb877
com.merkle.oss.magnolia	magnolia-templatebuilder	1.5.11		e13e51eecfb6d8784dee43217b6984b09eb0deaf
com.merkle.oss.magnolia	magnolia-templatebuilder	1.5.12		3672b0214b277103a9b2337f0cb917b4820eb520
com.merkle.oss.magnolia	magnolia-templatebuilder	1.5.5		9eb50143430b8c81b4b9616f8197993fe8f4d9e8
com.merkle.oss.magnolia	magnolia-templatebuilder	1.5.6		f48f29ed9e26d18455f542c9994cfd3000849010
com.merkle.oss.magnolia	magnolia-templatebuilder	1.5.7		4f9192c5750ad046f6a3bffd21b2165413577e55
com.merkle.oss.magnolia	magnolia-templatebuilder	1.5.8		a0848045079a67ea9b7414e1c3ccee8f6472d68b
com.merkle.oss.magnolia	magnolia-templatebuilder	1.5.9		bc37772559cb7f27f32184cd98d69ff206281d8c
com.merkle.oss.magnolia	magnolia-templatebuilder	1.6.0		148e5afdd59d21a5d536681313f92886980e1135
com.merkle.oss.magnolia	magnolia-templatebuilder	1.6.1		e7496e069f2b2f66d2ef00c39465af1d09506c44
com.merkle.oss.magnolia	magnolia-templatebuilder	1.6.2		e93f24874d53f9df5098eba7215edd73d73185c6
com.nrinaudo	kantan.codecs-shapeless-laws_2.10	0.1.10		ab76451d41503a808fc2079eac59a80476cfb398
com.nrinaudo	kantan.codecs-shapeless-laws_2.10	0.1.11		cefb222d3c489487c80ba8342ccd39bcadb3a39b
com.nrinaudo	kantan.codecs-shapeless-laws_2.10	0.1.12		9793bcbb3f1e713ce09af3666be247238a9e50bd
com.nrinaudo	kantan.codecs-shapeless-laws_2.10	0.1.6		c60ebce5354045a6b02391c1aa65ad606d36074e
com.nrinaudo	kantan.codecs-shapeless-laws_2.10	0.1.7		dadca4ff7a6ce34367be96d7b92d5646821ba392
com.nrinaudo	kantan.codecs-shapeless-laws_2.10	0.1.8		94ea86281fe9bcc400ff12b4f7ff817c7b9c47b9
com.nrinaudo	kantan.codecs-shapeless-laws_2.10	0.1.9		849600a3a0f191505556d3b85f99d95285c10c8b
com.nrinaudo	kantan.codecs-shapeless-laws_2.10	0.2.0		f3bb3688966a3447ed33d9bce679bffd29056ba4
com.nrinaudo	kantan.codecs-shapeless-laws_2.10	0.2.1		579cd98c44d6631e672de43f3a23b56a72792491
com.okta.hooks.sdk	okta-hooks-sdk-root	0.1.0		N/A
com.powerspace	openrtb-model_2.12	1.1.4		915e200ab6f9dcd50bc501f28c11d5ee698b35a4
com.powsybl	open-rao-voltage-monitoring	5.0.1		2b576b485be49f4be99ecbc8aa35c9f1c13983c4
com.powsybl	open-rao-voltage-monitoring	5.1.0		0fcbc6ad31f6383771d3301029eea8d1527c6e3c
com.powsybl	open-rao-voltage-monitoring	5.2.0		90b699679d63a5dd1792c322b39ed2505c920670
com.powsybl	open-rao-voltage-monitoring	5.3.0		6d4af9867bf7eeb0590f2cf76a498c29ce97ba0a
com.powsybl	open-rao-voltage-monitoring	5.4.0		a83f5967dd10447e96d482b8a1c58440a335cf0c
com.powsybl	open-rao-voltage-monitoring	5.5.0		904e6a2ed325ef052d9861280d3e0c9c415081aa
com.powsybl	open-rao-voltage-monitoring	5.5.1		2ed3d564a7e8df27530c12acda7836693a765c0a
com.powsybl	open-rao-voltage-monitoring	5.5.2		d4312829542369e25b71493687933ebafeab67da
com.powsybl	open-rao-voltage-monitoring	6.0.0		4d7943e9e6d026cbda329f655ba582ab367a5051
com.powsybl	open-rao-voltage-monitoring	6.0.1		0537530c47d1a0d550e3d1e7535d90064b5a2415
com.powsybl	open-rao-voltage-monitoring	6.0.2		2e1c0b2784a6faa05fe951b03b02608d00856b5f
com.soywiz.korlibs.ktruth	ktruth	4.0.0		74557e28de033a75244a47c9511cead45f5c4b57
com.soywiz.korlibs.ktruth	ktruth	4.0.0-alpha-3		9b509259f790a63e719642467f540c6d228cc6af
com.soywiz.korlibs.ktruth	ktruth	4.0.0-alpha-4		81cdf6d322efc0cbf7629cf1a2cb0c18987dd17d
com.soywiz.korlibs.ktruth	ktruth	4.0.0-alpha-6		f4c4fed6bf05f759c7c17408790828d760257330
com.soywiz.korlibs.ktruth	ktruth	4.0.0-beta		b70cf74f1bef83b399f5ac776468a265ec1e7bf3
com.soywiz.korlibs.ktruth	ktruth	4.0.0-beta2		f00e38553b1f2ee760c9f9b0e55b6227aaa54c48
com.soywiz.korlibs.ktruth	ktruth	4.0.0-beta3		f00e38553b1f2ee760c9f9b0e55b6227aaa54c48
com.soywiz.korlibs.ktruth	ktruth	4.0.0-rc		f00e38553b1f2ee760c9f9b0e55b6227aaa54c48
com.soywiz.korlibs.ktruth	ktruth	4.0.0-rc2		74557e28de033a75244a47c9511cead45f5c4b57
com.soywiz.korlibs.ktruth	ktruth	4.0.0-rc3		74557e28de033a75244a47c9511cead45f5c4b57
com.soywiz.korlibs.ktruth	ktruth	4.0.0-rc4		74557e28de033a75244a47c9511cead45f5c4b57
com.soywiz.korlibs.ktruth	ktruth	4.0.0-rc5		74557e28de033a75244a47c9511cead45f5c4b57
com.soywiz.korlibs.ktruth	ktruth	4.0.0-rc6		74557e28de033a75244a47c9511cead45f5c4b57
com.soywiz.korlibs.ktruth	ktruth	4.0.1		cd83143d002f26446365af7d3ba5c82a881d99f9
com.soywiz.korlibs.ktruth	ktruth	4.0.10		f9106ee10238608ec11ab3d954d04650a828c048
com.soywiz.korlibs.ktruth	ktruth	4.0.2		07f57b687666e1a1d46b1f91816fce4f474d0109
com.soywiz.korlibs.ktruth	ktruth	4.0.3		07f57b687666e1a1d46b1f91816fce4f474d0109
com.soywiz.korlibs.ktruth	ktruth	4.0.4-dev-1.9.20-2914		b39ff34da8c08f78fc753a50549936435fb734e5
com.soywiz.korlibs.ktruth	ktruth	4.0.5		07f57b687666e1a1d46b1f91816fce4f474d0109
com.soywiz.korlibs.ktruth	ktruth	4.0.6		c66598e1940279c8662b4239a13aa46648be6ef5
com.soywiz.korlibs.ktruth	ktruth	4.0.7		c66598e1940279c8662b4239a13aa46648be6ef5
com.soywiz.korlibs.ktruth	ktruth	4.0.8		56f2f578f270fefdc24d54a0752ecff0551d4e74
com.soywiz.korlibs.ktruth	ktruth	4.0.9		9d8c17e6e3f17a657e7751529f9c54aab321f787
com.steamstreet	kotlin-cdk-lib-jvm	2.102.0		5ee8f9cafa941f5a2d1cf989658d880acda88d60
com.steamstreet	kotlin-cdk-lib-jvm	2.72.0		3875890c00eb2a64c5969c16e0a0c1c4d120cfd1
com.steamstreet	kotlin-cdk-lib-jvm	v2.118.0		bb9171a49078b8187272159bee63cd116f7f158b
com.summer-data	mysql-dialect	1.3.0		3a6fac9a70efe2ac0ceda280e2ca5b1464117fde
com.summer-data	mysql-dialect	1.3.1		a9edbc816455af82dd562f5f94d949680cd6bba7
com.summer-data	mysql-dialect	1.3.2		f86da171e328ad3c9273ff463bd33bd10df35546
com.typesafe.play	play-slick-evolutions_3	5.2.0-M1		005a26faa2750390b2ff4f152e96b41c8050b4c2
com.typesafe.play	play-slick-evolutions_3	5.2.0-M1	playdoc	aff99e266e0100c135143b5833bfac72e1d3c717
com.typesafe.play	play-slick-evolutions_3	5.2.0-M2		ebdfa65d8dac4ea7d2d89657a601c1cf7fa26b2f
com.typesafe.play	play-slick-evolutions_3	5.2.0-M2	playdoc	aff99e266e0100c135143b5833bfac72e1d3c717
com.typesafe.play	play-slick-evolutions_3	5.2.0-M3		f0a9a3f92c2c55d09edc97d0bcf12050a58cb765
com.typesafe.play	play-slick-evolutions_3	5.2.0-M3	playdoc	aff99e266e0100c135143b5833bfac72e1d3c717
com.typesafe.play	play-slick-evolutions_3	5.2.0-RC1		d2c479905b592ef2bf9c1fce27237d0f31c5f5cd
com.typesafe.play	play-slick-evolutions_3	5.2.0-RC1	playdoc	aff99e266e0100c135143b5833bfac72e1d3c717
com.typesafe.play	play-slick-evolutions_3	5.2.0-RC2		56a3f1c0fadb38aa99916db717ed91b700ffd6c1
com.typesafe.play	play-slick-evolutions_3	5.2.0-RC2	playdoc	2c9b94c51cea98b6f879747876d64e848db2b711
com.typesafe.play	play-slick-evolutions_3	5.3.0		2580269793903ac99a442a25131a5395e1847ba0
com.typesafe.play	play-slick-evolutions_3	5.3.0	playdoc	056d45dd8f75116ac3b1af448f0f5cb0ee4de413
com.typesafe.play	play-slick-evolutions_3	5.3.0-RC1		be8db958681fa912f32195ccc30d4a612f149ce3
com.typesafe.play	play-slick-evolutions_3	5.3.0-RC1	playdoc	056d45dd8f75116ac3b1af448f0f5cb0ee4de413
com.typesafe.play	play-slick-evolutions_3	5.3.1		a7aa974f47b1df8310f604ba187bbec050622d2a
com.typesafe.play	play-slick-evolutions_3	5.3.1	playdoc	bce5c00759c857bb067dba6e6feabb25a02dedcd
com.typesafe.play	play-slick-evolutions_3	5.4.0		2939df22f3998c8a5bb4243025729600485c9426
com.typesafe.play	play-slick-evolutions_3	5.4.0	playdoc	b1e5d45e99659433800abdf37a42be00f05ade0c
dev.burnoo.kspoon	kspoon-iosarm64	0.0.1		N/A
dev.burnoo.kspoon	kspoon-iosarm64	0.0.1	metadata	352326ee63462b15e2923f099cc989218d11eeaa
dev.burnoo.kspoon	kspoon-iosarm64	0.1.0		N/A
dev.burnoo.kspoon	kspoon-iosarm64	0.1.0	metadata	ac97ff7c0bee7768ceb189faa8b9b4201947909c
dev.burnoo.kspoon	kspoon-iosarm64	0.1.1		N/A
dev.burnoo.kspoon	kspoon-iosarm64	0.1.1	metadata	3c6fff6ccf6c08cc81b333cf60ae9dddf5a562ec
dev.burnoo.kspoon	kspoon-iosarm64	0.1.2		N/A
dev.burnoo.kspoon	kspoon-iosarm64	0.1.2	metadata	89043bacbdf354021ab0b5a5c6324ccc99a16aa7
dev.burnoo.kspoon	kspoon-iosarm64	0.2.0		N/A
dev.burnoo.kspoon	kspoon-iosarm64	0.2.0	metadata	5bfa1e905a6a4b4df76509b58a3d50dd256da70a
dev.burnoo.kspoon	kspoon-iosarm64	0.2.1		N/A
dev.burnoo.kspoon	kspoon-iosarm64	0.2.1	metadata	9ac53d6a55045d450f612cc12829522a0984375f
dev.profunktor	redis4cats-core_2.13	0.10.0		3f6379ce5b49dbdc3736cc3f6bf6c8c1f34cb9da
dev.profunktor	redis4cats-core_2.13	0.10.0-RC1		f16f276d29b8ee6ea23415ebfcea2eaa5b3123a9
dev.profunktor	redis4cats-core_2.13	0.10.0-RC2		44cdda76fa502f4d999cda7859a48e6a31698b70
dev.profunktor	redis4cats-core_2.13	0.10.0-RC3		73cc449bab489198cce178458cf666350688059d
dev.profunktor	redis4cats-core_2.13	0.10.0-RC4		75952481cf38079dd895f03e2d7724b62250a412
dev.profunktor	redis4cats-core_2.13	0.10.0-RC5		5614d181913df84e27071c2e9376f09ad9887d11
dev.profunktor	redis4cats-core_2.13	0.10.1		05e38c67abc57bf9b72d339c0fc1d89ddce56ba6
dev.profunktor	redis4cats-core_2.13	0.10.2		47efc7d0c9385d3a82485e16b16f7df32fb4564f
dev.profunktor	redis4cats-core_2.13	0.10.3		23822f0fa628e39abf02586a3b570ca1c23cc9fb
dev.profunktor	redis4cats-core_2.13	0.11.0		accefcc9e8564fa358222fa5914bee9bf169d365
dev.profunktor	redis4cats-core_2.13	0.11.1		64fe1ba05cd2d49fab52413515f9adb55e93eb5e
dev.profunktor	redis4cats-core_2.13	0.12.0		24586542dade63874b4c66d6ad4732d1f497c93a
dev.profunktor	redis4cats-core_2.13	0.12.1		43ccfa326dd2c311d1562e4cb4eaf631ef0bc0ad
dev.profunktor	redis4cats-core_2.13	0.13.1		cf9849b6a80d37e78f034264b991c5cb1a30347a
dev.profunktor	redis4cats-core_2.13	0.14.0		475602dfb75579f2f3cead592de54032541acf1c
dev.profunktor	redis4cats-core_2.13	0.8.3		02a21b388243d1501aa9aa2b3af99302d67b84df
dev.profunktor	redis4cats-core_2.13	0.9.0		5b8a5c14217c7328dd928c5ea639972b69ea74ec
dev.profunktor	redis4cats-core_2.13	0.9.1		f3b10a737d90de063961a64500b8483e225a4284
dev.profunktor	redis4cats-core_2.13	0.9.2		b434ec4f1d8962cad7d275b2d01b3a11aa05509b
dev.profunktor	redis4cats-core_2.13	0.9.3		81a74e60aa1b63909a70daf4a744cc1959547953
dev.profunktor	redis4cats-core_2.13	0.9.5		9863274b6fa949c343e35629f05e0880c6a53b8d
dev.profunktor	redis4cats-core_2.13	0.9.6		b8e20566fbc30ea4cb5635f62fde16f33b4bf3ff
dev.profunktor	redis4cats-core_2.13	1.0.0		43f64261fc78fa13ae2a1af451cea34853373871
dev.profunktor	redis4cats-core_2.13	1.0.0-RC2		4743fcca215721ef05f99d77e5cba42230747b5e
dev.profunktor	redis4cats-core_2.13	1.0.0-RC3		995461df850fe03f81e70077368794e6e94ff030
dev.profunktor	redis4cats-core_2.13	1.0.0RC1		e0086e91939743fcd8cf1a1680f4133d3f22abe1
dev.profunktor	redis4cats-core_2.13	1.1.1		a55ebd97e96e628c8551fef88bb116dd0cc0f7f5
dev.profunktor	redis4cats-core_2.13	1.2.0		6e931507d7c0e92d10d9d45a5b9b32b2217b379e
dev.profunktor	redis4cats-core_2.13	1.3.0		7256fd4156e9a95e9cf6789a71db58726c419165
dev.profunktor	redis4cats-core_2.13	1.4.0		39f30c5d241f5a5117d1d9ded2999c561a3dd2d8
dev.profunktor	redis4cats-core_2.13	1.4.1		e4094f7981c6754efc699d0ab356a7ab420eac0a
dev.profunktor	redis4cats-core_2.13	1.4.3		76fc7830d76fb9f36cb3e6700617b9408b22c958
dev.profunktor	redis4cats-core_2.13	1.5.0		f918a7b8d1b910506111be008de313ba1a0f3eb3
dev.profunktor	redis4cats-core_2.13	1.5.1		df6ae145c45e3c431099f35b83089745c044d3dd
dev.profunktor	redis4cats-core_2.13	1.5.2		4fd9a5db4b082fda762f3277f2253724107a6dfe
dev.profunktor	redis4cats-core_2.13	1.6.0		8dbb105026b9b93fa0ec5a21aa0464d44a9102fe
dev.profunktor	redis4cats-core_2.13	1.7.0		a01ac2f6c08354699bf8176e43f5ac9bc37b5ecd
dev.profunktor	redis4cats-core_2.13	1.7.1		f08d1c1979b20b633816b8621429fea857f0278f
dev.profunktor	redis4cats-core_2.13	1.7.2		bc21e85e7b4b7e1a23dc22b7bd7fbad60e8e21e3
dev.scottpierce	kinject-coroutines-jvm	0.1.10		68f3bcac3815c280ff264ee47dff8514c14204b9
dev.scottpierce	kinject-coroutines-jvm	0.1.11		68f3bcac3815c280ff264ee47dff8514c14204b9
dev.scottpierce	kinject-coroutines-jvm	0.1.7		d5ab774b0d273ea2ed2f8acee79e409dc17fb607
dev.scottpierce	kinject-coroutines-jvm	0.1.8		68f3bcac3815c280ff264ee47dff8514c14204b9
dev.scottpierce	kinject-coroutines-jvm	0.1.9		68f3bcac3815c280ff264ee47dff8514c14204b9
dev.soffa.foundation	foundation-starter	0.10.0		7434f8cf671938f4191cf9e6cd6a3c3dc96c50ee
dev.soffa.foundation	foundation-starter	0.10.2		af1376635f433f61c98749f3fdf6069c32011f83
dev.soffa.foundation	foundation-starter	0.10.3		7635faa2ec1ab9ef1d9ac7d70aa55936160bcba2
dev.soffa.foundation	foundation-starter	0.10.4		cfef38c11e3fbe1b64eba45a26d90e0d3adab6c4
dev.soffa.foundation	foundation-starter	0.10.5		969f8ec76ef374092ca9fdf9c8cc725f1f0d7a0f
dev.soffa.foundation	foundation-starter	0.10.6		4e7a8690782ed582d89df7a01abadb9ed11a75f2
dev.soffa.foundation	foundation-starter	0.10.7		9ddde823332216537a863657812fa023e687040e
dev.soffa.foundation	foundation-starter	0.10.8		8dbbedb7f550a180b3eccf61d17fd50127c6b4d8
dev.soffa.foundation	foundation-starter	0.10.9		be458b6e03db5b6c7d823bc927cd0e5cbcc19fed
dev.soffa.foundation	foundation-starter	0.11.0		7ee9fec9eed0ce04becef77e133e664a778bd201
dev.soffa.foundation	foundation-starter	0.11.1		eccd76efabe643cc9daaf48019df429594949930
dev.soffa.foundation	foundation-starter	0.11.10		bf5c3a27206fca1a14f903a010421d1c49a23200
dev.soffa.foundation	foundation-starter	0.11.12		bd2c2f299f0c5ec1f14136a2a1c392a4824140bd
dev.soffa.foundation	foundation-starter	0.11.13		50d2980bc6927a8276ef7f2c419e26aa12834cfd
dev.soffa.foundation	foundation-starter	0.11.15		ffdd2311c90304d60d7b836b79652d877f330489
dev.soffa.foundation	foundation-starter	0.11.16		68eef49d2e02b1e6e028449461917e585c4716f5
dev.soffa.foundation	foundation-starter	0.11.2		c8f734947730d9ef16397c688ebaa6e5bf433736
dev.soffa.foundation	foundation-starter	0.11.3		512c3bfd7cd45485cf179d87997b0b5d9375232f
dev.soffa.foundation	foundation-starter	0.11.4		28310a1c70f6b83ad323c79cac0332b827633aab
dev.soffa.foundation	foundation-starter	0.11.5		b680a597a610cd2dcb06ace77c3550f2edb42a5f
dev.soffa.foundation	foundation-starter	0.11.6		8a936b701c17c035c668f7556de8bb20575a505d
dev.soffa.foundation	foundation-starter	0.11.7		8162653adb2e4219e83002d7c169b34c2176718a
dev.soffa.foundation	foundation-starter	0.11.8		94ce29785e9e9bd3b34c50fb787a950b1efd0253
dev.soffa.foundation	foundation-starter	0.11.9		8ac9fbef36bfd0d912da05758be238ee85d8cbc4
dev.soffa.foundation	foundation-starter	0.12.1		559c7353ddb02c78e42d9ac972dc9f7f733a261f
dev.soffa.foundation	foundation-starter	0.12.2		3fe4c638370202ac142efce56e5bed9c6bc1b847
dev.soffa.foundation	foundation-starter	0.13.0		51d72f58a97686e282f03e5cdafa600f0ec5cb65
dev.soffa.foundation	foundation-starter	0.13.1		8fba9505547ebebda4497a2fd7c038ab714c0941
dev.soffa.foundation	foundation-starter	0.13.10		0fcc0e81705ab08def8b0b0b9ab51b54d1c64eb0
dev.soffa.foundation	foundation-starter	0.13.2		8da664bbfa6d207e32d3c0de239c7ae48409a85b
dev.soffa.foundation	foundation-starter	0.13.3		45bb938d4ae83f755e00bf3aee75da400be96eed
dev.soffa.foundation	foundation-starter	0.13.5		56b1ace162b11773ed7f3fad73eaa4075889b0cd
dev.soffa.foundation	foundation-starter	0.13.6		4bc91eea776cc08dd21b4ca4e2a6b31c0a8902b9
dev.soffa.foundation	foundation-starter	0.13.7		b5449789123e4358ec427fd55b0f37baa554bf81
dev.soffa.foundation	foundation-starter	0.13.8		fd6333cff76b0650b97e2c405a3cf4ca13d87e36
dev.soffa.foundation	foundation-starter	0.13.9		86bc63317918fbf7f556fbbee76cd8dd15726b5b
dev.soffa.foundation	foundation-starter	0.14.0		b90e5deaa6372b4394f9274bda69901b6d2f62fa
dev.soffa.foundation	foundation-starter	0.14.1		e8c40d3f1aa01740b22b5d392338dd51df67652a
dev.soffa.foundation	foundation-starter	0.14.10		dd8290778ede52072eb800e58a812be562d1ba4d
dev.soffa.foundation	foundation-starter	0.14.11		ae2a3de04b7fc2e01bec7f4ab6352fa9eed10d8e
dev.soffa.foundation	foundation-starter	0.14.12		3e33355731b88a9f099274bb16cfe24cc0162b2f
dev.soffa.foundation	foundation-starter	0.14.2		c093198ce3d93f32ec86a94b21062899d9ebd724
dev.soffa.foundation	foundation-starter	0.14.3		0dc68728c860051728ff4bbc50a600d90595044b
dev.soffa.foundation	foundation-starter	0.14.4		ecb733776f1de23dac7b140aa7c51acf797475ec
dev.soffa.foundation	foundation-starter	0.14.5		6eaf068e6b39cf9d7d9eea0b9b0e776b559181d2
dev.soffa.foundation	foundation-starter	0.14.7		3ebc5b026346e081e9d188f6e2b7d72785dfb61b
dev.soffa.foundation	foundation-starter	0.14.8		3eb9b6a11dc35443368cd62a415066d06aa266f3
dev.soffa.foundation	foundation-starter	0.14.9		e56b9b9b9df24d931cda02fd3be97edefb0e4d42
dev.soffa.foundation	foundation-starter	0.15.0		34542089173b1a106f5ca0e45d6e93eab8ed0b1b
dev.soffa.foundation	foundation-starter	0.15.1		d6cf1017d5fb83d2a2f6566c0c4308a19d14d352
dev.soffa.foundation	foundation-starter	0.15.10		e4d685084f49345e4d281bd1c9f42fd78bfe2ddd
dev.soffa.foundation	foundation-starter	0.15.11		9e07f5cd4685b3d707d1be72f50cc6935f781a78
dev.soffa.foundation	foundation-starter	0.15.12		b588e30854af79bee8218d3b7a1d861ba37e758a
dev.soffa.foundation	foundation-starter	0.15.2		290498e4a31c0b49a175dcc3cef053099c5e8d83
dev.soffa.foundation	foundation-starter	0.15.3		9e4573b7528cd675eee459b5e7a74bd4fb35a175
dev.soffa.foundation	foundation-starter	0.15.4		54df68f6a5388cd15ae441c8305eda286f86754b
dev.soffa.foundation	foundation-starter	0.15.5		9caa0e5cec1de86c06fc52c4c26334909c1331e5
dev.soffa.foundation	foundation-starter	0.15.6		1c980a7fc5ec1914477a41ea4c9d698371e38c05
dev.soffa.foundation	foundation-starter	0.15.7		7886dcc9bda258a4aeeba7142d74f9bff9517090
dev.soffa.foundation	foundation-starter	0.15.8		2f4f0de133888c2425f1eb0af379ca7c818d4c1e
dev.soffa.foundation	foundation-starter	0.15.9		90497f5d1674f9fda02bb0022f590de099cf1d1a
dev.soffa.foundation	foundation-starter	0.16.0		b7193624a693a9888b10e394cdd34816deb4c5bb
dev.soffa.foundation	foundation-starter	0.16.1		94ba907b045c14b359954d702e01f5157f669c19
dev.soffa.foundation	foundation-starter	0.16.10		b11140a20ed3f19c47975ff6725d177fd1d64cb3
dev.soffa.foundation	foundation-starter	0.16.11		236accb8602df241bad4a958d2abcdb3a7dc7f90
dev.soffa.foundation	foundation-starter	0.16.12		5242a2f0961b316831cdac22ad39a23d957ab5e6
dev.soffa.foundation	foundation-starter	0.16.13		447dd1d5fe8b1b089bf40990d1ef57eb78f23ab4
dev.soffa.foundation	foundation-starter	0.16.14		3142826ea4f18dfb7a0270ba6e150d4a5cf01514
dev.soffa.foundation	foundation-starter	0.16.15		70f3f93bb9d08a0b4187381b3f5ee0315b05fd5c
dev.soffa.foundation	foundation-starter	0.16.16		4039165896e91e3ba904d1fb3554db80924eba44
dev.soffa.foundation	foundation-starter	0.16.17		2e0236caadd1db6be250b2c612e4858a584267ad
dev.soffa.foundation	foundation-starter	0.16.18		02c40b5fb6fcdcd69ec68fd0495c98107ca13744
dev.soffa.foundation	foundation-starter	0.16.19		0af731f778b3092f6eb92a4d91b5274811180fbc
dev.soffa.foundation	foundation-starter	0.16.2		7e334357bc75065cdf44eb3dce7934f45c3491f4
dev.soffa.foundation	foundation-starter	0.16.21		14e13b784770b50689c4687fb1d7b8ca7d55cd39
dev.soffa.foundation	foundation-starter	0.16.22		ce1279be17e4bed323056d661f257e8a4ee1a914
dev.soffa.foundation	foundation-starter	0.16.23		b8f627a699c4873595e4d6950ed2ebcb7855b621
dev.soffa.foundation	foundation-starter	0.16.24		2f562dba9b8d40b870f45e80618fe52b777a3692
dev.soffa.foundation	foundation-starter	0.16.25		1e10f0ef89482ab80e6e39876efd633fd177a38a
dev.soffa.foundation	foundation-starter	0.16.26		c2cf0e578b56753ddac3f5364ce6afb8b2d3de64
dev.soffa.foundation	foundation-starter	0.16.27		538e5f3a3b754e928d8d8127274910f03dff331e
dev.soffa.foundation	foundation-starter	0.16.28		1693b1f64c876adbc2a9fffa745dc1db577ca0cf
dev.soffa.foundation	foundation-starter	0.16.29		64cbdc2044626b67480033e8237358eb0a6f315c
dev.soffa.foundation	foundation-starter	0.16.3		528366d7596dc1cbe011ce555a6ddb4fccca046b
dev.soffa.foundation	foundation-starter	0.16.30		d792e24fc304ce3a5c72cdb1004b990f685e3b89
dev.soffa.foundation	foundation-starter	0.16.31		d24673b153f551970b1428f4cd7e96c4adb920a6
dev.soffa.foundation	foundation-starter	0.16.32		e1c55e515f3baa1654924813c6a265e5053b123d
dev.soffa.foundation	foundation-starter	0.16.33		44493dbef903ebe49ee2f02d0a0fd4e40e42a7e9
dev.soffa.foundation	foundation-starter	0.16.34		8fb347871c56e760f1336ffcb05bab8b9b1e956b
dev.soffa.foundation	foundation-starter	0.16.35		35146360b6d4177bfcaa02677604a1082477291e
