bsh	bsh-bsf	1.2b7		1cd58c655a015f0c65d93275e2bd988dfa3ddfb9
com.charlyghislain.authenticator	authenticator-web	1.0.6	classes	923c8d624b42f1106ffdc4e403a0f4ec392afc56
com.charlyghislain.authenticator	authenticator-web	1.0.7		N/A
com.charlyghislain.authenticator	authenticator-web	1.0.7	classes	44e2efa066288aea68a1617ca13e99034417b95d
com.classactionpl.tz	zoneinfo-tz	1.0.1		e764891049ee527a4deec5ed28f5a9cad08f0e6a
com.daftmobile.redukt	redukt-koin-iosarm64	1.0		N/A
com.daftmobile.redukt	redukt-koin-iosarm64	1.0	metadata	e70521c77eee68bc0b25cbad86e3a26670840539
com.darwinsys	hirondelle-date4j	1.5.0		6beb032c42dd0fb9e66429af346e772d843aaef9
com.darwinsys	hirondelle-date4j	1.5.1		7b52de513f87ae4d9ff5d17518def0a1e9bc3df0
com.dripower	mysql-async_2.12	0.2.2011		14ae77d5a96e1105c5215ba1e4343b7c6569cdd3
com.dripower	mysql-async_2.12	0.2.2012		93a973a1cbe7060ab424c64536c5da485dde7a91
com.dripower	mysql-async_2.12	0.2.2013		8d742de3d70f5e626d3375e096292255d075110e
com.dripower	mysql-async_2.12	0.2.2014		48f88edc6c2be5d5629eeffe02cd0e653acd4201
com.dripower	mysql-async_2.12	0.2.2015		31526dd86c4f29d14c84e916abc23083f8db27bc
com.dripower	mysql-async_2.12	0.2.2016		f80729a95aa30812112f187397c14fee25314ca1
com.dripower	mysql-async_2.12	0.2.2017		8a3468d10b9527960ec1f582d5b671816bcb6e5d
com.dripower	mysql-async_2.12	0.2.2018		a803941f8e66b15679812a8e615f5d5e6b76ecc0
com.dripower	mysql-async_2.12	0.2.2019		23bbc1678756008e5e8f8923e937c7c8247bb6a0
com.dripower	mysql-async_2.12	0.2.2020		b091abeadcf1e5f2aa5d11aae830e96276e3d39a
com.dripower	mysql-async_2.12	0.3.101		90e4be0f575b78f9da2e2361a95bdcbd34d1f8b0
com.dripower	mysql-async_2.12	0.3.103		1c42b3b97e89f72e6856985c7a0af359738f5e5b
com.dripower	mysql-async_2.12	0.3.104		7add966e498d657850652548ba6cd4b4ec9bce9e
com.dripower	mysql-async_2.12	0.3.105		bcbe3b56137333cab87943bb22195efdfa29ce57
com.dripower	mysql-async_2.12	0.3.106		96cde4e7fcf2e72c882b59d26e490dc13a147d99
com.dripower	mysql-async_2.12	0.3.107		60763b0b3cfd771175c7a10dd1d7915b86b5aa38
com.dripower	mysql-async_2.12	0.3.108		aed73dd0605c080f209c66622028db15b3aaaf64
com.dripower	mysql-async_2.12	0.3.109		7592e58a6df763b7d9e8447e85509a91a05076d5
com.geosiris	energyml-resqml22	1.0.0		d83747e7f8457b67e2352295ff2541684e1c4934
com.geosiris	energyml-resqml22	1.0.1		a7ea428ab75a7def5ecbbc84473f97e743237315
com.geosiris	energyml-resqml22	1.0.2		2954c4e76a070af3911fd6e93ffd5e3691dbf9a3
com.geosiris	energyml-resqml22	1.0.3		de3953988984f4e31964962b546b97f86b880f9b
com.geosiris	energyml-resqml22	1.0.4		e4d4b7fd2cbba145c44f45ac96925d7941799c20
com.gitee.osinn	link-trace-starter	1.0		40da4dfce1a1850736c34acbc6a3930083c107bb
com.gitee.wxtoos	weixin-java-common	3.5.0		8894876864e9b41f88cfeb41e183e6d390bbde5e
com.github.autoexsel	autoexsel	1.0.0		ff4603f88e456cf35a5b3dcd245cceedde3ef238
com.github.autoexsel	autoexsel	1.0.1		3a7c570f3eb1f23d2de01093a863aee73b88e88d
com.github.jmodel	com.github.jmodel.api	0.0.1		1fcbce4d3bf68ae7c53a77d339fbd3e6866f68bc
com.github.platan	varnish-exec-junit	0.1.0		941b8ffcd249b23387a3a12a8cd98f69f4bed66f
com.github.platan	varnish-exec-junit	0.2.0		464655d2cf57110d7c2b59a8cb0edb6e9db183fc
com.github.platan	varnish-exec-junit	0.2.1		4a5451bbb6b716f799675cb3bb0abc04c515cb2b
com.github.virusdave	zio_sjs1_2.13	1.0.5b		777c91bd410cb01b181cf592fc4fe8ea15c5c386
com.github.xuwei-k	zeroapply_3.0.0-RC2	0.4.1		adf3b3aae165c6c88ab5a80fbb2ada8bdd7b7a8a
com.github.xuwei-k	zeroapply_3.0.0-RC2	0.4.2		0acc095d0707698da26e98df6d87393d613b6ac8
com.ikingtech.framework	sdk-attachment-embedded	1.1.1		eb1b5ef941c27d17d8186b9d099db8f64c896525
com.ikingtech.framework	sdk-attachment-embedded	1.1.10		8a95aafe9d03b550923302679326abb3705103e2
com.ikingtech.framework	sdk-attachment-embedded	1.1.2		42ca7b9139e8fb8f2f81efda95137389cc756cc9
com.ikingtech.framework	sdk-attachment-embedded	1.1.3		7fb6e22cdeb465fa160c62fa6454f262f248f187
com.ikingtech.framework	sdk-attachment-embedded	1.1.4		cf6df80fb41b38c6e23f7d2dfc250edfe2cea7de
com.ikingtech.framework	sdk-attachment-embedded	1.1.5		06dc5805886d08179848b782d18b643f402a2215
com.ikingtech.framework	sdk-attachment-embedded	1.1.6		d95389784468213caa79fff09b056a9427652a5f
com.ikingtech.framework	sdk-attachment-embedded	1.1.7		e962945c66ca21cd9f2ce4ce15675cfcf1ece9fd
com.ikingtech.framework	sdk-attachment-embedded	1.1.8		093e8e091e5fa2f0861023916f42b9f88cb845eb
com.ikingtech.framework	sdk-attachment-embedded	1.1.9		c57dbe9536ec6477c174cfa77ff84ed93d90edd1
com.kgit2	kommand-mingwx64	1.0.1		N/A
com.kgit2	kommand-mingwx64	1.0.2		N/A
com.kgit2	kommand-mingwx64	1.0.3		N/A
com.kgit2	kommand-mingwx64	1.1.0		N/A
com.kgit2	kommand-mingwx64	1.2.0		N/A
com.kgit2	kommand-mingwx64	2.0.0		N/A
com.kgit2	kommand-mingwx64	2.0.1		N/A
com.kgit2	kommand-mingwx64	2.1.0		N/A
com.kgit2	kommand-mingwx64	2.1.1		N/A
com.kgit2	kommand-mingwx64	2.1.2		N/A
com.kgit2	kommand-mingwx64	2.2.1		N/A
com.kgit2	kommand-mingwx64	2.3.0		N/A
com.liferay	com.liferay.portal.cache.single	1.0.0		a0a7cd269ffe6c726b8ccc4d9a30ac50807bda2e
com.liferay	com.liferay.portal.cache.single	2.0.0		c8a53f8786bc50951269567c054f63703d23b0ea
com.liferay	com.liferay.portal.cache.single	2.0.1		b88452e713981c16c90722c95b9e675b90750330
com.liferay	com.liferay.portal.cache.single	2.0.10		2380931088cfa9224db6b782edbf67f8ad407379
com.liferay	com.liferay.portal.cache.single	2.0.11		11b912bb06c978254b28c446b6e777a4c9d4d337
com.liferay	com.liferay.portal.cache.single	2.0.2		6e73826afe1786a6328faa34ea8988ddf0f16fb3
com.liferay	com.liferay.portal.cache.single	2.0.3		2e0ed6c6b0104f6c49001967de52c9f01e020e6f
com.liferay	com.liferay.portal.cache.single	2.0.4		28fd67ae6d9af087bbadc6ba865a2c01f09a89ff
com.liferay	com.liferay.portal.cache.single	2.0.5		3441a120c01643157129a1f019a5c8d7a4ee8a99
com.liferay	com.liferay.portal.cache.single	2.0.6		c23c2c558db6eb14794bcf5308d51a21bf58ab6e
com.liferay	com.liferay.portal.cache.single	2.0.7		96445c7db35bb9b2a9cedd24c1763a3284bf82fd
com.liferay	com.liferay.portal.cache.single	2.0.8		2e918bb3b76b9154b7b3e49d54acc6af35a4fddf
com.liferay	com.liferay.portal.cache.single	2.0.9		e8f974deaf6c30ec9deecf26fbda0f624959ef10
com.liferay	com.liferay.portal.cache.single	3.0.0		da67005a256e3809898073e83c04d16b402a1064
com.louiscad.splitties	splitties-views	3.0.0		a421054a96783f7ddd95ea4f79dd00f5ac931c56
com.louiscad.splitties	splitties-views	3.0.0	all	d78e7ea03a58d7f318cbd198cc766d5119096a81
com.louiscad.splitties	splitties-views	3.0.0-beta02		6a37f11c7eb84a25c3efac998883c3690b557703
com.louiscad.splitties	splitties-views	3.0.0-beta02	all	b793e5202049f96fc2073203bd00c5d0b42aeb09
com.louiscad.splitties	splitties-views	3.0.0-beta03		22ded179ef8bb16a3f0207415e0bf2e46d1b7d8c
com.louiscad.splitties	splitties-views	3.0.0-beta03	all	3625bad6affe2d2d3ade297f24704addcc0aa866
com.louiscad.splitties	splitties-views	3.0.0-beta04		996df44f74c43bc5fa84a4aaa243135180c59af0
com.louiscad.splitties	splitties-views	3.0.0-beta04	all	2ed621c8edf002de38927194dd5f76fc6b87d57c
com.louiscad.splitties	splitties-views	3.0.0-beta05		fd97164c4871142e754c0cc9e69d950db3ffca55
com.louiscad.splitties	splitties-views	3.0.0-beta05	all	4751baa8df32e6fede6b6e8c118b550b106dd6ff
com.louiscad.splitties	splitties-views	3.0.0-beta06		265c8c00507ab1e7b603f44569f741cdd1d157e7
com.louiscad.splitties	splitties-views	3.0.0-beta06	all	5c9b17d5e42f652da544da3ea29b438fafce97aa
com.louiscad.splitties	splitties-views	3.0.0-rc01		0e6e4edf8b9700a47f2fc1101e39867a02c01e97
com.louiscad.splitties	splitties-views	3.0.0-rc01	all	f9cda8d1a673ee6a365c78ff834e9650b5aaf563
com.louiscad.splitties	splitties-views	3.0.0-rc02		3d8ef1f5ec5e9a795cba6d836445c0fa3118e77f
com.louiscad.splitties	splitties-views	3.0.0-rc02	all	85691537cae36358bf49493dadf08daa7d751ab3
com.louiscad.splitties	splitties-views	3.0.0-rc03		403fe90a59606aa2676c101194fdb3e8045448f9
com.louiscad.splitties	splitties-views	3.0.0-rc03	all	dea2855b97f450d75108f671680ccb0b458ea868
com.macdservices	jmacd-commons	1.1.1.1		85a532d6183d3d33cbc36aad2399be339574660d
com.macdservices	jmacd-commons	1.1.1.2		a65b338e8335033fc5f902e1a7a6e08d5cca3163
com.macdservices	jmacd-commons	1.1.1.3		f5261543af66c7198c7cba039dd0b5c8d85309bb
com.macdservices	jmacd-commons	1.1.1.4		151ecd3312274f494eb5d5bd2303af75521f976b
com.macdservices	jmacd-commons	1.1.1.5		d60daf6baf898b877e675fe45a6b9a10647d3777
com.macdservices	jmacd-commons	1.1.1.6		096e49271f0694c0cc7afcb9ee9d038d7d0ce893
com.macdservices	jmacd-commons	1.1.1.7		23c3d618e42b3c705f0ba2fad6086ff38c9ab494
com.netflix.archaius	archaius2-api	2.0.0		bf3355031a0d95b7be3ae849d89c33c15d0392a0
com.netflix.archaius	archaius2-api	2.0.0-rc.34		5cead5aeaddccf2534d35f3c52b9c240a7df1b5e
com.netflix.archaius	archaius2-api	2.0.0-rc.35		d76366b645c62f8ab9cf019c21d7bf4fcb2b7e74
com.netflix.archaius	archaius2-api	2.0.0-rc.36		09ebb9c36882ed5d01492190b3db513808368390
com.netflix.archaius	archaius2-api	2.0.0-rc.37		c4eca0c321d726265547a542d1ccb2fb47642a90
com.netflix.archaius	archaius2-api	2.0.0-rc.38		276e461f0b9906ebe99fbb92415e81e2a62747a4
com.netflix.archaius	archaius2-api	2.0.0-rc.39		35d89fba7319a577aba86a188346aa4b9db16b4d
com.netflix.archaius	archaius2-api	2.0.1		83ab926e68200f13e8108a1586771564e1d26447
com.netflix.archaius	archaius2-api	2.0.2		726e1852544c46c80930bbf2be654389710c02fd
com.netflix.archaius	archaius2-api	2.0.3		3f8a4c0fef79e4e0c5dd7ff8169e31ed19da6229
com.netflix.archaius	archaius2-api	2.0.4		b130b744cf2a336db0046156a2dc4b1d9cfc99f7
com.netflix.archaius	archaius2-api	2.0.5		36c00cf1a11001e0fcd069261fe188ded59368f7
com.netflix.archaius	archaius2-api	2.0.6		e1a7ffa947f9ba2d0ad09c34652a30ce2f8e5749
com.netflix.archaius	archaius2-api	2.1.0		1aba7de0559866f7a6a7c81799ec9a3e8b9d28ae
com.netflix.archaius	archaius2-api	2.1.1		7c966256f6aa39512d8ed9fb3d02c30d21a95533
com.netflix.archaius	archaius2-api	2.1.10		74a71c8b4a59e8e67cfb45373e0b61bce3d450c3
com.netflix.archaius	archaius2-api	2.1.11		746e367b18b045567b5bf1cda29f3aca72112dfc
com.netflix.archaius	archaius2-api	2.1.12		90d3d697fe6dfecfd271ca5e59a6e66a6c4e3518
com.netflix.archaius	archaius2-api	2.1.13		6729bf8c19bf967f1cb750f449b346ae4fd91686
com.netflix.archaius	archaius2-api	2.1.3		e33f2b7463c43358b71f30a321280b98ce96f862
com.netflix.archaius	archaius2-api	2.1.4		83b489210507b2cb1a830ccb88941f19d5bd870e
com.netflix.archaius	archaius2-api	2.1.5		a57c4ad3d7139f8ece8291a7741e24a93e300710
com.netflix.archaius	archaius2-api	2.1.6		a201a9078c8ea91ebc58974b213cb2b05c04ee90
com.netflix.archaius	archaius2-api	2.1.7		e101ae4b1d17f940124f86327b6cdb7f5bc6b9e9
com.netflix.archaius	archaius2-api	2.1.8		4740d2cf72ded8755a1d25fffe2df63a4af199fd
com.netflix.archaius	archaius2-api	2.1.9		6d6af753ce36804b90c6230b2a81ee755c9c89a9
com.netflix.archaius	archaius2-api	2.2.0		007cfb6d3d09d18eb0bae4c6798c70c85e2ad6b3
com.netflix.archaius	archaius2-api	2.2.1		996b2b9ab5f2d12f717e45ba58222a64c27143ad
com.netflix.archaius	archaius2-api	2.2.10		edbf69f4eb55c2a6949f2724598d8b4247755c78
com.netflix.archaius	archaius2-api	2.2.11		3e20a1ce48873af691f3ff6165271ec4d2353d6e
com.netflix.archaius	archaius2-api	2.2.12		523201bc08ae8468ba2381f44d5f5c6aa91a7c5c
com.netflix.archaius	archaius2-api	2.2.13		677f3cdafbd4a46abd0d39f9e7ed9888286a79d9
com.netflix.archaius	archaius2-api	2.2.14		38255db8a4c2a880dc3d3b7180a678b100681acd
com.netflix.archaius	archaius2-api	2.2.2		43935979f52a301efd32c30db72ceca4f93160f9
com.netflix.archaius	archaius2-api	2.2.3		8ddea1c5003f3cb2f4345c876a27883f4dbb7204
com.netflix.archaius	archaius2-api	2.2.5		b89129bae49a8ed550dff0951fa28259134fc9b9
com.netflix.archaius	archaius2-api	2.2.6		3069f0dabb0f8994b2a93f2a367724e17016f503
com.netflix.archaius	archaius2-api	2.2.7		89b612a6c4b8355d987b610ef65c6c6669b06d63
com.netflix.archaius	archaius2-api	2.2.8		6f5b3af6e70572f153a75797aa93a89072728b6f
com.netflix.archaius	archaius2-api	2.2.9		02920e8796ee98f4014373778e6b0ffd21cf2d8a
com.netflix.archaius	archaius2-api	2.3.1		09c2493a66f183dd60a3bedd178f58a1f10d7e2f
com.netflix.archaius	archaius2-api	2.3.11		68f66205f907389cc6edcc54146ecc956c216ffe
com.netflix.archaius	archaius2-api	2.3.12		034fcd1aa9577cf061d3b6bd76d2ffdf9823d9c9
com.netflix.archaius	archaius2-api	2.3.13		89a574a473e9142d4b1a7b19933df0894f5aaaeb
com.netflix.archaius	archaius2-api	2.3.14		335eea29567bb72342218a1f7ee224af6c1a2d55
com.netflix.archaius	archaius2-api	2.3.15		0c0bfec7b79d05d141cb2d1f3286cb9c2dc05bc6
com.netflix.archaius	archaius2-api	2.3.16		9320dce6798bd90a38e8f3dc13d5beb3c8c4635d
com.netflix.archaius	archaius2-api	2.3.17		1058631ae6bae9dabdc123a5db64b0a0ba1b07bb
com.netflix.archaius	archaius2-api	2.3.18		ad8434193f9d5eb9fe7561a749d803ecdab5720e
com.netflix.archaius	archaius2-api	2.3.19		b934545bea3ca755f8bf92198a8cb2d264946b15
com.netflix.archaius	archaius2-api	2.3.2		c239ce70ebea81ea3e1f4bb75afd3724a7e2b586
com.netflix.archaius	archaius2-api	2.3.20		829d3a12379b900ca5332c2ded18c6dcca5fdd3e
com.netflix.archaius	archaius2-api	2.3.21		8dc295f52f36fa377bed37eb00681dcd84ef8594
com.netflix.archaius	archaius2-api	2.4.0		79073b8e9a794f50df3e4ba4fef901cbe4b38b2c
com.netflix.archaius	archaius2-api	2.5.0		58f14caa25dd211cd79ca2063d34382f6d401c78
com.netflix.archaius	archaius2-api	2.5.1		fba8ed5890e5c7954dbe0f8a42280fc36d071bc4
com.netflix.archaius	archaius2-api	2.5.2		37341f7a7ff2e8ef6281600a429ab31e432a918d
com.netflix.archaius	archaius2-api	2.5.3		40720d894b511170b0d439e24b66491c38a3ed04
com.netflix.archaius	archaius2-api	2.6.0		70f01c43ebf0414d1ad9a476548446f19dab99f7
com.netflix.archaius	archaius2-api	2.6.1		39ce9bd6f0f3704ee94c065c76471946e5d710d5
com.netflix.archaius	archaius2-api	2.6.2		791930084acb83f9e6b25cee9da3026373b568e5
com.netflix.archaius	archaius2-api	2.6.3		8e5a407b9eca5a01cb55a9ff4984bf716e069946
com.netflix.archaius	archaius2-api	2.7.0		d003a45396f9ff671655e3012b8b5822cf0ec34b
com.netflix.archaius	archaius2-api	2.7.1		330505155006c4ad7effbb7f32d117f8ec2f0086
com.netflix.archaius	archaius2-api	2.7.10		fc9a5fd93e388be4012531d528eb806cc921dc65
com.netflix.archaius	archaius2-api	2.7.2		3ba08e26b557bf633e534b8d78cc55cc193dce74
com.netflix.archaius	archaius2-api	2.7.3		6c0d4b08fbfb5024de252df9b931b64fcff73529
com.netflix.archaius	archaius2-api	2.7.4		cd2ffd526e51b130e5860cb1b207436c8f7fb8fc
com.netflix.archaius	archaius2-api	2.7.5		61ebcf978ebe7bc26ae5a965abad662618b174b1
com.netflix.archaius	archaius2-api	2.7.6		9928a1f0305b172086cf41ca518241cdb9e0fc31
com.netflix.archaius	archaius2-api	2.7.7		13da525784782995a3da4424223ac729d65aa52c
com.netflix.archaius	archaius2-api	2.7.8		ebbd17535a9b827bb6d89df6d65fbe60779dccf4
com.netflix.archaius	archaius2-api	2.7.9		21d55a841ffbb34171c101cbb91f1977b870bb54
com.netflix.archaius	archaius2-api	2.8.0		27a57bf30c9f92768bac53d253ee49c93b510f7b
com.netflix.archaius	archaius2-api	2.8.1		8881c8cf05f34a074b5000e04d89f9a97da3be54
com.netflix.archaius	archaius2-api	2.8.2		5d043b419e89fe0c2d732d8885ff0080a8a0b703
com.netflix.archaius	archaius2-api	2.8.3		c6c7bac11b3e3789d544905f41eefc2c4de4eb96
com.netflix.archaius	archaius2-api	2.8.4		c3dbec10bb8d47c7cef71b69524b67ad99b9f7e8
com.netflix.archaius	archaius2-api	2.8.5		de83ab35a335662165f9c0cff5c80bb6589a587c
com.nutanix.api	files-java-client	4.0.1		eeca8fd9dd4437c710a936503bf3e1d9df9cf618
com.nutanix.api	files-java-client	4.0.1-alpha-2		2a13fff3a707628fc11197007e08fc7547ccac44
com.powsybl	powsybl-action	1.0.0		N/A
com.powsybl	powsybl-action	1.1.0		N/A
com.powsybl	powsybl-action	2.0.0		N/A
com.powsybl	powsybl-action	2.1.0		N/A
com.powsybl	powsybl-action	2.2.0		N/A
com.powsybl	powsybl-action	2.3.0		N/A
com.powsybl	powsybl-action	2.4.0		N/A
com.powsybl	powsybl-action	2.4.1		N/A
com.powsybl	powsybl-action	2.5.0		N/A
com.powsybl	powsybl-action	2.5.1		N/A
com.powsybl	powsybl-action	2.5.2		N/A
com.powsybl	powsybl-action	2.6.0		N/A
com.powsybl	powsybl-action	2.6.1		N/A
com.powsybl	powsybl-action	3.0.0		N/A
com.powsybl	powsybl-action	3.1.0		N/A
com.powsybl	powsybl-action	3.2.0		N/A
com.powsybl	powsybl-action	3.3.0		N/A
com.powsybl	powsybl-action	3.3.1		N/A
com.powsybl	powsybl-action	3.3.2		N/A
com.powsybl	powsybl-action	3.4.0		N/A
com.powsybl	powsybl-action	3.5.0		N/A
com.powsybl	powsybl-action	3.6.0		N/A
com.powsybl	powsybl-action	3.7.0		N/A
com.powsybl	powsybl-action	3.7.1		N/A
com.powsybl	powsybl-action	3.7.2		N/A
com.powsybl	powsybl-action	3.8.0		N/A
com.powsybl	powsybl-action	3.8.0-RC1		N/A
com.powsybl	powsybl-action	3.8.1		N/A
com.powsybl	powsybl-action	4.0.0		N/A
com.powsybl	powsybl-action	4.0.0-RC1		N/A
com.powsybl	powsybl-action	4.0.0-RC2		N/A
com.powsybl	powsybl-action	4.0.1		N/A
com.powsybl	powsybl-action	4.1.0		N/A
com.powsybl	powsybl-action	4.1.1		N/A
com.powsybl	powsybl-action	4.1.2		N/A
com.powsybl	powsybl-action	4.10.0		N/A
com.powsybl	powsybl-action	4.10.0-RC1		N/A
com.powsybl	powsybl-action	4.10.0-alpha-1		N/A
com.powsybl	powsybl-action	4.10.1		N/A
com.powsybl	powsybl-action	4.10.2		N/A
com.powsybl	powsybl-action	4.2.0		N/A
com.powsybl	powsybl-action	4.2.0-RC1		N/A
com.powsybl	powsybl-action	4.3.0		N/A
com.powsybl	powsybl-action	4.3.0-RC1		N/A
com.powsybl	powsybl-action	4.3.0-RC2		N/A
com.powsybl	powsybl-action	4.3.0-alpha-1		N/A
com.powsybl	powsybl-action	4.3.1		N/A
com.powsybl	powsybl-action	4.4.0		N/A
com.powsybl	powsybl-action	4.4.0-RC1		N/A
com.powsybl	powsybl-action	4.5.0		N/A
com.powsybl	powsybl-action	4.5.0-RC1		N/A
com.powsybl	powsybl-action	4.5.1		N/A
com.powsybl	powsybl-action	4.6.0		N/A
com.powsybl	powsybl-action	4.6.0-RC1		N/A
com.powsybl	powsybl-action	4.6.1		N/A
com.powsybl	powsybl-action	4.7.0		N/A
com.powsybl	powsybl-action	4.7.0-RC1		N/A
com.powsybl	powsybl-action	4.7.0-RC2		N/A
com.powsybl	powsybl-action	4.8.0		N/A
com.powsybl	powsybl-action	4.8.0-RC1		N/A
com.powsybl	powsybl-action	4.8.0-RC2		N/A
com.powsybl	powsybl-action	4.9.0		N/A
com.powsybl	powsybl-action	4.9.0-RC1		N/A
com.powsybl	powsybl-action	4.9.1		N/A
com.powsybl	powsybl-action	4.9.2		N/A
com.powsybl	powsybl-action	5.0.0		N/A
com.powsybl	powsybl-action	5.0.0-RC1		N/A
com.powsybl	powsybl-action	5.1.0		N/A
com.powsybl	powsybl-action	5.1.0-RC1		N/A
com.powsybl	powsybl-action	5.1.1		N/A
com.powsybl	powsybl-action	5.2.0		N/A
com.powsybl	powsybl-action	5.2.0-RC1		N/A
com.powsybl	powsybl-action	5.2.0-alpha-1		N/A
com.powsybl	powsybl-action	5.2.1		N/A
com.powsybl	powsybl-action	5.3.0		N/A
com.powsybl	powsybl-action	5.3.0-alpha-1		N/A
com.powsybl	powsybl-action	5.3.0-alpha-2		N/A
com.powsybl	powsybl-action	5.3.1		N/A
com.powsybl	powsybl-action	5.3.2		N/A
com.powsybl	powsybl-action	6.0.0		N/A
com.powsybl	powsybl-action	6.0.0-RC1		N/A
com.powsybl	powsybl-action	6.0.1		N/A
com.powsybl	powsybl-action	6.0.2		N/A
com.powsybl	powsybl-action	6.0.3		N/A
com.powsybl	powsybl-action	6.1.0		N/A
com.powsybl	powsybl-action	6.1.0-alpha-1		N/A
com.powsybl	powsybl-action	6.1.1		N/A
com.powsybl	powsybl-action	6.1.2		N/A
com.powsybl	powsybl-action	6.2.0		N/A
com.powsybl	powsybl-action	6.2.0-RC1		N/A
com.powsybl	powsybl-action	6.2.1		N/A
com.powsybl	powsybl-action	6.2.2		N/A
com.powsybl	powsybl-action	6.2.3		N/A
com.powsybl	powsybl-action	6.2.4		N/A
com.riemersict	akka-streams-commons_2.11	0.0.1		4f14c41e9ce38caa923ea28602129d96141a9737
com.rustknife.jknife	jknife-all	1.2.0-RELEASE		f0f1d1ddf01aad8b5e48db74fb812e4fa595e503
com.rustknife.jknife	jknife-all	2.0.0-RELEASE		9bd064a8a21fda4120edbd25bd4d81fb2b062e8c
com.rustknife.jknife	jknife-all	2.0.1-RELEASE		77f4d99e564f3602534d8e15f7c85fdf198cad02
com.rustknife.jknife	jknife-all	2.0.2-RELEASE		ce98e27975cd06ecae625bbeeb0ecb40694d86ca
com.rustknife.jknife	jknife-all	2.0.3-RELEASE		dc3eb03d3affd53afe1dc6a20559cd424be9fd72
com.rustknife.jknife	jknife-all	2.0.4-RELEASE		524128689e09569dc39573a1c1c87a6ad4a0605f
com.rustknife.jknife	jknife-all	2.0.5-RELEASE		880012415ee8daa4929c75b197555da2b3469a47
com.rustknife.jknife	jknife-all	2.0.6-RELEASE		dc31eba2c1e63d740d4131969d7eacf37e378ed7
com.rustknife.jknife	jknife-all	2.0.7-RELEASE		0ce80577512a940618bc08668f3afc8367b3b275
com.salesforce.maven	MavenParent	1.0.0		N/A
com.salesforce.maven	MavenParent	1.0.1		N/A
com.salesforce.maven	MavenParent	1.0.10		N/A
com.salesforce.maven	MavenParent	1.0.11		N/A
com.salesforce.maven	MavenParent	1.0.12		N/A
com.salesforce.maven	MavenParent	1.0.13		N/A
com.salesforce.maven	MavenParent	1.0.14		N/A
com.salesforce.maven	MavenParent	1.0.15		N/A
com.salesforce.maven	MavenParent	1.0.16		N/A
com.salesforce.maven	MavenParent	1.0.17		N/A
com.salesforce.maven	MavenParent	1.0.18		N/A
com.salesforce.maven	MavenParent	1.0.19		N/A
com.salesforce.maven	MavenParent	1.0.2		N/A
com.salesforce.maven	MavenParent	1.0.3		N/A
com.salesforce.maven	MavenParent	1.0.4		N/A
com.salesforce.maven	MavenParent	1.0.5		N/A
com.salesforce.maven	MavenParent	1.0.6		N/A
com.salesforce.maven	MavenParent	1.0.7		N/A
com.salesforce.maven	MavenParent	1.0.8		N/A
com.salesforce.maven	MavenParent	1.0.9		N/A
com.salesforce.maven	MavenParent	2.0.0		N/A
com.salesforce.maven	MavenParent	2.0.1		N/A
com.seanproctor	signaturepad-js	1.0.1		N/A
com.seanproctor	signaturepad-js	1.0.2		N/A
com.seanproctor	signaturepad-js	1.0.3		N/A
com.seanproctor	signaturepad-js	1.0.4		N/A
com.seanproctor	signaturepad-js	1.0.5		N/A
com.seanproctor	signaturepad-js	2.0.0		N/A
com.seanproctor	signaturepad-js	2.0.1		N/A
com.seanproctor	signaturepad-js	2.0.2		N/A
com.seanproctor	signaturepad-js	2.1.0		N/A
