au.net.causal.shoelaces	shoelaces-assorted-integration-tests	2.0		N/A
org.fulib	fulibFx-processor	0.7.0		8744534621fd7355ebeb3d1f414040abaa9d9a8b
org.fulib	fulibFx-processor	0.8.0		95afad85db9fdedb881e8681e43e4590b6c7df64
org.gvnix	org.gvnix.occ.roo.addon.addon	1.4.1.RELEASE		6a71490b3b6646dbaf9fda8a7c436f0226a799a8
org.gvnix	org.gvnix.occ.roo.addon.addon	1.5.0.RELEASE		b0ad6f5502ce531080952e3b85fd3d590becc829
org.gvnix	org.gvnix.occ.roo.addon.addon	1.5.1.RC1		7ce64679e5684adca8ada2b9f69970c3f4d246f2
org.gvnix	org.gvnix.occ.roo.addon.addon	1.5.1.RC2		5fdaaf30e2ddf51c23a03e3f869386235a91abbd
org.gvnix	org.gvnix.occ.roo.addon.addon	1.5.1.RC3		074a971c2e518ccbea8725a15c3ea5b94d8cb21b
org.gvnix	org.gvnix.occ.roo.addon.addon	1.5.1.RC4		38ce252d580689c55bb58cd96007b6280b10d3c8
org.gvnix	org.gvnix.occ.roo.addon.addon	2.0.0.M1		bde10ffc598f1ee4ff9228874ed9cc9892f76f00
org.hisrc.jsonix	jsonix-project	1.0		N/A
org.hisrc.jsonix	jsonix-project	1.2		N/A
org.hisrc.jsonix	jsonix-project	2.0.0		N/A
org.hisrc.jsonix	jsonix-project	2.0.1		N/A
org.hisrc.jsonix	jsonix-project	2.0.11		N/A
org.hisrc.jsonix	jsonix-project	2.0.12		N/A
org.hisrc.jsonix	jsonix-project	2.1.0		N/A
org.hisrc.jsonix	jsonix-project	2.1.1		N/A
org.hisrc.jsonix	jsonix-project	2.1.4		N/A
org.hisrc.jsonix	jsonix-project	2.2.0		N/A
org.hisrc.jsonix	jsonix-project	2.2.1		N/A
org.hisrc.jsonix	jsonix-project	2.3.0		N/A
org.hisrc.jsonix	jsonix-project	2.3.1		N/A
org.hisrc.jsonix	jsonix-project	2.3.2		N/A
org.hisrc.jsonix	jsonix-project	2.4.0		N/A
org.hisrc.jsonix	jsonix-project	3.0.0		N/A
org.kie	kie-dmn-jpmml	7.24.0.Final		c8d08bf1616e1a4416a2e70fdb3b5a8d9b6c1f16
org.kie	kie-dmn-jpmml	7.25.0.Final		5f73d1e1b7dbc416f82315e316bf60b6899fb35f
org.kie	kie-dmn-jpmml	7.26.0.Final		e06ade0ea44acaf5f845c889319af1c8d5924537
org.kie	kie-dmn-jpmml	7.27.0.Final		38bbd3dbc478e7934f5b62155f8341f0bc250e79
org.kie	kie-dmn-jpmml	7.28.0.Final		d3e469f487ef82492a8fff9817c3ced497f4326a
org.kie	kie-dmn-jpmml	7.29.0.Final		0498c711fca3f7101b0578eeda0263c4caea31f9
org.kie	kie-dmn-jpmml	7.30.0.Final		bdeb635508cc043d196d679aba3c4ec5e0bea66d
org.kie	kie-dmn-jpmml	7.31.0.Final		2021d18322d3cf4d80ea5afea243075361aba13d
org.kie	kie-dmn-jpmml	7.32.0.Final		eced16bd687762bc874883fc9a38fbabe359b649
org.kie	kie-dmn-jpmml	7.33.0.Final		731e7e9f55f565117f3643b111257e03c5d4a90c
org.kie	kie-dmn-jpmml	7.34.0.Final		bab621acfc11cab3e90299dd25c41b3b3471acb7
org.kie	kie-dmn-jpmml	7.35.0.Final		d30c91b6ccb0cc1a8c5f896a999a77a7c29b72e9
org.kie	kie-dmn-jpmml	7.36.0.Final		5d4acd82398fb031d07028f15d1286f7933f4335
org.kie	kie-dmn-jpmml	7.36.1.Final		ab703ecc2a6952f6e93acd59129fe71bc7feb620
org.kie	kie-dmn-jpmml	7.37.0.Final		60ae8d81020abb476de8d7a079fbd18b7680eaa9
org.kie	kie-dmn-jpmml	7.38.0.Final		3a1d70154b47bd47567e1d2989046dcf9d9ea2d0
org.kie	kie-dmn-jpmml	7.39.0.Final		5ff0a50e65a002f38408f7f0877bfc20a256fc5b
org.kie	kie-dmn-jpmml	7.40.0.20200703		9f3219e6f390012ff1a427ead4f5d0c1d6f26b57
org.kie	kie-dmn-jpmml	7.40.0.Final		80cd95eb58f140ce47ea960d00abb117a47fd9fb
org.kie	kie-dmn-jpmml	7.41.0.Final		917bdbb978e584382bbc4b31110af413a000b3ad
org.kie	kie-dmn-jpmml	7.41.0.t20200723		2ecf2bd3325b95784f4d4c2d8fad9a09be10a5a7
org.kie	kie-dmn-jpmml	7.42.0.Final		0e98b80970e2834c6c4cd952d33564119b39e4af
org.kie	kie-dmn-jpmml	7.43.0.Final		e003038fb2e41eba8dfaee1107ab1218e6770cfe
org.kie	kie-dmn-jpmml	7.43.1.Final		30072209c5426abe97e26a90cc8c2f0bd024f430
org.kie	kie-dmn-jpmml	7.44.0.Final		0ba9862077bd12f20a67e02afcb736d0aa39001a
org.kie	kie-dmn-jpmml	7.45.0.Final		9787deb0c3e735e09acfe2284d97ff71256a4b0c
org.kie	kie-dmn-jpmml	7.45.0.t20201009		ceca519d54da29b6d045e8bb10350da983ff7318
org.kie	kie-dmn-jpmml	7.45.0.t20201014		4cdfc7133196d72b7d39a7a1622ff931420b59df
org.kie	kie-dmn-jpmml	7.46.0.Final		dfc07ca32948e5b07d8665f2fdb46929dd795532
org.kie	kie-dmn-jpmml	7.46.0.t20201030		679137e7461bbdc19aa0fd09d7b8078dfc64d645
org.kie	kie-dmn-jpmml	7.47.0.Final		033336da1c835e60fafd6926370cedbcf6c479d9
org.kie	kie-dmn-jpmml	7.48.0.Final		f81fe11cb37ad340ea1254351d6f12383c0df0ef
org.kie	kie-dmn-jpmml	7.49.0.Final		c65fc8e9e2f81d25d043298cc294fc8659dbe89d
org.kie	kie-dmn-jpmml	7.50.0.Final		70a9c889b5519d1eb89b933c57f690de455e8086
org.kie	kie-dmn-jpmml	7.51.0.Final		046136ab11c2029a57de41b0a368ca21d2ecabf0
org.kie	kie-dmn-jpmml	7.52.0.Final		0c8663cf2868196adca3f4c2f9878c6f110eab72
org.kie	kie-dmn-jpmml	7.53.0.Final		448cc2bc39971211d3b551991dc84ae340671037
org.kie	kie-dmn-jpmml	7.54.0.Final		65c39d2eee58463b288999d2980c4fdf88a04e49
org.kie	kie-dmn-jpmml	7.55.0.Final		15abd6dcce64cb56ddade9040f2d129f9d1190a0
org.kie	kie-dmn-jpmml	7.56.0.Final		4c5603b40b86c877636a4c17c87136c3538c6c4f
org.kie	kie-dmn-jpmml	7.57.0.Final		5c6faa73c1e0e556f257e483a7e7f460d3d479c6
org.kie	kie-dmn-jpmml	7.58.0.Final		2c8fce7e539784c109b0438453d0d8ee6b94c7ca
org.kie	kie-dmn-jpmml	7.59.0.Final		3e0a6b241b02cfa09d25ebf5e5f06e739ae77cb3
org.kie	kie-dmn-jpmml	7.60.0.Final		5c3dbca2f67812238fd8710c1cfd47d54c1334cc
org.kie	kie-dmn-jpmml	7.61.0.Final		d211d02fe503e1d2f8d256e9eb69d1c08103514f
org.kie	kie-dmn-jpmml	7.62.0.Final		a3e24f9519b41a3a60879209f4152919b8962e0c
org.kie	kie-dmn-jpmml	7.63.0.Final		bb6c217eacabbbf1ea7e7899c1fee3a39a621125
org.kie	kie-dmn-jpmml	7.64.0.Final		309e98c3a43da870f645cee5388bf6f54195f1a8
org.kie	kie-dmn-jpmml	7.65.0.Final		7a23faf0ce8b2b4f06bd19e60f0d017a80e9daf8
org.kie	kie-dmn-jpmml	7.66.0.Final		5db6845d970a65b4279dc56e7f06ddf26ec4b1f3
org.kie	kie-dmn-jpmml	7.67.0.Final		07145fa0cdbcdd298be7ce9ad6786b8d28c9051c
org.kie	kie-dmn-jpmml	7.68.0.Final		9f21a05239f10e966504e75c1ba06e734348e3d7
org.kie	kie-dmn-jpmml	7.69.0.Final		3cb842dc038d16775bbff71c84a9880b81ccb8b9
org.kie	kie-dmn-jpmml	7.70.0.Final		9d09bced63688fbfc80cdafad74b00f60d7c852e
org.kie	kie-dmn-jpmml	7.71.0.Final		9d5fd1eb4639295369f05093721301999e96ca80
org.kie	kie-dmn-jpmml	7.72.0.Final		eaf989687bfe9d7645700ea7027af30e4ae30343
org.kie	kie-dmn-jpmml	7.73.0.Final		97e23c9a72c37e0e5ae88e39ebf54914c66e9f67
org.kie	kie-dmn-jpmml	7.74.0.Final		b2377168ccae15f3d030eb032b402df809f8ad8e
org.kie	kie-dmn-jpmml	7.74.1.Final		817aa5e781a8b38a683ef32c0c4797ef2e7c7fc1
org.kie	kie-dmn-jpmml	8.44.0.Final		4e013719e6edaa072932858c7edbdd615ad1e255
org.kodein.mock	mockmp-test-helper-junit5-iosx64	1.10.0		N/A
org.kodein.mock	mockmp-test-helper-junit5-iosx64	1.10.0	metadata	4903cf765aca1b9bc08192e69e3d396ea80d2421
org.kodein.mock	mockmp-test-helper-junit5-iosx64	1.10.0-kotlin-1.7.20-RC		N/A
org.kodein.mock	mockmp-test-helper-junit5-iosx64	1.10.0-kotlin-1.7.20-RC	metadata	ced3964f106c1c4ba32b408006d056e845372b47
org.kodein.mock	mockmp-test-helper-junit5-iosx64	1.11.0		N/A
org.kodein.mock	mockmp-test-helper-junit5-iosx64	1.11.0	metadata	b44a6c367f74dcc97b7768edd67659a94f0e8e00
org.kodein.mock	mockmp-test-helper-junit5-iosx64	1.12.0		N/A
org.kodein.mock	mockmp-test-helper-junit5-iosx64	1.12.0	metadata	890361b55ddc41bc2305d40c48af87e04c192513
org.kodein.mock	mockmp-test-helper-junit5-iosx64	1.13.0		N/A
org.kodein.mock	mockmp-test-helper-junit5-iosx64	1.13.0	metadata	e6033f8934bb03f223efe64959d4d07ee225a5ec
org.kodein.mock	mockmp-test-helper-junit5-iosx64	1.14.0		N/A
org.kodein.mock	mockmp-test-helper-junit5-iosx64	1.14.0	metadata	53e24b775e7e161a0ad328dbac2e39aed062768e
org.kodein.mock	mockmp-test-helper-junit5-iosx64	1.15.0		N/A
org.kodein.mock	mockmp-test-helper-junit5-iosx64	1.15.0	metadata	ddd71b7e27122ec1df8ab3800baba689a6dabd99
org.kodein.mock	mockmp-test-helper-junit5-iosx64	1.16.0		N/A
org.kodein.mock	mockmp-test-helper-junit5-iosx64	1.16.0	metadata	5415863dbad14deace999cf4e98a7bce38ac6bf5
org.kodein.mock	mockmp-test-helper-junit5-iosx64	1.17.0		N/A
org.kodein.mock	mockmp-test-helper-junit5-iosx64	1.17.0	metadata	d0d399afffbdefe9eecd48bb1b8e44ae97f98f95
org.kodein.mock	mockmp-test-helper-junit5-iosx64	1.9.0		N/A
org.kodein.mock	mockmp-test-helper-junit5-iosx64	1.9.0	metadata	4e1f23d949636d3bc3e91104583b22fae2f580b8
org.kodein.mock	mockmp-test-helper-junit5-iosx64	2.0.0		N/A
org.kodein.mock	mockmp-test-helper-junit5-iosx64	2.0.0	metadata	1e9c67dfb84547391ae4926224f624481cd26882
org.kodein.mock	mockmp-test-helper-junit5-iosx64	2.0.1		N/A
org.kodein.mock	mockmp-test-helper-junit5-iosx64	2.0.1	metadata	3164b70daeb100aaab51eaa905846586ee8df8ed
org.kodein.mock	mockmp-test-helper-junit5-iosx64	2.0.2		N/A
org.kodein.mock	mockmp-test-helper-junit5-iosx64	2.0.2	metadata	6d08a61bd85ccaa3430de7bc8af7f9164d6a20d2
org.mvnpm.at.vue	compiler-ssr	3.3.11		8fc0612d380c02e1d907aee40f8bbfc0812b9235
org.mvnpm.at.vue	compiler-ssr	3.4.27		e2c19166f0c346ea11744ea584d8e0d522dc53b9
org.mvnpm.at.vue	compiler-ssr	3.4.31		1da77978dbe9f5b97165d9c71b08b669e0100e98
org.mvnpm.at.vue	compiler-ssr	3.4.34		793ddf210285a8848dceefd8b2e422f87c0d338c
org.mvnpm.at.vue	compiler-ssr	3.4.35		8be346e5f07c56ce85a07dc82d312d1c58aa4de2
org.mvnpm.at.vue	compiler-ssr	3.5.10		2c8500e5c1b48420e9bb57c7992675837fbcf6fe
org.mvnpm.at.vue	compiler-ssr	3.5.13		2e0a8c863e0b4ae121a1b2d7baab233f91ab4099
org.mvnpm.at.vue	compiler-ssr	3.5.8		8433f318fed64cba03a72032e9f1fbb60a4ef787
org.onosproject	onos-yang-utils-parser	1.10		2c2087895875a9206e88247b9701eb08ebd4f6df
org.onosproject	onos-yang-utils-parser	1.11		cc0f2db4f65f3bdcba820b197daffcc1cae7ad59
org.onosproject	onos-yang-utils-parser	1.9		1a624031ee402d63fb9cbc4d5feb41b6a1ce7a2d
org.opendaylight.bgpcep	bgp-parser-mock	0.10.0		43941c8ab8c97c7f8b6ef5280647c8d0e042adc1
org.opendaylight.bgpcep	bgp-parser-mock	0.10.1		20c1b1cafdcdaefcf46f16fccbb39ba557397152
org.opendaylight.bgpcep	bgp-parser-mock	0.10.2		9ecbcd123ed05206880f4be1ac083e75e2b1e47e
org.opendaylight.bgpcep	bgp-parser-mock	0.10.3		cf56e2f92fc3b3f05edd77555674725cbe24123f
org.opendaylight.bgpcep	bgp-parser-mock	0.11.0		eb264d4eca35fee6a77abcd878e0a438f388d717
org.opendaylight.bgpcep	bgp-parser-mock	0.11.1		c99523ef274527214a010d9555b84b367ee10835
org.opendaylight.bgpcep	bgp-parser-mock	0.11.2		c0c3670a9da22a13e962694d3ae57813422a9298
org.opendaylight.bgpcep	bgp-parser-mock	0.11.3		819e9aec84f514373e4e2923296f2709fe452e3d
org.opendaylight.bgpcep	bgp-parser-mock	0.12.0		73cfcba851e0a96a1aa53976e2a77d4f89605493
org.opendaylight.bgpcep	bgp-parser-mock	0.12.1		2adf287e5cf30274f23e655b0cc87ab4071645e5
org.opendaylight.bgpcep	bgp-parser-mock	0.12.2		8cc1d73c8f3ca3c00fb127198148ba25f1a2be7d
org.opendaylight.bgpcep	bgp-parser-mock	0.12.3		6a8a89fa7474a2a1fd4119ad5ad453c27b2286c4
org.opendaylight.bgpcep	bgp-parser-mock	0.12.4		160e06f57f4e1c92af68556db413572d085f4020
org.opendaylight.bgpcep	bgp-parser-mock	0.13.0		1787fb8ff511285130f03172db964f6b58f71e83
org.opendaylight.bgpcep	bgp-parser-mock	0.13.1		e77ed47c35dbb0b4dc94e799bb42949d8782b7c4
org.opendaylight.bgpcep	bgp-parser-mock	0.13.2		8462fe1726a82ac7ce240bb7c32df99d7f82a07c
org.opendaylight.bgpcep	bgp-parser-mock	0.13.3		03f03a318349b498556cafc9531957ef0da989a4
org.opendaylight.bgpcep	bgp-parser-mock	0.14.0		6d4d1e92cf70704833d43e485f68b6026b1e69c3
org.opendaylight.bgpcep	bgp-parser-mock	0.14.1		a50cde352fee39fc9a40a49c1bbc08869bd45a19
org.opendaylight.bgpcep	bgp-parser-mock	0.14.2		3db78eb02d7bab9fca33f1f14cc25c009b665573
org.opendaylight.bgpcep	bgp-parser-mock	0.14.3		75840869f3e84d5a2e155b0c2063a713a5e9494e
org.opendaylight.bgpcep	bgp-parser-mock	0.14.4		87a6f36dfd40dc3729f8a3fc884519e4bc2f2cdd
org.opendaylight.bgpcep	bgp-parser-mock	0.15.0		9f7b2b7fe145f0782c609f7850ff83a96b03392f
org.opendaylight.bgpcep	bgp-parser-mock	0.15.1		c18553d56e6ffacee60177826dbb3437dae983dc
org.opendaylight.bgpcep	bgp-parser-mock	0.15.2		e4ed27755029c1d6dc8e91df4e499c19aa6cd81b
org.opendaylight.bgpcep	bgp-parser-mock	0.15.3		62e81479689d694e2ba2f005bfe62a7e876d2dd5
org.opendaylight.bgpcep	bgp-parser-mock	0.15.4		a460273827120077d9e367c287923a1f7a55d58a
org.opendaylight.bgpcep	bgp-parser-mock	0.16.0		4613284677d3496443ca5d832b9527cdff5fb5d6
org.opendaylight.bgpcep	bgp-parser-mock	0.16.1		e596a3294de6f13234ceeed957ad855ca213125e
org.opendaylight.bgpcep	bgp-parser-mock	0.16.10		3bd253254c70b26558e0906b3156e447d104e099
org.opendaylight.bgpcep	bgp-parser-mock	0.16.11		e069a2aaf137bcc43e2eed8ec7166720c9640870
org.opendaylight.bgpcep	bgp-parser-mock	0.16.12		17309996faa53141df59d1986a0951b926033a25
org.opendaylight.bgpcep	bgp-parser-mock	0.16.13		4eaa49848e4f3e4073f65845294a37f396a446d6
org.opendaylight.bgpcep	bgp-parser-mock	0.16.14		9a9612e796bfd197a9fee63a62dce579d32efab0
org.opendaylight.bgpcep	bgp-parser-mock	0.16.15		369af12dcffaa4323d306f2ef142023b09092839
org.opendaylight.bgpcep	bgp-parser-mock	0.16.16		541e9032055a4478ba74c7f7b83f86cd3737896f
org.opendaylight.bgpcep	bgp-parser-mock	0.16.2		89d354d7795900fc0173c09d685381f3cbddf347
org.opendaylight.bgpcep	bgp-parser-mock	0.16.3		2b3d3235969e667849b11a84dfe3a7d5e76e7226
org.opendaylight.bgpcep	bgp-parser-mock	0.16.4		9b643c5bb1e3e73fa7d2146ab05e0c9c62f4340a
org.opendaylight.bgpcep	bgp-parser-mock	0.16.5		8bf8f7d9bbdf324f05c0a9b6f7b77dec1cdff7a5
org.opendaylight.bgpcep	bgp-parser-mock	0.16.6		4cd2ed734c23c58825afd4a30eba6eab9b924c8f
org.opendaylight.bgpcep	bgp-parser-mock	0.16.7		15feb8813b8e9746a1d9715cff8b2a0e9da6085b
org.opendaylight.bgpcep	bgp-parser-mock	0.16.8		f51cb11567362929b2e41690dc8a3bbb5ef117f3
org.opendaylight.bgpcep	bgp-parser-mock	0.16.9		bf0c430527f01355fe52e1dacddd6b1697fff9d9
org.opendaylight.bgpcep	bgp-parser-mock	0.17.0		5f98a6e2ba59bc45b34efb0e6458ad8bb7ac9fdd
org.opendaylight.bgpcep	bgp-parser-mock	0.17.1		117cae17284ba2a48902212a0417b6fbd08569a3
org.opendaylight.bgpcep	bgp-parser-mock	0.17.10		07178693bc064814be0efc8af9ab475c9941dc18
org.opendaylight.bgpcep	bgp-parser-mock	0.17.2		1cf11b186ff3c11d5d0a4a2f2515639b8a289769
org.opendaylight.bgpcep	bgp-parser-mock	0.17.3		512379c5f8667183edd8560dd0982775c138b745
org.opendaylight.bgpcep	bgp-parser-mock	0.17.4		6a8889d449060062cceebb885862dde3e16fffca
org.opendaylight.bgpcep	bgp-parser-mock	0.17.5		3d6301368c1ba7efa61ab0c80186ef2e4c3f27a7
org.opendaylight.bgpcep	bgp-parser-mock	0.17.6		e8ff6444aa2450e5e8f3513fbfce59808ab60d1e
org.opendaylight.bgpcep	bgp-parser-mock	0.17.7		6391b64bea376ff564ef0dd7cabfafdc24507887
org.opendaylight.bgpcep	bgp-parser-mock	0.17.8		87492b25b89cac3af60c5cc85053aa247c40e001
org.opendaylight.bgpcep	bgp-parser-mock	0.17.9		0cf4f698e321fe0e9b77d14fc8baff46085a12e4
org.opendaylight.bgpcep	bgp-parser-mock	0.18.0		b2c537b04263d34ff064c10c960eeffdaf56d7d9
org.opendaylight.bgpcep	bgp-parser-mock	0.18.1		a4d0efda1ca27c590a8722dd1b3b0590ba985993
org.opendaylight.bgpcep	bgp-parser-mock	0.18.2		faec9dd9001175b77d5daf4ead06b91c3749d562
org.opendaylight.bgpcep	bgp-parser-mock	0.18.3		eb76baefad2a647ea3ee519b990e7619d9d501a3
org.opendaylight.bgpcep	bgp-parser-mock	0.18.4		94b72cd2aaf43d957582270e3a6247f1da094554
org.opendaylight.bgpcep	bgp-parser-mock	0.18.5		a7cda41e2813cc432d6f8514df001cada203f79a
org.opendaylight.bgpcep	bgp-parser-mock	0.18.6		696187da08318f857eff133ebc2a612237ff8d7a
org.opendaylight.bgpcep	bgp-parser-mock	0.18.7		c0a3bf3fdd5017d33655cf3c465c21d074822115
org.opendaylight.bgpcep	bgp-parser-mock	0.18.8		722655578382798322a94cd8173e0f458b53527f
org.opendaylight.bgpcep	bgp-parser-mock	0.18.9		e046006927f8e6bbdc381b902528b1ac9e4aa74f
org.opendaylight.bgpcep	bgp-parser-mock	0.19.0		62c3cc182493ca48f1aa7c38aaf05ac000895c42
org.opendaylight.bgpcep	bgp-parser-mock	0.19.1		a40b4de13520bdd7c2c5d6dd34ede36f5be15dac
org.opendaylight.bgpcep	bgp-parser-mock	0.19.2		d6e057546edc79457eba842c229ef8aa77d3d595
org.opendaylight.bgpcep	bgp-parser-mock	0.19.3		e85e787bde37c4e92f3f35ac45225d6caf9cb76f
org.opendaylight.bgpcep	bgp-parser-mock	0.19.4		67d88689aafb751d8bb80665c11e6fcad6669391
org.opendaylight.bgpcep	bgp-parser-mock	0.19.5		7f781a018584c4d6f096707ef2c1cd42952ac993
org.opendaylight.bgpcep	bgp-parser-mock	0.19.6		2062ab84a9604173420e848c801933010fda994c
org.opendaylight.bgpcep	bgp-parser-mock	0.19.7		7478237a7e012b66dad49c7706337f5d6a0b2979
org.opendaylight.bgpcep	bgp-parser-mock	0.19.8		96d4ae27a14c62c87e606d5d51c59031752aca6d
org.opendaylight.bgpcep	bgp-parser-mock	0.19.9		1252a49d83f925265929c92a49661b2935651ad0
org.opendaylight.bgpcep	bgp-parser-mock	0.20.0		9d2f799904dd438ea45429f4a85e5fa033a80a38
org.opendaylight.bgpcep	bgp-parser-mock	0.20.1		22b3d16824797a9e18942c658bb34662a80a8a41
org.opendaylight.bgpcep	bgp-parser-mock	0.20.2		d452f72c24a2746f4f9d666d94664ae231322651
org.opendaylight.bgpcep	bgp-parser-mock	0.20.3		bb65e2430217c901dd05a90c9b12a8b568d75d45
org.opendaylight.bgpcep	bgp-parser-mock	0.20.4		0100df3a2f92666e607ec08a5a2f8dc056e2e7c0
org.opendaylight.bgpcep	bgp-parser-mock	0.20.5		3274956c229c486d12ed1b34cc1d6006c52ce0d5
org.opendaylight.bgpcep	bgp-parser-mock	0.20.6		35b01cb03950b266b9a3f1c7817ab94fba2d3000
org.opendaylight.bgpcep	bgp-parser-mock	0.20.7		64372dd4ad3987112ae400ba167f21709890b728
org.opendaylight.bgpcep	bgp-parser-mock	0.20.8		c1ac17ee1113f9b14346c46834c8dc65c5f07cd3
org.opendaylight.bgpcep	bgp-parser-mock	0.20.9		a0b24c8fb921d801c526a6b11d079de53fca683c
org.opendaylight.bgpcep	bgp-parser-mock	0.21.0		692b6824e288be82388efc3c06c5e7fd617e1c33
org.opendaylight.bgpcep	bgp-parser-mock	0.21.1		62527a21200538468c50aeb4f53b0978426bfb7c
org.opendaylight.bgpcep	bgp-parser-mock	0.21.10		9236070dfb6b5814d61378bff7e576fc14492eb1
org.opendaylight.bgpcep	bgp-parser-mock	0.21.11		b53b03276021487226b7d6ee8446387099be4eda
org.opendaylight.bgpcep	bgp-parser-mock	0.21.2		624e132f5b6b8a7a0b389b1183ee4466b76150f1
org.opendaylight.bgpcep	bgp-parser-mock	0.21.3		9ffdf9701ba1a1ce6acc34472f7297aa5039bc8a
org.opendaylight.bgpcep	bgp-parser-mock	0.21.4		b43a7e269afa7354a924adbae09ea8b33d70f60d
