aislib	aislib	0.5.2		5456841f52aca88c4d6e019cecc077d2fd77d1a9
org.deltacv.EOCV-Sim	Vision	3.8.4		9d266246afdfdf67f4149d9f3c86e2bcb7a7f972
org.deltacv.EOCV-Sim	Vision	4.0.0		d8f58bc8f2ba82c8cc258e3ff3a71304d66399b5
org.deltacv.EOCV-Sim	Vision	4.0.1		f8b4bb9b0a860a0f75cff3b8fc1427295a1bb9dc
org.eclipse.vorto	bundles	0.10.0.M1		N/A
org.eclipse.vorto	bundles	0.10.0.M2		N/A
org.eclipse.vorto	bundles	0.10.0.M3		N/A
org.eclipse.vorto	bundles	0.9.0		N/A
org.finos.morphir	morphir-toolkit-codec-zio-json_native0.4_2.13	0.4.0-RC02.REV01		39d9d242ec0e5371951dbe9d19f19b9712817fe4
org.finos.morphir	morphir-toolkit-codec-zio-json_native0.4_2.13	0.4.0-RC03		f29ac43fd6d7b24961cac61da50cba4edd9d4171
org.fitframework.plugin	fit-service-coordination-locator	3.5.0-M1		b63a45a74f85677ecf649ab99e380dd06c27b515
org.fitframework.plugin	fit-service-coordination-locator	3.5.0-M2		29646de65d500f29ea9ad0e5fc2bf61acb84ef15
org.fiware.kiara	KIARA	0.1.1		ea224967fa70b0da6957263bcdc527779e036eae
org.fiware.kiara	KIARA	0.2.0		b46a5695035ef9b8727c68b240da9444f3227c7e
org.fiware.kiara	KIARA	0.2.5		492061a0d924c3e3923af3bc0b255e5242d33e7b
org.fiware.kiara	KIARA	0.3.0		f8768f0bbbe06be4ec25c9204bd84d91249b24c2
org.fiware.kiara	KIARA	0.4.0		cf6e43d23ccefec5af1ee65e104adf9714253981
org.geckoprojects.search	org.gecko.search.util	1.1.0		6BFB6201105FA0664F53AFA77690450BD04D54C6
org.geckoprojects.search	org.gecko.search.util	1.2.0		AA0984A0E9EAC90A2E04EC45E537269D55E0BE15
org.geckoprojects.search	org.gecko.search.util	1.3.0		F2AC3F87F2BDA8A79148A31FDD35187423C164FE
org.geckoprojects.search	org.gecko.search.util	1.4.0		7C36313DC054E0B4423E483FCA546DDA6DA32FE9
org.geckoprojects.search	org.gecko.search.util	1.4.1		D2DC144ABA2E2E69D9447AC92D5D584D040F83AF
org.gnieh	diffson-circe_2.11	2.1.0		f1cc8f40ef7086916556913ff65ede6cfb2fa0b9
org.gnieh	diffson-circe_2.11	2.1.1		c0560a80531deb767e0ed15bc9848992021829f2
org.gnieh	diffson-circe_2.11	2.1.2		4146172d9f94947511b1a15ec0e69b31a05e092b
org.gnieh	diffson-circe_2.11	2.2.0		ce46e96289c312e241ab6b8d8cb47b3af8e61968
org.gnieh	diffson-circe_2.11	2.2.1		1d2e059a61d67566d2f6149b04a3d009194247d6
org.gnieh	diffson-circe_2.11	2.2.2		2437c74ca08665aeb3f20c0fa8934c63cd0a2ded
org.gnieh	diffson-circe_2.11	2.2.3		2a155bbc69f2eaf98e4077723a492ac4cdf64a58
org.gnieh	diffson-circe_2.11	2.2.4		50f56d2809ee138a7c8c5c881005e7b317e7db0d
org.gnieh	diffson-circe_2.11	2.2.5		d2f602df5e760a90929f45057422db2c7dfc1732
org.gnieh	diffson-circe_2.11	2.2.6		9b1951e546f5bd5d4a25d19b1fe955b580770f89
org.gnieh	diffson-circe_2.11	3.0.0		8a5beb7bf93dc5763454eadc4459ae744a3a6746
org.gnieh	diffson-circe_2.11	3.1.0		b8b0a2a29f2040c87b4556c38be27685f22ebdbf
org.gnieh	diffson-circe_2.11	3.1.1		2b049570e5d17ced12224380aea0cff2379b1096
org.gnieh	diffson-circe_2.11	4.0.0-M1		15ffc4b23828b22c9dcd7a3efe5a25c80aa7100d
org.gnieh	diffson-circe_2.11	4.0.0-M2		98ed6222f8c03bfaa45f399f2267ca057d0176a8
org.gnieh	diffson-circe_2.11	4.0.0-M3		92e66d9c657052d9e7a02194017df9977363e086
org.govariants	sgfparser_2.13	0.1.0		295210f3077f417bf6b0d19052ae5a0c15204ede
org.jupyter-scala	ammonite-runtime_2.11.8	0.8.0		f89b8a3ef3e953e3d1f9916b35a173801821048f
org.jupyter-scala	ammonite-runtime_2.11.8	0.8.1		7348110ff93413c1fe97c8eccd6657ae7e015b0c
org.jupyter-scala	ammonite-runtime_2.11.8	0.8.2		c462d49eeb66d1f56463a5d6298fb8ab6fd98494
org.jupyter-scala	ammonite-runtime_2.11.8	0.8.2-1		c964be5c7239fc27ed4b197074a418e21eb59b4b
org.jupyter-scala	ammonite-runtime_2.11.8	0.8.2-2		216a5890e905a23a1f9ac72a2b00c33d0447c33f
org.jupyter-scala	ammonite-runtime_2.11.8	0.8.3		4ddad277ed796663de86ece1f19dda4c5fcc5f75
org.jupyter-scala	ammonite-runtime_2.11.8	0.8.3-1		e3bc004fb9c4b57098299cdd4c39da395c696bac
org.jupyter-scala	ammonite-runtime_2.11.8	0.8.3-2		408b38dc162bce6f6d722542017e6a4da37c9987
org.kodein.memory	kodein-memory-files-mingwx64	0.10.0		N/A
org.kodein.memory	kodein-memory-files-mingwx64	0.10.1		N/A
org.kodein.memory	kodein-memory-files-mingwx64	0.10.2		N/A
org.kodein.memory	kodein-memory-files-mingwx64	0.11.0		N/A
org.kodein.memory	kodein-memory-files-mingwx64	0.4.0		N/A
org.kodein.memory	kodein-memory-files-mingwx64	0.4.1		N/A
org.kodein.memory	kodein-memory-files-mingwx64	0.5.0		N/A
org.kodein.memory	kodein-memory-files-mingwx64	0.6.0		N/A
org.kodein.memory	kodein-memory-files-mingwx64	0.7.0		N/A
org.kodein.memory	kodein-memory-files-mingwx64	0.8.0		N/A
org.kodein.memory	kodein-memory-files-mingwx64	0.8.1		N/A
org.kodein.memory	kodein-memory-files-mingwx64	0.9.0		N/A
org.latestbit	picooc_2.11	2.1		0936a3edbc69c2e9bbc6615fe63693649d54ef9f
org.latestbit	picooc_2.11	2.2		5e18459ec456d426d730d036621fa474e61a5d54
org.latestbit	picooc_2.11	2.3		fde49e9be35ead2ff27cac836dd68bc55144ece5
org.latestbit	picooc_2.11	2.4		9d0209a9ffa00a7a3c93261873c5d6ca45625351
org.latestbit	picooc_2.11	2.5		57e09c42aa83e21c2dc474b2d978ad6acb7033ef
org.latestbit	picooc_2.11	2.6		ae855ea1c846daa44b9debd2313092e7e1717c39
org.latestbit	picooc_2.11	2.6.1		042389b89999ef6b6ec5424f8a05f1123d6512eb
org.latestbit	picooc_2.11	2.6.2		2f22fd03c84280d789b1a700cb0f93e50de2616f
org.latestbit	picooc_2.11	2.6.3		95d3d6d5a9f563d8909f3408956437e2d2e1f9d2
org.latestbit	picooc_2.11	3.0		7ad1f0b4e3d92290693e7e774acda1385516b759
org.latestbit	picooc_2.11	3.0.1		b0a44319afce71b48793b7b7ee1b7cc00faa6542
org.latestbit	picooc_2.11	3.1.0		fab69a629f511675df6f1f6007dbd23d001f87f4
org.latestbit	picooc_2.11	3.10.0		848c2879022cf080c858fac9b57546457f72259f
org.latestbit	picooc_2.11	3.11.0		700bd4c6194c454907c1bd1eee5aa41f42fcacc7
org.latestbit	picooc_2.11	3.12.0		4ef82a06f073863d21708e076448bc8e742b6cb5
org.latestbit	picooc_2.11	3.3.0		401a237f8f6e850cc3390695878812daae83b6b6
org.latestbit	picooc_2.11	3.4.0		06a55ad8c9fcd337a8eb84d36c19d73b2af816d0
org.latestbit	picooc_2.11	3.4.1		b33f98ea48126ac91f7e2c8420735a2026e0881e
org.latestbit	picooc_2.11	3.4.2		f8bfdd07bcad03bd342df14996b0c9b903674a2b
org.latestbit	picooc_2.11	3.5.0		5f2d524b79c6dbdb921b3aac0e63063e020f9c42
org.latestbit	picooc_2.11	3.9.0		1a925c3ffdbc0e2be00658a3259d569ab8407760
org.lowcoder.plugin	lowcoder-plugin-api	2.1.0		aa291b7ea25c5dbc54a7d3abf6d71a8259180349
org.lowcoder.plugin	lowcoder-plugin-api	2.3.0		53f5f21a3c4b612b104a4c09128dd8bb6ae3823b
org.lowcoder.plugin	lowcoder-plugin-api	2.3.1		79ab0adeb19faeed63eec622b982fb13bdb315cd
org.nanoframework	nano-server	1.3.13		b427ec81dccff8e5081c572057d4fc3a4db3a5cb
org.nanoframework	nano-server	1.3.14		83cba69dad54b4fd706f1f2a1bd37ecc4af5e32b
org.nanoframework	nano-server	1.3.15		92c79d20f8abe587bb0535b78d8d1d8d1c220910
org.nanoframework	nano-server	1.3.16		427f8700680811b81dfbcaba413d51f56323813a
org.nanoframework	nano-server	1.4.0		f85d30338d504ba4e4e2a99ac76264912a606259
org.nanoframework	nano-server	1.4.1		81bf668a413a8a5500e23080c7f4faf0050182d2
org.nanoframework	nano-server	1.4.10		0b12d9c7ff8604d1e5d5e440a37d41b74dc27cb9
org.nanoframework	nano-server	1.4.6		0a6f093c71db8f92ad6a0a6c3f145c309cf315cb
org.nanoframework	nano-server	1.4.7		8e9c3694dc423f73f405361f6acfadafbed56a45
org.nanoframework	nano-server	1.4.8		81f15564e0cc3a15167ea64ec2719dc5ddb752ef
org.nanoframework	nano-server	1.4.9		85258fe46105505f3260e3c7879f436497e71d85
org.opendaylight.iotdm	odl-iotdmcsitdist-ui	0.3.0-Carbon		N/A
org.opendaylight.iotdm	odl-iotdmcsitdist-ui	0.3.1-Carbon		N/A
org.opendaylight.iotdm	odl-iotdmcsitdist-ui	0.3.2-Carbon		N/A
org.opendaylight.iotdm	odl-iotdmcsitdist-ui	0.3.3-Carbon		N/A
org.opendaylight.iotdm	odl-iotdmcsitdist-ui	0.3.4-Carbon		N/A
org.opengis.cite	ets-eo-geojson10	0.1		8526575bc98197800363ac2369069f7f822e2c27
org.opengis.cite	ets-eo-geojson10	0.1	aio	267fab02d485060d27f40282000a4ac7ee3633a6
org.opengis.cite	ets-eo-geojson10	0.1	site	902b35a9eed07f9d878d9a217e052ba87d53a99b
org.opengis.cite	ets-eo-geojson10	0.2		618119157eae8cdbd1c31e519a8180be4271b019
org.opengis.cite	ets-eo-geojson10	0.2	aio	2d805c62aa8eb87eb8af4b8fb16be6189db8780d
org.opengis.cite	ets-eo-geojson10	0.2	site	56ba0a4bd7e9e3bf6ec4ec24f1b92e72a033741d
org.opengis.cite	ets-eo-geojson10	1.0		e27db0f8e3f5cab61e87ab8ecef1a02e26272d9d
org.opengis.cite	ets-eo-geojson10	1.0	aio	0b7c9bf221314c3e1780495b67f5047010f12e67
org.opengis.cite	ets-eo-geojson10	1.0	site	bd85b86ef69a8fae07e1cd08276c1cb802773446
org.opengis.cite	ets-eo-geojson10	1.1		4fdac68eba192cc8cfc75816130740d64d48f1bd
org.opengis.cite	ets-eo-geojson10	1.1	aio	8e2a030d704efba09f1d929beae2df6acb2efd7e
org.opengis.cite	ets-eo-geojson10	1.1	site	0d029cfa028ca59d478f60a754dbcf5b8c38052e
org.openingo.kits	mybatis-x	1.0		9a4a0437eecb4297cf825bb227432c5ca077f02c
org.openingo.kits	mybatis-x	1.0.1		7097f40b3076d98cab37d6572e31744d413215fb
org.openingo.kits	mybatis-x	1.0.2		7a9a27a6d121558938320db0160a77872e226848
org.openingo.kits	mybatis-x	2.0		ad7471fcd9cb06df9415a33f65c9492b68df802a
org.openrewrite	rewrite-xml	2.0.0		b3239aae71e0ac0d62db3b4f65d7479d7f0b37bf
org.openrewrite	rewrite-xml	2.0.0-rc.10		2a5061833c731c671c13c5cdca98012ec23f73e9
org.openrewrite	rewrite-xml	2.0.0-rc.11		438f7dda2b5a78484b8a4445244ccfab071cc609
org.openrewrite	rewrite-xml	2.0.0-rc.12		86eae76f6aedb6700f3ebeb3b3bd60ec7a314098
org.openrewrite	rewrite-xml	2.0.0-rc.2		085508d2c6b1f90cc5d46bfcf4f50f80934c9db7
org.openrewrite	rewrite-xml	2.0.0-rc.3		08e01901c5655047e7f771492b8a3d36eaacd5d7
org.openrewrite	rewrite-xml	2.0.0-rc.4		e57225d88e410b0f89c1a155577382d23e838b9a
org.openrewrite	rewrite-xml	2.0.0-rc.5		c449dd03f86faef0cd20d942ae912cd9b4631af1
org.openrewrite	rewrite-xml	2.0.0-rc.6		dd9895ced5e67c767769cfeeb04d47c23817f0f2
org.openrewrite	rewrite-xml	2.0.0-rc.7		5522073b746ed4e92e8852f8bdf1cec1c4dbfdc3
org.openrewrite	rewrite-xml	2.0.1		9699a42e4c6095cdda17565cf780a8ea44794596
org.openrewrite	rewrite-xml	2.1.0-rc.3		b2abb36476c5be2afdd73cd5ac31e7a1854e452e
org.openrewrite	rewrite-xml	2.2.0		0a0d8abc957778f0167dbeea4323a9209827aede
org.openrewrite	rewrite-xml	3.0.0		0632f013a61d64b37bb19180ba60c83e70081089
org.openrewrite	rewrite-xml	3.0.1		c21329f63f2efb0da81a48789b89615219f31587
org.openrewrite	rewrite-xml	3.0.2		d6b522b81c24fc3b2a5420d6680adae70e5d2363
org.openrewrite	rewrite-xml	3.0.3		5928bce224f5f4ce180f1441e39dbb8e6033c701
org.openrewrite	rewrite-xml	4.0.0		c1df6c12fafb2c980c221a5f938a72aa88242b79
org.openrewrite	rewrite-xml	4.0.1		93c1c6a83380d14d1f0552b8b0ae4e214c18fd26
org.openrewrite	rewrite-xml	4.1.0		cc7edf0c1fbd0ae32f9a759d317de1093136a63d
org.openrewrite	rewrite-xml	4.1.1		7a39faab3ae6397fb4e9799ed0c82e60a3bce2d7
org.openrewrite	rewrite-xml	4.1.2		cca065bf2216f49ce2be2ab3d473a06df8ba7407
org.openrewrite	rewrite-xml	4.2.0		ea8928f655c9d0fdb50a3308d5bb39f126dff311
org.openrewrite	rewrite-xml	4.2.1		1b3754998d8033fc56965a7011ef275f588835b7
org.openrewrite	rewrite-xml	5.0.0		a9f9d7f31f72d9fb5662ed69b73d1c5b02c39020
org.openrewrite	rewrite-xml	5.1.0		641f3714635b27aaa51bce82cb62569e291cc0e9
org.openrewrite	rewrite-xml	5.2.0		efa5a56f7310cd120c60a51d2d210f2e9f904d55
org.openrewrite	rewrite-xml	5.3.0		82bec2199aeb1d9e1f225153c9b91d6cb9199571
org.openrewrite	rewrite-xml	5.3.1		88ed1de46f81c8192a0354e46018c72a361bb0ea
org.openrewrite	rewrite-xml	5.4.0		5a66ad5d984a03331644f21fe86dd1bf44bc324a
org.openrewrite	rewrite-xml	5.4.1		bfc9b8ebc2a7ab458d0b50cd37daf92e253baa4b
org.openrewrite	rewrite-xml	5.4.2		1770b66edd430af574785bb38eaf433f5c74f932
org.openrewrite	rewrite-xml	5.4.3		2aebfa4d108a3af4e0456acbc595ede907b32022
org.openrewrite	rewrite-xml	5.4.4		70850cec190c6098d421c07e744219743be9ff1d
org.openrewrite	rewrite-xml	5.5.0		b0652a137372a762159dc451a5c6c3d156ae8094
org.openrewrite	rewrite-xml	5.5.1		c6955ad41eabebf0fe558a977c723b1a42e08ed8
org.openrewrite	rewrite-xml	5.5.2		35716c0d72b5295ee59e9da1b0fd334748f93c8a
org.openrewrite	rewrite-xml	5.5.3		453c11987a583597f815b2f865bfd25f8b804c5f
org.openrewrite	rewrite-xml	5.5.4		06e408e90f51886b07df21f5b9e8c50d3e936d93
org.openrewrite	rewrite-xml	6.0.0		99dfa4d679cf11a8f83e844969e1157345f1a88f
org.openrewrite	rewrite-xml	6.0.1		f64350e58912b30197ed6e4b0a63a8bbf76e8474
org.openrewrite	rewrite-xml	6.1.0		be3183cdd2ff663e21fbb867a0d56fa84f571f9d
org.openrewrite	rewrite-xml	6.1.10		fac5885a3b9f7fd04e18373bf9bb1da105c58aa7
org.openrewrite	rewrite-xml	6.1.11		92dc883eed2db567692cc7f13ed71153d4f097c4
org.openrewrite	rewrite-xml	6.1.12		03ff862155ed82a02fb23070442769136f824b51
org.openrewrite	rewrite-xml	6.1.13		986fef9905368831ac7e65e26d0b8a116394d658
org.openrewrite	rewrite-xml	6.1.14		94edaf74bf62d9aacaf300e41ae575f264658b5a
org.openrewrite	rewrite-xml	6.1.16		b59ca71810ab652eaa8f63ab669169991e58ab3f
org.openrewrite	rewrite-xml	6.1.17		113b8f14b548787ff015bd0d0f3e40489385ff9a
org.openrewrite	rewrite-xml	6.1.18		b0f0a5a6814646090c2a3b52a85c07911005542c
org.openrewrite	rewrite-xml	6.1.19		9e8a6f1b895be3e78b76faabeb01be76fb5e21d7
org.openrewrite	rewrite-xml	6.1.2		f59db74d03590ac5f697ef8a0ded5012bf9a9d25
org.openrewrite	rewrite-xml	6.1.20		de181cb3059411eb2a39525382b7a3b7dd983236
org.openrewrite	rewrite-xml	6.1.21		36bea286de424a32cb20431e58886d9746f9f601
org.openrewrite	rewrite-xml	6.1.3		88494b6b6590b33a8f87f566e4c49ee72749c4be
org.openrewrite	rewrite-xml	6.1.5		b354d72c11645f2ef73477927835d470461f2d10
org.openrewrite	rewrite-xml	6.1.6		cd847e94707db145293ca737c48d996a13f37b59
org.openrewrite	rewrite-xml	7.0.0		45d9abff0c9b08428f5055c60c46faef780ae309
org.openrewrite	rewrite-xml	7.0.0-rc.3		5df17b746d1cbe09debcb9e6816822ec87ac6f95
org.openrewrite	rewrite-xml	7.0.0-rc.4		6def3165b15bccca6eb3fc19aff84de2adcc57c9
org.openrewrite	rewrite-xml	7.0.0-rc.5		56580f0adf610a7aadb8b4e6ae61216ee6f1d478
org.openrewrite	rewrite-xml	7.0.0-rc.6		4de84952d7a73e6d3a25aa2d8561d620d83b2e24
org.openrewrite	rewrite-xml	7.0.0-rc.7		a7e7b124a98a48d99be26a5edfb8da1914aab1c4
org.openrewrite	rewrite-xml	7.0.0-rc.8		7c73692f6f2f6b3f24b227319ddbcd3c6c86c309
org.openrewrite	rewrite-xml	7.0.0-rc.9		59f87ab31b95f8a58e72f7c525ddf718e3184d7c
org.openrewrite	rewrite-xml	7.0.1		6f16867cad86c90bb6633ada56de1cd34f6d3755
org.openrewrite	rewrite-xml	7.1.0		41b0d7b81cb602d6c6aed866fd3913f0d9b95ce9
org.openrewrite	rewrite-xml	7.10.0		b94ffd0f6f4dc437ef9cb6058774a9b356b2fafe
org.openrewrite	rewrite-xml	7.11.0		78ec359a0e4233ac34579458a643ce7675cea893
org.openrewrite	rewrite-xml	7.11.1		c6cf4a8a712e68f09b9511a6685969f9b4685009
org.openrewrite	rewrite-xml	7.11.1	noexamples	7d0a5ec2d479e0c25138396e0c63de1363acc0d3
org.openrewrite	rewrite-xml	7.12.0		cb4d56e222eb016e0f5ee4a51129f6715036b21b
org.openrewrite	rewrite-xml	7.13.0		7f010f4fdde2ff0b5abddd34b3e7512f1a1244c3
org.openrewrite	rewrite-xml	7.14.0		6ebcf9682f9a11eb7df3aa5ba7ede6db30975ad4
org.openrewrite	rewrite-xml	7.15.0		6dbac7ee641dc619dcaca5cb8603f8519b5af73d
org.openrewrite	rewrite-xml	7.15.1		dd0a314dff0b4e7f97dcd3ce18b8207139ccf04a
org.openrewrite	rewrite-xml	7.16.0		cce1743f4fb62d9dedbda86596c26a54cf70e464
org.openrewrite	rewrite-xml	7.16.2		d0a656363cc7e7e14be8498274c724e59daae704
org.openrewrite	rewrite-xml	7.16.3		af21a7d9f1b155f9c7219f7409890b8fa253b4ec
org.openrewrite	rewrite-xml	7.17.0		40df4d261f38b0612188610fed95cfb731e67fad
org.openrewrite	rewrite-xml	7.17.1		ef4167831027cdf23112eb4271631d745bee41f6
org.openrewrite	rewrite-xml	7.17.2		9e2b284b02d9f8d03fd96dfc4c69330a3a891442
org.openrewrite	rewrite-xml	7.17.3		8fa0743bdee61b6ca54fffa670ca24336e328751
org.openrewrite	rewrite-xml	7.18.0		a8b14c6d127329c39553c263bf304be4a3d1035a
org.openrewrite	rewrite-xml	7.18.1		1d78604ea11f896fe0bb648f8bd326209a041325
org.openrewrite	rewrite-xml	7.18.2		8237101fa807fe453d157f10e55a860a189a6f3e
org.openrewrite	rewrite-xml	7.19.0		c07a5ccc383f28cd8ebe11973df9dd91a146dc54
org.openrewrite	rewrite-xml	7.2.0		394e88aa0d68ff99359a1338947a307a7d85ebbf
org.openrewrite	rewrite-xml	7.2.1		68822ad113cb7cff7631e9bfc4feb8b44a08092c
org.openrewrite	rewrite-xml	7.2.2		8b9d7ca8dacbd5d08197831aab1d69c9ff85928a
org.openrewrite	rewrite-xml	7.20.0		beb42dce07324e4db25e07fd2414fa49dd6b9f62
org.openrewrite	rewrite-xml	7.21.0		499fcbe2ba940ca6c1ebdf9e2b97028ed0823d90
org.openrewrite	rewrite-xml	7.21.1		4352ffd1077bbfcbdb95b1d86d786fd6d4be0539
org.openrewrite	rewrite-xml	7.21.3		0469ed702d0d556ed9f31a07adf8a0d943922539
org.openrewrite	rewrite-xml	7.22.0		c2a535b7bff46bd4a05dcdcb67eefc5246cb0b49
org.openrewrite	rewrite-xml	7.23.0		ede8ce58a926c806440a01971e88ae58589d3978
org.openrewrite	rewrite-xml	7.24.0		a6e60dc4a98b51a28767fb827c78615c276cfa5f
org.openrewrite	rewrite-xml	7.24.1		fa3948b83857223304cbe9166b8565a8d23e567a
org.openrewrite	rewrite-xml	7.24.2		ef52d84002cf78463ca5719f30e24304940fb583
org.openrewrite	rewrite-xml	7.25.0		d4e34142c9787a35d39ff275ee8c37c4d034920e
org.openrewrite	rewrite-xml	7.26.0		98f2ee8f7a710f0bfea68355c348c654c125a00c
org.openrewrite	rewrite-xml	7.26.1		e09e8182f2c8e874c357b648b45e40d3c1470c1a
org.openrewrite	rewrite-xml	7.26.2		e3e8d32a6bced9e0e0b9f366ee0e4ea5d14c1b51
org.openrewrite	rewrite-xml	7.26.3		762c60a07dcb908c70dbdd835209f8f0a23be2d3
org.openrewrite	rewrite-xml	7.27.0		e6a93fa84878599bfe66eb5079249b6f263ad875
org.openrewrite	rewrite-xml	7.27.1		3dc8f1b1f860ec0333a29bbc68a7b52525a4b6f7
org.openrewrite	rewrite-xml	7.27.2		aad98da86c7c5ce22e72a02856d147eeb93f410f
org.openrewrite	rewrite-xml	7.27.3		9e30bed4d69d9867bc16a9856ffb3c3f95fb9a07
org.openrewrite	rewrite-xml	7.28.0		5ed099b72eab2e1353330ec01f63cc911d270472
org.openrewrite	rewrite-xml	7.29.0		37158457969ec8077df31226371808c0e627a666
org.openrewrite	rewrite-xml	7.3.0		fdb1a23c3cb6bf3023b2a8a58b753250ce1166c6
org.openrewrite	rewrite-xml	7.30.0		a735a3ddcd5baf7bea5723adbb16a7dc317dcb24
org.openrewrite	rewrite-xml	7.30.1		2535c40b8c4a68bf09cd58c89bb8bf44990728cf
org.openrewrite	rewrite-xml	7.31.0		9e2d3d33905be0493a19591b7451623e3f74931e
org.openrewrite	rewrite-xml	7.32.0		39921d343314224356cda226fd4dc47b0951c692
org.openrewrite	rewrite-xml	7.32.1		3ebcffd7cee8b1879f2d581ed77ca0ae0f6a001d
org.openrewrite	rewrite-xml	7.33.0		1063491b7ca2c9345cc09053c7a64a6df30b1d6e
org.openrewrite	rewrite-xml	7.34.0		53d8b704be98fb20d55de258fa0382e538247a8d
org.openrewrite	rewrite-xml	7.34.1		b9d56d24dc24c931109b3d45d8ac158512a790ce
org.openrewrite	rewrite-xml	7.34.2		e57fd8038b5645591c1e029b4db813f3bcd3d798
org.openrewrite	rewrite-xml	7.34.3		714b87b0bbd1bbc1fc74b29ba51396f8dff15521
org.openrewrite	rewrite-xml	7.35.0		e77715a167a9c3b8e687b4506a7486c2757601b0
org.openrewrite	rewrite-xml	7.36.0		af5e53df80ec3e1b1093d1f72ebfad99419e36a9
org.openrewrite	rewrite-xml	7.36.1		701a0fc473da91a5dba3e984547853403eac8da3
org.openrewrite	rewrite-xml	7.37.0		dc007b7ce5ed982ce72fbcd443fb271c951f4daf
org.openrewrite	rewrite-xml	7.37.1		7a92b673c51b0ab0ad562850a59d45985c243e3c
org.openrewrite	rewrite-xml	7.37.2		9a5c87e0f0a989b111363e2ed8d29ca62b466347
org.openrewrite	rewrite-xml	7.37.3		c21666687a140ed76f9066b0867e86109ed9174e
org.openrewrite	rewrite-xml	7.38.0		b1b1b3ceb137502f9086368a96f6d3741a934d6f
org.openrewrite	rewrite-xml	7.39.0		c7a3f7d2754c31dce1ab604cfe611867242ee726
org.openrewrite	rewrite-xml	7.39.1		16d9746ce33d7b667b3df2f8fb3598659d05ce68
org.openrewrite	rewrite-xml	7.4.0		40f65668ab7dae3ca661e921bc57d25e7e16cb82
org.openrewrite	rewrite-xml	7.40.0		7d16f5bb5a175bf3d98a2466bd56d3376b092f90
org.openrewrite	rewrite-xml	7.40.1		082005175fda6e58d98e613fe17b3062750c2f4c
org.openrewrite	rewrite-xml	7.40.2		ec17b41746ba494c06d948c1bec6467dbaa697b4
org.openrewrite	rewrite-xml	7.40.3		4f08c3fa72b9e065ffe10e63a3abafa8115bccef
org.openrewrite	rewrite-xml	7.40.4		80dd3046b44de65b54b89c13c58dba8c2eb7c138
org.openrewrite	rewrite-xml	7.40.5		f5c9a10e8ab2e6f4b6b0da8410ab29109f0a78dd
org.openrewrite	rewrite-xml	7.40.6		5294d608c5466a0d75b72a621e44996a4e4bde18
org.openrewrite	rewrite-xml	7.40.7		388113cdf3985305cad7764284248812f9e04424
org.openrewrite	rewrite-xml	7.40.8		5ed3e92c482d531ca45cf421974e6e1d31332658
org.openrewrite	rewrite-xml	7.5.0		0edbf5c3f26b0887e001569c76723c2b55467cf4
org.openrewrite	rewrite-xml	7.6.0		84524fd10319b4e193b6b750c32df7c19e8f6401
org.openrewrite	rewrite-xml	7.7.0		f3fd77ca397e980e6603b3f511e05faaa968bd27
org.openrewrite	rewrite-xml	7.8.0		c72954efc519c67c846ee65528b023af0c991d4f
org.openrewrite	rewrite-xml	7.8.1		a70dd4c6e6423d212d04db3338694e4ad7d2bdab
org.openrewrite	rewrite-xml	7.9.0		f42eff8a6d8a4a388578a4514c4258ae32fbb855
org.openrewrite	rewrite-xml	8.0.0		7688d948353713a494bedbb456c0f72501733347
org.openrewrite	rewrite-xml	8.1.0		9a35fd6ed11268d168c9353480d1dd999f3ff04f
org.openrewrite	rewrite-xml	8.1.1		9079e7dd1d365e66ab738ab66ea9c2a7af504bc1
org.openrewrite	rewrite-xml	8.1.10		d380c547dc1c889509e3e27aef4adc1950210597
org.openrewrite	rewrite-xml	8.1.11		3cb8be109360e3401e490e137f521588a612a0f9
org.openrewrite	rewrite-xml	8.1.12		ced7dbda574003b4e1bdeb8440c5d0a1ad91c236
org.openrewrite	rewrite-xml	8.1.13		31f2c934ed0eeee97fd4034bda7ef810cc47d4bf
org.openrewrite	rewrite-xml	8.1.14		8c61190497225aed1fac3dd10086030132139229
org.openrewrite	rewrite-xml	8.1.15		35026a34944fd16ab5de3b788142c2fe092e7f55
org.openrewrite	rewrite-xml	8.1.2		67b194f017965ba4fe514addcd040af9c3d26a61
org.openrewrite	rewrite-xml	8.1.3		6cefd4c4283b2cd77efc6278769087f440ce31ad
org.openrewrite	rewrite-xml	8.1.4		d05bca140651bd1da80abfbe34daf896b95ddf46
org.openrewrite	rewrite-xml	8.1.5		fd51552e24ea50261ce36dca59c52eaa47e5b685
org.openrewrite	rewrite-xml	8.1.6		19ce9c1b5c1c64cb4ddc7b444a791f83d50854ea
org.openrewrite	rewrite-xml	8.1.7		a40a1491f4323bca911c7862fb849789d82d33ef
org.openrewrite	rewrite-xml	8.1.8		4f419e6e220f67d8a1e5b516532763afe8dc9a0d
org.openrewrite	rewrite-xml	8.1.9		110915b41bcd1eef39a7c46aece0d8fc841f8e92
org.openrewrite	rewrite-xml	8.10.0		9b8bc9f640c1380ec32a180197a4771bd5f5da35
org.openrewrite	rewrite-xml	8.10.1		bc5f399439c475c7dbe8412e8c6b3fe21378d038
org.openrewrite	rewrite-xml	8.11.0		52767f5e672594b0c7ddd0357f737145bc11e9fe
org.openrewrite	rewrite-xml	8.11.1		a61b89c202e927d9eb0f4931e7a683f980e4e99d
