cafe.adriel.lyricist	lyricist-core-wasm-js	1.7.0		N/A
org.imixs.workflow	imixs-office-workflow-util	4.5.3		27523376dfcb5e2387993d002a66cf22928d6f9e
org.imixs.workflow	imixs-office-workflow-util	4.6.0		3134db5273c86097b212b48a4df7610a3687d21d
org.imixs.workflow	imixs-office-workflow-util	4.6.1		066cea3c0c4205c94f57286e6136bfefda71556f
org.imixs.workflow	imixs-office-workflow-util	4.6.2		9b886a70af9a370b1036fc8110a597e358974866
org.imixs.workflow	imixs-office-workflow-util	5.0.0		2347a6c5779e272ca62a2539e1191518fee8ca9e
org.imixs.workflow	imixs-office-workflow-util	5.0.1		83ae50ea089a9f136a6c51ceb11198bd7e2aa3c0
org.imixs.workflow	imixs-office-workflow-util	5.0.2		fabad0bb7d9b791a8f3fb3b804455f9333a39d04
org.imixs.workflow	imixs-office-workflow-util	5.0.3		fe5e14ac80f23b796dbb5e2ea55bacba159b7a0a
org.imixs.workflow	imixs-office-workflow-util	5.0.4		ffadef934e584b36467b29c613f5c1d9bb24230f
org.imixs.workflow	imixs-office-workflow-util	5.1.0		4efe9a20d5ebcb1532154f1f96bc16b8cabf9cda
org.imixs.workflow	imixs-office-workflow-util	5.1.1		6559650753a5b333d87e734c4d05c83842cf589c
org.imixs.workflow	imixs-office-workflow-util	5.1.2		9323361365e33c5069b6d4e183fc3b0030fbf95c
org.j3d	aviatrix3d-swt	3.0.0		6ee3ed566fea4a7dce5baa83b85da6dc7812c832
org.j3d	aviatrix3d-swt	3.0.0-		10fc082feb2e7e934b60dbb8c2af4edc7698a332
org.j3d	aviatrix3d-swt	3.0.0--RC3		f29bdd96152c1da4aa068cac1864257ece2173f4
org.j3d	aviatrix3d-swt	3.0.0-RC1		1589b094f178083142d228b4aa8bc8edcd35974f
org.jooby	jooby-assets-j2v8	0.11.0		ebb62e7f1959cc08fe26bf2885a33ea09def7d44
org.jooby	jooby-assets-j2v8	0.11.1		500feb9081243017b7c85be7025770b5b60710af
org.jooby	jooby-assets-j2v8	0.11.2		ff02f7e696b2c3089afa6eaaae889e7b501ffd4d
org.jooby	jooby-assets-j2v8	0.12.0		47a2ebc17cf8983af28bda60334b75f0bff1c252
org.jooby	jooby-assets-j2v8	0.13.0		a76ac03902a2a6455bb2fd000efa06790825f7b7
org.jooby	jooby-assets-j2v8	0.13.1		b8142d06c217291ca278b4adc0d5de56e4003d4e
org.jooby	jooby-assets-j2v8	0.14.0		0cca94b976e19d94074013c496f34822fc73f169
org.jooby	jooby-assets-j2v8	0.15.0		a7831f49a95de08ae9ab8ab3d9c20cc5593c2bb4
org.jooby	jooby-assets-j2v8	0.15.1		7338b37eb39de4be3a6c954673178bd9a2bbc46d
org.jooby	jooby-assets-j2v8	0.16.0		fec4cc85ae9f8b66bfb29a570688af633662daa1
org.jooby	jooby-assets-j2v8	1.0.0		a0cf790d6f1dd2ae99e3bd4f93041bb1d5e66116
org.jooby	jooby-assets-j2v8	1.0.0.CR1		9c340ce75e7a57282ed4d828398e592dc5b34920
org.jooby	jooby-assets-j2v8	1.0.0.CR2		c75f28e87785fe0a21bcfbef7d1fdb3ead96da8b
org.jooby	jooby-assets-j2v8	1.0.0.CR3		cbb16465ffb3bfb4532a3a97ccee343537f427fb
org.jooby	jooby-assets-j2v8	1.0.0.CR4		67ace8dfd4f5f7466a37cc21d44249cb3b3620ab
org.jooby	jooby-assets-j2v8	1.0.0.CR5		49b6dd94b74143a17b94d9f20e4d5afe7d47f5d1
org.jooby	jooby-assets-j2v8	1.0.0.CR6		a61887a96da4a75e933f7cb03cc886a7cb16922e
org.jooby	jooby-assets-j2v8	1.0.0.CR7		b4c331ba9dac08d24035cf90b628304c2060e117
org.jooby	jooby-assets-j2v8	1.0.0.CR8		f8b01ae3e912fe1ba591d6834cdca7a680c64f57
org.jooby	jooby-assets-j2v8	1.0.1		25cb4230132cf4fad0073bac84376a8772e9b7d0
org.jooby	jooby-assets-j2v8	1.0.2		ecf49b2113b1b36dc12ea0d02ea37688e650ae9d
org.jooby	jooby-assets-j2v8	1.0.3		c2ac782367d89e012966f86c4413cbd797d4f538
org.jooby	jooby-assets-j2v8	1.1.0		a176d254b8825b474848a44881da63cccfbdf555
org.jooby	jooby-assets-j2v8	1.1.1		ece32696f4f646fef17317cd877014b4aab127ff
org.jooby	jooby-assets-j2v8	1.1.2		f05b4e05a46657f4c3835abca694519f7102bf24
org.jooby	jooby-assets-j2v8	1.1.3		efa80fb62bbe0a9bca258017cce7bbfb054c543e
org.jooby	jooby-assets-j2v8	1.2.0		ae8297002dbbbe0d54a0de1699c95cad350b3bf3
org.jooby	jooby-assets-j2v8	1.2.1		00b88f12d1310510149b9f24db0450b2f04d6223
org.jooby	jooby-assets-j2v8	1.2.2		a4d128c5c1ef84c25966bec2ed03f6a73edb75c1
org.jooby	jooby-assets-j2v8	1.2.3		3a1af7049aac566ebc62fe2fe77fa7c804bbc96c
org.jooby	jooby-assets-j2v8	1.3.0		53c331c0a837de1876ee3b8fa11d2e0ef6768965
org.jooby	jooby-assets-j2v8	1.4.0		3391b6af003f0e9b3829a8672cca8200a20b6c13
org.jooby	jooby-assets-j2v8	1.4.1		dc3be0464564d32d7373d9fd5b5c2eddc82d30fa
org.jooby	jooby-assets-j2v8	1.5.0		ad9d931ba03887caf701b142939f0f4e13db6ac7
org.jooby	jooby-assets-j2v8	1.5.1		5af9c0bdba0c30848b6f1efd882bacd2e8a068c4
org.jooby	jooby-assets-j2v8	1.6.0		70f31e29f368a299c58316d30f7f1880daa70b41
org.jooby	jooby-assets-j2v8	1.6.1		7f09261279c3cd737b1d196335229624ab5a0bb3
org.jooby	jooby-assets-j2v8	1.6.2		d25bb48e5cd52bb46d237f8fc9fed328b7159c46
org.jooby	jooby-assets-j2v8	1.6.3		4fdd450ac73acacd2ab7c0730274b5936c5e60d8
org.jooby	jooby-assets-j2v8	1.6.4		3c797a62a1cee74c07ff5ab003668498590716e7
org.jooby	jooby-assets-j2v8	1.6.5		3fff6c7170a008f6607b6ea6018bb58ee2412cbb
org.jooby	jooby-assets-j2v8	1.6.6		cb0c7fe731a9fed685d4ad24e84fc8033ef649aa
org.jooby	jooby-assets-j2v8	1.6.7		ffa3540395b3f788d30cf7941274ad19217831a5
org.jooby	jooby-assets-j2v8	1.6.8		180bcd0a049f503316a16b66f046e788f5be2ff2
org.jooby	jooby-assets-j2v8	1.6.9		4e2680049897655efb5ac2eb267b29cdae59e150
org.keycloak	keycloak-adapter-spi	1.6.0.Final		9e74f7fed09110c736015fd3352bc8e078028c49
org.keycloak	keycloak-adapter-spi	1.6.1.Final		f1d45ad7bfa83148630d6783faacf6cf51721380
org.keycloak	keycloak-adapter-spi	1.7.0.CR1		cf2421a72e5633ed8bcaa8f08905d68d44dc66a9
org.keycloak	keycloak-adapter-spi	1.7.0.Final		e37b1b7240332f001ad56c65df8f4192f5dd853b
org.keycloak	keycloak-adapter-spi	1.8.0.Alpha1		d25b31d2dce4403b96947fb722ab7b47e89858d3
org.keycloak	keycloak-adapter-spi	1.8.0.CR1		e27bb8a3e50076e1a3458bb080d5e86629f9cb27
org.keycloak	keycloak-adapter-spi	1.8.0.CR2		ac142f8cbbf91aca4c4b6088c19c022a35178663
org.keycloak	keycloak-adapter-spi	1.8.0.CR3		2cf38b7b078222e52b188536b736a534f8387389
org.keycloak	keycloak-adapter-spi	1.8.0.Final		8fab542a71d8ebf9b57e27b8d09274b9629796ed
org.keycloak	keycloak-adapter-spi	1.8.1.Final		3d8139d5f916725c1bee54625d35a841e81d02de
org.keycloak	keycloak-adapter-spi	1.9.0.CR1		d5f824d9dbe1e4d09dee40bd9f723406798f3995
org.keycloak	keycloak-adapter-spi	1.9.0.Final		d7bc5b456778cf10f4387a505b940586811bf788
org.keycloak	keycloak-adapter-spi	1.9.1.Final		fa2681bc71576a0f28168e9802ece74d7db3c9d5
org.keycloak	keycloak-adapter-spi	1.9.2.Final		3bb762f49381c4168ce9e908af4a195f7c2fa4ac
org.keycloak	keycloak-adapter-spi	1.9.3.Final		b280c483dabe9bcf9da0fee4ed4353bd0378e64e
org.keycloak	keycloak-adapter-spi	1.9.4.Final		7db41e611874873b8dbb1408e1548200f912804e
org.keycloak	keycloak-adapter-spi	1.9.5.Final		b5c4d6c33cd4073139f3c435df2672fab9fbd027
org.keycloak	keycloak-adapter-spi	1.9.7.Final		c4805474372f5d584e10d79fa8f422c87c6271a7
org.keycloak	keycloak-adapter-spi	1.9.8.Final		880bb45ebde6f0bdd906bbbb7455dce77a8ee1a1
org.keycloak	keycloak-adapter-spi	10.0.0		2d87d136265307d51a0a37599ae444773504482e
org.keycloak	keycloak-adapter-spi	10.0.1		f00ebaa5f56c60dddf1439bc1b9bed3669a2ef62
org.keycloak	keycloak-adapter-spi	10.0.2		762c237207308bfbcc44c04edf086629b37ccfc0
org.keycloak	keycloak-adapter-spi	11.0.0		3df9f1256eb99d180c72e5486625a64d9e838bbf
org.keycloak	keycloak-adapter-spi	11.0.1		fa91c6238f09bde4faa677b01a112a38100b1e51
org.keycloak	keycloak-adapter-spi	11.0.2		1272535ebe1bc3a19fe73d99d50d09d6bdeb5145
org.keycloak	keycloak-adapter-spi	11.0.3		21d3ed061538a7df68857a196abe68a6ed3ee48f
org.keycloak	keycloak-adapter-spi	12.0.0		c9eac62f219d50b0f6b02af3866dd9d9e6242740
org.keycloak	keycloak-adapter-spi	12.0.1		de3e9ff96795c70f2ae7ec1f6b1fbc24cbafd778
org.keycloak	keycloak-adapter-spi	12.0.2		f07c8bf0412a8529fad35728afe2e89ed84bf467
org.keycloak	keycloak-adapter-spi	12.0.3		654930f88f0a58593f6b02583f1241c7db3e014b
org.keycloak	keycloak-adapter-spi	12.0.4		2f92ada9a0ef493eb2785241e3fab70ba9647ca1
org.keycloak	keycloak-adapter-spi	13.0.0		1af8165a0320616d042ec14a25743b98771a0ab3
org.keycloak	keycloak-adapter-spi	13.0.1		f8cbc19d9dbc1c78cee63f229fad7a8e95f7e35e
org.keycloak	keycloak-adapter-spi	14.0.0		db2f511fa48ce74bfe1f4bd3b9e29ce868481ba2
org.keycloak	keycloak-adapter-spi	15.0.0		dcb116b57af79dc00d479f122b82b5fd7909d8ad
org.keycloak	keycloak-adapter-spi	15.0.1		f73f1e24bfda9790e7fab6c648c3d89896bcbfa7
org.keycloak	keycloak-adapter-spi	15.0.2		eb768de6206d97629a8f3e53ab53509df7f1eb60
org.keycloak	keycloak-adapter-spi	15.1.0		94069c46908fbef483bc3c217bfac4a5eb1f93a0
org.keycloak	keycloak-adapter-spi	15.1.1		2ca3ba069878c44ad316ba2f89ce9a0e88a21bcb
org.keycloak	keycloak-adapter-spi	16.0.0		a5bd6d51f4bca0b0fdc367a8fd7169fcbdc9d942
org.keycloak	keycloak-adapter-spi	16.1.0		31d4771fcf5c5428b411661841fae0431f7088c4
org.keycloak	keycloak-adapter-spi	16.1.1		dd1bf09b1271ae2b7d3a627b5b1e93e9904a4af3
org.keycloak	keycloak-adapter-spi	17.0.0		b876b2e5004ee51d27a7a29480b0dbd886c9b5eb
org.keycloak	keycloak-adapter-spi	17.0.1		c01f9513313f18a12dd4417edc27f73344ad5445
org.keycloak	keycloak-adapter-spi	18.0.0		06b55c82938c4eb37fb391cc31534afd4ed1d458
org.keycloak	keycloak-adapter-spi	18.0.1		fd224dc06b907b685975453f2861a655ab5a04cb
org.keycloak	keycloak-adapter-spi	18.0.2		824fba4d710141f2b6d2319fa33a16388513f03f
org.keycloak	keycloak-adapter-spi	19.0.0		c99ab289a119ab82bb5bd8d46a4d0bf4558dcb04
org.keycloak	keycloak-adapter-spi	19.0.1		f0de9bce0c9f54c482d9735323e747947fcd8e2f
org.keycloak	keycloak-adapter-spi	19.0.2		8a7ec1ee27f29c04f007e3c65f998cde2e695dc8
org.keycloak	keycloak-adapter-spi	19.0.3		6de95516c5b07a6ba8b4247896fc1799f49fc60f
org.keycloak	keycloak-adapter-spi	2.0.0.CR1		b08457abea3719885e86ef8c058fb680a2240394
org.keycloak	keycloak-adapter-spi	2.0.0.Final		32bc2c7ea81a4dbbf19fee962f5e176f19157a93
org.keycloak	keycloak-adapter-spi	2.1.0.CR1		dfb3d3a2919e1c25e0f1b4e591cc982d3008f841
org.keycloak	keycloak-adapter-spi	2.1.0.Final		9f65c49460ae642e9cfa9bcaf4ea44948762e98b
org.keycloak	keycloak-adapter-spi	2.2.0.CR1		d5a67c7a23258778c7f06cccd40ebab262b5c8b6
org.keycloak	keycloak-adapter-spi	2.2.0.Final		df5bacc813d12d24f824c464722c44d89fa289c2
org.keycloak	keycloak-adapter-spi	2.2.1.Final		b922fd310fea96eb3c1cf091e06b9ecf940474d0
org.keycloak	keycloak-adapter-spi	2.3.0.CR1		c41982792669f31e8eda2abbdb621bc7376a5472
org.keycloak	keycloak-adapter-spi	2.3.0.Final		50099e5f9dea4da87efa62cbe1a25c167c917d82
org.keycloak	keycloak-adapter-spi	2.4.0.CR1		c469b76b4249b2896a95e297f73e06d4da871041
org.keycloak	keycloak-adapter-spi	2.4.0.Final		df35841e680a0192e70d33c7176a5cbf4157ffbc
org.keycloak	keycloak-adapter-spi	2.5.0.CR1		b2f4567751ade791be0ddf86a01f49ae51e18ac6
org.keycloak	keycloak-adapter-spi	2.5.0.Final		64eae568b0e3464ca6a0005b7750e367b6332bfb
org.keycloak	keycloak-adapter-spi	2.5.1.Final		294ddfaf5cb352a0e557a62ed3da30493f48b31b
org.keycloak	keycloak-adapter-spi	2.5.4.Final		83054e697954c307fb69508471451d7f80161391
org.keycloak	keycloak-adapter-spi	2.5.5.Final		e46a64f776cde18d26a6050536e0a98cdc319b6c
org.keycloak	keycloak-adapter-spi	20.0.0		cbdd79ed783ad3eb6039a8f04d26b3ac79fa185f
org.keycloak	keycloak-adapter-spi	20.0.1		9a6363ca0f4b620e003ae632953382c3bd0f994f
org.keycloak	keycloak-adapter-spi	20.0.2		06fbdc7622badb2a3fa724a0e974f664a3048988
org.keycloak	keycloak-adapter-spi	20.0.3		962df51b9e2772756ba430e2cc3eb96f545597b2
org.keycloak	keycloak-adapter-spi	20.0.4		7fe5d4d04ae4f02666e26cba72ed35722992c74f
org.keycloak	keycloak-adapter-spi	20.0.5		27a60e88d29464c1a83ac75acf1c5b0411ef972f
org.keycloak	keycloak-adapter-spi	21.0.0		b631040fd2ec84c5b87fae84049b6da59d3e450a
org.keycloak	keycloak-adapter-spi	21.0.1		30366a305f16330db5ad0444ee70f252a4c08af2
org.keycloak	keycloak-adapter-spi	21.0.2		f3b00476bcfe3d406e63af52950ad34750993ee6
org.keycloak	keycloak-adapter-spi	21.1.0		1028d29f7601765bbdb91285d0e26d5459201892
org.keycloak	keycloak-adapter-spi	21.1.1		0517baa2ed5c032eda79b8e70b92ed8091e73683
org.keycloak	keycloak-adapter-spi	21.1.2		5394b52f4eb1e069e03d291a418457b78b4a8fcf
org.keycloak	keycloak-adapter-spi	22.0.0		94d9a156f19cabf162ffba46f2a330285b34c455
org.keycloak	keycloak-adapter-spi	22.0.1		f1644f483e4870d17f13d58a676c245d597d48ab
org.keycloak	keycloak-adapter-spi	22.0.2		96db4bca83ba82322174a6b1d9f0bb7793895071
org.keycloak	keycloak-adapter-spi	22.0.3		5ab8affd9756eee0a3615ce4de636c4f628cde47
org.keycloak	keycloak-adapter-spi	22.0.4		da15fc025f6122511c5ed2fc9eef00d1377509c7
org.keycloak	keycloak-adapter-spi	22.0.5		8c4ed908880a3d05e7feec787ac8a426fbdc99c7
org.keycloak	keycloak-adapter-spi	23.0.0		66741166241d1a1ee8ecabbe108f9834eea37eef
org.keycloak	keycloak-adapter-spi	23.0.1		f02db534b703ac775fcb509bce10f22ebb540f5e
org.keycloak	keycloak-adapter-spi	23.0.2		2b1f78c0449b8bc028485d950bee22715d90aefa
org.keycloak	keycloak-adapter-spi	23.0.3		20e134546ddf3fed73995d5cdea89076cc0d85dd
org.keycloak	keycloak-adapter-spi	23.0.4		76201f50cf965a5db81998995d921f44b362ef4b
org.keycloak	keycloak-adapter-spi	23.0.5		5b1abacdf7360ac335dd818c7c5faea1a7b6719b
org.keycloak	keycloak-adapter-spi	23.0.6		3a21edce3402ad7e5da0e3db433380b143901ae7
org.keycloak	keycloak-adapter-spi	23.0.7		4c3123dca54eab8fb2f474e3cc633f0b597cad73
org.keycloak	keycloak-adapter-spi	24.0.0		82c679d0fb8bdf133cb9aacdc87ed6cd11aea4bc
org.keycloak	keycloak-adapter-spi	24.0.1		09b611d246e264b3bd0f4d3a0fd747a10f8f763c
org.keycloak	keycloak-adapter-spi	24.0.2		515e65f45529780e451b4834c64005278a7724ab
org.keycloak	keycloak-adapter-spi	24.0.3		2538637ed8c747f10a0fe09b2850da7aa53653d5
org.keycloak	keycloak-adapter-spi	24.0.4		c9079d8c78b651fdad3e69bd762f39eef7090403
org.keycloak	keycloak-adapter-spi	24.0.5		fadd75329c065670206d1d0ad8ed45865aecabaf
org.keycloak	keycloak-adapter-spi	25.0.0		41d0035885c03f34fd9db99caf909bb1246bf0a4
org.keycloak	keycloak-adapter-spi	25.0.1		d13b54b8625b2df3fec8f7662a16971cd8181884
org.keycloak	keycloak-adapter-spi	25.0.2		c738bd1a93484b33f65ebfb5bbde8981fc135bdd
org.keycloak	keycloak-adapter-spi	25.0.3		c3af5df21e7dfca5e95a6037cc54447dede5960f
org.keycloak	keycloak-adapter-spi	25.0.4		b33bd95ae1c7b08a2756efd23f854cbad35f0ccf
org.keycloak	keycloak-adapter-spi	25.0.5		8aa40a536c9ae11165adc4afe9b599e006a66c80
org.keycloak	keycloak-adapter-spi	25.0.6		cd986e7ee8e83e721b8a8e04904042a46f712a33
org.keycloak	keycloak-adapter-spi	26.0.0		43b6c6bfa85c13dfe7027c4c86811855e1bbb05f
org.keycloak	keycloak-adapter-spi	26.0.1		ff8f3930873d64b869fb65cc1882a0858e0ce336
org.keycloak	keycloak-adapter-spi	26.0.2		9d0bde6b97488dc696ea2510b73f960330fee1bf
org.keycloak	keycloak-adapter-spi	26.0.4		b0a1ff7227d337d600a76335b463872c249280a8
org.keycloak	keycloak-adapter-spi	26.0.5		b075b3adb767b0d65937f0d226470395a541c0b0
org.keycloak	keycloak-adapter-spi	26.0.6		426fb78227586f2de0cccec191a857c06335dc1f
org.keycloak	keycloak-adapter-spi	26.0.7		236a5e9410eedf1a36e9a399519a32ec62f84707
org.keycloak	keycloak-adapter-spi	26.0.8		8d95bb7c21153c9357478e528a7b9512765b4588
org.keycloak	keycloak-adapter-spi	26.1.0		c5b2645a12727559aafcf351a29b45d009342fd9
org.keycloak	keycloak-adapter-spi	26.1.1		f3483b027bea7ea04a39c7bfc0042bac81532c0c
org.keycloak	keycloak-adapter-spi	26.1.2		b10bcf24be83c2333ef57e298e8acf19f867b523
org.keycloak	keycloak-adapter-spi	26.1.3		37e1609bceb21931a82e634b14e09d44056f6c08
org.keycloak	keycloak-adapter-spi	26.1.4		b9bdec47d2961e6637524cd56e7e6d2bb86f3f8a
org.keycloak	keycloak-adapter-spi	26.1.5		ef62239b214cedbb4c29abc122eee6542ad6083e
org.keycloak	keycloak-adapter-spi	26.2.0		c60dd879768db351ff53f8ea8e960d8170451158
org.keycloak	keycloak-adapter-spi	26.2.1		6de15486c1fc80ff4b716f4f2841bc979aab2e3f
org.keycloak	keycloak-adapter-spi	26.2.2		13df35fd0d81fd9b666aa8a93943e7a9273c2291
org.keycloak	keycloak-adapter-spi	26.2.3		5bab12da5f5d3d1de84b453b49a86264007b1455
org.keycloak	keycloak-adapter-spi	26.2.4		9bd14666a791f882b067ede78ec9c7578784ba15
org.keycloak	keycloak-adapter-spi	3.0.0.CR1		450bf5caf9f1015987c6d7a27b19a40e58ad838b
org.keycloak	keycloak-adapter-spi	3.0.0.Final		72f149b4af128bd3952d68bca5ef8c3b94ff99a4
org.keycloak	keycloak-adapter-spi	3.1.0.CR1		33151629182d5e8139d82fb59ea41441c24c2429
org.keycloak	keycloak-adapter-spi	3.1.0.Final		c536445bbdc884281c5b087f49fbd672fdf2415c
org.keycloak	keycloak-adapter-spi	3.2.0.CR1		2dba6a198b5314561b871463f129e71ef529211c
org.keycloak	keycloak-adapter-spi	3.2.0.Final		a0e68baad253bd44506dce4d4d2b94fe64bf7d22
org.keycloak	keycloak-adapter-spi	3.2.1.Final		d4424672e78afa085a2e31263762d64bb8820d1a
org.keycloak	keycloak-adapter-spi	3.3.0.CR1		a4e98b99eb82c3d5faed06063787fd6be2438ff6
org.keycloak	keycloak-adapter-spi	3.3.0.CR2		f82dbf462f9693e2e6de7eae4de322139aacf81c
org.keycloak	keycloak-adapter-spi	3.3.0.Final		fb67f9e41556a414682d5059cb4db371884a09c0
org.keycloak	keycloak-adapter-spi	3.4.0.CR1		eb297ae9ed74e28539aa4ade0300acb61320a041
org.keycloak	keycloak-adapter-spi	3.4.0.Final		4950f9345f7f4c2369fdcd944fd49d261282bc98
org.keycloak	keycloak-adapter-spi	3.4.1.CR1		4741f3b253ccd17d6ebf19e7ae1432325334bb8b
org.keycloak	keycloak-adapter-spi	3.4.1.Final		44725b425e4080e94b9bde8797ed8a31000b0534
org.keycloak	keycloak-adapter-spi	3.4.2.Final		145ff2514ec7d67bffef2c2ba2dca654819c1e02
org.keycloak	keycloak-adapter-spi	3.4.3.Final		014d27cf6d4452740a1c071fbd2bce81a07c76a7
org.keycloak	keycloak-adapter-spi	4.0.0.Beta1		d7cda59b5c9f6dbd24dd96da4443a193a25b8600
org.keycloak	keycloak-adapter-spi	4.0.0.Beta2		e76d31cd778c8689a01630c602ad32647d49af43
org.keycloak	keycloak-adapter-spi	4.0.0.Beta3		7a944af1f7d5cb0d3776b5860d2785a04561af92
org.keycloak	keycloak-adapter-spi	4.0.0.Final		e3d5805b35c4b7aa4c27bbfe93a2e12968520b9f
org.keycloak	keycloak-adapter-spi	4.1.0.Final		c8ee558de734c025f64cc5857a6f353e562a8f28
org.keycloak	keycloak-adapter-spi	4.2.0.Final		ecbc9c4ca7da9f163f6eca11a7385e23d491a81e
org.keycloak	keycloak-adapter-spi	4.2.1.Final		9806be0aca99105945f4eb3266a529e1599fc533
org.keycloak	keycloak-adapter-spi	4.3.0.Final		9cd2b43052677ae2ef4c090c66f3cfef328f716c
org.keycloak	keycloak-adapter-spi	4.4.0.Final		43903c4ae2053d41c02162574d0268b446ba61ed
org.keycloak	keycloak-adapter-spi	4.5.0.Final		742a917f29ff0969798272758dfe1bb6ce60fba5
org.keycloak	keycloak-adapter-spi	4.6.0.Final		6a75b10034c7b2da2332e252aa6665db9d162cea
org.keycloak	keycloak-adapter-spi	4.7.0.Final		d1e5501060cf5725e2ecc5374e29b55d38d9893f
org.keycloak	keycloak-adapter-spi	4.8.0.Final		44fc72d4840279b8eba25392550e7b66ad5c38f6
org.keycloak	keycloak-adapter-spi	4.8.1.Final		724829f772fb27db071da7a987e03a523f3cada7
org.keycloak	keycloak-adapter-spi	4.8.2.Final		ccbf0f1ac0d4d897be8192d6d00837c3e3672503
org.keycloak	keycloak-adapter-spi	4.8.3.Final		7ce8788a9b4a730582ce9d4612db3e64f7b259c9
org.keycloak	keycloak-adapter-spi	5.0.0		7f750d322a0c17824553b966c813bc7383f42873
org.keycloak	keycloak-adapter-spi	6.0.0		98e2aab07b8a3863021849c8b4e2900403ea6862
org.keycloak	keycloak-adapter-spi	6.0.1		afbcd930c0a9dd217d099ef227876517d4dcc9ea
org.keycloak	keycloak-adapter-spi	7.0.0		80dd0659c5965f02f433c47feb15de8c052c4c82
org.keycloak	keycloak-adapter-spi	7.0.1		03f0992f7b919200f5de2e434404bc1f38613105
org.keycloak	keycloak-adapter-spi	8.0.0		2e510b93927a39935030e85b522cecf65a60f08b
org.keycloak	keycloak-adapter-spi	8.0.1		be7d21de4bd72e2f554fbcf31da4635f779cebc4
org.keycloak	keycloak-adapter-spi	8.0.2		412b1d6852346bf37985b289de9af83f66eecb3a
org.keycloak	keycloak-adapter-spi	9.0.0		ece60f4a51d179a0ab28023d5bbc8d2c61aaaecd
org.keycloak	keycloak-adapter-spi	9.0.2		c0aac1718fd4ff77f2fcb4e79fca3d45f46efc20
org.keycloak	keycloak-adapter-spi	9.0.3		31387deb6e97fe355d5df74f5c2f948132e43def
org.livetribe.slp	livetribe-slp-project	2.1.0		N/A
org.livetribe.slp	livetribe-slp-project	2.1.1		N/A
org.livetribe.slp	livetribe-slp-project	2.1.2		N/A
org.livetribe.slp	livetribe-slp-project	2.1.3		N/A
org.livetribe.slp	livetribe-slp-project	2.2.0		N/A
org.livetribe.slp	livetribe-slp-project	2.2.1		N/A
org.mule.runtime.plugins	mule-extensions-maven-plugin	1.0.0-BETA.4		ca8b42a6bf080b880ef8c409444dfd570b981a5e
org.mule.runtime.plugins	mule-extensions-maven-plugin	1.0.0-rc		bac99f992fa4e38717d701bd498c1ee2709e0b83
org.mule.runtime.plugins	mule-extensions-maven-plugin	1.1.1		6c80adf976baffe52c0aae3d324ed86acbb5bb09
org.mvnpm	ramda	0.29.1		caf91b58f4195892c432e66c623a71cb88b1968b
org.mvnpm	ramda	0.30.0		1beb6694d9700a2fed142a400ebc0ae8d784681a
org.mvnpm	ramda	0.30.1		8a5afb8ea07dfdd1632b9f34071b4d32807c8ed4
org.nlp4j	nlp4j-webcrawler	1.0.0.0		5cb89bdc41e907ea9c6b7f002c4be8c491e51355
org.nlp4j	nlp4j-webcrawler	1.1.0.0		fefbb9c11ea9e35ff8ab9ac6e1afe305124510aa
org.nlp4j	nlp4j-webcrawler	1.1.1.0		8ceaed983d20680a6b330882119c4e4009f3ad44
org.nlp4j	nlp4j-webcrawler	1.2.0.0		0a3d9af6996aa1ad6fd137666ed5d9c04f5d959b
org.opendaylight.yangtools	odl-exp-objcache	2.0.0		N/A
org.opendaylight.yangtools	odl-exp-objcache	2.0.1		N/A
org.opendaylight.yangtools	odl-exp-objcache	2.0.10		N/A
org.opendaylight.yangtools	odl-exp-objcache	2.0.11		N/A
org.opendaylight.yangtools	odl-exp-objcache	2.0.12		N/A
org.opendaylight.yangtools	odl-exp-objcache	2.0.13		N/A
org.opendaylight.yangtools	odl-exp-objcache	2.0.14		N/A
org.opendaylight.yangtools	odl-exp-objcache	2.0.15		N/A
org.opendaylight.yangtools	odl-exp-objcache	2.0.16		N/A
org.opendaylight.yangtools	odl-exp-objcache	2.0.17		N/A
org.opendaylight.yangtools	odl-exp-objcache	2.0.18		N/A
org.opendaylight.yangtools	odl-exp-objcache	2.0.19		N/A
org.opendaylight.yangtools	odl-exp-objcache	2.0.2		N/A
org.opendaylight.yangtools	odl-exp-objcache	2.0.20		N/A
org.opendaylight.yangtools	odl-exp-objcache	2.0.21		N/A
org.opendaylight.yangtools	odl-exp-objcache	2.0.22		N/A
org.opendaylight.yangtools	odl-exp-objcache	2.0.23		N/A
org.opendaylight.yangtools	odl-exp-objcache	2.0.3		N/A
org.opendaylight.yangtools	odl-exp-objcache	2.0.4		N/A
org.opendaylight.yangtools	odl-exp-objcache	2.0.5		N/A
org.opendaylight.yangtools	odl-exp-objcache	2.0.6		N/A
org.opendaylight.yangtools	odl-exp-objcache	2.0.6.1		N/A
org.opendaylight.yangtools	odl-exp-objcache	2.0.6.2		N/A
