ai.ancf.lmos	lmos-router-hybrid	0.1.0		aad2c8da54715d500e01f0f7d84e3bb51567a473
org.jooq	jooq-jackson-extensions	3.19.13		5d8c5c519493880dc360e804502f473e1ba3113e
org.jooq	jooq-jackson-extensions	3.19.14		7e4b4b46c5577d4c1ff4f22ee84e7a7eb31df753
org.jooq	jooq-jackson-extensions	3.19.15		a6b96a4664568c89888f4a0f0949d963eb9d3c7b
org.jooq	jooq-jackson-extensions	3.19.16		44e2f3d0828b900d77433e9a06766c3a669f7d6e
org.jooq	jooq-jackson-extensions	3.19.17		7567f23b369ad27f41b874c8cbaf70629feca573
org.jooq	jooq-jackson-extensions	3.19.18		cdc3bcf93bef20a6c8ee05facf461131aa83a21f
org.jooq	jooq-jackson-extensions	3.19.19		9ad3a9449408b5b14d889032ab33001de67c27e6
org.jooq	jooq-jackson-extensions	3.19.2		55ae0a346a7d75f9bc954340735fb4d241fe4ab8
org.jooq	jooq-jackson-extensions	3.19.20		8fe8bfacc9c09f93e7505de6e6d4aac6095bdf08
org.jooq	jooq-jackson-extensions	3.19.21		6628ef547d546bcf44ffd68afe841a34c7affbe4
org.jooq	jooq-jackson-extensions	3.19.22		87290cb6ac51689d6a891fb87b70550b1f5c8e57
org.jooq	jooq-jackson-extensions	3.19.3		19c4685d6f6975f6f5f748e09dee5cf068adf934
org.jooq	jooq-jackson-extensions	3.19.4		3660073d105766cf46a909693ac24c8a75032c06
org.jooq	jooq-jackson-extensions	3.19.5		e3e1690a0ad9ce45b8d9713baafafd18f5bba67b
org.jooq	jooq-jackson-extensions	3.19.6		a9a39a684dda27c41f53126e705c1118b4141c44
org.jooq	jooq-jackson-extensions	3.19.7		408c4b076c1d46dee9d3923115e971f69d5d1bbe
org.jooq	jooq-jackson-extensions	3.19.8		570a95fe1665c0ca5f39ea39b20f8a524a80bb09
org.jooq	jooq-jackson-extensions	3.19.9		a96f440129c534a4c4ce832ec1715688186992e3
org.jooq	jooq-jackson-extensions	3.20.0		93e2cd21264ea55f8431fecf22070f50bc8de0b6
org.jooq	jooq-jackson-extensions	3.20.1		934a50bfbf5074ad858a10bc0148fb229d4b5c6e
org.jooq	jooq-jackson-extensions	3.20.2		d3f1ba50d195ed3a344990db003d6cda1f00ed4d
org.jooq	jooq-jackson-extensions	3.20.3		87eae062be847bbbf65ddce631b88b81a5e9d5b8
org.jvnet.hudson.plugins	job-exporter	0.1.0		2f22f8570b75854ce99d255126a4a99dde5e2cb2
org.jvnet.hudson.plugins	job-exporter	0.2.0		3b1bcb42b6ee1e8fc3ac7006bba80dba32882232
org.jvnet.hudson.plugins	job-exporter	0.3.0		04586622dba8afb849cfc8204bf77fb171485023
org.jvnet.hyperjaxb3	hyperjaxb3-ejb-schemas-customizations	0.2.GA		4d52048f4d2c0c5ee80ed1837bdb45688bf3dfd9
org.jvnet.hyperjaxb3	hyperjaxb3-ejb-schemas-customizations	0.2.RC1		91c0b7b978b088aeb2ffccfb6184bc3009923ddd
org.jvnet.hyperjaxb3	hyperjaxb3-ejb-schemas-customizations	0.3		f207daad5f031f9045ee5ab3afb9c64cffd6dd9a
org.jvnet.hyperjaxb3	hyperjaxb3-ejb-schemas-customizations	0.4		877d1f8e87ff1cd316de585c7e7eb782b163f446
org.jvnet.hyperjaxb3	hyperjaxb3-ejb-schemas-customizations	0.5.0		1edce99083bda835466b3b91153d494754a71083
org.jvnet.hyperjaxb3	hyperjaxb3-ejb-schemas-customizations	0.5.1		83be1f88dd9fb3c73d20762076a33b97b3792893
org.jvnet.hyperjaxb3	hyperjaxb3-ejb-schemas-customizations	0.5.2		4b11c42a09bab06c78f572d7db6d6e10d734bb41
org.jvnet.hyperjaxb3	hyperjaxb3-ejb-schemas-customizations	0.5.3		625a252e396202b7e15563a9da2d3defb7319507
org.jvnet.hyperjaxb3	hyperjaxb3-ejb-schemas-customizations	0.5.4		68ea7da7550d5c233d38d5440684ff4c99303746
org.jvnet.hyperjaxb3	hyperjaxb3-ejb-schemas-customizations	0.5.5		9f38c3308a24fba7491a8e243b41b09a24052675
org.jvnet.hyperjaxb3	hyperjaxb3-ejb-schemas-customizations	0.5.6		5b01f5e62c61cec6e7a6089377b50a4385810a69
org.jvnet.hyperjaxb3	hyperjaxb3-ejb-schemas-customizations	0.6.0		eee10792f20814a65fc466f4b3d3a4d0737b7ae8
org.jvnet.hyperjaxb3	hyperjaxb3-ejb-schemas-customizations	0.6.1		2cf21c32394ab57b02c67e8fa8304999f59b0fcf
org.jvnet.hyperjaxb3	hyperjaxb3-ejb-schemas-customizations	0.6.2		f7c6385bdd1b938789928387eaa1a95709f1287e
org.neo4j.gds	neo4j-values	2.10.1		2e09255e822e68df0263f68087be7f1cf6f2b75f
org.neo4j.gds	neo4j-values	2.11.0		4a0acf6edde7a1dd88b56f3d866a4c2e75dec39e
org.neo4j.gds	neo4j-values	2.12.0		b3c2f7f9e329c142f0255f5704aa83d309f9bbbb
org.neo4j.gds	neo4j-values	2.13.1		785f05c359bb5964f2c76a579d40d93dbb7f56c4
org.neo4j.gds	neo4j-values	2.13.2		71e2730fd5a3b688ac4ccaec44afac9334aef498
org.neo4j.gds	neo4j-values	2.13.3		de11233ad7fef6f55f9f93985df7ac1854386f51
org.neo4j.gds	neo4j-values	2.13.4		f92f73ba0c6c6f6799b55e9f664838246399775d
org.neo4j.gds	neo4j-values	2.14.0		681279f56a0411cd355195e77615c194fb83e5b5
org.neo4j.gds	neo4j-values	2.15.0		e483c8850c92536a29812ee102272e1c439b27b1
org.neo4j.gds	neo4j-values	2.16.0		d5b4e0d757610727668a4ae3d5625f6a38298f0f
org.ops4j.pax.web.samples	pax-web-sample-auth-digest	5.0.0.M1		fa0bc511424c0486674daa26e0fbfcab401fbd49
org.ossreviewtoolkit.plugins.packagemanagers	cocoapods-package-manager	1.0.0		c35d3167b1f9bcc919eb55d3d7d86a450fe76064
org.ossreviewtoolkit.plugins.packagemanagers	cocoapods-package-manager	1.0.1		4ebf2845acb63f65c40dbc0c305ac6e6c7de04e9
org.ossreviewtoolkit.plugins.packagemanagers	cocoapods-package-manager	1.1.0		e6f7ebc0024fd491bef565a524789b79295b0b69
org.ossreviewtoolkit.plugins.packagemanagers	cocoapods-package-manager	10.0.0		71f4f6c86430725e33d9e68fb1bfb04bd4a9d8b7
org.ossreviewtoolkit.plugins.packagemanagers	cocoapods-package-manager	11.0.0		adad3db60544268d373a2e8a46090eefc5898a35
org.ossreviewtoolkit.plugins.packagemanagers	cocoapods-package-manager	12.0.0		906023cd649c9ca7ac82d97396827c9d348ffc20
org.ossreviewtoolkit.plugins.packagemanagers	cocoapods-package-manager	13.0.0		7c70b5ef1fff66e2fbd6ae151f26dbfe57ad3acc
org.ossreviewtoolkit.plugins.packagemanagers	cocoapods-package-manager	14.0.0		14e6dbdefbcb1472e0777c5919217f3ac4efbc72
org.ossreviewtoolkit.plugins.packagemanagers	cocoapods-package-manager	15.0.0		b95b1d1875a6e50e09168c4d12a6b112741ef0d7
org.ossreviewtoolkit.plugins.packagemanagers	cocoapods-package-manager	15.1.0		b1f2e1b2da0004353ac29effacdc5bbf25e4081b
org.ossreviewtoolkit.plugins.packagemanagers	cocoapods-package-manager	15.2.0		b15077f8561b8c595eadc67bb13acd891e532e17
org.ossreviewtoolkit.plugins.packagemanagers	cocoapods-package-manager	15.3.0		450576071732edb81cbd5b68908ffe9dadc6d59a
org.ossreviewtoolkit.plugins.packagemanagers	cocoapods-package-manager	16.0.0		c81c103f0970fb10f879c88ae293e2f5230e1037
org.ossreviewtoolkit.plugins.packagemanagers	cocoapods-package-manager	17.0.0		2bf8c85dc12a2fdfd0e9e6cf3a62ac6a1961938a
org.ossreviewtoolkit.plugins.packagemanagers	cocoapods-package-manager	17.0.1		b9a1796110ddf87890c8060dc87f715294a47d36
org.ossreviewtoolkit.plugins.packagemanagers	cocoapods-package-manager	17.1.0		b7ca293d6774d515f4e988ed9eba1ef3a566481e
org.ossreviewtoolkit.plugins.packagemanagers	cocoapods-package-manager	18.0.0		a7c7ab80db19925a6c7c3e60c4bfa1e64d0ab6e1
org.ossreviewtoolkit.plugins.packagemanagers	cocoapods-package-manager	19.0.0		6a43d497161bdfb5ebdb6839cb32304871c9616b
org.ossreviewtoolkit.plugins.packagemanagers	cocoapods-package-manager	19.1.0		b7c2d568004026ba875862f57bef0769fbb69228
org.ossreviewtoolkit.plugins.packagemanagers	cocoapods-package-manager	2.0.0		69d6859e1b9cbe058b81e7c89595aa70e21eeaf4
org.ossreviewtoolkit.plugins.packagemanagers	cocoapods-package-manager	20.0.0		5de40ae0a4f81437def3d51038a421f0fe1164c0
org.ossreviewtoolkit.plugins.packagemanagers	cocoapods-package-manager	20.1.0		cda88625cbbba6a3177ad6b3f599abca52a5774d
org.ossreviewtoolkit.plugins.packagemanagers	cocoapods-package-manager	21.0.0		988382d14a8fcf2a12b1bd555b454275c933f289
org.ossreviewtoolkit.plugins.packagemanagers	cocoapods-package-manager	22.0.0		0424e0480200fdf0bb3c8a2ecca57967a99a221b
org.ossreviewtoolkit.plugins.packagemanagers	cocoapods-package-manager	22.1.0		0501871fb4deb60763c5aa7a94977d284de0e869
org.ossreviewtoolkit.plugins.packagemanagers	cocoapods-package-manager	22.2.0		01848bfeac6de4e9b3d6a033fcfe8657f82df72a
org.ossreviewtoolkit.plugins.packagemanagers	cocoapods-package-manager	22.3.0		bc098683050a3e0902082869409aedb454e738e6
org.ossreviewtoolkit.plugins.packagemanagers	cocoapods-package-manager	22.4.0		097253579fc69521f51b991ed718294df45b625a
org.ossreviewtoolkit.plugins.packagemanagers	cocoapods-package-manager	22.5.0		96e9e92bd6beaed5c74b4a584c1ab0f2892b7922
org.ossreviewtoolkit.plugins.packagemanagers	cocoapods-package-manager	22.6.0		73e99b013b71357e0257017f4b0e6af3f8a512e6
org.ossreviewtoolkit.plugins.packagemanagers	cocoapods-package-manager	22.7.0		57b962011160e84d546ceaf9500954b6b5f48150
org.ossreviewtoolkit.plugins.packagemanagers	cocoapods-package-manager	22.8.0		5f70f8ecbd80ebf16c0a87aaf26e14bf58cefbda
org.ossreviewtoolkit.plugins.packagemanagers	cocoapods-package-manager	23.0.0		15de87fedbda98abcbe58c257e16cbfaa5124a4c
org.ossreviewtoolkit.plugins.packagemanagers	cocoapods-package-manager	24.0.0		1ffae5f8af94446436ca7f0efbae1df3b318dde0
org.ossreviewtoolkit.plugins.packagemanagers	cocoapods-package-manager	25.0.0		7625c59f9581069b4bc91006e1f49e3c05501606
org.ossreviewtoolkit.plugins.packagemanagers	cocoapods-package-manager	25.1.0		bbeefaf261b5f4e11277ef97939bad70c3584410
org.ossreviewtoolkit.plugins.packagemanagers	cocoapods-package-manager	26.0.0		bc690c1fab3bf079937a57e0db6cd67b9149c67b
org.ossreviewtoolkit.plugins.packagemanagers	cocoapods-package-manager	27.0.0		e1f91cda6b6ae2b76184346d26b743b4d7d3c2b0
org.ossreviewtoolkit.plugins.packagemanagers	cocoapods-package-manager	28.0.0		38c3683f7e0f79d0df6ca81425d91a592ba6001f
org.ossreviewtoolkit.plugins.packagemanagers	cocoapods-package-manager	29.0.0		d6d3d8c7e8103cef216069def6c5f152df71ad32
org.ossreviewtoolkit.plugins.packagemanagers	cocoapods-package-manager	29.1.0		e5915e821641dfdb12c595b3557ef54e14027f12
org.ossreviewtoolkit.plugins.packagemanagers	cocoapods-package-manager	3.0.0		f15af24d279199cfe4bbee3c1615dc389d15b3ce
org.ossreviewtoolkit.plugins.packagemanagers	cocoapods-package-manager	30.0.0		1e458f461369b13eeb95a0d9d252a0bca308c5bf
org.ossreviewtoolkit.plugins.packagemanagers	cocoapods-package-manager	31.0.0		d23f5c0a541a03f2650f471a703c6596fa33da08
org.ossreviewtoolkit.plugins.packagemanagers	cocoapods-package-manager	32.0.0		91ba3dba57365128fbcd4da89c782d3ac9ce498a
org.ossreviewtoolkit.plugins.packagemanagers	cocoapods-package-manager	32.1.0		8e4ecada366e8e2d217a260ffea7297c26c327a6
org.ossreviewtoolkit.plugins.packagemanagers	cocoapods-package-manager	33.0.0		ca9b3a1e424954718a9de9219621b4326de34d5b
org.ossreviewtoolkit.plugins.packagemanagers	cocoapods-package-manager	33.1.0		1181f48ef0448d6a28ccda9623ab9c28ebbdf941
org.ossreviewtoolkit.plugins.packagemanagers	cocoapods-package-manager	34.0.0		64aa5fe831ae2b2f843e0a14c452c4ae58670a09
org.ossreviewtoolkit.plugins.packagemanagers	cocoapods-package-manager	35.0.0		a5158a7ffda3b42de2d77c44f9e80ebc293d6dd6
org.ossreviewtoolkit.plugins.packagemanagers	cocoapods-package-manager	36.0.0		9b1924ffe5c02f1b27f30f6f391efb0e5db03c18
org.ossreviewtoolkit.plugins.packagemanagers	cocoapods-package-manager	37.0.0		96d943c22a01fb1f96a2f9d3fb58351f4694dc3c
org.ossreviewtoolkit.plugins.packagemanagers	cocoapods-package-manager	38.0.0		5334298e7cddd72afa586b25f7f13a1df1e91725
org.ossreviewtoolkit.plugins.packagemanagers	cocoapods-package-manager	39.0.0		fa35275ca1f3fc7b4dc221f6ed25a31024410181
org.ossreviewtoolkit.plugins.packagemanagers	cocoapods-package-manager	4.0.0		b199d79c97621598f364540e1206e4c3d35fd2cf
org.ossreviewtoolkit.plugins.packagemanagers	cocoapods-package-manager	40.0.0		140c589ccd0d365350016813a1e54cd184f277fe
org.ossreviewtoolkit.plugins.packagemanagers	cocoapods-package-manager	40.0.1		44c5814093c58d943f654c40bff63410bc5672f6
org.ossreviewtoolkit.plugins.packagemanagers	cocoapods-package-manager	41.0.0		0b1b34f53b82f762ba1bbf7a0975128a72299f81
org.ossreviewtoolkit.plugins.packagemanagers	cocoapods-package-manager	42.0.0		60d65a6d3622421995199587846f39ff5dfc7f6b
org.ossreviewtoolkit.plugins.packagemanagers	cocoapods-package-manager	42.1.0		7e5bc155ab6e7b1ac7cd6eadd353413299483752
org.ossreviewtoolkit.plugins.packagemanagers	cocoapods-package-manager	43.0.0		dbfa4fc13b2a38c5182e6a2432b6e0113a2e7574
org.ossreviewtoolkit.plugins.packagemanagers	cocoapods-package-manager	43.0.1		e30a2395915b08fa1b47d15c917bf0abc6b2d7fc
org.ossreviewtoolkit.plugins.packagemanagers	cocoapods-package-manager	43.0.2		f636301401358b9a01b7841c2a5956a889ca417d
org.ossreviewtoolkit.plugins.packagemanagers	cocoapods-package-manager	44.0.0		a2823fe66e10cbaaaab1025e85396510ebfb3235
org.ossreviewtoolkit.plugins.packagemanagers	cocoapods-package-manager	45.0.0		dec83d8cb32297d4efd8d4ac4046b82a21d7676c
org.ossreviewtoolkit.plugins.packagemanagers	cocoapods-package-manager	46.0.0		0945b803d43ba39c0eda56071f6dd7d0c83ece9c
org.ossreviewtoolkit.plugins.packagemanagers	cocoapods-package-manager	47.0.0		86f54d48c82a0709fe98e1935b457756e8e7016a
org.ossreviewtoolkit.plugins.packagemanagers	cocoapods-package-manager	48.0.0		4e9829e38d7273ba7aaba99ec75378fbcdd1a922
org.ossreviewtoolkit.plugins.packagemanagers	cocoapods-package-manager	49.0.0		e1e309bf81bd65623776c27f7db2b689738f8d70
org.ossreviewtoolkit.plugins.packagemanagers	cocoapods-package-manager	5.0.0		2b92c24c89fdf3a667f75921e883bfa3aaa65171
org.ossreviewtoolkit.plugins.packagemanagers	cocoapods-package-manager	5.1.0		4cddbcf39b54f6ab40f90fef4f1d2184cbfb55a5
org.ossreviewtoolkit.plugins.packagemanagers	cocoapods-package-manager	50.0.0		d80e88c04ffeac5fce42220b013691c92bcbc805
org.ossreviewtoolkit.plugins.packagemanagers	cocoapods-package-manager	51.0.0		82a76a5793c07be69c9641a07311e46bf4d85b07
org.ossreviewtoolkit.plugins.packagemanagers	cocoapods-package-manager	51.1.0		54eda34c2ae82e5e1efd26216d677b4ab614c456
org.ossreviewtoolkit.plugins.packagemanagers	cocoapods-package-manager	52.0.0		a22378bd8ae73d41d19416bb9c5e789d0d8b4183
org.ossreviewtoolkit.plugins.packagemanagers	cocoapods-package-manager	52.0.1		9a41fe4866264edbac08f885929f19be2af7060a
org.ossreviewtoolkit.plugins.packagemanagers	cocoapods-package-manager	52.1.0		786ebfe4c1e68abdf8ad11fbd633e632fe14f5fc
org.ossreviewtoolkit.plugins.packagemanagers	cocoapods-package-manager	53.0.0		2aa738a9715b75b2c6625045f669dc15d6b317ae
org.ossreviewtoolkit.plugins.packagemanagers	cocoapods-package-manager	54.0.0		26ff8aef0696fc1ef2db92f3182bdfeb443e309a
org.ossreviewtoolkit.plugins.packagemanagers	cocoapods-package-manager	55.0.0		52d163f3c94cf70adb192535fedbca915bbbfc71
org.ossreviewtoolkit.plugins.packagemanagers	cocoapods-package-manager	55.1.0		49c8d11474f04e0445ae988070a61bd845fb6206
org.ossreviewtoolkit.plugins.packagemanagers	cocoapods-package-manager	55.2.0		a7c71fe79cef474bbd58f8d80bb8d18f7fa5dc58
org.ossreviewtoolkit.plugins.packagemanagers	cocoapods-package-manager	55.3.0		fe870bc5f01a2483fd6032b0ec75994164dbba27
org.ossreviewtoolkit.plugins.packagemanagers	cocoapods-package-manager	56.0.0		f92b10a5308ab1af43283fe4c3f3998437d8e238
org.ossreviewtoolkit.plugins.packagemanagers	cocoapods-package-manager	56.1.0		17927076b4d4eca27c48e5f71eb18146d51c4b0a
org.ossreviewtoolkit.plugins.packagemanagers	cocoapods-package-manager	57.0.0		0af6e9f8d7f3b62d0e2091c915db40600a6167b2
org.ossreviewtoolkit.plugins.packagemanagers	cocoapods-package-manager	6.0.0		56cc417a3be4503a8716a00fbc205646d7ec75f2
org.ossreviewtoolkit.plugins.packagemanagers	cocoapods-package-manager	6.1.0		17feff5ff3145da13a00abc0bb8c51d6aa8f679e
org.ossreviewtoolkit.plugins.packagemanagers	cocoapods-package-manager	6.1.1		0304d0c4ae972b858d3e54bdf0ed362fa376addd
org.ossreviewtoolkit.plugins.packagemanagers	cocoapods-package-manager	7.0.0		4354103eab4983251f3d1803b77a97a11a75ea1c
org.ossreviewtoolkit.plugins.packagemanagers	cocoapods-package-manager	7.1.0		ebd2719ca495dd531ea2792304940d665447cc80
org.ossreviewtoolkit.plugins.packagemanagers	cocoapods-package-manager	8.0.0		33f512a76896bb406e95d7989a2df3b5cfafee65
org.ossreviewtoolkit.plugins.packagemanagers	cocoapods-package-manager	9.0.0		df4d24f51c4e585ccc41e4b5b32444a132c2ed6c
org.ow2.jonas.admin	console-module-webservices-client	2.0.0		N/A
org.ow2.jonas.admin	console-module-webservices-client	2.0.1		N/A
org.ow2.jonas.admin	console-module-webservices-client	2.0.2		N/A
org.rapidpm	testbench-ng-bom-vaadin-v08	0.3.0		N/A
org.rapidpm	testbench-ng-bom-vaadin-v08	00.07.04-RPM		N/A
org.rapidpm	testbench-ng-bom-vaadin-v08	00.07.05-RPM		N/A
org.rapidpm	testbench-ng-bom-vaadin-v08	00.07.06-RPM		N/A
org.webjars	jquery.deviantartmuro	1.0.2		3bde06f88757ecb2e3960d715d5003d9fba57609
org.webjars.npm	angular-ui-grid	3.0.6		65916f56d99b5c7a11bfde17da78171d6c1e01ea
org.webjars.npm	angular-ui-grid	3.1.1		54d8387ba07662f32704d4e7db5b6c21db5c180e
org.webjars.npm	angular-ui-grid	3.2.5		ac3cb38f440b32c0539875e26bd6c3edcddeacb1
org.webjars.npm	angular-ui-grid	3.2.9		4cc11b8d8f6edb718e5be5aa966ac259b1318c94
org.webjars.npm	angular-ui-grid	4.0.10		66a686318462ef10d7f908e230abbb59b8939069
org.webjars.npm	angular-ui-grid	4.0.11		7c0b97593d99fa6d48cf61a3d3c778f8d39c70a8
org.webjars.npm	angular-ui-grid	4.0.2		acd7dbbeed41873985de15a5eab70253af669f3b
org.webjars.npm	angular-ui-grid	4.0.4		80c61dd37fa9c6fae162284b93112b25fbf6d03f
org.webjars.npm	angular-ui-grid	4.0.6		41510e6401b5b801ad2e4df0ca82ab8d4a59f3f1
org.webjars.npm	angular-ui-grid	4.0.7		e62569cbf2e947d2ffe84dc67c384acd25992384
org.webjars.npm	angular-ui-grid	4.11.0		2499a66401ecae4a2840ef0a2af8654fadfa14dc
org.webjars.npm	angular-ui-grid	4.11.1		7b6a072ee58e65c61c540ab6d6647405a726be22
org.webjars.npm	angular-ui-grid	4.12.2		255647d4c17e0b2e4e162de63d3bb2f6d3d2caf3
org.webjars.npm	angular-ui-grid	4.12.7		6bc4300adae791c0e644f5a65fadd1d99f036d9e
org.webjars.npm	angular-ui-grid	4.3.1		8ac03a354345bdd4f1d82850adafab5dc3a2f9b4
org.webjars.npm	angular-ui-grid	4.4.11		b5e940b26a337e973e57b715c5d79a2b3834aec8
org.webjars.npm	angular-ui-grid	4.8.3		37d09837aa28eb0304a25bd3437a0908b5f88d2a
org.webjars.npm	angular-ui-grid	4.8.5		15e0fb80438ec0a664784a8d389f67b407381df9
org.webjars.npm	angular-ui-grid	4.9.1		c1782d9847ab0ba354eeaccea4926361eb8e93a4
org.wso2.carbon.analytics	org.wso2.carbon.analytics.activitydashboard.ui.feature	1.0.3		N/A
org.wso2.carbon.analytics	org.wso2.carbon.analytics.activitydashboard.ui.feature	1.0.4		N/A
org.wso2.carbon.analytics	org.wso2.carbon.analytics.activitydashboard.ui.feature	1.0.5		N/A
org.wso2.carbon.analytics	org.wso2.carbon.analytics.activitydashboard.ui.feature	1.0.6-ALPHA		N/A
org.wso2.carbon.analytics	org.wso2.carbon.analytics.activitydashboard.ui.feature	1.0.6-alpha2		N/A
org.wso2.carbon.analytics	org.wso2.carbon.analytics.activitydashboard.ui.feature	1.0.6-alpha3		N/A
org.wso2.carbon.analytics	org.wso2.carbon.analytics.activitydashboard.ui.feature	1.0.6-beta		N/A
org.wso2.carbon.analytics	org.wso2.carbon.analytics.activitydashboard.ui.feature	1.0.6-beta2		N/A
org.wso2.carbon.analytics	org.wso2.carbon.analytics.activitydashboard.ui.feature	1.0.6-beta3		N/A
org.wso2.carbon.analytics	org.wso2.carbon.analytics.activitydashboard.ui.feature	1.0.6-beta4		N/A
org.wso2.carbon.analytics	org.wso2.carbon.analytics.activitydashboard.ui.feature	1.0.6-beta5		N/A
org.wso2.carbon.analytics	org.wso2.carbon.analytics.activitydashboard.ui.feature	1.0.6-beta6		N/A
org.wso2.carbon.analytics	org.wso2.carbon.analytics.activitydashboard.ui.feature	1.1.0		N/A
org.wso2.carbon.analytics	org.wso2.carbon.analytics.activitydashboard.ui.feature	1.1.1		N/A
org.wso2.carbon.analytics	org.wso2.carbon.analytics.activitydashboard.ui.feature	1.1.2		N/A
org.wso2.carbon.analytics	org.wso2.carbon.analytics.activitydashboard.ui.feature	1.1.3		N/A
org.wso2.carbon.analytics	org.wso2.carbon.analytics.activitydashboard.ui.feature	1.2.0		N/A
org.wso2.carbon.analytics	org.wso2.carbon.analytics.activitydashboard.ui.feature	1.2.1		N/A
org.wso2.carbon.analytics	org.wso2.carbon.analytics.activitydashboard.ui.feature	1.2.2		N/A
org.wso2.carbon.analytics	org.wso2.carbon.analytics.activitydashboard.ui.feature	1.2.3		N/A
org.wso2.carbon.analytics	org.wso2.carbon.analytics.activitydashboard.ui.feature	1.2.4		N/A
org.wso2.carbon.analytics	org.wso2.carbon.analytics.activitydashboard.ui.feature	1.2.5		N/A
org.wso2.carbon.analytics	org.wso2.carbon.analytics.activitydashboard.ui.feature	1.2.6		N/A
org.wso2.carbon.analytics	org.wso2.carbon.analytics.activitydashboard.ui.feature	1.2.7		N/A
org.wso2.carbon.analytics	org.wso2.carbon.analytics.activitydashboard.ui.feature	1.2.8		N/A
org.wso2.carbon.analytics	org.wso2.carbon.analytics.activitydashboard.ui.feature	1.3.0		N/A
org.wso2.carbon.analytics	org.wso2.carbon.analytics.activitydashboard.ui.feature	1.3.1		N/A
org.wso2.carbon.analytics	org.wso2.carbon.analytics.activitydashboard.ui.feature	1.3.10		N/A
org.wso2.carbon.analytics	org.wso2.carbon.analytics.activitydashboard.ui.feature	1.3.11		N/A
org.wso2.carbon.analytics	org.wso2.carbon.analytics.activitydashboard.ui.feature	1.3.12		N/A
org.wso2.carbon.analytics	org.wso2.carbon.analytics.activitydashboard.ui.feature	1.3.13		N/A
org.wso2.carbon.analytics	org.wso2.carbon.analytics.activitydashboard.ui.feature	1.3.14		N/A
org.wso2.carbon.analytics	org.wso2.carbon.analytics.activitydashboard.ui.feature	1.3.15		N/A
org.wso2.carbon.analytics	org.wso2.carbon.analytics.activitydashboard.ui.feature	1.3.16		N/A
org.wso2.carbon.analytics	org.wso2.carbon.analytics.activitydashboard.ui.feature	1.3.17		N/A
org.wso2.carbon.analytics	org.wso2.carbon.analytics.activitydashboard.ui.feature	1.3.18		N/A
org.wso2.carbon.analytics	org.wso2.carbon.analytics.activitydashboard.ui.feature	1.3.19		N/A
org.wso2.carbon.analytics	org.wso2.carbon.analytics.activitydashboard.ui.feature	1.3.2		N/A
org.wso2.carbon.analytics	org.wso2.carbon.analytics.activitydashboard.ui.feature	1.3.20		N/A
org.wso2.carbon.analytics	org.wso2.carbon.analytics.activitydashboard.ui.feature	1.3.21		N/A
org.wso2.carbon.analytics	org.wso2.carbon.analytics.activitydashboard.ui.feature	1.3.22		N/A
org.wso2.carbon.analytics	org.wso2.carbon.analytics.activitydashboard.ui.feature	1.3.23		N/A
org.wso2.carbon.analytics	org.wso2.carbon.analytics.activitydashboard.ui.feature	1.3.24		N/A
org.wso2.carbon.analytics	org.wso2.carbon.analytics.activitydashboard.ui.feature	1.3.25		N/A
org.wso2.carbon.analytics	org.wso2.carbon.analytics.activitydashboard.ui.feature	1.3.26		N/A
org.wso2.carbon.analytics	org.wso2.carbon.analytics.activitydashboard.ui.feature	1.3.27		N/A
org.wso2.carbon.analytics	org.wso2.carbon.analytics.activitydashboard.ui.feature	1.3.28		N/A
org.wso2.carbon.analytics	org.wso2.carbon.analytics.activitydashboard.ui.feature	1.3.29		N/A
org.wso2.carbon.analytics	org.wso2.carbon.analytics.activitydashboard.ui.feature	1.3.3		N/A
org.wso2.carbon.analytics	org.wso2.carbon.analytics.activitydashboard.ui.feature	1.3.30		N/A
org.wso2.carbon.analytics	org.wso2.carbon.analytics.activitydashboard.ui.feature	1.3.31		N/A
org.wso2.carbon.analytics	org.wso2.carbon.analytics.activitydashboard.ui.feature	1.3.32		N/A
org.wso2.carbon.analytics	org.wso2.carbon.analytics.activitydashboard.ui.feature	1.3.33		N/A
org.wso2.carbon.analytics	org.wso2.carbon.analytics.activitydashboard.ui.feature	1.3.34		N/A
org.wso2.carbon.analytics	org.wso2.carbon.analytics.activitydashboard.ui.feature	1.3.35		N/A
org.wso2.carbon.analytics	org.wso2.carbon.analytics.activitydashboard.ui.feature	1.3.36		N/A
org.wso2.carbon.analytics	org.wso2.carbon.analytics.activitydashboard.ui.feature	1.3.37		N/A
org.wso2.carbon.analytics	org.wso2.carbon.analytics.activitydashboard.ui.feature	1.3.4		N/A
org.wso2.carbon.analytics	org.wso2.carbon.analytics.activitydashboard.ui.feature	1.3.5		N/A
org.wso2.carbon.analytics	org.wso2.carbon.analytics.activitydashboard.ui.feature	1.3.6		N/A
org.wso2.carbon.analytics	org.wso2.carbon.analytics.activitydashboard.ui.feature	1.3.7		N/A
org.wso2.carbon.analytics	org.wso2.carbon.analytics.activitydashboard.ui.feature	1.3.8		N/A
org.wso2.carbon.analytics	org.wso2.carbon.analytics.activitydashboard.ui.feature	1.3.9		N/A
org.wso2.carbon.analytics	org.wso2.carbon.analytics.activitydashboard.ui.feature	1.4.3		N/A
org.wso2.carbon.identity.carbon.auth.saml2	org.wso2.carbon.identity.authenticator.saml2.sso.feature	5.1.5		N/A
org.wso2.carbon.identity.carbon.auth.saml2	org.wso2.carbon.identity.authenticator.saml2.sso.feature	5.1.6		N/A
