be.vlaanderen.informatievlaanderen.ldes.ldi	ldio-common	2.12.0		4ecc43c97be46ebf5ff08705d105e0299abd672f
com.amazonaws	aws-athena-federation-sdk	2021.41.1		bf61f4d04c30cecddf200b0884fb655f4f02b2b5
com.amazonaws	aws-athena-federation-sdk	2021.41.1	shaded	d1ba934bb393fdeb032d8aa66f24bbc98a440027
com.amazonaws	aws-athena-federation-sdk	2021.41.1	with-arrow	16a8c6b0e973943de977c92559b3f83be98b33a9
com.amazonaws	aws-athena-federation-sdk	2021.41.1	withdep	102e837ab24d6df89d416b29c08225aa43711487
com.amazonaws	aws-athena-federation-sdk	2021.42.1		1f3baaf954245cdb7b77e4bfe659e61c612588b3
com.amazonaws	aws-athena-federation-sdk	2021.42.1	shaded	df48a2b4c44fec544cc1cf3b690538a6fbcbf85d
com.amazonaws	aws-athena-federation-sdk	2021.42.1	with-arrow	41910fcd0e59bc8c9c5ee10e8909eeb5f25d8beb
com.amazonaws	aws-athena-federation-sdk	2021.42.1	withdep	345e722f9fc17219de20acd061211ae2715cd551
com.amazonaws	aws-athena-federation-sdk	2021.49.1		e6258b509a8753ad7411ce2c6d53e1e30586ce63
com.amazonaws	aws-athena-federation-sdk	2021.49.1	shaded	c1715cbdfb3d2246b30d8ab7cfd79d61afecd1dd
com.amazonaws	aws-athena-federation-sdk	2021.49.1	with-arrow	3707a6f261dfc822ed7c547b6e841da6947471e8
com.amazonaws	aws-athena-federation-sdk	2021.49.1	withdep	ec49fdfd82c499573f5b36c0543ab89f523d2f6a
com.amazonaws	aws-athena-federation-sdk	2021.49.2		0875987c0fb7f4aa55cdc1fef84556683cb0dfb6
com.amazonaws	aws-athena-federation-sdk	2021.49.2	shaded	51efa2092a1697fa86aedfad1cb46cf577b9537f
com.amazonaws	aws-athena-federation-sdk	2021.49.2	with-arrow	f53a81129a98389b7a76334bca4cfa3b860b0aac
com.amazonaws	aws-athena-federation-sdk	2021.49.2	withdep	b757b90562b5b39844d84da25c3feb2d58eb0365
com.amazonaws	aws-athena-federation-sdk	2021.51.1		1d7b1350dc7201f15d786203d6d472e2dd260b99
com.amazonaws	aws-athena-federation-sdk	2021.51.1	shaded	4048532c17bbefe4ce393625c188763d416ff000
com.amazonaws	aws-athena-federation-sdk	2021.51.1	with-arrow	5216e15693bc2db79cd5fb3dc76cc017a4a6a09f
com.amazonaws	aws-athena-federation-sdk	2021.51.1	withdep	0bc3036966f06e32f1f645d3df9072414a0175a4
com.amazonaws	aws-athena-federation-sdk	2022.02.1		1bfeecf68cffdaa2552361b2cba5a36232a528ef
com.amazonaws	aws-athena-federation-sdk	2022.02.1	shaded	8822f952bf7968ac5d55073eef85b36e3232fce7
com.amazonaws	aws-athena-federation-sdk	2022.02.1	with-arrow	e7937c7dc36880473745fd0544bc0f1702cd3f74
com.amazonaws	aws-athena-federation-sdk	2022.02.1	withdep	3a0014fda4789171cd9c09489ab8564b6d8f116e
com.amazonaws	aws-athena-federation-sdk	2022.22.1		7a0ddbb3526ae0636bd43e99eda4ad0168922363
com.amazonaws	aws-athena-federation-sdk	2022.22.1	shaded	3f0e86949d866e5715f200b02d858dee85e595c1
com.amazonaws	aws-athena-federation-sdk	2022.22.1	with-arrow	74f134872bef0f5026ad4a9ff8afb8c9454e77dc
com.amazonaws	aws-athena-federation-sdk	2022.22.1	withdep	a270b068018488b9ec61011b5f2f01a973cf3eb4
com.amazonaws	aws-athena-federation-sdk	2022.23.1		b40b4e7caa2a7f1f863db18fabb6f22898bc141a
com.amazonaws	aws-athena-federation-sdk	2022.23.1	shaded	a586bcb0e1cb36b397598aca80d5ab3c081cc0f5
com.amazonaws	aws-athena-federation-sdk	2022.23.1	with-arrow	242b06a6bdae00a2b1823c870428923a4f63aa57
com.amazonaws	aws-athena-federation-sdk	2022.23.1	withdep	60c4f340485fcd7a4435cca3db2631271a639c70
com.amazonaws	aws-athena-federation-sdk	2022.24.1		9efe00a347f60794d97c0405975223c352adaf07
com.amazonaws	aws-athena-federation-sdk	2022.24.1	shaded	4e75d93da04d16b192d36f2c0e20a67cf21b5486
com.amazonaws	aws-athena-federation-sdk	2022.24.1	with-arrow	ca0148f109d27e4b6a157223e01a2fb286707b6d
com.amazonaws	aws-athena-federation-sdk	2022.24.1	withdep	0f4f58b2cdd8ae4bbf9d2b9e25392cda63274557
com.amazonaws	aws-athena-federation-sdk	2022.30.1		f2f2538ee1001052c8334baaf7429ec61f4be98c
com.amazonaws	aws-athena-federation-sdk	2022.30.1	shaded	76f6f0cb3409447dbb774d759890e617eb15abc7
com.amazonaws	aws-athena-federation-sdk	2022.30.1	with-arrow	e56a9b3c94d70fdee483839958098b03d3c527cd
com.amazonaws	aws-athena-federation-sdk	2022.30.1	withdep	8c3d6281c5c64cb6e9ca41a181afc80f395957e8
com.amazonaws	aws-athena-federation-sdk	2022.30.2		aa68faaa47db629c4f6004fd81edc14e03dbfce9
com.amazonaws	aws-athena-federation-sdk	2022.30.2	shaded	8a392734e678b884ed3b99addfb75e33473dda52
com.amazonaws	aws-athena-federation-sdk	2022.30.2	with-arrow	1318e8a367081872f3040a7921fb69b3969b03c9
com.amazonaws	aws-athena-federation-sdk	2022.30.2	withdep	6f75fd8b65ad2990c31317961e7e92a2415cfbcb
com.amazonaws	aws-athena-federation-sdk	2022.32.1		663a79084a4d0ef134c7299ffd46005c889deab5
com.amazonaws	aws-athena-federation-sdk	2022.32.1	shaded	b2a21bb7186d986d2dd685249743575423e6a9d2
com.amazonaws	aws-athena-federation-sdk	2022.32.1	with-arrow	90fd4d5777abd19cff900c2742ac37dc6587fb5a
com.amazonaws	aws-athena-federation-sdk	2022.32.1	withdep	7822abddf905f2e554665b63671a62142826666c
com.amazonaws	aws-athena-federation-sdk	2022.34.1		60b8a855286bb3c7a9b93335e13a3c84b948457f
com.amazonaws	aws-athena-federation-sdk	2022.34.1	shaded	0a5789336f3aaf887eaee6992c5393e46d73671e
com.amazonaws	aws-athena-federation-sdk	2022.34.1	with-arrow	cfb5d88c8fcf97bf2010eba4d98c485aa2b0da99
com.amazonaws	aws-athena-federation-sdk	2022.34.1	withdep	c5b1e05932ddd550ac6d7b82f385546a9c2070df
com.amazonaws	aws-athena-federation-sdk	2022.38.1		22b54e45b1646e18c018c2d81c87e51a93dee24c
com.amazonaws	aws-athena-federation-sdk	2022.38.1	shaded	6dfd980d10bb542e607ee5566562a51ad0eaf8ab
com.amazonaws	aws-athena-federation-sdk	2022.38.1	with-arrow	691fb4dbc7f455003dfc62e6ec9f8bbbdf165a91
com.amazonaws	aws-athena-federation-sdk	2022.38.1	withdep	1854859db8471520d17da7abb142d09d4e1aa113
com.amazonaws	aws-athena-federation-sdk	2022.39.1		ada580b404e6ce9d12764da1107dff93ef456710
com.amazonaws	aws-athena-federation-sdk	2022.39.1	shaded	7e7095076a6fcb9350044b8888d35e558b45a34a
com.amazonaws	aws-athena-federation-sdk	2022.39.1	with-arrow	217b9a2b3a3b8f9072135a314e8a198ebf084a4b
com.amazonaws	aws-athena-federation-sdk	2022.39.1	withdep	e7e9cd141667247dc349ea2a09d80264e4aeea35
com.amazonaws	aws-athena-federation-sdk	2022.4.1		a2973bc6893c5c0617a65452dc695c5e80e532d7
com.amazonaws	aws-athena-federation-sdk	2022.4.1	shaded	f500499ce9994b6e10fa88969eae61186e743518
com.amazonaws	aws-athena-federation-sdk	2022.4.1	with-arrow	9c03e6e34ce97d73ed11548f9228c21078c5ab8d
com.amazonaws	aws-athena-federation-sdk	2022.4.1	withdep	4353f9d6c97d7e0ecf7491d36df75d6395e3f6bd
com.amazonaws	aws-athena-federation-sdk	2022.42.1		a0bbd6ebadc1bcf7c8691eceda4e2cd1dff84551
com.amazonaws	aws-athena-federation-sdk	2022.42.1	shaded	aff2f9b0e580fec2ed4ce60dc55fe58b83b73a4f
com.amazonaws	aws-athena-federation-sdk	2022.42.1	with-arrow	9e64852efeeb423f355d7f372e65835f474c7e5f
com.amazonaws	aws-athena-federation-sdk	2022.42.1	withdep	c58b7def1a5a0fea08682246772fe4ec6aa39e57
com.amazonaws	aws-athena-federation-sdk	2022.44.1		e1fa496922fa8ab2a289a49be62cebad114d9f7b
com.amazonaws	aws-athena-federation-sdk	2022.44.1	shaded	4de69814406c7e1ab64a7f168c0659a91c3c016e
com.amazonaws	aws-athena-federation-sdk	2022.44.1	with-arrow	c17ab65ea7c7c34363bbfae9d71ebfdcff820971
com.amazonaws	aws-athena-federation-sdk	2022.44.1	withdep	e1585ba1067a393af37738db59ffa367ec3cabea
com.amazonaws	aws-athena-federation-sdk	2022.44.2		46b82f87deaf62d39b07e486f5619abde6465124
com.amazonaws	aws-athena-federation-sdk	2022.44.2	shaded	ff995ce78ff177bc24ca089a8083ffc8917712f4
com.amazonaws	aws-athena-federation-sdk	2022.44.2	with-arrow	d7c183775587dba83c223852d32a4e2c3a71f2a0
com.amazonaws	aws-athena-federation-sdk	2022.44.2	withdep	60641869724551f77dee5042599429368788c0f5
com.amazonaws	aws-athena-federation-sdk	2022.46.1		2cfa771185afc71884295db495918413b9a7ee7c
com.amazonaws	aws-athena-federation-sdk	2022.46.1	shaded	9b438854ea3999aefb92783b5b1cb38e66f75340
com.amazonaws	aws-athena-federation-sdk	2022.46.1	with-arrow	1fa6f53a6156a51c648b5f2006fe31c834623a66
com.amazonaws	aws-athena-federation-sdk	2022.46.1	withdep	28f7b8d0b44d9e4a5bc09d89822c234acf0ef50c
com.amazonaws	aws-athena-federation-sdk	2022.47.1		358789822e46668b643d9633d86a290ae398ccb3
com.amazonaws	aws-athena-federation-sdk	2022.47.1	shaded	495db03d454f4bb42b1ce83f08e2a1998d5ef615
com.amazonaws	aws-athena-federation-sdk	2022.47.1	with-arrow	1edc91894d4aeefa6e1e57f788de949f8c0f7706
com.amazonaws	aws-athena-federation-sdk	2022.47.1	withdep	d567bdd97c12b971326c529882fba72ab99d0a55
com.amazonaws	aws-athena-federation-sdk	2022.48.1		d78dcd4476e03a01610f568a6832217a17629ba0
com.amazonaws	aws-athena-federation-sdk	2022.48.1	shaded	783031934970b9223921be02d06be9ccb22c3841
com.amazonaws	aws-athena-federation-sdk	2022.48.1	with-arrow	d842350010884cfcce8daf823eadcef7487047a8
com.amazonaws	aws-athena-federation-sdk	2022.48.1	withdep	6503b6a36faac4019b70e14d3944293ef7b124a2
com.amazonaws	aws-athena-federation-sdk	2022.48.2		c03f7e57bb914df5c2da8993798dff5ebdc59a75
com.amazonaws	aws-athena-federation-sdk	2022.48.2	shaded	1221d3fabd4120a316504c83c6c5783441d3034b
com.amazonaws	aws-athena-federation-sdk	2022.48.2	with-arrow	8ebb4d824fef9a53e9a87765adda81390a46426c
com.amazonaws	aws-athena-federation-sdk	2022.48.2	withdep	9d65d21c0d70fa3b77ad1ccb0ae99b61325c9c50
com.amazonaws	aws-athena-federation-sdk	2022.50.1		c08a4611442ea17573afeb4b18c3bdca7715653e
com.amazonaws	aws-athena-federation-sdk	2022.50.1	shaded	a93b27202e98016e1ce94763cfa2eb9a91f18450
com.amazonaws	aws-athena-federation-sdk	2022.50.1	with-arrow	52e2b448dac23efaabe6a9fd0116cdcabbc4d440
com.amazonaws	aws-athena-federation-sdk	2022.50.1	withdep	a93b27202e98016e1ce94763cfa2eb9a91f18450
com.amazonaws	aws-athena-federation-sdk	2022.50.2		f8d5e731ebc0399178d86001e1c980470f23123f
com.amazonaws	aws-athena-federation-sdk	2022.50.2	shaded	ace57e64eb040ce7c3afb42cba82999c5a98905f
com.amazonaws	aws-athena-federation-sdk	2022.50.2	with-arrow	537de513a6a91cc491d7339ccb2073bf797627f5
com.amazonaws	aws-athena-federation-sdk	2022.50.2	withdep	ace57e64eb040ce7c3afb42cba82999c5a98905f
com.amazonaws	aws-athena-federation-sdk	2022.51.1		2d2ccd773066363aa75ec9ecf1c4a3bd4455dc6e
com.amazonaws	aws-athena-federation-sdk	2022.51.1	shaded	bf9fcb5bfc90e35afe768e61afbaa2003d6ee361
com.amazonaws	aws-athena-federation-sdk	2022.51.1	with-arrow	080359bd06acf1fe3d84ec582b3606ed83889a80
com.amazonaws	aws-athena-federation-sdk	2022.51.1	withdep	bf9fcb5bfc90e35afe768e61afbaa2003d6ee361
com.amazonaws	aws-athena-federation-sdk	2022.7.1		c2ec2c1273bd94bffa86daf88a7db76e79cce004
com.amazonaws	aws-athena-federation-sdk	2022.7.1	shaded	0d7a002141faeb29015eabcb9f4a1e030f04b92a
com.amazonaws	aws-athena-federation-sdk	2022.7.1	with-arrow	511dd7657e2a44e430f3d6ce368cae4da2ae19e3
com.amazonaws	aws-athena-federation-sdk	2022.7.1	withdep	87edaf718f381be8293f45a0bf55bf683113f310
com.amazonaws	aws-athena-federation-sdk	2023.01.1		dce6f9b95e7e5d1fc63d162ec27a770d3a68f585
com.amazonaws	aws-athena-federation-sdk	2023.01.1	shaded	5d257b1a2c51fb3bd01f95a3972d403f7a47702c
com.amazonaws	aws-athena-federation-sdk	2023.01.1	with-arrow	7eb2bedc19360033ec9539d135f9082d3f58e20f
com.amazonaws	aws-athena-federation-sdk	2023.01.1	withdep	5d257b1a2c51fb3bd01f95a3972d403f7a47702c
com.amazonaws	aws-athena-federation-sdk	2023.1.2		d4d4dd55399e240e2213f7a44473e0efb76d3953
com.amazonaws	aws-athena-federation-sdk	2023.1.2	shaded	89f635e7d88d97f1f982383f4acc36f296c2456d
com.amazonaws	aws-athena-federation-sdk	2023.1.2	with-arrow	7ccdf6af03f389c35acb047ee28baccbf87a4b0e
com.amazonaws	aws-athena-federation-sdk	2023.1.2	withdep	89f635e7d88d97f1f982383f4acc36f296c2456d
com.amazonaws	aws-athena-federation-sdk	2023.10.1		4f61ef9f9ea049652703d9a0c351519b38952e9c
com.amazonaws	aws-athena-federation-sdk	2023.10.1	shaded	c470f5543a5ee5c77a2a34052994432eeb191888
com.amazonaws	aws-athena-federation-sdk	2023.10.1	with-arrow	80c260d7fb25f82a8272ff92e3ab74c944028733
com.amazonaws	aws-athena-federation-sdk	2023.10.1	withdep	c470f5543a5ee5c77a2a34052994432eeb191888
com.amazonaws	aws-athena-federation-sdk	2023.11.1		b0780eb6d8f212254ab4cbb1e84b0d6e1cdfc4df
com.amazonaws	aws-athena-federation-sdk	2023.11.1	shaded	7bd1e5daf6095f5937a6af0d8ec2b01b078e33da
com.amazonaws	aws-athena-federation-sdk	2023.11.1	with-arrow	f96406c853289b80ae9d3d96572fcee9a3a48a39
com.amazonaws	aws-athena-federation-sdk	2023.11.1	withdep	7bd1e5daf6095f5937a6af0d8ec2b01b078e33da
com.amazonaws	aws-athena-federation-sdk	2023.12.1		5dd1d7f2dfed20de2488473196ff918223571189
com.amazonaws	aws-athena-federation-sdk	2023.12.1	shaded	4cf40f6670e9bedc98350504749d0dc8d3fa5a9d
com.amazonaws	aws-athena-federation-sdk	2023.12.1	with-arrow	1676344f66c7c94a70f2037d5518a4b6d00dfd28
com.amazonaws	aws-athena-federation-sdk	2023.12.1	withdep	4cf40f6670e9bedc98350504749d0dc8d3fa5a9d
com.amazonaws	aws-athena-federation-sdk	2023.13.1		1f65d715ceac5ecf01d99ba81572fb1c6234be6a
com.amazonaws	aws-athena-federation-sdk	2023.13.1	shaded	7f58353d4a6a69a1e9da9ad96a99ca54b0437952
com.amazonaws	aws-athena-federation-sdk	2023.13.1	with-arrow	f5bf21b640920fe920e0bc4ac6ebb4030f29cdd8
com.amazonaws	aws-athena-federation-sdk	2023.13.1	withdep	7f58353d4a6a69a1e9da9ad96a99ca54b0437952
com.amazonaws	aws-athena-federation-sdk	2023.14.1		469f2f788595b82c32c4ad4964ed19ffa4b66aef
com.amazonaws	aws-athena-federation-sdk	2023.14.1	shaded	93e09ecb52f70acc409272106a73c832249069d0
com.amazonaws	aws-athena-federation-sdk	2023.14.1	with-arrow	b8c3a8014f457ba4465b2e7e70f98c947651b458
com.amazonaws	aws-athena-federation-sdk	2023.14.1	withdep	93e09ecb52f70acc409272106a73c832249069d0
com.amazonaws	aws-athena-federation-sdk	2023.15.1		32a04dfcce1320babd0bd1546330233210605266
com.amazonaws	aws-athena-federation-sdk	2023.15.1	shaded	6fb13beb194b1f10721ea9034ba400941c230283
com.amazonaws	aws-athena-federation-sdk	2023.15.1	with-arrow	46e32d4ab27d037cbf187f30ef6feec5447504d6
com.amazonaws	aws-athena-federation-sdk	2023.15.1	withdep	6fb13beb194b1f10721ea9034ba400941c230283
com.amazonaws	aws-athena-federation-sdk	2023.16.1		bc1910f26c213b7bbfae2fc775a95dbf11cb186f
com.amazonaws	aws-athena-federation-sdk	2023.16.1	shaded	4fb39df78f52735f3582b4e0002d1a34eb0e9aa7
com.amazonaws	aws-athena-federation-sdk	2023.16.1	with-arrow	1e12610e961f496461198f54d51d9fcd5e0884ae
com.amazonaws	aws-athena-federation-sdk	2023.16.1	withdep	4fb39df78f52735f3582b4e0002d1a34eb0e9aa7
com.amazonaws	aws-athena-federation-sdk	2023.16.2		a33017aabcb215764a1ba0afd5d8112b305a2902
com.amazonaws	aws-athena-federation-sdk	2023.16.2	shaded	150a50e3064e0e7e931056d055347734a798b36f
com.amazonaws	aws-athena-federation-sdk	2023.16.2	with-arrow	df596ccb29a828ec5685bbf4907b3026cdaf8f07
com.amazonaws	aws-athena-federation-sdk	2023.16.2	withdep	150a50e3064e0e7e931056d055347734a798b36f
com.amazonaws	aws-athena-federation-sdk	2023.17.1		f4d06a10f60477476e01b2a94f009d8ad720217b
com.amazonaws	aws-athena-federation-sdk	2023.17.1	shaded	86d543bde98200e94cb1e45ce211afeb9d8ea7d2
com.amazonaws	aws-athena-federation-sdk	2023.17.1	with-arrow	0fbbfd44abe979b6767dbd4d9ccb1d9d1c219302
com.amazonaws	aws-athena-federation-sdk	2023.17.1	withdep	86d543bde98200e94cb1e45ce211afeb9d8ea7d2
com.amazonaws	aws-athena-federation-sdk	2023.18.1		b78a7dc0714085afd0724d88d402242f7ecad8f4
com.amazonaws	aws-athena-federation-sdk	2023.18.1	shaded	20b646a7a68ead03528d448643a7e06be4a8252c
com.amazonaws	aws-athena-federation-sdk	2023.18.1	with-arrow	ddd95deae98cf27ca7ffe749b9f2dc46caf2ea88
com.amazonaws	aws-athena-federation-sdk	2023.18.1	withdep	20b646a7a68ead03528d448643a7e06be4a8252c
com.amazonaws	aws-athena-federation-sdk	2023.19.1		b012f822c79b6ec4039aa05eefe1e48d9405f7b4
com.amazonaws	aws-athena-federation-sdk	2023.19.1	shaded	6668d979992e8a6c1280df055cc2f5cc00ff5b38
com.amazonaws	aws-athena-federation-sdk	2023.19.1	with-arrow	2cd624bdf59004e97d87e25ec58f355de8d9a693
com.amazonaws	aws-athena-federation-sdk	2023.19.1	withdep	6668d979992e8a6c1280df055cc2f5cc00ff5b38
com.amazonaws	aws-athena-federation-sdk	2023.2.1		2c826f776590453cb8205dfbcc4894fb219bc678
com.amazonaws	aws-athena-federation-sdk	2023.2.1	shaded	24e28e7b750f5c900ea0e14bc01d7cade14e86e3
com.amazonaws	aws-athena-federation-sdk	2023.2.1	with-arrow	0adf272eebed5ec5fa206e70b98b6ce29357ffd8
com.amazonaws	aws-athena-federation-sdk	2023.2.1	withdep	24e28e7b750f5c900ea0e14bc01d7cade14e86e3
com.amazonaws	aws-athena-federation-sdk	2023.20.1		e719eae7a90e0784b76326bb71b08e789b9afcbb
com.amazonaws	aws-athena-federation-sdk	2023.20.1	shaded	9ae4a90d404ab69f078dc87088d45dec5326724a
com.amazonaws	aws-athena-federation-sdk	2023.20.1	with-arrow	43b79537a025ec6a2f7f96c431d5078d33ef2098
com.amazonaws	aws-athena-federation-sdk	2023.20.1	withdep	9ae4a90d404ab69f078dc87088d45dec5326724a
com.amazonaws	aws-athena-federation-sdk	2023.21.1		a7f8539c1f62d4598dcdf9b4803c91658bae6750
com.amazonaws	aws-athena-federation-sdk	2023.21.1	shaded	fbc1aaf43b50474de957a6fb38c62fa0e1be8b72
com.amazonaws	aws-athena-federation-sdk	2023.21.1	with-arrow	64de3db73f67396d371b813e84d7da771834eb24
com.amazonaws	aws-athena-federation-sdk	2023.21.1	withdep	fbc1aaf43b50474de957a6fb38c62fa0e1be8b72
com.amazonaws	aws-athena-federation-sdk	2023.23.1		4dad70e3335e52091184da73a4cf6c5378ddcd25
com.amazonaws	aws-athena-federation-sdk	2023.23.1	shaded	1c148f366041ff2ca8c479d2773a727cb881bb63
com.amazonaws	aws-athena-federation-sdk	2023.23.1	with-arrow	e5d9aad1bb3ce9201bf796061d0a05a0af589e1f
com.amazonaws	aws-athena-federation-sdk	2023.23.1	withdep	1c148f366041ff2ca8c479d2773a727cb881bb63
com.amazonaws	aws-athena-federation-sdk	2023.25.1		9bd6c17ddad34640b6af685f9cdd901f1d21cd77
com.amazonaws	aws-athena-federation-sdk	2023.25.1	shaded	76305d94c176866a7144ba81287d88e9aeeaedeb
com.amazonaws	aws-athena-federation-sdk	2023.25.1	with-arrow	8b70d2f0db8c535bafd307841bd26e52b20951bb
com.amazonaws	aws-athena-federation-sdk	2023.25.1	withdep	76305d94c176866a7144ba81287d88e9aeeaedeb
com.amazonaws	aws-athena-federation-sdk	2023.29.1		6603ba10c4c1396e147b5335e57455b208587c1c
com.amazonaws	aws-athena-federation-sdk	2023.29.1	shaded	ba25197899255da9cc5a2b123fb14f6731d30a0e
com.amazonaws	aws-athena-federation-sdk	2023.29.1	with-arrow	dd77e9ce6fbe0d6a75c93d053a57fec1792b3713
com.amazonaws	aws-athena-federation-sdk	2023.29.1	withdep	ba25197899255da9cc5a2b123fb14f6731d30a0e
com.amazonaws	aws-athena-federation-sdk	2023.3.1		d54343fce4eeceb0614db2fd35c022edd8725b78
com.amazonaws	aws-athena-federation-sdk	2023.3.1	shaded	da67c9b05be47165f4b06b87563851c2dd0c665c
com.amazonaws	aws-athena-federation-sdk	2023.3.1	with-arrow	761536942c0b16dc235f7e38814892cca228ed99
com.amazonaws	aws-athena-federation-sdk	2023.3.1	withdep	da67c9b05be47165f4b06b87563851c2dd0c665c
com.amazonaws	aws-athena-federation-sdk	2023.30.1		a13dcb60b5f57904580648e20167d52ee4ed0fed
com.amazonaws	aws-athena-federation-sdk	2023.30.1	shaded	b4fad38c38e9f1a78ad0d98a0ab1ade04735a5f0
com.amazonaws	aws-athena-federation-sdk	2023.30.1	with-arrow	843685b37edbcbfca08f27715b8329bfef59ba26
com.amazonaws	aws-athena-federation-sdk	2023.30.1	withdep	b4fad38c38e9f1a78ad0d98a0ab1ade04735a5f0
com.amazonaws	aws-athena-federation-sdk	2023.35.1		03a3469479718e5bed6f1e0cc9d2ed5695e42070
com.amazonaws	aws-athena-federation-sdk	2023.35.1	shaded	cb5240b47a60dd2aa95fbd32cfa96ef350b713e6
com.amazonaws	aws-athena-federation-sdk	2023.35.1	with-arrow	89bebe061e0277a519b638cee4ed06af14cb50ab
com.amazonaws	aws-athena-federation-sdk	2023.35.1	withdep	cb5240b47a60dd2aa95fbd32cfa96ef350b713e6
com.amazonaws	aws-athena-federation-sdk	2023.35.2		409df2575b3ebd87d04f3dd214e74589c68e0409
com.amazonaws	aws-athena-federation-sdk	2023.35.2	shaded	4444cae74d190008ff00cfc82db6ee0f34f036e4
com.amazonaws	aws-athena-federation-sdk	2023.35.2	with-arrow	8d21ceeefc7fa6972e8eb495105af88360ac313a
com.amazonaws	aws-athena-federation-sdk	2023.35.2	withdep	4444cae74d190008ff00cfc82db6ee0f34f036e4
com.amazonaws	aws-athena-federation-sdk	2023.37.1		171d412778828c601aa63db50a3cf2ffbe4455b5
com.amazonaws	aws-athena-federation-sdk	2023.37.1	shaded	2cc02edd1e4c368ef5745a318efbd1017edfea91
com.amazonaws	aws-athena-federation-sdk	2023.37.1	with-arrow	062c2152a343f090d21bdfb926fe45dc94e21154
