ai.asleep.asleepsdk	AsleepSDK	2.0.0		N/A
io.helidon.security.providers	helidon-security-providers-jwt	1.4.12		e459fbc78b619dc92759a415c75f911ac41bdcef
io.helidon.security.providers	helidon-security-providers-jwt	1.4.13		6f376e0f806cf6dcdb1f5076806b5e2a905c2ecb
io.helidon.security.providers	helidon-security-providers-jwt	1.4.14		e8ba3e84760f1231b6e02e514435b4e1124b7963
io.helidon.security.providers	helidon-security-providers-jwt	1.4.15		2e9218983f57ac23c71c0b61007141ffdfea5e26
io.helidon.security.providers	helidon-security-providers-jwt	1.4.2		7b78a46a568497cbfe84e0fe71b6d58b96dda252
io.helidon.security.providers	helidon-security-providers-jwt	1.4.3		03de40f2ce05c68d5715f6ff4d8bfeccb2eff6d5
io.helidon.security.providers	helidon-security-providers-jwt	1.4.4		73d47c06f1316f7994f25d5abc087349ba263c2d
io.helidon.security.providers	helidon-security-providers-jwt	1.4.5		7706a26073ebaba7675d8cb8166076faf9adda68
io.helidon.security.providers	helidon-security-providers-jwt	1.4.6		582fda77b3d81f62dd483c6e45dc0b5c932525f2
io.helidon.security.providers	helidon-security-providers-jwt	1.4.7		c839df62d6ba45d871c9bd08100227c74d92f52a
io.helidon.security.providers	helidon-security-providers-jwt	1.4.8		a83d5b9cfb8f38b757ee7a2fcd6011e40811fcb9
io.helidon.security.providers	helidon-security-providers-jwt	1.4.9		33099aa55c4df9a4824e600b2ebe8bd647689a95
io.helidon.security.providers	helidon-security-providers-jwt	2.0.0		6034af9c1c670c84f8812ba72f134207ef8734c6
io.helidon.security.providers	helidon-security-providers-jwt	2.0.0-M1		6f18585a0f66f41a3f2f97b7fa9383c7839ea59d
io.helidon.security.providers	helidon-security-providers-jwt	2.0.0-M2		78a78571858917b39e60908a396be03c34268048
io.helidon.security.providers	helidon-security-providers-jwt	2.0.0-M3		23a081ffce74dd4d887353fd89742af5ff97df5c
io.helidon.security.providers	helidon-security-providers-jwt	2.0.0-M4		9fdaecbde34b691fabbbc2c5a0c602652266ffce
io.helidon.security.providers	helidon-security-providers-jwt	2.0.0-RC1		52cdbbe1681a97300ed09f961a91892b6c842a1c
io.helidon.security.providers	helidon-security-providers-jwt	2.0.0-RC2		361824a76d5bb264fa7014c1031d43031730a027
io.helidon.security.providers	helidon-security-providers-jwt	2.0.1		55d73fe0849072ac42043360babe9007e99b5085
io.helidon.security.providers	helidon-security-providers-jwt	2.0.2		8cbb5097c226e61cd2b4b6f43b9352c389f21524
io.helidon.security.providers	helidon-security-providers-jwt	2.1.0		614f74a0608f69fe65e76a466e2ec6772b001a9f
io.helidon.security.providers	helidon-security-providers-jwt	2.2.0		96f8a564c765b0680a4e47c9eca9a13a28261c29
io.helidon.security.providers	helidon-security-providers-jwt	2.2.1		d4faae524d617351696577053b7421e54d8a598e
io.helidon.security.providers	helidon-security-providers-jwt	2.2.2		1a6f50134aed6517c71dc0b136a16a3ce7473640
io.helidon.security.providers	helidon-security-providers-jwt	2.3.0		d9fe1b5049141f0be1bffd6d6709d41b6f87c405
io.helidon.security.providers	helidon-security-providers-jwt	2.3.1		b4feb521e13bb3c7236b57c57ef803640a5c1c07
io.helidon.security.providers	helidon-security-providers-jwt	2.3.2		0f30ed879ccb1a2a7d7b392842b598f57cadf732
io.helidon.security.providers	helidon-security-providers-jwt	2.3.3		4fbdd5ac15431647ca16cae17cdd964302a6ec92
io.helidon.security.providers	helidon-security-providers-jwt	2.3.4		a4861ba1c5551dc819f4cc31bc069140215a5424
io.helidon.security.providers	helidon-security-providers-jwt	2.4.0		a9231069d528183c0f8fdeab4fc851f78f0cc4e8
io.helidon.security.providers	helidon-security-providers-jwt	2.4.1		c2f1a3f0d61af6ab21363a1cf42ed86f9e188144
io.helidon.security.providers	helidon-security-providers-jwt	2.4.2		942f36beb42cf7910466a4792efbb0c73cc47ac7
io.helidon.security.providers	helidon-security-providers-jwt	2.5.0		385298f160640dbbaea5c93bcc056b84daab817c
io.helidon.security.providers	helidon-security-providers-jwt	2.5.1		ea262d8f05d28e009553c73298a8e8873865fa1c
io.helidon.security.providers	helidon-security-providers-jwt	2.5.2		01e0526656fa2124e930d95ef6e9bf76b5fca4a3
io.helidon.security.providers	helidon-security-providers-jwt	2.5.3		9260096ab10990c94b440f0d1339db03842722be
io.helidon.security.providers	helidon-security-providers-jwt	2.5.4		fce78d890751265f2b7acc021252f3e0c8cbb1fa
io.helidon.security.providers	helidon-security-providers-jwt	2.5.5		e6df30ea5778090e0abb94c2deaf5a3001005576
io.helidon.security.providers	helidon-security-providers-jwt	2.5.6		5f477bc69ac9dfba4634609e9d4bd9f211824f50
io.helidon.security.providers	helidon-security-providers-jwt	2.6.0		3bd4351d5906f0b316efb2239dc68e45bf75d71b
io.helidon.security.providers	helidon-security-providers-jwt	2.6.1		a9193bf5a7d2d7621d37f6e355064680602882f6
io.helidon.security.providers	helidon-security-providers-jwt	2.6.10		e4b598dc50634d6cb4e609d30deed78466501878
io.helidon.security.providers	helidon-security-providers-jwt	2.6.11		ab29e2f39104d0fabdb43be5d8e1fe9f4c45c80e
io.helidon.security.providers	helidon-security-providers-jwt	2.6.2		c67028304671e021a0625e0311226cd1e94b6d2b
io.helidon.security.providers	helidon-security-providers-jwt	2.6.3		af5bef66af7f11d1743ed05f8c7c25f52d6beb4c
io.helidon.security.providers	helidon-security-providers-jwt	2.6.4		aaabb22fbac44f26361a7444c8e34f0a3d2b9878
io.helidon.security.providers	helidon-security-providers-jwt	2.6.5		f61f6a373e5c1cebb7212264b1a7267dc500457f
io.helidon.security.providers	helidon-security-providers-jwt	2.6.6		aa9d49bce1383829ce81d22650492aa5f42b19b9
io.helidon.security.providers	helidon-security-providers-jwt	2.6.7		f8ec2009f7ad16a13d6a262c1da555dc060d53f8
io.helidon.security.providers	helidon-security-providers-jwt	2.6.8		452af823f13d9efcca7123ae47a5f7ecc5017db8
io.helidon.security.providers	helidon-security-providers-jwt	2.6.9		df634c44b985d21f1d5aa1ca522f1da55d82379e
io.helidon.security.providers	helidon-security-providers-jwt	3.0.0		300444ea8244674714e5e55c5451a6dccfa5c767
io.helidon.security.providers	helidon-security-providers-jwt	3.0.0-M1		1b01dcb6604fa86d39c3fcdd6058083fb389cb59
io.helidon.security.providers	helidon-security-providers-jwt	3.0.0-M2		5b5b199e6011296a44982a09dd0e90d79bc3bb9b
io.helidon.security.providers	helidon-security-providers-jwt	3.0.0-RC1		80f422a91f17580a91054d5be565dec109f3da6a
io.helidon.security.providers	helidon-security-providers-jwt	3.0.0-RC2		3f12d2b68db07625250e514ae3a404c562368730
io.helidon.security.providers	helidon-security-providers-jwt	3.0.1		92663d0426e9dc4d2b0a7a4c22dc57be393572d3
io.helidon.security.providers	helidon-security-providers-jwt	3.0.2		2fb628344001703d9177b47a4cd9296c171fd3fa
io.helidon.security.providers	helidon-security-providers-jwt	3.1.0		739f5043069214b700b5f5cb09652173cf29004f
io.helidon.security.providers	helidon-security-providers-jwt	3.1.1		238c572a6b95ec7a22b7fdce735d7ee68c92cc1b
io.helidon.security.providers	helidon-security-providers-jwt	3.1.2		13cda684968b4b3afc145d6623155392a36c802f
io.helidon.security.providers	helidon-security-providers-jwt	3.2.0		3ede00cb5fb89b6ee7c72705c981600bfe139594
io.helidon.security.providers	helidon-security-providers-jwt	3.2.1		4308d01cc7a38c1acc83919863c06017a1f56718
io.helidon.security.providers	helidon-security-providers-jwt	3.2.10		b590a3543b39365ea4819dce56c69fc4dc26f411
io.helidon.security.providers	helidon-security-providers-jwt	3.2.11		23dbc3456e7eb60311868ac0dc8a0d28d592a69c
io.helidon.security.providers	helidon-security-providers-jwt	3.2.12		112e068028129b50d1d11fee5a681787968b002f
io.helidon.security.providers	helidon-security-providers-jwt	3.2.2		2d21d3ac9405319315a8dfc35133ca0576421ce4
io.helidon.security.providers	helidon-security-providers-jwt	3.2.3		46b3fa129943905dd5ddecf811473cc9aa379da9
io.helidon.security.providers	helidon-security-providers-jwt	3.2.4		2c4e6e8a786f8e380fa07214bf2213716b640a48
io.helidon.security.providers	helidon-security-providers-jwt	3.2.5		336bb993534b3a35ba527a9ee67b6e4bd4d356ff
io.helidon.security.providers	helidon-security-providers-jwt	3.2.6		bf5b45e5598abd4fa6d6abbdc04c74ddd6941732
io.helidon.security.providers	helidon-security-providers-jwt	3.2.7		7c05ab3c0d6d6ccf12427707756c30694ed9fc26
io.helidon.security.providers	helidon-security-providers-jwt	3.2.8		7d056db1a6083beb5c4bccfd7f8f33cef11509f2
io.helidon.security.providers	helidon-security-providers-jwt	3.2.9		90ed112a130c3fb9f0580e52e74d3b8526f610a2
io.helidon.security.providers	helidon-security-providers-jwt	4.0.0		f94c552938d3935f350f9abe5f409997c22b5326
io.helidon.security.providers	helidon-security-providers-jwt	4.0.0-ALPHA1		c1f07e583417a02ea9437cd027bf742c19e1bf6b
io.helidon.security.providers	helidon-security-providers-jwt	4.0.0-ALPHA2		33b2a9080700c3f7e891cfbcb46ef07771633c87
io.helidon.security.providers	helidon-security-providers-jwt	4.0.0-ALPHA3		fa1876c2e0ba5b71d8b6f415738fbceb693a2f63
io.helidon.security.providers	helidon-security-providers-jwt	4.0.0-ALPHA4		6d5ef17249062b5ca4f7970e2b84aadb5956ec7e
io.helidon.security.providers	helidon-security-providers-jwt	4.0.0-ALPHA5		d4cb1eab8a827e982b960eeee37a28718e056b59
io.helidon.security.providers	helidon-security-providers-jwt	4.0.0-ALPHA6		bc3b83609e4ba7ba62d07d690404117067946fc3
io.helidon.security.providers	helidon-security-providers-jwt	4.0.0-M1		257a43636cf0fddb83a5059c74d56ec44cd4fdf0
io.helidon.security.providers	helidon-security-providers-jwt	4.0.0-M2		8097310be32bbf231510930fa9cd0fc29eef0af6
io.helidon.security.providers	helidon-security-providers-jwt	4.0.0-RC1		fa7a70cb1130b67c06f096a4ddc2c954323e774d
io.helidon.security.providers	helidon-security-providers-jwt	4.0.0-RC2		7c2573deafe4272eeee5cc795eab2adaa211dace
io.helidon.security.providers	helidon-security-providers-jwt	4.0.1		72189ca261e3529885f57504835e404b9f550ad9
io.helidon.security.providers	helidon-security-providers-jwt	4.0.10		088434ec7d8b815a9b764f0d71abdda5cbae32a2
io.helidon.security.providers	helidon-security-providers-jwt	4.0.11		9036847b40a6c3e392397976eb97096ffa6e947c
io.helidon.security.providers	helidon-security-providers-jwt	4.0.12		00abe674b2d2b2df981335e62ab0c5ad90db07d7
io.helidon.security.providers	helidon-security-providers-jwt	4.0.2		7bd3493d851601981be95e0d1b5dbfd197588977
io.helidon.security.providers	helidon-security-providers-jwt	4.0.3		aed8eda097bd6115a269221f0521f692ceeba324
io.helidon.security.providers	helidon-security-providers-jwt	4.0.4		3c61f579ae435a4113961943117e33e5aeea903a
io.helidon.security.providers	helidon-security-providers-jwt	4.0.5		25826ab5bacb311b8fbb63834ef6157d6d0a660c
io.helidon.security.providers	helidon-security-providers-jwt	4.0.6		7d677e3a921bc29667c17c63cacc1096e8afb80c
io.helidon.security.providers	helidon-security-providers-jwt	4.0.7		f6a7e639a87efd39e0615dfb90a9d8ddbad6712e
io.helidon.security.providers	helidon-security-providers-jwt	4.0.8		d3b9275118e23760a7aabc2589606264d4deaf14
io.helidon.security.providers	helidon-security-providers-jwt	4.0.9		c7ab2875344d27baadff3b3ada147fd9901f4be1
io.helidon.security.providers	helidon-security-providers-jwt	4.1.0		7da908c88d35c0f3941bec58675b6799a72d1e66
io.helidon.security.providers	helidon-security-providers-jwt	4.1.1		a240aff1b920402ea029bea13bdd8c6ceda9ac40
io.helidon.security.providers	helidon-security-providers-jwt	4.1.2		4380f381adbf2e917e5c39787cccfdea3beb4b25
io.helidon.security.providers	helidon-security-providers-jwt	4.1.3		4db78e9e61712794ba1d1e6c2fa625664edfacf7
io.helidon.security.providers	helidon-security-providers-jwt	4.1.4		3d2d74440c290b32d91d7a6eec8ab07d80b49883
io.helidon.security.providers	helidon-security-providers-jwt	4.1.5		6e80ae8ce853c5d5393b683b5bb56920cf8b04af
io.helidon.security.providers	helidon-security-providers-jwt	4.1.6		f75ba31e7dcc087416309e728d65fbf781e32c2a
io.helidon.security.providers	helidon-security-providers-jwt	4.1.7		2691b34c172886318b72a75e902152c3e44127b5
io.helidon.security.providers	helidon-security-providers-jwt	4.2.0		509f31cbd45d4dd053cd1ee2f5fefe4b53e3d9cc
io.helidon.security.providers	helidon-security-providers-jwt	4.2.1		e3e2a600ef831eadaeee06aa228a60414b1fac2f
io.kevinlee	refined4s-extras-render_3	0.10.0		e718f7880a72807c5dba2498c5d3c2e7a9f69c74
io.kevinlee	refined4s-extras-render_3	0.11.0		1fbd2e512620da63cb961298ff3312e36f53333c
io.kevinlee	refined4s-extras-render_3	0.12.0		9a6894827622981490a50bc69f1465c5f9e6012c
io.kevinlee	refined4s-extras-render_3	0.13.0		0417f425100fa52d79ab9f6ea456369901187dfa
io.kevinlee	refined4s-extras-render_3	0.14.0		b7f1b69a1cc41ae37e315c013878572f31c35c9e
io.kevinlee	refined4s-extras-render_3	0.15.0		dab3652f2efae31c832873b122b3119e59f8ff98
io.kevinlee	refined4s-extras-render_3	0.16.0		0de0a74e97246f406aa8541ed76c66135251d10b
io.kevinlee	refined4s-extras-render_3	0.17.0		af1fa734dea5b7e897bb00ee024e3e5acb881f65
io.kevinlee	refined4s-extras-render_3	0.18.0		cff1b78fb9f41fe46bc7d1a7d96fc46e72e050e9
io.kevinlee	refined4s-extras-render_3	0.19.0		2474109636dca859782f63f61ac3aa001e3fdc7f
io.kevinlee	refined4s-extras-render_3	1.0.0		5f7077f29d7d72994b51ec1764db3fc3b2be7aa5
io.kevinlee	refined4s-extras-render_3	1.1.0		91a2480592307e5e9d88a446c3d7a8e665d53e02
io.micronaut.micrometer	micronaut-micrometer-observation-datasource	5.10.0		ffc4626ab7d7f50b84212ad2a1ac64cc7ee41d05
io.micronaut.micrometer	micronaut-micrometer-observation-datasource	5.10.1		f96806ec3a9aedd4de3131b192d11d1d13bf060f
io.vlingo	vlingo-directory	0.5.3		483350b7ffc9b28b1b6b3146a5e45a0efbe4dbc2
io.vlingo	vlingo-directory	0.5.4		a8208a28a369a180528a7d98a734e8da6edc403b
io.vlingo	vlingo-directory	0.5.5		da6b3b528f9567fe6c1a784f60d899eec371c6be
io.vlingo	vlingo-directory	0.5.6		f05e8710afcf7689ee3f46a5a0852fd6ce73b48c
io.vlingo	vlingo-directory	0.5.7		b49d39e9e8b6a8910e7e214b58db2c572e27533f
io.vlingo	vlingo-directory	0.5.8		ef5d144ef6c549afd0e2e6f6273e3a6685f60d7c
io.vlingo	vlingo-directory	0.5.9		e2db32a5298fa8f01bd8fcb5dd19c76cc2137d37
io.vlingo	vlingo-directory	0.6.0		de78f6318aa45efa899f8db746e639ff0326cac6
io.vlingo	vlingo-directory	0.7.0		31b2c948e45c0a63bd4f3115d31ff8365b689828
io.vlingo	vlingo-directory	0.7.1		4ff332ddbda9e783e44cad05482e4653ebf8ec5e
io.vlingo	vlingo-directory	0.7.2		7a9a71d46b8cf836e301bc175f723956c1b7dde7
io.vlingo	vlingo-directory	0.7.3		b4e569c6a7911d91c9406cf501c44e4c62d7006f
io.vlingo	vlingo-directory	0.7.4		2109f66df92127a99eda2c6e8a37a960221873cd
io.vlingo	vlingo-directory	0.7.5		056f6a106833fd56f12d72573d9b7b0ad44f7173
io.vlingo	vlingo-directory	0.8.0		6f85ed79275387ee34f85d0e2b77a6e1468529ee
io.vlingo	vlingo-directory	0.8.1		a11bae03c8e7c328a6c01609d4241f4d7a1e072c
io.vlingo	vlingo-directory	0.8.2		2bc673912d663b82327fcab8366f4cd8c46ba4dc
io.vlingo	vlingo-directory	0.8.3		2066c13f05d23686394b7232c99bb9a41fc1db3f
io.vlingo	vlingo-directory	0.8.4		04e7534483b7b3ef7188bb2189b5296fe1f68356
io.vlingo	vlingo-directory	0.8.5		d6e8168d8e38a233e6652d6bc7ee2e137ad6a5b3
io.vlingo	vlingo-directory	0.8.6		95619b421fd303263d3637b814d32d392363661a
io.vlingo	vlingo-directory	0.8.7		fae6002f7a824d655798d6e1c590c5b66ce507c1
io.vlingo	vlingo-directory	0.8.9		eb32d11f36f54cf0214a005d90e37db23c223cde
io.vlingo	vlingo-directory	0.9.0-RC1		4cd732dc0a9f33d05c7599a2c0a45ace2bc47b99
io.vlingo	vlingo-directory	0.9.1-RC2		cd5495a7b8b3749f36dec35fbd389200676cc89a
io.vlingo	vlingo-directory	0.9.2-RC3		eebdaf54bf51702f67bef178db89b3a3652d3840
io.vlingo	vlingo-directory	1.0.0		6ef5844313d80b66ce9cb3f40f88a3873fef625a
io.vlingo	vlingo-directory	1.1.0		0f931cb1f560c1966c2084fd86dcbab050312154
io.vlingo	vlingo-directory	1.2.1		69145c4d9ea2c06d735fd728a3f1e919643a0933
io.vlingo	vlingo-directory	1.2.19		051462883961649dc85df60fe34053bcbca14342
io.vlingo	vlingo-directory	1.2.3		b685a91db1246521167ff3d33f08416de70e3852
io.vlingo	vlingo-directory	1.2.4		3fbea2baa752b6c47f2b9d1edbd80fc9dccd7243
io.vlingo	vlingo-directory	1.2.5		44757f9a7af62906541a30e498b88b131f86ed5f
io.vlingo	vlingo-directory	1.2.7		91e77985f82161a59cfd3e4da07e12ffb096ec7f
io.vlingo	vlingo-directory	1.2.8		52bf11715018bca4df1585f82b3aa5b383f005cf
io.vlingo	vlingo-directory	1.2.9		ebc04f066669505f322080b50f675e012850a7de
io.vlingo	vlingo-directory	1.3.0		4c57c0a1fd04d6fca7818fd6005e670d2cbbd5ac
io.vlingo	vlingo-directory	1.4.0		559182ba210ad3caed92864ed7efbc4ec0e89fea
io.vlingo	vlingo-directory	1.4.3		8879aa2be5745ea2413774c73c243f506038e4d0
io.vlingo	vlingo-directory	1.5.0		505d37e675d3747f04175d9220733b66f5956052
io.vlingo	vlingo-directory	1.5.2		3d42ad3bb83d362f23db0a61669d5045cd962931
io.vlingo	vlingo-directory	1.6.0		48613bb31a7b8cf652dee7805f9afc87780005c6
io.vlingo	vlingo-directory	1.7.5		e83892cfb692d15ff2cd6bb38f4f3f083627843a
li.rudin.core	core-logger	1.0		e7f9e8dbfbdcf10b68f0da7420119b7474bcfee3
li.rudin.core	core-logger	1.1		84edb87d1935e6d96e24969034e4ce04ddca9ab7
li.rudin.core	core-logger	1.10		c295d5d4ddb545cccff2ab8bcde8b1f3090fd0cf
li.rudin.core	core-logger	1.2		4373907255a6df34e79169bbf28e62693dbc1c76
li.rudin.core	core-logger	1.3		4af7d56b70482343e625b223d694bdb602bb6b31
li.rudin.core	core-logger	1.4		99b16da0d953e22f991ac251b1ef580eb629a79f
li.rudin.core	core-logger	1.5		edeaf0dcf9fa93a4439cdafad547457cb4f0bd7d
li.rudin.core	core-logger	1.5.1		e11271a09cf3152cdcc52bfde89c2b24acb033c7
li.rudin.core	core-logger	1.6		319e2c7892f780893de10260148b0c52c84471a7
li.rudin.core	core-logger	1.7		166bfb728f4fec91122c2aa015f262f536b916c1
li.rudin.core	core-logger	1.8		5a1bee89252c5749747eb960a116e19207309cd4
li.rudin.core	core-logger	1.9		054e6cdb70b2f94d926eead43ff49dc42846c03d
li.rudin.core	core-logger	2.0		3d21fde47da42bd28a98cc510c3c66cbaf28bcd0
net.sf.sevenzipjbinding	sevenzipjbinding-linux-armv71	16.02-2.01		1a90ed01e3d347abee26c1945ab2a3fa6ddaf0a6
no.vegvesen.nvdb.reststop	reststop-development-console	4.0.0		011584bc5086aa8abd47ba009682f034bf68eb80
no.vegvesen.nvdb.reststop	reststop-development-console	4.0.0-preview		59a77c9de92805d5dbb32480ba5183b45aa32871
no.vegvesen.nvdb.reststop	reststop-development-console	4.0.0-preview-1		956092ba3af787b0dfa4b2488005f2f503458075
no.vegvesen.nvdb.reststop	reststop-development-console	4.0.0-preview-2		5e5542fac4736db45a2527af0493f54f8d0bb474
no.vegvesen.nvdb.reststop	reststop-development-console	4.0.0-preview-3		2a48182f6f6625c8dc80ea35e3da657e1af91f55
no.vegvesen.nvdb.reststop	reststop-development-console	4.0.0-preview-4		c648ddc99c641d7105135b8bb2d077fae12bd22a
no.vegvesen.nvdb.reststop	reststop-development-console	4.0.0-preview-5		cba16e0ee3ee2ae4b037ecb770b7e2eb801cf240
no.vegvesen.nvdb.reststop	reststop-development-console	4.0.0-preview-6		184892d2b39be1837a0e3b3507b471527642121a
org.bitbucket.askllc.fermenter.stout	stout-java	1.0.0		314feec5f83f685f5ee431c8f02b7d39d98c3220
org.bitbucket.idensitylab	cucumber-features-pp-maven-plugin	1.0.0		6bb23295a6b5f1a8b5f82157f32cfa2d3299ffed
org.databene	jdbacl	0.6.10		77ab2cf925bacf54983d8ebb0ede94e84d2d83b7
org.databene	jdbacl	0.6.11		bfa50b384d53433c389cb4e6a1e486a2f8cf2651
org.databene	jdbacl	0.6.12		310c18ca1cfab5d22ca8ce03e1ecc101bb92e463
org.databene	jdbacl	0.6.3		0bf76a1446ef97d13d4977e9215fea67520dc304
org.databene	jdbacl	0.6.4		b483242af8cf9edee495409911f137066affa006
org.databene	jdbacl	0.6.5		0432dd370630cc3aa852ffb2d84ac7b78f68571b
org.databene	jdbacl	0.6.6		5631fcfd3e9924a576f92424910b22a14ecf5497
org.databene	jdbacl	0.6.8		9f7442e624867c032c510ea19db39c1011af791b
org.databene	jdbacl	0.6.9		42f33c9cc8aef2300ab4081c6e2fc7fadc91356b
org.databene	jdbacl	0.7.0		b55b1c666f24bb1ef8b08abefbda608f621176e7
org.databene	jdbacl	0.7.1		4c6fb841e1e39cd402a5ec7f416897c60c997c55
org.databene	jdbacl	0.8.0		e53a115b8f2715872920c2fb589c4a1ce1765c75
org.databene	jdbacl	0.8.1		5c43a7dda20229260575f266cdaf916a195940f0
org.databene	jdbacl	0.8.19		00d304048c77c3a0bb318256f105a7f0eda5acee
org.databene	jdbacl	0.8.2		0c563c5f45688aa23d4be9d7cf5eaaf2af4977c2
org.databene	jdbacl	0.8.3		0d3820ac86a89f46bca2142ab153ec9c24006624
org.dishevelled	dsh-matrix-io-nonblocking	1.0		f9632ed1385d77ab8a0b589866b2b62120d4256e
org.docx4j	docx4j-documents4j-remote	11.2.5		8a6e497e9c880f3b276a971753cc03a139614c33
org.docx4j	docx4j-documents4j-remote	11.2.8		dd4b1343417b3ad5750a04111c87508e3d3534ac
org.docx4j	docx4j-documents4j-remote	11.2.9		07ee6f254920c702b8bd78aea5682cd6055c2b83
org.docx4j	docx4j-documents4j-remote	11.3.2		34cd3d7357c23a75db91ca20f8f9a386a2630878
org.docx4j	docx4j-documents4j-remote	11.4.10		3d3865271b06f6fcb14426a9f741350482e8555c
org.docx4j	docx4j-documents4j-remote	11.4.11		357a492c16ba319ea64f0d7d41a172746e2b3681
org.docx4j	docx4j-documents4j-remote	11.4.5		29aa985ea6d9f1ca144cbe3575aa13ce1b958348
org.docx4j	docx4j-documents4j-remote	11.4.6		62de92ba40f643e98d1a13ff515713ef176fcef9
org.docx4j	docx4j-documents4j-remote	11.4.7		ab38e3db591811540d2ffbba48983ef3fe7ed90c
org.docx4j	docx4j-documents4j-remote	11.4.8		c0a9f96065660ffa552e50df5a353d6b05877cd2
org.docx4j	docx4j-documents4j-remote	11.4.9		90507a5db2dd7111650e7fcc1258c30926492ac1
org.docx4j	docx4j-documents4j-remote	11.5.0		3dd8c7981a29175aa93a0b4628692252e8ed55a4
org.docx4j	docx4j-documents4j-remote	11.5.1		609a007b01d679ca48482ba9cad998834f558234
org.docx4j	docx4j-documents4j-remote	11.5.2		fca38b7c98fab8094891a52d120bc78e1c2f38a6
org.docx4j	docx4j-documents4j-remote	8.2.0		7cb2a1595ff6bb478ebea09e1cb1dd650161d727
org.docx4j	docx4j-documents4j-remote	8.2.1		d93b47c6cf88c003893c2c673263b6a25eab2bc6
org.docx4j	docx4j-documents4j-remote	8.2.2		33fd17141acbbbff56c88e1c0793f2ee7f7f0a3d
org.docx4j	docx4j-documents4j-remote	8.2.3		7b6bbcecdedd2f11980765a61ccc175927e172a6
org.docx4j	docx4j-documents4j-remote	8.2.4		45284e242106af7be5b80527446d692032b3b4c0
org.docx4j	docx4j-documents4j-remote	8.2.6		c4174481f1b939395af8e701daa84c008419276b
org.docx4j	docx4j-documents4j-remote	8.2.7		be5eccbbf052cc03a883b151e45516983d18bcef
org.docx4j	docx4j-documents4j-remote	8.2.8		5ba8f086912536aa6d4c6c3d3e91328e8423b60b
org.docx4j	docx4j-documents4j-remote	8.2.9		7d30916bf985a5f2b5caf50d335facf0d6cc5e0d
org.docx4j	docx4j-documents4j-remote	8.3.0		94bcd59f486dd4f9e3a468bb8c6f0b9768cf8756
org.docx4j	docx4j-documents4j-remote	8.3.1		f36d64eb8cad98ad11c95a74e4bd68668bbb6cbb
org.docx4j	docx4j-documents4j-remote	8.3.10		1037df06c08777bfea583277ca5869451f6cbeba
org.docx4j	docx4j-documents4j-remote	8.3.11		43d8998684e3068bd4d57e3506bda33d73cfbc33
org.docx4j	docx4j-documents4j-remote	8.3.12		008779aab6bfc225409292ef2fbd8e83abddcbcd
org.docx4j	docx4j-documents4j-remote	8.3.13		300f9220c7cb97baeb04388acf038ec711d59310
org.docx4j	docx4j-documents4j-remote	8.3.14		2260449182eb98b380cb90001919de51289192f5
org.docx4j	docx4j-documents4j-remote	8.3.2		87100032938f65babff31164644d0e3ccd87e0b2
org.docx4j	docx4j-documents4j-remote	8.3.3		cb856e6cde040657c5e4408fbb3e9713c65d7874
org.docx4j	docx4j-documents4j-remote	8.3.4		9346eecbfb62c965f8b5e27b26d99ffe1c179538
org.docx4j	docx4j-documents4j-remote	8.3.7		7298130cf60532d3cb8f549299a4d19bc4ab840d
org.docx4j	docx4j-documents4j-remote	8.3.8		5189bc793c071f7cb9fcf69c33e816c545a107a4
org.docx4j	docx4j-documents4j-remote	8.3.9		c8d49276d7d4dd9aff10a3fdc7332e0a4ae9b53c
org.eclipse.january	org.eclipse.january	2.0.2		0850fd8e51e03686c15a133ef8c8bf0204ca41e5
org.eclipse.january	org.eclipse.january	2.1.0		20f2d4cca4c0b315d85fb49b3ff701c73280df67
org.eclipse.january	org.eclipse.january	2.1.1		a3514282cfc223563c2b9ecc07a3b5c5a258594d
org.eclipse.january	org.eclipse.january	2.1.2		aa51bf5abe360a6e61393f8f65c5e48a069166af
org.eclipse.january	org.eclipse.january	2.1.3		759e36bacb91edf3a20dff9b81ce3f6138b5ace3
org.eclipse.january	org.eclipse.january	2.1.4		102100c74e56cbc315c9386077008277b816f2dc
org.eclipse.january	org.eclipse.january	2.1.5		1130329e8ba74b63000a5fcb81895824fd83c751
org.eclipse.january	org.eclipse.january	2.2.0		6945d9258c38b5886b773c7fa8c9d9c8c1bfdb1e
org.eclipse.january	org.eclipse.january	2.2.1		2c77ae037a8085bd76e6ade23e91ac1e1fa66ce2
org.eclipse.january	org.eclipse.january	2.2.2		8c8f45ea373c850539a07acd6622f0d9c5cc357a
org.eclipse.january	org.eclipse.january	2.3.0		d2deaf4bcdbf7bff99d49f205a9c34fd8510590f
org.eclipse.january	org.eclipse.january	2.3.1		135d61ec429a8b3b3036b0927ae43cc2b2988f24
org.eclipse.january	org.eclipse.january	2.3.2		af7ce8e64101dda58750b8a7216e5e300635407b
org.fusesource.hawtjni	maven-hawtjni-plugin	1.0		13c127c969510dc76738f4967162a49162494124
org.fusesource.hawtjni	maven-hawtjni-plugin	1.1		86fe5ad775785b2921f6e604ab3c566fd9990536
org.fusesource.hawtjni	maven-hawtjni-plugin	1.10		3493ab950e22a2a43cee5dc0099c48d9fe4cf68e
org.fusesource.hawtjni	maven-hawtjni-plugin	1.11		321e040d0c1d47598ea099f7efbd69b2f8cb0ce2
