ba.sake	sbt-build-extract-core_2.13	0.0.1		dc786ca8a51fd3aab071c7feb22643b08b19660e
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-tomcat-10.0	1.5.2-alpha		cb16f39b89c02261dabf5111238b0c888652f3f8
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-tomcat-10.0	1.5.3-alpha		c2135ab90d76e53c583a3166e7174e6dceb0a167
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-tomcat-10.0	1.6.0-alpha		9e22f6704407bf79ee28edf084e593a27c5d9a8e
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-tomcat-10.0	1.6.1-alpha		6915d9c19465216183c020925320f86ded2ae198
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-tomcat-10.0	1.6.2-alpha		0dce3eb5b46903d74d53f1b2f9de11b405452029
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-tomcat-10.0	1.7.0-alpha		d096fd3feaf759317c6cc33c8bd441e92a07b205
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-tomcat-10.0	1.7.1-alpha		ad6678ee679db10f2abd58a53f69551540c03e5c
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-tomcat-10.0	1.7.2-alpha		ca7e20b25741e58a29f22b042dd12f0574d7de10
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-tomcat-10.0	1.8.0-alpha		e0ba928d9a50c7ed3b5349816d012cca39e5642f
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-tomcat-10.0	1.9.0-alpha		602283268108d0c8eb4a794b3bd08e2491a7c3f7
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-tomcat-10.0	1.9.1-alpha		1fd29474ee64612d851f005a0c7bc66b1eeaa9aa
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-tomcat-10.0	1.9.2-alpha		50f9578f3bc7ced2d17183e73347741fbd5c030f
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-tomcat-10.0	2.0.0-alpha		c12b132db635d66333966eeb04c35e11b553b5c5
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-tomcat-10.0	2.1.0-alpha		6618780e6aa1ec89de4810e8f2b0d8785a578fec
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-tomcat-10.0	2.10.0-alpha		3d5722f9fc5db992de8ca650af2883d04db378c8
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-tomcat-10.0	2.11.0-alpha		bed339ae100b6226cb3303740fbd8276895e353f
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-tomcat-10.0	2.12.0-alpha		7f7fbf264a1624b030a0e403f48bc4b72e881261
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-tomcat-10.0	2.13.0-alpha		b3fd22fce82438ed2d1e930c1141d8bb0c0eaa2d
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-tomcat-10.0	2.13.1-alpha		5c4a8b7f70b585536c9bb26f95df801347a1fd4a
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-tomcat-10.0	2.13.2-alpha		6a8a853c665801c5d01a99feb703f74ff405a4c0
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-tomcat-10.0	2.13.3-alpha		437af42c2f7e2209e37551fe6a806a7cfee99586
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-tomcat-10.0	2.14.0-alpha		e6fcd2eabcd31046a30cb54dfc5ed75eb0259e33
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-tomcat-10.0	2.15.0-alpha		1ace74c87e12e70d7200c61bfe3a042b2112b374
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-tomcat-10.0	2.2.0-alpha		35a71cc02cb5d336f7d840c5f3e9c3c6138c7190
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-tomcat-10.0	2.3.0-alpha		31ca3e4fae56d9c15b4979dfa10e666d6125c8da
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-tomcat-10.0	2.4.0-alpha		a64c2d753e49466ee245c405c67def8118947420
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-tomcat-10.0	2.5.0-alpha		d0828e8dc8292719ada7b56da3a15f2995062462
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-tomcat-10.0	2.6.0-alpha		96f89f954116b504cf6892ced155f2c0375c07d7
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-tomcat-10.0	2.7.0-alpha		b997aec947267c2ea8f0974854269bd32deec097
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-tomcat-10.0	2.8.0-alpha		48d946cf3c658fb2bf03d0c0d7d4b8d7f67eddcf
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-tomcat-10.0	2.9.0-alpha		3086712f2336620f079e2bc68c974762e9de265f
io.qtjambi	qtjambi-bluetooth-native-android-x86	5.15.10		562042497c87c8d5423dc2e9b60fe0e3658e40bf
io.qtjambi	qtjambi-bluetooth-native-android-x86	5.15.11		b00ed7e50a2fdf40deea28dc40f813b5a71ad6c3
io.qtjambi	qtjambi-bluetooth-native-android-x86	5.15.12		84931aa181e992d7bf8277ef3301b61d3c57fdf7
io.qtjambi	qtjambi-bluetooth-native-android-x86	5.15.13		3b6ab0598eb6b8b3fffa861bf8f32fd2b8571078
io.qtjambi	qtjambi-bluetooth-native-android-x86	5.15.14		8592517bf80ae9743632fa2953a6a3043faec8f1
io.qtjambi	qtjambi-bluetooth-native-android-x86	5.15.15		48d5ede17025a69193fee74d25afe2b0d28d72c6
io.qtjambi	qtjambi-bluetooth-native-android-x86	5.15.16		474c2281dad0eb8e5b2c47993a4b757fe066748d
io.qtjambi	qtjambi-bluetooth-native-android-x86	5.15.17		3d7c4d314ad8b77611a6e0dea07065e35c54459b
io.qtjambi	qtjambi-bluetooth-native-android-x86	5.15.18		dee3a09a64c8c1c2a52c4ddbbbe7f86b6e5240bf
io.qtjambi	qtjambi-bluetooth-native-android-x86	5.15.20		6e40ce99c3249be455496b57a3e076e3d830f5e0
io.qtjambi	qtjambi-bluetooth-native-android-x86	5.15.23		b3db8a27f034801e725cafefde747d8229c0934e
io.qtjambi	qtjambi-bluetooth-native-android-x86	5.15.7		42556710deb46cf86d83e1f8b1d2835b7b19cbeb
io.qtjambi	qtjambi-bluetooth-native-android-x86	5.15.8		a6d5d77642869718f622396aa78b2c688df7725f
io.qtjambi	qtjambi-bluetooth-native-android-x86	5.15.9		8c7aeb3ed4c049e566f8f165ec97a1f7bf48e2ac
io.qtjambi	qtjambi-bluetooth-native-android-x86	6.2.10		d0269e11e423f79930ab9cdbc194bf480ce5d815
io.qtjambi	qtjambi-bluetooth-native-android-x86	6.2.11		ce08bf9621d675047c51c56ceb4c4a88048031b1
io.qtjambi	qtjambi-bluetooth-native-android-x86	6.2.12		127ba7f372933d260975de4d82b6c2e4aed1d2d8
io.qtjambi	qtjambi-bluetooth-native-android-x86	6.2.5		2658e420711ab56dc3259d48436a7ac7b299088e
io.qtjambi	qtjambi-bluetooth-native-android-x86	6.2.6		87c5f6604b80ae97e5a5a44694bf131acf84c821
io.qtjambi	qtjambi-bluetooth-native-android-x86	6.2.7		c54779357bb447cb2a7e175f8351fce51f8e24e1
io.qtjambi	qtjambi-bluetooth-native-android-x86	6.2.8		eb559e1358d6935d6823900209c5ea6bddf81c9b
io.qtjambi	qtjambi-bluetooth-native-android-x86	6.2.9		d069c0736dc0a2ececb528d75f4cb1053f042fd4
io.qtjambi	qtjambi-bluetooth-native-android-x86	6.3.2		14071fd28d5950ac945f3b759dc564479e37fe7a
io.qtjambi	qtjambi-bluetooth-native-android-x86	6.3.3		6b88dbcd9a2ed30976b101821f8b6c603ce765ea
io.qtjambi	qtjambi-bluetooth-native-android-x86	6.3.4		bf4e7387deda26a7a50dc26eb3ca220ba239220e
io.qtjambi	qtjambi-bluetooth-native-android-x86	6.3.5		a4a833fa878f612ef761edcf357281078c2cd114
io.qtjambi	qtjambi-bluetooth-native-android-x86	6.4.0		5a4c93c78a07a2f794b28de043de4ff3c21cae78
io.qtjambi	qtjambi-bluetooth-native-android-x86	6.4.1		c755b346d6ee665187be638d2688d484721af3e7
io.qtjambi	qtjambi-bluetooth-native-android-x86	6.4.2		29b23eb3916fe155512b4bcbfda68fdf9d83c2ae
io.qtjambi	qtjambi-bluetooth-native-android-x86	6.4.3		c0c5ca9863e3ed8f800002a1a6b0647ef8be1e79
io.qtjambi	qtjambi-bluetooth-native-android-x86	6.4.4		7d9321624a160b10a85f05adf959d9efb94751cb
io.qtjambi	qtjambi-bluetooth-native-android-x86	6.5.0		c65b2cb1ceaa43d1aab459cd5a475bc6d62431c3
io.qtjambi	qtjambi-bluetooth-native-android-x86	6.5.1		884e390ba95faf7d30916c94f5edc8e619691939
io.qtjambi	qtjambi-bluetooth-native-android-x86	6.5.2		e73ea6c60c01e6db7c28c16f8c51dff260cf7bde
io.qtjambi	qtjambi-bluetooth-native-android-x86	6.5.3		611e5d5faddacc4957b386d6f6cb5f872728db66
io.qtjambi	qtjambi-bluetooth-native-android-x86	6.5.4		bebfb108584b5a329ca48a322810677f56259912
io.qtjambi	qtjambi-bluetooth-native-android-x86	6.5.6		3588532ce35a00d2ef5168d942b8d68ebe5c9ce1
io.qtjambi	qtjambi-bluetooth-native-android-x86	6.6.0		929cf93de9ffaccef2223c2ad0dc358bf64f24fa
io.qtjambi	qtjambi-bluetooth-native-android-x86	6.6.1		4a523267bb46b8b1d746f35377a792b31f4a84e0
io.qtjambi	qtjambi-bluetooth-native-android-x86	6.6.3		221a5bb54fb3acab1774c8cd112035017ccf9621
io.qtjambi	qtjambi-bluetooth-native-android-x86	6.7.0		278d875ef383870b82a26715097c27e16ad6db2e
io.qtjambi	qtjambi-bluetooth-native-android-x86	6.7.3		c86df97fdbe83e2de19848b7b5236822dc0058d9
io.quarkiverse.systemd.notify	quarkus-systemd-notify-deployment	0.1.0		9481c7107a4c1fdf223032b4bc36a7626c99ec32
io.quarkiverse.systemd.notify	quarkus-systemd-notify-deployment	0.2.0		7bb7e62c281530606a85bd28b73338a4a6714c2b
io.quarkiverse.systemd.notify	quarkus-systemd-notify-deployment	1.0.0		dd22d151c3057d829d06c5fef194fe20b89e5ca5
io.quarkiverse.systemd.notify	quarkus-systemd-notify-deployment	1.0.1		a1c5513b450455285a9070b25aadadf72ca91d2e
io.quarkiverse.systemd.notify	quarkus-systemd-notify-deployment	1.0.2		fddd14a0d21db557c18bd9176f3da6c788a52c26
io.rsocket.rpc	rsocket-ipc-jackson	0.3.0		50f9fd04e12690e3be6a41b580a7398157a26f9a
io.virtdata	metagen-userlibs	1.0.10		d4737712ae85836c3ea1e0363de753247c5fb70d
io.virtdata	metagen-userlibs	1.0.11		12cd82a703ee7e4a37e31d3bd04468725feb418a
io.virtdata	metagen-userlibs	1.0.12		2d57282e2dfa97b59a9a620b2428b1458aac4b85
io.virtdata	metagen-userlibs	1.0.13		f58ffa31d4b4ef22b520ea132661dc7a7aafda8f
io.virtdata	metagen-userlibs	1.0.14		2ac662e1b537fb95261ad653ec2be5a52d542631
io.virtdata	metagen-userlibs	1.0.15		5eb5b7c1dcc9ce00f831f1e4c6138bafbad661ae
io.virtdata	metagen-userlibs	1.0.16		904d45122055c9b53699913e1726e4627f091340
io.virtdata	metagen-userlibs	1.0.17		a2283374365b489d7c154066c347c60acedb258d
io.virtdata	metagen-userlibs	1.0.18		eb986e531e0dbe9dd6b19ac646f638ea627ebe97
io.virtdata	metagen-userlibs	1.0.19		6fe42ec70cbaf037cb0b1567bad32336b60ffb4d
io.virtdata	metagen-userlibs	1.0.20		956489c243e5afd2e0a62374e2689ac2f5b89d60
io.virtdata	metagen-userlibs	1.0.21		f5b4208e3e9dddc8535b7420bde63491c6989364
io.virtdata	metagen-userlibs	1.0.22		63a32e76bd4b13dfde6512d56ddaff71ad0d1915
io.virtdata	metagen-userlibs	1.0.23		6159be735f4acffe6cf363a539b28da3e26b5ebb
io.virtdata	metagen-userlibs	1.0.25		0630d6288106100fae0cba353f33b664bdd178f8
io.virtdata	metagen-userlibs	1.0.27		49cb51f202e4590177a83fca6b9e3f6a96237dc4
io.virtdata	metagen-userlibs	1.0.28		03392a24342c54692a65037feacc33a2a9ea650f
io.virtdata	metagen-userlibs	1.0.29		fa474ac58bf0fc041b2e6d29282ee888eaa57699
io.virtdata	metagen-userlibs	1.0.30		52b77b58378136e885989884cb50143ea1fad579
io.virtdata	metagen-userlibs	1.0.31		e667a0d44fd73ea6f6b671280257c5c3ebf994c5
io.virtdata	metagen-userlibs	1.0.32		a3a5baf70559f3ecd7a918ef3d2a32aa3ea5feb6
io.virtdata	metagen-userlibs	1.0.33		0d7512bbde545aeb4d2a8db75ef70019bf59d6dc
io.virtdata	metagen-userlibs	1.0.34		1360db9d0d029687535d8a98aa176c86e942e2e4
io.virtdata	metagen-userlibs	1.0.35		48c32fad1d70b74c9a8fd9551a1dcb0f412a5352
io.virtdata	metagen-userlibs	1.0.36		e8af516d89886d82b4707ad413fd698cfd3623a4
io.virtdata	metagen-userlibs	1.0.37		e729eba36fe01bcbebd259daf0cc534370b87609
io.virtdata	metagen-userlibs	1.0.38		8da9edab18fb94d5443de58a3656d50eb29ca6cb
io.virtdata	metagen-userlibs	1.0.39		fe2e10faef278eb236dcb6cb7d03c5cb74eccd70
io.virtdata	metagen-userlibs	1.0.41		a123161ca30fbcb00e738e0bc7e09cf8bf073a30
io.virtdata	metagen-userlibs	1.0.42		8f9678d8b0dfcdb6501065e592f3bf4b8266cff7
io.virtdata	metagen-userlibs	1.0.43		e2a31b0ea20c2528c1871d5bd08b14158baa6e87
io.virtdata	metagen-userlibs	1.0.44		ff21a1ffd2a9617c5bb7cdfba0d1c2c461559ffd
io.virtdata	metagen-userlibs	1.0.45		2fdb3638aa0ee4207fe52ad9e5bdf78619b155b7
io.virtdata	metagen-userlibs	1.0.5		c60fc94dc886393c751c7fbafd472fa5a83d65df
io.virtdata	metagen-userlibs	1.0.50		720d3424caadb621061bd85d3c0d360179411709
io.virtdata	metagen-userlibs	1.0.51		8ee23b35c03c7765de04331bab1564b4686573e4
io.virtdata	metagen-userlibs	1.0.52		285eb9c18379cec6f57e7aea1aca2685ee26ce97
io.virtdata	metagen-userlibs	1.0.53		5fc598ebda56938b70e132466cf04baab700eccd
io.virtdata	metagen-userlibs	1.0.54		405b17c6040938f24c33ceb5cd814c700b3475ba
io.virtdata	metagen-userlibs	1.0.55		035ced0de9f8cff51d2ad6e79405d3c00f635437
io.virtdata	metagen-userlibs	1.0.56		760a87c12ab62c71d58a365a05ddfdedd3fe46dd
io.virtdata	metagen-userlibs	1.0.57		a5d9b4f4e1809410b35dbe44de4e5cbd2be4db72
io.virtdata	metagen-userlibs	1.0.58		7e188fd50718e130059f97abb1e976c2d8ad5f62
io.virtdata	metagen-userlibs	1.0.59		6b2ea25084086e9abfae2a27993f7bf02c762ea8
io.virtdata	metagen-userlibs	1.0.6		6deecc6fc4c9bc66a032532d8ec312a902263230
io.virtdata	metagen-userlibs	1.0.60		3bebdb59faa4098d72228cc9f74269b34984b836
io.virtdata	metagen-userlibs	1.0.64		ebd159b2a9d86fbc1eb39897115be63b4036e9b8
io.virtdata	metagen-userlibs	1.0.65		6fe176b1a5664661d151d2d485ca57b7ba909d33
io.virtdata	metagen-userlibs	1.0.66		3a4cf212b4e90757fae105d379a22445cb54b483
io.virtdata	metagen-userlibs	1.0.67		11f058362e0e521e5d2bded6bf0c99d3a1108a8b
io.virtdata	metagen-userlibs	1.0.68		91d28f4b737cfa3275b2976fce73828e45c41b0c
io.virtdata	metagen-userlibs	1.0.69		b2dde3ca9e204825ce06689ee4be864500936770
io.virtdata	metagen-userlibs	1.0.7		c05b7d27c685de76dd202d7a88e56c3b07e4317c
io.virtdata	metagen-userlibs	1.0.70		75453d962f6b621ee0d2dae6222571b999af7c35
io.virtdata	metagen-userlibs	1.0.71		d5b524a5263d4fc5a9d69952a365bd0208be3004
io.virtdata	metagen-userlibs	1.0.72		8cc58ad1f9a125a0ecef8894bc74c3551f95ac20
io.virtdata	metagen-userlibs	1.0.73		1c9c4d4d4cfea22ce66f0c6bcdceb7196d65b680
io.virtdata	metagen-userlibs	1.0.74		5cf322fcf6d8611350165009382b23bc488929e1
io.virtdata	metagen-userlibs	1.0.75		1b1a3242db93b3e0b5a45c27a000c979fcdd6da3
io.virtdata	metagen-userlibs	1.0.76		7c4100494eb1e58d8ee1d58aa5467dbf9ba5c70c
io.virtdata	metagen-userlibs	1.0.77		fdcdbe012aef7a18e988964578eebd661751c98e
io.virtdata	metagen-userlibs	1.0.78		6e5dd044661f9cb6f6f86258917c43232ce85895
io.virtdata	metagen-userlibs	1.0.79		62d0cab75d47a0b4409db004b96c518a57c914c4
io.virtdata	metagen-userlibs	1.0.8		8b5e5b2188f7a6cb3b39f6182063f7983e783b43
io.virtdata	metagen-userlibs	1.0.80		9e239e18afa6e7a726d2af7c2e482d6d16ccdf72
io.virtdata	metagen-userlibs	1.0.81		2878729414f88d14d804e3606e7834bae4da4176
io.virtdata	metagen-userlibs	1.0.82		9d61be93672eaa0fc9d52dfcf47b3057e5130377
io.virtdata	metagen-userlibs	1.0.83		b90460a61bb4d80bd5e2b7d892aa1f35d7f308d2
io.virtdata	metagen-userlibs	1.0.84		0b6023da268da2f78a7218cbcd3e25856ad8054c
io.virtdata	metagen-userlibs	1.0.85		3787ddcff431b4630cd554bf52f5e3c2d9131821
io.virtdata	metagen-userlibs	1.0.9		cad8e3cfec5d97a8aebedd352a7ceeded67c3d42
io.virtdata	metagen-userlibs	1.2.1		4d4eeb58f5bbbecf4f1bba68f6f6a6924ed2a49d
io.virtdata	metagen-userlibs	jshook		7493cb4e047d1d1dffd93b0a31b18f4e8dfcec1c
it.unibo.jakta	jakta-full	0.13.0		8cff6c84f075bb9deddecaf3963d06b8fd3f31a3
it.unibo.jakta	jakta-full	0.13.1		25272a101a6cf0debf77173a75f7e57da999c0d3
it.unibo.jakta	jakta-full	0.13.10		03f7f06360e1ba9990901e5b33ef4ee2e18d5a1a
it.unibo.jakta	jakta-full	0.13.11		877a81a5c6b0b3873b83ff5ba0ac40a13e983eb3
it.unibo.jakta	jakta-full	0.13.12		6236eaf9b3f64158aa5bf6464863c8a633546001
it.unibo.jakta	jakta-full	0.13.13		6431ade7b3ad31e9e2134d13e8b009247b451d31
it.unibo.jakta	jakta-full	0.13.14		7d1b9c2a8dcefb599daecc60152d86d469806fe4
it.unibo.jakta	jakta-full	0.13.15		7ad9d632bcec18a481b7af8d916ffc8cedb9b140
it.unibo.jakta	jakta-full	0.13.16		09b69ac37e7facd40f91c5f3f1ba242de1bda388
it.unibo.jakta	jakta-full	0.13.17		4e108dcfa7adfc4e106c2f1f66614e94a8659762
it.unibo.jakta	jakta-full	0.13.18		c7d018090aae32281d43052ef17347cfe695ef01
it.unibo.jakta	jakta-full	0.13.2		894d8107aae8bfc2db14f441ce5921b6ef63f008
it.unibo.jakta	jakta-full	0.13.3		e049a3da2da64641c758c45e2a77066a8bcb2804
it.unibo.jakta	jakta-full	0.13.4		b26ea6f5ff8553324e0d8b7aaac9d0cfa7ac0982
it.unibo.jakta	jakta-full	0.13.5		d9dd34589f593638d94382965f121c7438e8def1
it.unibo.jakta	jakta-full	0.13.6		fcd6de0a884ec915850170682568a2f251490b7d
it.unibo.jakta	jakta-full	0.13.7		34490ac81bb6e08f1d1be5bfb1f3324650594d4e
it.unibo.jakta	jakta-full	0.13.8		4da5e7d81cf2502b28c713e5f9c604af580820d2
it.unibo.jakta	jakta-full	0.13.9		fe3e0d382ebcf236bf4e883a1d686731ad8a02b4
me.ooon	orison_2.13	0.1.0		8d1dec4f5b326644396fb54bafdd80f9fc548b6e
me.ooon	orison_2.13	0.1.1		e5a498fb46a79c6b52c940e7bc0961a59d89732f
me.ooon	orison_2.13	0.1.10		8f93be58ef0ef257455a41e5f8e24c1d05634df4
me.ooon	orison_2.13	0.1.2		10ce131703221316685b6c285c4f66df8d9c37ab
me.ooon	orison_2.13	0.1.3		f1b3268dbd7e44f9596db9db1731c551efa4b0a8
me.ooon	orison_2.13	0.1.4		9fbe087eef2f09f78cca5c4a133ad42b99e00803
me.ooon	orison_2.13	0.1.5		e619995d97e279c9343952e0bc5055c99b7101cb
me.ooon	orison_2.13	0.1.6		4f0a8ea0b0fcb1b49e2d3093f8a90ff82527e7b8
me.ooon	orison_2.13	0.1.7		4fbdaa21f8e60e451273b2ecc64171662bef3cbb
me.ooon	orison_2.13	0.1.8		a4194f4aa0f66822ea2bdcc491f0e8206d7f5659
me.ooon	orison_2.13	0.1.9		c8850c3b5f5487833f1f124f29500c47ecf85c18
net.wicp.tams	tapestry-hibernate-add	1.0.0		ea12ed9cf7af01a51433bd2cd91611d239fa819d
net.wicp.tams	tapestry-hibernate-add	1.1.0		0347411f3975c370fec1cb423b598048155553ba
nl.cloudfarming.client	crop	1.0.10		d2f66cb59e04f6e9d391b159c62b31845e6e56b1
nl.cloudfarming.client	crop	1.0.2		1659906179ee39303873771897132e6e6273c321
nl.cloudfarming.client	crop	1.0.3		913062b3bc58fdcf0314557293d67db044053ccc
nl.cloudfarming.client	crop	1.0.4		1e31820514b59042f0b366a4f823707f545922e5
nl.cloudfarming.client	crop	1.0.5		5de5767e7f5f00bad3c7c65c75242d5ed639c160
nl.cloudfarming.client	crop	1.0.6		a167821deb9cfc52f77f06bc80b4f2a3bbc8f040
nl.cloudfarming.client	crop	1.0.7		9d9870340e9407dccc938a8f4de5646b9ef17600
nl.cloudfarming.client	crop	1.0.8		3b59a65e85c786951484ab4f4968537f34248aab
nl.cloudfarming.client	crop	1.0.9		4322615efe58412b6047694fa2bf1cd3e95657a2
nl.cloudfarming.client	crop	12.10-beta		N/A
nl.cloudfarming.client	crop	12.10.1-beta		N/A
nl.cloudfarming.client	crop	12.11-beta		N/A
nl.cloudfarming.client	crop	12.12-beta		N/A
nl.cloudfarming.client	crop	13.01-beta		N/A
nl.cloudfarming.client	crop	13.02-beta		N/A
nl.cloudfarming.client	crop	13.03-beta		N/A
org.andromda.profiles.emf.rsm75	andromda-service	3.4		N/A
org.apache.gravitino	authorization-ranger	0.6.0-incubating		f96a03930be062ae80e7230a8d12c80a755a16a6
org.apache.gravitino	authorization-ranger	0.6.1-incubating		52d71a25bd20e8edab7b6e43f58a6e2ffeba00a9
org.apache.gravitino	authorization-ranger	0.7.0-incubating		c7f21cddb87b5826da413df44a64c27f8f537322
org.apache.nifi	nifi-hbase-processors	0.4.0		03de5f443e0c0f45b7700407ce33599aa8e9c987
org.apache.nifi	nifi-hbase-processors	0.4.1		6794828d83a932cda948ca3d5896ef2d7c03feb8
org.apache.nifi	nifi-hbase-processors	0.5.0		1e9f835692aa8498432fb2a5d08071afe5b40ed6
org.apache.nifi	nifi-hbase-processors	0.5.1		7e13bdd9d55557dd5a26615e8e908e398cbce2fb
org.apache.nifi	nifi-hbase-processors	0.6.0		a6e9bb0ed18847f147de71c977efeba8c3bc5687
org.apache.nifi	nifi-hbase-processors	0.6.1		5ae3725919eb7ef7da2b2e492a15607e88bad9f7
org.apache.nifi	nifi-hbase-processors	0.7.0		815186b83410d0f8561f49b565cf76e6e718bec8
org.apache.nifi	nifi-hbase-processors	0.7.1		eecf53daf4b44c4144488af4264280f4d4ccf215
org.apache.nifi	nifi-hbase-processors	0.7.2		3ad932e8c6f0e5c570647b01b07e31989dc97923
org.apache.nifi	nifi-hbase-processors	0.7.3		cb44a69a582ebf5734baac0be442df1507e3b03b
org.apache.nifi	nifi-hbase-processors	0.7.4		f8c632859c465427260bf214933c2dd1f257dcf6
org.apache.nifi	nifi-hbase-processors	1.0.0		3162796786c23ae5cb36c3a6fabd27abcf6330ce
org.apache.nifi	nifi-hbase-processors	1.0.0-BETA		6570815e9b1d6b943add517b66f1d632c69b0300
org.apache.nifi	nifi-hbase-processors	1.0.1		2bea592926f5541f2a665645bd2b680e74194c09
org.apache.nifi	nifi-hbase-processors	1.1.0		ff9ad6d5574cb354baf4e66d6649cf0ff44c33da
org.apache.nifi	nifi-hbase-processors	1.1.1		8ad37a410b04c9f7b39aabcd06f6d76b07162cdb
org.apache.nifi	nifi-hbase-processors	1.1.2		d629c35aa1446fe15f88430c1c4910f3a5a56524
org.apache.nifi	nifi-hbase-processors	1.10.0		bc9e27431f7b9b4ee359a47111ec173f1dff8238
org.apache.nifi	nifi-hbase-processors	1.11.0		2c8573b809c18113410f6f247e5ea60e5ce4a2d8
org.apache.nifi	nifi-hbase-processors	1.11.1		abce0502266c7f60ede01e84547e03286e0a4f2c
org.apache.nifi	nifi-hbase-processors	1.11.2		33ff33dc2502fa28a7481004c0853ec86b7caaf7
org.apache.nifi	nifi-hbase-processors	1.11.3		1b090a86a78aa98779551df790d9bafca7f1074a
org.apache.nifi	nifi-hbase-processors	1.11.4		48a7d0ad6e99f8099ab27c3d84a20289864e82c5
org.apache.nifi	nifi-hbase-processors	1.12.0		ad151beb8b6e738a9ab22d8a23de934acbcd80bc
org.apache.nifi	nifi-hbase-processors	1.12.1		06eaeffd04e46787d80c6560ad597cf95d3cf5e4
org.apache.nifi	nifi-hbase-processors	1.13.0		69922271c6f3779890cb9cfea9843afdd112b5ce
org.apache.nifi	nifi-hbase-processors	1.13.1		980ce98c5e3050461a18293d1268b891129be556
org.apache.nifi	nifi-hbase-processors	1.13.2		3f496d0d23d5639a56f788d42ee89b3c59169aaf
org.apache.nifi	nifi-hbase-processors	1.14.0		e1c1e4da5e2f2ca64ff4cad09212484f6cfd60f8
org.apache.nifi	nifi-hbase-processors	1.15.0		77f7b232061033217c4eacf3072442a8b5e9ad95
org.apache.nifi	nifi-hbase-processors	1.15.1		b4bc25f58950673e0e315a4cab4f39f99eb414b6
org.apache.nifi	nifi-hbase-processors	1.15.2		9079972967ecbec5e9461ab07dd92ee3200eca7f
org.apache.nifi	nifi-hbase-processors	1.15.3		42054d40d1296971b5217296079145496d80fb0e
org.apache.nifi	nifi-hbase-processors	1.16.0		4a8acd0326570d73aa1d0583eec29b659f737fdc
org.apache.nifi	nifi-hbase-processors	1.16.1		410efb30f1d61b0716aeb6702a92d01cabd8b0bf
org.apache.nifi	nifi-hbase-processors	1.16.2		1fc8125ebe985d82bb786843ed1b8cca5d53a088
org.apache.nifi	nifi-hbase-processors	1.16.3		4ded11e35e746a7a2d7c3826d4cdee4891254b91
org.apache.nifi	nifi-hbase-processors	1.17.0		82d8fd69696cb3b13be4cb29da28d00a7d3f0dbf
org.apache.nifi	nifi-hbase-processors	1.18.0		08ae792efca1b83065ade9393f1d7d10c36183ff
org.apache.nifi	nifi-hbase-processors	1.19.0		f15a5d278ddbe8af1e912436227b619f92a95112
org.apache.nifi	nifi-hbase-processors	1.19.1		494f1379f0a3da45a0d3c6221262afcf227e1aea
org.apache.nifi	nifi-hbase-processors	1.2.0		f56c460bc3460dedae745ac4f76b2139714851a5
org.apache.nifi	nifi-hbase-processors	1.20.0		1972a599c0589119ae8298f8f487dcc3dd081a63
org.apache.nifi	nifi-hbase-processors	1.21.0		f7fa500fffce4a875e2a2e23ab6c9b131cb46798
org.apache.nifi	nifi-hbase-processors	1.22.0		4a0ca6bd199d7db494473ec6e2b0f0340642e7c3
org.apache.nifi	nifi-hbase-processors	1.23.0		ad1c94db3816eac3db6bdba87f2651f0750bf4f5
org.apache.nifi	nifi-hbase-processors	1.23.1		81eb237cc090605f4a4790bb7d360d9d999b1574
org.apache.nifi	nifi-hbase-processors	1.23.2		5e7f818f6e69df7529fa305d06f0baefed524d5b
org.apache.nifi	nifi-hbase-processors	1.24.0		22837a97db4d630ed632fd64cba9d1a983894718
