activesoap	jaxb-xalan	1.5		6b10269457d75d4bd2a045e81cf620102f54692a
org.immutables	mongo	2.6.0-alpha3		35646f60dfd9bb209e0152870b8d3a1de1d06054
org.immutables	mongo	2.6.0.alpha0		c048a3b7d34f6d6dc9b42b8180273b810a4b138f
org.immutables	mongo	2.6.1		9b7cbfc2376fc078a21fe944fbc05a6c78fa8303
org.immutables	mongo	2.6.3		f60e2ac262a90d6b28b52755b4591b35035b19f3
org.immutables	mongo	2.7.0		1ab8c560a9511bbb803c69522f520bfc21fc0fc4
org.immutables	mongo	2.7.1		cfede8059b2fb551171be43041c4f4a3d88c724a
org.immutables	mongo	2.7.2		04416ad08637e927b8eb676c8bea62bbe5f1a6cc
org.immutables	mongo	2.7.3		b997a4327a4c3f3202cf6d2e640d1c20b2b3d42d
org.immutables	mongo	2.7.4		b03ae7af89dc884fd107646ac547dd281c355194
org.immutables	mongo	2.7.5		388cda7a79cda4dce06b8f04618f5cc40ac9879b
org.immutables	mongo	2.8.0		d2a9a6a201ec4080da79b6a34329da36608ddd61
org.immutables	mongo	2.8.0-CriteriaPreview0		d4c37e279aafcc3c01b8add8a5777d41dca9a9e4
org.immutables	mongo	2.8.0-CriteriaPreview1		edf609104e18b182ae87333670fe64cbd697e73a
org.immutables	mongo	2.8.0-CriteriaPreview2		6af8ad59358b9cb52eb11fd4b8c21aaa78c1dd5d
org.immutables	mongo	2.8.0-CriteriaPreview3		45bf58cf4192c6f6db292a439f36b7405eac1e61
org.immutables	mongo	2.8.0-CriteriaRc0		1b213a44175d6134768103db00eef7eabd350ccd
org.immutables	mongo	2.8.0-dt-experimental-1		c5e26098ac6458849cbb838854623179ec3cf567
org.immutables	mongo	2.8.0-dt-experimental-2		cc5ba27a529dad279e4741743e9755bd5ca17b34
org.immutables	mongo	2.8.0-dt-experimental-3		f4416870eeefdf7c0aca3e7d28cd485a56e50b0b
org.immutables	mongo	2.8.0-dt-experimental-4		958beaa440f3338f63ebfdbe8f5078ea0e05fd0f
org.immutables	mongo	2.8.0-dt-experimental-5		9b368952a3ce06056ebde8afa4728a8a2db7dd84
org.immutables	mongo	2.8.0-dt-experimental-6		9a6ff40b2854c71a21176134ddb8b769cfde1d2e
org.immutables	mongo	2.8.0-dt-experimental-7		756ae81abfa2047f2c4cb069c7fdd91a9fd77154
org.immutables	mongo	2.8.1		84ee118d1623933777d64ad7fe48880d9217a2c2
org.immutables	mongo	2.8.2		169cf6002e2ac7d23d5f959bcd61acc5c6734725
org.immutables	mongo	2.8.3		c49d2ed25be79626edbf1027ef8e475c26c42d20
org.immutables	mongo	2.8.4		134b8ee51333d684a5cb5a91d4ec10f7018c2cf1
org.immutables	mongo	2.8.6		eeac3cccfaf892010e6c8be589a15f130c342966
org.immutables	mongo	2.8.7		9919c54f28d78a713279c4069db0eb4831770d51
org.immutables	mongo	2.8.8		6925a7e4484f92e70567704e922e7a7d4d812940
org.immutables	mongo	2.8.9-ea-0		24d5ec3685476242e7a803f41529c05dc237d98a
org.immutables	mongo	2.8.9-ea-1		efa6530e784ab75da9c92e820b461358133cce67
org.immutables	mongo	2.9.0		a7114a08da7e6dbfabaf63f5b1a0e0cf343af2da
org.immutables	mongo	2.9.0-beta1		ac3625528c2f551c8ac9629d0126c47bbd179918
org.immutables	mongo	2.9.0-beta2		0376ab44e6af8a3c14429c1847ae344caf682a35
org.immutables	mongo	2.9.0-beta3		e383bb0920928bab563e3e7cd00ea367181b8a37
org.immutables	mongo	2.9.0-rc1		8d18725c960bf17c6549265822af3004026512b2
org.immutables	mongo	2.9.1		d1462faf6df37b4f12007af45e760ace7824c0e5
org.immutables	mongo	2.9.2		e6daf7409e104b3a00ac0b2d3b601ec312065f2d
org.immutables	mongo	2.9.3		1181f3f0c5b3bf9fb061bdee04e48c839a17593f
org.jbpm.dashboard	jbpm-dashboard-webapp	6.0.0.Beta5		N/A
org.jbpm.dashboard	jbpm-dashboard-webapp	6.0.0.Beta5	classes	bf331f12f6e766c19b958bf57a8186367bd68ea2
org.jbpm.dashboard	jbpm-dashboard-webapp	6.0.0.CR1		N/A
org.jbpm.dashboard	jbpm-dashboard-webapp	6.0.0.CR1	classes	2ac005f489fa839e8c1369ba07cc5aa5dd49a0f5
org.jbpm.dashboard	jbpm-dashboard-webapp	6.0.0.CR2		N/A
org.jbpm.dashboard	jbpm-dashboard-webapp	6.0.0.CR2	classes	d6f9a9c7ef86b3b9a19aefd931ddab29e22d72b8
org.jbpm.dashboard	jbpm-dashboard-webapp	6.0.0.CR3		N/A
org.jbpm.dashboard	jbpm-dashboard-webapp	6.0.0.CR3	classes	01e44a1f78dbaf63fd341d14107a839c74d3079e
org.jbpm.dashboard	jbpm-dashboard-webapp	6.0.0.CR4		N/A
org.jbpm.dashboard	jbpm-dashboard-webapp	6.0.0.CR4	classes	7847f6b0031ffa883a659c8691c29984eb8dd12d
org.jbpm.dashboard	jbpm-dashboard-webapp	6.0.0.CR4-Pre1		N/A
org.jbpm.dashboard	jbpm-dashboard-webapp	6.0.0.CR4-Pre1	classes	affea9738d9605e3195eefbae19350776afb5494
org.jbpm.dashboard	jbpm-dashboard-webapp	6.0.0.CR5		N/A
org.jbpm.dashboard	jbpm-dashboard-webapp	6.0.0.CR5	classes	5b2efd9986616f218af97298372f298730691e39
org.jbpm.dashboard	jbpm-dashboard-webapp	6.0.0.Final		N/A
org.jbpm.dashboard	jbpm-dashboard-webapp	6.0.0.Final	classes	53f1245ad8cd9edfd0246d01520ac108a6038c16
org.jbpm.dashboard	jbpm-dashboard-webapp	6.0.1.Final		N/A
org.jbpm.dashboard	jbpm-dashboard-webapp	6.0.1.Final	classes	48367b1c4f5bf17ec59a4898dcce0a7b40ad0e01
org.jbpm.dashboard	jbpm-dashboard-webapp	6.1.0.Beta1		N/A
org.jbpm.dashboard	jbpm-dashboard-webapp	6.1.0.Beta1	classes	9469b5c90b12f90277139a7cba93573f516fe04a
org.jbpm.dashboard	jbpm-dashboard-webapp	6.1.0.Beta2		N/A
org.jbpm.dashboard	jbpm-dashboard-webapp	6.1.0.Beta2	classes	0c6c61ba32893d1a720799a0ec379e9b5ae14b93
org.jbpm.dashboard	jbpm-dashboard-webapp	6.1.0.Beta3		N/A
org.jbpm.dashboard	jbpm-dashboard-webapp	6.1.0.Beta3	classes	08ddad46559506fe5a51c48429ca75050ba7dd9e
org.jbpm.dashboard	jbpm-dashboard-webapp	6.1.0.Beta4		N/A
org.jbpm.dashboard	jbpm-dashboard-webapp	6.1.0.Beta4	classes	f85a4061466c0d7dcb84f22bf6e5e9a342f0cb5a
org.jbpm.dashboard	jbpm-dashboard-webapp	6.1.0.CR1		N/A
org.jbpm.dashboard	jbpm-dashboard-webapp	6.1.0.CR1	classes	89f48efc5e351fefa05ee7fa8453850b642ddf3b
org.jbpm.dashboard	jbpm-dashboard-webapp	6.1.0.CR2		N/A
org.jbpm.dashboard	jbpm-dashboard-webapp	6.1.0.CR2	classes	582cd7ec39554bbd72130d51b05fa62503b31c30
org.jbpm.dashboard	jbpm-dashboard-webapp	6.1.0.Final		N/A
org.jbpm.dashboard	jbpm-dashboard-webapp	6.1.0.Final	classes	66c9503c705028849b2446be7ed432d33fae6429
org.jbpm.dashboard	jbpm-dashboard-webapp	6.2.0.Beta1		N/A
org.jbpm.dashboard	jbpm-dashboard-webapp	6.2.0.Beta1	classes	614a316f7db45fca1759a64dae8d835ad73392bd
org.jbpm.dashboard	jbpm-dashboard-webapp	6.2.0.Beta2		N/A
org.jbpm.dashboard	jbpm-dashboard-webapp	6.2.0.Beta2	classes	2953b9c082f69983bd2fd1256f13a29ab0fbceb3
org.jbpm.dashboard	jbpm-dashboard-webapp	6.2.0.Beta3		N/A
org.jbpm.dashboard	jbpm-dashboard-webapp	6.2.0.Beta3	classes	9b3e05de029e6029b3970445a66fb8f421a9f187
org.jbpm.dashboard	jbpm-dashboard-webapp	6.2.0.CR1		N/A
org.jbpm.dashboard	jbpm-dashboard-webapp	6.2.0.CR1	classes	2c1a18d06dd8ed25eef3e1a9d39b44f97de4fead
org.jbpm.dashboard	jbpm-dashboard-webapp	6.2.0.CR2		N/A
org.jbpm.dashboard	jbpm-dashboard-webapp	6.2.0.CR2	classes	1cc29af3cf4a422cf0b3056a17ec85186aaaeda5
org.jbpm.dashboard	jbpm-dashboard-webapp	6.2.0.CR3		N/A
org.jbpm.dashboard	jbpm-dashboard-webapp	6.2.0.CR3	classes	8ab63f5ce7c2f42260822202f31cdfce29eedb2f
org.jbpm.dashboard	jbpm-dashboard-webapp	6.2.0.CR4		N/A
org.jbpm.dashboard	jbpm-dashboard-webapp	6.2.0.CR4	classes	e536f6d0a70bc2290de90bda1388cbae5fe0c563
org.jbpm.dashboard	jbpm-dashboard-webapp	6.2.0.Final		N/A
org.jbpm.dashboard	jbpm-dashboard-webapp	6.2.0.Final	classes	b4cd2b3bc748e687fee6117a5fd4a76727561a80
org.jbpm.dashboard	jbpm-dashboard-webapp	6.3.0.Beta1		N/A
org.jbpm.dashboard	jbpm-dashboard-webapp	6.3.0.Beta1	classes	dd6a127f30de65d8a442b3335075c46af075ea86
org.jbpm.dashboard	jbpm-dashboard-webapp	6.3.0.Beta2		N/A
org.jbpm.dashboard	jbpm-dashboard-webapp	6.3.0.Beta2	classes	135027e4e1477b420e12c9fda7d9bd453d2e0b46
org.jbpm.dashboard	jbpm-dashboard-webapp	6.3.0.CR1		N/A
org.jbpm.dashboard	jbpm-dashboard-webapp	6.3.0.CR1	classes	d971f1733a30c132cd01bdeba1d0ce54a09e0acf
org.jbpm.dashboard	jbpm-dashboard-webapp	6.3.0.CR2		N/A
org.jbpm.dashboard	jbpm-dashboard-webapp	6.3.0.CR2	classes	50dfddaf8026252cfbe6bd4705a23c8ebac0a00a
org.jbpm.dashboard	jbpm-dashboard-webapp	6.3.0.Final		N/A
org.jbpm.dashboard	jbpm-dashboard-webapp	6.3.0.Final	classes	ecba5e1b848429863ce7db6e5f934120689e205f
org.jbpm.dashboard	jbpm-dashboard-webapp	6.4.0.Beta1		N/A
org.jbpm.dashboard	jbpm-dashboard-webapp	6.4.0.Beta1	classes	1de5f99fad2350569eb910b974d9aa37bf7d8b0a
org.jbpm.dashboard	jbpm-dashboard-webapp	6.4.0.Beta2		N/A
org.jbpm.dashboard	jbpm-dashboard-webapp	6.4.0.Beta2	classes	fd76fbed5b9205dba4e2214e237bb3cb2c0ab174
org.jbpm.dashboard	jbpm-dashboard-webapp	6.4.0.CR1		N/A
org.jbpm.dashboard	jbpm-dashboard-webapp	6.4.0.CR1	classes	3f04d141e1b19bd090669c5a8e7c8c1c7aeacd19
org.jbpm.dashboard	jbpm-dashboard-webapp	6.4.0.CR2		N/A
org.jbpm.dashboard	jbpm-dashboard-webapp	6.4.0.CR2	classes	d55d770a6de5bc3b0876d6915b270cc8f2989f5d
org.jbpm.dashboard	jbpm-dashboard-webapp	6.4.0.Final		N/A
org.jbpm.dashboard	jbpm-dashboard-webapp	6.4.0.Final	classes	63c97e06a8ee2bd6b07eb88bafa10d808f63126d
org.jbpm.dashboard	jbpm-dashboard-webapp	6.5.0.Beta1		N/A
org.jbpm.dashboard	jbpm-dashboard-webapp	6.5.0.Beta1	classes	806d42afbfe341cff98bcd53bf9ac905e9c00b8c
org.jbpm.dashboard	jbpm-dashboard-webapp	6.5.0.CR1		N/A
org.jbpm.dashboard	jbpm-dashboard-webapp	6.5.0.CR1	classes	3864c6d8fc331bb546ad1b78825da2d2ac9f87a3
org.jbpm.dashboard	jbpm-dashboard-webapp	6.5.0.CR2		N/A
org.jbpm.dashboard	jbpm-dashboard-webapp	6.5.0.CR2	classes	1d91e7819e2e76e8619a2677851c27b4b89c6887
org.jbpm.dashboard	jbpm-dashboard-webapp	6.5.0.Final		N/A
org.jbpm.dashboard	jbpm-dashboard-webapp	6.5.0.Final	classes	85439e44c98b6bb3fee3195bb215619d0b683b47
org.kie.modules	org-jboss-as-clustering-api-main	6.1.0.Beta1		N/A
org.kie.modules	org-jboss-as-clustering-api-main	6.1.0.Beta2		N/A
org.kie.modules	org-jboss-as-clustering-api-main	6.1.0.Beta3		N/A
org.kie.modules	org-jboss-as-clustering-api-main	6.1.0.Beta4		N/A
org.kie.modules	org-jboss-as-clustering-api-main	6.1.0.CR1		N/A
org.kie.modules	org-jboss-as-clustering-api-main	6.1.0.CR2		N/A
org.kie.modules	org-jboss-as-clustering-api-main	6.1.0.Final		N/A
org.kie.modules	org-jboss-as-clustering-api-main	6.2.0.Beta1		N/A
org.kie.modules	org-jboss-as-clustering-api-main	6.2.0.Beta2		N/A
org.kie.modules	org-jboss-as-clustering-api-main	6.2.0.Beta3		N/A
org.kie.modules	org-jboss-as-clustering-api-main	6.2.0.CR1		N/A
org.kie.modules	org-jboss-as-clustering-api-main	6.2.0.CR2		N/A
org.kie.modules	org-jboss-as-clustering-api-main	6.2.0.CR3		N/A
org.kie.modules	org-jboss-as-clustering-api-main	6.2.0.CR4		N/A
org.kie.modules	org-jboss-as-clustering-api-main	6.2.0.Final		N/A
org.kie.modules	org-jboss-as-clustering-api-main	6.3.0.CR1		N/A
org.kie.modules	org-jboss-as-clustering-api-main	6.3.0.CR2		N/A
org.kie.modules	org-jboss-as-clustering-api-main	6.3.0.Final		N/A
org.kie.modules	org-jboss-as-clustering-api-main	6.4.0.Beta1		N/A
org.kie.modules	org-jboss-as-clustering-api-main	6.4.0.Beta2		N/A
org.kie.modules	org-jboss-as-clustering-api-main	6.4.0.CR1		N/A
org.kie.modules	org-jboss-as-clustering-api-main	6.4.0.CR2		N/A
org.kie.modules	org-jboss-as-clustering-api-main	6.4.0.Final		N/A
org.kie.modules	org-jboss-as-clustering-api-main	6.5.0.Beta1		N/A
org.kie.modules	org-jboss-as-clustering-api-main	6.5.0.CR1		N/A
org.kie.modules	org-jboss-as-clustering-api-main	6.5.0.CR2		N/A
org.kie.modules	org-jboss-as-clustering-api-main	6.5.0.Final		N/A
org.kotlincrypto	error-tvossimulatorarm64	0.2.0		N/A
org.kotlincrypto	error-tvossimulatorarm64	0.2.0	metadata	2ad14aed781c4a73ed4dbb421966d408a0a06686
org.kotlincrypto	error-tvossimulatorarm64	0.3.0		N/A
org.kotlincrypto	error-tvossimulatorarm64	0.3.0	metadata	2ad14aed781c4a73ed4dbb421966d408a0a06686
org.microshed.boost.boms	boost-mp30-apis-bom	0.2.0		N/A
org.microshed.boost.boms	boost-mp30-apis-bom	0.2.1		N/A
org.opencms.modules	org.opencms.gwt	8.0.1		2c2a4719e64a7e39545c1a557a758391f7385271
org.opencms.modules	org.opencms.gwt	8.0.2		2c2a4719e64a7e39545c1a557a758391f7385271
org.opencms.modules	org.opencms.gwt	8.5.0		2c2a4719e64a7e39545c1a557a758391f7385271
org.opencms.modules	org.opencms.gwt	8.5.1		2c2a4719e64a7e39545c1a557a758391f7385271
org.opencms.modules	org.opencms.gwt	8.5.2		2c2a4719e64a7e39545c1a557a758391f7385271
org.openl.rules	org.openl.lib.poi.dev	5.10.0		c3f480ed9b647868d4eb2a03b4914590b88ead73
org.openl.rules	org.openl.lib.poi.dev	5.10.1		b488cb81d291044442a61f3dd0a674ec13324a37
org.openl.rules	org.openl.lib.poi.dev	5.10.2		7f80808869e54b1a97ea20838c9c1353dc8dcd24
org.openl.rules	org.openl.lib.poi.dev	5.10.3		cdd0129ed24520259a4a7cf23700e514fe1dcc17
org.openl.rules	org.openl.lib.poi.dev	5.10.4		1dc79bf06956855e136dd98b476029c223e65f6f
org.openl.rules	org.openl.lib.poi.dev	5.11.0		959c88b0abc3805afd0703d3f9ac3ce65a8f399b
org.openl.rules	org.openl.lib.poi.dev	5.11.1		03a6668d43cfafd4fb6dca2aeac82ef184617f51
org.openl.rules	org.openl.lib.poi.dev	5.11.2		33f5805f36ca69bbd08f28bca363ca43e3148c97
org.openl.rules	org.openl.lib.poi.dev	5.11.3		baa456520f974be394a5835f923646f8992883db
org.openl.rules	org.openl.lib.poi.dev	5.11.4		1698c941bf5aece7ab8a7a2f5e3efbbc3b0d2d47
org.openl.rules	org.openl.lib.poi.dev	5.11.5		3b0759517da606e3c33ff7f76f6fdb2daf0b3123
org.openl.rules	org.openl.lib.poi.dev	5.11.6		8a1a3c56f7ed39c54eebb2c2b38cd19db41e2e2c
org.openl.rules	org.openl.lib.poi.dev	5.11.7		3353e20e3c6a288e862573fcdc2e5b6dc971e1da
org.openl.rules	org.openl.lib.poi.dev	5.7.5		c515a4640f60fe5252f25a1f3767886e49cfc710
org.openl.rules	org.openl.lib.poi.dev	5.8.0		8dcf6c34cf367a855fa43f6fc85d15dc09c7704e
org.openl.rules	org.openl.lib.poi.dev	5.8.1		c278aa79823737865bc77044f2bc149435fe08cd
org.openl.rules	org.openl.lib.poi.dev	5.9.0		b260cbb10aed5b38f6e7ed5a27e359d70bfb529e
org.openl.rules	org.openl.lib.poi.dev	5.9.1		0b40b1197a3a5f0d0eedad724992176e83f25820
org.openl.rules	org.openl.lib.poi.dev	5.9.1.1		87a342f521cb1c49225221ba789671cb34efa763
org.openl.rules	org.openl.lib.poi.dev	5.9.1.2		9cf254a7dd7640f3bca50d721168acb5ba32cad6
org.openl.rules	org.openl.lib.poi.dev	5.9.1.3		29eb7baeb943b6e8d5f9ea973c398c84788db434
org.openl.rules	org.openl.lib.poi.dev	5.9.3		46147d846addeb4ceef5944a27d7f0f54236b724
org.openl.rules	org.openl.lib.poi.dev	5.9.3.1		c25ee6105e8130b248ff06f2b67f69c8f7028619
org.openl.rules	org.openl.lib.poi.dev	5.9.3.2		8d5ded696a4b61861943a398196088f043dc3c6c
org.openl.rules	org.openl.lib.poi.dev	5.9.3.3		7d1683d63582c4588a357f128208e52a4b04898c
org.openl.rules	org.openl.lib.poi.dev	5.9.3.4		cf2650a6551ca66d20ea3157076a2487293dbf3a
org.openl.rules	org.openl.lib.poi.dev	5.9.4.1		d166fa9a733e179c29aa1913ea66640c38d947ce
org.ow2.spec.ee	ow2-jpa-1.0-spec	1.0-M1		9454938d1c1c0a48ed8b824c20cd6f68ff58bc68
org.ow2.spec.ee	ow2-jpa-1.0-spec	1.0.0		debdf36f1faeb78dfc7e180e4b5f002b88e1e3cc
org.ow2.spec.ee	ow2-jpa-1.0-spec	1.0.1		2d72b1ebf23262f9f29ff768b6ec02040335133d
org.ow2.spec.ee	ow2-jpa-1.0-spec	1.0.10		1a2ab01239549f41198c42b40922b07d9a4c6803
org.ow2.spec.ee	ow2-jpa-1.0-spec	1.0.11		0352a21f2a5e2c86cc4331c1a0f2cf50003bc724
org.ow2.spec.ee	ow2-jpa-1.0-spec	1.0.12		a5634599a66705a88a3785ac407c93ae924906c3
org.ow2.spec.ee	ow2-jpa-1.0-spec	1.0.13		fa96970014044fc082acccd0e62ac1cdc9ac6899
org.ow2.spec.ee	ow2-jpa-1.0-spec	1.0.2		4c5e724c0840a5abdedb77e1b749537b37fab320
org.ow2.spec.ee	ow2-jpa-1.0-spec	1.0.3		16942e57dd4f418b07796b9df180a4c89bed06b0
org.ow2.spec.ee	ow2-jpa-1.0-spec	1.0.4		cbfd63b2750c9bd84c5b0856449c5cd646aec5b4
org.ow2.spec.ee	ow2-jpa-1.0-spec	1.0.5		8c915cd25bac46e8f54e38edf706f087bf1bcb25
org.ow2.spec.ee	ow2-jpa-1.0-spec	1.0.6		e19299dc34a07f36b36ecfbb9126890402b401c1
org.ow2.spec.ee	ow2-jpa-1.0-spec	1.0.7		bdca324bf5ec9e3805040bc993a7cd7753d9d150
org.ow2.spec.ee	ow2-jpa-1.0-spec	1.0.8		19fd3195c64171b39dc1ddd708f3f32378fd0ced
org.ow2.spec.ee	ow2-jpa-1.0-spec	1.0.9		dcfb8ae83dce466b004a74f9effb69cea94ce061
org.pgpainless	pgp-certificate-store	0.1.0		42fea7b9206f40c59fde03c1804f863f026fe6e9
org.pgpainless	pgp-certificate-store	0.1.1		42fea7b9206f40c59fde03c1804f863f026fe6e9
org.pgpainless	pgp-certificate-store	0.2.0		47e7fdb0fe3bd288261af9bb9a17aad02c2922cb
org.pgpainless	pgp-certificate-store	0.2.1		47e7fdb0fe3bd288261af9bb9a17aad02c2922cb
org.pgpainless	pgp-certificate-store	0.2.2		47e7fdb0fe3bd288261af9bb9a17aad02c2922cb
org.sakaiproject.profile2	profile2-bundle	1.5.0		845a7b4e863881db580f75aa6b27c7c3f039ce11
org.sakaiproject.profile2	profile2-bundle	1.5.0-b03		d595cd36b6e121ad76ffba08a039631853d1f006
org.sakaiproject.profile2	profile2-bundle	1.5.0-b04		b9fc9fd577e4d62d3b9be99dd5881ed5ed06da23
org.sakaiproject.profile2	profile2-bundle	1.5.0-b05		c34874c2df76e1469e0746ead28b971ea49cd847
org.sakaiproject.profile2	profile2-bundle	1.5.0-b06		a5e83422dbef850a4643ac6a18421959f2a760e3
org.sakaiproject.profile2	profile2-bundle	1.5.0-b07		9dd3d832372d9aac53259f4637696562ca6fbee3
org.sakaiproject.profile2	profile2-bundle	1.5.0-rc01		74a0967ec5821b24f9cc464b2ec6d4db8f9cb2ea
org.sakaiproject.profile2	profile2-bundle	1.5.0-rc02		3554b8defb10cfd1566c0af35bde6707a6264621
org.sakaiproject.profile2	profile2-bundle	1.5.0-rc03		5df818b517ba8d9c3699ef17eef055eb5eabf6aa
org.sakaiproject.profile2	profile2-bundle	1.5.1		6073bb601438afe3e1260d9b4c12e026c87477a5
org.sakaiproject.profile2	profile2-bundle	1.5.2		c6627a940e5b1fd04f4302ed6cd29751db41e050
org.sakaiproject.profile2	profile2-bundle	1.5.3		f37846bc16e20f95232f770c942584213ad1c221
org.sakaiproject.profile2	profile2-bundle	10.3		0741a713938f461a00e8a96adde42c750146598f
org.sakaiproject.profile2	profile2-bundle	10.4		26dd61baa5311f2b13808256f194971a9aa8e5a6
org.sakaiproject.profile2	profile2-bundle	10.6		ea3d0f52d1911e0a7b5afb550b5193a2abae3306
org.sakaiproject.profile2	profile2-bundle	10.7		a2084f7b7a48e363833a0fa471360ca2ebea2ea7
org.sakaiproject.profile2	profile2-bundle	11.0		d4eb3a812a38fd7813bf096b0ddeb9f354a27bcd
org.sakaiproject.profile2	profile2-bundle	11.1		bca6359459d13e664516211e742e0fdaa6bb8201
org.sakaiproject.profile2	profile2-bundle	11.2		021eb90574ba305468be5b3dadb1a9414f68400f
org.sakaiproject.profile2	profile2-bundle	11.3		f070ab9ce68f5b27d36318f946f73d9a18cc3df0
org.sakaiproject.profile2	profile2-bundle	11.4		224e6fede168c77d2e49c417d715f19143d58c92
org.sakaiproject.profile2	profile2-bundle	12.0		c4e89490827ad99df880ea656d70f1ddd113524f
org.sakaiproject.profile2	profile2-bundle	12.1		dde581d7547a6b0d7566df1ad26a5b7cfd14af10
org.sakaiproject.profile2	profile2-bundle	12.2		4ebb055c2350df36be98e0c1c2a6be03b5b8ca6e
org.sakaiproject.profile2	profile2-bundle	12.3		7e75aaf12c457042b988f49eb976028752ad9077
org.sakaiproject.profile2	profile2-bundle	12.4		b185049d15576b3509ad2c4deee685b3695bb8e9
org.sakaiproject.profile2	profile2-bundle	12.5		80dab4805daf66c4aa5757ee372f35c59a5b891e
org.sakaiproject.profile2	profile2-bundle	12.6		b8e7a1b7f2dca42c57dbde9785032716991d83be
org.sakaiproject.profile2	profile2-bundle	12.7		e971a1deb905281b96d9dbe3b44ba9dc2bd7b5f2
org.sakaiproject.profile2	profile2-bundle	19.0		2c12a3b891dbb2afbed8664160c6150ca10f3f8d
org.sakaiproject.profile2	profile2-bundle	19.1		daff4abf7931c269118a35724cd36cd82884692a
org.sakaiproject.profile2	profile2-bundle	19.2		22ba4a30ff55457c3e4496f4a7282f6de31603ca
org.sakaiproject.profile2	profile2-bundle	19.3		21d841b88a0d4009949a4ee0c3c19d2d54f7f388
org.sakaiproject.profile2	profile2-bundle	19.4		9c0e925bedcd3d0d31f34491209926fb1cff33f0
org.sakaiproject.profile2	profile2-bundle	19.5		2984abbf35ccf34243272a9a72308b7cd3afed5c
org.sakaiproject.profile2	profile2-bundle	19.6		1a7db1e12bc2c98f71d428e3aa960aa48703f6b7
org.sakaiproject.profile2	profile2-bundle	20.0		b9fad66fae950f473f0c34e03ae515c81b546744
org.sakaiproject.profile2	profile2-bundle	20.1		227430839a47036e2ee77f8fe829cc4f72ce455f
org.sakaiproject.profile2	profile2-bundle	20.2		68f0d6e90619297084447efdd999686c988ae879
org.sakaiproject.profile2	profile2-bundle	20.3		879f88598ee7be9325f4b178452b967fed3f4ef3
org.sakaiproject.profile2	profile2-bundle	20.4		604a3c5180fb654326f1860881fe7c9db4c3c6f3
org.sakaiproject.profile2	profile2-bundle	20.5		c9fc28dcdf46953ea94ad889de13438f3c693412
org.sakaiproject.profile2	profile2-bundle	20.6		aab32a580bc6314394da07820f058df5da22de3f
org.sakaiproject.profile2	profile2-bundle	21.0		af8aed7ef0122b9a57918be6d26bcd116fc87a37
org.sakaiproject.profile2	profile2-bundle	21.1		08cb35944dd236177a6677bfdb5e3b6aa72d1291
org.sakaiproject.profile2	profile2-bundle	21.2		0828451c71adb7946b1266379d0f354ab43d5a6c
org.sakaiproject.profile2	profile2-bundle	21.3		f5d5871675b31d17d3dde14a6605fbfaa2df9cc2
org.sakaiproject.profile2	profile2-bundle	21.4		daa79e361044c3b7f6c62de465c62faf2374b846
org.sakaiproject.profile2	profile2-bundle	21.5		82575895174120cbee62e8cff362f1ef13d29ce5
org.sangria-graphql	sangria-msgpack_2.12	0.2.2		b9c69b50beb2587fcc0c9cbcd42e0dce67465091
org.sangria-graphql	sangria-msgpack_2.12	1.0.0		3615003cb5c8afbf578bee373d0e4e8c6d9a89d3
org.sangria-graphql	sangria-msgpack_2.12	2.0.0		c4f812d7a62ef27ed5ad10d2dac47eaa24c56af4
org.sangria-graphql	sangria-msgpack_2.12	2.0.1		7e66c3688cc677f3fbe5e176525f463bc96e4e77
org.scala-tools	test-compat_2.7.6	0.4.0		1dde26e39103558ed58669adfab9338b4e988b11
org.scala-tools	test-compat_2.7.6	0.4.1		602a71f2c50aaffd8c2bd92cf6b67f5665f995d1
org.springframework.android	spring-android-core	1.0.0.RELEASE		7ee66d6bd7af44b40fba9017dfd436e72f93d3ac
org.springframework.android	spring-android-core	1.0.1.RELEASE		e68f0e8e4b636ee30c4de58953be38d9b72a5e3b
org.ton.kotlin	ton-kotlin-tvm-watchossimulatorarm64	0.4.0		N/A
org.ton.kotlin	ton-kotlin-tvm-watchossimulatorarm64	0.4.0	metadata	b0e57e89c71e5c2dc147adab6f0ad1d21041c363
org.uberfire	uberfire-commons	0.1.0.Alpha1		09d7aa5c9e32f6ef0388755c3297365d6785b53f
org.uberfire	uberfire-commons	0.3.0.Final		175b1c36fda7653a1ea63724eda294eae21c400d
org.uberfire	uberfire-commons	0.3.1.Final		80b542847d2f7d43e78d205af3187c4978532a87
org.uberfire	uberfire-commons	0.4.0.Beta1		dfd9668d48372aec304f95ea9a81590113608954
org.uberfire	uberfire-commons	0.4.0.Beta2		baf271ee979afdb98eaad7344f9f04f646d798b5
org.uberfire	uberfire-commons	0.4.0.Beta3		c8669c93e95952cbabd443944ea1eb3bcd3866a7
org.uberfire	uberfire-commons	0.4.0.Beta4		e3a898b767bd78c14a46894a873e1db64d6a266f
org.uberfire	uberfire-commons	0.4.0.Beta5		f42047aad8abe938815441da30220b2a734a8c8f
org.uberfire	uberfire-commons	0.4.0.CR1		43ed75fc5ef939225ec8a56212700d2b612c02b4
org.uberfire	uberfire-commons	0.4.0.CR2		b914ca411ac2ed4d91461474bc5a9b707ea8dbdf
org.uberfire	uberfire-commons	0.4.0.Final		5edfda026992b8d4e5ee2689a30522c264c9781d
org.uberfire	uberfire-commons	0.4.2.Beta1		dfeb4ef16d9a40bbc75ebe6b845310af2664c403
