app.cash.paging	paging-runtime-iosarm64	3.1.1-0.1.1	3.1.1-0.1.1-metadata	3d786df8bf90d50b92f2d324f2e980dd5ec02675
com.liferay	com.liferay.gradle.plugins.defaults	10.1.177	-	ca08f7fb5c174c3f0fa60c1639637caaaed37732
com.liferay	com.liferay.gradle.plugins.defaults	10.1.178	-	bc88a8667038fceb86cfdd853619338a56aff3ae
com.liferay	com.liferay.gradle.plugins.defaults	10.1.179	-	86733f4eeae7bd975e61e1679c6893dc1e75d1ab
com.liferay	com.liferay.gradle.plugins.defaults	10.1.18	-	d2adfd6e06e347158458b6a522ef401f812a0fad
com.liferay	com.liferay.gradle.plugins.defaults	10.1.180	-	df1d0090abc78d5f8ef561e303b5b32f4c6e5568
com.liferay	com.liferay.gradle.plugins.defaults	10.1.181	-	58b671fe00b28a84fb6c2f18e36812b3aa10ee47
com.liferay	com.liferay.gradle.plugins.defaults	10.1.182	-	bb7588cd71467738dfea336e51f4fc94657708f4
com.liferay	com.liferay.gradle.plugins.defaults	10.1.183	-	58dbc8ff86435d47281ce56d96c7837d04ad6469
com.liferay	com.liferay.gradle.plugins.defaults	10.1.184	-	6372d8e9282d8b08f5fde9fad7dcf999f907be3e
com.liferay	com.liferay.gradle.plugins.defaults	10.1.185	-	e2de9c9f90effce9bb034bb5af6a673fd546ec60
com.liferay	com.liferay.gradle.plugins.defaults	10.1.186	-	82371e17d7a72386ba99c84a61a4f69917e04693
com.liferay	com.liferay.gradle.plugins.defaults	10.1.187	-	495a4b396806ca4a89b1a50756a55ce44b93d328
com.liferay	com.liferay.gradle.plugins.defaults	10.1.188	-	0ace6fea9d1e0279e480b4f48d822f30b88c36ce
com.liferay	com.liferay.gradle.plugins.defaults	10.1.189	-	ef0e6c8bb8fa4ba201c607d216338226c3cbf649
com.liferay	com.liferay.gradle.plugins.defaults	10.1.19	-	7e4c16ab4fde2ecd09db55425090c505ee8d44a0
com.liferay	com.liferay.gradle.plugins.defaults	10.1.190	-	fae05fdbf88cdbd7ff2cc0e6882ff0547f61bae9
com.liferay	com.liferay.gradle.plugins.defaults	10.1.191	-	6011c90b72491e3cf9d132505eb4acb5107bcec3
com.liferay	com.liferay.gradle.plugins.defaults	10.1.192	-	1c6fd994f06ec9a5b8c91f80f187ee1f3c873cd6
com.liferay	com.liferay.gradle.plugins.defaults	10.1.193	-	ba01ee64d5b83f79649a58bfd45e8e99ee6f13fe
com.liferay	com.liferay.gradle.plugins.defaults	10.1.194	-	09bc8bba6bf9889e90321861d26511c3196f6cf5
com.liferay	com.liferay.gradle.plugins.defaults	10.1.195	-	8c7c0e07d00e4fd6732ea214557d1e08a791cb92
com.liferay	com.liferay.gradle.plugins.defaults	10.1.196	-	354463d45db734246475d96eecf34b7698570463
com.liferay	com.liferay.gradle.plugins.defaults	10.1.197	-	3395f287f0a11827a985438e8183930c67eb9d2b
com.liferay	com.liferay.gradle.plugins.defaults	10.1.198	-	b559eb9ebdc3ba6a545ae23ed5ec8bb33f74e1e7
com.liferay	com.liferay.gradle.plugins.defaults	10.1.199	-	3037e06e660abbe83c699dd0b2f58cfdab522b0a
com.liferay	com.liferay.gradle.plugins.defaults	10.1.2	-	5642461f07a9701ffca4f682ac7dff729fac9878
com.liferay	com.liferay.gradle.plugins.defaults	10.1.20	-	8e93220b2d5e12c0435ba4af778b3f46ca8c495e
com.liferay	com.liferay.gradle.plugins.defaults	10.1.200	-	eb0dee91277b97f9022a93a0a2e6bd9e09ae3085
com.liferay	com.liferay.gradle.plugins.defaults	10.1.201	-	1068bfe3586569d2a7f38c532edaf1eade0c940e
com.liferay	com.liferay.gradle.plugins.defaults	10.1.202	-	cb00695bebb2f889e9292a0e995745e0ce802a91
com.liferay	com.liferay.gradle.plugins.defaults	10.1.203	-	22124eb69bcc5774fd0e4dc68a4efd32aaadea5d
com.liferay	com.liferay.gradle.plugins.defaults	10.1.204	-	80159154d760475f05ab15997d646db231581727
com.liferay	com.liferay.gradle.plugins.defaults	10.1.205	-	1e683de6141ae1631d29038c69fae6305a48ed15
com.liferay	com.liferay.gradle.plugins.defaults	10.1.206	-	4fa73ef25f8c821eef735354b4e5094a0c6ea4a8
com.liferay	com.liferay.gradle.plugins.defaults	10.1.207	-	e564eb98b99fce01a9c96f37df0b29f755c25829
com.liferay	com.liferay.gradle.plugins.defaults	10.1.208	-	6b69c6ad8be5c5ea7b4ae65b343c929911572bc9
com.liferay	com.liferay.gradle.plugins.defaults	10.1.209	-	712281b67c0b7aacb14d039e8299dcf24381a71c
com.liferay	com.liferay.gradle.plugins.defaults	10.1.21	-	247852742871dbe98d73d073b595330f8487c42c
com.liferay	com.liferay.gradle.plugins.defaults	10.1.210	-	328dc8492d071a7d10c4b2500c68eee595821eb7
com.liferay	com.liferay.gradle.plugins.defaults	10.1.211	-	5148c59137799860b72e333cde0a5eca9f78dcc3
com.liferay	com.liferay.gradle.plugins.defaults	10.1.212	-	85569c1ad9e1ee3f212c06ce05cc5128edc2f300
com.liferay	com.liferay.gradle.plugins.defaults	10.1.213	-	312419d2082aa7493c6d014b9e68eda2239de379
com.liferay	com.liferay.gradle.plugins.defaults	10.1.214	-	1ee311220ee45639b5da35c5d07b1f26eb360d91
com.liferay	com.liferay.gradle.plugins.defaults	10.1.215	-	f0bf879d9387d55f83b78c32a8987cbdc2031593
com.liferay	com.liferay.gradle.plugins.defaults	10.1.216	-	c87d172996363c7d5649d1ff18aba8c2e2652fa5
com.liferay	com.liferay.gradle.plugins.defaults	10.1.217	-	60b474405f8a807e2c078c546e8014675f5e51ce
com.liferay	com.liferay.gradle.plugins.defaults	10.1.218	-	7364c3d08f18fff0e7a436186cf01600ee14382e
com.liferay	com.liferay.gradle.plugins.defaults	10.1.219	-	1eb28aec2b7b68042049482023954d57a7d49551
com.liferay	com.liferay.gradle.plugins.defaults	10.1.22	-	ccc03ae6c88fcb35de77bf42023b354d37bd9a28
com.liferay	com.liferay.gradle.plugins.defaults	10.1.220	-	966d88c973a172d8cec7e51198fa116bdc5f5bd4
com.liferay	com.liferay.gradle.plugins.defaults	10.1.222	-	44a186b92a7cf9d25ffe5c435473c0e8deb4beb3
com.liferay	com.liferay.gradle.plugins.defaults	10.1.223	-	5ba502cbd5e0fa668373f252549e16afaa936b7c
com.liferay	com.liferay.gradle.plugins.defaults	10.1.224	-	e06acb1ee0f4d88c5a4491c08b5d98a74d3a2cfb
com.liferay	com.liferay.gradle.plugins.defaults	10.1.225	-	eecb951b715963b75fb7d2d3a0c1fc1b6239ae76
com.liferay	com.liferay.gradle.plugins.defaults	10.1.226	-	66b8631344188673e58f30b24706af628d82a325
com.liferay	com.liferay.gradle.plugins.defaults	10.1.227	-	ee5595f1895eecc828635821c0104455e1b72fd1
com.liferay	com.liferay.gradle.plugins.defaults	10.1.228	-	4de4f856b8569d2f4b6d9c83c49da7aa19e2e58f
com.liferay	com.liferay.gradle.plugins.defaults	10.1.229	-	afe25d60281a5cae4bbaa8f3146ac27d3d3285e9
com.liferay	com.liferay.gradle.plugins.defaults	10.1.23	-	3d8cf0c77a084ca840ce944b1245ccd77e33518c
com.liferay	com.liferay.gradle.plugins.defaults	10.1.230	-	84ad4ad9e2500ac764d968586729a339c8ed433a
com.liferay	com.liferay.gradle.plugins.defaults	10.1.231	-	f7d6f220756c99e788e8ff6ea08e762cd4c8708a
com.liferay	com.liferay.gradle.plugins.defaults	10.1.232	-	eba128eadd0e9667973003d41e8524b4b0b5fcd5
com.liferay	com.liferay.gradle.plugins.defaults	10.1.233	-	b9000bf843312de238de39606b46df322527fe70
com.liferay	com.liferay.gradle.plugins.defaults	10.1.234	-	819b6d1571465e59c6a900eaa88cd3e438baaf2b
com.liferay	com.liferay.gradle.plugins.defaults	10.1.235	-	9d7c7fe87f67f4ef2757f2707609fe4189e6b840
com.liferay	com.liferay.gradle.plugins.defaults	10.1.236	-	e181576e7778f96abd8aaa75e87bcd2fcead1a2d
com.liferay	com.liferay.gradle.plugins.defaults	10.1.237	-	07867d4a0f97b65708625482093271802d60d357
com.liferay	com.liferay.gradle.plugins.defaults	10.1.238	-	83c5e12bba017da9f7f4da5bc56d3d8a20849122
com.liferay	com.liferay.gradle.plugins.defaults	10.1.239	-	de5775e555cc8ff62b28f91e79ddde5cfc8c8aac
com.liferay	com.liferay.gradle.plugins.defaults	10.1.24	-	19e30e2b61cdb2ece720b6bb362fb2d936169615
com.liferay	com.liferay.gradle.plugins.defaults	10.1.240	-	bef17aa49fca293061793d75c41137bc58f25c0e
com.liferay	com.liferay.gradle.plugins.defaults	10.1.241	-	b0d0f60bf9614813e7af9ab052c8642963ddaaa7
com.liferay	com.liferay.gradle.plugins.defaults	10.1.242	-	48739c0e4fc74666f38691b938bb37f752f919bf
com.liferay	com.liferay.gradle.plugins.defaults	10.1.243	-	3cfc53ea9dde1f484056a0b042aeb5d4c31f041f
com.liferay	com.liferay.gradle.plugins.defaults	10.1.244	-	d6855a7912782f6fab8d7564b6ba916e89a8b76a
com.liferay	com.liferay.gradle.plugins.defaults	10.1.245	-	1a05372e897e7e2ade3c50a70e66850fab6a09c6
com.liferay	com.liferay.gradle.plugins.defaults	10.1.246	-	92d87d52267940a6f8b2afabc0691d1b3891f587
com.liferay	com.liferay.gradle.plugins.defaults	10.1.247	-	3c1ed309e7f38e784ade409918fe9380ab1feda4
com.liferay	com.liferay.gradle.plugins.defaults	10.1.248	-	cf00977e6db6014490cb9c2c1adec7e122f3c3ca
com.liferay	com.liferay.gradle.plugins.defaults	10.1.249	-	f892a62ed33b41d3390fbd6b49057bef04a5a3c3
com.liferay	com.liferay.gradle.plugins.defaults	10.1.25	-	92ce104aa85cd58a0047307bb56a40eb3410a460
com.liferay	com.liferay.gradle.plugins.defaults	10.1.250	-	0ae8b1d9748ad9ab87adf77f063f246a753a3c6e
com.liferay	com.liferay.gradle.plugins.defaults	10.1.251	-	5012204e557dede93a3060c176b1b412ff9f0a1a
com.liferay	com.liferay.gradle.plugins.defaults	10.1.252	-	2ebab4c5da7aca66c391fc1d86d0eccd8b494515
com.liferay	com.liferay.gradle.plugins.defaults	10.1.253	-	4adb64b24619b8ee26c2a3cf96610c2854a35d13
com.liferay	com.liferay.gradle.plugins.defaults	10.1.26	-	07ff9e8035c9aab08f4534a7a90ef72c8fdf5ae7
com.liferay	com.liferay.gradle.plugins.defaults	10.1.27	-	603420c245a39a370da86982489b2e219179df0e
com.liferay	com.liferay.gradle.plugins.defaults	10.1.28	-	d6d1b434e2bb74b3070d654d4046fd93fe3eb5c7
com.liferay	com.liferay.gradle.plugins.defaults	10.1.29	-	081ade54dc9f2da07e91b4e6b1a74f3aa72ccfdc
com.liferay	com.liferay.gradle.plugins.defaults	10.1.3	-	7fed6e0a0a5154aba536068e8c94b59fda0000b5
com.liferay	com.liferay.gradle.plugins.defaults	10.1.30	-	b72cf1b3c98f5d81f5ba5787c27c70c8a8aeed62
com.liferay	com.liferay.gradle.plugins.defaults	10.1.31	-	5ac734cffe9efe5cb6a70a53e427e830e310af18
com.liferay	com.liferay.gradle.plugins.defaults	10.1.32	-	10133c52b9975a62ad7c8b68a7aea8ebc6e01255
com.liferay	com.liferay.gradle.plugins.defaults	10.1.33	-	fb21b7e65b81a0af019d11774249f94d0c0f5026
com.liferay	com.liferay.gradle.plugins.defaults	10.1.34	-	d00d7f923d1327a801183fd27b15156c3db4b66b
com.liferay	com.liferay.gradle.plugins.defaults	10.1.35	-	be2ecec5c80b25c2aa3c6efddb4cdf557ee6f58a
com.liferay	com.liferay.gradle.plugins.defaults	10.1.36	-	56b22da51d6569c1e68bcc95bfd484a5f4fc516e
com.liferay	com.liferay.gradle.plugins.defaults	10.1.37	-	b3d467632028d1aa0b54bb5a225c0c6d8c02586b
com.liferay	com.liferay.gradle.plugins.defaults	10.1.38	-	b9408b9ba16ddf1450f76a0439526e8fd4e8b015
com.liferay	com.liferay.gradle.plugins.defaults	10.1.39	-	19d07bcd17f0841c05120151ef13910cb4a6fc0e
com.liferay	com.liferay.gradle.plugins.defaults	10.1.4	-	e39bebbf27684c5c6deccad1c00fd808be9fb80c
com.liferay	com.liferay.gradle.plugins.defaults	10.1.40	-	086ff9715e9da2d9ecaa3dea803c1b357d790198
com.liferay	com.liferay.gradle.plugins.defaults	10.1.41	-	837bad556225cb68a5f0df32161ceceae20ef1eb
com.liferay	com.liferay.gradle.plugins.defaults	10.1.42	-	70aa1e01b910084c0226a5b0376c0469b13c2af2
com.liferay	com.liferay.gradle.plugins.defaults	10.1.43	-	15f15e85b60abd0046ec0254c87f5867bcf81160
com.liferay	com.liferay.gradle.plugins.defaults	10.1.44	-	e4243fe322e40e79f3b7ec6496d9fe4dc29390ef
com.liferay	com.liferay.gradle.plugins.defaults	10.1.45	-	084639b2249c526df1fc29c05766251fc118b966
com.liferay	com.liferay.gradle.plugins.defaults	10.1.46	-	bc4982377d11efdf8108fa30fc3cce3746702b84
com.liferay	com.liferay.gradle.plugins.defaults	10.1.47	-	e2a7f456ceacc93662a785011b35ca114d147b7a
com.liferay	com.liferay.gradle.plugins.defaults	10.1.48	-	dd181f6fd4ea388c09fa222461330ebf959eaf0a
com.liferay	com.liferay.gradle.plugins.defaults	10.1.49	-	28f25904ab79a0572324dfadf178cde83625ef35
com.liferay	com.liferay.gradle.plugins.defaults	10.1.5	-	cfae8381b0ee28b279c77e667efccf82f8e4687d
com.liferay	com.liferay.gradle.plugins.defaults	10.1.50	-	72c3d37d83d4567c563a4bf18afe2961a341f8fe
com.liferay	com.liferay.gradle.plugins.defaults	10.1.51	-	a90fff626ebd04739e2dfe3d49ded411f5710974
com.liferay	com.liferay.gradle.plugins.defaults	10.1.52	-	a3c6440198e8c81e83828fb4b7bbdfd6e681b392
com.liferay	com.liferay.gradle.plugins.defaults	10.1.53	-	167eaaf66fd9aa9d644ba2e0dbe45ad4d325b18f
com.liferay	com.liferay.gradle.plugins.defaults	10.1.54	-	38a43427187eb957b133b41b4ef1a8b2163582a1
com.liferay	com.liferay.gradle.plugins.defaults	10.1.55	-	b4b4175e54f6e5d072bc0c0838d897c709aa9f56
com.liferay	com.liferay.gradle.plugins.defaults	10.1.56	-	1eded1107fbb97d4f63224ded2904443da7d3968
com.liferay	com.liferay.gradle.plugins.defaults	10.1.57	-	a294aef8136df483aeef5d4056ee7350168a922a
com.liferay	com.liferay.gradle.plugins.defaults	10.1.58	-	5e3557d48f272a61892f1c3fd3919cfe6abc0743
com.liferay	com.liferay.gradle.plugins.defaults	10.1.59	-	42ce514cee91fb37a5d266efe61549c62bf48e2e
com.liferay	com.liferay.gradle.plugins.defaults	10.1.6	-	f9e0a1fe18cfafae22a5bea23e8f2d27782892b7
com.liferay	com.liferay.gradle.plugins.defaults	10.1.60	-	2cf9ad86fbad024ed5d8fa6bf96df2a1027dcec1
com.liferay	com.liferay.gradle.plugins.defaults	10.1.61	-	05f0909ae72e2bc9d29a34a021cdb284dadb9200
com.liferay	com.liferay.gradle.plugins.defaults	10.1.62	-	4b2dc24bc1a19ce44d23ea7df786abddb84bad2f
com.liferay	com.liferay.gradle.plugins.defaults	10.1.63	-	e3e22a93aa61d7f2cd4e8fa8ae616238a60387f0
com.liferay	com.liferay.gradle.plugins.defaults	10.1.64	-	097a651130335369a104fa017a4d2edb56ccc0aa
com.liferay	com.liferay.gradle.plugins.defaults	10.1.65	-	7fc32b0b5222a62d604af94fac88f8103f973b24
com.liferay	com.liferay.gradle.plugins.defaults	10.1.66	-	889d95ccad14830c11fe9066bd2f013a3a5c4cdf
com.liferay	com.liferay.gradle.plugins.defaults	10.1.67	-	97c30dc511955508706066c2390b922ebf8802d7
com.liferay	com.liferay.gradle.plugins.defaults	10.1.68	-	4bad20ce157a4b1f2cfed4e79277b7c5c26a1ea3
com.liferay	com.liferay.gradle.plugins.defaults	10.1.69	-	f7219f2baa495f54f3b823c17b87fb74be8b3c52
com.liferay	com.liferay.gradle.plugins.defaults	10.1.7	-	72133bd5d343b49fb5d54a3dba54c74932a2a7f2
com.liferay	com.liferay.gradle.plugins.defaults	10.1.70	-	4262246916395b1787cfe0b8d658478c1d6f3987
com.liferay	com.liferay.gradle.plugins.defaults	10.1.71	-	76c8fd15f501c4da681467eba60d7b9b25bede05
com.liferay	com.liferay.gradle.plugins.defaults	10.1.72	-	19691f208c92ae47af7cbdd350749291a7422bb9
com.liferay	com.liferay.gradle.plugins.defaults	10.1.73	-	3e1c6e4b516293a3d7311d99a0969ef1098133fd
com.liferay	com.liferay.gradle.plugins.defaults	10.1.74	-	22a01b3cbabbeaefd7dbd7b147f7079dcf4a477f
com.liferay	com.liferay.gradle.plugins.defaults	10.1.75	-	e8f57e02c3d047c6d0c9b498ed1b22b1008b0d54
com.liferay	com.liferay.gradle.plugins.defaults	10.1.76	-	7355dbacc64aba8e1dc0d2dc8829dba0a58faf14
com.liferay	com.liferay.gradle.plugins.defaults	10.1.77	-	c1db0b885e039916b920e11ed4dd2a53138fdd45
com.liferay	com.liferay.gradle.plugins.defaults	10.1.78	-	910b22cb6df1ef1df5e3805feaee39f2c2db0914
com.liferay	com.liferay.gradle.plugins.defaults	10.1.79	-	80938d484c874f295b7ac3f40b5263494df2a5a6
com.liferay	com.liferay.gradle.plugins.defaults	10.1.8	-	390215b95b133b95606fb0725010864ccdb6e87f
com.liferay	com.liferay.gradle.plugins.defaults	10.1.80	-	8cb361531eace005ac2eb230a88766a086fedb8c
com.liferay	com.liferay.gradle.plugins.defaults	10.1.81	-	6fb41f25eab920a56641a4172fa8e40f4b1503de
com.liferay	com.liferay.gradle.plugins.defaults	10.1.82	-	a4143224b660e6efa9a3f685c943094f4b8bcff4
com.liferay	com.liferay.gradle.plugins.defaults	10.1.83	-	100d33f6836f56be9e805f9e50147ce125a0c281
com.liferay	com.liferay.gradle.plugins.defaults	10.1.84	-	d7e1456826da28b61b8711beec1abedffca10bcf
com.liferay	com.liferay.gradle.plugins.defaults	10.1.85	-	0ae7b1d98ae49ab50f4cf1fa471f14ffecdbb39f
com.liferay	com.liferay.gradle.plugins.defaults	10.1.86	-	a71125d8ffd8bde33e5b6c2fd2c8a6490bb9734c
com.liferay	com.liferay.gradle.plugins.defaults	10.1.87	-	2c5305203c21c4910fd2b777ad651304fd5874d3
com.liferay	com.liferay.gradle.plugins.defaults	10.1.88	-	86e65e72c783d2eee8523e52f362ce03a107782e
com.liferay	com.liferay.gradle.plugins.defaults	10.1.89	-	47340b4e831fa9de01f49a606c2bf38aadaddc53
com.liferay	com.liferay.gradle.plugins.defaults	10.1.9	-	a8ed7ee761655ecfd693a66f20d469c8c5f10c84
com.liferay	com.liferay.gradle.plugins.defaults	10.1.90	-	da63c0a538c686a6f9bb8272fca0737b2ac46b19
com.liferay	com.liferay.gradle.plugins.defaults	10.1.92	-	948a5cde561d7be7c579fbd3c4019b65387d08b2
com.liferay	com.liferay.gradle.plugins.defaults	10.1.93	-	0585a313099e0c32c0d244bea530a2c819e5b0d3
com.liferay	com.liferay.gradle.plugins.defaults	10.1.94	-	9736a31b6ff5a604122bc31b84dc52f2f6868d86
com.liferay	com.liferay.gradle.plugins.defaults	10.1.95	-	b4ea509bb327a967573ba0626804fac88a9454d3
com.liferay	com.liferay.gradle.plugins.defaults	10.1.96	-	cebac065ebf2692cdfd78940999d95eda356678f
com.liferay	com.liferay.gradle.plugins.defaults	10.1.97	-	dd8d9e04e4c21d98f06f5d163ce77b67d366ee3d
com.liferay	com.liferay.gradle.plugins.defaults	10.1.98	-	d3abe4eeb55b656de41918884b2466bc18f90431
com.liferay	com.liferay.gradle.plugins.defaults	10.1.99	-	5450f6dee5e79167169ed966c6221887a5a7f2cf
com.liferay	com.liferay.gradle.plugins.defaults	11.0.0	-	97203b5a844850f63bfec905c78366dd916232c0
com.liferay	com.liferay.gradle.plugins.defaults	11.0.1	-	3c478ecd923be16bcd6f46a0357d4a42878ae969
com.liferay	com.liferay.gradle.plugins.defaults	11.0.2	-	24fce4fc4e78ed97859e27a9864d0edbf9d372f0
com.liferay	com.liferay.gradle.plugins.defaults	11.0.3	-	d2faabb2b9d3f9aa0d17e0512e10bf697d4304a2
com.liferay	com.liferay.gradle.plugins.defaults	11.0.4	-	60af9019d90de946b1b51aafd8abd79b4970ecc0
com.liferay	com.liferay.gradle.plugins.defaults	11.0.5	-	2e5a996a21791ddedf119df17343afff9dcf81ca
com.liferay	com.liferay.gradle.plugins.defaults	12.0.0	-	535343f6003123953318e70bebdd74ef4a37bf97
com.liferay	com.liferay.gradle.plugins.defaults	12.0.1	-	9e1e146354fc7eed69f50ccdfeeb66d48a06f16c
com.liferay	com.liferay.gradle.plugins.defaults	12.0.10	-	64d7f88977bdd3fa0f18f8f062d295e44b2b392c
com.liferay	com.liferay.gradle.plugins.defaults	12.0.11	-	81a500af21086ada64ce2954e0778f0dceec86b5
com.liferay	com.liferay.gradle.plugins.defaults	12.0.12	-	ce3b2ea978a5e3e68dc94ebca786d3112bdf5fca
com.liferay	com.liferay.gradle.plugins.defaults	12.0.13	-	143e8341152169b40b16b2db4a6d7a02d308b175
com.liferay	com.liferay.gradle.plugins.defaults	12.0.14	-	30e6179d62e1e1a59987f45db4598199f2072d9a
com.liferay	com.liferay.gradle.plugins.defaults	12.0.15	-	0737e7fccee822335b25929741923e27f9be879d
com.liferay	com.liferay.gradle.plugins.defaults	12.0.16	-	101c2bd29f4c5801f9f2bca0d3cf5629a12ce590
com.liferay	com.liferay.gradle.plugins.defaults	12.0.17	-	a583958d0cce8698ee50c50789e04245e34eb20f
com.liferay	com.liferay.gradle.plugins.defaults	12.0.18	-	c033b80eb1aa1505c2d206e285dc84d9869b9034
com.liferay	com.liferay.gradle.plugins.defaults	12.0.19	-	f4d4a82450c4b966bbb32dd746ce13ee31d6d2c3
com.liferay	com.liferay.gradle.plugins.defaults	12.0.2	-	9580cc61b0dec6dddd7498405ba82db516689923
com.liferay	com.liferay.gradle.plugins.defaults	12.0.20	-	8a16bf7120dfae93f37e1a83a922241a0d0db163
com.liferay	com.liferay.gradle.plugins.defaults	12.0.21	-	ec912e099a230df1f255c4e61a88fa939fa7d75b
com.liferay	com.liferay.gradle.plugins.defaults	12.0.22	-	3cec4a7e28c0f300fb7f114b321a3d50816eaf8a
com.liferay	com.liferay.gradle.plugins.defaults	12.0.23	-	82dfd04ae1199a7e980981b550fc8ebb7acdb944
com.liferay	com.liferay.gradle.plugins.defaults	12.0.24	-	e1d0209f9852fc503e38e548d5a51b533a39254b
com.liferay	com.liferay.gradle.plugins.defaults	12.0.25	-	62252e4b1ed9296cbedc424b25c1356f6ed5d1bf
com.liferay	com.liferay.gradle.plugins.defaults	12.0.26	-	b964cf0c41276ddebfa7f82924883c814c9e93c0
com.liferay	com.liferay.gradle.plugins.defaults	12.0.27	-	cef79beb780fc20986fcc752759220f07c3288fc
com.liferay	com.liferay.gradle.plugins.defaults	12.0.28	-	c92cbdf1159aa1a01ad176cdbc555b40bc643e77
com.liferay	com.liferay.gradle.plugins.defaults	12.0.29	-	121fa8b6c65949a6680f35d27f8187f41e864d5a
com.liferay	com.liferay.gradle.plugins.defaults	12.0.3	-	fa944b9266c1203036b86574ddb495efd9ec2e42
com.liferay	com.liferay.gradle.plugins.defaults	12.0.4	-	14bfb3cbc6423b953b45e6a6581ec11ed4432abf
com.liferay	com.liferay.gradle.plugins.defaults	12.0.5	-	b24683d47b7cb9b7b19e7bda187ec7eaa82ca405
com.liferay	com.liferay.gradle.plugins.defaults	12.0.6	-	7886332df623e6188a9cc66e8fc9b298d6c1de15
com.liferay	com.liferay.gradle.plugins.defaults	12.0.7	-	af7b69b2582191683c9fbc68aa944ca7322b4a5f
com.liferay	com.liferay.gradle.plugins.defaults	12.0.8	-	e07a3b88a0d5832ffbb6006e875426d944b919f7
com.liferay	com.liferay.gradle.plugins.defaults	12.0.9	-	e2c2f301e90a198c3cf7bd61d08fb7b26802b0e5
com.liferay	com.liferay.gradle.plugins.defaults	2.0.0	-	1c4a9a33df928dbac00c72b5d617abbf3e36fbbd
com.liferay	com.liferay.gradle.plugins.defaults	2.0.1	-	c58965553f4fb1bc4e137de8635c470c5927fa0e
com.liferay	com.liferay.gradle.plugins.defaults	2.0.2	-	b2c13189d94bd65409a0ed4a7e6c4bc9476c4d48
com.liferay	com.liferay.gradle.plugins.defaults	2.0.3	-	7759d3dd8fa2f949e5a93be46490276aba4cabe0
com.liferay	com.liferay.gradle.plugins.defaults	2.0.4	-	fe27c6db6e51c5465c43421347182372fe19e355
com.liferay	com.liferay.gradle.plugins.defaults	2.0.5	-	66c65bcdfb8fef474c0197004fa1612faac33e9b
com.liferay	com.liferay.gradle.plugins.defaults	2.0.6	-	a70a4d95eeb0a33676add06cae3bf073d3f9c9cf
com.liferay	com.liferay.gradle.plugins.defaults	2.0.7	-	1a651158493c9ad1cafcc255e816810a7c855172
com.liferay	com.liferay.gradle.plugins.defaults	2.0.8	-	bc2d3f50aa9963b22389f8f37db59e5e0f75299e
com.liferay	com.liferay.gradle.plugins.defaults	2.0.9	-	4b520091f798a2d57ad5a4afd21196ac118181c2
com.liferay	com.liferay.gradle.plugins.defaults	2.1.0	-	cb7dcaf58709d44eebb5b65b00c683189875603a
com.liferay	com.liferay.gradle.plugins.defaults	2.1.1	-	1a0652e9a1e253505f47107f73382b1ff598b75d
com.liferay	com.liferay.gradle.plugins.defaults	2.2.0	-	6144338b1ea3cbd071ebd055391299b82e15c4e4
com.liferay	com.liferay.gradle.plugins.defaults	2.2.1	-	1b12e7d1aeac607c5b2d59094281191301d364ce
com.liferay	com.liferay.gradle.plugins.defaults	2.2.2	-	8144a3b2490777272556dbebca9b32506c23b426
com.liferay	com.liferay.gradle.plugins.defaults	2.2.3	-	271155630c8e87317b7cb27851126c10e278ae89
com.liferay	com.liferay.gradle.plugins.defaults	2.2.4	-	dedf12b317078ce053f739dbe22f30706e1ad1b5
com.liferay	com.liferay.gradle.plugins.defaults	2.3.0	-	fc864b090167b50d51ac217e7d1e65e311d3f65d
com.liferay	com.liferay.gradle.plugins.defaults	2.3.1	-	b2b3798043aa29d7da6f3946e5f218491cd29e99
com.liferay	com.liferay.gradle.plugins.defaults	2.3.10	-	10ae5159482c6816db9897637934ff10f936bec2
com.liferay	com.liferay.gradle.plugins.defaults	2.3.11	-	74a72d56400f43424a2f0e27d0ee02f6b3efb6e9
com.liferay	com.liferay.gradle.plugins.defaults	2.3.2	-	c94b2368978adda7aa7c1d3063f591ffcfd6b739
com.liferay	com.liferay.gradle.plugins.defaults	2.3.3	-	f8191efdd5571e08d009b14524c1529de78a03af
com.liferay	com.liferay.gradle.plugins.defaults	2.3.4	-	a00350582d8f2bbac2f944a6a25395798ce3c78b
com.liferay	com.liferay.gradle.plugins.defaults	2.3.5	-	4182dd79dedba3d2017c89e0e2218f2e35ef72e3
com.liferay	com.liferay.gradle.plugins.defaults	2.3.6	-	702fdc94710cd8fa184ee25d17f980ff50e1c74d
com.liferay	com.liferay.gradle.plugins.defaults	2.3.7	-	8c0bcca58a38a155301fc22566e2b6c5e4b3ab9e
com.liferay	com.liferay.gradle.plugins.defaults	2.3.8	-	fcef85ec50536397839142d16df1f3340f12aa1d
com.liferay	com.liferay.gradle.plugins.defaults	2.3.9	-	63fd86fce8ea89a12fe22c04337cc515e65b83f2
com.liferay	com.liferay.gradle.plugins.defaults	2.4.0	-	319241850f38e6b8c964d7ef908028f94a6023be
com.liferay	com.liferay.gradle.plugins.defaults	2.4.1	-	e932ad36b9255eacc2a28c614ce8d7f13768054a
com.liferay	com.liferay.gradle.plugins.defaults	2.4.10	-	e5352d8e24bb0d1d7e56fa441df502b2deb9af4b
com.liferay	com.liferay.gradle.plugins.defaults	2.4.11	-	9ddc53569de78fa2a9a06f28a8bd7d14991c1ee1
