app.cash.sqldelight	android-paging3-extensions	2.0.0-alpha01		2bf5d4b8c6b483b79b57916102d1b0089b6a79c3
com.kaltura.playkit	playkit	4.30.12-rc1		N/A
com.kaltura.playkit	playkit	4.30.13		N/A
com.kaltura.playkit	playkit	4.30.14		N/A
com.kaltura.playkit	playkit	4.30.2		N/A
com.kaltura.playkit	playkit	4.30.3		N/A
com.kaltura.playkit	playkit	4.30.4		N/A
com.kaltura.playkit	playkit	4.30.5		N/A
com.kaltura.playkit	playkit	4.30.6		N/A
com.kaltura.playkit	playkit	4.30.7		N/A
com.kaltura.playkit	playkit	4.30.9		N/A
com.kaltura.playkit	playkit	4.31.0-rc		N/A
com.kaltura.playkit	playkit	4.31.1-rc4		N/A
com.kaltura.playkit	playkit	4.31.1-rc5		N/A
com.kaltura.playkit	playkit	4.31.1-rc6		N/A
com.kaltura.playkit	playkit	4.31.1-rc7		N/A
com.kaltura.playkit	playkit	4.31.1-rc8		N/A
com.kaltura.playkit	playkit	5.0.0		N/A
com.kaltura.playkit	playkit	5.0.1		N/A
com.maschel	roombajssc	1.0.0		be8b584e57754d41300bab9baa3bd31da589156b
com.maschel	roombajssc	1.0.1		ec0d020ed461d8aafd5b835ebf10bd8d46e333ad
com.maschel	roombajssc	1.0.2		2db845f04723d35a17f1e5b169aafa381fcf6a2f
com.maschel	roombajssc	1.1.0		df27b7c27035cc25b34a35ba18b452df578850f7
com.maschel	roombajssc	v1.0.2		fbf0727383ecd9a58f513a59d52bc51c21e1cabf
com.microsoft.azure	azure-event-hubs-reactive_2.12	0.1.0		51e19219b5d5de9e2e02e460d65579bb54e604c2
com.neko233	virtual-router	0.0.1		N/A
com.neko233	virtual-router	0.0.2		N/A
com.neko233	virtual-router	0.0.3		N/A
com.neko233	virtual-router	0.0.4		N/A
com.reown	walletkit	1.0.0		N/A
com.reown	walletkit	1.0.1		N/A
com.reown	walletkit	1.0.2		N/A
com.reown	walletkit	1.0.3		N/A
com.reown	walletkit	1.0.4		N/A
com.reown	walletkit	1.1.0		N/A
com.reown	walletkit	1.1.1		N/A
com.reown	walletkit	1.1.2		N/A
com.reown	walletkit	1.2.0		N/A
com.reown	walletkit	1.2.1		N/A
com.reown	walletkit	1.2.2		N/A
com.reown	walletkit	1.3.0		N/A
com.reown	walletkit	1.3.1		N/A
com.reown	walletkit	1.3.2		N/A
com.reown	walletkit	1.3.3		N/A
com.rpiaggio	clue-model_2.13	0.1.2		a7753f870f04ab926087ef51117d3a4ee07bf6ae
com.seaglasslookandfeel	seaglasslookandfeel	0.1.6.1		4f59e90e5cd3a176d6bb977d72f5fae1285dac71
com.seaglasslookandfeel	seaglasslookandfeel	0.1.7		8a94cfffbf60c3e53674423d2547ed5f96762afe
com.seaglasslookandfeel	seaglasslookandfeel	0.1.7.1		d41c6b19d6413c1b74462d0094b0736fda60e160
com.seaglasslookandfeel	seaglasslookandfeel	0.1.7.2		52e233652cf996715859f6a1a74312405d4cc147
com.seaglasslookandfeel	seaglasslookandfeel	0.1.7.2.2		43648845a30e8f352f57577353514c8593e20b67
com.seaglasslookandfeel	seaglasslookandfeel	0.1.7.3		f110c5d01067ac804c3ec8a87aa50f6c883624cf
com.seaglasslookandfeel	seaglasslookandfeel	0.2		0d7ff3b063debb04c3fdfefb5deec611e4de5b1a
com.seaglasslookandfeel	seaglasslookandfeel	0.2.1		981e160026b1886df40e8ac88d1283d9f45f5b5e
com.softwaremill.sttp.client3	jsoniter_native0.4_2.12	3.8.15		d1d07a4665d0747dd8efadd98997bfe259325052
com.softwaremill.sttp.client3	jsoniter_native0.4_2.12	3.8.16		987babc373eb9b9e9b06f44c228fa06c52b08374
com.softwaremill.sttp.client3	jsoniter_native0.4_2.12	3.9.0		7402426863889fdd1e7d1e885483c9f9e3a22a56
com.softwaremill.sttp.client3	jsoniter_native0.4_2.12	3.9.1		c649bdc883a8cd7c6888d81831fba2d976b5671f
com.softwaremill.sttp.client3	jsoniter_native0.4_2.12	3.9.2		545018b5124c4a96166bf5722034e0cee5ad9e94
com.softwaremill.sttp.client3	jsoniter_native0.4_2.12	3.9.3		bf804308c2569a331bf34a4ccd0d2125866b8273
com.softwaremill.sttp.client3	jsoniter_native0.4_2.12	3.9.4		ee9d3d1baa75cd371a001e3b9fdab2978caeb9cf
com.softwaremill.sttp.client3	jsoniter_native0.4_2.12	3.9.5		40cf3365fdf00d0d97ddd572284f21944de840c2
com.softwaremill.sttp.client3	jsoniter_native0.4_2.12	3.9.6		fa4716e18a17134fe4e4a255abc77d626274fee0
com.softwaremill.sttp.client3	jsoniter_native0.4_2.12	3.9.7		55f8338e82fe0f359b41aad3049e2c96ead8a850
com.softwaremill.sttp.client3	jsoniter_native0.4_2.12	3.9.8		94650b1ee8b9a8d0d9ebf214eb994ea334eb3efc
com.thoughtworks.deeplearning	bpseq_2.10	1.0.0-M4		5d1c6a54622b72d09aa901e1d3132b0e06dcca7d
com.ti-net.timpush	online	1.0.2		N/A
com.weicoder.extend	quartz-extend	3.2.1		1abe875c9fe6e7a7bdaaf3f5910069f31a6a437d
com.weicoder.extend	quartz-extend	3.3		73c05d2dee16146b94f2007f85273deec916f3ce
com.weicoder.extend	quartz-extend	3.3.1		b1b1374f7af36e461bf2cdd36a25559004609307
com.weicoder.extend	quartz-extend	3.3.2		533bc47caaf0c76965c99b68b55721512711d638
com.weicoder.extend	quartz-extend	3.3.3		ea481d198e26ef95f6e1315451a9bf75ae77a374
com.weicoder.extend	quartz-extend	3.3.4		42f92cbe7e113346abbe68cb38ab378f1571bf8b
com.weicoder.extend	quartz-extend	3.3.5		cd395ab6692965270619362e26952e109f2f326b
com.weicoder.extend	quartz-extend	3.3.6		e97b18891c800ee11e3f296e8eeaa623d3afadaf
com.weicoder.extend	quartz-extend	3.3.7		3fa3bb6240ac51ab82571bb2faa2dc5b161e22d4
com.weicoder.extend	quartz-extend	3.3.8		4595d93a846751eddb2e954927bed3d6fdcc49f7
com.wl4g	xcloud-iam-service-starter-facade	2.0.0		23abe740455333b756e2f10cc5f33d50abeca3f6
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.Core.Model	1.13.0		8fb8595ba89ad50740017e3ab94551a55d6708d7
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.Core.Model	1.13.1		d13e511887c6960a5115bda028a8b269427da15e
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.Core.Model	1.13.2		f21f3d5388cb59e547cfa4e9502a687002cff6d4
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.Core.Model	1.13.3		48ae1ab1ed193bdb20cf2f82e5a7ba02b9f32c4e
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.Core.Model	1.13.4		f337911017556ba71907ad61c2911cbcde9c77c6
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.Core.Model	1.14.0		4ddc4e2fba8de223d4b8845e7b1aaaf8d824dcaf
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.Core.Model	1.14.1		6ffdf945f3f982e96fa4b004e13f610249ac1e8c
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.Core.Model	1.14.2		6420104750a14647e630a6c44c0459230f35efd1
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.Core.Model	1.14.3		8fb34a21cd96c9fb98d0115f2f84bebbef5a3814
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.Core.Model	1.14.4		e453adb35c49a3f95eb08e151f8968dc86d254f8
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.Core.Model	1.14.5		d5905d2d3697bedd815701975895f33388744369
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.Core.Model	1.15.0		a41af712882a9078089b1a8fb3476e9e052b1a8c
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.Core.Model	1.15.1		cbe6a0fad85b093112a79a87db96e0f2314002f6
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.Core.Model	1.15.2		1bbb0a40fa50fabdd900277c1bf95d8c1cf035ce
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.Core.Model	2.0.0		88576e670d42001f061c9596c5829bb54c404004
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.Core.Model	2.0.1		ffd8f1fdcb8eef8bd5bee6f06f97024de2c1e911
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.Core.Model	2.0.10		94c703179da98f57300274caa9114199e30cdb18
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.Core.Model	2.0.11		0ea7c5e9c35672a4a0dfa58a21eeeb060446f10a
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.Core.Model	2.0.12		afe6e4d4f5a665cddd8be19166e1da77b7b7a341
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.Core.Model	2.0.13		b1355bf99e39e50b5ce52b33be4c9e04e9478241
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.Core.Model	2.0.2		d7d08db1fc91cd3ef8ed6d9fe17a93d96bc459f4
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.Core.Model	2.0.3		cb8f2829216e31234f7a5f69f157472b7fe9c15b
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.Core.Model	2.0.4		85c7d7b4d39977a84c504ff546837ba3de743ee2
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.Core.Model	2.0.5		c263398fb5f768123fbb7aa46569e1ea50d54488
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.Core.Model	2.0.6		0c43c51d2aea76cb123c446e579c38332340b0ee
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.Core.Model	2.0.7		60db5ec67a458f3ba7d7aa5bccc58d8dd8770081
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.Core.Model	2.0.8		b411a4f5111e7fa23253e7fc0f76c704ae6b0e73
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.Core.Model	2.0.9		6fe61b94927281eb35c245bf1fdd01376b981eee
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.Core.Model	2.1.0		dbb01377ae616dad3ff246aff112e8b3dd39702d
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.Core.Model	2.1.1		bb7dbe38bc8fe539acca9c01dc65f30cdb657b7f
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.Core.Model	2.1.2		ef0be5f4c47ac968c59b92a71a67b46f2604c59e
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.Core.Model	2.1.3		1270919711dc48ad5282364b7aec258620d9b592
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.Core.Model	2.1.4		d46b3a854256a4e5dc6e3d49cbd427a232d63cec
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.Core.Model	2.1.5		dc893d7cb2167b13e4000ae96cb40716d6ab40c5
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.Core.Model	2.2.0		ab1766c2f8daa7fc87c9d75e8402f1a90349e17e
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.Core.Model	2.2.1		266d12adc6a1565571ad4bbc919496f398de61b4
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.Core.Model	2.2.2		9f0625ba39260c302bb9f82d1998179237425d93
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.Core.Model	2.2.3		be9b918c68fc869adbd1e6672e576b2281fffe65
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.Core.Model	2.2.4		17e03028bfd6191a8fe9e461d6f74cccf027d528
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.Core.Model	2.3.0		28e234fa9a95a09d0b23c536e404b5baf7cfa90d
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.Core.Model	2.3.1		09cf908f613c29757fccb32bdf68bc86437040b8
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.Core.Model	2.3.2		a25d8e49f3d30b361c67b645cb224e7bc52a7464
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.Core.Model	2.3.3		9c443508d029ddfd0e3eed6dba68ea176d4f1888
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.Core.Model	2.3.4		2ffbbb2405dd61a9650f72b99728de877fa0d83c
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.Core.Model	2.4.0		fbbefccc229ebde192065f4e9ca07bb52344c66e
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.Core.Model	2.4.1		b8f42a6a3bdf52163b6bd5f112d20449dfa1285a
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.Core.Model	2.4.2		bf10e27876378921233535a05be09b30ef0558e6
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.Core.Model	2.4.3		315d658f114f500e3657551898c568578e40901a
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.Core.Model	2.4.4		49b0e7f56ee49b7e29b1d5c7df4df41608130506
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.Core.Model	2.4.5		3894be7d08941c2362e6d4f8260525764f67be1f
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.Core.Model	2.4.6		030461be59ecee4b5babea6627f14f0f95a5d8d3
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.Core.Model	2.4.7		21d800d41e722b783798d565556e453256363f5c
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.Core.Model	2.4.8		6be4d677c24474c912095add69af868222d59085
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.Core.Model	2.5.0		fc712417fda50fdfbedf82f23579968e412c0577
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.Core.Model	2.5.1		3f0c14af5e5cfa241c42652f9237e114ed8f2a88
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.Core.Model	2.5.2		14d6d461f6a1017f4e1e89c4ead1e0769512abe6
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.Core.Model	2.5.3		3c3a5e52db9c96c37170703bf431c04a4fab9917
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.Core.Model	2.5.4		2ef0dbd4c8c21ab69dd640078c65dc3994f5526e
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.Core.Model	2.5.5		cf307eafbe3ccb91dce9c2310172d5035f3c33c9
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.Core.Model	2.5.6		97ff94ddfa608b64e80a1fa307156d5bfc3d5d75
de.h2b.scala.lib.math	linalg_2.12	2.1.0		6b7426b7843138b787c0c220919f76ec9b5a0a18
de.h2b.scala.lib.math	linalg_2.12	2.1.1		a51205878d5c935698c0f5c20e9555a98378cdd6
de.h2b.scala.lib.math	linalg_2.12	3.0.0		ded6e69dcb4edb891fb876e0c4b783e10085af36
de.h2b.scala.lib.math	linalg_2.12	3.0.1		1ce3246f33a4c96562ca7e91b1aeec30a95ca74e
de.h2b.scala.lib.math	linalg_2.12	3.1.0		1582a42c66f11cb41a2378746699ee80bf870e0f
de.novanic.gwteventservice.demo.conversation	conversation-server	1.2.0		7fd713654c10ec73f7161b88c56e3e7b80f721ff
de.novanic.gwteventservice.demo.conversation	conversation-server	1.2.1		39de94203be4cf22c1b32c1808125db2a1a111d4
dev.reformator.stacktracedecoroutinator	stacktrace-decoroutinator-jvm-common	2.3.0		867c74fd5fd7c1bced7382cdb99f0b61840b36cd
dev.reformator.stacktracedecoroutinator	stacktrace-decoroutinator-jvm-common	2.3.1		95a68cd6919e45d4a2fa398f012f24feb37cbfcb
dev.reformator.stacktracedecoroutinator	stacktrace-decoroutinator-jvm-common	2.3.2		c094b7af7d6fb185a59ebc8957ed6fe0e6802be8
dev.reformator.stacktracedecoroutinator	stacktrace-decoroutinator-jvm-common	2.3.3		a7bab8947bbf39d3712c50dfa2133acba43c55a2
dev.reformator.stacktracedecoroutinator	stacktrace-decoroutinator-jvm-common	2.3.4		920f65c35295a985c363e3bb67514439292d19ef
dev.reformator.stacktracedecoroutinator	stacktrace-decoroutinator-jvm-common	2.3.5		b87bb06945abe22daf04a995dc9465736a7812d3
dev.reformator.stacktracedecoroutinator	stacktrace-decoroutinator-jvm-common	2.3.6		5698ca6e81560bf3256ddd408b8ce4cb5a7be2a8
dev.reformator.stacktracedecoroutinator	stacktrace-decoroutinator-jvm-common	2.3.7		1d0968bec0d0bf0839d186944ff32cccf8c2484e
dev.reformator.stacktracedecoroutinator	stacktrace-decoroutinator-jvm-common	2.3.8		6c21194798387cda27aa89dae2aa0c5dbc8fd452
dev.reformator.stacktracedecoroutinator	stacktrace-decoroutinator-jvm-common	2.3.9		4f3b6a62fb5db4d7f9dcc8e6509242543b9773fb
gov.nasa	worldwind	2.0.0		17a0fcd1279243a99fb99949f69b3f4879b4a26b
gov.nasa	worldwind	2.0.0-986		2e8031121abc56cd6f43e33460eb8510e837c0d1
io.astefanutti.camel.cdi	karaf	1.1.0		N/A
io.circe	circe-optics_sjs0.6_2.13	0.12.0		56bed06fbb94cad2bba0e191a06312dee8226de8
io.circe	circe-optics_sjs0.6_2.13	0.12.0-RC1		62b4ac426bdd2887416decaba0de40abf2f66b73
io.circe	circe-optics_sjs0.6_2.13	0.12.0-RC2		818ea6850505837f1849a21cf7ab726c157068bf
io.circe	circe-optics_sjs0.6_2.13	0.13.0		fb87e64bcf3998394f871d46ba47a8c206f58e30
io.datalake.geode.jta	narayana-gemfire82	0.1.10		N/A
io.datalake.geode.jta	narayana-gemfire82	0.1.11		N/A
io.exoquery	exoquery-controller-common-macosarm64	0.1.0.PL-0.1.0		N/A
io.exoquery	exoquery-controller-common-macosarm64	0.1.0.PL-0.1.0	metadata	a693abd213c515425b425e4ac7209994eee1fff8
io.exoquery	exoquery-controller-common-macosarm64	1.0.0.PL-1.0.0		N/A
io.exoquery	exoquery-controller-common-macosarm64	1.0.0.PL-1.0.0	metadata	97426b16a29821adb95682f6be6660f891396afd
io.exoquery	exoquery-controller-common-macosarm64	1.0.1.PL-1.0.1		N/A
io.exoquery	exoquery-controller-common-macosarm64	1.0.1.PL-1.0.1	metadata	c8ab6b55296251a2044d63912aea2e20c80e02c0
io.gitee.aeizzz	nacos-client	2.4.1		93200d58e35b40ffa0aa6be7289f3a4374b567f8
io.gitee.aeizzz	nacos-client	2.4.1-OEM		afa1f8e1797aa119a20f8ca4c0ee676d3c26616a
io.github.dennysfredericci.omdbapi	spring-boot-omdbapi-client-starter	0.0.1		934fd79427eaa67d2c67f5a69cda132c7291c4c1
io.github.greedy0110	fibonacci-jvm	1.0.0		68afce3de3d1be39d36277312bd46a7aaa1629c5
io.github.hanxiaofeng	flownet-flow	1.0.0		N/A
io.github.hanxiaofeng	flownet-flow	1.0.2		N/A
io.github.hanxiaofeng	flownet-flow	1.0.3		N/A
io.github.hanxiaofeng	flownet-flow	1.0.4		N/A
io.github.hanxiaofeng	flownet-flow	1.0.5		N/A
io.github.kalist28	dayschedule-wasm-js	alpha-0.0.1		N/A
io.github.landrynorris	platforminfo-linuxarm32	1.0.4		N/A
io.github.landrynorris	platforminfo-linuxarm32	1.1.0		N/A
io.github.msdk	msdk-db-kegg	0.0.10		8689ef31be113682cc667521ccacb119b5196bb3
io.github.msdk	msdk-db-kegg	0.0.11		2e4765e084c8d89d2a82298835e424804ce43611
io.github.msdk	msdk-db-kegg	0.0.12		7cb613fcc5f92926c31e9ae8494b39643f83254a
io.github.msdk	msdk-db-kegg	0.0.13		77eacca2f8f7e00b1461644e9bfdefb87c0cf2bd
io.github.msdk	msdk-db-kegg	0.0.14		d80d6845975b3edf0cc2d1c559306fff86a6f39b
io.github.msdk	msdk-db-kegg	0.0.15		fc18ebfcb2cdd288c5c4c457d94d69292b425205
io.github.msdk	msdk-db-kegg	0.0.16		f7e9df34f02380ab909240bf51d583c7dc3bfd21
io.github.msdk	msdk-db-kegg	0.0.17		9709b3ab84ba262f2afbb517a07389ef8dc4d5e9
io.github.msdk	msdk-db-kegg	0.0.18		ec0b1ea4bf4173f0dc5067b697f7c1a10f3f549b
io.github.msdk	msdk-db-kegg	0.0.19		5ab425db41f6d2b6adb2cd85ebb5854f4ce526b7
io.github.msdk	msdk-db-kegg	0.0.2		635ba8e2798e6a8c7986d27d689f8c749ce6b4ce
io.github.msdk	msdk-db-kegg	0.0.20		e2ff698bb84ab79431be29d45cdeabcf51791ee1
io.github.msdk	msdk-db-kegg	0.0.21		14085c964a02d1357dbcf7167da0fcaced994f33
io.github.msdk	msdk-db-kegg	0.0.22		7182f8c29e0f6d227520d8e0af3cb1cbaf319413
io.github.msdk	msdk-db-kegg	0.0.23		d705a1e5425d82ebc0de732afa15fe242261fba5
io.github.msdk	msdk-db-kegg	0.0.24		2582f0a10387d7864fc1098744d44dbb5869492e
io.github.msdk	msdk-db-kegg	0.0.25		9c32e38e77caad77f4c53e34dfbf800e366c944c
io.github.msdk	msdk-db-kegg	0.0.26		e1ea234fcaf594ba518c1dc5c7f4b842468c6f05
io.github.msdk	msdk-db-kegg	0.0.27		9192fb953ff15ccc24a47fc7409c8a618406a167
io.github.msdk	msdk-db-kegg	0.0.3		9d75003486f2f2a2ff9e83a3c57d7ccddedd890a
io.github.msdk	msdk-db-kegg	0.0.4		e35b80ef595dd2f414d38e0a7f4a9660a08278f6
io.github.msdk	msdk-db-kegg	0.0.5		b544462e3f44f3f328ce63e998c09a649545e3ad
io.github.msdk	msdk-db-kegg	0.0.6		5d6b83b8ee1e7d991acb1aef0f5bfcb8aff443f4
io.github.msdk	msdk-db-kegg	0.0.7		8c06fbc7c4d35421260a871337d0ca24a17412a2
io.github.msdk	msdk-db-kegg	0.0.8		c3dba0d875aad55547d44befbd37b8e7ded1d609
io.github.msdk	msdk-db-kegg	0.0.9		e8c43dd12e8c9d37527a7432fb5a8fb4d07e21c1
io.github.photowey	kafka-plus-jackson	3.7.0.1.1		df1cfbf1050562904e6f4816660f2a5a0eeea562
io.github.photowey	kafka-plus-jackson	3.7.0.1.2		7b356d5c8b8bd92fe0033c7f5ffcffd934fd3bb3
io.github.photowey	kafka-plus-jackson	3.7.0.1.3		b374e4f0f1bc9185acc1d56429596dddc7d090a6
io.github.photowey	kafka-plus-jackson	3.7.0.1.4		e65f0c95a1eb2a4377661238126fbdf57b31c06b
io.github.photowey	kafka-plus-jackson	3.7.0.1.5		b5578f797b45fda6bfcef57db98096d8203b9488
io.github.photowey	kafka-plus-jackson	3.7.0.1.6		07845268977381af077fcc3c25bdfa1a62661566
io.github.pismute	classy-mtl_sjs1_3	0.1.1		d53d778cd744763a177d1a4e918328e19935caa9
io.github.pismute	classy-mtl_sjs1_3	0.2.0		16620da0421648cbf9cc24a5da0feef1331a41d6
io.github.pismute	classy-mtl_sjs1_3	0.2.1		9c7aa0cf00d00c4830b9dca9112c1a4f1a9509ef
io.github.rczyzewski	guacamole-om	0.1.1-RC1		52df6e72ae36c4e3090506f27588b8b662ef6e87
io.github.rczyzewski	guacamole-om	0.1.1-RC2		1eac6e37fa1b5cf011247e6826a5077987db7cbb
io.github.rczyzewski	guacamole-om	0.1.1-RC3		f73658481d0cd6dcec2530106bc69101f26784fc
io.github.woody230.gw2	v2-scope-android-debug	2.0.1		N/A
io.github.woody230.gw2	v2-scope-android-debug	2.0.2		N/A
io.github.woody230.gw2	v2-scope-android-debug	3.0.0		N/A
io.github.woody230.gw2	v2-scope-android-debug	3.10.0		N/A
io.github.woody230.gw2	v2-scope-android-debug	3.11.0		N/A
io.github.woody230.gw2	v2-scope-android-debug	3.12.0		N/A
io.github.woody230.gw2	v2-scope-android-debug	3.13.0		N/A
io.github.woody230.gw2	v2-scope-android-debug	3.6.1		N/A
io.github.woody230.gw2	v2-scope-android-debug	3.7.0		N/A
io.github.woody230.gw2	v2-scope-android-debug	3.8.0		N/A
io.github.woody230.gw2	v2-scope-android-debug	3.9.0		N/A
io.kotest.extensions	kotest-property-arrow-optics-iossimulatorarm64	1.2.0		N/A
io.kotest.extensions	kotest-property-arrow-optics-iossimulatorarm64	1.2.1		N/A
io.kotest.extensions	kotest-property-arrow-optics-iossimulatorarm64	1.2.2		N/A
io.kotest.extensions	kotest-property-arrow-optics-iossimulatorarm64	1.2.3		N/A
io.kotest.extensions	kotest-property-arrow-optics-iossimulatorarm64	1.2.4		N/A
io.kotest.extensions	kotest-property-arrow-optics-iossimulatorarm64	1.2.5		N/A
io.kotest.extensions	kotest-property-arrow-optics-iossimulatorarm64	1.2.5	metadata	2a68bd632e3835f18a9b14126fcd5c7a06e60198
io.kotest.extensions	kotest-property-arrow-optics-iossimulatorarm64	1.3.0		N/A
io.kotest.extensions	kotest-property-arrow-optics-iossimulatorarm64	1.3.0	metadata	82d0029ada650b31df93bdf1b2e8b1ece02683ac
io.kotest.extensions	kotest-property-arrow-optics-iossimulatorarm64	1.3.2		N/A
io.kotest.extensions	kotest-property-arrow-optics-iossimulatorarm64	1.3.2	metadata	8f21341d78e83253aeea40b0d2296cef41243925
io.kotest.extensions	kotest-property-arrow-optics-iossimulatorarm64	1.3.3		N/A
io.kotest.extensions	kotest-property-arrow-optics-iossimulatorarm64	1.3.3	metadata	b19c8b7f35c613634755fa2361aea6b372068d85
io.kotest.extensions	kotest-property-arrow-optics-iossimulatorarm64	1.4.0		N/A
io.kotest.extensions	kotest-property-arrow-optics-iossimulatorarm64	1.4.0	metadata	9ed3d8e50076b4c51cf08c54bb8f3097cc9e09b1
io.kotest.extensions	kotest-property-arrow-optics-iossimulatorarm64	2.0.0		N/A
io.kotest.extensions	kotest-property-arrow-optics-iossimulatorarm64	2.0.0	metadata	733c680da8d54066a2977586d5b2756ff95828b0
io.openliberty.features	com.ibm.websphere.appserver.jaxrsAppSecurity-2.1	18.0.0.2		N/A
io.openliberty.features	com.ibm.websphere.appserver.jaxrsAppSecurity-2.1	18.0.0.3		N/A
io.openliberty.features	com.ibm.websphere.appserver.jaxrsAppSecurity-2.1	18.0.0.4		N/A
io.openliberty.features	com.ibm.websphere.appserver.jaxrsAppSecurity-2.1	19.0.0.1		N/A
io.openliberty.features	com.ibm.websphere.appserver.jaxrsAppSecurity-2.1	19.0.0.10		N/A
io.openliberty.features	com.ibm.websphere.appserver.jaxrsAppSecurity-2.1	19.0.0.11		N/A
io.openliberty.features	com.ibm.websphere.appserver.jaxrsAppSecurity-2.1	19.0.0.12		N/A
io.openliberty.features	com.ibm.websphere.appserver.jaxrsAppSecurity-2.1	19.0.0.2		N/A
io.openliberty.features	com.ibm.websphere.appserver.jaxrsAppSecurity-2.1	19.0.0.3		N/A
io.openliberty.features	com.ibm.websphere.appserver.jaxrsAppSecurity-2.1	19.0.0.4		N/A
io.openliberty.features	com.ibm.websphere.appserver.jaxrsAppSecurity-2.1	19.0.0.5		N/A
io.openliberty.features	com.ibm.websphere.appserver.jaxrsAppSecurity-2.1	19.0.0.6		N/A
io.openliberty.features	com.ibm.websphere.appserver.jaxrsAppSecurity-2.1	19.0.0.7		N/A
io.openliberty.features	com.ibm.websphere.appserver.jaxrsAppSecurity-2.1	19.0.0.8		N/A
io.openliberty.features	com.ibm.websphere.appserver.jaxrsAppSecurity-2.1	19.0.0.9		N/A
io.openliberty.features	com.ibm.websphere.appserver.jaxrsAppSecurity-2.1	20.0.0.1		N/A
io.openliberty.features	com.ibm.websphere.appserver.jaxrsAppSecurity-2.1	20.0.0.10		N/A
io.openliberty.features	com.ibm.websphere.appserver.jaxrsAppSecurity-2.1	20.0.0.11		N/A
io.openliberty.features	com.ibm.websphere.appserver.jaxrsAppSecurity-2.1	20.0.0.12		N/A
io.openliberty.features	com.ibm.websphere.appserver.jaxrsAppSecurity-2.1	20.0.0.2		N/A
io.openliberty.features	com.ibm.websphere.appserver.jaxrsAppSecurity-2.1	20.0.0.3		N/A
