co.amity.android	amity-api	5.35.0		N/A
io.quarkus	quarkus-extension-plugin	0.23.1		c9e6a87c883476020fc6905ad2b5e0b76760272c
io.quarkus	quarkus-extension-plugin	0.23.2		a3f6b12aa23192723a1fed642d303d3dbbda6831
io.quarkus	quarkus-extension-plugin	0.24.0		02e8f9ae592c89da6bc99aa685994b31819429cf
io.quarkus	quarkus-extension-plugin	0.25.0		6d868dfa5921acc511e2e5c0faef98f493ee26a5
io.quarkus	quarkus-extension-plugin	0.26.0		cd21b3c9467bca00b374f927dd6b0ab0ce4171a9
io.quarkus	quarkus-extension-plugin	0.26.1		7627978dde5fef936c4a6a3b028a1cd8c34c79c6
io.reactivex.rxjava2	rxandroid	2.0.0		N/A
io.reactivex.rxjava2	rxandroid	2.0.0-RC1		N/A
io.reactivex.rxjava2	rxandroid	2.0.1		N/A
io.reactivex.rxjava2	rxandroid	2.0.2		N/A
io.reactivex.rxjava2	rxandroid	2.1.0		N/A
io.reactivex.rxjava2	rxandroid	2.1.1		N/A
io.shulie.tro	tro-beans	1.15.0		cf9c86a66be9a2c8430d8a5e045dbbbc629c28d5
io.shulie.tro	tro-beans	1.4.15		1491221cc444f6bdb3360e65864776d3c99aaf3e
io.shulie.tro	tro-beans	1.4.16		4b586303433c0249b5f5464bf54bc3bf2bae8ee4
ir.msob.jima.security	security-starter-restful-test	1.1.7		N/A
ir.msob.jima.security	security-starter-restful-test	1.3.0		N/A
net.exoego	aws-sdk-scalajs-facade-s3_sjs1_2.12	0.29.0-v2.624.0		fd579d65ad7b76cb02017f3f8fdc2b23ceec4926
net.exoego	aws-sdk-scalajs-facade-s3_sjs1_2.12	0.30.0-v2.715.0		5ae923062d5ce2c428708a9c3b847d1f0e161909
net.exoego	aws-sdk-scalajs-facade-s3_sjs1_2.12	0.31.0-v2.731.0		10138ea992123e03d11802a171b7767e8f1165a4
net.exoego	aws-sdk-scalajs-facade-s3_sjs1_2.12	0.32.0-v2.798.0		93ef5d7d7d854fc43452f8046c79cd0d41909967
net.exoego	aws-sdk-scalajs-facade-s3_sjs1_2.12	0.33.0-v2.892.0		fa5c019a0ffbbf95b9076935cdef487dae940c54
net.katsstuff	ackcord-core_2.11	0.12.0		2fe247025c05ca82e66bbaeeb97b529a312a93b3
net.katsstuff	ackcord-core_2.11	0.13.0		9e7e87481ca220ca8a19f7ba3e448a2732592343
net.katsstuff	ackcord-core_2.11	0.14.0		39afd8fd0cdb2747fd751cc9811adb9ca6436779
net.sf.gnasher	gnasher	0.2		56ed6cca55f8b3d7d11def4d07f3639d6f16838d
nl.pvanassen.led	led-controller	1.7.0		26b2cebdbc15574fe18fe1c05397a5754cc223ac
nl.pvanassen.led	led-controller	1.7.0	jar-with-dependencies	bcc5ec5e482fdecaef7322d9826271956823c7ca
org.apache.camel.k	camel-k-runtime-jvm	0.2.1		04ffdcaab82dd699bccb0f6deb236bdd83d58620
org.apache.camel.k	camel-k-runtime-jvm	0.3.0		3efb79f231f794674b70889507910c35bc299315
org.apache.camel.k	camel-k-runtime-jvm	0.3.1		2fa749cc501fec44db0126addecdde7484172429
org.apache.camel.k	camel-k-runtime-jvm	0.3.2		7eca9aee2b94a1ee939c861836164b86e129a81c
org.apache.camel.k	camel-k-runtime-jvm	0.3.3		631cf4eb0df8492c7337ba25cca039e62d74ddd2
org.apache.camel.k	camel-k-runtime-jvm	1.0.0		caf042067cd6805282313189cb5843b72542609e
org.apache.camel.k	camel-k-runtime-jvm	1.0.1		02318608d25931cddbdb476926e5e0f82fcf0a0b
org.apache.camel.k	camel-k-runtime-jvm	1.0.4		5773a81f8c64b760f195eaa69cd431a9294688bd
org.apache.camel.quarkus	camel-quarkus-chunk-parent	1.1.0		N/A
org.apache.camel.quarkus	camel-quarkus-chunk-parent	1.2.0		N/A
org.apache.camel.quarkus	camel-quarkus-chunk-parent	1.3.0		N/A
org.apache.camel.quarkus	camel-quarkus-chunk-parent	1.4.0		N/A
org.apache.camel.quarkus	camel-quarkus-chunk-parent	1.5.0		N/A
org.apache.camel.quarkus	camel-quarkus-chunk-parent	1.6.0		N/A
org.apache.camel.quarkus	camel-quarkus-chunk-parent	1.7.0		N/A
org.apache.camel.quarkus	camel-quarkus-chunk-parent	1.8.0		N/A
org.apache.camel.quarkus	camel-quarkus-chunk-parent	1.8.1		N/A
org.apache.camel.quarkus	camel-quarkus-chunk-parent	2.0.0		N/A
org.apache.camel.quarkus	camel-quarkus-chunk-parent	2.0.0-M1		N/A
org.apache.camel.quarkus	camel-quarkus-chunk-parent	2.0.0-M2		N/A
org.apache.camel.quarkus	camel-quarkus-chunk-parent	2.1.0		N/A
org.apache.camel.quarkus	camel-quarkus-chunk-parent	2.10.0		N/A
org.apache.camel.quarkus	camel-quarkus-chunk-parent	2.11.0		N/A
org.apache.camel.quarkus	camel-quarkus-chunk-parent	2.12.0		N/A
org.apache.camel.quarkus	camel-quarkus-chunk-parent	2.13.0		N/A
org.apache.camel.quarkus	camel-quarkus-chunk-parent	2.13.1		N/A
org.apache.camel.quarkus	camel-quarkus-chunk-parent	2.13.2		N/A
org.apache.camel.quarkus	camel-quarkus-chunk-parent	2.13.3		N/A
org.apache.camel.quarkus	camel-quarkus-chunk-parent	2.14.0		N/A
org.apache.camel.quarkus	camel-quarkus-chunk-parent	2.15.0		N/A
org.apache.camel.quarkus	camel-quarkus-chunk-parent	2.16.0		N/A
org.apache.camel.quarkus	camel-quarkus-chunk-parent	2.2.0		N/A
org.apache.camel.quarkus	camel-quarkus-chunk-parent	2.2.1		N/A
org.apache.camel.quarkus	camel-quarkus-chunk-parent	2.3.0		N/A
org.apache.camel.quarkus	camel-quarkus-chunk-parent	2.4.0		N/A
org.apache.camel.quarkus	camel-quarkus-chunk-parent	2.5.0		N/A
org.apache.camel.quarkus	camel-quarkus-chunk-parent	2.6.0		N/A
org.apache.camel.quarkus	camel-quarkus-chunk-parent	2.7.0		N/A
org.apache.camel.quarkus	camel-quarkus-chunk-parent	2.7.1		N/A
org.apache.camel.quarkus	camel-quarkus-chunk-parent	2.7.2		N/A
org.apache.camel.quarkus	camel-quarkus-chunk-parent	2.8.0		N/A
org.apache.camel.quarkus	camel-quarkus-chunk-parent	2.8.0-M1		N/A
org.apache.camel.quarkus	camel-quarkus-chunk-parent	2.9.0		N/A
org.apache.camel.quarkus	camel-quarkus-chunk-parent	3.0.0-M1		N/A
org.apache.camel.quarkus	camel-quarkus-chunk-parent	3.0.0-M2		N/A
org.apache.camel.quarkus	camel-quarkus-chunk-parent	3.0.0-RC1		N/A
org.apache.camel.quarkus	camel-quarkus-chunk-parent	3.0.0-RC2		N/A
org.apache.camel.quarkus	camel-quarkus-chunk-parent	3.10.0		N/A
org.apache.camel.quarkus	camel-quarkus-chunk-parent	3.11.0		N/A
org.apache.camel.quarkus	camel-quarkus-chunk-parent	3.12.0		N/A
org.apache.camel.quarkus	camel-quarkus-chunk-parent	3.13.0		N/A
org.apache.camel.quarkus	camel-quarkus-chunk-parent	3.14.0		N/A
org.apache.camel.quarkus	camel-quarkus-chunk-parent	3.15.0		N/A
org.apache.camel.quarkus	camel-quarkus-chunk-parent	3.15.1		N/A
org.apache.camel.quarkus	camel-quarkus-chunk-parent	3.15.2		N/A
org.apache.camel.quarkus	camel-quarkus-chunk-parent	3.15.3		N/A
org.apache.camel.quarkus	camel-quarkus-chunk-parent	3.16.0		N/A
org.apache.camel.quarkus	camel-quarkus-chunk-parent	3.17.0		N/A
org.apache.camel.quarkus	camel-quarkus-chunk-parent	3.18.0		N/A
org.apache.camel.quarkus	camel-quarkus-chunk-parent	3.19.0		N/A
org.apache.camel.quarkus	camel-quarkus-chunk-parent	3.2.0		N/A
org.apache.camel.quarkus	camel-quarkus-chunk-parent	3.2.1		N/A
org.apache.camel.quarkus	camel-quarkus-chunk-parent	3.2.2		N/A
org.apache.camel.quarkus	camel-quarkus-chunk-parent	3.2.3		N/A
org.apache.camel.quarkus	camel-quarkus-chunk-parent	3.20.0		N/A
org.apache.camel.quarkus	camel-quarkus-chunk-parent	3.22.0		N/A
org.apache.camel.quarkus	camel-quarkus-chunk-parent	3.4.0		N/A
org.apache.camel.quarkus	camel-quarkus-chunk-parent	3.5.0		N/A
org.apache.camel.quarkus	camel-quarkus-chunk-parent	3.6.0		N/A
org.apache.camel.quarkus	camel-quarkus-chunk-parent	3.7.0		N/A
org.apache.camel.quarkus	camel-quarkus-chunk-parent	3.8.0		N/A
org.apache.camel.quarkus	camel-quarkus-chunk-parent	3.8.1		N/A
org.apache.camel.quarkus	camel-quarkus-chunk-parent	3.8.2		N/A
org.apache.camel.quarkus	camel-quarkus-chunk-parent	3.8.3		N/A
org.apache.camel.quarkus	camel-quarkus-chunk-parent	3.8.4		N/A
org.apache.camel.quarkus	camel-quarkus-chunk-parent	3.9.0		N/A
org.apache.servicemix.bundles	org.apache.servicemix.bundles.scala-library	2.10.0_1		bcb56ee84b769dca354fbf74702f596c78681051
org.apache.servicemix.bundles	org.apache.servicemix.bundles.scala-library	2.10.2_1		fa3c885786fe71a7a81c5183bb5ab37b0ad5a32f
org.apache.servicemix.bundles	org.apache.servicemix.bundles.scala-library	2.8.0.RC7_1		a9a7541b746edb848c560d7e80da43b380fee344
org.apache.servicemix.bundles	org.apache.servicemix.bundles.scala-library	2.8.0.RC7_2		6da078e56c3fc1faf4fa4a6c23587f3f3abbb714
org.apache.servicemix.bundles	org.apache.servicemix.bundles.scala-library	2.8.0.RC7_3		c2b5f7556ed0a4d883ba47cc6f1a1156cd935f67
org.apache.servicemix.bundles	org.apache.servicemix.bundles.scala-library	2.8.0_1		54f307bbd1719c10c4e06e64a44168cbd5e5f8d6
org.apache.servicemix.bundles	org.apache.servicemix.bundles.scala-library	2.8.0_2		8fe60679822312a770624eb3b8e3f48d9eab1794
org.apache.servicemix.bundles	org.apache.servicemix.bundles.scala-library	2.8.1_1		adef7d196d8028efd194f5182f3e6eb08fb66341
org.apache.servicemix.bundles	org.apache.servicemix.bundles.scala-library	2.8.1_2		1d86ca0652adf22ed79cb63bfda80d6db1e24c41
org.apache.servicemix.bundles	org.apache.servicemix.bundles.scala-library	2.9.0_1		695609b0f08cbd604ec8f3a94b333c2133dbadaa
org.apache.servicemix.bundles	org.apache.servicemix.bundles.scala-library	2.9.1_1		a100cfd757d4b0c24da73eaa783761f1a3a85896
org.apache.servicemix.bundles	org.apache.servicemix.bundles.scala-library	2.9.1_2		bb014f715ce381d96d376e1efabe717e9d4100cc
org.apache.servicemix.bundles	org.apache.servicemix.bundles.scala-library	2.9.1_3		ad1d24314e5cb18e1282e3a769aa93bb801dea0e
org.apache.servicemix.bundles	org.apache.servicemix.bundles.scala-library	2.9.2_1		22526abcbb0d9e19d8f2e2cadc9e41e030bc4a0e
org.benf	cfr	0.132		a55c15198db9a47a1cbc185a3702add01e0be04a
org.benf	cfr	0.135		6c2c43ccaaaf286e2d44e2e0f7fd527aff66978d
org.benf	cfr	0.136		b0f4eda9c6ef916f545e14addfebefbf7aeceadb
org.benf	cfr	0.137		e5654c7210954f6faefbc716f9c7b2963d6f0106
org.benf	cfr	0.138		346b5824981760d31d6fdfc970dc6be102d9df14
org.benf	cfr	0.139		a72f6401c011632076dafae604cd5551b2d2bd36
org.benf	cfr	0.140		d543ef26f357db915a9e0c2686ca294ad5d779ec
org.benf	cfr	0.141		0de15be87b99f8e5cfa6822f499870ca4e50eeed
org.benf	cfr	0.143		3e234c748105893184418b06a3e2b1e65261c30b
org.benf	cfr	0.144		123404a4caea405370022a4d8e678e4fc490f4e4
org.benf	cfr	0.145		ab2e44d7df31b4886bb4ac4b8eb687886bed7313
org.benf	cfr	0.146		b650fb65a1adba0e78d03844ac498aa94637c068
org.benf	cfr	0.147		823af46bf68623f3e64f9176d0ce8e06cf9ccdd7
org.benf	cfr	0.148		b2e96da5a68a4d4afa440633418b96605a6f189f
org.benf	cfr	0.149		1780740ea88fe6c97d7b17397f801c9807bb58ed
org.benf	cfr	0.150		921281ecc9c1c8f352639bf0201c2448b8702027
org.benf	cfr	0.151		21d10151b871f099b2c8af227a726c30d0d6a77c
org.benf	cfr	0.152		48ef4892cfe8feffddbbd0ff077735140557db74
org.carewebframework	org.carewebframework.web.script-parent	1.0.0		N/A
org.carewebframework	org.carewebframework.web.script-parent	1.0.0-RC2		N/A
org.carewebframework	org.carewebframework.web.script-parent	1.0.1		N/A
org.carewebframework	org.carewebframework.web.script-parent	1.0.2		N/A
org.carewebframework	org.carewebframework.web.script-parent	1.0.3		N/A
org.carewebframework	org.carewebframework.web.script-parent	1.0.4		N/A
org.carewebframework	org.carewebframework.web.script-parent	1.0.5		N/A
org.easybatch	easybatch-tutorials	2.2.0		2a2e6dcd8acaf2e976c21700fdd5e4b58cc55ce8
org.easybatch	easybatch-tutorials	3.0.0		10a1a3856fa8cecb9ef8f0f0ccb0707c8adb223a
org.eclipse.gemini.blueprint	gemini-blueprint-core	2.0.0.RELEASE		934b5b61c8c7b4dffb8fe5fd4c99ab54e4558e0c
org.eclipse.gemini.blueprint	gemini-blueprint-core	2.1.0.JAVA7		4d2a69b1b692a096a0d0c7e630cafca5187f0c97
org.eclipse.gemini.blueprint	gemini-blueprint-core	2.1.0.M1		391cfdb6de50cbc5f087a9b7e25786a8a6b0bf8a
org.eclipse.gemini.blueprint	gemini-blueprint-core	2.1.0.M2		871596150f9688fc6343c82c9f3090c3ae102240
org.eclipse.gemini.blueprint	gemini-blueprint-core	2.1.0.RELEASE		6dc186c94878dc2a89e5ca7597561c7e11f2c1fd
org.eclipse.gemini.blueprint	gemini-blueprint-core	3.0.0.M01		7e851316b965bd11b18f9540f3f6150651fa9082
org.eclipse.platform	org.eclipse.core.net.linux.x86_64	1.2.0		e0ec7b989cfc61a4c725a25f0a132434cbd36ca3
org.eclipse.platform	org.eclipse.core.net.linux.x86_64	1.2.100		399ffbe8b30001b2aabbfc6f85c5307438e98172
org.eclipse.platform	org.eclipse.core.net.linux.x86_64	1.2.200		ff737dc5cd383e5fc305480eee719c659a09a4ef
org.eclipse.platform	org.eclipse.core.net.linux.x86_64	1.2.300		2e8bee7cd10fee2d816f6705df85e26729c83133
org.eclipse.platform	org.eclipse.core.net.linux.x86_64	1.2.400		19b5df8225d3cf5ffe9105687e895a8a21efee75
org.eclipse.platform	org.eclipse.core.net.linux.x86_64	1.2.500		580fbeba041bc3994a4fbe69730ba5728b64a8cc
org.finos.legend.engine	legend-engine-xt-serviceStore-grammar	3.1.0		b040e5e44afc16adfece6f1883c780b575524417
org.finos.legend.engine	legend-engine-xt-serviceStore-grammar	3.10.0		d40c77f667bb0b6062eee65d57439c4c60e87512
org.finos.legend.engine	legend-engine-xt-serviceStore-grammar	3.11.0		e0f65098478c75f27f242e4217fa043b94834c26
org.finos.legend.engine	legend-engine-xt-serviceStore-grammar	3.12.0		9684a5b8e21f9ed26f1033b7c837e5ae452cd117
org.finos.legend.engine	legend-engine-xt-serviceStore-grammar	3.13.0		56983cfc33fcde5e463d33ccb3a10d3db84eb90d
org.finos.legend.engine	legend-engine-xt-serviceStore-grammar	3.14.1		b9fc3135aa3dc7304b9a1ab91dca7342e7249333
org.finos.legend.engine	legend-engine-xt-serviceStore-grammar	3.14.2		22562a291f855758a1da320703d1d360160457e4
org.finos.legend.engine	legend-engine-xt-serviceStore-grammar	3.14.4		7f20706e5b9be590298eb35e05947e34310f7534
org.finos.legend.engine	legend-engine-xt-serviceStore-grammar	3.14.5		13a1b726b840a8270f9424f6aeeec6143a168d6d
org.finos.legend.engine	legend-engine-xt-serviceStore-grammar	3.15.2		a8c58757d4d3ecb8d9d2e1c1c25dd9fa20bad3fa
org.finos.legend.engine	legend-engine-xt-serviceStore-grammar	3.15.3		133a96900357002ce0241b570d9146dfda5ed30e
org.finos.legend.engine	legend-engine-xt-serviceStore-grammar	3.16.0		8cfa24fea1783ec919f0333aff02a6c15dbdf87e
org.finos.legend.engine	legend-engine-xt-serviceStore-grammar	3.17.0		691019eca0dcd745f94b954ffd963a927992a54f
org.finos.legend.engine	legend-engine-xt-serviceStore-grammar	3.17.4		4080fa4209a9adebd9f8a82f06d29ffde432345b
org.finos.legend.engine	legend-engine-xt-serviceStore-grammar	3.18.1		b1b456776b85464ac8d9c803e7310248b59dcb8d
org.finos.legend.engine	legend-engine-xt-serviceStore-grammar	3.18.2		3a7c83654f41552c36026c3cb9725b96db63a683
org.finos.legend.engine	legend-engine-xt-serviceStore-grammar	3.19.0		3fb509a34058b1ab6c630a9105b1ef50a7193d91
org.finos.legend.engine	legend-engine-xt-serviceStore-grammar	3.19.1		92daafe14b62c60bfe9849c2f7b2ca2b6d40ad00
org.finos.legend.engine	legend-engine-xt-serviceStore-grammar	3.19.4		070cc10fe2de247c50cc77d214013c252fd195ce
org.finos.legend.engine	legend-engine-xt-serviceStore-grammar	3.2.0		1532a8b5c3b64230a2a05a1f248069fb419ad9ce
org.finos.legend.engine	legend-engine-xt-serviceStore-grammar	3.2.1		a0a251d87c08b45403b1946db8dfaa00b90a3a35
org.finos.legend.engine	legend-engine-xt-serviceStore-grammar	3.20.1		810fd2da23eabb21aed616ae59b4368764560970
org.finos.legend.engine	legend-engine-xt-serviceStore-grammar	3.21.0		127fa6139c00cbaff49f565469d2720dad799a10
org.finos.legend.engine	legend-engine-xt-serviceStore-grammar	3.21.1		caffead9ed209281a80f206f25e6656ce9537743
org.finos.legend.engine	legend-engine-xt-serviceStore-grammar	3.22.4		5cc34d7cd376b98ca1b375b98cad23f4af9d6ff6
org.finos.legend.engine	legend-engine-xt-serviceStore-grammar	3.23.1		43dbfe03d9d53d6f39f86ca7b71ba45e5f4d9c1d
org.finos.legend.engine	legend-engine-xt-serviceStore-grammar	3.23.2		ed43414c8427874ed7cf19cc2bc372de9dd415ca
org.finos.legend.engine	legend-engine-xt-serviceStore-grammar	3.24.0		db028edf6d27bcd3e35c33d73657c48caefc5203
org.finos.legend.engine	legend-engine-xt-serviceStore-grammar	3.25.0		e00ef751ac6ef240da1ba6a348369f81e4a3d1d3
org.finos.legend.engine	legend-engine-xt-serviceStore-grammar	3.26.0		f85392185cedfcdcc7ad7eebc9bb99e929e3e2e2
org.finos.legend.engine	legend-engine-xt-serviceStore-grammar	3.27.0		b64c0a7202752bb9913537afe3836ed4873e10ee
org.finos.legend.engine	legend-engine-xt-serviceStore-grammar	3.28.0		5fa961867e2d118c6113450f68b741b2d42ecd7f
org.finos.legend.engine	legend-engine-xt-serviceStore-grammar	3.29.0		af05d9042c1697e1717e4460ed3b7efcd080c334
org.finos.legend.engine	legend-engine-xt-serviceStore-grammar	3.29.1		1be5d5ec28b2821f67b22f88ed29ae8b324b62f6
org.finos.legend.engine	legend-engine-xt-serviceStore-grammar	3.3.1		4ff028f0057df1b95f012cf12d533115aa11f619
org.finos.legend.engine	legend-engine-xt-serviceStore-grammar	3.30.1		f6cce769e28123c47ee84ffe5c9e9e0e76e25cbd
org.finos.legend.engine	legend-engine-xt-serviceStore-grammar	3.31.0		b261b5494cfe8f648f65f40dc12075db6e80bbbf
org.finos.legend.engine	legend-engine-xt-serviceStore-grammar	3.32.0		2202f995d394d07a652b24135f1895dd51e169be
org.finos.legend.engine	legend-engine-xt-serviceStore-grammar	3.33.0		c822e62d178d55fdd3be7a37a8a5f35f3bb86b32
org.finos.legend.engine	legend-engine-xt-serviceStore-grammar	3.34.0		89703e854864dd94f7926987aa4bb37b3ad39513
org.finos.legend.engine	legend-engine-xt-serviceStore-grammar	3.34.1		ebc888333d4b6d45d3b8edc152309474cedab9af
org.finos.legend.engine	legend-engine-xt-serviceStore-grammar	3.34.3		07b6801b6acaec2ed5b3b6658b023f4769957227
org.finos.legend.engine	legend-engine-xt-serviceStore-grammar	3.34.4		800173c6fcccef9a7240debdb33501938146870b
org.finos.legend.engine	legend-engine-xt-serviceStore-grammar	3.35.0		b55aa3d49cb76fa545301b262d88df512112b3b5
org.finos.legend.engine	legend-engine-xt-serviceStore-grammar	3.35.1		e460b7d2f8a272d73edaf51cf6817deee65196a3
org.finos.legend.engine	legend-engine-xt-serviceStore-grammar	3.4.0		9dd2131ca60a97c3731f91abbef28897324e88a9
org.finos.legend.engine	legend-engine-xt-serviceStore-grammar	3.5.0		a27abf184630a66282e68a243e158c0629b211d8
org.finos.legend.engine	legend-engine-xt-serviceStore-grammar	3.6.1		12be512d3271a7dc726f25bbec488f5353d15b5d
org.finos.legend.engine	legend-engine-xt-serviceStore-grammar	3.6.2		061f6ab64e28f5940fbba4dae3824b03df4ae0c1
org.finos.legend.engine	legend-engine-xt-serviceStore-grammar	3.7.0		3d2f9bd3d7cec4bcc9c690e5fab790f2c71de318
org.finos.legend.engine	legend-engine-xt-serviceStore-grammar	3.8.0		836086b05fff45ca1ead5c0be228a78880b5892c
org.finos.legend.engine	legend-engine-xt-serviceStore-grammar	3.8.1		9cf00af191b64ab2c938c8e0d70cbf584425b62e
org.finos.legend.engine	legend-engine-xt-serviceStore-grammar	3.9.2		ce96bc44173cb885b80f1bc086c7252bf763d6bf
org.finos.legend.engine	legend-engine-xt-serviceStore-grammar	3.9.3		8e3e33a7d1006d879e42be6e63cd43f0412bbda8
org.finos.legend.engine	legend-engine-xt-serviceStore-grammar	4.0.0		55d19f2be5766183c36118891e5eec039150264d
org.finos.legend.engine	legend-engine-xt-serviceStore-grammar	4.1.0		209738091775d49e3ffce612833e4ab2c096e4b5
org.finos.legend.engine	legend-engine-xt-serviceStore-grammar	4.10.0		c66362c63e779247fb2a184680139124d1fd6c61
org.finos.legend.engine	legend-engine-xt-serviceStore-grammar	4.11.0		9eb0f5b304bb5c139231e24884742ce787d51b1d
org.finos.legend.engine	legend-engine-xt-serviceStore-grammar	4.11.1		1c7319cce089a0163a01228afcb984f977a9208b
org.finos.legend.engine	legend-engine-xt-serviceStore-grammar	4.12.1		f8586ad61e3ee5a37b37000a96fdc475b7bbf63f
org.finos.legend.engine	legend-engine-xt-serviceStore-grammar	4.13.1		32d7b687c1bbceb606329b5f4a0f7c80693759da
org.finos.legend.engine	legend-engine-xt-serviceStore-grammar	4.13.2		e26687a3eba4f20b0dba79f590887fb0b5991e88
org.finos.legend.engine	legend-engine-xt-serviceStore-grammar	4.13.3		2360574ae4ca82cff0a12ab74de626f6a8bd34fb
org.finos.legend.engine	legend-engine-xt-serviceStore-grammar	4.14.1		f28368041d43523f5adf341d9e21af3b13e278c5
org.finos.legend.engine	legend-engine-xt-serviceStore-grammar	4.15.4		c6d8b0d190b2fcff81377f99acc5d9a412640d79
org.finos.legend.engine	legend-engine-xt-serviceStore-grammar	4.15.6		63a8cc72d244346d6e0e0cf23a6cec156095176a
org.finos.legend.engine	legend-engine-xt-serviceStore-grammar	4.15.7		8473d3c7340b780a07c6d17aa149565d8b717276
org.finos.legend.engine	legend-engine-xt-serviceStore-grammar	4.15.8		beba5d8834068b3a63ad87848cbdedbfaaf2725e
org.finos.legend.engine	legend-engine-xt-serviceStore-grammar	4.15.9		aaf8be6c02e20992c97f95fc06421821824288ca
org.finos.legend.engine	legend-engine-xt-serviceStore-grammar	4.16.0		5910cecd7ecf85ab46b3e0c0a140e5452a2d2229
org.finos.legend.engine	legend-engine-xt-serviceStore-grammar	4.16.1		5abbfee06d27bbf130c9016ec1d43ef89ceddb82
org.finos.legend.engine	legend-engine-xt-serviceStore-grammar	4.17.0		d6c0036445de975d921c5911104ffdec955ff15b
org.finos.legend.engine	legend-engine-xt-serviceStore-grammar	4.18.2		39e477bebd6cd3e4cbceb0f8a79d47ecb21262c7
org.finos.legend.engine	legend-engine-xt-serviceStore-grammar	4.18.3		4555b11ecb8f8ebb0327b1522f1bb2e1d07e9c6f
org.finos.legend.engine	legend-engine-xt-serviceStore-grammar	4.18.4		9c28f7e4c7461bed5be607d06e455a64beca6e3d
org.finos.legend.engine	legend-engine-xt-serviceStore-grammar	4.18.5		61a4da362da207cbc0e4296c123c9e4564c130f8
org.finos.legend.engine	legend-engine-xt-serviceStore-grammar	4.19.0		84472d874d22fd75d87e18fafff8dea91dfc076a
org.finos.legend.engine	legend-engine-xt-serviceStore-grammar	4.2.0		f20b56512341d9571a143c9f4009f9cfc6ed73b8
org.finos.legend.engine	legend-engine-xt-serviceStore-grammar	4.20.3		c6ebf7a3490bda768101932746d5ef6acf3d95df
org.finos.legend.engine	legend-engine-xt-serviceStore-grammar	4.21.0		6616fc6b2254b995c7f5129f3a7ed76c409aeb26
org.finos.legend.engine	legend-engine-xt-serviceStore-grammar	4.21.1		a096ed782525ab5e05c12208d6b3af9fcbb2bb33
org.finos.legend.engine	legend-engine-xt-serviceStore-grammar	4.22.0		0cf333e39c44b1387d80729bc64704f64bc0bea7
org.finos.legend.engine	legend-engine-xt-serviceStore-grammar	4.22.1		e2aa6892e5f4edb007deee1b9f29e95d46b74c1a
org.finos.legend.engine	legend-engine-xt-serviceStore-grammar	4.23.0		3f0472f129234ab22e8eaf13496c4d13a4bdb2fc
org.finos.legend.engine	legend-engine-xt-serviceStore-grammar	4.24.0		8e0f3b7a2e45ddee873a4a802fc3faee08a0fbf9
org.finos.legend.engine	legend-engine-xt-serviceStore-grammar	4.25.0		57472564c1c529dd400033863c2e67a75cc681b6
org.finos.legend.engine	legend-engine-xt-serviceStore-grammar	4.25.1		5b948c8945afa5ececad141cdc97ce41cfff2b24
org.finos.legend.engine	legend-engine-xt-serviceStore-grammar	4.25.2		287128adfcc85cfed52a5d5b462b6fb9077a05c9
org.finos.legend.engine	legend-engine-xt-serviceStore-grammar	4.26.0		304a2380f3642850b90f11466bdd8e36926300ac
org.finos.legend.engine	legend-engine-xt-serviceStore-grammar	4.26.3		570a840233dad258601560fb735a8314a3cdb5e1
org.finos.legend.engine	legend-engine-xt-serviceStore-grammar	4.26.4		9fab0a41ec66272de5f354e82d3ce85890157c05
org.finos.legend.engine	legend-engine-xt-serviceStore-grammar	4.26.5		201e1e193f55be1b2c6cbcca54fcd44d2b2d9638
org.finos.legend.engine	legend-engine-xt-serviceStore-grammar	4.26.6		0e940b9fe35c7238ae4d4f59513e93348c76795e
org.finos.legend.engine	legend-engine-xt-serviceStore-grammar	4.27.0		5ce8a2b730d9d6d05c18b6e8bfa9245bb30de395
org.finos.legend.engine	legend-engine-xt-serviceStore-grammar	4.27.1		f26309bbe0e60a85a18f2d613b73925ed2ec5392
org.finos.legend.engine	legend-engine-xt-serviceStore-grammar	4.28.0		da85f7638ba7d94b9a12351d5f955faefcc03a22
org.finos.legend.engine	legend-engine-xt-serviceStore-grammar	4.28.1		ebfa707e0461d91caf0ee33387bb54b0f22de7f6
org.finos.legend.engine	legend-engine-xt-serviceStore-grammar	4.28.2		c1124d49a0fb688afbaa211411b4a0e2af0ff4d0
org.finos.legend.engine	legend-engine-xt-serviceStore-grammar	4.29.0		955b0e49f6bad61a0c87828361ed5807cc45cef9
org.finos.legend.engine	legend-engine-xt-serviceStore-grammar	4.29.1		f5c6febf350c453c2c1821bb10a2287eeb1e2f4a
org.finos.legend.engine	legend-engine-xt-serviceStore-grammar	4.3.1		384c99ed5fc3abe1fb3687d022b228435a3a7d6b
org.finos.legend.engine	legend-engine-xt-serviceStore-grammar	4.3.2		c02d9dec36162106c74eda5a4b00ade935379829
org.finos.legend.engine	legend-engine-xt-serviceStore-grammar	4.30.0		22d2f0497d5958491990e9e03fd611342772a5bc
org.finos.legend.engine	legend-engine-xt-serviceStore-grammar	4.30.1		264b882b672a03d52fda1156148269657c4a37dc
org.finos.legend.engine	legend-engine-xt-serviceStore-grammar	4.30.2		527e21eaa0a3be280598058c16b60fa7f2057651
org.finos.legend.engine	legend-engine-xt-serviceStore-grammar	4.30.3		5217e86e5e54c3fc694524be172fb21990a5a0e2
