br.ufrn.sinfo	JApi	1.0.0		N/A
net.sourceforge.pmd	pmd-python	7.6.0		2f4488bb5e501badc02337dbeb389c97c19249b3
net.sourceforge.pmd	pmd-python	7.7.0		0ee15cee9ea532198e32404fda53adc49d16abe5
net.sourceforge.pmd	pmd-python	7.8.0		bd8668043493ecf68eae6f7a423c548a4622c4ba
net.sourceforge.pmd	pmd-python	7.9.0		f6bcab8959d4478dfd76151c19e08d08fab63984
net.wicp.tams	duckula-dev-plugin-common	2.0.0		72613d159c567b42f5fcb84bfe39b2835febd2aa
net.wicp.tams	duckula-dev-plugin-common	2.0.1		6188a01da47fdb8113089d84e413195b8927fb5e
net.wicp.tams	duckula-dev-plugin-common	2.0.3		ff2d206683dafe0a6cebafbe3e6b391779d137b1
net.wicp.tams	duckula-dev-plugin-common	2.0.4		6d9171902f379817ab49e949d95da71ed2351369
net.wicp.tams	duckula-dev-plugin-common	2.0.5		d9366a1453e0e0d16ed76a1fb27794221b0f203d
net.wicp.tams	duckula-dev-plugin-common	2.0.6		429206a5ed1247d748b546f1ac7f3454e09ae6ac
net.wicp.tams	duckula-dev-plugin-common	2.0.7		59316c26065bc8b96d6ea56e20f09652bd2996c8
org.apache.brooklyn	brooklyn-locations-jclouds	0.10.0		3a99c2984ad19824a1ba62f70a168ba58531e592
org.apache.brooklyn	brooklyn-locations-jclouds	0.11.0		1640fdfb62d94f35269fa883ef1c6e67dd1cd12e
org.apache.brooklyn	brooklyn-locations-jclouds	0.12.0		9244f3e59d2f22fbb21d2a731f9b6b29b4f44172
org.apache.brooklyn	brooklyn-locations-jclouds	0.7.0-incubating		c9515465c671364eefbd37c2ee0ffa01b1b9ed1c
org.apache.brooklyn	brooklyn-locations-jclouds	0.8.0-incubating		2d2b9f097e1377d3600bf5b3e255060ac561267f
org.apache.brooklyn	brooklyn-locations-jclouds	0.9.0		6dd06ea44a20bdb47315f061eb0118e363a63b0a
org.apache.brooklyn	brooklyn-locations-jclouds	1.0.0		992f7eca210182c7fd5913b22a6edc422a8b08c6
org.apache.brooklyn	brooklyn-locations-jclouds	1.0.0-M1		b89a5a56cbfb1d8bdffaf341f1de9cbbaa926f8f
org.apache.brooklyn	brooklyn-locations-jclouds	1.1.0		bb24d29a66c6ae14f2ce635c8c61795055ed9110
org.apache.ranger	ranger-distro	2.4.0		76c7c554147678ca7518ec257ce51355fb65276a
org.apache.ranger	ranger-distro	2.4.0	schema-registry-plugin	4232181c1bc985fa68281d570f3e808db9746b39
org.apache.ranger	ranger-distro	2.5.0		f9298ad22c8409ac971de08285dfd526ebdf14fe
org.apache.ranger	ranger-distro	2.5.0	schema-registry-plugin	43ba1b7c7faa9735fb5a53e5c6afb8707307ed8c
org.apache.ranger	ranger-distro	2.6.0		bcbc963e6037ea774f7c82a34c8a0478f9390bdc
org.apache.ranger	ranger-distro	2.6.0	schema-registry-plugin	a4aec4917f8762d37ccb6061f37867e4e0b566e1
org.cloudburstmc.fastutil.maps	double-long-maps	8.5.13		ef72c6cd74a2ab6407c787a823ad6a09e057ba70
org.cloudburstmc.fastutil.maps	double-long-maps	8.5.15		9d09ec8b930b6d51bf692b4c3697db93e38320b2
org.coderic.iso20022.messages	reda	74.1.2		5a6a35a8919bb449932947301451e4fe284dd882
org.kie	kie-addons-springboot-persistence-infinispan	10.0.0		0ef82e543204d74809d85e8298aead00455c2410
org.liquigraph.trinity	trinity-neo4j-v2	1.0.0-M01		143e4dd44c75f6ee369a6aeb5adebf605ce973b8
org.omnifaces	concurrent-extras	3.0.0-RC1		ccbb1e4bfb59d392cfd1b1bd99139ba41c9c11b9
org.omnifaces	concurrent-extras	3.0.0-RC2		d909057b86922c0500ee3de4f0f1c7bb640f47a8
org.omnifaces	concurrent-extras	3.0.0-RC3		a069c03f8c463c00712a87e1ed9ab3e56408e71f
org.omnifaces	concurrent-extras	3.0.0-RC4		c6cfaf034595220eff6638db98b717c6d7c554e2
org.omnifaces	concurrent-extras	3.0.0-RC5		40f414a7b317ea89b284052af667a474a6eabc55
org.opendaylight.yangtools	binding-generator-impl	0.5.8		21e40a81ffd19e4c3dcb16ef12d1a8737dd5fc3a
org.opendaylight.yangtools	binding-generator-impl	0.5.8.1		4d939ee870d40ec610b8d7b8137449b7ae5151e3
org.opendaylight.yangtools	binding-generator-impl	0.6.0		dd0104db7316f0b588c548c57daeb011f50069a1
org.opendaylight.yangtools	binding-generator-impl	0.6.1		a8636e44b12c4747b6b2998713e3ab0331acd121
org.opendaylight.yangtools	binding-generator-impl	0.6.2-Helium		8e35a58c77dcd45284694927ea2c43744e5ee236
org.opendaylight.yangtools	binding-generator-impl	0.6.3-Helium-SR1		b9bc02d63aa913133ce6b38b0941b06687b8608f
org.opendaylight.yangtools	binding-generator-impl	0.6.3-Helium-SR1.1		99657156f22d458ef864eec6d8be1caba908b5dd
org.opendaylight.yangtools	binding-generator-impl	0.6.4-Helium-SR2		adcd75c63d7067b34f8b3e459fa023bee2ccbddf
org.opendaylight.yangtools	binding-generator-impl	0.6.5-Helium-SR3		5d8ad2b64da0dd8836410e81840e10fb8ef33fa5
org.opendaylight.yangtools	binding-generator-impl	0.6.6-Helium-SR4		cab806785e1a756c634ce0803e2d905d91e1b0ae
org.opendaylight.yangtools	binding-generator-impl	0.7.0-Lithium		6d38abe46523f07cae10917a9f4c7ef50ecd967b
org.opendaylight.yangtools	binding-generator-impl	0.7.1-Lithium-SR1		4756712b7b1dd0ae2ab729c85eb9d77db4b57b25
org.opendaylight.yangtools	binding-generator-impl	0.7.2-Lithium-SR2		8578fdfc97ff68eba5753370dd38d91851ad3510
org.opendaylight.yangtools	binding-generator-impl	0.7.3-Lithium-SR3		21784af9f55d1fe50de4294622546917c0b13f7e
org.opendaylight.yangtools	binding-generator-impl	0.7.4-Lithium-SR4		e84c12c1f1e813bea560275d2d807bf28e079840
org.openidentityplatform.commons.script	groovy	2.0.10		69cdf520b4b7dd55557db5ca88ca6f64372956c2
org.openidentityplatform.commons.script	groovy	2.0.11		3478ea956394dca83fefee1142ecdc1487ce1897
org.openidentityplatform.commons.script	groovy	2.0.12		d8643ef09859ce681cee8dba36381ae8e9483409
org.openidentityplatform.commons.script	groovy	2.0.13		33bb6c34d63a63f418b552299bcc76809a5bfe05
org.openidentityplatform.commons.script	groovy	2.0.14		14b4490bf239506c01bd66e52d2c2e9dc02653a9
org.openidentityplatform.commons.script	groovy	2.0.15		2dac3b3cc107f16b82eb5532367baf84bcb10af7
org.openidentityplatform.commons.script	groovy	2.0.16		47f0628c43eb23be781abe28bd95808cd76aadae
org.openidentityplatform.commons.script	groovy	2.0.17		7706fbdefa4ba753c39df52bfdb69ac1d2031c28
org.openidentityplatform.commons.script	groovy	2.0.18		86162426383d1969731d0f773a81ed0ab431a5d8
org.openidentityplatform.commons.script	groovy	2.0.7		4970585ce837c4e13430a597d74818b885ff172f
org.openidentityplatform.commons.script	groovy	2.0.8		b0c2afb15e5ca3485c165dfd76e78d4878f68e31
org.openidentityplatform.commons.script	groovy	2.0.9		70f17811d45a31ae6faa1dae8882032bc24a1f2e
org.openidentityplatform.commons.script	groovy	2.1.1		847d192e576eb9d2b454aea0cbc4a5b405159024
org.openidentityplatform.commons.script	groovy	2.1.2		1aec2b33a6c2da8bd1febd6e61786f97eb7d18fb
org.openidentityplatform.commons.script	groovy	2.1.3		63c71e49b6667097da170151826cfdbab67d5f0b
org.openidentityplatform.commons.script	groovy	2.1.4		b1449dbdf45eb89d7318d3a925457526aba3cfc8
org.openidentityplatform.commons.script	groovy	2.1.5		73d7b83bcf041b203a846d1308730897a1536da5
org.openidentityplatform.commons.script	groovy	2.1.6		d70b123a35c91aba92146163b748388df5044e8e
org.openidentityplatform.commons.script	groovy	2.2.0		64b9c6c29ee46fc563233f8caca9c950ee8548d2
org.openidentityplatform.commons.script	groovy	2.2.1		e8a5455a39cb32218ee4aac1c717adbb491363df
org.openidentityplatform.commons.script	groovy	2.2.2		a6a8877c54e2e74c3edbd70bc04d42a7597a0759
org.openidentityplatform.commons.script	groovy	2.2.3		0ae8befc46f8858029a5b4e93920ca726a742c58
org.openidentityplatform.commons.script	groovy	2.2.4		890f981d47def5e9a24554ae510b8c5aaf7efb18
org.webjars.bower	angular-dynforms	0.0.4		ed152ca01e40d307e7ef13bfdbf5c6306551bf2e
org.webjars.bower	github-com-polymerelements-neon-animation	1.0.8		f0b27ae77962a6a2e2604b9d3e998ce3cd155e66
org.webjars.bower	github-com-polymerelements-neon-animation	1.2.4		f8672bde3d226036b0193b3810f0994a5769c279
org.webjars.bower	github-com-polymerelements-neon-animation	2.0.1		3803407db52db5a776f2366c8713a25600359a98
org.webjars.bower	textAngular	1.3.10		11aab9b64177ceb56e16fe8834b4dc69979cccc1
org.webjars.bower	textAngular	1.3.11		5f59c35bbd836e63f9165e1e8a97e39433dbe705
org.webjars.bower	textAngular	1.4.1		f1c0c44391c58f72b373f102d22e2f4d6c41057b
org.webjars.bower	textAngular	1.4.2		f41c4b6bbe30eed60043aff567692addf3312405
org.webjars.bower	textAngular	1.4.6		40ec8e44f3677561fc4bd8d58efd8114823baf82
org.webjars.bower	textAngular	1.5.0		0c8d3ed34c28889326c90f522feb8a518a14f850
org.webjars.bower	textAngular	1.5.12		c9fac5231038b41dcfcb38e8fca75d9e24b25ec0
org.webjars.bower	textAngular	1.5.13		595512b9ac08ac743b5d61eb9521b1b7fade0f15
org.webjars.bower	textAngular	1.5.14		121a3a86ba849bf88c5b2679470416f0144e332b
org.webjars.bower	textAngular	1.5.16		620e58cc6e67b943e74793827178946372bf4305
org.webjars.bower	textAngular	1.5.2		afb5e41b4908a9eca0b5084eef56f19e64e74631
org.webjars.npm	simple-peer	9.11.1		1a84b58ef524e01938a94f65fe6c89781f848968
org.webjars.npm	simple-peer	9.2.0		c8d724acb527358ff12a73f2bcab89b497886380
org.webjars.npm	simple-peer	9.7.0		3234b1f8ee4701a741d0c7e6a4878e1f0d566b51
org.webjars.npm	timer2	1.0.0		9d8419abc9bb7d972b6fe9944877e97f8a8abffa
org.webjars.npm	vue-advanced-cropper	2.8.6		562fe224d9f672feb9d26a1b179e9d2665b0b2cc
org.webjars.npm	vue-advanced-cropper	2.8.8		e841b6fb0487b4979716afbd1b799b5188744579
org.wso2.carbon.event-processing	org.wso2.carbon.event.execution.manager.server.feature	2.0.10		f93794f23c1c18f96c97373d9780fbee26116b6b
org.wso2.carbon.event-processing	org.wso2.carbon.event.execution.manager.server.feature	2.0.11		0bc32a74d25702765e4bde4070a3c74b9075b394
org.wso2.carbon.event-processing	org.wso2.carbon.event.execution.manager.server.feature	2.0.12		cb8dfc10f7d034b7d0a6950f1227205e47b6631f
org.wso2.carbon.event-processing	org.wso2.carbon.event.execution.manager.server.feature	2.0.4		9de7a930dc1d7f1f7a59b12a86f303ac4c63c1eb
org.wso2.carbon.event-processing	org.wso2.carbon.event.execution.manager.server.feature	2.0.4-alpha		aae6f15e072faee0cc3af2850481b9624b33ce7d
org.wso2.carbon.event-processing	org.wso2.carbon.event.execution.manager.server.feature	2.0.5		3defc051d1f53ba89ad48b73901656aeb3800d19
org.wso2.carbon.event-processing	org.wso2.carbon.event.execution.manager.server.feature	2.0.6		0e42a443bdf4b11cabaa4395b7ac15ba02e1fed6
org.wso2.carbon.event-processing	org.wso2.carbon.event.execution.manager.server.feature	2.0.7		29911af48aeaaec419b07f51f2382f2a29c98c6c
org.wso2.carbon.event-processing	org.wso2.carbon.event.execution.manager.server.feature	2.0.8		46020cb21d64fe35b60de90777f33fad290d4eb6
org.wso2.carbon.event-processing	org.wso2.carbon.event.execution.manager.server.feature	2.0.9		cbe115da0b19352bc99cdb58c76842a09d4b35d0
tz.co.asoft	bitframe-service-builder-sdk-client-core	2.0.14		4a4501c0d16d5e6ae39c235a4108984e6123771b
uk.gov.nationalarchives	da-transform-schemas	2.1		60d7e5c6ec303de948533f57a0ad488b736e31de
uk.gov.nationalarchives	da-transform-schemas	2.10		01669476da908e5de60b9a392c06977238841bdb
uk.gov.nationalarchives	da-transform-schemas	2.11		a925ec2fb9e7bc3ac4d18a6d989f75e74bf6a7f4
uk.gov.nationalarchives	da-transform-schemas	2.12		34c8ea001adc8f5e0788b100b72cd38040f4e01e
uk.gov.nationalarchives	da-transform-schemas	2.13		54b6b8cd4952fbc6a2d08b862924eb1e82099659
uk.gov.nationalarchives	da-transform-schemas	2.14		d87f4eec8900c04304a5b614de48980c1fa06b13
uk.gov.nationalarchives	da-transform-schemas	2.2		255595ae0b1947ed3c92c292911d0339020df7ef
uk.gov.nationalarchives	da-transform-schemas	2.3		0fa394bc7063fbaa3317a55e7b069fba4ba4bbd5
uk.gov.nationalarchives	da-transform-schemas	2.4		59de57ee9d90b28a712246c63b0b63d7bd774231
uk.gov.nationalarchives	da-transform-schemas	2.5		9ef085ed62fe893f6712c9fe7a9d23422e9c7109
uk.gov.nationalarchives	da-transform-schemas	2.6		ae0591c54c819c65fcf8e261340a7d3f5dd54635
uk.gov.nationalarchives	da-transform-schemas	2.7		2682b66f76e8eb14d364605b1062e61644f2c68d
uk.gov.nationalarchives	da-transform-schemas	2.8		9a82677cd74459dc3777a1cd1124751188c39a2e
uk.gov.nationalarchives	da-transform-schemas	2.9		dbcd35be295da9e758913bf9563c231b0c26177b
