au.csiro	elk-ore-parent	0.5.0		N/A
com.aol.microservices	micro-spring-boot	0.87		f5a7aea07de0ae3c47d86dac4f54852dd8519d46
com.aol.microservices	micro-spring-boot	0.87.1		9be7e1e5cb2b0f42edc4c84e9b5b05c644c4a7a7
com.aol.microservices	micro-spring-boot	0.88		ec90d58037050d12a42cdfde6d60e2eb2893f651
com.aol.microservices	micro-spring-boot	0.89		8ac70d215ee061cdbed2d7636059b1ba5fa180c1
com.aol.microservices	micro-spring-boot	0.89.1		f23ec60e85dced69c2dfd9bf7d22ccba148aef72
com.aol.microservices	micro-spring-boot	0.89.2		7c7a34cadaf6646938bcf25149377dd48443f1d2
com.aol.microservices	micro-spring-boot	0.89.3		da872a4b248b06fc3dd909237309fbdb2412dc63
com.aol.microservices	micro-spring-boot	0.89.4		8d02afd8a6527a6dd1e95755ec15fac143a1859f
com.aol.microservices	micro-spring-boot	0.89.5		fdeb2f0d97590d0854c79dfac7e13ec0bb53e680
com.aol.microservices	micro-spring-boot	0.89.6		09aa7403205ecc70793aed6ebbf90e64d1fff603
com.aol.microservices	micro-spring-boot	0.90		2d34985d1757b5582b40fb6fff4cbd2919798d18
com.aol.microservices	micro-spring-boot	0.90.1		f9434753cf6def5a4cb4848859b45e124b16d2ac
com.aol.microservices	micro-spring-boot	0.90.2		d1458d4da9f5f5dadab232910d15a76dd8228616
com.aol.microservices	micro-spring-boot	0.90.3		d8484df70699378d9072b4db17d4bb62a660a77e
com.aol.microservices	micro-spring-boot	0.90.4		0240a4a053edbca9902cc5568486beaf00355942
com.aol.microservices	micro-spring-boot	0.90.5		90dcb8021a84ed0f6a773161d8c4f294e1df3139
com.aol.microservices	micro-spring-boot	0.90.6		f1b34693f62f8e6a8796037f1111a9055e37cf27
com.aol.microservices	micro-spring-boot	0.91		ce3a07d9d9b92df741f04509a02df91eb64bba64
com.aol.microservices	micro-spring-boot	0.91.1		59e07387462a0647753d9859b0a87c33d40ababc
com.aol.microservices	micro-spring-boot	0.91.10		c3ac9efbb7dd3bda1a69c314de692ac5395628e5
com.aol.microservices	micro-spring-boot	0.91.11		007329bb0ffce1f487f1f2657cdd45763a00e00d
com.aol.microservices	micro-spring-boot	0.91.2		c679a2f56b8f35dd7f23969d84795af0123a575c
com.aol.microservices	micro-spring-boot	0.91.3		0219c5523323e2fc92fec6cd500066f715bc2783
com.aol.microservices	micro-spring-boot	0.91.4		7c728afc865357e6b5448a996b0d5d4d5bae85a7
com.aol.microservices	micro-spring-boot	0.91.5		9ce89f2b4623e7b8616603ae597f965a5c755188
com.aol.microservices	micro-spring-boot	0.91.6		40abfaf4b0a70fd9e80641a736ee5eebc169a219
com.aol.microservices	micro-spring-boot	0.91.7		250ad137a63ea355d5cf4177a8a5fb82fc380a1a
com.aol.microservices	micro-spring-boot	0.91.8		27a140b52e1510ef9424abf878cd031931e8ad00
com.aol.microservices	micro-spring-boot	0.91.9		659ba267c2437178389d5232b2c8efcf519e637d
com.appstractive	ktor-server-auth-jwt-iosx64	1.0.0		N/A
com.appstractive	ktor-server-auth-jwt-iosx64	1.0.0	metadata	34cd5ec000e5a0b30a733ff0b887da375a80b8a9
com.appstractive	ktor-server-auth-jwt-iosx64	1.0.1		N/A
com.appstractive	ktor-server-auth-jwt-iosx64	1.0.1	metadata	0f5f586c66051b50a070d17ff4e47a9e9059ed1f
com.appstractive	ktor-server-auth-jwt-iosx64	1.0.3		N/A
com.appstractive	ktor-server-auth-jwt-iosx64	1.0.3	metadata	244eb8dc3c452a01be262716b6b7bb722efec77d
com.appstractive	ktor-server-auth-jwt-iosx64	1.1.0		N/A
com.appstractive	ktor-server-auth-jwt-iosx64	1.1.0	metadata	35861410ee5de37b399bc9c0eb46f81dd36960ee
com.appstractive	ktor-server-auth-jwt-iosx64	1.1.0-2.0.21		N/A
com.appstractive	ktor-server-auth-jwt-iosx64	1.1.0-2.0.21	metadata	336d9f49e1482c55734f25afcbd36d51c88112a3
com.bnd-lib	bnd-core-spring_2.11	0.7.2		1d172e3ced11ac760a3ae1ab3c991b07d2c94f2b
com.clusterra	iam-demo-server-runner	1.0.1.RELEASE		f7a588feac7c2ae0a04c5e015b3c37cc553db41e
com.clusterra	iam-demo-server-runner	1.0.2.RELEASE		2bc9cca8f0b02e1430d1f92c26fc9e901976546e
com.cognitect.aws	bedrock-data-automation-runtime	871.2.29.35		2dd89f04ad4346c01af16e6f2114ffdf79f3ac23
com.cognitect.aws	bedrock-data-automation-runtime	871.2.29.39		1b2457ff4cc5c821fe9958b878ea3bfe4af81926
com.cognitect.aws	bedrock-data-automation-runtime	871.2.31.23		a75b65f5e61ffd78dc9eb04ce9221b66f2ff6f73
com.filez.scala	getopt_3	1.2.2		a7bc85bbceda54961f1ef60c562e7e9c9aea2fe5
com.filez.scala	getopt_3	1.2.3		ee4baef951eeb75769df59837a60713d726cc178
com.filez.scala	getopt_3	1.2.4		b2553b5dd08e9837af55f21d46461703fa8c25b3
com.gitee.chinasoft_ohos	fetch2rx	1.0.0		N/A
com.github.alexarchambault.ammonium	spark_2.0.0_2.11.8	0.4.0		9f662a99991185764de9d309453e7b8bffa83c3b
com.github.ghik	zerowaste_3.3.0	0.2.10		f7b759ff408bf988e9813c00677c45b9ba96f597
com.github.ghik	zerowaste_3.3.0	0.2.11		49f3869dab1fead2fc566018165b965c51ae4af3
com.github.ghik	zerowaste_3.3.0	0.2.12		8f4b165e967b0827b3e0c7cb33b12ebe0c6ca8a9
com.github.ghik	zerowaste_3.3.0	0.2.13		00f93757180c0951c7f0b486a6864d4c4504a7e0
com.github.ghik	zerowaste_3.3.0	0.2.14		94c23136ff0d61f3e2b3f8f04dee735b0748eeec
com.github.ghik	zerowaste_3.3.0	0.2.15		8ea2b39cb80eb16809bb081baedcf75b3cd3e51c
com.github.ghik	zerowaste_3.3.0	0.2.16		131409452f566e83f1facaecee73ac5883aabf5c
com.github.ghik	zerowaste_3.3.0	0.2.17		697a3ba638d13b0e74d3cfdc1b68a6315a1b200b
com.github.ghik	zerowaste_3.3.0	0.2.18		5d37487bdee92f7bb9336d3d2655dc32e2d29dfa
com.github.ghik	zerowaste_3.3.0	0.2.19		0efb4228b0d1817f82bd5989bd97884ee1b85cf4
com.github.ghik	zerowaste_3.3.0	0.2.20		5ce246f9d99f6110219eeef3e9cf1178fb17360b
com.github.ghik	zerowaste_3.3.0	0.2.21		3cb0527ab28074eea39e7254027cbcce47955b20
com.github.ghik	zerowaste_3.3.0	0.2.22		13502f52a260cccc9e08c73f0a261bdcde54898d
com.github.ghik	zerowaste_3.3.0	0.2.23		657f016d93de52a6f709c66c4d7b4e44aab8b199
com.github.ghik	zerowaste_3.3.0	0.2.24		c4388a10085a29ad87553950ff4b43c520f6d0d1
com.github.ghik	zerowaste_3.3.0	0.2.25		2dc7e7e69816e879b293149fab15369248e6dbfb
com.github.ghik	zerowaste_3.3.0	0.2.26		cf1fa8c8610154e3a46becd3a64fb7cdc1a4b398
com.github.ghik	zerowaste_3.3.0	0.2.27		87e02187b70c8f8388ec8ba76025a4fa050c086f
com.github.ghik	zerowaste_3.3.0	0.2.28		e51f6ea5a9b6c43bcbb906bbbf9d6143e7c4dce7
com.github.ghik	zerowaste_3.3.0	0.2.29		57e2282cf53b7d600102bb8f47e759a30c4b1750
com.github.ghik	zerowaste_3.3.0	0.2.7		db0dab6e3c59747b2419f291e7d89b722ecda972
com.github.ghik	zerowaste_3.3.0	0.2.8		a43b29e8b6266981a8d1ee8bbbc0df2c4ea5a09f
com.github.ghik	zerowaste_3.3.0	0.2.9		ed7177b7c9b7eb0fa9657f8f888a68041abf418e
com.github.giiita	scaladia-container-core_2.11	1.0.0		01d27751175cc3532523914211cd3f307a89fddb
com.github.giiita	scaladia-container-core_2.11	1.1.0		fc277afb49c9ef6515cfce1a0db2f352f04be437
com.github.giiita	scaladia-container-core_2.11	1.5.0		85bf3bc7a1e5ff4dd30c184226a4bc268ba2fd14
com.github.giiita	scaladia-container-core_2.11	1.5.1		73f5dad4a4db8c82436fec811e28b92b83da5ade
com.github.giiita	scaladia-container-core_2.11	1.5.2		b54e4f3706084eb0f0a7e2ac7e423c831408fe89
com.github.giiita	scaladia-container-core_2.11	1.5.3		fc64042d1eae9c3bd86db41cccf46b494788f026
com.github.giiita	scaladia-container-core_2.11	1.5.4		0ef47a9a0159e71fae88bb3225f134bf186957e7
com.github.giiita	scaladia-container-core_2.11	1.5.5		55f1da7c71a2c494c9122c3e1ae18b20e5caed23
com.github.giiita	scaladia-container-core_2.11	1.5.6		6b48e115e23ff2635eeae549a1b7985e7b9f3b75
com.github.giiita	scaladia-container-core_2.11	1.5.7		3d7d2ec4d62407fa4c933cd9d413639202ccf0b3
com.github.giiita	scaladia-container-core_2.11	1.5.8		5607da052289654a0b45f5f4c9ad40cb14bb32e7
com.googlecode.xdoclet-plugin-ignore	xdoclet-plugin-ignore-test	1.0		9e307a26a09aebcf793edbc546e1c79122995a9a
com.huanmeng-qwq	bukkit-gui-kotlin-dsl	2.2.3		a5abfdddba57ec947acc3c5b1dcfaf20aa34fc01
com.huanmeng-qwq	bukkit-gui-kotlin-dsl	2.2.4		a5abfdddba57ec947acc3c5b1dcfaf20aa34fc01
com.huanmeng-qwq	bukkit-gui-kotlin-dsl	2.2.5		bd10509702b3f843401dfe6a20181b0f78e6c211
com.huanmeng-qwq	bukkit-gui-kotlin-dsl	2.2.6		bd10509702b3f843401dfe6a20181b0f78e6c211
com.huanmeng-qwq	bukkit-gui-kotlin-dsl	2.3.0		2ae2ac0aa479426d0b15b43b6848409ae06e162c
com.huanmeng-qwq	bukkit-gui-kotlin-dsl	2.3.1		2ae2ac0aa479426d0b15b43b6848409ae06e162c
com.huanmeng-qwq	bukkit-gui-kotlin-dsl	2.3.2		f002191bf189cb38b92a573dc5c2888aed57b829
com.huanmeng-qwq	bukkit-gui-kotlin-dsl	2.3.3		f002191bf189cb38b92a573dc5c2888aed57b829
com.huanmeng-qwq	bukkit-gui-kotlin-dsl	2.3.4		f002191bf189cb38b92a573dc5c2888aed57b829
com.huanmeng-qwq	bukkit-gui-kotlin-dsl	2.3.5		f002191bf189cb38b92a573dc5c2888aed57b829
com.huanmeng-qwq	bukkit-gui-kotlin-dsl	2.3.6		f002191bf189cb38b92a573dc5c2888aed57b829
com.huanmeng-qwq	bukkit-gui-kotlin-dsl	2.3.7		f002191bf189cb38b92a573dc5c2888aed57b829
com.huanmeng-qwq	bukkit-gui-kotlin-dsl	2.4.0		2600dc8f6bf4251b58aa9003ab6d880623fd3f04
com.huanmeng-qwq	bukkit-gui-kotlin-dsl	2.4.1		8ba66ee4543404bf50539f0af7636983884c171a
com.huanmeng-qwq	bukkit-gui-kotlin-dsl	2.4.2		564b1a6069750135b08d4e6514bcbee30d929b86
com.huanmeng-qwq	bukkit-gui-kotlin-dsl	2.4.3		3ec0fcd3b6e807838d0db55e56b5772510ca388f
com.huanmeng-qwq	bukkit-gui-kotlin-dsl	2.4.4		5161356b0a903c4c305a93597ecee7370b277cd6
com.huanmeng-qwq	bukkit-gui-kotlin-dsl	2.4.5		5161356b0a903c4c305a93597ecee7370b277cd6
com.huanmeng-qwq	bukkit-gui-kotlin-dsl	2.4.6		5161356b0a903c4c305a93597ecee7370b277cd6
com.huanmeng-qwq	bukkit-gui-kotlin-dsl	2.4.7		5161356b0a903c4c305a93597ecee7370b277cd6
com.huanmeng-qwq	bukkit-gui-kotlin-dsl	2.5.0-beta1		ac76d28a0ee6dc9c58ec25d32bf4c029a526e0f6
com.huanmeng-qwq	bukkit-gui-kotlin-dsl	2.5.0-beta2		ac76d28a0ee6dc9c58ec25d32bf4c029a526e0f6
com.ibm.jbatch	jbatch-parent	1.0.1		N/A
com.ibm.jbatch	jbatch-parent	1.0.1-b04		N/A
com.ibm.jbatch	jbatch-parent	1.0.1-b05		N/A
com.ibm.jbatch	jbatch-parent	1.0.1-b06		N/A
com.ibm.jbatch	jbatch-parent	1.0.1-b07		N/A
com.ibm.jbatch	jbatch-parent	1.0.1-b08		N/A
com.ibm.jbatch	jbatch-parent	1.0.1-b09		N/A
com.ibm.jbatch	jbatch-parent	1.0.2		N/A
com.ibm.jbatch	jbatch-parent	1.0.3		N/A
com.ibm.jbatch	jbatch-parent	1.0.4		N/A
com.ibm.jbatch	jbatch-parent	2.0.0		N/A
com.ibm.jbatch	jbatch-parent	2.0.0-M1		N/A
com.ibm.jbatch	jbatch-parent	2.0.0-M2		N/A
com.ibm.jbatch	jbatch-parent	2.0.0-M3		N/A
com.ibm.jbatch	jbatch-parent	2.0.0-M5		N/A
com.ibm.jbatch	jbatch-parent	2.0.0-M6		N/A
com.ibm.jbatch	jbatch-parent	2.0.0-M7		N/A
com.ibm.jbatch	jbatch-parent	2.1.0		N/A
com.ibm.jbatch	jbatch-parent	2.1.0-M1		N/A
com.ibm.jbatch	jbatch-parent	2.1.0-M2		N/A
com.ibm.jbatch	jbatch-parent	2.1.1		N/A
com.infobip	infobip-rtc-extensions	1.0.0		N/A
com.infobip	infobip-rtc-extensions	1.0.1		N/A
com.inkapplications.watermelon	standard-androidnativex64	1.4.0		N/A
com.inkapplications.watermelon	standard-androidnativex64	1.5.0		N/A
com.inkapplications.watermelon	standard-androidnativex64	1.6.0		N/A
com.inkapplications.watermelon	standard-androidnativex64	1.7.0		N/A
com.inkapplications.watermelon	standard-androidnativex64	1.8.0		N/A
com.inkapplications.watermelon	standard-androidnativex64	1.8.1		N/A
com.inkapplications.watermelon	standard-androidnativex64	1.9.0		N/A
com.io7m.changelog	com.io7m.changelog.text.vanilla	4.0.0		49bff51d3b2d57ed83409e11b9bd8fc753ac90a2
com.io7m.changelog	com.io7m.changelog.text.vanilla	4.0.0-beta0002		21a3aabe1304b5ea41883bf006d20cadbe9e0be8
com.io7m.changelog	com.io7m.changelog.text.vanilla	4.0.0-beta0004		0bb526f216c08ca46ce6add1548ab1915cb10a09
com.io7m.changelog	com.io7m.changelog.text.vanilla	4.0.0-beta0005		78f214ef5764c21d66b33d365172793aa37e2d95
com.io7m.changelog	com.io7m.changelog.text.vanilla	4.0.0-beta0006		5b4a2257197334931171a263d9dd21427783fe47
com.io7m.changelog	com.io7m.changelog.text.vanilla	4.0.0-beta0007		cfc0ae0c4c89e8bca1f42b55f27d31c7f0755edd
com.io7m.changelog	com.io7m.changelog.text.vanilla	4.0.0-beta0008		9df65e55f5ccabced71426a56282220b06038b72
com.io7m.changelog	com.io7m.changelog.text.vanilla	4.0.0-beta0009		08e42d7036e5a8f40e90f13f48302d4a2d8cfaaa
com.io7m.changelog	com.io7m.changelog.text.vanilla	4.0.0-beta0011		f09a694c0621b988d522430c0bc55f5b7ab1e47f
com.io7m.changelog	com.io7m.changelog.text.vanilla	4.0.0-beta0014		bf901736e3ecf8ce3d478bbec0de9a2cd769af27
com.io7m.changelog	com.io7m.changelog.text.vanilla	4.1.0		f5121d2b7c8b15bfef84a652ffecfa434b227b76
com.io7m.changelog	com.io7m.changelog.text.vanilla	5.0.0-beta0001		3067f64f06e2881469b1571bec7a94bb6997c726
com.io7m.changelog	com.io7m.changelog.text.vanilla	5.0.0-beta0002		8c073bd0894777435c48c50081a457ce40c00b69
com.lokiy.support	widget	0.4.5		N/A
com.louiscad.splitties	splitties-bitflags-iosx64	3.0.0		N/A
com.louiscad.splitties	splitties-bitflags-iosx64	3.0.0	metadata	339975bfbe1b302998aa42d7ef1e37bd86317b9c
com.louiscad.splitties	splitties-bitflags-iosx64	3.0.0-beta02		N/A
com.louiscad.splitties	splitties-bitflags-iosx64	3.0.0-beta02	metadata	8ea943308b7662c50ba99371b2e47402eed9cba0
com.louiscad.splitties	splitties-bitflags-iosx64	3.0.0-beta03		N/A
com.louiscad.splitties	splitties-bitflags-iosx64	3.0.0-beta03	metadata	c61db228f79278aa4f052399d185ecf835b3ed31
com.louiscad.splitties	splitties-bitflags-iosx64	3.0.0-beta04		N/A
com.louiscad.splitties	splitties-bitflags-iosx64	3.0.0-beta04	metadata	a0ff60c224336de97fb2000c7e2e4aa9a706cae3
com.louiscad.splitties	splitties-bitflags-iosx64	3.0.0-beta05		N/A
com.louiscad.splitties	splitties-bitflags-iosx64	3.0.0-beta05	metadata	eba9a7e35f474c53b7fec405029633ff3c274cd5
com.louiscad.splitties	splitties-bitflags-iosx64	3.0.0-beta06		N/A
com.louiscad.splitties	splitties-bitflags-iosx64	3.0.0-beta06	metadata	91f2bd8b0617a78c317fb891ea2e04a45f551c52
com.louiscad.splitties	splitties-bitflags-iosx64	3.0.0-rc01		N/A
com.louiscad.splitties	splitties-bitflags-iosx64	3.0.0-rc01	metadata	89d1a187950fceeb429b97395eccfa8e38b60ab3
com.louiscad.splitties	splitties-bitflags-iosx64	3.0.0-rc02		N/A
com.louiscad.splitties	splitties-bitflags-iosx64	3.0.0-rc02	metadata	a57498fbb003c45e84fc727548962f10917762f7
com.louiscad.splitties	splitties-bitflags-iosx64	3.0.0-rc03		N/A
com.louiscad.splitties	splitties-bitflags-iosx64	3.0.0-rc03	metadata	c33a4c3fa6c538d35b8b5c523443d185a3c353bf
com.mydataharbor	mydataharbor-sink-es	1.1.0		b32075261c9894fa1c3d614f71f1e80bda3106cb
com.networkedassets	ssh-simulator	0.1		65dd4478be514bc173eec92a24057d173f1351e9
com.oath.microservices	micro-slack	1.0.0		5fd4a50c1cf5f9f631f470bfb608a6ca2c9b62b9
com.oath.microservices	micro-slack	1.0.1		a42414708bdffe568fffa61a934ac4516ee2d274
com.squareup	kotlinpoet-classinspector-elements	1.4.0		efe026af0a6212a1fe53d2dce4146e91a0ba8da9
com.squareup	kotlinpoet-classinspector-elements	1.4.1		76d6e5508b075ca472c4f1b4844be111432e910f
com.squareup	kotlinpoet-classinspector-elements	1.4.2		587e2d5b0befa2fd9b0307690dea021d138e5279
com.squareup	kotlinpoet-classinspector-elements	1.4.3		b10022e8e155774f24e0bf7bb7c4652f26be1fcb
com.squareup	kotlinpoet-classinspector-elements	1.4.4		d99b0eeb80a1384e724aba2832b249b49be545d9
com.squareup	kotlinpoet-classinspector-elements	1.5.0		829589ce99a3c7578b621f6b0f0517bf1d8cd6e9
com.squareup	kotlinpoet-classinspector-elements	1.6.0		2daa883f668939fefffdca43781270bd51f98ce6
com.squareup	kotlinpoet-classinspector-elements	1.7.0		eb836de865c7c2479813333960c61ccdc7aba1df
com.squareup	kotlinpoet-classinspector-elements	1.7.1		bbda1c6fe2827fcaff96f2446b31da3142e4274a
com.squareup	kotlinpoet-classinspector-elements	1.7.2		36c4f2d2310c08d706621e67d63a1e3ec4c4d102
com.squareup	kotlinpoet-classinspector-elements	1.8.0		e4f1740d2af80824480b8c8755f353a91aff224e
com.squareup	kotlinpoet-classinspector-elements	1.9.0		4526063a81d14d62d85c7e51ad6cdbff64c3e675
com.twosixlabs.dart.forklift	forklift-client_2.12	3.0.5		514fdc9409c7d6de4eecdd3252b53b772877c8af
com.twosixlabs.dart.forklift	forklift-client_2.12	3.0.7		0567ec36f4a4b23cc3b4ddd6b014d745b5b8a0ad
de.sciss	patterns-lucre_3.0.0-RC1	1.4.1		1a15602cbb728a0957f44bfbe8427de0847b604c
dev.icerock.moko	test-core-watchosarm32	0.6.0		N/A
dev.icerock.moko	test-core-watchosarm32	0.6.0	metadata	54aac568a2956a0357b285c474400782871f7d97
dev.icerock.moko	test-core-watchosarm32	0.6.1		N/A
dev.icerock.moko	test-core-watchosarm32	0.6.1	metadata	4ec14fd88c2687e3e8ed1a721ebd4a649ccb1297
dev.inmo	navigation.mvvm	0.0.2		40e29198993c1b9625cc4b6d5fc2f1fb9fed726d
dev.inmo	navigation.mvvm	0.2.0		4903f64b7103f20b7575a2716125ef2be8530245
dev.inmo	navigation.mvvm	0.2.1		4903f64b7103f20b7575a2716125ef2be8530245
dev.inmo	navigation.mvvm	0.2.2		4903f64b7103f20b7575a2716125ef2be8530245
dev.inmo	navigation.mvvm	0.2.3		4903f64b7103f20b7575a2716125ef2be8530245
dev.inmo	navigation.mvvm	0.2.4		4903f64b7103f20b7575a2716125ef2be8530245
dev.inmo	navigation.mvvm	0.2.5		e2e0fc7125026b29242121a8c51bf922b2342c7d
dev.inmo	navigation.mvvm	0.3.0		e3f09c572b44e9e8bad95c4c75f307d19b56210e
dev.inmo	navigation.mvvm	0.3.1		c7df9ae3882e46fe70400c538ff0af5f7124ad20
dev.inmo	navigation.mvvm	0.3.2		0069e089cd2118d96261b03614ad2cd0d2286377
dev.inmo	navigation.mvvm	0.3.3		0069e089cd2118d96261b03614ad2cd0d2286377
dev.inmo	navigation.mvvm	0.3.4		0069e089cd2118d96261b03614ad2cd0d2286377
dev.inmo	navigation.mvvm	0.3.5		0069e089cd2118d96261b03614ad2cd0d2286377
dev.inmo	navigation.mvvm	0.3.6		0069e089cd2118d96261b03614ad2cd0d2286377
dev.inmo	navigation.mvvm	0.3.7		0069e089cd2118d96261b03614ad2cd0d2286377
dev.inmo	navigation.mvvm	0.3.8		0069e089cd2118d96261b03614ad2cd0d2286377
dev.inmo	navigation.mvvm	0.3.9		f4a9690ec0f2f7268ab791480e3f5214030444e9
dev.inmo	navigation.mvvm	0.4.0		f4a9690ec0f2f7268ab791480e3f5214030444e9
dev.inmo	navigation.mvvm	0.4.1		de60078a2cd10c17ba9df86d45e4074e30f902b3
dev.inmo	navigation.mvvm	0.5.0		c8696657d5815879e8138164a577910d1ebd74a4
dev.inmo	navigation.mvvm	0.5.1		c8696657d5815879e8138164a577910d1ebd74a4
dev.inmo	navigation.mvvm	0.5.2		2d7754aed0ebdde16c08fca8d00072d42671966c
dev.inmo	navigation.mvvm	0.5.3		c87e8af8b6475c04d7faad645fdf70d4379ee1bd
dev.inmo	navigation.mvvm	0.5.4		c87e8af8b6475c04d7faad645fdf70d4379ee1bd
dev.inmo	navigation.mvvm	0.5.5		c87e8af8b6475c04d7faad645fdf70d4379ee1bd
dev.inmo	navigation.mvvm	0.5.6		c87e8af8b6475c04d7faad645fdf70d4379ee1bd
dev.inmo	navigation.mvvm	0.5.7		c87e8af8b6475c04d7faad645fdf70d4379ee1bd
dev.inmo	navigation.mvvm	0.6.0		7cb9dfa9e870c0b480ea0eab2276e74ebf0e7041
dev.jordond.stateholder	dispatcher-compose-jvm	2.0.0-alpha01		0d46acc6088ae4f24a45fb5d35d6e137452d58e8
dev.jordond.stateholder	dispatcher-compose-jvm	2.0.0-alpha02		0d46acc6088ae4f24a45fb5d35d6e137452d58e8
dev.jordond.stateholder	dispatcher-compose-jvm	2.0.0-alpha03		b97fa7010abb26eea7bd462a62cf5a013f2247d0
dev.jordond.stateholder	dispatcher-compose-jvm	2.0.0-rc01		b788af288911770a2ed76c8661c335a62506fc51
dev.whyoleg.cryptography	cryptography-provider-openssl3-api-androidnativex86	0.3.0		N/A
dev.whyoleg.cryptography	cryptography-provider-openssl3-api-androidnativex86	0.3.1		N/A
dev.whyoleg.cryptography	cryptography-provider-openssl3-api-androidnativex86	0.4.0		N/A
io.arrow-kt	suspendapp-ktor-tvossimulatorarm64	2.1.0		N/A
io.arrow-kt	suspendapp-ktor-tvossimulatorarm64	2.1.0	metadata	8dba8ca6725529ab0bf9dbbd667b49224dc5115d
io.arrow-kt	suspendapp-ktor-tvossimulatorarm64	2.1.1		N/A
io.arrow-kt	suspendapp-ktor-tvossimulatorarm64	2.1.1	metadata	9be755e9b2129b656eb95d88b67d62c8b13c561c
io.buoyant	namer-zk-leader_2.11	0.7.0		5914d156cafc90ab0fb3d7469637ceec7909dcfa
io.buoyant	namer-zk-leader_2.11	0.7.1		8b08eee222a529c8a8a2148d98d8af709cea51ca
io.buoyant	namer-zk-leader_2.11	0.7.3		50c7ce0b69bab53fbb733fec8bde884a8a3b93af
io.buoyant	namer-zk-leader_2.11	0.7.4		40216d4c619887075ac0d589259fe09955e52dee
io.buoyant	namer-zk-leader_2.11	0.7.5		d7d2d41d48fffbe2a6997803021a0621f51d0a31
io.buoyant	namer-zk-leader_2.11	0.8.0		e16d215c0a9a4016e5ca3c88f81c78566cb24bfb
io.buoyant	namer-zk-leader_2.11	0.8.1		0e93c5742053e663cfacc8475886eba33165d32e
io.buoyant	namer-zk-leader_2.11	0.8.2		97ea6b6c73c363dbba7809639e38cf29113f6045
io.buoyant	namer-zk-leader_2.11	0.8.3		b682c62a6886d7fb984d5f74667a0d5d64dd26a8
io.buoyant	namer-zk-leader_2.11	0.8.4		4d19e23cb02e43cf6540eb347bbaf249c6db9366
io.buoyant	namer-zk-leader_2.11	0.8.5		7b78bdeb6544201c1bc2744b9c4b354984945a38
io.buoyant	namer-zk-leader_2.11	0.8.6		8ec083345316fe0dac36b83fd844124311643d33
io.buoyant	namer-zk-leader_2.11	0.9.0		a5b02514b1a329cd272ecdfe3eb588dd8b776691
io.buoyant	namer-zk-leader_2.11	0.9.1		a7d1666a6660b698a2fb9620edd5d9ab17e9d5e0
io.buoyant	namer-zk-leader_2.11	1.0.0		7b5fb720f1606049b604d58ec0c5923488f4f319
io.buoyant	namer-zk-leader_2.11	1.0.2		5a66918dcec1c4ca29b5b03dfb64fab3a4cf51ab
