cloud.piranha.webapp	piranha-admin-webapp	20.2.0		N/A
org.jboss.resteasy	resteasy-servlet-spring-boot-sample-app-no-jaxrs	6.0.2.Final	exec	778223153cc216afa7a70e9ba513c61a0cc99851
org.jboss.resteasy	resteasy-servlet-spring-boot-sample-app-no-jaxrs	6.0.3.Final		92a1dee21c1bbeb9ab77bd669391dbbc2a048950
org.jboss.resteasy	resteasy-servlet-spring-boot-sample-app-no-jaxrs	6.0.3.Final	exec	aab5b12aa4b1664aa2a7a639ad475a86e099a4ad
org.jboss.resteasy	resteasy-servlet-spring-boot-sample-app-no-jaxrs	6.0.4.Final		de96474a28d9feea1447304d0a7dd3f50044e11c
org.jboss.resteasy	resteasy-servlet-spring-boot-sample-app-no-jaxrs	6.0.4.Final	exec	3fb270d42ed42d46ec3e99eb5cb9ab541ecde0b9
org.jboss.resteasy	resteasy-servlet-spring-boot-sample-app-no-jaxrs	6.1.0.Beta1		bc739c21df0868db69095dee7a3043d95742a518
org.jboss.resteasy	resteasy-servlet-spring-boot-sample-app-no-jaxrs	6.1.0.Beta1	exec	4e4ba65f5acb8c331223581785679601e19f704b
org.jboss.resteasy	resteasy-servlet-spring-boot-sample-app-no-jaxrs	6.1.0.Final		0d9ab4d75c8d99dda0ada23e99be03d53902393d
org.jboss.resteasy	resteasy-servlet-spring-boot-sample-app-no-jaxrs	6.1.0.Final	exec	84476becdb8a46a493948d683fa4b4a7fd06c482
org.jboss.resteasy	resteasy-servlet-spring-boot-sample-app-no-jaxrs	6.1.1.Final		f310cd6b71b5d30b6965579e2bdb428197e54091
org.jboss.resteasy	resteasy-servlet-spring-boot-sample-app-no-jaxrs	6.1.1.Final	exec	665814c57ffcf35658bdb66361abca72b66e2c91
org.jboss.resteasy	resteasy-servlet-spring-boot-sample-app-no-jaxrs	6.2.0.Final		b57e6061b7e5d2ba35936a806e96fed42c6f724d
org.jboss.resteasy	resteasy-servlet-spring-boot-sample-app-no-jaxrs	6.2.0.Final	exec	69d5082bbac17e103d773ef1a73e09f7b53f7739
org.jboss.resteasy	resteasy-servlet-spring-boot-sample-app-no-jaxrs	6.3.0.Final		aa0469330d17cee7a137a7d7d7197d33d0377d76
org.jboss.resteasy	resteasy-servlet-spring-boot-sample-app-no-jaxrs	6.3.0.Final	exec	5bd52004c5c6a6cea412763f2502a9e2d22f79ee
org.kie	kogito-addons-quarkus-microprofile-config-service-catalog-deployment	10.0.0		e068604bf6f6267932194e78d6f60902538a7dae
org.kotlincrypto.core	common-watchosx86	0.1.0		N/A
org.kotlincrypto.core	common-watchosx86	0.1.0	metadata	a72c3fcdd0a083e9aaef51e82e52378f63c463f5
org.kotlincrypto.core	common-watchosx86	0.1.1		N/A
org.kotlincrypto.core	common-watchosx86	0.1.1	metadata	bd2524e61adcc9914b986a85906acd3fc7ba58ba
org.kotlincrypto.core	common-watchosx86	0.2.0		N/A
org.kotlincrypto.core	common-watchosx86	0.2.0	metadata	50e7c018fc4ab1d29ce0518f5a1a8e0540da2e49
org.kotlincrypto.core	common-watchosx86	0.2.2		N/A
org.kotlincrypto.core	common-watchosx86	0.2.2	metadata	63a76e0324da06fe81f12bd3d746887c32abba78
org.kotlincrypto.core	common-watchosx86	0.2.3		N/A
org.kotlincrypto.core	common-watchosx86	0.2.3	metadata	3d9447569e6ce785642bbe811ba89b9033c22230
org.kotlincrypto.core	common-watchosx86	0.2.4		N/A
org.kotlincrypto.core	common-watchosx86	0.2.4	metadata	c867152df85754bc92fd864682c73344b4de5033
org.kotlincrypto.core	common-watchosx86	0.2.5		N/A
org.kotlincrypto.core	common-watchosx86	0.2.5	metadata	b4a48fd2caed5f0c52e543ace2718f87a63be7d9
org.kotlincrypto.core	common-watchosx86	0.2.6		N/A
org.kotlincrypto.core	common-watchosx86	0.2.6	metadata	7972dc70b06f27c85f40be00af40bf5236ed6630
org.kotlincrypto.core	common-watchosx86	0.2.7		N/A
org.kotlincrypto.core	common-watchosx86	0.2.7	metadata	0080e841335ef63e0fcce9a5b8743c635ad5cb65
org.kotlincrypto.core	common-watchosx86	0.3.0		N/A
org.kotlincrypto.core	common-watchosx86	0.3.0	metadata	4c425b0d1543c013f660cdb87929fc074aedefd3
org.ogema.ref-impl	resource-manager-test-addons	2.1.3		d21c2bc02df02cc833db7f8008f84cf7e0baf107
org.openengsb.labs.paxexam.karaf	paxexam-karaf-container	0.1.0		86e658ec23f0b737b1a3fcfcf13aab9471a213b0
org.openengsb.labs.paxexam.karaf	paxexam-karaf-container	0.1.1		75a0a8d8c74e561b2ba47b30e3eef7f32d17676a
org.openengsb.labs.paxexam.karaf	paxexam-karaf-container	0.2.0		52a5af5ad4402501f1c545cc66a9db7c585b6aff
org.openengsb.labs.paxexam.karaf	paxexam-karaf-container	0.2.1		a7aef9dabdfe48aed889c2b1cb499f1f249e4d55
org.openengsb.labs.paxexam.karaf	paxexam-karaf-container	0.2.2		9d0ecc7c9f7a27e81e542f29b520aca39ba8d921
org.openengsb.labs.paxexam.karaf	paxexam-karaf-container	0.3.0		0728cd42927a47443df0a19bfdbd3b4ce49adb0e
org.openengsb.labs.paxexam.karaf	paxexam-karaf-container	0.4.0		9ccf68bd621d73fa9ca73a80fd1913436653d1f7
org.openengsb.labs.paxexam.karaf	paxexam-karaf-container	0.4.1		fb29afc47c356d8c1f7e0fa3ae9db79103c5bb91
org.openengsb.labs.paxexam.karaf	paxexam-karaf-container	0.5.0		48ac6beebe6fb0e1db81f6417b13c53c741bbf85
org.openengsb.labs.paxexam.karaf	paxexam-karaf-container	0.5.1		1a972db3bc093f47c27f94bf16dda92d1b1d5a52
org.openengsb.labs.paxexam.karaf	paxexam-karaf-container	0.5.2		889ea5fe22813dad1c880b002412a9cd85533a12
org.openengsb.labs.paxexam.karaf	paxexam-karaf-container	0.5.3		055fe9fdf671d99d614822abd05a25ef72a8a18a
org.openengsb.labs.paxexam.karaf	paxexam-karaf-container	1.0.0		daa046ad2e3fc27ed604972f30a93fdc3e8718bf
org.phoenixframe	phoenix_svnclient	1.4.6		056548d757dbdd060ad5daab4b17235f660ba954
org.phoenixframe	phoenix_svnclient	1.4.7		1b5bd8baf2c20241aeb3d34e50b95c71daa0110b
org.phoenixframe	phoenix_svnclient	1.4.8		f2ce7ac814551f4a50af7334e690c9e06105afc5
org.phoenixframe	phoenix_svnclient	1.5.0		937a4fc024150a258dde1baeb1ff9fd5a301b215
org.scala-lang	scala3doc_3.0.0-M2	3.0.0-M2		bcdf9aea79afb45f16dc17fcb407ca66a9100ad9
org.scala-lang	scala3doc_3.0.0-M2	3.0.0-M2-bin-20201030-300e9a2-NIGHTLY		20aa4be044a80fb43da508a581019b77822aebc3
org.scala-lang	scala3doc_3.0.0-M2	3.0.0-M2-bin-20201031-1ab76c1-NIGHTLY		c140f4e9d7980fba66b61d46f0f781f539e1730e
org.scala-lang	scala3doc_3.0.0-M2	3.0.0-M2-bin-20201102-0bd50d3-NIGHTLY		8115ec60c78c11a28af7e5264fcc81b41bebf7b1
org.scala-lang	scala3doc_3.0.0-M2	3.0.0-M2-bin-20201104-2e220d5-NIGHTLY		7707cd7360ed58c906c0076ef6b6da219d1e1246
org.scala-lang	scala3doc_3.0.0-M2	3.0.0-M2-bin-20201105-c20be38-NIGHTLY		81200351b55a17ec9cf65a8a270ead973222e086
org.scala-lang	scala3doc_3.0.0-M2	3.0.0-M2-bin-20201106-312a420-NIGHTLY		134e3ebeb80aaced647d132249d9cce4bd51452b
org.scala-lang	scala3doc_3.0.0-M2	3.0.0-M2-bin-20201107-5c84e42-NIGHTLY		775031acbee26f773e5512d9dffc7596086f9c1f
org.scala-lang	scala3doc_3.0.0-M2	3.0.0-M2-bin-20201108-3938388-NIGHTLY		6cc34b64585ea98dd8bc1dc1b474263b4c417a16
org.scala-lang	scala3doc_3.0.0-M2	3.0.0-M2-bin-20201109-ca216a8-NIGHTLY		d6c995d7ef584b0d1aaf3a9c4aa9251efddfa60f
org.scala-lang	scala3doc_3.0.0-M2	3.0.0-M2-bin-20201111-306e4fc-NIGHTLY		de721eabc0794950cc8501404d1eb0583163fd41
org.scala-lang	scala3doc_3.0.0-M2	3.0.0-M2-bin-20201111-66eee84-NIGHTLY		9812bb96208fc9ac200af9ff77c0cb755eec5521
org.scala-lang	scala3doc_3.0.0-M2	3.0.0-M2-bin-20201112-462a72f-NIGHTLY		2389a321c7c04ae9c097383721e565011c7b1e45
org.scala-lang	scala3doc_3.0.0-M2	3.0.0-M2-bin-20201113-6b9796c-NIGHTLY		4c47e8a5b5ebf731a57d3c78cfdff04dc3b4d9ee
org.scala-lang	scala3doc_3.0.0-M2	3.0.0-M2-bin-20201114-93f24a0-NIGHTLY		43805f46c029b5a1c223491a334e5c8f3ce8e51e
org.scala-lang	scala3doc_3.0.0-M2	3.0.0-M2-bin-20201115-3c04f9b-NIGHTLY		396477cc1f63488792f9bcb408d03e1c84f94e56
org.scala-lang	scala3doc_3.0.0-M2	3.0.0-M2-bin-20201116-9c850e3-NIGHTLY		627ea8dff528aca92774c48649b14962bc764790
org.scala-lang	scala3doc_3.0.0-M2	3.0.0-M2-bin-20201117-19489f4-NIGHTLY		1821e321a9dfd656c9803e4f38338313b5da41d8
org.scala-lang	scala3doc_3.0.0-M2	3.0.0-M2-bin-20201118-0ad43b7-NIGHTLY		a9f94526ab2733f8b7586d4d054fc13b3690ab47
org.scala-lang	scala3doc_3.0.0-M2	3.0.0-M2-bin-20201119-97a6f30-NIGHTLY		0252e7836c9497e5e392845cdccd8dab27f486ca
org.scala-lang	scala3doc_3.0.0-M2	3.0.0-M2-bin-20201121-94982dd-NIGHTLY		89b7e964ee30707c74027677d247be61ca91cd32
org.scala-lang	scala3doc_3.0.0-M2	3.0.0-M2-bin-20201121-b2c7905-NIGHTLY		8db37da3e71b3530c0ebe65082198590550354a9
org.scala-lang	scala3doc_3.0.0-M2	3.0.0-M2-bin-20201122-4265f08-NIGHTLY		869c8fc319bde2268005fec85ef27ae994e19262
org.thepalaceproject.audiobook	org.librarysimplified.audiobook.tests	11.0.0		N/A
org.thepalaceproject.audiobook	org.librarysimplified.audiobook.tests	11.1.0		N/A
org.thepalaceproject.audiobook	org.librarysimplified.audiobook.tests	11.2.0		N/A
org.thepalaceproject.audiobook	org.librarysimplified.audiobook.tests	11.3.0		N/A
org.thepalaceproject.audiobook	org.librarysimplified.audiobook.tests	11.4.0		N/A
org.thepalaceproject.audiobook	org.librarysimplified.audiobook.tests	11.5.0		N/A
org.thepalaceproject.audiobook	org.librarysimplified.audiobook.tests	11.6.0		N/A
org.thepalaceproject.audiobook	org.librarysimplified.audiobook.tests	11.7.0		N/A
org.thepalaceproject.audiobook	org.librarysimplified.audiobook.tests	11.8.0		N/A
org.thepalaceproject.audiobook	org.librarysimplified.audiobook.tests	12.0.0		N/A
org.thepalaceproject.audiobook	org.librarysimplified.audiobook.tests	12.1.0		N/A
org.thepalaceproject.audiobook	org.librarysimplified.audiobook.tests	13.0.0		N/A
org.thepalaceproject.audiobook	org.librarysimplified.audiobook.tests	13.0.0-beta0001		N/A
org.thepalaceproject.audiobook	org.librarysimplified.audiobook.tests	13.0.0-beta0002		N/A
org.thepalaceproject.audiobook	org.librarysimplified.audiobook.tests	13.0.0-beta0003		N/A
org.thepalaceproject.audiobook	org.librarysimplified.audiobook.tests	13.0.0-beta0004		N/A
org.thepalaceproject.audiobook	org.librarysimplified.audiobook.tests	13.0.0-beta0005		N/A
org.thepalaceproject.audiobook	org.librarysimplified.audiobook.tests	13.0.0-beta0006		N/A
org.thepalaceproject.audiobook	org.librarysimplified.audiobook.tests	13.0.0-beta0007		N/A
org.thepalaceproject.audiobook	org.librarysimplified.audiobook.tests	13.0.0-beta0008		N/A
org.thepalaceproject.audiobook	org.librarysimplified.audiobook.tests	13.0.0-beta0009		N/A
org.thepalaceproject.audiobook	org.librarysimplified.audiobook.tests	13.0.0-beta0010		N/A
org.thepalaceproject.audiobook	org.librarysimplified.audiobook.tests	13.0.0-beta0011		N/A
org.thepalaceproject.audiobook	org.librarysimplified.audiobook.tests	13.0.0-beta0012		N/A
org.thepalaceproject.audiobook	org.librarysimplified.audiobook.tests	13.0.0-beta0013		N/A
org.thepalaceproject.audiobook	org.librarysimplified.audiobook.tests	13.0.0-beta0014		N/A
org.thepalaceproject.audiobook	org.librarysimplified.audiobook.tests	13.0.0-beta0015		N/A
org.thepalaceproject.audiobook	org.librarysimplified.audiobook.tests	13.0.0-beta0016		N/A
org.thepalaceproject.audiobook	org.librarysimplified.audiobook.tests	13.0.0-beta0017		N/A
org.thepalaceproject.audiobook	org.librarysimplified.audiobook.tests	13.0.0-beta0018		N/A
org.thepalaceproject.audiobook	org.librarysimplified.audiobook.tests	13.0.0-beta0019		N/A
org.thepalaceproject.audiobook	org.librarysimplified.audiobook.tests	13.0.0-beta0020		N/A
org.thepalaceproject.audiobook	org.librarysimplified.audiobook.tests	13.0.0-beta0021		N/A
org.thepalaceproject.audiobook	org.librarysimplified.audiobook.tests	13.0.0-beta0022		N/A
org.thepalaceproject.audiobook	org.librarysimplified.audiobook.tests	13.0.0-beta0023		N/A
org.thepalaceproject.audiobook	org.librarysimplified.audiobook.tests	13.0.0-beta0024		N/A
org.thepalaceproject.audiobook	org.librarysimplified.audiobook.tests	13.0.0-beta0025		N/A
org.thepalaceproject.audiobook	org.librarysimplified.audiobook.tests	13.0.0-beta0026		N/A
org.thepalaceproject.audiobook	org.librarysimplified.audiobook.tests	13.0.0-beta0027		N/A
org.thepalaceproject.audiobook	org.librarysimplified.audiobook.tests	13.0.0-beta0028		N/A
org.thepalaceproject.audiobook	org.librarysimplified.audiobook.tests	14.0.0		N/A
org.thepalaceproject.audiobook	org.librarysimplified.audiobook.tests	15.0.0		N/A
org.thepalaceproject.audiobook	org.librarysimplified.audiobook.tests	16.0.0		N/A
org.thepalaceproject.audiobook	org.librarysimplified.audiobook.tests	16.1.0		N/A
org.thepalaceproject.audiobook	org.librarysimplified.audiobook.tests	6.10.0		N/A
org.thepalaceproject.audiobook	org.librarysimplified.audiobook.tests	6.10.1		N/A
org.thepalaceproject.audiobook	org.librarysimplified.audiobook.tests	6.11.0		N/A
org.thepalaceproject.audiobook	org.librarysimplified.audiobook.tests	6.6.0		N/A
org.thepalaceproject.audiobook	org.librarysimplified.audiobook.tests	6.7.0		N/A
org.thepalaceproject.audiobook	org.librarysimplified.audiobook.tests	6.8.0		N/A
org.thepalaceproject.audiobook	org.librarysimplified.audiobook.tests	6.9.0		N/A
org.thepalaceproject.audiobook	org.librarysimplified.audiobook.tests	7.0.0		N/A
org.thepalaceproject.audiobook	org.librarysimplified.audiobook.tests	7.0.1		N/A
org.thepalaceproject.audiobook	org.librarysimplified.audiobook.tests	8.0.0		N/A
org.thepalaceproject.audiobook	org.librarysimplified.audiobook.tests	8.0.1		N/A
org.thepalaceproject.audiobook	org.librarysimplified.audiobook.tests	8.0.2		N/A
org.thepalaceproject.audiobook	org.librarysimplified.audiobook.tests	9.0.0		N/A
org.webjars.npm	github-com-socketio-engine-io	6.4.2		43d06ffec3597c513b139cbbdbba3459ace25157
org.webjars.npm	postcss-minify-params	1.2.2		caa8709d177117d1d7bfb4906634e7897766081f
org.webjars.npm	postcss-minify-params	4.0.0		d34c9d7a1715f245b053b54a488d16b2d74dff85
org.webjars.npm	postcss-minify-params	4.0.0-rc.2		472d372a56468ce4366924e509b3cddbec60db5f
org.webjars.npm	postcss-minify-params	4.0.2		fe6697e3ca9f575c018b16b4eb20aad5359ec14c
org.webjars.npm	postcss-minify-params	5.1.4		5e9f22467f45feed0a95c029269ed84000c607f4
org.wso2.carbon.analytics-common	org.wso2.carbon.analytics.gadget.chart.template.feature	5.1.1		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.analytics.gadget.chart.template.feature	5.1.11		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.analytics.gadget.chart.template.feature	5.1.12		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.analytics.gadget.chart.template.feature	5.1.13		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.analytics.gadget.chart.template.feature	5.1.14		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.analytics.gadget.chart.template.feature	5.1.15		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.analytics.gadget.chart.template.feature	5.1.16		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.analytics.gadget.chart.template.feature	5.1.17		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.analytics.gadget.chart.template.feature	5.1.18		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.analytics.gadget.chart.template.feature	5.1.19		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.analytics.gadget.chart.template.feature	5.1.2		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.analytics.gadget.chart.template.feature	5.1.2-alpha		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.analytics.gadget.chart.template.feature	5.1.20		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.analytics.gadget.chart.template.feature	5.1.21		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.analytics.gadget.chart.template.feature	5.1.22		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.analytics.gadget.chart.template.feature	5.1.23		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.analytics.gadget.chart.template.feature	5.1.24		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.analytics.gadget.chart.template.feature	5.1.25		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.analytics.gadget.chart.template.feature	5.1.26		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.analytics.gadget.chart.template.feature	5.1.27		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.analytics.gadget.chart.template.feature	5.1.28		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.analytics.gadget.chart.template.feature	5.1.29		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.analytics.gadget.chart.template.feature	5.1.3		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.analytics.gadget.chart.template.feature	5.1.30		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.analytics.gadget.chart.template.feature	5.1.31		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.analytics.gadget.chart.template.feature	5.1.32		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.analytics.gadget.chart.template.feature	5.1.33		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.analytics.gadget.chart.template.feature	5.1.34		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.analytics.gadget.chart.template.feature	5.1.35		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.analytics.gadget.chart.template.feature	5.1.36		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.analytics.gadget.chart.template.feature	5.1.37		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.analytics.gadget.chart.template.feature	5.1.38		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.analytics.gadget.chart.template.feature	5.1.39		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.analytics.gadget.chart.template.feature	5.1.4		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.analytics.gadget.chart.template.feature	5.1.40		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.analytics.gadget.chart.template.feature	5.1.41		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.analytics.gadget.chart.template.feature	5.1.42		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.analytics.gadget.chart.template.feature	5.1.43		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.analytics.gadget.chart.template.feature	5.1.44		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.analytics.gadget.chart.template.feature	5.1.45		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.analytics.gadget.chart.template.feature	5.1.46		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.analytics.gadget.chart.template.feature	5.1.47		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.analytics.gadget.chart.template.feature	5.1.48		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.analytics.gadget.chart.template.feature	5.1.49		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.analytics.gadget.chart.template.feature	5.1.5		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.analytics.gadget.chart.template.feature	5.1.50		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.analytics.gadget.chart.template.feature	5.1.51		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.analytics.gadget.chart.template.feature	5.1.52		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.analytics.gadget.chart.template.feature	5.1.53		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.analytics.gadget.chart.template.feature	5.1.54		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.analytics.gadget.chart.template.feature	5.1.55		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.analytics.gadget.chart.template.feature	5.1.56		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.analytics.gadget.chart.template.feature	5.1.57		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.analytics.gadget.chart.template.feature	5.1.59		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.analytics.gadget.chart.template.feature	5.1.6		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.analytics.gadget.chart.template.feature	5.1.61		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.analytics.gadget.chart.template.feature	5.1.62		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.analytics.gadget.chart.template.feature	5.1.63		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.analytics.gadget.chart.template.feature	5.1.7		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.analytics.gadget.chart.template.feature	5.1.8		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.analytics.gadget.chart.template.feature	5.1.9		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.analytics.gadget.chart.template.feature	5.2.11		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.analytics.gadget.chart.template.feature	5.2.12		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.analytics.gadget.chart.template.feature	5.2.13		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.analytics.gadget.chart.template.feature	5.2.19		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.analytics.gadget.chart.template.feature	5.2.23		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.analytics.gadget.chart.template.feature	5.2.24		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.analytics.gadget.chart.template.feature	5.2.25		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.analytics.gadget.chart.template.feature	5.2.26		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.analytics.gadget.chart.template.feature	5.2.27		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.analytics.gadget.chart.template.feature	5.2.28		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.analytics.gadget.chart.template.feature	5.2.29		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.analytics.gadget.chart.template.feature	5.2.30		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.analytics.gadget.chart.template.feature	5.2.31		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.analytics.gadget.chart.template.feature	5.2.32		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.analytics.gadget.chart.template.feature	5.2.33		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.analytics.gadget.chart.template.feature	5.2.34		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.analytics.gadget.chart.template.feature	5.2.35		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.analytics.gadget.chart.template.feature	5.2.36		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.analytics.gadget.chart.template.feature	5.2.37		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.analytics.gadget.chart.template.feature	5.2.38		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.analytics.gadget.chart.template.feature	5.2.44		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.analytics.gadget.chart.template.feature	5.2.45		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.analytics.gadget.chart.template.feature	5.2.46		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.analytics.gadget.chart.template.feature	5.2.47		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.analytics.gadget.chart.template.feature	5.2.48		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.analytics.gadget.chart.template.feature	5.2.49		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.analytics.gadget.chart.template.feature	5.2.51		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.analytics.gadget.chart.template.feature	5.2.52		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.analytics.gadget.chart.template.feature	5.3.0		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.analytics.gadget.chart.template.feature	5.3.1		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.analytics.gadget.chart.template.feature	5.3.10		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.analytics.gadget.chart.template.feature	5.3.11		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.analytics.gadget.chart.template.feature	5.3.12		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.analytics.gadget.chart.template.feature	5.3.13		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.analytics.gadget.chart.template.feature	5.3.16		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.analytics.gadget.chart.template.feature	5.3.3		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.analytics.gadget.chart.template.feature	5.3.4		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.analytics.gadget.chart.template.feature	5.3.5		N/A
org.wso2.carbon.analytics-common	org.wso2.carbon.analytics.gadget.chart.template.feature	5.3.8		N/A
org.wso2.carbon.dashboards	org.wso2.carbon.dashboards.sample.store.provider	3.0.0-m3		df6105235f81c0a6dc9c7269fcc06cc85328b4dd
org.zalando.spring	fahrschein-starter-smoke-tests-invoker	0.0.15		N/A
pl.tlinkowski.unij	pl.tlinkowski.unij.service.collect.eclipse	0.1.1		0b381dba7face2b24200626737d92d89f56a5ba7
pl.tlinkowski.unij	pl.tlinkowski.unij.service.collect.eclipse	0.1.3		00493e4693ff3d333ad043300d2f5ec2df4a693d
ru.krindra.vkkt	objects-android	0.9.6		N/A
se.jguru.codestyle.poms	jguru-codestyle-kotlin-reactor-parent	0.9.1		N/A
se.jguru.codestyle.poms	jguru-codestyle-kotlin-reactor-parent	0.9.2		N/A
se.jguru.codestyle.poms	jguru-codestyle-kotlin-reactor-parent	0.9.3		N/A
tech.aroma.banana	banana-service	1.0		8c19c503383165fc1a89c0016f811c95b198c7d7
tz.co.asoft	kotlinx-extensions-core-tvosx64	0.0.20		N/A
tz.co.asoft	kotlinx-extensions-core-tvosx64	0.0.21		N/A
tz.co.asoft	kotlinx-extensions-core-tvosx64	0.0.30		N/A
